Orthogroup	Praq	Prar
OG0000096	Praq.g_00097	Prar.g_00991
OG0000097	Praq.g_01374	Prar.g_01222
OG0000098	Praq.g_00157	Prar.g_00929
OG0000099	Praq.g_00216	Prar.g_00872
OG0000100	Praq.g_00368	Prar.g_00773
OG0000101	Praq.g_00879	Prar.g_01027
OG0000102	Praq.g_00768	Prar.g_00658
OG0000103	Praq.g_00414	Prar.g_00050
OG0000104	Praq.g_00422	Prar.g_00042
OG0000105	Praq.g_01729	Prar.g_00313
OG0000106	Praq.g_01173	Prar.g_00431
OG0000107	Praq.g_01158	Prar.g_00446
OG0000108	Praq.g_00531	Prar.g_00530
OG0000109	Praq.g_00545	Prar.g_00544
OG0000110	Praq.g_01028	Prar.g_01404
OG0000111	Praq.g_00828	Prar.g_01529
OG0000112	Praq.g_00638	Prar.g_01652
OG0000113	Praq.g_01420	Prar.g_01706
OG0000114	Praq.g_01490	Prar.g_01776
OG0000115	Praq.g_01278	Prar.g_01318
OG0000116	Praq.g_01323	Prar.g_01273
OG0000117	Praq.g_00084	Prar.g_01003
OG0000118	Praq.g_00145	Prar.g_00943
OG0000119	Praq.g_00171	Prar.g_00915
OG0000120	Praq.g_00208	Prar.g_00880
OG0000121	Praq.g_00296	Prar.g_00337
OG0000122	Praq.g_00334	Prar.g_00807
OG0000123	Praq.g_00873	Prar.g_01021
OG0000124	Praq.g_00682	Prar.g_00668
OG0000125	Praq.g_00718	Prar.g_00704
OG0000126	Praq.g_00421	Prar.g_00043
OG0000128	Praq.g_00437	Prar.g_00027
OG0000129	Praq.g_01259	Prar.g_00576
OG0000130	Praq.g_01934	Prar.g_00549
OG0000131	Praq.g_01857	Prar.g_00182
OG0000132	Praq.g_01838	Prar.g_00163
OG0000133	Praq.g_01680	Prar.g_00265
OG0000134	Praq.g_01187	Prar.g_00417
OG0000135	Praq.g_01160	Prar.g_00444
OG0000136	Praq.g_01116	Prar.g_00489
OG0000137	Praq.g_00526	Prar.g_00525
OG0000138	Praq.g_00546	Prar.g_00545
OG0000139	Praq.g_01065	Prar.g_01367
OG0000140	Praq.g_01064	Prar.g_01368
OG0000141	Praq.g_00995	Prar.g_01437
OG0000142	Praq.g_00967	Prar.g_01465
OG0000143	Praq.g_00963	Prar.g_01469
OG0000144	Praq.g_00781	Prar.g_01482
OG0000145	Praq.g_00637	Prar.g_01651
OG0000146	Praq.g_00639	Prar.g_01653
OG0000147	Praq.g_00640	Prar.g_01654
OG0000148	Praq.g_01414	Prar.g_01700
OG0000149	Praq.g_01444	Prar.g_01730
OG0000150	Praq.g_01452	Prar.g_01738
OG0000151	Praq.g_01500	Prar.g_01786
OG0000152	Praq.g_01548	Prar.g_01833
OG0000153	Praq.g_01567	Prar.g_01852
OG0000154	Praq.g_01593	Prar.g_01878
OG0000155	Praq.g_01353	Prar.g_01243
OG0000156	Praq.g_00122	Prar.g_00966
OG0000157	Praq.g_00123	Prar.g_00965
OG0000158	Praq.g_00258	Prar.g_00375
OG0000159	Praq.g_00253	Prar.g_00380
OG0000159	Praq.g_00217	Prar.g_00871
OG0000160	Praq.g_00295	Prar.g_00338
OG0000161	Praq.g_00301	Prar.g_00840
OG0000162	Praq.g_00307	Prar.g_00834
OG0000163	Praq.g_00341	Prar.g_00800
OG0000164	Praq.g_00473	Prar.g_01964
OG0000165	Praq.g_00466	Prar.g_01971
OG0000166	Praq.g_00915	Prar.g_01063
OG0000167	Praq.g_00737	Prar.g_00627
OG0000168	Praq.g_00747	Prar.g_00637
OG0000169	Praq.g_00757	Prar.g_00647
OG0000170	Praq.g_00759	Prar.g_00649
OG0000171	Praq.g_00681	Prar.g_00667
OG0000172	Praq.g_00689	Prar.g_00675
OG0000173	Praq.g_00704	Prar.g_00690
OG0000174	Praq.g_00396	Prar.g_00068
OG0000175	Praq.g_00406	Prar.g_00058
OG0000176	Praq.g_00430	Prar.g_00034
OG0000177	Praq.g_00431	Prar.g_00033
OG0000178	Praq.g_00432	Prar.g_00032
OG0000179	Praq.g_01219	Prar.g_00022
OG0000180	Praq.g_01220	Prar.g_00021
OG0000181	Praq.g_01221	Prar.g_00020
OG0000182	Praq.g_01222	Prar.g_00019
OG0000183	Praq.g_01226	Prar.g_00015
OG0000184	Praq.g_01262	Prar.g_00573
OG0000185	Praq.g_01265	Prar.g_00570
OG0000186	Praq.g_01939	Prar.g_00554
OG0000187	Praq.g_01938	Prar.g_00553
OG0000188	Praq.g_01921	Prar.g_00246
OG0000189	Praq.g_01907	Prar.g_00232
OG0000190	Praq.g_01906	Prar.g_00231
OG0000191	Praq.g_01886	Prar.g_00211
OG0000192	Praq.g_01882	Prar.g_00207
OG0000193	Praq.g_01856	Prar.g_00181
OG0000194	Praq.g_01853	Prar.g_00178
OG0000195	Praq.g_01851	Prar.g_00176
OG0000196	Praq.g_01841	Prar.g_00166
OG0000197	Praq.g_01840	Prar.g_00165
OG0000198	Praq.g_01839	Prar.g_00164
OG0000199	Praq.g_01832	Prar.g_00157
OG0000200	Praq.g_01818	Prar.g_00143
OG0000201	Praq.g_01810	Prar.g_00135
OG0000202	Praq.g_01809	Prar.g_00134
OG0000203	Praq.g_01808	Prar.g_00133
OG0000204	Praq.g_01807	Prar.g_00132
OG0000205	Praq.g_01800	Prar.g_00125
OG0000206	Praq.g_01795	Prar.g_00120
OG0000207	Praq.g_01793	Prar.g_00118
OG0000208	Praq.g_01792	Prar.g_00117
OG0000209	Praq.g_01783	Prar.g_00108
OG0000210	Praq.g_01782	Prar.g_00107
OG0000211	Praq.g_01769	Prar.g_00094
OG0000212	Praq.g_01762	Prar.g_00087
OG0000213	Praq.g_01746	Prar.g_00330
OG0000214	Praq.g_01736	Prar.g_00320
OG0000215	Praq.g_01710	Prar.g_00295
OG0000216	Praq.g_01708	Prar.g_00293
OG0000217	Praq.g_01705	Prar.g_00290
OG0000218	Praq.g_01703	Prar.g_00288
OG0000219	Praq.g_01702	Prar.g_00287
OG0000220	Praq.g_01701	Prar.g_00286
OG0000221	Praq.g_01700	Prar.g_00285
OG0000222	Praq.g_01692	Prar.g_00277
OG0000223	Praq.g_01679	Prar.g_00264
OG0000224	Praq.g_01677	Prar.g_00262
OG0000225	Praq.g_01199	Prar.g_00406
OG0000226	Praq.g_01195	Prar.g_00410
OG0000227	Praq.g_01193	Prar.g_00412
OG0000228	Praq.g_01189	Prar.g_00415
OG0000229	Praq.g_01121	Prar.g_00484
OG0000230	Praq.g_01119	Prar.g_00486
OG0000231	Praq.g_01108	Prar.g_00497
OG0000232	Praq.g_00507	Prar.g_00506
OG0000233	Praq.g_00513	Prar.g_00512
OG0000234	Praq.g_00527	Prar.g_00526
OG0000235	Praq.g_00530	Prar.g_00529
OG0000236	Praq.g_00544	Prar.g_00543
OG0000237	Praq.g_01096	Prar.g_01337
OG0000238	Praq.g_01090	Prar.g_01343
OG0000239	Praq.g_01077	Prar.g_01355
OG0000240	Praq.g_01076	Prar.g_01356
OG0000241	Praq.g_01072	Prar.g_01360
OG0000242	Praq.g_01070	Prar.g_01362
OG0000243	Praq.g_01059	Prar.g_01373
OG0000244	Praq.g_01056	Prar.g_01376
OG0000245	Praq.g_01054	Prar.g_01378
OG0000246	Praq.g_01050	Prar.g_01382
OG0000247	Praq.g_01040	Prar.g_01392
OG0000248	Praq.g_01038	Prar.g_01394
OG0000249	Praq.g_01036	Prar.g_01396
OG0000250	Praq.g_01031	Prar.g_01401
OG0000251	Praq.g_01012	Prar.g_01420
OG0000252	Praq.g_01008	Prar.g_01424
OG0000253	Praq.g_01007	Prar.g_01425
OG0000254	Praq.g_00991	Prar.g_01441
OG0000255	Praq.g_00985	Prar.g_01447
OG0000256	Praq.g_00975	Prar.g_01457
OG0000257	Praq.g_00972	Prar.g_01460
OG0000258	Praq.g_00959	Prar.g_01473
OG0000259	Praq.g_00789	Prar.g_01490
OG0000260	Praq.g_00792	Prar.g_01493
OG0000261	Praq.g_00794	Prar.g_01495
OG0000262	Praq.g_00798	Prar.g_01499
OG0000263	Praq.g_00810	Prar.g_01511
OG0000264	Praq.g_00820	Prar.g_01521
OG0000265	Praq.g_00583	Prar.g_01599
OG0000266	Praq.g_00593	Prar.g_01609
OG0000267	Praq.g_00604	Prar.g_01620
OG0000268	Praq.g_00605	Prar.g_01621
OG0000269	Praq.g_00665	Prar.g_01679
OG0000270	Praq.g_00668	Prar.g_01682
OG0000271	Praq.g_00676	Prar.g_01690
OG0000272	Praq.g_00677	Prar.g_01691
OG0000273	Praq.g_01428	Prar.g_01714
OG0000274	Praq.g_01429	Prar.g_01715
OG0000275	Praq.g_01431	Prar.g_01717
OG0000276	Praq.g_01436	Prar.g_01722
OG0000277	Praq.g_01437	Prar.g_01723
OG0000278	Praq.g_01440	Prar.g_01726
OG0000279	Praq.g_01447	Prar.g_01733
OG0000280	Praq.g_01448	Prar.g_01734
OG0000281	Praq.g_01454	Prar.g_01740
OG0000282	Praq.g_01492	Prar.g_01778
OG0000283	Praq.g_01525	Prar.g_01810
OG0000284	Praq.g_01530	Prar.g_01815
OG0000285	Praq.g_01535	Prar.g_01820
OG0000286	Praq.g_01547	Prar.g_01832
OG0000287	Praq.g_01564	Prar.g_01849
OG0000288	Praq.g_01592	Prar.g_01877
OG0000289	Praq.g_01603	Prar.g_01888
OG0000290	Praq.g_01616	Prar.g_01901
OG0000291	Praq.g_01618	Prar.g_01903
OG0000292	Praq.g_01667	Prar.g_01953
OG0000293	Praq.g_01324	Prar.g_01272
OG0000294	Praq.g_01325	Prar.g_01271
OG0000295	Praq.g_01345	Prar.g_01251
OG0000296	Praq.g_01347	Prar.g_01249
OG0000297	Praq.g_01355	Prar.g_01241
OG0000298	Praq.g_01356	Prar.g_01240
OG0000299	Praq.g_01373	Prar.g_01223
OG0000300	Praq.g_01376	Prar.g_01220
OG0000301	Praq.g_01377	Prar.g_01219
OG0000302	Praq.g_01379	Prar.g_01217
OG0000303	Praq.g_01386	Prar.g_01210
OG0000304	Praq.g_01390	Prar.g_01206
OG0000305	Praq.g_00167	Prar.g_00919
OG0000306	Praq.g_00170	Prar.g_00916
OG0000307	Praq.g_00186	Prar.g_00902
OG0000308	Praq.g_00187	Prar.g_00901
OG0000309	Praq.g_00191	Prar.g_00897
OG0000310	Praq.g_00279	Prar.g_00354
OG0000311	Praq.g_00281	Prar.g_00352
OG0000312	Praq.g_00284	Prar.g_00349
OG0000313	Praq.g_00298	Prar.g_00335
OG0000314	Praq.g_00321	Prar.g_00820
OG0000315	Praq.g_00331	Prar.g_00810
OG0000316	Praq.g_00351	Prar.g_00790
OG0000317	Praq.g_01954, Praq.g_00499	Prar.g_01145
OG0000318	Praq.g_00496	Prar.g_01142
OG0000319	Praq.g_00483	Prar.g_01129
OG0000320	Praq.g_00481	Prar.g_01127
OG0000321	Praq.g_00480	Prar.g_01126
OG0000322	Praq.g_00479	Prar.g_01125
OG0000323	Praq.g_00470	Prar.g_01967
OG0000324	Praq.g_00444	Prar.g_00609
OG0000325	Praq.g_00950	Prar.g_01113
OG0000326	Praq.g_00944	Prar.g_01107
OG0000327	Praq.g_00920	Prar.g_01068
OG0000328	Praq.g_00919	Prar.g_01067
OG0000329	Praq.g_00902	Prar.g_01050
OG0000330	Praq.g_00901	Prar.g_01049
OG0000331	Praq.g_00900	Prar.g_01048
OG0000332	Praq.g_00886	Prar.g_01034
OG0000333	Praq.g_00884	Prar.g_01032
OG0000334	Praq.g_00876	Prar.g_01024
OG0000335	Praq.g_00872	Prar.g_01020
OG0000336	Praq.g_00868	Prar.g_01016
OG0000337	Praq.g_00735	Prar.g_00625
OG0000338	Praq.g_00736	Prar.g_00626
OG0000339	Praq.g_00740	Prar.g_00630
OG0000340	Praq.g_00748	Prar.g_00638
OG0000341	Praq.g_00750	Prar.g_00640
OG0000342	Praq.g_00751	Prar.g_00641
OG0000343	Praq.g_00752	Prar.g_00642
OG0000344	Praq.g_00755	Prar.g_00645
OG0000345	Praq.g_00760	Prar.g_00650
OG0000346	Praq.g_00764	Prar.g_00654
OG0000347	Praq.g_00683	Prar.g_00669
OG0000348	Praq.g_00692	Prar.g_00678
OG0000349	Praq.g_00709	Prar.g_00695
OG0000350	Praq.g_00392	Prar.g_00072
OG0000351	Praq.g_00409	Prar.g_00055
OG0000352	Praq.g_00410	Prar.g_00054
OG0000353	Praq.g_00425	Prar.g_00039
OG0000355	Praq.g_00427	Prar.g_00037
OG0000356	Praq.g_00428	Prar.g_00036
OG0000357	Praq.g_00429	Prar.g_00035
OG0000358	Praq.g_00433	Prar.g_00031
OG0000359	Praq.g_00434	Prar.g_00030
OG0000360	Praq.g_00435	Prar.g_00029
OG0000361	Praq.g_00436	Prar.g_00028
OG0000362	Praq.g_00438	Prar.g_00026
OG0000363	Praq.g_01217	Prar.g_00024
OG0000364	Praq.g_01218	Prar.g_00023
OG0000365	Praq.g_01223	Prar.g_00018
OG0000366	Praq.g_01224	Prar.g_00017
OG0000367	Praq.g_01225	Prar.g_00016
OG0000368	Praq.g_01227	Prar.g_00014
OG0000369	Praq.g_01228	Prar.g_00013
OG0000370	Praq.g_01229	Prar.g_00012
OG0000371	Praq.g_01235	Prar.g_00006
OG0000372	Praq.g_01239	Prar.g_00002
OG0000373	Praq.g_01240	Prar.g_00001
OG0000374	Praq.g_01241	Prar.g_00594
OG0000375	Praq.g_01255	Prar.g_00580
OG0000376	Praq.g_01257	Prar.g_00578
OG0000377	Praq.g_01261	Prar.g_00574
OG0000378	Praq.g_01263	Prar.g_00572
OG0000379	Praq.g_01266	Prar.g_00569
OG0000380	Praq.g_01937	Prar.g_00552
OG0000381	Praq.g_01933	Prar.g_00548
OG0000382	Praq.g_01922	Prar.g_00247
OG0000383	Praq.g_01920	Prar.g_00245
OG0000384	Praq.g_01919	Prar.g_00244
OG0000385	Praq.g_01918	Prar.g_00243
OG0000386	Praq.g_01917	Prar.g_00242
OG0000387	Praq.g_01904	Prar.g_00229
OG0000388	Praq.g_01901	Prar.g_00226
OG0000389	Praq.g_01897	Prar.g_00222
OG0000390	Praq.g_01890	Prar.g_00215
OG0000391	Praq.g_01887	Prar.g_00212
OG0000392	Praq.g_01883	Prar.g_00208
OG0000393	Praq.g_01881	Prar.g_00206
OG0000394	Praq.g_01880	Prar.g_00205
OG0000395	Praq.g_01879	Prar.g_00204
OG0000396	Praq.g_01876	Prar.g_00201
OG0000397	Praq.g_01874	Prar.g_00199
OG0000398	Praq.g_01872	Prar.g_00197
OG0000399	Praq.g_01871	Prar.g_00196
OG0000400	Praq.g_01870	Prar.g_00195
OG0000401	Praq.g_01869	Prar.g_00194
OG0000402	Praq.g_01867	Prar.g_00192
OG0000403	Praq.g_01866	Prar.g_00191
OG0000404	Praq.g_01865	Prar.g_00190
OG0000405	Praq.g_01861	Prar.g_00186
OG0000406	Praq.g_01855	Prar.g_00180
OG0000407	Praq.g_01854	Prar.g_00179
OG0000408	Praq.g_01852	Prar.g_00177
OG0000409	Praq.g_01850	Prar.g_00175
OG0000410	Praq.g_01849	Prar.g_00174
OG0000411	Praq.g_01848	Prar.g_00173
OG0000412	Praq.g_01847	Prar.g_00172
OG0000413	Praq.g_01846	Prar.g_00171
OG0000414	Praq.g_00554	Prar.g_01569
OG0000414	Praq.g_01845	Prar.g_00170
OG0000415	Praq.g_01844	Prar.g_00169
OG0000416	Praq.g_01843	Prar.g_00168
OG0000417	Praq.g_01842	Prar.g_00167
OG0000418	Praq.g_01837	Prar.g_00162
OG0000419	Praq.g_01835	Prar.g_00160
OG0000420	Praq.g_01834	Prar.g_00159
OG0000421	Praq.g_01829	Prar.g_00154
OG0000422	Praq.g_01828	Prar.g_00153
OG0000423	Praq.g_01827	Prar.g_00152
OG0000424	Praq.g_01826	Prar.g_00151
OG0000425	Praq.g_01825	Prar.g_00150
OG0000426	Praq.g_01824	Prar.g_00149
OG0000427	Praq.g_01823	Prar.g_00148
OG0000428	Praq.g_01821	Prar.g_00146
OG0000429	Praq.g_01820	Prar.g_00145
OG0000430	Praq.g_01819	Prar.g_00144
OG0000431	Praq.g_01817	Prar.g_00142
OG0000432	Praq.g_01814	Prar.g_00139
OG0000433	Praq.g_01813	Prar.g_00138
OG0000434	Praq.g_01812	Prar.g_00137
OG0000435	Praq.g_01811	Prar.g_00136
OG0000436	Praq.g_01806	Prar.g_00131
OG0000437	Praq.g_01805	Prar.g_00130
OG0000438	Praq.g_01804	Prar.g_00129
OG0000439	Praq.g_01802	Prar.g_00127
OG0000440	Praq.g_01801	Prar.g_00126
OG0000441	Praq.g_01798	Prar.g_00123
OG0000442	Praq.g_01797	Prar.g_00122
OG0000443	Praq.g_01796	Prar.g_00121
OG0000444	Praq.g_01791	Prar.g_00116
OG0000445	Praq.g_01790	Prar.g_00115
OG0000446	Praq.g_01789	Prar.g_00114
OG0000447	Praq.g_01788	Prar.g_00113
OG0000448	Praq.g_01787	Prar.g_00112
OG0000449	Praq.g_01786	Prar.g_00111
OG0000450	Praq.g_01785	Prar.g_00110
OG0000451	Praq.g_01784	Prar.g_00109
OG0000452	Praq.g_01781	Prar.g_00106
OG0000453	Praq.g_01780	Prar.g_00105
OG0000454	Praq.g_01779	Prar.g_00104
OG0000455	Praq.g_01778	Prar.g_00103
OG0000456	Praq.g_01777	Prar.g_00102
OG0000457	Praq.g_01776	Prar.g_00101
OG0000458	Praq.g_01775	Prar.g_00100
OG0000459	Praq.g_01774	Prar.g_00099
OG0000460	Praq.g_01767	Prar.g_00092
OG0000461	Praq.g_01760	Prar.g_00085
OG0000462	Praq.g_01758	Prar.g_00083
OG0000463	Praq.g_01757	Prar.g_00082
OG0000464	Praq.g_01756	Prar.g_00081
OG0000465	Praq.g_01755	Prar.g_00080
OG0000466	Praq.g_01752	Prar.g_00077
OG0000467	Praq.g_01751	Prar.g_00076
OG0000468	Praq.g_01750	Prar.g_00334
OG0000469	Praq.g_01741	Prar.g_00325
OG0000470	Praq.g_01739	Prar.g_00323
OG0000471	Praq.g_01738	Prar.g_00322
OG0000472	Praq.g_01737	Prar.g_00321
OG0000473	Praq.g_01735	Prar.g_00319
OG0000474	Praq.g_01734	Prar.g_00318
OG0000475	Praq.g_01733	Prar.g_00317
OG0000476	Praq.g_01732	Prar.g_00316
OG0000477	Praq.g_01728	Prar.g_00312
OG0000478	Praq.g_01727	Prar.g_00311
OG0000479	Praq.g_01726	Prar.g_00310
OG0000480	Praq.g_01721	Prar.g_00305
OG0000481	Praq.g_01718	Prar.g_00303
OG0000482	Praq.g_01717	Prar.g_00302
OG0000483	Praq.g_01714	Prar.g_00299
OG0000484	Praq.g_01713	Prar.g_00298
OG0000485	Praq.g_01712	Prar.g_00297
OG0000486	Praq.g_01711	Prar.g_00296
OG0000487	Praq.g_01707	Prar.g_00292
OG0000488	Praq.g_01704	Prar.g_00289
OG0000489	Praq.g_01699	Prar.g_00284
OG0000490	Praq.g_01694	Prar.g_00279
OG0000491	Praq.g_01693	Prar.g_00278
OG0000492	Praq.g_01691	Prar.g_00276
OG0000493	Praq.g_01690	Prar.g_00275
OG0000494	Praq.g_01689	Prar.g_00274
OG0000495	Praq.g_01688	Prar.g_00273
OG0000496	Praq.g_01687	Prar.g_00272
OG0000497	Praq.g_01686	Prar.g_00271
OG0000498	Praq.g_01685	Prar.g_00270
OG0000499	Praq.g_01684	Prar.g_00269
OG0000500	Praq.g_01683	Prar.g_00268
OG0000501	Praq.g_01681	Prar.g_00266
OG0000502	Praq.g_01678	Prar.g_00263
OG0000503	Praq.g_01211	Prar.g_00394
OG0000504	Praq.g_01210	Prar.g_00395
OG0000505	Praq.g_01209	Prar.g_00396
OG0000506	Praq.g_01207	Prar.g_00398
OG0000507	Praq.g_01204	Prar.g_00401
OG0000508	Praq.g_01200	Prar.g_00405
OG0000509	Praq.g_01198	Prar.g_00407
OG0000510	Praq.g_01197	Prar.g_00408
OG0000511	Praq.g_01196	Prar.g_00409
OG0000512	Praq.g_01194	Prar.g_00411
OG0000513	Praq.g_01186	Prar.g_00418
OG0000514	Praq.g_01126	Prar.g_00479
OG0000515	Praq.g_01125	Prar.g_00480
OG0000516	Praq.g_01124	Prar.g_00481
OG0000517	Praq.g_01122	Prar.g_00483
OG0000518	Praq.g_01111	Prar.g_00494
OG0000519	Praq.g_01110	Prar.g_00495
OG0000520	Praq.g_01109	Prar.g_00496
OG0000521	Praq.g_00502	Prar.g_00501
OG0000522	Praq.g_00504	Prar.g_00503
OG0000523	Praq.g_00505	Prar.g_00504
OG0000524	Praq.g_00511	Prar.g_00510
OG0000525	Praq.g_00514	Prar.g_00513
OG0000526	Praq.g_00515	Prar.g_00514
OG0000527	Praq.g_00524	Prar.g_00523
OG0000528	Praq.g_00529	Prar.g_00528
OG0000529	Praq.g_00532	Prar.g_00531
OG0000530	Praq.g_00535	Prar.g_00534
OG0000531	Praq.g_00536	Prar.g_00535
OG0000532	Praq.g_00538	Prar.g_00537
OG0000533	Praq.g_00539	Prar.g_00538
OG0000534	Praq.g_00540	Prar.g_00539
OG0000535	Praq.g_00541	Prar.g_00540
OG0000536	Praq.g_00542	Prar.g_00541
OG0000537	Praq.g_00543	Prar.g_00542
OG0000538	Praq.g_01102	Prar.g_01331
OG0000539	Praq.g_01101	Prar.g_01332
OG0000540	Praq.g_01100	Prar.g_01333
OG0000541	Praq.g_01099	Prar.g_01334
OG0000542	Praq.g_01097	Prar.g_01336
OG0000543	Praq.g_01095	Prar.g_01338
OG0000544	Praq.g_01094	Prar.g_01339
OG0000545	Praq.g_01092	Prar.g_01341
OG0000546	Praq.g_01089	Prar.g_01344
