Orthogroup	Praq	Prbc
OG0000030	Praq.g_00772	Prbc.g_00199
OG0000031	Praq.g_00209	Prbc.g_01228
OG0000033	Praq.g_01833	Prbc.g_00402
OG0000034	Praq.g_00143	Prbc.g_00575
OG0000035	Praq.g_00294	Prbc.g_00709
OG0000037	Praq.g_01894	Prbc.g_00464
OG0000038	Praq.g_00716	Prbc.g_00995
OG0000039	Praq.g_00815	Prbc.g_01768
OG0000040	Praq.g_01955	Prbc.g_00811
OG0000041	Praq.g_00451	Prbc.g_00877
OG0000042	Praq.g_00770	Prbc.g_00203
OG0000043	Praq.g_01469	Prbc.g_01953
OG0000044	Praq.g_00058	Prbc.g_00533
OG0000045	Praq.g_01172	Prbc.g_02137
OG0000047	Praq.g_01137	Prbc.g_01273
OG0000047	Praq.g_01672	Prbc.g_01227
OG0000048	Praq.g_01169	Prbc.g_01165
OG0000050	Praq.g_01654	Prbc.g_00513
OG0000053	Praq.g_01246, Praq.g_00314	Prbc.g_00728
OG0000054	Praq.g_00996	Prbc.g_01683
OG0000055	Praq.g_00650	Prbc.g_01822
OG0000057	Praq.g_00827	Prbc.g_01780, Prbc.g_00055
OG0000058	Praq.g_00218, Praq.g_00271	Prbc.g_01928
OG0000059	Praq.g_00927	Prbc.g_00958
OG0000061	Praq.g_01333	Prbc.g_01446
OG0000062	Praq.g_00372	Prbc.g_00790
OG0000063	Praq.g_01237, Praq.g_01236, Praq.g_00075	Prbc.g_00932
OG0000065	Praq.g_01896	Prbc.g_00466
OG0000066	Praq.g_01063	Prbc.g_01618
OG0000067	Praq.g_00670	Prbc.g_01858
OG0000068	Praq.g_00175	Prbc.g_00657
OG0000069	Praq.g_00056, Praq.g_00018	Prbc.g_02181, Prbc.g_00752
OG0000070	Praq.g_01107	Prbc.g_01511
OG0000071	Praq.g_00133	Prbc.g_00566
OG0000072	Praq.g_01831	Prbc.g_00400
OG0000073	Praq.g_01103	Prbc.g_01579
OG0000074	Praq.g_00811	Prbc.g_01763
OG0000075	Praq.g_00739	Prbc.g_00236
OG0000076	Praq.g_01243, Praq.g_00763	Prbc.g_00211
OG0000077	Praq.g_01925	Prbc.g_00495
OG0000078	Praq.g_01763	Prbc.g_00330
OG0000081	Praq.g_01071	Prbc.g_01610
OG0000082	Praq.g_01018	Prbc.g_00891
OG0000083	Praq.g_00614, Praq.g_00607	Prbc.g_02193, Prbc.g_01233
OG0000084	Praq.g_00290	Prbc.g_00705
OG0000086	Praq.g_01915	Prbc.g_00485
OG0000087	Praq.g_01864	Prbc.g_00432
OG0000088	Praq.g_01836	Prbc.g_00405
OG0000089	Praq.g_01188	Prbc.g_01268
OG0000090	Praq.g_01069	Prbc.g_01612
OG0000091	Praq.g_00960	Prbc.g_01719
OG0000092	Praq.g_01495	Prbc.g_01982
OG0000092	Praq.g_00725	Prbc.g_01110, Prbc.g_00263
OG0000093	Praq.g_01516	Prbc.g_01843
OG0000094	Praq.g_01600	Prbc.g_01935
OG0000095	Praq.g_01619	Prbc.g_02113
OG0000096	Praq.g_00081, Praq.g_01283, Praq.g_00097	Prbc.g_01323
OG0000097	Praq.g_01374	Prbc.g_01400
OG0000098	Praq.g_00157	Prbc.g_00585
OG0000099	Praq.g_00216	Prbc.g_01229
OG0000100	Praq.g_00368	Prbc.g_00785
OG0000101	Praq.g_00879	Prbc.g_00284
OG0000102	Praq.g_00768	Prbc.g_00206
OG0000103	Praq.g_00414	Prbc.g_01053
OG0000104	Praq.g_00422	Prbc.g_01065
OG0000105	Praq.g_01729	Prbc.g_01167
OG0000106	Praq.g_01173	Prbc.g_00134, Prbc.g_00641
OG0000107	Praq.g_01158	Prbc.g_00934
OG0000108	Praq.g_00531	Prbc.g_01540
OG0000109	Praq.g_00545	Prbc.g_01553
OG0000110	Praq.g_01028	Prbc.g_01654
OG0000111	Praq.g_00828	Prbc.g_01781
OG0000112	Praq.g_00638	Prbc.g_02028
OG0000113	Praq.g_01420	Prbc.g_01882, Prbc.g_00153
OG0000114	Praq.g_01490	Prbc.g_01977
OG0000115	Praq.g_01278	Prbc.g_00801
OG0000116	Praq.g_01323	Prbc.g_01457
OG0000117	Praq.g_00084	Prbc.g_00102
OG0000118	Praq.g_00145	Prbc.g_00577
OG0000119	Praq.g_00171	Prbc.g_00650
OG0000120	Praq.g_00208	Prbc.g_01753
OG0000121	Praq.g_00296	Prbc.g_00711
OG0000122	Praq.g_00334	Prbc.g_00750
OG0000123	Praq.g_00873	Prbc.g_00277
OG0000124	Praq.g_00682	Prbc.g_00193
OG0000125	Praq.g_00718	Prbc.g_00997
OG0000126	Praq.g_00421	Prbc.g_01063
OG0000128	Praq.g_00437	Prbc.g_01081
OG0000129	Praq.g_01259	Prbc.g_01122
OG0000130	Praq.g_01934	Prbc.g_00504
OG0000131	Praq.g_01857	Prbc.g_00426
OG0000132	Praq.g_01838	Prbc.g_00407
OG0000133	Praq.g_01680	Prbc.g_01214
OG0000134	Praq.g_01187	Prbc.g_01270
OG0000135	Praq.g_01160	Prbc.g_02198, Prbc.g_02183
OG0000136	Praq.g_01116	Prbc.g_01502
OG0000137	Praq.g_00526	Prbc.g_01534
OG0000138	Praq.g_00546	Prbc.g_01554
OG0000139	Praq.g_01065	Prbc.g_01616
OG0000140	Praq.g_01064	Prbc.g_01617
OG0000141	Praq.g_00995	Prbc.g_01684
OG0000142	Praq.g_00967	Prbc.g_01712
OG0000143	Praq.g_00963	Prbc.g_01716
OG0000144	Praq.g_00781	Prbc.g_01729
OG0000145	Praq.g_00637	Prbc.g_02142
OG0000146	Praq.g_00639	Prbc.g_02027
OG0000147	Praq.g_00640	Prbc.g_02026
OG0000148	Praq.g_01414	Prbc.g_01876
OG0000149	Praq.g_01444	Prbc.g_01908
OG0000150	Praq.g_01452	Prbc.g_01916
OG0000151	Praq.g_01500	Prbc.g_01988
OG0000152	Praq.g_01548	Prbc.g_02036
OG0000153	Praq.g_01567	Prbc.g_02054
OG0000154	Praq.g_01593	Prbc.g_02083
OG0000155	Praq.g_01353	Prbc.g_01424
OG0000156	Praq.g_00122	Prbc.g_00555
OG0000157	Praq.g_00123	Prbc.g_00556
OG0000158	Praq.g_00258	Prbc.g_00228
OG0000160	Praq.g_00295	Prbc.g_00710
OG0000161	Praq.g_00301	Prbc.g_00716
OG0000162	Praq.g_00307	Prbc.g_00722
OG0000163	Praq.g_00341	Prbc.g_00758
OG0000164	Praq.g_00473	Prbc.g_00854
OG0000165	Praq.g_00466	Prbc.g_00862
OG0000166	Praq.g_00915	Prbc.g_00321
OG0000167	Praq.g_00737	Prbc.g_00238
OG0000168	Praq.g_00747	Prbc.g_00227
OG0000169	Praq.g_00757	Prbc.g_00217
OG0000170	Praq.g_00759	Prbc.g_00215
OG0000171	Praq.g_00681	Prbc.g_00194
OG0000172	Praq.g_00689	Prbc.g_00967
OG0000173	Praq.g_00704	Prbc.g_00982
OG0000174	Praq.g_00396	Prbc.g_01013
OG0000175	Praq.g_00406	Prbc.g_01044
OG0000176	Praq.g_00430	Prbc.g_01074
OG0000177	Praq.g_00431	Prbc.g_01075
OG0000178	Praq.g_00432	Prbc.g_01076
OG0000179	Praq.g_01219	Prbc.g_01086
OG0000180	Praq.g_01220	Prbc.g_01087
OG0000181	Praq.g_01221	Prbc.g_01088
OG0000182	Praq.g_01222	Prbc.g_01089
OG0000183	Praq.g_01226	Prbc.g_01093
OG0000184	Praq.g_01262	Prbc.g_01124
OG0000185	Praq.g_01265	Prbc.g_01127
OG0000186	Praq.g_01939	Prbc.g_00509
OG0000187	Praq.g_01938	Prbc.g_00508
OG0000188	Praq.g_01921	Prbc.g_00491
OG0000189	Praq.g_01907	Prbc.g_00477
OG0000190	Praq.g_01906	Prbc.g_00476
OG0000191	Praq.g_01886	Prbc.g_00453
OG0000192	Praq.g_01882	Prbc.g_00449
OG0000193	Praq.g_01856	Prbc.g_00425
OG0000194	Praq.g_01853	Prbc.g_00422
OG0000195	Praq.g_01851	Prbc.g_00420
OG0000196	Praq.g_01841	Prbc.g_00410
OG0000197	Praq.g_01840	Prbc.g_00409
OG0000198	Praq.g_01839	Prbc.g_00408
OG0000199	Praq.g_01832	Prbc.g_00401
OG0000200	Praq.g_01818	Prbc.g_00388
OG0000201	Praq.g_01810	Prbc.g_00379
OG0000202	Praq.g_01809	Prbc.g_00378
OG0000203	Praq.g_01808	Prbc.g_00377
OG0000204	Praq.g_01807	Prbc.g_00376
OG0000205	Praq.g_01800	Prbc.g_00369
OG0000206	Praq.g_01795	Prbc.g_00365
OG0000207	Praq.g_01793	Prbc.g_00363
OG0000208	Praq.g_01792	Prbc.g_00362
OG0000209	Praq.g_01783	Prbc.g_00352
OG0000210	Praq.g_01782	Prbc.g_00351
OG0000211	Praq.g_01769	Prbc.g_00337
OG0000212	Praq.g_01762	Prbc.g_00329
OG0000213	Praq.g_01746	Prbc.g_01153
OG0000214	Praq.g_01736	Prbc.g_01161
OG0000215	Praq.g_01710	Prbc.g_01185
OG0000216	Praq.g_01708	Prbc.g_01186
OG0000217	Praq.g_01705	Prbc.g_01189
OG0000218	Praq.g_01703	Prbc.g_01191
OG0000219	Praq.g_01702	Prbc.g_01192
OG0000220	Praq.g_01701	Prbc.g_01193
OG0000221	Praq.g_01700	Prbc.g_01194
OG0000222	Praq.g_01692	Prbc.g_01202
OG0000223	Praq.g_01679	Prbc.g_01215
OG0000224	Praq.g_01677	Prbc.g_01217
OG0000225	Praq.g_01199	Prbc.g_01257
OG0000226	Praq.g_01195	Prbc.g_01261
OG0000227	Praq.g_01193	Prbc.g_01263
OG0000228	Praq.g_01189	Prbc.g_01267
OG0000229	Praq.g_01121	Prbc.g_01497
OG0000230	Praq.g_01119	Prbc.g_01499
OG0000231	Praq.g_01108	Prbc.g_01510
OG0000232	Praq.g_00507	Prbc.g_01518
OG0000233	Praq.g_00513	Prbc.g_01526
OG0000234	Praq.g_00527	Prbc.g_01535
OG0000235	Praq.g_00530	Prbc.g_01539
OG0000236	Praq.g_00544	Prbc.g_01552
OG0000237	Praq.g_01096	Prbc.g_01586
OG0000238	Praq.g_01090	Prbc.g_01592
OG0000239	Praq.g_01077	Prbc.g_01604
OG0000240	Praq.g_01076	Prbc.g_01605
OG0000241	Praq.g_01072	Prbc.g_01609
OG0000242	Praq.g_01070	Prbc.g_01611
OG0000243	Praq.g_01059	Prbc.g_01622
OG0000244	Praq.g_01056	Prbc.g_01626
OG0000245	Praq.g_01054	Prbc.g_01628
OG0000246	Praq.g_01050	Prbc.g_01632
OG0000247	Praq.g_01040	Prbc.g_01642
OG0000248	Praq.g_01038	Prbc.g_01644
OG0000249	Praq.g_01036	Prbc.g_01646
OG0000250	Praq.g_01031	Prbc.g_01651
OG0000251	Praq.g_01012	Prbc.g_01667
OG0000252	Praq.g_01008	Prbc.g_01669
OG0000253	Praq.g_01007	Prbc.g_01671
OG0000254	Praq.g_00991	Prbc.g_01688
OG0000255	Praq.g_00985	Prbc.g_01694
OG0000256	Praq.g_00975	Prbc.g_01704
OG0000257	Praq.g_00972	Prbc.g_01707
OG0000258	Praq.g_00959	Prbc.g_01720
OG0000259	Praq.g_00789	Prbc.g_01737
OG0000260	Praq.g_00792	Prbc.g_01740
OG0000261	Praq.g_00794	Prbc.g_01743
OG0000262	Praq.g_00798	Prbc.g_01748
OG0000263	Praq.g_00810	Prbc.g_01762
OG0000264	Praq.g_00820	Prbc.g_01773
OG0000265	Praq.g_00583	Prbc.g_01787
OG0000266	Praq.g_00593	Prbc.g_01797
OG0000267	Praq.g_00604	Prbc.g_01810
OG0000268	Praq.g_00605	Prbc.g_01811
OG0000269	Praq.g_00665	Prbc.g_01853
OG0000270	Praq.g_00668	Prbc.g_01856
OG0000271	Praq.g_00676	Prbc.g_01864
OG0000272	Praq.g_00677	Prbc.g_01865
OG0000273	Praq.g_01428	Prbc.g_01890
OG0000274	Praq.g_01429	Prbc.g_01891
OG0000275	Praq.g_01431	Prbc.g_01893
OG0000276	Praq.g_01436	Prbc.g_01899
OG0000277	Praq.g_01437	Prbc.g_01900
OG0000278	Praq.g_01440	Prbc.g_01904
OG0000279	Praq.g_01447	Prbc.g_01911
OG0000280	Praq.g_01448	Prbc.g_00068
OG0000281	Praq.g_01454	Prbc.g_01917
OG0000282	Praq.g_01492	Prbc.g_01979
OG0000283	Praq.g_01525	Prbc.g_02010
OG0000284	Praq.g_01530	Prbc.g_02015
OG0000285	Praq.g_01535	Prbc.g_02020
OG0000286	Praq.g_01547	Prbc.g_02035
OG0000287	Praq.g_01564	Prbc.g_02190
OG0000288	Praq.g_01592	Prbc.g_02082
OG0000289	Praq.g_01603	Prbc.g_02094
OG0000290	Praq.g_01616	Prbc.g_02110
OG0000291	Praq.g_01618	Prbc.g_02112
OG0000292	Praq.g_01667	Prbc.g_00173
OG0000293	Praq.g_01324	Prbc.g_01456
OG0000294	Praq.g_01325	Prbc.g_01455
OG0000295	Praq.g_01345	Prbc.g_01431
OG0000296	Praq.g_01347	Prbc.g_01429
OG0000297	Praq.g_01355	Prbc.g_01421
OG0000298	Praq.g_01356	Prbc.g_01420
OG0000299	Praq.g_01373	Prbc.g_01401
OG0000300	Praq.g_01376	Prbc.g_01398
OG0000301	Praq.g_01377	Prbc.g_01397
OG0000302	Praq.g_01379	Prbc.g_01395
OG0000303	Praq.g_01386	Prbc.g_01390
OG0000304	Praq.g_01390	Prbc.g_01387
OG0000305	Praq.g_00167	Prbc.g_00810
OG0000306	Praq.g_00170	Prbc.g_01921
OG0000307	Praq.g_00186	Prbc.g_00666
OG0000308	Praq.g_00187	Prbc.g_00667
OG0000309	Praq.g_00191	Prbc.g_00671
OG0000310	Praq.g_00279	Prbc.g_00693
OG0000311	Praq.g_00281	Prbc.g_00695
OG0000312	Praq.g_00284	Prbc.g_00698
OG0000313	Praq.g_00298	Prbc.g_00713
OG0000314	Praq.g_00321	Prbc.g_00734
OG0000315	Praq.g_00331	Prbc.g_00744
OG0000316	Praq.g_00351	Prbc.g_00768
OG0000317	Praq.g_01954, Praq.g_00499	Prbc.g_00830
OG0000318	Praq.g_00496	Prbc.g_00833
OG0000319	Praq.g_00483	Prbc.g_00844
OG0000320	Praq.g_00481	Prbc.g_00846
OG0000321	Praq.g_00480	Prbc.g_00847
OG0000322	Praq.g_00479	Prbc.g_00848
OG0000323	Praq.g_00470	Prbc.g_00857
OG0000324	Praq.g_00444	Prbc.g_00884
OG0000325	Praq.g_00950	Prbc.g_00935
OG0000326	Praq.g_00944	Prbc.g_00941
OG0000327	Praq.g_00920	Prbc.g_00326
OG0000328	Praq.g_00919	Prbc.g_00325
OG0000329	Praq.g_00902	Prbc.g_00308
OG0000330	Praq.g_00901	Prbc.g_00307
OG0000331	Praq.g_00900	Prbc.g_00306
OG0000332	Praq.g_00886	Prbc.g_00292
OG0000333	Praq.g_00884	Prbc.g_00290
OG0000334	Praq.g_00876	Prbc.g_00281
OG0000335	Praq.g_00872	Prbc.g_00276
OG0000336	Praq.g_00868	Prbc.g_00272
OG0000337	Praq.g_00735	Prbc.g_00241
OG0000338	Praq.g_00736	Prbc.g_00240
OG0000339	Praq.g_00740	Prbc.g_00235
OG0000340	Praq.g_00748	Prbc.g_00226
OG0000341	Praq.g_00750	Prbc.g_00224
OG0000342	Praq.g_00751	Prbc.g_00223
OG0000343	Praq.g_00752	Prbc.g_00222
OG0000344	Praq.g_00755	Prbc.g_00219
OG0000345	Praq.g_00760	Prbc.g_00214
OG0000346	Praq.g_00764	Prbc.g_00210
OG0000347	Praq.g_00683	Prbc.g_00190
OG0000348	Praq.g_00692	Prbc.g_00970
OG0000349	Praq.g_00709	Prbc.g_00988
OG0000350	Praq.g_00392	Prbc.g_01009
OG0000351	Praq.g_00409	Prbc.g_01047
OG0000352	Praq.g_00410	Prbc.g_01048
OG0000353	Praq.g_00425	Prbc.g_01068
OG0000355	Praq.g_00427	Prbc.g_01071
OG0000356	Praq.g_00428	Prbc.g_01072
OG0000357	Praq.g_00429	Prbc.g_01073
OG0000358	Praq.g_00433	Prbc.g_01077
OG0000359	Praq.g_00434	Prbc.g_01078
OG0000360	Praq.g_00435	Prbc.g_01079
OG0000361	Praq.g_00436	Prbc.g_01080
OG0000362	Praq.g_00438	Prbc.g_01082
OG0000363	Praq.g_01217	Prbc.g_01084
OG0000364	Praq.g_01218	Prbc.g_01085
OG0000365	Praq.g_01223	Prbc.g_01090
OG0000366	Praq.g_01224	Prbc.g_01091
OG0000367	Praq.g_01225	Prbc.g_01092
OG0000368	Praq.g_01227	Prbc.g_01094
OG0000369	Praq.g_01228	Prbc.g_01095
OG0000370	Praq.g_01229	Prbc.g_01096
OG0000371	Praq.g_01235	Prbc.g_01102
OG0000372	Praq.g_01239	Prbc.g_01104
OG0000373	Praq.g_01240	Prbc.g_01105
OG0000374	Praq.g_01241	Prbc.g_01106
OG0000375	Praq.g_01255	Prbc.g_01118
OG0000376	Praq.g_01257	Prbc.g_01120
OG0000377	Praq.g_01261	Prbc.g_01123
OG0000378	Praq.g_01263	Prbc.g_01125
OG0000379	Praq.g_01266	Prbc.g_01128
OG0000380	Praq.g_01937	Prbc.g_00507
OG0000381	Praq.g_01933	Prbc.g_00503
OG0000382	Praq.g_01922	Prbc.g_00492
OG0000383	Praq.g_01920	Prbc.g_00490
OG0000384	Praq.g_01919	Prbc.g_00489
OG0000385	Praq.g_01918	Prbc.g_00488
OG0000386	Praq.g_01917	Prbc.g_00487
OG0000387	Praq.g_01904	Prbc.g_00474
OG0000388	Praq.g_01901	Prbc.g_00470
OG0000389	Praq.g_01897	Prbc.g_00467
OG0000390	Praq.g_01890	Prbc.g_00458
OG0000391	Praq.g_01887	Prbc.g_00454
OG0000392	Praq.g_01883	Prbc.g_00451
OG0000393	Praq.g_01881	Prbc.g_00448
OG0000394	Praq.g_01880	Prbc.g_00447
OG0000395	Praq.g_01879	Prbc.g_00446
OG0000396	Praq.g_01876	Prbc.g_00443
OG0000397	Praq.g_01874	Prbc.g_00441
OG0000398	Praq.g_01872	Prbc.g_00438
OG0000399	Praq.g_01871	Prbc.g_00437
OG0000400	Praq.g_01870	Prbc.g_00436
OG0000401	Praq.g_01869	Prbc.g_00435
OG0000402	Praq.g_01867	Prbc.g_02145
OG0000403	Praq.g_01866	Prbc.g_00434
OG0000404	Praq.g_01865	Prbc.g_00433
OG0000405	Praq.g_01861	Prbc.g_00428
OG0000406	Praq.g_01855	Prbc.g_00424
OG0000407	Praq.g_01854	Prbc.g_00423
OG0000408	Praq.g_01852	Prbc.g_00421
OG0000409	Praq.g_01850	Prbc.g_00419
OG0000410	Praq.g_01849	Prbc.g_00418
OG0000411	Praq.g_01848	Prbc.g_00417
OG0000412	Praq.g_01847	Prbc.g_00416
OG0000413	Praq.g_01846	Prbc.g_00415
OG0000414	Praq.g_00554, Praq.g_01845	Prbc.g_00414
OG0000415	Praq.g_01844	Prbc.g_00413
OG0000416	Praq.g_01843	Prbc.g_00412
OG0000417	Praq.g_01842	Prbc.g_00411
OG0000418	Praq.g_01837	Prbc.g_00406
OG0000419	Praq.g_01835	Prbc.g_00404
OG0000420	Praq.g_01834	Prbc.g_00403
OG0000421	Praq.g_01829	Prbc.g_00399
OG0000422	Praq.g_01828	Prbc.g_00398
OG0000423	Praq.g_01827	Prbc.g_00397
OG0000424	Praq.g_01826	Prbc.g_00396
OG0000425	Praq.g_01825	Prbc.g_00395
OG0000426	Praq.g_01824	Prbc.g_00394
OG0000427	Praq.g_01823	Prbc.g_00393
OG0000428	Praq.g_01821	Prbc.g_00391
OG0000429	Praq.g_01820	Prbc.g_00390
OG0000430	Praq.g_01819	Prbc.g_00389
OG0000431	Praq.g_01817	Prbc.g_00387
OG0000432	Praq.g_01814	Prbc.g_00383
OG0000433	Praq.g_01813	Prbc.g_00382
OG0000434	Praq.g_01812	Prbc.g_00381
OG0000435	Praq.g_01811	Prbc.g_00380
OG0000436	Praq.g_01806	Prbc.g_00375
OG0000437	Praq.g_01805	Prbc.g_00374
OG0000438	Praq.g_01804	Prbc.g_00373
OG0000439	Praq.g_01802	Prbc.g_00371
OG0000440	Praq.g_01801	Prbc.g_00370
OG0000441	Praq.g_01798	Prbc.g_00368
OG0000442	Praq.g_01797	Prbc.g_00367
OG0000443	Praq.g_01796	Prbc.g_00366
OG0000444	Praq.g_01791	Prbc.g_00361
OG0000445	Praq.g_01790	Prbc.g_00360
OG0000446	Praq.g_01789	Prbc.g_00358
OG0000447	Praq.g_01788	Prbc.g_00357
OG0000448	Praq.g_01787	Prbc.g_00356
OG0000449	Praq.g_01786	Prbc.g_00355
OG0000450	Praq.g_01785	Prbc.g_00354
OG0000451	Praq.g_01784	Prbc.g_00353
OG0000452	Praq.g_01781	Prbc.g_00350
OG0000453	Praq.g_01780	Prbc.g_00349
OG0000454	Praq.g_01779	Prbc.g_00348
OG0000455	Praq.g_01778	Prbc.g_00347
OG0000456	Praq.g_01777	Prbc.g_00346
OG0000457	Praq.g_01776	Prbc.g_00345
OG0000458	Praq.g_01775	Prbc.g_00344
OG0000459	Praq.g_01774	Prbc.g_00343
OG0000460	Praq.g_01767	Prbc.g_00335
OG0000461	Praq.g_01760	Prbc.g_01140
OG0000462	Praq.g_01758	Prbc.g_01142
OG0000463	Praq.g_01757	Prbc.g_01143
OG0000464	Praq.g_01756	Prbc.g_01144
OG0000465	Praq.g_01755	Prbc.g_01145
OG0000466	Praq.g_01752	Prbc.g_01146
OG0000467	Praq.g_01751	Prbc.g_01147
OG0000468	Praq.g_01750	Prbc.g_01149
OG0000469	Praq.g_01741	Prbc.g_01156
OG0000470	Praq.g_01739	Prbc.g_01158
OG0000471	Praq.g_01738	Prbc.g_01159
OG0000472	Praq.g_01737	Prbc.g_01160
OG0000473	Praq.g_01735	Prbc.g_01162
OG0000474	Praq.g_01734	Prbc.g_01163
OG0000475	Praq.g_01733	Prbc.g_01164
OG0000476	Praq.g_01732	Prbc.g_01166
OG0000477	Praq.g_01728	Prbc.g_01168
OG0000478	Praq.g_01727	Prbc.g_01169
OG0000479	Praq.g_01726	Prbc.g_01170
OG0000480	Praq.g_01721	Prbc.g_01175
OG0000481	Praq.g_01718	Prbc.g_01177
OG0000482	Praq.g_01717	Prbc.g_01178
OG0000483	Praq.g_01714	Prbc.g_01181
OG0000484	Praq.g_01713	Prbc.g_01182
OG0000485	Praq.g_01712	Prbc.g_01183
OG0000486	Praq.g_01711	Prbc.g_01184
OG0000487	Praq.g_01707	Prbc.g_01187
OG0000488	Praq.g_01704	Prbc.g_01190
OG0000489	Praq.g_01699	Prbc.g_01195
OG0000490	Praq.g_01694	Prbc.g_01200
OG0000491	Praq.g_01693	Prbc.g_01201
OG0000492	Praq.g_01691	Prbc.g_01203
OG0000493	Praq.g_01690	Prbc.g_01204
OG0000494	Praq.g_01689	Prbc.g_01205
OG0000495	Praq.g_01688	Prbc.g_01206
OG0000496	Praq.g_01687	Prbc.g_01207
OG0000497	Praq.g_01686	Prbc.g_01208
OG0000498	Praq.g_01685	Prbc.g_01209
OG0000499	Praq.g_01684	Prbc.g_01210
OG0000500	Praq.g_01683	Prbc.g_01211
OG0000501	Praq.g_01681	Prbc.g_01213
OG0000502	Praq.g_01678	Prbc.g_01216
OG0000503	Praq.g_01211	Prbc.g_01246
OG0000504	Praq.g_01210	Prbc.g_01248
OG0000505	Praq.g_01209	Prbc.g_01249
OG0000506	Praq.g_01207	Prbc.g_01250
OG0000507	Praq.g_01204	Prbc.g_01253
OG0000508	Praq.g_01200	Prbc.g_01256
OG0000509	Praq.g_01198	Prbc.g_01258
OG0000510	Praq.g_01197	Prbc.g_01259
OG0000511	Praq.g_01196	Prbc.g_01260
OG0000512	Praq.g_01194	Prbc.g_01262
OG0000513	Praq.g_01186	Prbc.g_01271
OG0000514	Praq.g_01126	Prbc.g_01492
OG0000515	Praq.g_01125	Prbc.g_01493
OG0000516	Praq.g_01124	Prbc.g_01494
OG0000517	Praq.g_01122	Prbc.g_01496
OG0000518	Praq.g_01111	Prbc.g_01507
OG0000519	Praq.g_01110	Prbc.g_01508
OG0000520	Praq.g_01109	Prbc.g_01509
OG0000521	Praq.g_00502	Prbc.g_01514
OG0000522	Praq.g_00504	Prbc.g_01516
OG0000523	Praq.g_00505	Prbc.g_01517
OG0000524	Praq.g_00511	Prbc.g_01524
OG0000525	Praq.g_00514	Prbc.g_01528
OG0000526	Praq.g_00515	Prbc.g_01529
OG0000527	Praq.g_00524	Prbc.g_01532
OG0000528	Praq.g_00529	Prbc.g_01538
OG0000529	Praq.g_00532	Prbc.g_01541
OG0000530	Praq.g_00535	Prbc.g_01544
OG0000531	Praq.g_00536	Prbc.g_01545
OG0000532	Praq.g_00538	Prbc.g_01546
OG0000533	Praq.g_00539	Prbc.g_01547
OG0000534	Praq.g_00540	Prbc.g_01548
OG0000535	Praq.g_00541	Prbc.g_01549
OG0000536	Praq.g_00542	Prbc.g_01550
OG0000537	Praq.g_00543	Prbc.g_01551
OG0000538	Praq.g_01102	Prbc.g_01580
OG0000539	Praq.g_01101	Prbc.g_01581
OG0000540	Praq.g_01100	Prbc.g_01582
OG0000541	Praq.g_01099	Prbc.g_01583
OG0000542	Praq.g_01097	Prbc.g_01585
OG0000543	Praq.g_01095	Prbc.g_01587
OG0000544	Praq.g_01094	Prbc.g_01588
OG0000545	Praq.g_01092	Prbc.g_01590
OG0000546	Praq.g_01089	Prbc.g_01593
OG0000547	Praq.g_01087	Prbc.g_01595
OG0000548	Praq.g_01086	Prbc.g_01596
