Orthogroup	Praq	Prai
OG0000066	Praq.g_01063	Prai.g_00567
OG0000067	Praq.g_00670	Prai.g_00848
OG0000068	Praq.g_00175	Prai.g_01370
OG0000069	Praq.g_00018	Prai.g_01579
OG0000070	Praq.g_01107	Prai.g_00481
OG0000071	Praq.g_00133	Prai.g_01335
OG0000072	Praq.g_01831	Prai.g_00182
OG0000073	Praq.g_01103	Prai.g_00529
OG0000074	Praq.g_00811	Prai.g_00711
OG0000075	Praq.g_00739	Prai.g_01814
OG0000076	Praq.g_01243, Praq.g_00763	Prai.g_01838
OG0000077	Praq.g_01925	Prai.g_00078
OG0000078	Praq.g_01763	Prai.g_00250
OG0000081	Praq.g_01071	Prai.g_00559
OG0000082	Praq.g_01018	Prai.g_00613
OG0000083	Praq.g_00607	Prai.g_00441
OG0000084	Praq.g_00290	Prai.g_01459
OG0000086	Praq.g_01915	Prai.g_00088
OG0000087	Praq.g_01864	Prai.g_00139
OG0000088	Praq.g_01836	Prai.g_00177
OG0000089	Praq.g_01188	Prai.g_00368
OG0000090	Praq.g_01069	Prai.g_00561
OG0000091	Praq.g_00960	Prai.g_00671
OG0000092	Praq.g_01495	Prai.g_01041
OG0000093	Praq.g_01516	Prai.g_01021
OG0000094	Praq.g_01600	Prai.g_00937
OG0000095	Praq.g_01619	Prai.g_00918
OG0000096	Praq.g_00081	Prai.g_01588
OG0000097	Praq.g_01374	Prai.g_01214
OG0000098	Praq.g_00157	Prai.g_01353
OG0000099	Praq.g_00216	Prai.g_01393
OG0000100	Praq.g_00368	Prai.g_01536
OG0000101	Praq.g_00879	Prai.g_01782
OG0000102	Praq.g_00768	Prai.g_01843
OG0000103	Praq.g_00414	Prai.g_01923
OG0000104	Praq.g_00422	Prai.g_01932
OG0000105	Praq.g_01729	Prai.g_00286, Prai.g_00287
OG0000106	Praq.g_01173	Prai.g_00383
OG0000107	Praq.g_01158	Prai.g_00397
OG0000108	Praq.g_00531	Prai.g_00510
OG0000109	Praq.g_00545	Prai.g_00524
OG0000110	Praq.g_01028	Prai.g_00603
OG0000111	Praq.g_00828	Prai.g_00728
OG0000112	Praq.g_00638	Prai.g_00882
OG0000113	Praq.g_01420	Prai.g_00825
OG0000114	Praq.g_01490	Prai.g_01046
OG0000115	Praq.g_01278	Prai.g_01119
OG0000116	Praq.g_01323	Prai.g_01162
OG0000117	Praq.g_00084	Prai.g_01273
OG0000118	Praq.g_00145	Prai.g_01347
OG0000119	Praq.g_00171	Prai.g_01366
OG0000120	Praq.g_00208	Prai.g_01443
OG0000121	Praq.g_00296	Prai.g_01465
OG0000123	Praq.g_00873	Prai.g_01789
OG0000124	Praq.g_00682	Prai.g_01854
OG0000125	Praq.g_00718	Prai.g_01892
OG0000126	Praq.g_00421	Prai.g_01931
OG0000128	Praq.g_00437	Prai.g_00011
OG0000129	Praq.g_01259	Prai.g_00051
OG0000130	Praq.g_01934	Prai.g_00069
OG0000131	Praq.g_01857	Prai.g_00156
OG0000132	Praq.g_01838	Prai.g_00175
OG0000133	Praq.g_01680	Prai.g_00335
OG0000134	Praq.g_01187	Prai.g_00369
OG0000135	Praq.g_01160	Prai.g_00393
OG0000136	Praq.g_01116	Prai.g_00472
OG0000137	Praq.g_00526	Prai.g_00505
OG0000138	Praq.g_00546	Prai.g_00525
OG0000139	Praq.g_01065	Prai.g_00565
OG0000140	Praq.g_01064	Prai.g_00566
OG0000141	Praq.g_00995	Prai.g_00635
OG0000142	Praq.g_00967	Prai.g_00664
OG0000143	Praq.g_00963	Prai.g_00668
OG0000144	Praq.g_00781	Prai.g_00681
OG0000145	Praq.g_00637	Prai.g_00883
OG0000146	Praq.g_00639	Prai.g_00881
OG0000147	Praq.g_00640	Prai.g_00880
OG0000148	Praq.g_01414	Prai.g_00831
OG0000149	Praq.g_01444	Prai.g_00800
OG0000150	Praq.g_01452	Prai.g_00792
OG0000151	Praq.g_01500	Prai.g_01036
OG0000152	Praq.g_01548	Prai.g_00989
OG0000153	Praq.g_01567	Prai.g_00970
OG0000154	Praq.g_01593	Prai.g_00943
OG0000155	Praq.g_01353	Prai.g_01191
OG0000156	Praq.g_00122	Prai.g_01323
OG0000157	Praq.g_00123	Prai.g_01324
OG0000158	Praq.g_00258	Prai.g_01392
OG0000159	Praq.g_00253	Prai.g_01321
OG0000159	Praq.g_00217	Prai.g_01390
OG0000160	Praq.g_00295	Prai.g_01464
OG0000161	Praq.g_00301	Prai.g_01470
OG0000162	Praq.g_00307	Prai.g_01476
OG0000163	Praq.g_00341	Prai.g_01509
OG0000164	Praq.g_00473	Prai.g_01662
OG0000165	Praq.g_00466	Prai.g_01669
OG0000166	Praq.g_00915	Prai.g_01740
OG0000167	Praq.g_00737	Prai.g_01812
OG0000168	Praq.g_00747	Prai.g_01822
OG0000169	Praq.g_00757	Prai.g_01832
OG0000170	Praq.g_00759	Prai.g_01834
OG0000171	Praq.g_00681	Prai.g_01853
OG0000172	Praq.g_00689	Prai.g_01863
OG0000173	Praq.g_00704	Prai.g_01878
OG0000174	Praq.g_00396	Prai.g_01905
OG0000175	Praq.g_00406	Prai.g_01915
OG0000176	Praq.g_00430	Prai.g_00004
OG0000177	Praq.g_00431	Prai.g_00005
OG0000178	Praq.g_00432	Prai.g_00006
OG0000179	Praq.g_01219	Prai.g_00016
OG0000180	Praq.g_01220	Prai.g_00017
OG0000181	Praq.g_01221	Prai.g_00018
OG0000182	Praq.g_01222	Prai.g_00019
OG0000183	Praq.g_01226	Prai.g_00023
OG0000184	Praq.g_01262	Prai.g_00053
OG0000185	Praq.g_01265	Prai.g_00056
OG0000186	Praq.g_01939	Prai.g_00064
OG0000187	Praq.g_01938	Prai.g_00065
OG0000188	Praq.g_01921	Prai.g_00082
OG0000189	Praq.g_01907	Prai.g_00096
OG0000190	Praq.g_01906	Prai.g_00097
OG0000191	Praq.g_01886	Prai.g_00117
OG0000192	Praq.g_01882	Prai.g_00121
OG0000193	Praq.g_01856	Prai.g_00157
OG0000194	Praq.g_01853	Prai.g_00160
OG0000195	Praq.g_01851	Prai.g_00162
OG0000196	Praq.g_01841	Prai.g_00172
OG0000197	Praq.g_01840	Prai.g_00173
OG0000198	Praq.g_01839	Prai.g_00174
OG0000199	Praq.g_01832	Prai.g_00181
OG0000200	Praq.g_01818	Prai.g_00195
OG0000201	Praq.g_01810	Prai.g_00203
OG0000202	Praq.g_01809	Prai.g_00204
OG0000203	Praq.g_01808	Prai.g_00205
OG0000204	Praq.g_01807	Prai.g_00206
OG0000205	Praq.g_01800	Prai.g_00213
OG0000206	Praq.g_01795	Prai.g_00218
OG0000207	Praq.g_01793	Prai.g_00220
OG0000208	Praq.g_01792	Prai.g_00221
OG0000209	Praq.g_01783	Prai.g_00230
OG0000210	Praq.g_01782	Prai.g_00231
OG0000211	Praq.g_01769	Prai.g_00244
OG0000212	Praq.g_01762	Prai.g_00251
OG0000213	Praq.g_01746	Prai.g_00270
OG0000214	Praq.g_01736	Prai.g_00280
OG0000215	Praq.g_01710	Prai.g_00305
OG0000216	Praq.g_01708	Prai.g_00307
OG0000217	Praq.g_01705	Prai.g_00310
OG0000218	Praq.g_01703	Prai.g_00312
OG0000219	Praq.g_01702	Prai.g_00313
OG0000220	Praq.g_01701	Prai.g_00314
OG0000221	Praq.g_01700	Prai.g_00315
OG0000222	Praq.g_01692	Prai.g_00323
OG0000223	Praq.g_01679	Prai.g_00336
OG0000224	Praq.g_01677	Prai.g_00338
OG0000225	Praq.g_01199	Prai.g_00358
OG0000226	Praq.g_01195	Prai.g_00362
OG0000227	Praq.g_01193	Prai.g_00364
OG0000228	Praq.g_01189	Prai.g_00367
OG0000229	Praq.g_01121	Prai.g_00467
OG0000230	Praq.g_01119	Prai.g_00469
OG0000231	Praq.g_01108	Prai.g_00480
OG0000232	Praq.g_00507	Prai.g_00489
OG0000233	Praq.g_00513	Prai.g_00494
OG0000234	Praq.g_00527	Prai.g_00506
OG0000235	Praq.g_00530	Prai.g_00509
OG0000236	Praq.g_00544	Prai.g_00523
OG0000237	Praq.g_01096	Prai.g_00536
OG0000238	Praq.g_01090	Prai.g_00542
OG0000239	Praq.g_01077	Prai.g_00553
OG0000240	Praq.g_01076	Prai.g_00554
OG0000241	Praq.g_01072	Prai.g_00558
OG0000242	Praq.g_01070	Prai.g_00560
OG0000243	Praq.g_01059	Prai.g_00571
OG0000244	Praq.g_01056	Prai.g_00574
OG0000245	Praq.g_01054	Prai.g_00576
OG0000246	Praq.g_01050	Prai.g_00580
OG0000247	Praq.g_01040	Prai.g_00590
OG0000248	Praq.g_01038	Prai.g_00593
OG0000249	Praq.g_01036	Prai.g_00595
OG0000250	Praq.g_01031	Prai.g_00600
OG0000251	Praq.g_01012	Prai.g_00619
OG0000252	Praq.g_01008	Prai.g_00622
OG0000253	Praq.g_01007	Prai.g_00623
OG0000254	Praq.g_00991	Prai.g_00639
OG0000255	Praq.g_00985	Prai.g_00645
OG0000256	Praq.g_00975	Prai.g_00656
OG0000257	Praq.g_00972	Prai.g_00659
OG0000258	Praq.g_00959	Prai.g_00672
OG0000259	Praq.g_00789	Prai.g_00689
OG0000260	Praq.g_00792	Prai.g_00692
OG0000261	Praq.g_00794	Prai.g_00694
OG0000262	Praq.g_00798	Prai.g_00698
OG0000263	Praq.g_00810	Prai.g_00710
OG0000264	Praq.g_00820	Prai.g_00720
OG0000265	Praq.g_00583	Prai.g_00748
OG0000266	Praq.g_00593	Prai.g_00758
OG0000267	Praq.g_00604	Prai.g_00769
OG0000268	Praq.g_00605	Prai.g_00770
OG0000269	Praq.g_00665	Prai.g_00853
OG0000270	Praq.g_00668	Prai.g_00850
OG0000271	Praq.g_00676	Prai.g_00842
OG0000272	Praq.g_00677	Prai.g_00840, Prai.g_00841
OG0000273	Praq.g_01428	Prai.g_00817
OG0000274	Praq.g_01429	Prai.g_00816
OG0000275	Praq.g_01431	Prai.g_00741, Prai.g_00813
OG0000276	Praq.g_01436	Prai.g_00808
OG0000277	Praq.g_01437	Prai.g_00807
OG0000278	Praq.g_01440	Prai.g_00804
OG0000279	Praq.g_01447	Prai.g_00797
OG0000280	Praq.g_01448	Prai.g_00796
OG0000281	Praq.g_01454	Prai.g_00791
OG0000282	Praq.g_01492	Prai.g_01044
OG0000283	Praq.g_01525	Prai.g_01012
OG0000284	Praq.g_01530	Prai.g_01007
OG0000285	Praq.g_01535	Prai.g_01002
OG0000286	Praq.g_01547	Prai.g_00990
OG0000287	Praq.g_01564	Prai.g_00973
OG0000288	Praq.g_01592	Prai.g_00944
OG0000289	Praq.g_01603	Prai.g_00934
OG0000290	Praq.g_01616	Prai.g_00921
OG0000291	Praq.g_01618	Prai.g_00919
OG0000292	Praq.g_01667	Prai.g_01107
OG0000293	Praq.g_01324	Prai.g_01163
OG0000294	Praq.g_01325	Prai.g_01164
OG0000295	Praq.g_01345	Prai.g_01183
OG0000296	Praq.g_01347	Prai.g_01185
OG0000297	Praq.g_01355	Prai.g_01193
OG0000298	Praq.g_01356	Prai.g_01194
OG0000299	Praq.g_01373	Prai.g_01213
OG0000300	Praq.g_01376	Prai.g_01216
OG0000301	Praq.g_01377	Prai.g_01217
OG0000302	Praq.g_01379	Prai.g_01219
OG0000303	Praq.g_01386	Prai.g_01226
OG0000304	Praq.g_01390	Prai.g_01230
OG0000305	Praq.g_00167	Prai.g_01362
OG0000306	Praq.g_00170	Prai.g_01365
OG0000307	Praq.g_00186	Prai.g_01379
OG0000308	Praq.g_00187	Prai.g_01380
OG0000309	Praq.g_00191	Prai.g_01384
OG0000310	Praq.g_00279	Prai.g_01448
OG0000311	Praq.g_00281	Prai.g_01450
OG0000312	Praq.g_00284	Prai.g_01453
OG0000313	Praq.g_00298	Prai.g_01467
OG0000314	Praq.g_00321	Prai.g_01489
OG0000315	Praq.g_00331	Prai.g_01499
OG0000316	Praq.g_00351	Prai.g_01519
OG0000317	Praq.g_01954, Praq.g_00499	Prai.g_01636
OG0000318	Praq.g_00496	Prai.g_01639
OG0000319	Praq.g_00483	Prai.g_01652
OG0000320	Praq.g_00481	Prai.g_01654
OG0000321	Praq.g_00480	Prai.g_01655
OG0000322	Praq.g_00479	Prai.g_01656
OG0000323	Praq.g_00470	Prai.g_01665
OG0000324	Praq.g_00444	Prai.g_01691
OG0000325	Praq.g_00950	Prai.g_01702
OG0000326	Praq.g_00944	Prai.g_01708
OG0000327	Praq.g_00920	Prai.g_01735
OG0000328	Praq.g_00919	Prai.g_01736
OG0000329	Praq.g_00902	Prai.g_01754
OG0000330	Praq.g_00901	Prai.g_01755
OG0000331	Praq.g_00900	Prai.g_01756
OG0000332	Praq.g_00886	Prai.g_01770
OG0000333	Praq.g_00884	Prai.g_01777
OG0000334	Praq.g_00876	Prai.g_01785
OG0000335	Praq.g_00872	Prai.g_01790
OG0000336	Praq.g_00868	Prai.g_01794
OG0000337	Praq.g_00735	Prai.g_01810
OG0000338	Praq.g_00736	Prai.g_01811
OG0000339	Praq.g_00740	Prai.g_01815
OG0000340	Praq.g_00748	Prai.g_01823
OG0000341	Praq.g_00750	Prai.g_01825
OG0000342	Praq.g_00751	Prai.g_01826
OG0000343	Praq.g_00752	Prai.g_01827
OG0000344	Praq.g_00755	Prai.g_01830
OG0000345	Praq.g_00760	Prai.g_01835
OG0000346	Praq.g_00764	Prai.g_01839
OG0000347	Praq.g_00683	Prai.g_01855
OG0000348	Praq.g_00692	Prai.g_01866
OG0000349	Praq.g_00709	Prai.g_01883
OG0000350	Praq.g_00392	Prai.g_01901
OG0000351	Praq.g_00409	Prai.g_01918
OG0000352	Praq.g_00410	Prai.g_01919
OG0000353	Praq.g_00425	Prai.g_01935
OG0000355	Praq.g_00427	Prai.g_00001
OG0000356	Praq.g_00428	Prai.g_00002
OG0000357	Praq.g_00429	Prai.g_00003
OG0000358	Praq.g_00433	Prai.g_00007
OG0000359	Praq.g_00434	Prai.g_00008
OG0000360	Praq.g_00435	Prai.g_00009
OG0000361	Praq.g_00436	Prai.g_00010
OG0000362	Praq.g_00438	Prai.g_00012
OG0000363	Praq.g_01217	Prai.g_00014
OG0000364	Praq.g_01218	Prai.g_00015
OG0000365	Praq.g_01223	Prai.g_00020
OG0000366	Praq.g_01224	Prai.g_00021
OG0000367	Praq.g_01225	Prai.g_00022
OG0000368	Praq.g_01227	Prai.g_00024
OG0000369	Praq.g_01228	Prai.g_00025
OG0000370	Praq.g_01229	Prai.g_00026
OG0000371	Praq.g_01235	Prai.g_00032
OG0000372	Praq.g_01239	Prai.g_00035
OG0000373	Praq.g_01240	Prai.g_00036
OG0000374	Praq.g_01241	Prai.g_00037
OG0000375	Praq.g_01255	Prai.g_00047
OG0000376	Praq.g_01257	Prai.g_00049
OG0000377	Praq.g_01261	Prai.g_00052
OG0000378	Praq.g_01263	Prai.g_00054
OG0000379	Praq.g_01266	Prai.g_00057
OG0000380	Praq.g_01937	Prai.g_00066
OG0000381	Praq.g_01933	Prai.g_00070
OG0000382	Praq.g_01922	Prai.g_00081
OG0000383	Praq.g_01920	Prai.g_00083
OG0000384	Praq.g_01919	Prai.g_00084
OG0000385	Praq.g_01918	Prai.g_00085
OG0000386	Praq.g_01917	Prai.g_00086
OG0000387	Praq.g_01904	Prai.g_00099
OG0000388	Praq.g_01901	Prai.g_00102
OG0000389	Praq.g_01897	Prai.g_00106
OG0000390	Praq.g_01890	Prai.g_00113
OG0000391	Praq.g_01887	Prai.g_00116
OG0000392	Praq.g_01883	Prai.g_00120
OG0000393	Praq.g_01881	Prai.g_00122
OG0000394	Praq.g_01880	Prai.g_00123
OG0000395	Praq.g_01879	Prai.g_00124
OG0000396	Praq.g_01876	Prai.g_00127
OG0000397	Praq.g_01874	Prai.g_00129
OG0000398	Praq.g_01872	Prai.g_00131
OG0000399	Praq.g_01871	Prai.g_00132
OG0000400	Praq.g_01870	Prai.g_00133
OG0000401	Praq.g_01869	Prai.g_00134
OG0000402	Praq.g_01867	Prai.g_00136
OG0000403	Praq.g_01866	Prai.g_00137
OG0000404	Praq.g_01865	Prai.g_00138
OG0000405	Praq.g_01861	Prai.g_00142
OG0000406	Praq.g_01855	Prai.g_00158
OG0000407	Praq.g_01854	Prai.g_00159
OG0000408	Praq.g_01852	Prai.g_00161
OG0000409	Praq.g_01850	Prai.g_00163
OG0000410	Praq.g_01849	Prai.g_00164
OG0000411	Praq.g_01848	Prai.g_00165
OG0000412	Praq.g_01847	Prai.g_00166
OG0000413	Praq.g_01846	Prai.g_00167
OG0000414	Praq.g_00554	Prai.g_01288
OG0000414	Praq.g_01845	Prai.g_00168
OG0000415	Praq.g_01844	Prai.g_00169
OG0000416	Praq.g_01843	Prai.g_00170
OG0000417	Praq.g_01842	Prai.g_00171
OG0000418	Praq.g_01837	Prai.g_00176
OG0000419	Praq.g_01835	Prai.g_00178
OG0000420	Praq.g_01834	Prai.g_00179
OG0000421	Praq.g_01829	Prai.g_00184
OG0000422	Praq.g_01828	Prai.g_00185
OG0000423	Praq.g_01827	Prai.g_00186
OG0000424	Praq.g_01826	Prai.g_00187
OG0000425	Praq.g_01825	Prai.g_00188
OG0000426	Praq.g_01824	Prai.g_00189
OG0000427	Praq.g_01823	Prai.g_00190
OG0000428	Praq.g_01821	Prai.g_00192
OG0000429	Praq.g_01820	Prai.g_00193
OG0000430	Praq.g_01819	Prai.g_00194
OG0000431	Praq.g_01817	Prai.g_00196
OG0000432	Praq.g_01814	Prai.g_00199
OG0000433	Praq.g_01813	Prai.g_00200
OG0000434	Praq.g_01812	Prai.g_00201
OG0000435	Praq.g_01811	Prai.g_00202
OG0000436	Praq.g_01806	Prai.g_00207
OG0000437	Praq.g_01805	Prai.g_00208
OG0000438	Praq.g_01804	Prai.g_00209
OG0000439	Praq.g_01802	Prai.g_00211
OG0000440	Praq.g_01801	Prai.g_00212
OG0000441	Praq.g_01798	Prai.g_00215
OG0000442	Praq.g_01797	Prai.g_00216
OG0000443	Praq.g_01796	Prai.g_00217
OG0000444	Praq.g_01791	Prai.g_00222
OG0000445	Praq.g_01790	Prai.g_00223
OG0000446	Praq.g_01789	Prai.g_00224
OG0000447	Praq.g_01788	Prai.g_00225
OG0000448	Praq.g_01787	Prai.g_00226
OG0000449	Praq.g_01786	Prai.g_00227
OG0000450	Praq.g_01785	Prai.g_00228
OG0000451	Praq.g_01784	Prai.g_00229
OG0000452	Praq.g_01781	Prai.g_00232
OG0000453	Praq.g_01780	Prai.g_00233
OG0000454	Praq.g_01779	Prai.g_00234
OG0000455	Praq.g_01778	Prai.g_00235
OG0000456	Praq.g_01777	Prai.g_00236
OG0000457	Praq.g_01776	Prai.g_00237
OG0000458	Praq.g_01775	Prai.g_00238
OG0000459	Praq.g_01774	Prai.g_00239
OG0000460	Praq.g_01767	Prai.g_00246
OG0000461	Praq.g_01760	Prai.g_00255
OG0000462	Praq.g_01758	Prai.g_00257
OG0000463	Praq.g_01757	Prai.g_00258
OG0000464	Praq.g_01756	Prai.g_00259
OG0000465	Praq.g_01755	Prai.g_00260
OG0000466	Praq.g_01752	Prai.g_00263
OG0000467	Praq.g_01751	Prai.g_00264
OG0000468	Praq.g_01750	Prai.g_00266
OG0000469	Praq.g_01741	Prai.g_00275
OG0000470	Praq.g_01739	Prai.g_00277
OG0000471	Praq.g_01738	Prai.g_00278
OG0000472	Praq.g_01737	Prai.g_00279
OG0000473	Praq.g_01735	Prai.g_00281
OG0000474	Praq.g_01734	Prai.g_00282
OG0000475	Praq.g_01733	Prai.g_00283
OG0000476	Praq.g_01732	Prai.g_00284
OG0000477	Praq.g_01728	Prai.g_00288
OG0000478	Praq.g_01727	Prai.g_00289
OG0000479	Praq.g_01726	Prai.g_00290
OG0000480	Praq.g_01721	Prai.g_00295
OG0000481	Praq.g_01718	Prai.g_00297
OG0000482	Praq.g_01717	Prai.g_00298
OG0000483	Praq.g_01714	Prai.g_00301
OG0000484	Praq.g_01713	Prai.g_00302
OG0000485	Praq.g_01712	Prai.g_00303
OG0000486	Praq.g_01711	Prai.g_00304
OG0000487	Praq.g_01707	Prai.g_00308
OG0000488	Praq.g_01704	Prai.g_00311
OG0000489	Praq.g_01699	Prai.g_00316
OG0000490	Praq.g_01694	Prai.g_00321
OG0000491	Praq.g_01693	Prai.g_00322
OG0000492	Praq.g_01691	Prai.g_00324
OG0000493	Praq.g_01690	Prai.g_00325
OG0000494	Praq.g_01689	Prai.g_00326
OG0000495	Praq.g_01688	Prai.g_00327
OG0000496	Praq.g_01687	Prai.g_00328
OG0000497	Praq.g_01686	Prai.g_00329
OG0000498	Praq.g_01685	Prai.g_00330
OG0000499	Praq.g_01684	Prai.g_00331
OG0000500	Praq.g_01683	Prai.g_00332
OG0000501	Praq.g_01681	Prai.g_00334
OG0000502	Praq.g_01678	Prai.g_00337
OG0000503	Praq.g_01211	Prai.g_00347
OG0000504	Praq.g_01210	Prai.g_00348
OG0000505	Praq.g_01209	Prai.g_00349
OG0000506	Praq.g_01207	Prai.g_00351
OG0000507	Praq.g_01204	Prai.g_00354
OG0000508	Praq.g_01200	Prai.g_00357
OG0000509	Praq.g_01198	Prai.g_00359
OG0000510	Praq.g_01197	Prai.g_00360
OG0000511	Praq.g_01196	Prai.g_00361
OG0000512	Praq.g_01194	Prai.g_00363
OG0000513	Praq.g_01186	Prai.g_00370
OG0000514	Praq.g_01126	Prai.g_00462
OG0000515	Praq.g_01125	Prai.g_00463
OG0000516	Praq.g_01124	Prai.g_00464
OG0000517	Praq.g_01122	Prai.g_00466
OG0000518	Praq.g_01111	Prai.g_00477
OG0000519	Praq.g_01110	Prai.g_00478
OG0000520	Praq.g_01109	Prai.g_00479
OG0000521	Praq.g_00502	Prai.g_00484
OG0000522	Praq.g_00504	Prai.g_00486
OG0000523	Praq.g_00505	Prai.g_00487
OG0000524	Praq.g_00511	Prai.g_00492
OG0000525	Praq.g_00514	Prai.g_00495
OG0000526	Praq.g_00515	Prai.g_00496
OG0000527	Praq.g_00524	Prai.g_00503
OG0000528	Praq.g_00529	Prai.g_00508
OG0000529	Praq.g_00532	Prai.g_00511
OG0000530	Praq.g_00535	Prai.g_00514
OG0000531	Praq.g_00536	Prai.g_00515
OG0000532	Praq.g_00538	Prai.g_00517
OG0000533	Praq.g_00539	Prai.g_00518
OG0000534	Praq.g_00540	Prai.g_00519
OG0000535	Praq.g_00541	Prai.g_00520
OG0000536	Praq.g_00542	Prai.g_00521
OG0000537	Praq.g_00543	Prai.g_00522
OG0000538	Praq.g_01102	Prai.g_00530
OG0000539	Praq.g_01101	Prai.g_00531
OG0000540	Praq.g_01100	Prai.g_00532
OG0000541	Praq.g_01099	Prai.g_00533
OG0000542	Praq.g_01097	Prai.g_00535
OG0000543	Praq.g_01095	Prai.g_00537
OG0000544	Praq.g_01094	Prai.g_00538
OG0000545	Praq.g_01092	Prai.g_00540
OG0000546	Praq.g_01089	Prai.g_00543
OG0000547	Praq.g_01087	Prai.g_00544
OG0000548	Praq.g_01086	Prai.g_00545
OG0000549	Praq.g_01084	Prai.g_00547
OG0000550	Praq.g_01079	Prai.g_00552
OG0000551	Praq.g_01075	Prai.g_00555
OG0000552	Praq.g_01074	Prai.g_00556
OG0000553	Praq.g_01073	Prai.g_00557
OG0000554	Praq.g_01068	Prai.g_00562
OG0000555	Praq.g_01060	Prai.g_00570
OG0000556	Praq.g_01058	Prai.g_00572
OG0000557	Praq.g_01057	Prai.g_00573
OG0000558	Praq.g_01055	Prai.g_00575
