Orthogroup	Praq	Praj
OG0000180	Praq.g_01220	Praj.g_00017
OG0000181	Praq.g_01221	Praj.g_00018
OG0000182	Praq.g_01222	Praj.g_00019
OG0000183	Praq.g_01226	Praj.g_00023
OG0000184	Praq.g_01262	Praj.g_00050
OG0000185	Praq.g_01265	Praj.g_00053
OG0000186	Praq.g_01939	Praj.g_00102
OG0000187	Praq.g_01938	Praj.g_00103
OG0000188	Praq.g_01921	Praj.g_00120
OG0000189	Praq.g_01907	Praj.g_00134
OG0000190	Praq.g_01906	Praj.g_00135
OG0000191	Praq.g_01886	Praj.g_00158
OG0000192	Praq.g_01882	Praj.g_00162
OG0000193	Praq.g_01856	Praj.g_00186
OG0000194	Praq.g_01853	Praj.g_00189
OG0000195	Praq.g_01851	Praj.g_00191
OG0000196	Praq.g_01841	Praj.g_00201
OG0000197	Praq.g_01840	Praj.g_00202
OG0000198	Praq.g_01839	Praj.g_00203
OG0000199	Praq.g_01832	Praj.g_00210
OG0000200	Praq.g_01818	Praj.g_00223
OG0000201	Praq.g_01810	Praj.g_00232
OG0000202	Praq.g_01809	Praj.g_00233
OG0000203	Praq.g_01808	Praj.g_00234
OG0000204	Praq.g_01807	Praj.g_00235
OG0000205	Praq.g_01800	Praj.g_00242
OG0000206	Praq.g_01795	Praj.g_00246
OG0000207	Praq.g_01793	Praj.g_00248
OG0000208	Praq.g_01792	Praj.g_00249
OG0000209	Praq.g_01783	Praj.g_00258
OG0000210	Praq.g_01782	Praj.g_00259
OG0000211	Praq.g_01769	Praj.g_00273
OG0000212	Praq.g_01762	Praj.g_00281
OG0000213	Praq.g_01746	Praj.g_00296
OG0000214	Praq.g_01736	Praj.g_00304
OG0000215	Praq.g_01710	Praj.g_00328
OG0000216	Praq.g_01708	Praj.g_00329
OG0000217	Praq.g_01705	Praj.g_00332
OG0000218	Praq.g_01703	Praj.g_00334
OG0000219	Praq.g_01702	Praj.g_00335
OG0000220	Praq.g_01701	Praj.g_00336
OG0000221	Praq.g_01700	Praj.g_00337
OG0000222	Praq.g_01692	Praj.g_00345
OG0000223	Praq.g_01679	Praj.g_00358
OG0000224	Praq.g_01677	Praj.g_00360
OG0000225	Praq.g_01199	Praj.g_00391
OG0000226	Praq.g_01195	Praj.g_00395
OG0000227	Praq.g_01193	Praj.g_00397
OG0000228	Praq.g_01189	Praj.g_00402
OG0000229	Praq.g_01121	Praj.g_00430
OG0000230	Praq.g_01119	Praj.g_00432
OG0000231	Praq.g_01108	Praj.g_00443
OG0000232	Praq.g_00507	Praj.g_00451
OG0000233	Praq.g_00513	Praj.g_00459
OG0000234	Praq.g_00527	Praj.g_00468
OG0000235	Praq.g_00530	Praj.g_00472
OG0000236	Praq.g_00544	Praj.g_00485
OG0000237	Praq.g_01096	Praj.g_00498
OG0000238	Praq.g_01090	Praj.g_00504
OG0000239	Praq.g_01077	Praj.g_00516
OG0000240	Praq.g_01076	Praj.g_00517
OG0000241	Praq.g_01072	Praj.g_00521
OG0000242	Praq.g_01070	Praj.g_00523
OG0000243	Praq.g_01059	Praj.g_00534
OG0000244	Praq.g_01056	Praj.g_00537
OG0000245	Praq.g_01054	Praj.g_00539
OG0000246	Praq.g_01050	Praj.g_00543
OG0000247	Praq.g_01040	Praj.g_00553
OG0000248	Praq.g_01038	Praj.g_00555
OG0000249	Praq.g_01036	Praj.g_00557
OG0000250	Praq.g_01031	Praj.g_00562
OG0000251	Praq.g_01012	Praj.g_00578
OG0000252	Praq.g_01008	Praj.g_00580
OG0000253	Praq.g_01007	Praj.g_00582
OG0000254	Praq.g_00991	Praj.g_00599
OG0000255	Praq.g_00985	Praj.g_00605
OG0000256	Praq.g_00975	Praj.g_00615
OG0000257	Praq.g_00972	Praj.g_00618
OG0000258	Praq.g_00959	Praj.g_00631
OG0000259	Praq.g_00789	Praj.g_00648
OG0000260	Praq.g_00792	Praj.g_00651
OG0000261	Praq.g_00794	Praj.g_00654
OG0000262	Praq.g_00798	Praj.g_00659
OG0000263	Praq.g_00810	Praj.g_00673
OG0000264	Praq.g_00820	Praj.g_00684
OG0000265	Praq.g_00583	Praj.g_00698
OG0000266	Praq.g_00593	Praj.g_00708
OG0000267	Praq.g_00604	Praj.g_00721
OG0000268	Praq.g_00605	Praj.g_00722
OG0000269	Praq.g_00665	Praj.g_00764
OG0000270	Praq.g_00668	Praj.g_00767
OG0000271	Praq.g_00676	Praj.g_00775
OG0000272	Praq.g_00677	Praj.g_00776
OG0000273	Praq.g_01428	Praj.g_00801
OG0000274	Praq.g_01429	Praj.g_00802
OG0000275	Praq.g_01431	Praj.g_00804
OG0000276	Praq.g_01436	Praj.g_00810
OG0000277	Praq.g_01437	Praj.g_00811
OG0000278	Praq.g_01440	Praj.g_00815
OG0000279	Praq.g_01447	Praj.g_00822
OG0000280	Praq.g_01448	Praj.g_01326
OG0000281	Praq.g_01454	Praj.g_00829
OG0000282	Praq.g_01492	Praj.g_00889
OG0000283	Praq.g_01525	Praj.g_00920
OG0000284	Praq.g_01530	Praj.g_00925
OG0000285	Praq.g_01535	Praj.g_00930
OG0000286	Praq.g_01547	Praj.g_00945
OG0000287	Praq.g_01564	Praj.g_00085
OG0000288	Praq.g_01592	Praj.g_00994
OG0000289	Praq.g_01603	Praj.g_01005
OG0000290	Praq.g_01616	Praj.g_01021
OG0000291	Praq.g_01618	Praj.g_01023
OG0000292	Praq.g_01667	Praj.g_01196
OG0000293	Praq.g_01324	Praj.g_01470
OG0000294	Praq.g_01325	Praj.g_01469
OG0000295	Praq.g_01345	Praj.g_01447
OG0000296	Praq.g_01347	Praj.g_01445
OG0000297	Praq.g_01355	Praj.g_01437
OG0000298	Praq.g_01356	Praj.g_01436
OG0000299	Praq.g_01373	Praj.g_01417
OG0000300	Praq.g_01376	Praj.g_01414
OG0000301	Praq.g_01377	Praj.g_01413
OG0000302	Praq.g_01379	Praj.g_01410
OG0000303	Praq.g_01386	Praj.g_01405
OG0000304	Praq.g_01390	Praj.g_01402
OG0000305	Praq.g_00167	Praj.g_01734
OG0000306	Praq.g_00170	Praj.g_00833
OG0000307	Praq.g_00186	Praj.g_01584
OG0000308	Praq.g_00187	Praj.g_01585
OG0000309	Praq.g_00191	Praj.g_01589
OG0000310	Praq.g_00279	Praj.g_01616
OG0000311	Praq.g_00281	Praj.g_01618
OG0000312	Praq.g_00284	Praj.g_01621
OG0000313	Praq.g_00298	Praj.g_01636
OG0000314	Praq.g_00321	Praj.g_01657
OG0000315	Praq.g_00331	Praj.g_01667
OG0000316	Praq.g_00351	Praj.g_01692
OG0000317	Praq.g_01954, Praq.g_00499	Praj.g_01766
OG0000318	Praq.g_00496	Praj.g_01769
OG0000319	Praq.g_00483	Praj.g_01780
OG0000320	Praq.g_00481	Praj.g_01782
OG0000321	Praq.g_00480	Praj.g_01783
OG0000322	Praq.g_00479	Praj.g_01784
OG0000323	Praq.g_00470	Praj.g_01793
OG0000324	Praq.g_00444	Praj.g_01820
OG0000325	Praq.g_00950	Praj.g_01870
OG0000326	Praq.g_00944	Praj.g_01876
OG0000327	Praq.g_00920	Praj.g_01910
OG0000328	Praq.g_00919	Praj.g_01911
OG0000329	Praq.g_00902	Praj.g_01928
OG0000330	Praq.g_00901	Praj.g_01929
OG0000331	Praq.g_00900	Praj.g_01930
OG0000332	Praq.g_00886	Praj.g_01944
OG0000333	Praq.g_00884	Praj.g_01946
OG0000334	Praq.g_00876	Praj.g_01955
OG0000335	Praq.g_00872	Praj.g_01960
OG0000336	Praq.g_00868	Praj.g_01964
OG0000337	Praq.g_00735	Praj.g_01982
OG0000338	Praq.g_00736	Praj.g_01983
OG0000339	Praq.g_00740	Praj.g_01988
OG0000340	Praq.g_00748	Praj.g_01997
OG0000341	Praq.g_00750	Praj.g_01999
OG0000342	Praq.g_00751	Praj.g_02000
OG0000343	Praq.g_00752	Praj.g_02001
OG0000344	Praq.g_00755	Praj.g_02004
OG0000345	Praq.g_00760	Praj.g_02009
OG0000346	Praq.g_00764	Praj.g_02013
OG0000347	Praq.g_00683	Praj.g_02034
OG0000348	Praq.g_00692	Praj.g_02064
OG0000349	Praq.g_00709	Praj.g_02082
OG0000350	Praq.g_00392	Praj.g_02103
OG0000351	Praq.g_00409	Praj.g_02128
OG0000352	Praq.g_00410	Praj.g_02129
OG0000353	Praq.g_00425	Praj.g_02148
OG0000355	Praq.g_00427	Praj.g_00001
OG0000356	Praq.g_00428	Praj.g_00002
OG0000357	Praq.g_00429	Praj.g_00003
OG0000358	Praq.g_00433	Praj.g_00007
OG0000359	Praq.g_00434	Praj.g_00008
OG0000360	Praq.g_00435	Praj.g_00009
OG0000361	Praq.g_00436	Praj.g_00010
OG0000362	Praq.g_00438	Praj.g_00012
OG0000363	Praq.g_01217	Praj.g_00014
OG0000364	Praq.g_01218	Praj.g_00015
OG0000365	Praq.g_01223	Praj.g_00020
OG0000366	Praq.g_01224	Praj.g_00021
OG0000367	Praq.g_01225	Praj.g_00022
OG0000368	Praq.g_01227	Praj.g_00024
OG0000369	Praq.g_01228	Praj.g_00025
OG0000370	Praq.g_01229	Praj.g_00026
OG0000371	Praq.g_01235	Praj.g_00032
OG0000372	Praq.g_01239	Praj.g_00034
OG0000373	Praq.g_01240	Praj.g_00035
OG0000374	Praq.g_01241	Praj.g_00036
OG0000375	Praq.g_01255	Praj.g_00044
OG0000376	Praq.g_01257	Praj.g_00046
OG0000377	Praq.g_01261	Praj.g_00049
OG0000378	Praq.g_01263	Praj.g_00051
OG0000379	Praq.g_01266	Praj.g_00054
OG0000380	Praq.g_01937	Praj.g_00104
OG0000381	Praq.g_01933	Praj.g_00108
OG0000382	Praq.g_01922	Praj.g_00119
OG0000383	Praq.g_01920	Praj.g_00121
OG0000384	Praq.g_01919	Praj.g_00122
OG0000385	Praq.g_01918	Praj.g_00123
OG0000386	Praq.g_01917	Praj.g_00124
OG0000387	Praq.g_01904	Praj.g_00137
OG0000388	Praq.g_01901	Praj.g_00141
OG0000389	Praq.g_01897	Praj.g_00144
OG0000390	Praq.g_01890	Praj.g_00153
OG0000391	Praq.g_01887	Praj.g_00157
OG0000392	Praq.g_01883	Praj.g_00160
OG0000393	Praq.g_01881	Praj.g_00163
OG0000394	Praq.g_01880	Praj.g_00164
OG0000395	Praq.g_01879	Praj.g_00165
OG0000396	Praq.g_01876	Praj.g_00168
OG0000397	Praq.g_01874	Praj.g_00170
OG0000398	Praq.g_01872	Praj.g_00173
OG0000399	Praq.g_01871	Praj.g_00174
OG0000400	Praq.g_01870	Praj.g_00175
OG0000401	Praq.g_01869	Praj.g_00176
OG0000402	Praq.g_01867	Praj.g_01057
OG0000403	Praq.g_01866	Praj.g_00177
OG0000404	Praq.g_01865	Praj.g_00178
OG0000405	Praq.g_01861	Praj.g_00183
OG0000406	Praq.g_01855	Praj.g_00187
OG0000407	Praq.g_01854	Praj.g_00188
OG0000408	Praq.g_01852	Praj.g_00190
OG0000409	Praq.g_01850	Praj.g_00192
OG0000410	Praq.g_01849	Praj.g_00193
OG0000411	Praq.g_01848	Praj.g_00194
OG0000412	Praq.g_01847	Praj.g_00195
OG0000413	Praq.g_01846	Praj.g_00196
OG0000414	Praq.g_00554, Praq.g_01845	Praj.g_00197
OG0000415	Praq.g_01844	Praj.g_00198
OG0000416	Praq.g_01843	Praj.g_00199
OG0000417	Praq.g_01842	Praj.g_00200
OG0000418	Praq.g_01837	Praj.g_00205
OG0000419	Praq.g_01835	Praj.g_00207
OG0000420	Praq.g_01834	Praj.g_00208
OG0000421	Praq.g_01829	Praj.g_00212
OG0000422	Praq.g_01828	Praj.g_00213
OG0000423	Praq.g_01827	Praj.g_00214
OG0000424	Praq.g_01826	Praj.g_00215
OG0000425	Praq.g_01825	Praj.g_00216
OG0000426	Praq.g_01824	Praj.g_00217
OG0000427	Praq.g_01823	Praj.g_00218
OG0000428	Praq.g_01821	Praj.g_00220
OG0000429	Praq.g_01820	Praj.g_00221
OG0000430	Praq.g_01819	Praj.g_00222
OG0000431	Praq.g_01817	Praj.g_00224
OG0000432	Praq.g_01814	Praj.g_00228
OG0000433	Praq.g_01813	Praj.g_00229
OG0000434	Praq.g_01812	Praj.g_00230
OG0000435	Praq.g_01811	Praj.g_00231
OG0000436	Praq.g_01806	Praj.g_00236
OG0000437	Praq.g_01805	Praj.g_00237
OG0000438	Praq.g_01804	Praj.g_00238
OG0000439	Praq.g_01802	Praj.g_00240
OG0000440	Praq.g_01801	Praj.g_00241
OG0000441	Praq.g_01798	Praj.g_00243
OG0000442	Praq.g_01797	Praj.g_00244
OG0000443	Praq.g_01796	Praj.g_00245
OG0000444	Praq.g_01791	Praj.g_00250
OG0000445	Praq.g_01790	Praj.g_00251
OG0000446	Praq.g_01789	Praj.g_00252
OG0000447	Praq.g_01788	Praj.g_00253
OG0000448	Praq.g_01787	Praj.g_00254
OG0000449	Praq.g_01786	Praj.g_00255
OG0000450	Praq.g_01785	Praj.g_00256
OG0000451	Praq.g_01784	Praj.g_00257
OG0000452	Praq.g_01781	Praj.g_00260
OG0000453	Praq.g_01780	Praj.g_00261
OG0000454	Praq.g_01779	Praj.g_00262
OG0000455	Praq.g_01778	Praj.g_00263
OG0000456	Praq.g_01777	Praj.g_00264
OG0000457	Praq.g_01776	Praj.g_00265
OG0000458	Praq.g_01775	Praj.g_00266
OG0000459	Praq.g_01774	Praj.g_00267
OG0000460	Praq.g_01767	Praj.g_00275
OG0000461	Praq.g_01760	Praj.g_00283
OG0000462	Praq.g_01758	Praj.g_00285
OG0000463	Praq.g_01757	Praj.g_00286
OG0000464	Praq.g_01756	Praj.g_00287
OG0000465	Praq.g_01755	Praj.g_00288
OG0000466	Praq.g_01752	Praj.g_00289
OG0000467	Praq.g_01751	Praj.g_00290
OG0000468	Praq.g_01750	Praj.g_00292
OG0000469	Praq.g_01741	Praj.g_00299
OG0000470	Praq.g_01739	Praj.g_00301
OG0000471	Praq.g_01738	Praj.g_00302
OG0000472	Praq.g_01737	Praj.g_00303
OG0000473	Praq.g_01735	Praj.g_00305
OG0000474	Praq.g_01734	Praj.g_00306
OG0000475	Praq.g_01733	Praj.g_00307
OG0000476	Praq.g_01732	Praj.g_00309
OG0000477	Praq.g_01728	Praj.g_00311
OG0000478	Praq.g_01727	Praj.g_00312
OG0000479	Praq.g_01726	Praj.g_00313
OG0000480	Praq.g_01721	Praj.g_00318
OG0000481	Praq.g_01718	Praj.g_00320
OG0000482	Praq.g_01717	Praj.g_00321
OG0000483	Praq.g_01714	Praj.g_00324
OG0000484	Praq.g_01713	Praj.g_00325
OG0000485	Praq.g_01712	Praj.g_00326
OG0000486	Praq.g_01711	Praj.g_00327
OG0000487	Praq.g_01707	Praj.g_00330
OG0000488	Praq.g_01704	Praj.g_00333
OG0000489	Praq.g_01699	Praj.g_00338
OG0000490	Praq.g_01694	Praj.g_00343
OG0000491	Praq.g_01693	Praj.g_00344
OG0000492	Praq.g_01691	Praj.g_00346
OG0000493	Praq.g_01690	Praj.g_00347
OG0000494	Praq.g_01689	Praj.g_00348
OG0000495	Praq.g_01688	Praj.g_00349
OG0000496	Praq.g_01687	Praj.g_00350
OG0000497	Praq.g_01686	Praj.g_00351
OG0000498	Praq.g_01685	Praj.g_00352
OG0000499	Praq.g_01684	Praj.g_00353
OG0000500	Praq.g_01683	Praj.g_00354
OG0000501	Praq.g_01681	Praj.g_00356
OG0000502	Praq.g_01678	Praj.g_00359
OG0000503	Praq.g_01211	Praj.g_00380
OG0000504	Praq.g_01210	Praj.g_00382
OG0000505	Praq.g_01209	Praj.g_00383
OG0000506	Praq.g_01207	Praj.g_00384
OG0000507	Praq.g_01204	Praj.g_00387
OG0000508	Praq.g_01200	Praj.g_00390
OG0000509	Praq.g_01198	Praj.g_00392
OG0000510	Praq.g_01197	Praj.g_00393
OG0000511	Praq.g_01196	Praj.g_00394
OG0000512	Praq.g_01194	Praj.g_00396
OG0000513	Praq.g_01186	Praj.g_00406
OG0000514	Praq.g_01126	Praj.g_00425
OG0000515	Praq.g_01125	Praj.g_00426
OG0000516	Praq.g_01124	Praj.g_00427
OG0000517	Praq.g_01122	Praj.g_00429
OG0000518	Praq.g_01111	Praj.g_00440
OG0000519	Praq.g_01110	Praj.g_00441
OG0000520	Praq.g_01109	Praj.g_00442
OG0000521	Praq.g_00502	Praj.g_00447
OG0000522	Praq.g_00504	Praj.g_00449
OG0000523	Praq.g_00505	Praj.g_00450
OG0000524	Praq.g_00511	Praj.g_00457
OG0000525	Praq.g_00514	Praj.g_00461
OG0000526	Praq.g_00515	Praj.g_00462
OG0000527	Praq.g_00524	Praj.g_00465
OG0000528	Praq.g_00529	Praj.g_00471
OG0000529	Praq.g_00532	Praj.g_00474
OG0000530	Praq.g_00535	Praj.g_00477
OG0000531	Praq.g_00536	Praj.g_00478
OG0000532	Praq.g_00538	Praj.g_00479
OG0000533	Praq.g_00539	Praj.g_00480
OG0000534	Praq.g_00540	Praj.g_00481
OG0000535	Praq.g_00541	Praj.g_00482
OG0000536	Praq.g_00542	Praj.g_00483
OG0000537	Praq.g_00543	Praj.g_00484
OG0000538	Praq.g_01102	Praj.g_00492
OG0000539	Praq.g_01101	Praj.g_00493
OG0000540	Praq.g_01100	Praj.g_00494
OG0000541	Praq.g_01099	Praj.g_00495
OG0000542	Praq.g_01097	Praj.g_00497
OG0000543	Praq.g_01095	Praj.g_00499
OG0000544	Praq.g_01094	Praj.g_00500
OG0000545	Praq.g_01092	Praj.g_00502
OG0000546	Praq.g_01089	Praj.g_00505
OG0000547	Praq.g_01087	Praj.g_00507
OG0000548	Praq.g_01086	Praj.g_00508
OG0000549	Praq.g_01084	Praj.g_00511
OG0000550	Praq.g_01079	Praj.g_00515
OG0000551	Praq.g_01075	Praj.g_00518
OG0000552	Praq.g_01074	Praj.g_00519
OG0000553	Praq.g_01073	Praj.g_00520
OG0000554	Praq.g_01068	Praj.g_00525
OG0000555	Praq.g_01060	Praj.g_00533
OG0000556	Praq.g_01058	Praj.g_00535
OG0000557	Praq.g_01057	Praj.g_00536
OG0000558	Praq.g_01055	Praj.g_00538
OG0000559	Praq.g_01051	Praj.g_00542
OG0000560	Praq.g_01048	Praj.g_00545
OG0000561	Praq.g_01047	Praj.g_00546
OG0000562	Praq.g_01046	Praj.g_00547
OG0000563	Praq.g_01045	Praj.g_00548
OG0000564	Praq.g_01044	Praj.g_00549
OG0000565	Praq.g_01041	Praj.g_00552
OG0000566	Praq.g_01039	Praj.g_00554
OG0000567	Praq.g_01035	Praj.g_00558
OG0000568	Praq.g_01034	Praj.g_00559
