Orthogroup	Praq	Prat
OG0000223	Praq.g_01679	Prat.g_00330
OG0000224	Praq.g_01677	Prat.g_00332
OG0000225	Praq.g_01199	Prat.g_00360
OG0000226	Praq.g_01195	Prat.g_00364
OG0000227	Praq.g_01193	Prat.g_00366
OG0000228	Praq.g_01189	Prat.g_00369
OG0000229	Praq.g_01121	Prat.g_00396
OG0000230	Praq.g_01119	Prat.g_00398
OG0000231	Praq.g_01108	Prat.g_00411
OG0000232	Praq.g_00507	Prat.g_00419
OG0000233	Praq.g_00513	Prat.g_00426
OG0000234	Praq.g_00527	Prat.g_00435
OG0000235	Praq.g_00530	Prat.g_00439
OG0000236	Praq.g_00544	Prat.g_00454
OG0000237	Praq.g_01096	Prat.g_00469
OG0000238	Praq.g_01090	Prat.g_00475
OG0000239	Praq.g_01077	Prat.g_00487
OG0000240	Praq.g_01076	Prat.g_00488
OG0000241	Praq.g_01072	Prat.g_00492
OG0000242	Praq.g_01070	Prat.g_00494
OG0000243	Praq.g_01059	Prat.g_00504
OG0000244	Praq.g_01056	Prat.g_00507
OG0000245	Praq.g_01054	Prat.g_00509
OG0000246	Praq.g_01050	Prat.g_00514, Prat.g_00513
OG0000247	Praq.g_01040	Prat.g_00525
OG0000248	Praq.g_01038	Prat.g_00528
OG0000249	Praq.g_01036	Prat.g_00530
OG0000250	Praq.g_01031	Prat.g_00536
OG0000251	Praq.g_01012	Prat.g_00553
OG0000252	Praq.g_01008	Prat.g_00556
OG0000253	Praq.g_01007	Prat.g_00557
OG0000254	Praq.g_00991	Prat.g_00574
OG0000255	Praq.g_00985	Prat.g_00581
OG0000256	Praq.g_00975	Prat.g_00591
OG0000257	Praq.g_00972	Prat.g_01097
OG0000258	Praq.g_00959	Prat.g_01081
OG0000259	Praq.g_00789	Prat.g_01064
OG0000260	Praq.g_00792	Prat.g_01061
OG0000261	Praq.g_00794	Prat.g_01058
OG0000262	Praq.g_00798	Prat.g_01054
OG0000263	Praq.g_00810	Prat.g_00754
OG0000264	Praq.g_00820	Prat.g_00765
OG0000265	Praq.g_00583	Prat.g_00788
OG0000266	Praq.g_00593	Prat.g_00801
OG0000267	Praq.g_00604	Prat.g_00814
OG0000268	Praq.g_00605	Prat.g_00815
OG0000269	Praq.g_00665	Prat.g_01042
OG0000270	Praq.g_00668	Prat.g_01039
OG0000271	Praq.g_00676	Prat.g_01031
OG0000272	Praq.g_00677	Prat.g_01030
OG0000273	Praq.g_01428	Prat.g_01007
OG0000274	Praq.g_01429	Prat.g_01006
OG0000275	Praq.g_01431	Prat.g_01004
OG0000276	Praq.g_01436	Prat.g_00999
OG0000277	Praq.g_01437	Prat.g_00998
OG0000278	Praq.g_01440	Prat.g_00995
OG0000279	Praq.g_01447	Prat.g_00988
OG0000280	Praq.g_01448	Prat.g_00987
OG0000281	Praq.g_01454	Prat.g_00980
OG0000282	Praq.g_01492	Prat.g_00718
OG0000283	Praq.g_01525	Prat.g_00868
OG0000284	Praq.g_01530	Prat.g_00873
OG0000285	Praq.g_01535	Prat.g_00879
OG0000286	Praq.g_01547	Prat.g_00895
OG0000287	Praq.g_01564	Prat.g_00912
OG0000288	Praq.g_01592	Prat.g_00933
OG0000289	Praq.g_01603	Prat.g_00948
OG0000290	Praq.g_01616	Prat.g_00962
OG0000291	Praq.g_01618	Prat.g_00964
OG0000292	Praq.g_01667	Prat.g_01208
OG0000293	Praq.g_01324	Prat.g_01165
OG0000294	Praq.g_01325	Prat.g_01164
OG0000295	Praq.g_01345	Prat.g_01142
OG0000296	Praq.g_01347	Prat.g_01140
OG0000297	Praq.g_01355	Prat.g_01131
OG0000298	Praq.g_01356	Prat.g_01130
OG0000299	Praq.g_01373	Prat.g_01112
OG0000300	Praq.g_01376	Prat.g_01108
OG0000301	Praq.g_01377	Prat.g_01107
OG0000302	Praq.g_01379	Prat.g_01105
OG0000303	Praq.g_01386	Prat.g_01099
OG0000304	Praq.g_01390	Prat.g_00595
OG0000305	Praq.g_00167	Prat.g_01200
OG0000306	Praq.g_00170	Prat.g_00976
OG0000307	Praq.g_00186	Prat.g_01300
OG0000308	Praq.g_00187	Prat.g_01301
OG0000309	Praq.g_00191	Prat.g_01305
OG0000310	Praq.g_00279	Prat.g_01336
OG0000311	Praq.g_00281	Prat.g_01338
OG0000312	Praq.g_00284	Prat.g_01341
OG0000313	Praq.g_00298	Prat.g_01357
OG0000314	Praq.g_00321	Prat.g_01382
OG0000315	Praq.g_00331	Prat.g_01392
OG0000316	Praq.g_00351	Prat.g_01420
OG0000317	Praq.g_01954, Praq.g_00499	Prat.g_01589
OG0000318	Praq.g_00496	Prat.g_01593
OG0000319	Praq.g_00483	Prat.g_01605
OG0000320	Praq.g_00481	Prat.g_01607
OG0000321	Praq.g_00480	Prat.g_01608
OG0000322	Praq.g_00479	Prat.g_01609
OG0000323	Praq.g_00470	Prat.g_01618
OG0000324	Praq.g_00444	Prat.g_01647
OG0000325	Praq.g_00950	Prat.g_01657
OG0000326	Praq.g_00944	Prat.g_01664
OG0000327	Praq.g_00920	Prat.g_01685
OG0000328	Praq.g_00919	Prat.g_01686
OG0000329	Praq.g_00902	Prat.g_01703
OG0000330	Praq.g_00901	Prat.g_01704
OG0000331	Praq.g_00900	Prat.g_01705
OG0000332	Praq.g_00886	Prat.g_01718
OG0000333	Praq.g_00884	Prat.g_01720
OG0000334	Praq.g_00876	Prat.g_01729
OG0000335	Praq.g_00872	Prat.g_01734
OG0000336	Praq.g_00868	Prat.g_01738
OG0000337	Praq.g_00735	Prat.g_01756
OG0000338	Praq.g_00736	Prat.g_01757
OG0000339	Praq.g_00740	Prat.g_01762
OG0000340	Praq.g_00748	Prat.g_01771
OG0000341	Praq.g_00750	Prat.g_01773
OG0000342	Praq.g_00751	Prat.g_01775
OG0000343	Praq.g_00752	Prat.g_01776
OG0000344	Praq.g_00755	Prat.g_01779
OG0000345	Praq.g_00760	Prat.g_01785
OG0000346	Praq.g_00764	Prat.g_01789
OG0000347	Praq.g_00683	Prat.g_01806
OG0000348	Praq.g_00692	Prat.g_01814
OG0000349	Praq.g_00709	Prat.g_01832
OG0000350	Praq.g_00392	Prat.g_01853
OG0000351	Praq.g_00409	Prat.g_01873
OG0000352	Praq.g_00410	Prat.g_01874
OG0000353	Praq.g_00425	Prat.g_01892
OG0000355	Praq.g_00427	Prat.g_00001
OG0000356	Praq.g_00428	Prat.g_00002
OG0000357	Praq.g_00429	Prat.g_00003
OG0000358	Praq.g_00433	Prat.g_00007
OG0000359	Praq.g_00434	Prat.g_00008
OG0000360	Praq.g_00435	Prat.g_00009
OG0000361	Praq.g_00436	Prat.g_00010
OG0000362	Praq.g_00438	Prat.g_00013
OG0000363	Praq.g_01217	Prat.g_00015
OG0000364	Praq.g_01218	Prat.g_00016
OG0000365	Praq.g_01223	Prat.g_00021
OG0000366	Praq.g_01224	Prat.g_00022
OG0000367	Praq.g_01225	Prat.g_00023
OG0000368	Praq.g_01227	Prat.g_00025
OG0000369	Praq.g_01228	Prat.g_00026
OG0000370	Praq.g_01229	Prat.g_00027
OG0000371	Praq.g_01235	Prat.g_00034
OG0000372	Praq.g_01239	Prat.g_00036
OG0000373	Praq.g_01240	Prat.g_00037
OG0000374	Praq.g_01241	Prat.g_00038
OG0000375	Praq.g_01255	Prat.g_00042
OG0000376	Praq.g_01257	Prat.g_00044
OG0000377	Praq.g_01261	Prat.g_00048
OG0000378	Praq.g_01263	Prat.g_00052
OG0000379	Praq.g_01266	Prat.g_00055
OG0000380	Praq.g_01937	Prat.g_00062
OG0000381	Praq.g_01933	Prat.g_00067
OG0000382	Praq.g_01922	Prat.g_00079
OG0000383	Praq.g_01920	Prat.g_00081
OG0000384	Praq.g_01919	Prat.g_00082
OG0000385	Praq.g_01918	Prat.g_00083
OG0000386	Praq.g_01917	Prat.g_00084
OG0000387	Praq.g_01904	Prat.g_00096
OG0000388	Praq.g_01901	Prat.g_00100
OG0000389	Praq.g_01897	Prat.g_00103
OG0000390	Praq.g_01890	Prat.g_00112
OG0000391	Praq.g_01887	Prat.g_00115
OG0000392	Praq.g_01883	Prat.g_00118
OG0000393	Praq.g_01881	Prat.g_00122
OG0000394	Praq.g_01880	Prat.g_00123
OG0000395	Praq.g_01879	Prat.g_00124
OG0000396	Praq.g_01876	Prat.g_00126
OG0000397	Praq.g_01874	Prat.g_00128
OG0000398	Praq.g_01872	Prat.g_00131
OG0000399	Praq.g_01871	Prat.g_00132
OG0000400	Praq.g_01870	Prat.g_00133
OG0000401	Praq.g_01869	Prat.g_00134
OG0000402	Praq.g_01867	Prat.g_00601
OG0000403	Praq.g_01866	Prat.g_00136
OG0000404	Praq.g_01865	Prat.g_00137
OG0000405	Praq.g_01861	Prat.g_00141
OG0000406	Praq.g_01855	Prat.g_00146
OG0000407	Praq.g_01854	Prat.g_00147
OG0000408	Praq.g_01852	Prat.g_00149
OG0000409	Praq.g_01850	Prat.g_00151
OG0000410	Praq.g_01849	Prat.g_00152
OG0000411	Praq.g_01848	Prat.g_00153
OG0000412	Praq.g_01847	Prat.g_00154
OG0000413	Praq.g_01846	Prat.g_00156
OG0000414	Praq.g_00554, Praq.g_01845	Prat.g_00157
OG0000415	Praq.g_01844	Prat.g_00158
OG0000416	Praq.g_01843	Prat.g_00159
OG0000417	Praq.g_01842	Prat.g_00160
OG0000418	Praq.g_01837	Prat.g_00165
OG0000419	Praq.g_01835	Prat.g_00167
OG0000420	Praq.g_01834	Prat.g_00169
OG0000421	Praq.g_01829	Prat.g_00174
OG0000422	Praq.g_01828	Prat.g_00175
OG0000423	Praq.g_01827	Prat.g_00176
OG0000424	Praq.g_01826	Prat.g_00177
OG0000425	Praq.g_01825	Prat.g_00178
OG0000426	Praq.g_01824	Prat.g_00179
OG0000427	Praq.g_01823	Prat.g_00180
OG0000428	Praq.g_01821	Prat.g_00182
OG0000429	Praq.g_01820	Prat.g_00183
OG0000430	Praq.g_01819	Prat.g_00184
OG0000431	Praq.g_01817	Prat.g_00186
OG0000432	Praq.g_01814	Prat.g_00190
OG0000433	Praq.g_01813	Prat.g_00191
OG0000434	Praq.g_01812	Prat.g_00192
OG0000435	Praq.g_01811	Prat.g_00193
OG0000436	Praq.g_01806	Prat.g_00198
OG0000437	Praq.g_01805	Prat.g_00199
OG0000438	Praq.g_01804	Prat.g_00200
OG0000439	Praq.g_01802	Prat.g_00202
OG0000440	Praq.g_01801	Prat.g_00203
OG0000441	Praq.g_01798	Prat.g_00206
OG0000442	Praq.g_01797	Prat.g_00207
OG0000443	Praq.g_01796	Prat.g_00208
OG0000444	Praq.g_01791	Prat.g_00213
OG0000445	Praq.g_01790	Prat.g_00214
OG0000446	Praq.g_01789	Prat.g_00215
OG0000447	Praq.g_01788	Prat.g_00216
OG0000448	Praq.g_01787	Prat.g_00217
OG0000449	Praq.g_01786	Prat.g_00218
OG0000450	Praq.g_01785	Prat.g_00219
OG0000451	Praq.g_01784	Prat.g_00220
OG0000452	Praq.g_01781	Prat.g_00223
OG0000453	Praq.g_01780	Prat.g_00224
OG0000454	Praq.g_01779	Prat.g_00225
OG0000455	Praq.g_01778	Prat.g_00226
OG0000456	Praq.g_01777	Prat.g_00227
OG0000457	Praq.g_01776	Prat.g_00229
OG0000458	Praq.g_01775	Prat.g_00230
OG0000459	Praq.g_01774	Prat.g_00231
OG0000460	Praq.g_01767	Prat.g_00240
OG0000461	Praq.g_01760	Prat.g_00249
OG0000462	Praq.g_01758	Prat.g_00250
OG0000463	Praq.g_01757	Prat.g_00251
OG0000464	Praq.g_01756	Prat.g_00252
OG0000465	Praq.g_01755	Prat.g_00253
OG0000466	Praq.g_01752	Prat.g_00256
OG0000467	Praq.g_01751	Prat.g_00257
OG0000468	Praq.g_01750	Prat.g_00260
OG0000469	Praq.g_01741	Prat.g_00269
OG0000470	Praq.g_01739	Prat.g_00271
OG0000471	Praq.g_01738	Prat.g_00272
OG0000472	Praq.g_01737	Prat.g_00273
OG0000473	Praq.g_01735	Prat.g_00275
OG0000474	Praq.g_01734	Prat.g_00276
OG0000475	Praq.g_01733	Prat.g_00277
OG0000476	Praq.g_01732	Prat.g_00279
OG0000477	Praq.g_01728	Prat.g_00282
OG0000478	Praq.g_01727	Prat.g_00283
OG0000479	Praq.g_01726	Prat.g_00284
OG0000480	Praq.g_01721	Prat.g_00290
OG0000481	Praq.g_01718	Prat.g_00292
OG0000482	Praq.g_01717	Prat.g_00293
OG0000483	Praq.g_01714	Prat.g_00296
OG0000484	Praq.g_01713	Prat.g_00297
OG0000485	Praq.g_01712	Prat.g_00298
OG0000486	Praq.g_01711	Prat.g_00299
OG0000487	Praq.g_01707	Prat.g_00303
OG0000488	Praq.g_01704	Prat.g_00306
OG0000489	Praq.g_01699	Prat.g_00311
OG0000490	Praq.g_01694	Prat.g_00315
OG0000491	Praq.g_01693	Prat.g_00316
OG0000492	Praq.g_01691	Prat.g_00318
OG0000493	Praq.g_01690	Prat.g_00319
OG0000494	Praq.g_01689	Prat.g_00320
OG0000495	Praq.g_01688	Prat.g_00321
OG0000496	Praq.g_01687	Prat.g_00322
OG0000497	Praq.g_01686	Prat.g_00323
OG0000498	Praq.g_01685	Prat.g_00324
OG0000499	Praq.g_01684	Prat.g_00325
OG0000500	Praq.g_01683	Prat.g_00326
OG0000501	Praq.g_01681	Prat.g_00328
OG0000502	Praq.g_01678	Prat.g_00331
OG0000503	Praq.g_01211	Prat.g_00348
OG0000504	Praq.g_01210	Prat.g_00350
OG0000505	Praq.g_01209	Prat.g_00351
OG0000506	Praq.g_01207	Prat.g_00352
OG0000507	Praq.g_01204	Prat.g_00355
OG0000508	Praq.g_01200	Prat.g_00359
OG0000509	Praq.g_01198	Prat.g_00361
OG0000510	Praq.g_01197	Prat.g_00362
OG0000511	Praq.g_01196	Prat.g_00363
OG0000512	Praq.g_01194	Prat.g_00365
OG0000513	Praq.g_01186	Prat.g_00373
OG0000514	Praq.g_01126	Prat.g_00390
OG0000515	Praq.g_01125	Prat.g_00391
OG0000516	Praq.g_01124	Prat.g_00392
OG0000517	Praq.g_01122	Prat.g_00395
OG0000518	Praq.g_01111	Prat.g_00407
OG0000519	Praq.g_01110	Prat.g_00408
OG0000520	Praq.g_01109	Prat.g_00410
OG0000521	Praq.g_00502	Prat.g_00415
OG0000522	Praq.g_00504	Prat.g_00417
OG0000523	Praq.g_00505	Prat.g_00418
OG0000524	Praq.g_00511	Prat.g_00424
OG0000525	Praq.g_00514	Prat.g_00428
OG0000526	Praq.g_00515	Prat.g_00429
OG0000527	Praq.g_00524	Prat.g_00432
OG0000528	Praq.g_00529	Prat.g_00438
OG0000529	Praq.g_00532	Prat.g_00441
OG0000530	Praq.g_00535	Prat.g_00444
OG0000531	Praq.g_00536	Prat.g_00445
OG0000532	Praq.g_00538	Prat.g_00447
OG0000533	Praq.g_00539	Prat.g_00448
OG0000534	Praq.g_00540	Prat.g_00449
OG0000535	Praq.g_00541	Prat.g_00450
OG0000536	Praq.g_00542	Prat.g_00451
OG0000537	Praq.g_00543	Prat.g_00453
OG0000538	Praq.g_01102	Prat.g_00463
OG0000539	Praq.g_01101	Prat.g_00464
OG0000540	Praq.g_01100	Prat.g_00465
OG0000541	Praq.g_01099	Prat.g_00466
OG0000542	Praq.g_01097	Prat.g_00468
OG0000543	Praq.g_01095	Prat.g_00470
OG0000544	Praq.g_01094	Prat.g_00471
OG0000545	Praq.g_01092	Prat.g_00473
OG0000546	Praq.g_01089	Prat.g_00476
OG0000547	Praq.g_01087	Prat.g_00478
OG0000548	Praq.g_01086	Prat.g_00479
OG0000549	Praq.g_01084	Prat.g_00482
OG0000550	Praq.g_01079	Prat.g_00486
OG0000551	Praq.g_01075	Prat.g_00489
OG0000552	Praq.g_01074	Prat.g_00490
OG0000553	Praq.g_01073	Prat.g_00491
OG0000554	Praq.g_01068	Prat.g_00496
OG0000555	Praq.g_01060	Prat.g_00503
OG0000556	Praq.g_01058	Prat.g_00505
OG0000557	Praq.g_01057	Prat.g_00506
OG0000558	Praq.g_01055	Prat.g_00508
OG0000559	Praq.g_01051	Prat.g_00512
OG0000560	Praq.g_01048	Prat.g_00516
OG0000561	Praq.g_01047	Prat.g_00517
OG0000562	Praq.g_01046	Prat.g_00518
OG0000563	Praq.g_01045	Prat.g_00519
OG0000564	Praq.g_01044	Prat.g_00520
OG0000565	Praq.g_01041	Prat.g_00523
OG0000566	Praq.g_01039	Prat.g_00527
OG0000567	Praq.g_01035	Prat.g_00531
OG0000568	Praq.g_01034	Prat.g_00532
OG0000569	Praq.g_01033	Prat.g_00533
OG0000570	Praq.g_01032	Prat.g_00534
OG0000571	Praq.g_01030	Prat.g_00537
OG0000572	Praq.g_01017	Prat.g_00549
OG0000573	Praq.g_01010	Prat.g_00554
OG0000574	Praq.g_01009	Prat.g_00555
OG0000575	Praq.g_01005	Prat.g_00559
OG0000576	Praq.g_01003	Prat.g_00561
OG0000577	Praq.g_01002	Prat.g_00562
OG0000578	Praq.g_01001	Prat.g_00563
OG0000579	Praq.g_01000	Prat.g_00564
OG0000580	Praq.g_00999	Prat.g_00565
