Orthogroup	Praq	Prac
OG0000069	Praq.g_00018	Prac.g_00300
OG0000070	Praq.g_01107	Prac.g_01097
OG0000071	Praq.g_00133	Prac.g_00175
OG0000072	Praq.g_01831	Prac.g_01759
OG0000073	Praq.g_01103	Prac.g_00872
OG0000074	Praq.g_00811	Prac.g_00689
OG0000075	Praq.g_00739	Prac.g_00017
OG0000076	Praq.g_01243	Prac.g_01904
OG0000076	Praq.g_00763	Prac.g_00041
OG0000077	Praq.g_01925	Prac.g_01853
OG0000078	Praq.g_01763	Prac.g_01691
OG0000081	Praq.g_01071	Prac.g_00841
OG0000082	Praq.g_01018	Prac.g_00788
OG0000083	Praq.g_00614	Prac.g_01529
OG0000083	Praq.g_00607	Prac.g_01536
OG0000084	Praq.g_00290	Prac.g_00415
OG0000086	Praq.g_01915	Prac.g_01843
OG0000087	Praq.g_01864	Prac.g_01792
OG0000088	Praq.g_01836	Prac.g_01764
OG0000089	Praq.g_01188	Prac.g_01178
OG0000090	Praq.g_01069	Prac.g_00839
OG0000091	Praq.g_00960	Prac.g_00729
OG0000092	Praq.g_01495	Prac.g_01379
OG0000092	Praq.g_00725	Prac.g_00003
OG0000093	Praq.g_01516	Prac.g_01359
OG0000094	Praq.g_01600	Prac.g_01275
OG0000095	Praq.g_01619	Prac.g_01256
OG0000096	Praq.g_00081	Prac.g_01958
OG0000096	Praq.g_01283	Prac.g_01035
OG0000096	Praq.g_00097	Prac.g_00139
OG0000097	Praq.g_01374	Prac.g_00944
OG0000098	Praq.g_00157	Prac.g_00199
OG0000099	Praq.g_00216	Prac.g_00256
OG0000100	Praq.g_00368	Prac.g_00337
OG0000101	Praq.g_00879	Prac.g_00548
OG0000102	Praq.g_00768	Prac.g_00046
OG0000103	Praq.g_00414	Prac.g_00123
OG0000104	Praq.g_00422	Prac.g_00131
OG0000105	Praq.g_01729	Prac.g_01657
OG0000106	Praq.g_01173	Prac.g_01163
OG0000107	Praq.g_01158	Prac.g_01148
OG0000108	Praq.g_00531	Prac.g_01064
OG0000109	Praq.g_00545	Prac.g_01050
OG0000110	Praq.g_01028	Prac.g_00798
OG0000111	Praq.g_00828	Prac.g_00672
OG0000112	Praq.g_00638	Prac.g_01507
OG0000113	Praq.g_01420	Prac.g_01453
OG0000114	Praq.g_01490	Prac.g_01384
OG0000115	Praq.g_01278	Prac.g_01040
OG0000116	Praq.g_01323	Prac.g_00995
OG0000117	Praq.g_00084	Prac.g_01955
OG0000118	Praq.g_00145	Prac.g_00187
OG0000119	Praq.g_00171	Prac.g_00213
OG0000120	Praq.g_00208	Prac.g_00248
OG0000121	Praq.g_00296	Prac.g_00409
OG0000122	Praq.g_00334	Prac.g_00371
OG0000123	Praq.g_00873	Prac.g_00554
OG0000124	Praq.g_00682	Prac.g_00056
OG0000125	Praq.g_00718	Prac.g_00092
OG0000126	Praq.g_00421	Prac.g_00130
OG0000128	Praq.g_00437	Prac.g_01936
OG0000129	Praq.g_01259	Prac.g_01888
OG0000130	Praq.g_01934	Prac.g_01862
OG0000131	Praq.g_01857	Prac.g_01785
OG0000132	Praq.g_01838	Prac.g_01766
OG0000133	Praq.g_01680	Prac.g_01609
OG0000134	Praq.g_01187	Prac.g_01177
OG0000135	Praq.g_01160	Prac.g_01150
OG0000136	Praq.g_01116	Prac.g_01106
OG0000137	Praq.g_00526	Prac.g_01069
OG0000138	Praq.g_00546	Prac.g_01049
OG0000139	Praq.g_01065	Prac.g_00835
OG0000140	Praq.g_01064	Prac.g_00834
OG0000141	Praq.g_00995	Prac.g_00764
OG0000142	Praq.g_00967	Prac.g_00736
OG0000143	Praq.g_00963	Prac.g_00732
OG0000144	Praq.g_00781	Prac.g_00719
OG0000145	Praq.g_00637	Prac.g_01508
OG0000146	Praq.g_00639	Prac.g_01506
OG0000147	Praq.g_00640	Prac.g_01505
OG0000148	Praq.g_01414	Prac.g_01459
OG0000149	Praq.g_01444	Prac.g_01429
OG0000150	Praq.g_01452	Prac.g_01421
OG0000151	Praq.g_01500	Prac.g_01374
OG0000152	Praq.g_01548	Prac.g_01327
OG0000153	Praq.g_01567	Prac.g_01308
OG0000154	Praq.g_01593	Prac.g_01282
OG0000155	Praq.g_01353	Prac.g_00965
OG0000156	Praq.g_00122	Prac.g_00164
OG0000157	Praq.g_00123	Prac.g_00165
OG0000158	Praq.g_00258	Prac.g_00447
OG0000159	Praq.g_00253	Prac.g_00452
OG0000159	Praq.g_00217	Prac.g_00257
OG0000160	Praq.g_00295	Prac.g_00410
OG0000161	Praq.g_00301	Prac.g_00404
OG0000162	Praq.g_00307	Prac.g_00398
OG0000163	Praq.g_00341	Prac.g_00364
OG0000164	Praq.g_00473	Prac.g_00601
OG0000165	Praq.g_00466	Prac.g_00594
OG0000166	Praq.g_00915	Prac.g_00512
OG0000167	Praq.g_00737	Prac.g_00015
OG0000168	Praq.g_00747	Prac.g_00025
OG0000169	Praq.g_00757	Prac.g_00035
OG0000170	Praq.g_00759	Prac.g_00037
OG0000171	Praq.g_00681	Prac.g_00055
OG0000172	Praq.g_00689	Prac.g_00063
OG0000173	Praq.g_00704	Prac.g_00078
OG0000174	Praq.g_00396	Prac.g_00105
OG0000175	Praq.g_00406	Prac.g_00115
OG0000176	Praq.g_00430	Prac.g_01943
OG0000177	Praq.g_00431	Prac.g_01942
OG0000178	Praq.g_00432	Prac.g_01941
OG0000179	Praq.g_01219	Prac.g_01931
OG0000180	Praq.g_01220	Prac.g_01930
OG0000181	Praq.g_01221	Prac.g_01929
OG0000182	Praq.g_01222	Prac.g_01928
OG0000183	Praq.g_01226	Prac.g_01924
OG0000184	Praq.g_01262	Prac.g_01885
OG0000185	Praq.g_01265	Prac.g_01882
OG0000186	Praq.g_01939	Prac.g_01867
OG0000187	Praq.g_01938	Prac.g_01866
OG0000188	Praq.g_01921	Prac.g_01849
OG0000189	Praq.g_01907	Prac.g_01835
OG0000190	Praq.g_01906	Prac.g_01834
OG0000191	Praq.g_01886	Prac.g_01814
OG0000192	Praq.g_01882	Prac.g_01810
OG0000193	Praq.g_01856	Prac.g_01784
OG0000194	Praq.g_01853	Prac.g_01781
OG0000195	Praq.g_01851	Prac.g_01779
OG0000196	Praq.g_01841	Prac.g_01769
OG0000197	Praq.g_01840	Prac.g_01768
OG0000198	Praq.g_01839	Prac.g_01767
OG0000199	Praq.g_01832	Prac.g_01760
OG0000200	Praq.g_01818	Prac.g_01746
OG0000201	Praq.g_01810	Prac.g_01738
OG0000202	Praq.g_01809	Prac.g_01737
OG0000203	Praq.g_01808	Prac.g_01736
OG0000204	Praq.g_01807	Prac.g_01735
OG0000205	Praq.g_01800	Prac.g_01728
OG0000206	Praq.g_01795	Prac.g_01723
OG0000207	Praq.g_01793	Prac.g_01721
OG0000208	Praq.g_01792	Prac.g_01720
OG0000209	Praq.g_01783	Prac.g_01711
OG0000210	Praq.g_01782	Prac.g_01710
OG0000211	Praq.g_01769	Prac.g_01697
OG0000212	Praq.g_01762	Prac.g_01690
OG0000213	Praq.g_01746	Prac.g_01674
OG0000214	Praq.g_01736	Prac.g_01664
OG0000215	Praq.g_01710	Prac.g_01639
OG0000216	Praq.g_01708	Prac.g_01637
OG0000217	Praq.g_01705	Prac.g_01634
OG0000218	Praq.g_01703	Prac.g_01632
OG0000219	Praq.g_01702	Prac.g_01631
OG0000220	Praq.g_01701	Prac.g_01630
OG0000221	Praq.g_01700	Prac.g_01629
OG0000222	Praq.g_01692	Prac.g_01621
OG0000223	Praq.g_01679	Prac.g_01608
OG0000224	Praq.g_01677	Prac.g_01606
OG0000225	Praq.g_01199	Prac.g_01188
OG0000226	Praq.g_01195	Prac.g_01184
OG0000227	Praq.g_01193	Prac.g_01182
OG0000228	Praq.g_01189	Prac.g_01179
OG0000229	Praq.g_01121	Prac.g_01111
OG0000230	Praq.g_01119	Prac.g_01109
OG0000231	Praq.g_01108	Prac.g_01098
OG0000232	Praq.g_00507	Prac.g_01089
OG0000233	Praq.g_00513	Prac.g_01082
OG0000234	Praq.g_00527	Prac.g_01068
OG0000235	Praq.g_00530	Prac.g_01065
OG0000236	Praq.g_00544	Prac.g_01051
OG0000237	Praq.g_01096	Prac.g_00865
OG0000238	Praq.g_01090	Prac.g_00859
OG0000239	Praq.g_01077	Prac.g_00847
OG0000240	Praq.g_01076	Prac.g_00846
OG0000241	Praq.g_01072	Prac.g_00842
OG0000242	Praq.g_01070	Prac.g_00840
OG0000243	Praq.g_01059	Prac.g_00829
OG0000244	Praq.g_01056	Prac.g_00826
OG0000245	Praq.g_01054	Prac.g_00824
OG0000246	Praq.g_01050	Prac.g_00820
OG0000247	Praq.g_01040	Prac.g_00810
OG0000248	Praq.g_01038	Prac.g_00808
OG0000249	Praq.g_01036	Prac.g_00806
OG0000250	Praq.g_01031	Prac.g_00801
OG0000251	Praq.g_01012	Prac.g_00782
OG0000252	Praq.g_01008	Prac.g_00778
OG0000253	Praq.g_01007	Prac.g_00777
OG0000254	Praq.g_00991	Prac.g_00760
OG0000255	Praq.g_00985	Prac.g_00754
OG0000256	Praq.g_00975	Prac.g_00744
OG0000257	Praq.g_00972	Prac.g_00741
OG0000258	Praq.g_00959	Prac.g_00728
OG0000259	Praq.g_00789	Prac.g_00711
OG0000260	Praq.g_00792	Prac.g_00708
OG0000261	Praq.g_00794	Prac.g_00706
OG0000262	Praq.g_00798	Prac.g_00702
OG0000263	Praq.g_00810	Prac.g_00690
OG0000264	Praq.g_00820	Prac.g_00680
OG0000265	Praq.g_00583	Prac.g_01560
OG0000266	Praq.g_00593	Prac.g_01550
OG0000267	Praq.g_00604	Prac.g_01539
OG0000268	Praq.g_00605	Prac.g_01538
OG0000269	Praq.g_00665	Prac.g_01480
OG0000270	Praq.g_00668	Prac.g_01477
OG0000271	Praq.g_00676	Prac.g_01469
OG0000272	Praq.g_00677	Prac.g_01468
OG0000273	Praq.g_01428	Prac.g_01445
OG0000274	Praq.g_01429	Prac.g_01444
OG0000275	Praq.g_01431	Prac.g_01442
OG0000276	Praq.g_01436	Prac.g_01437
OG0000277	Praq.g_01437	Prac.g_01436
OG0000278	Praq.g_01440	Prac.g_01433
OG0000279	Praq.g_01447	Prac.g_01426
OG0000280	Praq.g_01448	Prac.g_01425
OG0000281	Praq.g_01454	Prac.g_01420
OG0000282	Praq.g_01492	Prac.g_01382
OG0000283	Praq.g_01525	Prac.g_01350
OG0000284	Praq.g_01530	Prac.g_01345
OG0000285	Praq.g_01535	Prac.g_01340
OG0000286	Praq.g_01547	Prac.g_01328
OG0000287	Praq.g_01564	Prac.g_01311
OG0000288	Praq.g_01592	Prac.g_01283
OG0000289	Praq.g_01603	Prac.g_01272
OG0000290	Praq.g_01616	Prac.g_01259
OG0000291	Praq.g_01618	Prac.g_01257
OG0000292	Praq.g_01667	Prac.g_01207
OG0000293	Praq.g_01324	Prac.g_00994
OG0000294	Praq.g_01325	Prac.g_00993
OG0000295	Praq.g_01345	Prac.g_00973
OG0000296	Praq.g_01347	Prac.g_00971
OG0000297	Praq.g_01355	Prac.g_00963
OG0000298	Praq.g_01356	Prac.g_00962
OG0000299	Praq.g_01373	Prac.g_00945
OG0000300	Praq.g_01376	Prac.g_00942
OG0000301	Praq.g_01377	Prac.g_00941
OG0000302	Praq.g_01379	Prac.g_00939
OG0000303	Praq.g_01386	Prac.g_00932
OG0000304	Praq.g_01390	Prac.g_00928
OG0000305	Praq.g_00167	Prac.g_00209
OG0000306	Praq.g_00170	Prac.g_00212
OG0000307	Praq.g_00186	Prac.g_00226
OG0000308	Praq.g_00187	Prac.g_00227
OG0000309	Praq.g_00191	Prac.g_00231
OG0000310	Praq.g_00279	Prac.g_00426
OG0000311	Praq.g_00281	Prac.g_00424
OG0000312	Praq.g_00284	Prac.g_00421
OG0000313	Praq.g_00298	Prac.g_00407
OG0000314	Praq.g_00321	Prac.g_00384
OG0000315	Praq.g_00331	Prac.g_00374
OG0000316	Praq.g_00351	Prac.g_00354
OG0000317	Praq.g_01954, Praq.g_00499	Prac.g_00627
OG0000318	Praq.g_00496	Prac.g_00624
OG0000319	Praq.g_00483	Prac.g_00611
OG0000320	Praq.g_00481	Prac.g_00609
OG0000321	Praq.g_00480	Prac.g_00608
OG0000322	Praq.g_00479	Prac.g_00607
OG0000323	Praq.g_00470	Prac.g_00598
OG0000324	Praq.g_00444	Prac.g_00572
OG0000325	Praq.g_00950	Prac.g_00477
OG0000326	Praq.g_00944	Prac.g_00483
OG0000327	Praq.g_00920	Prac.g_00507
OG0000328	Praq.g_00919	Prac.g_00508
OG0000329	Praq.g_00902	Prac.g_00525
OG0000330	Praq.g_00901	Prac.g_00526
OG0000331	Praq.g_00900	Prac.g_00527
OG0000332	Praq.g_00886	Prac.g_00541
OG0000333	Praq.g_00884	Prac.g_00543
OG0000334	Praq.g_00876	Prac.g_00551
OG0000335	Praq.g_00872	Prac.g_00555
OG0000336	Praq.g_00868	Prac.g_00559
OG0000337	Praq.g_00735	Prac.g_00013
OG0000338	Praq.g_00736	Prac.g_00014
OG0000339	Praq.g_00740	Prac.g_00018
OG0000340	Praq.g_00748	Prac.g_00026
OG0000341	Praq.g_00750	Prac.g_00028
OG0000342	Praq.g_00751	Prac.g_00029
OG0000343	Praq.g_00752	Prac.g_00030
OG0000344	Praq.g_00755	Prac.g_00033
OG0000345	Praq.g_00760	Prac.g_00038
OG0000346	Praq.g_00764	Prac.g_00042
OG0000347	Praq.g_00683	Prac.g_00057
OG0000348	Praq.g_00692	Prac.g_00066
OG0000349	Praq.g_00709	Prac.g_00083
OG0000350	Praq.g_00392	Prac.g_00101
OG0000351	Praq.g_00409	Prac.g_00118
OG0000352	Praq.g_00410	Prac.g_00119
OG0000353	Praq.g_00425	Prac.g_01948
OG0000355	Praq.g_00427	Prac.g_01946
OG0000356	Praq.g_00428	Prac.g_01945
OG0000357	Praq.g_00429	Prac.g_01944
OG0000358	Praq.g_00433	Prac.g_01940
OG0000359	Praq.g_00434	Prac.g_01939
OG0000360	Praq.g_00435	Prac.g_01938
OG0000361	Praq.g_00436	Prac.g_01937
OG0000362	Praq.g_00438	Prac.g_01935
OG0000363	Praq.g_01217	Prac.g_01933
OG0000364	Praq.g_01218	Prac.g_01932
OG0000365	Praq.g_01223	Prac.g_01927
OG0000366	Praq.g_01224	Prac.g_01926
OG0000367	Praq.g_01225	Prac.g_01925
OG0000368	Praq.g_01227	Prac.g_01923
OG0000369	Praq.g_01228	Prac.g_01922
OG0000370	Praq.g_01229	Prac.g_01921
OG0000371	Praq.g_01235	Prac.g_01915
OG0000372	Praq.g_01239	Prac.g_01911
OG0000373	Praq.g_01240	Prac.g_01910
OG0000374	Praq.g_01241	Prac.g_01909
OG0000375	Praq.g_01255	Prac.g_01892
OG0000376	Praq.g_01257	Prac.g_01890
OG0000377	Praq.g_01261	Prac.g_01886
OG0000378	Praq.g_01263	Prac.g_01884
OG0000379	Praq.g_01266	Prac.g_01881
OG0000380	Praq.g_01937	Prac.g_01865
OG0000381	Praq.g_01933	Prac.g_01861
OG0000382	Praq.g_01922	Prac.g_01850
OG0000383	Praq.g_01920	Prac.g_01848
OG0000384	Praq.g_01919	Prac.g_01847
OG0000385	Praq.g_01918	Prac.g_01846
OG0000386	Praq.g_01917	Prac.g_01845
OG0000387	Praq.g_01904	Prac.g_01832
OG0000388	Praq.g_01901	Prac.g_01829
OG0000389	Praq.g_01897	Prac.g_01825
OG0000390	Praq.g_01890	Prac.g_01818
OG0000391	Praq.g_01887	Prac.g_01815
OG0000392	Praq.g_01883	Prac.g_01811
OG0000393	Praq.g_01881	Prac.g_01809
OG0000394	Praq.g_01880	Prac.g_01808
OG0000395	Praq.g_01879	Prac.g_01807
OG0000396	Praq.g_01876	Prac.g_01804
OG0000397	Praq.g_01874	Prac.g_01802
OG0000398	Praq.g_01872	Prac.g_01800
OG0000399	Praq.g_01871	Prac.g_01799
OG0000400	Praq.g_01870	Prac.g_01798
OG0000401	Praq.g_01869	Prac.g_01797
OG0000402	Praq.g_01867	Prac.g_01795
OG0000403	Praq.g_01866	Prac.g_01794
OG0000404	Praq.g_01865	Prac.g_01793
OG0000405	Praq.g_01861	Prac.g_01789
OG0000406	Praq.g_01855	Prac.g_01783
OG0000407	Praq.g_01854	Prac.g_01782
OG0000408	Praq.g_01852	Prac.g_01780
OG0000409	Praq.g_01850	Prac.g_01778
OG0000410	Praq.g_01849	Prac.g_01777
OG0000411	Praq.g_01848	Prac.g_01776
OG0000412	Praq.g_01847	Prac.g_01775
OG0000413	Praq.g_01846	Prac.g_01774
OG0000414	Praq.g_00554	Prac.g_01590
OG0000414	Praq.g_01845	Prac.g_01773
OG0000415	Praq.g_01844	Prac.g_01772
OG0000416	Praq.g_01843	Prac.g_01771
OG0000417	Praq.g_01842	Prac.g_01770
OG0000418	Praq.g_01837	Prac.g_01765
OG0000419	Praq.g_01835	Prac.g_01763
OG0000420	Praq.g_01834	Prac.g_01762
OG0000421	Praq.g_01829	Prac.g_01757
OG0000422	Praq.g_01828	Prac.g_01756
OG0000423	Praq.g_01827	Prac.g_01755
OG0000424	Praq.g_01826	Prac.g_01754
OG0000425	Praq.g_01825	Prac.g_01753
OG0000426	Praq.g_01824	Prac.g_01752
OG0000427	Praq.g_01823	Prac.g_01751
OG0000428	Praq.g_01821	Prac.g_01749
OG0000429	Praq.g_01820	Prac.g_01748
OG0000430	Praq.g_01819	Prac.g_01747
OG0000431	Praq.g_01817	Prac.g_01745
OG0000432	Praq.g_01814	Prac.g_01742
OG0000433	Praq.g_01813	Prac.g_01741
OG0000434	Praq.g_01812	Prac.g_01740
OG0000435	Praq.g_01811	Prac.g_01739
OG0000436	Praq.g_01806	Prac.g_01734
OG0000437	Praq.g_01805	Prac.g_01733
OG0000438	Praq.g_01804	Prac.g_01732
OG0000439	Praq.g_01802	Prac.g_01730
OG0000440	Praq.g_01801	Prac.g_01729
OG0000441	Praq.g_01798	Prac.g_01726
OG0000442	Praq.g_01797	Prac.g_01725
OG0000443	Praq.g_01796	Prac.g_01724
OG0000444	Praq.g_01791	Prac.g_01719
OG0000445	Praq.g_01790	Prac.g_01718
OG0000446	Praq.g_01789	Prac.g_01717
OG0000447	Praq.g_01788	Prac.g_01716
OG0000448	Praq.g_01787	Prac.g_01715
OG0000449	Praq.g_01786	Prac.g_01714
OG0000450	Praq.g_01785	Prac.g_01713
OG0000451	Praq.g_01784	Prac.g_01712
OG0000452	Praq.g_01781	Prac.g_01709
OG0000453	Praq.g_01780	Prac.g_01708
OG0000454	Praq.g_01779	Prac.g_01707
OG0000455	Praq.g_01778	Prac.g_01706
OG0000456	Praq.g_01777	Prac.g_01705
OG0000457	Praq.g_01776	Prac.g_01704
OG0000458	Praq.g_01775	Prac.g_01703
OG0000459	Praq.g_01774	Prac.g_01702
OG0000460	Praq.g_01767	Prac.g_01695
OG0000461	Praq.g_01760	Prac.g_01688
OG0000462	Praq.g_01758	Prac.g_01686
OG0000463	Praq.g_01757	Prac.g_01685
OG0000464	Praq.g_01756	Prac.g_01684
OG0000465	Praq.g_01755	Prac.g_01683
OG0000466	Praq.g_01752	Prac.g_01680
OG0000467	Praq.g_01751	Prac.g_01679
OG0000468	Praq.g_01750	Prac.g_01678
OG0000469	Praq.g_01741	Prac.g_01669
OG0000470	Praq.g_01739	Prac.g_01667
OG0000471	Praq.g_01738	Prac.g_01666
OG0000472	Praq.g_01737	Prac.g_01665
OG0000473	Praq.g_01735	Prac.g_01663
OG0000474	Praq.g_01734	Prac.g_01662
OG0000475	Praq.g_01733	Prac.g_01661
OG0000476	Praq.g_01732	Prac.g_01660
OG0000477	Praq.g_01728	Prac.g_01656
OG0000478	Praq.g_01727	Prac.g_01655
OG0000479	Praq.g_01726	Prac.g_01654
OG0000480	Praq.g_01721	Prac.g_01649
OG0000481	Praq.g_01718	Prac.g_01647
OG0000482	Praq.g_01717	Prac.g_01646
OG0000483	Praq.g_01714	Prac.g_01643
OG0000484	Praq.g_01713	Prac.g_01642
OG0000485	Praq.g_01712	Prac.g_01641
OG0000486	Praq.g_01711	Prac.g_01640
OG0000487	Praq.g_01707	Prac.g_01636
OG0000488	Praq.g_01704	Prac.g_01633
OG0000489	Praq.g_01699	Prac.g_01628
OG0000490	Praq.g_01694	Prac.g_01623
OG0000491	Praq.g_01693	Prac.g_01622
OG0000492	Praq.g_01691	Prac.g_01620
OG0000493	Praq.g_01690	Prac.g_01619
OG0000494	Praq.g_01689	Prac.g_01618
OG0000495	Praq.g_01688	Prac.g_01617
OG0000496	Praq.g_01687	Prac.g_01616
OG0000497	Praq.g_01686	Prac.g_01615
OG0000498	Praq.g_01685	Prac.g_01614
OG0000499	Praq.g_01684	Prac.g_01613
OG0000500	Praq.g_01683	Prac.g_01612
OG0000501	Praq.g_01681	Prac.g_01610
OG0000502	Praq.g_01678	Prac.g_01607
OG0000503	Praq.g_01211	Prac.g_01200
OG0000504	Praq.g_01210	Prac.g_01199
OG0000505	Praq.g_01209	Prac.g_01198
OG0000506	Praq.g_01207	Prac.g_01196
OG0000507	Praq.g_01204	Prac.g_01193
OG0000508	Praq.g_01200	Prac.g_01189
OG0000509	Praq.g_01198	Prac.g_01187
OG0000510	Praq.g_01197	Prac.g_01186
OG0000511	Praq.g_01196	Prac.g_01185
OG0000512	Praq.g_01194	Prac.g_01183
OG0000513	Praq.g_01186	Prac.g_01176
OG0000514	Praq.g_01126	Prac.g_01116
OG0000515	Praq.g_01125	Prac.g_01115
OG0000516	Praq.g_01124	Prac.g_01114
OG0000517	Praq.g_01122	Prac.g_01112
OG0000518	Praq.g_01111	Prac.g_01101
OG0000519	Praq.g_01110	Prac.g_01100
OG0000520	Praq.g_01109	Prac.g_01099
OG0000521	Praq.g_00502	Prac.g_01094
OG0000522	Praq.g_00504	Prac.g_01092
OG0000523	Praq.g_00505	Prac.g_01091
OG0000524	Praq.g_00511	Prac.g_01084
OG0000525	Praq.g_00514	Prac.g_01081
OG0000526	Praq.g_00515	Prac.g_01080
OG0000527	Praq.g_00524	Prac.g_01071
OG0000528	Praq.g_00529	Prac.g_01066
OG0000529	Praq.g_00532	Prac.g_01063
OG0000530	Praq.g_00535	Prac.g_01060
OG0000531	Praq.g_00536	Prac.g_01059
OG0000532	Praq.g_00538	Prac.g_01057
OG0000533	Praq.g_00539	Prac.g_01056
OG0000534	Praq.g_00540	Prac.g_01055
OG0000535	Praq.g_00541	Prac.g_01054
OG0000536	Praq.g_00542	Prac.g_01053
OG0000537	Praq.g_00543	Prac.g_01052
OG0000538	Praq.g_01102	Prac.g_00871
OG0000539	Praq.g_01101	Prac.g_00870
OG0000540	Praq.g_01100	Prac.g_00869
OG0000541	Praq.g_01099	Prac.g_00868
OG0000542	Praq.g_01097	Prac.g_00866
OG0000543	Praq.g_01095	Prac.g_00864
OG0000544	Praq.g_01094	Prac.g_00863
OG0000545	Praq.g_01092	Prac.g_00861
OG0000546	Praq.g_01089	Prac.g_00858
OG0000547	Praq.g_01087	Prac.g_00857
OG0000548	Praq.g_01086	Prac.g_00856
