Orthogroup	Praq	Pran
OG0000277	Praq.g_01437	Pran.g_01304
OG0000278	Praq.g_01440	Pran.g_01301
OG0000279	Praq.g_01447	Pran.g_01294
OG0000280	Praq.g_01448	Pran.g_01293
OG0000281	Praq.g_01454	Pran.g_01287
OG0000282	Praq.g_01492	Pran.g_00431
OG0000283	Praq.g_01525	Pran.g_00464
OG0000284	Praq.g_01530	Pran.g_00469
OG0000285	Praq.g_01535	Pran.g_00474
OG0000286	Praq.g_01547	Pran.g_00486
OG0000287	Praq.g_01564	Pran.g_00503
OG0000288	Praq.g_01592	Pran.g_00541
OG0000289	Praq.g_01603	Pran.g_00552
OG0000290	Praq.g_01616	Pran.g_00565
OG0000291	Praq.g_01618	Pran.g_00567
OG0000292	Praq.g_01667	Pran.g_00135
OG0000293	Praq.g_01324	Pran.g_00069
OG0000294	Praq.g_01325	Pran.g_00068
OG0000295	Praq.g_01345	Pran.g_00048
OG0000296	Praq.g_01347	Pran.g_00046
OG0000297	Praq.g_01355	Pran.g_00038
OG0000298	Praq.g_01356	Pran.g_00037
OG0000299	Praq.g_01373	Pran.g_00020
OG0000300	Praq.g_01376	Pran.g_00017
OG0000301	Praq.g_01377	Pran.g_00016
OG0000302	Praq.g_01379	Pran.g_00014
OG0000303	Praq.g_01386	Pran.g_00007
OG0000304	Praq.g_01390	Pran.g_00003
OG0000305	Praq.g_00167	Pran.g_00848
OG0000306	Praq.g_00170	Pran.g_00846
OG0000307	Praq.g_00186	Pran.g_00832
OG0000308	Praq.g_00187	Pran.g_00831
OG0000309	Praq.g_00191	Pran.g_00827
OG0000310	Praq.g_00279	Pran.g_00748
OG0000311	Praq.g_00281	Pran.g_00746
OG0000312	Praq.g_00284	Pran.g_00743
OG0000313	Praq.g_00298	Pran.g_00729
OG0000314	Praq.g_00321	Pran.g_00706
OG0000315	Praq.g_00331	Pran.g_00696
OG0000316	Praq.g_00351	Pran.g_00676
OG0000317	Praq.g_01954, Praq.g_00499	Pran.g_00968
OG0000318	Praq.g_00496	Pran.g_00971
OG0000319	Praq.g_00483	Pran.g_00984
OG0000320	Praq.g_00481	Pran.g_00986
OG0000321	Praq.g_00480	Pran.g_00987
OG0000322	Praq.g_00479	Pran.g_00988
OG0000323	Praq.g_00470	Pran.g_00997
OG0000324	Praq.g_00444	Pran.g_01023
OG0000325	Praq.g_00950	Pran.g_01033
OG0000326	Praq.g_00944	Pran.g_01039
OG0000327	Praq.g_00920	Pran.g_01063
OG0000328	Praq.g_00919	Pran.g_01064
OG0000329	Praq.g_00902	Pran.g_01082
OG0000330	Praq.g_00901	Pran.g_01083
OG0000331	Praq.g_00900	Pran.g_01084
OG0000332	Praq.g_00886	Pran.g_01098
OG0000333	Praq.g_00884	Pran.g_01100
OG0000334	Praq.g_00876	Pran.g_01108
OG0000335	Praq.g_00872	Pran.g_01113
OG0000336	Praq.g_00868	Pran.g_01117
OG0000337	Praq.g_00735	Pran.g_01133
OG0000338	Praq.g_00736	Pran.g_01134
OG0000339	Praq.g_00740	Pran.g_01138
OG0000340	Praq.g_00748	Pran.g_01145
OG0000341	Praq.g_00750	Pran.g_01147
OG0000342	Praq.g_00751	Pran.g_01148
OG0000343	Praq.g_00752	Pran.g_01149
OG0000344	Praq.g_00755	Pran.g_01152
OG0000345	Praq.g_00760	Pran.g_01157
OG0000346	Praq.g_00764	Pran.g_01161
OG0000347	Praq.g_00683	Pran.g_01177
OG0000348	Praq.g_00692	Pran.g_01187
OG0000349	Praq.g_00709	Pran.g_01203
OG0000350	Praq.g_00392	Pran.g_01222
OG0000351	Praq.g_00409	Pran.g_01239
OG0000352	Praq.g_00410	Pran.g_01240
OG0000353	Praq.g_00425	Pran.g_01256
OG0000355	Praq.g_00427	Pran.g_01258
OG0000356	Praq.g_00428	Pran.g_01259
OG0000357	Praq.g_00429	Pran.g_01260
OG0000358	Praq.g_00433	Pran.g_01264
OG0000359	Praq.g_00434	Pran.g_01265
OG0000360	Praq.g_00435	Pran.g_01266
OG0000361	Praq.g_00436	Pran.g_01267
OG0000362	Praq.g_00438	Pran.g_01269
OG0000363	Praq.g_01217	Pran.g_00410
OG0000364	Praq.g_01218	Pran.g_00409
OG0000365	Praq.g_01223	Pran.g_00404
OG0000366	Praq.g_01224	Pran.g_00403
OG0000367	Praq.g_01225	Pran.g_00402
OG0000368	Praq.g_01227	Pran.g_00400
OG0000369	Praq.g_01228	Pran.g_00399
OG0000370	Praq.g_01229	Pran.g_00398
OG0000371	Praq.g_01235	Pran.g_00392
OG0000372	Praq.g_01239	Pran.g_00389
OG0000373	Praq.g_01240	Pran.g_00388
OG0000374	Praq.g_01241	Pran.g_00387
OG0000375	Praq.g_01255	Pran.g_00385
OG0000376	Praq.g_01257	Pran.g_00383
OG0000377	Praq.g_01261	Pran.g_00380
OG0000378	Praq.g_01263	Pran.g_00378
OG0000379	Praq.g_01266	Pran.g_00375
OG0000380	Praq.g_01937	Pran.g_00366
OG0000381	Praq.g_01933	Pran.g_00362
OG0000382	Praq.g_01922	Pran.g_00351
OG0000383	Praq.g_01920	Pran.g_00349
OG0000384	Praq.g_01919	Pran.g_00348
OG0000385	Praq.g_01918	Pran.g_00347
OG0000386	Praq.g_01917	Pran.g_00346
OG0000387	Praq.g_01904	Pran.g_00334
OG0000388	Praq.g_01901	Pran.g_00331
OG0000389	Praq.g_01897	Pran.g_00327
OG0000390	Praq.g_01890	Pran.g_00320
OG0000391	Praq.g_01887	Pran.g_00317
OG0000392	Praq.g_01883	Pran.g_00313
OG0000393	Praq.g_01881	Pran.g_00311
OG0000394	Praq.g_01880	Pran.g_00310
OG0000395	Praq.g_01879	Pran.g_00309
OG0000396	Praq.g_01876	Pran.g_00307
OG0000397	Praq.g_01874	Pran.g_00305
OG0000398	Praq.g_01872	Pran.g_00303
OG0000399	Praq.g_01871	Pran.g_00302
OG0000400	Praq.g_01870	Pran.g_00301
OG0000401	Praq.g_01869	Pran.g_00300
OG0000402	Praq.g_01867	Pran.g_00298
OG0000403	Praq.g_01866	Pran.g_00297
OG0000404	Praq.g_01865	Pran.g_00296
OG0000405	Praq.g_01861	Pran.g_00292
OG0000406	Praq.g_01855	Pran.g_00286
OG0000407	Praq.g_01854	Pran.g_00285
OG0000408	Praq.g_01852	Pran.g_00282
OG0000409	Praq.g_01850	Pran.g_00280
OG0000410	Praq.g_01849	Pran.g_00279
OG0000411	Praq.g_01848	Pran.g_00278
OG0000412	Praq.g_01847	Pran.g_00277
OG0000413	Praq.g_01846	Pran.g_00276
OG0000414	Praq.g_01845	Pran.g_00275
OG0000415	Praq.g_01844	Pran.g_00274
OG0000416	Praq.g_01843	Pran.g_00273
OG0000417	Praq.g_01842	Pran.g_00272
OG0000418	Praq.g_01837	Pran.g_00267
OG0000419	Praq.g_01835	Pran.g_00265
OG0000420	Praq.g_01834	Pran.g_00264
OG0000421	Praq.g_01829	Pran.g_00259
OG0000422	Praq.g_01828	Pran.g_00258
OG0000423	Praq.g_01827	Pran.g_00257
OG0000424	Praq.g_01826	Pran.g_00256
OG0000425	Praq.g_01825	Pran.g_00255
OG0000426	Praq.g_01824	Pran.g_00254
OG0000427	Praq.g_01823	Pran.g_00253
OG0000428	Praq.g_01821	Pran.g_00251
OG0000429	Praq.g_01820	Pran.g_00250
OG0000430	Praq.g_01819	Pran.g_00249
OG0000431	Praq.g_01817	Pran.g_00247
OG0000432	Praq.g_01814	Pran.g_00244
OG0000433	Praq.g_01813	Pran.g_00243
OG0000434	Praq.g_01812	Pran.g_00242
OG0000435	Praq.g_01811	Pran.g_00241
OG0000436	Praq.g_01806	Pran.g_00236
OG0000437	Praq.g_01805	Pran.g_00235
OG0000438	Praq.g_01804	Pran.g_00234
OG0000439	Praq.g_01802	Pran.g_00232
OG0000440	Praq.g_01801	Pran.g_00231
OG0000441	Praq.g_01798	Pran.g_00228
OG0000442	Praq.g_01797	Pran.g_00227
OG0000443	Praq.g_01796	Pran.g_00226
OG0000444	Praq.g_01791	Pran.g_00221
OG0000445	Praq.g_01790	Pran.g_00220
OG0000446	Praq.g_01789	Pran.g_00219
OG0000447	Praq.g_01788	Pran.g_00218
OG0000448	Praq.g_01787	Pran.g_00217
OG0000449	Praq.g_01786	Pran.g_00216
OG0000450	Praq.g_01785	Pran.g_00215
OG0000451	Praq.g_01784	Pran.g_00214
OG0000452	Praq.g_01781	Pran.g_00211
OG0000453	Praq.g_01780	Pran.g_00210
OG0000454	Praq.g_01779	Pran.g_00209
OG0000455	Praq.g_01778	Pran.g_00208
OG0000456	Praq.g_01777	Pran.g_00207
OG0000457	Praq.g_01776	Pran.g_00206
OG0000458	Praq.g_01775	Pran.g_00205
OG0000459	Praq.g_01774	Pran.g_00204
OG0000460	Praq.g_01767	Pran.g_00197
OG0000461	Praq.g_01760	Pran.g_01950
OG0000462	Praq.g_01758	Pran.g_01948
OG0000463	Praq.g_01757	Pran.g_01947
OG0000464	Praq.g_01756	Pran.g_01946
OG0000465	Praq.g_01755	Pran.g_01945
OG0000466	Praq.g_01752	Pran.g_01942
OG0000467	Praq.g_01751	Pran.g_01941
OG0000468	Praq.g_01750	Pran.g_01939
OG0000469	Praq.g_01741	Pran.g_01931
OG0000470	Praq.g_01739	Pran.g_01929
OG0000471	Praq.g_01738	Pran.g_01928
OG0000472	Praq.g_01737	Pran.g_01927
OG0000473	Praq.g_01735	Pran.g_01925
OG0000474	Praq.g_01734	Pran.g_01924
OG0000475	Praq.g_01733	Pran.g_01923
OG0000476	Praq.g_01732	Pran.g_01922
OG0000477	Praq.g_01728	Pran.g_01919
OG0000478	Praq.g_01727	Pran.g_01918
OG0000479	Praq.g_01726	Pran.g_01917
OG0000480	Praq.g_01721	Pran.g_01912
OG0000481	Praq.g_01718	Pran.g_01910
OG0000482	Praq.g_01717	Pran.g_01909
OG0000483	Praq.g_01714	Pran.g_01906
OG0000484	Praq.g_01713	Pran.g_01905
OG0000485	Praq.g_01712	Pran.g_01904
OG0000486	Praq.g_01711	Pran.g_01903
OG0000487	Praq.g_01707	Pran.g_01899
OG0000488	Praq.g_01704	Pran.g_01896
OG0000489	Praq.g_01699	Pran.g_01891
OG0000490	Praq.g_01694	Pran.g_01886
OG0000491	Praq.g_01693	Pran.g_01885
OG0000492	Praq.g_01691	Pran.g_01883
OG0000493	Praq.g_01690	Pran.g_01882
OG0000494	Praq.g_01689	Pran.g_01881
OG0000495	Praq.g_01688	Pran.g_01880
OG0000496	Praq.g_01687	Pran.g_01879
OG0000497	Praq.g_01686	Pran.g_01878
OG0000498	Praq.g_01685	Pran.g_01877
OG0000499	Praq.g_01684	Pran.g_01876
OG0000500	Praq.g_01683	Pran.g_01875
OG0000501	Praq.g_01681	Pran.g_01873
OG0000502	Praq.g_01678	Pran.g_01870
OG0000503	Praq.g_01211	Pran.g_01860
OG0000504	Praq.g_01210	Pran.g_01859
OG0000505	Praq.g_01209	Pran.g_01858
OG0000506	Praq.g_01207	Pran.g_01857
OG0000507	Praq.g_01204	Pran.g_01854
OG0000508	Praq.g_01200	Pran.g_01850
OG0000509	Praq.g_01198	Pran.g_01848
OG0000510	Praq.g_01197	Pran.g_01847
OG0000511	Praq.g_01196	Pran.g_01846
OG0000512	Praq.g_01194	Pran.g_01844
OG0000513	Praq.g_01186	Pran.g_01837
OG0000514	Praq.g_01126	Pran.g_01749
OG0000515	Praq.g_01125	Pran.g_01748
OG0000516	Praq.g_01124	Pran.g_01747
OG0000517	Praq.g_01122	Pran.g_01745
OG0000518	Praq.g_01111	Pran.g_01734
OG0000519	Praq.g_01110	Pran.g_01733
OG0000520	Praq.g_01109	Pran.g_01729
OG0000521	Praq.g_00502	Pran.g_01724
OG0000522	Praq.g_00504	Pran.g_01723
OG0000523	Praq.g_00505	Pran.g_01722
OG0000524	Praq.g_00511	Pran.g_01717
OG0000525	Praq.g_00514	Pran.g_01714
OG0000526	Praq.g_00515	Pran.g_01713
OG0000527	Praq.g_00524	Pran.g_01705
OG0000528	Praq.g_00529	Pran.g_01700
OG0000529	Praq.g_00532	Pran.g_01697
OG0000530	Praq.g_00535	Pran.g_01694
OG0000531	Praq.g_00536	Pran.g_01693
OG0000532	Praq.g_00538	Pran.g_01691
OG0000533	Praq.g_00539	Pran.g_01690
OG0000534	Praq.g_00540	Pran.g_01689
OG0000535	Praq.g_00541	Pran.g_01688
OG0000536	Praq.g_00542	Pran.g_01687
OG0000537	Praq.g_00543	Pran.g_01686
OG0000538	Praq.g_01102	Pran.g_01678
OG0000539	Praq.g_01101	Pran.g_01677
OG0000540	Praq.g_01100	Pran.g_01676
OG0000541	Praq.g_01099	Pran.g_01675
OG0000542	Praq.g_01097	Pran.g_01673
OG0000543	Praq.g_01095	Pran.g_01671
OG0000544	Praq.g_01094	Pran.g_01670
OG0000545	Praq.g_01092	Pran.g_01668
OG0000546	Praq.g_01089	Pran.g_01665
OG0000547	Praq.g_01087	Pran.g_01663
OG0000548	Praq.g_01086	Pran.g_01662
OG0000549	Praq.g_01084	Pran.g_01660
OG0000550	Praq.g_01079	Pran.g_01655
OG0000551	Praq.g_01075	Pran.g_01651
OG0000552	Praq.g_01074	Pran.g_01650
OG0000553	Praq.g_01073	Pran.g_01649
OG0000554	Praq.g_01068	Pran.g_01644
OG0000555	Praq.g_01060	Pran.g_01636
OG0000556	Praq.g_01058	Pran.g_01634
OG0000557	Praq.g_01057	Pran.g_01633
OG0000558	Praq.g_01055	Pran.g_01631
OG0000559	Praq.g_01051	Pran.g_01627
OG0000560	Praq.g_01048	Pran.g_01624
OG0000561	Praq.g_01047	Pran.g_01623
OG0000562	Praq.g_01046	Pran.g_01622
OG0000563	Praq.g_01045	Pran.g_01621
OG0000564	Praq.g_01044	Pran.g_01620
OG0000565	Praq.g_01041	Pran.g_01617
OG0000566	Praq.g_01039	Pran.g_01614
OG0000567	Praq.g_01035	Pran.g_01610
OG0000568	Praq.g_01034	Pran.g_01609
OG0000569	Praq.g_01033	Pran.g_01608
OG0000570	Praq.g_01032	Pran.g_01607
