Orthogroup	Praq	Syai
OG0000100	Praq.g_00368	Syai.g_01372
OG0000101	Praq.g_00879	Syai.g_00404
OG0000102	Praq.g_00768	Syai.g_00106
OG0000103	Praq.g_00414	Syai.g_02912
OG0000104	Praq.g_00422	Syai.g_02929
OG0000105	Praq.g_01729	Syai.g_00267
OG0000106	Praq.g_01173	Syai.g_01601
OG0000107	Praq.g_01158	Syai.g_00319
OG0000108	Praq.g_00531	Syai.g_00638
OG0000109	Praq.g_00545	Syai.g_00653
OG0000110	Praq.g_01028	Syai.g_00766
OG0000111	Praq.g_00828	Syai.g_00884
OG0000112	Praq.g_00638	Syai.g_01512
OG0000113	Praq.g_01420	Syai.g_01367
OG0000114	Praq.g_01490	Syai.g_01261
OG0000115	Praq.g_01278	Syai.g_00932
OG0000116	Praq.g_01323	Syai.g_02156
OG0000117	Praq.g_00084	Syai.g_01756
OG0000118	Praq.g_00145	Syai.g_00818
OG0000119	Praq.g_00171	Syai.g_02127
OG0000120	Praq.g_00208	Syai.g_00198
OG0000121	Praq.g_00296	Syai.g_00951
OG0000122	Praq.g_00334	Syai.g_01143
OG0000123	Praq.g_00873	Syai.g_00411
OG0000124	Praq.g_00682	Syai.g_00089
OG0000125	Praq.g_00718	Syai.g_02782
OG0000126	Praq.g_00421	Syai.g_02927
OG0000128	Praq.g_00437	Syai.g_00012
OG0000129	Praq.g_01259	Syai.g_02771
OG0000130	Praq.g_01934	Syai.g_02474
OG0000131	Praq.g_01857	Syai.g_02608
OG0000132	Praq.g_01838	Syai.g_02628
OG0000133	Praq.g_01680	Syai.g_01507
OG0000134	Praq.g_01187	Syai.g_00520
OG0000135	Praq.g_01160	Syai.g_02826
OG0000136	Praq.g_01116	Syai.g_02217
OG0000137	Praq.g_00526	Syai.g_00865
OG0000138	Praq.g_00546	Syai.g_00654
OG0000139	Praq.g_01065	Syai.g_00714
OG0000140	Praq.g_01064	Syai.g_00716
OG0000141	Praq.g_00995	Syai.g_01041
OG0000142	Praq.g_00967	Syai.g_01104
OG0000143	Praq.g_00963	Syai.g_01108
OG0000144	Praq.g_00781	Syai.g_01608
OG0000145	Praq.g_00637	Syai.g_00660
OG0000146	Praq.g_00639	Syai.g_01513
OG0000147	Praq.g_00640	Syai.g_01514
OG0000148	Praq.g_01414	Syai.g_01361
OG0000149	Praq.g_01444	Syai.g_02059
OG0000150	Praq.g_01452	Syai.g_00717
OG0000151	Praq.g_01500	Syai.g_01280
OG0000152	Praq.g_01548	Syai.g_01503
OG0000153	Praq.g_01567	Syai.g_01461
OG0000154	Praq.g_01593	Syai.g_01434
OG0000155	Praq.g_01353	Syai.g_02109
OG0000156	Praq.g_00122	Syai.g_02162
OG0000157	Praq.g_00123	Syai.g_02163
OG0000158	Praq.g_00258	Syai.g_00135
OG0000160	Praq.g_00295	Syai.g_00952
OG0000161	Praq.g_00301	Syai.g_00946
OG0000162	Praq.g_00307	Syai.g_00939
OG0000163	Praq.g_00341	Syai.g_02300
OG0000164	Praq.g_00473	Syai.g_02411
OG0000165	Praq.g_00466	Syai.g_02244
OG0000166	Praq.g_00915	Syai.g_00364
OG0000167	Praq.g_00737	Syai.g_00164
OG0000168	Praq.g_00747	Syai.g_00134
OG0000169	Praq.g_00757	Syai.g_00123
OG0000170	Praq.g_00759	Syai.g_00116
OG0000171	Praq.g_00681	Syai.g_00090
OG0000172	Praq.g_00689	Syai.g_00083
OG0000173	Praq.g_00704	Syai.g_00064
OG0000174	Praq.g_00396	Syai.g_02828
OG0000175	Praq.g_00406	Syai.g_02901
OG0000176	Praq.g_00430	Syai.g_00004
OG0000177	Praq.g_00431	Syai.g_00005
OG0000178	Praq.g_00432	Syai.g_00006
OG0000179	Praq.g_01219	Syai.g_00023
OG0000180	Praq.g_01220	Syai.g_00024
OG0000181	Praq.g_01221	Syai.g_00025
OG0000182	Praq.g_01222	Syai.g_00026
OG0000183	Praq.g_01226	Syai.g_00030
OG0000184	Praq.g_01262	Syai.g_02756
OG0000185	Praq.g_01265	Syai.g_02734
OG0000186	Praq.g_01939	Syai.g_02469
OG0000187	Praq.g_01938	Syai.g_02471
OG0000188	Praq.g_01921	Syai.g_02494
OG0000189	Praq.g_01907	Syai.g_02530
OG0000190	Praq.g_01906	Syai.g_02532
OG0000191	Praq.g_01886	Syai.g_02562
OG0000192	Praq.g_01882	Syai.g_02569
OG0000193	Praq.g_01856	Syai.g_02609
OG0000194	Praq.g_01853	Syai.g_02612
OG0000195	Praq.g_01851	Syai.g_02614
OG0000196	Praq.g_01841	Syai.g_02625
OG0000197	Praq.g_01840	Syai.g_02626
OG0000198	Praq.g_01839	Syai.g_02627
OG0000199	Praq.g_01832	Syai.g_02635
OG0000200	Praq.g_01818	Syai.g_02651
OG0000202	Praq.g_01809	Syai.g_02668
OG0000203	Praq.g_01808	Syai.g_02669
OG0000204	Praq.g_01807	Syai.g_02670
OG0000205	Praq.g_01800	Syai.g_02677
OG0000206	Praq.g_01795	Syai.g_02684
OG0000207	Praq.g_01793	Syai.g_02686
OG0000208	Praq.g_01792	Syai.g_02687
OG0000209	Praq.g_01783	Syai.g_02699
OG0000210	Praq.g_01782	Syai.g_02700
OG0000212	Praq.g_01762	Syai.g_00544
OG0000213	Praq.g_01746	Syai.g_00292
OG0000214	Praq.g_01736	Syai.g_00276
OG0000215	Praq.g_01710	Syai.g_00245
OG0000216	Praq.g_01708	Syai.g_00241
OG0000217	Praq.g_01705	Syai.g_00237
OG0000218	Praq.g_01703	Syai.g_00235
OG0000219	Praq.g_01702	Syai.g_00234
OG0000220	Praq.g_01701	Syai.g_00233
OG0000221	Praq.g_01700	Syai.g_00227
OG0000222	Praq.g_01692	Syai.g_00215
OG0000223	Praq.g_01679	Syai.g_00194
OG0000224	Praq.g_01677	Syai.g_00186
OG0000225	Praq.g_01199	Syai.g_00502
OG0000226	Praq.g_01195	Syai.g_00506
OG0000227	Praq.g_01193	Syai.g_00508
OG0000228	Praq.g_01189	Syai.g_00516
OG0000229	Praq.g_01121	Syai.g_02228
OG0000230	Praq.g_01119	Syai.g_02226
OG0000231	Praq.g_01108	Syai.g_02208
OG0000232	Praq.g_00507	Syai.g_00846
OG0000233	Praq.g_00513	Syai.g_00855
OG0000234	Praq.g_00527	Syai.g_00866
OG0000235	Praq.g_00530	Syai.g_00637
OG0000236	Praq.g_00544	Syai.g_00652
OG0000237	Praq.g_01096	Syai.g_00669
OG0000238	Praq.g_01090	Syai.g_00674
OG0000239	Praq.g_01077	Syai.g_00691
OG0000240	Praq.g_01076	Syai.g_00692
OG0000241	Praq.g_01072	Syai.g_01089, Syai.g_01085
OG0000242	Praq.g_01070	Syai.g_00705
OG0000243	Praq.g_01059	Syai.g_00726
OG0000244	Praq.g_01056	Syai.g_00731
OG0000245	Praq.g_01054	Syai.g_00733
OG0000246	Praq.g_01050	Syai.g_00737
OG0000247	Praq.g_01040	Syai.g_00748
OG0000248	Praq.g_01038	Syai.g_00751
OG0000249	Praq.g_01036	Syai.g_00753
OG0000250	Praq.g_01031	Syai.g_00762
OG0000251	Praq.g_01012	Syai.g_00789
OG0000252	Praq.g_01008	Syai.g_00797
OG0000253	Praq.g_01007	Syai.g_00798
OG0000254	Praq.g_00991	Syai.g_01045
OG0000255	Praq.g_00985	Syai.g_01061
OG0000256	Praq.g_00975	Syai.g_01077
OG0000257	Praq.g_00972	Syai.g_01084
OG0000258	Praq.g_00959	Syai.g_01113
OG0000259	Praq.g_00789	Syai.g_01229
OG0000260	Praq.g_00792	Syai.g_01232
OG0000261	Praq.g_00794	Syai.g_01235
OG0000262	Praq.g_00798	Syai.g_01240
OG0000263	Praq.g_00810	Syai.g_01776
OG0000264	Praq.g_00820	Syai.g_01962
OG0000265	Praq.g_00583	Syai.g_02245
OG0000266	Praq.g_00593	Syai.g_01401
OG0000267	Praq.g_00604	Syai.g_01569
OG0000268	Praq.g_00605	Syai.g_01568
OG0000269	Praq.g_00665	Syai.g_01316
OG0000270	Praq.g_00668	Syai.g_01319
OG0000271	Praq.g_00676	Syai.g_01327
OG0000272	Praq.g_00677	Syai.g_01328
OG0000273	Praq.g_01428	Syai.g_02037
OG0000274	Praq.g_01429	Syai.g_02038
OG0000275	Praq.g_01431	Syai.g_02043
OG0000276	Praq.g_01436	Syai.g_02051
OG0000277	Praq.g_01437	Syai.g_02052
OG0000278	Praq.g_01440	Syai.g_02055
OG0000279	Praq.g_01447	Syai.g_02063
OG0000280	Praq.g_01448	Syai.g_02084
OG0000281	Praq.g_01454	Syai.g_01719
OG0000282	Praq.g_01492	Syai.g_01263
OG0000283	Praq.g_01525	Syai.g_01554
OG0000284	Praq.g_01530	Syai.g_01548
OG0000285	Praq.g_01535	Syai.g_01522
OG0000286	Praq.g_01547	Syai.g_01504
OG0000288	Praq.g_01592	Syai.g_01435
OG0000289	Praq.g_01603	Syai.g_01421
OG0000290	Praq.g_01616	Syai.g_02010
OG0000291	Praq.g_01618	Syai.g_02008
OG0000292	Praq.g_01667	Syai.g_02926
OG0000293	Praq.g_01324	Syai.g_02155
OG0000294	Praq.g_01325	Syai.g_02154
OG0000295	Praq.g_01345	Syai.g_02117
OG0000296	Praq.g_01347	Syai.g_02115
OG0000297	Praq.g_01355	Syai.g_01754
OG0000298	Praq.g_01356	Syai.g_01755
OG0000299	Praq.g_01373	Syai.g_01783
OG0000300	Praq.g_01376	Syai.g_01790
OG0000301	Praq.g_01377	Syai.g_01791
OG0000302	Praq.g_01379	Syai.g_01793
OG0000303	Praq.g_01386	Syai.g_01802
OG0000304	Praq.g_01390	Syai.g_01826
OG0000305	Praq.g_00167	Syai.g_02005
OG0000306	Praq.g_00170	Syai.g_02090
OG0000307	Praq.g_00186	Syai.g_00619
OG0000308	Praq.g_00187	Syai.g_00617
OG0000309	Praq.g_00191	Syai.g_00612
OG0000310	Praq.g_00279	Syai.g_00989
OG0000311	Praq.g_00281	Syai.g_00985
OG0000312	Praq.g_00284	Syai.g_00966
OG0000313	Praq.g_00298	Syai.g_00949
OG0000314	Praq.g_00321	Syai.g_00908
OG0000315	Praq.g_00331	Syai.g_00897
OG0000316	Praq.g_00351	Syai.g_02320, Syai.g_02322
OG0000317	Praq.g_01954, Praq.g_00499	Syai.g_02373
OG0000318	Praq.g_00496	Syai.g_02379
OG0000319	Praq.g_00483	Syai.g_02395
OG0000320	Praq.g_00481	Syai.g_02397
OG0000321	Praq.g_00480	Syai.g_02398
OG0000322	Praq.g_00479	Syai.g_02399
OG0000323	Praq.g_00470	Syai.g_02413
OG0000324	Praq.g_00444	Syai.g_02272
OG0000325	Praq.g_00950	Syai.g_00320
OG0000326	Praq.g_00944	Syai.g_00327
OG0000327	Praq.g_00920	Syai.g_00359
OG0000328	Praq.g_00919	Syai.g_00360
OG0000329	Praq.g_00902	Syai.g_00378
OG0000330	Praq.g_00901	Syai.g_00379
OG0000331	Praq.g_00900	Syai.g_00380
OG0000332	Praq.g_00886	Syai.g_00395
OG0000333	Praq.g_00884	Syai.g_00398
OG0000334	Praq.g_00876	Syai.g_00407
OG0000335	Praq.g_00872	Syai.g_00412
OG0000336	Praq.g_00868	Syai.g_00416
OG0000337	Praq.g_00735	Syai.g_00169
OG0000338	Praq.g_00736	Syai.g_00166
OG0000339	Praq.g_00740	Syai.g_00160
OG0000340	Praq.g_00748	Syai.g_00133
OG0000341	Praq.g_00750	Syai.g_00131
OG0000342	Praq.g_00751	Syai.g_00130
OG0000343	Praq.g_00752	Syai.g_00129
OG0000344	Praq.g_00755	Syai.g_00125
OG0000345	Praq.g_00760	Syai.g_00115
OG0000346	Praq.g_00764	Syai.g_00110
OG0000347	Praq.g_00683	Syai.g_00087
OG0000348	Praq.g_00692	Syai.g_00076
OG0000349	Praq.g_00709	Syai.g_00057
OG0000350	Praq.g_00392	Syai.g_00334
OG0000351	Praq.g_00409	Syai.g_02904
OG0000352	Praq.g_00410	Syai.g_02905
OG0000353	Praq.g_00425	Syai.g_02932
OG0000355	Praq.g_00427	Syai.g_00001
OG0000356	Praq.g_00428	Syai.g_00002
OG0000357	Praq.g_00429	Syai.g_00003
OG0000358	Praq.g_00433	Syai.g_00007
OG0000359	Praq.g_00434	Syai.g_00009
OG0000360	Praq.g_00435	Syai.g_00010
OG0000361	Praq.g_00436	Syai.g_00011
OG0000362	Praq.g_00438	Syai.g_00013
OG0000363	Praq.g_01217	Syai.g_00015
OG0000364	Praq.g_01218	Syai.g_00016
OG0000365	Praq.g_01223	Syai.g_00027
OG0000366	Praq.g_01224	Syai.g_00028
OG0000367	Praq.g_01225	Syai.g_00029
OG0000368	Praq.g_01227	Syai.g_00031
OG0000369	Praq.g_01228	Syai.g_00032
OG0000370	Praq.g_01229	Syai.g_00033
OG0000371	Praq.g_01235	Syai.g_00041
OG0000372	Praq.g_01239	Syai.g_00047
OG0000373	Praq.g_01240	Syai.g_00048
OG0000374	Praq.g_01241	Syai.g_00049
OG0000375	Praq.g_01255	Syai.g_00053
OG0000376	Praq.g_01257	Syai.g_00055
OG0000377	Praq.g_01261	Syai.g_02769
OG0000378	Praq.g_01263	Syai.g_02751
OG0000379	Praq.g_01266	Syai.g_02733
OG0000380	Praq.g_01937	Syai.g_02472
OG0000381	Praq.g_01933	Syai.g_02475
OG0000382	Praq.g_01922	Syai.g_02493
OG0000383	Praq.g_01920	Syai.g_02498
OG0000384	Praq.g_01919	Syai.g_02499
OG0000385	Praq.g_01918	Syai.g_02500
OG0000386	Praq.g_01917	Syai.g_02501
OG0000387	Praq.g_01904	Syai.g_02534
OG0000388	Praq.g_01901	Syai.g_02538
OG0000389	Praq.g_01897	Syai.g_02542
OG0000390	Praq.g_01890	Syai.g_02556
OG0000391	Praq.g_01887	Syai.g_02561
OG0000392	Praq.g_01883	Syai.g_02568
OG0000393	Praq.g_01881	Syai.g_02570
OG0000394	Praq.g_01880	Syai.g_02571
OG0000395	Praq.g_01879	Syai.g_02572
OG0000396	Praq.g_01876	Syai.g_02575
OG0000397	Praq.g_01874	Syai.g_02577
OG0000398	Praq.g_01872	Syai.g_02582
OG0000399	Praq.g_01871	Syai.g_02583
OG0000400	Praq.g_01870	Syai.g_02584
OG0000401	Praq.g_01869	Syai.g_02585
OG0000402	Praq.g_01867	Syai.g_02588
OG0000403	Praq.g_01866	Syai.g_02589
OG0000404	Praq.g_01865	Syai.g_02590
OG0000405	Praq.g_01861	Syai.g_02606
OG0000406	Praq.g_01855	Syai.g_02610
OG0000407	Praq.g_01854	Syai.g_02611
OG0000408	Praq.g_01852	Syai.g_02613
OG0000409	Praq.g_01850	Syai.g_02615
OG0000410	Praq.g_01849	Syai.g_02616
OG0000411	Praq.g_01848	Syai.g_02617
OG0000412	Praq.g_01847	Syai.g_02618
OG0000413	Praq.g_01846	Syai.g_02620
OG0000414	Praq.g_00554, Praq.g_01845	Syai.g_02621
OG0000415	Praq.g_01844	Syai.g_02622
OG0000416	Praq.g_01843	Syai.g_02623
OG0000417	Praq.g_01842	Syai.g_02624
OG0000418	Praq.g_01837	Syai.g_02629
OG0000419	Praq.g_01835	Syai.g_02631
OG0000420	Praq.g_01834	Syai.g_02633
OG0000421	Praq.g_01829	Syai.g_02638
OG0000422	Praq.g_01828	Syai.g_02639
OG0000423	Praq.g_01827	Syai.g_02640
OG0000424	Praq.g_01826	Syai.g_02641
OG0000425	Praq.g_01825	Syai.g_02642
OG0000426	Praq.g_01824	Syai.g_02643
OG0000427	Praq.g_01823	Syai.g_02644
OG0000428	Praq.g_01821	Syai.g_02647
OG0000429	Praq.g_01820	Syai.g_02649
OG0000430	Praq.g_01819	Syai.g_02650
OG0000431	Praq.g_01817	Syai.g_02654
OG0000432	Praq.g_01814	Syai.g_02660
OG0000433	Praq.g_01813	Syai.g_02662
OG0000434	Praq.g_01812	Syai.g_02663
OG0000435	Praq.g_01811	Syai.g_02666
OG0000436	Praq.g_01806	Syai.g_02671
OG0000437	Praq.g_01805	Syai.g_02672
OG0000438	Praq.g_01804	Syai.g_02673
OG0000439	Praq.g_01802	Syai.g_02675
OG0000440	Praq.g_01801	Syai.g_02676
OG0000441	Praq.g_01798	Syai.g_02681
OG0000442	Praq.g_01797	Syai.g_02682
OG0000443	Praq.g_01796	Syai.g_02683
OG0000444	Praq.g_01791	Syai.g_02688
OG0000445	Praq.g_01790	Syai.g_02689
OG0000446	Praq.g_01789	Syai.g_02690
OG0000447	Praq.g_01788	Syai.g_02693
OG0000448	Praq.g_01787	Syai.g_02694
OG0000449	Praq.g_01786	Syai.g_02695
OG0000450	Praq.g_01785	Syai.g_02696
OG0000451	Praq.g_01784	Syai.g_02697
OG0000452	Praq.g_01781	Syai.g_02701
OG0000453	Praq.g_01780	Syai.g_02702
OG0000454	Praq.g_01779	Syai.g_02703
OG0000455	Praq.g_01778	Syai.g_02704
OG0000456	Praq.g_01777	Syai.g_02705
OG0000457	Praq.g_01776	Syai.g_02707
OG0000458	Praq.g_01775	Syai.g_02708
OG0000459	Praq.g_01774	Syai.g_02709
OG0000460	Praq.g_01767	Syai.g_00535
OG0000461	Praq.g_01760	Syai.g_00314
OG0000462	Praq.g_01758	Syai.g_00311
OG0000463	Praq.g_01757	Syai.g_00310
OG0000464	Praq.g_01756	Syai.g_00309
OG0000465	Praq.g_01755	Syai.g_00307
OG0000466	Praq.g_01752	Syai.g_00303
OG0000467	Praq.g_01751	Syai.g_00301
OG0000468	Praq.g_01750	Syai.g_00296
OG0000469	Praq.g_01741	Syai.g_00282
OG0000470	Praq.g_01739	Syai.g_00280
OG0000471	Praq.g_01738	Syai.g_00279
OG0000472	Praq.g_01737	Syai.g_00277
OG0000473	Praq.g_01735	Syai.g_00275
OG0000474	Praq.g_01734	Syai.g_00274
OG0000475	Praq.g_01733	Syai.g_00273
OG0000476	Praq.g_01732	Syai.g_00271
OG0000477	Praq.g_01728	Syai.g_00265
OG0000478	Praq.g_01727	Syai.g_00264
OG0000479	Praq.g_01726	Syai.g_00263
OG0000480	Praq.g_01721	Syai.g_00256
OG0000481	Praq.g_01718	Syai.g_00254
OG0000482	Praq.g_01717	Syai.g_00253
OG0000483	Praq.g_01714	Syai.g_00249
OG0000484	Praq.g_01713	Syai.g_00248
OG0000485	Praq.g_01712	Syai.g_00247
OG0000486	Praq.g_01711	Syai.g_00246
OG0000487	Praq.g_01707	Syai.g_00240
OG0000488	Praq.g_01704	Syai.g_00236
OG0000489	Praq.g_01699	Syai.g_00226
OG0000490	Praq.g_01694	Syai.g_00218
OG0000491	Praq.g_01693	Syai.g_00217
OG0000492	Praq.g_01691	Syai.g_00214
OG0000493	Praq.g_01690	Syai.g_00213
OG0000494	Praq.g_01689	Syai.g_00212
OG0000495	Praq.g_01688	Syai.g_00211
OG0000496	Praq.g_01687	Syai.g_00210
OG0000497	Praq.g_01686	Syai.g_00209
OG0000498	Praq.g_01685	Syai.g_00208
OG0000499	Praq.g_01684	Syai.g_00207
OG0000500	Praq.g_01683	Syai.g_00206
OG0000501	Praq.g_01681	Syai.g_00203
OG0000502	Praq.g_01678	Syai.g_00192
OG0000503	Praq.g_01211	Syai.g_00486
OG0000504	Praq.g_01210	Syai.g_00488
OG0000505	Praq.g_01209	Syai.g_00489
OG0000506	Praq.g_01207	Syai.g_00491
OG0000507	Praq.g_01204	Syai.g_00497
OG0000508	Praq.g_01200	Syai.g_00501
OG0000509	Praq.g_01198	Syai.g_00503
OG0000510	Praq.g_01197	Syai.g_00504
OG0000511	Praq.g_01196	Syai.g_00505
OG0000512	Praq.g_01194	Syai.g_00507
OG0000513	Praq.g_01186	Syai.g_00521
OG0000514	Praq.g_01126	Syai.g_00528
OG0000515	Praq.g_01125	Syai.g_00529
OG0000516	Praq.g_01124	Syai.g_02223
OG0000517	Praq.g_01122	Syai.g_02229
OG0000518	Praq.g_01111	Syai.g_02211
OG0000519	Praq.g_01110	Syai.g_02210
OG0000520	Praq.g_01109	Syai.g_02209
OG0000521	Praq.g_00502	Syai.g_00842
OG0000522	Praq.g_00504	Syai.g_00844
OG0000523	Praq.g_00505	Syai.g_00845
OG0000524	Praq.g_00511	Syai.g_00852
OG0000525	Praq.g_00514	Syai.g_00856
OG0000526	Praq.g_00515	Syai.g_00859
OG0000527	Praq.g_00524	Syai.g_00863
OG0000528	Praq.g_00529	Syai.g_00633
OG0000529	Praq.g_00532	Syai.g_00639
OG0000530	Praq.g_00535	Syai.g_00642
OG0000531	Praq.g_00536	Syai.g_00643
OG0000532	Praq.g_00538	Syai.g_00646
OG0000533	Praq.g_00539	Syai.g_00647
OG0000534	Praq.g_00540	Syai.g_00648
OG0000535	Praq.g_00541	Syai.g_00649
OG0000536	Praq.g_00542	Syai.g_00650
OG0000537	Praq.g_00543	Syai.g_00651
OG0000538	Praq.g_01102	Syai.g_00662
OG0000539	Praq.g_01101	Syai.g_00663
OG0000540	Praq.g_01100	Syai.g_00664
OG0000541	Praq.g_01099	Syai.g_00665
OG0000542	Praq.g_01097	Syai.g_00668
OG0000543	Praq.g_01095	Syai.g_00670
OG0000544	Praq.g_01094	Syai.g_00671
OG0000545	Praq.g_01092	Syai.g_00673
OG0000546	Praq.g_01089	Syai.g_00675
OG0000547	Praq.g_01087	Syai.g_00677
OG0000548	Praq.g_01086	Syai.g_00678
OG0000549	Praq.g_01084	Syai.g_00684
OG0000550	Praq.g_01079	Syai.g_00689
OG0000551	Praq.g_01075	Syai.g_00694
OG0000552	Praq.g_01074	Syai.g_00695
OG0000553	Praq.g_01073	Syai.g_00698
OG0000554	Praq.g_01068	Syai.g_00708
OG0000555	Praq.g_01060	Syai.g_00725
OG0000556	Praq.g_01058	Syai.g_00728
OG0000557	Praq.g_01057	Syai.g_00730
OG0000558	Praq.g_01055	Syai.g_00732
OG0000559	Praq.g_01051	Syai.g_00736
OG0000560	Praq.g_01048	Syai.g_00739
OG0000561	Praq.g_01047	Syai.g_00740
OG0000562	Praq.g_01046	Syai.g_00741
OG0000563	Praq.g_01045	Syai.g_00742
OG0000564	Praq.g_01044	Syai.g_00743
OG0000565	Praq.g_01041	Syai.g_00746
OG0000566	Praq.g_01039	Syai.g_00750
OG0000567	Praq.g_01035	Syai.g_00754
OG0000568	Praq.g_01034	Syai.g_00758
OG0000569	Praq.g_01033	Syai.g_00759
OG0000570	Praq.g_01032	Syai.g_00760
OG0000571	Praq.g_01030	Syai.g_00764
OG0000572	Praq.g_01017	Syai.g_00782
OG0000573	Praq.g_01010	Syai.g_00790
OG0000574	Praq.g_01009	Syai.g_00796
OG0000575	Praq.g_01005	Syai.g_00800
OG0000576	Praq.g_01003	Syai.g_00802
OG0000577	Praq.g_01002	Syai.g_00803
OG0000578	Praq.g_01001	Syai.g_00804
OG0000579	Praq.g_01000	Syai.g_00805
OG0000580	Praq.g_00999	Syai.g_00806
OG0000581	Praq.g_00997	Syai.g_00812
OG0000582	Praq.g_00994	Syai.g_01042
OG0000583	Praq.g_00993	Syai.g_01043
OG0000584	Praq.g_00992	Syai.g_01044
OG0000585	Praq.g_00990	Syai.g_01046
OG0000586	Praq.g_00989	Syai.g_01047
OG0000587	Praq.g_00988	Syai.g_01049
OG0000588	Praq.g_00984	Syai.g_01063
OG0000589	Praq.g_00981	Syai.g_01066
OG0000590	Praq.g_00980	Syai.g_01067
OG0000591	Praq.g_00977	Syai.g_01075
OG0000592	Praq.g_00976	Syai.g_01076
OG0000593	Praq.g_00970	Syai.g_01100
