Orthogroup	Praq	Prae
OG0000039	Praq.g_00815	Prae.g_00660
OG0000040	Praq.g_01955	Prae.g_01597
OG0000040	Praq.g_01313	Prae.g_01143
OG0000041	Praq.g_00451	Prae.g_01669
OG0000042	Praq.g_00770	Prae.g_01822
OG0000043	Praq.g_01469	Prae.g_00876
OG0000045	Praq.g_01172	Prae.g_00371
OG0000047	Praq.g_01672	Prae.g_00331
OG0000048	Praq.g_01169	Prae.g_00374
OG0000049	Praq.g_01159	Prae.g_00383
OG0000049	Praq.g_00085	Prae.g_01264
OG0000050	Praq.g_01654	Prae.g_01077
OG0000053	Praq.g_00314	Prae.g_01479
OG0000054	Praq.g_00996	Prae.g_00580
OG0000055	Praq.g_00650	Prae.g_00787
OG0000057	Praq.g_00827	Prae.g_00672
OG0000058	Praq.g_00218	Prae.g_01417
OG0000058	Praq.g_00271	Prae.g_01406
OG0000059	Praq.g_00927	Prae.g_01710
OG0000061	Praq.g_01333	Prae.g_01163
OG0000062	Praq.g_00372	Prae.g_01537
OG0000063	Praq.g_01237	Prae.g_00033
OG0000065	Praq.g_01896	Prae.g_00106
OG0000066	Praq.g_01063	Prae.g_00514
OG0000068	Praq.g_00175	Prae.g_01368
OG0000069	Praq.g_00018	Prae.g_01573
OG0000070	Praq.g_01107	Prae.g_00424
OG0000071	Praq.g_00133	Prae.g_01329
OG0000072	Praq.g_01831	Prae.g_00174
OG0000073	Praq.g_01103	Prae.g_00473
OG0000074	Praq.g_00811	Prae.g_00656
OG0000075	Praq.g_00739	Prae.g_01791
OG0000076	Praq.g_00763	Prae.g_01815
OG0000077	Praq.g_01925	Prae.g_00078
OG0000078	Praq.g_01763	Prae.g_00242
OG0000081	Praq.g_01071	Prae.g_00505
OG0000082	Praq.g_01018	Prae.g_00559
OG0000083	Praq.g_00614	Prae.g_00742
OG0000083	Praq.g_00607	Prae.g_00735
OG0000084	Praq.g_00290	Prae.g_01455
OG0000086	Praq.g_01915	Prae.g_00088
OG0000087	Praq.g_01864	Prae.g_00139
OG0000088	Praq.g_01836	Prae.g_00169
OG0000089	Praq.g_01188	Prae.g_00355
OG0000090	Praq.g_01069	Prae.g_00508
OG0000091	Praq.g_00960	Prae.g_00616
OG0000092	Praq.g_01495	Prae.g_00913
OG0000093	Praq.g_01516	Prae.g_00933
OG0000094	Praq.g_01600	Prae.g_01021
OG0000095	Praq.g_01619	Prae.g_01040
OG0000096	Praq.g_01283	Prae.g_01110
OG0000096	Praq.g_00097	Prae.g_01283
OG0000097	Praq.g_01374	Prae.g_01204
OG0000098	Praq.g_00157	Prae.g_01350
OG0000099	Praq.g_00216	Prae.g_01390
OG0000100	Praq.g_00368	Prae.g_01533
OG0000101	Praq.g_00879	Prae.g_01758
OG0000102	Praq.g_00768	Prae.g_01820
OG0000103	Praq.g_00414	Prae.g_01899
OG0000104	Praq.g_00422	Prae.g_01907
OG0000105	Praq.g_01729	Prae.g_01440
OG0000106	Praq.g_01173	Prae.g_00370
OG0000107	Praq.g_01158	Prae.g_00385
OG0000108	Praq.g_00531	Prae.g_00454
OG0000109	Praq.g_00545	Prae.g_00468
OG0000110	Praq.g_01028	Prae.g_00549
OG0000111	Praq.g_00828	Prae.g_00673
OG0000112	Praq.g_00638	Prae.g_00770
OG0000113	Praq.g_01420	Prae.g_00828
OG0000114	Praq.g_01490	Prae.g_00908
OG0000115	Praq.g_01278	Prae.g_01102
OG0000116	Praq.g_01323	Prae.g_01153
OG0000117	Praq.g_00084	Prae.g_01263
OG0000118	Praq.g_00145	Prae.g_01341
OG0000119	Praq.g_00171	Prae.g_01364
OG0000120	Praq.g_00208	Prae.g_01389
OG0000121	Praq.g_00296	Prae.g_01461
OG0000122	Praq.g_00334	Prae.g_01499
OG0000123	Praq.g_00873	Prae.g_01766
OG0000124	Praq.g_00682	Prae.g_01831
OG0000125	Praq.g_00718	Prae.g_01867
OG0000126	Praq.g_00421	Prae.g_01906
OG0000128	Praq.g_00437	Prae.g_00011
OG0000129	Praq.g_01259	Prae.g_00046
OG0000130	Praq.g_01934	Prae.g_00069
OG0000131	Praq.g_01857	Prae.g_00148
OG0000132	Praq.g_01838	Prae.g_00167
OG0000133	Praq.g_01680	Prae.g_00323
OG0000134	Praq.g_01187	Prae.g_00356
OG0000135	Praq.g_01160	Prae.g_00382
OG0000136	Praq.g_01116	Prae.g_00415
OG0000137	Praq.g_00526	Prae.g_00449
OG0000138	Praq.g_00546	Prae.g_00469
OG0000139	Praq.g_01065	Prae.g_00512
OG0000140	Praq.g_01064	Prae.g_00513
OG0000141	Praq.g_00995	Prae.g_00581
OG0000142	Praq.g_00967	Prae.g_00609
OG0000143	Praq.g_00963	Prae.g_00613
OG0000144	Praq.g_00781	Prae.g_00626
OG0000145	Praq.g_00637	Prae.g_00766
OG0000146	Praq.g_00639	Prae.g_00771
OG0000147	Praq.g_00640	Prae.g_00772
OG0000148	Praq.g_01414	Prae.g_00822
OG0000149	Praq.g_01444	Prae.g_00852
OG0000150	Praq.g_01452	Prae.g_00860
OG0000151	Praq.g_01500	Prae.g_00918
OG0000152	Praq.g_01548	Prae.g_00964
OG0000153	Praq.g_01567	Prae.g_00983
OG0000154	Praq.g_01593	Prae.g_01014
OG0000155	Praq.g_01353	Prae.g_01183
OG0000156	Praq.g_00122	Prae.g_01317
OG0000157	Praq.g_00123	Prae.g_01318
OG0000158	Praq.g_00258	Prae.g_01426
OG0000159	Praq.g_00253	Prae.g_01438
OG0000160	Praq.g_00295	Prae.g_01460
OG0000161	Praq.g_00301	Prae.g_01466
OG0000162	Praq.g_00307	Prae.g_01472
OG0000163	Praq.g_00341	Prae.g_01506
OG0000164	Praq.g_00473	Prae.g_01647
OG0000165	Praq.g_00466	Prae.g_01654
OG0000166	Praq.g_00915	Prae.g_01722
OG0000167	Praq.g_00737	Prae.g_01789
OG0000168	Praq.g_00747	Prae.g_01799
OG0000169	Praq.g_00757	Prae.g_01809
OG0000170	Praq.g_00759	Prae.g_01811
OG0000171	Praq.g_00681	Prae.g_01830
OG0000172	Praq.g_00689	Prae.g_01838
OG0000173	Praq.g_00704	Prae.g_01853
OG0000174	Praq.g_00396	Prae.g_01881
OG0000175	Praq.g_00406	Prae.g_01891
OG0000176	Praq.g_00430	Prae.g_00004
OG0000177	Praq.g_00431	Prae.g_00005
OG0000178	Praq.g_00432	Prae.g_00006
OG0000179	Praq.g_01219	Prae.g_00016
OG0000180	Praq.g_01220	Prae.g_00017
OG0000181	Praq.g_01221	Prae.g_00018
OG0000182	Praq.g_01222	Prae.g_00019
OG0000183	Praq.g_01226	Prae.g_00023
OG0000184	Praq.g_01262	Prae.g_00048
OG0000185	Praq.g_01265	Prae.g_00051
OG0000186	Praq.g_01939	Prae.g_00064
OG0000187	Praq.g_01938	Prae.g_00065
OG0000188	Praq.g_01921	Prae.g_00082
OG0000189	Praq.g_01907	Prae.g_00096
OG0000190	Praq.g_01906	Prae.g_00097
OG0000191	Praq.g_01886	Prae.g_00117
OG0000192	Praq.g_01882	Prae.g_00121
OG0000193	Praq.g_01856	Prae.g_00149
OG0000194	Praq.g_01853	Prae.g_00152
OG0000195	Praq.g_01851	Prae.g_00154
OG0000196	Praq.g_01841	Prae.g_00164
OG0000197	Praq.g_01840	Prae.g_00165
OG0000198	Praq.g_01839	Prae.g_00166
OG0000199	Praq.g_01832	Prae.g_00173
OG0000200	Praq.g_01818	Prae.g_00187
OG0000201	Praq.g_01810	Prae.g_00195
OG0000202	Praq.g_01809	Prae.g_00196
OG0000203	Praq.g_01808	Prae.g_00197
OG0000204	Praq.g_01807	Prae.g_00198
OG0000205	Praq.g_01800	Prae.g_00205
OG0000206	Praq.g_01795	Prae.g_00210
OG0000207	Praq.g_01793	Prae.g_00212
OG0000208	Praq.g_01792	Prae.g_00213
OG0000209	Praq.g_01783	Prae.g_00222
OG0000210	Praq.g_01782	Prae.g_00223
OG0000211	Praq.g_01769	Prae.g_00236
OG0000212	Praq.g_01762	Prae.g_00243
OG0000213	Praq.g_01746	Prae.g_00260
OG0000214	Praq.g_01736	Prae.g_00270
OG0000215	Praq.g_01710	Prae.g_00293
OG0000216	Praq.g_01708	Prae.g_00295
OG0000217	Praq.g_01705	Prae.g_00298
OG0000218	Praq.g_01703	Prae.g_00300
OG0000219	Praq.g_01702	Prae.g_00301
OG0000220	Praq.g_01701	Prae.g_00302
OG0000221	Praq.g_01700	Prae.g_00303
OG0000222	Praq.g_01692	Prae.g_00311
OG0000223	Praq.g_01679	Prae.g_00324
OG0000224	Praq.g_01677	Prae.g_00326
OG0000225	Praq.g_01199	Prae.g_00345
OG0000226	Praq.g_01195	Prae.g_00349
OG0000227	Praq.g_01193	Prae.g_00351
OG0000228	Praq.g_01189	Prae.g_00354
OG0000229	Praq.g_01121	Prae.g_00410
OG0000230	Praq.g_01119	Prae.g_00412
OG0000231	Praq.g_01108	Prae.g_00423
OG0000232	Praq.g_00507	Prae.g_00432
OG0000233	Praq.g_00513	Prae.g_00437
OG0000234	Praq.g_00527	Prae.g_00450
OG0000235	Praq.g_00530	Prae.g_00453
OG0000236	Praq.g_00544	Prae.g_00467
OG0000237	Praq.g_01096	Prae.g_00480
OG0000238	Praq.g_01090	Prae.g_00486
OG0000239	Praq.g_01077	Prae.g_00499
OG0000240	Praq.g_01076	Prae.g_00500
OG0000241	Praq.g_01072	Prae.g_00504
OG0000242	Praq.g_01070	Prae.g_00506
OG0000243	Praq.g_01059	Prae.g_00518
OG0000244	Praq.g_01056	Prae.g_00521
OG0000245	Praq.g_01054	Prae.g_00523
OG0000246	Praq.g_01050	Prae.g_00527
OG0000247	Praq.g_01040	Prae.g_00537
OG0000248	Praq.g_01038	Prae.g_00539
OG0000249	Praq.g_01036	Prae.g_00541
OG0000250	Praq.g_01031	Prae.g_00546
OG0000251	Praq.g_01012	Prae.g_00565
OG0000252	Praq.g_01008	Prae.g_00568
OG0000253	Praq.g_01007	Prae.g_00569
OG0000254	Praq.g_00991	Prae.g_00585
OG0000255	Praq.g_00985	Prae.g_00591
OG0000256	Praq.g_00975	Prae.g_00601
OG0000257	Praq.g_00972	Prae.g_00604
OG0000258	Praq.g_00959	Prae.g_00617
OG0000259	Praq.g_00789	Prae.g_00634
OG0000260	Praq.g_00792	Prae.g_00637
OG0000261	Praq.g_00794	Prae.g_00639
OG0000262	Praq.g_00798	Prae.g_00643
OG0000263	Praq.g_00810	Prae.g_00655
OG0000264	Praq.g_00820	Prae.g_00665
OG0000265	Praq.g_00583	Prae.g_00711
OG0000266	Praq.g_00593	Prae.g_00721
OG0000267	Praq.g_00604	Prae.g_00732
OG0000268	Praq.g_00605	Prae.g_00733
OG0000269	Praq.g_00665	Prae.g_00801
OG0000270	Praq.g_00668	Prae.g_00804
OG0000271	Praq.g_00676	Prae.g_00812
OG0000272	Praq.g_00677	Prae.g_00813
OG0000273	Praq.g_01428	Prae.g_00836
OG0000274	Praq.g_01429	Prae.g_00837
OG0000275	Praq.g_01431	Prae.g_00839
OG0000276	Praq.g_01436	Prae.g_00844
OG0000277	Praq.g_01437	Prae.g_00845
OG0000278	Praq.g_01440	Prae.g_00848
OG0000279	Praq.g_01447	Prae.g_00855
OG0000280	Praq.g_01448	Prae.g_00856
OG0000281	Praq.g_01454	Prae.g_00861
OG0000282	Praq.g_01492	Prae.g_00910
OG0000283	Praq.g_01525	Prae.g_00941
OG0000284	Praq.g_01530	Prae.g_00946
OG0000285	Praq.g_01535	Prae.g_00951
OG0000286	Praq.g_01547	Prae.g_00963
OG0000287	Praq.g_01564	Prae.g_00980
OG0000288	Praq.g_01592	Prae.g_01013
OG0000289	Praq.g_01603	Prae.g_01024
OG0000290	Praq.g_01616	Prae.g_01037
OG0000291	Praq.g_01618	Prae.g_01039
OG0000292	Praq.g_01667	Prae.g_01090
OG0000293	Praq.g_01324	Prae.g_01154
OG0000294	Praq.g_01325	Prae.g_01155
OG0000295	Praq.g_01345	Prae.g_01175
OG0000296	Praq.g_01347	Prae.g_01177
OG0000297	Praq.g_01355	Prae.g_01185
OG0000298	Praq.g_01356	Prae.g_01186
OG0000299	Praq.g_01373	Prae.g_01203
OG0000300	Praq.g_01376	Prae.g_01206
OG0000301	Praq.g_01377	Prae.g_01207
OG0000302	Praq.g_01379	Prae.g_01209
OG0000303	Praq.g_01386	Prae.g_01216
OG0000304	Praq.g_01390	Prae.g_01220
OG0000305	Praq.g_00167	Prae.g_01360
OG0000306	Praq.g_00170	Prae.g_01363
OG0000307	Praq.g_00186	Prae.g_01377
OG0000308	Praq.g_00187	Prae.g_01378
OG0000309	Praq.g_00191	Prae.g_01382
OG0000310	Praq.g_00279	Prae.g_01444
OG0000311	Praq.g_00281	Prae.g_01446
OG0000312	Praq.g_00284	Prae.g_01449
OG0000313	Praq.g_00298	Prae.g_01463
OG0000314	Praq.g_00321	Prae.g_01486
OG0000315	Praq.g_00331	Prae.g_01496
OG0000316	Praq.g_00351	Prae.g_01516
OG0000317	Praq.g_01954, Praq.g_00499	Prae.g_01621
OG0000318	Praq.g_00496	Prae.g_01624
OG0000319	Praq.g_00483	Prae.g_01637
OG0000320	Praq.g_00481	Prae.g_01639
OG0000321	Praq.g_00480	Prae.g_01640
OG0000322	Praq.g_00479	Prae.g_01641
OG0000323	Praq.g_00470	Prae.g_01650
OG0000324	Praq.g_00444	Prae.g_01676
OG0000325	Praq.g_00950	Prae.g_01687
OG0000326	Praq.g_00944	Prae.g_01693
OG0000327	Praq.g_00920	Prae.g_01717
OG0000328	Praq.g_00919	Prae.g_01718
OG0000329	Praq.g_00902	Prae.g_01735
OG0000330	Praq.g_00901	Prae.g_01736
OG0000331	Praq.g_00900	Prae.g_01737
OG0000332	Praq.g_00886	Prae.g_01751
OG0000333	Praq.g_00884	Prae.g_01753
OG0000334	Praq.g_00876	Prae.g_01761
OG0000335	Praq.g_00872	Prae.g_01767
OG0000336	Praq.g_00868	Prae.g_01771
OG0000337	Praq.g_00735	Prae.g_01787
OG0000338	Praq.g_00736	Prae.g_01788
OG0000339	Praq.g_00740	Prae.g_01792
OG0000340	Praq.g_00748	Prae.g_01800
OG0000341	Praq.g_00750	Prae.g_01802
OG0000342	Praq.g_00751	Prae.g_01803
OG0000343	Praq.g_00752	Prae.g_01804
OG0000344	Praq.g_00755	Prae.g_01807
OG0000345	Praq.g_00760	Prae.g_01812
OG0000346	Praq.g_00764	Prae.g_01816
OG0000347	Praq.g_00683	Prae.g_01832
OG0000348	Praq.g_00692	Prae.g_01841
OG0000349	Praq.g_00709	Prae.g_01858
OG0000350	Praq.g_00392	Prae.g_01877
OG0000351	Praq.g_00409	Prae.g_01894
OG0000352	Praq.g_00410	Prae.g_01895
OG0000353	Praq.g_00425	Prae.g_01910
OG0000355	Praq.g_00427	Prae.g_00001
OG0000356	Praq.g_00428	Prae.g_00002
OG0000357	Praq.g_00429	Prae.g_00003
OG0000358	Praq.g_00433	Prae.g_00007
OG0000359	Praq.g_00434	Prae.g_00008
OG0000360	Praq.g_00435	Prae.g_00009
OG0000361	Praq.g_00436	Prae.g_00010
OG0000362	Praq.g_00438	Prae.g_00012
OG0000363	Praq.g_01217	Prae.g_00014
OG0000364	Praq.g_01218	Prae.g_00015
OG0000365	Praq.g_01223	Prae.g_00020
OG0000366	Praq.g_01224	Prae.g_00021
OG0000367	Praq.g_01225	Prae.g_00022
OG0000368	Praq.g_01227	Prae.g_00024
OG0000369	Praq.g_01228	Prae.g_00025
OG0000370	Praq.g_01229	Prae.g_00026
OG0000371	Praq.g_01235	Prae.g_00032
OG0000372	Praq.g_01239	Prae.g_00035
OG0000373	Praq.g_01240	Prae.g_00036
OG0000374	Praq.g_01241	Prae.g_00037
OG0000375	Praq.g_01255	Prae.g_00042
OG0000376	Praq.g_01257	Prae.g_00044
OG0000377	Praq.g_01261	Prae.g_00047
OG0000378	Praq.g_01263	Prae.g_00049
OG0000379	Praq.g_01266	Prae.g_00052
OG0000380	Praq.g_01937	Prae.g_00066
OG0000381	Praq.g_01933	Prae.g_00070
OG0000382	Praq.g_01922	Prae.g_00081
OG0000383	Praq.g_01920	Prae.g_00083
OG0000384	Praq.g_01919	Prae.g_00084
OG0000385	Praq.g_01918	Prae.g_00085
OG0000386	Praq.g_01917	Prae.g_00086
OG0000387	Praq.g_01904	Prae.g_00099
OG0000388	Praq.g_01901	Prae.g_00102
OG0000389	Praq.g_01897	Prae.g_00105
OG0000390	Praq.g_01890	Prae.g_00112
OG0000391	Praq.g_01887	Prae.g_00116
OG0000392	Praq.g_01883	Prae.g_00120
OG0000393	Praq.g_01881	Prae.g_00122
OG0000394	Praq.g_01880	Prae.g_00123
OG0000395	Praq.g_01879	Prae.g_00124
OG0000396	Praq.g_01876	Prae.g_00127
OG0000397	Praq.g_01874	Prae.g_00129
OG0000398	Praq.g_01872	Prae.g_00131
OG0000399	Praq.g_01871	Prae.g_00132
OG0000400	Praq.g_01870	Prae.g_00133
OG0000401	Praq.g_01869	Prae.g_00134
OG0000402	Praq.g_01867	Prae.g_00136
OG0000403	Praq.g_01866	Prae.g_00137
OG0000404	Praq.g_01865	Prae.g_00138
OG0000405	Praq.g_01861	Prae.g_00142
OG0000406	Praq.g_01855	Prae.g_00150
OG0000407	Praq.g_01854	Prae.g_00151
OG0000408	Praq.g_01852	Prae.g_00153
OG0000409	Praq.g_01850	Prae.g_00155
OG0000410	Praq.g_01849	Prae.g_00156
OG0000411	Praq.g_01848	Prae.g_00157
OG0000412	Praq.g_01847	Prae.g_00158
OG0000413	Praq.g_01846	Prae.g_00159
OG0000414	Praq.g_01845	Prae.g_00160
OG0000415	Praq.g_01844	Prae.g_00161
OG0000416	Praq.g_01843	Prae.g_00162
OG0000417	Praq.g_01842	Prae.g_00163
OG0000418	Praq.g_01837	Prae.g_00168
OG0000419	Praq.g_01835	Prae.g_00170
OG0000420	Praq.g_01834	Prae.g_00171
OG0000421	Praq.g_01829	Prae.g_00176
OG0000422	Praq.g_01828	Prae.g_00177
OG0000423	Praq.g_01827	Prae.g_00178
OG0000424	Praq.g_01826	Prae.g_00179
OG0000425	Praq.g_01825	Prae.g_00180
OG0000426	Praq.g_01824	Prae.g_00181
OG0000427	Praq.g_01823	Prae.g_00182
OG0000428	Praq.g_01821	Prae.g_00184
OG0000429	Praq.g_01820	Prae.g_00185
OG0000430	Praq.g_01819	Prae.g_00186
OG0000431	Praq.g_01817	Prae.g_00188
OG0000432	Praq.g_01814	Prae.g_00191
OG0000433	Praq.g_01813	Prae.g_00192
OG0000434	Praq.g_01812	Prae.g_00193
OG0000435	Praq.g_01811	Prae.g_00194
OG0000436	Praq.g_01806	Prae.g_00199
OG0000437	Praq.g_01805	Prae.g_00200
OG0000438	Praq.g_01804	Prae.g_00201
OG0000439	Praq.g_01802	Prae.g_00203
OG0000440	Praq.g_01801	Prae.g_00204
OG0000441	Praq.g_01798	Prae.g_00207
OG0000442	Praq.g_01797	Prae.g_00208
OG0000443	Praq.g_01796	Prae.g_00209
OG0000444	Praq.g_01791	Prae.g_00214
OG0000445	Praq.g_01790	Prae.g_00215
OG0000446	Praq.g_01789	Prae.g_00216
OG0000447	Praq.g_01788	Prae.g_00217
OG0000448	Praq.g_01787	Prae.g_00218
OG0000449	Praq.g_01786	Prae.g_00219
OG0000450	Praq.g_01785	Prae.g_00220
OG0000451	Praq.g_01784	Prae.g_00221
OG0000452	Praq.g_01781	Prae.g_00224
OG0000453	Praq.g_01780	Prae.g_00225
OG0000454	Praq.g_01779	Prae.g_00226
OG0000455	Praq.g_01778	Prae.g_00227
OG0000456	Praq.g_01777	Prae.g_00228
OG0000457	Praq.g_01776	Prae.g_00229
OG0000458	Praq.g_01775	Prae.g_00230
OG0000459	Praq.g_01774	Prae.g_00231
OG0000460	Praq.g_01767	Prae.g_00238
OG0000461	Praq.g_01760	Prae.g_00245
OG0000462	Praq.g_01758	Prae.g_00247
OG0000463	Praq.g_01757	Prae.g_00248
OG0000464	Praq.g_01756	Prae.g_00249
OG0000465	Praq.g_01755	Prae.g_00250
OG0000466	Praq.g_01752	Prae.g_00253
OG0000467	Praq.g_01751	Prae.g_00254
OG0000468	Praq.g_01750	Prae.g_00256
OG0000469	Praq.g_01741	Prae.g_00265
OG0000470	Praq.g_01739	Prae.g_00267
OG0000471	Praq.g_01738	Prae.g_00268
OG0000472	Praq.g_01737	Prae.g_00269
OG0000473	Praq.g_01735	Prae.g_00271
OG0000474	Praq.g_01734	Prae.g_00272
OG0000475	Praq.g_01733	Prae.g_00273
OG0000476	Praq.g_01732	Prae.g_00274
OG0000477	Praq.g_01728	Prae.g_00276
OG0000478	Praq.g_01727	Prae.g_00277
OG0000479	Praq.g_01726	Prae.g_00278
OG0000480	Praq.g_01721	Prae.g_00283
OG0000481	Praq.g_01718	Prae.g_00285
OG0000482	Praq.g_01717	Prae.g_00286
OG0000483	Praq.g_01714	Prae.g_00289
OG0000484	Praq.g_01713	Prae.g_00290
OG0000485	Praq.g_01712	Prae.g_00291
OG0000486	Praq.g_01711	Prae.g_00292
OG0000487	Praq.g_01707	Prae.g_00296
OG0000488	Praq.g_01704	Prae.g_00299
OG0000489	Praq.g_01699	Prae.g_00304
OG0000490	Praq.g_01694	Prae.g_00309
OG0000491	Praq.g_01693	Prae.g_00310
OG0000492	Praq.g_01691	Prae.g_00312
OG0000493	Praq.g_01690	Prae.g_00313
OG0000494	Praq.g_01689	Prae.g_00314
OG0000495	Praq.g_01688	Prae.g_00315
OG0000496	Praq.g_01687	Prae.g_00316
OG0000497	Praq.g_01686	Prae.g_00317
OG0000498	Praq.g_01685	Prae.g_00318
OG0000499	Praq.g_01684	Prae.g_00319
OG0000500	Praq.g_01683	Prae.g_00320
OG0000501	Praq.g_01681	Prae.g_00322
OG0000502	Praq.g_01678	Prae.g_00325
OG0000503	Praq.g_01211	Prae.g_00335
OG0000504	Praq.g_01210	Prae.g_00336
OG0000505	Praq.g_01209	Prae.g_00337
OG0000506	Praq.g_01207	Prae.g_00338
OG0000507	Praq.g_01204	Prae.g_00341
OG0000508	Praq.g_01200	Prae.g_00344
OG0000509	Praq.g_01198	Prae.g_00346
OG0000510	Praq.g_01197	Prae.g_00347
OG0000511	Praq.g_01196	Prae.g_00348
OG0000512	Praq.g_01194	Prae.g_00350
OG0000513	Praq.g_01186	Prae.g_00357
OG0000514	Praq.g_01126	Prae.g_00405
OG0000515	Praq.g_01125	Prae.g_00406
OG0000516	Praq.g_01124	Prae.g_00407
OG0000517	Praq.g_01122	Prae.g_00409
OG0000518	Praq.g_01111	Prae.g_00420
OG0000519	Praq.g_01110	Prae.g_00421
OG0000520	Praq.g_01109	Prae.g_00422
OG0000521	Praq.g_00502	Prae.g_00427
OG0000522	Praq.g_00504	Prae.g_00429
OG0000523	Praq.g_00505	Prae.g_00430
OG0000524	Praq.g_00511	Prae.g_00435
OG0000525	Praq.g_00514	Prae.g_00438
OG0000526	Praq.g_00515	Prae.g_00439
OG0000527	Praq.g_00524	Prae.g_00447
OG0000528	Praq.g_00529	Prae.g_00452
OG0000529	Praq.g_00532	Prae.g_00455
OG0000530	Praq.g_00535	Prae.g_00458
OG0000531	Praq.g_00536	Prae.g_00459
OG0000532	Praq.g_00538	Prae.g_00461
OG0000533	Praq.g_00539	Prae.g_00462
OG0000534	Praq.g_00540	Prae.g_00463
OG0000535	Praq.g_00541	Prae.g_00464
OG0000536	Praq.g_00542	Prae.g_00465
OG0000537	Praq.g_00543	Prae.g_00466
OG0000538	Praq.g_01102	Prae.g_00474
OG0000539	Praq.g_01101	Prae.g_00475
OG0000540	Praq.g_01100	Prae.g_00476
OG0000541	Praq.g_01099	Prae.g_00477
OG0000542	Praq.g_01097	Prae.g_00479
OG0000543	Praq.g_01095	Prae.g_00481
OG0000544	Praq.g_01094	Prae.g_00482
OG0000545	Praq.g_01092	Prae.g_00484
OG0000546	Praq.g_01089	Prae.g_00487
OG0000547	Praq.g_01087	Prae.g_00489
OG0000548	Praq.g_01086	Prae.g_00490
OG0000549	Praq.g_01084	Prae.g_00492
OG0000550	Praq.g_01079	Prae.g_00497
OG0000551	Praq.g_01075	Prae.g_00501
OG0000552	Praq.g_01074	Prae.g_00502
OG0000553	Praq.g_01073	Prae.g_00503
OG0000554	Praq.g_01068	Prae.g_00509
OG0000555	Praq.g_01060	Prae.g_00517
OG0000556	Praq.g_01058	Prae.g_00519
OG0000557	Praq.g_01057	Prae.g_00520
OG0000558	Praq.g_01055	Prae.g_00522
OG0000559	Praq.g_01051	Prae.g_00526
OG0000560	Praq.g_01048	Prae.g_00529
OG0000561	Praq.g_01047	Prae.g_00530
OG0000562	Praq.g_01046	Prae.g_00531
OG0000563	Praq.g_01045	Prae.g_00532
OG0000564	Praq.g_01044	Prae.g_00533
OG0000565	Praq.g_01041	Prae.g_00536
OG0000566	Praq.g_01039	Prae.g_00538
OG0000567	Praq.g_01035	Prae.g_00542
OG0000568	Praq.g_01034	Prae.g_00543
OG0000569	Praq.g_01033	Prae.g_00544
OG0000570	Praq.g_01032	Prae.g_00545
OG0000571	Praq.g_01030	Prae.g_00547
