Orthogroup	Praq	Prau
OG0000162	Praq.g_00307	Prau.g_01544
OG0000163	Praq.g_00341	Prau.g_01578
OG0000164	Praq.g_00473	Prau.g_01756
OG0000165	Praq.g_00466	Prau.g_01763
OG0000166	Praq.g_00915	Prau.g_01833
OG0000167	Praq.g_00737	Prau.g_01899
OG0000168	Praq.g_00747	Prau.g_01909
OG0000169	Praq.g_00757	Prau.g_01919
OG0000170	Praq.g_00759	Prau.g_01921
OG0000171	Praq.g_00681	Prau.g_01940
OG0000172	Praq.g_00689	Prau.g_01949
OG0000173	Praq.g_00704	Prau.g_01964
OG0000174	Praq.g_00396	Prau.g_01991
OG0000175	Praq.g_00406	Prau.g_02001
OG0000176	Praq.g_00430	Prau.g_00004
OG0000177	Praq.g_00431	Prau.g_00005
OG0000178	Praq.g_00432	Prau.g_00006
OG0000179	Praq.g_01219	Prau.g_00016
OG0000180	Praq.g_01220	Prau.g_00017
OG0000181	Praq.g_01221	Prau.g_00018
OG0000182	Praq.g_01222	Prau.g_00019
OG0000183	Praq.g_01226	Prau.g_00023
OG0000184	Praq.g_01262	Prau.g_00054
OG0000185	Praq.g_01265	Prau.g_00057
OG0000186	Praq.g_01939	Prau.g_00066
OG0000187	Praq.g_01938	Prau.g_00067
OG0000188	Praq.g_01921	Prau.g_00083
OG0000189	Praq.g_01907	Prau.g_00097
OG0000190	Praq.g_01906	Prau.g_00098
OG0000191	Praq.g_01886	Prau.g_00118
OG0000192	Praq.g_01882	Prau.g_00122
OG0000193	Praq.g_01856	Prau.g_00147
OG0000194	Praq.g_01853	Prau.g_00150
OG0000195	Praq.g_01851	Prau.g_00152
OG0000196	Praq.g_01841	Prau.g_00162
OG0000197	Praq.g_01840	Prau.g_00163
OG0000198	Praq.g_01839	Prau.g_00164
OG0000199	Praq.g_01832	Prau.g_00171
OG0000200	Praq.g_01818	Prau.g_00185
OG0000201	Praq.g_01810	Prau.g_00193
OG0000202	Praq.g_01809	Prau.g_00194
OG0000203	Praq.g_01808	Prau.g_00195
OG0000204	Praq.g_01807	Prau.g_00196
OG0000205	Praq.g_01800	Prau.g_00203
OG0000206	Praq.g_01795	Prau.g_00208
OG0000207	Praq.g_01793	Prau.g_00210
OG0000208	Praq.g_01792	Prau.g_00211
OG0000209	Praq.g_01783	Prau.g_00220
OG0000210	Praq.g_01782	Prau.g_00221
OG0000211	Praq.g_01769	Prau.g_00234
OG0000212	Praq.g_01762	Prau.g_00241
OG0000213	Praq.g_01746	Prau.g_00259
OG0000214	Praq.g_01736	Prau.g_00269
OG0000215	Praq.g_01710	Prau.g_00294
OG0000216	Praq.g_01708	Prau.g_00296
OG0000217	Praq.g_01705	Prau.g_00299
OG0000218	Praq.g_01703	Prau.g_00301
OG0000219	Praq.g_01702	Prau.g_00302
OG0000220	Praq.g_01701	Prau.g_00303
OG0000221	Praq.g_01700	Prau.g_00304
OG0000222	Praq.g_01692	Prau.g_00312
OG0000223	Praq.g_01679	Prau.g_00325
OG0000224	Praq.g_01677	Prau.g_00327
OG0000225	Praq.g_01199	Prau.g_00348
OG0000226	Praq.g_01195	Prau.g_00352
OG0000227	Praq.g_01193	Prau.g_00354
OG0000228	Praq.g_01189	Prau.g_00357
OG0000229	Praq.g_01121	Prau.g_00477
OG0000230	Praq.g_01119	Prau.g_00479
OG0000231	Praq.g_01108	Prau.g_00490
OG0000232	Praq.g_00507	Prau.g_00499
OG0000233	Praq.g_00513	Prau.g_00505
OG0000234	Praq.g_00527	Prau.g_00517
OG0000235	Praq.g_00530	Prau.g_00520
OG0000236	Praq.g_00544	Prau.g_00534
OG0000237	Praq.g_01096	Prau.g_00547
OG0000238	Praq.g_01090	Prau.g_00553
OG0000239	Praq.g_01077	Prau.g_00565
OG0000240	Praq.g_01076	Prau.g_00566
OG0000241	Praq.g_01072	Prau.g_00570
OG0000242	Praq.g_01070	Prau.g_00572
OG0000243	Praq.g_01059	Prau.g_00583
OG0000244	Praq.g_01056	Prau.g_00586
OG0000245	Praq.g_01054	Prau.g_00588
OG0000246	Praq.g_01050	Prau.g_00592
OG0000247	Praq.g_01040	Prau.g_00602
OG0000248	Praq.g_01038	Prau.g_00604
OG0000249	Praq.g_01036	Prau.g_00606
OG0000250	Praq.g_01031	Prau.g_00611
OG0000251	Praq.g_01012	Prau.g_00629
OG0000252	Praq.g_01008	Prau.g_00632
OG0000253	Praq.g_01007	Prau.g_00633
OG0000254	Praq.g_00991	Prau.g_00649
OG0000255	Praq.g_00985	Prau.g_00655
OG0000256	Praq.g_00975	Prau.g_00667
OG0000257	Praq.g_00972	Prau.g_00670
OG0000258	Praq.g_00959	Prau.g_00683
OG0000259	Praq.g_00789	Prau.g_00700
OG0000260	Praq.g_00792	Prau.g_00703
OG0000261	Praq.g_00794	Prau.g_00705
OG0000262	Praq.g_00798	Prau.g_00709
OG0000263	Praq.g_00810	Prau.g_00721
OG0000264	Praq.g_00820	Prau.g_00731
OG0000265	Praq.g_00583	Prau.g_00755
OG0000266	Praq.g_00593	Prau.g_00765
OG0000267	Praq.g_00604	Prau.g_00776
OG0000268	Praq.g_00605	Prau.g_00777
OG0000269	Praq.g_00665	Prau.g_00849
OG0000270	Praq.g_00668	Prau.g_00852
OG0000271	Praq.g_00676	Prau.g_00860
OG0000272	Praq.g_00677	Prau.g_00861
OG0000273	Praq.g_01428	Prau.g_00884
OG0000274	Praq.g_01429	Prau.g_00885
OG0000275	Praq.g_01431	Prau.g_00887
OG0000276	Praq.g_01436	Prau.g_00892
OG0000277	Praq.g_01437	Prau.g_00893
OG0000278	Praq.g_01440	Prau.g_00896
OG0000279	Praq.g_01447	Prau.g_00904
OG0000280	Praq.g_01448	Prau.g_00905
OG0000281	Praq.g_01454	Prau.g_00910
OG0000282	Praq.g_01492	Prau.g_00958
OG0000283	Praq.g_01525	Prau.g_00992
OG0000284	Praq.g_01530	Prau.g_00997
OG0000285	Praq.g_01535	Prau.g_01002
OG0000286	Praq.g_01547	Prau.g_01014
OG0000287	Praq.g_01564	Prau.g_01031
OG0000288	Praq.g_01592	Prau.g_01062
OG0000289	Praq.g_01603	Prau.g_01073
OG0000290	Praq.g_01616	Prau.g_01086
OG0000291	Praq.g_01618	Prau.g_01088
OG0000292	Praq.g_01667	Prau.g_01136
OG0000293	Praq.g_01324	Prau.g_01198
OG0000294	Praq.g_01325	Prau.g_01199
OG0000295	Praq.g_01345	Prau.g_01218
OG0000296	Praq.g_01347	Prau.g_01220
OG0000297	Praq.g_01355	Prau.g_01228
OG0000298	Praq.g_01356	Prau.g_01229
OG0000299	Praq.g_01373	Prau.g_01246
OG0000300	Praq.g_01376	Prau.g_01249
OG0000301	Praq.g_01377	Prau.g_01250
OG0000302	Praq.g_01379	Prau.g_01252
OG0000303	Praq.g_01386	Prau.g_01259
OG0000304	Praq.g_01390	Prau.g_01263
OG0000305	Praq.g_00167	Prau.g_01401
OG0000306	Praq.g_00170	Prau.g_01404
OG0000307	Praq.g_00186	Prau.g_01418
OG0000308	Praq.g_00187	Prau.g_01419
OG0000309	Praq.g_00191	Prau.g_01423
OG0000310	Praq.g_00279	Prau.g_01513
OG0000311	Praq.g_00281	Prau.g_01515
OG0000312	Praq.g_00284	Prau.g_01518
OG0000313	Praq.g_00298	Prau.g_01535
OG0000314	Praq.g_00321	Prau.g_01558
OG0000315	Praq.g_00331	Prau.g_01568
OG0000316	Praq.g_00351	Prau.g_01588
OG0000317	Praq.g_01954, Praq.g_00499	Prau.g_01730
OG0000318	Praq.g_00496	Prau.g_01733
OG0000319	Praq.g_00483	Prau.g_01746
OG0000320	Praq.g_00481	Prau.g_01748
OG0000321	Praq.g_00480	Prau.g_01749
OG0000322	Praq.g_00479	Prau.g_01750
OG0000323	Praq.g_00470	Prau.g_01759
OG0000324	Praq.g_00444	Prau.g_01785
OG0000325	Praq.g_00950	Prau.g_01795
OG0000326	Praq.g_00944	Prau.g_01801
OG0000327	Praq.g_00920	Prau.g_01828
OG0000328	Praq.g_00919	Prau.g_01829
OG0000329	Praq.g_00902	Prau.g_01846
OG0000330	Praq.g_00901	Prau.g_01847
OG0000331	Praq.g_00900	Prau.g_01848
OG0000332	Praq.g_00886	Prau.g_01862
OG0000333	Praq.g_00884	Prau.g_01864
OG0000334	Praq.g_00876	Prau.g_01872
OG0000335	Praq.g_00872	Prau.g_01877
OG0000336	Praq.g_00868	Prau.g_01881
OG0000337	Praq.g_00735	Prau.g_01897
OG0000338	Praq.g_00736	Prau.g_01898
OG0000339	Praq.g_00740	Prau.g_01902
OG0000340	Praq.g_00748	Prau.g_01910
OG0000341	Praq.g_00750	Prau.g_01912
OG0000342	Praq.g_00751	Prau.g_01913
OG0000343	Praq.g_00752	Prau.g_01914
OG0000344	Praq.g_00755	Prau.g_01917
OG0000345	Praq.g_00760	Prau.g_01922
OG0000346	Praq.g_00764	Prau.g_01926
OG0000347	Praq.g_00683	Prau.g_01942
OG0000348	Praq.g_00692	Prau.g_01952
OG0000349	Praq.g_00709	Prau.g_01969
OG0000350	Praq.g_00392	Prau.g_01987
OG0000351	Praq.g_00409	Prau.g_02004
OG0000352	Praq.g_00410	Prau.g_02005
OG0000353	Praq.g_00425	Prau.g_02021
OG0000355	Praq.g_00427	Prau.g_00001
OG0000356	Praq.g_00428	Prau.g_00002
OG0000357	Praq.g_00429	Prau.g_00003
OG0000358	Praq.g_00433	Prau.g_00007
OG0000359	Praq.g_00434	Prau.g_00008
OG0000360	Praq.g_00435	Prau.g_00009
OG0000361	Praq.g_00436	Prau.g_00010
OG0000362	Praq.g_00438	Prau.g_00012
OG0000363	Praq.g_01217	Prau.g_00014
OG0000364	Praq.g_01218	Prau.g_00015
OG0000365	Praq.g_01223	Prau.g_00020
OG0000366	Praq.g_01224	Prau.g_00021
OG0000367	Praq.g_01225	Prau.g_00022
OG0000368	Praq.g_01227	Prau.g_00024
OG0000369	Praq.g_01228	Prau.g_00025
OG0000370	Praq.g_01229	Prau.g_00026
OG0000371	Praq.g_01235	Prau.g_00031
OG0000372	Praq.g_01239	Prau.g_00034
OG0000373	Praq.g_01240	Prau.g_00035
OG0000374	Praq.g_01241	Prau.g_00036
OG0000375	Praq.g_01255	Prau.g_00047
OG0000376	Praq.g_01257	Prau.g_00049
OG0000377	Praq.g_01261	Prau.g_00053
OG0000378	Praq.g_01263	Prau.g_00055
OG0000379	Praq.g_01266	Prau.g_00058
OG0000380	Praq.g_01937	Prau.g_00068
OG0000381	Praq.g_01933	Prau.g_00072
OG0000382	Praq.g_01922	Prau.g_00082
OG0000383	Praq.g_01920	Prau.g_00084
OG0000384	Praq.g_01919	Prau.g_00085
OG0000385	Praq.g_01918	Prau.g_00086
OG0000386	Praq.g_01917	Prau.g_00087
OG0000387	Praq.g_01904	Prau.g_00100
OG0000388	Praq.g_01901	Prau.g_00103
OG0000389	Praq.g_01897	Prau.g_00107
OG0000390	Praq.g_01890	Prau.g_00114
OG0000391	Praq.g_01887	Prau.g_00117
OG0000392	Praq.g_01883	Prau.g_00121
OG0000393	Praq.g_01881	Prau.g_00123
OG0000394	Praq.g_01880	Prau.g_00124
OG0000395	Praq.g_01879	Prau.g_00125
OG0000396	Praq.g_01876	Prau.g_00128
OG0000397	Praq.g_01874	Prau.g_00130
OG0000398	Praq.g_01872	Prau.g_00132
OG0000399	Praq.g_01871	Prau.g_00133
OG0000400	Praq.g_01870	Prau.g_00134
OG0000401	Praq.g_01869	Prau.g_00135
OG0000402	Praq.g_01867	Prau.g_00137
OG0000403	Praq.g_01866	Prau.g_00138
OG0000404	Praq.g_01865	Prau.g_00139
OG0000405	Praq.g_01861	Prau.g_00143
OG0000406	Praq.g_01855	Prau.g_00148
OG0000407	Praq.g_01854	Prau.g_00149
OG0000408	Praq.g_01852	Prau.g_00151
OG0000409	Praq.g_01850	Prau.g_00153
OG0000410	Praq.g_01849	Prau.g_00154
OG0000411	Praq.g_01848	Prau.g_00155
OG0000412	Praq.g_01847	Prau.g_00156
OG0000413	Praq.g_01846	Prau.g_00157
OG0000414	Praq.g_01845	Prau.g_00158
OG0000415	Praq.g_01844	Prau.g_00159
OG0000416	Praq.g_01843	Prau.g_00160
OG0000417	Praq.g_01842	Prau.g_00161
OG0000418	Praq.g_01837	Prau.g_00166
OG0000419	Praq.g_01835	Prau.g_00168
OG0000420	Praq.g_01834	Prau.g_00169
OG0000421	Praq.g_01829	Prau.g_00174
OG0000422	Praq.g_01828	Prau.g_00175
OG0000423	Praq.g_01827	Prau.g_00176
OG0000424	Praq.g_01826	Prau.g_00177
OG0000425	Praq.g_01825	Prau.g_00178
OG0000426	Praq.g_01824	Prau.g_00179
OG0000427	Praq.g_01823	Prau.g_00180
OG0000428	Praq.g_01821	Prau.g_00182
OG0000429	Praq.g_01820	Prau.g_00183
OG0000430	Praq.g_01819	Prau.g_00184
OG0000431	Praq.g_01817	Prau.g_00186
OG0000432	Praq.g_01814	Prau.g_00189
OG0000433	Praq.g_01813	Prau.g_00190
OG0000434	Praq.g_01812	Prau.g_00191
OG0000435	Praq.g_01811	Prau.g_00192
OG0000436	Praq.g_01806	Prau.g_00197
OG0000437	Praq.g_01805	Prau.g_00198
OG0000438	Praq.g_01804	Prau.g_00199
OG0000439	Praq.g_01802	Prau.g_00201
OG0000440	Praq.g_01801	Prau.g_00202
OG0000441	Praq.g_01798	Prau.g_00205
OG0000442	Praq.g_01797	Prau.g_00206
OG0000443	Praq.g_01796	Prau.g_00207
OG0000444	Praq.g_01791	Prau.g_00212
OG0000445	Praq.g_01790	Prau.g_00213
OG0000446	Praq.g_01789	Prau.g_00214
OG0000447	Praq.g_01788	Prau.g_00215
OG0000448	Praq.g_01787	Prau.g_00216
OG0000449	Praq.g_01786	Prau.g_00217
OG0000450	Praq.g_01785	Prau.g_00218
OG0000451	Praq.g_01784	Prau.g_00219
OG0000452	Praq.g_01781	Prau.g_00222
OG0000453	Praq.g_01780	Prau.g_00223
OG0000454	Praq.g_01779	Prau.g_00224
OG0000455	Praq.g_01778	Prau.g_00225
OG0000456	Praq.g_01777	Prau.g_00226
OG0000457	Praq.g_01776	Prau.g_00227
OG0000458	Praq.g_01775	Prau.g_00228
OG0000459	Praq.g_01774	Prau.g_00229
OG0000460	Praq.g_01767	Prau.g_00236
OG0000461	Praq.g_01760	Prau.g_00244
OG0000462	Praq.g_01758	Prau.g_00246
OG0000463	Praq.g_01757	Prau.g_00247
OG0000464	Praq.g_01756	Prau.g_00248
OG0000465	Praq.g_01755	Prau.g_00249
OG0000466	Praq.g_01752	Prau.g_00252
OG0000467	Praq.g_01751	Prau.g_00253
OG0000468	Praq.g_01750	Prau.g_00255
OG0000469	Praq.g_01741	Prau.g_00264
OG0000470	Praq.g_01739	Prau.g_00266
OG0000471	Praq.g_01738	Prau.g_00267
OG0000472	Praq.g_01737	Prau.g_00268
OG0000473	Praq.g_01735	Prau.g_00270
OG0000474	Praq.g_01734	Prau.g_00271
OG0000475	Praq.g_01733	Prau.g_00272
OG0000476	Praq.g_01732	Prau.g_00273
OG0000477	Praq.g_01728	Prau.g_00277
OG0000478	Praq.g_01727	Prau.g_00278
OG0000479	Praq.g_01726	Prau.g_00279
OG0000480	Praq.g_01721	Prau.g_00284
OG0000481	Praq.g_01718	Prau.g_00286
OG0000482	Praq.g_01717	Prau.g_00287
OG0000483	Praq.g_01714	Prau.g_00290
OG0000484	Praq.g_01713	Prau.g_00291
OG0000485	Praq.g_01712	Prau.g_00292
OG0000486	Praq.g_01711	Prau.g_00293
OG0000487	Praq.g_01707	Prau.g_00297
OG0000488	Praq.g_01704	Prau.g_00300
OG0000489	Praq.g_01699	Prau.g_00305
OG0000490	Praq.g_01694	Prau.g_00310
OG0000491	Praq.g_01693	Prau.g_00311
OG0000492	Praq.g_01691	Prau.g_00313
OG0000493	Praq.g_01690	Prau.g_00314
OG0000494	Praq.g_01689	Prau.g_00315
OG0000495	Praq.g_01688	Prau.g_00316
OG0000496	Praq.g_01687	Prau.g_00317
OG0000497	Praq.g_01686	Prau.g_00318
OG0000498	Praq.g_01685	Prau.g_00319
OG0000499	Praq.g_01684	Prau.g_00320
OG0000500	Praq.g_01683	Prau.g_00321
OG0000501	Praq.g_01681	Prau.g_00323
OG0000502	Praq.g_01678	Prau.g_00326
OG0000503	Praq.g_01211	Prau.g_00336
OG0000504	Praq.g_01210	Prau.g_00337
OG0000505	Praq.g_01209	Prau.g_00338
OG0000506	Praq.g_01207	Prau.g_00340
OG0000507	Praq.g_01204	Prau.g_00343
OG0000508	Praq.g_01200	Prau.g_00347
OG0000509	Praq.g_01198	Prau.g_00349
OG0000510	Praq.g_01197	Prau.g_00350
OG0000511	Praq.g_01196	Prau.g_00351
OG0000512	Praq.g_01194	Prau.g_00353
OG0000513	Praq.g_01186	Prau.g_00360
OG0000514	Praq.g_01126	Prau.g_00472
OG0000515	Praq.g_01125	Prau.g_00473
OG0000516	Praq.g_01124	Prau.g_00474
OG0000517	Praq.g_01122	Prau.g_00476
OG0000518	Praq.g_01111	Prau.g_00487
OG0000519	Praq.g_01110	Prau.g_00488
OG0000520	Praq.g_01109	Prau.g_00489
OG0000521	Praq.g_00502	Prau.g_00494
OG0000522	Praq.g_00504	Prau.g_00496
OG0000523	Praq.g_00505	Prau.g_00497
OG0000524	Praq.g_00511	Prau.g_00503
OG0000525	Praq.g_00514	Prau.g_00506
OG0000526	Praq.g_00515	Prau.g_00507
OG0000527	Praq.g_00524	Prau.g_00514
OG0000528	Praq.g_00529	Prau.g_00519
OG0000529	Praq.g_00532	Prau.g_00522
OG0000530	Praq.g_00535	Prau.g_00525
OG0000531	Praq.g_00536	Prau.g_00526
OG0000532	Praq.g_00538	Prau.g_00528
OG0000533	Praq.g_00539	Prau.g_00529
OG0000534	Praq.g_00540	Prau.g_00530
OG0000535	Praq.g_00541	Prau.g_00531
OG0000536	Praq.g_00542	Prau.g_00532
OG0000537	Praq.g_00543	Prau.g_00533
OG0000538	Praq.g_01102	Prau.g_00541
OG0000539	Praq.g_01101	Prau.g_00542
OG0000540	Praq.g_01100	Prau.g_00543
OG0000541	Praq.g_01099	Prau.g_00544
OG0000542	Praq.g_01097	Prau.g_00546
OG0000543	Praq.g_01095	Prau.g_00548
OG0000544	Praq.g_01094	Prau.g_00549
OG0000545	Praq.g_01092	Prau.g_00551
OG0000546	Praq.g_01089	Prau.g_00554
OG0000547	Praq.g_01087	Prau.g_00556
OG0000548	Praq.g_01086	Prau.g_00557
OG0000549	Praq.g_01084	Prau.g_00559
OG0000550	Praq.g_01079	Prau.g_00564
OG0000551	Praq.g_01075	Prau.g_00567
OG0000552	Praq.g_01074	Prau.g_00568
OG0000553	Praq.g_01073	Prau.g_00569
OG0000554	Praq.g_01068	Prau.g_00574
OG0000555	Praq.g_01060	Prau.g_00582
OG0000556	Praq.g_01058	Prau.g_00584
