Orthogroup	Prat	Syaj
OG0000209	Prat.g_00221	Syaj.g_02070
OG0000210	Prat.g_00222	Syaj.g_02071
OG0000211	Prat.g_00238	Syaj.g_02856
OG0000212	Prat.g_00246	Syaj.g_02881
OG0000213	Prat.g_00264	Syaj.g_02601
OG0000214	Prat.g_00274	Syaj.g_02582
OG0000215	Prat.g_00300	Syaj.g_02551
OG0000216	Prat.g_00302	Syaj.g_02547
OG0000217	Prat.g_00305	Syaj.g_02543
OG0000218	Prat.g_00307	Syaj.g_02541
OG0000219	Prat.g_00308	Syaj.g_02540
OG0000220	Prat.g_00309	Syaj.g_02539
OG0000221	Prat.g_00310	Syaj.g_02530
OG0000222	Prat.g_00317	Syaj.g_02516
OG0000223	Prat.g_00330	Syaj.g_02494
OG0000224	Prat.g_00332	Syaj.g_02487
OG0000225	Prat.g_00360	Syaj.g_02821
OG0000226	Prat.g_00364	Syaj.g_02825
OG0000227	Prat.g_00366	Syaj.g_02827
OG0000228	Prat.g_00369	Syaj.g_02828
OG0000229	Prat.g_00396	Syaj.g_01555
OG0000230	Prat.g_00398	Syaj.g_01553
OG0000231	Prat.g_00411	Syaj.g_01541
OG0000232	Prat.g_00419	Syaj.g_01497
OG0000233	Prat.g_00426	Syaj.g_01481
OG0000234	Prat.g_00435	Syaj.g_01442
OG0000235	Prat.g_00439	Syaj.g_00071
OG0000236	Prat.g_00454	Syaj.g_00086
OG0000237	Prat.g_00469	Syaj.g_00103
OG0000238	Prat.g_00475	Syaj.g_00108
OG0000239	Prat.g_00487	Syaj.g_00125
OG0000240	Prat.g_00488	Syaj.g_00126
OG0000241	Prat.g_00492	Syaj.g_01291
OG0000242	Prat.g_00494	Syaj.g_00142
OG0000243	Prat.g_00504	Syaj.g_00164
OG0000244	Prat.g_00507	Syaj.g_00180
OG0000245	Prat.g_00509	Syaj.g_00182
OG0000246	Prat.g_00514, Prat.g_00513	Syaj.g_00186
OG0000247	Prat.g_00525	Syaj.g_00197
OG0000248	Prat.g_00528	Syaj.g_00200
OG0000249	Prat.g_00530	Syaj.g_00202
OG0000250	Prat.g_00536	Syaj.g_00211
OG0000251	Prat.g_00553	Syaj.g_00237
OG0000252	Prat.g_00556	Syaj.g_00243
OG0000253	Prat.g_00557	Syaj.g_00245
OG0000254	Prat.g_00574	Syaj.g_01335
OG0000255	Prat.g_00581	Syaj.g_01315
OG0000256	Prat.g_00591	Syaj.g_01297
OG0000257	Prat.g_01097	Syaj.g_01292
OG0000258	Prat.g_01081	Syaj.g_01274
OG0000259	Prat.g_01064	Syaj.g_00707
OG0000260	Prat.g_01061	Syaj.g_00712
OG0000261	Prat.g_01058	Syaj.g_00715
OG0000262	Prat.g_01054	Syaj.g_00720
OG0000263	Prat.g_00754	Syaj.g_00605
OG0000264	Prat.g_00765	Syaj.g_00485
OG0000265	Prat.g_00788	Syaj.g_00510
OG0000266	Prat.g_00801	Syaj.g_00946
OG0000267	Prat.g_00814	Syaj.g_00770
OG0000268	Prat.g_00815	Syaj.g_00771
OG0000269	Prat.g_01042	Syaj.g_01031
OG0000270	Prat.g_01039	Syaj.g_01025
OG0000271	Prat.g_01031	Syaj.g_01017
OG0000272	Prat.g_01030	Syaj.g_01016
OG0000273	Prat.g_01007	Syaj.g_00389
OG0000274	Prat.g_01006	Syaj.g_00388
OG0000275	Prat.g_01004	Syaj.g_00384
OG0000276	Prat.g_00999	Syaj.g_00377
OG0000277	Prat.g_00998	Syaj.g_00376
OG0000278	Prat.g_00995	Syaj.g_00373
OG0000279	Prat.g_00988	Syaj.g_00357
OG0000280	Prat.g_00987	Syaj.g_00348
OG0000281	Prat.g_00980	Syaj.g_02670
OG0000282	Prat.g_00718	Syaj.g_00743
OG0000283	Prat.g_00868	Syaj.g_00790
OG0000284	Prat.g_00873	Syaj.g_00930
OG0000285	Prat.g_00879	Syaj.g_00917
OG0000286	Prat.g_00895	Syaj.g_00899
OG0000287	Prat.g_00912	Syaj.g_00849
OG0000288	Prat.g_00933	Syaj.g_00815
OG0000289	Prat.g_00948	Syaj.g_00800
OG0000290	Prat.g_00962	Syaj.g_00424
OG0000291	Prat.g_00964	Syaj.g_00426
OG0000292	Prat.g_01208	Syaj.g_02255
OG0000293	Prat.g_01165	Syaj.g_00290
OG0000294	Prat.g_01164	Syaj.g_00291
OG0000295	Prat.g_01142	Syaj.g_00330
OG0000296	Prat.g_01140	Syaj.g_00332
OG0000297	Prat.g_01131	Syaj.g_00639
OG0000298	Prat.g_01130	Syaj.g_00638
OG0000299	Prat.g_01112	Syaj.g_00592
OG0000300	Prat.g_01108	Syaj.g_00586
OG0000301	Prat.g_01107	Syaj.g_00585
OG0000302	Prat.g_01105	Syaj.g_00582
OG0000303	Prat.g_01099	Syaj.g_00572
OG0000304	Prat.g_00595	Syaj.g_00566
OG0000305	Prat.g_01200	Syaj.g_00429
OG0000306	Prat.g_00976	Syaj.g_01126
OG0000307	Prat.g_01300	Syaj.g_00051
OG0000308	Prat.g_01301	Syaj.g_00049
OG0000309	Prat.g_01305	Syaj.g_00044
OG0000310	Prat.g_01336	Syaj.g_01358
OG0000311	Prat.g_01338	Syaj.g_01362
OG0000312	Prat.g_01341	Syaj.g_01368
OG0000313	Prat.g_01357	Syaj.g_01386
OG0000314	Prat.g_01382	Syaj.g_01420
OG0000315	Prat.g_01392	Syaj.g_01430
OG0000316	Prat.g_01420	Syaj.g_01664
OG0000317	Prat.g_01589	Syaj.g_01715
OG0000318	Prat.g_01593	Syaj.g_01722
OG0000319	Prat.g_01605	Syaj.g_01741
OG0000320	Prat.g_01607	Syaj.g_01743
OG0000321	Prat.g_01608	Syaj.g_01744
OG0000322	Prat.g_01609	Syaj.g_01745
OG0000323	Prat.g_01618	Syaj.g_01760
OG0000324	Prat.g_01647	Syaj.g_01609
OG0000325	Prat.g_01657	Syaj.g_02638
OG0000326	Prat.g_01664	Syaj.g_02645
OG0000327	Prat.g_01685	Syaj.g_02693
OG0000328	Prat.g_01686	Syaj.g_02694
OG0000329	Prat.g_01703	Syaj.g_02712
OG0000330	Prat.g_01704	Syaj.g_02713
OG0000331	Prat.g_01705	Syaj.g_02714
OG0000332	Prat.g_01718	Syaj.g_02729
OG0000333	Prat.g_01720	Syaj.g_02732
OG0000334	Prat.g_01729	Syaj.g_02741
OG0000335	Prat.g_01734	Syaj.g_02746
OG0000336	Prat.g_01738	Syaj.g_02750
OG0000337	Prat.g_01756	Syaj.g_02466
OG0000338	Prat.g_01757	Syaj.g_02462
OG0000339	Prat.g_01762	Syaj.g_02455
OG0000340	Prat.g_01771	Syaj.g_02443
OG0000341	Prat.g_01773	Syaj.g_02441
OG0000342	Prat.g_01775	Syaj.g_02440
OG0000343	Prat.g_01776	Syaj.g_02437
OG0000344	Prat.g_01779	Syaj.g_02433
OG0000345	Prat.g_01785	Syaj.g_02421
OG0000346	Prat.g_01789	Syaj.g_02416
OG0000347	Prat.g_01806	Syaj.g_02383
OG0000348	Prat.g_01814	Syaj.g_02333
OG0000349	Prat.g_01832	Syaj.g_02314
OG0000350	Prat.g_01853	Syaj.g_02652
OG0000351	Prat.g_01873	Syaj.g_02234
OG0000352	Prat.g_01874	Syaj.g_02235
OG0000353	Prat.g_01892	Syaj.g_02261
OG0000354	Prat.g_00845	Syaj.g_00114, Syaj.g_02281
OG0000355	Prat.g_00001	Syaj.g_02263
OG0000356	Prat.g_00002	Syaj.g_02264
OG0000357	Prat.g_00003	Syaj.g_02265
OG0000358	Prat.g_00007	Syaj.g_02269
OG0000359	Prat.g_00008	Syaj.g_02271
OG0000360	Prat.g_00009	Syaj.g_02272
OG0000361	Prat.g_00010	Syaj.g_02273
OG0000362	Prat.g_00013	Syaj.g_02275
OG0000363	Prat.g_00015	Syaj.g_02277
OG0000364	Prat.g_00016	Syaj.g_02278
OG0000365	Prat.g_00021	Syaj.g_02287
OG0000366	Prat.g_00022	Syaj.g_02288
OG0000367	Prat.g_00023	Syaj.g_02289
OG0000368	Prat.g_00025	Syaj.g_02291
OG0000369	Prat.g_00026	Syaj.g_02292
OG0000370	Prat.g_00027	Syaj.g_02293
OG0000371	Prat.g_00034	Syaj.g_02301
OG0000372	Prat.g_00036	Syaj.g_02307
OG0000373	Prat.g_00037	Syaj.g_02308
OG0000374	Prat.g_00038	Syaj.g_02309
OG0000375	Prat.g_00042	Syaj.g_02310
OG0000376	Prat.g_00044	Syaj.g_02312
OG0000377	Prat.g_00048	Syaj.g_02105
OG0000378	Prat.g_00052	Syaj.g_02091
OG0000379	Prat.g_00055	Syaj.g_02086
OG0000380	Prat.g_00062	Syaj.g_01815
OG0000381	Prat.g_00067	Syaj.g_01819
OG0000382	Prat.g_00079	Syaj.g_01836
OG0000383	Prat.g_00081	Syaj.g_01839
OG0000384	Prat.g_00082	Syaj.g_01840
OG0000385	Prat.g_00083	Syaj.g_01841
OG0000386	Prat.g_00084	Syaj.g_01842
OG0000387	Prat.g_00096	Syaj.g_01878
OG0000388	Prat.g_00100	Syaj.g_01882
OG0000389	Prat.g_00103	Syaj.g_01886
OG0000390	Prat.g_00112	Syaj.g_01904
OG0000391	Prat.g_00115	Syaj.g_01909
OG0000392	Prat.g_00118	Syaj.g_01918
OG0000393	Prat.g_00122	Syaj.g_01922
OG0000394	Prat.g_00123	Syaj.g_01923
OG0000395	Prat.g_00124	Syaj.g_01924
OG0000396	Prat.g_00126	Syaj.g_01928
OG0000397	Prat.g_00128	Syaj.g_01930
OG0000398	Prat.g_00131	Syaj.g_01935
OG0000399	Prat.g_00132	Syaj.g_01936
OG0000400	Prat.g_00133	Syaj.g_01937
OG0000401	Prat.g_00134	Syaj.g_01938
OG0000402	Prat.g_00601	Syaj.g_01940
OG0000403	Prat.g_00136	Syaj.g_01941
OG0000404	Prat.g_00137	Syaj.g_01943
OG0000405	Prat.g_00141	Syaj.g_01961
OG0000406	Prat.g_00146	Syaj.g_01966
OG0000407	Prat.g_00147	Syaj.g_01967
OG0000408	Prat.g_00149	Syaj.g_01970
OG0000409	Prat.g_00151	Syaj.g_01972
OG0000410	Prat.g_00152	Syaj.g_01973
OG0000411	Prat.g_00153	Syaj.g_01974
OG0000412	Prat.g_00154	Syaj.g_01975
OG0000413	Prat.g_00156	Syaj.g_01977
OG0000415	Prat.g_00158	Syaj.g_01978
OG0000416	Prat.g_00159	Syaj.g_01979
OG0000417	Prat.g_00160	Syaj.g_01980
OG0000418	Prat.g_00165	Syaj.g_01985
OG0000419	Prat.g_00167	Syaj.g_01987
OG0000420	Prat.g_00169	Syaj.g_01989
OG0000421	Prat.g_00174	Syaj.g_01994
OG0000422	Prat.g_00175	Syaj.g_01995
OG0000423	Prat.g_00176	Syaj.g_01996
OG0000424	Prat.g_00177	Syaj.g_01997
OG0000425	Prat.g_00178	Syaj.g_01998
OG0000426	Prat.g_00179	Syaj.g_01999
OG0000427	Prat.g_00180	Syaj.g_02000
OG0000428	Prat.g_00182	Syaj.g_02003
OG0000429	Prat.g_00183	Syaj.g_02005
OG0000430	Prat.g_00184	Syaj.g_02007
OG0000431	Prat.g_00186	Syaj.g_02010
OG0000432	Prat.g_00190	Syaj.g_02017
OG0000433	Prat.g_00191	Syaj.g_02020
OG0000434	Prat.g_00192	Syaj.g_02021
OG0000435	Prat.g_00193	Syaj.g_02023
OG0000436	Prat.g_00198	Syaj.g_02029
OG0000437	Prat.g_00199	Syaj.g_02030
OG0000438	Prat.g_00200	Syaj.g_02031
OG0000439	Prat.g_00202	Syaj.g_02033
OG0000440	Prat.g_00203	Syaj.g_02034
OG0000441	Prat.g_00206	Syaj.g_02038
OG0000442	Prat.g_00207	Syaj.g_02039
OG0000443	Prat.g_00208	Syaj.g_02040
OG0000444	Prat.g_00213	Syaj.g_02052
OG0000445	Prat.g_00214	Syaj.g_02053
OG0000446	Prat.g_00215	Syaj.g_02055
OG0000447	Prat.g_00216	Syaj.g_02058
OG0000448	Prat.g_00217	Syaj.g_02059
OG0000449	Prat.g_00218	Syaj.g_02060
OG0000450	Prat.g_00219	Syaj.g_02067
OG0000451	Prat.g_00220	Syaj.g_02068
OG0000452	Prat.g_00223	Syaj.g_02072
OG0000453	Prat.g_00224	Syaj.g_02073
OG0000454	Prat.g_00225	Syaj.g_02074
OG0000455	Prat.g_00226	Syaj.g_02075
OG0000456	Prat.g_00227	Syaj.g_02076
OG0000457	Prat.g_00229	Syaj.g_02078
OG0000458	Prat.g_00230	Syaj.g_02079
OG0000459	Prat.g_00231	Syaj.g_02080
OG0000460	Prat.g_00240	Syaj.g_02858
OG0000461	Prat.g_00249	Syaj.g_02623
OG0000462	Prat.g_00250	Syaj.g_02620
OG0000463	Prat.g_00251	Syaj.g_02619
OG0000464	Prat.g_00252	Syaj.g_02618
OG0000465	Prat.g_00253	Syaj.g_02617
OG0000466	Prat.g_00256	Syaj.g_02612
OG0000467	Prat.g_00257	Syaj.g_02610
OG0000468	Prat.g_00260	Syaj.g_02605
OG0000469	Prat.g_00269	Syaj.g_02590
OG0000470	Prat.g_00271	Syaj.g_02586
OG0000471	Prat.g_00272	Syaj.g_02585
OG0000472	Prat.g_00273	Syaj.g_02583
OG0000473	Prat.g_00275	Syaj.g_02581
OG0000474	Prat.g_00276	Syaj.g_02580
OG0000475	Prat.g_00277	Syaj.g_02579
OG0000476	Prat.g_00279	Syaj.g_02577
OG0000477	Prat.g_00282	Syaj.g_02571
OG0000478	Prat.g_00283	Syaj.g_02570
OG0000479	Prat.g_00284	Syaj.g_02569
OG0000480	Prat.g_00290	Syaj.g_02562
OG0000481	Prat.g_00292	Syaj.g_02560
OG0000482	Prat.g_00293	Syaj.g_02559
OG0000483	Prat.g_00296	Syaj.g_02555
OG0000484	Prat.g_00297	Syaj.g_02554
OG0000485	Prat.g_00298	Syaj.g_02553
OG0000486	Prat.g_00299	Syaj.g_02552
OG0000487	Prat.g_00303	Syaj.g_02546
OG0000488	Prat.g_00306	Syaj.g_02542
OG0000489	Prat.g_00311	Syaj.g_02529
OG0000490	Prat.g_00315	Syaj.g_02519
OG0000491	Prat.g_00316	Syaj.g_02517
OG0000492	Prat.g_00318	Syaj.g_02515
OG0000493	Prat.g_00319	Syaj.g_02514
OG0000494	Prat.g_00320	Syaj.g_02513
OG0000495	Prat.g_00321	Syaj.g_02512
OG0000496	Prat.g_00322	Syaj.g_02511
OG0000497	Prat.g_00323	Syaj.g_02510
OG0000498	Prat.g_00324	Syaj.g_02509
OG0000499	Prat.g_00325	Syaj.g_02508
OG0000500	Prat.g_00326	Syaj.g_02507
OG0000501	Prat.g_00328	Syaj.g_02504
OG0000502	Prat.g_00331	Syaj.g_02492
OG0000503	Prat.g_00348	Syaj.g_02805
OG0000504	Prat.g_00350	Syaj.g_02807
OG0000505	Prat.g_00351	Syaj.g_02808
OG0000506	Prat.g_00352	Syaj.g_02810
OG0000507	Prat.g_00355	Syaj.g_02816
OG0000508	Prat.g_00359	Syaj.g_02820
OG0000509	Prat.g_00361	Syaj.g_02822
OG0000510	Prat.g_00362	Syaj.g_02823
OG0000511	Prat.g_00363	Syaj.g_02824
OG0000512	Prat.g_00365	Syaj.g_02826
OG0000513	Prat.g_00373	Syaj.g_02833
OG0000514	Prat.g_00390	Syaj.g_02839
OG0000515	Prat.g_00391	Syaj.g_02840
OG0000516	Prat.g_00392	Syaj.g_01561
OG0000517	Prat.g_00395	Syaj.g_01556
OG0000518	Prat.g_00407	Syaj.g_01544
OG0000519	Prat.g_00408	Syaj.g_01543
OG0000520	Prat.g_00410	Syaj.g_01542
OG0000521	Prat.g_00415	Syaj.g_00271
OG0000522	Prat.g_00417	Syaj.g_00273
OG0000523	Prat.g_00418	Syaj.g_00274
OG0000524	Prat.g_00424	Syaj.g_01485
OG0000525	Prat.g_00428	Syaj.g_01454
OG0000526	Prat.g_00429	Syaj.g_01451
OG0000527	Prat.g_00432	Syaj.g_01446
OG0000528	Prat.g_00438	Syaj.g_00065
OG0000529	Prat.g_00441	Syaj.g_00073
OG0000530	Prat.g_00444	Syaj.g_00076
OG0000531	Prat.g_00445	Syaj.g_00077
OG0000532	Prat.g_00447	Syaj.g_00080
OG0000533	Prat.g_00448	Syaj.g_00081
OG0000534	Prat.g_00449	Syaj.g_00082
OG0000535	Prat.g_00450	Syaj.g_00083
OG0000536	Prat.g_00451	Syaj.g_00084
OG0000537	Prat.g_00453	Syaj.g_00085
OG0000538	Prat.g_00463	Syaj.g_00096
OG0000539	Prat.g_00464	Syaj.g_00097
OG0000540	Prat.g_00465	Syaj.g_00098
OG0000541	Prat.g_00466	Syaj.g_00099
OG0000542	Prat.g_00468	Syaj.g_00102
OG0000543	Prat.g_00470	Syaj.g_00104
OG0000544	Prat.g_00471	Syaj.g_00105
OG0000545	Prat.g_00473	Syaj.g_00107
OG0000546	Prat.g_00476	Syaj.g_00109
OG0000547	Prat.g_00478	Syaj.g_00111
OG0000548	Prat.g_00479	Syaj.g_00112
