Orthogroup	Prat	Syat
OG0000170	Prat.g_01784	Syat.g_02201
OG0000171	Prat.g_01804	Syat.g_02230
OG0000172	Prat.g_01811	Syat.g_02260
OG0000173	Prat.g_01826	Syat.g_02284
OG0000174	Prat.g_01858	Syat.g_02504
OG0000175	Prat.g_01870	Syat.g_02416
OG0000176	Prat.g_00004	Syat.g_02372
OG0000177	Prat.g_00005	Syat.g_02338
OG0000178	Prat.g_00006	Syat.g_02337
OG0000179	Prat.g_00017	Syat.g_02322
OG0000180	Prat.g_00018	Syat.g_02321
OG0000181	Prat.g_00019	Syat.g_02320
OG0000182	Prat.g_00020	Syat.g_02319
OG0000183	Prat.g_00024	Syat.g_02315
OG0000184	Prat.g_00051	Syat.g_02704
OG0000185	Prat.g_00054	Syat.g_02719
OG0000186	Prat.g_00060	Syat.g_01463
OG0000187	Prat.g_00061	Syat.g_01467
OG0000188	Prat.g_00080	Syat.g_01489
OG0000189	Prat.g_00093	Syat.g_00386, Syat.g_01557
OG0000190	Prat.g_00094	Syat.g_00330
OG0000191	Prat.g_00116	Syat.g_03344, Syat.g_02939
OG0000192	Prat.g_00121	Syat.g_02933
OG0000193	Prat.g_00145	Syat.g_02897
OG0000194	Prat.g_00148	Syat.g_02894
OG0000195	Prat.g_00150	Syat.g_02892
OG0000196	Prat.g_00161	Syat.g_02867
OG0000197	Prat.g_00162	Syat.g_02866
OG0000198	Prat.g_00163	Syat.g_02865
OG0000199	Prat.g_00171	Syat.g_02857
OG0000200	Prat.g_00185	Syat.g_02840
OG0000201	Prat.g_00194	Syat.g_02821
OG0000202	Prat.g_00195	Syat.g_02820
OG0000203	Prat.g_00196	Syat.g_02819
OG0000204	Prat.g_00197	Syat.g_02818
OG0000205	Prat.g_00204	Syat.g_02809
OG0000206	Prat.g_00209	Syat.g_02785
OG0000207	Prat.g_00211	Syat.g_02778
OG0000208	Prat.g_00212	Syat.g_02777
OG0000209	Prat.g_00221	Syat.g_02735
OG0000210	Prat.g_00222	Syat.g_02734
OG0000211	Prat.g_00238	Syat.g_01452
OG0000212	Prat.g_00246	Syat.g_01442
OG0000213	Prat.g_00264	Syat.g_01889
OG0000214	Prat.g_00274	Syat.g_02042
OG0000215	Prat.g_00300	Syat.g_02075
OG0000216	Prat.g_00302	Syat.g_02079
OG0000217	Prat.g_00305	Syat.g_02085
OG0000218	Prat.g_00307	Syat.g_02087
OG0000219	Prat.g_00308	Syat.g_02088
OG0000220	Prat.g_00309	Syat.g_02089
OG0000221	Prat.g_00310	Syat.g_02095
OG0000222	Prat.g_00317	Syat.g_02109
OG0000223	Prat.g_00330	Syat.g_02570
OG0000224	Prat.g_00332	Syat.g_02139
OG0000225	Prat.g_00360	Syat.g_01595
OG0000226	Prat.g_00364	Syat.g_01588
OG0000228	Prat.g_00369	Syat.g_02952
OG0000229	Prat.g_00396	Syat.g_02970
OG0000230	Prat.g_00398	Syat.g_02972
OG0000231	Prat.g_00411	Syat.g_01283
OG0000232	Prat.g_00419	Syat.g_01313
OG0000233	Prat.g_00426	Syat.g_01407
OG0000234	Prat.g_00435	Syat.g_01369
OG0000235	Prat.g_00439	Syat.g_03169
OG0000236	Prat.g_00454	Syat.g_03186
OG0000237	Prat.g_00469	Syat.g_03214
OG0000238	Prat.g_00475	Syat.g_03219
OG0000239	Prat.g_00487	Syat.g_01105
OG0000240	Prat.g_00488	Syat.g_01104
OG0000241	Prat.g_00492	Syat.g_00111
OG0000242	Prat.g_00494	Syat.g_01077
OG0000243	Prat.g_00504	Syat.g_00092
OG0000244	Prat.g_00507	Syat.g_00082
OG0000245	Prat.g_00509	Syat.g_00080
OG0000246	Prat.g_00514, Prat.g_00513	Syat.g_00076
OG0000247	Prat.g_00525	Syat.g_00065
OG0000248	Prat.g_00528	Syat.g_00062
OG0000249	Prat.g_00530	Syat.g_00060
OG0000250	Prat.g_00536	Syat.g_00053
OG0000251	Prat.g_00553	Syat.g_00027
OG0000252	Prat.g_00556	Syat.g_00022
OG0000253	Prat.g_00557	Syat.g_00021
OG0000254	Prat.g_00574	Syat.g_03407
OG0000255	Prat.g_00581	Syat.g_02405
OG0000256	Prat.g_00591	Syat.g_03306
OG0000257	Prat.g_01097	Syat.g_00109
OG0000258	Prat.g_01081	Syat.g_00382
OG0000259	Prat.g_01064	Syat.g_00342
OG0000260	Prat.g_01061	Syat.g_00392
OG0000261	Prat.g_01058	Syat.g_00400
OG0000262	Prat.g_01054	Syat.g_00407
OG0000263	Prat.g_00754	Syat.g_00200
OG0000266	Prat.g_00801	Syat.g_00671
OG0000267	Prat.g_00814	Syat.g_00636
OG0000268	Prat.g_00815	Syat.g_00634
OG0000269	Prat.g_01042	Syat.g_00474, Syat.g_00126
OG0000270	Prat.g_01039	Syat.g_00477
OG0000271	Prat.g_01031	Syat.g_00485
OG0000272	Prat.g_01030	Syat.g_00486
OG0000273	Prat.g_01007	Syat.g_00520
OG0000274	Prat.g_01006	Syat.g_00521
OG0000275	Prat.g_01004	Syat.g_00718
OG0000276	Prat.g_00999	Syat.g_00725
OG0000277	Prat.g_00998	Syat.g_00738
OG0000278	Prat.g_00995	Syat.g_00741
OG0000279	Prat.g_00988	Syat.g_00755
OG0000280	Prat.g_00987	Syat.g_01669
OG0000281	Prat.g_00980	Syat.g_00960
OG0000282	Prat.g_00718	Syat.g_00431
OG0000283	Prat.g_00868	Syat.g_00620
OG0000284	Prat.g_00873	Syat.g_00614
OG0000285	Prat.g_00879	Syat.g_00607
OG0000286	Prat.g_00895	Syat.g_00579
OG0000287	Prat.g_00912	Syat.g_00550
OG0000288	Prat.g_00933	Syat.g_00709
OG0000289	Prat.g_00948	Syat.g_00695
OG0000290	Prat.g_00962	Syat.g_00805
OG0000291	Prat.g_00964	Syat.g_00807
OG0000292	Prat.g_01208	Syat.g_02388
OG0000293	Prat.g_01165	Syat.g_03241
OG0000294	Prat.g_01164	Syat.g_03248
OG0000295	Prat.g_01142	Syat.g_00297
OG0000296	Prat.g_01140	Syat.g_00295
OG0000297	Prat.g_01131	Syat.g_00226
OG0000298	Prat.g_01130	Syat.g_00225
OG0000299	Prat.g_01112	Syat.g_00910
OG0000300	Prat.g_01108	Syat.g_00904
OG0000301	Prat.g_01107	Syat.g_00903
OG0000302	Prat.g_01105	Syat.g_00901
OG0000303	Prat.g_01099	Syat.g_00892
OG0000304	Prat.g_00595	Syat.g_00885
OG0000305	Prat.g_01200	Syat.g_00809
OG0000306	Prat.g_00976	Syat.g_01704
OG0000307	Prat.g_01300	Syat.g_01304
OG0000308	Prat.g_01301	Syat.g_01306
OG0000309	Prat.g_01305	Syat.g_01417
OG0000310	Prat.g_01336	Syat.g_01246
OG0000311	Prat.g_01338	Syat.g_01242
OG0000312	Prat.g_01341	Syat.g_01237
OG0000313	Prat.g_01357	Syat.g_01183
OG0000314	Prat.g_01382	Syat.g_01341
OG0000315	Prat.g_01392	Syat.g_01351
OG0000316	Prat.g_01420	Syat.g_03082
OG0000317	Prat.g_01589	Syat.g_03120
OG0000318	Prat.g_01593	Syat.g_03125
OG0000319	Prat.g_01605	Syat.g_03055
OG0000320	Prat.g_01607	Syat.g_03053
OG0000321	Prat.g_01608	Syat.g_03052
OG0000322	Prat.g_01609	Syat.g_03051
OG0000323	Prat.g_01618	Syat.g_03038
OG0000324	Prat.g_01647	Syat.g_02998
OG0000325	Prat.g_01657	Syat.g_01861
OG0000326	Prat.g_01664	Syat.g_01854
OG0000327	Prat.g_01685	Syat.g_01827
OG0000328	Prat.g_01686	Syat.g_01826
OG0000329	Prat.g_01703	Syat.g_01808
OG0000330	Prat.g_01704	Syat.g_01807
OG0000331	Prat.g_01705	Syat.g_01806
OG0000332	Prat.g_01718	Syat.g_01790
OG0000333	Prat.g_01720	Syat.g_01787
OG0000334	Prat.g_01729	Syat.g_01657
OG0000335	Prat.g_01734	Syat.g_01652
OG0000336	Prat.g_01738	Syat.g_01648
OG0000337	Prat.g_01756	Syat.g_02144
OG0000338	Prat.g_01757	Syat.g_02146
OG0000339	Prat.g_01762	Syat.g_02155, Syat.g_01055
OG0000340	Prat.g_01771	Syat.g_02165
OG0000341	Prat.g_01773	Syat.g_02167
OG0000342	Prat.g_01775	Syat.g_02168
OG0000343	Prat.g_01776	Syat.g_02185
OG0000344	Prat.g_01779	Syat.g_02189
OG0000345	Prat.g_01785	Syat.g_02202
OG0000346	Prat.g_01789	Syat.g_02207
OG0000347	Prat.g_01806	Syat.g_02234
OG0000348	Prat.g_01814	Syat.g_02264
OG0000349	Prat.g_01832	Syat.g_02291
OG0000350	Prat.g_01853	Syat.g_01847
OG0000351	Prat.g_01873	Syat.g_02411
OG0000352	Prat.g_01874	Syat.g_02410
OG0000353	Prat.g_01892	Syat.g_00955, Syat.g_02377
OG0000354	Prat.g_00845	Syat.g_03225, Syat.g_02325
OG0000355	Prat.g_00001	Syat.g_02375
OG0000356	Prat.g_00002	Syat.g_02374
OG0000357	Prat.g_00003	Syat.g_02373
OG0000358	Prat.g_00007	Syat.g_02336
OG0000359	Prat.g_00008	Syat.g_02334
OG0000360	Prat.g_00009	Syat.g_02333
OG0000361	Prat.g_00010	Syat.g_02332
OG0000362	Prat.g_00013	Syat.g_02330
OG0000363	Prat.g_00015	Syat.g_02328
OG0000364	Prat.g_00016	Syat.g_03122
OG0000365	Prat.g_00021	Syat.g_02318
OG0000366	Prat.g_00022	Syat.g_02317
OG0000367	Prat.g_00023	Syat.g_02316
OG0000368	Prat.g_00025	Syat.g_02314
OG0000369	Prat.g_00026	Syat.g_02313
OG0000370	Prat.g_00027	Syat.g_02312
OG0000371	Prat.g_00034	Syat.g_02304
OG0000372	Prat.g_00036	Syat.g_02298
OG0000373	Prat.g_00037	Syat.g_02297
OG0000374	Prat.g_00038	Syat.g_02296
OG0000375	Prat.g_00042	Syat.g_02295
OG0000376	Prat.g_00044	Syat.g_02293
OG0000377	Prat.g_00048	Syat.g_02695
OG0000378	Prat.g_00052	Syat.g_02715
OG0000379	Prat.g_00055	Syat.g_02720
OG0000380	Prat.g_00062	Syat.g_01468
OG0000381	Prat.g_00067	Syat.g_01470
OG0000382	Prat.g_00079	Syat.g_01488
OG0000383	Prat.g_00081	Syat.g_01521
OG0000384	Prat.g_00082	Syat.g_01522
OG0000385	Prat.g_00083	Syat.g_01523
OG0000386	Prat.g_00084	Syat.g_01524
OG0000387	Prat.g_00096	Syat.g_01561
OG0000388	Prat.g_00100	Syat.g_01565
OG0000389	Prat.g_00103	Syat.g_01569
OG0000390	Prat.g_00112	Syat.g_02945
OG0000391	Prat.g_00115	Syat.g_02940
OG0000392	Prat.g_00118	Syat.g_02934
OG0000393	Prat.g_00122	Syat.g_02931
OG0000394	Prat.g_00123	Syat.g_02930
OG0000395	Prat.g_00124	Syat.g_02929
OG0000396	Prat.g_00126	Syat.g_02927
OG0000397	Prat.g_00128	Syat.g_02925
OG0000398	Prat.g_00131	Syat.g_02920
OG0000399	Prat.g_00132	Syat.g_02919
OG0000400	Prat.g_00133	Syat.g_02918
OG0000401	Prat.g_00134	Syat.g_02917
OG0000402	Prat.g_00601	Syat.g_02915
OG0000403	Prat.g_00136	Syat.g_02914
OG0000404	Prat.g_00137	Syat.g_02913
OG0000405	Prat.g_00141	Syat.g_02900
OG0000406	Prat.g_00146	Syat.g_02896
OG0000407	Prat.g_00147	Syat.g_02895
OG0000408	Prat.g_00149	Syat.g_02893
OG0000409	Prat.g_00151	Syat.g_02891
OG0000410	Prat.g_00152	Syat.g_02890
OG0000411	Prat.g_00153	Syat.g_02889
OG0000412	Prat.g_00154	Syat.g_02888
OG0000413	Prat.g_00156	Syat.g_02886
OG0000414	Prat.g_00157	Syat.g_02885
OG0000415	Prat.g_00158	Syat.g_02884
OG0000416	Prat.g_00159	Syat.g_02883
OG0000417	Prat.g_00160	Syat.g_02868
OG0000418	Prat.g_00165	Syat.g_02863
OG0000419	Prat.g_00167	Syat.g_02861
OG0000420	Prat.g_00169	Syat.g_02859
OG0000421	Prat.g_00174	Syat.g_02855
OG0000422	Prat.g_00175	Syat.g_02854
OG0000423	Prat.g_00176	Syat.g_02853
OG0000424	Prat.g_00177	Syat.g_02852
OG0000425	Prat.g_00178	Syat.g_02851
OG0000426	Prat.g_00179	Syat.g_02850
OG0000427	Prat.g_00180	Syat.g_02849
OG0000428	Prat.g_00182	Syat.g_02846
OG0000429	Prat.g_00183	Syat.g_02843
OG0000430	Prat.g_00184	Syat.g_02841
OG0000431	Prat.g_00186	Syat.g_02838
OG0000432	Prat.g_00190	Syat.g_02832
OG0000433	Prat.g_00191	Syat.g_02829
OG0000434	Prat.g_00192	Syat.g_02828
OG0000435	Prat.g_00193	Syat.g_02824
OG0000436	Prat.g_00198	Syat.g_02817
OG0000437	Prat.g_00199	Syat.g_02558
OG0000438	Prat.g_00200	Syat.g_02813
OG0000439	Prat.g_00202	Syat.g_02811
OG0000440	Prat.g_00203	Syat.g_02810
OG0000441	Prat.g_00206	Syat.g_02807
OG0000442	Prat.g_00207	Syat.g_02797
OG0000443	Prat.g_00208	Syat.g_02787
OG0000444	Prat.g_00213	Syat.g_02756
OG0000445	Prat.g_00214	Syat.g_02755
OG0000446	Prat.g_00215	Syat.g_02753
OG0000447	Prat.g_00216	Syat.g_02749
OG0000448	Prat.g_00217	Syat.g_02748
OG0000449	Prat.g_00218	Syat.g_02747
OG0000450	Prat.g_00219	Syat.g_02738
OG0000451	Prat.g_00220	Syat.g_02737
OG0000452	Prat.g_00223	Syat.g_02732
OG0000453	Prat.g_00224	Syat.g_02731
OG0000454	Prat.g_00225	Syat.g_02730
OG0000455	Prat.g_00226	Syat.g_02729
OG0000456	Prat.g_00227	Syat.g_02728
OG0000457	Prat.g_00229	Syat.g_02726
OG0000458	Prat.g_00230	Syat.g_02725
OG0000459	Prat.g_00231	Syat.g_02724
OG0000460	Prat.g_00240	Syat.g_01450
OG0000461	Prat.g_00249	Syat.g_01866
OG0000462	Prat.g_00250	Syat.g_01868
OG0000463	Prat.g_00251	Syat.g_01869
OG0000464	Prat.g_00252	Syat.g_01870
OG0000465	Prat.g_00253	Syat.g_01872
OG0000466	Prat.g_00256	Syat.g_01877
OG0000467	Prat.g_00257	Syat.g_01878
OG0000468	Prat.g_00260	Syat.g_01884
OG0000469	Prat.g_00269	Syat.g_02000
OG0000470	Prat.g_00271	Syat.g_02038
OG0000471	Prat.g_00272	Syat.g_02039
OG0000472	Prat.g_00273	Syat.g_02041
OG0000473	Prat.g_00275	Syat.g_02043
OG0000474	Prat.g_00276	Syat.g_02044
OG0000475	Prat.g_00277	Syat.g_02045
OG0000476	Prat.g_00279	Syat.g_02047
OG0000477	Prat.g_00282	Syat.g_02053
OG0000478	Prat.g_00283	Syat.g_02054
OG0000479	Prat.g_00284	Syat.g_02056
OG0000480	Prat.g_00290	Syat.g_02063
OG0000481	Prat.g_00292	Syat.g_02066
OG0000482	Prat.g_00293	Syat.g_02067
OG0000483	Prat.g_00296	Syat.g_02071
OG0000484	Prat.g_00297	Syat.g_02072
OG0000485	Prat.g_00298	Syat.g_02073
OG0000486	Prat.g_00299	Syat.g_02074
OG0000487	Prat.g_00303	Syat.g_02080
OG0000488	Prat.g_00306	Syat.g_02086
OG0000489	Prat.g_00311	Syat.g_02097
OG0000490	Prat.g_00315	Syat.g_02106
OG0000491	Prat.g_00316	Syat.g_02107
OG0000492	Prat.g_00318	Syat.g_02110
OG0000493	Prat.g_00319	Syat.g_02111
OG0000494	Prat.g_00320	Syat.g_02112
OG0000495	Prat.g_00321	Syat.g_02120
OG0000496	Prat.g_00322	Syat.g_02121
OG0000497	Prat.g_00323	Syat.g_02122
OG0000498	Prat.g_00324	Syat.g_02123
OG0000499	Prat.g_00325	Syat.g_02124
OG0000500	Prat.g_00326	Syat.g_02125
OG0000501	Prat.g_00328	Syat.g_02128
OG0000502	Prat.g_00331	Syat.g_02135
OG0000503	Prat.g_00348	Syat.g_01614
OG0000504	Prat.g_00350	Syat.g_01612
OG0000505	Prat.g_00351	Syat.g_01611
OG0000506	Prat.g_00352	Syat.g_01609
OG0000507	Prat.g_00355	Syat.g_01603
OG0000508	Prat.g_00359	Syat.g_01596
OG0000509	Prat.g_00361	Syat.g_01591
OG0000510	Prat.g_00362	Syat.g_01590
OG0000511	Prat.g_00363	Syat.g_01589
OG0000512	Prat.g_00365	Syat.g_01587
OG0000513	Prat.g_00373	Syat.g_02957
OG0000514	Prat.g_00390	Syat.g_02962
OG0000515	Prat.g_00391	Syat.g_02963
OG0000516	Prat.g_00392	Syat.g_02965
OG0000517	Prat.g_00395	Syat.g_02969
OG0000518	Prat.g_00407	Syat.g_01286
OG0000519	Prat.g_00408	Syat.g_01285
OG0000520	Prat.g_00410	Syat.g_01284
OG0000521	Prat.g_00415	Syat.g_01319
OG0000522	Prat.g_00417	Syat.g_01317
OG0000523	Prat.g_00418	Syat.g_01316
OG0000524	Prat.g_00424	Syat.g_01409
OG0000525	Prat.g_00428	Syat.g_01382
OG0000526	Prat.g_00429	Syat.g_01380
OG0000527	Prat.g_00432	Syat.g_01373
OG0000528	Prat.g_00438	Syat.g_03167
OG0000529	Prat.g_00441	Syat.g_03171
OG0000530	Prat.g_00444	Syat.g_03174
OG0000531	Prat.g_00445	Syat.g_03175
OG0000532	Prat.g_00447	Syat.g_03178
OG0000533	Prat.g_00448	Syat.g_03180
OG0000534	Prat.g_00449	Syat.g_03181
OG0000535	Prat.g_00450	Syat.g_03182
OG0000536	Prat.g_00451	Syat.g_03183
OG0000537	Prat.g_00453	Syat.g_03185
OG0000538	Prat.g_00463	Syat.g_03204
OG0000539	Prat.g_00464	Syat.g_03206
OG0000540	Prat.g_00465	Syat.g_03207
OG0000541	Prat.g_00466	Syat.g_03208
OG0000542	Prat.g_00468	Syat.g_03213
OG0000543	Prat.g_00470	Syat.g_03215
OG0000544	Prat.g_00471	Syat.g_03216
OG0000545	Prat.g_00473	Syat.g_03218
OG0000546	Prat.g_00476	Syat.g_03220
OG0000547	Prat.g_00478	Syat.g_03222
OG0000548	Prat.g_00479	Syat.g_03223
OG0000549	Prat.g_00482	Syat.g_01795
OG0000550	Prat.g_00486	Syat.g_01107
OG0000551	Prat.g_00489	Syat.g_01103
OG0000552	Prat.g_00490	Syat.g_01102
OG0000553	Prat.g_00491	Syat.g_01098
OG0000554	Prat.g_00496	Syat.g_03271
OG0000555	Prat.g_00503	Syat.g_00093
OG0000556	Prat.g_00505	Syat.g_00088
OG0000557	Prat.g_00506	Syat.g_00083
OG0000558	Prat.g_00508	Syat.g_00081
OG0000559	Prat.g_00512	Syat.g_00077
OG0000560	Prat.g_00516	Syat.g_00074
OG0000561	Prat.g_00517	Syat.g_00073
OG0000562	Prat.g_00518	Syat.g_00072
OG0000563	Prat.g_00519	Syat.g_00071
OG0000564	Prat.g_00520	Syat.g_00070
OG0000565	Prat.g_00523	Syat.g_00067
OG0000566	Prat.g_00527	Syat.g_00063
OG0000567	Prat.g_00531	Syat.g_00059
OG0000568	Prat.g_00532	Syat.g_00057
OG0000569	Prat.g_00533	Syat.g_00056
OG0000570	Prat.g_00534	Syat.g_00055
OG0000571	Prat.g_00537	Syat.g_00052
OG0000572	Prat.g_00549	Syat.g_00033
OG0000573	Prat.g_00554	Syat.g_00024
OG0000574	Prat.g_00555	Syat.g_00023
OG0000575	Prat.g_00559	Syat.g_00018
OG0000576	Prat.g_00561	Syat.g_00014
OG0000577	Prat.g_00562	Syat.g_00013
OG0000578	Prat.g_00563	Syat.g_00012
OG0000579	Prat.g_00564	Syat.g_00011
OG0000580	Prat.g_00565	Syat.g_00010
OG0000581	Prat.g_00568	Syat.g_00003
OG0000582	Prat.g_00571	Syat.g_03403
OG0000583	Prat.g_00572	Syat.g_03404
OG0000584	Prat.g_00573	Syat.g_03405
OG0000585	Prat.g_00575	Syat.g_03408
OG0000586	Prat.g_00576	Syat.g_03409
