Orthogroup	Syal	Syas
OG0000160	Syal.g_00372	Syas.g_02820
OG0000161	Syal.g_00384	Syas.g_02826
OG0000162	Syal.g_00396	Syas.g_02751
OG0000163	Syal.g_02971	Syas.g_01488
OG0000164	Syal.g_00623	Syas.g_02648
OG0000165	Syal.g_00632	Syas.g_02609
OG0000166	Syal.g_00236	Syas.g_01629
OG0000167	Syal.g_01347	Syas.g_01449
OG0000168	Syal.g_01433	Syas.g_02184
OG0000169	Syal.g_01447	Syas.g_02170
OG0000170	Syal.g_01454	Syas.g_02161
OG0000171	Syal.g_01518	Syas.g_02139
OG0000172	Syal.g_00174, Syal.g_00173	Syas.g_02110
OG0000173	Syal.g_00155	Syas.g_02092
OG0000174	Syal.g_01121	Syas.g_01940
OG0000175	Syal.g_01172	Syas.g_01994
OG0000176	Syal.g_00101	Syas.g_02038
OG0000177	Syal.g_00102	Syas.g_02039
OG0000178	Syal.g_00103	Syas.g_02040
OG0000179	Syal.g_00118	Syas.g_02054
OG0000180	Syal.g_00119	Syas.g_02055
OG0000181	Syal.g_00120	Syas.g_02056
OG0000182	Syal.g_00121	Syas.g_02057
OG0000183	Syal.g_00125	Syas.g_02061
OG0000184	Syal.g_02678, Syal.g_01050	Syas.g_01872
OG0000185	Syal.g_01025	Syas.g_01861
OG0000186	Syal.g_02684, Syal.g_00747	Syas.g_02525
OG0000187	Syal.g_02685, Syal.g_00748	Syas.g_02524
OG0000188	Syal.g_00771	Syas.g_02502
OG0000189	Syal.g_00807	Syas.g_02432
OG0000190	Syal.g_01364	Syas.g_00133
OG0000191	Syal.g_00841	Syas.g_02400
OG0000192	Syal.g_00847	Syas.g_02395
OG0000193	Syal.g_00887	Syas.g_02366
OG0000194	Syal.g_00890	Syas.g_02363
OG0000196	Syal.g_00903	Syas.g_02337
OG0000197	Syal.g_00904	Syas.g_02336
OG0000198	Syal.g_00905	Syas.g_02335
OG0000199	Syal.g_00913	Syas.g_02327
OG0000200	Syal.g_00932	Syas.g_02298
OG0000201	Syal.g_00949	Syas.g_02279
OG0000202	Syal.g_00950	Syas.g_02278
OG0000203	Syal.g_00951	Syas.g_02277
OG0000204	Syal.g_00952	Syas.g_02276
OG0000205	Syal.g_00959	Syas.g_02267
OG0000206	Syal.g_00971	Syas.g_02240
OG0000207	Syal.g_00974	Syas.g_02237
OG0000208	Syal.g_00975	Syas.g_02236
OG0000209	Syal.g_01000	Syas.g_01837
OG0000210	Syal.g_01001	Syas.g_01838
OG0000211	Syal.g_00688	Syas.g_02552
OG0000212	Syal.g_00679	Syas.g_02562
OG0000213	Syal.g_01229	Syas.g_01707
OG0000214	Syal.g_01246	Syas.g_01730
OG0000215	Syal.g_01277	Syas.g_01766
OG0000216	Syal.g_01281	Syas.g_01770
OG0000217	Syal.g_01285	Syas.g_01778
OG0000218	Syal.g_01287	Syas.g_01780
OG0000219	Syal.g_01288	Syas.g_01783
OG0000220	Syal.g_01289	Syas.g_01784
OG0000221	Syal.g_01297	Syas.g_01785
OG0000222	Syal.g_01309	Syas.g_01804
OG0000223	Syal.g_01327	Syas.g_02221
OG0000224	Syal.g_01329	Syas.g_02215
OG0000225	Syal.g_00363	Syas.g_01522
OG0000226	Syal.g_00367	Syas.g_01518
OG0000227	Syal.g_00369	Syas.g_01516
OG0000228	Syal.g_00556	Syas.g_01513
OG0000229	Syal.g_00525	Syas.g_01497
OG0000230	Syal.g_00523	Syas.g_01495
OG0000231	Syal.g_00510	Syas.g_02749
OG0000232	Syal.g_00495	Syas.g_01276
OG0000233	Syal.g_00487	Syas.g_01352
OG0000234	Syal.g_00461	Syas.g_01331
OG0000235	Syal.g_02896	Syas.g_01254
OG0000236	Syal.g_02912	Syas.g_01237
OG0000237	Syal.g_02930	Syas.g_01220
OG0000238	Syal.g_02935	Syas.g_01215
OG0000239	Syal.g_02951	Syas.g_00012
OG0000240	Syal.g_02952	Syas.g_00013
OG0000241	Syal.g_02696	Syas.g_00754
OG0000242	Syal.g_02840	Syas.g_00059
OG0000243	Syal.g_02822	Syas.g_00777
OG0000244	Syal.g_02815	Syas.g_00784
OG0000245	Syal.g_02813	Syas.g_00786
OG0000246	Syal.g_02809	Syas.g_00790
OG0000247	Syal.g_02797	Syas.g_00802
OG0000248	Syal.g_02794	Syas.g_00805
OG0000249	Syal.g_02792	Syas.g_00807
OG0000250	Syal.g_02786	Syas.g_00814
OG0000251	Syal.g_02760	Syas.g_00845
OG0000252	Syal.g_02757	Syas.g_00950
OG0000253	Syal.g_02755	Syas.g_00846
OG0000254	Syal.g_02732	Syas.g_00869
OG0000255	Syal.g_02719	Syas.g_00132, Syas.g_01062
OG0000256	Syal.g_02705	Syas.g_00104
OG0000257	Syal.g_02697	Syas.g_00757
OG0000258	Syal.g_02623	Syas.g_00733
OG0000259	Syal.g_02182	Syas.g_00708
OG0000260	Syal.g_02188	Syas.g_00705
OG0000261	Syal.g_02199	Syas.g_00701
OG0000262	Syal.g_02204	Syas.g_00695
OG0000263	Syal.g_01720	Syas.g_01103
OG0000264	Syal.g_01788	Syas.g_02588
OG0000266	Syal.g_02421	Syas.g_00186
OG0000267	Syal.g_02043	Syas.g_00377
OG0000268	Syal.g_02042	Syas.g_00390
OG0000269	Syal.g_02409	Syas.g_00601
OG0000270	Syal.g_02412	Syas.g_00598
OG0000271	Syal.g_01871	Syas.g_00590
OG0000272	Syal.g_01872	Syas.g_00589
OG0000273	Syal.g_02454	Syas.g_00563
OG0000274	Syal.g_02455	Syas.g_00562
OG0000275	Syal.g_02458	Syas.g_00230
OG0000276	Syal.g_02467	Syas.g_00237
OG0000277	Syal.g_02468	Syas.g_00238
OG0000278	Syal.g_02471	Syas.g_00241
OG0000279	Syal.g_02479	Syas.g_00288
OG0000280	Syal.g_02493	Syas.g_00889, Syas.g_00481
OG0000281	Syal.g_02190	Syas.g_00970
OG0000282	Syal.g_02284	Syas.g_00672
OG0000283	Syal.g_02131, Syal.g_02028	Syas.g_00409
OG0000284	Syal.g_02023	Syas.g_00416
OG0000285	Syal.g_02012	Syas.g_00436
OG0000286	Syal.g_01992	Syas.g_00460
OG0000287	Syal.g_01965	Syas.g_00534
OG0000288	Syal.g_01919	Syas.g_00220
OG0000289	Syal.g_01904	Syas.g_00205
OG0000290	Syal.g_01826	Syas.g_01016
OG0000292	Syal.g_00089	Syas.g_02020
OG0000293	Syal.g_01631	Syas.g_01197
OG0000294	Syal.g_01632	Syas.g_01196
OG0000295	Syal.g_01687	Syas.g_01139
OG0000296	Syal.g_01689	Syas.g_01137
OG0000298	Syal.g_01703	Syas.g_01123
OG0000299	Syal.g_01732	Syas.g_01087
OG0000300	Syal.g_01738	Syas.g_01082
OG0000301	Syal.g_01739	Syas.g_01081
OG0000302	Syal.g_01740	Syas.g_01080
OG0000303	Syal.g_01763	Syas.g_01071
OG0000304	Syal.g_01756	Syas.g_01066
OG0000305	Syal.g_01821	Syas.g_01023
OG0000306	Syal.g_02579	Syas.g_01929
OG0000307	Syal.g_02880	Syas.g_01270
OG0000308	Syal.g_02878	Syas.g_01272
OG0000309	Syal.g_02873	Syas.g_01364
OG0000310	Syal.g_01537	Syas.g_02796
OG0000311	Syal.g_00061	Syas.g_02799
OG0000312	Syal.g_00031	Syas.g_02804
OG0000313	Syal.g_00381	Syas.g_02823
OG0000315	Syal.g_00426	Syas.g_01306
OG0000316	Syal.g_02987	Syas.g_02728
OG0000317	Syal.g_00583	Syas.g_02687
OG0000318	Syal.g_00588	Syas.g_02680
OG0000319	Syal.g_00608	Syas.g_02663
OG0000320	Syal.g_00610	Syas.g_02661
OG0000321	Syal.g_00611	Syas.g_02660
OG0000322	Syal.g_00612	Syas.g_02659
OG0000323	Syal.g_00626	Syas.g_02646, Syas.g_00159
OG0000324	Syal.g_00656	Syas.g_02578
OG0000325	Syal.g_00195	Syas.g_01668
OG0000326	Syal.g_00202	Syas.g_01661
OG0000327	Syal.g_00230	Syas.g_01634
OG0000328	Syal.g_00231	Syas.g_01633
OG0000329	Syal.g_00249	Syas.g_01615
OG0000330	Syal.g_00250	Syas.g_01614
OG0000331	Syal.g_00251	Syas.g_01613
OG0000332	Syal.g_00266	Syas.g_01598
OG0000333	Syal.g_00269	Syas.g_01595
OG0000334	Syal.g_00279	Syas.g_01586
OG0000335	Syal.g_00284	Syas.g_01581
OG0000336	Syal.g_00288	Syas.g_01577
OG0000337	Syal.g_01343	Syas.g_02211
OG0000338	Syal.g_01345	Syas.g_02199
OG0000339	Syal.g_01351	Syas.g_02192
OG0000340	Syal.g_01434	Syas.g_02183
OG0000341	Syal.g_01436	Syas.g_02181
OG0000342	Syal.g_01437	Syas.g_02180
OG0000343	Syal.g_01441	Syas.g_02176
OG0000344	Syal.g_01445	Syas.g_02172
OG0000345	Syal.g_01455	Syas.g_02160
OG0000346	Syal.g_01460	Syas.g_02155
OG0000347	Syal.g_01525	Syas.g_02136
OG0000348	Syal.g_00170	Syas.g_02107
OG0000349	Syal.g_00148	Syas.g_02085
OG0000350	Syal.g_00209	Syas.g_01654
OG0000351	Syal.g_01175	Syas.g_01998
OG0000352	Syal.g_01176	Syas.g_01999
OG0000353	Syal.g_00095	Syas.g_02033
OG0000354	Syal.g_02941	Syas.g_01209
OG0000354	Syal.g_00116	Syas.g_02052
OG0000355	Syal.g_00098	Syas.g_02035
OG0000356	Syal.g_00099	Syas.g_02036
OG0000357	Syal.g_00100	Syas.g_02037
OG0000358	Syal.g_00104	Syas.g_02041
OG0000359	Syal.g_00106	Syas.g_02043
OG0000360	Syal.g_00107	Syas.g_02044
OG0000361	Syal.g_00108	Syas.g_02045
OG0000362	Syal.g_00110	Syas.g_02047
OG0000363	Syal.g_00112	Syas.g_02049
OG0000364	Syal.g_00113	Syas.g_02685
OG0000365	Syal.g_00122	Syas.g_02058
OG0000366	Syal.g_00123	Syas.g_02059
OG0000368	Syal.g_00126	Syas.g_02062
OG0000369	Syal.g_00127	Syas.g_02063
OG0000370	Syal.g_00128	Syas.g_02064
OG0000371	Syal.g_00135	Syas.g_02073
OG0000372	Syal.g_00141	Syas.g_02078
OG0000373	Syal.g_00142	Syas.g_02079
OG0000374	Syal.g_00143	Syas.g_02080
OG0000375	Syal.g_00144	Syas.g_02081
OG0000376	Syal.g_00146	Syas.g_02083
OG0000377	Syal.g_01061	Syas.g_01879
OG0000378	Syal.g_01027	Syas.g_01867
OG0000379	Syal.g_01024, Syal.g_02681	Syas.g_01859
OG0000380	Syal.g_00749	Syas.g_02523
OG0000381	Syal.g_00752	Syas.g_02521
OG0000382	Syal.g_00770	Syas.g_02503
OG0000383	Syal.g_00775	Syas.g_02480
OG0000384	Syal.g_00776	Syas.g_02479
OG0000385	Syal.g_00777	Syas.g_02478
OG0000386	Syal.g_00778	Syas.g_02477
OG0000387	Syal.g_00811	Syas.g_00134
OG0000388	Syal.g_00815	Syas.g_02426
OG0000389	Syal.g_00819	Syas.g_02422
OG0000390	Syal.g_00835	Syas.g_02406
OG0000391	Syal.g_00840	Syas.g_02401
OG0000392	Syal.g_00846	Syas.g_02396
OG0000393	Syal.g_00849	Syas.g_02394
OG0000394	Syal.g_00850	Syas.g_02393
OG0000395	Syal.g_00851	Syas.g_02392
OG0000396	Syal.g_00854	Syas.g_02389
OG0000397	Syal.g_00857	Syas.g_02387
OG0000398	Syal.g_00862	Syas.g_02382
OG0000399	Syal.g_00863	Syas.g_02381
OG0000400	Syal.g_00864	Syas.g_02380
OG0000401	Syal.g_00865	Syas.g_02379
OG0000402	Syal.g_00867	Syas.g_02377
OG0000403	Syal.g_00868	Syas.g_02376
OG0000404	Syal.g_00870	Syas.g_02375
OG0000405	Syal.g_00883	Syas.g_02369
OG0000406	Syal.g_00888	Syas.g_02365
OG0000407	Syal.g_00889	Syas.g_02364
OG0000408	Syal.g_00891	Syas.g_02361
OG0000409	Syal.g_00893	Syas.g_02359
OG0000410	Syal.g_00894	Syas.g_02358
OG0000411	Syal.g_00895	Syas.g_02357
OG0000412	Syal.g_00896	Syas.g_02356
OG0000413	Syal.g_00898	Syas.g_02354
OG0000414	Syal.g_00899	Syas.g_02353
OG0000415	Syal.g_00900	Syas.g_02352
OG0000416	Syal.g_00901	Syas.g_02351
OG0000417	Syal.g_00902	Syas.g_02338
OG0000418	Syal.g_00907	Syas.g_02333
OG0000419	Syal.g_00909	Syas.g_02331
OG0000420	Syal.g_00911	Syas.g_02329
OG0000421	Syal.g_00916	Syas.g_02324
OG0000422	Syal.g_00917	Syas.g_02323
OG0000423	Syal.g_00918	Syas.g_02322
OG0000424	Syal.g_00919	Syas.g_02321
OG0000425	Syal.g_00920	Syas.g_02320
OG0000426	Syal.g_00921	Syas.g_02319
OG0000427	Syal.g_00922	Syas.g_02318
OG0000428	Syal.g_00925	Syas.g_02315
OG0000429	Syal.g_00929	Syas.g_02312
OG0000430	Syal.g_00931	Syas.g_02311
OG0000431	Syal.g_00934	Syas.g_02296
OG0000432	Syal.g_00940	Syas.g_02288
OG0000433	Syal.g_00943	Syas.g_02286
OG0000434	Syal.g_00944	Syas.g_02285
OG0000435	Syal.g_00946	Syas.g_02282
OG0000436	Syal.g_00953	Syas.g_02273
OG0000437	Syal.g_00954	Syas.g_02272
OG0000438	Syal.g_00955	Syas.g_02271
OG0000439	Syal.g_00957	Syas.g_02269
OG0000440	Syal.g_00958	Syas.g_02268
OG0000441	Syal.g_00962	Syas.g_02265
OG0000442	Syal.g_00964	Syas.g_02259
OG0000443	Syal.g_00966	Syas.g_02241
OG0000444	Syal.g_00978	Syas.g_02234
OG0000445	Syal.g_00979	Syas.g_02233
OG0000446	Syal.g_00981	Syas.g_02231
OG0000447	Syal.g_00989	Syas.g_02229
OG0000448	Syal.g_00990	Syas.g_02228
OG0000449	Syal.g_00991	Syas.g_02226
OG0000450	Syal.g_00997	Syas.g_01834
OG0000451	Syal.g_00998	Syas.g_01835
OG0000452	Syal.g_01002	Syas.g_01844
OG0000453	Syal.g_01003	Syas.g_01845
OG0000454	Syal.g_01004	Syas.g_01846
OG0000455	Syal.g_01005	Syas.g_01847
OG0000456	Syal.g_01006	Syas.g_01848
OG0000457	Syal.g_01008	Syas.g_01850
OG0000458	Syal.g_01009	Syas.g_01851
OG0000459	Syal.g_01010	Syas.g_01852
OG0000460	Syal.g_00686	Syas.g_02554
OG0000461	Syal.g_01199	Syas.g_01686
OG0000462	Syal.g_01202	Syas.g_01688
OG0000463	Syal.g_01203	Syas.g_01689
OG0000464	Syal.g_01204	Syas.g_01690
OG0000465	Syal.g_01205	Syas.g_01692
OG0000466	Syal.g_01210	Syas.g_01697
OG0000467	Syal.g_01212	Syas.g_01698
OG0000468	Syal.g_01225	Syas.g_01703
OG0000469	Syal.g_01240	Syas.g_01725
OG0000470	Syal.g_01242	Syas.g_01727
OG0000471	Syal.g_01243	Syas.g_01728
OG0000472	Syal.g_01245	Syas.g_01729
OG0000473	Syal.g_01247	Syas.g_01731
OG0000474	Syal.g_01248	Syas.g_01732
OG0000475	Syal.g_01249	Syas.g_01733
OG0000476	Syal.g_01251	Syas.g_01735
OG0000477	Syal.g_01257	Syas.g_01740
OG0000478	Syal.g_01258	Syas.g_01741
OG0000479	Syal.g_01259	Syas.g_01749
OG0000480	Syal.g_01266	Syas.g_01756
OG0000481	Syal.g_01268	Syas.g_00161, Syas.g_00162
OG0000482	Syal.g_01269	Syas.g_01758
OG0000483	Syal.g_01273	Syas.g_01762
OG0000484	Syal.g_01274	Syas.g_01763
OG0000485	Syal.g_01275	Syas.g_01764
OG0000486	Syal.g_01276	Syas.g_01765
OG0000487	Syal.g_01282	Syas.g_01771
OG0000488	Syal.g_01286	Syas.g_01779
OG0000489	Syal.g_01298	Syas.g_01823
OG0000490	Syal.g_01307	Syas.g_01808
OG0000491	Syal.g_01308	Syas.g_01806
OG0000492	Syal.g_01310	Syas.g_01803
OG0000493	Syal.g_01311	Syas.g_01802
OG0000494	Syal.g_01312	Syas.g_01801
OG0000495	Syal.g_01313	Syas.g_01799
OG0000496	Syal.g_01314	Syas.g_01798
OG0000497	Syal.g_01315	Syas.g_01797
OG0000498	Syal.g_01316	Syas.g_01796
OG0000499	Syal.g_01317	Syas.g_01795
OG0000500	Syal.g_01318	Syas.g_01794
OG0000501	Syal.g_01321	Syas.g_01791
OG0000502	Syal.g_01328	Syas.g_02216
OG0000503	Syal.g_00347	Syas.g_01541
OG0000504	Syal.g_00349	Syas.g_01539
OG0000505	Syal.g_00350	Syas.g_01538
OG0000506	Syal.g_00352	Syas.g_01536
OG0000507	Syal.g_00358	Syas.g_01530
OG0000508	Syal.g_00362	Syas.g_01523
OG0000509	Syal.g_00364	Syas.g_01521
OG0000510	Syal.g_00365	Syas.g_01520
OG0000511	Syal.g_00366	Syas.g_01519
OG0000512	Syal.g_00368	Syas.g_01517
OG0000513	Syal.g_00551	Syas.g_01508
OG0000514	Syal.g_00539	Syas.g_01504
OG0000515	Syal.g_00538	Syas.g_01503
OG0000516	Syal.g_00534	Syas.g_01501
OG0000517	Syal.g_00526	Syas.g_01498
OG0000518	Syal.g_00514	Syas.g_00360, Syas.g_02746
OG0000519	Syal.g_00513	Syas.g_02747
OG0000520	Syal.g_00512	Syas.g_02748
OG0000521	Syal.g_00502	Syas.g_01281
OG0000522	Syal.g_00500	Syas.g_01279
OG0000523	Syal.g_00499	Syas.g_01278
OG0000524	Syal.g_00491	Syas.g_01354
OG0000525	Syal.g_00473	Syas.g_01342
OG0000526	Syal.g_00471	Syas.g_01340
OG0000527	Syal.g_00465	Syas.g_01335
OG0000528	Syal.g_02893	Syas.g_01256
OG0000529	Syal.g_02898	Syas.g_01252
OG0000530	Syal.g_02901	Syas.g_01249
OG0000531	Syal.g_02902	Syas.g_01248
OG0000532	Syal.g_02905	Syas.g_01245
OG0000533	Syal.g_02907	Syas.g_01243
OG0000534	Syal.g_02908	Syas.g_01242
OG0000535	Syal.g_02909	Syas.g_01241
OG0000536	Syal.g_02910	Syas.g_01240
OG0000537	Syal.g_02911	Syas.g_01238
OG0000538	Syal.g_02923	Syas.g_01228
OG0000539	Syal.g_02924	Syas.g_01227
OG0000540	Syal.g_02925	Syas.g_01226
OG0000541	Syal.g_02926	Syas.g_01225
OG0000542	Syal.g_02929	Syas.g_01221
OG0000543	Syal.g_02931	Syas.g_01219
OG0000544	Syal.g_02932	Syas.g_01218
OG0000545	Syal.g_02934	Syas.g_01216
OG0000546	Syal.g_02936	Syas.g_01214
OG0000547	Syal.g_02938	Syas.g_01212
OG0000548	Syal.g_02939	Syas.g_01211
OG0000549	Syal.g_02945	Syas.g_00005
OG0000550	Syal.g_02949	Syas.g_00010
OG0000551	Syal.g_02953	Syas.g_00015
OG0000552	Syal.g_02954	Syas.g_00016
OG0000553	Syal.g_02843	Syas.g_00019
OG0000554	Syal.g_02837	Syas.g_00063
OG0000555	Syal.g_02823	Syas.g_00775
OG0000556	Syal.g_02819	Syas.g_00781
OG0000557	Syal.g_02816	Syas.g_00783
OG0000558	Syal.g_02814	Syas.g_00785
OG0000559	Syal.g_02305, Syal.g_02810	Syas.g_00789
OG0000560	Syal.g_02807	Syas.g_00792
OG0000561	Syal.g_02806	Syas.g_00793
OG0000562	Syal.g_02805	Syas.g_00794
OG0000563	Syal.g_02804	Syas.g_00795
OG0000564	Syal.g_02803	Syas.g_00796
OG0000565	Syal.g_02799	Syas.g_00800
OG0000566	Syal.g_02795	Syas.g_00804
OG0000567	Syal.g_02791	Syas.g_00808
OG0000568	Syal.g_02789	Syas.g_00810
OG0000569	Syal.g_02788	Syas.g_00811
OG0000570	Syal.g_02787	Syas.g_00812
OG0000571	Syal.g_02784	Syas.g_00815
OG0000572	Syal.g_02767	Syas.g_00839
OG0000573	Syal.g_02759	Syas.g_00952
OG0000574	Syal.g_02758	Syas.g_00951
OG0000575	Syal.g_02753	Syas.g_00848
OG0000576	Syal.g_02751	Syas.g_00850
OG0000577	Syal.g_02750	Syas.g_00851
OG0000578	Syal.g_02749	Syas.g_00852
OG0000579	Syal.g_02748	Syas.g_00853
OG0000580	Syal.g_02747	Syas.g_00854
OG0000581	Syal.g_02741	Syas.g_00861
OG0000582	Syal.g_02736	Syas.g_00873
OG0000583	Syal.g_02735	Syas.g_00872
OG0000584	Syal.g_02734	Syas.g_00871
OG0000585	Syal.g_02731	Syas.g_00868
OG0000586	Syal.g_02730	Syas.g_00867
OG0000587	Syal.g_02728	Syas.g_00865
OG0000588	Syal.g_02717	Syas.g_00960
OG0000589	Syal.g_02714	Syas.g_00121
OG0000590	Syal.g_02713	Syas.g_00120
OG0000591	Syal.g_02707	Syas.g_00106
OG0000592	Syal.g_02706	Syas.g_00105
OG0000593	Syal.g_02640	Syas.g_00750
