Orthogroup	Syal	Prbj
OG0000042	Syal.g_01705, Syal.g_01508	Prbj.g_01808, Prbj.g_00001
OG0000045	Syal.g_01563	Prbj.g_00563
OG0000046	Syal.g_00309, Syal.g_00316, Syal.g_00321	Prbj.g_00358
OG0000047	Syal.g_01568	Prbj.g_02509, Prbj.g_00666
OG0000048	Syal.g_01250	Prbj.g_01393
OG0000051	Syal.g_01550	Prbj.g_00705
OG0000052	Syal.g_01338	Prbj.g_01487
OG0000053	Syal.g_00406	Prbj.g_00638
OG0000054	Syal.g_02739	Prbj.g_01758
OG0000056	Syal.g_02054	Prbj.g_02533, Prbj.g_00371, Prbj.g_01125
OG0000057	Syal.g_01812	Prbj.g_00758
OG0000059	Syal.g_00225	Prbj.g_01521
OG0000060	Syal.g_02895	Prbj.g_01633
OG0000061	Syal.g_01653	Prbj.g_00971
OG0000062	Syal.g_00567, Syal.g_02113	Prbj.g_00881
OG0000063	Syal.g_00136	Prbj.g_01208
OG0000065	Syal.g_00820, Syal.g_02528	Prbj.g_00620
OG0000066	Syal.g_02828	Prbj.g_02141
OG0000067	Syal.g_02414	Prbj.g_02412
OG0000068	Syal.g_02888	Prbj.g_01639
OG0000070	Syal.g_00509	Prbj.g_00118
OG0000071	Syal.g_01601	Prbj.g_01728
OG0000072	Syal.g_00914	Prbj.g_00516
OG0000073	Syal.g_02920	Prbj.g_01608
OG0000075	Syal.g_01350	Prbj.g_01502
OG0000076	Syal.g_01459	Prbj.g_01598
OG0000077	Syal.g_00763	Prbj.g_00576
OG0000077	Syal.g_00506	Prbj.g_01900
OG0000078	Syal.g_00680	Prbj.g_02614
OG0000079	Syal.g_01213	Prbj.g_01353
OG0000081	Syal.g_02555	Prbj.g_00799, Prbj.g_00765
OG0000082	Syal.g_02769	Prbj.g_01789
OG0000084	Syal.g_00023	Prbj.g_01052
OG0000085	Syal.g_00575	Prbj.g_00869
OG0000086	Syal.g_00784	Prbj.g_00589
OG0000087	Syal.g_00871	Prbj.g_01547
OG0000088	Syal.g_00908	Prbj.g_00912, Prbj.g_00521
OG0000089	Syal.g_00555	Prbj.g_00064
OG0000090	Syal.g_02838	Prbj.g_02127
OG0000091	Syal.g_02628	Prbj.g_02581
OG0000093	Syal.g_02233	Prbj.g_02388
OG0000095	Syal.g_01823	Prbj.g_01838
OG0000097	Syal.g_01735	Prbj.g_02152
OG0000098	Syal.g_02196	Prbj.g_00669
OG0000099	Syal.g_01323	Prbj.g_01464
OG0000100	Syal.g_02448	Prbj.g_00185, Prbj.g_02442
OG0000101	Syal.g_00275	Prbj.g_00981
OG0000102	Syal.g_01488	Prbj.g_01819
OG0000103	Syal.g_01897, Syal.g_00077	Prbj.g_02055
OG0000104	Syal.g_00092	Prbj.g_02069
OG0000105	Syal.g_01255	Prbj.g_01397
OG0000106	Syal.g_02577	Prbj.g_00875
OG0000107	Syal.g_00194	Prbj.g_02659
OG0000108	Syal.g_02897	Prbj.g_01630
OG0000109	Syal.g_02913	Prbj.g_01614
OG0000110	Syal.g_02782	Prbj.g_01801
OG0000111	Syal.g_01813	Prbj.g_00759
OG0000112	Syal.g_02000	Prbj.g_02276
OG0000113	Syal.g_02443	Prbj.g_02437
OG0000114	Syal.g_02286	Prbj.g_02340
OG0000115	Syal.g_00404	Prbj.g_00634
OG0000116	Syal.g_01630	Prbj.g_00956
OG0000117	Syal.g_01704	Prbj.g_01915
OG0000118	Syal.g_01583	Prbj.g_01742
OG0000119	Syal.g_02056	Prbj.g_00740, Prbj.g_00778
OG0000120	Syal.g_01324	Prbj.g_01465
OG0000121	Syal.g_00374	Prbj.g_01064, Prbj.g_01058
OG0000122	Syal.g_02602	Prbj.g_02627
OG0000123	Syal.g_00283	Prbj.g_00406
OG0000124	Syal.g_01519	Prbj.g_01281
OG0000125	Syal.g_01075	Prbj.g_01963
OG0000126	Syal.g_00090	Prbj.g_02067
OG0000128	Syal.g_00109	Prbj.g_02085
OG0000129	Syal.g_01062	Prbj.g_01951
OG0000130	Syal.g_00751	Prbj.g_00564
OG0000131	Syal.g_00886	Prbj.g_00543
OG0000132	Syal.g_00906	Prbj.g_00523
OG0000133	Syal.g_01995	Prbj.g_01460
OG0000134	Syal.g_00552	Prbj.g_00067
OG0000135	Syal.g_01119	Prbj.g_02004
OG0000136	Syal.g_00520	Prbj.g_00105
OG0000137	Syal.g_00463	Prbj.g_00128
OG0000138	Syal.g_02914	Prbj.g_01613
OG0000139	Syal.g_02832	Prbj.g_02133
OG0000140	Syal.g_02830	Prbj.g_02139
OG0000141	Syal.g_02738	Prbj.g_01757
OG0000142	Syal.g_02636	Prbj.g_02573
OG0000143	Syal.g_02632	Prbj.g_02577
OG0000144	Syal.g_02515	Prbj.g_00793
OG0000145	Syal.g_02921	Prbj.g_01607
OG0000146	Syal.g_02001	Prbj.g_02277
OG0000147	Syal.g_02002	Prbj.g_02278
OG0000148	Syal.g_02437	Prbj.g_02431
OG0000149	Syal.g_02475	Prbj.g_02488
OG0000150	Syal.g_02737	Prbj.g_02511
OG0000151	Syal.g_02263	Prbj.g_02361
OG0000152	Syal.g_01991	Prbj.g_02268
OG0000153	Syal.g_01958	Prbj.g_02241
OG0000154	Syal.g_01918	Prbj.g_02213
OG0000155	Syal.g_01695	Prbj.g_00312
OG0000156	Syal.g_01620	Prbj.g_00163
OG0000157	Syal.g_01619	Prbj.g_00162
OG0000158	Syal.g_01431	Prbj.g_01514
OG0000160	Syal.g_00372	Prbj.g_01057
OG0000161	Syal.g_00384	Prbj.g_01071
OG0000162	Syal.g_00396	Prbj.g_01077
OG0000163	Syal.g_02971	Prbj.g_01688
OG0000164	Syal.g_00623	Prbj.g_00476
OG0000165	Syal.g_00632	Prbj.g_00467
OG0000166	Syal.g_00236	Prbj.g_01019
OG0000167	Syal.g_01347	Prbj.g_01500
OG0000168	Syal.g_01433	Prbj.g_01515
OG0000169	Syal.g_01447	Prbj.g_01581
OG0000170	Syal.g_01454	Prbj.g_01593
OG0000171	Syal.g_01518	Prbj.g_01282
OG0000172	Syal.g_00174, Syal.g_00173	Prbj.g_01248
OG0000173	Syal.g_00155	Prbj.g_01227
OG0000174	Syal.g_01121	Prbj.g_02006
OG0000175	Syal.g_01172	Prbj.g_02044
OG0000176	Syal.g_00101	Prbj.g_02077
OG0000177	Syal.g_00102	Prbj.g_02078
OG0000178	Syal.g_00103	Prbj.g_02079
OG0000179	Syal.g_00118	Prbj.g_01188
OG0000180	Syal.g_00119	Prbj.g_01189
OG0000181	Syal.g_00120	Prbj.g_01190
OG0000182	Syal.g_00121	Prbj.g_01191
OG0000183	Syal.g_00125	Prbj.g_01195
OG0000184	Syal.g_01050	Prbj.g_01943
OG0000185	Syal.g_01025	Prbj.g_01921
OG0000186	Syal.g_02684, Syal.g_00747	Prbj.g_00558
OG0000187	Syal.g_02685, Syal.g_00748	Prbj.g_00560
OG0000188	Syal.g_00771	Prbj.g_00581
OG0000189	Syal.g_00807	Prbj.g_00607
OG0000190	Syal.g_01364	Prbj.g_00609
OG0000191	Syal.g_00841	Prbj.g_01557
OG0000192	Syal.g_00847	Prbj.g_01566
OG0000193	Syal.g_00887	Prbj.g_00542
OG0000194	Syal.g_00890	Prbj.g_00539
OG0000195	Syal.g_00892	Prbj.g_00537
OG0000196	Syal.g_00903	Prbj.g_00526
OG0000197	Syal.g_00904	Prbj.g_00525
OG0000198	Syal.g_00905	Prbj.g_00524
OG0000199	Syal.g_00913	Prbj.g_00517
OG0000200	Syal.g_00932	Prbj.g_01138
OG0000201	Syal.g_00949	Prbj.g_01157
OG0000202	Syal.g_00950	Prbj.g_01158
OG0000203	Syal.g_00951	Prbj.g_01159
OG0000204	Syal.g_00952	Prbj.g_01160
OG0000205	Syal.g_00959	Prbj.g_01167
OG0000206	Syal.g_00971	Prbj.g_00288
OG0000207	Syal.g_00974	Prbj.g_00234
OG0000208	Syal.g_00975	Prbj.g_00235
OG0000209	Syal.g_01000	Prbj.g_00262
OG0000210	Syal.g_01001	Prbj.g_00263
OG0000211	Syal.g_00688	Prbj.g_00177
OG0000212	Syal.g_00679	Prbj.g_02615
OG0000213	Syal.g_01229	Prbj.g_01362
OG0000214	Syal.g_01246	Prbj.g_01389
OG0000215	Syal.g_01277	Prbj.g_01419
OG0000216	Syal.g_01281	Prbj.g_01422
OG0000217	Syal.g_01285	Prbj.g_01426
OG0000218	Syal.g_01287	Prbj.g_01430
OG0000219	Syal.g_01288	Prbj.g_01431
OG0000220	Syal.g_01289	Prbj.g_01432
OG0000221	Syal.g_01297	Prbj.g_01437
OG0000222	Syal.g_01309	Prbj.g_01446
OG0000223	Syal.g_01327	Prbj.g_01469
OG0000224	Syal.g_01329	Prbj.g_01480
OG0000225	Syal.g_00363	Prbj.g_00323
OG0000226	Syal.g_00367	Prbj.g_00319
OG0000227	Syal.g_00369	Prbj.g_00317
OG0000228	Syal.g_00556	Prbj.g_00063
OG0000229	Syal.g_00525	Prbj.g_00100
OG0000230	Syal.g_00523	Prbj.g_00102
OG0000231	Syal.g_00510	Prbj.g_00117
OG0000232	Syal.g_00495	Prbj.g_01888
OG0000233	Syal.g_00487	Prbj.g_00148
OG0000234	Syal.g_00461	Prbj.g_00127
OG0000235	Syal.g_02896	Prbj.g_01631
OG0000236	Syal.g_02912	Prbj.g_01615
OG0000237	Syal.g_02930	Prbj.g_02094
OG0000238	Syal.g_02935	Prbj.g_02098
OG0000239	Syal.g_02951	Prbj.g_02114
OG0000240	Syal.g_02952	Prbj.g_02115
OG0000241	Syal.g_02696	Prbj.g_01116
OG0000242	Syal.g_02840	Prbj.g_02125
OG0000243	Syal.g_02822	Prbj.g_02668
OG0000244	Syal.g_02815	Prbj.g_01859
OG0000245	Syal.g_02813	Prbj.g_01862
OG0000246	Syal.g_02809	Prbj.g_01866
OG0000247	Syal.g_02797	Prbj.g_01877
OG0000248	Syal.g_02794	Prbj.g_01880
OG0000249	Syal.g_02792	Prbj.g_01882
OG0000250	Syal.g_02786	Prbj.g_01805
OG0000251	Syal.g_02760	Prbj.g_01781
OG0000252	Syal.g_02757	Prbj.g_01778
OG0000253	Syal.g_02755	Prbj.g_01772
OG0000254	Syal.g_02732	Prbj.g_01753
OG0000255	Syal.g_02719	Prbj.g_02546
OG0000256	Syal.g_02705	Prbj.g_02560
OG0000257	Syal.g_02697	Prbj.g_02566
OG0000258	Syal.g_02623	Prbj.g_02589
OG0000259	Syal.g_02182	Prbj.g_00812
OG0000260	Syal.g_02188	Prbj.g_00816
OG0000261	Syal.g_02199	Prbj.g_00819
OG0000262	Syal.g_02204	Prbj.g_00824
OG0000263	Syal.g_01720	Prbj.g_00248
OG0000264	Syal.g_01788	Prbj.g_00933
OG0000265	Syal.g_02534	Prbj.g_02178, Prbj.g_00913
OG0000266	Syal.g_02421	Prbj.g_02189
OG0000267	Syal.g_02043	Prbj.g_02315
OG0000268	Syal.g_02042	Prbj.g_02314
OG0000269	Syal.g_02409	Prbj.g_02407
OG0000270	Syal.g_02412	Prbj.g_02410
OG0000271	Syal.g_01871	Prbj.g_02418
OG0000272	Syal.g_01872	Prbj.g_02419
OG0000274	Syal.g_02455	Prbj.g_02471
OG0000275	Syal.g_02458	Prbj.g_02474
OG0000276	Syal.g_02467	Prbj.g_02480
OG0000277	Syal.g_02468	Prbj.g_02481
OG0000278	Syal.g_02471	Prbj.g_02484
OG0000279	Syal.g_02479	Prbj.g_02492
OG0000280	Syal.g_02493	Prbj.g_02498
OG0000281	Syal.g_02190	Prbj.g_02512
OG0000282	Syal.g_02284	Prbj.g_02342
OG0000283	Syal.g_02028	Prbj.g_02303
OG0000284	Syal.g_02023	Prbj.g_02297
OG0000285	Syal.g_02012	Prbj.g_00694
OG0000286	Syal.g_01992	Prbj.g_02269
OG0000287	Syal.g_01965	Prbj.g_00722
OG0000288	Syal.g_01919	Prbj.g_02214
OG0000289	Syal.g_01904	Prbj.g_02201
OG0000290	Syal.g_01826	Prbj.g_01841
OG0000291	Syal.g_01824	Prbj.g_01839
OG0000292	Syal.g_00089	Prbj.g_02066
OG0000293	Syal.g_01631	Prbj.g_00958
OG0000294	Syal.g_01632	Prbj.g_00959
OG0000295	Syal.g_01687	Prbj.g_00304
OG0000296	Syal.g_01689	Prbj.g_00306, Prbj.g_00307
OG0000297	Syal.g_01702	Prbj.g_01913
OG0000298	Syal.g_01703	Prbj.g_01914
OG0000299	Syal.g_01732	Prbj.g_01903
OG0000300	Syal.g_01738	Prbj.g_02155
OG0000301	Syal.g_01739	Prbj.g_02156
OG0000302	Syal.g_01740	Prbj.g_02159
OG0000303	Syal.g_01763	Prbj.g_00314
OG0000304	Syal.g_01756	Prbj.g_00020
OG0000305	Syal.g_01821	Prbj.g_01837
OG0000306	Syal.g_02579	Prbj.g_02521
OG0000307	Syal.g_02880	Prbj.g_01647
OG0000308	Syal.g_02878	Prbj.g_01649
OG0000309	Syal.g_02873	Prbj.g_01653
OG0000310	Syal.g_01537	Prbj.g_01294
OG0000311	Syal.g_00061	Prbj.g_01040
OG0000312	Syal.g_00031	Prbj.g_01044
OG0000313	Syal.g_00381	Prbj.g_01068
OG0000314	Syal.g_00416	Prbj.g_00646
OG0000315	Syal.g_00426	Prbj.g_00656
OG0000316	Syal.g_02987	Prbj.g_01699
OG0000317	Syal.g_00583	Prbj.g_00863
OG0000318	Syal.g_00588	Prbj.g_00856
OG0000319	Syal.g_00608	Prbj.g_00487
OG0000320	Syal.g_00610	Prbj.g_00485
OG0000321	Syal.g_00611	Prbj.g_00484
OG0000322	Syal.g_00612	Prbj.g_00483
OG0000323	Syal.g_00626	Prbj.g_00472
OG0000324	Syal.g_00656	Prbj.g_00443
OG0000325	Syal.g_00195	Prbj.g_02657
OG0000326	Syal.g_00202	Prbj.g_02649
OG0000327	Syal.g_00230	Prbj.g_01024
OG0000328	Syal.g_00231	Prbj.g_01023
OG0000329	Syal.g_00249	Prbj.g_01006
OG0000330	Syal.g_00250	Prbj.g_01005
OG0000331	Syal.g_00251	Prbj.g_01004
OG0000332	Syal.g_00266	Prbj.g_00989
OG0000333	Syal.g_00269	Prbj.g_00987
OG0000334	Syal.g_00279	Prbj.g_00410
OG0000335	Syal.g_00284	Prbj.g_00405
OG0000336	Syal.g_00288	Prbj.g_00401
OG0000337	Syal.g_01343	Prbj.g_01494
OG0000338	Syal.g_01345	Prbj.g_01498
OG0000339	Syal.g_01351	Prbj.g_01504
OG0000340	Syal.g_01434	Prbj.g_01516
OG0000341	Syal.g_01436	Prbj.g_01518
OG0000342	Syal.g_01437	Prbj.g_01519
OG0000343	Syal.g_01441	Prbj.g_01576
OG0000344	Syal.g_01445	Prbj.g_01579
OG0000345	Syal.g_01455	Prbj.g_01594
OG0000346	Syal.g_01460	Prbj.g_01599
OG0000347	Syal.g_01525	Prbj.g_01280
OG0000348	Syal.g_00170	Prbj.g_01243
OG0000349	Syal.g_00148	Prbj.g_01219
OG0000350	Syal.g_00209	Prbj.g_01999
OG0000351	Syal.g_01175	Prbj.g_02047
OG0000352	Syal.g_01176	Prbj.g_02048
OG0000353	Syal.g_00095	Prbj.g_02072
OG0000354	Syal.g_02941	Prbj.g_02104
OG0000354	Syal.g_00116	Prbj.g_01186
OG0000355	Syal.g_00098	Prbj.g_02074
OG0000356	Syal.g_00099	Prbj.g_02075
OG0000357	Syal.g_00100	Prbj.g_02076
OG0000358	Syal.g_00104	Prbj.g_02080
OG0000359	Syal.g_00106	Prbj.g_02082
OG0000360	Syal.g_00107	Prbj.g_02083
OG0000361	Syal.g_00108	Prbj.g_02084
OG0000362	Syal.g_00110	Prbj.g_02086
OG0000363	Syal.g_00112	Prbj.g_01182
OG0000364	Syal.g_00113	Prbj.g_01183
OG0000365	Syal.g_00122	Prbj.g_01192
OG0000366	Syal.g_00123	Prbj.g_01193
OG0000367	Syal.g_00124	Prbj.g_01194
OG0000368	Syal.g_00126	Prbj.g_01196
OG0000369	Syal.g_00127	Prbj.g_01197
OG0000370	Syal.g_00128	Prbj.g_01198
OG0000371	Syal.g_00135	Prbj.g_01207
OG0000372	Syal.g_00141	Prbj.g_01212
OG0000373	Syal.g_00142	Prbj.g_01213
OG0000374	Syal.g_00143	Prbj.g_01214
OG0000375	Syal.g_00144	Prbj.g_01215
OG0000376	Syal.g_00146	Prbj.g_01217
OG0000377	Syal.g_01061	Prbj.g_01950
OG0000378	Syal.g_01027	Prbj.g_01936
OG0000379	Syal.g_01024	Prbj.g_01920
OG0000380	Syal.g_00749	Prbj.g_00561
OG0000381	Syal.g_00752	Prbj.g_00565
OG0000382	Syal.g_00770	Prbj.g_00580
OG0000383	Syal.g_00775	Prbj.g_00582
OG0000384	Syal.g_00776	Prbj.g_00583
OG0000385	Syal.g_00777	Prbj.g_00584
OG0000386	Syal.g_00778	Prbj.g_00585
OG0000387	Syal.g_00811	Prbj.g_00611
OG0000388	Syal.g_00815	Prbj.g_00615
OG0000389	Syal.g_00819	Prbj.g_00619
OG0000390	Syal.g_00835	Prbj.g_01551
OG0000391	Syal.g_00840	Prbj.g_01556
OG0000392	Syal.g_00846	Prbj.g_01562
OG0000393	Syal.g_00849	Prbj.g_01567
OG0000394	Syal.g_00850	Prbj.g_01568
OG0000395	Syal.g_00851	Prbj.g_01569
OG0000396	Syal.g_00854	Prbj.g_01530
OG0000397	Syal.g_00857	Prbj.g_01532
OG0000398	Syal.g_00862	Prbj.g_01537
OG0000399	Syal.g_00863	Prbj.g_01538
OG0000400	Syal.g_00864	Prbj.g_01539
OG0000401	Syal.g_00865	Prbj.g_01540
OG0000402	Syal.g_00867	Prbj.g_01542
OG0000403	Syal.g_00868	Prbj.g_01543
OG0000404	Syal.g_00870	Prbj.g_01545
OG0000405	Syal.g_00883	Prbj.g_00545
OG0000406	Syal.g_00888	Prbj.g_00541
OG0000407	Syal.g_00889	Prbj.g_00540
OG0000408	Syal.g_00891	Prbj.g_00538
OG0000409	Syal.g_00893	Prbj.g_00536
OG0000410	Syal.g_00894	Prbj.g_00535
OG0000411	Syal.g_00895	Prbj.g_00534
OG0000412	Syal.g_00896	Prbj.g_00533
OG0000413	Syal.g_00898	Prbj.g_00531
OG0000414	Syal.g_00899	Prbj.g_00530
OG0000415	Syal.g_00900	Prbj.g_00529
OG0000416	Syal.g_00901	Prbj.g_00528
OG0000417	Syal.g_00902	Prbj.g_00527
OG0000418	Syal.g_00907	Prbj.g_00522
OG0000419	Syal.g_00909	Prbj.g_00520
OG0000420	Syal.g_00911	Prbj.g_00519
OG0000421	Syal.g_00916	Prbj.g_00515
OG0000422	Syal.g_00917	Prbj.g_00514
OG0000423	Syal.g_00918	Prbj.g_00513
OG0000424	Syal.g_00919	Prbj.g_00512
OG0000425	Syal.g_00920	Prbj.g_00511
OG0000426	Syal.g_00921	Prbj.g_00510
OG0000427	Syal.g_00922	Prbj.g_00509
OG0000428	Syal.g_00925	Prbj.g_02369
OG0000429	Syal.g_00929	Prbj.g_01135
OG0000430	Syal.g_00931	Prbj.g_01137
OG0000431	Syal.g_00934	Prbj.g_01141
OG0000432	Syal.g_00940	Prbj.g_01148
OG0000433	Syal.g_00943	Prbj.g_01151
OG0000434	Syal.g_00944	Prbj.g_01152
OG0000435	Syal.g_00946	Prbj.g_01155
OG0000436	Syal.g_00953	Prbj.g_01161
OG0000437	Syal.g_00954	Prbj.g_01162
OG0000438	Syal.g_00955	Prbj.g_01163
OG0000439	Syal.g_00957	Prbj.g_01165
OG0000440	Syal.g_00958	Prbj.g_01166
OG0000441	Syal.g_00962	Prbj.g_01173
OG0000442	Syal.g_00964	Prbj.g_01174
OG0000443	Syal.g_00966	Prbj.g_00289
OG0000444	Syal.g_00978	Prbj.g_00237
OG0000445	Syal.g_00979	Prbj.g_00238
OG0000446	Syal.g_00981	Prbj.g_00240
OG0000447	Syal.g_00989	Prbj.g_00250
OG0000448	Syal.g_00990	Prbj.g_00251
OG0000449	Syal.g_00991	Prbj.g_00252
OG0000450	Syal.g_00997	Prbj.g_00258
OG0000451	Syal.g_00998	Prbj.g_00259
OG0000452	Syal.g_01002	Prbj.g_00264
OG0000453	Syal.g_01003	Prbj.g_00265
OG0000454	Syal.g_01004	Prbj.g_00266
OG0000455	Syal.g_01005	Prbj.g_00267
OG0000456	Syal.g_01006	Prbj.g_00268
OG0000457	Syal.g_01008	Prbj.g_00270
OG0000458	Syal.g_01009	Prbj.g_00271
OG0000459	Syal.g_01010	Prbj.g_00272
OG0000460	Syal.g_00686	Prbj.g_00176
OG0000461	Syal.g_01199	Prbj.g_02661
OG0000462	Syal.g_01202	Prbj.g_01341
OG0000463	Syal.g_01203	Prbj.g_01342
OG0000464	Syal.g_01204	Prbj.g_01343
OG0000465	Syal.g_01205	Prbj.g_01345
OG0000466	Syal.g_01210	Prbj.g_01350
OG0000467	Syal.g_01212	Prbj.g_01352
OG0000468	Syal.g_01225	Prbj.g_01359
OG0000469	Syal.g_01240	Prbj.g_01372
OG0000470	Syal.g_01242	Prbj.g_01385
OG0000471	Syal.g_01243	Prbj.g_01386
OG0000472	Syal.g_01245	Prbj.g_01388
OG0000473	Syal.g_01247	Prbj.g_01390
OG0000474	Syal.g_01248	Prbj.g_01391
OG0000475	Syal.g_01249	Prbj.g_01392
OG0000476	Syal.g_01251	Prbj.g_01394
OG0000477	Syal.g_01257	Prbj.g_01399
OG0000478	Syal.g_01258	Prbj.g_01400
OG0000479	Syal.g_01259	Prbj.g_01401
OG0000480	Syal.g_01266	Prbj.g_01408
OG0000481	Syal.g_01268	Prbj.g_01410
OG0000482	Syal.g_01269	Prbj.g_01411
OG0000483	Syal.g_01273	Prbj.g_01415
OG0000484	Syal.g_01274	Prbj.g_01416
OG0000485	Syal.g_01275	Prbj.g_01417
OG0000486	Syal.g_01276	Prbj.g_01418
OG0000487	Syal.g_01282	Prbj.g_01423
OG0000488	Syal.g_01286	Prbj.g_01427
OG0000489	Syal.g_01298	Prbj.g_01438
OG0000490	Syal.g_01307	Prbj.g_01444
OG0000491	Syal.g_01308	Prbj.g_01445
OG0000492	Syal.g_01310	Prbj.g_01448
OG0000493	Syal.g_01311	Prbj.g_01449
OG0000494	Syal.g_01312	Prbj.g_01450
OG0000495	Syal.g_01313	Prbj.g_01451
OG0000496	Syal.g_01314	Prbj.g_01452
OG0000497	Syal.g_01315	Prbj.g_01453
OG0000498	Syal.g_01316	Prbj.g_01454
OG0000499	Syal.g_01317	Prbj.g_01455
OG0000500	Syal.g_01318	Prbj.g_01456
OG0000501	Syal.g_01321	Prbj.g_01459
OG0000502	Syal.g_01328	Prbj.g_01471
OG0000503	Syal.g_00347	Prbj.g_00341
OG0000504	Syal.g_00349	Prbj.g_00339
OG0000505	Syal.g_00350	Prbj.g_00338
OG0000506	Syal.g_00352	Prbj.g_00336
OG0000507	Syal.g_00358	Prbj.g_00331
OG0000508	Syal.g_00362	Prbj.g_00324
OG0000509	Syal.g_00364	Prbj.g_00322
OG0000510	Syal.g_00365	Prbj.g_00321
OG0000511	Syal.g_00366	Prbj.g_00320
OG0000512	Syal.g_00368	Prbj.g_00318
OG0000513	Syal.g_00551	Prbj.g_00068
OG0000514	Syal.g_00539	Prbj.g_00076
OG0000515	Syal.g_00538	Prbj.g_00077
OG0000516	Syal.g_00534	Prbj.g_00089
OG0000517	Syal.g_00526	Prbj.g_00099
OG0000518	Syal.g_00514	Prbj.g_00111
OG0000519	Syal.g_00513	Prbj.g_00112
OG0000520	Syal.g_00512	Prbj.g_00113
OG0000521	Syal.g_00502	Prbj.g_01894
OG0000522	Syal.g_00500	Prbj.g_01892
OG0000523	Syal.g_00499	Prbj.g_01891
OG0000524	Syal.g_00491	Prbj.g_00152
OG0000525	Syal.g_00473	Prbj.g_00136
OG0000526	Syal.g_00471	Prbj.g_00134
OG0000527	Syal.g_00465	Prbj.g_00130
OG0000528	Syal.g_02893	Prbj.g_01635
OG0000529	Syal.g_02898	Prbj.g_01629
OG0000530	Syal.g_02901	Prbj.g_01626
OG0000531	Syal.g_02902	Prbj.g_01625
OG0000532	Syal.g_02905	Prbj.g_01622
OG0000533	Syal.g_02907	Prbj.g_01620
OG0000534	Syal.g_02908	Prbj.g_01619
OG0000535	Syal.g_02909	Prbj.g_01618
OG0000536	Syal.g_02910	Prbj.g_01617
OG0000537	Syal.g_02911	Prbj.g_01616
OG0000538	Syal.g_02923	Prbj.g_01605
OG0000539	Syal.g_02924	Prbj.g_02088
OG0000540	Syal.g_02925	Prbj.g_02089
OG0000541	Syal.g_02926	Prbj.g_02090
OG0000542	Syal.g_02929	Prbj.g_02093
OG0000543	Syal.g_02931	Prbj.g_02095
OG0000544	Syal.g_02932	Prbj.g_02096
OG0000545	Syal.g_02934	Prbj.g_02097
OG0000546	Syal.g_02936	Prbj.g_02099
OG0000547	Syal.g_02938	Prbj.g_02101
OG0000548	Syal.g_02939	Prbj.g_02102
OG0000549	Syal.g_02945	Prbj.g_02108
OG0000550	Syal.g_02949	Prbj.g_02113
OG0000551	Syal.g_02953	Prbj.g_02117
OG0000552	Syal.g_02954	Prbj.g_02118
OG0000553	Syal.g_02843	Prbj.g_02123
OG0000554	Syal.g_02837	Prbj.g_02128
OG0000555	Syal.g_02823	Prbj.g_02146
OG0000556	Syal.g_02819	Prbj.g_02666
OG0000557	Syal.g_02816	Prbj.g_01858
OG0000558	Syal.g_02814	Prbj.g_01861
OG0000559	Syal.g_02810	Prbj.g_01865
OG0000560	Syal.g_02807	Prbj.g_01868
OG0000561	Syal.g_02806	Prbj.g_01869
OG0000562	Syal.g_02805	Prbj.g_01870
OG0000563	Syal.g_02804	Prbj.g_01871
