Orthogroup	Syal	Prbh
OG0000146	Syal.g_02001	Prbh.g_01077
OG0000147	Syal.g_02002	Prbh.g_01076
OG0000148	Syal.g_02437	Prbh.g_00970
OG0000149	Syal.g_02475	Prbh.g_01002
OG0000150	Syal.g_02737	Prbh.g_01012
OG0000151	Syal.g_02263	Prbh.g_00888
OG0000152	Syal.g_01991	Prbh.g_01086
OG0000153	Syal.g_01958	Prbh.g_01104
OG0000154	Syal.g_01918	Prbh.g_01121
OG0000155	Syal.g_01695	Prbh.g_01261
OG0000156	Syal.g_01620	Prbh.g_01362
OG0000157	Syal.g_01619	Prbh.g_01363
OG0000158	Syal.g_01431	Prbh.g_01599
OG0000160	Syal.g_00372	Prbh.g_00100
OG0000161	Syal.g_00384	Prbh.g_01288, Prbh.g_00106
OG0000162	Syal.g_00396	Prbh.g_00112
OG0000163	Syal.g_02971	Prbh.g_00151
OG0000164	Syal.g_00623	Prbh.g_01758
OG0000165	Syal.g_00632	Prbh.g_01750
OG0000166	Syal.g_00236	Prbh.g_01681
OG0000167	Syal.g_01347	Prbh.g_01609
OG0000168	Syal.g_01433	Prbh.g_01598
OG0000169	Syal.g_01447	Prbh.g_01588
OG0000170	Syal.g_01454	Prbh.g_01585
OG0000171	Syal.g_01518	Prbh.g_01565
OG0000172	Syal.g_00174, Syal.g_00173	Prbh.g_01558
OG0000173	Syal.g_00155	Prbh.g_01543
OG0000174	Syal.g_01121	Prbh.g_01512
OG0000175	Syal.g_01172	Prbh.g_01500
OG0000176	Syal.g_00101	Prbh.g_01472
OG0000177	Syal.g_00102	Prbh.g_01471
OG0000178	Syal.g_00103	Prbh.g_01470
OG0000179	Syal.g_00118	Prbh.g_00764
OG0000180	Syal.g_00119	Prbh.g_00763
OG0000181	Syal.g_00120	Prbh.g_00762
OG0000182	Syal.g_00121	Prbh.g_00761
OG0000183	Syal.g_00125	Prbh.g_00757
OG0000184	Syal.g_01050	Prbh.g_00734
OG0000185	Syal.g_01025	Prbh.g_00731
OG0000186	Syal.g_02684, Syal.g_00747	Prbh.g_00719
OG0000187	Syal.g_02685, Syal.g_00748	Prbh.g_00718
OG0000188	Syal.g_00771	Prbh.g_00701
OG0000189	Syal.g_00807	Prbh.g_00687
OG0000190	Syal.g_01364	Prbh.g_00686
OG0000191	Syal.g_00841	Prbh.g_00664
OG0000192	Syal.g_00847	Prbh.g_00659
OG0000193	Syal.g_00887	Prbh.g_00636
OG0000194	Syal.g_00890	Prbh.g_00633
OG0000195	Syal.g_00892	Prbh.g_00631
OG0000196	Syal.g_00903	Prbh.g_00621
OG0000197	Syal.g_00904	Prbh.g_00620
OG0000198	Syal.g_00905	Prbh.g_00619
OG0000199	Syal.g_00913	Prbh.g_00612
OG0000200	Syal.g_00932	Prbh.g_00599
OG0000201	Syal.g_00949	Prbh.g_00590
OG0000202	Syal.g_00950	Prbh.g_00589
OG0000203	Syal.g_00951	Prbh.g_00588
OG0000204	Syal.g_00952	Prbh.g_00587
OG0000205	Syal.g_00959	Prbh.g_00580
OG0000206	Syal.g_00971	Prbh.g_00575
OG0000207	Syal.g_00974	Prbh.g_00573
OG0000208	Syal.g_00975	Prbh.g_00572
OG0000209	Syal.g_01000	Prbh.g_00563
OG0000210	Syal.g_01001	Prbh.g_00562
OG0000211	Syal.g_00688	Prbh.g_00547
OG0000212	Syal.g_00679	Prbh.g_00539
OG0000213	Syal.g_01229	Prbh.g_00521
OG0000214	Syal.g_01246	Prbh.g_00512
OG0000215	Syal.g_01277	Prbh.g_00485
OG0000216	Syal.g_01281	Prbh.g_00484
OG0000217	Syal.g_01285	Prbh.g_00481
OG0000218	Syal.g_01287	Prbh.g_00479
OG0000219	Syal.g_01288	Prbh.g_00478
OG0000220	Syal.g_01289	Prbh.g_00477
OG0000221	Syal.g_01297	Prbh.g_00476
OG0000222	Syal.g_01309	Prbh.g_00469
OG0000223	Syal.g_01327	Prbh.g_00456
OG0000224	Syal.g_01329	Prbh.g_00454
OG0000225	Syal.g_00363	Prbh.g_00426
OG0000226	Syal.g_00367	Prbh.g_00422
OG0000227	Syal.g_00369	Prbh.g_00420
OG0000228	Syal.g_00556	Prbh.g_00416
OG0000229	Syal.g_00525	Prbh.g_00396
OG0000230	Syal.g_00523	Prbh.g_00394
OG0000231	Syal.g_00510	Prbh.g_00383
OG0000232	Syal.g_00495	Prbh.g_00370
OG0000233	Syal.g_00487	Prbh.g_00365
OG0000234	Syal.g_00461	Prbh.g_00355
OG0000235	Syal.g_02896	Prbh.g_00352
OG0000236	Syal.g_02912	Prbh.g_00338
OG0000237	Syal.g_02930	Prbh.g_00324
OG0000238	Syal.g_02935	Prbh.g_00318
OG0000239	Syal.g_02951	Prbh.g_00305
OG0000240	Syal.g_02952	Prbh.g_00304
OG0000241	Syal.g_02696	Prbh.g_00299
OG0000242	Syal.g_02840	Prbh.g_00297
OG0000243	Syal.g_02822	Prbh.g_00287
OG0000244	Syal.g_02815	Prbh.g_00284
OG0000245	Syal.g_02813	Prbh.g_00282
OG0000246	Syal.g_02809	Prbh.g_00278
OG0000247	Syal.g_02797	Prbh.g_00267
OG0000248	Syal.g_02794	Prbh.g_00264
OG0000249	Syal.g_02792	Prbh.g_00262
OG0000250	Syal.g_02786	Prbh.g_00257
OG0000251	Syal.g_02760	Prbh.g_00239
OG0000252	Syal.g_02757	Prbh.g_00236
OG0000253	Syal.g_02755	Prbh.g_00235
OG0000254	Syal.g_02732	Prbh.g_00218
OG0000255	Syal.g_02719	Prbh.g_00212
OG0000256	Syal.g_02705	Prbh.g_01455
OG0000257	Syal.g_02697	Prbh.g_01223
OG0000258	Syal.g_02623	Prbh.g_01210
OG0000259	Syal.g_02182	Prbh.g_01193
OG0000260	Syal.g_02188	Prbh.g_01190
OG0000261	Syal.g_02199	Prbh.g_01187
OG0000262	Syal.g_02204	Prbh.g_01182
OG0000263	Syal.g_01720	Prbh.g_00915
OG0000264	Syal.g_01788	Prbh.g_00926
OG0000265	Syal.g_02534	Prbh.g_00945
OG0000266	Syal.g_02421	Prbh.g_01163
OG0000267	Syal.g_02043	Prbh.g_01150
OG0000268	Syal.g_02042	Prbh.g_01149
OG0000269	Syal.g_02409	Prbh.g_00948
OG0000270	Syal.g_02412	Prbh.g_00951
OG0000271	Syal.g_01871	Prbh.g_00959
OG0000272	Syal.g_01872	Prbh.g_00960
OG0000274	Syal.g_02455	Prbh.g_00984
OG0000275	Syal.g_02458	Prbh.g_00987
OG0000276	Syal.g_02467	Prbh.g_00993
OG0000277	Syal.g_02468	Prbh.g_00994
OG0000278	Syal.g_02471	Prbh.g_00997
OG0000279	Syal.g_02479	Prbh.g_01005
OG0000280	Syal.g_02493	Prbh.g_01006
OG0000281	Syal.g_02190	Prbh.g_01013
OG0000282	Syal.g_02284	Prbh.g_00880
OG0000283	Syal.g_02028	Prbh.g_01059
OG0000284	Syal.g_02023	Prbh.g_01064
OG0000285	Syal.g_02012	Prbh.g_01069
OG0000286	Syal.g_01992	Prbh.g_01085
OG0000287	Syal.g_01965	Prbh.g_01342
OG0000288	Syal.g_01919	Prbh.g_01120
OG0000289	Syal.g_01904	Prbh.g_01135
OG0000290	Syal.g_01826	Prbh.g_01034
OG0000291	Syal.g_01824	Prbh.g_01032
OG0000292	Syal.g_00089	Prbh.g_01328
OG0000293	Syal.g_01631	Prbh.g_01293
OG0000294	Syal.g_01632	Prbh.g_01292
OG0000295	Syal.g_01687	Prbh.g_01268
OG0000296	Syal.g_01689	Prbh.g_01266
OG0000297	Syal.g_01702	Prbh.g_01257
OG0000298	Syal.g_01703	Prbh.g_01256
OG0000299	Syal.g_01732	Prbh.g_01237
OG0000300	Syal.g_01738	Prbh.g_01234
OG0000301	Syal.g_01739	Prbh.g_01233
OG0000302	Syal.g_01740	Prbh.g_01231
OG0000303	Syal.g_01763	Prbh.g_01225
OG0000304	Syal.g_01756	Prbh.g_01450
OG0000305	Syal.g_01821	Prbh.g_01326
OG0000306	Syal.g_02579	Prbh.g_01017
OG0000307	Syal.g_02880	Prbh.g_00019
OG0000308	Syal.g_02878	Prbh.g_00020
OG0000309	Syal.g_02873	Prbh.g_00024
OG0000310	Syal.g_01537	Prbh.g_00082
OG0000311	Syal.g_00061	Prbh.g_00084
OG0000312	Syal.g_00031	Prbh.g_00087
OG0000313	Syal.g_00381	Prbh.g_00103
OG0000314	Syal.g_00416	Prbh.g_00126
OG0000315	Syal.g_00426	Prbh.g_00136
OG0000316	Syal.g_02987	Prbh.g_00162
OG0000317	Syal.g_00583	Prbh.g_01785
OG0000318	Syal.g_00588	Prbh.g_01781
OG0000319	Syal.g_00608	Prbh.g_01768
OG0000320	Syal.g_00610	Prbh.g_01766
OG0000321	Syal.g_00611	Prbh.g_01765
OG0000322	Syal.g_00612	Prbh.g_01764
OG0000323	Syal.g_00626	Prbh.g_01755
OG0000324	Syal.g_00656	Prbh.g_01727
OG0000325	Syal.g_00195	Prbh.g_01717
OG0000326	Syal.g_00202	Prbh.g_01710
OG0000327	Syal.g_00230	Prbh.g_01686
OG0000328	Syal.g_00231	Prbh.g_01685
OG0000329	Syal.g_00249	Prbh.g_01668
OG0000330	Syal.g_00250	Prbh.g_01667
OG0000331	Syal.g_00251	Prbh.g_01666
OG0000332	Syal.g_00266	Prbh.g_01652
OG0000333	Syal.g_00269	Prbh.g_01650
OG0000334	Syal.g_00279	Prbh.g_01641
OG0000335	Syal.g_00284	Prbh.g_01636
OG0000336	Syal.g_00288	Prbh.g_01632
OG0000337	Syal.g_01343	Prbh.g_01613
OG0000338	Syal.g_01345	Prbh.g_01612
OG0000339	Syal.g_01351	Prbh.g_01606
OG0000340	Syal.g_01434	Prbh.g_01597
OG0000341	Syal.g_01436	Prbh.g_01595
OG0000342	Syal.g_01437	Prbh.g_01594
OG0000343	Syal.g_01441	Prbh.g_01593
OG0000344	Syal.g_01445	Prbh.g_01590
OG0000345	Syal.g_01455	Prbh.g_01584
OG0000346	Syal.g_01460	Prbh.g_01580
OG0000347	Syal.g_01525	Prbh.g_01563
OG0000348	Syal.g_00170	Prbh.g_01555
OG0000349	Syal.g_00148	Prbh.g_01537
OG0000350	Syal.g_00209	Prbh.g_01516
OG0000351	Syal.g_01175	Prbh.g_01497
OG0000352	Syal.g_01176	Prbh.g_01496
OG0000353	Syal.g_00095	Prbh.g_01477
OG0000355	Syal.g_00098	Prbh.g_01475
OG0000356	Syal.g_00099	Prbh.g_01474
OG0000357	Syal.g_00100	Prbh.g_01473
OG0000358	Syal.g_00104	Prbh.g_01469
OG0000359	Syal.g_00106	Prbh.g_01468
OG0000360	Syal.g_00107	Prbh.g_01467
OG0000361	Syal.g_00108	Prbh.g_01466
OG0000362	Syal.g_00110	Prbh.g_01952
OG0000363	Syal.g_00112	Prbh.g_00766
OG0000364	Syal.g_00113	Prbh.g_00765
OG0000365	Syal.g_00122	Prbh.g_00760
OG0000366	Syal.g_00123	Prbh.g_00759
OG0000367	Syal.g_00124	Prbh.g_00758
OG0000368	Syal.g_00126	Prbh.g_00756
OG0000369	Syal.g_00127	Prbh.g_00755
OG0000370	Syal.g_00128	Prbh.g_00754
OG0000371	Syal.g_00135	Prbh.g_00748
OG0000372	Syal.g_00141	Prbh.g_00746
OG0000373	Syal.g_00142	Prbh.g_00745
OG0000374	Syal.g_00143	Prbh.g_00744
OG0000375	Syal.g_00144	Prbh.g_00743
OG0000376	Syal.g_00146	Prbh.g_00741
OG0000377	Syal.g_01061	Prbh.g_00737
OG0000378	Syal.g_01027	Prbh.g_00733
OG0000379	Syal.g_01024	Prbh.g_00730
OG0000380	Syal.g_00749	Prbh.g_00717
OG0000381	Syal.g_00752	Prbh.g_00712
OG0000382	Syal.g_00770	Prbh.g_00702
OG0000383	Syal.g_00775	Prbh.g_00700
OG0000384	Syal.g_00776	Prbh.g_00699
OG0000385	Syal.g_00777	Prbh.g_00698
OG0000386	Syal.g_00778	Prbh.g_00697
OG0000387	Syal.g_00811	Prbh.g_00684
OG0000388	Syal.g_00815	Prbh.g_00680
OG0000389	Syal.g_00819	Prbh.g_00677
OG0000390	Syal.g_00835	Prbh.g_00668
OG0000391	Syal.g_00840	Prbh.g_00665
OG0000392	Syal.g_00846	Prbh.g_00661
OG0000393	Syal.g_00849	Prbh.g_00658
OG0000394	Syal.g_00850	Prbh.g_00657
OG0000395	Syal.g_00851	Prbh.g_00656
OG0000396	Syal.g_00854	Prbh.g_00654
OG0000397	Syal.g_00857	Prbh.g_00652
OG0000398	Syal.g_00862	Prbh.g_00649
OG0000399	Syal.g_00863	Prbh.g_00648
OG0000400	Syal.g_00864	Prbh.g_00647
OG0000401	Syal.g_00865	Prbh.g_00646
OG0000402	Syal.g_00867	Prbh.g_01144
OG0000403	Syal.g_00868	Prbh.g_00644
OG0000404	Syal.g_00870	Prbh.g_00643
OG0000405	Syal.g_00883	Prbh.g_00639
OG0000406	Syal.g_00888	Prbh.g_00635
OG0000407	Syal.g_00889	Prbh.g_00634
OG0000408	Syal.g_00891	Prbh.g_00632
OG0000409	Syal.g_00893	Prbh.g_00630
OG0000410	Syal.g_00894	Prbh.g_00629
OG0000411	Syal.g_00895	Prbh.g_00628
OG0000412	Syal.g_00896	Prbh.g_00627
OG0000413	Syal.g_00898	Prbh.g_00626
OG0000414	Syal.g_00899	Prbh.g_00625
OG0000415	Syal.g_00900	Prbh.g_00624
OG0000416	Syal.g_00901	Prbh.g_00623
OG0000417	Syal.g_00902	Prbh.g_00622
OG0000418	Syal.g_00907	Prbh.g_00617
OG0000419	Syal.g_00909	Prbh.g_00615
OG0000420	Syal.g_00911	Prbh.g_00614
OG0000421	Syal.g_00916	Prbh.g_00610
OG0000422	Syal.g_00917	Prbh.g_00609
OG0000423	Syal.g_00918	Prbh.g_00608
OG0000424	Syal.g_00919	Prbh.g_00607
OG0000425	Syal.g_00920	Prbh.g_00606
OG0000426	Syal.g_00921	Prbh.g_00605
OG0000427	Syal.g_00922	Prbh.g_00604
OG0000428	Syal.g_00925	Prbh.g_00602
OG0000429	Syal.g_00929	Prbh.g_00601
OG0000430	Syal.g_00931	Prbh.g_00600
OG0000431	Syal.g_00934	Prbh.g_00598
OG0000432	Syal.g_00940	Prbh.g_00594
OG0000433	Syal.g_00943	Prbh.g_00593
OG0000434	Syal.g_00944	Prbh.g_00592
OG0000435	Syal.g_00946	Prbh.g_00591
OG0000436	Syal.g_00953	Prbh.g_00586
OG0000437	Syal.g_00954	Prbh.g_00585
OG0000438	Syal.g_00955	Prbh.g_00584
OG0000439	Syal.g_00957	Prbh.g_00582
OG0000440	Syal.g_00958	Prbh.g_00581
OG0000441	Syal.g_00962	Prbh.g_00578
OG0000442	Syal.g_00964	Prbh.g_00577
OG0000443	Syal.g_00966	Prbh.g_00576
OG0000444	Syal.g_00978	Prbh.g_00571
OG0000445	Syal.g_00979	Prbh.g_00570
OG0000446	Syal.g_00981	Prbh.g_00569
OG0000447	Syal.g_00989	Prbh.g_00568
OG0000448	Syal.g_00990	Prbh.g_00567
OG0000449	Syal.g_00991	Prbh.g_00566
OG0000450	Syal.g_00997	Prbh.g_00565
OG0000451	Syal.g_00998	Prbh.g_00564
OG0000452	Syal.g_01002	Prbh.g_00561
OG0000453	Syal.g_01003	Prbh.g_00560
OG0000454	Syal.g_01004	Prbh.g_00559
OG0000455	Syal.g_01005	Prbh.g_00558
OG0000456	Syal.g_01006	Prbh.g_00557
OG0000457	Syal.g_01008	Prbh.g_00555
OG0000458	Syal.g_01009	Prbh.g_00554
OG0000459	Syal.g_01010	Prbh.g_00553
OG0000460	Syal.g_00686	Prbh.g_00545
OG0000461	Syal.g_01199	Prbh.g_00537
OG0000462	Syal.g_01202	Prbh.g_00535
OG0000463	Syal.g_01203	Prbh.g_00534
OG0000464	Syal.g_01204	Prbh.g_00533
OG0000465	Syal.g_01205	Prbh.g_00532
OG0000466	Syal.g_01210	Prbh.g_00529
OG0000467	Syal.g_01212	Prbh.g_00528
OG0000468	Syal.g_01225	Prbh.g_00525
OG0000469	Syal.g_01240	Prbh.g_00517
OG0000470	Syal.g_01242	Prbh.g_00515
OG0000471	Syal.g_01243	Prbh.g_00514
OG0000472	Syal.g_01245	Prbh.g_00513
OG0000473	Syal.g_01247	Prbh.g_00511
OG0000474	Syal.g_01248	Prbh.g_00510
OG0000475	Syal.g_01249	Prbh.g_00509
OG0000476	Syal.g_01251	Prbh.g_00507
OG0000477	Syal.g_01257	Prbh.g_00504
OG0000478	Syal.g_01258	Prbh.g_00503
OG0000479	Syal.g_01259	Prbh.g_00502
OG0000480	Syal.g_01266	Prbh.g_00497
OG0000481	Syal.g_01268	Prbh.g_00494
OG0000482	Syal.g_01269	Prbh.g_00493
OG0000483	Syal.g_01273	Prbh.g_00490
OG0000484	Syal.g_01274	Prbh.g_00489
OG0000485	Syal.g_01275	Prbh.g_00487
OG0000486	Syal.g_01276	Prbh.g_00486
OG0000487	Syal.g_01282	Prbh.g_00483
OG0000488	Syal.g_01286	Prbh.g_00480
OG0000489	Syal.g_01298	Prbh.g_00475
OG0000490	Syal.g_01307	Prbh.g_00471
OG0000491	Syal.g_01308	Prbh.g_00470
OG0000492	Syal.g_01310	Prbh.g_00468
OG0000493	Syal.g_01311	Prbh.g_00467
OG0000494	Syal.g_01312	Prbh.g_00466
OG0000495	Syal.g_01313	Prbh.g_00465
OG0000496	Syal.g_01314	Prbh.g_00464
OG0000497	Syal.g_01315	Prbh.g_00463
OG0000498	Syal.g_01316	Prbh.g_00462
OG0000499	Syal.g_01317	Prbh.g_00461
OG0000500	Syal.g_01318	Prbh.g_00460
OG0000501	Syal.g_01321	Prbh.g_00458
OG0000502	Syal.g_01328	Prbh.g_00455
OG0000503	Syal.g_00347	Prbh.g_00439
OG0000504	Syal.g_00349	Prbh.g_00437
OG0000505	Syal.g_00350	Prbh.g_00436
OG0000506	Syal.g_00352	Prbh.g_00435
OG0000507	Syal.g_00358	Prbh.g_00431
OG0000508	Syal.g_00362	Prbh.g_00427
OG0000509	Syal.g_00364	Prbh.g_00425
OG0000510	Syal.g_00365	Prbh.g_00424
OG0000511	Syal.g_00366	Prbh.g_00423
OG0000512	Syal.g_00368	Prbh.g_00421
OG0000513	Syal.g_00551	Prbh.g_00412
OG0000514	Syal.g_00539	Prbh.g_00401
OG0000515	Syal.g_00538	Prbh.g_00400
OG0000516	Syal.g_00534	Prbh.g_00399
OG0000517	Syal.g_00526	Prbh.g_00397
OG0000518	Syal.g_00514	Prbh.g_00386
OG0000519	Syal.g_00513	Prbh.g_00385
OG0000520	Syal.g_00512	Prbh.g_00384
OG0000521	Syal.g_00502	Prbh.g_00374
OG0000522	Syal.g_00500	Prbh.g_00372
OG0000523	Syal.g_00499	Prbh.g_00371
OG0000524	Syal.g_00491	Prbh.g_00367
OG0000525	Syal.g_00473	Prbh.g_00363
OG0000526	Syal.g_00471	Prbh.g_00361
OG0000527	Syal.g_00465	Prbh.g_00358
OG0000528	Syal.g_02893	Prbh.g_00353
OG0000529	Syal.g_02898	Prbh.g_00350
OG0000530	Syal.g_02901	Prbh.g_00347
OG0000531	Syal.g_02902	Prbh.g_00346
OG0000532	Syal.g_02905	Prbh.g_00344
OG0000533	Syal.g_02907	Prbh.g_00343
OG0000534	Syal.g_02908	Prbh.g_00342
OG0000535	Syal.g_02909	Prbh.g_00341
OG0000536	Syal.g_02910	Prbh.g_00340
OG0000537	Syal.g_02911	Prbh.g_00339
OG0000538	Syal.g_02923	Prbh.g_00329
OG0000539	Syal.g_02924	Prbh.g_00328
OG0000540	Syal.g_02925	Prbh.g_00327
OG0000541	Syal.g_02926	Prbh.g_00326
OG0000542	Syal.g_02929	Prbh.g_00325
OG0000543	Syal.g_02931	Prbh.g_00323
OG0000544	Syal.g_02932	Prbh.g_00322
OG0000545	Syal.g_02934	Prbh.g_00320
OG0000546	Syal.g_02936	Prbh.g_00317
OG0000547	Syal.g_02938	Prbh.g_00315
OG0000548	Syal.g_02939	Prbh.g_00314
OG0000549	Syal.g_02945	Prbh.g_00311
OG0000550	Syal.g_02949	Prbh.g_00306
OG0000551	Syal.g_02953	Prbh.g_00303
OG0000552	Syal.g_02954	Prbh.g_00302
OG0000553	Syal.g_02843	Prbh.g_00301
OG0000554	Syal.g_02837	Prbh.g_00295
OG0000555	Syal.g_02823	Prbh.g_00288
OG0000556	Syal.g_02819	Prbh.g_00286
OG0000557	Syal.g_02816	Prbh.g_00285
OG0000558	Syal.g_02814	Prbh.g_00283
OG0000559	Syal.g_02305, Syal.g_02810	Prbh.g_00279
OG0000560	Syal.g_02807	Prbh.g_00276
