Orthogroup	Syal	Syai
OG0000041	Syal.g_00649	Syai.g_02265
OG0000042	Syal.g_01705, Syal.g_01508	Syai.g_00099
OG0000043	Syal.g_02547	Syai.g_01599
OG0000044	Syal.g_01853	Syai.g_00833
OG0000046	Syal.g_00309	Syai.g_00435
OG0000046	Syal.g_00316	Syai.g_00443
OG0000046	Syal.g_00321	Syai.g_00449
OG0000047	Syal.g_01568	Syai.g_00462
OG0000048	Syal.g_01250	Syai.g_00272
OG0000050	Syal.g_01549	Syai.g_01332
OG0000051	Syal.g_01550	Syai.g_01773
OG0000052	Syal.g_01338	Syai.g_00176
OG0000053	Syal.g_00406	Syai.g_00930
OG0000054	Syal.g_02739	Syai.g_01040
OG0000055	Syal.g_01845	Syai.g_02029
OG0000057	Syal.g_01812	Syai.g_01997
OG0000058	Syal.g_01326	Syai.g_00195
OG0000059	Syal.g_00225	Syai.g_00351
OG0000060	Syal.g_02895	Syai.g_00635
OG0000060	Syal.g_02214	Syai.g_01758
OG0000061	Syal.g_01653	Syai.g_02144
OG0000062	Syal.g_00567	Syai.g_02358
OG0000063	Syal.g_00136	Syai.g_00042
OG0000064	Syal.g_02544	Syai.g_02844, Syai.g_01162
OG0000064	Syal.g_01681	Syai.g_01163, Syai.g_01668
OG0000064	Syal.g_01545	Syai.g_02350
OG0000066	Syal.g_02828	Syai.g_01709, Syai.g_00719
OG0000067	Syal.g_02414	Syai.g_01321
OG0000068	Syal.g_02888	Syai.g_00628
OG0000070	Syal.g_00509	Syai.g_02196
OG0000071	Syal.g_01601	Syai.g_02179
OG0000072	Syal.g_00914	Syai.g_02636
OG0000073	Syal.g_02920	Syai.g_00659
OG0000075	Syal.g_01350	Syai.g_00161
OG0000076	Syal.g_01459	Syai.g_00111
OG0000077	Syal.g_00763, Syal.g_00506	Syai.g_02486
OG0000078	Syal.g_00680	Syai.g_00543
OG0000079	Syal.g_01213	Syai.g_00300
OG0000081	Syal.g_02555	Syai.g_02292, Syai.g_00553
OG0000082	Syal.g_02769	Syai.g_00781
OG0000084	Syal.g_01896	Syai.g_01196
OG0000084	Syal.g_00023	Syai.g_00958
OG0000085	Syal.g_00575	Syai.g_02365
OG0000086	Syal.g_00784	Syai.g_02507
OG0000087	Syal.g_00871	Syai.g_02592
OG0000088	Syal.g_00908	Syai.g_02630
OG0000089	Syal.g_00555	Syai.g_00517
OG0000090	Syal.g_02838	Syai.g_00707
OG0000091	Syal.g_02628	Syai.g_01112
OG0000092	Syal.g_00470	Syai.g_01358
OG0000093	Syal.g_02233	Syai.g_01306
OG0000094	Syal.g_01907	Syai.g_01424
OG0000095	Syal.g_01823	Syai.g_02007
OG0000097	Syal.g_01735	Syai.g_01787
OG0000098	Syal.g_02196	Syai.g_01718
OG0000099	Syal.g_01323	Syai.g_00199
OG0000100	Syal.g_02448	Syai.g_01372
OG0000101	Syal.g_00275	Syai.g_00404
OG0000102	Syal.g_01488	Syai.g_00106
OG0000103	Syal.g_00077	Syai.g_02912
OG0000104	Syal.g_00092	Syai.g_02929
OG0000105	Syal.g_01255	Syai.g_00267
OG0000106	Syal.g_02577	Syai.g_01601
OG0000107	Syal.g_00194	Syai.g_00319
OG0000108	Syal.g_02897	Syai.g_00638
OG0000109	Syal.g_02913	Syai.g_00653
OG0000110	Syal.g_02782	Syai.g_00766
OG0000111	Syal.g_01813	Syai.g_00884
OG0000112	Syal.g_02000	Syai.g_01512
OG0000113	Syal.g_02443	Syai.g_01367
OG0000114	Syal.g_02286	Syai.g_01261
OG0000115	Syal.g_00404	Syai.g_00932
OG0000116	Syal.g_01630	Syai.g_02156
OG0000117	Syal.g_01704	Syai.g_01756
OG0000118	Syal.g_01583	Syai.g_00818
OG0000119	Syal.g_02056	Syai.g_02127
OG0000120	Syal.g_01324	Syai.g_00198
OG0000121	Syal.g_00374	Syai.g_00951
OG0000122	Syal.g_02602	Syai.g_01143
OG0000123	Syal.g_00283	Syai.g_00411
OG0000124	Syal.g_01519	Syai.g_00089
OG0000125	Syal.g_01075	Syai.g_02782
OG0000126	Syal.g_00090	Syai.g_02927
OG0000127	Syal.g_00720	Syai.g_02459
OG0000128	Syal.g_00109	Syai.g_00012
OG0000129	Syal.g_01062	Syai.g_02771
OG0000130	Syal.g_00751	Syai.g_02474
OG0000131	Syal.g_00886	Syai.g_02608
OG0000132	Syal.g_00906	Syai.g_02628
OG0000133	Syal.g_01995	Syai.g_01507
OG0000134	Syal.g_00552	Syai.g_00520
OG0000135	Syal.g_01119	Syai.g_02826
OG0000136	Syal.g_00520	Syai.g_02217
OG0000137	Syal.g_00463	Syai.g_00865
OG0000138	Syal.g_02914	Syai.g_00654
OG0000139	Syal.g_02832	Syai.g_00714
OG0000140	Syal.g_02830	Syai.g_00716
OG0000141	Syal.g_02738	Syai.g_01041
OG0000142	Syal.g_02636	Syai.g_01104
OG0000143	Syal.g_02632	Syai.g_01108
OG0000144	Syal.g_02515	Syai.g_01608
OG0000145	Syal.g_02921	Syai.g_00660
OG0000146	Syal.g_02001	Syai.g_01513
OG0000147	Syal.g_02002	Syai.g_01514
OG0000148	Syal.g_02437	Syai.g_01361
OG0000149	Syal.g_02475	Syai.g_02059
OG0000150	Syal.g_02737	Syai.g_00717
OG0000151	Syal.g_02263	Syai.g_01280
OG0000152	Syal.g_01991	Syai.g_01503
OG0000153	Syal.g_01958	Syai.g_01461
OG0000154	Syal.g_01918	Syai.g_01434
OG0000155	Syal.g_01695	Syai.g_02109
OG0000156	Syal.g_01620	Syai.g_02162
OG0000157	Syal.g_01619	Syai.g_02163
OG0000158	Syal.g_01431	Syai.g_00135
OG0000160	Syal.g_00372	Syai.g_00952
OG0000161	Syal.g_00384	Syai.g_00946
OG0000162	Syal.g_00396	Syai.g_00939
OG0000163	Syal.g_02971	Syai.g_02300
OG0000164	Syal.g_00623	Syai.g_02411
OG0000165	Syal.g_00632	Syai.g_02244
OG0000166	Syal.g_00236	Syai.g_00364
OG0000167	Syal.g_01347	Syai.g_00164
OG0000168	Syal.g_01433	Syai.g_00134
OG0000169	Syal.g_01447	Syai.g_00123
OG0000170	Syal.g_01454	Syai.g_00116
OG0000171	Syal.g_01518	Syai.g_00090
OG0000172	Syal.g_00174, Syal.g_00173	Syai.g_00083
OG0000173	Syal.g_00155	Syai.g_00064
OG0000174	Syal.g_01121	Syai.g_02828
OG0000175	Syal.g_01172	Syai.g_02901
OG0000176	Syal.g_00101	Syai.g_00004
OG0000177	Syal.g_00102	Syai.g_00005
OG0000178	Syal.g_00103	Syai.g_00006
OG0000179	Syal.g_00118	Syai.g_00023
OG0000180	Syal.g_00119	Syai.g_00024
OG0000181	Syal.g_00120	Syai.g_00025
OG0000182	Syal.g_00121	Syai.g_00026
OG0000183	Syal.g_00125	Syai.g_00030
OG0000184	Syal.g_01050	Syai.g_02756
OG0000185	Syal.g_01025	Syai.g_02734
OG0000186	Syal.g_02684, Syal.g_00747	Syai.g_02469
OG0000187	Syal.g_02685, Syal.g_00748	Syai.g_02471
OG0000188	Syal.g_00771	Syai.g_02494, Syai.g_00696
OG0000189	Syal.g_00807	Syai.g_02530
OG0000190	Syal.g_01364	Syai.g_02532
OG0000191	Syal.g_00841	Syai.g_02562
OG0000192	Syal.g_00847	Syai.g_02569
OG0000193	Syal.g_00887	Syai.g_02609
OG0000194	Syal.g_00890	Syai.g_02612
OG0000195	Syal.g_00892	Syai.g_02614
OG0000196	Syal.g_00903	Syai.g_02625
OG0000197	Syal.g_00904	Syai.g_02626
OG0000198	Syal.g_00905	Syai.g_02627
OG0000199	Syal.g_00913	Syai.g_02635
OG0000200	Syal.g_00932	Syai.g_02651
OG0000202	Syal.g_00950	Syai.g_02668
OG0000203	Syal.g_00951	Syai.g_02669
OG0000204	Syal.g_00952	Syai.g_02670
OG0000205	Syal.g_00959	Syai.g_02677
OG0000206	Syal.g_00971	Syai.g_02684
OG0000207	Syal.g_00974	Syai.g_02686
OG0000208	Syal.g_00975	Syai.g_02687
OG0000209	Syal.g_01000	Syai.g_02699
OG0000210	Syal.g_01001	Syai.g_02700
OG0000211	Syal.g_00688	Syai.g_00533
OG0000212	Syal.g_00679	Syai.g_00544
OG0000213	Syal.g_01229	Syai.g_00292
OG0000214	Syal.g_01246	Syai.g_00276
OG0000215	Syal.g_01277	Syai.g_00245
OG0000216	Syal.g_01281	Syai.g_00241
OG0000217	Syal.g_01285	Syai.g_00237
OG0000218	Syal.g_01287	Syai.g_00235
OG0000219	Syal.g_01288	Syai.g_00234
OG0000220	Syal.g_01289	Syai.g_00233
OG0000221	Syal.g_01297	Syai.g_00227
OG0000222	Syal.g_01309	Syai.g_00215
OG0000223	Syal.g_01327	Syai.g_00194
OG0000224	Syal.g_01329	Syai.g_00186
OG0000225	Syal.g_00363	Syai.g_00502
OG0000226	Syal.g_00367	Syai.g_00506
OG0000227	Syal.g_00369	Syai.g_00508
OG0000228	Syal.g_00556	Syai.g_00516
OG0000229	Syal.g_00525	Syai.g_02228
OG0000230	Syal.g_00523	Syai.g_02226
OG0000231	Syal.g_00510	Syai.g_02208
OG0000232	Syal.g_00495	Syai.g_00846
OG0000233	Syal.g_00487	Syai.g_00855
OG0000234	Syal.g_00461	Syai.g_00866
OG0000235	Syal.g_02896	Syai.g_00637
OG0000236	Syal.g_02912	Syai.g_00652
OG0000237	Syal.g_02930	Syai.g_00669
OG0000238	Syal.g_02935	Syai.g_00674
OG0000239	Syal.g_02951	Syai.g_00691
OG0000240	Syal.g_02952	Syai.g_00692
OG0000241	Syal.g_02696	Syai.g_01089, Syai.g_01085
OG0000242	Syal.g_02840	Syai.g_00705
OG0000243	Syal.g_02822	Syai.g_00726
OG0000244	Syal.g_02815	Syai.g_00731
OG0000245	Syal.g_02813	Syai.g_00733
OG0000246	Syal.g_02809	Syai.g_00737
OG0000247	Syal.g_02797	Syai.g_00748
OG0000248	Syal.g_02794	Syai.g_00751
OG0000249	Syal.g_02792	Syai.g_00753
OG0000250	Syal.g_02786	Syai.g_00762
OG0000251	Syal.g_02760	Syai.g_00789
OG0000252	Syal.g_02757	Syai.g_00797
OG0000253	Syal.g_02755	Syai.g_00798
OG0000254	Syal.g_02732	Syai.g_01045
OG0000255	Syal.g_02719	Syai.g_01061
OG0000256	Syal.g_02705	Syai.g_01077
OG0000257	Syal.g_02697	Syai.g_01084
OG0000258	Syal.g_02623	Syai.g_01113
OG0000259	Syal.g_02182	Syai.g_01229
OG0000260	Syal.g_02188	Syai.g_01232
OG0000261	Syal.g_02199	Syai.g_01235
OG0000262	Syal.g_02204	Syai.g_01240
OG0000263	Syal.g_01720	Syai.g_01776
OG0000264	Syal.g_01788	Syai.g_01962
OG0000265	Syal.g_02534	Syai.g_02245
OG0000266	Syal.g_02421	Syai.g_01401
OG0000267	Syal.g_02043	Syai.g_01569
OG0000268	Syal.g_02042	Syai.g_01568
OG0000269	Syal.g_02409	Syai.g_01316
OG0000270	Syal.g_02412	Syai.g_01319
OG0000271	Syal.g_01871	Syai.g_01327
OG0000272	Syal.g_01872	Syai.g_01328
OG0000274	Syal.g_02455	Syai.g_02038
OG0000275	Syal.g_02458	Syai.g_02043
OG0000276	Syal.g_02467	Syai.g_02051
OG0000277	Syal.g_02468	Syai.g_02052
OG0000278	Syal.g_02471	Syai.g_02055
OG0000279	Syal.g_02479	Syai.g_02063
OG0000280	Syal.g_02493	Syai.g_02084
OG0000281	Syal.g_02190	Syai.g_01719
OG0000282	Syal.g_02284	Syai.g_01263
OG0000283	Syal.g_02028	Syai.g_01554
OG0000284	Syal.g_02023	Syai.g_01548
OG0000285	Syal.g_02012	Syai.g_01522
OG0000286	Syal.g_01992	Syai.g_01504
OG0000287	Syal.g_01965	Syai.g_01469
OG0000288	Syal.g_01919	Syai.g_01435
OG0000289	Syal.g_01904	Syai.g_01421
OG0000290	Syal.g_01826	Syai.g_02010
OG0000291	Syal.g_01824	Syai.g_02008
OG0000292	Syal.g_00089	Syai.g_02926
OG0000293	Syal.g_01631	Syai.g_02155
OG0000294	Syal.g_01632	Syai.g_02154
OG0000295	Syal.g_01687	Syai.g_02117
OG0000296	Syal.g_01689	Syai.g_02115
OG0000297	Syal.g_01702	Syai.g_01754
OG0000298	Syal.g_01703	Syai.g_01755
OG0000299	Syal.g_01732	Syai.g_01783
OG0000300	Syal.g_01738	Syai.g_01790
OG0000301	Syal.g_01739	Syai.g_01791
OG0000302	Syal.g_01740	Syai.g_01793
OG0000303	Syal.g_01763	Syai.g_01802
OG0000304	Syal.g_01756	Syai.g_01826
OG0000305	Syal.g_01821	Syai.g_02005
OG0000306	Syal.g_02579	Syai.g_02090
OG0000307	Syal.g_02880	Syai.g_00619
OG0000308	Syal.g_02878	Syai.g_00617
OG0000309	Syal.g_02873	Syai.g_00612
OG0000310	Syal.g_01537	Syai.g_00989
OG0000311	Syal.g_00061	Syai.g_00985
OG0000312	Syal.g_00031	Syai.g_00966
OG0000313	Syal.g_00381	Syai.g_00949
OG0000314	Syal.g_00416	Syai.g_00908
OG0000315	Syal.g_00426	Syai.g_00897
OG0000316	Syal.g_02987	Syai.g_02320, Syai.g_02322
OG0000317	Syal.g_00583	Syai.g_02373
OG0000318	Syal.g_00588	Syai.g_02379
OG0000319	Syal.g_00608	Syai.g_02395
OG0000320	Syal.g_00610	Syai.g_02397
OG0000321	Syal.g_00611	Syai.g_02398
OG0000322	Syal.g_00612	Syai.g_02399
OG0000323	Syal.g_00626	Syai.g_02413
OG0000324	Syal.g_00656	Syai.g_02272
OG0000325	Syal.g_00195	Syai.g_00320
OG0000326	Syal.g_00202	Syai.g_00327
OG0000327	Syal.g_00230	Syai.g_00359
OG0000328	Syal.g_00231	Syai.g_00360
OG0000329	Syal.g_00249	Syai.g_00378
OG0000330	Syal.g_00250	Syai.g_00379
OG0000331	Syal.g_00251	Syai.g_00380
OG0000332	Syal.g_00266	Syai.g_00395
OG0000333	Syal.g_00269	Syai.g_00398
OG0000334	Syal.g_00279	Syai.g_00407
OG0000335	Syal.g_00284	Syai.g_00412
OG0000336	Syal.g_00288	Syai.g_00416
OG0000337	Syal.g_01343	Syai.g_00169
OG0000338	Syal.g_01345	Syai.g_00166
OG0000339	Syal.g_01351	Syai.g_00160
OG0000340	Syal.g_01434	Syai.g_00133
OG0000341	Syal.g_01436	Syai.g_00131
OG0000342	Syal.g_01437	Syai.g_00130
OG0000343	Syal.g_01441	Syai.g_00129
OG0000344	Syal.g_01445	Syai.g_00125
OG0000345	Syal.g_01455	Syai.g_00115
OG0000346	Syal.g_01460	Syai.g_00110
OG0000347	Syal.g_01525	Syai.g_00087
OG0000348	Syal.g_00170	Syai.g_00076
OG0000349	Syal.g_00148	Syai.g_00057
OG0000350	Syal.g_00209	Syai.g_00334
OG0000351	Syal.g_01175	Syai.g_02904
OG0000352	Syal.g_01176	Syai.g_02905
OG0000353	Syal.g_00095	Syai.g_02932
OG0000354	Syal.g_02941	Syai.g_00680
OG0000354	Syal.g_00116	Syai.g_00019
OG0000355	Syal.g_00098	Syai.g_00001
OG0000356	Syal.g_00099	Syai.g_00002
OG0000357	Syal.g_00100	Syai.g_00003
OG0000358	Syal.g_00104	Syai.g_00007
OG0000359	Syal.g_00106	Syai.g_00009
OG0000360	Syal.g_00107	Syai.g_00010
OG0000361	Syal.g_00108	Syai.g_00011
OG0000362	Syal.g_00110	Syai.g_00013
OG0000363	Syal.g_00112	Syai.g_00015
OG0000364	Syal.g_00113	Syai.g_00016
OG0000365	Syal.g_00122	Syai.g_00027
OG0000366	Syal.g_00123	Syai.g_00028
OG0000367	Syal.g_00124	Syai.g_00029
OG0000368	Syal.g_00126	Syai.g_00031
OG0000369	Syal.g_00127	Syai.g_00032
OG0000370	Syal.g_00128	Syai.g_00033
OG0000371	Syal.g_00135	Syai.g_00041
OG0000372	Syal.g_00141	Syai.g_00047
OG0000373	Syal.g_00142	Syai.g_00048
OG0000374	Syal.g_00143	Syai.g_00049
OG0000375	Syal.g_00144	Syai.g_00053
OG0000376	Syal.g_00146	Syai.g_00055
OG0000377	Syal.g_01061	Syai.g_02769
OG0000378	Syal.g_01027	Syai.g_02751
OG0000379	Syal.g_01024	Syai.g_02733
OG0000380	Syal.g_00749	Syai.g_02472
OG0000381	Syal.g_00752	Syai.g_02475
OG0000382	Syal.g_00770	Syai.g_02493
OG0000383	Syal.g_00775	Syai.g_02498
OG0000384	Syal.g_00776	Syai.g_02499
OG0000385	Syal.g_00777	Syai.g_02500
OG0000386	Syal.g_00778	Syai.g_02501
OG0000387	Syal.g_00811	Syai.g_02534
OG0000388	Syal.g_00815	Syai.g_02538
OG0000389	Syal.g_00819	Syai.g_02542
OG0000390	Syal.g_00835	Syai.g_02556
OG0000391	Syal.g_00840	Syai.g_02561
OG0000392	Syal.g_00846	Syai.g_02568
OG0000393	Syal.g_00849	Syai.g_02570
OG0000394	Syal.g_00850	Syai.g_02571
OG0000395	Syal.g_00851	Syai.g_02572
OG0000396	Syal.g_00854	Syai.g_02575
OG0000397	Syal.g_00857	Syai.g_02577
OG0000398	Syal.g_00862	Syai.g_02582
OG0000399	Syal.g_00863	Syai.g_02583
OG0000400	Syal.g_00864	Syai.g_02584
OG0000401	Syal.g_00865	Syai.g_02585
OG0000402	Syal.g_00867	Syai.g_02588
OG0000403	Syal.g_00868	Syai.g_02589
OG0000404	Syal.g_00870	Syai.g_02590
OG0000405	Syal.g_00883	Syai.g_02606
OG0000406	Syal.g_00888	Syai.g_02610
OG0000407	Syal.g_00889	Syai.g_02611
OG0000408	Syal.g_00891	Syai.g_02613
OG0000409	Syal.g_00893	Syai.g_02615
OG0000410	Syal.g_00894	Syai.g_02616
OG0000411	Syal.g_00895	Syai.g_02617
OG0000412	Syal.g_00896	Syai.g_02618
OG0000413	Syal.g_00898	Syai.g_02620
OG0000414	Syal.g_00899	Syai.g_02621
OG0000415	Syal.g_00900	Syai.g_02622
OG0000416	Syal.g_00901	Syai.g_02623
OG0000417	Syal.g_00902	Syai.g_02624
OG0000418	Syal.g_00907	Syai.g_02629
OG0000419	Syal.g_00909	Syai.g_02631
OG0000420	Syal.g_00911	Syai.g_02633
OG0000421	Syal.g_00916	Syai.g_02638
OG0000422	Syal.g_00917	Syai.g_02639
OG0000423	Syal.g_00918	Syai.g_02640
OG0000424	Syal.g_00919	Syai.g_02641
OG0000425	Syal.g_00920	Syai.g_02642
OG0000426	Syal.g_00921	Syai.g_02643
OG0000427	Syal.g_00922	Syai.g_02644
OG0000428	Syal.g_00925	Syai.g_02647
OG0000429	Syal.g_00929	Syai.g_02649
OG0000430	Syal.g_00931	Syai.g_02650
OG0000431	Syal.g_00934	Syai.g_02654
OG0000432	Syal.g_00940	Syai.g_02660
OG0000433	Syal.g_00943	Syai.g_02662
OG0000434	Syal.g_00944	Syai.g_02663
OG0000435	Syal.g_00946	Syai.g_02666
OG0000436	Syal.g_00953	Syai.g_02671
OG0000437	Syal.g_00954	Syai.g_02672
OG0000438	Syal.g_00955	Syai.g_02673
OG0000439	Syal.g_00957	Syai.g_02675
OG0000440	Syal.g_00958	Syai.g_02676
OG0000441	Syal.g_00962	Syai.g_02681
OG0000442	Syal.g_00964	Syai.g_02682
OG0000443	Syal.g_00966	Syai.g_02683
OG0000444	Syal.g_00978	Syai.g_02688
OG0000445	Syal.g_00979	Syai.g_02689
OG0000446	Syal.g_00981	Syai.g_02690
OG0000447	Syal.g_00989	Syai.g_02693
OG0000448	Syal.g_00990	Syai.g_02694
OG0000449	Syal.g_00991	Syai.g_02695
OG0000450	Syal.g_00997	Syai.g_02696
OG0000451	Syal.g_00998	Syai.g_02697
OG0000452	Syal.g_01002	Syai.g_02701
OG0000453	Syal.g_01003	Syai.g_02702
OG0000454	Syal.g_01004	Syai.g_02703
OG0000455	Syal.g_01005	Syai.g_02704
OG0000456	Syal.g_01006	Syai.g_02705
OG0000457	Syal.g_01008	Syai.g_02707
OG0000458	Syal.g_01009	Syai.g_02708
OG0000459	Syal.g_01010	Syai.g_02709
OG0000460	Syal.g_00686	Syai.g_00535
OG0000461	Syal.g_01199	Syai.g_00314
OG0000462	Syal.g_01202	Syai.g_00311
OG0000463	Syal.g_01203	Syai.g_00310
OG0000464	Syal.g_01204	Syai.g_00309
OG0000465	Syal.g_01205	Syai.g_00307
OG0000466	Syal.g_01210	Syai.g_00303
OG0000467	Syal.g_01212	Syai.g_00301
OG0000468	Syal.g_01225	Syai.g_00296
OG0000469	Syal.g_01240	Syai.g_00282
OG0000470	Syal.g_01242	Syai.g_00280
OG0000471	Syal.g_01243	Syai.g_00279
OG0000472	Syal.g_01245	Syai.g_00277
OG0000473	Syal.g_01247	Syai.g_00275
OG0000474	Syal.g_01248	Syai.g_00274
OG0000475	Syal.g_01249	Syai.g_00273
OG0000476	Syal.g_01251	Syai.g_00271
OG0000477	Syal.g_01257	Syai.g_00265
OG0000478	Syal.g_01258	Syai.g_00264
OG0000479	Syal.g_01259	Syai.g_00263
OG0000480	Syal.g_01266	Syai.g_00256
OG0000481	Syal.g_01268	Syai.g_00254
OG0000482	Syal.g_01269	Syai.g_00253
OG0000483	Syal.g_01273	Syai.g_00249
OG0000484	Syal.g_01274	Syai.g_00248
OG0000485	Syal.g_01275	Syai.g_00247
OG0000486	Syal.g_01276	Syai.g_00246
OG0000487	Syal.g_01282	Syai.g_00240
OG0000488	Syal.g_01286	Syai.g_00236
OG0000489	Syal.g_01298	Syai.g_00226
OG0000490	Syal.g_01307	Syai.g_00218
OG0000491	Syal.g_01308	Syai.g_00217
OG0000492	Syal.g_01310	Syai.g_00214
OG0000493	Syal.g_01311	Syai.g_00213
OG0000494	Syal.g_01312	Syai.g_00212
OG0000495	Syal.g_01313	Syai.g_00211
OG0000496	Syal.g_01314	Syai.g_00210
OG0000497	Syal.g_01315	Syai.g_00209
OG0000498	Syal.g_01316	Syai.g_00208
OG0000499	Syal.g_01317	Syai.g_00207
OG0000500	Syal.g_01318	Syai.g_00206
OG0000501	Syal.g_01321	Syai.g_00203
OG0000502	Syal.g_01328	Syai.g_00192
OG0000503	Syal.g_00347	Syai.g_00486
OG0000504	Syal.g_00349	Syai.g_00488
OG0000505	Syal.g_00350	Syai.g_00489
OG0000506	Syal.g_00352	Syai.g_00491
OG0000507	Syal.g_00358	Syai.g_00497
OG0000508	Syal.g_00362	Syai.g_00501
OG0000509	Syal.g_00364	Syai.g_00503
OG0000510	Syal.g_00365	Syai.g_00504
OG0000511	Syal.g_00366	Syai.g_00505
OG0000512	Syal.g_00368	Syai.g_00507
OG0000513	Syal.g_00551	Syai.g_00521
OG0000514	Syal.g_00539	Syai.g_00528
OG0000515	Syal.g_00538	Syai.g_00529
OG0000516	Syal.g_00534	Syai.g_02223
OG0000517	Syal.g_00526	Syai.g_02229
OG0000518	Syal.g_00514	Syai.g_02211
OG0000519	Syal.g_00513	Syai.g_02210
OG0000520	Syal.g_00512	Syai.g_02209
OG0000521	Syal.g_00502	Syai.g_00842
OG0000522	Syal.g_00500	Syai.g_00844
OG0000523	Syal.g_00499	Syai.g_00845
OG0000524	Syal.g_00491	Syai.g_00852
OG0000525	Syal.g_00473	Syai.g_00856
OG0000526	Syal.g_00471	Syai.g_00859
OG0000527	Syal.g_00465	Syai.g_00863
OG0000528	Syal.g_02893	Syai.g_00633
OG0000529	Syal.g_02898	Syai.g_00639
OG0000530	Syal.g_02901	Syai.g_00642
OG0000531	Syal.g_02902	Syai.g_00643
OG0000532	Syal.g_02905	Syai.g_00646
OG0000533	Syal.g_02907	Syai.g_00647
OG0000534	Syal.g_02908	Syai.g_00648
OG0000535	Syal.g_02909	Syai.g_00649
OG0000536	Syal.g_02910	Syai.g_00650
OG0000537	Syal.g_02911	Syai.g_00651
OG0000538	Syal.g_02923	Syai.g_00662
OG0000539	Syal.g_02924	Syai.g_00663
OG0000540	Syal.g_02925	Syai.g_00664
OG0000541	Syal.g_02926	Syai.g_00665
OG0000542	Syal.g_02929	Syai.g_00668
OG0000543	Syal.g_02931	Syai.g_00670
OG0000544	Syal.g_02932	Syai.g_00671
OG0000545	Syal.g_02934	Syai.g_00673
OG0000546	Syal.g_02936	Syai.g_00675
OG0000547	Syal.g_02938	Syai.g_00677
OG0000548	Syal.g_02939	Syai.g_00678
OG0000549	Syal.g_02945	Syai.g_00684
OG0000550	Syal.g_02949	Syai.g_00689
OG0000551	Syal.g_02953	Syai.g_00694
OG0000552	Syal.g_02954	Syai.g_00695
OG0000553	Syal.g_02843	Syai.g_00698
OG0000554	Syal.g_02837	Syai.g_00708
OG0000555	Syal.g_02823	Syai.g_00725
OG0000556	Syal.g_02819	Syai.g_00728
OG0000557	Syal.g_02816	Syai.g_00730
OG0000558	Syal.g_02814	Syai.g_00732
OG0000559	Syal.g_02810	Syai.g_00736
OG0000560	Syal.g_02807	Syai.g_00739
OG0000561	Syal.g_02806	Syai.g_00740
OG0000562	Syal.g_02805	Syai.g_00741
OG0000563	Syal.g_02804	Syai.g_00742
OG0000564	Syal.g_02803	Syai.g_00743
OG0000565	Syal.g_02799	Syai.g_00746
OG0000566	Syal.g_02795	Syai.g_00750
OG0000567	Syal.g_02791	Syai.g_00754
OG0000568	Syal.g_02789	Syai.g_00758
OG0000569	Syal.g_02788	Syai.g_00759
OG0000570	Syal.g_02787	Syai.g_00760
OG0000571	Syal.g_02784	Syai.g_00764
