Orthogroup	Syal	Prag
OG0000151	Syal.g_02263	Prag.g_00916
OG0000152	Syal.g_01991	Prag.g_00964
OG0000153	Syal.g_01958	Prag.g_00983
OG0000154	Syal.g_01918	Prag.g_01010
OG0000155	Syal.g_01695	Prag.g_01173
OG0000156	Syal.g_01620	Prag.g_01342
OG0000157	Syal.g_01619	Prag.g_01343
OG0000158	Syal.g_01431	Prag.g_01425
OG0000160	Syal.g_00372	Prag.g_01491
OG0000161	Syal.g_00384	Prag.g_01497
OG0000162	Syal.g_00396	Prag.g_01503
OG0000163	Syal.g_02971	Prag.g_01537
OG0000164	Syal.g_00623	Prag.g_01693
OG0000165	Syal.g_00632	Prag.g_01700
OG0000166	Syal.g_00236	Prag.g_01768
OG0000167	Syal.g_01347	Prag.g_01834
OG0000168	Syal.g_01433	Prag.g_01844
OG0000169	Syal.g_01447	Prag.g_01854
OG0000170	Syal.g_01454	Prag.g_01856
OG0000171	Syal.g_01518	Prag.g_01876
OG0000172	Syal.g_00174, Syal.g_00173	Prag.g_01884
OG0000173	Syal.g_00155	Prag.g_01899
OG0000174	Syal.g_01121	Prag.g_01927
OG0000175	Syal.g_01172	Prag.g_01937
OG0000176	Syal.g_00101	Prag.g_00004
OG0000177	Syal.g_00102	Prag.g_00005
OG0000178	Syal.g_00103	Prag.g_00006
OG0000179	Syal.g_00118	Prag.g_00016
OG0000180	Syal.g_00119	Prag.g_00017
OG0000181	Syal.g_00120	Prag.g_00018
OG0000182	Syal.g_00121	Prag.g_00019
OG0000183	Syal.g_00125	Prag.g_00023
OG0000184	Syal.g_01050	Prag.g_00046
OG0000185	Syal.g_01025	Prag.g_00049
OG0000186	Syal.g_02684, Syal.g_00747	Prag.g_00058
OG0000187	Syal.g_02685, Syal.g_00748	Prag.g_00059
OG0000188	Syal.g_00771	Prag.g_00076
OG0000189	Syal.g_00807	Prag.g_00089
OG0000190	Syal.g_01364	Prag.g_00090
OG0000191	Syal.g_00841	Prag.g_00110
OG0000192	Syal.g_00847	Prag.g_00114
OG0000193	Syal.g_00887	Prag.g_00139
OG0000194	Syal.g_00890	Prag.g_00142
OG0000195	Syal.g_00892	Prag.g_00144
OG0000196	Syal.g_00903	Prag.g_00154
OG0000197	Syal.g_00904	Prag.g_00155
OG0000198	Syal.g_00905	Prag.g_00156
OG0000199	Syal.g_00913	Prag.g_00163
OG0000200	Syal.g_00932	Prag.g_00177
OG0000201	Syal.g_00949	Prag.g_00185
OG0000202	Syal.g_00950	Prag.g_00186
OG0000203	Syal.g_00951	Prag.g_00187
OG0000204	Syal.g_00952	Prag.g_00188
OG0000205	Syal.g_00959	Prag.g_00195
OG0000206	Syal.g_00971	Prag.g_00200
OG0000207	Syal.g_00974	Prag.g_00202
OG0000208	Syal.g_00975	Prag.g_00203
OG0000209	Syal.g_01000	Prag.g_00212
OG0000210	Syal.g_01001	Prag.g_00213
OG0000212	Syal.g_00679	Prag.g_00233
OG0000213	Syal.g_01229	Prag.g_00249
OG0000214	Syal.g_01246	Prag.g_00258
OG0000215	Syal.g_01277	Prag.g_00283
OG0000216	Syal.g_01281	Prag.g_00285
OG0000217	Syal.g_01285	Prag.g_00288
OG0000218	Syal.g_01287	Prag.g_00290
OG0000219	Syal.g_01288	Prag.g_00291
OG0000220	Syal.g_01289	Prag.g_00292
OG0000221	Syal.g_01297	Prag.g_00293
OG0000222	Syal.g_01309	Prag.g_00301
OG0000223	Syal.g_01327	Prag.g_00314
OG0000224	Syal.g_01329	Prag.g_00316
OG0000225	Syal.g_00363	Prag.g_00340
OG0000226	Syal.g_00367	Prag.g_00344
OG0000227	Syal.g_00369	Prag.g_00346
OG0000228	Syal.g_00556	Prag.g_00349
OG0000229	Syal.g_00525	Prag.g_00415
OG0000230	Syal.g_00523	Prag.g_00417
OG0000231	Syal.g_00510	Prag.g_00428
OG0000232	Syal.g_00495	Prag.g_00437
OG0000233	Syal.g_00487	Prag.g_00442
OG0000234	Syal.g_00461	Prag.g_00455
OG0000235	Syal.g_02896	Prag.g_00458
OG0000236	Syal.g_02912	Prag.g_00472
OG0000237	Syal.g_02930	Prag.g_00485
OG0000238	Syal.g_02935	Prag.g_00491
OG0000239	Syal.g_02951	Prag.g_00504
OG0000240	Syal.g_02952	Prag.g_00505
OG0000241	Syal.g_02696	Prag.g_00509
OG0000242	Syal.g_02840	Prag.g_00511
OG0000243	Syal.g_02822	Prag.g_00522
OG0000244	Syal.g_02815	Prag.g_00525
OG0000245	Syal.g_02813	Prag.g_00527
OG0000246	Syal.g_02809	Prag.g_00531
OG0000247	Syal.g_02797	Prag.g_00541
OG0000248	Syal.g_02794	Prag.g_00543
OG0000249	Syal.g_02792	Prag.g_00545
OG0000250	Syal.g_02786	Prag.g_00550
OG0000251	Syal.g_02760	Prag.g_00569
OG0000252	Syal.g_02757	Prag.g_00572
OG0000253	Syal.g_02755	Prag.g_00573
OG0000254	Syal.g_02732	Prag.g_00589
OG0000255	Syal.g_02719	Prag.g_00595
OG0000256	Syal.g_02705	Prag.g_00605
OG0000257	Syal.g_02697	Prag.g_00608
OG0000258	Syal.g_02623	Prag.g_00621
OG0000259	Syal.g_02182	Prag.g_00638
OG0000260	Syal.g_02188	Prag.g_00641
OG0000261	Syal.g_02199	Prag.g_00643
OG0000262	Syal.g_02204	Prag.g_00647
OG0000263	Syal.g_01720	Prag.g_00659
OG0000264	Syal.g_01788	Prag.g_00669
OG0000265	Syal.g_02534	Prag.g_00692
OG0000266	Syal.g_02421	Prag.g_00702
OG0000267	Syal.g_02043	Prag.g_00713
OG0000268	Syal.g_02042	Prag.g_00714
OG0000269	Syal.g_02409	Prag.g_00801
OG0000270	Syal.g_02412	Prag.g_00804
OG0000271	Syal.g_01871	Prag.g_00812
OG0000272	Syal.g_01872	Prag.g_00813
OG0000274	Syal.g_02455	Prag.g_00836
OG0000275	Syal.g_02458	Prag.g_00838
OG0000276	Syal.g_02467	Prag.g_00843
OG0000277	Syal.g_02468	Prag.g_00844
OG0000278	Syal.g_02471	Prag.g_00847
OG0000279	Syal.g_02479	Prag.g_00854
OG0000280	Syal.g_02493	Prag.g_00855
OG0000281	Syal.g_02190	Prag.g_00860
OG0000282	Syal.g_02284	Prag.g_00908
OG0000283	Syal.g_02028	Prag.g_00941
OG0000284	Syal.g_02023	Prag.g_00946
OG0000285	Syal.g_02012	Prag.g_00951
OG0000286	Syal.g_01992	Prag.g_00963
OG0000288	Syal.g_01919	Prag.g_01009
OG0000289	Syal.g_01904	Prag.g_01020
OG0000290	Syal.g_01826	Prag.g_01033
OG0000291	Syal.g_01824	Prag.g_01035
OG0000292	Syal.g_00089	Prag.g_01085
OG0000293	Syal.g_01631	Prag.g_01144
OG0000294	Syal.g_01632	Prag.g_01145
OG0000295	Syal.g_01687	Prag.g_01165
OG0000296	Syal.g_01689	Prag.g_01167
OG0000297	Syal.g_01702	Prag.g_01175
OG0000298	Syal.g_01703	Prag.g_01176
OG0000299	Syal.g_01732	Prag.g_01193
OG0000300	Syal.g_01738	Prag.g_01196
OG0000301	Syal.g_01739	Prag.g_01197
OG0000302	Syal.g_01740	Prag.g_01199
OG0000303	Syal.g_01763	Prag.g_01206
OG0000304	Syal.g_01756	Prag.g_01210
OG0000305	Syal.g_01821	Prag.g_01381
OG0000306	Syal.g_02579	Prag.g_01384
OG0000307	Syal.g_02880	Prag.g_01398
OG0000308	Syal.g_02878	Prag.g_01399
OG0000309	Syal.g_02873	Prag.g_01403
OG0000310	Syal.g_01537	Prag.g_01473
OG0000311	Syal.g_00061	Prag.g_01475
OG0000312	Syal.g_00031	Prag.g_01478
OG0000313	Syal.g_00381	Prag.g_01494
OG0000314	Syal.g_00416	Prag.g_01516
OG0000315	Syal.g_00426	Prag.g_01527
OG0000316	Syal.g_02987	Prag.g_01547
OG0000317	Syal.g_00583	Prag.g_01667
OG0000318	Syal.g_00588	Prag.g_01670
OG0000319	Syal.g_00608	Prag.g_01683
OG0000320	Syal.g_00610	Prag.g_01685
OG0000321	Syal.g_00611	Prag.g_01686
OG0000322	Syal.g_00612	Prag.g_01687
OG0000323	Syal.g_00626	Prag.g_01696
OG0000324	Syal.g_00656	Prag.g_01723
OG0000325	Syal.g_00195	Prag.g_01733
OG0000326	Syal.g_00202	Prag.g_01739
OG0000327	Syal.g_00230	Prag.g_01763
OG0000328	Syal.g_00231	Prag.g_01764
OG0000329	Syal.g_00249	Prag.g_01781
OG0000330	Syal.g_00250	Prag.g_01782
OG0000331	Syal.g_00251	Prag.g_01783
OG0000332	Syal.g_00266	Prag.g_01797
OG0000333	Syal.g_00269	Prag.g_01799
OG0000334	Syal.g_00279	Prag.g_01807
OG0000335	Syal.g_00284	Prag.g_01812
OG0000336	Syal.g_00288	Prag.g_01816
OG0000337	Syal.g_01343	Prag.g_01832
OG0000338	Syal.g_01345	Prag.g_01833
OG0000339	Syal.g_01351	Prag.g_01837
OG0000340	Syal.g_01434	Prag.g_01845
OG0000341	Syal.g_01436	Prag.g_01847
OG0000342	Syal.g_01437	Prag.g_01848
OG0000343	Syal.g_01441	Prag.g_01849
OG0000344	Syal.g_01445	Prag.g_01852
OG0000345	Syal.g_01455	Prag.g_01857
OG0000346	Syal.g_01460	Prag.g_01862
OG0000347	Syal.g_01525	Prag.g_01878
OG0000348	Syal.g_00170	Prag.g_01887
OG0000349	Syal.g_00148	Prag.g_01904
OG0000350	Syal.g_00209	Prag.g_01923
OG0000351	Syal.g_01175	Prag.g_01940
OG0000352	Syal.g_01176	Prag.g_01941
OG0000353	Syal.g_00095	Prag.g_01956
OG0000354	Syal.g_00116	Prag.g_01282
OG0000355	Syal.g_00098	Prag.g_00001
OG0000356	Syal.g_00099	Prag.g_00002
OG0000357	Syal.g_00100	Prag.g_00003
OG0000358	Syal.g_00104	Prag.g_00007
OG0000359	Syal.g_00106	Prag.g_00008
OG0000360	Syal.g_00107	Prag.g_00009
OG0000361	Syal.g_00108	Prag.g_00010
OG0000362	Syal.g_00110	Prag.g_00012
OG0000363	Syal.g_00112	Prag.g_00014
OG0000364	Syal.g_00113	Prag.g_00015
OG0000365	Syal.g_00122	Prag.g_00020
OG0000366	Syal.g_00123	Prag.g_00021
OG0000367	Syal.g_00124	Prag.g_00022
OG0000368	Syal.g_00126	Prag.g_00024
OG0000369	Syal.g_00127	Prag.g_00025
OG0000370	Syal.g_00128	Prag.g_00026
OG0000371	Syal.g_00135	Prag.g_00032
OG0000372	Syal.g_00141	Prag.g_00035
OG0000373	Syal.g_00142	Prag.g_00036
OG0000374	Syal.g_00143	Prag.g_00037
OG0000375	Syal.g_00144	Prag.g_00040
OG0000376	Syal.g_00146	Prag.g_00042
OG0000377	Syal.g_01061	Prag.g_00045
OG0000378	Syal.g_01027	Prag.g_00047
OG0000379	Syal.g_01024	Prag.g_00050
OG0000380	Syal.g_00749	Prag.g_00060
OG0000381	Syal.g_00752	Prag.g_00064
OG0000382	Syal.g_00770	Prag.g_00075
OG0000383	Syal.g_00775	Prag.g_00077
OG0000384	Syal.g_00776	Prag.g_00078
OG0000385	Syal.g_00777	Prag.g_00079
OG0000386	Syal.g_00778	Prag.g_00080
OG0000387	Syal.g_00811	Prag.g_00092
OG0000388	Syal.g_00815	Prag.g_00095
OG0000389	Syal.g_00819	Prag.g_00099
OG0000390	Syal.g_00835	Prag.g_00106
OG0000391	Syal.g_00840	Prag.g_00109
OG0000392	Syal.g_00846	Prag.g_00113
OG0000393	Syal.g_00849	Prag.g_00115
OG0000394	Syal.g_00850	Prag.g_00116
OG0000395	Syal.g_00851	Prag.g_00117
OG0000396	Syal.g_00854	Prag.g_00120
OG0000397	Syal.g_00857	Prag.g_00122
OG0000398	Syal.g_00862	Prag.g_00124
OG0000399	Syal.g_00863	Prag.g_00125
OG0000400	Syal.g_00864	Prag.g_00126
OG0000401	Syal.g_00865	Prag.g_00127
OG0000402	Syal.g_00867	Prag.g_00129
OG0000403	Syal.g_00868	Prag.g_00130
OG0000404	Syal.g_00870	Prag.g_00131
OG0000405	Syal.g_00883	Prag.g_00135
OG0000406	Syal.g_00888	Prag.g_00140
OG0000407	Syal.g_00889	Prag.g_00141
OG0000408	Syal.g_00891	Prag.g_00143
OG0000409	Syal.g_00893	Prag.g_00145
OG0000410	Syal.g_00894	Prag.g_00146
OG0000411	Syal.g_00895	Prag.g_00147
OG0000412	Syal.g_00896	Prag.g_00148
OG0000413	Syal.g_00898	Prag.g_00149
OG0000414	Syal.g_00899	Prag.g_00150
OG0000415	Syal.g_00900	Prag.g_00151
OG0000416	Syal.g_00901	Prag.g_00152
OG0000417	Syal.g_00902	Prag.g_00153
OG0000418	Syal.g_00907	Prag.g_00158
OG0000419	Syal.g_00909	Prag.g_00160
OG0000420	Syal.g_00911	Prag.g_00161
OG0000421	Syal.g_00916	Prag.g_00166
OG0000422	Syal.g_00917	Prag.g_00167
OG0000423	Syal.g_00918	Prag.g_00168
OG0000424	Syal.g_00919	Prag.g_00169
OG0000425	Syal.g_00920	Prag.g_00170
OG0000426	Syal.g_00921	Prag.g_00171
OG0000427	Syal.g_00922	Prag.g_00172
OG0000428	Syal.g_00925	Prag.g_00174
OG0000429	Syal.g_00929	Prag.g_00175
OG0000430	Syal.g_00931	Prag.g_00176
OG0000431	Syal.g_00934	Prag.g_00178
OG0000432	Syal.g_00940	Prag.g_00181
OG0000433	Syal.g_00943	Prag.g_00182
OG0000434	Syal.g_00944	Prag.g_00183
OG0000435	Syal.g_00946	Prag.g_00184
OG0000436	Syal.g_00953	Prag.g_00189
OG0000437	Syal.g_00954	Prag.g_00190
OG0000438	Syal.g_00955	Prag.g_00191
OG0000439	Syal.g_00957	Prag.g_00193
OG0000440	Syal.g_00958	Prag.g_00194
OG0000441	Syal.g_00962	Prag.g_00197
OG0000442	Syal.g_00964	Prag.g_00198
OG0000443	Syal.g_00966	Prag.g_00199
OG0000444	Syal.g_00978	Prag.g_00204
OG0000445	Syal.g_00979	Prag.g_00205
OG0000446	Syal.g_00981	Prag.g_00206
OG0000447	Syal.g_00989	Prag.g_00207
OG0000448	Syal.g_00990	Prag.g_00208
OG0000449	Syal.g_00991	Prag.g_00209
OG0000450	Syal.g_00997	Prag.g_00210
OG0000451	Syal.g_00998	Prag.g_00211
OG0000452	Syal.g_01002	Prag.g_00214
OG0000453	Syal.g_01003	Prag.g_00215
OG0000454	Syal.g_01004	Prag.g_00216
OG0000455	Syal.g_01005	Prag.g_00217
OG0000456	Syal.g_01006	Prag.g_00218
OG0000457	Syal.g_01008	Prag.g_00219
OG0000458	Syal.g_01009	Prag.g_00220
OG0000459	Syal.g_01010	Prag.g_00221
OG0000460	Syal.g_00686	Prag.g_00228
OG0000461	Syal.g_01199	Prag.g_00235
OG0000462	Syal.g_01202	Prag.g_00237
OG0000463	Syal.g_01203	Prag.g_00238
OG0000464	Syal.g_01204	Prag.g_00239
OG0000465	Syal.g_01205	Prag.g_00240
OG0000466	Syal.g_01210	Prag.g_00243
OG0000467	Syal.g_01212	Prag.g_00244
OG0000468	Syal.g_01225	Prag.g_00245
OG0000469	Syal.g_01240	Prag.g_00253
OG0000470	Syal.g_01242	Prag.g_00255
OG0000471	Syal.g_01243	Prag.g_00256
OG0000472	Syal.g_01245	Prag.g_00257
OG0000473	Syal.g_01247	Prag.g_00259
OG0000474	Syal.g_01248	Prag.g_00260
OG0000475	Syal.g_01249	Prag.g_00261
OG0000476	Syal.g_01251	Prag.g_00262
OG0000477	Syal.g_01257	Prag.g_00266
OG0000478	Syal.g_01258	Prag.g_00267
OG0000479	Syal.g_01259	Prag.g_00268
OG0000480	Syal.g_01266	Prag.g_00273
OG0000481	Syal.g_01268	Prag.g_00275
OG0000482	Syal.g_01269	Prag.g_00276
OG0000483	Syal.g_01273	Prag.g_00279
OG0000484	Syal.g_01274	Prag.g_00280
OG0000485	Syal.g_01275	Prag.g_00281
OG0000486	Syal.g_01276	Prag.g_00282
OG0000487	Syal.g_01282	Prag.g_00286
OG0000488	Syal.g_01286	Prag.g_00289
OG0000489	Syal.g_01298	Prag.g_00294
OG0000490	Syal.g_01307	Prag.g_00299
OG0000491	Syal.g_01308	Prag.g_00300
OG0000492	Syal.g_01310	Prag.g_00302
OG0000493	Syal.g_01311	Prag.g_00303
OG0000494	Syal.g_01312	Prag.g_00304
OG0000495	Syal.g_01313	Prag.g_00305
OG0000496	Syal.g_01314	Prag.g_00306
OG0000497	Syal.g_01315	Prag.g_00307
OG0000498	Syal.g_01316	Prag.g_00308
OG0000499	Syal.g_01317	Prag.g_00309
OG0000500	Syal.g_01318	Prag.g_00310
OG0000501	Syal.g_01321	Prag.g_00312
OG0000502	Syal.g_01328	Prag.g_00315
OG0000503	Syal.g_00347	Prag.g_00329
OG0000504	Syal.g_00349	Prag.g_00330
OG0000505	Syal.g_00350	Prag.g_00331
OG0000506	Syal.g_00352	Prag.g_00333
OG0000507	Syal.g_00358	Prag.g_00336
OG0000508	Syal.g_00362	Prag.g_00339
OG0000509	Syal.g_00364	Prag.g_00341
OG0000510	Syal.g_00365	Prag.g_00342
OG0000511	Syal.g_00366	Prag.g_00343
OG0000512	Syal.g_00368	Prag.g_00345
OG0000513	Syal.g_00551	Prag.g_00352
OG0000514	Syal.g_00539	Prag.g_00410
OG0000515	Syal.g_00538	Prag.g_00411
OG0000516	Syal.g_00534	Prag.g_00412
OG0000517	Syal.g_00526	Prag.g_00414
OG0000518	Syal.g_00514	Prag.g_00425
OG0000519	Syal.g_00513	Prag.g_00426
OG0000520	Syal.g_00512	Prag.g_00427
OG0000521	Syal.g_00502	Prag.g_00432
OG0000522	Syal.g_00500	Prag.g_00434
OG0000523	Syal.g_00499	Prag.g_00435
OG0000524	Syal.g_00491	Prag.g_00440
OG0000525	Syal.g_00473	Prag.g_00443
OG0000526	Syal.g_00471	Prag.g_00444
OG0000527	Syal.g_00465	Prag.g_00452
OG0000528	Syal.g_02893	Prag.g_00457
OG0000529	Syal.g_02898	Prag.g_00460
OG0000530	Syal.g_02901	Prag.g_00463
OG0000531	Syal.g_02902	Prag.g_00464
OG0000532	Syal.g_02905	Prag.g_00466
OG0000533	Syal.g_02907	Prag.g_00467
OG0000534	Syal.g_02908	Prag.g_00468
OG0000535	Syal.g_02909	Prag.g_00469
OG0000536	Syal.g_02910	Prag.g_00470
OG0000537	Syal.g_02911	Prag.g_00471
OG0000538	Syal.g_02923	Prag.g_00479
OG0000539	Syal.g_02924	Prag.g_00480
OG0000540	Syal.g_02925	Prag.g_00481
OG0000541	Syal.g_02926	Prag.g_00482
OG0000542	Syal.g_02929	Prag.g_00484
OG0000543	Syal.g_02931	Prag.g_00486
OG0000544	Syal.g_02932	Prag.g_00487
OG0000545	Syal.g_02934	Prag.g_00489
OG0000546	Syal.g_02936	Prag.g_00492
OG0000547	Syal.g_02938	Prag.g_00494
OG0000548	Syal.g_02939	Prag.g_00495
OG0000549	Syal.g_02945	Prag.g_00497
OG0000550	Syal.g_02949	Prag.g_00502
OG0000551	Syal.g_02953	Prag.g_00506
OG0000552	Syal.g_02954	Prag.g_00507
OG0000553	Syal.g_02843	Prag.g_00508
OG0000554	Syal.g_02837	Prag.g_00513
OG0000555	Syal.g_02823	Prag.g_00521
OG0000556	Syal.g_02819	Prag.g_00523
OG0000557	Syal.g_02816	Prag.g_00524
OG0000558	Syal.g_02814	Prag.g_00526
OG0000559	Syal.g_02305, Syal.g_02810	Prag.g_00530
OG0000560	Syal.g_02807	Prag.g_00533
OG0000561	Syal.g_02806	Prag.g_00534
OG0000562	Syal.g_02805	Prag.g_00535
OG0000563	Syal.g_02804	Prag.g_00536
OG0000564	Syal.g_02803	Prag.g_00537
OG0000565	Syal.g_02799	Prag.g_00540
OG0000566	Syal.g_02795	Prag.g_00542
OG0000567	Syal.g_02791	Prag.g_00546
OG0000568	Syal.g_02789	Prag.g_00547
OG0000569	Syal.g_02788	Prag.g_00548
OG0000570	Syal.g_02787	Prag.g_00549
OG0000571	Syal.g_02784	Prag.g_00551
OG0000572	Syal.g_02767	Prag.g_00564
OG0000573	Syal.g_02759	Prag.g_00570
OG0000574	Syal.g_02758	Prag.g_00571
OG0000575	Syal.g_02753	Prag.g_00575
OG0000576	Syal.g_02751	Prag.g_00577
OG0000577	Syal.g_02750	Prag.g_00578
OG0000578	Syal.g_02749	Prag.g_00579
OG0000579	Syal.g_02748	Prag.g_00580
OG0000580	Syal.g_02747	Prag.g_00581
OG0000581	Syal.g_02741	Prag.g_00583
OG0000582	Syal.g_02736	Prag.g_00586
OG0000583	Syal.g_02735	Prag.g_00587
OG0000584	Syal.g_02734	Prag.g_00588
