Orthogroup	Syal	Syah
OG0000130	Syal.g_00751	Syah.g_02483
OG0000131	Syal.g_00886	Syah.g_00052
OG0000132	Syal.g_00906	Syah.g_00072
OG0000133	Syal.g_01995	Syah.g_01618
OG0000134	Syal.g_00552	Syah.g_00891
OG0000135	Syal.g_01119	Syah.g_00465
OG0000136	Syal.g_00520	Syah.g_02227
OG0000137	Syal.g_00463	Syah.g_01221
OG0000138	Syal.g_02914	Syah.g_01013
OG0000139	Syal.g_02832	Syah.g_01070
OG0000140	Syal.g_02830	Syah.g_01071
OG0000141	Syal.g_02738	Syah.g_01981
OG0000142	Syal.g_02636	Syah.g_01935
OG0000143	Syal.g_02632	Syah.g_01931
OG0000144	Syal.g_02515	Syah.g_01824
OG0000145	Syal.g_02921	Syah.g_01019
OG0000146	Syal.g_02001	Syah.g_01612
OG0000147	Syal.g_02002	Syah.g_01611
OG0000148	Syal.g_02437	Syah.g_01758
OG0000149	Syal.g_02475	Syah.g_02096
OG0000150	Syal.g_02737	Syah.g_01980
OG0000151	Syal.g_02263	Syah.g_01820
OG0000152	Syal.g_01991	Syah.g_01622
OG0000153	Syal.g_01958	Syah.g_01656
OG0000154	Syal.g_01918	Syah.g_01682
OG0000155	Syal.g_01695	Syah.g_02123
OG0000156	Syal.g_01620	Syah.g_02185
OG0000157	Syal.g_01619	Syah.g_02186
OG0000158	Syal.g_01431	Syah.g_00204
OG0000160	Syal.g_00372	Syah.g_01289
OG0000161	Syal.g_00384	Syah.g_01282
OG0000162	Syal.g_00396	Syah.g_01276
OG0000163	Syal.g_02971	Syah.g_02315
OG0000164	Syal.g_00623	Syah.g_02423
OG0000165	Syal.g_00632	Syah.g_02251
OG0000166	Syal.g_00236	Syah.g_00747
OG0000167	Syal.g_01347	Syah.g_00183
OG0000168	Syal.g_01433	Syah.g_00205
OG0000169	Syal.g_01447	Syah.g_00237
OG0000170	Syal.g_01454	Syah.g_00245
OG0000171	Syal.g_01518	Syah.g_00271
OG0000172	Syal.g_00174, Syal.g_00173	Syah.g_00293
OG0000173	Syal.g_00155	Syah.g_00313
OG0000174	Syal.g_01121	Syah.g_00461
OG0000175	Syal.g_01172	Syah.g_00402
OG0000176	Syal.g_00101	Syah.g_00369
OG0000177	Syal.g_00102	Syah.g_00368
OG0000178	Syal.g_00103	Syah.g_00367
OG0000179	Syal.g_00118	Syah.g_00355
OG0000180	Syal.g_00119	Syah.g_00354
OG0000181	Syal.g_00120	Syah.g_00353
OG0000182	Syal.g_00121	Syah.g_00352
OG0000183	Syal.g_00125	Syah.g_00348
OG0000184	Syal.g_01050	Syah.g_00525
OG0000185	Syal.g_01025	Syah.g_00528
OG0000186	Syal.g_02684, Syal.g_00747	Syah.g_02479
OG0000187	Syal.g_02685, Syal.g_00748	Syah.g_02480
OG0000188	Syal.g_00771	Syah.g_02501
OG0000189	Syal.g_00807	Syah.g_02526
OG0000190	Syal.g_01364	Syah.g_02528
OG0000191	Syal.g_00841	Syah.g_00008
OG0000192	Syal.g_00847	Syah.g_00013
OG0000193	Syal.g_00887	Syah.g_00053
OG0000194	Syal.g_00890	Syah.g_00056
OG0000195	Syal.g_00892	Syah.g_00058
OG0000196	Syal.g_00903	Syah.g_00069
OG0000197	Syal.g_00904	Syah.g_00070
OG0000198	Syal.g_00905	Syah.g_00071
OG0000199	Syal.g_00913	Syah.g_00079
OG0000200	Syal.g_00932	Syah.g_00616
OG0000202	Syal.g_00950	Syah.g_00600
OG0000203	Syal.g_00951	Syah.g_00599
OG0000204	Syal.g_00952	Syah.g_00598
OG0000205	Syal.g_00959	Syah.g_00591
OG0000206	Syal.g_00971	Syah.g_00578
OG0000207	Syal.g_00974	Syah.g_00575
OG0000208	Syal.g_00975	Syah.g_00574
OG0000209	Syal.g_01000	Syah.g_00544
OG0000210	Syal.g_01001	Syah.g_00543
OG0000211	Syal.g_00688	Syah.g_00904
OG0000212	Syal.g_00679	Syah.g_00913
OG0000213	Syal.g_01229	Syah.g_00657
OG0000214	Syal.g_01246	Syah.g_00641
OG0000215	Syal.g_01277	Syah.g_00101
OG0000216	Syal.g_01281	Syah.g_00105
OG0000217	Syal.g_01285	Syah.g_00109
OG0000218	Syal.g_01287	Syah.g_00111
OG0000219	Syal.g_01288	Syah.g_00112
OG0000220	Syal.g_01289	Syah.g_00113
OG0000221	Syal.g_01297	Syah.g_00120
OG0000222	Syal.g_01309	Syah.g_00131
OG0000223	Syal.g_01327	Syah.g_00153
OG0000224	Syal.g_01329	Syah.g_00162
OG0000225	Syal.g_00363	Syah.g_00874
OG0000226	Syal.g_00367	Syah.g_00878
OG0000227	Syal.g_00369	Syah.g_00880
OG0000228	Syal.g_00556	Syah.g_00887
OG0000229	Syal.g_00525	Syah.g_02236
OG0000230	Syal.g_00523	Syah.g_02234
OG0000231	Syal.g_00510	Syah.g_02218
OG0000232	Syal.g_00495	Syah.g_01206
OG0000233	Syal.g_00487	Syah.g_01210
OG0000234	Syal.g_00461	Syah.g_01222
OG0000235	Syal.g_02896	Syah.g_00996
OG0000236	Syal.g_02912	Syah.g_01011
OG0000237	Syal.g_02930	Syah.g_01028
OG0000238	Syal.g_02935	Syah.g_01032
OG0000239	Syal.g_02951	Syah.g_01048
OG0000240	Syal.g_02952	Syah.g_01049
OG0000241	Syal.g_02696	Syah.g_01944
OG0000242	Syal.g_02840	Syah.g_01062
OG0000243	Syal.g_02822	Syah.g_01079
OG0000244	Syal.g_02815	Syah.g_01087
OG0000245	Syal.g_02813	Syah.g_01090
OG0000246	Syal.g_02809	Syah.g_01094
OG0000247	Syal.g_02797	Syah.g_01106
OG0000248	Syal.g_02794	Syah.g_01109
OG0000249	Syal.g_02792	Syah.g_01111
OG0000250	Syal.g_02786	Syah.g_01120
OG0000251	Syal.g_02760	Syah.g_01145
OG0000252	Syal.g_02757	Syah.g_01148
OG0000253	Syal.g_02755	Syah.g_01149
OG0000254	Syal.g_02732	Syah.g_01976
OG0000255	Syal.g_02719	Syah.g_01968
OG0000256	Syal.g_02705	Syah.g_01952
OG0000257	Syal.g_02697	Syah.g_01945
OG0000258	Syal.g_02623	Syah.g_01926
OG0000259	Syal.g_02182	Syah.g_01494
OG0000260	Syal.g_02188	Syah.g_01497
OG0000261	Syal.g_02199	Syah.g_01500
OG0000262	Syal.g_02204	Syah.g_01505
OG0000263	Syal.g_01720	Syah.g_01410
OG0000264	Syal.g_01788	Syah.g_02000
OG0000265	Syal.g_02534	Syah.g_02252
OG0000266	Syal.g_02421	Syah.g_01714
OG0000267	Syal.g_02043	Syah.g_01574
OG0000268	Syal.g_02042	Syah.g_01575
OG0000269	Syal.g_02409	Syah.g_01784
OG0000270	Syal.g_02412	Syah.g_01781
OG0000271	Syal.g_01871	Syah.g_01773
OG0000272	Syal.g_01872	Syah.g_01772
OG0000274	Syal.g_02455	Syah.g_02076
OG0000275	Syal.g_02458	Syah.g_02081
OG0000276	Syal.g_02467	Syah.g_02088
OG0000277	Syal.g_02468	Syah.g_02089
OG0000278	Syal.g_02471	Syah.g_02092
OG0000279	Syal.g_02479	Syah.g_02100
OG0000280	Syal.g_02493	Syah.g_02112
OG0000281	Syal.g_02190	Syah.g_00722
OG0000282	Syal.g_02284	Syah.g_01531
OG0000283	Syal.g_02028	Syah.g_01585
OG0000284	Syal.g_02023	Syah.g_01591
OG0000285	Syal.g_02012	Syah.g_01603
OG0000286	Syal.g_01992	Syah.g_01621
OG0000287	Syal.g_01965	Syah.g_01649
OG0000288	Syal.g_01919	Syah.g_01681
OG0000289	Syal.g_01904	Syah.g_01695
OG0000290	Syal.g_01826	Syah.g_02033
OG0000291	Syal.g_01824	Syah.g_02031
OG0000292	Syal.g_00089	Syah.g_00380
OG0000293	Syal.g_01631	Syah.g_02173
OG0000294	Syal.g_01632	Syah.g_02172
OG0000295	Syal.g_01687	Syah.g_02131
OG0000296	Syal.g_01689	Syah.g_02129
OG0000297	Syal.g_01702	Syah.g_01427
OG0000298	Syal.g_01703	Syah.g_01426
OG0000299	Syal.g_01732	Syah.g_01404
OG0000300	Syal.g_01738	Syah.g_01397
OG0000301	Syal.g_01739	Syah.g_01396
OG0000302	Syal.g_01740	Syah.g_01395
OG0000303	Syal.g_01763	Syah.g_01387
OG0000304	Syal.g_01756	Syah.g_01382
OG0000305	Syal.g_01821	Syah.g_02028
OG0000306	Syal.g_02579	Syah.g_02116
OG0000307	Syal.g_02880	Syah.g_00978
OG0000308	Syal.g_02878	Syah.g_00976
OG0000309	Syal.g_02873	Syah.g_00971
OG0000310	Syal.g_01537	Syah.g_01321
OG0000311	Syal.g_00061	Syah.g_01317
OG0000312	Syal.g_00031	Syah.g_01304
OG0000313	Syal.g_00381	Syah.g_01285
OG0000314	Syal.g_00416	Syah.g_01259
OG0000315	Syal.g_00426	Syah.g_01248
OG0000316	Syal.g_02987	Syah.g_02333
OG0000317	Syal.g_00583	Syah.g_02380
OG0000318	Syal.g_00588	Syah.g_02385
OG0000319	Syal.g_00608	Syah.g_02405
OG0000320	Syal.g_00610	Syah.g_02407
OG0000321	Syal.g_00611	Syah.g_02408
OG0000322	Syal.g_00612	Syah.g_02409
OG0000323	Syal.g_00626	Syah.g_02425
OG0000324	Syal.g_00656	Syah.g_02278
OG0000325	Syal.g_00195	Syah.g_00689
OG0000326	Syal.g_00202	Syah.g_00696
OG0000327	Syal.g_00230	Syah.g_00742
OG0000328	Syal.g_00231	Syah.g_00743
OG0000329	Syal.g_00249	Syah.g_00760
OG0000330	Syal.g_00250	Syah.g_00761
OG0000331	Syal.g_00251	Syah.g_00762
OG0000332	Syal.g_00266	Syah.g_00776
OG0000333	Syal.g_00269	Syah.g_00779
OG0000334	Syal.g_00279	Syah.g_00789
OG0000335	Syal.g_00284	Syah.g_00794
OG0000336	Syal.g_00288	Syah.g_00798
OG0000337	Syal.g_01343	Syah.g_00178
OG0000338	Syal.g_01345	Syah.g_00181
OG0000339	Syal.g_01351	Syah.g_00188
OG0000340	Syal.g_01434	Syah.g_00206
OG0000341	Syal.g_01436	Syah.g_00208
OG0000342	Syal.g_01437	Syah.g_00209
OG0000343	Syal.g_01441	Syah.g_00231
OG0000344	Syal.g_01445	Syah.g_00235
OG0000345	Syal.g_01455	Syah.g_00246
OG0000346	Syal.g_01460	Syah.g_00251
OG0000347	Syal.g_01525	Syah.g_00275
OG0000348	Syal.g_00170	Syah.g_00301
OG0000349	Syal.g_00148	Syah.g_00320
OG0000350	Syal.g_00209	Syah.g_00703
OG0000351	Syal.g_01175	Syah.g_00399
OG0000352	Syal.g_01176	Syah.g_00398
OG0000353	Syal.g_00095	Syah.g_00374
OG0000354	Syal.g_02941	Syah.g_01038
OG0000354	Syal.g_00116	Syah.g_00561
OG0000355	Syal.g_00098	Syah.g_00372
OG0000356	Syal.g_00099	Syah.g_00371
OG0000357	Syal.g_00100	Syah.g_00370
OG0000358	Syal.g_00104	Syah.g_00366
OG0000359	Syal.g_00106	Syah.g_00364
OG0000360	Syal.g_00107	Syah.g_00363
OG0000361	Syal.g_00108	Syah.g_00362
OG0000362	Syal.g_00110	Syah.g_00360
OG0000363	Syal.g_00112	Syah.g_00358
OG0000364	Syal.g_00113	Syah.g_00357
OG0000365	Syal.g_00122	Syah.g_00351
OG0000366	Syal.g_00123	Syah.g_00350
OG0000367	Syal.g_00124	Syah.g_00349
OG0000368	Syal.g_00126	Syah.g_00347
OG0000369	Syal.g_00127	Syah.g_00346
OG0000370	Syal.g_00128	Syah.g_00345
OG0000371	Syal.g_00135	Syah.g_00338
OG0000372	Syal.g_00141	Syah.g_00333
OG0000373	Syal.g_00142	Syah.g_00332
OG0000374	Syal.g_00143	Syah.g_00331
OG0000375	Syal.g_00144	Syah.g_00329
OG0000376	Syal.g_00146	Syah.g_00327
OG0000377	Syal.g_01061	Syah.g_00517
OG0000378	Syal.g_01027	Syah.g_00526
OG0000379	Syal.g_01024	Syah.g_00529
OG0000380	Syal.g_00749	Syah.g_02481
OG0000381	Syal.g_00752	Syah.g_02484
OG0000382	Syal.g_00770	Syah.g_02500
OG0000383	Syal.g_00775	Syah.g_02502
OG0000384	Syal.g_00776	Syah.g_02503
OG0000385	Syal.g_00777	Syah.g_02504
OG0000386	Syal.g_00778	Syah.g_02505
OG0000387	Syal.g_00811	Syah.g_02530
OG0000388	Syal.g_00815	Syah.g_02533
OG0000389	Syal.g_00819	Syah.g_02536
OG0000390	Syal.g_00835	Syah.g_00002
OG0000391	Syal.g_00840	Syah.g_00007
OG0000392	Syal.g_00846	Syah.g_00012
OG0000393	Syal.g_00849	Syah.g_00014
OG0000394	Syal.g_00850	Syah.g_00015
OG0000395	Syal.g_00851	Syah.g_00016
OG0000396	Syal.g_00854	Syah.g_00019
OG0000397	Syal.g_00857	Syah.g_00021
OG0000398	Syal.g_00862	Syah.g_00027
OG0000399	Syal.g_00863	Syah.g_00028
OG0000400	Syal.g_00864	Syah.g_00029
OG0000401	Syal.g_00865	Syah.g_00030
OG0000402	Syal.g_00867	Syah.g_00033
OG0000403	Syal.g_00868	Syah.g_00034
OG0000404	Syal.g_00870	Syah.g_00036
OG0000405	Syal.g_00883	Syah.g_00050
OG0000406	Syal.g_00888	Syah.g_00054
OG0000407	Syal.g_00889	Syah.g_00055
OG0000408	Syal.g_00891	Syah.g_00057
OG0000409	Syal.g_00893	Syah.g_00059
OG0000410	Syal.g_00894	Syah.g_00060
OG0000411	Syal.g_00895	Syah.g_00061
OG0000412	Syal.g_00896	Syah.g_00062
OG0000413	Syal.g_00898	Syah.g_00064
OG0000414	Syal.g_00899	Syah.g_00065
OG0000415	Syal.g_00900	Syah.g_00066
OG0000416	Syal.g_00901	Syah.g_00067
OG0000417	Syal.g_00902	Syah.g_00068
OG0000418	Syal.g_00907	Syah.g_00073
OG0000419	Syal.g_00909	Syah.g_00075
OG0000420	Syal.g_00911	Syah.g_00077
OG0000421	Syal.g_00916	Syah.g_00082
OG0000422	Syal.g_00917	Syah.g_00083
OG0000423	Syal.g_00918	Syah.g_00084
OG0000424	Syal.g_00919	Syah.g_00085
OG0000425	Syal.g_00920	Syah.g_00086
OG0000426	Syal.g_00921	Syah.g_00087
OG0000427	Syal.g_00922	Syah.g_00088
OG0000428	Syal.g_00925	Syah.g_00620
OG0000429	Syal.g_00929	Syah.g_00618
OG0000430	Syal.g_00931	Syah.g_00617
OG0000431	Syal.g_00934	Syah.g_00613
OG0000432	Syal.g_00940	Syah.g_00607
OG0000433	Syal.g_00943	Syah.g_00605
OG0000434	Syal.g_00944	Syah.g_00604
OG0000435	Syal.g_00946	Syah.g_00602
OG0000436	Syal.g_00953	Syah.g_00597
OG0000437	Syal.g_00954	Syah.g_00596
OG0000438	Syal.g_00955	Syah.g_00595
OG0000439	Syal.g_00957	Syah.g_00593
OG0000440	Syal.g_00958	Syah.g_00592
OG0000441	Syal.g_00962	Syah.g_00585
OG0000442	Syal.g_00964	Syah.g_00580
OG0000443	Syal.g_00966	Syah.g_00579
OG0000444	Syal.g_00978	Syah.g_00573
OG0000445	Syal.g_00979	Syah.g_00572
OG0000446	Syal.g_00981	Syah.g_00570
OG0000447	Syal.g_00989	Syah.g_00567
OG0000448	Syal.g_00990	Syah.g_00566
OG0000449	Syal.g_00991	Syah.g_00565
OG0000450	Syal.g_00997	Syah.g_00547
OG0000451	Syal.g_00998	Syah.g_00546
OG0000452	Syal.g_01002	Syah.g_00542
OG0000453	Syal.g_01003	Syah.g_00541
OG0000454	Syal.g_01004	Syah.g_00540
OG0000455	Syal.g_01005	Syah.g_00539
OG0000456	Syal.g_01006	Syah.g_00538
OG0000457	Syal.g_01008	Syah.g_00536
OG0000458	Syal.g_01009	Syah.g_00535
OG0000459	Syal.g_01010	Syah.g_00534
OG0000460	Syal.g_00686	Syah.g_00906
OG0000461	Syal.g_01199	Syah.g_00678
OG0000462	Syal.g_01202	Syah.g_00675
OG0000463	Syal.g_01203	Syah.g_00674
OG0000464	Syal.g_01204	Syah.g_00673
OG0000465	Syal.g_01205	Syah.g_00672
OG0000466	Syal.g_01210	Syah.g_00668
OG0000467	Syal.g_01212	Syah.g_00666
OG0000468	Syal.g_01225	Syah.g_00661
OG0000469	Syal.g_01240	Syah.g_00647
OG0000470	Syal.g_01242	Syah.g_00645
OG0000471	Syal.g_01243	Syah.g_00644
OG0000472	Syal.g_01245	Syah.g_00642
OG0000473	Syal.g_01247	Syah.g_00640
OG0000474	Syal.g_01248	Syah.g_00639
OG0000475	Syal.g_01249	Syah.g_00638
OG0000476	Syal.g_01251	Syah.g_00636
OG0000477	Syal.g_01257	Syah.g_00630
OG0000478	Syal.g_01258	Syah.g_00629
OG0000479	Syal.g_01259	Syah.g_00628
OG0000480	Syal.g_01266	Syah.g_00089
OG0000481	Syal.g_01268	Syah.g_00091
OG0000482	Syal.g_01269	Syah.g_00092
OG0000483	Syal.g_01273	Syah.g_00096
OG0000484	Syal.g_01274	Syah.g_00097
OG0000485	Syal.g_01275	Syah.g_00098
OG0000486	Syal.g_01276	Syah.g_00099
OG0000487	Syal.g_01282	Syah.g_00106
OG0000488	Syal.g_01286	Syah.g_00110
OG0000489	Syal.g_01298	Syah.g_00121
OG0000490	Syal.g_01307	Syah.g_00129
OG0000491	Syal.g_01308	Syah.g_00130
OG0000492	Syal.g_01310	Syah.g_00132
OG0000493	Syal.g_01311	Syah.g_00133
OG0000494	Syal.g_01312	Syah.g_00134
OG0000495	Syal.g_01313	Syah.g_00135
OG0000496	Syal.g_01314	Syah.g_00136
OG0000497	Syal.g_01315	Syah.g_00137
OG0000498	Syal.g_01316	Syah.g_00138
OG0000499	Syal.g_01317	Syah.g_00139
OG0000500	Syal.g_01318	Syah.g_00140
OG0000501	Syal.g_01321	Syah.g_00143
OG0000502	Syal.g_01328	Syah.g_00155
OG0000503	Syal.g_00347	Syah.g_00858
OG0000504	Syal.g_00349	Syah.g_00860
OG0000505	Syal.g_00350	Syah.g_00861
OG0000506	Syal.g_00352	Syah.g_00863
OG0000507	Syal.g_00358	Syah.g_00869
OG0000508	Syal.g_00362	Syah.g_00873
OG0000509	Syal.g_00364	Syah.g_00875
OG0000510	Syal.g_00365	Syah.g_00876
OG0000511	Syal.g_00366	Syah.g_00877
OG0000512	Syal.g_00368	Syah.g_00879
OG0000513	Syal.g_00551	Syah.g_00892
OG0000514	Syal.g_00539	Syah.g_00899
OG0000515	Syal.g_00538	Syah.g_00900
OG0000516	Syal.g_00534	Syah.g_02231
OG0000517	Syal.g_00526	Syah.g_02237
OG0000518	Syal.g_00514	Syah.g_02221
OG0000519	Syal.g_00513	Syah.g_02220
OG0000520	Syal.g_00512	Syah.g_02219
OG0000521	Syal.g_00502	Syah.g_01202
OG0000522	Syal.g_00500	Syah.g_01204
OG0000523	Syal.g_00499	Syah.g_01205
OG0000524	Syal.g_00491	Syah.g_01207
OG0000525	Syal.g_00473	Syah.g_01212
OG0000526	Syal.g_00471	Syah.g_01215
OG0000527	Syal.g_00465	Syah.g_01219
OG0000528	Syal.g_02893	Syah.g_00991
OG0000529	Syal.g_02898	Syah.g_00998
OG0000530	Syal.g_02901	Syah.g_01001
OG0000531	Syal.g_02902	Syah.g_01002
OG0000532	Syal.g_02905	Syah.g_01005
OG0000533	Syal.g_02907	Syah.g_01006
OG0000534	Syal.g_02908	Syah.g_01007
OG0000535	Syal.g_02909	Syah.g_01008
OG0000536	Syal.g_02910	Syah.g_01009
OG0000537	Syal.g_02911	Syah.g_01010
OG0000538	Syal.g_02923	Syah.g_01021
OG0000539	Syal.g_02924	Syah.g_01022
OG0000540	Syal.g_02925	Syah.g_01023
OG0000541	Syal.g_02926	Syah.g_01024
OG0000542	Syal.g_02929	Syah.g_01027
OG0000543	Syal.g_02931	Syah.g_01029
OG0000545	Syal.g_02934	Syah.g_01031
OG0000546	Syal.g_02936	Syah.g_01033
OG0000547	Syal.g_02938	Syah.g_01035
OG0000548	Syal.g_02939	Syah.g_01036
OG0000549	Syal.g_02945	Syah.g_01042
OG0000550	Syal.g_02949	Syah.g_01046
OG0000551	Syal.g_02953	Syah.g_01051
OG0000552	Syal.g_02954	Syah.g_01052
OG0000553	Syal.g_02843	Syah.g_01054
OG0000554	Syal.g_02837	Syah.g_01065
OG0000555	Syal.g_02823	Syah.g_01078
OG0000556	Syal.g_02819	Syah.g_01084
OG0000557	Syal.g_02816	Syah.g_01086
OG0000558	Syal.g_02814	Syah.g_01088
OG0000559	Syal.g_02810	Syah.g_01093
OG0000560	Syal.g_02807	Syah.g_01096
OG0000561	Syal.g_02806	Syah.g_01097
OG0000562	Syal.g_02805	Syah.g_01098
OG0000563	Syal.g_02804	Syah.g_01099
OG0000564	Syal.g_02803	Syah.g_01100
OG0000565	Syal.g_02799	Syah.g_01104
OG0000566	Syal.g_02795	Syah.g_01108
OG0000567	Syal.g_02791	Syah.g_01112
OG0000568	Syal.g_02789	Syah.g_01116
OG0000569	Syal.g_02788	Syah.g_01117
OG0000570	Syal.g_02787	Syah.g_01118
OG0000571	Syal.g_02784	Syah.g_01122
