Orthogroup	Syal	Pray
OG0000063	Syal.g_00136	Pray.g_01495
OG0000065	Syal.g_00820, Syal.g_02528	Pray.g_00182
OG0000066	Syal.g_02828	Pray.g_01222
OG0000067	Syal.g_02414	Pray.g_00348
OG0000068	Syal.g_02888	Pray.g_01829
OG0000070	Syal.g_00509	Pray.g_00940
OG0000071	Syal.g_01601	Pray.g_01870
OG0000072	Syal.g_00914	Pray.g_00652
OG0000073	Syal.g_02920	Pray.g_00990
OG0000075	Syal.g_01350	Pray.g_01339
OG0000076	Syal.g_01459	Pray.g_01364
OG0000077	Syal.g_00763	Pray.g_00211
OG0000078	Syal.g_00680	Pray.g_00720
OG0000079	Syal.g_01213	Pray.g_00733
OG0000081	Syal.g_02555	Pray.g_01022
OG0000082	Syal.g_02769	Pray.g_01177
OG0000084	Syal.g_00023	Pray.g_01726
OG0000085	Syal.g_00575	Pray.g_01566
OG0000086	Syal.g_00784	Pray.g_00201
OG0000087	Syal.g_00871	Pray.g_00150
OG0000088	Syal.g_00908	Pray.g_00647
OG0000089	Syal.g_00555	Pray.g_00834
OG0000090	Syal.g_02838	Pray.g_01024, Pray.g_01228
OG0000091	Syal.g_02628	Pray.g_01121
OG0000092	Syal.g_00470	Pray.g_00457, Pray.g_01325
OG0000094	Syal.g_01907	Pray.g_00565
OG0000097	Syal.g_01735, Syal.g_01553	Pray.g_00022
OG0000098	Syal.g_02196	Pray.g_01847
OG0000099	Syal.g_01323	Pray.g_01788
OG0000100	Syal.g_02448	Pray.g_01648
OG0000101	Syal.g_00275	Pray.g_01306
OG0000102	Syal.g_01488	Pray.g_01369
OG0000103	Syal.g_01897, Syal.g_00077	Pray.g_01449
OG0000104	Syal.g_00092	Pray.g_01457
OG0000105	Syal.g_01255	Pray.g_00753
OG0000106	Syal.g_02577	Pray.g_00848
OG0000107	Syal.g_00194	Pray.g_00864
OG0000108	Syal.g_02897	Pray.g_00970
OG0000109	Syal.g_02913	Pray.g_00984
OG0000110	Syal.g_02782	Pray.g_01187
OG0000111	Syal.g_01813	Pray.g_01064
OG0000112	Syal.g_02000	Pray.g_00313
OG0000113	Syal.g_02443	Pray.g_00370
OG0000114	Syal.g_02286	Pray.g_00452
OG0000115	Syal.g_00404	Pray.g_00126
OG0000116	Syal.g_01630	Pray.g_00074
OG0000117	Syal.g_01704	Pray.g_01927
OG0000118	Syal.g_01583	Pray.g_01858
OG0000119	Syal.g_02056	Pray.g_01833
OG0000120	Syal.g_01324	Pray.g_01808
OG0000121	Syal.g_00374	Pray.g_01720
OG0000122	Syal.g_02602	Pray.g_01682
OG0000123	Syal.g_00283	Pray.g_01313
OG0000124	Syal.g_01519	Pray.g_01380
OG0000125	Syal.g_01075	Pray.g_01417
OG0000126	Syal.g_00090	Pray.g_01456
OG0000128	Syal.g_00109	Pray.g_01473
OG0000129	Syal.g_01062	Pray.g_00239
OG0000130	Syal.g_00751	Pray.g_00220
OG0000131	Syal.g_00886	Pray.g_00144
OG0000132	Syal.g_00906	Pray.g_00645
OG0000133	Syal.g_01995	Pray.g_00800
OG0000134	Syal.g_00552	Pray.g_00835
OG0000135	Syal.g_01119	Pray.g_00861
OG0000136	Syal.g_00520	Pray.g_00931
OG0000137	Syal.g_00463	Pray.g_00965
OG0000138	Syal.g_02914	Pray.g_00985
OG0000139	Syal.g_02832	Pray.g_01224
OG0000140	Syal.g_02830	Pray.g_01223
OG0000141	Syal.g_02738	Pray.g_01156
OG0000142	Syal.g_02636	Pray.g_01128
OG0000143	Syal.g_02632	Pray.g_01124
OG0000144	Syal.g_02515	Pray.g_01111
OG0000145	Syal.g_02921	Pray.g_00306
OG0000146	Syal.g_02001	Pray.g_00314
OG0000147	Syal.g_02002	Pray.g_00315
OG0000148	Syal.g_02437	Pray.g_00364
OG0000149	Syal.g_02475	Pray.g_00395
OG0000150	Syal.g_02737	Pray.g_00403
OG0000151	Syal.g_02263	Pray.g_00462
OG0000152	Syal.g_01991	Pray.g_00511
OG0000153	Syal.g_01958	Pray.g_00530
OG0000154	Syal.g_01918	Pray.g_00558
OG0000155	Syal.g_01695	Pray.g_00043
OG0000156	Syal.g_01620	Pray.g_01881
OG0000157	Syal.g_01619	Pray.g_01880
OG0000158	Syal.g_01431	Pray.g_01787
OG0000160	Syal.g_00372	Pray.g_01721
OG0000161	Syal.g_00384	Pray.g_01715
OG0000162	Syal.g_00396	Pray.g_01709
OG0000163	Syal.g_02971	Pray.g_01675
OG0000164	Syal.g_00623	Pray.g_01535
OG0000165	Syal.g_00632	Pray.g_01528
OG0000166	Syal.g_00236	Pray.g_01270
OG0000167	Syal.g_01347	Pray.g_01337
OG0000168	Syal.g_01433	Pray.g_01347
OG0000169	Syal.g_01447	Pray.g_01357
OG0000170	Syal.g_01454	Pray.g_01359
OG0000171	Syal.g_01518	Pray.g_01379
OG0000172	Syal.g_00174, Syal.g_00173	Pray.g_01388
OG0000173	Syal.g_00155	Pray.g_01403
OG0000174	Syal.g_01121	Pray.g_01431
OG0000175	Syal.g_01172	Pray.g_01441
OG0000176	Syal.g_00101	Pray.g_01465, Pray.g_01466
OG0000177	Syal.g_00102	Pray.g_01467
OG0000178	Syal.g_00103	Pray.g_01468
OG0000179	Syal.g_00118	Pray.g_01478
OG0000180	Syal.g_00119	Pray.g_01479
OG0000181	Syal.g_00120	Pray.g_01480
OG0000182	Syal.g_00121	Pray.g_01481
OG0000183	Syal.g_00125	Pray.g_01485
OG0000184	Syal.g_01050	Pray.g_00237
OG0000185	Syal.g_01025	Pray.g_00234
OG0000186	Syal.g_02684, Syal.g_00747	Pray.g_00225
OG0000187	Syal.g_02685, Syal.g_00748	Pray.g_00224
OG0000188	Syal.g_00771	Pray.g_00207
OG0000189	Syal.g_00807	Pray.g_00193
OG0000190	Syal.g_01364	Pray.g_00192
OG0000191	Syal.g_00841	Pray.g_00172
OG0000192	Syal.g_00847	Pray.g_00168
OG0000193	Syal.g_00887	Pray.g_00143
OG0000194	Syal.g_00890	Pray.g_00140
OG0000195	Syal.g_00892	Pray.g_00138
OG0000196	Syal.g_00903	Pray.g_00642
OG0000197	Syal.g_00904	Pray.g_00643
OG0000198	Syal.g_00905	Pray.g_00644
OG0000199	Syal.g_00913	Pray.g_00651
OG0000200	Syal.g_00932	Pray.g_00665
OG0000201	Syal.g_00949	Pray.g_00673
OG0000202	Syal.g_00950	Pray.g_00674
OG0000203	Syal.g_00951	Pray.g_00675
OG0000204	Syal.g_00952	Pray.g_00676
OG0000205	Syal.g_00959	Pray.g_00683
OG0000206	Syal.g_00971	Pray.g_00688
OG0000207	Syal.g_00974	Pray.g_00690
OG0000208	Syal.g_00975	Pray.g_00691
OG0000209	Syal.g_01000	Pray.g_00700
OG0000210	Syal.g_01001	Pray.g_00701
OG0000212	Syal.g_00679	Pray.g_00721
OG0000213	Syal.g_01229	Pray.g_00738
OG0000214	Syal.g_01246	Pray.g_00747
OG0000215	Syal.g_01277	Pray.g_00771
OG0000216	Syal.g_01281	Pray.g_00772
OG0000217	Syal.g_01285	Pray.g_00775
OG0000218	Syal.g_01287	Pray.g_00777
OG0000219	Syal.g_01288	Pray.g_00778
OG0000220	Syal.g_01289	Pray.g_00779
OG0000221	Syal.g_01297	Pray.g_00780
OG0000222	Syal.g_01309	Pray.g_00788
OG0000223	Syal.g_01327	Pray.g_00801
OG0000224	Syal.g_01329	Pray.g_00803
OG0000225	Syal.g_00363	Pray.g_00824
OG0000226	Syal.g_00367	Pray.g_00828
OG0000227	Syal.g_00369	Pray.g_00830
OG0000228	Syal.g_00556	Pray.g_00833
OG0000229	Syal.g_00525	Pray.g_00926
OG0000230	Syal.g_00523	Pray.g_00928
OG0000231	Syal.g_00510	Pray.g_00939
OG0000232	Syal.g_00495	Pray.g_00948
OG0000233	Syal.g_00487	Pray.g_00953
OG0000234	Syal.g_00461	Pray.g_00966
OG0000235	Syal.g_02896	Pray.g_00969
OG0000236	Syal.g_02912	Pray.g_00983
OG0000237	Syal.g_02930	Pray.g_00997
OG0000238	Syal.g_02935	Pray.g_01003
OG0000239	Syal.g_02951	Pray.g_01016
OG0000240	Syal.g_02952	Pray.g_01017
OG0000241	Syal.g_02696	Pray.g_01021
OG0000242	Syal.g_02840	Pray.g_01023
OG0000243	Syal.g_02822	Pray.g_01218
OG0000244	Syal.g_02815	Pray.g_01215
OG0000245	Syal.g_02813	Pray.g_01213
OG0000246	Syal.g_02809	Pray.g_01209
OG0000247	Syal.g_02797	Pray.g_01199
OG0000248	Syal.g_02794	Pray.g_01197
OG0000249	Syal.g_02792	Pray.g_01195
OG0000250	Syal.g_02786	Pray.g_01190
OG0000251	Syal.g_02760	Pray.g_01172
OG0000252	Syal.g_02757	Pray.g_01169
OG0000253	Syal.g_02755	Pray.g_01168
OG0000254	Syal.g_02732	Pray.g_01152
OG0000255	Syal.g_02719	Pray.g_01146
OG0000256	Syal.g_02705	Pray.g_01136
OG0000257	Syal.g_02697	Pray.g_01133
OG0000258	Syal.g_02623	Pray.g_01120
OG0000259	Syal.g_02182	Pray.g_01103
OG0000260	Syal.g_02188	Pray.g_01100
OG0000261	Syal.g_02199	Pray.g_01098
OG0000262	Syal.g_02204	Pray.g_01094
OG0000263	Syal.g_01720	Pray.g_01082
OG0000264	Syal.g_01788	Pray.g_01072
OG0000265	Syal.g_02534	Pray.g_01040
OG0000266	Syal.g_02421	Pray.g_01030
OG0000267	Syal.g_02043	Pray.g_00274
OG0000268	Syal.g_02042	Pray.g_00275
OG0000269	Syal.g_02409	Pray.g_00343
OG0000270	Syal.g_02412	Pray.g_00346
OG0000271	Syal.g_01871	Pray.g_00354
OG0000272	Syal.g_01872	Pray.g_00355
OG0000274	Syal.g_02455	Pray.g_00379
OG0000275	Syal.g_02458	Pray.g_00382
OG0000276	Syal.g_02467	Pray.g_00387
OG0000277	Syal.g_02468	Pray.g_00388
OG0000278	Syal.g_02471	Pray.g_00391
OG0000279	Syal.g_02479	Pray.g_00398
OG0000280	Syal.g_02493	Pray.g_00399
OG0000281	Syal.g_02190	Pray.g_00404
OG0000282	Syal.g_02284	Pray.g_00454
OG0000283	Syal.g_02028	Pray.g_00488
OG0000284	Syal.g_02023	Pray.g_00493
OG0000285	Syal.g_02012	Pray.g_00498
OG0000286	Syal.g_01992	Pray.g_00510
OG0000288	Syal.g_01919	Pray.g_00557
OG0000289	Syal.g_01904	Pray.g_00568
OG0000290	Syal.g_01826	Pray.g_00581
OG0000291	Syal.g_01824	Pray.g_00583
OG0000292	Syal.g_00089	Pray.g_00632
OG0000293	Syal.g_01631	Pray.g_00073
OG0000294	Syal.g_01632	Pray.g_00072
OG0000295	Syal.g_01687	Pray.g_00051
OG0000296	Syal.g_01689	Pray.g_00049
OG0000297	Syal.g_01702	Pray.g_00041
OG0000298	Syal.g_01703	Pray.g_00040
OG0000299	Syal.g_01732	Pray.g_00023
OG0000300	Syal.g_01738	Pray.g_00020
OG0000301	Syal.g_01739	Pray.g_00019
OG0000302	Syal.g_01740	Pray.g_00017
OG0000303	Syal.g_01763	Pray.g_00010
OG0000304	Syal.g_01756	Pray.g_00006
OG0000305	Syal.g_01821	Pray.g_01837
OG0000306	Syal.g_02579	Pray.g_01834
OG0000307	Syal.g_02880	Pray.g_01820
OG0000308	Syal.g_02878	Pray.g_01819
OG0000309	Syal.g_02873	Pray.g_01815
OG0000310	Syal.g_01537	Pray.g_01737
OG0000311	Syal.g_00061	Pray.g_01735
OG0000312	Syal.g_00031	Pray.g_01732
OG0000313	Syal.g_00381	Pray.g_01718
OG0000314	Syal.g_00416	Pray.g_01695
OG0000315	Syal.g_00426	Pray.g_01685
OG0000316	Syal.g_02987	Pray.g_01665
OG0000317	Syal.g_00583	Pray.g_01561
OG0000318	Syal.g_00588	Pray.g_01558
OG0000319	Syal.g_00608	Pray.g_01545
OG0000320	Syal.g_00610	Pray.g_01543
OG0000321	Syal.g_00611	Pray.g_01542
OG0000322	Syal.g_00612	Pray.g_01541
OG0000323	Syal.g_00626	Pray.g_01532
OG0000324	Syal.g_00656	Pray.g_01506
OG0000325	Syal.g_00195	Pray.g_01235
OG0000326	Syal.g_00202	Pray.g_01241
OG0000327	Syal.g_00230	Pray.g_01265
OG0000328	Syal.g_00231	Pray.g_01266
OG0000329	Syal.g_00249	Pray.g_01283
OG0000330	Syal.g_00250	Pray.g_01284
OG0000331	Syal.g_00251	Pray.g_01285
OG0000332	Syal.g_00266	Pray.g_01299
OG0000333	Syal.g_00269	Pray.g_01301
OG0000334	Syal.g_00279	Pray.g_01309
OG0000335	Syal.g_00284	Pray.g_01314
OG0000336	Syal.g_00288	Pray.g_01318
OG0000337	Syal.g_01343	Pray.g_01335
OG0000338	Syal.g_01345	Pray.g_01336
OG0000339	Syal.g_01351	Pray.g_01340
OG0000340	Syal.g_01434	Pray.g_01348
OG0000341	Syal.g_01436	Pray.g_01350
OG0000342	Syal.g_01437	Pray.g_01351
OG0000343	Syal.g_01441	Pray.g_01352
OG0000344	Syal.g_01445	Pray.g_01355
OG0000345	Syal.g_01455	Pray.g_01360
OG0000346	Syal.g_01460	Pray.g_01365
OG0000347	Syal.g_01525	Pray.g_01381
OG0000348	Syal.g_00170	Pray.g_01391
OG0000349	Syal.g_00148	Pray.g_01408
OG0000350	Syal.g_00209	Pray.g_01427
OG0000351	Syal.g_01175	Pray.g_01444
OG0000352	Syal.g_01176	Pray.g_01445
OG0000353	Syal.g_00095	Pray.g_01460
OG0000355	Syal.g_00098	Pray.g_01462
OG0000356	Syal.g_00099	Pray.g_01463
OG0000357	Syal.g_00100	Pray.g_01464
OG0000358	Syal.g_00104	Pray.g_01469
OG0000359	Syal.g_00106	Pray.g_01470
OG0000360	Syal.g_00107	Pray.g_01471
OG0000361	Syal.g_00108	Pray.g_01472
OG0000362	Syal.g_00110	Pray.g_01474
OG0000363	Syal.g_00112	Pray.g_01476
OG0000364	Syal.g_00113	Pray.g_01477
OG0000365	Syal.g_00122	Pray.g_01482
OG0000366	Syal.g_00123	Pray.g_01483
OG0000367	Syal.g_00124	Pray.g_01484
OG0000368	Syal.g_00126	Pray.g_01486
OG0000369	Syal.g_00127	Pray.g_01487
OG0000370	Syal.g_00128	Pray.g_01488
OG0000371	Syal.g_00135	Pray.g_01494
OG0000372	Syal.g_00141	Pray.g_01497
OG0000373	Syal.g_00142	Pray.g_01498
OG0000374	Syal.g_00143	Pray.g_01499
OG0000375	Syal.g_00144	Pray.g_00243
OG0000376	Syal.g_00146	Pray.g_00241
OG0000377	Syal.g_01061	Pray.g_00238
OG0000378	Syal.g_01027	Pray.g_00236
OG0000379	Syal.g_01024	Pray.g_00233
OG0000380	Syal.g_00749	Pray.g_00223
OG0000381	Syal.g_00752	Pray.g_00219
OG0000382	Syal.g_00770	Pray.g_00208
OG0000383	Syal.g_00775	Pray.g_00206
OG0000384	Syal.g_00776	Pray.g_00205
OG0000385	Syal.g_00777	Pray.g_00204
OG0000386	Syal.g_00778	Pray.g_00203
OG0000387	Syal.g_00811	Pray.g_00190
OG0000388	Syal.g_00815	Pray.g_00187
OG0000389	Syal.g_00819	Pray.g_00183
OG0000390	Syal.g_00835	Pray.g_00176
OG0000391	Syal.g_00840	Pray.g_00173
OG0000392	Syal.g_00846	Pray.g_00169
OG0000393	Syal.g_00849	Pray.g_00167
OG0000394	Syal.g_00850	Pray.g_00166
OG0000395	Syal.g_00851	Pray.g_00165
OG0000396	Syal.g_00854	Pray.g_00162
OG0000397	Syal.g_00857	Pray.g_00160
OG0000398	Syal.g_00862	Pray.g_00158
OG0000399	Syal.g_00863	Pray.g_00157
OG0000400	Syal.g_00864	Pray.g_00156
OG0000401	Syal.g_00865	Pray.g_00155
OG0000402	Syal.g_00867	Pray.g_00153
OG0000403	Syal.g_00868	Pray.g_00152
OG0000404	Syal.g_00870	Pray.g_00151
OG0000405	Syal.g_00883	Pray.g_00147
OG0000406	Syal.g_00888	Pray.g_00142
OG0000407	Syal.g_00889	Pray.g_00141
OG0000408	Syal.g_00891	Pray.g_00139
OG0000409	Syal.g_00893	Pray.g_00137
OG0000410	Syal.g_00894	Pray.g_00136
OG0000411	Syal.g_00895	Pray.g_00635
OG0000412	Syal.g_00896	Pray.g_00636
OG0000413	Syal.g_00898	Pray.g_00637
OG0000414	Syal.g_00899	Pray.g_00638
OG0000415	Syal.g_00900	Pray.g_00639
OG0000416	Syal.g_00901	Pray.g_00640
OG0000417	Syal.g_00902	Pray.g_00641
OG0000418	Syal.g_00907	Pray.g_00646
OG0000419	Syal.g_00909	Pray.g_00648
OG0000420	Syal.g_00911	Pray.g_00649
OG0000421	Syal.g_00916	Pray.g_00654
OG0000422	Syal.g_00917	Pray.g_00655
OG0000423	Syal.g_00918	Pray.g_00656
OG0000424	Syal.g_00919	Pray.g_00657
OG0000425	Syal.g_00920	Pray.g_00658
OG0000426	Syal.g_00921	Pray.g_00659
OG0000427	Syal.g_00922	Pray.g_00660
OG0000428	Syal.g_00925	Pray.g_00662
OG0000429	Syal.g_00929	Pray.g_00663
OG0000430	Syal.g_00931	Pray.g_00664
OG0000431	Syal.g_00934	Pray.g_00666
OG0000432	Syal.g_00940	Pray.g_00669
OG0000433	Syal.g_00943	Pray.g_00670
OG0000434	Syal.g_00944	Pray.g_00671
OG0000435	Syal.g_00946	Pray.g_00672
OG0000436	Syal.g_00953	Pray.g_00677
OG0000437	Syal.g_00954	Pray.g_00678
OG0000438	Syal.g_00955	Pray.g_00679
OG0000439	Syal.g_00957	Pray.g_00681
OG0000440	Syal.g_00958	Pray.g_00682
OG0000441	Syal.g_00962	Pray.g_00685
OG0000442	Syal.g_00964	Pray.g_00686
OG0000443	Syal.g_00966	Pray.g_00687
OG0000444	Syal.g_00978	Pray.g_00692
OG0000445	Syal.g_00979	Pray.g_00693
OG0000446	Syal.g_00981	Pray.g_00694
OG0000447	Syal.g_00989	Pray.g_00695
OG0000448	Syal.g_00990	Pray.g_00696
OG0000449	Syal.g_00991	Pray.g_00697
OG0000450	Syal.g_00997	Pray.g_00698
OG0000451	Syal.g_00998	Pray.g_00699
OG0000452	Syal.g_01002	Pray.g_00702
OG0000453	Syal.g_01003	Pray.g_00703
OG0000454	Syal.g_01004	Pray.g_00704
OG0000455	Syal.g_01005	Pray.g_00705
OG0000456	Syal.g_01006	Pray.g_00706
OG0000457	Syal.g_01008	Pray.g_00707
OG0000458	Syal.g_01009	Pray.g_00708
OG0000459	Syal.g_01010	Pray.g_00709
OG0000460	Syal.g_00686	Pray.g_00716
OG0000461	Syal.g_01199	Pray.g_00723
OG0000462	Syal.g_01202	Pray.g_00725
OG0000463	Syal.g_01203	Pray.g_00726
OG0000464	Syal.g_01204	Pray.g_00727
OG0000465	Syal.g_01205	Pray.g_00728
OG0000466	Syal.g_01210	Pray.g_00731
OG0000467	Syal.g_01212	Pray.g_00732
OG0000468	Syal.g_01225	Pray.g_00734
OG0000469	Syal.g_01240	Pray.g_00742
OG0000470	Syal.g_01242	Pray.g_00744
OG0000471	Syal.g_01243	Pray.g_00745
OG0000472	Syal.g_01245	Pray.g_00746
OG0000473	Syal.g_01247	Pray.g_00748
OG0000474	Syal.g_01248	Pray.g_00749
OG0000475	Syal.g_01249	Pray.g_00750
OG0000476	Syal.g_01251	Pray.g_00751
OG0000477	Syal.g_01257	Pray.g_00754
OG0000478	Syal.g_01258	Pray.g_00755
OG0000479	Syal.g_01259	Pray.g_00756
OG0000480	Syal.g_01266	Pray.g_00761
OG0000481	Syal.g_01268	Pray.g_00763
OG0000482	Syal.g_01269	Pray.g_00764
OG0000483	Syal.g_01273	Pray.g_00767
OG0000484	Syal.g_01274	Pray.g_00768
OG0000485	Syal.g_01275	Pray.g_00769
OG0000486	Syal.g_01276	Pray.g_00770
OG0000487	Syal.g_01282	Pray.g_00773
OG0000488	Syal.g_01286	Pray.g_00776
OG0000489	Syal.g_01298	Pray.g_00781
OG0000490	Syal.g_01307	Pray.g_00786
OG0000491	Syal.g_01308	Pray.g_00787
OG0000492	Syal.g_01310	Pray.g_00789
OG0000493	Syal.g_01311	Pray.g_00790
OG0000494	Syal.g_01312	Pray.g_00791
OG0000495	Syal.g_01313	Pray.g_00792
OG0000496	Syal.g_01314	Pray.g_00793
OG0000497	Syal.g_01315	Pray.g_00794
OG0000498	Syal.g_01316	Pray.g_00795
OG0000499	Syal.g_01317	Pray.g_00796
OG0000500	Syal.g_01318	Pray.g_00797
OG0000501	Syal.g_01321	Pray.g_00799
OG0000502	Syal.g_01328	Pray.g_00802
OG0000503	Syal.g_00347	Pray.g_00812
OG0000504	Syal.g_00349	Pray.g_00813
OG0000505	Syal.g_00350	Pray.g_00814
OG0000506	Syal.g_00352	Pray.g_00816
OG0000507	Syal.g_00358	Pray.g_00819
OG0000508	Syal.g_00362	Pray.g_00823
OG0000509	Syal.g_00364	Pray.g_00825
OG0000510	Syal.g_00365	Pray.g_00826
OG0000511	Syal.g_00366	Pray.g_00827
OG0000512	Syal.g_00368	Pray.g_00829
OG0000513	Syal.g_00551	Pray.g_00836
OG0000514	Syal.g_00539	Pray.g_00921
OG0000515	Syal.g_00538	Pray.g_00922
OG0000516	Syal.g_00534	Pray.g_00923
OG0000517	Syal.g_00526	Pray.g_00925
OG0000518	Syal.g_00514	Pray.g_00936
OG0000519	Syal.g_00513	Pray.g_00937
OG0000520	Syal.g_00512	Pray.g_00938
OG0000521	Syal.g_00502	Pray.g_00943
OG0000522	Syal.g_00500	Pray.g_00945
OG0000523	Syal.g_00499	Pray.g_00946
OG0000524	Syal.g_00491	Pray.g_00951
OG0000525	Syal.g_00473	Pray.g_00954
OG0000526	Syal.g_00471	Pray.g_00955
OG0000527	Syal.g_00465	Pray.g_00963
OG0000528	Syal.g_02893	Pray.g_00968
OG0000529	Syal.g_02898	Pray.g_00971
OG0000530	Syal.g_02901	Pray.g_00974
OG0000531	Syal.g_02902	Pray.g_00975
OG0000532	Syal.g_02905	Pray.g_00977
OG0000533	Syal.g_02907	Pray.g_00978
OG0000534	Syal.g_02908	Pray.g_00979
OG0000535	Syal.g_02909	Pray.g_00980
OG0000536	Syal.g_02910	Pray.g_00981
OG0000537	Syal.g_02911	Pray.g_00982
OG0000538	Syal.g_02923	Pray.g_00991
OG0000539	Syal.g_02924	Pray.g_00992
OG0000540	Syal.g_02925	Pray.g_00993
OG0000541	Syal.g_02926	Pray.g_00994
OG0000542	Syal.g_02929	Pray.g_00996
OG0000543	Syal.g_02931	Pray.g_00998
OG0000544	Syal.g_02932	Pray.g_00999
OG0000545	Syal.g_02934	Pray.g_01001
OG0000546	Syal.g_02936	Pray.g_01004
OG0000547	Syal.g_02938	Pray.g_01006
OG0000548	Syal.g_02939	Pray.g_01007
OG0000549	Syal.g_02945	Pray.g_01009
OG0000550	Syal.g_02949	Pray.g_01014
OG0000551	Syal.g_02953	Pray.g_01018
OG0000552	Syal.g_02954	Pray.g_01019
OG0000553	Syal.g_02843	Pray.g_01020
OG0000554	Syal.g_02837	Pray.g_01227
OG0000555	Syal.g_02823	Pray.g_01219
OG0000556	Syal.g_02819	Pray.g_01217
OG0000557	Syal.g_02816	Pray.g_01216
OG0000558	Syal.g_02814	Pray.g_01214
OG0000559	Syal.g_02305, Syal.g_02810	Pray.g_01210
OG0000560	Syal.g_02807	Pray.g_01207
OG0000561	Syal.g_02806	Pray.g_01206
OG0000562	Syal.g_02805	Pray.g_01205
OG0000563	Syal.g_02804	Pray.g_01204
OG0000564	Syal.g_02803	Pray.g_01203
OG0000565	Syal.g_02799	Pray.g_01200
OG0000566	Syal.g_02795	Pray.g_01198
OG0000567	Syal.g_02791	Pray.g_01194
OG0000568	Syal.g_02789	Pray.g_01193
OG0000569	Syal.g_02788	Pray.g_01192
OG0000570	Syal.g_02787	Pray.g_01191
OG0000571	Syal.g_02784	Pray.g_01189
OG0000572	Syal.g_02767	Pray.g_01176
OG0000573	Syal.g_02759	Pray.g_01171
OG0000574	Syal.g_02758	Pray.g_01170
OG0000575	Syal.g_02753	Pray.g_01166
OG0000576	Syal.g_02751	Pray.g_01164
OG0000577	Syal.g_02750	Pray.g_01163
OG0000578	Syal.g_02749	Pray.g_01162
OG0000579	Syal.g_02748	Pray.g_01161
OG0000580	Syal.g_02747	Pray.g_01160
OG0000581	Syal.g_02741	Pray.g_01158
OG0000582	Syal.g_02736	Pray.g_01155
OG0000583	Syal.g_02735	Pray.g_01154
OG0000584	Syal.g_02734	Pray.g_01153
OG0000585	Syal.g_02731	Pray.g_01151
OG0000586	Syal.g_02730	Pray.g_01150
OG0000587	Syal.g_02728	Pray.g_01149
OG0000588	Syal.g_02717	Pray.g_01145
