Orthogroup	Syal	Syag
OG0000060	Syal.g_00480	Syag.g_01338
OG0000060	Syal.g_02895	Syag.g_01530
OG0000060	Syal.g_02214	Syag.g_01095
OG0000061	Syal.g_01653	Syag.g_01141
OG0000062	Syal.g_00567	Syag.g_01669
OG0000063	Syal.g_00136	Syag.g_02313
OG0000064	Syal.g_02544	Syag.g_00487
OG0000064	Syal.g_01681	Syag.g_01589
OG0000064	Syal.g_01545	Syag.g_00076
OG0000065	Syal.g_02528	Syag.g_00182
OG0000066	Syal.g_02828	Syag.g_01443
OG0000067	Syal.g_02414	Syag.g_00667
OG0000068	Syal.g_02888	Syag.g_01537
OG0000070	Syal.g_00509	Syag.g_00049
OG0000071	Syal.g_01601	Syag.g_01192
OG0000072	Syal.g_00914	Syag.g_01980
OG0000073	Syal.g_02920	Syag.g_01505
OG0000075	Syal.g_01350	Syag.g_02434
OG0000076	Syal.g_01459	Syag.g_02393
OG0000077	Syal.g_00763, Syal.g_00506	Syag.g_01831
OG0000078	Syal.g_00680	Syag.g_01778
OG0000079	Syal.g_01213	Syag.g_02659, Syag.g_02652
OG0000080	Syal.g_01394	Syag.g_00124, Syag.g_02500, Syag.g_02499
OG0000081	Syal.g_02555	Syag.g_00167
OG0000082	Syal.g_02769	Syag.g_00318
OG0000084	Syal.g_01896	Syag.g_00212
OG0000084	Syal.g_00023	Syag.g_01425
OG0000085	Syal.g_00575	Syag.g_01676
OG0000086	Syal.g_00784	Syag.g_01853
OG0000087	Syal.g_00871	Syag.g_01939
OG0000088	Syal.g_00908	Syag.g_01974
OG0000089	Syal.g_00555	Syag.g_00005
OG0000090	Syal.g_02838	Syag.g_01454
OG0000091	Syal.g_02628	Syag.g_00418
OG0000093	Syal.g_02233	Syag.g_00649
OG0000094	Syal.g_01907	Syag.g_00881
OG0000095	Syal.g_01823	Syag.g_00974
OG0000097	Syal.g_01735	Syag.g_01065
OG0000098	Syal.g_02196	Syag.g_00578
OG0000099	Syal.g_01323	Syag.g_02536
OG0000100	Syal.g_02448	Syag.g_00704
OG0000101	Syal.g_00275	Syag.g_02773
OG0000102	Syal.g_01488	Syag.g_02387
OG0000103	Syal.g_01897, Syal.g_00077	Syag.g_02253
OG0000104	Syal.g_00092	Syag.g_02268
OG0000105	Syal.g_01255	Syag.g_02606
OG0000106	Syal.g_02577	Syag.g_00462
OG0000107	Syal.g_00194	Syag.g_02689
OG0000108	Syal.g_02897	Syag.g_01528
OG0000109	Syal.g_02913	Syag.g_01512
OG0000110	Syal.g_02782	Syag.g_00303
OG0000111	Syal.g_01813	Syag.g_00984
OG0000112	Syal.g_02000	Syag.g_00801
OG0000113	Syal.g_02443	Syag.g_00699
OG0000114	Syal.g_02286	Syag.g_00609
OG0000115	Syal.g_00404	Syag.g_01397
OG0000116	Syal.g_01630	Syag.g_01156
OG0000117	Syal.g_01704	Syag.g_01097
OG0000118	Syal.g_01583	Syag.g_01232
OG0000120	Syal.g_01324	Syag.g_02535
OG0000121	Syal.g_00374	Syag.g_01414
OG0000122	Syal.g_02602	Syag.g_00446
OG0000123	Syal.g_00283	Syag.g_02781
OG0000124	Syal.g_01519	Syag.g_02367
OG0000125	Syal.g_01075	Syag.g_02136, Syag.g_02134
OG0000126	Syal.g_00090	Syag.g_02266
OG0000128	Syal.g_00109	Syag.g_02284
OG0000129	Syal.g_01062	Syag.g_02121
OG0000130	Syal.g_00751	Syag.g_01819
OG0000131	Syal.g_00886	Syag.g_01951
OG0000132	Syal.g_00906	Syag.g_01972
OG0000133	Syal.g_01995	Syag.g_00806
OG0000134	Syal.g_00552	Syag.g_00008
OG0000135	Syal.g_01119	Syag.g_02171
OG0000136	Syal.g_00520	Syag.g_00038
OG0000137	Syal.g_00463	Syag.g_01356
OG0000138	Syal.g_02914	Syag.g_01511
OG0000139	Syal.g_02832	Syag.g_01448
OG0000140	Syal.g_02830	Syag.g_01446
OG0000141	Syal.g_02738	Syag.g_00351
OG0000142	Syal.g_02636	Syag.g_00410
OG0000143	Syal.g_02632	Syag.g_00414
OG0000144	Syal.g_02515	Syag.g_00493
OG0000145	Syal.g_02921	Syag.g_01504
OG0000146	Syal.g_02001	Syag.g_00800
OG0000147	Syal.g_02002	Syag.g_00799
OG0000148	Syal.g_02437	Syag.g_00693
OG0000149	Syal.g_02475	Syag.g_00731
OG0000150	Syal.g_02737	Syag.g_00352
OG0000151	Syal.g_02263	Syag.g_00623
OG0000152	Syal.g_01991	Syag.g_00810
OG0000153	Syal.g_01958	Syag.g_00845
OG0000154	Syal.g_01918	Syag.g_00870
OG0000155	Syal.g_01695	Syag.g_01107
OG0000156	Syal.g_01620	Syag.g_01166
OG0000157	Syal.g_01619	Syag.g_01167
OG0000158	Syal.g_01431	Syag.g_02422
OG0000160	Syal.g_00372	Syag.g_01415
OG0000161	Syal.g_00384	Syag.g_01409
OG0000162	Syal.g_00396	Syag.g_01402
OG0000163	Syal.g_02971	Syag.g_01618
OG0000164	Syal.g_00623	Syag.g_01725
OG0000165	Syal.g_00632	Syag.g_01733
OG0000166	Syal.g_00236	Syag.g_02733
OG0000167	Syal.g_01347	Syag.g_02437
OG0000168	Syal.g_01433	Syag.g_02417
OG0000169	Syal.g_01447	Syag.g_02405
OG0000170	Syal.g_01454	Syag.g_02398
OG0000171	Syal.g_01518	Syag.g_02368
OG0000172	Syal.g_00174, Syal.g_00173	Syag.g_02360
OG0000173	Syal.g_00155	Syag.g_02337
OG0000174	Syal.g_01121	Syag.g_02175
OG0000175	Syal.g_01172	Syag.g_02240
OG0000176	Syal.g_00101	Syag.g_02276
OG0000177	Syal.g_00102	Syag.g_02277
OG0000178	Syal.g_00103	Syag.g_02278
OG0000179	Syal.g_00118	Syag.g_02293
OG0000180	Syal.g_00119	Syag.g_02294
OG0000181	Syal.g_00120	Syag.g_02295
OG0000182	Syal.g_00121	Syag.g_02296
OG0000183	Syal.g_00125	Syag.g_02300
OG0000184	Syal.g_01050	Syag.g_02110
OG0000185	Syal.g_01025	Syag.g_02092
OG0000186	Syal.g_02684, Syal.g_00747	Syag.g_01815
OG0000187	Syal.g_02685, Syal.g_00748	Syag.g_01816
OG0000188	Syal.g_00771	Syag.g_01839
OG0000189	Syal.g_00807	Syag.g_01872
OG0000190	Syal.g_01364	Syag.g_01874
OG0000191	Syal.g_00841	Syag.g_01909
OG0000192	Syal.g_00847	Syag.g_01915
OG0000193	Syal.g_00887	Syag.g_01952
OG0000194	Syal.g_00890	Syag.g_01955
OG0000195	Syal.g_00892	Syag.g_01957
OG0000196	Syal.g_00903	Syag.g_01968
OG0000197	Syal.g_00904	Syag.g_01969
OG0000198	Syal.g_00905	Syag.g_00108
OG0000199	Syal.g_00913	Syag.g_01979
OG0000200	Syal.g_00932	Syag.g_01996
OG0000201	Syal.g_00949	Syag.g_02019
OG0000202	Syal.g_00950	Syag.g_02024
OG0000203	Syal.g_00951	Syag.g_02025
OG0000204	Syal.g_00952	Syag.g_02020, Syag.g_02026
OG0000205	Syal.g_00959	Syag.g_02035
OG0000206	Syal.g_00971	Syag.g_02047
OG0000207	Syal.g_00974	Syag.g_02051
OG0000208	Syal.g_00975	Syag.g_02052
OG0000209	Syal.g_01000	Syag.g_02069
OG0000210	Syal.g_01001	Syag.g_02070
OG0000211	Syal.g_00688	Syag.g_01788
OG0000212	Syal.g_00679	Syag.g_01777
OG0000213	Syal.g_01229	Syag.g_02632
OG0000214	Syal.g_01246	Syag.g_02615
OG0000215	Syal.g_01277	Syag.g_02584
OG0000216	Syal.g_01281	Syag.g_02580
OG0000217	Syal.g_01285	Syag.g_02576
OG0000218	Syal.g_01287	Syag.g_02574
OG0000219	Syal.g_01288	Syag.g_02573
OG0000220	Syal.g_01289	Syag.g_02572
OG0000221	Syal.g_01297	Syag.g_02566
OG0000222	Syal.g_01309	Syag.g_02550
OG0000223	Syal.g_01327	Syag.g_02475
OG0000224	Syal.g_01329	Syag.g_02471
OG0000225	Syal.g_00363	Syag.g_02861
OG0000226	Syal.g_00367	Syag.g_02865
OG0000227	Syal.g_00369	Syag.g_02867
OG0000228	Syal.g_00556	Syag.g_00004
OG0000229	Syal.g_00525	Syag.g_00033
OG0000230	Syal.g_00523	Syag.g_00035
OG0000231	Syal.g_00510	Syag.g_00048
OG0000232	Syal.g_00495	Syag.g_00059
OG0000233	Syal.g_00487	Syag.g_01330
OG0000234	Syal.g_00461	Syag.g_01358
OG0000235	Syal.g_02896	Syag.g_01529
OG0000236	Syal.g_02912	Syag.g_01513
OG0000237	Syal.g_02930	Syag.g_01495
OG0000238	Syal.g_02935	Syag.g_01490
OG0000239	Syal.g_02951	Syag.g_01472
OG0000240	Syal.g_02952	Syag.g_01471
OG0000241	Syal.g_02696	Syag.g_00396
OG0000242	Syal.g_02840	Syag.g_01456
OG0000243	Syal.g_02822	Syag.g_00255
OG0000244	Syal.g_02815	Syag.g_00268
OG0000245	Syal.g_02813	Syag.g_00270
OG0000246	Syal.g_02809	Syag.g_00274
OG0000247	Syal.g_02797	Syag.g_00286
OG0000248	Syal.g_02794	Syag.g_00289
OG0000249	Syal.g_02792	Syag.g_00291
OG0000250	Syal.g_02786	Syag.g_00299
OG0000251	Syal.g_02760	Syag.g_00328
OG0000252	Syal.g_02757	Syag.g_00331
OG0000253	Syal.g_02755	Syag.g_00333
OG0000254	Syal.g_02732	Syag.g_00356
OG0000255	Syal.g_02719	Syag.g_00369
OG0000256	Syal.g_02705	Syag.g_00385
OG0000257	Syal.g_02697	Syag.g_00395
OG0000258	Syal.g_02623	Syag.g_00423
OG0000259	Syal.g_02182	Syag.g_00560
OG0000260	Syal.g_02188	Syag.g_00570
OG0000261	Syal.g_02199	Syag.g_00581
OG0000262	Syal.g_02204	Syag.g_00586
OG0000263	Syal.g_01720	Syag.g_01079
OG0000264	Syal.g_01788	Syag.g_01011
OG0000265	Syal.g_02534	Syag.g_01021
OG0000266	Syal.g_02421	Syag.g_00907
OG0000267	Syal.g_02043	Syag.g_00762
OG0000268	Syal.g_02042	Syag.g_00763
OG0000269	Syal.g_02409	Syag.g_00662
OG0000270	Syal.g_02412	Syag.g_00665
OG0000271	Syal.g_01871	Syag.g_00673
OG0000273	Syal.g_02454	Syag.g_00713
OG0000274	Syal.g_02455	Syag.g_00714
OG0000275	Syal.g_02458	Syag.g_00717
OG0000276	Syal.g_02467	Syag.g_00723
OG0000277	Syal.g_02468	Syag.g_00724
OG0000278	Syal.g_02471	Syag.g_00727
OG0000279	Syal.g_02479	Syag.g_00735
OG0000280	Syal.g_02493	Syag.g_00741
OG0000281	Syal.g_02190	Syag.g_00572
OG0000282	Syal.g_02284	Syag.g_00611
OG0000283	Syal.g_02028	Syag.g_00775
OG0000284	Syal.g_02023	Syag.g_00780
OG0000285	Syal.g_02012	Syag.g_00791
OG0000286	Syal.g_01992	Syag.g_00809
OG0000287	Syal.g_01965	Syag.g_00838
OG0000288	Syal.g_01919	Syag.g_00869
OG0000289	Syal.g_01904	Syag.g_00884
OG0000290	Syal.g_01826	Syag.g_00970
OG0000291	Syal.g_01824	Syag.g_00972
OG0000292	Syal.g_00089	Syag.g_02265
OG0000293	Syal.g_01631	Syag.g_01155
OG0000294	Syal.g_01632	Syag.g_01154
OG0000295	Syal.g_01687	Syag.g_01115
OG0000296	Syal.g_01689	Syag.g_01113
OG0000297	Syal.g_01702	Syag.g_01099
OG0000298	Syal.g_01703	Syag.g_01098
OG0000299	Syal.g_01732	Syag.g_01067
OG0000300	Syal.g_01738	Syag.g_01062
OG0000301	Syal.g_01739	Syag.g_01061
OG0000302	Syal.g_01740	Syag.g_01060
OG0000303	Syal.g_01763	Syag.g_01048
OG0000304	Syal.g_01756	Syag.g_01041
OG0000305	Syal.g_01821	Syag.g_00977
OG0000306	Syal.g_02579	Syag.g_00460
OG0000307	Syal.g_02880	Syag.g_01546
OG0000308	Syal.g_02878	Syag.g_01548
OG0000309	Syal.g_02873	Syag.g_01553
OG0000310	Syal.g_01537	Syag.g_01291
OG0000311	Syal.g_00061	Syag.g_01300
OG0000312	Syal.g_00031	Syag.g_01434
OG0000313	Syal.g_00381	Syag.g_00966, Syag.g_01412
OG0000314	Syal.g_00416	Syag.g_01380
OG0000315	Syal.g_00426	Syag.g_01369
OG0000316	Syal.g_02987	Syag.g_01641
OG0000317	Syal.g_00583	Syag.g_01684
OG0000318	Syal.g_00588	Syag.g_01688
OG0000319	Syal.g_00608	Syag.g_01710
OG0000320	Syal.g_00610	Syag.g_01712
OG0000321	Syal.g_00611	Syag.g_01713
OG0000322	Syal.g_00612	Syag.g_01714
OG0000323	Syal.g_00626	Syag.g_01728
OG0000324	Syal.g_00656	Syag.g_01757
OG0000325	Syal.g_00195	Syag.g_02690
OG0000326	Syal.g_00202	Syag.g_02698
OG0000327	Syal.g_00230	Syag.g_02728
OG0000328	Syal.g_00231	Syag.g_02729
OG0000329	Syal.g_00249	Syag.g_02747
OG0000330	Syal.g_00250	Syag.g_02748
OG0000331	Syal.g_00251	Syag.g_02749
OG0000332	Syal.g_00266	Syag.g_02764
OG0000333	Syal.g_00269	Syag.g_02767
OG0000334	Syal.g_00279	Syag.g_02777
OG0000335	Syal.g_00284	Syag.g_02782
OG0000336	Syal.g_00288	Syag.g_02786
OG0000337	Syal.g_01343	Syag.g_02445
OG0000338	Syal.g_01345	Syag.g_02440
OG0000340	Syal.g_01434	Syag.g_02416
OG0000341	Syal.g_01436	Syag.g_02414
OG0000342	Syal.g_01437	Syag.g_02413
OG0000343	Syal.g_01441	Syag.g_02411
OG0000344	Syal.g_01445	Syag.g_02407
OG0000345	Syal.g_01455	Syag.g_02397
OG0000346	Syal.g_01460	Syag.g_02392
OG0000347	Syal.g_01525	Syag.g_02366
OG0000348	Syal.g_00170	Syag.g_02357
OG0000349	Syal.g_00148	Syag.g_02330
OG0000350	Syal.g_00209	Syag.g_02705
OG0000351	Syal.g_01175	Syag.g_02244
OG0000352	Syal.g_01176	Syag.g_02245
OG0000353	Syal.g_00095	Syag.g_02271
OG0000354	Syal.g_02941	Syag.g_01484
OG0000354	Syal.g_00116	Syag.g_02291
OG0000355	Syal.g_00098	Syag.g_02273
OG0000356	Syal.g_00099	Syag.g_02274
OG0000357	Syal.g_00100	Syag.g_02275
OG0000358	Syal.g_00104	Syag.g_02279
OG0000359	Syal.g_00106	Syag.g_02281
OG0000360	Syal.g_00107	Syag.g_02282
OG0000361	Syal.g_00108	Syag.g_02283
OG0000362	Syal.g_00110	Syag.g_02285
OG0000363	Syal.g_00112	Syag.g_02287
OG0000364	Syal.g_00113	Syag.g_02288
OG0000365	Syal.g_00122	Syag.g_02297
OG0000366	Syal.g_00123	Syag.g_02298
OG0000367	Syal.g_00124	Syag.g_02299
OG0000368	Syal.g_00126	Syag.g_02301
OG0000369	Syal.g_00127	Syag.g_02302
OG0000370	Syal.g_00128	Syag.g_02303
OG0000371	Syal.g_00135	Syag.g_02312
OG0000372	Syal.g_00141	Syag.g_02317
OG0000373	Syal.g_00142	Syag.g_02318
OG0000374	Syal.g_00143	Syag.g_02319
OG0000375	Syal.g_00144	Syag.g_02326
OG0000376	Syal.g_00146	Syag.g_02328
OG0000377	Syal.g_01061	Syag.g_02119
OG0000378	Syal.g_01027	Syag.g_02099
OG0000379	Syal.g_01024	Syag.g_02091
OG0000380	Syal.g_00749	Syag.g_01817
OG0000381	Syal.g_00752	Syag.g_01820
OG0000382	Syal.g_00770	Syag.g_01838
OG0000383	Syal.g_00775	Syag.g_01843
OG0000384	Syal.g_00776	Syag.g_01844
OG0000385	Syal.g_00777	Syag.g_01845
OG0000386	Syal.g_00778	Syag.g_01846
OG0000387	Syal.g_00811	Syag.g_01876
OG0000388	Syal.g_00815	Syag.g_01880
OG0000389	Syal.g_00819	Syag.g_01884
OG0000390	Syal.g_00835	Syag.g_01903
OG0000391	Syal.g_00840	Syag.g_01908
OG0000392	Syal.g_00846	Syag.g_01914
OG0000393	Syal.g_00849	Syag.g_01917
OG0000394	Syal.g_00850	Syag.g_01918
OG0000395	Syal.g_00851	Syag.g_01919
OG0000396	Syal.g_00854	Syag.g_01922
OG0000397	Syal.g_00857	Syag.g_01924
OG0000398	Syal.g_00862	Syag.g_01929
OG0000399	Syal.g_00863	Syag.g_01930
OG0000400	Syal.g_00864	Syag.g_01931
OG0000401	Syal.g_00865	Syag.g_01932
OG0000402	Syal.g_00867	Syag.g_01934
OG0000403	Syal.g_00868	Syag.g_01935
OG0000404	Syal.g_00870	Syag.g_01937
OG0000405	Syal.g_00883	Syag.g_01949
OG0000406	Syal.g_00888	Syag.g_01953
OG0000407	Syal.g_00889	Syag.g_01954
OG0000408	Syal.g_00891	Syag.g_01956
OG0000409	Syal.g_00893	Syag.g_01958
OG0000410	Syal.g_00894	Syag.g_01959
OG0000411	Syal.g_00895	Syag.g_01960
OG0000412	Syal.g_00896	Syag.g_01961
OG0000413	Syal.g_00898	Syag.g_01963
OG0000414	Syal.g_00899	Syag.g_01964
OG0000415	Syal.g_00900	Syag.g_01965
OG0000416	Syal.g_00901	Syag.g_01966
OG0000417	Syal.g_00902	Syag.g_01967
OG0000418	Syal.g_00907	Syag.g_01973
OG0000419	Syal.g_00909	Syag.g_01975
OG0000420	Syal.g_00911	Syag.g_01977
OG0000421	Syal.g_00916	Syag.g_01982
OG0000422	Syal.g_00917	Syag.g_01983
OG0000423	Syal.g_00918	Syag.g_01984
OG0000424	Syal.g_00919	Syag.g_01985
OG0000425	Syal.g_00920	Syag.g_01986
OG0000426	Syal.g_00921	Syag.g_01987
OG0000427	Syal.g_00922	Syag.g_01988
OG0000428	Syal.g_00925	Syag.g_01991
OG0000429	Syal.g_00929	Syag.g_01993
OG0000430	Syal.g_00931	Syag.g_01995
OG0000431	Syal.g_00934	Syag.g_01998
OG0000432	Syal.g_00940	Syag.g_02007
OG0000433	Syal.g_00943	Syag.g_02009
OG0000434	Syal.g_00944	Syag.g_02010
OG0000435	Syal.g_00946	Syag.g_02017
OG0000436	Syal.g_00953	Syag.g_02028
OG0000437	Syal.g_00954	Syag.g_02029
OG0000438	Syal.g_00955	Syag.g_02031
OG0000439	Syal.g_00957	Syag.g_02033
OG0000440	Syal.g_00958	Syag.g_02034
OG0000441	Syal.g_00962	Syag.g_02041
OG0000442	Syal.g_00964	Syag.g_02044
OG0000443	Syal.g_00966	Syag.g_02046
OG0000444	Syal.g_00978	Syag.g_02053
OG0000445	Syal.g_00979	Syag.g_02054
OG0000446	Syal.g_00981	Syag.g_02056
OG0000447	Syal.g_00989	Syag.g_02059
OG0000448	Syal.g_00990	Syag.g_02060
OG0000449	Syal.g_00991	Syag.g_02061
OG0000450	Syal.g_00997	Syag.g_02066
OG0000451	Syal.g_00998	Syag.g_02067
OG0000452	Syal.g_01002	Syag.g_02071
OG0000453	Syal.g_01003	Syag.g_02072
OG0000454	Syal.g_01004	Syag.g_02073
OG0000455	Syal.g_01005	Syag.g_02074
OG0000456	Syal.g_01006	Syag.g_02075
OG0000457	Syal.g_01008	Syag.g_02077
OG0000458	Syal.g_01009	Syag.g_02080
OG0000459	Syal.g_01010	Syag.g_02081
OG0000460	Syal.g_00686	Syag.g_01786
OG0000461	Syal.g_01199	Syag.g_02675
OG0000462	Syal.g_01202	Syag.g_02672
OG0000463	Syal.g_01203	Syag.g_02671
OG0000464	Syal.g_01204	Syag.g_02670
OG0000465	Syal.g_01205	Syag.g_02668
OG0000466	Syal.g_01210	Syag.g_02662
OG0000467	Syal.g_01212	Syag.g_02660
OG0000468	Syal.g_01225	Syag.g_02636
OG0000469	Syal.g_01240	Syag.g_02621
OG0000470	Syal.g_01242	Syag.g_02619
OG0000471	Syal.g_01243	Syag.g_02618
OG0000472	Syal.g_01245	Syag.g_02616
OG0000473	Syal.g_01247	Syag.g_02614
OG0000474	Syal.g_01248	Syag.g_02613
OG0000475	Syal.g_01249	Syag.g_02612
OG0000476	Syal.g_01251	Syag.g_02610
OG0000477	Syal.g_01257	Syag.g_02604
OG0000478	Syal.g_01258	Syag.g_02603
OG0000479	Syal.g_01259	Syag.g_02602
OG0000480	Syal.g_01266	Syag.g_02595
OG0000481	Syal.g_01268	Syag.g_02593
OG0000482	Syal.g_01269	Syag.g_02592
OG0000483	Syal.g_01273	Syag.g_02588
OG0000484	Syal.g_01274	Syag.g_02587
OG0000485	Syal.g_01275	Syag.g_02586
OG0000486	Syal.g_01276	Syag.g_02585
OG0000487	Syal.g_01282	Syag.g_02579
OG0000488	Syal.g_01286	Syag.g_02575
OG0000489	Syal.g_01298	Syag.g_02565
OG0000490	Syal.g_01307	Syag.g_02553
OG0000491	Syal.g_01308	Syag.g_02551
OG0000492	Syal.g_01310	Syag.g_02549
OG0000493	Syal.g_01311	Syag.g_02548
OG0000494	Syal.g_01312	Syag.g_02547
OG0000495	Syal.g_01313	Syag.g_02546
OG0000496	Syal.g_01314	Syag.g_02545
OG0000497	Syal.g_01315	Syag.g_02544
OG0000498	Syal.g_01316	Syag.g_02543
OG0000499	Syal.g_01317	Syag.g_02542
OG0000500	Syal.g_01318	Syag.g_02541
OG0000501	Syal.g_01321	Syag.g_02538
OG0000502	Syal.g_01328	Syag.g_02467
OG0000503	Syal.g_00347	Syag.g_02843
OG0000504	Syal.g_00349	Syag.g_02845
OG0000505	Syal.g_00350	Syag.g_02846
OG0000506	Syal.g_00352	Syag.g_02849
OG0000507	Syal.g_00358	Syag.g_02855
OG0000508	Syal.g_00362	Syag.g_02860
OG0000509	Syal.g_00364	Syag.g_02862
OG0000510	Syal.g_00365	Syag.g_02863
OG0000511	Syal.g_00366	Syag.g_02864
OG0000512	Syal.g_00368	Syag.g_02866
OG0000513	Syal.g_00551	Syag.g_00009
OG0000514	Syal.g_00539	Syag.g_00018
OG0000515	Syal.g_00538	Syag.g_00019
OG0000516	Syal.g_00534	Syag.g_00025
OG0000517	Syal.g_00526	Syag.g_00032
OG0000518	Syal.g_00514	Syag.g_00044
OG0000519	Syal.g_00513	Syag.g_00045
OG0000520	Syal.g_00512	Syag.g_00046
OG0000521	Syal.g_00502	Syag.g_00054
OG0000522	Syal.g_00500	Syag.g_00056
OG0000523	Syal.g_00499	Syag.g_00057
OG0000524	Syal.g_00491	Syag.g_01327
OG0000525	Syal.g_00473	Syag.g_01345
OG0000526	Syal.g_00471	Syag.g_01348
OG0000527	Syal.g_00465	Syag.g_01354
OG0000528	Syal.g_02893	Syag.g_01532
OG0000529	Syal.g_02898	Syag.g_01527
OG0000530	Syal.g_02901	Syag.g_01524
OG0000531	Syal.g_02902	Syag.g_01523
OG0000532	Syal.g_02905	Syag.g_01520
OG0000533	Syal.g_02907	Syag.g_01518
OG0000534	Syal.g_02908	Syag.g_01517
OG0000535	Syal.g_02909	Syag.g_01516
OG0000536	Syal.g_02910	Syag.g_01515
OG0000537	Syal.g_02911	Syag.g_01514
OG0000538	Syal.g_02923	Syag.g_01502
OG0000539	Syal.g_02924	Syag.g_01501
OG0000540	Syal.g_02925	Syag.g_01500
OG0000541	Syal.g_02926	Syag.g_01499
OG0000542	Syal.g_02929	Syag.g_01496
OG0000543	Syal.g_02931	Syag.g_01494
OG0000544	Syal.g_02932	Syag.g_01493
OG0000545	Syal.g_02934	Syag.g_01491
OG0000546	Syal.g_02936	Syag.g_01489
OG0000547	Syal.g_02938	Syag.g_01487
OG0000548	Syal.g_02939	Syag.g_01486
OG0000549	Syal.g_02945	Syag.g_01480
OG0000550	Syal.g_02949	Syag.g_01474
OG0000551	Syal.g_02953	Syag.g_01470
OG0000552	Syal.g_02954	Syag.g_01469
OG0000553	Syal.g_02843	Syag.g_01464
OG0000554	Syal.g_02837	Syag.g_01453
OG0000555	Syal.g_02823	Syag.g_00075
OG0000556	Syal.g_02819	Syag.g_00257
OG0000557	Syal.g_02816	Syag.g_00267
OG0000558	Syal.g_02814	Syag.g_00269
OG0000559	Syal.g_02810	Syag.g_00273
OG0000560	Syal.g_02807	Syag.g_00276
