Orthogroup	Syal	Praz
OG0000221	Syal.g_01297	Praz.g_00659
OG0000222	Syal.g_01309	Praz.g_00667
OG0000223	Syal.g_01327	Praz.g_00680
OG0000224	Syal.g_01329	Praz.g_00682
OG0000225	Syal.g_00363	Praz.g_00348
OG0000226	Syal.g_00367	Praz.g_00352
OG0000227	Syal.g_00369	Praz.g_00354
OG0000228	Syal.g_00556	Praz.g_00819
OG0000229	Syal.g_00525	Praz.g_01892
OG0000230	Syal.g_00523	Praz.g_01890
OG0000231	Syal.g_00510	Praz.g_01879
OG0000232	Syal.g_00495	Praz.g_01870
OG0000233	Syal.g_00487	Praz.g_01865
OG0000234	Syal.g_00461	Praz.g_01852
OG0000235	Syal.g_02896	Praz.g_01849
OG0000236	Syal.g_02912	Praz.g_01835
OG0000237	Syal.g_02930	Praz.g_01822
OG0000238	Syal.g_02935	Praz.g_01816
OG0000239	Syal.g_02951	Praz.g_01803
OG0000240	Syal.g_02952	Praz.g_01802
OG0000241	Syal.g_02696	Praz.g_01798
OG0000242	Syal.g_02840	Praz.g_01796
OG0000243	Syal.g_02822	Praz.g_01785
OG0000244	Syal.g_02815	Praz.g_01782
OG0000245	Syal.g_02813	Praz.g_01780
OG0000246	Syal.g_02809	Praz.g_01776
OG0000247	Syal.g_02797	Praz.g_01766
OG0000248	Syal.g_02794	Praz.g_01764
OG0000249	Syal.g_02792	Praz.g_01762
OG0000250	Syal.g_02786	Praz.g_01757
OG0000251	Syal.g_02760	Praz.g_01739
OG0000252	Syal.g_02757	Praz.g_01736
OG0000253	Syal.g_02755	Praz.g_01735
OG0000254	Syal.g_02732	Praz.g_01719
OG0000255	Syal.g_02719	Praz.g_01713
OG0000256	Syal.g_02705	Praz.g_01703
OG0000257	Syal.g_02697	Praz.g_01700
OG0000258	Syal.g_02623	Praz.g_01687
OG0000259	Syal.g_02182	Praz.g_01670
OG0000260	Syal.g_02188	Praz.g_01667
OG0000261	Syal.g_02199	Praz.g_01665
OG0000262	Syal.g_02204	Praz.g_01661
OG0000263	Syal.g_01720	Praz.g_01649
OG0000264	Syal.g_01788	Praz.g_01639
OG0000265	Syal.g_02534	Praz.g_01607
OG0000266	Syal.g_02421	Praz.g_01597
OG0000267	Syal.g_02043	Praz.g_01586
OG0000268	Syal.g_02042	Praz.g_01585
OG0000269	Syal.g_02409	Praz.g_01517
OG0000270	Syal.g_02412	Praz.g_01514
OG0000271	Syal.g_01871	Praz.g_01506
OG0000272	Syal.g_01872	Praz.g_01505
OG0000274	Syal.g_02455	Praz.g_01481
OG0000275	Syal.g_02458	Praz.g_01478
OG0000276	Syal.g_02467	Praz.g_01473
OG0000277	Syal.g_02468	Praz.g_01472
OG0000278	Syal.g_02471	Praz.g_01469
OG0000279	Syal.g_02479	Praz.g_01462
OG0000280	Syal.g_02493	Praz.g_01461
OG0000281	Syal.g_02190	Praz.g_01456
OG0000282	Syal.g_02284	Praz.g_01406
OG0000283	Syal.g_02028	Praz.g_01373
OG0000284	Syal.g_02023	Praz.g_01368
OG0000285	Syal.g_02012	Praz.g_01363
OG0000286	Syal.g_01992	Praz.g_01351
OG0000288	Syal.g_01919	Praz.g_01304
OG0000289	Syal.g_01904	Praz.g_01292
OG0000290	Syal.g_01826	Praz.g_01279, Praz.g_00063
OG0000291	Syal.g_01824	Praz.g_00065
OG0000292	Syal.g_00089	Praz.g_00114
OG0000293	Syal.g_01631	Praz.g_00001
OG0000294	Syal.g_01632	Praz.g_00763
OG0000295	Syal.g_01687	Praz.g_00742
OG0000296	Syal.g_01689	Praz.g_00740
OG0000297	Syal.g_01702	Praz.g_00732
OG0000298	Syal.g_01703	Praz.g_00731
OG0000299	Syal.g_01732	Praz.g_00714
OG0000300	Syal.g_01738	Praz.g_00711
OG0000301	Syal.g_01739	Praz.g_00710
OG0000302	Syal.g_01740	Praz.g_00708
OG0000303	Syal.g_01763	Praz.g_00701
OG0000304	Syal.g_01756	Praz.g_00697
OG0000305	Syal.g_01821	Praz.g_01147
OG0000306	Syal.g_02579	Praz.g_01144
OG0000307	Syal.g_02880	Praz.g_01130
OG0000308	Syal.g_02878	Praz.g_01129
OG0000309	Syal.g_02873	Praz.g_01125
OG0000310	Syal.g_01537	Praz.g_01056
OG0000311	Syal.g_00061	Praz.g_01054
OG0000312	Syal.g_00031	Praz.g_01051
OG0000313	Syal.g_00381	Praz.g_01037
OG0000314	Syal.g_00416	Praz.g_01014
OG0000315	Syal.g_00426	Praz.g_01004
OG0000316	Syal.g_02987	Praz.g_00984
OG0000317	Syal.g_00583	Praz.g_00879
OG0000318	Syal.g_00588	Praz.g_00876
OG0000319	Syal.g_00608	Praz.g_00863
OG0000320	Syal.g_00610	Praz.g_00861
OG0000321	Syal.g_00611	Praz.g_00860
OG0000322	Syal.g_00612	Praz.g_00859
OG0000323	Syal.g_00626	Praz.g_00850
OG0000324	Syal.g_00656	Praz.g_00824
OG0000325	Syal.g_00195	Praz.g_00334
OG0000326	Syal.g_00202	Praz.g_00328
OG0000327	Syal.g_00230	Praz.g_00304
OG0000328	Syal.g_00231	Praz.g_00303
OG0000329	Syal.g_00249	Praz.g_00286
OG0000330	Syal.g_00250	Praz.g_00285
OG0000331	Syal.g_00251	Praz.g_00284
OG0000332	Syal.g_00266	Praz.g_00270
OG0000333	Syal.g_00269	Praz.g_00268
OG0000334	Syal.g_00279	Praz.g_00260
OG0000335	Syal.g_00284	Praz.g_00255
OG0000336	Syal.g_00288	Praz.g_00251
OG0000337	Syal.g_01343	Praz.g_00234
OG0000338	Syal.g_01345	Praz.g_00233
OG0000339	Syal.g_01351	Praz.g_00229
OG0000340	Syal.g_01434	Praz.g_00221
OG0000341	Syal.g_01436	Praz.g_00219
OG0000342	Syal.g_01437	Praz.g_00218
OG0000343	Syal.g_01441	Praz.g_00217
OG0000344	Syal.g_01445	Praz.g_00214
OG0000345	Syal.g_01455	Praz.g_00209
OG0000346	Syal.g_01460	Praz.g_00204
OG0000347	Syal.g_01525	Praz.g_00188
OG0000348	Syal.g_00170	Praz.g_00178
OG0000349	Syal.g_00148	Praz.g_00161
OG0000350	Syal.g_00209	Praz.g_00142
OG0000351	Syal.g_01175	Praz.g_00125
OG0000352	Syal.g_01176	Praz.g_00124
OG0000353	Syal.g_00095	Praz.g_00364
OG0000355	Syal.g_00098	Praz.g_00366
OG0000356	Syal.g_00099	Praz.g_00367
OG0000357	Syal.g_00100	Praz.g_00368
OG0000358	Syal.g_00104	Praz.g_00372
OG0000359	Syal.g_00106	Praz.g_00373
OG0000360	Syal.g_00107	Praz.g_00374
OG0000361	Syal.g_00108	Praz.g_00375
OG0000362	Syal.g_00110	Praz.g_00377
OG0000363	Syal.g_00112	Praz.g_00379
OG0000364	Syal.g_00113	Praz.g_00380
OG0000365	Syal.g_00122	Praz.g_00385
OG0000366	Syal.g_00123	Praz.g_00386
OG0000367	Syal.g_00124	Praz.g_00387
OG0000368	Syal.g_00126	Praz.g_00389
OG0000369	Syal.g_00127	Praz.g_00390
OG0000370	Syal.g_00128	Praz.g_00391
OG0000371	Syal.g_00135	Praz.g_00397
OG0000372	Syal.g_00141	Praz.g_00400
OG0000373	Syal.g_00142	Praz.g_00401
OG0000374	Syal.g_00143	Praz.g_00402
OG0000375	Syal.g_00144	Praz.g_00406
OG0000376	Syal.g_00146	Praz.g_00408
OG0000377	Syal.g_01061	Praz.g_00411
OG0000378	Syal.g_01027	Praz.g_00413
OG0000379	Syal.g_01024	Praz.g_00416
OG0000380	Syal.g_00749	Praz.g_00426
OG0000381	Syal.g_00752	Praz.g_00430
OG0000382	Syal.g_00770	Praz.g_00441
OG0000383	Syal.g_00775	Praz.g_00443
OG0000384	Syal.g_00776	Praz.g_00444
OG0000385	Syal.g_00777	Praz.g_00445
OG0000386	Syal.g_00778	Praz.g_00446
OG0000387	Syal.g_00811	Praz.g_00459
OG0000388	Syal.g_00815	Praz.g_00462
OG0000389	Syal.g_00819	Praz.g_00466
OG0000390	Syal.g_00835	Praz.g_00473
OG0000391	Syal.g_00840	Praz.g_00476
OG0000392	Syal.g_00846	Praz.g_00480
OG0000393	Syal.g_00849	Praz.g_00482
OG0000394	Syal.g_00850	Praz.g_00483
OG0000395	Syal.g_00851	Praz.g_00484
OG0000396	Syal.g_00854	Praz.g_00487
OG0000397	Syal.g_00857	Praz.g_00489
OG0000398	Syal.g_00862	Praz.g_00491
OG0000399	Syal.g_00863	Praz.g_00492
OG0000400	Syal.g_00864	Praz.g_00493
OG0000401	Syal.g_00865	Praz.g_00494
OG0000402	Syal.g_00867	Praz.g_00496
OG0000403	Syal.g_00868	Praz.g_00497
OG0000404	Syal.g_00870	Praz.g_00498
OG0000405	Syal.g_00883	Praz.g_00502
OG0000406	Syal.g_00888	Praz.g_00507
OG0000407	Syal.g_00889	Praz.g_00508
OG0000408	Syal.g_00891	Praz.g_00510
OG0000409	Syal.g_00893	Praz.g_00512
OG0000410	Syal.g_00894	Praz.g_00513
OG0000411	Syal.g_00895	Praz.g_00514
OG0000412	Syal.g_00896	Praz.g_00515
OG0000413	Syal.g_00898	Praz.g_00516
OG0000414	Syal.g_00899	Praz.g_00517
OG0000415	Syal.g_00900	Praz.g_00518
OG0000416	Syal.g_00901	Praz.g_00519
OG0000417	Syal.g_00902	Praz.g_00520
OG0000418	Syal.g_00907	Praz.g_00525
OG0000419	Syal.g_00909	Praz.g_00527
OG0000420	Syal.g_00911	Praz.g_00528
OG0000421	Syal.g_00916	Praz.g_00533
OG0000422	Syal.g_00917	Praz.g_00534
OG0000423	Syal.g_00918	Praz.g_00535
OG0000424	Syal.g_00919	Praz.g_00536
OG0000425	Syal.g_00920	Praz.g_00537
OG0000426	Syal.g_00921	Praz.g_00538
OG0000427	Syal.g_00922	Praz.g_00539
OG0000428	Syal.g_00925	Praz.g_00541
OG0000429	Syal.g_00929	Praz.g_00542
OG0000430	Syal.g_00931	Praz.g_00543
OG0000431	Syal.g_00934	Praz.g_00545
OG0000432	Syal.g_00940	Praz.g_00548
OG0000433	Syal.g_00943	Praz.g_00549
OG0000434	Syal.g_00944	Praz.g_00550
OG0000435	Syal.g_00946	Praz.g_00551
OG0000436	Syal.g_00953	Praz.g_00556
OG0000437	Syal.g_00954	Praz.g_00557
OG0000438	Syal.g_00955	Praz.g_00558
OG0000439	Syal.g_00957	Praz.g_00560
OG0000440	Syal.g_00958	Praz.g_00561
OG0000441	Syal.g_00962	Praz.g_00564
OG0000442	Syal.g_00964	Praz.g_00565
OG0000443	Syal.g_00966	Praz.g_00566
OG0000444	Syal.g_00978	Praz.g_00571
OG0000445	Syal.g_00979	Praz.g_00572
OG0000446	Syal.g_00981	Praz.g_00573
OG0000447	Syal.g_00989	Praz.g_00574
OG0000448	Syal.g_00990	Praz.g_00575
OG0000449	Syal.g_00991	Praz.g_00576
OG0000450	Syal.g_00997	Praz.g_00577
OG0000451	Syal.g_00998	Praz.g_00578
OG0000452	Syal.g_01002	Praz.g_00581
OG0000453	Syal.g_01003	Praz.g_00582
OG0000454	Syal.g_01004	Praz.g_00583
OG0000455	Syal.g_01005	Praz.g_00584
OG0000456	Syal.g_01006	Praz.g_00585
OG0000457	Syal.g_01008	Praz.g_00586
OG0000458	Syal.g_01009	Praz.g_00587
OG0000459	Syal.g_01010	Praz.g_00588
OG0000460	Syal.g_00686	Praz.g_00595
OG0000461	Syal.g_01199	Praz.g_00602
OG0000462	Syal.g_01202	Praz.g_00604
OG0000463	Syal.g_01203	Praz.g_00605
OG0000464	Syal.g_01204	Praz.g_00606
OG0000465	Syal.g_01205	Praz.g_00607
OG0000466	Syal.g_01210	Praz.g_00610
OG0000467	Syal.g_01212	Praz.g_00611
OG0000468	Syal.g_01225	Praz.g_00613
OG0000469	Syal.g_01240	Praz.g_00621
OG0000470	Syal.g_01242	Praz.g_00623
OG0000471	Syal.g_01243	Praz.g_00624
OG0000472	Syal.g_01245	Praz.g_00625
OG0000473	Syal.g_01247	Praz.g_00627
OG0000474	Syal.g_01248	Praz.g_00628
OG0000475	Syal.g_01249	Praz.g_00629
OG0000476	Syal.g_01251	Praz.g_00630
OG0000477	Syal.g_01257	Praz.g_00633
OG0000478	Syal.g_01258	Praz.g_00634
OG0000479	Syal.g_01259	Praz.g_00635
OG0000480	Syal.g_01266	Praz.g_00640
OG0000481	Syal.g_01268	Praz.g_00642
OG0000482	Syal.g_01269	Praz.g_00643
OG0000483	Syal.g_01273	Praz.g_00646
OG0000484	Syal.g_01274	Praz.g_00647
OG0000485	Syal.g_01275	Praz.g_00648
OG0000486	Syal.g_01276	Praz.g_00649
OG0000487	Syal.g_01282	Praz.g_00652
OG0000488	Syal.g_01286	Praz.g_00655
OG0000489	Syal.g_01298	Praz.g_00660
OG0000490	Syal.g_01307	Praz.g_00665
OG0000491	Syal.g_01308	Praz.g_00666
OG0000492	Syal.g_01310	Praz.g_00668
OG0000493	Syal.g_01311	Praz.g_00669
OG0000494	Syal.g_01312	Praz.g_00670
OG0000495	Syal.g_01313	Praz.g_00671
OG0000496	Syal.g_01314	Praz.g_00672
OG0000497	Syal.g_01315	Praz.g_00673
OG0000498	Syal.g_01316	Praz.g_00674
OG0000499	Syal.g_01317	Praz.g_00675
OG0000500	Syal.g_01318	Praz.g_00676
OG0000501	Syal.g_01321	Praz.g_00678
OG0000502	Syal.g_01328	Praz.g_00681
OG0000503	Syal.g_00347	Praz.g_01931
OG0000504	Syal.g_00349	Praz.g_01932
OG0000505	Syal.g_00350	Praz.g_01933
OG0000506	Syal.g_00352	Praz.g_01935
OG0000507	Syal.g_00358	Praz.g_00343
OG0000508	Syal.g_00362	Praz.g_00347
OG0000509	Syal.g_00364	Praz.g_00349
OG0000510	Syal.g_00365	Praz.g_00350
OG0000511	Syal.g_00366	Praz.g_00351
OG0000512	Syal.g_00368	Praz.g_00353
OG0000513	Syal.g_00551	Praz.g_00816
OG0000514	Syal.g_00539	Praz.g_01897
OG0000515	Syal.g_00538	Praz.g_01896
OG0000516	Syal.g_00534	Praz.g_01895
OG0000517	Syal.g_00526	Praz.g_01893
OG0000518	Syal.g_00514	Praz.g_01882
OG0000519	Syal.g_00513	Praz.g_01881
OG0000520	Syal.g_00512	Praz.g_01880
OG0000521	Syal.g_00502	Praz.g_01875
OG0000522	Syal.g_00500	Praz.g_01873
OG0000523	Syal.g_00499	Praz.g_01872
OG0000524	Syal.g_00491	Praz.g_01867
OG0000525	Syal.g_00473	Praz.g_01864
OG0000526	Syal.g_00471	Praz.g_01863
OG0000527	Syal.g_00465	Praz.g_01855
OG0000528	Syal.g_02893	Praz.g_01850
OG0000529	Syal.g_02898	Praz.g_01847
OG0000530	Syal.g_02901	Praz.g_01844
OG0000531	Syal.g_02902	Praz.g_01843
OG0000532	Syal.g_02905	Praz.g_01841
OG0000533	Syal.g_02907	Praz.g_01840
OG0000534	Syal.g_02908	Praz.g_01839
OG0000535	Syal.g_02909	Praz.g_01838
OG0000536	Syal.g_02910	Praz.g_01837
OG0000537	Syal.g_02911	Praz.g_01836
OG0000538	Syal.g_02923	Praz.g_01828
OG0000539	Syal.g_02924	Praz.g_01827
OG0000540	Syal.g_02925	Praz.g_01826
OG0000541	Syal.g_02926	Praz.g_01825
OG0000542	Syal.g_02929	Praz.g_01823
OG0000543	Syal.g_02931	Praz.g_01821
OG0000544	Syal.g_02932	Praz.g_01820
OG0000545	Syal.g_02934	Praz.g_01818
OG0000546	Syal.g_02936	Praz.g_01815
OG0000547	Syal.g_02938	Praz.g_01813
OG0000548	Syal.g_02939	Praz.g_01812
OG0000549	Syal.g_02945	Praz.g_01810
OG0000550	Syal.g_02949	Praz.g_01805
OG0000551	Syal.g_02953	Praz.g_01801
OG0000552	Syal.g_02954	Praz.g_01800
OG0000553	Syal.g_02843	Praz.g_01799
OG0000554	Syal.g_02837	Praz.g_01794
OG0000555	Syal.g_02823	Praz.g_01786
OG0000556	Syal.g_02819	Praz.g_01784
OG0000557	Syal.g_02816	Praz.g_01783
OG0000558	Syal.g_02814	Praz.g_01781
OG0000559	Syal.g_02305, Syal.g_02810	Praz.g_01777
OG0000560	Syal.g_02807	Praz.g_01774
OG0000561	Syal.g_02806	Praz.g_01773
OG0000562	Syal.g_02805	Praz.g_01772
OG0000563	Syal.g_02804	Praz.g_01771
OG0000564	Syal.g_02803	Praz.g_01770
OG0000565	Syal.g_02799	Praz.g_01767
OG0000566	Syal.g_02795	Praz.g_01765
OG0000567	Syal.g_02791	Praz.g_01761
OG0000568	Syal.g_02789	Praz.g_01760
OG0000569	Syal.g_02788	Praz.g_01759
OG0000570	Syal.g_02787	Praz.g_01758
OG0000571	Syal.g_02784	Praz.g_01756
OG0000572	Syal.g_02767	Praz.g_01743
OG0000573	Syal.g_02759	Praz.g_01738
OG0000574	Syal.g_02758	Praz.g_01737
OG0000575	Syal.g_02753	Praz.g_01733
OG0000576	Syal.g_02751	Praz.g_01731
OG0000577	Syal.g_02750	Praz.g_01730
OG0000578	Syal.g_02749	Praz.g_01729
OG0000579	Syal.g_02748	Praz.g_01728
OG0000580	Syal.g_02747	Praz.g_01727
OG0000581	Syal.g_02741	Praz.g_01725
OG0000582	Syal.g_02736	Praz.g_01722
OG0000583	Syal.g_02735	Praz.g_01721
OG0000584	Syal.g_02734	Praz.g_01720
OG0000585	Syal.g_02731	Praz.g_01718
OG0000586	Syal.g_02730	Praz.g_01717
OG0000587	Syal.g_02728	Praz.g_01716
OG0000588	Syal.g_02717	Praz.g_01712
