Orthogroup	Syal	Syae
OG0000162	Syal.g_00396	Syae.g_02638
OG0000163	Syal.g_02971	Syae.g_01092
OG0000164	Syal.g_00623	Syae.g_01198
OG0000165	Syal.g_00632	Syae.g_01021
OG0000166	Syal.g_00236	Syae.g_02085
OG0000167	Syal.g_01347	Syae.g_01874
OG0000168	Syal.g_01433	Syae.g_01856
OG0000169	Syal.g_01447	Syae.g_01841
OG0000170	Syal.g_01454	Syae.g_01834
OG0000171	Syal.g_01518	Syae.g_01810
OG0000172	Syal.g_00174, Syal.g_00173	Syae.g_01788
OG0000173	Syal.g_00155	Syae.g_01770
OG0000174	Syal.g_01121	Syae.g_01610
OG0000175	Syal.g_01172	Syae.g_01679
OG0000176	Syal.g_00101	Syae.g_01716
OG0000177	Syal.g_00102	Syae.g_01717
OG0000178	Syal.g_00103	Syae.g_01718
OG0000179	Syal.g_00118	Syae.g_01733
OG0000180	Syal.g_00119	Syae.g_01734
OG0000181	Syal.g_00120	Syae.g_01735
OG0000182	Syal.g_00121	Syae.g_01736
OG0000183	Syal.g_00125	Syae.g_01740
OG0000184	Syal.g_01050	Syae.g_01554
OG0000185	Syal.g_01025	Syae.g_01551
OG0000186	Syal.g_02684, Syal.g_00747	Syae.g_01279
OG0000187	Syal.g_02685, Syal.g_00748	Syae.g_01280
OG0000188	Syal.g_00771	Syae.g_01323
OG0000189	Syal.g_00807	Syae.g_01350
OG0000190	Syal.g_01364	Syae.g_01352
OG0000191	Syal.g_00841	Syae.g_01384
OG0000192	Syal.g_00847	Syae.g_01390
OG0000193	Syal.g_00887	Syae.g_01429
OG0000194	Syal.g_00890	Syae.g_01432
OG0000195	Syal.g_00892	Syae.g_01434
OG0000196	Syal.g_00903	Syae.g_01444
OG0000197	Syal.g_00904	Syae.g_01445
OG0000199	Syal.g_00913	Syae.g_01454
OG0000200	Syal.g_00932	Syae.g_01471
OG0000201	Syal.g_00949	Syae.g_01487
OG0000202	Syal.g_00950	Syae.g_01488
OG0000203	Syal.g_00951	Syae.g_01489
OG0000204	Syal.g_00952	Syae.g_01490
OG0000205	Syal.g_00959	Syae.g_01497
OG0000206	Syal.g_00971	Syae.g_01504
OG0000207	Syal.g_00974	Syae.g_01506
OG0000208	Syal.g_00975	Syae.g_01507
OG0000209	Syal.g_01000	Syae.g_01528
OG0000210	Syal.g_01001	Syae.g_01529
OG0000211	Syal.g_00688	Syae.g_02234
OG0000212	Syal.g_00679	Syae.g_02244
OG0000213	Syal.g_01229	Syae.g_02003
OG0000214	Syal.g_01246	Syae.g_01986
OG0000215	Syal.g_01277	Syae.g_01955
OG0000216	Syal.g_01281	Syae.g_01951
OG0000217	Syal.g_01285	Syae.g_01947
OG0000218	Syal.g_01287	Syae.g_01945
OG0000219	Syal.g_01288	Syae.g_01944
OG0000220	Syal.g_01289	Syae.g_01943
OG0000221	Syal.g_01297	Syae.g_01937
OG0000222	Syal.g_01309	Syae.g_01926
OG0000223	Syal.g_01327	Syae.g_01904
OG0000224	Syal.g_01329	Syae.g_01897
OG0000225	Syal.g_00363	Syae.g_02208
OG0000226	Syal.g_00367	Syae.g_02212
OG0000227	Syal.g_00369	Syae.g_02214
OG0000228	Syal.g_00556	Syae.g_02218
OG0000229	Syal.g_00525	Syae.g_00994
OG0000230	Syal.g_00523	Syae.g_00992
OG0000231	Syal.g_00510	Syae.g_00980
OG0000232	Syal.g_00495	Syae.g_02496
OG0000233	Syal.g_00487	Syae.g_02504
OG0000234	Syal.g_00461	Syae.g_02532
OG0000235	Syal.g_02896	Syae.g_02308
OG0000236	Syal.g_02912	Syae.g_02323
OG0000237	Syal.g_02930	Syae.g_02340
OG0000238	Syal.g_02935	Syae.g_02345
OG0000239	Syal.g_02951	Syae.g_02360
OG0000240	Syal.g_02952	Syae.g_02361
OG0000241	Syal.g_02696	Syae.g_00065
OG0000242	Syal.g_02840	Syae.g_02372
OG0000243	Syal.g_02822	Syae.g_02391
OG0000244	Syal.g_02815	Syae.g_02399
OG0000245	Syal.g_02813	Syae.g_02401
OG0000246	Syal.g_02809	Syae.g_02405
OG0000247	Syal.g_02797	Syae.g_02416
OG0000248	Syal.g_02794	Syae.g_02419
OG0000249	Syal.g_02792	Syae.g_02421
OG0000250	Syal.g_02786	Syae.g_02431
OG0000251	Syal.g_02760	Syae.g_02455
OG0000252	Syal.g_02757	Syae.g_02458
OG0000253	Syal.g_02755	Syae.g_02459
OG0000254	Syal.g_02732	Syae.g_00021
OG0000255	Syal.g_02719	Syae.g_00041
OG0000256	Syal.g_02705	Syae.g_00058
OG0000257	Syal.g_02697	Syae.g_00064
OG0000258	Syal.g_02623	Syae.g_00083
OG0000259	Syal.g_02182	Syae.g_00608
OG0000260	Syal.g_02188	Syae.g_00603
OG0000261	Syal.g_02199	Syae.g_00600
OG0000262	Syal.g_02204	Syae.g_00595
OG0000263	Syal.g_01720	Syae.g_00671
OG0000264	Syal.g_01788	Syae.g_00761
OG0000265	Syal.g_02534	Syae.g_00932, Syae.g_00226
OG0000266	Syal.g_02421	Syae.g_00457
OG0000267	Syal.g_02043	Syae.g_00304
OG0000268	Syal.g_02042	Syae.g_00308
OG0000269	Syal.g_02409	Syae.g_00526
OG0000270	Syal.g_02412	Syae.g_00523
OG0000271	Syal.g_01871	Syae.g_00515
OG0000272	Syal.g_01872	Syae.g_00514
OG0000274	Syal.g_02455	Syae.g_00826
OG0000275	Syal.g_02458	Syae.g_00832
OG0000276	Syal.g_02467	Syae.g_00839
OG0000277	Syal.g_02468	Syae.g_00840
OG0000278	Syal.g_02471	Syae.g_00843
OG0000279	Syal.g_02479	Syae.g_00851
OG0000280	Syal.g_02493	Syae.g_00877
OG0000281	Syal.g_02190	Syae.g_02057
OG0000282	Syal.g_02284	Syae.g_00573
OG0000283	Syal.g_02028	Syae.g_00321
OG0000284	Syal.g_02023	Syae.g_00327
OG0000285	Syal.g_02012	Syae.g_00340
OG0000286	Syal.g_01992	Syae.g_00359
OG0000287	Syal.g_01965	Syae.g_00387
OG0000288	Syal.g_01919	Syae.g_00419
OG0000289	Syal.g_01904	Syae.g_00433
OG0000290	Syal.g_01826	Syae.g_00796
OG0000291	Syal.g_01824	Syae.g_00794
OG0000292	Syal.g_00089	Syae.g_01705
OG0000293	Syal.g_01631	Syae.g_00938
OG0000294	Syal.g_01632	Syae.g_00937
OG0000295	Syal.g_01687	Syae.g_00893
OG0000296	Syal.g_01689	Syae.g_00891
OG0000297	Syal.g_01702	Syae.g_00645
OG0000298	Syal.g_01703	Syae.g_00646
OG0000299	Syal.g_01732	Syae.g_00680
OG0000300	Syal.g_01738	Syae.g_00686
OG0000301	Syal.g_01739	Syae.g_00687
OG0000302	Syal.g_01740	Syae.g_00691
OG0000303	Syal.g_01763	Syae.g_00700
OG0000304	Syal.g_01756	Syae.g_00706
OG0000305	Syal.g_01821	Syae.g_00791
OG0000306	Syal.g_02579	Syae.g_00277
OG0000307	Syal.g_02880	Syae.g_02290
OG0000308	Syal.g_02878	Syae.g_02288
OG0000309	Syal.g_02873	Syae.g_02283
OG0000310	Syal.g_01537	Syae.g_02687
OG0000311	Syal.g_00061	Syae.g_02682
OG0000312	Syal.g_00031	Syae.g_02664
OG0000313	Syal.g_00381	Syae.g_02647
OG0000314	Syal.g_00416	Syae.g_02618
OG0000315	Syal.g_00426	Syae.g_02609
OG0000316	Syal.g_02987	Syae.g_01118
OG0000317	Syal.g_00583	Syae.g_01160
OG0000318	Syal.g_00588	Syae.g_01164
OG0000319	Syal.g_00608	Syae.g_01181
OG0000320	Syal.g_00610	Syae.g_01183
OG0000321	Syal.g_00611	Syae.g_01184
OG0000322	Syal.g_00612	Syae.g_01185
OG0000323	Syal.g_00626	Syae.g_01200
OG0000324	Syal.g_00656	Syae.g_01049
OG0000325	Syal.g_00195	Syae.g_02033
OG0000326	Syal.g_00202	Syae.g_02040
OG0000327	Syal.g_00230	Syae.g_02080
OG0000328	Syal.g_00231	Syae.g_02081
OG0000329	Syal.g_00249	Syae.g_02099
OG0000330	Syal.g_00250	Syae.g_02100
OG0000331	Syal.g_00251	Syae.g_02101
OG0000332	Syal.g_00266	Syae.g_02116
OG0000333	Syal.g_00269	Syae.g_02119
OG0000334	Syal.g_00279	Syae.g_02128
OG0000335	Syal.g_00284	Syae.g_02132
OG0000336	Syal.g_00288	Syae.g_02136
OG0000337	Syal.g_01343	Syae.g_01879
OG0000338	Syal.g_01345	Syae.g_01876
OG0000339	Syal.g_01351	Syae.g_01869
OG0000340	Syal.g_01434	Syae.g_01855
OG0000341	Syal.g_01436	Syae.g_01853
OG0000342	Syal.g_01437	Syae.g_01852
OG0000343	Syal.g_01441	Syae.g_01848
OG0000344	Syal.g_01445	Syae.g_01843
OG0000345	Syal.g_01455	Syae.g_01833
OG0000346	Syal.g_01460	Syae.g_01828
OG0000347	Syal.g_01525	Syae.g_01805
OG0000348	Syal.g_00170	Syae.g_01781
OG0000349	Syal.g_00148	Syae.g_01763
OG0000350	Syal.g_00209	Syae.g_02047
OG0000351	Syal.g_01175	Syae.g_01684
OG0000352	Syal.g_01176	Syae.g_01685
OG0000353	Syal.g_00095	Syae.g_01711
OG0000354	Syal.g_02941	Syae.g_02351
OG0000354	Syal.g_00116	Syae.g_01731
OG0000355	Syal.g_00098	Syae.g_01713
OG0000356	Syal.g_00099	Syae.g_01714
OG0000357	Syal.g_00100	Syae.g_01715
OG0000358	Syal.g_00104	Syae.g_01719
OG0000359	Syal.g_00106	Syae.g_01721
OG0000360	Syal.g_00107	Syae.g_01722
OG0000361	Syal.g_00108	Syae.g_01723
OG0000362	Syal.g_00110	Syae.g_01725
OG0000363	Syal.g_00112	Syae.g_01727
OG0000364	Syal.g_00113	Syae.g_01728
OG0000365	Syal.g_00122	Syae.g_01737
OG0000366	Syal.g_00123	Syae.g_01738
OG0000367	Syal.g_00124	Syae.g_01739
OG0000368	Syal.g_00126	Syae.g_01741
OG0000369	Syal.g_00127	Syae.g_01742
OG0000370	Syal.g_00128	Syae.g_01743
OG0000371	Syal.g_00135	Syae.g_01751
OG0000372	Syal.g_00141	Syae.g_01756
OG0000373	Syal.g_00142	Syae.g_01757
OG0000374	Syal.g_00143	Syae.g_01758
OG0000375	Syal.g_00144	Syae.g_01759
OG0000376	Syal.g_00146	Syae.g_01761
OG0000377	Syal.g_01061	Syae.g_01561
OG0000378	Syal.g_01027	Syae.g_01553
OG0000379	Syal.g_01024	Syae.g_01550
OG0000380	Syal.g_00749	Syae.g_01281
OG0000381	Syal.g_00752	Syae.g_01285
OG0000382	Syal.g_00770	Syae.g_01322
OG0000383	Syal.g_00775	Syae.g_01324
OG0000384	Syal.g_00776	Syae.g_01325
OG0000385	Syal.g_00777	Syae.g_01326
OG0000386	Syal.g_00778	Syae.g_01327
OG0000387	Syal.g_00811	Syae.g_01354
OG0000388	Syal.g_00815	Syae.g_01358
OG0000389	Syal.g_00819	Syae.g_01362
OG0000390	Syal.g_00835	Syae.g_01378
OG0000391	Syal.g_00840	Syae.g_01383
OG0000392	Syal.g_00846	Syae.g_01389
OG0000393	Syal.g_00849	Syae.g_01392
OG0000394	Syal.g_00850	Syae.g_01393
OG0000395	Syal.g_00851	Syae.g_01394
OG0000396	Syal.g_00854	Syae.g_01397
OG0000397	Syal.g_00857	Syae.g_01400
OG0000398	Syal.g_00862	Syae.g_01405
OG0000399	Syal.g_00863	Syae.g_01406
OG0000400	Syal.g_00864	Syae.g_01407
OG0000401	Syal.g_00865	Syae.g_01408
OG0000402	Syal.g_00867	Syae.g_01410
OG0000403	Syal.g_00868	Syae.g_01411
OG0000404	Syal.g_00870	Syae.g_01412
OG0000405	Syal.g_00883	Syae.g_01426
OG0000406	Syal.g_00888	Syae.g_01430
OG0000407	Syal.g_00889	Syae.g_01431
OG0000408	Syal.g_00891	Syae.g_01433
OG0000409	Syal.g_00893	Syae.g_01435
OG0000410	Syal.g_00894	Syae.g_01436
OG0000411	Syal.g_00895	Syae.g_01437
OG0000412	Syal.g_00896	Syae.g_01438
OG0000413	Syal.g_00898	Syae.g_01440
OG0000415	Syal.g_00900	Syae.g_01441
OG0000416	Syal.g_00901	Syae.g_01442
OG0000417	Syal.g_00902	Syae.g_01443
OG0000418	Syal.g_00907	Syae.g_01448
OG0000419	Syal.g_00909	Syae.g_01450
OG0000420	Syal.g_00911	Syae.g_01452
OG0000421	Syal.g_00916	Syae.g_01457
OG0000422	Syal.g_00917	Syae.g_01458
OG0000423	Syal.g_00918	Syae.g_01459
OG0000424	Syal.g_00919	Syae.g_01460
OG0000425	Syal.g_00920	Syae.g_01461
OG0000426	Syal.g_00921	Syae.g_01462
OG0000427	Syal.g_00922	Syae.g_01463
OG0000428	Syal.g_00925	Syae.g_01466
OG0000429	Syal.g_00929	Syae.g_01468
OG0000430	Syal.g_00931	Syae.g_01470
OG0000431	Syal.g_00934	Syae.g_01473
OG0000432	Syal.g_00940	Syae.g_01481
OG0000433	Syal.g_00943	Syae.g_01484
OG0000434	Syal.g_00944	Syae.g_01485
OG0000435	Syal.g_00946	Syae.g_01486
OG0000436	Syal.g_00953	Syae.g_01491
OG0000437	Syal.g_00954	Syae.g_01492
OG0000438	Syal.g_00955	Syae.g_01493
OG0000439	Syal.g_00957	Syae.g_01495
OG0000440	Syal.g_00958	Syae.g_01496
OG0000441	Syal.g_00962	Syae.g_01501
OG0000442	Syal.g_00964	Syae.g_01502
OG0000443	Syal.g_00966	Syae.g_01503
OG0000444	Syal.g_00978	Syae.g_01509
OG0000445	Syal.g_00979	Syae.g_01510
OG0000446	Syal.g_00981	Syae.g_01512
OG0000447	Syal.g_00989	Syae.g_01517
OG0000448	Syal.g_00990	Syae.g_01518
OG0000449	Syal.g_00991	Syae.g_01519
OG0000450	Syal.g_00997	Syae.g_01525
OG0000451	Syal.g_00998	Syae.g_01526
OG0000452	Syal.g_01002	Syae.g_01530
OG0000453	Syal.g_01003	Syae.g_01531
OG0000454	Syal.g_01004	Syae.g_01532
OG0000455	Syal.g_01005	Syae.g_01533
OG0000456	Syal.g_01006	Syae.g_01534
OG0000457	Syal.g_01008	Syae.g_01536
OG0000458	Syal.g_01009	Syae.g_01538
OG0000459	Syal.g_01010	Syae.g_01539
OG0000460	Syal.g_00686	Syae.g_02236
OG0000461	Syal.g_01199	Syae.g_02024
OG0000462	Syal.g_01202	Syae.g_02021
OG0000463	Syal.g_01203	Syae.g_02020
OG0000464	Syal.g_01204	Syae.g_02019
OG0000465	Syal.g_01205	Syae.g_02018
OG0000466	Syal.g_01210	Syae.g_02014
OG0000467	Syal.g_01212	Syae.g_02012
OG0000468	Syal.g_01225	Syae.g_02007
OG0000469	Syal.g_01240	Syae.g_01992
OG0000470	Syal.g_01242	Syae.g_01990
OG0000471	Syal.g_01243	Syae.g_01989
OG0000472	Syal.g_01245	Syae.g_01987
OG0000473	Syal.g_01247	Syae.g_01985
OG0000474	Syal.g_01248	Syae.g_01984
OG0000475	Syal.g_01249	Syae.g_01983
OG0000476	Syal.g_01251	Syae.g_01981
OG0000477	Syal.g_01257	Syae.g_01975
OG0000478	Syal.g_01258	Syae.g_01974
OG0000479	Syal.g_01259	Syae.g_01973
OG0000480	Syal.g_01266	Syae.g_01966
OG0000481	Syal.g_01268	Syae.g_01964
OG0000482	Syal.g_01269	Syae.g_01963
OG0000483	Syal.g_01273	Syae.g_01959
OG0000484	Syal.g_01274	Syae.g_01958
OG0000485	Syal.g_01275	Syae.g_01957
OG0000486	Syal.g_01276	Syae.g_01956
OG0000487	Syal.g_01282	Syae.g_01950
OG0000488	Syal.g_01286	Syae.g_01946
OG0000489	Syal.g_01298	Syae.g_01936
OG0000490	Syal.g_01307	Syae.g_01928
OG0000491	Syal.g_01308	Syae.g_01927
OG0000492	Syal.g_01310	Syae.g_01925
OG0000493	Syal.g_01311	Syae.g_01924
OG0000494	Syal.g_01312	Syae.g_01923
OG0000495	Syal.g_01313	Syae.g_01922
OG0000496	Syal.g_01314	Syae.g_01921
OG0000497	Syal.g_01315	Syae.g_01920
OG0000498	Syal.g_01316	Syae.g_01919
OG0000499	Syal.g_01317	Syae.g_01918
OG0000500	Syal.g_01318	Syae.g_01917
OG0000501	Syal.g_01321	Syae.g_01914
OG0000502	Syal.g_01328	Syae.g_01902
OG0000503	Syal.g_00347	Syae.g_02192
OG0000504	Syal.g_00349	Syae.g_02194
OG0000505	Syal.g_00350	Syae.g_02195
OG0000506	Syal.g_00352	Syae.g_02197
OG0000507	Syal.g_00358	Syae.g_02203
OG0000508	Syal.g_00362	Syae.g_02207
OG0000509	Syal.g_00364	Syae.g_02209
OG0000510	Syal.g_00365	Syae.g_02210
OG0000511	Syal.g_00366	Syae.g_02211
OG0000512	Syal.g_00368	Syae.g_02213
OG0000513	Syal.g_00551	Syae.g_02223
OG0000514	Syal.g_00539	Syae.g_02229
OG0000515	Syal.g_00538	Syae.g_02230
OG0000516	Syal.g_00534	Syae.g_01000
OG0000517	Syal.g_00526	Syae.g_00995
OG0000518	Syal.g_00514	Syae.g_00983
OG0000519	Syal.g_00513	Syae.g_00982
OG0000520	Syal.g_00512	Syae.g_00981
OG0000521	Syal.g_00502	Syae.g_02491
OG0000522	Syal.g_00500	Syae.g_02493
OG0000523	Syal.g_00499	Syae.g_02494
OG0000524	Syal.g_00491	Syae.g_02501
OG0000525	Syal.g_00473	Syae.g_02520
OG0000526	Syal.g_00471	Syae.g_02523
OG0000527	Syal.g_00465	Syae.g_02528
OG0000528	Syal.g_02893	Syae.g_02304
OG0000529	Syal.g_02898	Syae.g_02310
OG0000530	Syal.g_02901	Syae.g_02313
OG0000531	Syal.g_02902	Syae.g_02314
OG0000532	Syal.g_02905	Syae.g_02317
OG0000533	Syal.g_02907	Syae.g_02318
OG0000534	Syal.g_02908	Syae.g_02319
OG0000535	Syal.g_02909	Syae.g_02320
OG0000536	Syal.g_02910	Syae.g_02321
OG0000537	Syal.g_02911	Syae.g_02322
OG0000538	Syal.g_02923	Syae.g_02333
OG0000539	Syal.g_02924	Syae.g_02334
OG0000540	Syal.g_02925	Syae.g_02335
OG0000541	Syal.g_02926	Syae.g_02336
OG0000542	Syal.g_02929	Syae.g_02339
OG0000543	Syal.g_02931	Syae.g_02341
OG0000544	Syal.g_02932	Syae.g_02342
OG0000545	Syal.g_02934	Syae.g_02344
OG0000546	Syal.g_02936	Syae.g_02346
OG0000547	Syal.g_02938	Syae.g_02348
OG0000548	Syal.g_02939	Syae.g_02349
OG0000549	Syal.g_02945	Syae.g_02354
OG0000550	Syal.g_02949	Syae.g_02358
OG0000551	Syal.g_02953	Syae.g_02363
OG0000552	Syal.g_02954	Syae.g_02364
OG0000553	Syal.g_02843	Syae.g_02366
OG0000554	Syal.g_02837	Syae.g_02375
OG0000555	Syal.g_02823	Syae.g_02390
OG0000556	Syal.g_02819	Syae.g_02394
OG0000557	Syal.g_02816	Syae.g_02398
OG0000558	Syal.g_02814	Syae.g_02400
OG0000559	Syal.g_02810	Syae.g_02404
OG0000560	Syal.g_02807	Syae.g_02407
OG0000561	Syal.g_02806	Syae.g_02408
OG0000562	Syal.g_02805	Syae.g_02409
OG0000563	Syal.g_02804	Syae.g_02410
OG0000564	Syal.g_02803	Syae.g_02411
OG0000565	Syal.g_02799	Syae.g_02414
OG0000566	Syal.g_02795	Syae.g_02418
OG0000567	Syal.g_02791	Syae.g_02422
OG0000568	Syal.g_02789	Syae.g_02427
OG0000569	Syal.g_02788	Syae.g_02428
