Orthogroup	Syal	Prbc
OG0000526	Syal.g_00471	Prbc.g_01529
OG0000527	Syal.g_00465	Prbc.g_01532
OG0000528	Syal.g_02893	Prbc.g_01538
OG0000529	Syal.g_02898	Prbc.g_01541
OG0000530	Syal.g_02901	Prbc.g_01544
OG0000531	Syal.g_02902	Prbc.g_01545
OG0000532	Syal.g_02905	Prbc.g_01546
OG0000533	Syal.g_02907	Prbc.g_01547
OG0000534	Syal.g_02908	Prbc.g_01548
OG0000535	Syal.g_02909	Prbc.g_01549
OG0000536	Syal.g_02910	Prbc.g_01550
OG0000537	Syal.g_02911	Prbc.g_01551
OG0000538	Syal.g_02923	Prbc.g_01580
OG0000539	Syal.g_02924	Prbc.g_01581
OG0000540	Syal.g_02925	Prbc.g_01582
OG0000541	Syal.g_02926	Prbc.g_01583
OG0000542	Syal.g_02929	Prbc.g_01585
OG0000543	Syal.g_02931	Prbc.g_01587
OG0000544	Syal.g_02932	Prbc.g_01588
OG0000545	Syal.g_02934	Prbc.g_01590
OG0000546	Syal.g_02936	Prbc.g_01593
OG0000547	Syal.g_02938	Prbc.g_01595
OG0000548	Syal.g_02939	Prbc.g_01596
OG0000549	Syal.g_02945	Prbc.g_01599
OG0000550	Syal.g_02949	Prbc.g_01603
OG0000551	Syal.g_02953	Prbc.g_01606
OG0000552	Syal.g_02954	Prbc.g_01607
OG0000553	Syal.g_02843	Prbc.g_01608
OG0000554	Syal.g_02837	Prbc.g_01613
OG0000555	Syal.g_02823	Prbc.g_01621
OG0000556	Syal.g_02819	Prbc.g_01623
OG0000557	Syal.g_02816	Prbc.g_01624
