Orthogroup	Syal	Syaq
OG0000106	Syal.g_02577	Syaq.g_01863
OG0000107	Syal.g_00194	Syaq.g_00694
OG0000108	Syal.g_02897	Syaq.g_01772
OG0000109	Syal.g_02913	Syaq.g_01788
OG0000110	Syal.g_02782	Syaq.g_01962
OG0000111	Syal.g_01813	Syaq.g_02606
OG0000112	Syal.g_02000	Syaq.g_02476
OG0000114	Syal.g_02286	Syaq.g_02269
OG0000115	Syal.g_00404	Syaq.g_00395
OG0000116	Syal.g_01630	Syaq.g_00263
OG0000117	Syal.g_01704	Syaq.g_00203
OG0000118	Syal.g_01583	Syaq.g_00325, Syaq.g_00316
OG0000120	Syal.g_01324	Syaq.g_00883
OG0000121	Syal.g_00374	Syaq.g_00375
OG0000122	Syal.g_02602	Syaq.g_02118
OG0000123	Syal.g_00283	Syaq.g_00599
OG0000124	Syal.g_01519	Syaq.g_01055
OG0000125	Syal.g_01075	Syaq.g_01256
OG0000126	Syal.g_00090	Syaq.g_01156
OG0000128	Syal.g_00109	Syaq.g_01138
OG0000129	Syal.g_01062	Syaq.g_01269
OG0000130	Syal.g_00751	Syaq.g_01559
OG0000131	Syal.g_00886	Syaq.g_01427, Syaq.g_01424
OG0000132	Syal.g_00906	Syaq.g_01036, Syaq.g_01404
OG0000133	Syal.g_01995	Syaq.g_02481
OG0000134	Syal.g_00552	Syaq.g_00526
OG0000135	Syal.g_01119	Syaq.g_01227
OG0000136	Syal.g_00520	Syaq.g_00496
OG0000137	Syal.g_00463	Syaq.g_00442
OG0000138	Syal.g_02914	Syaq.g_01789
OG0000139	Syal.g_02832	Syaq.g_01844
OG0000140	Syal.g_02830	Syaq.g_01848
OG0000141	Syal.g_02738	Syaq.g_02010
OG0000142	Syal.g_02636	Syaq.g_02082
OG0000143	Syal.g_02632	Syaq.g_02086
OG0000144	Syal.g_02515	Syaq.g_02152
OG0000145	Syal.g_02921	Syaq.g_01796
OG0000146	Syal.g_02001	Syaq.g_02475
OG0000147	Syal.g_02002	Syaq.g_02474
OG0000148	Syal.g_02437	Syaq.g_02359
OG0000149	Syal.g_02475	Syaq.g_02395
OG0000150	Syal.g_02737	Syaq.g_02011
OG0000151	Syal.g_02263	Syaq.g_02283
OG0000152	Syal.g_01991	Syaq.g_02485
OG0000153	Syal.g_01958	Syaq.g_02518
OG0000154	Syal.g_01918	Syaq.g_00066
OG0000155	Syal.g_01695	Syaq.g_00212
OG0000156	Syal.g_01620	Syaq.g_00281
OG0000157	Syal.g_01619	Syaq.g_00282
OG0000158	Syal.g_01431	Syaq.g_01003
OG0000160	Syal.g_00372	Syaq.g_00374
OG0000161	Syal.g_00384	Syaq.g_00382
OG0000162	Syal.g_00396	Syaq.g_00389
OG0000163	Syal.g_02971	Syaq.g_01730
OG0000164	Syal.g_00623	Syaq.g_01642
OG0000165	Syal.g_00632	Syaq.g_01630
OG0000166	Syal.g_00236	Syaq.g_00647
OG0000167	Syal.g_01347	Syaq.g_00983
OG0000168	Syal.g_01433	Syaq.g_01004
OG0000169	Syal.g_01447	Syaq.g_01016
OG0000170	Syal.g_01454	Syaq.g_01023
OG0000171	Syal.g_01518	Syaq.g_01052
OG0000172	Syal.g_00174, Syal.g_00173	Syaq.g_01074
OG0000173	Syal.g_00155	Syaq.g_01092
OG0000174	Syal.g_01121	Syaq.g_01224
OG0000175	Syal.g_01172	Syaq.g_01183
OG0000176	Syal.g_00101	Syaq.g_01146
OG0000177	Syal.g_00102	Syaq.g_01145
OG0000178	Syal.g_00103	Syaq.g_01144
OG0000179	Syal.g_00118	Syaq.g_01129
OG0000180	Syal.g_00119	Syaq.g_01128
OG0000181	Syal.g_00120	Syaq.g_01127
OG0000182	Syal.g_00121	Syaq.g_01126
OG0000183	Syal.g_00125	Syaq.g_01122
OG0000184	Syal.g_02678, Syal.g_01050	Syaq.g_01277
OG0000185	Syal.g_01025	Syaq.g_01290
OG0000186	Syal.g_02684, Syal.g_00747	Syaq.g_01563
OG0000187	Syal.g_02685, Syal.g_00748	Syaq.g_01561
OG0000188	Syal.g_00771	Syaq.g_01539
OG0000189	Syal.g_00807	Syaq.g_01499
OG0000190	Syal.g_01364	Syaq.g_01497
OG0000191	Syal.g_00841	Syaq.g_01467
OG0000192	Syal.g_00847	Syaq.g_01462
OG0000193	Syal.g_00887	Syaq.g_01423
OG0000194	Syal.g_00890	Syaq.g_01420
OG0000195	Syal.g_00892	Syaq.g_01418
OG0000196	Syal.g_00903	Syaq.g_01407
OG0000197	Syal.g_00904	Syaq.g_01406
OG0000199	Syal.g_00913	Syaq.g_01398
OG0000200	Syal.g_00932	Syaq.g_01382
OG0000201	Syal.g_00949	Syaq.g_01365
OG0000202	Syal.g_00950	Syaq.g_01364
OG0000203	Syal.g_00951	Syaq.g_01363
OG0000204	Syal.g_00952	Syaq.g_01362
OG0000205	Syal.g_00959	Syaq.g_01355
OG0000206	Syal.g_00971	Syaq.g_01345
OG0000207	Syal.g_00974	Syaq.g_01338
OG0000208	Syal.g_00975	Syaq.g_01337
OG0000209	Syal.g_01000	Syaq.g_01310
OG0000210	Syal.g_01001	Syaq.g_01309
OG0000211	Syal.g_00688	Syaq.g_01570
OG0000212	Syal.g_00679	Syaq.g_01586
OG0000213	Syal.g_01229	Syaq.g_00729
OG0000214	Syal.g_01246	Syaq.g_00745
OG0000215	Syal.g_01277	Syaq.g_00777
OG0000216	Syal.g_01281	Syaq.g_00781
OG0000217	Syal.g_01285	Syaq.g_00844
OG0000218	Syal.g_01287	Syaq.g_00846
OG0000219	Syal.g_01288	Syaq.g_00847
OG0000220	Syal.g_01289	Syaq.g_00848
OG0000221	Syal.g_01297	Syaq.g_00856
OG0000222	Syal.g_01309	Syaq.g_00868
OG0000223	Syal.g_01327	Syaq.g_00946
OG0000224	Syal.g_01329	Syaq.g_00950
OG0000225	Syal.g_00363	Syaq.g_00543
OG0000226	Syal.g_00367	Syaq.g_00536
OG0000227	Syal.g_00369	Syaq.g_00534
OG0000228	Syal.g_00556	Syaq.g_00531
OG0000229	Syal.g_00525	Syaq.g_00501
OG0000230	Syal.g_00523	Syaq.g_00499
OG0000231	Syal.g_00510	Syaq.g_00485
OG0000232	Syal.g_00495	Syaq.g_00472
OG0000233	Syal.g_00487	Syaq.g_00464
OG0000234	Syal.g_00461	Syaq.g_00440
OG0000235	Syal.g_02896	Syaq.g_01771
OG0000236	Syal.g_02912	Syaq.g_01787
OG0000237	Syal.g_02930	Syaq.g_01805
OG0000238	Syal.g_02935	Syaq.g_01810
OG0000239	Syal.g_02951	Syaq.g_01826
OG0000240	Syal.g_02952	Syaq.g_01827
OG0000241	Syal.g_02696	Syaq.g_02074
OG0000242	Syal.g_02840	Syaq.g_01836
OG0000243	Syal.g_02822	Syaq.g_01922
OG0000244	Syal.g_02815	Syaq.g_01928
OG0000245	Syal.g_02813	Syaq.g_01930
OG0000246	Syal.g_02809	Syaq.g_01934
OG0000247	Syal.g_02797	Syaq.g_01945
OG0000248	Syal.g_02794	Syaq.g_01948
OG0000249	Syal.g_02792	Syaq.g_01950
OG0000250	Syal.g_02786	Syaq.g_01958
OG0000251	Syal.g_02760	Syaq.g_01984
OG0000252	Syal.g_02757	Syaq.g_01987
OG0000253	Syal.g_02755	Syaq.g_01989
OG0000254	Syal.g_02732	Syaq.g_02016
OG0000255	Syal.g_02719	Syaq.g_02041
OG0000256	Syal.g_02705	Syaq.g_02068
OG0000257	Syal.g_02697	Syaq.g_02073
OG0000258	Syal.g_02623	Syaq.g_02095
OG0000259	Syal.g_02182	Syaq.g_02239
OG0000260	Syal.g_02188	Syaq.g_02242
OG0000261	Syal.g_02199	Syaq.g_02245
OG0000262	Syal.g_02204	Syaq.g_02250
OG0000263	Syal.g_01720	Syaq.g_00185
OG0000264	Syal.g_01788	Syaq.g_02582
OG0000266	Syal.g_02421	Syaq.g_00037
OG0000267	Syal.g_02043	Syaq.g_02430
OG0000268	Syal.g_02042	Syaq.g_02431
OG0000269	Syal.g_02409	Syaq.g_02335
OG0000270	Syal.g_02412	Syaq.g_02338
OG0000271	Syal.g_01871	Syaq.g_02346
OG0000272	Syal.g_01872	Syaq.g_02347
OG0000273	Syal.g_02454	Syaq.g_02376
OG0000274	Syal.g_02455	Syaq.g_02377
OG0000275	Syal.g_02458	Syaq.g_02380
OG0000276	Syal.g_02467	Syaq.g_02387
OG0000277	Syal.g_02468	Syaq.g_02388
OG0000278	Syal.g_02471	Syaq.g_02391
OG0000279	Syal.g_02479	Syaq.g_02401
OG0000280	Syal.g_02493	Syaq.g_02410
OG0000281	Syal.g_02190	Syaq.g_02224
OG0000282	Syal.g_02284	Syaq.g_02271
OG0000283	Syal.g_02131, Syal.g_02028	Syaq.g_02445
OG0000284	Syal.g_02023	Syaq.g_02450
OG0000285	Syal.g_02012	Syaq.g_02466
OG0000286	Syal.g_01992	Syaq.g_02484
OG0000287	Syal.g_01965	Syaq.g_02511
OG0000288	Syal.g_01919	Syaq.g_00067
OG0000289	Syal.g_01904	Syaq.g_00053
OG0000290	Syal.g_01826	Syaq.g_02682
OG0000291	Syal.g_01824	Syaq.g_02680
OG0000292	Syal.g_00089	Syaq.g_01157
OG0000293	Syal.g_01631	Syaq.g_00262
OG0000294	Syal.g_01632	Syaq.g_00261
OG0000295	Syal.g_01687	Syaq.g_00220
OG0000296	Syal.g_01689	Syaq.g_00218
OG0000297	Syal.g_01702	Syaq.g_00205
OG0000298	Syal.g_01703	Syaq.g_00204
OG0000299	Syal.g_01732	Syaq.g_00171
OG0000300	Syal.g_01738	Syaq.g_00164
OG0000301	Syal.g_01739	Syaq.g_00163
OG0000302	Syal.g_01740	Syaq.g_00162
OG0000303	Syal.g_01763	Syaq.g_00152
OG0000304	Syal.g_01756	Syaq.g_00146
OG0000305	Syal.g_01821	Syaq.g_02677
OG0000306	Syal.g_02579	Syaq.g_01861
OG0000307	Syal.g_02880	Syaq.g_01754
OG0000308	Syal.g_02878	Syaq.g_01752
OG0000309	Syal.g_02873	Syaq.g_01747
OG0000310	Syal.g_01537	Syaq.g_00347
OG0000311	Syal.g_00061	Syaq.g_00352
OG0000312	Syal.g_00031	Syaq.g_00359
OG0000313	Syal.g_00381	Syaq.g_00379
OG0000314	Syal.g_00416	Syaq.g_00408
OG0000315	Syal.g_00426	Syaq.g_00418
OG0000316	Syal.g_02987	Syaq.g_01716
OG0000317	Syal.g_00583	Syaq.g_01675
OG0000318	Syal.g_00588	Syaq.g_01672
OG0000319	Syal.g_00608	Syaq.g_01657
OG0000320	Syal.g_00610	Syaq.g_01655
OG0000321	Syal.g_00611	Syaq.g_01654
OG0000322	Syal.g_00612	Syaq.g_01653
OG0000323	Syal.g_00626	Syaq.g_01638
OG0000324	Syal.g_00656	Syaq.g_01605
OG0000325	Syal.g_00195	Syaq.g_00693
OG0000326	Syal.g_00202	Syaq.g_00686
OG0000327	Syal.g_00230	Syaq.g_00652
OG0000328	Syal.g_00231	Syaq.g_00651
OG0000329	Syal.g_00249	Syaq.g_00633
OG0000330	Syal.g_00250	Syaq.g_00632
OG0000331	Syal.g_00251	Syaq.g_00631
OG0000332	Syal.g_00266	Syaq.g_00616
OG0000333	Syal.g_00269	Syaq.g_00613
OG0000334	Syal.g_00279	Syaq.g_00603
OG0000335	Syal.g_00284	Syaq.g_00598
OG0000336	Syal.g_00288	Syaq.g_00594
OG0000337	Syal.g_01343	Syaq.g_00975
OG0000338	Syal.g_01345	Syaq.g_00981
OG0000339	Syal.g_01351	Syaq.g_00988
OG0000340	Syal.g_01434	Syaq.g_01005
OG0000341	Syal.g_01436	Syaq.g_01007
OG0000342	Syal.g_01437	Syaq.g_01008
OG0000343	Syal.g_01441	Syaq.g_01010
OG0000344	Syal.g_01445	Syaq.g_01014
OG0000345	Syal.g_01455	Syaq.g_01024
OG0000346	Syal.g_01460	Syaq.g_01029
OG0000347	Syal.g_01525	Syaq.g_01057
OG0000348	Syal.g_00170	Syaq.g_01070
OG0000349	Syal.g_00148	Syaq.g_01099
OG0000350	Syal.g_00209	Syaq.g_00679
OG0000351	Syal.g_01175	Syaq.g_01179
OG0000352	Syal.g_01176	Syaq.g_01178
OG0000353	Syal.g_00095	Syaq.g_01151
OG0000354	Syal.g_02941	Syaq.g_01816
OG0000354	Syal.g_00116	Syaq.g_01131
OG0000355	Syal.g_00098	Syaq.g_01149
OG0000356	Syal.g_00099	Syaq.g_01148
OG0000357	Syal.g_00100	Syaq.g_01147
OG0000358	Syal.g_00104	Syaq.g_01143
OG0000359	Syal.g_00106	Syaq.g_01141
OG0000360	Syal.g_00107	Syaq.g_01140
OG0000361	Syal.g_00108	Syaq.g_01139
OG0000362	Syal.g_00110	Syaq.g_01137
OG0000363	Syal.g_00112	Syaq.g_01135
OG0000364	Syal.g_00113	Syaq.g_01134
OG0000365	Syal.g_00122	Syaq.g_01125
OG0000366	Syal.g_00123	Syaq.g_01124
OG0000367	Syal.g_00124	Syaq.g_01123
OG0000368	Syal.g_00126	Syaq.g_01121
OG0000369	Syal.g_00127	Syaq.g_01120
OG0000370	Syal.g_00128	Syaq.g_01119
OG0000371	Syal.g_00135	Syaq.g_01111
OG0000372	Syal.g_00141	Syaq.g_01106
OG0000373	Syal.g_00142	Syaq.g_01105
OG0000374	Syal.g_00143	Syaq.g_01104
OG0000375	Syal.g_00144	Syaq.g_01103
OG0000376	Syal.g_00146	Syaq.g_01101
OG0000377	Syal.g_01061	Syaq.g_01270
OG0000378	Syal.g_01027	Syaq.g_01286
OG0000379	Syal.g_01024	Syaq.g_01291
OG0000380	Syal.g_00749	Syaq.g_01560
OG0000381	Syal.g_00752	Syaq.g_01558
OG0000382	Syal.g_00770	Syaq.g_01540
OG0000383	Syal.g_00775	Syaq.g_01535
OG0000384	Syal.g_00776	Syaq.g_01534
OG0000385	Syal.g_00777	Syaq.g_01533
OG0000386	Syal.g_00778	Syaq.g_01532
OG0000387	Syal.g_00811	Syaq.g_01495
OG0000388	Syal.g_00815	Syaq.g_01491
OG0000389	Syal.g_00819	Syaq.g_01488
OG0000390	Syal.g_00835	Syaq.g_01473
OG0000391	Syal.g_00840	Syaq.g_01468
OG0000392	Syal.g_00846	Syaq.g_01463
OG0000393	Syal.g_00849	Syaq.g_01460
OG0000394	Syal.g_00850	Syaq.g_01459
OG0000395	Syal.g_00851	Syaq.g_01458
OG0000396	Syal.g_00854	Syaq.g_01455
OG0000397	Syal.g_00857	Syaq.g_01453
OG0000398	Syal.g_00862	Syaq.g_01448
OG0000399	Syal.g_00863	Syaq.g_01447
OG0000400	Syal.g_00864	Syaq.g_01446
OG0000401	Syal.g_00865	Syaq.g_01445
OG0000402	Syal.g_00867	Syaq.g_01443
OG0000403	Syal.g_00868	Syaq.g_01442
OG0000404	Syal.g_00870	Syaq.g_01440
OG0000405	Syal.g_00883	Syaq.g_01429
OG0000406	Syal.g_00888	Syaq.g_01422
OG0000407	Syal.g_00889	Syaq.g_01421
OG0000408	Syal.g_00891	Syaq.g_01419
OG0000409	Syal.g_00893	Syaq.g_01417
OG0000410	Syal.g_00894	Syaq.g_01416
OG0000411	Syal.g_00895	Syaq.g_01415
OG0000412	Syal.g_00896	Syaq.g_01414
OG0000413	Syal.g_00898	Syaq.g_01412
OG0000414	Syal.g_00899	Syaq.g_01411
OG0000415	Syal.g_00900	Syaq.g_01410
OG0000416	Syal.g_00901	Syaq.g_01409
OG0000417	Syal.g_00902	Syaq.g_01408
OG0000418	Syal.g_00907	Syaq.g_01403
OG0000419	Syal.g_00909	Syaq.g_01401
OG0000420	Syal.g_00911	Syaq.g_01400
OG0000421	Syal.g_00916	Syaq.g_01395
OG0000422	Syal.g_00917	Syaq.g_01394
OG0000423	Syal.g_00918	Syaq.g_01393
OG0000424	Syal.g_00919	Syaq.g_01392
OG0000425	Syal.g_00920	Syaq.g_01391
OG0000426	Syal.g_00921	Syaq.g_01390
OG0000427	Syal.g_00922	Syaq.g_01389
OG0000428	Syal.g_00925	Syaq.g_01386
OG0000429	Syal.g_00929	Syaq.g_01384
OG0000430	Syal.g_00931	Syaq.g_01383
OG0000431	Syal.g_00934	Syaq.g_01380
OG0000432	Syal.g_00940	Syaq.g_01374
OG0000433	Syal.g_00943	Syaq.g_01369
OG0000434	Syal.g_00944	Syaq.g_01368
OG0000435	Syal.g_00946	Syaq.g_01367
OG0000436	Syal.g_00953	Syaq.g_01361
OG0000437	Syal.g_00954	Syaq.g_01360
OG0000438	Syal.g_00955	Syaq.g_01359
OG0000439	Syal.g_00957	Syaq.g_01357
OG0000440	Syal.g_00958	Syaq.g_01356
OG0000441	Syal.g_00962	Syaq.g_01352
OG0000442	Syal.g_00964	Syaq.g_01350
OG0000443	Syal.g_00966	Syaq.g_01347
OG0000444	Syal.g_00978	Syaq.g_01333
OG0000445	Syal.g_00979	Syaq.g_01332
OG0000446	Syal.g_00981	Syaq.g_01330
OG0000447	Syal.g_00989	Syaq.g_01328
OG0000448	Syal.g_00990	Syaq.g_01327
OG0000449	Syal.g_00991	Syaq.g_01320
OG0000450	Syal.g_00997	Syaq.g_01313
OG0000451	Syal.g_00998	Syaq.g_01312
OG0000452	Syal.g_01002	Syaq.g_01308
OG0000453	Syal.g_01003	Syaq.g_01307
OG0000454	Syal.g_01004	Syaq.g_01306
OG0000455	Syal.g_01005	Syaq.g_01305
OG0000456	Syal.g_01006	Syaq.g_01304
OG0000457	Syal.g_01008	Syaq.g_01302
OG0000458	Syal.g_01009	Syaq.g_01299
OG0000459	Syal.g_01010	Syaq.g_01298
OG0000460	Syal.g_00686	Syaq.g_01577
OG0000461	Syal.g_01199	Syaq.g_00707
OG0000462	Syal.g_01202	Syaq.g_00710
OG0000463	Syal.g_01203	Syaq.g_00711
OG0000464	Syal.g_01204	Syaq.g_00712
OG0000465	Syal.g_01205	Syaq.g_00714
OG0000466	Syal.g_01210	Syaq.g_00718
OG0000467	Syal.g_01212	Syaq.g_00720
OG0000468	Syal.g_01225	Syaq.g_00725
OG0000469	Syal.g_01240	Syaq.g_00739
OG0000470	Syal.g_01242	Syaq.g_00741
OG0000471	Syal.g_01243	Syaq.g_00742
OG0000472	Syal.g_01245	Syaq.g_00744
OG0000473	Syal.g_01247	Syaq.g_00746
OG0000474	Syal.g_01248	Syaq.g_00747
OG0000475	Syal.g_01249	Syaq.g_00748
OG0000476	Syal.g_01251	Syaq.g_00750
OG0000477	Syal.g_01257	Syaq.g_00756
OG0000478	Syal.g_01258	Syaq.g_00757
OG0000479	Syal.g_01259	Syaq.g_00759
OG0000480	Syal.g_01266	Syaq.g_00766
OG0000481	Syal.g_01268	Syaq.g_00768
OG0000482	Syal.g_01269	Syaq.g_00769
OG0000483	Syal.g_01273	Syaq.g_00773
OG0000484	Syal.g_01274	Syaq.g_00774
OG0000485	Syal.g_01275	Syaq.g_00775
OG0000486	Syal.g_01276	Syaq.g_00776
OG0000487	Syal.g_01282	Syaq.g_00782
OG0000488	Syal.g_01286	Syaq.g_00845
OG0000489	Syal.g_01298	Syaq.g_00857
OG0000490	Syal.g_01307	Syaq.g_00864
OG0000491	Syal.g_01308	Syaq.g_00865
OG0000492	Syal.g_01310	Syaq.g_00869
OG0000493	Syal.g_01311	Syaq.g_00870
OG0000494	Syal.g_01312	Syaq.g_00871
OG0000495	Syal.g_01313	Syaq.g_00872
OG0000496	Syal.g_01314	Syaq.g_00873
OG0000497	Syal.g_01315	Syaq.g_00874
OG0000498	Syal.g_01316	Syaq.g_00875
OG0000499	Syal.g_01317	Syaq.g_00876
OG0000500	Syal.g_01318	Syaq.g_00877
OG0000501	Syal.g_01321	Syaq.g_00880
OG0000502	Syal.g_01328	Syaq.g_00953
OG0000503	Syal.g_00347	Syaq.g_00559
OG0000504	Syal.g_00349	Syaq.g_00557
OG0000505	Syal.g_00350	Syaq.g_00556
OG0000506	Syal.g_00352	Syaq.g_00554
OG0000507	Syal.g_00358	Syaq.g_00548
OG0000508	Syal.g_00362	Syaq.g_00544
OG0000509	Syal.g_00364	Syaq.g_00542
OG0000510	Syal.g_00365	Syaq.g_00538
OG0000511	Syal.g_00366	Syaq.g_00537
OG0000512	Syal.g_00368	Syaq.g_00535
OG0000513	Syal.g_00551	Syaq.g_00525
OG0000514	Syal.g_00539	Syaq.g_00514
OG0000515	Syal.g_00538	Syaq.g_00513
OG0000516	Syal.g_00534	Syaq.g_00509
OG0000517	Syal.g_00526	Syaq.g_00502
OG0000518	Syal.g_00514	Syaq.g_00490
OG0000519	Syal.g_00513	Syaq.g_00489
OG0000520	Syal.g_00512	Syaq.g_00488
OG0000521	Syal.g_00502	Syaq.g_00477
OG0000522	Syal.g_00500	Syaq.g_00475
OG0000523	Syal.g_00499	Syaq.g_00474
OG0000524	Syal.g_00491	Syaq.g_00469
OG0000525	Syal.g_00473	Syaq.g_00450
OG0000526	Syal.g_00471	Syaq.g_00448
OG0000527	Syal.g_00465	Syaq.g_00444
OG0000528	Syal.g_02893	Syaq.g_01768
OG0000529	Syal.g_02898	Syaq.g_01773
OG0000530	Syal.g_02901	Syaq.g_01776
OG0000531	Syal.g_02902	Syaq.g_01777
OG0000532	Syal.g_02905	Syaq.g_01780
OG0000533	Syal.g_02907	Syaq.g_01782
OG0000534	Syal.g_02908	Syaq.g_01783
OG0000535	Syal.g_02909	Syaq.g_01784
OG0000536	Syal.g_02910	Syaq.g_01785
OG0000537	Syal.g_02911	Syaq.g_01786
OG0000538	Syal.g_02923	Syaq.g_01798
OG0000539	Syal.g_02924	Syaq.g_01799
OG0000540	Syal.g_02925	Syaq.g_01800
OG0000541	Syal.g_02926	Syaq.g_01801
OG0000542	Syal.g_02929	Syaq.g_01804
OG0000543	Syal.g_02931	Syaq.g_01806
OG0000544	Syal.g_02932	Syaq.g_02567, Syaq.g_01807
OG0000545	Syal.g_02934	Syaq.g_01809
OG0000546	Syal.g_02936	Syaq.g_01811
OG0000547	Syal.g_02938	Syaq.g_01813
OG0000548	Syal.g_02939	Syaq.g_01814
OG0000549	Syal.g_02945	Syaq.g_01819
OG0000550	Syal.g_02949	Syaq.g_01824
OG0000551	Syal.g_02953	Syaq.g_01829
OG0000552	Syal.g_02954	Syaq.g_01830
OG0000553	Syal.g_02843	Syaq.g_01834
OG0000554	Syal.g_02837	Syaq.g_01839
OG0000555	Syal.g_02823	Syaq.g_01857
OG0000556	Syal.g_02819	Syaq.g_01925
OG0000557	Syal.g_02816	Syaq.g_01927
OG0000558	Syal.g_02814	Syaq.g_01929
OG0000559	Syal.g_02810	Syaq.g_01933
