Orthogroup	Syal	Praa
OG0000137	Syal.g_00463	Praa.g_01414, Praa.g_00475
OG0000138	Syal.g_02914	Praa.g_00495
OG0000139	Syal.g_02832	Praa.g_00537
OG0000140	Syal.g_02830	Praa.g_00538
OG0000141	Syal.g_02738	Praa.g_00607
OG0000142	Syal.g_02636	Praa.g_00635
OG0000143	Syal.g_02632	Praa.g_00639
OG0000144	Syal.g_02515	Praa.g_00652
OG0000145	Syal.g_02921	Praa.g_00764
OG0000146	Syal.g_02001	Praa.g_00767
OG0000147	Syal.g_02002	Praa.g_00768
OG0000148	Syal.g_02437	Praa.g_00820
OG0000149	Syal.g_02475	Praa.g_00851
OG0000150	Syal.g_02737	Praa.g_00859
OG0000151	Syal.g_02263	Praa.g_00917
OG0000152	Syal.g_01991	Praa.g_00964
OG0000153	Syal.g_01958	Praa.g_00983
OG0000154	Syal.g_01918	Praa.g_01013
OG0000155	Syal.g_01695	Praa.g_01179
OG0000156	Syal.g_01620	Praa.g_01307
OG0000157	Syal.g_01619	Praa.g_01308
OG0000158	Syal.g_01431	Praa.g_01395
OG0000160	Syal.g_00372	Praa.g_01477
OG0000161	Syal.g_00384	Praa.g_01483
OG0000162	Syal.g_00396	Praa.g_01489
OG0000163	Syal.g_02971	Praa.g_01523
OG0000164	Syal.g_00623	Praa.g_01659
OG0000165	Syal.g_00632	Praa.g_01667
OG0000166	Syal.g_00236	Praa.g_01739
OG0000167	Syal.g_01347	Praa.g_01806
OG0000168	Syal.g_01433	Praa.g_01816
OG0000169	Syal.g_01447	Praa.g_01826
OG0000170	Syal.g_01454	Praa.g_01828
OG0000171	Syal.g_01518	Praa.g_01847
OG0000172	Syal.g_00174, Syal.g_00173	Praa.g_01856
OG0000173	Syal.g_00155	Praa.g_01871
OG0000174	Syal.g_01121	Praa.g_01898
OG0000175	Syal.g_01172	Praa.g_01908
OG0000176	Syal.g_00101	Praa.g_00004
OG0000177	Syal.g_00102	Praa.g_00005
OG0000178	Syal.g_00103	Praa.g_00006
OG0000179	Syal.g_00118	Praa.g_00016
OG0000180	Syal.g_00119	Praa.g_00017
OG0000181	Syal.g_00120	Praa.g_00018
OG0000182	Syal.g_00121	Praa.g_00019
OG0000183	Syal.g_00125	Praa.g_00023
OG0000184	Syal.g_01050	Praa.g_00046
OG0000185	Syal.g_01025	Praa.g_00049
OG0000186	Syal.g_02684, Syal.g_00747	Praa.g_00064
OG0000187	Syal.g_02685, Syal.g_00748	Praa.g_00065
OG0000188	Syal.g_00771	Praa.g_00082
OG0000189	Syal.g_00807	Praa.g_00096
OG0000190	Syal.g_01364	Praa.g_00097
OG0000191	Syal.g_00841	Praa.g_00117
OG0000192	Syal.g_00847	Praa.g_00121
OG0000193	Syal.g_00887	Praa.g_00146
OG0000194	Syal.g_00890	Praa.g_00149
OG0000195	Syal.g_00892	Praa.g_00151
OG0000196	Syal.g_00903	Praa.g_00161
OG0000197	Syal.g_00904	Praa.g_00162
OG0000198	Syal.g_00905	Praa.g_00163
OG0000199	Syal.g_00913	Praa.g_00170
OG0000200	Syal.g_00932	Praa.g_00184
OG0000201	Syal.g_00949	Praa.g_00192
OG0000202	Syal.g_00950	Praa.g_00193
OG0000203	Syal.g_00951	Praa.g_00194
OG0000204	Syal.g_00952	Praa.g_00195
OG0000205	Syal.g_00959	Praa.g_00202
OG0000206	Syal.g_00971	Praa.g_00207
OG0000207	Syal.g_00974	Praa.g_00209
OG0000208	Syal.g_00975	Praa.g_00210
OG0000209	Syal.g_01000	Praa.g_00219
OG0000210	Syal.g_01001	Praa.g_00220
OG0000212	Syal.g_00679	Praa.g_00240
OG0000213	Syal.g_01229	Praa.g_00257
OG0000214	Syal.g_01246	Praa.g_00267
OG0000215	Syal.g_01277	Praa.g_00292
OG0000216	Syal.g_01281	Praa.g_00294
OG0000217	Syal.g_01285	Praa.g_00297
OG0000218	Syal.g_01287	Praa.g_00299
OG0000219	Syal.g_01288	Praa.g_00300
OG0000220	Syal.g_01289	Praa.g_00301
OG0000221	Syal.g_01297	Praa.g_00302
OG0000222	Syal.g_01309	Praa.g_00310
OG0000223	Syal.g_01327	Praa.g_00323
OG0000224	Syal.g_01329	Praa.g_00325
OG0000225	Syal.g_00363	Praa.g_00345
OG0000226	Syal.g_00367	Praa.g_00349
OG0000227	Syal.g_00369	Praa.g_00351
OG0000228	Syal.g_00556	Praa.g_00354
OG0000229	Syal.g_00525	Praa.g_00436
OG0000230	Syal.g_00523	Praa.g_00437
OG0000231	Syal.g_00510	Praa.g_00448
OG0000232	Syal.g_00495	Praa.g_00457
OG0000233	Syal.g_00487	Praa.g_00463
OG0000234	Syal.g_00461	Praa.g_00476
OG0000235	Syal.g_02896	Praa.g_00479
OG0000236	Syal.g_02912	Praa.g_00493
OG0000237	Syal.g_02930	Praa.g_00506
OG0000238	Syal.g_02935	Praa.g_00512
OG0000239	Syal.g_02951	Praa.g_00525
OG0000240	Syal.g_02952	Praa.g_00526
OG0000241	Syal.g_02696	Praa.g_00530
OG0000242	Syal.g_02840	Praa.g_00532
OG0000243	Syal.g_02822	Praa.g_00544
OG0000244	Syal.g_02815	Praa.g_00547
OG0000245	Syal.g_02813	Praa.g_00549
OG0000246	Syal.g_02809	Praa.g_00553
OG0000247	Syal.g_02797	Praa.g_00563
OG0000248	Syal.g_02794	Praa.g_00565
OG0000249	Syal.g_02792	Praa.g_00567
OG0000250	Syal.g_02786	Praa.g_00572
OG0000251	Syal.g_02760	Praa.g_00591
OG0000252	Syal.g_02757	Praa.g_00594
OG0000253	Syal.g_02755	Praa.g_00595
OG0000254	Syal.g_02732	Praa.g_00611
OG0000255	Syal.g_02719	Praa.g_00617
OG0000256	Syal.g_02705	Praa.g_00627
OG0000257	Syal.g_02697	Praa.g_00630
OG0000258	Syal.g_02623	Praa.g_00643
OG0000259	Syal.g_02182	Praa.g_00660
OG0000260	Syal.g_02188	Praa.g_00663
OG0000261	Syal.g_02199	Praa.g_00665
OG0000262	Syal.g_02204	Praa.g_00669
OG0000263	Syal.g_01720	Praa.g_00681
OG0000264	Syal.g_01788	Praa.g_00691
OG0000265	Syal.g_02534	Praa.g_00711
OG0000266	Syal.g_02421	Praa.g_00721
OG0000267	Syal.g_02043	Praa.g_00732
OG0000268	Syal.g_02042	Praa.g_00733
OG0000269	Syal.g_02409	Praa.g_00798
OG0000270	Syal.g_02412	Praa.g_00801
OG0000271	Syal.g_01871	Praa.g_00809
OG0000272	Syal.g_01872	Praa.g_00810, Praa.g_00811
OG0000274	Syal.g_02455	Praa.g_00835
OG0000275	Syal.g_02458	Praa.g_00838
OG0000276	Syal.g_02467	Praa.g_00843
OG0000277	Syal.g_02468	Praa.g_00844
OG0000278	Syal.g_02471	Praa.g_00847
OG0000279	Syal.g_02479	Praa.g_00854
OG0000280	Syal.g_02493	Praa.g_00855
OG0000281	Syal.g_02190	Praa.g_00860
OG0000282	Syal.g_02284	Praa.g_00909
OG0000283	Syal.g_02028	Praa.g_00941
OG0000284	Syal.g_02023	Praa.g_00946
OG0000285	Syal.g_02012	Praa.g_00951
OG0000286	Syal.g_01992	Praa.g_00963
OG0000288	Syal.g_01919	Praa.g_01012
OG0000289	Syal.g_01904	Praa.g_01023
OG0000290	Syal.g_01826	Praa.g_01036
OG0000291	Syal.g_01824	Praa.g_01038
OG0000292	Syal.g_00089	Praa.g_01089
OG0000293	Syal.g_01631	Praa.g_01151
OG0000294	Syal.g_01632	Praa.g_01152
OG0000295	Syal.g_01687	Praa.g_01171
OG0000296	Syal.g_01689	Praa.g_01173
OG0000297	Syal.g_01702	Praa.g_01181
OG0000298	Syal.g_01703	Praa.g_01182
OG0000299	Syal.g_01732	Praa.g_01199
OG0000300	Syal.g_01738	Praa.g_01202
OG0000301	Syal.g_01739	Praa.g_01203
OG0000302	Syal.g_01740	Praa.g_01205
OG0000303	Syal.g_01763	Praa.g_01212
OG0000304	Syal.g_01756	Praa.g_01216
OG0000305	Syal.g_01821	Praa.g_01358
OG0000306	Syal.g_02579	Praa.g_01361
OG0000307	Syal.g_02880	Praa.g_01375
OG0000308	Syal.g_02878	Praa.g_01376
OG0000309	Syal.g_02873	Praa.g_01380
OG0000310	Syal.g_01537	Praa.g_01461
OG0000311	Syal.g_00061	Praa.g_01463
OG0000312	Syal.g_00031	Praa.g_01466
OG0000313	Syal.g_00381	Praa.g_01480
OG0000314	Syal.g_00416	Praa.g_01503
OG0000315	Syal.g_00426	Praa.g_01513
OG0000316	Syal.g_02987	Praa.g_01533
OG0000317	Syal.g_00583	Praa.g_01633
OG0000318	Syal.g_00588	Praa.g_01636
OG0000319	Syal.g_00608	Praa.g_01649
OG0000320	Syal.g_00610	Praa.g_01651
OG0000321	Syal.g_00611	Praa.g_01652
OG0000322	Syal.g_00612	Praa.g_01653
OG0000323	Syal.g_00626	Praa.g_01662
OG0000324	Syal.g_00656	Praa.g_01690
OG0000325	Syal.g_00195	Praa.g_01700
OG0000326	Syal.g_00202	Praa.g_01706
OG0000327	Syal.g_00230	Praa.g_01734
OG0000328	Syal.g_00231	Praa.g_01735
OG0000329	Syal.g_00249	Praa.g_01752
OG0000330	Syal.g_00250	Praa.g_01753
OG0000331	Syal.g_00251	Praa.g_01754
OG0000332	Syal.g_00266	Praa.g_01768
OG0000333	Syal.g_00269	Praa.g_01770
OG0000334	Syal.g_00279	Praa.g_01778
OG0000335	Syal.g_00284	Praa.g_01783
OG0000336	Syal.g_00288	Praa.g_01787
OG0000337	Syal.g_01343	Praa.g_01804
OG0000338	Syal.g_01345	Praa.g_01805
OG0000339	Syal.g_01351	Praa.g_01809
OG0000340	Syal.g_01434	Praa.g_01817
OG0000341	Syal.g_01436	Praa.g_01819
OG0000342	Syal.g_01437	Praa.g_01820
OG0000343	Syal.g_01441	Praa.g_01821
OG0000344	Syal.g_01445	Praa.g_01824
OG0000345	Syal.g_01455	Praa.g_01829
OG0000346	Syal.g_01460	Praa.g_01833
OG0000347	Syal.g_01525	Praa.g_01849
OG0000348	Syal.g_00170	Praa.g_01859
OG0000349	Syal.g_00148	Praa.g_01876
OG0000350	Syal.g_00209	Praa.g_01894
OG0000351	Syal.g_01175	Praa.g_01911
OG0000352	Syal.g_01176	Praa.g_01912
OG0000353	Syal.g_00095	Praa.g_01927
OG0000355	Syal.g_00098	Praa.g_00001
OG0000356	Syal.g_00099	Praa.g_00002
OG0000357	Syal.g_00100	Praa.g_00003
OG0000358	Syal.g_00104	Praa.g_00007
OG0000359	Syal.g_00106	Praa.g_00008
OG0000360	Syal.g_00107	Praa.g_00009
OG0000361	Syal.g_00108	Praa.g_00010
OG0000362	Syal.g_00110	Praa.g_00012
OG0000363	Syal.g_00112	Praa.g_00014
OG0000364	Syal.g_00113	Praa.g_00015
OG0000365	Syal.g_00122	Praa.g_00020
OG0000366	Syal.g_00123	Praa.g_00021
OG0000367	Syal.g_00124	Praa.g_00022
OG0000368	Syal.g_00126	Praa.g_00024
OG0000369	Syal.g_00127	Praa.g_00025
OG0000370	Syal.g_00128	Praa.g_00026
OG0000371	Syal.g_00135	Praa.g_00032
OG0000372	Syal.g_00141	Praa.g_00035
OG0000373	Syal.g_00142	Praa.g_00036
OG0000374	Syal.g_00143	Praa.g_00037
OG0000375	Syal.g_00144	Praa.g_00040
OG0000376	Syal.g_00146	Praa.g_00042
OG0000377	Syal.g_01061	Praa.g_00045
OG0000378	Syal.g_01027	Praa.g_00047
OG0000379	Syal.g_01024	Praa.g_00050
OG0000380	Syal.g_00749	Praa.g_00066
OG0000381	Syal.g_00752	Praa.g_00070
OG0000382	Syal.g_00770	Praa.g_00081
OG0000383	Syal.g_00775	Praa.g_00083
OG0000384	Syal.g_00776	Praa.g_00084
OG0000385	Syal.g_00777	Praa.g_00085
OG0000386	Syal.g_00778	Praa.g_00086
OG0000387	Syal.g_00811	Praa.g_00099
OG0000388	Syal.g_00815	Praa.g_00102
OG0000389	Syal.g_00819	Praa.g_00106
OG0000390	Syal.g_00835	Praa.g_00113
OG0000391	Syal.g_00840	Praa.g_00116
OG0000392	Syal.g_00846	Praa.g_00120
OG0000393	Syal.g_00849	Praa.g_00122
OG0000394	Syal.g_00850	Praa.g_00123
OG0000395	Syal.g_00851	Praa.g_00124
OG0000396	Syal.g_00854	Praa.g_00127
OG0000397	Syal.g_00857	Praa.g_00129
OG0000398	Syal.g_00862	Praa.g_00131
OG0000399	Syal.g_00863	Praa.g_00132
OG0000400	Syal.g_00864	Praa.g_00133
OG0000401	Syal.g_00865	Praa.g_00134
OG0000402	Syal.g_00867	Praa.g_00136
OG0000403	Syal.g_00868	Praa.g_00137
OG0000404	Syal.g_00870	Praa.g_00138
OG0000405	Syal.g_00883	Praa.g_00142
OG0000406	Syal.g_00888	Praa.g_00147
OG0000407	Syal.g_00889	Praa.g_00148
OG0000408	Syal.g_00891	Praa.g_00150
OG0000409	Syal.g_00893	Praa.g_00152
OG0000410	Syal.g_00894	Praa.g_00153
OG0000411	Syal.g_00895	Praa.g_00154
OG0000412	Syal.g_00896	Praa.g_00155
OG0000413	Syal.g_00898	Praa.g_00156
OG0000414	Syal.g_00899	Praa.g_00157
OG0000415	Syal.g_00900	Praa.g_00158
OG0000416	Syal.g_00901	Praa.g_00159
OG0000417	Syal.g_00902	Praa.g_00160
OG0000418	Syal.g_00907	Praa.g_00165
OG0000419	Syal.g_00909	Praa.g_00167
OG0000420	Syal.g_00911	Praa.g_00168
OG0000421	Syal.g_00916	Praa.g_00173
OG0000422	Syal.g_00917	Praa.g_00174
OG0000423	Syal.g_00918	Praa.g_00175
OG0000424	Syal.g_00919	Praa.g_00176
OG0000425	Syal.g_00920	Praa.g_00177
OG0000426	Syal.g_00921	Praa.g_00178
OG0000427	Syal.g_00922	Praa.g_00179
OG0000428	Syal.g_00925	Praa.g_00181
OG0000429	Syal.g_00929	Praa.g_00182
OG0000430	Syal.g_00931	Praa.g_00183
OG0000431	Syal.g_00934	Praa.g_00185
OG0000432	Syal.g_00940	Praa.g_00188
OG0000433	Syal.g_00943	Praa.g_00189
OG0000434	Syal.g_00944	Praa.g_00190
OG0000435	Syal.g_00946	Praa.g_00191
OG0000436	Syal.g_00953	Praa.g_00196
OG0000437	Syal.g_00954	Praa.g_00197
OG0000438	Syal.g_00955	Praa.g_00198
OG0000439	Syal.g_00957	Praa.g_00200
OG0000440	Syal.g_00958	Praa.g_00201
OG0000441	Syal.g_00962	Praa.g_00204
OG0000442	Syal.g_00964	Praa.g_00205
OG0000443	Syal.g_00966	Praa.g_00206
OG0000444	Syal.g_00978	Praa.g_00211
OG0000445	Syal.g_00979	Praa.g_00212
OG0000446	Syal.g_00981	Praa.g_00213
OG0000447	Syal.g_00989	Praa.g_00214
OG0000448	Syal.g_00990	Praa.g_00215
OG0000449	Syal.g_00991	Praa.g_00216
OG0000450	Syal.g_00997	Praa.g_00217
OG0000451	Syal.g_00998	Praa.g_00218
OG0000452	Syal.g_01002	Praa.g_00221
OG0000453	Syal.g_01003	Praa.g_00222
OG0000454	Syal.g_01004	Praa.g_00223
OG0000455	Syal.g_01005	Praa.g_00224
OG0000456	Syal.g_01006	Praa.g_00225
OG0000457	Syal.g_01008	Praa.g_00226
OG0000458	Syal.g_01009	Praa.g_00227
OG0000459	Syal.g_01010	Praa.g_00228
OG0000460	Syal.g_00686	Praa.g_00235
OG0000461	Syal.g_01199	Praa.g_00242
OG0000462	Syal.g_01202	Praa.g_00244
OG0000463	Syal.g_01203	Praa.g_00245
OG0000464	Syal.g_01204	Praa.g_00246
OG0000465	Syal.g_01205	Praa.g_00247
OG0000466	Syal.g_01210	Praa.g_00250
OG0000467	Syal.g_01212	Praa.g_00251
OG0000468	Syal.g_01225	Praa.g_00253
OG0000469	Syal.g_01240	Praa.g_00262
OG0000470	Syal.g_01242	Praa.g_00264
OG0000471	Syal.g_01243	Praa.g_00265
OG0000472	Syal.g_01245	Praa.g_00266
OG0000473	Syal.g_01247	Praa.g_00268
OG0000474	Syal.g_01248	Praa.g_00269
OG0000475	Syal.g_01249	Praa.g_00270
OG0000476	Syal.g_01251	Praa.g_00271
OG0000477	Syal.g_01257	Praa.g_00275
OG0000478	Syal.g_01258	Praa.g_00276
OG0000479	Syal.g_01259	Praa.g_00277
OG0000480	Syal.g_01266	Praa.g_00282
OG0000481	Syal.g_01268	Praa.g_00284
OG0000482	Syal.g_01269	Praa.g_00285
OG0000483	Syal.g_01273	Praa.g_00288
OG0000484	Syal.g_01274	Praa.g_00289
OG0000485	Syal.g_01275	Praa.g_00290
OG0000486	Syal.g_01276	Praa.g_00291
OG0000487	Syal.g_01282	Praa.g_00295
OG0000488	Syal.g_01286	Praa.g_00298
OG0000489	Syal.g_01298	Praa.g_00303
OG0000490	Syal.g_01307	Praa.g_00308
OG0000491	Syal.g_01308	Praa.g_00309
OG0000492	Syal.g_01310	Praa.g_00311
OG0000493	Syal.g_01311	Praa.g_00312
OG0000494	Syal.g_01312	Praa.g_00313
OG0000495	Syal.g_01313	Praa.g_00314
OG0000496	Syal.g_01314	Praa.g_00315
OG0000497	Syal.g_01315	Praa.g_00316
OG0000498	Syal.g_01316	Praa.g_00317
OG0000499	Syal.g_01317	Praa.g_00318
OG0000500	Syal.g_01318	Praa.g_00319
OG0000501	Syal.g_01321	Praa.g_00321
OG0000502	Syal.g_01328	Praa.g_00324
OG0000503	Syal.g_00347	Praa.g_00334
OG0000504	Syal.g_00349	Praa.g_00335
OG0000505	Syal.g_00350	Praa.g_00336
OG0000506	Syal.g_00352	Praa.g_00338
OG0000507	Syal.g_00358	Praa.g_00340
OG0000508	Syal.g_00362	Praa.g_00344
OG0000509	Syal.g_00364	Praa.g_00346
OG0000510	Syal.g_00365	Praa.g_00347
OG0000511	Syal.g_00366	Praa.g_00348
OG0000512	Syal.g_00368	Praa.g_00350
OG0000513	Syal.g_00551	Praa.g_00357
OG0000514	Syal.g_00539	Praa.g_00431
OG0000515	Syal.g_00538	Praa.g_00432
OG0000516	Syal.g_00534	Praa.g_00433
OG0000517	Syal.g_00526	Praa.g_00435
OG0000518	Syal.g_00514	Praa.g_00445
OG0000519	Syal.g_00513	Praa.g_00446
OG0000520	Syal.g_00512	Praa.g_00447
OG0000521	Syal.g_00502	Praa.g_00452
OG0000522	Syal.g_00500	Praa.g_00454
OG0000523	Syal.g_00499	Praa.g_00455
OG0000524	Syal.g_00491	Praa.g_00461
OG0000525	Syal.g_00473	Praa.g_00464
OG0000526	Syal.g_00471	Praa.g_00465
OG0000527	Syal.g_00465	Praa.g_00473
OG0000528	Syal.g_02893	Praa.g_00478
OG0000529	Syal.g_02898	Praa.g_00481
OG0000530	Syal.g_02901	Praa.g_00484
OG0000531	Syal.g_02902	Praa.g_00485
OG0000532	Syal.g_02905	Praa.g_00487
OG0000533	Syal.g_02907	Praa.g_00488
OG0000534	Syal.g_02908	Praa.g_00489
OG0000535	Syal.g_02909	Praa.g_00490
OG0000536	Syal.g_02910	Praa.g_00491
OG0000537	Syal.g_02911	Praa.g_00492
OG0000538	Syal.g_02923	Praa.g_00500
OG0000539	Syal.g_02924	Praa.g_00501
OG0000540	Syal.g_02925	Praa.g_00502
OG0000541	Syal.g_02926	Praa.g_00503
OG0000542	Syal.g_02929	Praa.g_00505
OG0000543	Syal.g_02931	Praa.g_00507
OG0000544	Syal.g_02932	Praa.g_00508
OG0000545	Syal.g_02934	Praa.g_00510
OG0000546	Syal.g_02936	Praa.g_00513
OG0000547	Syal.g_02938	Praa.g_00515
OG0000548	Syal.g_02939	Praa.g_00516
OG0000549	Syal.g_02945	Praa.g_00518
OG0000550	Syal.g_02949	Praa.g_00523
OG0000551	Syal.g_02953	Praa.g_00527
OG0000552	Syal.g_02954	Praa.g_00528
OG0000553	Syal.g_02843	Praa.g_00529
OG0000554	Syal.g_02837	Praa.g_00534
OG0000555	Syal.g_02823	Praa.g_00543
OG0000556	Syal.g_02819	Praa.g_00545
OG0000557	Syal.g_02816	Praa.g_00546
OG0000558	Syal.g_02814	Praa.g_00548
OG0000559	Syal.g_02305, Syal.g_02810	Praa.g_00552
OG0000560	Syal.g_02807	Praa.g_00555
OG0000561	Syal.g_02806	Praa.g_00556
OG0000562	Syal.g_02805	Praa.g_00557
OG0000563	Syal.g_02804	Praa.g_00558
OG0000564	Syal.g_02803	Praa.g_00559
OG0000565	Syal.g_02799	Praa.g_00562
OG0000566	Syal.g_02795	Praa.g_00564
OG0000567	Syal.g_02791	Praa.g_00568
OG0000568	Syal.g_02789	Praa.g_00569
OG0000569	Syal.g_02788	Praa.g_00570
OG0000570	Syal.g_02787	Praa.g_00571
OG0000571	Syal.g_02784	Praa.g_00573
OG0000572	Syal.g_02767	Praa.g_00586
OG0000573	Syal.g_02759	Praa.g_00592
OG0000574	Syal.g_02758	Praa.g_00593
OG0000575	Syal.g_02753	Praa.g_00597
OG0000576	Syal.g_02751	Praa.g_00599
OG0000577	Syal.g_02750	Praa.g_00600
OG0000578	Syal.g_02749	Praa.g_00601
OG0000579	Syal.g_02748	Praa.g_00602
OG0000580	Syal.g_02747	Praa.g_00603
OG0000581	Syal.g_02741	Praa.g_00605
OG0000582	Syal.g_02736	Praa.g_00608
OG0000583	Syal.g_02735	Praa.g_00609
OG0000584	Syal.g_02734	Praa.g_00610
OG0000585	Syal.g_02731	Praa.g_00612
