Orthogroup	Syal	Prat
OG0000208	Syal.g_00975	Prat.g_00212
OG0000209	Syal.g_01000	Prat.g_00221
OG0000210	Syal.g_01001	Prat.g_00222
OG0000211	Syal.g_00688	Prat.g_00238
OG0000212	Syal.g_00679	Prat.g_00246
OG0000213	Syal.g_01229	Prat.g_00264
OG0000214	Syal.g_01246	Prat.g_00274
OG0000215	Syal.g_01277	Prat.g_00300
OG0000216	Syal.g_01281	Prat.g_00302
OG0000217	Syal.g_01285	Prat.g_00305
OG0000218	Syal.g_01287	Prat.g_00307
OG0000219	Syal.g_01288	Prat.g_00308
OG0000220	Syal.g_01289	Prat.g_00309
OG0000221	Syal.g_01297	Prat.g_00310
OG0000222	Syal.g_01309	Prat.g_00317
OG0000223	Syal.g_01327	Prat.g_00330
OG0000224	Syal.g_01329	Prat.g_00332
OG0000225	Syal.g_00363	Prat.g_00360
OG0000226	Syal.g_00367	Prat.g_00364
OG0000227	Syal.g_00369	Prat.g_00366
OG0000228	Syal.g_00556	Prat.g_00369
OG0000229	Syal.g_00525	Prat.g_00396
OG0000230	Syal.g_00523	Prat.g_00398
OG0000231	Syal.g_00510	Prat.g_00411
OG0000232	Syal.g_00495	Prat.g_00419
OG0000233	Syal.g_00487	Prat.g_00426
OG0000234	Syal.g_00461	Prat.g_00435
OG0000235	Syal.g_02896	Prat.g_00439
OG0000236	Syal.g_02912	Prat.g_00454
OG0000237	Syal.g_02930	Prat.g_00469
OG0000238	Syal.g_02935	Prat.g_00475
OG0000239	Syal.g_02951	Prat.g_00487
OG0000240	Syal.g_02952	Prat.g_00488
OG0000241	Syal.g_02696	Prat.g_00492
OG0000242	Syal.g_02840	Prat.g_00494
OG0000243	Syal.g_02822	Prat.g_00504
OG0000244	Syal.g_02815	Prat.g_00507
OG0000245	Syal.g_02813	Prat.g_00509
OG0000246	Syal.g_02809	Prat.g_00514, Prat.g_00513
OG0000247	Syal.g_02797	Prat.g_00525
OG0000248	Syal.g_02794	Prat.g_00528
OG0000249	Syal.g_02792	Prat.g_00530
OG0000250	Syal.g_02786	Prat.g_00536
OG0000251	Syal.g_02760	Prat.g_00553
OG0000252	Syal.g_02757	Prat.g_00556
OG0000253	Syal.g_02755	Prat.g_00557
OG0000254	Syal.g_02732	Prat.g_00574
OG0000255	Syal.g_02719	Prat.g_00581
OG0000256	Syal.g_02705	Prat.g_00591
OG0000257	Syal.g_02697	Prat.g_01097
OG0000258	Syal.g_02623	Prat.g_01081
OG0000259	Syal.g_02182	Prat.g_01064
OG0000260	Syal.g_02188	Prat.g_01061
OG0000261	Syal.g_02199	Prat.g_01058
OG0000262	Syal.g_02204	Prat.g_01054
OG0000263	Syal.g_01720	Prat.g_00754
OG0000264	Syal.g_01788	Prat.g_00765
OG0000265	Syal.g_02534	Prat.g_00788
OG0000266	Syal.g_02421	Prat.g_00801
OG0000267	Syal.g_02043	Prat.g_00814
OG0000268	Syal.g_02042	Prat.g_00815
OG0000269	Syal.g_02409	Prat.g_01042
OG0000270	Syal.g_02412	Prat.g_01039
OG0000271	Syal.g_01871	Prat.g_01031
OG0000272	Syal.g_01872	Prat.g_01030
OG0000274	Syal.g_02455	Prat.g_01006
OG0000275	Syal.g_02458	Prat.g_01004
OG0000276	Syal.g_02467	Prat.g_00999
OG0000277	Syal.g_02468	Prat.g_00998
OG0000278	Syal.g_02471	Prat.g_00995
OG0000279	Syal.g_02479	Prat.g_00988
OG0000280	Syal.g_02493	Prat.g_00987
OG0000281	Syal.g_02190	Prat.g_00980
OG0000282	Syal.g_02284	Prat.g_00718
OG0000283	Syal.g_02028	Prat.g_00868
OG0000284	Syal.g_02023	Prat.g_00873
OG0000285	Syal.g_02012	Prat.g_00879
OG0000286	Syal.g_01992	Prat.g_00895
OG0000288	Syal.g_01919	Prat.g_00933
OG0000289	Syal.g_01904	Prat.g_00948
OG0000290	Syal.g_01826	Prat.g_00962
OG0000291	Syal.g_01824	Prat.g_00964
OG0000292	Syal.g_00089	Prat.g_01208
OG0000293	Syal.g_01631	Prat.g_01165
OG0000294	Syal.g_01632	Prat.g_01164
OG0000295	Syal.g_01687	Prat.g_01142
OG0000296	Syal.g_01689	Prat.g_01140
OG0000297	Syal.g_01702	Prat.g_01131
OG0000298	Syal.g_01703	Prat.g_01130
OG0000299	Syal.g_01732	Prat.g_01112
OG0000300	Syal.g_01738	Prat.g_01108
OG0000301	Syal.g_01739	Prat.g_01107
OG0000302	Syal.g_01740	Prat.g_01105
OG0000303	Syal.g_01763	Prat.g_01099
OG0000304	Syal.g_01756	Prat.g_00595
OG0000305	Syal.g_01821	Prat.g_01200
OG0000306	Syal.g_02579	Prat.g_00976
OG0000307	Syal.g_02880	Prat.g_01300
OG0000308	Syal.g_02878	Prat.g_01301
OG0000309	Syal.g_02873	Prat.g_01305
OG0000310	Syal.g_01537	Prat.g_01336
OG0000311	Syal.g_00061	Prat.g_01338
OG0000312	Syal.g_00031	Prat.g_01341
OG0000313	Syal.g_00381	Prat.g_01357
OG0000314	Syal.g_00416	Prat.g_01382
OG0000315	Syal.g_00426	Prat.g_01392
OG0000316	Syal.g_02987	Prat.g_01420
OG0000317	Syal.g_00583	Prat.g_01589
OG0000318	Syal.g_00588	Prat.g_01593
OG0000319	Syal.g_00608	Prat.g_01605
OG0000320	Syal.g_00610	Prat.g_01607
OG0000321	Syal.g_00611	Prat.g_01608
OG0000322	Syal.g_00612	Prat.g_01609
OG0000323	Syal.g_00626	Prat.g_01618
OG0000324	Syal.g_00656	Prat.g_01647
OG0000325	Syal.g_00195	Prat.g_01657
OG0000326	Syal.g_00202	Prat.g_01664
OG0000327	Syal.g_00230	Prat.g_01685
OG0000328	Syal.g_00231	Prat.g_01686
OG0000329	Syal.g_00249	Prat.g_01703
OG0000330	Syal.g_00250	Prat.g_01704
OG0000331	Syal.g_00251	Prat.g_01705
OG0000332	Syal.g_00266	Prat.g_01718
OG0000333	Syal.g_00269	Prat.g_01720
OG0000334	Syal.g_00279	Prat.g_01729
OG0000335	Syal.g_00284	Prat.g_01734
OG0000336	Syal.g_00288	Prat.g_01738
OG0000337	Syal.g_01343	Prat.g_01756
OG0000338	Syal.g_01345	Prat.g_01757
OG0000339	Syal.g_01351	Prat.g_01762
OG0000340	Syal.g_01434	Prat.g_01771
OG0000341	Syal.g_01436	Prat.g_01773
OG0000342	Syal.g_01437	Prat.g_01775
OG0000343	Syal.g_01441	Prat.g_01776
OG0000344	Syal.g_01445	Prat.g_01779
OG0000345	Syal.g_01455	Prat.g_01785
OG0000346	Syal.g_01460	Prat.g_01789
OG0000347	Syal.g_01525	Prat.g_01806
OG0000348	Syal.g_00170	Prat.g_01814
OG0000349	Syal.g_00148	Prat.g_01832
OG0000350	Syal.g_00209	Prat.g_01853
OG0000351	Syal.g_01175	Prat.g_01873
OG0000352	Syal.g_01176	Prat.g_01874
OG0000353	Syal.g_00095	Prat.g_01892
OG0000354	Syal.g_00116	Prat.g_00845
OG0000355	Syal.g_00098	Prat.g_00001
OG0000356	Syal.g_00099	Prat.g_00002
OG0000357	Syal.g_00100	Prat.g_00003
OG0000358	Syal.g_00104	Prat.g_00007
OG0000359	Syal.g_00106	Prat.g_00008
OG0000360	Syal.g_00107	Prat.g_00009
OG0000361	Syal.g_00108	Prat.g_00010
OG0000362	Syal.g_00110	Prat.g_00013
OG0000363	Syal.g_00112	Prat.g_00015
OG0000364	Syal.g_00113	Prat.g_00016
OG0000365	Syal.g_00122	Prat.g_00021
OG0000366	Syal.g_00123	Prat.g_00022
OG0000367	Syal.g_00124	Prat.g_00023
OG0000368	Syal.g_00126	Prat.g_00025
OG0000369	Syal.g_00127	Prat.g_00026
OG0000370	Syal.g_00128	Prat.g_00027
OG0000371	Syal.g_00135	Prat.g_00034
OG0000372	Syal.g_00141	Prat.g_00036
OG0000373	Syal.g_00142	Prat.g_00037
OG0000374	Syal.g_00143	Prat.g_00038
OG0000375	Syal.g_00144	Prat.g_00042
OG0000376	Syal.g_00146	Prat.g_00044
OG0000377	Syal.g_01061	Prat.g_00048
OG0000378	Syal.g_01027	Prat.g_00052
OG0000379	Syal.g_01024	Prat.g_00055
OG0000380	Syal.g_00749	Prat.g_00062
OG0000381	Syal.g_00752	Prat.g_00067
OG0000382	Syal.g_00770	Prat.g_00079
OG0000383	Syal.g_00775	Prat.g_00081
OG0000384	Syal.g_00776	Prat.g_00082
OG0000385	Syal.g_00777	Prat.g_00083
OG0000386	Syal.g_00778	Prat.g_00084
OG0000387	Syal.g_00811	Prat.g_00096
OG0000388	Syal.g_00815	Prat.g_00100
OG0000389	Syal.g_00819	Prat.g_00103
OG0000390	Syal.g_00835	Prat.g_00112
OG0000391	Syal.g_00840	Prat.g_00115
OG0000392	Syal.g_00846	Prat.g_00118
OG0000393	Syal.g_00849	Prat.g_00122
OG0000394	Syal.g_00850	Prat.g_00123
OG0000395	Syal.g_00851	Prat.g_00124
OG0000396	Syal.g_00854	Prat.g_00126
OG0000397	Syal.g_00857	Prat.g_00128
OG0000398	Syal.g_00862	Prat.g_00131
OG0000399	Syal.g_00863	Prat.g_00132
OG0000400	Syal.g_00864	Prat.g_00133
OG0000401	Syal.g_00865	Prat.g_00134
OG0000402	Syal.g_00867	Prat.g_00601
OG0000403	Syal.g_00868	Prat.g_00136
OG0000404	Syal.g_00870	Prat.g_00137
OG0000405	Syal.g_00883	Prat.g_00141
OG0000406	Syal.g_00888	Prat.g_00146
OG0000407	Syal.g_00889	Prat.g_00147
OG0000408	Syal.g_00891	Prat.g_00149
OG0000409	Syal.g_00893	Prat.g_00151
OG0000410	Syal.g_00894	Prat.g_00152
OG0000411	Syal.g_00895	Prat.g_00153
OG0000412	Syal.g_00896	Prat.g_00154
OG0000413	Syal.g_00898	Prat.g_00156
OG0000414	Syal.g_00899	Prat.g_00157
OG0000415	Syal.g_00900	Prat.g_00158
OG0000416	Syal.g_00901	Prat.g_00159
OG0000417	Syal.g_00902	Prat.g_00160
OG0000418	Syal.g_00907	Prat.g_00165
OG0000419	Syal.g_00909	Prat.g_00167
OG0000420	Syal.g_00911	Prat.g_00169
OG0000421	Syal.g_00916	Prat.g_00174
OG0000422	Syal.g_00917	Prat.g_00175
OG0000423	Syal.g_00918	Prat.g_00176
OG0000424	Syal.g_00919	Prat.g_00177
OG0000425	Syal.g_00920	Prat.g_00178
OG0000426	Syal.g_00921	Prat.g_00179
OG0000427	Syal.g_00922	Prat.g_00180
OG0000428	Syal.g_00925	Prat.g_00182
OG0000429	Syal.g_00929	Prat.g_00183
OG0000430	Syal.g_00931	Prat.g_00184
OG0000431	Syal.g_00934	Prat.g_00186
OG0000432	Syal.g_00940	Prat.g_00190
OG0000433	Syal.g_00943	Prat.g_00191
OG0000434	Syal.g_00944	Prat.g_00192
OG0000435	Syal.g_00946	Prat.g_00193
OG0000436	Syal.g_00953	Prat.g_00198
OG0000437	Syal.g_00954	Prat.g_00199
OG0000438	Syal.g_00955	Prat.g_00200
OG0000439	Syal.g_00957	Prat.g_00202
OG0000440	Syal.g_00958	Prat.g_00203
OG0000441	Syal.g_00962	Prat.g_00206
OG0000442	Syal.g_00964	Prat.g_00207
OG0000443	Syal.g_00966	Prat.g_00208
OG0000444	Syal.g_00978	Prat.g_00213
OG0000445	Syal.g_00979	Prat.g_00214
OG0000446	Syal.g_00981	Prat.g_00215
OG0000447	Syal.g_00989	Prat.g_00216
OG0000448	Syal.g_00990	Prat.g_00217
OG0000449	Syal.g_00991	Prat.g_00218
OG0000450	Syal.g_00997	Prat.g_00219
OG0000451	Syal.g_00998	Prat.g_00220
OG0000452	Syal.g_01002	Prat.g_00223
OG0000453	Syal.g_01003	Prat.g_00224
OG0000454	Syal.g_01004	Prat.g_00225
OG0000455	Syal.g_01005	Prat.g_00226
OG0000456	Syal.g_01006	Prat.g_00227
OG0000457	Syal.g_01008	Prat.g_00229
OG0000458	Syal.g_01009	Prat.g_00230
OG0000459	Syal.g_01010	Prat.g_00231
OG0000460	Syal.g_00686	Prat.g_00240
OG0000461	Syal.g_01199	Prat.g_00249
OG0000462	Syal.g_01202	Prat.g_00250
OG0000463	Syal.g_01203	Prat.g_00251
OG0000464	Syal.g_01204	Prat.g_00252
OG0000465	Syal.g_01205	Prat.g_00253
OG0000466	Syal.g_01210	Prat.g_00256
OG0000467	Syal.g_01212	Prat.g_00257
OG0000468	Syal.g_01225	Prat.g_00260
OG0000469	Syal.g_01240	Prat.g_00269
OG0000470	Syal.g_01242	Prat.g_00271
OG0000471	Syal.g_01243	Prat.g_00272
OG0000472	Syal.g_01245	Prat.g_00273
OG0000473	Syal.g_01247	Prat.g_00275
OG0000474	Syal.g_01248	Prat.g_00276
OG0000475	Syal.g_01249	Prat.g_00277
OG0000476	Syal.g_01251	Prat.g_00279
OG0000477	Syal.g_01257	Prat.g_00282
OG0000478	Syal.g_01258	Prat.g_00283
OG0000479	Syal.g_01259	Prat.g_00284
OG0000480	Syal.g_01266	Prat.g_00290
OG0000481	Syal.g_01268	Prat.g_00292
OG0000482	Syal.g_01269	Prat.g_00293
OG0000483	Syal.g_01273	Prat.g_00296
OG0000484	Syal.g_01274	Prat.g_00297
OG0000485	Syal.g_01275	Prat.g_00298
OG0000486	Syal.g_01276	Prat.g_00299
OG0000487	Syal.g_01282	Prat.g_00303
OG0000488	Syal.g_01286	Prat.g_00306
OG0000489	Syal.g_01298	Prat.g_00311
OG0000490	Syal.g_01307	Prat.g_00315
OG0000491	Syal.g_01308	Prat.g_00316
OG0000492	Syal.g_01310	Prat.g_00318
OG0000493	Syal.g_01311	Prat.g_00319
OG0000494	Syal.g_01312	Prat.g_00320
OG0000495	Syal.g_01313	Prat.g_00321
OG0000496	Syal.g_01314	Prat.g_00322
OG0000497	Syal.g_01315	Prat.g_00323
OG0000498	Syal.g_01316	Prat.g_00324
OG0000499	Syal.g_01317	Prat.g_00325
OG0000500	Syal.g_01318	Prat.g_00326
OG0000501	Syal.g_01321	Prat.g_00328
OG0000502	Syal.g_01328	Prat.g_00331
OG0000503	Syal.g_00347	Prat.g_00348
OG0000504	Syal.g_00349	Prat.g_00350
OG0000505	Syal.g_00350	Prat.g_00351
OG0000506	Syal.g_00352	Prat.g_00352
OG0000507	Syal.g_00358	Prat.g_00355
OG0000508	Syal.g_00362	Prat.g_00359
OG0000509	Syal.g_00364	Prat.g_00361
OG0000510	Syal.g_00365	Prat.g_00362
OG0000511	Syal.g_00366	Prat.g_00363
OG0000512	Syal.g_00368	Prat.g_00365
OG0000513	Syal.g_00551	Prat.g_00373
OG0000514	Syal.g_00539	Prat.g_00390
OG0000515	Syal.g_00538	Prat.g_00391
OG0000516	Syal.g_00534	Prat.g_00392
OG0000517	Syal.g_00526	Prat.g_00395
OG0000518	Syal.g_00514	Prat.g_00407
OG0000519	Syal.g_00513	Prat.g_00408
OG0000520	Syal.g_00512	Prat.g_00410
OG0000521	Syal.g_00502	Prat.g_00415
OG0000522	Syal.g_00500	Prat.g_00417
OG0000523	Syal.g_00499	Prat.g_00418
OG0000524	Syal.g_00491	Prat.g_00424
OG0000525	Syal.g_00473	Prat.g_00428
OG0000526	Syal.g_00471	Prat.g_00429
OG0000527	Syal.g_00465	Prat.g_00432
OG0000528	Syal.g_02893	Prat.g_00438
OG0000529	Syal.g_02898	Prat.g_00441
OG0000530	Syal.g_02901	Prat.g_00444
OG0000531	Syal.g_02902	Prat.g_00445
OG0000532	Syal.g_02905	Prat.g_00447
OG0000533	Syal.g_02907	Prat.g_00448
OG0000534	Syal.g_02908	Prat.g_00449
OG0000535	Syal.g_02909	Prat.g_00450
OG0000536	Syal.g_02910	Prat.g_00451
OG0000537	Syal.g_02911	Prat.g_00453
OG0000538	Syal.g_02923	Prat.g_00463
OG0000539	Syal.g_02924	Prat.g_00464
OG0000540	Syal.g_02925	Prat.g_00465
OG0000541	Syal.g_02926	Prat.g_00466
OG0000542	Syal.g_02929	Prat.g_00468
OG0000543	Syal.g_02931	Prat.g_00470
OG0000544	Syal.g_02932	Prat.g_00471
OG0000545	Syal.g_02934	Prat.g_00473
OG0000546	Syal.g_02936	Prat.g_00476
OG0000547	Syal.g_02938	Prat.g_00478
OG0000548	Syal.g_02939	Prat.g_00479
OG0000549	Syal.g_02945	Prat.g_00482
OG0000550	Syal.g_02949	Prat.g_00486
OG0000551	Syal.g_02953	Prat.g_00489
OG0000552	Syal.g_02954	Prat.g_00490
OG0000553	Syal.g_02843	Prat.g_00491
OG0000554	Syal.g_02837	Prat.g_00496
OG0000555	Syal.g_02823	Prat.g_00503
OG0000556	Syal.g_02819	Prat.g_00505
OG0000557	Syal.g_02816	Prat.g_00506
OG0000558	Syal.g_02814	Prat.g_00508
OG0000559	Syal.g_02305, Syal.g_02810	Prat.g_00512
OG0000560	Syal.g_02807	Prat.g_00516
OG0000561	Syal.g_02806	Prat.g_00517
OG0000562	Syal.g_02805	Prat.g_00518
OG0000563	Syal.g_02804	Prat.g_00519
OG0000564	Syal.g_02803	Prat.g_00520
OG0000565	Syal.g_02799	Prat.g_00523
OG0000566	Syal.g_02795	Prat.g_00527
OG0000567	Syal.g_02791	Prat.g_00531
OG0000568	Syal.g_02789	Prat.g_00532
OG0000569	Syal.g_02788	Prat.g_00533
OG0000570	Syal.g_02787	Prat.g_00534
OG0000571	Syal.g_02784	Prat.g_00537
OG0000572	Syal.g_02767	Prat.g_00549
OG0000573	Syal.g_02759	Prat.g_00554
OG0000574	Syal.g_02758	Prat.g_00555
OG0000575	Syal.g_02753	Prat.g_00559
OG0000576	Syal.g_02751	Prat.g_00561
OG0000577	Syal.g_02750	Prat.g_00562
OG0000578	Syal.g_02749	Prat.g_00563
OG0000579	Syal.g_02748	Prat.g_00564
OG0000580	Syal.g_02747	Prat.g_00565
OG0000581	Syal.g_02741	Prat.g_00568
OG0000582	Syal.g_02736	Prat.g_00571
OG0000583	Syal.g_02735	Prat.g_00572
OG0000584	Syal.g_02734	Prat.g_00573
