Orthogroup	Syal	Prar
OG0000160	Syal.g_00372	Prar.g_00338
OG0000161	Syal.g_00384	Prar.g_00840
OG0000162	Syal.g_00396	Prar.g_00834
OG0000163	Syal.g_02971	Prar.g_00800
OG0000164	Syal.g_00623	Prar.g_01964
OG0000165	Syal.g_00632	Prar.g_01971
OG0000166	Syal.g_00236	Prar.g_01063
OG0000167	Syal.g_01347	Prar.g_00627
OG0000168	Syal.g_01433	Prar.g_00637
OG0000169	Syal.g_01447	Prar.g_00647
OG0000170	Syal.g_01454	Prar.g_00649
OG0000171	Syal.g_01518	Prar.g_00667
OG0000172	Syal.g_00174, Syal.g_00173	Prar.g_00675
OG0000173	Syal.g_00155	Prar.g_00690
OG0000174	Syal.g_01121	Prar.g_00068
OG0000175	Syal.g_01172	Prar.g_00058
OG0000176	Syal.g_00101	Prar.g_00034
OG0000177	Syal.g_00102	Prar.g_00033
OG0000178	Syal.g_00103	Prar.g_00032
OG0000179	Syal.g_00118	Prar.g_00022
OG0000180	Syal.g_00119	Prar.g_00021
OG0000181	Syal.g_00120	Prar.g_00020
OG0000182	Syal.g_00121	Prar.g_00019
OG0000183	Syal.g_00125	Prar.g_00015
OG0000184	Syal.g_01050	Prar.g_00573
OG0000185	Syal.g_01025	Prar.g_00570
OG0000186	Syal.g_02684, Syal.g_00747	Prar.g_00554
OG0000187	Syal.g_02685, Syal.g_00748	Prar.g_00553
OG0000188	Syal.g_00771	Prar.g_00246
OG0000189	Syal.g_00807	Prar.g_00232
OG0000190	Syal.g_01364	Prar.g_00231
OG0000191	Syal.g_00841	Prar.g_00211
OG0000192	Syal.g_00847	Prar.g_00207
OG0000193	Syal.g_00887	Prar.g_00181
OG0000194	Syal.g_00890	Prar.g_00178
OG0000195	Syal.g_00892	Prar.g_00176
OG0000196	Syal.g_00903	Prar.g_00166
OG0000197	Syal.g_00904	Prar.g_00165
OG0000198	Syal.g_00905	Prar.g_00164
OG0000199	Syal.g_00913	Prar.g_00157
OG0000200	Syal.g_00932	Prar.g_00143
OG0000201	Syal.g_00949	Prar.g_00135
OG0000202	Syal.g_00950	Prar.g_00134
OG0000203	Syal.g_00951	Prar.g_00133
OG0000204	Syal.g_00952	Prar.g_00132
OG0000205	Syal.g_00959	Prar.g_00125
OG0000206	Syal.g_00971	Prar.g_00120
OG0000207	Syal.g_00974	Prar.g_00118
OG0000208	Syal.g_00975	Prar.g_00117
OG0000209	Syal.g_01000	Prar.g_00108
OG0000210	Syal.g_01001	Prar.g_00107
OG0000212	Syal.g_00679	Prar.g_00087
OG0000213	Syal.g_01229	Prar.g_00330
OG0000214	Syal.g_01246	Prar.g_00320
OG0000215	Syal.g_01277	Prar.g_00295
OG0000216	Syal.g_01281	Prar.g_00293
OG0000217	Syal.g_01285	Prar.g_01154, Prar.g_00290
OG0000218	Syal.g_01287	Prar.g_00288
OG0000219	Syal.g_01288	Prar.g_00287
OG0000220	Syal.g_01289	Prar.g_00286
OG0000221	Syal.g_01297	Prar.g_00285
OG0000222	Syal.g_01309	Prar.g_00277
OG0000223	Syal.g_01327	Prar.g_00264
OG0000224	Syal.g_01329	Prar.g_00262
OG0000225	Syal.g_00363	Prar.g_00406
OG0000226	Syal.g_00367	Prar.g_00410
OG0000227	Syal.g_00369	Prar.g_00412
OG0000228	Syal.g_00556	Prar.g_00415
OG0000229	Syal.g_00525	Prar.g_00484
OG0000230	Syal.g_00523	Prar.g_00486
OG0000231	Syal.g_00510	Prar.g_00497
OG0000232	Syal.g_00495	Prar.g_00506
OG0000233	Syal.g_00487	Prar.g_00512
OG0000234	Syal.g_00461	Prar.g_00526
OG0000235	Syal.g_02896	Prar.g_00529
OG0000236	Syal.g_02912	Prar.g_00543
OG0000237	Syal.g_02930	Prar.g_01337
OG0000238	Syal.g_02935	Prar.g_01343
OG0000239	Syal.g_02951	Prar.g_01355
OG0000240	Syal.g_02952	Prar.g_01356
OG0000241	Syal.g_02696	Prar.g_01360
OG0000242	Syal.g_02840	Prar.g_01362
OG0000243	Syal.g_02822	Prar.g_01373
OG0000244	Syal.g_02815	Prar.g_01376
OG0000245	Syal.g_02813	Prar.g_01378
OG0000246	Syal.g_02809	Prar.g_01382
OG0000247	Syal.g_02797	Prar.g_01392
OG0000248	Syal.g_02794	Prar.g_01394
OG0000249	Syal.g_02792	Prar.g_01396
OG0000250	Syal.g_02786	Prar.g_01401
OG0000251	Syal.g_02760	Prar.g_01420
OG0000252	Syal.g_02757	Prar.g_01424
OG0000253	Syal.g_02755	Prar.g_01425
OG0000254	Syal.g_02732	Prar.g_01441
OG0000255	Syal.g_02719	Prar.g_01447
OG0000256	Syal.g_02705	Prar.g_01457
OG0000257	Syal.g_02697	Prar.g_01460
OG0000258	Syal.g_02623	Prar.g_01473
OG0000259	Syal.g_02182	Prar.g_01490
OG0000260	Syal.g_02188	Prar.g_01493
OG0000261	Syal.g_02199	Prar.g_01495
OG0000262	Syal.g_02204	Prar.g_01499
OG0000263	Syal.g_01720	Prar.g_01511
OG0000264	Syal.g_01788	Prar.g_01521
OG0000265	Syal.g_02534	Prar.g_01599
OG0000266	Syal.g_02421	Prar.g_01609
OG0000267	Syal.g_02043	Prar.g_01620
OG0000268	Syal.g_02042	Prar.g_01621
OG0000269	Syal.g_02409	Prar.g_01679
OG0000270	Syal.g_02412	Prar.g_01682
OG0000271	Syal.g_01871	Prar.g_01690
OG0000272	Syal.g_01872	Prar.g_01691
OG0000274	Syal.g_02455	Prar.g_01715
OG0000275	Syal.g_02458	Prar.g_01717
OG0000276	Syal.g_02467	Prar.g_01722
OG0000277	Syal.g_02468	Prar.g_01723
OG0000278	Syal.g_02471	Prar.g_01726
OG0000279	Syal.g_02479	Prar.g_01733
OG0000280	Syal.g_02493	Prar.g_01734
OG0000281	Syal.g_02190	Prar.g_01740
OG0000282	Syal.g_02284	Prar.g_01778
OG0000283	Syal.g_02028	Prar.g_01810
OG0000284	Syal.g_02023	Prar.g_01815
OG0000285	Syal.g_02012	Prar.g_01820
OG0000286	Syal.g_01992	Prar.g_01832
OG0000288	Syal.g_01919	Prar.g_01877
OG0000289	Syal.g_01904	Prar.g_01888
OG0000290	Syal.g_01826	Prar.g_01901
OG0000291	Syal.g_01824	Prar.g_01903
OG0000292	Syal.g_00089	Prar.g_01953
OG0000293	Syal.g_01631	Prar.g_01272
OG0000294	Syal.g_01632	Prar.g_01271
OG0000295	Syal.g_01687	Prar.g_01251
OG0000296	Syal.g_01689	Prar.g_01249
OG0000297	Syal.g_01702	Prar.g_01241
OG0000298	Syal.g_01703	Prar.g_01240
OG0000299	Syal.g_01732	Prar.g_01223
OG0000300	Syal.g_01738	Prar.g_01220
OG0000301	Syal.g_01739	Prar.g_01219
OG0000302	Syal.g_01740	Prar.g_01217
OG0000303	Syal.g_01763	Prar.g_01210
OG0000304	Syal.g_01756	Prar.g_01206
OG0000305	Syal.g_01821	Prar.g_00919
OG0000306	Syal.g_02579	Prar.g_00916
OG0000307	Syal.g_02880	Prar.g_00902
OG0000308	Syal.g_02878	Prar.g_00901
OG0000309	Syal.g_02873	Prar.g_00897
OG0000310	Syal.g_01537	Prar.g_00354
OG0000311	Syal.g_00061	Prar.g_00352
OG0000312	Syal.g_00031	Prar.g_00349
OG0000313	Syal.g_00381	Prar.g_00335
OG0000314	Syal.g_00416	Prar.g_00820
OG0000315	Syal.g_00426	Prar.g_00810
OG0000316	Syal.g_02987	Prar.g_00790
OG0000317	Syal.g_00583	Prar.g_01145
OG0000318	Syal.g_00588	Prar.g_01142
OG0000319	Syal.g_00608	Prar.g_01129
OG0000320	Syal.g_00610	Prar.g_01127
OG0000321	Syal.g_00611	Prar.g_01126
OG0000322	Syal.g_00612	Prar.g_01125
OG0000323	Syal.g_00626	Prar.g_01967
OG0000324	Syal.g_00656	Prar.g_00609
OG0000325	Syal.g_00195	Prar.g_01113
OG0000326	Syal.g_00202	Prar.g_01107
OG0000327	Syal.g_00230	Prar.g_01068
OG0000328	Syal.g_00231	Prar.g_01067
OG0000329	Syal.g_00249	Prar.g_01050
OG0000330	Syal.g_00250	Prar.g_01049
OG0000331	Syal.g_00251	Prar.g_01048
OG0000332	Syal.g_00266	Prar.g_01034
OG0000333	Syal.g_00269	Prar.g_01032
OG0000334	Syal.g_00279	Prar.g_01024
OG0000335	Syal.g_00284	Prar.g_01020
OG0000336	Syal.g_00288	Prar.g_01016
OG0000337	Syal.g_01343	Prar.g_00625
OG0000338	Syal.g_01345	Prar.g_00626
OG0000339	Syal.g_01351	Prar.g_00630
OG0000340	Syal.g_01434	Prar.g_00638
OG0000341	Syal.g_01436	Prar.g_00640
OG0000342	Syal.g_01437	Prar.g_00641
OG0000343	Syal.g_01441	Prar.g_00642
OG0000344	Syal.g_01445	Prar.g_00645
OG0000345	Syal.g_01455	Prar.g_00650
OG0000346	Syal.g_01460	Prar.g_00654
OG0000347	Syal.g_01525	Prar.g_00669
OG0000348	Syal.g_00170	Prar.g_00678
OG0000349	Syal.g_00148	Prar.g_00695
OG0000350	Syal.g_00209	Prar.g_00072
OG0000351	Syal.g_01175	Prar.g_00055
OG0000352	Syal.g_01176	Prar.g_00054
OG0000353	Syal.g_00095	Prar.g_00039
OG0000355	Syal.g_00098	Prar.g_00037
OG0000356	Syal.g_00099	Prar.g_00036
OG0000357	Syal.g_00100	Prar.g_00035
OG0000358	Syal.g_00104	Prar.g_00031
OG0000359	Syal.g_00106	Prar.g_00030
OG0000360	Syal.g_00107	Prar.g_00029
OG0000361	Syal.g_00108	Prar.g_00028
OG0000362	Syal.g_00110	Prar.g_00026
OG0000363	Syal.g_00112	Prar.g_00024
OG0000364	Syal.g_00113	Prar.g_00023
OG0000365	Syal.g_00122	Prar.g_00018
OG0000366	Syal.g_00123	Prar.g_00017
OG0000367	Syal.g_00124	Prar.g_00016
OG0000368	Syal.g_00126	Prar.g_00014
OG0000369	Syal.g_00127	Prar.g_00013
OG0000370	Syal.g_00128	Prar.g_00012
OG0000371	Syal.g_00135	Prar.g_00006
OG0000372	Syal.g_00141	Prar.g_00002
OG0000373	Syal.g_00142	Prar.g_00001
OG0000374	Syal.g_00143	Prar.g_00594
OG0000375	Syal.g_00144	Prar.g_00580
OG0000376	Syal.g_00146	Prar.g_00578
OG0000377	Syal.g_01061	Prar.g_00574
OG0000378	Syal.g_01027	Prar.g_00572
OG0000379	Syal.g_01024	Prar.g_00569
OG0000380	Syal.g_00749	Prar.g_00552
OG0000381	Syal.g_00752	Prar.g_00548
OG0000382	Syal.g_00770	Prar.g_00247
OG0000383	Syal.g_00775	Prar.g_00245
OG0000384	Syal.g_00776	Prar.g_00244
OG0000385	Syal.g_00777	Prar.g_00243
OG0000386	Syal.g_00778	Prar.g_00242
OG0000387	Syal.g_00811	Prar.g_00229
OG0000388	Syal.g_00815	Prar.g_00226
OG0000389	Syal.g_00819	Prar.g_00222
OG0000390	Syal.g_00835	Prar.g_00215
OG0000391	Syal.g_00840	Prar.g_00212
OG0000392	Syal.g_00846	Prar.g_00208
OG0000393	Syal.g_00849	Prar.g_00206
OG0000394	Syal.g_00850	Prar.g_00205
OG0000395	Syal.g_00851	Prar.g_00204
OG0000396	Syal.g_00854	Prar.g_00201
OG0000397	Syal.g_00857	Prar.g_00199
OG0000398	Syal.g_00862	Prar.g_00197
OG0000399	Syal.g_00863	Prar.g_00196
OG0000400	Syal.g_00864	Prar.g_00195
OG0000401	Syal.g_00865	Prar.g_00194
OG0000402	Syal.g_00867	Prar.g_00192
OG0000403	Syal.g_00868	Prar.g_00191
OG0000404	Syal.g_00870	Prar.g_00190
OG0000405	Syal.g_00883	Prar.g_00186
OG0000406	Syal.g_00888	Prar.g_00180
OG0000407	Syal.g_00889	Prar.g_00179
OG0000408	Syal.g_00891	Prar.g_00177
OG0000409	Syal.g_00893	Prar.g_00175
OG0000410	Syal.g_00894	Prar.g_00174
OG0000411	Syal.g_00895	Prar.g_00173
OG0000412	Syal.g_00896	Prar.g_00172
OG0000413	Syal.g_00898	Prar.g_00171
OG0000414	Syal.g_00899	Prar.g_01569, Prar.g_00170
OG0000415	Syal.g_00900	Prar.g_00169
OG0000416	Syal.g_00901	Prar.g_00168
OG0000417	Syal.g_00902	Prar.g_00167
OG0000418	Syal.g_00907	Prar.g_00162
OG0000419	Syal.g_00909	Prar.g_00160
OG0000420	Syal.g_00911	Prar.g_00159
OG0000421	Syal.g_00916	Prar.g_00154
OG0000422	Syal.g_00917	Prar.g_00153
OG0000423	Syal.g_00918	Prar.g_00152
OG0000424	Syal.g_00919	Prar.g_00151
OG0000425	Syal.g_00920	Prar.g_00150
OG0000426	Syal.g_00921	Prar.g_00149
OG0000427	Syal.g_00922	Prar.g_00148
OG0000428	Syal.g_00925	Prar.g_00146
OG0000429	Syal.g_00929	Prar.g_00145
OG0000430	Syal.g_00931	Prar.g_00144
OG0000431	Syal.g_00934	Prar.g_00142
OG0000432	Syal.g_00940	Prar.g_00139
OG0000433	Syal.g_00943	Prar.g_00138
OG0000434	Syal.g_00944	Prar.g_00137
OG0000435	Syal.g_00946	Prar.g_00136
OG0000436	Syal.g_00953	Prar.g_00131
OG0000437	Syal.g_00954	Prar.g_00130
OG0000438	Syal.g_00955	Prar.g_00129
OG0000439	Syal.g_00957	Prar.g_00127
OG0000440	Syal.g_00958	Prar.g_00126
OG0000441	Syal.g_00962	Prar.g_00123
OG0000442	Syal.g_00964	Prar.g_00122
OG0000443	Syal.g_00966	Prar.g_00121
OG0000444	Syal.g_00978	Prar.g_00116
OG0000445	Syal.g_00979	Prar.g_00115
OG0000446	Syal.g_00981	Prar.g_00114
OG0000447	Syal.g_00989	Prar.g_00113
OG0000448	Syal.g_00990	Prar.g_00112
OG0000449	Syal.g_00991	Prar.g_00111
OG0000450	Syal.g_00997	Prar.g_00110
OG0000451	Syal.g_00998	Prar.g_00109
OG0000452	Syal.g_01002	Prar.g_00106
OG0000453	Syal.g_01003	Prar.g_00105
OG0000454	Syal.g_01004	Prar.g_00104
OG0000455	Syal.g_01005	Prar.g_00103
OG0000456	Syal.g_01006	Prar.g_00102
OG0000457	Syal.g_01008	Prar.g_00101
OG0000458	Syal.g_01009	Prar.g_00100
OG0000459	Syal.g_01010	Prar.g_00099
OG0000460	Syal.g_00686	Prar.g_00092
OG0000461	Syal.g_01199	Prar.g_00085
OG0000462	Syal.g_01202	Prar.g_00083
OG0000463	Syal.g_01203	Prar.g_00082
OG0000464	Syal.g_01204	Prar.g_00081
OG0000465	Syal.g_01205	Prar.g_00080
OG0000466	Syal.g_01210	Prar.g_00077
OG0000467	Syal.g_01212	Prar.g_00076
OG0000468	Syal.g_01225	Prar.g_00334
OG0000469	Syal.g_01240	Prar.g_00325
OG0000470	Syal.g_01242	Prar.g_00323
OG0000471	Syal.g_01243	Prar.g_00322
OG0000472	Syal.g_01245	Prar.g_00321
OG0000473	Syal.g_01247	Prar.g_00319
OG0000474	Syal.g_01248	Prar.g_00318
OG0000475	Syal.g_01249	Prar.g_00317
OG0000476	Syal.g_01251	Prar.g_00316
OG0000477	Syal.g_01257	Prar.g_00312
OG0000478	Syal.g_01258	Prar.g_00311
OG0000479	Syal.g_01259	Prar.g_00310
OG0000480	Syal.g_01266	Prar.g_00305
OG0000481	Syal.g_01268	Prar.g_00303
OG0000482	Syal.g_01269	Prar.g_00302
OG0000483	Syal.g_01273	Prar.g_00299
OG0000484	Syal.g_01274	Prar.g_00298
OG0000485	Syal.g_01275	Prar.g_00297
OG0000486	Syal.g_01276	Prar.g_00296
OG0000487	Syal.g_01282	Prar.g_00292
OG0000488	Syal.g_01286	Prar.g_00289
OG0000489	Syal.g_01298	Prar.g_00284
OG0000490	Syal.g_01307	Prar.g_00279
OG0000491	Syal.g_01308	Prar.g_00278
OG0000492	Syal.g_01310	Prar.g_00276
OG0000493	Syal.g_01311	Prar.g_00275
OG0000494	Syal.g_01312	Prar.g_00274
OG0000495	Syal.g_01313	Prar.g_00273
OG0000496	Syal.g_01314	Prar.g_00272
OG0000497	Syal.g_01315	Prar.g_00271
OG0000498	Syal.g_01316	Prar.g_00270
OG0000499	Syal.g_01317	Prar.g_00269
OG0000500	Syal.g_01318	Prar.g_00268
OG0000501	Syal.g_01321	Prar.g_00266
OG0000502	Syal.g_01328	Prar.g_00263
OG0000503	Syal.g_00347	Prar.g_00394
OG0000504	Syal.g_00349	Prar.g_00395
OG0000505	Syal.g_00350	Prar.g_00396
OG0000506	Syal.g_00352	Prar.g_00398
OG0000507	Syal.g_00358	Prar.g_00401
OG0000508	Syal.g_00362	Prar.g_00405
OG0000509	Syal.g_00364	Prar.g_00407
OG0000510	Syal.g_00365	Prar.g_00408
OG0000511	Syal.g_00366	Prar.g_00409
OG0000512	Syal.g_00368	Prar.g_00411
OG0000513	Syal.g_00551	Prar.g_00418
OG0000514	Syal.g_00539	Prar.g_00479
OG0000515	Syal.g_00538	Prar.g_00480
OG0000516	Syal.g_00534	Prar.g_00481
OG0000517	Syal.g_00526	Prar.g_00483
OG0000518	Syal.g_00514	Prar.g_00494
OG0000519	Syal.g_00513	Prar.g_00495
OG0000520	Syal.g_00512	Prar.g_00496
OG0000521	Syal.g_00502	Prar.g_00501
OG0000522	Syal.g_00500	Prar.g_00503
OG0000523	Syal.g_00499	Prar.g_00504
OG0000524	Syal.g_00491	Prar.g_00510
OG0000525	Syal.g_00473	Prar.g_00513
OG0000526	Syal.g_00471	Prar.g_00514
OG0000527	Syal.g_00465	Prar.g_00523
OG0000528	Syal.g_02893	Prar.g_00528
OG0000529	Syal.g_02898	Prar.g_00531
OG0000530	Syal.g_02901	Prar.g_00534
OG0000531	Syal.g_02902	Prar.g_00535
OG0000532	Syal.g_02905	Prar.g_00537
OG0000533	Syal.g_02907	Prar.g_00538
OG0000534	Syal.g_02908	Prar.g_00539
OG0000535	Syal.g_02909	Prar.g_00540
OG0000536	Syal.g_02910	Prar.g_00541
OG0000537	Syal.g_02911	Prar.g_00542
OG0000538	Syal.g_02923	Prar.g_01331
OG0000539	Syal.g_02924	Prar.g_01332
OG0000540	Syal.g_02925	Prar.g_01333
OG0000541	Syal.g_02926	Prar.g_01334
OG0000542	Syal.g_02929	Prar.g_01336
OG0000543	Syal.g_02931	Prar.g_01338
OG0000544	Syal.g_02932	Prar.g_01339
OG0000545	Syal.g_02934	Prar.g_01341
OG0000546	Syal.g_02936	Prar.g_01344
OG0000547	Syal.g_02938	Prar.g_01345
OG0000548	Syal.g_02939	Prar.g_01346
OG0000549	Syal.g_02945	Prar.g_01348
OG0000550	Syal.g_02949	Prar.g_01353
OG0000551	Syal.g_02953	Prar.g_01357
OG0000552	Syal.g_02954	Prar.g_01358
OG0000553	Syal.g_02843	Prar.g_01359
OG0000554	Syal.g_02837	Prar.g_01364
OG0000555	Syal.g_02823	Prar.g_01372
OG0000556	Syal.g_02819	Prar.g_01374
OG0000557	Syal.g_02816	Prar.g_01375
OG0000558	Syal.g_02814	Prar.g_01377
OG0000559	Syal.g_02305, Syal.g_02810	Prar.g_01381
OG0000560	Syal.g_02807	Prar.g_01384
OG0000561	Syal.g_02806	Prar.g_01385
OG0000562	Syal.g_02805	Prar.g_01386
OG0000563	Syal.g_02804	Prar.g_01387
OG0000564	Syal.g_02803	Prar.g_01388
OG0000565	Syal.g_02799	Prar.g_01391
OG0000566	Syal.g_02795	Prar.g_01393
OG0000567	Syal.g_02791	Prar.g_01397
OG0000568	Syal.g_02789	Prar.g_01398
OG0000569	Syal.g_02788	Prar.g_01399
OG0000570	Syal.g_02787	Prar.g_01400
OG0000571	Syal.g_02784	Prar.g_01402
OG0000572	Syal.g_02767	Prar.g_01415
OG0000573	Syal.g_02759	Prar.g_01422
OG0000574	Syal.g_02758	Prar.g_01423
OG0000575	Syal.g_02753	Prar.g_01427
OG0000576	Syal.g_02751	Prar.g_01429
OG0000577	Syal.g_02750	Prar.g_01430
OG0000578	Syal.g_02749	Prar.g_01431
OG0000579	Syal.g_02748	Prar.g_01432
OG0000580	Syal.g_02747	Prar.g_01433
OG0000581	Syal.g_02741	Prar.g_01435
OG0000582	Syal.g_02736	Prar.g_01438
OG0000583	Syal.g_02735	Prar.g_01439
OG0000584	Syal.g_02734	Prar.g_01440
OG0000585	Syal.g_02731	Prar.g_01442
OG0000586	Syal.g_02730	Prar.g_01443
OG0000587	Syal.g_02728	Prar.g_01444
OG0000588	Syal.g_02717	Prar.g_01448
OG0000589	Syal.g_02714	Prar.g_01451
