Orthogroup	Syal	Prbf
OG0000065	Syal.g_00820, Syal.g_02528	Prbf.g_01435
OG0000066	Syal.g_02828	Prbf.g_01820, Prbf.g_00781
OG0000067	Syal.g_02414	Prbf.g_01245
OG0000068	Syal.g_02888	Prbf.g_00095
OG0000070	Syal.g_00509	Prbf.g_01734
OG0000071	Syal.g_01601	Prbf.g_00026
OG0000072	Syal.g_00914	Prbf.g_01505
OG0000073	Syal.g_02920	Prbf.g_01783
OG0000075	Syal.g_01350	Prbf.g_00522
OG0000076	Syal.g_01459	Prbf.g_00496
OG0000077	Syal.g_00763	Prbf.g_01405
OG0000078	Syal.g_00680	Prbf.g_01578
OG0000079	Syal.g_01213	Prbf.g_01591
OG0000080	Syal.g_01394	Prbf.g_00129, Prbf.g_00131
OG0000081	Syal.g_02555	Prbf.g_01812
OG0000082	Syal.g_02769	Prbf.g_01867, Prbf.g_00704
OG0000084	Syal.g_00023	Prbf.g_00154
OG0000085	Syal.g_00575	Prbf.g_00701, Prbf.g_00822
OG0000086	Syal.g_00784	Prbf.g_01414
OG0000087	Syal.g_00871	Prbf.g_01469
OG0000088	Syal.g_00908	Prbf.g_01500
OG0000089	Syal.g_00555	Prbf.g_01701
OG0000090	Syal.g_02838	Prbf.g_01814
OG0000091	Syal.g_02628	Prbf.g_00990
OG0000092	Syal.g_00470	Prbf.g_01315
OG0000097	Syal.g_01735, Syal.g_01553	Prbf.g_00964
OG0000098	Syal.g_02196	Prbf.g_00071
OG0000099	Syal.g_01323	Prbf.g_00118
OG0000100	Syal.g_02448	Prbf.g_00236
OG0000101	Syal.g_00275	Prbf.g_00558
OG0000102	Syal.g_01488	Prbf.g_00491
OG0000103	Syal.g_01897, Syal.g_00077	Prbf.g_00406
OG0000104	Syal.g_00092	Prbf.g_00397
OG0000105	Syal.g_01255	Prbf.g_01614
OG0000106	Syal.g_02577	Prbf.g_00320
OG0000107	Syal.g_00194	Prbf.g_00629
OG0000108	Syal.g_02897	Prbf.g_01763
OG0000109	Syal.g_02913	Prbf.g_01777
OG0000110	Syal.g_02782	Prbf.g_01856
OG0000111	Syal.g_01813	Prbf.g_01260
OG0000112	Syal.g_02000	Prbf.g_01929
OG0000113	Syal.g_02443	Prbf.g_01222
OG0000114	Syal.g_02286	Prbf.g_01320
OG0000115	Syal.g_00404	Prbf.g_00062
OG0000116	Syal.g_01630	Prbf.g_00907
OG0000117	Syal.g_01704	Prbf.g_00945
OG0000118	Syal.g_01583	Prbf.g_00013
OG0000119	Syal.g_02056	Prbf.g_00864, Prbf.g_00254
OG0000120	Syal.g_01324	Prbf.g_00115
OG0000121	Syal.g_00374	Prbf.g_00159
OG0000122	Syal.g_02602	Prbf.g_00055, Prbf.g_00200
OG0000123	Syal.g_00283	Prbf.g_00551
OG0000124	Syal.g_01519	Prbf.g_00478
OG0000125	Syal.g_01075	Prbf.g_00443
OG0000126	Syal.g_00090	Prbf.g_00398
OG0000128	Syal.g_00109	Prbf.g_00382
OG0000129	Syal.g_01062	Prbf.g_01367
OG0000130	Syal.g_00751	Prbf.g_01396
OG0000131	Syal.g_00886	Prbf.g_01478
OG0000132	Syal.g_00906	Prbf.g_01498
OG0000133	Syal.g_01995	Prbf.g_01661
OG0000134	Syal.g_00552	Prbf.g_01703
OG0000135	Syal.g_01119	Prbf.g_00044
OG0000136	Syal.g_00520	Prbf.g_01725
OG0000137	Syal.g_00463	Prbf.g_01758
OG0000138	Syal.g_02914	Prbf.g_01778
OG0000139	Syal.g_02832	Prbf.g_01818
OG0000140	Syal.g_02830	Prbf.g_01819
OG0000141	Syal.g_02738	Prbf.g_01890
OG0000142	Syal.g_02636	Prbf.g_00982
OG0000143	Syal.g_02632	Prbf.g_00986
OG0000144	Syal.g_02515	Prbf.g_01000
OG0000145	Syal.g_02921	Prbf.g_00042
OG0000146	Syal.g_02001	Prbf.g_01928
OG0000147	Syal.g_02002	Prbf.g_01927
OG0000148	Syal.g_02437	Prbf.g_01228
OG0000149	Syal.g_02475	Prbf.g_01196
OG0000150	Syal.g_02737	Prbf.g_01186
OG0000151	Syal.g_02263	Prbf.g_01310
OG0000152	Syal.g_01991	Prbf.g_01117
OG0000153	Syal.g_01958	Prbf.g_01098
OG0000154	Syal.g_01918	Prbf.g_01078
OG0000155	Syal.g_01695	Prbf.g_00939
OG0000156	Syal.g_01620	Prbf.g_00037
OG0000157	Syal.g_01619	Prbf.g_00036
OG0000158	Syal.g_01431	Prbf.g_00514
OG0000160	Syal.g_00372	Prbf.g_00158
OG0000161	Syal.g_00384	Prbf.g_00164
OG0000162	Syal.g_00396	Prbf.g_00170
OG0000163	Syal.g_02971	Prbf.g_00209
OG0000164	Syal.g_00623	Prbf.g_00669
OG0000165	Syal.g_00632	Prbf.g_00662
OG0000166	Syal.g_00236	Prbf.g_00595
OG0000167	Syal.g_01347	Prbf.g_00524
OG0000168	Syal.g_01433	Prbf.g_00513
OG0000169	Syal.g_01447	Prbf.g_00503
OG0000170	Syal.g_01454	Prbf.g_00500
OG0000171	Syal.g_01518	Prbf.g_00479
OG0000172	Syal.g_00174, Syal.g_00173	Prbf.g_00472
OG0000173	Syal.g_00155	Prbf.g_00457
OG0000174	Syal.g_01121	Prbf.g_00428
OG0000175	Syal.g_01172	Prbf.g_00415
OG0000176	Syal.g_00101	Prbf.g_00389
OG0000177	Syal.g_00102	Prbf.g_00388
OG0000178	Syal.g_00103	Prbf.g_00387
OG0000179	Syal.g_00118	Prbf.g_01338
OG0000180	Syal.g_00119	Prbf.g_01339
OG0000181	Syal.g_00120	Prbf.g_01340
OG0000182	Syal.g_00121	Prbf.g_01341
OG0000183	Syal.g_00125	Prbf.g_01345
OG0000184	Syal.g_01050	Prbf.g_01371
OG0000185	Syal.g_01025	Prbf.g_01374
OG0000186	Syal.g_02684, Syal.g_00747	Prbf.g_01390
OG0000187	Syal.g_02685, Syal.g_00748	Prbf.g_01391
OG0000188	Syal.g_00771	Prbf.g_01408
OG0000189	Syal.g_00807	Prbf.g_01422
OG0000190	Syal.g_01364	Prbf.g_01424
OG0000191	Syal.g_00841	Prbf.g_01447
OG0000192	Syal.g_00847	Prbf.g_01452
OG0000193	Syal.g_00887	Prbf.g_01479
OG0000194	Syal.g_00890	Prbf.g_01482
OG0000195	Syal.g_00892	Prbf.g_01484
OG0000196	Syal.g_00903	Prbf.g_01495
OG0000197	Syal.g_00904	Prbf.g_01496
OG0000198	Syal.g_00905	Prbf.g_01497
OG0000199	Syal.g_00913	Prbf.g_01504
OG0000200	Syal.g_00932	Prbf.g_01518
OG0000201	Syal.g_00949	Prbf.g_01527
OG0000202	Syal.g_00950	Prbf.g_01528
OG0000203	Syal.g_00951	Prbf.g_01529
OG0000204	Syal.g_00952	Prbf.g_01530
OG0000205	Syal.g_00959	Prbf.g_01537
OG0000206	Syal.g_00971	Prbf.g_01542
OG0000207	Syal.g_00974	Prbf.g_01545
OG0000208	Syal.g_00975	Prbf.g_01546
OG0000209	Syal.g_01000	Prbf.g_01555
OG0000210	Syal.g_01001	Prbf.g_01556
OG0000211	Syal.g_00688	Prbf.g_01571
OG0000212	Syal.g_00679	Prbf.g_01579
OG0000213	Syal.g_01229	Prbf.g_01597
OG0000214	Syal.g_01246	Prbf.g_01607
OG0000215	Syal.g_01277	Prbf.g_01634
OG0000216	Syal.g_01281	Prbf.g_01635
OG0000217	Syal.g_01285	Prbf.g_01638
OG0000218	Syal.g_01287	Prbf.g_01640
OG0000219	Syal.g_01288	Prbf.g_01641
OG0000220	Syal.g_01289	Prbf.g_01642
OG0000221	Syal.g_01297	Prbf.g_01643
OG0000222	Syal.g_01309	Prbf.g_01650
OG0000223	Syal.g_01327	Prbf.g_01662
OG0000224	Syal.g_01329	Prbf.g_01664
OG0000225	Syal.g_00363	Prbf.g_01690
OG0000226	Syal.g_00367	Prbf.g_01694
OG0000227	Syal.g_00369	Prbf.g_01696
OG0000228	Syal.g_00556	Prbf.g_01700
OG0000229	Syal.g_00525	Prbf.g_01720
OG0000230	Syal.g_00523	Prbf.g_01722
OG0000231	Syal.g_00510	Prbf.g_01733
OG0000232	Syal.g_00495	Prbf.g_01744
OG0000233	Syal.g_00487	Prbf.g_01750
OG0000234	Syal.g_00461	Prbf.g_01759
OG0000235	Syal.g_02896	Prbf.g_01762
OG0000236	Syal.g_02912	Prbf.g_01776
OG0000237	Syal.g_02930	Prbf.g_01789
OG0000238	Syal.g_02935	Prbf.g_01795
OG0000239	Syal.g_02951	Prbf.g_01806
OG0000240	Syal.g_02952	Prbf.g_01807
OG0000241	Syal.g_02696	Prbf.g_01811
OG0000242	Syal.g_02840	Prbf.g_01813
OG0000243	Syal.g_02822	Prbf.g_01824
OG0000244	Syal.g_02815	Prbf.g_01827
OG0000245	Syal.g_02813	Prbf.g_01829
OG0000246	Syal.g_02809	Prbf.g_01833
OG0000247	Syal.g_02797	Prbf.g_01843
OG0000248	Syal.g_02794	Prbf.g_01846
OG0000249	Syal.g_02792	Prbf.g_01848
OG0000250	Syal.g_02786	Prbf.g_01853
OG0000251	Syal.g_02760	Prbf.g_01873
OG0000252	Syal.g_02757	Prbf.g_01876
OG0000253	Syal.g_02755	Prbf.g_01877
OG0000254	Syal.g_02732	Prbf.g_01894
OG0000255	Syal.g_02719	Prbf.g_01900
OG0000256	Syal.g_02705	Prbf.g_01910
OG0000257	Syal.g_02697	Prbf.g_00977
OG0000258	Syal.g_02623	Prbf.g_00991
OG0000259	Syal.g_02182	Prbf.g_01008
OG0000260	Syal.g_02188	Prbf.g_01011
OG0000261	Syal.g_02199	Prbf.g_01014
OG0000262	Syal.g_02204	Prbf.g_01018
OG0000263	Syal.g_01720	Prbf.g_01282
OG0000264	Syal.g_01788	Prbf.g_01271
OG0000265	Syal.g_02534	Prbf.g_01253
OG0000266	Syal.g_02421	Prbf.g_01037
OG0000267	Syal.g_02043	Prbf.g_01049
OG0000268	Syal.g_02042	Prbf.g_01050
OG0000269	Syal.g_02409	Prbf.g_01250
OG0000270	Syal.g_02412	Prbf.g_01247
OG0000271	Syal.g_01871	Prbf.g_01239
OG0000272	Syal.g_01872	Prbf.g_01238
OG0000274	Syal.g_02455	Prbf.g_01213
OG0000275	Syal.g_02458	Prbf.g_01210
OG0000276	Syal.g_02467	Prbf.g_01204
OG0000277	Syal.g_02468	Prbf.g_01203
OG0000278	Syal.g_02471	Prbf.g_01200
OG0000279	Syal.g_02479	Prbf.g_01193
OG0000280	Syal.g_02493	Prbf.g_01192
OG0000281	Syal.g_02190	Prbf.g_01185
OG0000282	Syal.g_02284	Prbf.g_01318
OG0000283	Syal.g_02028	Prbf.g_01141
OG0000284	Syal.g_02023	Prbf.g_01136
OG0000285	Syal.g_02012	Prbf.g_01131
OG0000286	Syal.g_01992	Prbf.g_01118
OG0000287	Syal.g_01965	Prbf.g_00065
OG0000288	Syal.g_01919	Prbf.g_01079
OG0000289	Syal.g_01904	Prbf.g_01063
OG0000290	Syal.g_01826	Prbf.g_01167
OG0000291	Syal.g_01824	Prbf.g_01169
OG0000292	Syal.g_00089	Prbf.g_00873
OG0000293	Syal.g_01631	Prbf.g_00908
OG0000294	Syal.g_01632	Prbf.g_00909
OG0000295	Syal.g_01687	Prbf.g_00932
OG0000296	Syal.g_01689	Prbf.g_00934
OG0000297	Syal.g_01702	Prbf.g_00943
OG0000298	Syal.g_01703	Prbf.g_00944
OG0000299	Syal.g_01732	Prbf.g_00963
OG0000300	Syal.g_01738	Prbf.g_00966
OG0000301	Syal.g_01739	Prbf.g_00967
OG0000302	Syal.g_01740	Prbf.g_00969
OG0000303	Syal.g_01763	Prbf.g_00975
OG0000304	Syal.g_01756	Prbf.g_01915
OG0000305	Syal.g_01821	Prbf.g_00875
OG0000306	Syal.g_02579	Prbf.g_01181
OG0000307	Syal.g_02880	Prbf.g_00104
OG0000308	Syal.g_02878	Prbf.g_00105
OG0000309	Syal.g_02873	Prbf.g_00109
OG0000310	Syal.g_01537	Prbf.g_00143
OG0000311	Syal.g_00061	Prbf.g_00145
OG0000312	Syal.g_00031	Prbf.g_00148
OG0000313	Syal.g_00381	Prbf.g_00161
OG0000314	Syal.g_00416	Prbf.g_00184
OG0000315	Syal.g_00426	Prbf.g_00194
OG0000316	Syal.g_02987	Prbf.g_00219
OG0000317	Syal.g_00583	Prbf.g_00696
OG0000318	Syal.g_00588	Prbf.g_00692
OG0000319	Syal.g_00608	Prbf.g_00679
OG0000320	Syal.g_00610	Prbf.g_00677
OG0000321	Syal.g_00611	Prbf.g_00676
OG0000322	Syal.g_00612	Prbf.g_00675
OG0000323	Syal.g_00626	Prbf.g_00666
OG0000324	Syal.g_00656	Prbf.g_00639
OG0000325	Syal.g_00195	Prbf.g_00628
OG0000326	Syal.g_00202	Prbf.g_00621
OG0000327	Syal.g_00230	Prbf.g_00600
OG0000328	Syal.g_00231	Prbf.g_00599
OG0000329	Syal.g_00249	Prbf.g_00582
OG0000330	Syal.g_00250	Prbf.g_00581
OG0000331	Syal.g_00251	Prbf.g_00580
OG0000332	Syal.g_00266	Prbf.g_00566
OG0000333	Syal.g_00269	Prbf.g_00564
OG0000334	Syal.g_00279	Prbf.g_00555
OG0000335	Syal.g_00284	Prbf.g_00550
OG0000336	Syal.g_00288	Prbf.g_00546
OG0000337	Syal.g_01343	Prbf.g_00528
OG0000338	Syal.g_01345	Prbf.g_00527
OG0000339	Syal.g_01351	Prbf.g_00521
OG0000340	Syal.g_01434	Prbf.g_00512
OG0000341	Syal.g_01436	Prbf.g_00510
OG0000342	Syal.g_01437	Prbf.g_00509
OG0000343	Syal.g_01441	Prbf.g_00508
OG0000344	Syal.g_01445	Prbf.g_00505
OG0000345	Syal.g_01455	Prbf.g_00499
OG0000346	Syal.g_01460	Prbf.g_00495
OG0000347	Syal.g_01525	Prbf.g_00477
OG0000348	Syal.g_00170	Prbf.g_00469
OG0000349	Syal.g_00148	Prbf.g_00452
OG0000350	Syal.g_00209	Prbf.g_00351
OG0000351	Syal.g_01175	Prbf.g_00412
OG0000352	Syal.g_01176	Prbf.g_00411
OG0000353	Syal.g_00095	Prbf.g_00394
OG0000355	Syal.g_00098	Prbf.g_00392
OG0000356	Syal.g_00099	Prbf.g_00391
OG0000357	Syal.g_00100	Prbf.g_00390
OG0000358	Syal.g_00104	Prbf.g_00386
OG0000359	Syal.g_00106	Prbf.g_00385
OG0000360	Syal.g_00107	Prbf.g_00384
OG0000361	Syal.g_00108	Prbf.g_00383
OG0000362	Syal.g_00110	Prbf.g_00381
OG0000363	Syal.g_00112	Prbf.g_01336
OG0000364	Syal.g_00113	Prbf.g_01337
OG0000365	Syal.g_00122	Prbf.g_01342
OG0000366	Syal.g_00123	Prbf.g_01343
OG0000367	Syal.g_00124	Prbf.g_01344
OG0000368	Syal.g_00126	Prbf.g_01346
OG0000369	Syal.g_00127	Prbf.g_01347
OG0000370	Syal.g_00128	Prbf.g_01348
OG0000371	Syal.g_00135	Prbf.g_01355
OG0000372	Syal.g_00141	Prbf.g_01358
OG0000373	Syal.g_00142	Prbf.g_01359
OG0000374	Syal.g_00143	Prbf.g_01360
OG0000375	Syal.g_00144	Prbf.g_01362
OG0000376	Syal.g_00146	Prbf.g_01364
OG0000377	Syal.g_01061	Prbf.g_01368
OG0000378	Syal.g_01027	Prbf.g_01372
OG0000379	Syal.g_01024	Prbf.g_01375
OG0000380	Syal.g_00749	Prbf.g_01392
OG0000381	Syal.g_00752	Prbf.g_01397
OG0000382	Syal.g_00770	Prbf.g_01407
OG0000383	Syal.g_00775	Prbf.g_01409
OG0000384	Syal.g_00776	Prbf.g_01410
OG0000385	Syal.g_00777	Prbf.g_01411
OG0000386	Syal.g_00778	Prbf.g_01412
OG0000387	Syal.g_00811	Prbf.g_01426
OG0000388	Syal.g_00815	Prbf.g_01430
OG0000389	Syal.g_00819	Prbf.g_01433
OG0000390	Syal.g_00835	Prbf.g_01443
OG0000391	Syal.g_00840	Prbf.g_01446
OG0000392	Syal.g_00846	Prbf.g_01450
OG0000393	Syal.g_00849	Prbf.g_01453
OG0000394	Syal.g_00850	Prbf.g_01454
OG0000395	Syal.g_00851	Prbf.g_01455
OG0000396	Syal.g_00854	Prbf.g_01457
OG0000397	Syal.g_00857	Prbf.g_01459
OG0000398	Syal.g_00862	Prbf.g_01462
OG0000399	Syal.g_00863	Prbf.g_01463
OG0000400	Syal.g_00864	Prbf.g_01464
OG0000401	Syal.g_00865	Prbf.g_01465
OG0000402	Syal.g_00867	Prbf.g_01055
OG0000403	Syal.g_00868	Prbf.g_01467
OG0000404	Syal.g_00870	Prbf.g_01468
OG0000405	Syal.g_00883	Prbf.g_01472
OG0000406	Syal.g_00888	Prbf.g_01480
OG0000407	Syal.g_00889	Prbf.g_01481
OG0000408	Syal.g_00891	Prbf.g_01483
OG0000409	Syal.g_00893	Prbf.g_01485
OG0000410	Syal.g_00894	Prbf.g_01486
OG0000411	Syal.g_00895	Prbf.g_01487
OG0000412	Syal.g_00896	Prbf.g_01488
OG0000413	Syal.g_00898	Prbf.g_01490
OG0000414	Syal.g_00899	Prbf.g_01491
OG0000415	Syal.g_00900	Prbf.g_01492
OG0000416	Syal.g_00901	Prbf.g_01493
OG0000417	Syal.g_00902	Prbf.g_01494
OG0000418	Syal.g_00907	Prbf.g_01499
OG0000419	Syal.g_00909	Prbf.g_01501
OG0000420	Syal.g_00911	Prbf.g_01502
OG0000421	Syal.g_00916	Prbf.g_01507
OG0000422	Syal.g_00917	Prbf.g_01508
OG0000423	Syal.g_00918	Prbf.g_01509
OG0000424	Syal.g_00919	Prbf.g_01510
OG0000425	Syal.g_00920	Prbf.g_01511
OG0000426	Syal.g_00921	Prbf.g_01512
OG0000427	Syal.g_00922	Prbf.g_01513
OG0000428	Syal.g_00925	Prbf.g_01515
OG0000429	Syal.g_00929	Prbf.g_01516
OG0000430	Syal.g_00931	Prbf.g_01517
OG0000431	Syal.g_00934	Prbf.g_01519
OG0000432	Syal.g_00940	Prbf.g_01523
OG0000433	Syal.g_00943	Prbf.g_01524
OG0000434	Syal.g_00944	Prbf.g_01525
OG0000435	Syal.g_00946	Prbf.g_01526
OG0000436	Syal.g_00953	Prbf.g_01531
OG0000437	Syal.g_00954	Prbf.g_01532
OG0000438	Syal.g_00955	Prbf.g_01533
OG0000439	Syal.g_00957	Prbf.g_01535
OG0000440	Syal.g_00958	Prbf.g_01536
OG0000441	Syal.g_00962	Prbf.g_01539
OG0000442	Syal.g_00964	Prbf.g_01540
OG0000443	Syal.g_00966	Prbf.g_01541
OG0000444	Syal.g_00978	Prbf.g_01547
OG0000445	Syal.g_00979	Prbf.g_01548
OG0000446	Syal.g_00981	Prbf.g_01549
OG0000447	Syal.g_00989	Prbf.g_01550
OG0000448	Syal.g_00990	Prbf.g_01551
OG0000449	Syal.g_00991	Prbf.g_01552
OG0000450	Syal.g_00997	Prbf.g_01553
OG0000451	Syal.g_00998	Prbf.g_01554
OG0000452	Syal.g_01002	Prbf.g_01557
OG0000453	Syal.g_01003	Prbf.g_01558
OG0000454	Syal.g_01004	Prbf.g_01559
OG0000455	Syal.g_01005	Prbf.g_01560
OG0000456	Syal.g_01006	Prbf.g_01561
OG0000457	Syal.g_01008	Prbf.g_01563
OG0000458	Syal.g_01009	Prbf.g_01564
OG0000459	Syal.g_01010	Prbf.g_01565
OG0000460	Syal.g_00686	Prbf.g_01573
OG0000461	Syal.g_01199	Prbf.g_01581
OG0000462	Syal.g_01202	Prbf.g_01583
OG0000463	Syal.g_01203	Prbf.g_01584
OG0000464	Syal.g_01204	Prbf.g_01585
OG0000465	Syal.g_01205	Prbf.g_01586
OG0000466	Syal.g_01210	Prbf.g_01589
OG0000467	Syal.g_01212	Prbf.g_01590
OG0000468	Syal.g_01225	Prbf.g_01593
OG0000469	Syal.g_01240	Prbf.g_01601
OG0000470	Syal.g_01242	Prbf.g_01603
OG0000471	Syal.g_01243	Prbf.g_01604
OG0000472	Syal.g_01245	Prbf.g_01606
OG0000473	Syal.g_01247	Prbf.g_01608
OG0000474	Syal.g_01248	Prbf.g_01609
OG0000475	Syal.g_01249	Prbf.g_01610
OG0000476	Syal.g_01251	Prbf.g_01612
OG0000477	Syal.g_01257	Prbf.g_01615
OG0000478	Syal.g_01258	Prbf.g_01616
OG0000479	Syal.g_01259	Prbf.g_01617
OG0000480	Syal.g_01266	Prbf.g_01622
OG0000481	Syal.g_01268	Prbf.g_01625
OG0000482	Syal.g_01269	Prbf.g_01626
OG0000483	Syal.g_01273	Prbf.g_01629
OG0000484	Syal.g_01274	Prbf.g_01630
OG0000485	Syal.g_01275	Prbf.g_01632
OG0000486	Syal.g_01276	Prbf.g_01633
OG0000487	Syal.g_01282	Prbf.g_01636
OG0000488	Syal.g_01286	Prbf.g_01639
OG0000489	Syal.g_01298	Prbf.g_01644
OG0000490	Syal.g_01307	Prbf.g_01648
OG0000491	Syal.g_01308	Prbf.g_01649
OG0000492	Syal.g_01310	Prbf.g_01651
OG0000493	Syal.g_01311	Prbf.g_01652
OG0000494	Syal.g_01312	Prbf.g_01653
OG0000495	Syal.g_01313	Prbf.g_01654
OG0000496	Syal.g_01314	Prbf.g_01655
OG0000497	Syal.g_01315	Prbf.g_01656
OG0000498	Syal.g_01316	Prbf.g_01657
OG0000499	Syal.g_01317	Prbf.g_01658
OG0000500	Syal.g_01318	Prbf.g_01659
OG0000501	Syal.g_01321	Prbf.g_01660
OG0000502	Syal.g_01328	Prbf.g_01663
OG0000503	Syal.g_00347	Prbf.g_01678
OG0000504	Syal.g_00349	Prbf.g_01680
OG0000505	Syal.g_00350	Prbf.g_01681
OG0000506	Syal.g_00352	Prbf.g_01682
OG0000507	Syal.g_00358	Prbf.g_01685
OG0000508	Syal.g_00362	Prbf.g_01689
OG0000509	Syal.g_00364	Prbf.g_01691
OG0000510	Syal.g_00365	Prbf.g_01692
OG0000511	Syal.g_00366	Prbf.g_01693
OG0000512	Syal.g_00368	Prbf.g_01695
OG0000513	Syal.g_00551	Prbf.g_01704
OG0000514	Syal.g_00539	Prbf.g_01715
OG0000515	Syal.g_00538	Prbf.g_01716
OG0000516	Syal.g_00534	Prbf.g_01717
OG0000517	Syal.g_00526	Prbf.g_01719
OG0000518	Syal.g_00514	Prbf.g_01730
OG0000519	Syal.g_00513	Prbf.g_01731
OG0000520	Syal.g_00512	Prbf.g_01732
OG0000521	Syal.g_00502	Prbf.g_01740
OG0000522	Syal.g_00500	Prbf.g_01742
OG0000523	Syal.g_00499	Prbf.g_01743
OG0000524	Syal.g_00491	Prbf.g_01748
OG0000525	Syal.g_00473	Prbf.g_01752
OG0000526	Syal.g_00471	Prbf.g_01753
OG0000527	Syal.g_00465	Prbf.g_01756
OG0000528	Syal.g_02893	Prbf.g_01761
OG0000529	Syal.g_02898	Prbf.g_01764
OG0000530	Syal.g_02901	Prbf.g_01767
OG0000531	Syal.g_02902	Prbf.g_01768
OG0000532	Syal.g_02905	Prbf.g_01770
OG0000533	Syal.g_02907	Prbf.g_01771
OG0000534	Syal.g_02908	Prbf.g_01772
OG0000535	Syal.g_02909	Prbf.g_01773
OG0000536	Syal.g_02910	Prbf.g_01774
OG0000537	Syal.g_02911	Prbf.g_01775
OG0000538	Syal.g_02923	Prbf.g_01784
OG0000539	Syal.g_02924	Prbf.g_01785
OG0000540	Syal.g_02925	Prbf.g_01786
OG0000541	Syal.g_02926	Prbf.g_01787
OG0000542	Syal.g_02929	Prbf.g_01788
OG0000543	Syal.g_02931	Prbf.g_01790
OG0000544	Syal.g_02932	Prbf.g_01791
OG0000545	Syal.g_02934	Prbf.g_01793
OG0000546	Syal.g_02936	Prbf.g_01796
OG0000547	Syal.g_02938	Prbf.g_01798
OG0000548	Syal.g_02939	Prbf.g_01799
OG0000549	Syal.g_02945	Prbf.g_01801
OG0000550	Syal.g_02949	Prbf.g_01805
OG0000551	Syal.g_02953	Prbf.g_01808
OG0000552	Syal.g_02954	Prbf.g_01809
OG0000553	Syal.g_02843	Prbf.g_01810
OG0000554	Syal.g_02837	Prbf.g_01815
OG0000555	Syal.g_02823	Prbf.g_01823
OG0000556	Syal.g_02819	Prbf.g_01825
OG0000557	Syal.g_02816	Prbf.g_01826
OG0000558	Syal.g_02814	Prbf.g_01828
OG0000559	Syal.g_02305, Syal.g_02810	Prbf.g_01832
OG0000560	Syal.g_02807	Prbf.g_01835
OG0000561	Syal.g_02806	Prbf.g_01836
OG0000562	Syal.g_02805	Prbf.g_01837
OG0000563	Syal.g_02804	Prbf.g_01838
OG0000564	Syal.g_02803	Prbf.g_01839
