Orthogroup	Syal	Prau
OG0000103	Syal.g_01897, Syal.g_00077	Prau.g_02009
OG0000104	Syal.g_00092	Prau.g_02018
OG0000105	Syal.g_01255	Prau.g_00276
OG0000106	Syal.g_02577	Prau.g_00373
OG0000107	Syal.g_00194	Prau.g_00389
OG0000108	Syal.g_02897	Prau.g_00521
OG0000109	Syal.g_02913	Prau.g_00535
OG0000110	Syal.g_02782	Prau.g_00614
OG0000111	Syal.g_01813	Prau.g_00739
OG0000112	Syal.g_02000	Prau.g_00818
OG0000113	Syal.g_02443	Prau.g_00876
OG0000114	Syal.g_02286	Prau.g_00956
OG0000115	Syal.g_00404	Prau.g_01148
OG0000116	Syal.g_01630	Prau.g_01197
OG0000117	Syal.g_01704	Prau.g_01318
OG0000118	Syal.g_01583	Prau.g_01383
OG0000119	Syal.g_02056	Prau.g_01405
OG0000120	Syal.g_01324	Prau.g_01430
OG0000121	Syal.g_00374	Prau.g_01533
OG0000122	Syal.g_02602	Prau.g_01571
OG0000123	Syal.g_00283	Prau.g_01876
OG0000124	Syal.g_01519	Prau.g_01941
OG0000125	Syal.g_01075	Prau.g_01978
OG0000126	Syal.g_00090	Prau.g_02017
OG0000127	Syal.g_00720	Prau.g_01292
OG0000128	Syal.g_00109	Prau.g_00011
OG0000129	Syal.g_01062	Prau.g_00051
OG0000130	Syal.g_00751	Prau.g_00071
OG0000131	Syal.g_00886	Prau.g_00146
OG0000132	Syal.g_00906	Prau.g_00165
OG0000133	Syal.g_01995	Prau.g_00324
OG0000134	Syal.g_00552	Prau.g_00359
OG0000135	Syal.g_01119	Prau.g_00386
OG0000136	Syal.g_00520	Prau.g_00482
OG0000137	Syal.g_00463	Prau.g_00516
OG0000138	Syal.g_02914	Prau.g_00536
OG0000139	Syal.g_02832	Prau.g_00577
OG0000140	Syal.g_02830	Prau.g_00578
OG0000141	Syal.g_02738	Prau.g_00645
OG0000142	Syal.g_02636	Prau.g_00675
OG0000143	Syal.g_02632	Prau.g_00679
OG0000144	Syal.g_02515	Prau.g_00692
OG0000145	Syal.g_02921	Prau.g_00816
OG0000146	Syal.g_02001	Prau.g_00819
OG0000147	Syal.g_02002	Prau.g_00820
OG0000148	Syal.g_02437	Prau.g_00870
OG0000149	Syal.g_02475	Prau.g_00900
OG0000150	Syal.g_02737	Prau.g_00909
OG0000151	Syal.g_02263	Prau.g_00966
OG0000152	Syal.g_01991	Prau.g_01015
OG0000153	Syal.g_01958	Prau.g_01034
OG0000154	Syal.g_01918	Prau.g_01063
OG0000155	Syal.g_01695	Prau.g_01226
OG0000156	Syal.g_01620	Prau.g_01359
OG0000157	Syal.g_01619	Prau.g_01360
OG0000158	Syal.g_01431	Prau.g_01436
OG0000160	Syal.g_00372	Prau.g_01532
OG0000161	Syal.g_00384	Prau.g_01538
OG0000162	Syal.g_00396	Prau.g_01544
OG0000163	Syal.g_02971	Prau.g_01578
OG0000164	Syal.g_00623	Prau.g_01756
OG0000165	Syal.g_00632	Prau.g_01763
OG0000166	Syal.g_00236	Prau.g_01833
OG0000167	Syal.g_01347	Prau.g_01899
OG0000168	Syal.g_01433	Prau.g_01909
OG0000169	Syal.g_01447	Prau.g_01919
OG0000170	Syal.g_01454	Prau.g_01921
OG0000171	Syal.g_01518	Prau.g_01940
OG0000172	Syal.g_00174, Syal.g_00173	Prau.g_01949
OG0000173	Syal.g_00155	Prau.g_01964
OG0000174	Syal.g_01121	Prau.g_01991
OG0000175	Syal.g_01172	Prau.g_02001
OG0000176	Syal.g_00101	Prau.g_00004
OG0000177	Syal.g_00102	Prau.g_00005
OG0000178	Syal.g_00103	Prau.g_00006
OG0000179	Syal.g_00118	Prau.g_00016
OG0000180	Syal.g_00119	Prau.g_00017
OG0000181	Syal.g_00120	Prau.g_00018
OG0000182	Syal.g_00121	Prau.g_00019
OG0000183	Syal.g_00125	Prau.g_00023
OG0000184	Syal.g_01050	Prau.g_00054
OG0000185	Syal.g_01025	Prau.g_00057
OG0000186	Syal.g_02684, Syal.g_00747	Prau.g_00066
OG0000187	Syal.g_02685, Syal.g_00748	Prau.g_00067
OG0000188	Syal.g_00771	Prau.g_00083
OG0000189	Syal.g_00807	Prau.g_00097
OG0000190	Syal.g_01364	Prau.g_00098
OG0000191	Syal.g_00841	Prau.g_00118
OG0000192	Syal.g_00847	Prau.g_00122
OG0000193	Syal.g_00887	Prau.g_00147
OG0000194	Syal.g_00890	Prau.g_00150
OG0000195	Syal.g_00892	Prau.g_00152
OG0000196	Syal.g_00903	Prau.g_00162
OG0000197	Syal.g_00904	Prau.g_00163
OG0000198	Syal.g_00905	Prau.g_00164
OG0000199	Syal.g_00913	Prau.g_00171
OG0000200	Syal.g_00932	Prau.g_00185
OG0000201	Syal.g_00949	Prau.g_00193
OG0000202	Syal.g_00950	Prau.g_00194
OG0000203	Syal.g_00951	Prau.g_00195
OG0000204	Syal.g_00952	Prau.g_00196
OG0000205	Syal.g_00959	Prau.g_00203
OG0000206	Syal.g_00971	Prau.g_00208
OG0000207	Syal.g_00974	Prau.g_00210
OG0000208	Syal.g_00975	Prau.g_00211
OG0000209	Syal.g_01000	Prau.g_00220
OG0000210	Syal.g_01001	Prau.g_00221
OG0000212	Syal.g_00679	Prau.g_00241
OG0000213	Syal.g_01229	Prau.g_00259
OG0000214	Syal.g_01246	Prau.g_00269
OG0000215	Syal.g_01277	Prau.g_00294
OG0000216	Syal.g_01281	Prau.g_00296
OG0000217	Syal.g_01285	Prau.g_00299
OG0000218	Syal.g_01287	Prau.g_00301
OG0000219	Syal.g_01288	Prau.g_00302
OG0000220	Syal.g_01289	Prau.g_00303
OG0000221	Syal.g_01297	Prau.g_00304
OG0000222	Syal.g_01309	Prau.g_00312
OG0000223	Syal.g_01327	Prau.g_00325
OG0000224	Syal.g_01329	Prau.g_00327
OG0000225	Syal.g_00363	Prau.g_00348
OG0000226	Syal.g_00367	Prau.g_00352
OG0000227	Syal.g_00369	Prau.g_00354
OG0000228	Syal.g_00556	Prau.g_00357
OG0000229	Syal.g_00525	Prau.g_00477
OG0000230	Syal.g_00523	Prau.g_00479
OG0000231	Syal.g_00510	Prau.g_00490
OG0000232	Syal.g_00495	Prau.g_00499
OG0000233	Syal.g_00487	Prau.g_00505
OG0000234	Syal.g_00461	Prau.g_00517
OG0000235	Syal.g_02896	Prau.g_00520
OG0000236	Syal.g_02912	Prau.g_00534
OG0000237	Syal.g_02930	Prau.g_00547
OG0000238	Syal.g_02935	Prau.g_00553
OG0000239	Syal.g_02951	Prau.g_00565
OG0000240	Syal.g_02952	Prau.g_00566
OG0000241	Syal.g_02696	Prau.g_00570
OG0000242	Syal.g_02840	Prau.g_00572
OG0000243	Syal.g_02822	Prau.g_00583
OG0000244	Syal.g_02815	Prau.g_00586
OG0000245	Syal.g_02813	Prau.g_00588
OG0000246	Syal.g_02809	Prau.g_00592
OG0000247	Syal.g_02797	Prau.g_00602
OG0000248	Syal.g_02794	Prau.g_00604
OG0000249	Syal.g_02792	Prau.g_00606
OG0000250	Syal.g_02786	Prau.g_00611
OG0000251	Syal.g_02760	Prau.g_00629
OG0000252	Syal.g_02757	Prau.g_00632
OG0000253	Syal.g_02755	Prau.g_00633
OG0000254	Syal.g_02732	Prau.g_00649
OG0000255	Syal.g_02719	Prau.g_00655
OG0000256	Syal.g_02705	Prau.g_00667
OG0000257	Syal.g_02697	Prau.g_00670
OG0000258	Syal.g_02623	Prau.g_00683
OG0000259	Syal.g_02182	Prau.g_00700
OG0000260	Syal.g_02188	Prau.g_00703
OG0000261	Syal.g_02199	Prau.g_00705
OG0000262	Syal.g_02204	Prau.g_00709
OG0000263	Syal.g_01720	Prau.g_00721
OG0000264	Syal.g_01788	Prau.g_00731
OG0000265	Syal.g_02534	Prau.g_00755
OG0000266	Syal.g_02421	Prau.g_00765
OG0000267	Syal.g_02043	Prau.g_00776
OG0000268	Syal.g_02042	Prau.g_00777
OG0000269	Syal.g_02409	Prau.g_00849
OG0000270	Syal.g_02412	Prau.g_00852
OG0000271	Syal.g_01871	Prau.g_00860
OG0000272	Syal.g_01872	Prau.g_00861
OG0000274	Syal.g_02455	Prau.g_00885
OG0000275	Syal.g_02458	Prau.g_00887
OG0000276	Syal.g_02467	Prau.g_00892
OG0000277	Syal.g_02468	Prau.g_00893
OG0000278	Syal.g_02471	Prau.g_00896
OG0000279	Syal.g_02479	Prau.g_00904
OG0000280	Syal.g_02493	Prau.g_00905
OG0000281	Syal.g_02190	Prau.g_00910
OG0000282	Syal.g_02284	Prau.g_00958
OG0000283	Syal.g_02028	Prau.g_00992
OG0000284	Syal.g_02023	Prau.g_00997
OG0000285	Syal.g_02012	Prau.g_01002
OG0000286	Syal.g_01992	Prau.g_01014
OG0000288	Syal.g_01919	Prau.g_01062
OG0000289	Syal.g_01904	Prau.g_01073
OG0000290	Syal.g_01826	Prau.g_01086
OG0000291	Syal.g_01824	Prau.g_01088
OG0000292	Syal.g_00089	Prau.g_01136
OG0000293	Syal.g_01631	Prau.g_01198
OG0000294	Syal.g_01632	Prau.g_01199
OG0000295	Syal.g_01687	Prau.g_01218
OG0000296	Syal.g_01689	Prau.g_01220
OG0000297	Syal.g_01702	Prau.g_01228
OG0000298	Syal.g_01703	Prau.g_01229
OG0000299	Syal.g_01732	Prau.g_01246
OG0000300	Syal.g_01738	Prau.g_01249
OG0000301	Syal.g_01739	Prau.g_01250
OG0000302	Syal.g_01740	Prau.g_01252
OG0000303	Syal.g_01763	Prau.g_01259
OG0000304	Syal.g_01756	Prau.g_01263
OG0000305	Syal.g_01821	Prau.g_01401
OG0000306	Syal.g_02579	Prau.g_01404
OG0000307	Syal.g_02880	Prau.g_01418
OG0000308	Syal.g_02878	Prau.g_01419
OG0000309	Syal.g_02873	Prau.g_01423
OG0000310	Syal.g_01537	Prau.g_01513
OG0000311	Syal.g_00061	Prau.g_01515
OG0000312	Syal.g_00031	Prau.g_01518
OG0000313	Syal.g_00381	Prau.g_01535
OG0000314	Syal.g_00416	Prau.g_01558
OG0000315	Syal.g_00426	Prau.g_01568
OG0000316	Syal.g_02987	Prau.g_01588
OG0000317	Syal.g_00583	Prau.g_01730
OG0000318	Syal.g_00588	Prau.g_01733
OG0000319	Syal.g_00608	Prau.g_01746
OG0000320	Syal.g_00610	Prau.g_01748
OG0000321	Syal.g_00611	Prau.g_01749
OG0000322	Syal.g_00612	Prau.g_01750
OG0000323	Syal.g_00626	Prau.g_01759
OG0000324	Syal.g_00656	Prau.g_01785
OG0000325	Syal.g_00195	Prau.g_01795
OG0000326	Syal.g_00202	Prau.g_01801
OG0000327	Syal.g_00230	Prau.g_01828
OG0000328	Syal.g_00231	Prau.g_01829
OG0000329	Syal.g_00249	Prau.g_01846
OG0000330	Syal.g_00250	Prau.g_01847
OG0000331	Syal.g_00251	Prau.g_01848
OG0000332	Syal.g_00266	Prau.g_01862
OG0000333	Syal.g_00269	Prau.g_01864
OG0000334	Syal.g_00279	Prau.g_01872
OG0000335	Syal.g_00284	Prau.g_01877
OG0000336	Syal.g_00288	Prau.g_01881
OG0000337	Syal.g_01343	Prau.g_01897
OG0000338	Syal.g_01345	Prau.g_01898
OG0000339	Syal.g_01351	Prau.g_01902
OG0000340	Syal.g_01434	Prau.g_01910
OG0000341	Syal.g_01436	Prau.g_01912
OG0000342	Syal.g_01437	Prau.g_01913
OG0000343	Syal.g_01441	Prau.g_01914
OG0000344	Syal.g_01445	Prau.g_01917
OG0000345	Syal.g_01455	Prau.g_01922
OG0000346	Syal.g_01460	Prau.g_01926
OG0000347	Syal.g_01525	Prau.g_01942
OG0000348	Syal.g_00170	Prau.g_01952
OG0000349	Syal.g_00148	Prau.g_01969
OG0000350	Syal.g_00209	Prau.g_01987, Prau.g_01297
OG0000351	Syal.g_01175	Prau.g_02004
OG0000352	Syal.g_01176	Prau.g_02005
OG0000353	Syal.g_00095	Prau.g_02021
OG0000355	Syal.g_00098	Prau.g_00001
OG0000356	Syal.g_00099	Prau.g_00002
OG0000357	Syal.g_00100	Prau.g_00003
OG0000358	Syal.g_00104	Prau.g_00007
OG0000359	Syal.g_00106	Prau.g_00008
OG0000360	Syal.g_00107	Prau.g_00009
OG0000361	Syal.g_00108	Prau.g_00010
OG0000362	Syal.g_00110	Prau.g_00012
OG0000363	Syal.g_00112	Prau.g_00014
OG0000364	Syal.g_00113	Prau.g_00015
OG0000365	Syal.g_00122	Prau.g_00020
OG0000366	Syal.g_00123	Prau.g_00021
OG0000367	Syal.g_00124	Prau.g_00022
OG0000368	Syal.g_00126	Prau.g_00024
OG0000369	Syal.g_00127	Prau.g_00025
OG0000370	Syal.g_00128	Prau.g_00026
OG0000371	Syal.g_00135	Prau.g_00031
OG0000372	Syal.g_00141	Prau.g_00034
OG0000373	Syal.g_00142	Prau.g_00035
OG0000374	Syal.g_00143	Prau.g_00036
OG0000375	Syal.g_00144	Prau.g_00047
OG0000376	Syal.g_00146	Prau.g_00049
OG0000377	Syal.g_01061	Prau.g_00053
OG0000378	Syal.g_01027	Prau.g_00055
OG0000379	Syal.g_01024	Prau.g_00058
OG0000380	Syal.g_00749	Prau.g_00068
OG0000381	Syal.g_00752	Prau.g_00072
OG0000382	Syal.g_00770	Prau.g_00082
OG0000383	Syal.g_00775	Prau.g_00084
OG0000384	Syal.g_00776	Prau.g_00085
OG0000385	Syal.g_00777	Prau.g_00086
OG0000386	Syal.g_00778	Prau.g_00087
OG0000387	Syal.g_00811	Prau.g_00100
OG0000388	Syal.g_00815	Prau.g_00103
OG0000389	Syal.g_00819	Prau.g_00107
OG0000390	Syal.g_00835	Prau.g_00114
OG0000391	Syal.g_00840	Prau.g_00117
OG0000392	Syal.g_00846	Prau.g_00121
OG0000393	Syal.g_00849	Prau.g_00123
OG0000394	Syal.g_00850	Prau.g_00124
OG0000395	Syal.g_00851	Prau.g_00125
OG0000396	Syal.g_00854	Prau.g_00128
OG0000397	Syal.g_00857	Prau.g_00130
OG0000398	Syal.g_00862	Prau.g_00132
OG0000399	Syal.g_00863	Prau.g_00133
OG0000400	Syal.g_00864	Prau.g_00134
OG0000401	Syal.g_00865	Prau.g_00135
OG0000402	Syal.g_00867	Prau.g_00137
OG0000403	Syal.g_00868	Prau.g_00138
OG0000404	Syal.g_00870	Prau.g_00139
OG0000405	Syal.g_00883	Prau.g_00143
OG0000406	Syal.g_00888	Prau.g_00148
OG0000407	Syal.g_00889	Prau.g_00149
OG0000408	Syal.g_00891	Prau.g_00151
OG0000409	Syal.g_00893	Prau.g_00153
OG0000410	Syal.g_00894	Prau.g_00154
OG0000411	Syal.g_00895	Prau.g_00155
OG0000412	Syal.g_00896	Prau.g_00156
OG0000413	Syal.g_00898	Prau.g_00157
OG0000414	Syal.g_00899	Prau.g_00158
OG0000415	Syal.g_00900	Prau.g_00159
OG0000416	Syal.g_00901	Prau.g_00160
OG0000417	Syal.g_00902	Prau.g_00161
OG0000418	Syal.g_00907	Prau.g_00166
OG0000419	Syal.g_00909	Prau.g_00168
OG0000420	Syal.g_00911	Prau.g_00169
OG0000421	Syal.g_00916	Prau.g_00174
OG0000422	Syal.g_00917	Prau.g_00175
OG0000423	Syal.g_00918	Prau.g_00176
OG0000424	Syal.g_00919	Prau.g_00177
OG0000425	Syal.g_00920	Prau.g_00178
OG0000426	Syal.g_00921	Prau.g_00179
OG0000427	Syal.g_00922	Prau.g_00180
OG0000428	Syal.g_00925	Prau.g_00182
OG0000429	Syal.g_00929	Prau.g_00183
OG0000430	Syal.g_00931	Prau.g_00184
OG0000431	Syal.g_00934	Prau.g_00186
OG0000432	Syal.g_00940	Prau.g_00189
OG0000433	Syal.g_00943	Prau.g_00190
OG0000434	Syal.g_00944	Prau.g_00191
OG0000435	Syal.g_00946	Prau.g_00192
OG0000436	Syal.g_00953	Prau.g_00197
OG0000437	Syal.g_00954	Prau.g_00198
OG0000438	Syal.g_00955	Prau.g_00199
OG0000439	Syal.g_00957	Prau.g_00201
OG0000440	Syal.g_00958	Prau.g_00202
OG0000441	Syal.g_00962	Prau.g_00205
OG0000442	Syal.g_00964	Prau.g_00206
OG0000443	Syal.g_00966	Prau.g_00207
OG0000444	Syal.g_00978	Prau.g_00212
OG0000445	Syal.g_00979	Prau.g_00213
OG0000446	Syal.g_00981	Prau.g_00214
OG0000447	Syal.g_00989	Prau.g_00215
OG0000448	Syal.g_00990	Prau.g_00216
OG0000449	Syal.g_00991	Prau.g_00217
OG0000450	Syal.g_00997	Prau.g_00218
OG0000451	Syal.g_00998	Prau.g_00219
OG0000452	Syal.g_01002	Prau.g_00222
OG0000453	Syal.g_01003	Prau.g_00223
OG0000454	Syal.g_01004	Prau.g_00224
OG0000455	Syal.g_01005	Prau.g_00225
OG0000456	Syal.g_01006	Prau.g_00226
OG0000457	Syal.g_01008	Prau.g_00227
OG0000458	Syal.g_01009	Prau.g_00228
OG0000459	Syal.g_01010	Prau.g_00229
OG0000460	Syal.g_00686	Prau.g_00236
OG0000461	Syal.g_01199	Prau.g_00244
OG0000462	Syal.g_01202	Prau.g_00246
OG0000463	Syal.g_01203	Prau.g_00247
OG0000464	Syal.g_01204	Prau.g_00248
OG0000465	Syal.g_01205	Prau.g_00249
OG0000466	Syal.g_01210	Prau.g_00252
OG0000467	Syal.g_01212	Prau.g_00253
OG0000468	Syal.g_01225	Prau.g_00255
OG0000469	Syal.g_01240	Prau.g_00264
OG0000470	Syal.g_01242	Prau.g_00266
OG0000471	Syal.g_01243	Prau.g_00267
OG0000472	Syal.g_01245	Prau.g_00268
OG0000473	Syal.g_01247	Prau.g_00270
OG0000474	Syal.g_01248	Prau.g_00271
OG0000475	Syal.g_01249	Prau.g_00272
OG0000476	Syal.g_01251	Prau.g_00273
OG0000477	Syal.g_01257	Prau.g_00277
OG0000478	Syal.g_01258	Prau.g_00278
OG0000479	Syal.g_01259	Prau.g_00279
OG0000480	Syal.g_01266	Prau.g_00284
OG0000481	Syal.g_01268	Prau.g_00286
OG0000482	Syal.g_01269	Prau.g_00287
OG0000483	Syal.g_01273	Prau.g_00290
OG0000484	Syal.g_01274	Prau.g_00291
OG0000485	Syal.g_01275	Prau.g_00292
OG0000486	Syal.g_01276	Prau.g_00293
OG0000487	Syal.g_01282	Prau.g_00297
OG0000488	Syal.g_01286	Prau.g_00300
OG0000489	Syal.g_01298	Prau.g_00305
OG0000490	Syal.g_01307	Prau.g_00310
OG0000491	Syal.g_01308	Prau.g_00311
OG0000492	Syal.g_01310	Prau.g_00313
OG0000493	Syal.g_01311	Prau.g_00314
OG0000494	Syal.g_01312	Prau.g_00315
OG0000495	Syal.g_01313	Prau.g_00316
OG0000496	Syal.g_01314	Prau.g_00317
OG0000497	Syal.g_01315	Prau.g_00318
OG0000498	Syal.g_01316	Prau.g_00319
OG0000499	Syal.g_01317	Prau.g_00320
OG0000500	Syal.g_01318	Prau.g_00321
OG0000501	Syal.g_01321	Prau.g_00323
OG0000502	Syal.g_01328	Prau.g_00326
OG0000503	Syal.g_00347	Prau.g_00336
OG0000504	Syal.g_00349	Prau.g_00337
OG0000505	Syal.g_00350	Prau.g_00338
OG0000506	Syal.g_00352	Prau.g_00340
OG0000507	Syal.g_00358	Prau.g_00343
OG0000508	Syal.g_00362	Prau.g_00347
OG0000509	Syal.g_00364	Prau.g_00349
OG0000510	Syal.g_00365	Prau.g_00350
OG0000511	Syal.g_00366	Prau.g_00351
OG0000512	Syal.g_00368	Prau.g_00353
OG0000513	Syal.g_00551	Prau.g_00360
OG0000514	Syal.g_00539	Prau.g_00472
OG0000515	Syal.g_00538	Prau.g_00473
OG0000516	Syal.g_00534	Prau.g_00474
OG0000517	Syal.g_00526	Prau.g_00476
OG0000518	Syal.g_00514	Prau.g_00487
OG0000519	Syal.g_00513	Prau.g_00488
OG0000520	Syal.g_00512	Prau.g_00489
OG0000521	Syal.g_00502	Prau.g_00494
OG0000522	Syal.g_00500	Prau.g_00496
OG0000523	Syal.g_00499	Prau.g_00497
OG0000524	Syal.g_00491	Prau.g_00503
OG0000525	Syal.g_00473	Prau.g_00506
OG0000526	Syal.g_00471	Prau.g_00507
OG0000527	Syal.g_00465	Prau.g_00514
OG0000528	Syal.g_02893	Prau.g_00519
OG0000529	Syal.g_02898	Prau.g_00522
OG0000530	Syal.g_02901	Prau.g_00525
OG0000531	Syal.g_02902	Prau.g_00526
OG0000532	Syal.g_02905	Prau.g_00528
OG0000533	Syal.g_02907	Prau.g_00529
OG0000534	Syal.g_02908	Prau.g_00530
OG0000535	Syal.g_02909	Prau.g_00531
OG0000536	Syal.g_02910	Prau.g_00532
OG0000537	Syal.g_02911	Prau.g_00533
OG0000538	Syal.g_02923	Prau.g_00541
OG0000539	Syal.g_02924	Prau.g_00542
OG0000540	Syal.g_02925	Prau.g_00543
OG0000541	Syal.g_02926	Prau.g_00544
OG0000542	Syal.g_02929	Prau.g_00546
OG0000543	Syal.g_02931	Prau.g_00548
OG0000544	Syal.g_02932	Prau.g_00549
OG0000545	Syal.g_02934	Prau.g_00551
OG0000546	Syal.g_02936	Prau.g_00554
OG0000547	Syal.g_02938	Prau.g_00556
OG0000548	Syal.g_02939	Prau.g_00557
OG0000549	Syal.g_02945	Prau.g_00559
OG0000550	Syal.g_02949	Prau.g_00564
OG0000551	Syal.g_02953	Prau.g_00567
OG0000552	Syal.g_02954	Prau.g_00568
OG0000553	Syal.g_02843	Prau.g_00569
OG0000554	Syal.g_02837	Prau.g_00574
OG0000555	Syal.g_02823	Prau.g_00582
OG0000556	Syal.g_02819	Prau.g_00584
OG0000557	Syal.g_02816	Prau.g_00585
OG0000558	Syal.g_02814	Prau.g_00587
OG0000559	Syal.g_02305, Syal.g_02810	Prau.g_00591
OG0000560	Syal.g_02807	Prau.g_00594
OG0000561	Syal.g_02806	Prau.g_00595
OG0000562	Syal.g_02805	Prau.g_00596
OG0000563	Syal.g_02804	Prau.g_00597
OG0000564	Syal.g_02803	Prau.g_00598
OG0000565	Syal.g_02799	Prau.g_00601
OG0000566	Syal.g_02795	Prau.g_00603
OG0000567	Syal.g_02791	Prau.g_00607
OG0000568	Syal.g_02789	Prau.g_00608
OG0000569	Syal.g_02788	Prau.g_00609
OG0000570	Syal.g_02787	Prau.g_00610
OG0000571	Syal.g_02784	Prau.g_00612
OG0000572	Syal.g_02767	Prau.g_00625
OG0000573	Syal.g_02759	Prau.g_00630
OG0000574	Syal.g_02758	Prau.g_00631
OG0000575	Syal.g_02753	Prau.g_00635
OG0000576	Syal.g_02751	Prau.g_00637
OG0000577	Syal.g_02750	Prau.g_00638
OG0000578	Syal.g_02749	Prau.g_00639
OG0000579	Syal.g_02748	Prau.g_00640
OG0000580	Syal.g_02747	Prau.g_00641
OG0000581	Syal.g_02741	Prau.g_00643
OG0000582	Syal.g_02736	Prau.g_00646
OG0000583	Syal.g_02735	Prau.g_00647
