Orthogroup	Prbh	Prab
OG0000031	Prbh.g_00064	Prab.g_01446
OG0000034	Prbh.g_01383	Prab.g_01336
OG0000035	Prbh.g_00096, Prbh.g_00099	Prab.g_01466
OG0000037	Prbh.g_00674	Prab.g_00100
OG0000038	Prbh.g_01530	Prab.g_01908
OG0000039	Prbh.g_00921	Prab.g_00691
OG0000040	Prbh.g_01815	Prab.g_01623
OG0000041	Prbh.g_01734	Prab.g_01715
OG0000042	Prbh.g_01573	Prab.g_01864
OG0000043	Prbh.g_01304	Prab.g_01100
OG0000044	Prbh.g_01794	Prab.g_01648
OG0000048	Prbh.g_00508	Prab.g_00411, Prab.g_00363
OG0000050	Prbh.g_01445, Prbh.g_00850	Prab.g_00394, Prab.g_01635, Prab.g_01645
OG0000053	Prbh.g_00120, Prbh.g_01834	Prab.g_01486
OG0000054	Prbh.g_00223	Prab.g_00610
OG0000055	Prbh.g_01332, Prbh.g_01797	Prab.g_00821
OG0000057	Prbh.g_00936	Prab.g_00703
OG0000058	Prbh.g_00030	Prab.g_01393
OG0000059	Prbh.g_01695	Prab.g_01754
OG0000061	Prbh.g_01283	Prab.g_01219
OG0000062	Prbh.g_00184	Prab.g_01544
OG0000065	Prbh.g_00676	Prab.g_00098
OG0000066	Prbh.g_01856	Prab.g_00543
OG0000067	Prbh.g_00953	Prab.g_00840
OG0000068	Prbh.g_00009	Prab.g_01360
OG0000069	Prbh.g_00376	Prab.g_01585
OG0000070	Prbh.g_00382	Prab.g_00456
OG0000071	Prbh.g_01373	Prab.g_01637, Prab.g_01326
OG0000072	Prbh.g_00611	Prab.g_00162
OG0000073	Prbh.g_00051, Prbh.g_00330	Prab.g_00503
OG0000074	Prbh.g_00916, Prbh.g_00859, Prbh.g_00828	Prab.g_00687
OG0000075	Prbh.g_01607	Prab.g_01834
OG0000076	Prbh.g_01581	Prab.g_01857
OG0000077	Prbh.g_00704	Prab.g_00070
OG0000078	Prbh.g_00540	Prab.g_00229
OG0000079	Prbh.g_00527	Prab.g_00242
OG0000080	Prbh.g_00069	Prab.g_01404, Prab.g_01406, Prab.g_00377
OG0000081	Prbh.g_00298	Prab.g_00535
OG0000082	Prbh.g_01855	Prab.g_00589
OG0000084	Prbh.g_00093	Prab.g_01462
OG0000085	Prbh.g_01408	Prab.g_01662
OG0000086	Prbh.g_00695	Prab.g_00080
OG0000087	Prbh.g_00642	Prab.g_00129
OG0000088	Prbh.g_00616	Prab.g_00157
OG0000089	Prbh.g_00415	Prab.g_00343
OG0000090	Prbh.g_00296	Prab.g_00537
OG0000091	Prbh.g_01211	Prab.g_00647
OG0000092	Prbh.g_00883	Prab.g_01063
OG0000093	Prbh.g_01181	Prab.g_01042
OG0000094	Prbh.g_01130	Prab.g_00948
OG0000095	Prbh.g_01031	Prab.g_01299
OG0000096	Prbh.g_01909, Prbh.g_01948	Prab.g_01596, Prab.g_01165
OG0000097	Prbh.g_01236	Prab.g_01260
OG0000098	Prbh.g_01935	Prab.g_01346
OG0000099	Prbh.g_00032	Prab.g_01394
OG0000100	Prbh.g_00179	Prab.g_01540
OG0000101	Prbh.g_01644	Prab.g_01802
OG0000102	Prbh.g_01576	Prab.g_01862
OG0000103	Prbh.g_01489	Prab.g_01942
OG0000104	Prbh.g_01480	Prab.g_01951
OG0000105	Prbh.g_00505	Prab.g_00262
OG0000106	Prbh.g_00821	Prab.g_00359
OG0000107	Prbh.g_01718	Prab.g_00375
OG0000108	Prbh.g_00351	Prab.g_00484
OG0000109	Prbh.g_00337	Prab.g_00498
OG0000110	Prbh.g_00254	Prab.g_00579
OG0000111	Prbh.g_00937	Prab.g_00704
OG0000112	Prbh.g_01078	Prab.g_00804
OG0000113	Prbh.g_00976	Prab.g_00862
OG0000114	Prbh.g_00878	Prab.g_01068
OG0000115	Prbh.g_01344	Prab.g_01156
OG0000116	Prbh.g_01294	Prab.g_01209
OG0000117	Prbh.g_01255	Prab.g_00717
OG0000118	Prbh.g_01385	Prab.g_01338
OG0000119	Prbh.g_01333, Prbh.g_00194	Prab.g_01356
OG0000120	Prbh.g_00031	Prab.g_01447
OG0000121	Prbh.g_00101	Prab.g_01468
OG0000122	Prbh.g_01347, Prbh.g_00143	Prab.g_01506
OG0000123	Prbh.g_01637	Prab.g_01809
OG0000124	Prbh.g_01564	Prab.g_01873
OG0000125	Prbh.g_01528	Prab.g_01910
OG0000126	Prbh.g_01481	Prab.g_01950
OG0000128	Prbh.g_01953	Prab.g_00011
OG0000129	Prbh.g_00738	Prab.g_00043
OG0000130	Prbh.g_00713	Prab.g_00061
OG0000131	Prbh.g_00637	Prab.g_00136
OG0000132	Prbh.g_00618	Prab.g_00155
OG0000133	Prbh.g_00457	Prab.g_00310
OG0000134	Prbh.g_00413	Prab.g_00344
OG0000135	Prbh.g_01825	Prab.g_00371
OG0000136	Prbh.g_00391	Prab.g_00444
OG0000137	Prbh.g_00356	Prab.g_00479
OG0000138	Prbh.g_00336	Prab.g_00499
OG0000139	Prbh.g_00292	Prab.g_00541
OG0000140	Prbh.g_00291	Prab.g_00542
OG0000141	Prbh.g_00222	Prab.g_00611
OG0000142	Prbh.g_01218	Prab.g_00640
OG0000143	Prbh.g_01215	Prab.g_00644
OG0000144	Prbh.g_01201	Prab.g_00657
OG0000145	Prbh.g_01880	Prab.g_00783
OG0000146	Prbh.g_01077	Prab.g_00805
OG0000147	Prbh.g_01076	Prab.g_00806
OG0000148	Prbh.g_00970	Prab.g_00856
OG0000149	Prbh.g_01002	Prab.g_00886
OG0000150	Prbh.g_01012	Prab.g_00894
OG0000151	Prbh.g_00888	Prab.g_01058
OG0000152	Prbh.g_01086	Prab.g_01010
OG0000153	Prbh.g_01104	Prab.g_00991
OG0000154	Prbh.g_01121	Prab.g_00955
OG0000155	Prbh.g_01261	Prab.g_01239
OG0000156	Prbh.g_01362	Prab.g_01315
OG0000157	Prbh.g_01363	Prab.g_01316
OG0000158	Prbh.g_01599	Prab.g_01379
OG0000159	Prbh.g_00039	Prab.g_01392
OG0000160	Prbh.g_00100	Prab.g_01467
OG0000161	Prbh.g_01288, Prbh.g_00106	Prab.g_01473
OG0000162	Prbh.g_00112	Prab.g_01479
OG0000163	Prbh.g_00151	Prab.g_01513
OG0000164	Prbh.g_01758	Prab.g_01693
OG0000165	Prbh.g_01750	Prab.g_01700
OG0000166	Prbh.g_01681	Prab.g_01766
OG0000167	Prbh.g_01609	Prab.g_01832
OG0000168	Prbh.g_01598	Prab.g_01841
OG0000169	Prbh.g_01588	Prab.g_01851
OG0000170	Prbh.g_01585	Prab.g_01853
OG0000171	Prbh.g_01565	Prab.g_01872
OG0000172	Prbh.g_01558	Prab.g_01881
OG0000173	Prbh.g_01543	Prab.g_01896
OG0000174	Prbh.g_01512	Prab.g_01924
OG0000175	Prbh.g_01500	Prab.g_01934
OG0000176	Prbh.g_01472	Prab.g_00004
OG0000177	Prbh.g_01471	Prab.g_00005
OG0000178	Prbh.g_01470	Prab.g_00006
OG0000179	Prbh.g_00764	Prab.g_00016
OG0000180	Prbh.g_00763	Prab.g_00017
OG0000181	Prbh.g_00762	Prab.g_00018
OG0000182	Prbh.g_00761	Prab.g_00019
OG0000183	Prbh.g_00757	Prab.g_00023
OG0000184	Prbh.g_00734	Prab.g_00045
OG0000185	Prbh.g_00731	Prab.g_00048
OG0000186	Prbh.g_00719	Prab.g_00056
OG0000187	Prbh.g_00718	Prab.g_00057
OG0000188	Prbh.g_00701	Prab.g_00074
OG0000189	Prbh.g_00687	Prab.g_00087
OG0000190	Prbh.g_00686	Prab.g_00088
OG0000191	Prbh.g_00664	Prab.g_00108
OG0000192	Prbh.g_00659	Prab.g_00112
OG0000193	Prbh.g_00636	Prab.g_00137
OG0000194	Prbh.g_00633	Prab.g_00140
OG0000195	Prbh.g_00631	Prab.g_00142
OG0000196	Prbh.g_00621	Prab.g_00152
OG0000197	Prbh.g_00620	Prab.g_00153
OG0000198	Prbh.g_00619	Prab.g_00154
OG0000199	Prbh.g_00612	Prab.g_00161
OG0000200	Prbh.g_00599	Prab.g_00175
OG0000201	Prbh.g_00590	Prab.g_00183
OG0000202	Prbh.g_00589	Prab.g_00184
OG0000203	Prbh.g_00588	Prab.g_00185
OG0000204	Prbh.g_00587	Prab.g_00186
OG0000205	Prbh.g_00580	Prab.g_00193
OG0000206	Prbh.g_00575	Prab.g_00198
OG0000207	Prbh.g_00573	Prab.g_00200
OG0000208	Prbh.g_00572	Prab.g_00201
OG0000209	Prbh.g_00563	Prab.g_00210
OG0000210	Prbh.g_00562	Prab.g_00211
OG0000211	Prbh.g_00547	Prab.g_00224
OG0000212	Prbh.g_00539	Prab.g_00230
OG0000213	Prbh.g_00521	Prab.g_00247
OG0000214	Prbh.g_00512	Prab.g_00256
OG0000215	Prbh.g_00485	Prab.g_00280
OG0000216	Prbh.g_00484	Prab.g_00282
OG0000217	Prbh.g_00481	Prab.g_00285
OG0000218	Prbh.g_00479	Prab.g_00287
OG0000219	Prbh.g_00478	Prab.g_00288
OG0000220	Prbh.g_00477	Prab.g_00289
OG0000221	Prbh.g_00476	Prab.g_00290
OG0000222	Prbh.g_00469	Prab.g_00298
OG0000223	Prbh.g_00456	Prab.g_00311
OG0000224	Prbh.g_00454	Prab.g_00313
OG0000225	Prbh.g_00426	Prab.g_00333
OG0000226	Prbh.g_00422	Prab.g_00337
OG0000227	Prbh.g_00420	Prab.g_00339
OG0000228	Prbh.g_00416	Prab.g_00342
OG0000229	Prbh.g_00396	Prab.g_00439
OG0000230	Prbh.g_00394	Prab.g_00441
OG0000231	Prbh.g_00383	Prab.g_00455
OG0000232	Prbh.g_00370	Prab.g_00463
OG0000233	Prbh.g_00365	Prab.g_00468
OG0000234	Prbh.g_00355	Prab.g_00480
OG0000235	Prbh.g_00352	Prab.g_00483
OG0000236	Prbh.g_00338	Prab.g_00497
OG0000237	Prbh.g_00324	Prab.g_00510
OG0000238	Prbh.g_00318	Prab.g_00516
OG0000239	Prbh.g_00305	Prab.g_00529
OG0000240	Prbh.g_00304	Prab.g_00530
OG0000241	Prbh.g_00299	Prab.g_00534
OG0000242	Prbh.g_00297	Prab.g_00536
OG0000243	Prbh.g_00287	Prab.g_00547
OG0000244	Prbh.g_00284	Prab.g_00550
OG0000245	Prbh.g_00282	Prab.g_00552
OG0000246	Prbh.g_00278	Prab.g_00556
OG0000247	Prbh.g_00267	Prab.g_00566
OG0000248	Prbh.g_00264	Prab.g_00569
OG0000249	Prbh.g_00262	Prab.g_00571
OG0000250	Prbh.g_00257	Prab.g_00576
OG0000251	Prbh.g_00239	Prab.g_00595
OG0000252	Prbh.g_00236	Prab.g_00598
OG0000253	Prbh.g_00235	Prab.g_00599
OG0000254	Prbh.g_00218	Prab.g_00615
OG0000255	Prbh.g_00212	Prab.g_00621
OG0000256	Prbh.g_01455	Prab.g_00632
OG0000257	Prbh.g_01223	Prab.g_00635
OG0000258	Prbh.g_01210	Prab.g_00648
OG0000259	Prbh.g_01193	Prab.g_00665
OG0000260	Prbh.g_01190	Prab.g_00668
OG0000261	Prbh.g_01187	Prab.g_00670
OG0000262	Prbh.g_01182	Prab.g_00674
OG0000263	Prbh.g_00915	Prab.g_00686
OG0000264	Prbh.g_00926	Prab.g_00696
OG0000265	Prbh.g_00945	Prab.g_00723
OG0000266	Prbh.g_01163	Prab.g_00733
OG0000267	Prbh.g_01150	Prab.g_00744
OG0000268	Prbh.g_01149	Prab.g_00745
OG0000269	Prbh.g_00948	Prab.g_00835
OG0000270	Prbh.g_00951	Prab.g_00838
OG0000271	Prbh.g_00959	Prab.g_00846
OG0000272	Prbh.g_00960	Prab.g_00847
OG0000273	Prbh.g_00983	Prab.g_00870
OG0000274	Prbh.g_00984	Prab.g_00871
OG0000275	Prbh.g_00987	Prab.g_00873
OG0000276	Prbh.g_00993	Prab.g_00878
OG0000277	Prbh.g_00994	Prab.g_00879
OG0000278	Prbh.g_00997	Prab.g_00882
OG0000279	Prbh.g_01005	Prab.g_00889
OG0000280	Prbh.g_01006	Prab.g_00890
OG0000281	Prbh.g_01013	Prab.g_00896
OG0000282	Prbh.g_00880	Prab.g_01066
OG0000283	Prbh.g_01059	Prab.g_01033
OG0000284	Prbh.g_01064	Prab.g_01028
OG0000285	Prbh.g_01069	Prab.g_01023
OG0000286	Prbh.g_01085	Prab.g_01011
OG0000287	Prbh.g_01342	Prab.g_00994
OG0000288	Prbh.g_01120	Prab.g_00956
OG0000289	Prbh.g_01135	Prab.g_00945
OG0000290	Prbh.g_01034	Prab.g_00932
OG0000291	Prbh.g_01032	Prab.g_00930
OG0000292	Prbh.g_01328	Prab.g_01144
OG0000293	Prbh.g_01293	Prab.g_01210
OG0000294	Prbh.g_01292	Prab.g_01211
OG0000295	Prbh.g_01268	Prab.g_01231
OG0000296	Prbh.g_01266	Prab.g_01233
OG0000297	Prbh.g_01257	Prab.g_01241
OG0000298	Prbh.g_01256	Prab.g_01242
OG0000299	Prbh.g_01237	Prab.g_01259
OG0000300	Prbh.g_01234	Prab.g_01262
OG0000301	Prbh.g_01233	Prab.g_01263
OG0000302	Prbh.g_01231	Prab.g_01265
OG0000303	Prbh.g_01225	Prab.g_01272
OG0000304	Prbh.g_01450	Prab.g_01276
OG0000305	Prbh.g_01326	Prab.g_01353
OG0000306	Prbh.g_01017	Prab.g_01355
OG0000307	Prbh.g_00019	Prab.g_01369
OG0000308	Prbh.g_00020	Prab.g_01370
OG0000309	Prbh.g_00024	Prab.g_01374
OG0000310	Prbh.g_00082	Prab.g_01451
OG0000311	Prbh.g_00084	Prab.g_01453
OG0000312	Prbh.g_00087	Prab.g_01456
OG0000313	Prbh.g_00103	Prab.g_01470
OG0000314	Prbh.g_00126	Prab.g_01493
OG0000315	Prbh.g_00136	Prab.g_01503
OG0000316	Prbh.g_00162	Prab.g_01523
OG0000317	Prbh.g_01785	Prab.g_01667
OG0000318	Prbh.g_01781	Prab.g_01670
OG0000319	Prbh.g_01768	Prab.g_01683
OG0000320	Prbh.g_01766	Prab.g_01685
OG0000321	Prbh.g_01765	Prab.g_01686
OG0000322	Prbh.g_01764	Prab.g_01687
OG0000323	Prbh.g_01755	Prab.g_01696
OG0000324	Prbh.g_01727	Prab.g_01722
OG0000325	Prbh.g_01717	Prab.g_01732
OG0000326	Prbh.g_01710	Prab.g_01738
OG0000327	Prbh.g_01686	Prab.g_01761
OG0000328	Prbh.g_01685	Prab.g_01762
OG0000329	Prbh.g_01668	Prab.g_01779
OG0000330	Prbh.g_01667	Prab.g_01780
OG0000331	Prbh.g_01666	Prab.g_01781
OG0000332	Prbh.g_01652	Prab.g_01795
OG0000333	Prbh.g_01650	Prab.g_01797
OG0000334	Prbh.g_01641	Prab.g_01805
OG0000335	Prbh.g_01636	Prab.g_01810
OG0000336	Prbh.g_01632	Prab.g_01814
OG0000337	Prbh.g_01613	Prab.g_01830
OG0000338	Prbh.g_01612	Prab.g_01831
OG0000339	Prbh.g_01606	Prab.g_01835
OG0000340	Prbh.g_01597	Prab.g_01842
OG0000341	Prbh.g_01595	Prab.g_01844
OG0000342	Prbh.g_01594	Prab.g_01845
OG0000343	Prbh.g_01593	Prab.g_01846
OG0000344	Prbh.g_01590	Prab.g_01849
OG0000345	Prbh.g_01584	Prab.g_01854
OG0000346	Prbh.g_01580	Prab.g_01858
OG0000347	Prbh.g_01563	Prab.g_01874
OG0000348	Prbh.g_01555	Prab.g_01884
OG0000349	Prbh.g_01537	Prab.g_01901
OG0000350	Prbh.g_01516	Prab.g_01920
OG0000351	Prbh.g_01497	Prab.g_01937
OG0000352	Prbh.g_01496	Prab.g_01938
OG0000353	Prbh.g_01477	Prab.g_01954
OG0000355	Prbh.g_01475	Prab.g_00001
OG0000356	Prbh.g_01474	Prab.g_00002
OG0000357	Prbh.g_01473	Prab.g_00003
OG0000358	Prbh.g_01469	Prab.g_00007
OG0000359	Prbh.g_01468	Prab.g_00008
OG0000360	Prbh.g_01467	Prab.g_00009
OG0000361	Prbh.g_01466	Prab.g_00010
OG0000362	Prbh.g_01952	Prab.g_00012
OG0000363	Prbh.g_00766	Prab.g_00014
OG0000364	Prbh.g_00765	Prab.g_00015
OG0000365	Prbh.g_00760	Prab.g_00020
OG0000366	Prbh.g_00759	Prab.g_00021
OG0000367	Prbh.g_00758	Prab.g_00022
OG0000368	Prbh.g_00756	Prab.g_00024
OG0000369	Prbh.g_00755	Prab.g_00025
OG0000370	Prbh.g_00754	Prab.g_00026
OG0000371	Prbh.g_00748	Prab.g_00032
OG0000372	Prbh.g_00746	Prab.g_00035
OG0000373	Prbh.g_00745	Prab.g_00036
OG0000374	Prbh.g_00744	Prab.g_00037
OG0000375	Prbh.g_00743	Prab.g_00039
OG0000376	Prbh.g_00741	Prab.g_00041
OG0000377	Prbh.g_00737	Prab.g_00044
OG0000378	Prbh.g_00733	Prab.g_00046
OG0000379	Prbh.g_00730	Prab.g_00049
OG0000380	Prbh.g_00717	Prab.g_00058
OG0000381	Prbh.g_00712	Prab.g_00062
OG0000382	Prbh.g_00702	Prab.g_00073
OG0000383	Prbh.g_00700	Prab.g_00075
OG0000384	Prbh.g_00699	Prab.g_00076
OG0000385	Prbh.g_00698	Prab.g_00077
OG0000386	Prbh.g_00697	Prab.g_00078
OG0000387	Prbh.g_00684	Prab.g_00090
OG0000388	Prbh.g_00680	Prab.g_00093
OG0000389	Prbh.g_00677	Prab.g_00097
OG0000390	Prbh.g_00668	Prab.g_00104
OG0000391	Prbh.g_00665	Prab.g_00107
OG0000392	Prbh.g_00661	Prab.g_00111
OG0000393	Prbh.g_00658	Prab.g_00113
OG0000394	Prbh.g_00657	Prab.g_00114
OG0000395	Prbh.g_00656	Prab.g_00115
OG0000396	Prbh.g_00654	Prab.g_00117
OG0000397	Prbh.g_00652	Prab.g_00119
OG0000398	Prbh.g_00649	Prab.g_00121
OG0000399	Prbh.g_00648	Prab.g_00122
OG0000400	Prbh.g_00647	Prab.g_00123
OG0000401	Prbh.g_00646	Prab.g_00124
OG0000402	Prbh.g_01144	Prab.g_00126
OG0000403	Prbh.g_00644	Prab.g_00127
OG0000404	Prbh.g_00643	Prab.g_00128
OG0000405	Prbh.g_00639	Prab.g_00132
OG0000406	Prbh.g_00635	Prab.g_00138
OG0000407	Prbh.g_00634	Prab.g_00139
OG0000408	Prbh.g_00632	Prab.g_00141
OG0000409	Prbh.g_00630	Prab.g_00143
OG0000410	Prbh.g_00629	Prab.g_00144
OG0000411	Prbh.g_00628	Prab.g_00145
OG0000412	Prbh.g_00627	Prab.g_00146
OG0000413	Prbh.g_00626	Prab.g_00147
OG0000414	Prbh.g_00625	Prab.g_00148
OG0000415	Prbh.g_00624	Prab.g_00149
OG0000416	Prbh.g_00623	Prab.g_00150
OG0000417	Prbh.g_00622	Prab.g_00151
OG0000418	Prbh.g_00617	Prab.g_00156
OG0000419	Prbh.g_00615	Prab.g_00158
OG0000420	Prbh.g_00614	Prab.g_00159
OG0000421	Prbh.g_00610	Prab.g_00164
OG0000422	Prbh.g_00609	Prab.g_00165
OG0000423	Prbh.g_00608	Prab.g_00166
OG0000424	Prbh.g_00607	Prab.g_00167
OG0000425	Prbh.g_00606	Prab.g_00168
OG0000426	Prbh.g_00605	Prab.g_00169
OG0000427	Prbh.g_00604	Prab.g_00170
OG0000428	Prbh.g_00602	Prab.g_00172
OG0000429	Prbh.g_00601	Prab.g_00173
OG0000430	Prbh.g_00600	Prab.g_00174
OG0000431	Prbh.g_00598	Prab.g_00176
OG0000432	Prbh.g_00594	Prab.g_00179
OG0000433	Prbh.g_00593	Prab.g_00180
OG0000434	Prbh.g_00592	Prab.g_00181
OG0000435	Prbh.g_00591	Prab.g_00182
OG0000436	Prbh.g_00586	Prab.g_00187
OG0000437	Prbh.g_00585	Prab.g_00188
OG0000438	Prbh.g_00584	Prab.g_00189
OG0000439	Prbh.g_00582	Prab.g_00191
OG0000440	Prbh.g_00581	Prab.g_00192
OG0000441	Prbh.g_00578	Prab.g_00195
OG0000442	Prbh.g_00577	Prab.g_00196
OG0000443	Prbh.g_00576	Prab.g_00197
OG0000444	Prbh.g_00571	Prab.g_00202
OG0000445	Prbh.g_00570	Prab.g_00203
OG0000446	Prbh.g_00569	Prab.g_00204
OG0000447	Prbh.g_00568	Prab.g_00205
OG0000448	Prbh.g_00567	Prab.g_00206
OG0000449	Prbh.g_00566	Prab.g_00207
OG0000450	Prbh.g_00565	Prab.g_00208
OG0000451	Prbh.g_00564	Prab.g_00209
OG0000452	Prbh.g_00561	Prab.g_00212
OG0000453	Prbh.g_00560	Prab.g_00213
OG0000454	Prbh.g_00559	Prab.g_00214
OG0000455	Prbh.g_00558	Prab.g_00215
OG0000456	Prbh.g_00557	Prab.g_00216
OG0000457	Prbh.g_00555	Prab.g_00217
OG0000458	Prbh.g_00554	Prab.g_00218
OG0000459	Prbh.g_00553	Prab.g_00219
OG0000460	Prbh.g_00545	Prab.g_00226
OG0000461	Prbh.g_00537	Prab.g_00232
OG0000462	Prbh.g_00535	Prab.g_00234
OG0000463	Prbh.g_00534	Prab.g_00235
OG0000464	Prbh.g_00533	Prab.g_00236
OG0000465	Prbh.g_00532	Prab.g_00237
OG0000466	Prbh.g_00529	Prab.g_00240
OG0000467	Prbh.g_00528	Prab.g_00241
OG0000468	Prbh.g_00525	Prab.g_00243
OG0000469	Prbh.g_00517	Prab.g_00251
OG0000470	Prbh.g_00515	Prab.g_00253
OG0000471	Prbh.g_00514	Prab.g_00254
OG0000472	Prbh.g_00513	Prab.g_00255
OG0000473	Prbh.g_00511	Prab.g_00257
OG0000474	Prbh.g_00510	Prab.g_00258
OG0000475	Prbh.g_00509	Prab.g_00259
OG0000476	Prbh.g_00507	Prab.g_00260
OG0000477	Prbh.g_00504	Prab.g_00263
OG0000478	Prbh.g_00503	Prab.g_00264
OG0000479	Prbh.g_00502	Prab.g_00265
OG0000480	Prbh.g_00497	Prab.g_00270
OG0000481	Prbh.g_00494	Prab.g_00272
OG0000482	Prbh.g_00493	Prab.g_00273
OG0000483	Prbh.g_00490	Prab.g_00276
OG0000484	Prbh.g_00489	Prab.g_00277
OG0000485	Prbh.g_00487	Prab.g_00278
OG0000486	Prbh.g_00486	Prab.g_00279
OG0000487	Prbh.g_00483	Prab.g_00283
OG0000488	Prbh.g_00480	Prab.g_00286
OG0000489	Prbh.g_00475	Prab.g_00291
OG0000490	Prbh.g_00471	Prab.g_00296
OG0000491	Prbh.g_00470	Prab.g_00297
OG0000492	Prbh.g_00468	Prab.g_00299
OG0000493	Prbh.g_00467	Prab.g_00300
OG0000494	Prbh.g_00466	Prab.g_00301
OG0000495	Prbh.g_00465	Prab.g_00302
OG0000496	Prbh.g_00464	Prab.g_00303
OG0000497	Prbh.g_00463	Prab.g_00304
OG0000498	Prbh.g_00462	Prab.g_00305
OG0000499	Prbh.g_00461	Prab.g_00306
OG0000500	Prbh.g_00460	Prab.g_00307
OG0000501	Prbh.g_00458	Prab.g_00309
OG0000502	Prbh.g_00455	Prab.g_00312
OG0000503	Prbh.g_00439	Prab.g_00322
OG0000504	Prbh.g_00437	Prab.g_00323
OG0000505	Prbh.g_00436	Prab.g_00324
OG0000506	Prbh.g_00435	Prab.g_00325
OG0000507	Prbh.g_00431	Prab.g_00328
OG0000508	Prbh.g_00427	Prab.g_00332
OG0000509	Prbh.g_00425	Prab.g_00334
OG0000510	Prbh.g_00424	Prab.g_00335
OG0000511	Prbh.g_00423	Prab.g_00336
OG0000512	Prbh.g_00421	Prab.g_00338
OG0000513	Prbh.g_00412	Prab.g_00345
OG0000514	Prbh.g_00401	Prab.g_00434
OG0000515	Prbh.g_00400	Prab.g_00435
OG0000516	Prbh.g_00399	Prab.g_00436
OG0000517	Prbh.g_00397	Prab.g_00438
OG0000518	Prbh.g_00386	Prab.g_00449
OG0000519	Prbh.g_00385	Prab.g_00450
OG0000520	Prbh.g_00384	Prab.g_00454
OG0000521	Prbh.g_00374	Prab.g_00459
OG0000522	Prbh.g_00372	Prab.g_00460
OG0000523	Prbh.g_00371	Prab.g_00461
OG0000524	Prbh.g_00367	Prab.g_00466
OG0000525	Prbh.g_00363	Prab.g_00469
OG0000526	Prbh.g_00361	Prab.g_00470
OG0000527	Prbh.g_00358	Prab.g_00477
OG0000528	Prbh.g_00353	Prab.g_00482
OG0000529	Prbh.g_00350	Prab.g_00485
OG0000530	Prbh.g_00347	Prab.g_00488
OG0000531	Prbh.g_00346	Prab.g_00489
OG0000532	Prbh.g_00344	Prab.g_00491
OG0000533	Prbh.g_00343	Prab.g_00492
OG0000534	Prbh.g_00342	Prab.g_00493
OG0000535	Prbh.g_00341	Prab.g_00494
OG0000536	Prbh.g_00340	Prab.g_00495
OG0000537	Prbh.g_00339	Prab.g_00496
OG0000538	Prbh.g_00329	Prab.g_00504
OG0000539	Prbh.g_00328	Prab.g_00505
OG0000540	Prbh.g_00327	Prab.g_00506
OG0000541	Prbh.g_00326	Prab.g_00507
OG0000542	Prbh.g_00325	Prab.g_00509
OG0000543	Prbh.g_00323	Prab.g_00511
OG0000544	Prbh.g_00322	Prab.g_00512
OG0000545	Prbh.g_00320	Prab.g_00514
OG0000546	Prbh.g_00317	Prab.g_00517
OG0000547	Prbh.g_00315	Prab.g_00519
OG0000548	Prbh.g_00314	Prab.g_00520
OG0000549	Prbh.g_00311	Prab.g_00522
OG0000550	Prbh.g_00306	Prab.g_00527
OG0000551	Prbh.g_00303	Prab.g_00531
OG0000552	Prbh.g_00302	Prab.g_00532
OG0000553	Prbh.g_00301	Prab.g_00533
OG0000554	Prbh.g_00295	Prab.g_00538
OG0000555	Prbh.g_00288	Prab.g_00546
OG0000556	Prbh.g_00286	Prab.g_00548
OG0000557	Prbh.g_00285	Prab.g_00549
