Orthogroup	Prbh	Syat
OG0000048	Prbh.g_00508	Syat.g_02046
OG0000052	Prbh.g_00727	Syat.g_02140
OG0000053	Prbh.g_00120, Prbh.g_01834	Syat.g_01330
OG0000054	Prbh.g_00223	Syat.g_00987, Syat.g_03390
OG0000055	Prbh.g_01797	Syat.g_00693
OG0000057	Prbh.g_00936	Syat.g_00817, Syat.g_02055
OG0000059	Prbh.g_01695	Syat.g_01832
OG0000061	Prbh.g_01283	Syat.g_03260
OG0000062	Prbh.g_00184	Syat.g_03107
OG0000063	Prbh.g_01401	Syat.g_02303
OG0000064	Prbh.g_00715	Syat.g_01568
OG0000065	Prbh.g_00676	Syat.g_01571
OG0000066	Prbh.g_01856	Syat.g_03283
OG0000067	Prbh.g_00953	Syat.g_00479, Syat.g_01324, Syat.g_02018, Syat.g_02874
OG0000068	Prbh.g_00009	Syat.g_00085, Syat.g_01295
OG0000069	Prbh.g_00376	Syat.g_00090, Syat.g_00879
OG0000070	Prbh.g_00382	Syat.g_01032, Syat.g_01040
OG0000071	Prbh.g_01373	Syat.g_01153
OG0000072	Prbh.g_00611	Syat.g_02856, Syat.g_01597
OG0000073	Prbh.g_00330	Syat.g_03201
OG0000075	Prbh.g_01607	Syat.g_02497, Syat.g_01713, Syat.g_02154
OG0000076	Prbh.g_01581	Syat.g_02206
OG0000077	Prbh.g_00704	Syat.g_01481
OG0000078	Prbh.g_00540	Syat.g_00184
OG0000079	Prbh.g_00527	Syat.g_01879
OG0000080	Prbh.g_00069	Syat.g_02246, Syat.g_02282, Syat.g_01200, Syat.g_02420
OG0000081	Prbh.g_00298	Syat.g_00980
OG0000082	Prbh.g_01855	Syat.g_00035
OG0000085	Prbh.g_01408	Syat.g_03113
OG0000086	Prbh.g_00695	Syat.g_01531, Syat.g_00798, Syat.g_00635
OG0000087	Prbh.g_00642	Syat.g_02912
OG0000088	Prbh.g_00616	Syat.g_02862
OG0000089	Prbh.g_00415	Syat.g_02953
OG0000090	Prbh.g_00296	Syat.g_03270
OG0000091	Prbh.g_01211	Syat.g_00939, Syat.g_00862
OG0000094	Prbh.g_01130	Syat.g_00698, Syat.g_01034
OG0000095	Prbh.g_01031	Syat.g_00808
OG0000097	Prbh.g_01236	Syat.g_00907, Syat.g_00535
OG0000098	Prbh.g_01935	Syat.g_03281
OG0000099	Prbh.g_00032	Syat.g_02130
OG0000100	Prbh.g_00179	Syat.g_00517
OG0000101	Prbh.g_01644	Syat.g_01661
OG0000102	Prbh.g_01576	Syat.g_00974
OG0000103	Prbh.g_01489	Syat.g_02399
OG0000104	Prbh.g_01480	Syat.g_02385
OG0000105	Prbh.g_00505	Syat.g_02052
OG0000106	Prbh.g_00821	Syat.g_00957
OG0000107	Prbh.g_01718	Syat.g_02009, Syat.g_01862
OG0000108	Prbh.g_00351	Syat.g_03170
OG0000109	Prbh.g_00337	Syat.g_03187
OG0000110	Prbh.g_00254	Syat.g_00049
OG0000111	Prbh.g_00937	Syat.g_00816
OG0000112	Prbh.g_01078	Syat.g_00593
OG0000113	Prbh.g_00976	Syat.g_00509
OG0000114	Prbh.g_00878	Syat.g_00426
OG0000115	Prbh.g_01344	Syat.g_01328
OG0000116	Prbh.g_01294	Syat.g_02641
OG0000117	Prbh.g_01255	Syat.g_00224
OG0000118	Prbh.g_01385	Syat.g_01168
OG0000119	Prbh.g_01333, Prbh.g_00194	Syat.g_00309
OG0000120	Prbh.g_00031	Syat.g_02132
OG0000121	Prbh.g_00101	Syat.g_01223
OG0000123	Prbh.g_01637	Syat.g_01653
OG0000124	Prbh.g_01564	Syat.g_02231
OG0000125	Prbh.g_01528	Syat.g_02684
OG0000126	Prbh.g_01481	Syat.g_00976
OG0000127	Prbh.g_01938	Syat.g_00175
OG0000128	Prbh.g_01953	Syat.g_02331
OG0000129	Prbh.g_00738	Syat.g_02693, Syat.g_02694
OG0000130	Prbh.g_00713	Syat.g_01469
OG0000131	Prbh.g_00637	Syat.g_02898
OG0000132	Prbh.g_00618	Syat.g_02864
OG0000133	Prbh.g_00457	Syat.g_00588
OG0000134	Prbh.g_00413	Syat.g_02956
OG0000135	Prbh.g_01825	Syat.g_02501
OG0000136	Prbh.g_00391	Syat.g_01292
OG0000137	Prbh.g_00356	Syat.g_01371
OG0000138	Prbh.g_00336	Syat.g_03188
OG0000139	Prbh.g_00292	Syat.g_03276
OG0000140	Prbh.g_00291	Syat.g_03280
OG0000141	Prbh.g_00222	Syat.g_03398
OG0000142	Prbh.g_01218	Syat.g_00117
OG0000143	Prbh.g_01215	Syat.g_00130
OG0000144	Prbh.g_01201	Syat.g_00369
OG0000145	Prbh.g_01880	Syat.g_03202
OG0000146	Prbh.g_01077	Syat.g_00594
OG0000147	Prbh.g_01076	Syat.g_00595
OG0000148	Prbh.g_00970	Syat.g_00503
OG0000149	Prbh.g_01002	Syat.g_00747
OG0000150	Prbh.g_01012	Syat.g_03399
OG0000151	Prbh.g_00888	Syat.g_00801, Syat.g_00440
OG0000152	Prbh.g_01086	Syat.g_00578
OG0000153	Prbh.g_01104	Syat.g_00542
OG0000154	Prbh.g_01121	Syat.g_00708
OG0000155	Prbh.g_01261	Syat.g_00287
OG0000156	Prbh.g_01362	Syat.g_03228
OG0000157	Prbh.g_01363	Syat.g_02012, Syat.g_03227
OG0000158	Prbh.g_01599	Syat.g_02163
OG0000159	Prbh.g_00722	Syat.g_01187
OG0000160	Prbh.g_00100	Syat.g_01224
OG0000161	Prbh.g_01288, Prbh.g_00106	Syat.g_01180
OG0000162	Prbh.g_00112	Syat.g_01281
OG0000163	Prbh.g_00151	Syat.g_02979
OG0000164	Prbh.g_01758	Syat.g_03040
OG0000165	Prbh.g_01750	Syat.g_03033
OG0000166	Prbh.g_01681	Syat.g_01822
OG0000167	Prbh.g_01609	Syat.g_02148
OG0000168	Prbh.g_01598	Syat.g_02164
OG0000169	Prbh.g_01588	Syat.g_02192
OG0000170	Prbh.g_01585	Syat.g_02201
OG0000171	Prbh.g_01565	Syat.g_02230
OG0000172	Prbh.g_01558	Syat.g_02260
OG0000173	Prbh.g_01543	Syat.g_02284
OG0000174	Prbh.g_01512	Syat.g_02504
OG0000175	Prbh.g_01500	Syat.g_02416
OG0000176	Prbh.g_01472	Syat.g_02372
OG0000177	Prbh.g_01471	Syat.g_02338
OG0000178	Prbh.g_01470	Syat.g_02337
OG0000179	Prbh.g_00764	Syat.g_02322
OG0000180	Prbh.g_00763	Syat.g_02321
OG0000181	Prbh.g_00762	Syat.g_02320
OG0000182	Prbh.g_00761	Syat.g_02319
OG0000183	Prbh.g_00757	Syat.g_02315
OG0000184	Prbh.g_00734	Syat.g_02704
OG0000185	Prbh.g_00731	Syat.g_02719
OG0000186	Prbh.g_00719	Syat.g_01463
OG0000187	Prbh.g_00718	Syat.g_01467
OG0000188	Prbh.g_00701	Syat.g_01489
OG0000189	Prbh.g_00687	Syat.g_00386, Syat.g_01557
OG0000190	Prbh.g_00686	Syat.g_00330
OG0000191	Prbh.g_00664	Syat.g_03344, Syat.g_02939
OG0000192	Prbh.g_00659	Syat.g_02933
OG0000193	Prbh.g_00636	Syat.g_02897
OG0000194	Prbh.g_00633	Syat.g_02894
OG0000195	Prbh.g_00631	Syat.g_02892
OG0000196	Prbh.g_00621	Syat.g_02867
OG0000197	Prbh.g_00620	Syat.g_02866
OG0000198	Prbh.g_00619	Syat.g_02865
OG0000199	Prbh.g_00612	Syat.g_02857
OG0000200	Prbh.g_00599	Syat.g_02840
OG0000201	Prbh.g_00590	Syat.g_02821
OG0000202	Prbh.g_00589	Syat.g_02820
OG0000203	Prbh.g_00588	Syat.g_02819
OG0000204	Prbh.g_00587	Syat.g_02818
OG0000205	Prbh.g_00580	Syat.g_02809
OG0000206	Prbh.g_00575	Syat.g_02785
OG0000207	Prbh.g_00573	Syat.g_02778
OG0000208	Prbh.g_00572	Syat.g_02777
OG0000209	Prbh.g_00563	Syat.g_02735
OG0000210	Prbh.g_00562	Syat.g_02734
OG0000211	Prbh.g_00547	Syat.g_01452
OG0000212	Prbh.g_00539	Syat.g_01442
OG0000213	Prbh.g_00521	Syat.g_01889
OG0000214	Prbh.g_00512	Syat.g_02042
OG0000215	Prbh.g_00485	Syat.g_02075
OG0000216	Prbh.g_00484	Syat.g_02079
OG0000217	Prbh.g_00481	Syat.g_02085
OG0000218	Prbh.g_00479	Syat.g_02087
OG0000219	Prbh.g_00478	Syat.g_02088
OG0000220	Prbh.g_00477	Syat.g_02089
OG0000221	Prbh.g_00476	Syat.g_02095
OG0000222	Prbh.g_00469	Syat.g_02109
OG0000223	Prbh.g_00456	Syat.g_02570
OG0000224	Prbh.g_00454	Syat.g_02139
OG0000225	Prbh.g_00426	Syat.g_01595
OG0000226	Prbh.g_00422	Syat.g_01588
OG0000228	Prbh.g_00416	Syat.g_02952
OG0000229	Prbh.g_00396	Syat.g_02970
OG0000230	Prbh.g_00394	Syat.g_02972
OG0000231	Prbh.g_00383	Syat.g_01283
OG0000232	Prbh.g_00370	Syat.g_01313
OG0000233	Prbh.g_00365	Syat.g_01407
OG0000234	Prbh.g_00355	Syat.g_01369
OG0000235	Prbh.g_00352	Syat.g_03169
OG0000236	Prbh.g_00338	Syat.g_03186
OG0000237	Prbh.g_00324	Syat.g_03214
OG0000238	Prbh.g_00318	Syat.g_03219
OG0000239	Prbh.g_00305	Syat.g_01105
OG0000240	Prbh.g_00304	Syat.g_01104
OG0000241	Prbh.g_00299	Syat.g_00111
OG0000242	Prbh.g_00297	Syat.g_01077
OG0000243	Prbh.g_00287	Syat.g_00092
OG0000244	Prbh.g_00284	Syat.g_00082
OG0000245	Prbh.g_00282	Syat.g_00080
OG0000246	Prbh.g_00278	Syat.g_00076
OG0000247	Prbh.g_00267	Syat.g_00065
OG0000248	Prbh.g_00264	Syat.g_00062
OG0000249	Prbh.g_00262	Syat.g_00060
OG0000250	Prbh.g_00257	Syat.g_00053
OG0000251	Prbh.g_00239	Syat.g_00027
OG0000252	Prbh.g_00236	Syat.g_00022
OG0000253	Prbh.g_00235	Syat.g_00021
OG0000254	Prbh.g_00218	Syat.g_03407
OG0000255	Prbh.g_00212	Syat.g_02405
OG0000256	Prbh.g_01455	Syat.g_03306
OG0000257	Prbh.g_01223	Syat.g_00109
OG0000258	Prbh.g_01210	Syat.g_00382
OG0000259	Prbh.g_01193	Syat.g_00342
OG0000260	Prbh.g_01190	Syat.g_00392
OG0000261	Prbh.g_01187	Syat.g_00400
OG0000262	Prbh.g_01182	Syat.g_00407
OG0000263	Prbh.g_00915	Syat.g_00200
OG0000266	Prbh.g_01163	Syat.g_00671
OG0000267	Prbh.g_01150	Syat.g_00636
OG0000268	Prbh.g_01149	Syat.g_00634
OG0000269	Prbh.g_00948	Syat.g_00474, Syat.g_00126
OG0000270	Prbh.g_00951	Syat.g_00477
OG0000271	Prbh.g_00959	Syat.g_00485
OG0000272	Prbh.g_00960	Syat.g_00486
OG0000273	Prbh.g_00983	Syat.g_00520
OG0000274	Prbh.g_00984	Syat.g_00521
OG0000275	Prbh.g_00987	Syat.g_00718
OG0000276	Prbh.g_00993	Syat.g_00725
OG0000277	Prbh.g_00994	Syat.g_00738
OG0000278	Prbh.g_00997	Syat.g_00741
OG0000279	Prbh.g_01005	Syat.g_00755
OG0000280	Prbh.g_01006	Syat.g_01669
OG0000281	Prbh.g_01013	Syat.g_00960
OG0000282	Prbh.g_00880	Syat.g_00431
OG0000283	Prbh.g_01059	Syat.g_00620
OG0000284	Prbh.g_01064	Syat.g_00614
OG0000285	Prbh.g_01069	Syat.g_00607
OG0000286	Prbh.g_01085	Syat.g_00579
OG0000287	Prbh.g_01342	Syat.g_00550
OG0000288	Prbh.g_01120	Syat.g_00709
OG0000289	Prbh.g_01135	Syat.g_00695
OG0000290	Prbh.g_01034	Syat.g_00805
OG0000291	Prbh.g_01032	Syat.g_00807
OG0000292	Prbh.g_01328	Syat.g_02388
OG0000293	Prbh.g_01293	Syat.g_03241
OG0000294	Prbh.g_01292	Syat.g_03248
OG0000295	Prbh.g_01268	Syat.g_00297
OG0000296	Prbh.g_01266	Syat.g_00295
OG0000297	Prbh.g_01257	Syat.g_00226
OG0000298	Prbh.g_01256	Syat.g_00225
OG0000299	Prbh.g_01237	Syat.g_00910
OG0000300	Prbh.g_01234	Syat.g_00904
OG0000301	Prbh.g_01233	Syat.g_00903
OG0000302	Prbh.g_01231	Syat.g_00901
OG0000303	Prbh.g_01225	Syat.g_00892
OG0000304	Prbh.g_01450	Syat.g_00885
OG0000305	Prbh.g_01326	Syat.g_00809
OG0000306	Prbh.g_01017	Syat.g_01704
OG0000307	Prbh.g_00019	Syat.g_01304
OG0000308	Prbh.g_00020	Syat.g_01306
OG0000309	Prbh.g_00024	Syat.g_01417
OG0000310	Prbh.g_00082	Syat.g_01246
OG0000311	Prbh.g_00084	Syat.g_01242
OG0000312	Prbh.g_00087	Syat.g_01237
OG0000313	Prbh.g_00103	Syat.g_01183
OG0000314	Prbh.g_00126	Syat.g_01341
OG0000315	Prbh.g_00136	Syat.g_01351
OG0000316	Prbh.g_00162	Syat.g_03082
OG0000317	Prbh.g_01785	Syat.g_03120
OG0000318	Prbh.g_01781	Syat.g_03125
OG0000319	Prbh.g_01768	Syat.g_03055
OG0000320	Prbh.g_01766	Syat.g_03053
OG0000321	Prbh.g_01765	Syat.g_03052
OG0000322	Prbh.g_01764	Syat.g_03051
OG0000323	Prbh.g_01755	Syat.g_03038
OG0000324	Prbh.g_01727	Syat.g_02998
OG0000325	Prbh.g_01717	Syat.g_01861
OG0000326	Prbh.g_01710	Syat.g_01854
OG0000327	Prbh.g_01686	Syat.g_01827
OG0000328	Prbh.g_01685	Syat.g_01826
OG0000329	Prbh.g_01668	Syat.g_01808
OG0000330	Prbh.g_01667	Syat.g_01807
OG0000331	Prbh.g_01666	Syat.g_01806
OG0000332	Prbh.g_01652	Syat.g_01790
OG0000333	Prbh.g_01650	Syat.g_01787
OG0000334	Prbh.g_01641	Syat.g_01657
OG0000335	Prbh.g_01636	Syat.g_01652
OG0000336	Prbh.g_01632	Syat.g_01648
OG0000337	Prbh.g_01613	Syat.g_02144
OG0000338	Prbh.g_01612	Syat.g_02146
OG0000339	Prbh.g_01606	Syat.g_02155, Syat.g_01055
OG0000340	Prbh.g_01597	Syat.g_02165
OG0000341	Prbh.g_01595	Syat.g_02167
OG0000342	Prbh.g_01594	Syat.g_02168
OG0000343	Prbh.g_01593	Syat.g_02185
OG0000344	Prbh.g_01590	Syat.g_02189
OG0000345	Prbh.g_01584	Syat.g_02202
OG0000346	Prbh.g_01580	Syat.g_02207
OG0000347	Prbh.g_01563	Syat.g_02234
OG0000348	Prbh.g_01555	Syat.g_02264
OG0000349	Prbh.g_01537	Syat.g_02291
OG0000350	Prbh.g_01516	Syat.g_01847
OG0000351	Prbh.g_01497	Syat.g_02411
OG0000352	Prbh.g_01496	Syat.g_02410
OG0000353	Prbh.g_01477	Syat.g_00955, Syat.g_02377
OG0000355	Prbh.g_01475	Syat.g_02375
OG0000356	Prbh.g_01474	Syat.g_02374
OG0000357	Prbh.g_01473	Syat.g_02373
OG0000358	Prbh.g_01469	Syat.g_02336
OG0000359	Prbh.g_01468	Syat.g_02334
OG0000360	Prbh.g_01467	Syat.g_02333
OG0000361	Prbh.g_01466	Syat.g_02332
OG0000362	Prbh.g_01952	Syat.g_02330
OG0000363	Prbh.g_00766	Syat.g_02328
OG0000364	Prbh.g_00765	Syat.g_03122
OG0000365	Prbh.g_00760	Syat.g_02318
OG0000366	Prbh.g_00759	Syat.g_02317
OG0000367	Prbh.g_00758	Syat.g_02316
OG0000368	Prbh.g_00756	Syat.g_02314
OG0000369	Prbh.g_00755	Syat.g_02313
OG0000370	Prbh.g_00754	Syat.g_02312
OG0000371	Prbh.g_00748	Syat.g_02304
OG0000372	Prbh.g_00746	Syat.g_02298
OG0000373	Prbh.g_00745	Syat.g_02297
OG0000374	Prbh.g_00744	Syat.g_02296
OG0000375	Prbh.g_00743	Syat.g_02295
OG0000376	Prbh.g_00741	Syat.g_02293
OG0000377	Prbh.g_00737	Syat.g_02695
OG0000378	Prbh.g_00733	Syat.g_02715
OG0000379	Prbh.g_00730	Syat.g_02720
OG0000380	Prbh.g_00717	Syat.g_01468
OG0000381	Prbh.g_00712	Syat.g_01470
OG0000382	Prbh.g_00702	Syat.g_01488
OG0000383	Prbh.g_00700	Syat.g_01521
OG0000384	Prbh.g_00699	Syat.g_01522
OG0000385	Prbh.g_00698	Syat.g_01523
OG0000386	Prbh.g_00697	Syat.g_01524
OG0000387	Prbh.g_00684	Syat.g_01561
OG0000388	Prbh.g_00680	Syat.g_01565
OG0000389	Prbh.g_00677	Syat.g_01569
OG0000390	Prbh.g_00668	Syat.g_02945
OG0000391	Prbh.g_00665	Syat.g_02940
OG0000392	Prbh.g_00661	Syat.g_02934
OG0000393	Prbh.g_00658	Syat.g_02931
OG0000394	Prbh.g_00657	Syat.g_02930
OG0000395	Prbh.g_00656	Syat.g_02929
OG0000396	Prbh.g_00654	Syat.g_02927
OG0000397	Prbh.g_00652	Syat.g_02925
OG0000398	Prbh.g_00649	Syat.g_02920
OG0000399	Prbh.g_00648	Syat.g_02919
OG0000400	Prbh.g_00647	Syat.g_02918
OG0000401	Prbh.g_00646	Syat.g_02917
OG0000402	Prbh.g_01144	Syat.g_02915
OG0000403	Prbh.g_00644	Syat.g_02914
OG0000404	Prbh.g_00643	Syat.g_02913
OG0000405	Prbh.g_00639	Syat.g_02900
OG0000406	Prbh.g_00635	Syat.g_02896
OG0000407	Prbh.g_00634	Syat.g_02895
OG0000408	Prbh.g_00632	Syat.g_02893
OG0000409	Prbh.g_00630	Syat.g_02891
OG0000410	Prbh.g_00629	Syat.g_02890
OG0000411	Prbh.g_00628	Syat.g_02889
OG0000412	Prbh.g_00627	Syat.g_02888
OG0000413	Prbh.g_00626	Syat.g_02886
OG0000414	Prbh.g_00625	Syat.g_02885
OG0000415	Prbh.g_00624	Syat.g_02884
OG0000416	Prbh.g_00623	Syat.g_02883
OG0000417	Prbh.g_00622	Syat.g_02868
OG0000418	Prbh.g_00617	Syat.g_02863
OG0000419	Prbh.g_00615	Syat.g_02861
OG0000420	Prbh.g_00614	Syat.g_02859
OG0000421	Prbh.g_00610	Syat.g_02855
OG0000422	Prbh.g_00609	Syat.g_02854
OG0000423	Prbh.g_00608	Syat.g_02853
OG0000424	Prbh.g_00607	Syat.g_02852
OG0000425	Prbh.g_00606	Syat.g_02851
OG0000426	Prbh.g_00605	Syat.g_02850
OG0000427	Prbh.g_00604	Syat.g_02849
OG0000428	Prbh.g_00602	Syat.g_02846
OG0000429	Prbh.g_00601	Syat.g_02843
OG0000430	Prbh.g_00600	Syat.g_02841
OG0000431	Prbh.g_00598	Syat.g_02838
OG0000432	Prbh.g_00594	Syat.g_02832
OG0000433	Prbh.g_00593	Syat.g_02829
OG0000434	Prbh.g_00592	Syat.g_02828
OG0000435	Prbh.g_00591	Syat.g_02824
OG0000436	Prbh.g_00586	Syat.g_02817
OG0000437	Prbh.g_00585	Syat.g_02558
OG0000438	Prbh.g_00584	Syat.g_02813
OG0000439	Prbh.g_00582	Syat.g_02811
OG0000440	Prbh.g_00581	Syat.g_02810
OG0000441	Prbh.g_00578	Syat.g_02807
OG0000442	Prbh.g_00577	Syat.g_02797
OG0000443	Prbh.g_00576	Syat.g_02787
OG0000444	Prbh.g_00571	Syat.g_02756
OG0000445	Prbh.g_00570	Syat.g_02755
OG0000446	Prbh.g_00569	Syat.g_02753
OG0000447	Prbh.g_00568	Syat.g_02749
OG0000448	Prbh.g_00567	Syat.g_02748
OG0000449	Prbh.g_00566	Syat.g_02747
OG0000450	Prbh.g_00565	Syat.g_02738
OG0000451	Prbh.g_00564	Syat.g_02737
OG0000452	Prbh.g_00561	Syat.g_02732
OG0000453	Prbh.g_00560	Syat.g_02731
OG0000454	Prbh.g_00559	Syat.g_02730
OG0000455	Prbh.g_00558	Syat.g_02729
OG0000456	Prbh.g_00557	Syat.g_02728
OG0000457	Prbh.g_00555	Syat.g_02726
OG0000458	Prbh.g_00554	Syat.g_02725
OG0000459	Prbh.g_00553	Syat.g_02724
OG0000460	Prbh.g_00545	Syat.g_01450
OG0000461	Prbh.g_00537	Syat.g_01866
OG0000462	Prbh.g_00535	Syat.g_01868
OG0000463	Prbh.g_00534	Syat.g_01869
OG0000464	Prbh.g_00533	Syat.g_01870
OG0000465	Prbh.g_00532	Syat.g_01872
OG0000466	Prbh.g_00529	Syat.g_01877
OG0000467	Prbh.g_00528	Syat.g_01878
OG0000468	Prbh.g_00525	Syat.g_01884
OG0000469	Prbh.g_00517	Syat.g_02000
OG0000470	Prbh.g_00515	Syat.g_02038
OG0000471	Prbh.g_00514	Syat.g_02039
OG0000472	Prbh.g_00513	Syat.g_02041
OG0000473	Prbh.g_00511	Syat.g_02043
OG0000474	Prbh.g_00510	Syat.g_02044
OG0000475	Prbh.g_00509	Syat.g_02045
OG0000476	Prbh.g_00507	Syat.g_02047
OG0000477	Prbh.g_00504	Syat.g_02053
OG0000478	Prbh.g_00503	Syat.g_02054
OG0000479	Prbh.g_00502	Syat.g_02056
OG0000480	Prbh.g_00497	Syat.g_02063
OG0000481	Prbh.g_00494	Syat.g_02066
OG0000482	Prbh.g_00493	Syat.g_02067
OG0000483	Prbh.g_00490	Syat.g_02071
OG0000484	Prbh.g_00489	Syat.g_02072
OG0000485	Prbh.g_00487	Syat.g_02073
OG0000486	Prbh.g_00486	Syat.g_02074
OG0000487	Prbh.g_00483	Syat.g_02080
OG0000488	Prbh.g_00480	Syat.g_02086
OG0000489	Prbh.g_00475	Syat.g_02097
OG0000490	Prbh.g_00471	Syat.g_02106
OG0000491	Prbh.g_00470	Syat.g_02107
OG0000492	Prbh.g_00468	Syat.g_02110
OG0000493	Prbh.g_00467	Syat.g_02111
OG0000494	Prbh.g_00466	Syat.g_02112
OG0000495	Prbh.g_00465	Syat.g_02120
OG0000496	Prbh.g_00464	Syat.g_02121
OG0000497	Prbh.g_00463	Syat.g_02122
OG0000498	Prbh.g_00462	Syat.g_02123
OG0000499	Prbh.g_00461	Syat.g_02124
OG0000500	Prbh.g_00460	Syat.g_02125
OG0000501	Prbh.g_00458	Syat.g_02128
OG0000502	Prbh.g_00455	Syat.g_02135
OG0000503	Prbh.g_00439	Syat.g_01614
OG0000504	Prbh.g_00437	Syat.g_01612
OG0000505	Prbh.g_00436	Syat.g_01611
OG0000506	Prbh.g_00435	Syat.g_01609
OG0000507	Prbh.g_00431	Syat.g_01603
OG0000508	Prbh.g_00427	Syat.g_01596
OG0000509	Prbh.g_00425	Syat.g_01591
OG0000510	Prbh.g_00424	Syat.g_01590
OG0000511	Prbh.g_00423	Syat.g_01589
OG0000512	Prbh.g_00421	Syat.g_01587
OG0000513	Prbh.g_00412	Syat.g_02957
OG0000514	Prbh.g_00401	Syat.g_02962
OG0000515	Prbh.g_00400	Syat.g_02963
OG0000516	Prbh.g_00399	Syat.g_02965
OG0000517	Prbh.g_00397	Syat.g_02969
OG0000518	Prbh.g_00386	Syat.g_01286
OG0000519	Prbh.g_00385	Syat.g_01285
OG0000520	Prbh.g_00384	Syat.g_01284
OG0000521	Prbh.g_00374	Syat.g_01319
OG0000522	Prbh.g_00372	Syat.g_01317
OG0000523	Prbh.g_00371	Syat.g_01316
OG0000524	Prbh.g_00367	Syat.g_01409
OG0000525	Prbh.g_00363	Syat.g_01382
OG0000526	Prbh.g_00361	Syat.g_01380
OG0000527	Prbh.g_00358	Syat.g_01373
OG0000528	Prbh.g_00353	Syat.g_03167
OG0000529	Prbh.g_00350	Syat.g_03171
OG0000530	Prbh.g_00347	Syat.g_03174
OG0000531	Prbh.g_00346	Syat.g_03175
OG0000532	Prbh.g_00344	Syat.g_03178
OG0000533	Prbh.g_00343	Syat.g_03180
OG0000534	Prbh.g_00342	Syat.g_03181
OG0000535	Prbh.g_00341	Syat.g_03182
OG0000536	Prbh.g_00340	Syat.g_03183
OG0000537	Prbh.g_00339	Syat.g_03185
OG0000538	Prbh.g_00329	Syat.g_03204
OG0000539	Prbh.g_00328	Syat.g_03206
OG0000540	Prbh.g_00327	Syat.g_03207
OG0000541	Prbh.g_00326	Syat.g_03208
OG0000542	Prbh.g_00325	Syat.g_03213
OG0000543	Prbh.g_00323	Syat.g_03215
OG0000544	Prbh.g_00322	Syat.g_03216
OG0000545	Prbh.g_00320	Syat.g_03218
OG0000546	Prbh.g_00317	Syat.g_03220
OG0000547	Prbh.g_00315	Syat.g_03222
OG0000548	Prbh.g_00314	Syat.g_03223
OG0000549	Prbh.g_00311	Syat.g_01795
OG0000550	Prbh.g_00306	Syat.g_01107
OG0000551	Prbh.g_00303	Syat.g_01103
OG0000552	Prbh.g_00302	Syat.g_01102
OG0000553	Prbh.g_00301	Syat.g_01098
OG0000554	Prbh.g_00295	Syat.g_03271
OG0000555	Prbh.g_00288	Syat.g_00093
OG0000556	Prbh.g_00286	Syat.g_00088
OG0000557	Prbh.g_00285	Syat.g_00083
OG0000558	Prbh.g_00283	Syat.g_00081
OG0000559	Prbh.g_00279	Syat.g_00077
OG0000560	Prbh.g_00276	Syat.g_00074
OG0000561	Prbh.g_00275	Syat.g_00073
OG0000562	Prbh.g_00274	Syat.g_00072
OG0000563	Prbh.g_00273	Syat.g_00071
OG0000564	Prbh.g_00272	Syat.g_00070
OG0000565	Prbh.g_00269	Syat.g_00067
OG0000566	Prbh.g_00265	Syat.g_00063
OG0000567	Prbh.g_00261	Syat.g_00059
OG0000568	Prbh.g_00260	Syat.g_00057
