Orthogroup	Prbh	Syai
OG0000127	Prbh.g_01938	Syai.g_01872, Syai.g_01906, Syai.g_01855, Syai.g_02459
OG0000128	Prbh.g_01953	Syai.g_00012
OG0000129	Prbh.g_00738	Syai.g_02771
OG0000130	Prbh.g_00713	Syai.g_02474
OG0000131	Prbh.g_00637	Syai.g_02608
OG0000132	Prbh.g_00618	Syai.g_02628
OG0000133	Prbh.g_00457	Syai.g_01507
OG0000134	Prbh.g_00413	Syai.g_00520
OG0000135	Prbh.g_01825	Syai.g_02826
OG0000136	Prbh.g_00391	Syai.g_02217
OG0000137	Prbh.g_00356	Syai.g_00865
OG0000138	Prbh.g_00336	Syai.g_00654
OG0000139	Prbh.g_00292	Syai.g_00714
OG0000140	Prbh.g_00291	Syai.g_00716
OG0000141	Prbh.g_00222	Syai.g_01041
OG0000142	Prbh.g_01218	Syai.g_01104
OG0000143	Prbh.g_01215	Syai.g_01108
OG0000144	Prbh.g_01201	Syai.g_01608
OG0000145	Prbh.g_01880	Syai.g_00660
OG0000146	Prbh.g_01077	Syai.g_01513
OG0000147	Prbh.g_01076	Syai.g_01514
OG0000148	Prbh.g_00970	Syai.g_01361
OG0000149	Prbh.g_01002	Syai.g_02059
OG0000150	Prbh.g_01012	Syai.g_00717
OG0000151	Prbh.g_00888	Syai.g_01280
OG0000152	Prbh.g_01086	Syai.g_01503
OG0000153	Prbh.g_01104	Syai.g_01461
OG0000154	Prbh.g_01121	Syai.g_01434
OG0000155	Prbh.g_01261	Syai.g_02109
OG0000156	Prbh.g_01362	Syai.g_02162
OG0000157	Prbh.g_01363	Syai.g_02163
OG0000158	Prbh.g_01599	Syai.g_00135
OG0000160	Prbh.g_00100	Syai.g_00952
OG0000161	Prbh.g_01288, Prbh.g_00106	Syai.g_00946
OG0000162	Prbh.g_00112	Syai.g_00939
OG0000163	Prbh.g_00151	Syai.g_02300
OG0000164	Prbh.g_01758	Syai.g_02411
OG0000165	Prbh.g_01750	Syai.g_02244
OG0000166	Prbh.g_01681	Syai.g_00364
OG0000167	Prbh.g_01609	Syai.g_00164
OG0000168	Prbh.g_01598	Syai.g_00134
OG0000169	Prbh.g_01588	Syai.g_00123
OG0000170	Prbh.g_01585	Syai.g_00116
OG0000171	Prbh.g_01565	Syai.g_00090
OG0000172	Prbh.g_01558	Syai.g_00083
OG0000173	Prbh.g_01543	Syai.g_00064
OG0000174	Prbh.g_01512	Syai.g_02828
OG0000175	Prbh.g_01500	Syai.g_02901
OG0000176	Prbh.g_01472	Syai.g_00004
OG0000177	Prbh.g_01471	Syai.g_00005
OG0000178	Prbh.g_01470	Syai.g_00006
OG0000179	Prbh.g_00764	Syai.g_00023
OG0000180	Prbh.g_00763	Syai.g_00024
OG0000181	Prbh.g_00762	Syai.g_00025
OG0000182	Prbh.g_00761	Syai.g_00026
OG0000183	Prbh.g_00757	Syai.g_00030
OG0000184	Prbh.g_00734	Syai.g_02756
OG0000185	Prbh.g_00731	Syai.g_02734
OG0000186	Prbh.g_00719	Syai.g_02469
OG0000187	Prbh.g_00718	Syai.g_02471
OG0000188	Prbh.g_00701	Syai.g_00696, Syai.g_02494
OG0000189	Prbh.g_00687	Syai.g_02530
OG0000190	Prbh.g_00686	Syai.g_02532
OG0000191	Prbh.g_00664	Syai.g_02562
OG0000192	Prbh.g_00659	Syai.g_02569
OG0000193	Prbh.g_00636	Syai.g_02609
OG0000194	Prbh.g_00633	Syai.g_02612
OG0000195	Prbh.g_00631	Syai.g_02614
OG0000196	Prbh.g_00621	Syai.g_02625
OG0000197	Prbh.g_00620	Syai.g_02626
OG0000198	Prbh.g_00619	Syai.g_02627
OG0000199	Prbh.g_00612	Syai.g_02635
OG0000200	Prbh.g_00599	Syai.g_02651
OG0000201	Prbh.g_00590	Syai.g_02667
OG0000202	Prbh.g_00589	Syai.g_02668
OG0000203	Prbh.g_00588	Syai.g_02669
OG0000204	Prbh.g_00587	Syai.g_02670
OG0000205	Prbh.g_00580	Syai.g_02677
OG0000206	Prbh.g_00575	Syai.g_02684
OG0000207	Prbh.g_00573	Syai.g_02686
OG0000208	Prbh.g_00572	Syai.g_02687
OG0000209	Prbh.g_00563	Syai.g_02699
OG0000210	Prbh.g_00562	Syai.g_02700
OG0000211	Prbh.g_00547	Syai.g_00533
OG0000212	Prbh.g_00539	Syai.g_00544
OG0000213	Prbh.g_00521	Syai.g_00292
OG0000214	Prbh.g_00512	Syai.g_00276
OG0000215	Prbh.g_00485	Syai.g_00245
OG0000216	Prbh.g_00484	Syai.g_00241
OG0000217	Prbh.g_00481	Syai.g_00237
OG0000218	Prbh.g_00479	Syai.g_00235
OG0000219	Prbh.g_00478	Syai.g_00234
OG0000220	Prbh.g_00477	Syai.g_00233
OG0000221	Prbh.g_00476	Syai.g_00227
OG0000222	Prbh.g_00469	Syai.g_00215
OG0000223	Prbh.g_00456	Syai.g_00194
OG0000224	Prbh.g_00454	Syai.g_00186
OG0000225	Prbh.g_00426	Syai.g_00502
OG0000226	Prbh.g_00422	Syai.g_00506
OG0000227	Prbh.g_00420	Syai.g_00508
OG0000228	Prbh.g_00416	Syai.g_00516
OG0000229	Prbh.g_00396	Syai.g_02228
OG0000230	Prbh.g_00394	Syai.g_02226
OG0000231	Prbh.g_00383	Syai.g_02208
OG0000232	Prbh.g_00370	Syai.g_00846
OG0000233	Prbh.g_00365	Syai.g_00855
OG0000234	Prbh.g_00355	Syai.g_00866
OG0000235	Prbh.g_00352	Syai.g_00637
OG0000236	Prbh.g_00338	Syai.g_00652
OG0000237	Prbh.g_00324	Syai.g_00669
OG0000238	Prbh.g_00318	Syai.g_00674
OG0000239	Prbh.g_00305	Syai.g_00691
OG0000240	Prbh.g_00304	Syai.g_00692
OG0000241	Prbh.g_00299	Syai.g_01085, Syai.g_01089
OG0000242	Prbh.g_00297	Syai.g_00705
OG0000243	Prbh.g_00287	Syai.g_00726
OG0000244	Prbh.g_00284	Syai.g_00731
OG0000245	Prbh.g_00282	Syai.g_00733
OG0000246	Prbh.g_00278	Syai.g_00737
OG0000247	Prbh.g_00267	Syai.g_00748
OG0000248	Prbh.g_00264	Syai.g_00751
OG0000249	Prbh.g_00262	Syai.g_00753
OG0000250	Prbh.g_00257	Syai.g_00762
OG0000251	Prbh.g_00239	Syai.g_00789
OG0000252	Prbh.g_00236	Syai.g_00797
OG0000253	Prbh.g_00235	Syai.g_00798
OG0000254	Prbh.g_00218	Syai.g_01045
OG0000255	Prbh.g_00212	Syai.g_01061
OG0000256	Prbh.g_01455	Syai.g_01077
OG0000257	Prbh.g_01223	Syai.g_01084
OG0000258	Prbh.g_01210	Syai.g_01113
OG0000259	Prbh.g_01193	Syai.g_01229
OG0000260	Prbh.g_01190	Syai.g_01232
OG0000261	Prbh.g_01187	Syai.g_01235
OG0000262	Prbh.g_01182	Syai.g_01240
OG0000263	Prbh.g_00915	Syai.g_01776
OG0000264	Prbh.g_00926	Syai.g_01962
OG0000265	Prbh.g_00945	Syai.g_02245
OG0000266	Prbh.g_01163	Syai.g_01401
OG0000267	Prbh.g_01150	Syai.g_01569
OG0000268	Prbh.g_01149	Syai.g_01568
OG0000269	Prbh.g_00948	Syai.g_01316
OG0000270	Prbh.g_00951	Syai.g_01319
OG0000271	Prbh.g_00959	Syai.g_01327
OG0000272	Prbh.g_00960	Syai.g_01328
OG0000273	Prbh.g_00983	Syai.g_02037
OG0000274	Prbh.g_00984	Syai.g_02038
OG0000275	Prbh.g_00987	Syai.g_02043
OG0000276	Prbh.g_00993	Syai.g_02051
OG0000277	Prbh.g_00994	Syai.g_02052
OG0000278	Prbh.g_00997	Syai.g_02055
OG0000279	Prbh.g_01005	Syai.g_02063
OG0000280	Prbh.g_01006	Syai.g_02084
OG0000281	Prbh.g_01013	Syai.g_01719
OG0000282	Prbh.g_00880	Syai.g_01263
OG0000283	Prbh.g_01059	Syai.g_01554
OG0000284	Prbh.g_01064	Syai.g_01548
OG0000285	Prbh.g_01069	Syai.g_01522
OG0000286	Prbh.g_01085	Syai.g_01504
OG0000287	Prbh.g_01342	Syai.g_01469
OG0000288	Prbh.g_01120	Syai.g_01435
OG0000289	Prbh.g_01135	Syai.g_01421
OG0000290	Prbh.g_01034	Syai.g_02010
OG0000291	Prbh.g_01032	Syai.g_02008
OG0000292	Prbh.g_01328	Syai.g_02926
OG0000293	Prbh.g_01293	Syai.g_02155
OG0000294	Prbh.g_01292	Syai.g_02154
OG0000295	Prbh.g_01268	Syai.g_02117
OG0000296	Prbh.g_01266	Syai.g_02115
OG0000297	Prbh.g_01257	Syai.g_01754
OG0000298	Prbh.g_01256	Syai.g_01755
OG0000299	Prbh.g_01237	Syai.g_01783
OG0000300	Prbh.g_01234	Syai.g_01790
OG0000301	Prbh.g_01233	Syai.g_01791
OG0000302	Prbh.g_01231	Syai.g_01793
OG0000303	Prbh.g_01225	Syai.g_01802
OG0000304	Prbh.g_01450	Syai.g_01826
OG0000305	Prbh.g_01326	Syai.g_02005
OG0000306	Prbh.g_01017	Syai.g_02090
OG0000307	Prbh.g_00019	Syai.g_00619
OG0000308	Prbh.g_00020	Syai.g_00617
OG0000309	Prbh.g_00024	Syai.g_00612
OG0000310	Prbh.g_00082	Syai.g_00989
OG0000311	Prbh.g_00084	Syai.g_00985
OG0000312	Prbh.g_00087	Syai.g_00966
OG0000313	Prbh.g_00103	Syai.g_00949
OG0000314	Prbh.g_00126	Syai.g_00908
OG0000315	Prbh.g_00136	Syai.g_00897
OG0000316	Prbh.g_00162	Syai.g_02320, Syai.g_02322
OG0000317	Prbh.g_01785	Syai.g_02373
OG0000318	Prbh.g_01781	Syai.g_02379
OG0000319	Prbh.g_01768	Syai.g_02395
OG0000320	Prbh.g_01766	Syai.g_02397
OG0000321	Prbh.g_01765	Syai.g_02398
OG0000322	Prbh.g_01764	Syai.g_02399
OG0000323	Prbh.g_01755	Syai.g_02413
OG0000324	Prbh.g_01727	Syai.g_02272
OG0000325	Prbh.g_01717	Syai.g_00320
OG0000326	Prbh.g_01710	Syai.g_00327
OG0000327	Prbh.g_01686	Syai.g_00359
OG0000328	Prbh.g_01685	Syai.g_00360
OG0000329	Prbh.g_01668	Syai.g_00378
OG0000330	Prbh.g_01667	Syai.g_00379
OG0000331	Prbh.g_01666	Syai.g_00380
OG0000332	Prbh.g_01652	Syai.g_00395
OG0000333	Prbh.g_01650	Syai.g_00398
OG0000334	Prbh.g_01641	Syai.g_00407
OG0000335	Prbh.g_01636	Syai.g_00412
OG0000336	Prbh.g_01632	Syai.g_00416
OG0000337	Prbh.g_01613	Syai.g_00169
OG0000338	Prbh.g_01612	Syai.g_00166
OG0000339	Prbh.g_01606	Syai.g_00160
OG0000340	Prbh.g_01597	Syai.g_00133
OG0000341	Prbh.g_01595	Syai.g_00131
OG0000342	Prbh.g_01594	Syai.g_00130
OG0000343	Prbh.g_01593	Syai.g_00129
OG0000344	Prbh.g_01590	Syai.g_00125
OG0000345	Prbh.g_01584	Syai.g_00115
OG0000346	Prbh.g_01580	Syai.g_00110
OG0000347	Prbh.g_01563	Syai.g_00087
OG0000348	Prbh.g_01555	Syai.g_00076
OG0000349	Prbh.g_01537	Syai.g_00057
OG0000350	Prbh.g_01516	Syai.g_00334
OG0000351	Prbh.g_01497	Syai.g_02904
OG0000352	Prbh.g_01496	Syai.g_02905
OG0000353	Prbh.g_01477	Syai.g_02932
OG0000355	Prbh.g_01475	Syai.g_00001
OG0000356	Prbh.g_01474	Syai.g_00002
OG0000357	Prbh.g_01473	Syai.g_00003
OG0000358	Prbh.g_01469	Syai.g_00007
OG0000359	Prbh.g_01468	Syai.g_00009
OG0000360	Prbh.g_01467	Syai.g_00010
OG0000361	Prbh.g_01466	Syai.g_00011
OG0000362	Prbh.g_01952	Syai.g_00013
OG0000363	Prbh.g_00766	Syai.g_00015
OG0000364	Prbh.g_00765	Syai.g_00016
OG0000365	Prbh.g_00760	Syai.g_00027
OG0000366	Prbh.g_00759	Syai.g_00028
OG0000367	Prbh.g_00758	Syai.g_00029
OG0000368	Prbh.g_00756	Syai.g_00031
OG0000369	Prbh.g_00755	Syai.g_00032
OG0000370	Prbh.g_00754	Syai.g_00033
OG0000371	Prbh.g_00748	Syai.g_00041
OG0000372	Prbh.g_00746	Syai.g_00047
OG0000373	Prbh.g_00745	Syai.g_00048
OG0000374	Prbh.g_00744	Syai.g_00049
OG0000375	Prbh.g_00743	Syai.g_00053
OG0000376	Prbh.g_00741	Syai.g_00055
OG0000377	Prbh.g_00737	Syai.g_02769
OG0000378	Prbh.g_00733	Syai.g_02751
OG0000379	Prbh.g_00730	Syai.g_02733
OG0000380	Prbh.g_00717	Syai.g_02472
OG0000381	Prbh.g_00712	Syai.g_02475
OG0000382	Prbh.g_00702	Syai.g_02493
OG0000383	Prbh.g_00700	Syai.g_02498
OG0000384	Prbh.g_00699	Syai.g_02499
OG0000385	Prbh.g_00698	Syai.g_02500
OG0000386	Prbh.g_00697	Syai.g_02501
OG0000387	Prbh.g_00684	Syai.g_02534
OG0000388	Prbh.g_00680	Syai.g_02538
OG0000389	Prbh.g_00677	Syai.g_02542
OG0000390	Prbh.g_00668	Syai.g_02556
OG0000391	Prbh.g_00665	Syai.g_02561
OG0000392	Prbh.g_00661	Syai.g_02568
OG0000393	Prbh.g_00658	Syai.g_02570
OG0000394	Prbh.g_00657	Syai.g_02571
OG0000395	Prbh.g_00656	Syai.g_02572
OG0000396	Prbh.g_00654	Syai.g_02575
OG0000397	Prbh.g_00652	Syai.g_02577
OG0000398	Prbh.g_00649	Syai.g_02582
OG0000399	Prbh.g_00648	Syai.g_02583
OG0000400	Prbh.g_00647	Syai.g_02584
OG0000401	Prbh.g_00646	Syai.g_02585
OG0000402	Prbh.g_01144	Syai.g_02588
OG0000403	Prbh.g_00644	Syai.g_02589
OG0000404	Prbh.g_00643	Syai.g_02590
OG0000405	Prbh.g_00639	Syai.g_02606
OG0000406	Prbh.g_00635	Syai.g_02610
OG0000407	Prbh.g_00634	Syai.g_02611
OG0000408	Prbh.g_00632	Syai.g_02613
OG0000409	Prbh.g_00630	Syai.g_02615
OG0000410	Prbh.g_00629	Syai.g_02616
OG0000411	Prbh.g_00628	Syai.g_02617
OG0000412	Prbh.g_00627	Syai.g_02618
OG0000413	Prbh.g_00626	Syai.g_02620
OG0000414	Prbh.g_00625	Syai.g_02621
OG0000415	Prbh.g_00624	Syai.g_02622
OG0000416	Prbh.g_00623	Syai.g_02623
OG0000417	Prbh.g_00622	Syai.g_02624
OG0000418	Prbh.g_00617	Syai.g_02629
OG0000419	Prbh.g_00615	Syai.g_02631
OG0000420	Prbh.g_00614	Syai.g_02633
OG0000421	Prbh.g_00610	Syai.g_02638
OG0000422	Prbh.g_00609	Syai.g_02639
OG0000423	Prbh.g_00608	Syai.g_02640
OG0000424	Prbh.g_00607	Syai.g_02641
OG0000425	Prbh.g_00606	Syai.g_02642
OG0000426	Prbh.g_00605	Syai.g_02643
OG0000427	Prbh.g_00604	Syai.g_02644
OG0000428	Prbh.g_00602	Syai.g_02647
OG0000429	Prbh.g_00601	Syai.g_02649
OG0000430	Prbh.g_00600	Syai.g_02650
OG0000431	Prbh.g_00598	Syai.g_02654
OG0000432	Prbh.g_00594	Syai.g_02660
OG0000433	Prbh.g_00593	Syai.g_02662
OG0000434	Prbh.g_00592	Syai.g_02663
OG0000435	Prbh.g_00591	Syai.g_02666
OG0000436	Prbh.g_00586	Syai.g_02671
OG0000437	Prbh.g_00585	Syai.g_02672
OG0000438	Prbh.g_00584	Syai.g_02673
OG0000439	Prbh.g_00582	Syai.g_02675
OG0000440	Prbh.g_00581	Syai.g_02676
OG0000441	Prbh.g_00578	Syai.g_02681
OG0000442	Prbh.g_00577	Syai.g_02682
OG0000443	Prbh.g_00576	Syai.g_02683
OG0000444	Prbh.g_00571	Syai.g_02688
OG0000445	Prbh.g_00570	Syai.g_02689
OG0000446	Prbh.g_00569	Syai.g_02690
OG0000447	Prbh.g_00568	Syai.g_02693
OG0000448	Prbh.g_00567	Syai.g_02694
OG0000449	Prbh.g_00566	Syai.g_02695
OG0000450	Prbh.g_00565	Syai.g_02696
OG0000451	Prbh.g_00564	Syai.g_02697
OG0000452	Prbh.g_00561	Syai.g_02701
OG0000453	Prbh.g_00560	Syai.g_02702
OG0000454	Prbh.g_00559	Syai.g_02703
OG0000455	Prbh.g_00558	Syai.g_02704
OG0000456	Prbh.g_00557	Syai.g_02705
OG0000457	Prbh.g_00555	Syai.g_02707
OG0000458	Prbh.g_00554	Syai.g_02708
OG0000459	Prbh.g_00553	Syai.g_02709
OG0000460	Prbh.g_00545	Syai.g_00535
OG0000461	Prbh.g_00537	Syai.g_00314
OG0000462	Prbh.g_00535	Syai.g_00311
OG0000463	Prbh.g_00534	Syai.g_00310
OG0000464	Prbh.g_00533	Syai.g_00309
OG0000465	Prbh.g_00532	Syai.g_00307
OG0000466	Prbh.g_00529	Syai.g_00303
OG0000467	Prbh.g_00528	Syai.g_00301
OG0000468	Prbh.g_00525	Syai.g_00296
OG0000469	Prbh.g_00517	Syai.g_00282
OG0000470	Prbh.g_00515	Syai.g_00280
OG0000471	Prbh.g_00514	Syai.g_00279
OG0000472	Prbh.g_00513	Syai.g_00277
OG0000473	Prbh.g_00511	Syai.g_00275
OG0000474	Prbh.g_00510	Syai.g_00274
OG0000475	Prbh.g_00509	Syai.g_00273
OG0000476	Prbh.g_00507	Syai.g_00271
OG0000477	Prbh.g_00504	Syai.g_00265
OG0000478	Prbh.g_00503	Syai.g_00264
OG0000479	Prbh.g_00502	Syai.g_00263
OG0000480	Prbh.g_00497	Syai.g_00256
OG0000481	Prbh.g_00494	Syai.g_00254
OG0000482	Prbh.g_00493	Syai.g_00253
OG0000483	Prbh.g_00490	Syai.g_00249
OG0000484	Prbh.g_00489	Syai.g_00248
OG0000485	Prbh.g_00487	Syai.g_00247
OG0000486	Prbh.g_00486	Syai.g_00246
OG0000487	Prbh.g_00483	Syai.g_00240
OG0000488	Prbh.g_00480	Syai.g_00236
OG0000489	Prbh.g_00475	Syai.g_00226
OG0000490	Prbh.g_00471	Syai.g_00218
OG0000491	Prbh.g_00470	Syai.g_00217
OG0000492	Prbh.g_00468	Syai.g_00214
OG0000493	Prbh.g_00467	Syai.g_00213
OG0000494	Prbh.g_00466	Syai.g_00212
OG0000495	Prbh.g_00465	Syai.g_00211
OG0000496	Prbh.g_00464	Syai.g_00210
OG0000497	Prbh.g_00463	Syai.g_00209
OG0000498	Prbh.g_00462	Syai.g_00208
OG0000499	Prbh.g_00461	Syai.g_00207
OG0000500	Prbh.g_00460	Syai.g_00206
OG0000501	Prbh.g_00458	Syai.g_00203
OG0000502	Prbh.g_00455	Syai.g_00192
OG0000503	Prbh.g_00439	Syai.g_00486
OG0000504	Prbh.g_00437	Syai.g_00488
OG0000505	Prbh.g_00436	Syai.g_00489
OG0000506	Prbh.g_00435	Syai.g_00491
OG0000507	Prbh.g_00431	Syai.g_00497
OG0000508	Prbh.g_00427	Syai.g_00501
OG0000509	Prbh.g_00425	Syai.g_00503
OG0000510	Prbh.g_00424	Syai.g_00504
OG0000511	Prbh.g_00423	Syai.g_00505
OG0000512	Prbh.g_00421	Syai.g_00507
OG0000513	Prbh.g_00412	Syai.g_00521
OG0000514	Prbh.g_00401	Syai.g_00528
OG0000515	Prbh.g_00400	Syai.g_00529
OG0000516	Prbh.g_00399	Syai.g_02223
OG0000517	Prbh.g_00397	Syai.g_02229
OG0000518	Prbh.g_00386	Syai.g_02211
OG0000519	Prbh.g_00385	Syai.g_02210
OG0000520	Prbh.g_00384	Syai.g_02209
OG0000521	Prbh.g_00374	Syai.g_00842
OG0000522	Prbh.g_00372	Syai.g_00844
OG0000523	Prbh.g_00371	Syai.g_00845
OG0000524	Prbh.g_00367	Syai.g_00852
OG0000525	Prbh.g_00363	Syai.g_00856
OG0000526	Prbh.g_00361	Syai.g_00859
OG0000527	Prbh.g_00358	Syai.g_00863
OG0000528	Prbh.g_00353	Syai.g_00633
OG0000529	Prbh.g_00350	Syai.g_00639
OG0000530	Prbh.g_00347	Syai.g_00642
OG0000531	Prbh.g_00346	Syai.g_00643
OG0000532	Prbh.g_00344	Syai.g_00646
OG0000533	Prbh.g_00343	Syai.g_00647
OG0000534	Prbh.g_00342	Syai.g_00648
OG0000535	Prbh.g_00341	Syai.g_00649
OG0000536	Prbh.g_00340	Syai.g_00650
OG0000537	Prbh.g_00339	Syai.g_00651
OG0000538	Prbh.g_00329	Syai.g_00662
OG0000539	Prbh.g_00328	Syai.g_00663
OG0000540	Prbh.g_00327	Syai.g_00664
OG0000541	Prbh.g_00326	Syai.g_00665
OG0000542	Prbh.g_00325	Syai.g_00668
OG0000543	Prbh.g_00323	Syai.g_00670
OG0000544	Prbh.g_00322	Syai.g_00671
OG0000545	Prbh.g_00320	Syai.g_00673
OG0000546	Prbh.g_00317	Syai.g_00675
OG0000547	Prbh.g_00315	Syai.g_00677
OG0000548	Prbh.g_00314	Syai.g_00678
OG0000549	Prbh.g_00311	Syai.g_00684
OG0000550	Prbh.g_00306	Syai.g_00689
OG0000551	Prbh.g_00303	Syai.g_00694
OG0000552	Prbh.g_00302	Syai.g_00695
