Orthogroup	Prbh	Prbg
OG0000074	Prbh.g_00859	Prbg.g_01064
OG0000074	Prbh.g_00828	Prbg.g_00021
OG0000075	Prbh.g_01607	Prbg.g_01821
OG0000076	Prbh.g_01581	Prbg.g_01847
OG0000077	Prbh.g_00704	Prbg.g_00791
OG0000078	Prbh.g_00540	Prbg.g_01022
OG0000079	Prbh.g_00527	Prbg.g_01035
OG0000080	Prbh.g_00069	Prbg.g_00563, Prbg.g_00565
OG0000081	Prbh.g_00298	Prbg.g_00248
OG0000082	Prbh.g_01855	Prbg.g_01639
OG0000084	Prbh.g_00093	Prbg.g_00588
OG0000085	Prbh.g_01408	Prbg.g_00716
OG0000086	Prbh.g_00695	Prbg.g_00782
OG0000087	Prbh.g_00642	Prbg.g_00913
OG0000088	Prbh.g_00616	Prbg.g_00944
OG0000089	Prbh.g_00415	Prbg.g_00137
OG0000090	Prbh.g_00296	Prbg.g_00250
OG0000091	Prbh.g_01211	Prbg.g_01414
OG0000092	Prbh.g_00883	Prbg.g_01089
OG0000093	Prbh.g_01181	Prbg.g_01385
OG0000094	Prbh.g_01130	Prbg.g_01336
OG0000095	Prbh.g_01031	Prbg.g_01234
OG0000096	Prbh.g_01909, Prbh.g_01948	Prbg.g_00032
OG0000097	Prbh.g_01236	Prbg.g_01440
OG0000098	Prbh.g_01935	Prbg.g_00505
OG0000099	Prbh.g_00032	Prbg.g_00552
OG0000100	Prbh.g_00179	Prbg.g_00670
OG0000101	Prbh.g_01644	Prbg.g_01785
OG0000102	Prbh.g_01576	Prbg.g_01852
OG0000103	Prbh.g_01489	Prbg.g_01937
OG0000104	Prbh.g_01480	Prbg.g_00763
OG0000105	Prbh.g_00505	Prbg.g_00053
OG0000106	Prbh.g_00821	Prbg.g_00388
OG0000107	Prbh.g_01718	Prbg.g_01714
OG0000108	Prbh.g_00351	Prbg.g_00199
OG0000109	Prbh.g_00337	Prbg.g_00213
OG0000110	Prbh.g_00254	Prbg.g_00293
OG0000111	Prbh.g_00937	Prbg.g_01144
OG0000112	Prbh.g_01078	Prbg.g_00366
OG0000113	Prbh.g_00976	Prbg.g_01182
OG0000114	Prbh.g_00878	Prbg.g_01084
OG0000115	Prbh.g_01344	Prbg.g_01555
OG0000116	Prbh.g_01294	Prbg.g_01497
OG0000117	Prbh.g_01255	Prbg.g_01459
OG0000118	Prbh.g_01385	Prbg.g_00490
OG0000119	Prbh.g_01333	Prbg.g_01540
OG0000119	Prbh.g_00194	Prbg.g_00688
OG0000120	Prbh.g_00031	Prbg.g_00549
OG0000121	Prbh.g_00101	Prbg.g_00593
OG0000122	Prbh.g_01347	Prbg.g_00448
OG0000122	Prbh.g_00143	Prbg.g_00634
OG0000123	Prbh.g_01637	Prbg.g_01792
OG0000124	Prbh.g_01564	Prbg.g_01864
OG0000125	Prbh.g_01528	Prbg.g_01900
OG0000126	Prbh.g_01481	Prbg.g_00762
OG0000128	Prbh.g_01953	Prbg.g_00778
OG0000129	Prbh.g_00738	Prbg.g_00829
OG0000130	Prbh.g_00713	Prbg.g_00800
OG0000131	Prbh.g_00637	Prbg.g_00922
OG0000132	Prbh.g_00618	Prbg.g_00942
OG0000133	Prbh.g_00457	Prbg.g_00100
OG0000134	Prbh.g_00413	Prbg.g_00139
OG0000135	Prbh.g_01825	Prbg.g_00459
OG0000136	Prbh.g_00391	Prbg.g_00161
OG0000137	Prbh.g_00356	Prbg.g_00194
OG0000138	Prbh.g_00336	Prbg.g_00214
OG0000139	Prbh.g_00292	Prbg.g_00254
OG0000140	Prbh.g_00291	Prbg.g_00255
OG0000141	Prbh.g_00222	Prbg.g_00327
OG0000142	Prbh.g_01218	Prbg.g_01422
OG0000143	Prbh.g_01215	Prbg.g_01418
OG0000144	Prbh.g_01201	Prbg.g_01404
OG0000145	Prbh.g_01880	Prbg.g_00461
OG0000146	Prbh.g_01077	Prbg.g_00365
OG0000147	Prbh.g_01076	Prbg.g_00364
OG0000148	Prbh.g_00970	Prbg.g_01176
OG0000149	Prbh.g_01002	Prbg.g_01208
OG0000150	Prbh.g_01012	Prbg.g_01218
OG0000151	Prbh.g_00888	Prbg.g_01094
OG0000152	Prbh.g_01086	Prbg.g_01287
OG0000153	Prbh.g_01104	Prbg.g_01306
OG0000154	Prbh.g_01121	Prbg.g_01326
OG0000155	Prbh.g_01261	Prbg.g_01465
OG0000156	Prbh.g_01362	Prbg.g_00466
OG0000157	Prbh.g_01363	Prbg.g_00467
OG0000158	Prbh.g_01599	Prbg.g_01829
OG0000159	Prbh.g_00722	Prbg.g_00809
OG0000160	Prbh.g_00100	Prbg.g_00592
OG0000161	Prbh.g_01288, Prbh.g_00106	Prbg.g_00598
OG0000162	Prbh.g_00112	Prbg.g_00604
OG0000163	Prbh.g_00151	Prbg.g_00643
OG0000164	Prbh.g_01758	Prbg.g_01674
OG0000165	Prbh.g_01750	Prbg.g_01681
OG0000166	Prbh.g_01681	Prbg.g_01748
OG0000167	Prbh.g_01609	Prbg.g_01819
OG0000168	Prbh.g_01598	Prbg.g_01830
OG0000169	Prbh.g_01588	Prbg.g_01840
OG0000170	Prbh.g_01585	Prbg.g_01843
OG0000171	Prbh.g_01565	Prbg.g_01863
OG0000172	Prbh.g_01558	Prbg.g_01870
OG0000173	Prbh.g_01543	Prbg.g_01885
OG0000174	Prbh.g_01512	Prbg.g_01915
OG0000175	Prbh.g_01500	Prbg.g_01928
OG0000176	Prbh.g_01472	Prbg.g_00771
OG0000177	Prbh.g_01471	Prbg.g_00772
OG0000178	Prbh.g_01470	Prbg.g_00773
OG0000179	Prbh.g_00764	Prbg.g_00858
OG0000180	Prbh.g_00763	Prbg.g_00857
OG0000181	Prbh.g_00762	Prbg.g_00856
OG0000182	Prbh.g_00761	Prbg.g_00855
OG0000183	Prbh.g_00757	Prbg.g_00851
OG0000184	Prbh.g_00734	Prbg.g_00825
OG0000185	Prbh.g_00731	Prbg.g_00822
OG0000186	Prbh.g_00719	Prbg.g_00806
OG0000187	Prbh.g_00718	Prbg.g_00805
OG0000188	Prbh.g_00701	Prbg.g_00788
OG0000189	Prbh.g_00687	Prbg.g_00866
OG0000190	Prbh.g_00686	Prbg.g_00868
OG0000191	Prbh.g_00664	Prbg.g_00891
OG0000192	Prbh.g_00659	Prbg.g_00896
OG0000193	Prbh.g_00636	Prbg.g_00923
OG0000194	Prbh.g_00633	Prbg.g_00926
OG0000195	Prbh.g_00631	Prbg.g_00928
OG0000196	Prbh.g_00621	Prbg.g_00939
OG0000197	Prbh.g_00620	Prbg.g_00940
OG0000198	Prbh.g_00619	Prbg.g_00941
OG0000199	Prbh.g_00612	Prbg.g_00948
OG0000200	Prbh.g_00599	Prbg.g_00962
OG0000201	Prbh.g_00590	Prbg.g_00971
OG0000202	Prbh.g_00589	Prbg.g_00972
OG0000203	Prbh.g_00588	Prbg.g_00973
OG0000204	Prbh.g_00587	Prbg.g_00974
OG0000205	Prbh.g_00580	Prbg.g_00981
OG0000206	Prbh.g_00575	Prbg.g_00986
OG0000207	Prbh.g_00573	Prbg.g_00989
OG0000208	Prbh.g_00572	Prbg.g_00990
OG0000209	Prbh.g_00563	Prbg.g_00999
OG0000210	Prbh.g_00562	Prbg.g_01000
OG0000211	Prbh.g_00547	Prbg.g_01015
OG0000212	Prbh.g_00539	Prbg.g_01023
OG0000213	Prbh.g_00521	Prbg.g_01041
OG0000214	Prbh.g_00512	Prbg.g_00046
OG0000215	Prbh.g_00485	Prbg.g_00073
OG0000216	Prbh.g_00484	Prbg.g_00074
OG0000217	Prbh.g_00481	Prbg.g_00077
OG0000218	Prbh.g_00479	Prbg.g_00079
OG0000219	Prbh.g_00478	Prbg.g_00080
OG0000220	Prbh.g_00477	Prbg.g_00081
OG0000221	Prbh.g_00476	Prbg.g_00082
OG0000222	Prbh.g_00469	Prbg.g_00089
OG0000223	Prbh.g_00456	Prbg.g_00101
OG0000224	Prbh.g_00454	Prbg.g_00103
OG0000225	Prbh.g_00426	Prbg.g_00129
OG0000226	Prbh.g_00422	Prbg.g_01941
OG0000227	Prbh.g_00420	Prbg.g_01943
OG0000228	Prbh.g_00416	Prbg.g_00136
OG0000229	Prbh.g_00396	Prbg.g_00156
OG0000230	Prbh.g_00394	Prbg.g_00158
OG0000231	Prbh.g_00383	Prbg.g_00169
OG0000232	Prbh.g_00370	Prbg.g_00180
OG0000233	Prbh.g_00365	Prbg.g_00186
OG0000234	Prbh.g_00355	Prbg.g_00195
OG0000235	Prbh.g_00352	Prbg.g_00198
OG0000236	Prbh.g_00338	Prbg.g_00212
OG0000237	Prbh.g_00324	Prbg.g_00225
OG0000238	Prbh.g_00318	Prbg.g_00231
OG0000239	Prbh.g_00305	Prbg.g_00242
OG0000240	Prbh.g_00304	Prbg.g_00243
OG0000241	Prbh.g_00299	Prbg.g_00247
OG0000242	Prbh.g_00297	Prbg.g_00249
OG0000243	Prbh.g_00287	Prbg.g_00260
OG0000244	Prbh.g_00284	Prbg.g_00264
OG0000245	Prbh.g_00282	Prbg.g_00266
OG0000246	Prbh.g_00278	Prbg.g_00270
OG0000247	Prbh.g_00267	Prbg.g_00280
OG0000248	Prbh.g_00264	Prbg.g_00283
OG0000249	Prbh.g_00262	Prbg.g_00285
OG0000250	Prbh.g_00257	Prbg.g_00290
OG0000251	Prbh.g_00239	Prbg.g_00310
OG0000252	Prbh.g_00236	Prbg.g_00313
OG0000253	Prbh.g_00235	Prbg.g_00314
OG0000254	Prbh.g_00218	Prbg.g_00331
OG0000255	Prbh.g_00212	Prbg.g_00337
OG0000256	Prbh.g_01455	Prbg.g_00347
OG0000257	Prbh.g_01223	Prbg.g_01427
OG0000258	Prbh.g_01210	Prbg.g_01413
OG0000259	Prbh.g_01193	Prbg.g_01396
OG0000260	Prbh.g_01190	Prbg.g_01393
OG0000261	Prbh.g_01187	Prbg.g_01390
OG0000262	Prbh.g_01182	Prbg.g_01386
OG0000263	Prbh.g_00915	Prbg.g_01122
OG0000264	Prbh.g_00926	Prbg.g_01133
OG0000265	Prbh.g_00945	Prbg.g_01151
OG0000266	Prbh.g_01163	Prbg.g_01367
OG0000267	Prbh.g_01150	Prbg.g_01355
OG0000268	Prbh.g_01149	Prbg.g_01354
OG0000269	Prbh.g_00948	Prbg.g_01154
OG0000270	Prbh.g_00951	Prbg.g_01157
OG0000271	Prbh.g_00959	Prbg.g_01165
OG0000272	Prbh.g_00960	Prbg.g_01166
OG0000273	Prbh.g_00983	Prbg.g_01190
OG0000274	Prbh.g_00984	Prbg.g_01191
OG0000275	Prbh.g_00987	Prbg.g_01194
OG0000276	Prbh.g_00993	Prbg.g_01200
OG0000277	Prbh.g_00994	Prbg.g_01201
OG0000278	Prbh.g_00997	Prbg.g_01204
OG0000279	Prbh.g_01005	Prbg.g_01211
OG0000280	Prbh.g_01006	Prbg.g_01212
OG0000281	Prbh.g_01013	Prbg.g_01219
OG0000282	Prbh.g_00880	Prbg.g_01086
OG0000283	Prbh.g_01059	Prbg.g_01263
OG0000284	Prbh.g_01064	Prbg.g_01268
OG0000285	Prbh.g_01069	Prbg.g_01273
OG0000286	Prbh.g_01085	Prbg.g_01286
OG0000287	Prbh.g_01342	Prbg.g_01552
OG0000288	Prbh.g_01120	Prbg.g_01325
OG0000289	Prbh.g_01135	Prbg.g_01341
OG0000290	Prbh.g_01034	Prbg.g_01237
OG0000291	Prbh.g_01032	Prbg.g_01235
OG0000292	Prbh.g_01328	Prbg.g_01531
OG0000293	Prbh.g_01293	Prbg.g_01496
OG0000294	Prbh.g_01292	Prbg.g_01495
OG0000295	Prbh.g_01268	Prbg.g_01472
OG0000296	Prbh.g_01266	Prbg.g_01470
OG0000297	Prbh.g_01257	Prbg.g_01461
OG0000298	Prbh.g_01256	Prbg.g_01460
OG0000299	Prbh.g_01237	Prbg.g_01441
OG0000300	Prbh.g_01234	Prbg.g_01438
OG0000301	Prbh.g_01233	Prbg.g_01437
OG0000302	Prbh.g_01231	Prbg.g_01435
OG0000303	Prbh.g_01225	Prbg.g_01429
OG0000304	Prbh.g_01450	Prbg.g_00352
OG0000305	Prbh.g_01326	Prbg.g_01529
OG0000306	Prbh.g_01017	Prbg.g_01223
OG0000307	Prbh.g_00019	Prbg.g_00538
OG0000308	Prbh.g_00020	Prbg.g_00539
OG0000309	Prbh.g_00024	Prbg.g_00543
OG0000310	Prbh.g_00082	Prbg.g_00577
OG0000311	Prbh.g_00084	Prbg.g_00579
OG0000312	Prbh.g_00087	Prbg.g_00582
OG0000313	Prbh.g_00103	Prbg.g_00595
OG0000314	Prbh.g_00126	Prbg.g_00618
OG0000315	Prbh.g_00136	Prbg.g_00628
OG0000316	Prbh.g_00162	Prbg.g_00653
OG0000317	Prbh.g_01785	Prbg.g_01647
OG0000318	Prbh.g_01781	Prbg.g_01651
OG0000319	Prbh.g_01768	Prbg.g_01664
OG0000320	Prbh.g_01766	Prbg.g_01666
OG0000321	Prbh.g_01765	Prbg.g_01667
OG0000322	Prbh.g_01764	Prbg.g_01668
OG0000323	Prbh.g_01755	Prbg.g_01677
OG0000324	Prbh.g_01727	Prbg.g_01704
OG0000325	Prbh.g_01717	Prbg.g_01715
OG0000326	Prbh.g_01710	Prbg.g_01722
OG0000327	Prbh.g_01686	Prbg.g_01743
OG0000328	Prbh.g_01685	Prbg.g_01744
OG0000329	Prbh.g_01668	Prbg.g_01761
OG0000330	Prbh.g_01667	Prbg.g_01762
OG0000331	Prbh.g_01666	Prbg.g_01763
OG0000332	Prbh.g_01652	Prbg.g_01777
OG0000333	Prbh.g_01650	Prbg.g_01779
OG0000334	Prbh.g_01641	Prbg.g_01788
OG0000335	Prbh.g_01636	Prbg.g_01793
OG0000336	Prbh.g_01632	Prbg.g_01797
OG0000337	Prbh.g_01613	Prbg.g_01815
OG0000338	Prbh.g_01612	Prbg.g_01816
OG0000339	Prbh.g_01606	Prbg.g_01822
OG0000340	Prbh.g_01597	Prbg.g_01831
OG0000341	Prbh.g_01595	Prbg.g_01833
OG0000342	Prbh.g_01594	Prbg.g_01834
OG0000343	Prbh.g_01593	Prbg.g_01835
OG0000344	Prbh.g_01590	Prbg.g_01838
OG0000345	Prbh.g_01584	Prbg.g_01844
OG0000346	Prbh.g_01580	Prbg.g_01848
OG0000347	Prbh.g_01563	Prbg.g_01865
OG0000348	Prbh.g_01555	Prbg.g_01873
OG0000349	Prbh.g_01537	Prbg.g_01891
OG0000350	Prbh.g_01516	Prbg.g_00419
OG0000351	Prbh.g_01497	Prbg.g_01931
OG0000352	Prbh.g_01496	Prbg.g_01932
OG0000353	Prbh.g_01477	Prbg.g_00766
OG0000355	Prbh.g_01475	Prbg.g_00768
OG0000356	Prbh.g_01474	Prbg.g_00769
OG0000357	Prbh.g_01473	Prbg.g_00770
OG0000358	Prbh.g_01469	Prbg.g_00774
OG0000359	Prbh.g_01468	Prbg.g_00775
OG0000360	Prbh.g_01467	Prbg.g_00776
OG0000361	Prbh.g_01466	Prbg.g_00777
OG0000362	Prbh.g_01952	Prbg.g_00779
OG0000363	Prbh.g_00766	Prbg.g_00860
OG0000364	Prbh.g_00765	Prbg.g_00859
OG0000365	Prbh.g_00760	Prbg.g_00854
OG0000366	Prbh.g_00759	Prbg.g_00853
OG0000367	Prbh.g_00758	Prbg.g_00852
OG0000368	Prbh.g_00756	Prbg.g_00850
OG0000369	Prbh.g_00755	Prbg.g_00849
OG0000370	Prbh.g_00754	Prbg.g_00848
OG0000371	Prbh.g_00748	Prbg.g_00841
OG0000372	Prbh.g_00746	Prbg.g_00838
OG0000373	Prbh.g_00745	Prbg.g_00837
OG0000374	Prbh.g_00744	Prbg.g_00836
OG0000375	Prbh.g_00743	Prbg.g_00834
OG0000376	Prbh.g_00741	Prbg.g_00832
OG0000377	Prbh.g_00737	Prbg.g_00828
OG0000378	Prbh.g_00733	Prbg.g_00824
OG0000379	Prbh.g_00730	Prbg.g_00821
OG0000380	Prbh.g_00717	Prbg.g_00804
OG0000381	Prbh.g_00712	Prbg.g_00799
OG0000382	Prbh.g_00702	Prbg.g_00789
OG0000383	Prbh.g_00700	Prbg.g_00787
OG0000384	Prbh.g_00699	Prbg.g_00786
OG0000385	Prbh.g_00698	Prbg.g_00785
OG0000386	Prbh.g_00697	Prbg.g_00784
OG0000387	Prbh.g_00684	Prbg.g_00870
OG0000388	Prbh.g_00680	Prbg.g_00874
OG0000389	Prbh.g_00677	Prbg.g_00877
OG0000390	Prbh.g_00668	Prbg.g_00887
OG0000391	Prbh.g_00665	Prbg.g_00890
OG0000392	Prbh.g_00661	Prbg.g_00894
OG0000393	Prbh.g_00658	Prbg.g_00897
OG0000394	Prbh.g_00657	Prbg.g_00898
OG0000395	Prbh.g_00656	Prbg.g_00899
OG0000396	Prbh.g_00654	Prbg.g_00901
OG0000397	Prbh.g_00652	Prbg.g_00903
OG0000398	Prbh.g_00649	Prbg.g_00906
OG0000399	Prbh.g_00648	Prbg.g_00907
OG0000400	Prbh.g_00647	Prbg.g_00908
OG0000401	Prbh.g_00646	Prbg.g_00909
OG0000402	Prbh.g_01144	Prbg.g_01349
OG0000403	Prbh.g_00644	Prbg.g_00911
OG0000404	Prbh.g_00643	Prbg.g_00912
OG0000405	Prbh.g_00639	Prbg.g_00916
OG0000406	Prbh.g_00635	Prbg.g_00924
OG0000407	Prbh.g_00634	Prbg.g_00925
OG0000408	Prbh.g_00632	Prbg.g_00927
OG0000409	Prbh.g_00630	Prbg.g_00929
OG0000410	Prbh.g_00629	Prbg.g_00930
OG0000411	Prbh.g_00628	Prbg.g_00931
OG0000412	Prbh.g_00627	Prbg.g_00932
OG0000413	Prbh.g_00626	Prbg.g_00934
OG0000414	Prbh.g_00625	Prbg.g_00935
OG0000415	Prbh.g_00624	Prbg.g_00936
OG0000416	Prbh.g_00623	Prbg.g_00937
OG0000417	Prbh.g_00622	Prbg.g_00938
OG0000418	Prbh.g_00617	Prbg.g_00943
OG0000419	Prbh.g_00615	Prbg.g_00945
OG0000420	Prbh.g_00614	Prbg.g_00946
OG0000421	Prbh.g_00610	Prbg.g_00951
OG0000422	Prbh.g_00609	Prbg.g_00952
OG0000423	Prbh.g_00608	Prbg.g_00953
OG0000424	Prbh.g_00607	Prbg.g_00954
OG0000425	Prbh.g_00606	Prbg.g_00955
OG0000426	Prbh.g_00605	Prbg.g_00956
OG0000427	Prbh.g_00604	Prbg.g_00957
OG0000428	Prbh.g_00602	Prbg.g_00959
OG0000429	Prbh.g_00601	Prbg.g_00960
OG0000430	Prbh.g_00600	Prbg.g_00961
OG0000431	Prbh.g_00598	Prbg.g_00963
OG0000432	Prbh.g_00594	Prbg.g_00967
OG0000433	Prbh.g_00593	Prbg.g_00968
OG0000434	Prbh.g_00592	Prbg.g_00969
OG0000435	Prbh.g_00591	Prbg.g_00970
OG0000436	Prbh.g_00586	Prbg.g_00975
OG0000437	Prbh.g_00585	Prbg.g_00976
OG0000438	Prbh.g_00584	Prbg.g_00977
OG0000439	Prbh.g_00582	Prbg.g_00979
OG0000440	Prbh.g_00581	Prbg.g_00980
OG0000441	Prbh.g_00578	Prbg.g_00983
OG0000442	Prbh.g_00577	Prbg.g_00984
OG0000443	Prbh.g_00576	Prbg.g_00985
OG0000444	Prbh.g_00571	Prbg.g_00991
OG0000445	Prbh.g_00570	Prbg.g_00992
OG0000446	Prbh.g_00569	Prbg.g_00993
OG0000447	Prbh.g_00568	Prbg.g_00994
OG0000448	Prbh.g_00567	Prbg.g_00995
OG0000449	Prbh.g_00566	Prbg.g_00996
OG0000450	Prbh.g_00565	Prbg.g_00997
OG0000451	Prbh.g_00564	Prbg.g_00998
OG0000452	Prbh.g_00561	Prbg.g_01001
OG0000453	Prbh.g_00560	Prbg.g_01002
OG0000454	Prbh.g_00559	Prbg.g_01003
OG0000455	Prbh.g_00558	Prbg.g_01004
OG0000456	Prbh.g_00557	Prbg.g_01005
OG0000457	Prbh.g_00555	Prbg.g_01007
OG0000458	Prbh.g_00554	Prbg.g_01008
OG0000459	Prbh.g_00553	Prbg.g_01009
OG0000460	Prbh.g_00545	Prbg.g_01017
OG0000461	Prbh.g_00537	Prbg.g_01025
OG0000462	Prbh.g_00535	Prbg.g_01027
OG0000463	Prbh.g_00534	Prbg.g_01028
OG0000464	Prbh.g_00533	Prbg.g_01029
OG0000465	Prbh.g_00532	Prbg.g_01030
OG0000466	Prbh.g_00529	Prbg.g_01033
OG0000467	Prbh.g_00528	Prbg.g_01034
OG0000468	Prbh.g_00525	Prbg.g_01037
OG0000469	Prbh.g_00517	Prbg.g_01045
OG0000470	Prbh.g_00515	Prbg.g_00042
OG0000471	Prbh.g_00514	Prbg.g_00043
OG0000472	Prbh.g_00513	Prbg.g_00045
OG0000473	Prbh.g_00511	Prbg.g_00047
OG0000474	Prbh.g_00510	Prbg.g_00048
OG0000475	Prbh.g_00509	Prbg.g_00049
OG0000476	Prbh.g_00507	Prbg.g_00051
OG0000477	Prbh.g_00504	Prbg.g_00054
OG0000478	Prbh.g_00503	Prbg.g_00055
OG0000479	Prbh.g_00502	Prbg.g_00056
OG0000480	Prbh.g_00497	Prbg.g_00061
OG0000481	Prbh.g_00494	Prbg.g_00064
OG0000482	Prbh.g_00493	Prbg.g_00065
OG0000483	Prbh.g_00490	Prbg.g_00068
OG0000484	Prbh.g_00489	Prbg.g_00069
OG0000485	Prbh.g_00487	Prbg.g_00071
OG0000486	Prbh.g_00486	Prbg.g_00072
OG0000487	Prbh.g_00483	Prbg.g_00075
OG0000488	Prbh.g_00480	Prbg.g_00078
OG0000489	Prbh.g_00475	Prbg.g_00083
OG0000490	Prbh.g_00471	Prbg.g_00087
OG0000491	Prbh.g_00470	Prbg.g_00088
OG0000492	Prbh.g_00468	Prbg.g_00090
OG0000493	Prbh.g_00467	Prbg.g_00091
OG0000494	Prbh.g_00466	Prbg.g_00092
OG0000495	Prbh.g_00465	Prbg.g_00093
OG0000496	Prbh.g_00464	Prbg.g_00094
OG0000497	Prbh.g_00463	Prbg.g_00095
OG0000498	Prbh.g_00462	Prbg.g_00096
OG0000499	Prbh.g_00461	Prbg.g_00097
OG0000500	Prbh.g_00460	Prbg.g_00098
OG0000501	Prbh.g_00458	Prbg.g_00099
OG0000502	Prbh.g_00455	Prbg.g_00102
OG0000503	Prbh.g_00439	Prbg.g_00117
OG0000504	Prbh.g_00437	Prbg.g_00119
OG0000505	Prbh.g_00436	Prbg.g_00120
OG0000506	Prbh.g_00435	Prbg.g_00121
OG0000507	Prbh.g_00431	Prbg.g_00124
OG0000508	Prbh.g_00427	Prbg.g_00128
OG0000509	Prbh.g_00425	Prbg.g_00130
OG0000510	Prbh.g_00424	Prbg.g_00131
OG0000511	Prbh.g_00423	Prbg.g_00132
OG0000512	Prbh.g_00421	Prbg.g_01942
OG0000513	Prbh.g_00412	Prbg.g_00140
OG0000514	Prbh.g_00401	Prbg.g_00151
OG0000515	Prbh.g_00400	Prbg.g_00152
OG0000516	Prbh.g_00399	Prbg.g_00153
