Orthogroup	Prbg	Syaq
OG0000039	Prbg.g_01128	Syaq.g_01601, Syaq.g_01241
OG0000042	Prbg.g_01855	Syaq.g_00200, Syaq.g_01044
OG0000045	Prbg.g_01530	Syaq.g_02047
OG0000046	Prbg.g_00105	Syaq.g_00570, Syaq.g_00573
OG0000048	Prbg.g_00464, Prbg.g_00050	Syaq.g_00749
OG0000052	Prbg.g_00569	Syaq.g_00969
OG0000053	Prbg.g_01595, Prbg.g_00612	Syaq.g_00397
OG0000054	Prbg.g_00326	Syaq.g_02005
OG0000055	Prbg.g_01535	Syaq.g_02700
OG0000057	Prbg.g_01143	Syaq.g_02605
OG0000058	Prbg.g_00551	Syaq.g_00944
OG0000059	Prbg.g_01737	Syaq.g_00657
OG0000061	Prbg.g_01486	Syaq.g_00249
OG0000062	Prbg.g_00676	Syaq.g_01690
OG0000063	Prbg.g_00730	Syaq.g_01110
OG0000064	Prbg.g_00802	Syaq.g_02138
OG0000065	Prbg.g_00879	Syaq.g_01908, Syaq.g_01487
OG0000066	Prbg.g_00256	Syaq.g_01851
OG0000067	Prbg.g_01159	Syaq.g_02340
OG0000068	Prbg.g_00529	Syaq.g_01763
OG0000070	Prbg.g_00170	Syaq.g_00484
OG0000071	Prbg.g_00477	Syaq.g_00297
OG0000072	Prbg.g_00949	Syaq.g_01397
OG0000073	Prbg.g_00219	Syaq.g_01795
OG0000075	Prbg.g_01821	Syaq.g_00986
OG0000076	Prbg.g_01847	Syaq.g_01028
OG0000077	Prbg.g_00791	Syaq.g_01547
OG0000078	Prbg.g_01022	Syaq.g_01585
OG0000079	Prbg.g_01035	Syaq.g_00721
OG0000081	Prbg.g_00248	Syaq.g_01893
OG0000082	Prbg.g_00304, Prbg.g_01639	Syaq.g_01975
OG0000084	Prbg.g_00588	Syaq.g_00367
OG0000085	Prbg.g_01642, Prbg.g_00716	Syaq.g_01683
OG0000086	Prbg.g_00782	Syaq.g_01525
OG0000087	Prbg.g_00913	Syaq.g_01438
OG0000088	Prbg.g_00944	Syaq.g_01402
OG0000089	Prbg.g_00137	Syaq.g_00529
OG0000090	Prbg.g_00250	Syaq.g_01838
OG0000091	Prbg.g_01414	Syaq.g_02090
OG0000094	Prbg.g_01336	Syaq.g_02554
OG0000097	Prbg.g_01440	Syaq.g_00167
OG0000098	Prbg.g_00505	Syaq.g_02221
OG0000099	Prbg.g_00552	Syaq.g_00882
OG0000100	Prbg.g_00670	Syaq.g_02371
OG0000101	Prbg.g_01785	Syaq.g_00607
OG0000102	Prbg.g_01852	Syaq.g_01033
OG0000103	Prbg.g_01937	Syaq.g_01170
OG0000104	Prbg.g_00763	Syaq.g_01154
OG0000105	Prbg.g_00053	Syaq.g_00754
OG0000106	Prbg.g_00388	Syaq.g_01863
OG0000108	Prbg.g_00199	Syaq.g_01772
OG0000109	Prbg.g_00213	Syaq.g_01788
OG0000110	Prbg.g_00293	Syaq.g_01962
OG0000111	Prbg.g_01144	Syaq.g_02606
OG0000112	Prbg.g_00366	Syaq.g_02476
OG0000114	Prbg.g_01084	Syaq.g_02269
OG0000115	Prbg.g_01555	Syaq.g_00395
OG0000116	Prbg.g_01497	Syaq.g_00263
OG0000117	Prbg.g_01459	Syaq.g_00203
OG0000118	Prbg.g_00490	Syaq.g_00325, Syaq.g_00316
OG0000120	Prbg.g_00549	Syaq.g_00883
OG0000121	Prbg.g_00593	Syaq.g_00375
OG0000122	Prbg.g_00448, Prbg.g_00634	Syaq.g_02118
OG0000123	Prbg.g_01792	Syaq.g_00599
OG0000124	Prbg.g_01864	Syaq.g_01055
OG0000125	Prbg.g_01900	Syaq.g_01256
OG0000126	Prbg.g_00762	Syaq.g_01156
OG0000128	Prbg.g_00778	Syaq.g_01138
OG0000129	Prbg.g_00829	Syaq.g_01269
OG0000130	Prbg.g_00800	Syaq.g_01559
OG0000131	Prbg.g_00922	Syaq.g_01427, Syaq.g_01424
OG0000132	Prbg.g_00942	Syaq.g_01404
OG0000133	Prbg.g_00100	Syaq.g_02481
OG0000134	Prbg.g_00139	Syaq.g_00526
OG0000135	Prbg.g_00459	Syaq.g_01227
OG0000136	Prbg.g_00161	Syaq.g_00496
OG0000137	Prbg.g_00194	Syaq.g_00442
OG0000138	Prbg.g_00214	Syaq.g_01789
OG0000139	Prbg.g_00254	Syaq.g_01844
OG0000140	Prbg.g_00255	Syaq.g_01848
OG0000141	Prbg.g_00327	Syaq.g_02010
OG0000142	Prbg.g_01422	Syaq.g_02082
OG0000143	Prbg.g_01418	Syaq.g_02086
OG0000144	Prbg.g_01404	Syaq.g_02152
OG0000145	Prbg.g_00461	Syaq.g_01796
OG0000146	Prbg.g_00365	Syaq.g_02475
OG0000147	Prbg.g_00364	Syaq.g_02474
OG0000148	Prbg.g_01176	Syaq.g_02359
OG0000149	Prbg.g_01208	Syaq.g_02395
OG0000150	Prbg.g_01218	Syaq.g_02011
OG0000151	Prbg.g_01094	Syaq.g_02283
OG0000152	Prbg.g_01287	Syaq.g_02485
OG0000153	Prbg.g_01306	Syaq.g_02518
OG0000154	Prbg.g_01326	Syaq.g_00066
OG0000155	Prbg.g_01465	Syaq.g_00212
OG0000156	Prbg.g_00466	Syaq.g_00281
OG0000157	Prbg.g_00467	Syaq.g_00282
OG0000158	Prbg.g_01829	Syaq.g_01003
OG0000159	Prbg.g_00809	Syaq.g_00918, Syaq.g_00941
OG0000160	Prbg.g_00592	Syaq.g_00374
OG0000161	Prbg.g_00598	Syaq.g_00382
OG0000162	Prbg.g_00604	Syaq.g_00389
OG0000163	Prbg.g_00643	Syaq.g_01730
OG0000164	Prbg.g_01674	Syaq.g_01642
OG0000165	Prbg.g_01681	Syaq.g_01630
OG0000166	Prbg.g_01748	Syaq.g_00647
OG0000167	Prbg.g_01819	Syaq.g_00983
OG0000168	Prbg.g_01830	Syaq.g_01004
OG0000169	Prbg.g_01840	Syaq.g_01016
OG0000170	Prbg.g_01843	Syaq.g_01023
OG0000171	Prbg.g_01863	Syaq.g_01052
OG0000172	Prbg.g_01870	Syaq.g_01074
OG0000173	Prbg.g_01885	Syaq.g_01092
OG0000174	Prbg.g_01915	Syaq.g_01224
OG0000175	Prbg.g_01928	Syaq.g_01183
OG0000176	Prbg.g_00771	Syaq.g_01146
OG0000177	Prbg.g_00772	Syaq.g_01145
OG0000178	Prbg.g_00773	Syaq.g_01144
OG0000179	Prbg.g_00858	Syaq.g_01129
OG0000180	Prbg.g_00857	Syaq.g_01128
OG0000181	Prbg.g_00856	Syaq.g_01127
OG0000182	Prbg.g_00855	Syaq.g_01126
OG0000183	Prbg.g_00851	Syaq.g_01122
OG0000184	Prbg.g_00825	Syaq.g_01277
OG0000185	Prbg.g_00822	Syaq.g_01290
OG0000186	Prbg.g_00806	Syaq.g_01563
OG0000187	Prbg.g_00805	Syaq.g_01561
OG0000188	Prbg.g_00788	Syaq.g_01539
OG0000189	Prbg.g_00866	Syaq.g_01499
OG0000190	Prbg.g_00868	Syaq.g_01497
OG0000191	Prbg.g_00891	Syaq.g_01467
OG0000192	Prbg.g_00896	Syaq.g_01462
OG0000193	Prbg.g_00923	Syaq.g_01423
OG0000194	Prbg.g_00926	Syaq.g_01420
OG0000195	Prbg.g_00928	Syaq.g_01418
OG0000196	Prbg.g_00939	Syaq.g_01407
OG0000197	Prbg.g_00940	Syaq.g_01406
OG0000198	Prbg.g_00941	Syaq.g_01405
OG0000199	Prbg.g_00948	Syaq.g_01398
OG0000200	Prbg.g_00962	Syaq.g_01382
OG0000201	Prbg.g_00971	Syaq.g_01365
OG0000202	Prbg.g_00972	Syaq.g_01364
OG0000203	Prbg.g_00973	Syaq.g_01363
OG0000204	Prbg.g_00974	Syaq.g_01362
OG0000205	Prbg.g_00981	Syaq.g_01355
OG0000206	Prbg.g_00986	Syaq.g_01345
OG0000207	Prbg.g_00989	Syaq.g_01338
OG0000208	Prbg.g_00990	Syaq.g_01337
OG0000209	Prbg.g_00999	Syaq.g_01310
OG0000210	Prbg.g_01000	Syaq.g_01309
OG0000211	Prbg.g_01015	Syaq.g_01570
OG0000212	Prbg.g_01023	Syaq.g_01586
OG0000213	Prbg.g_01041	Syaq.g_00729
OG0000214	Prbg.g_00046	Syaq.g_00745
OG0000215	Prbg.g_00073	Syaq.g_00777
OG0000216	Prbg.g_00074	Syaq.g_00781
OG0000217	Prbg.g_00077	Syaq.g_00844
OG0000218	Prbg.g_00079	Syaq.g_00846
OG0000219	Prbg.g_00080	Syaq.g_00847
OG0000220	Prbg.g_00081	Syaq.g_00848
OG0000221	Prbg.g_00082	Syaq.g_00856
OG0000222	Prbg.g_00089	Syaq.g_00868
OG0000223	Prbg.g_00101	Syaq.g_00946
OG0000224	Prbg.g_00103	Syaq.g_00950
OG0000225	Prbg.g_00129	Syaq.g_00543
OG0000226	Prbg.g_01941	Syaq.g_00536
OG0000227	Prbg.g_01943	Syaq.g_00534
OG0000228	Prbg.g_00136	Syaq.g_00531
OG0000229	Prbg.g_00156	Syaq.g_00501
OG0000230	Prbg.g_00158	Syaq.g_00499
OG0000231	Prbg.g_00169	Syaq.g_00485
OG0000232	Prbg.g_00180	Syaq.g_00472
OG0000233	Prbg.g_00186	Syaq.g_00464
OG0000234	Prbg.g_00195	Syaq.g_00440
OG0000235	Prbg.g_00198	Syaq.g_01771
OG0000236	Prbg.g_00212	Syaq.g_01787
OG0000237	Prbg.g_00225	Syaq.g_01805
OG0000238	Prbg.g_00231	Syaq.g_01810
OG0000239	Prbg.g_00242	Syaq.g_01826
OG0000240	Prbg.g_00243	Syaq.g_01827
OG0000241	Prbg.g_00247	Syaq.g_02074
OG0000242	Prbg.g_00249	Syaq.g_01836
OG0000243	Prbg.g_00260	Syaq.g_01922
OG0000244	Prbg.g_00264	Syaq.g_01928
OG0000245	Prbg.g_00266	Syaq.g_01930
OG0000246	Prbg.g_00270	Syaq.g_01934
OG0000247	Prbg.g_00280	Syaq.g_01945
OG0000248	Prbg.g_00283	Syaq.g_01948
OG0000249	Prbg.g_00285	Syaq.g_01950
OG0000250	Prbg.g_00290	Syaq.g_01958
OG0000251	Prbg.g_00310	Syaq.g_01984
OG0000252	Prbg.g_00313	Syaq.g_01987
OG0000253	Prbg.g_00314	Syaq.g_01989
OG0000254	Prbg.g_00331	Syaq.g_02016
OG0000255	Prbg.g_00337	Syaq.g_02041
OG0000256	Prbg.g_00347	Syaq.g_02068
OG0000257	Prbg.g_01427	Syaq.g_02073
OG0000258	Prbg.g_01413	Syaq.g_02095
OG0000259	Prbg.g_01396	Syaq.g_02239
OG0000260	Prbg.g_01393	Syaq.g_02242
OG0000261	Prbg.g_01390	Syaq.g_02245
OG0000262	Prbg.g_01386	Syaq.g_02250
OG0000263	Prbg.g_01122	Syaq.g_00185
OG0000264	Prbg.g_01133	Syaq.g_02582
OG0000266	Prbg.g_01367	Syaq.g_00037
OG0000267	Prbg.g_01355	Syaq.g_02430
OG0000268	Prbg.g_01354	Syaq.g_02431
OG0000269	Prbg.g_01154	Syaq.g_02335
OG0000270	Prbg.g_01157	Syaq.g_02338
OG0000271	Prbg.g_01165	Syaq.g_02346
OG0000272	Prbg.g_01166	Syaq.g_02347
OG0000273	Prbg.g_01190	Syaq.g_02376
OG0000274	Prbg.g_01191	Syaq.g_02377
OG0000275	Prbg.g_01194	Syaq.g_02380
OG0000276	Prbg.g_01200	Syaq.g_02387
OG0000277	Prbg.g_01201	Syaq.g_02388
OG0000278	Prbg.g_01204	Syaq.g_02391
OG0000279	Prbg.g_01211	Syaq.g_02401
OG0000280	Prbg.g_01212	Syaq.g_02410
OG0000281	Prbg.g_01219	Syaq.g_02224
OG0000282	Prbg.g_01086	Syaq.g_02271
OG0000283	Prbg.g_01263	Syaq.g_02445
OG0000284	Prbg.g_01268	Syaq.g_02450
OG0000285	Prbg.g_01273	Syaq.g_02466
OG0000286	Prbg.g_01286	Syaq.g_02484
OG0000287	Prbg.g_01552	Syaq.g_02511
OG0000288	Prbg.g_01325	Syaq.g_00067
OG0000289	Prbg.g_01341	Syaq.g_00053
OG0000290	Prbg.g_01237	Syaq.g_02682
OG0000291	Prbg.g_01235	Syaq.g_02680
OG0000292	Prbg.g_01531	Syaq.g_01157
OG0000293	Prbg.g_01496	Syaq.g_00262
OG0000294	Prbg.g_01495	Syaq.g_00261
OG0000295	Prbg.g_01472	Syaq.g_00220
OG0000296	Prbg.g_01470	Syaq.g_00218
OG0000297	Prbg.g_01461	Syaq.g_00205
OG0000298	Prbg.g_01460	Syaq.g_00204
OG0000299	Prbg.g_01441	Syaq.g_00171
OG0000300	Prbg.g_01438	Syaq.g_00164
OG0000301	Prbg.g_01437	Syaq.g_00163
OG0000302	Prbg.g_01435	Syaq.g_00162
OG0000303	Prbg.g_01429	Syaq.g_00152
OG0000304	Prbg.g_00352	Syaq.g_00146
OG0000305	Prbg.g_01529	Syaq.g_02677
OG0000306	Prbg.g_01223	Syaq.g_01861
OG0000307	Prbg.g_00538	Syaq.g_01754
OG0000308	Prbg.g_00539	Syaq.g_01752
OG0000309	Prbg.g_00543	Syaq.g_01747
OG0000310	Prbg.g_00577	Syaq.g_00347
OG0000311	Prbg.g_00579	Syaq.g_00352
OG0000312	Prbg.g_00582	Syaq.g_00359
OG0000313	Prbg.g_00595	Syaq.g_00379
OG0000314	Prbg.g_00618	Syaq.g_00408
OG0000315	Prbg.g_00628	Syaq.g_00418
OG0000316	Prbg.g_00653	Syaq.g_01716
OG0000317	Prbg.g_01647	Syaq.g_01675
OG0000318	Prbg.g_01651	Syaq.g_01672
OG0000319	Prbg.g_01664	Syaq.g_01657
OG0000320	Prbg.g_01666	Syaq.g_01655
OG0000321	Prbg.g_01667	Syaq.g_01654
OG0000322	Prbg.g_01668	Syaq.g_01653
OG0000323	Prbg.g_01677	Syaq.g_01638
OG0000324	Prbg.g_01704	Syaq.g_01605
OG0000325	Prbg.g_01715	Syaq.g_00693
OG0000326	Prbg.g_01722	Syaq.g_00686
OG0000327	Prbg.g_01743	Syaq.g_00652
OG0000328	Prbg.g_01744	Syaq.g_00651
OG0000329	Prbg.g_01761	Syaq.g_00633
OG0000330	Prbg.g_01762	Syaq.g_00632
OG0000331	Prbg.g_01763	Syaq.g_00631
OG0000332	Prbg.g_01777	Syaq.g_00616
OG0000333	Prbg.g_01779	Syaq.g_00613
OG0000334	Prbg.g_01788	Syaq.g_00603
OG0000335	Prbg.g_01793	Syaq.g_00598
OG0000336	Prbg.g_01797	Syaq.g_00594
OG0000337	Prbg.g_01815	Syaq.g_00975
OG0000338	Prbg.g_01816	Syaq.g_00981
OG0000339	Prbg.g_01822	Syaq.g_00988
OG0000340	Prbg.g_01831	Syaq.g_01005
OG0000341	Prbg.g_01833	Syaq.g_01007
OG0000342	Prbg.g_01834	Syaq.g_01008
OG0000343	Prbg.g_01835	Syaq.g_01010
OG0000344	Prbg.g_01838	Syaq.g_01014
OG0000345	Prbg.g_01844	Syaq.g_01024
OG0000346	Prbg.g_01848	Syaq.g_01029
OG0000347	Prbg.g_01865	Syaq.g_01057
OG0000348	Prbg.g_01873	Syaq.g_01070
OG0000349	Prbg.g_01891	Syaq.g_01099
OG0000350	Prbg.g_00419	Syaq.g_00679
OG0000351	Prbg.g_01931	Syaq.g_01179
OG0000352	Prbg.g_01932	Syaq.g_01178
OG0000353	Prbg.g_00766	Syaq.g_01151
OG0000355	Prbg.g_00768	Syaq.g_01149
OG0000356	Prbg.g_00769	Syaq.g_01148
OG0000357	Prbg.g_00770	Syaq.g_01147
OG0000358	Prbg.g_00774	Syaq.g_01143
OG0000359	Prbg.g_00775	Syaq.g_01141
OG0000360	Prbg.g_00776	Syaq.g_01140
OG0000361	Prbg.g_00777	Syaq.g_01139
OG0000362	Prbg.g_00779	Syaq.g_01137
OG0000363	Prbg.g_00860	Syaq.g_01135
OG0000364	Prbg.g_00859	Syaq.g_01134
OG0000365	Prbg.g_00854	Syaq.g_01125
OG0000366	Prbg.g_00853	Syaq.g_01124
OG0000367	Prbg.g_00852	Syaq.g_01123
OG0000368	Prbg.g_00850	Syaq.g_01121
OG0000369	Prbg.g_00849	Syaq.g_01120
OG0000370	Prbg.g_00848	Syaq.g_01119
OG0000371	Prbg.g_00841	Syaq.g_01111
OG0000372	Prbg.g_00838	Syaq.g_01106
OG0000373	Prbg.g_00837	Syaq.g_01105
OG0000374	Prbg.g_00836	Syaq.g_01104
OG0000375	Prbg.g_00834	Syaq.g_01103
OG0000376	Prbg.g_00832	Syaq.g_01101
OG0000377	Prbg.g_00828	Syaq.g_01270
OG0000378	Prbg.g_00824	Syaq.g_01286
OG0000379	Prbg.g_00821	Syaq.g_01291
OG0000380	Prbg.g_00804	Syaq.g_01560
OG0000381	Prbg.g_00799	Syaq.g_01558
OG0000382	Prbg.g_00789	Syaq.g_01540
OG0000383	Prbg.g_00787	Syaq.g_01535
OG0000384	Prbg.g_00786	Syaq.g_01534
OG0000385	Prbg.g_00785	Syaq.g_01533
OG0000386	Prbg.g_00784	Syaq.g_01532
OG0000387	Prbg.g_00870	Syaq.g_01495
OG0000388	Prbg.g_00874	Syaq.g_01491
OG0000389	Prbg.g_00877	Syaq.g_01488
OG0000390	Prbg.g_00887	Syaq.g_01473
OG0000391	Prbg.g_00890	Syaq.g_01468
OG0000392	Prbg.g_00894	Syaq.g_01463
OG0000393	Prbg.g_00897	Syaq.g_01460
OG0000394	Prbg.g_00898	Syaq.g_01459
OG0000395	Prbg.g_00899	Syaq.g_01458
OG0000396	Prbg.g_00901	Syaq.g_01455
OG0000397	Prbg.g_00903	Syaq.g_01453
OG0000398	Prbg.g_00906	Syaq.g_01448
OG0000399	Prbg.g_00907	Syaq.g_01447
OG0000400	Prbg.g_00908	Syaq.g_01446
OG0000401	Prbg.g_00909	Syaq.g_01445
OG0000402	Prbg.g_01349	Syaq.g_01443
OG0000403	Prbg.g_00911	Syaq.g_01442
OG0000404	Prbg.g_00912	Syaq.g_01440
OG0000405	Prbg.g_00916	Syaq.g_01429
OG0000406	Prbg.g_00924	Syaq.g_01422
OG0000407	Prbg.g_00925	Syaq.g_01421
OG0000408	Prbg.g_00927	Syaq.g_01419
OG0000409	Prbg.g_00929	Syaq.g_01417
OG0000410	Prbg.g_00930	Syaq.g_01416
OG0000411	Prbg.g_00931	Syaq.g_01415
OG0000412	Prbg.g_00932	Syaq.g_01414
OG0000413	Prbg.g_00934	Syaq.g_01412
OG0000414	Prbg.g_00935	Syaq.g_01411
OG0000415	Prbg.g_00936	Syaq.g_01410
OG0000416	Prbg.g_00937	Syaq.g_01409
OG0000417	Prbg.g_00938	Syaq.g_01408
OG0000418	Prbg.g_00943	Syaq.g_01403
OG0000419	Prbg.g_00945	Syaq.g_01401
OG0000420	Prbg.g_00946	Syaq.g_01400
OG0000421	Prbg.g_00951	Syaq.g_01395
OG0000422	Prbg.g_00952	Syaq.g_01394
OG0000423	Prbg.g_00953	Syaq.g_01393
OG0000424	Prbg.g_00954	Syaq.g_01392
OG0000425	Prbg.g_00955	Syaq.g_01391
OG0000426	Prbg.g_00956	Syaq.g_01390
OG0000427	Prbg.g_00957	Syaq.g_01389
OG0000428	Prbg.g_00959	Syaq.g_01386
OG0000429	Prbg.g_00960	Syaq.g_01384
OG0000430	Prbg.g_00961	Syaq.g_01383
OG0000431	Prbg.g_00963	Syaq.g_01380
OG0000432	Prbg.g_00967	Syaq.g_01374
OG0000433	Prbg.g_00968	Syaq.g_01369
OG0000434	Prbg.g_00969	Syaq.g_01368
OG0000435	Prbg.g_00970	Syaq.g_01367
OG0000436	Prbg.g_00975	Syaq.g_01361
OG0000437	Prbg.g_00976	Syaq.g_01360
OG0000438	Prbg.g_00977	Syaq.g_01359
OG0000439	Prbg.g_00979	Syaq.g_01357
OG0000440	Prbg.g_00980	Syaq.g_01356
OG0000441	Prbg.g_00983	Syaq.g_01352
OG0000442	Prbg.g_00984	Syaq.g_01350
OG0000443	Prbg.g_00985	Syaq.g_01347
OG0000444	Prbg.g_00991	Syaq.g_01333
OG0000445	Prbg.g_00992	Syaq.g_01332
OG0000446	Prbg.g_00993	Syaq.g_01330
OG0000447	Prbg.g_00994	Syaq.g_01328
OG0000448	Prbg.g_00995	Syaq.g_01327
OG0000449	Prbg.g_00996	Syaq.g_01320
OG0000450	Prbg.g_00997	Syaq.g_01313
OG0000451	Prbg.g_00998	Syaq.g_01312
OG0000452	Prbg.g_01001	Syaq.g_01308
OG0000453	Prbg.g_01002	Syaq.g_01307
OG0000454	Prbg.g_01003	Syaq.g_01306
OG0000455	Prbg.g_01004	Syaq.g_01305
OG0000456	Prbg.g_01005	Syaq.g_01304
OG0000457	Prbg.g_01007	Syaq.g_01302
OG0000458	Prbg.g_01008	Syaq.g_01299
OG0000459	Prbg.g_01009	Syaq.g_01298
OG0000460	Prbg.g_01017	Syaq.g_01577
OG0000461	Prbg.g_01025	Syaq.g_00707
OG0000462	Prbg.g_01027	Syaq.g_00710
OG0000463	Prbg.g_01028	Syaq.g_00711
OG0000464	Prbg.g_01029	Syaq.g_00712
OG0000465	Prbg.g_01030	Syaq.g_00714
OG0000466	Prbg.g_01033	Syaq.g_00718
OG0000467	Prbg.g_01034	Syaq.g_00720
OG0000468	Prbg.g_01037	Syaq.g_00725
OG0000469	Prbg.g_01045	Syaq.g_00739
OG0000470	Prbg.g_00042	Syaq.g_00741
OG0000471	Prbg.g_00043	Syaq.g_00742
OG0000472	Prbg.g_00045	Syaq.g_00744
OG0000473	Prbg.g_00047	Syaq.g_00746
OG0000474	Prbg.g_00048	Syaq.g_00747
OG0000475	Prbg.g_00049	Syaq.g_00748
OG0000476	Prbg.g_00051	Syaq.g_00750
OG0000477	Prbg.g_00054	Syaq.g_00756
OG0000478	Prbg.g_00055	Syaq.g_00757
OG0000479	Prbg.g_00056	Syaq.g_00759
OG0000480	Prbg.g_00061	Syaq.g_00766
OG0000481	Prbg.g_00064	Syaq.g_00768
OG0000482	Prbg.g_00065	Syaq.g_00769
OG0000483	Prbg.g_00068	Syaq.g_00773
OG0000484	Prbg.g_00069	Syaq.g_00774
OG0000485	Prbg.g_00071	Syaq.g_00775
OG0000486	Prbg.g_00072	Syaq.g_00776
OG0000487	Prbg.g_00075	Syaq.g_00782
OG0000488	Prbg.g_00078	Syaq.g_00845
OG0000489	Prbg.g_00083	Syaq.g_00857
OG0000490	Prbg.g_00087	Syaq.g_00864
OG0000491	Prbg.g_00088	Syaq.g_00865
OG0000492	Prbg.g_00090	Syaq.g_00869
OG0000493	Prbg.g_00091	Syaq.g_00870
OG0000494	Prbg.g_00092	Syaq.g_00871
OG0000495	Prbg.g_00093	Syaq.g_00872
OG0000496	Prbg.g_00094	Syaq.g_00873
OG0000497	Prbg.g_00095	Syaq.g_00874
OG0000498	Prbg.g_00096	Syaq.g_00875
OG0000499	Prbg.g_00097	Syaq.g_00876
OG0000500	Prbg.g_00098	Syaq.g_00877
OG0000501	Prbg.g_00099	Syaq.g_00880
OG0000502	Prbg.g_00102	Syaq.g_00953
OG0000503	Prbg.g_00117	Syaq.g_00559
OG0000504	Prbg.g_00119	Syaq.g_00557
OG0000505	Prbg.g_00120	Syaq.g_00556
OG0000506	Prbg.g_00121	Syaq.g_00554
OG0000507	Prbg.g_00124	Syaq.g_00548
OG0000508	Prbg.g_00128	Syaq.g_00544
OG0000509	Prbg.g_00130	Syaq.g_00542
OG0000510	Prbg.g_00131	Syaq.g_00538
OG0000511	Prbg.g_00132	Syaq.g_00537
OG0000512	Prbg.g_01942	Syaq.g_00535
OG0000513	Prbg.g_00140	Syaq.g_00525
OG0000514	Prbg.g_00151	Syaq.g_00514
OG0000515	Prbg.g_00152	Syaq.g_00513
OG0000516	Prbg.g_00153	Syaq.g_00509
OG0000517	Prbg.g_00155	Syaq.g_00502
OG0000518	Prbg.g_00166	Syaq.g_00490
OG0000519	Prbg.g_00167	Syaq.g_00489
OG0000520	Prbg.g_00168	Syaq.g_00488
OG0000521	Prbg.g_00176	Syaq.g_00477
OG0000522	Prbg.g_00178	Syaq.g_00475
OG0000523	Prbg.g_00179	Syaq.g_00474
OG0000524	Prbg.g_00184	Syaq.g_00469
OG0000525	Prbg.g_00188	Syaq.g_00450
OG0000526	Prbg.g_00189	Syaq.g_00448
OG0000527	Prbg.g_00192	Syaq.g_00444
OG0000528	Prbg.g_00197	Syaq.g_01768
OG0000529	Prbg.g_00200	Syaq.g_01773
OG0000530	Prbg.g_00203	Syaq.g_01776
OG0000531	Prbg.g_00204	Syaq.g_01777
OG0000532	Prbg.g_00206	Syaq.g_01780
OG0000533	Prbg.g_00207	Syaq.g_01782
OG0000534	Prbg.g_00208	Syaq.g_01783
OG0000535	Prbg.g_00209	Syaq.g_01784
OG0000536	Prbg.g_00210	Syaq.g_01785
OG0000537	Prbg.g_00211	Syaq.g_01786
OG0000538	Prbg.g_00220	Syaq.g_01798
OG0000539	Prbg.g_00221	Syaq.g_01799
OG0000540	Prbg.g_00222	Syaq.g_01800
OG0000541	Prbg.g_00223	Syaq.g_01801
OG0000542	Prbg.g_00224	Syaq.g_01804
OG0000543	Prbg.g_00226	Syaq.g_01806
OG0000544	Prbg.g_00227	Syaq.g_02567
OG0000545	Prbg.g_00229	Syaq.g_01809
OG0000546	Prbg.g_00232	Syaq.g_01811
OG0000547	Prbg.g_00234	Syaq.g_01813
OG0000548	Prbg.g_00235	Syaq.g_01814
OG0000549	Prbg.g_00237	Syaq.g_01819
OG0000550	Prbg.g_00241	Syaq.g_01824
OG0000551	Prbg.g_00244	Syaq.g_01829
OG0000552	Prbg.g_00245	Syaq.g_01830
OG0000553	Prbg.g_00246	Syaq.g_01834
OG0000554	Prbg.g_00251	Syaq.g_01839
OG0000555	Prbg.g_00259	Syaq.g_01857
OG0000556	Prbg.g_00261	Syaq.g_01925
OG0000557	Prbg.g_00262	Syaq.g_01927
