Orthogroup	Prbg	Prab
OG0000048	Prbg.g_00050	Prab.g_00411, Prab.g_00363
OG0000050	Prbg.g_01055	Prab.g_00394, Prab.g_01635, Prab.g_01645
OG0000052	Prbg.g_00569	Prab.g_01423
OG0000053	Prbg.g_01595, Prbg.g_00612	Prab.g_01486
OG0000054	Prbg.g_00326	Prab.g_00610
OG0000055	Prbg.g_01535	Prab.g_00821
OG0000057	Prbg.g_01143	Prab.g_00703
OG0000058	Prbg.g_00551	Prab.g_01393
OG0000059	Prbg.g_01737	Prab.g_01754
OG0000061	Prbg.g_01486	Prab.g_01219
OG0000062	Prbg.g_00676	Prab.g_01544
OG0000063	Prbg.g_00730	Prab.g_00033
OG0000065	Prbg.g_00879	Prab.g_00098
OG0000066	Prbg.g_00256	Prab.g_00543
OG0000067	Prbg.g_01159	Prab.g_00840
OG0000068	Prbg.g_00529	Prab.g_01360
OG0000069	Prbg.g_00174	Prab.g_01585
OG0000070	Prbg.g_00170	Prab.g_00456
OG0000071	Prbg.g_00477	Prab.g_01637, Prab.g_01326
OG0000072	Prbg.g_00949	Prab.g_00162
OG0000073	Prbg.g_00219	Prab.g_00503
OG0000074	Prbg.g_01123	Prab.g_00687
OG0000075	Prbg.g_01821	Prab.g_01834
OG0000076	Prbg.g_01847	Prab.g_01857
OG0000077	Prbg.g_00791	Prab.g_00070
OG0000078	Prbg.g_01022	Prab.g_00229
OG0000079	Prbg.g_01035	Prab.g_00242
OG0000080	Prbg.g_00563	Prab.g_01404
OG0000080	Prbg.g_00565	Prab.g_01406
OG0000081	Prbg.g_00248	Prab.g_00535
OG0000082	Prbg.g_00304, Prbg.g_01639	Prab.g_00589
OG0000084	Prbg.g_00588	Prab.g_01462
OG0000085	Prbg.g_01642, Prbg.g_00716	Prab.g_01662
OG0000086	Prbg.g_00782	Prab.g_00080
OG0000087	Prbg.g_00913	Prab.g_00129
OG0000088	Prbg.g_00944	Prab.g_00157
OG0000089	Prbg.g_00137	Prab.g_00343
OG0000090	Prbg.g_00250	Prab.g_00537
OG0000091	Prbg.g_01414	Prab.g_00647
OG0000092	Prbg.g_01089	Prab.g_01063
OG0000093	Prbg.g_01385	Prab.g_01042
OG0000094	Prbg.g_01336	Prab.g_00948
OG0000095	Prbg.g_01234	Prab.g_01299, Prab.g_00929
OG0000096	Prbg.g_00032	Prab.g_01596, Prab.g_01165
OG0000097	Prbg.g_01440	Prab.g_01260
OG0000098	Prbg.g_00505	Prab.g_01346
OG0000099	Prbg.g_00552	Prab.g_01394
OG0000100	Prbg.g_00670	Prab.g_01540
OG0000101	Prbg.g_01785	Prab.g_01802
OG0000102	Prbg.g_01852	Prab.g_01862
OG0000103	Prbg.g_01937	Prab.g_01942
OG0000104	Prbg.g_00763	Prab.g_01951
OG0000105	Prbg.g_00053	Prab.g_00262
OG0000106	Prbg.g_00388	Prab.g_00359
OG0000107	Prbg.g_01714	Prab.g_00375
OG0000108	Prbg.g_00199	Prab.g_00484
OG0000109	Prbg.g_00213	Prab.g_00498
OG0000110	Prbg.g_00293	Prab.g_00579
OG0000111	Prbg.g_01144	Prab.g_00704
OG0000112	Prbg.g_00366	Prab.g_00804
OG0000113	Prbg.g_01182	Prab.g_00862
OG0000114	Prbg.g_01084	Prab.g_01068
OG0000115	Prbg.g_01555	Prab.g_01156
OG0000116	Prbg.g_01497	Prab.g_01209
OG0000117	Prbg.g_01459	Prab.g_00717
OG0000118	Prbg.g_00490	Prab.g_01338
OG0000119	Prbg.g_01540, Prbg.g_00688	Prab.g_01356
OG0000120	Prbg.g_00549	Prab.g_01447
OG0000121	Prbg.g_00593	Prab.g_01468
OG0000122	Prbg.g_00448, Prbg.g_00634	Prab.g_01506
OG0000123	Prbg.g_01792	Prab.g_01809
OG0000124	Prbg.g_01864	Prab.g_01873
OG0000125	Prbg.g_01900	Prab.g_01910
OG0000126	Prbg.g_00762	Prab.g_01950
OG0000128	Prbg.g_00778	Prab.g_00011
OG0000129	Prbg.g_00829	Prab.g_00043
OG0000130	Prbg.g_00800	Prab.g_00061
OG0000131	Prbg.g_00922	Prab.g_00136
OG0000132	Prbg.g_00942	Prab.g_00155
OG0000133	Prbg.g_00100	Prab.g_00310
OG0000134	Prbg.g_00139	Prab.g_00344
OG0000135	Prbg.g_00459	Prab.g_00371
OG0000136	Prbg.g_00161	Prab.g_00444
OG0000137	Prbg.g_00194	Prab.g_00479
OG0000138	Prbg.g_00214	Prab.g_00499
OG0000139	Prbg.g_00254	Prab.g_00541
OG0000140	Prbg.g_00255	Prab.g_00542
OG0000141	Prbg.g_00327	Prab.g_00611
OG0000142	Prbg.g_01422	Prab.g_00640
OG0000143	Prbg.g_01418	Prab.g_00644
OG0000144	Prbg.g_01404	Prab.g_00657
OG0000145	Prbg.g_00461	Prab.g_00783
OG0000146	Prbg.g_00365	Prab.g_00805
OG0000147	Prbg.g_00364	Prab.g_00806
OG0000148	Prbg.g_01176	Prab.g_00856
OG0000149	Prbg.g_01208	Prab.g_00886
OG0000150	Prbg.g_01218	Prab.g_00894
OG0000151	Prbg.g_01094	Prab.g_01058
OG0000152	Prbg.g_01287	Prab.g_01010
OG0000153	Prbg.g_01306	Prab.g_00991
OG0000154	Prbg.g_01326	Prab.g_00955
OG0000155	Prbg.g_01465	Prab.g_01239
OG0000156	Prbg.g_00466	Prab.g_01315
OG0000157	Prbg.g_00467	Prab.g_01316
OG0000158	Prbg.g_01829	Prab.g_01379
OG0000159	Prbg.g_00809	Prab.g_01392
OG0000160	Prbg.g_00592	Prab.g_01467
OG0000161	Prbg.g_00598	Prab.g_01473
OG0000162	Prbg.g_00604	Prab.g_01479
OG0000163	Prbg.g_00643	Prab.g_01513
OG0000164	Prbg.g_01674	Prab.g_01693
OG0000165	Prbg.g_01681	Prab.g_01700
OG0000166	Prbg.g_01748	Prab.g_01766
OG0000167	Prbg.g_01819	Prab.g_01832
OG0000168	Prbg.g_01830	Prab.g_01841
OG0000169	Prbg.g_01840	Prab.g_01851
OG0000170	Prbg.g_01843	Prab.g_01853
OG0000171	Prbg.g_01863	Prab.g_01872
OG0000172	Prbg.g_01870	Prab.g_01881
OG0000173	Prbg.g_01885	Prab.g_01896
OG0000174	Prbg.g_01915	Prab.g_01924
OG0000175	Prbg.g_01928	Prab.g_01934
OG0000176	Prbg.g_00771	Prab.g_00004
OG0000177	Prbg.g_00772	Prab.g_00005
OG0000178	Prbg.g_00773	Prab.g_00006
OG0000179	Prbg.g_00858	Prab.g_00016
OG0000180	Prbg.g_00857	Prab.g_00017
OG0000181	Prbg.g_00856	Prab.g_00018
OG0000182	Prbg.g_00855	Prab.g_00019
OG0000183	Prbg.g_00851	Prab.g_00023
OG0000184	Prbg.g_00825	Prab.g_00045
OG0000185	Prbg.g_00822	Prab.g_00048
OG0000186	Prbg.g_00806	Prab.g_00056
OG0000187	Prbg.g_00805	Prab.g_00057
OG0000188	Prbg.g_00788	Prab.g_00074
OG0000189	Prbg.g_00866	Prab.g_00087
OG0000190	Prbg.g_00868	Prab.g_00088
OG0000191	Prbg.g_00891	Prab.g_00108
OG0000192	Prbg.g_00896	Prab.g_00112
OG0000193	Prbg.g_00923	Prab.g_00137
OG0000194	Prbg.g_00926	Prab.g_00140
OG0000195	Prbg.g_00928	Prab.g_00142
OG0000196	Prbg.g_00939	Prab.g_00152
OG0000197	Prbg.g_00940	Prab.g_00153
OG0000198	Prbg.g_00941	Prab.g_00154
OG0000199	Prbg.g_00948	Prab.g_00161
OG0000200	Prbg.g_00962	Prab.g_00175
OG0000201	Prbg.g_00971	Prab.g_00183
OG0000202	Prbg.g_00972	Prab.g_00184
OG0000203	Prbg.g_00973	Prab.g_00185
OG0000204	Prbg.g_00974	Prab.g_00186
OG0000205	Prbg.g_00981	Prab.g_00193
OG0000206	Prbg.g_00986	Prab.g_00198
OG0000207	Prbg.g_00989	Prab.g_00200
OG0000208	Prbg.g_00990	Prab.g_00201
OG0000209	Prbg.g_00999	Prab.g_00210
OG0000210	Prbg.g_01000	Prab.g_00211
OG0000211	Prbg.g_01015	Prab.g_00224
OG0000212	Prbg.g_01023	Prab.g_00230
OG0000213	Prbg.g_01041	Prab.g_00247
OG0000214	Prbg.g_00046	Prab.g_00256
OG0000215	Prbg.g_00073	Prab.g_00280
OG0000216	Prbg.g_00074	Prab.g_00282
OG0000217	Prbg.g_00077	Prab.g_00285
OG0000218	Prbg.g_00079	Prab.g_00287
OG0000219	Prbg.g_00080	Prab.g_00288
OG0000220	Prbg.g_00081	Prab.g_00289
OG0000221	Prbg.g_00082	Prab.g_00290
OG0000222	Prbg.g_00089	Prab.g_00298
OG0000223	Prbg.g_00101	Prab.g_00311
OG0000224	Prbg.g_00103	Prab.g_00313
OG0000225	Prbg.g_00129	Prab.g_00333
OG0000226	Prbg.g_01941	Prab.g_00337
OG0000227	Prbg.g_01943	Prab.g_00339
OG0000228	Prbg.g_00136	Prab.g_00342
OG0000229	Prbg.g_00156	Prab.g_00439
OG0000230	Prbg.g_00158	Prab.g_00441
OG0000231	Prbg.g_00169	Prab.g_00455
OG0000232	Prbg.g_00180	Prab.g_00463
OG0000233	Prbg.g_00186	Prab.g_00468
OG0000234	Prbg.g_00195	Prab.g_00480
OG0000235	Prbg.g_00198	Prab.g_00483
OG0000236	Prbg.g_00212	Prab.g_00497
OG0000237	Prbg.g_00225	Prab.g_00510
OG0000238	Prbg.g_00231	Prab.g_00516
OG0000239	Prbg.g_00242	Prab.g_00529
OG0000240	Prbg.g_00243	Prab.g_00530
OG0000241	Prbg.g_00247	Prab.g_00534
OG0000242	Prbg.g_00249	Prab.g_00536
OG0000243	Prbg.g_00260	Prab.g_00547
OG0000244	Prbg.g_00264	Prab.g_00550
OG0000245	Prbg.g_00266	Prab.g_00552
OG0000246	Prbg.g_00270	Prab.g_00556
OG0000247	Prbg.g_00280	Prab.g_00566
OG0000248	Prbg.g_00283	Prab.g_00569
OG0000249	Prbg.g_00285	Prab.g_00571
OG0000250	Prbg.g_00290	Prab.g_00576
OG0000251	Prbg.g_00310	Prab.g_00595
OG0000252	Prbg.g_00313	Prab.g_00598
OG0000253	Prbg.g_00314	Prab.g_00599
OG0000254	Prbg.g_00331	Prab.g_00615
OG0000255	Prbg.g_00337	Prab.g_00621
OG0000256	Prbg.g_00347	Prab.g_00632
OG0000257	Prbg.g_01427	Prab.g_00635
OG0000258	Prbg.g_01413	Prab.g_00648
OG0000259	Prbg.g_01396	Prab.g_00665
OG0000260	Prbg.g_01393	Prab.g_00668
OG0000261	Prbg.g_01390	Prab.g_00670
OG0000262	Prbg.g_01386	Prab.g_00674
OG0000263	Prbg.g_01122	Prab.g_00686
OG0000264	Prbg.g_01133	Prab.g_00696
OG0000265	Prbg.g_01151	Prab.g_00723
OG0000266	Prbg.g_01367	Prab.g_00733
OG0000267	Prbg.g_01355	Prab.g_00744
OG0000268	Prbg.g_01354	Prab.g_00745
OG0000269	Prbg.g_01154	Prab.g_00835
OG0000270	Prbg.g_01157	Prab.g_00838
OG0000271	Prbg.g_01165	Prab.g_00846
OG0000272	Prbg.g_01166	Prab.g_00847
OG0000273	Prbg.g_01190	Prab.g_00870
OG0000274	Prbg.g_01191	Prab.g_00871
OG0000275	Prbg.g_01194	Prab.g_00873
OG0000276	Prbg.g_01200	Prab.g_00878
OG0000277	Prbg.g_01201	Prab.g_00879
OG0000278	Prbg.g_01204	Prab.g_00882
OG0000279	Prbg.g_01211	Prab.g_00889
OG0000280	Prbg.g_01212	Prab.g_00890
OG0000281	Prbg.g_01219	Prab.g_00896
OG0000282	Prbg.g_01086	Prab.g_01066
OG0000283	Prbg.g_01263	Prab.g_01033
OG0000284	Prbg.g_01268	Prab.g_01028
OG0000285	Prbg.g_01273	Prab.g_01023
OG0000286	Prbg.g_01286	Prab.g_01011
OG0000287	Prbg.g_01552	Prab.g_00994
OG0000288	Prbg.g_01325	Prab.g_00956
OG0000289	Prbg.g_01341	Prab.g_00945
OG0000290	Prbg.g_01237	Prab.g_00932
OG0000291	Prbg.g_01235	Prab.g_00930
OG0000292	Prbg.g_01531	Prab.g_01144
OG0000293	Prbg.g_01496	Prab.g_01210
OG0000294	Prbg.g_01495	Prab.g_01211
OG0000295	Prbg.g_01472	Prab.g_01231
OG0000296	Prbg.g_01470	Prab.g_01233
OG0000297	Prbg.g_01461	Prab.g_01241
OG0000298	Prbg.g_01460	Prab.g_01242
OG0000299	Prbg.g_01441	Prab.g_01259
OG0000300	Prbg.g_01438	Prab.g_01262
OG0000301	Prbg.g_01437	Prab.g_01263
OG0000302	Prbg.g_01435	Prab.g_01265
OG0000303	Prbg.g_01429	Prab.g_01272
OG0000304	Prbg.g_00352	Prab.g_01276
OG0000305	Prbg.g_01529	Prab.g_01353
OG0000306	Prbg.g_01223	Prab.g_01355
OG0000307	Prbg.g_00538	Prab.g_01369
OG0000308	Prbg.g_00539	Prab.g_01370
OG0000309	Prbg.g_00543	Prab.g_01374
OG0000310	Prbg.g_00577	Prab.g_01451
OG0000311	Prbg.g_00579	Prab.g_01453
OG0000312	Prbg.g_00582	Prab.g_01456
OG0000313	Prbg.g_00595	Prab.g_01470
OG0000314	Prbg.g_00618	Prab.g_01493
OG0000315	Prbg.g_00628	Prab.g_01503
OG0000316	Prbg.g_00653	Prab.g_01523
OG0000317	Prbg.g_01647	Prab.g_01667
OG0000318	Prbg.g_01651	Prab.g_01670
OG0000319	Prbg.g_01664	Prab.g_01683
OG0000320	Prbg.g_01666	Prab.g_01685
OG0000321	Prbg.g_01667	Prab.g_01686
OG0000322	Prbg.g_01668	Prab.g_01687
OG0000323	Prbg.g_01677	Prab.g_01696
OG0000324	Prbg.g_01704	Prab.g_01722
OG0000325	Prbg.g_01715	Prab.g_01732
OG0000326	Prbg.g_01722	Prab.g_01738
OG0000327	Prbg.g_01743	Prab.g_01761
OG0000328	Prbg.g_01744	Prab.g_01762
OG0000329	Prbg.g_01761	Prab.g_01779
OG0000330	Prbg.g_01762	Prab.g_01780
OG0000331	Prbg.g_01763	Prab.g_01781
OG0000332	Prbg.g_01777	Prab.g_01795
OG0000333	Prbg.g_01779	Prab.g_01797
OG0000334	Prbg.g_01788	Prab.g_01805
OG0000335	Prbg.g_01793	Prab.g_01810
OG0000336	Prbg.g_01797	Prab.g_01814
OG0000337	Prbg.g_01815	Prab.g_01830
OG0000338	Prbg.g_01816	Prab.g_01831
OG0000339	Prbg.g_01822	Prab.g_01835
OG0000340	Prbg.g_01831	Prab.g_01842
OG0000341	Prbg.g_01833	Prab.g_01844
OG0000342	Prbg.g_01834	Prab.g_01845
OG0000343	Prbg.g_01835	Prab.g_01846
OG0000344	Prbg.g_01838	Prab.g_01849
OG0000345	Prbg.g_01844	Prab.g_01854
OG0000346	Prbg.g_01848	Prab.g_01858
OG0000347	Prbg.g_01865	Prab.g_01874
OG0000348	Prbg.g_01873	Prab.g_01884
OG0000349	Prbg.g_01891	Prab.g_01901
OG0000350	Prbg.g_00419	Prab.g_01920
OG0000351	Prbg.g_01931	Prab.g_01937
OG0000352	Prbg.g_01932	Prab.g_01938
OG0000353	Prbg.g_00766	Prab.g_01954
OG0000355	Prbg.g_00768	Prab.g_00001
OG0000356	Prbg.g_00769	Prab.g_00002
OG0000357	Prbg.g_00770	Prab.g_00003
OG0000358	Prbg.g_00774	Prab.g_00007
OG0000359	Prbg.g_00775	Prab.g_00008
OG0000360	Prbg.g_00776	Prab.g_00009
OG0000361	Prbg.g_00777	Prab.g_00010
OG0000362	Prbg.g_00779	Prab.g_00012
OG0000363	Prbg.g_00860	Prab.g_00014
OG0000364	Prbg.g_00859	Prab.g_00015
OG0000365	Prbg.g_00854	Prab.g_00020
OG0000366	Prbg.g_00853	Prab.g_00021
OG0000367	Prbg.g_00852	Prab.g_00022
OG0000368	Prbg.g_00850	Prab.g_00024
OG0000369	Prbg.g_00849	Prab.g_00025
OG0000370	Prbg.g_00848	Prab.g_00026
OG0000371	Prbg.g_00841	Prab.g_00032
OG0000372	Prbg.g_00838	Prab.g_00035
OG0000373	Prbg.g_00837	Prab.g_00036
OG0000374	Prbg.g_00836	Prab.g_00037
OG0000375	Prbg.g_00834	Prab.g_00039
OG0000376	Prbg.g_00832	Prab.g_00041
OG0000377	Prbg.g_00828	Prab.g_00044
OG0000378	Prbg.g_00824	Prab.g_00046
OG0000379	Prbg.g_00821	Prab.g_00049
OG0000380	Prbg.g_00804	Prab.g_00058
OG0000381	Prbg.g_00799	Prab.g_00062
OG0000382	Prbg.g_00789	Prab.g_00073
OG0000383	Prbg.g_00787	Prab.g_00075
OG0000384	Prbg.g_00786	Prab.g_00076
OG0000385	Prbg.g_00785	Prab.g_00077
OG0000386	Prbg.g_00784	Prab.g_00078
OG0000387	Prbg.g_00870	Prab.g_00090
OG0000388	Prbg.g_00874	Prab.g_00093
OG0000389	Prbg.g_00877	Prab.g_00097
OG0000390	Prbg.g_00887	Prab.g_00104
OG0000391	Prbg.g_00890	Prab.g_00107
OG0000392	Prbg.g_00894	Prab.g_00111
OG0000393	Prbg.g_00897	Prab.g_00113
OG0000394	Prbg.g_00898	Prab.g_00114
OG0000395	Prbg.g_00899	Prab.g_00115
OG0000396	Prbg.g_00901	Prab.g_00117
OG0000397	Prbg.g_00903	Prab.g_00119
OG0000398	Prbg.g_00906	Prab.g_00121
OG0000399	Prbg.g_00907	Prab.g_00122
OG0000400	Prbg.g_00908	Prab.g_00123
OG0000401	Prbg.g_00909	Prab.g_00124
OG0000402	Prbg.g_01349	Prab.g_00126
OG0000403	Prbg.g_00911	Prab.g_00127
OG0000404	Prbg.g_00912	Prab.g_00128
OG0000405	Prbg.g_00916	Prab.g_00132
OG0000406	Prbg.g_00924	Prab.g_00138
OG0000407	Prbg.g_00925	Prab.g_00139
OG0000408	Prbg.g_00927	Prab.g_00141
OG0000409	Prbg.g_00929	Prab.g_00143
OG0000410	Prbg.g_00930	Prab.g_00144
OG0000411	Prbg.g_00931	Prab.g_00145
OG0000412	Prbg.g_00932	Prab.g_00146
OG0000413	Prbg.g_00934	Prab.g_00147
OG0000414	Prbg.g_00935	Prab.g_00148
OG0000415	Prbg.g_00936	Prab.g_00149
OG0000416	Prbg.g_00937	Prab.g_00150
OG0000417	Prbg.g_00938	Prab.g_00151
OG0000418	Prbg.g_00943	Prab.g_00156
OG0000419	Prbg.g_00945	Prab.g_00158
OG0000420	Prbg.g_00946	Prab.g_00159
OG0000421	Prbg.g_00951	Prab.g_00164
OG0000422	Prbg.g_00952	Prab.g_00165
OG0000423	Prbg.g_00953	Prab.g_00166
OG0000424	Prbg.g_00954	Prab.g_00167
OG0000425	Prbg.g_00955	Prab.g_00168
OG0000426	Prbg.g_00956	Prab.g_00169
OG0000427	Prbg.g_00957	Prab.g_00170
OG0000428	Prbg.g_00959	Prab.g_00172
OG0000429	Prbg.g_00960	Prab.g_00173
OG0000430	Prbg.g_00961	Prab.g_00174
OG0000431	Prbg.g_00963	Prab.g_00176
OG0000432	Prbg.g_00967	Prab.g_00179
OG0000433	Prbg.g_00968	Prab.g_00180
OG0000434	Prbg.g_00969	Prab.g_00181
OG0000435	Prbg.g_00970	Prab.g_00182
OG0000436	Prbg.g_00975	Prab.g_00187
OG0000437	Prbg.g_00976	Prab.g_00188
OG0000438	Prbg.g_00977	Prab.g_00189
OG0000439	Prbg.g_00979	Prab.g_00191
OG0000440	Prbg.g_00980	Prab.g_00192
OG0000441	Prbg.g_00983	Prab.g_00195
OG0000442	Prbg.g_00984	Prab.g_00196
OG0000443	Prbg.g_00985	Prab.g_00197
OG0000444	Prbg.g_00991	Prab.g_00202
OG0000445	Prbg.g_00992	Prab.g_00203
OG0000446	Prbg.g_00993	Prab.g_00204
OG0000447	Prbg.g_00994	Prab.g_00205
OG0000448	Prbg.g_00995	Prab.g_00206
OG0000449	Prbg.g_00996	Prab.g_00207
OG0000450	Prbg.g_00997	Prab.g_00208
OG0000451	Prbg.g_00998	Prab.g_00209
OG0000452	Prbg.g_01001	Prab.g_00212
OG0000453	Prbg.g_01002	Prab.g_00213
OG0000454	Prbg.g_01003	Prab.g_00214
OG0000455	Prbg.g_01004	Prab.g_00215
OG0000456	Prbg.g_01005	Prab.g_00216
OG0000457	Prbg.g_01007	Prab.g_00217
OG0000458	Prbg.g_01008	Prab.g_00218
OG0000459	Prbg.g_01009	Prab.g_00219
OG0000460	Prbg.g_01017	Prab.g_00226
OG0000461	Prbg.g_01025	Prab.g_00232
OG0000462	Prbg.g_01027	Prab.g_00234
OG0000463	Prbg.g_01028	Prab.g_00235
OG0000464	Prbg.g_01029	Prab.g_00236
OG0000465	Prbg.g_01030	Prab.g_00237
OG0000466	Prbg.g_01033	Prab.g_00240
OG0000467	Prbg.g_01034	Prab.g_00241
OG0000468	Prbg.g_01037	Prab.g_00243
OG0000469	Prbg.g_01045	Prab.g_00251
OG0000470	Prbg.g_00042	Prab.g_00253
OG0000471	Prbg.g_00043	Prab.g_00254
OG0000472	Prbg.g_00045	Prab.g_00255
OG0000473	Prbg.g_00047	Prab.g_00257
OG0000474	Prbg.g_00048	Prab.g_00258
OG0000475	Prbg.g_00049	Prab.g_00259
OG0000476	Prbg.g_00051	Prab.g_00260
OG0000477	Prbg.g_00054	Prab.g_00263
OG0000478	Prbg.g_00055	Prab.g_00264
OG0000479	Prbg.g_00056	Prab.g_00265
OG0000480	Prbg.g_00061	Prab.g_00270
OG0000481	Prbg.g_00064	Prab.g_00272
OG0000482	Prbg.g_00065	Prab.g_00273
OG0000483	Prbg.g_00068	Prab.g_00276
OG0000484	Prbg.g_00069	Prab.g_00277
OG0000485	Prbg.g_00071	Prab.g_00278
OG0000486	Prbg.g_00072	Prab.g_00279
OG0000487	Prbg.g_00075	Prab.g_00283
OG0000488	Prbg.g_00078	Prab.g_00286
OG0000489	Prbg.g_00083	Prab.g_00291
OG0000490	Prbg.g_00087	Prab.g_00296
OG0000491	Prbg.g_00088	Prab.g_00297
OG0000492	Prbg.g_00090	Prab.g_00299
OG0000493	Prbg.g_00091	Prab.g_00300
OG0000494	Prbg.g_00092	Prab.g_00301
OG0000495	Prbg.g_00093	Prab.g_00302
OG0000496	Prbg.g_00094	Prab.g_00303
OG0000497	Prbg.g_00095	Prab.g_00304
OG0000498	Prbg.g_00096	Prab.g_00305
OG0000499	Prbg.g_00097	Prab.g_00306
OG0000500	Prbg.g_00098	Prab.g_00307
OG0000501	Prbg.g_00099	Prab.g_00309
OG0000502	Prbg.g_00102	Prab.g_00312
OG0000503	Prbg.g_00117	Prab.g_00322
OG0000504	Prbg.g_00119	Prab.g_00323
OG0000505	Prbg.g_00120	Prab.g_00324
OG0000506	Prbg.g_00121	Prab.g_00325
OG0000507	Prbg.g_00124	Prab.g_00328
OG0000508	Prbg.g_00128	Prab.g_00332
OG0000509	Prbg.g_00130	Prab.g_00334
OG0000510	Prbg.g_00131	Prab.g_00335
OG0000511	Prbg.g_00132	Prab.g_00336
OG0000512	Prbg.g_01942	Prab.g_00338
OG0000513	Prbg.g_00140	Prab.g_00345
OG0000514	Prbg.g_00151	Prab.g_00434
OG0000515	Prbg.g_00152	Prab.g_00435
OG0000516	Prbg.g_00153	Prab.g_00436
OG0000517	Prbg.g_00155	Prab.g_00438
OG0000518	Prbg.g_00166	Prab.g_00449
OG0000519	Prbg.g_00167	Prab.g_00450
OG0000520	Prbg.g_00168	Prab.g_00454
OG0000521	Prbg.g_00176	Prab.g_00459
OG0000522	Prbg.g_00178	Prab.g_00460
OG0000523	Prbg.g_00179	Prab.g_00461
OG0000524	Prbg.g_00184	Prab.g_00466
OG0000525	Prbg.g_00188	Prab.g_00469
OG0000526	Prbg.g_00189	Prab.g_00470
OG0000527	Prbg.g_00192	Prab.g_00477
OG0000528	Prbg.g_00197	Prab.g_00482
OG0000529	Prbg.g_00200	Prab.g_00485
OG0000530	Prbg.g_00203	Prab.g_00488
OG0000531	Prbg.g_00204	Prab.g_00489
OG0000532	Prbg.g_00206	Prab.g_00491
OG0000533	Prbg.g_00207	Prab.g_00492
OG0000534	Prbg.g_00208	Prab.g_00493
OG0000535	Prbg.g_00209	Prab.g_00494
OG0000536	Prbg.g_00210	Prab.g_00495
OG0000537	Prbg.g_00211	Prab.g_00496
OG0000538	Prbg.g_00220	Prab.g_00504
OG0000539	Prbg.g_00221	Prab.g_00505
OG0000540	Prbg.g_00222	Prab.g_00506
OG0000541	Prbg.g_00223	Prab.g_00507
OG0000542	Prbg.g_00224	Prab.g_00509
OG0000543	Prbg.g_00226	Prab.g_00511
OG0000544	Prbg.g_00227	Prab.g_00512
OG0000545	Prbg.g_00229	Prab.g_00514
OG0000546	Prbg.g_00232	Prab.g_00517
OG0000547	Prbg.g_00234	Prab.g_00519
OG0000548	Prbg.g_00235	Prab.g_00520
OG0000549	Prbg.g_00237	Prab.g_00522
OG0000550	Prbg.g_00241	Prab.g_00527
OG0000551	Prbg.g_00244	Prab.g_00531
OG0000552	Prbg.g_00245	Prab.g_00532
OG0000553	Prbg.g_00246	Prab.g_00533
OG0000554	Prbg.g_00251	Prab.g_00538
OG0000555	Prbg.g_00259	Prab.g_00546
OG0000556	Prbg.g_00261	Prab.g_00548
OG0000557	Prbg.g_00262	Prab.g_00549
OG0000558	Prbg.g_00265	Prab.g_00551
OG0000559	Prbg.g_00269	Prab.g_00555
