Orthogroup	Prbg	Prag
OG0000239	Prbg.g_00242	Prag.g_00504
OG0000240	Prbg.g_00243	Prag.g_00505
OG0000241	Prbg.g_00247	Prag.g_00509
OG0000242	Prbg.g_00249	Prag.g_00511
OG0000243	Prbg.g_00260	Prag.g_00522
OG0000244	Prbg.g_00264	Prag.g_00525
OG0000245	Prbg.g_00266	Prag.g_00527
OG0000246	Prbg.g_00270	Prag.g_00531
OG0000247	Prbg.g_00280	Prag.g_00541
OG0000248	Prbg.g_00283	Prag.g_00543
OG0000249	Prbg.g_00285	Prag.g_00545
OG0000250	Prbg.g_00290	Prag.g_00550
OG0000251	Prbg.g_00310	Prag.g_00569
OG0000252	Prbg.g_00313	Prag.g_00572
OG0000253	Prbg.g_00314	Prag.g_00573
OG0000254	Prbg.g_00331	Prag.g_00589
OG0000255	Prbg.g_00337	Prag.g_00595
OG0000256	Prbg.g_00347	Prag.g_00605
OG0000257	Prbg.g_01427	Prag.g_00608
OG0000258	Prbg.g_01413	Prag.g_00621
OG0000259	Prbg.g_01396	Prag.g_00638
OG0000260	Prbg.g_01393	Prag.g_00641
OG0000261	Prbg.g_01390	Prag.g_00643
OG0000262	Prbg.g_01386	Prag.g_00647
OG0000263	Prbg.g_01122	Prag.g_00659
OG0000264	Prbg.g_01133	Prag.g_00669
OG0000265	Prbg.g_01151	Prag.g_00692
OG0000266	Prbg.g_01367	Prag.g_00702
OG0000267	Prbg.g_01355	Prag.g_00713
OG0000268	Prbg.g_01354	Prag.g_00714
OG0000269	Prbg.g_01154	Prag.g_00801
OG0000270	Prbg.g_01157	Prag.g_00804
OG0000271	Prbg.g_01165	Prag.g_00812
OG0000272	Prbg.g_01166	Prag.g_00813
OG0000273	Prbg.g_01190	Prag.g_00835
OG0000274	Prbg.g_01191	Prag.g_00836
OG0000275	Prbg.g_01194	Prag.g_00838
OG0000276	Prbg.g_01200	Prag.g_00843
OG0000277	Prbg.g_01201	Prag.g_00844
OG0000278	Prbg.g_01204	Prag.g_00847
OG0000279	Prbg.g_01211	Prag.g_00854
OG0000280	Prbg.g_01212	Prag.g_00855
OG0000281	Prbg.g_01219	Prag.g_00860
OG0000282	Prbg.g_01086	Prag.g_00908
OG0000283	Prbg.g_01263	Prag.g_00941
OG0000284	Prbg.g_01268	Prag.g_00946
OG0000285	Prbg.g_01273	Prag.g_00951
OG0000286	Prbg.g_01286	Prag.g_00963
OG0000287	Prbg.g_01552	Prag.g_00980
OG0000288	Prbg.g_01325	Prag.g_01009
OG0000289	Prbg.g_01341	Prag.g_01020
OG0000290	Prbg.g_01237	Prag.g_01033
OG0000291	Prbg.g_01235	Prag.g_01035
OG0000292	Prbg.g_01531	Prag.g_01085
OG0000293	Prbg.g_01496	Prag.g_01144
OG0000294	Prbg.g_01495	Prag.g_01145
OG0000295	Prbg.g_01472	Prag.g_01165
OG0000296	Prbg.g_01470	Prag.g_01167
OG0000297	Prbg.g_01461	Prag.g_01175
OG0000298	Prbg.g_01460	Prag.g_01176
OG0000299	Prbg.g_01441	Prag.g_01193
OG0000300	Prbg.g_01438	Prag.g_01196
OG0000301	Prbg.g_01437	Prag.g_01197
OG0000302	Prbg.g_01435	Prag.g_01199
OG0000303	Prbg.g_01429	Prag.g_01206
OG0000304	Prbg.g_00352	Prag.g_01210
OG0000305	Prbg.g_01529	Prag.g_01381
OG0000306	Prbg.g_01223	Prag.g_01384
OG0000307	Prbg.g_00538	Prag.g_01398
OG0000308	Prbg.g_00539	Prag.g_01399
OG0000309	Prbg.g_00543	Prag.g_01403
OG0000310	Prbg.g_00577	Prag.g_01473
OG0000311	Prbg.g_00579	Prag.g_01475
OG0000312	Prbg.g_00582	Prag.g_01478
OG0000313	Prbg.g_00595	Prag.g_01494
OG0000314	Prbg.g_00618	Prag.g_01516
OG0000315	Prbg.g_00628	Prag.g_01527
OG0000316	Prbg.g_00653	Prag.g_01547
OG0000317	Prbg.g_01647	Prag.g_01667
OG0000318	Prbg.g_01651	Prag.g_01670
OG0000319	Prbg.g_01664	Prag.g_01683
OG0000320	Prbg.g_01666	Prag.g_01685
OG0000321	Prbg.g_01667	Prag.g_01686
OG0000322	Prbg.g_01668	Prag.g_01687
OG0000323	Prbg.g_01677	Prag.g_01696
OG0000324	Prbg.g_01704	Prag.g_01723
OG0000325	Prbg.g_01715	Prag.g_01733
OG0000326	Prbg.g_01722	Prag.g_01739
OG0000327	Prbg.g_01743	Prag.g_01763
OG0000328	Prbg.g_01744	Prag.g_01764
OG0000329	Prbg.g_01761	Prag.g_01781
OG0000330	Prbg.g_01762	Prag.g_01782
OG0000331	Prbg.g_01763	Prag.g_01783
OG0000332	Prbg.g_01777	Prag.g_01797
OG0000333	Prbg.g_01779	Prag.g_01799
OG0000334	Prbg.g_01788	Prag.g_01807
OG0000335	Prbg.g_01793	Prag.g_01812
OG0000336	Prbg.g_01797	Prag.g_01816
OG0000337	Prbg.g_01815	Prag.g_01832
OG0000338	Prbg.g_01816	Prag.g_01833
OG0000339	Prbg.g_01822	Prag.g_01837
OG0000340	Prbg.g_01831	Prag.g_01845
OG0000341	Prbg.g_01833	Prag.g_01847
OG0000342	Prbg.g_01834	Prag.g_01848
OG0000343	Prbg.g_01835	Prag.g_01849
OG0000344	Prbg.g_01838	Prag.g_01852
OG0000345	Prbg.g_01844	Prag.g_01857
OG0000346	Prbg.g_01848	Prag.g_01862
OG0000347	Prbg.g_01865	Prag.g_01878
OG0000348	Prbg.g_01873	Prag.g_01887
OG0000349	Prbg.g_01891	Prag.g_01904
OG0000350	Prbg.g_00419	Prag.g_01923
OG0000351	Prbg.g_01931	Prag.g_01940
OG0000352	Prbg.g_01932	Prag.g_01941
OG0000353	Prbg.g_00766	Prag.g_01956
OG0000355	Prbg.g_00768	Prag.g_00001
OG0000356	Prbg.g_00769	Prag.g_00002
OG0000357	Prbg.g_00770	Prag.g_00003
OG0000358	Prbg.g_00774	Prag.g_00007
OG0000359	Prbg.g_00775	Prag.g_00008
OG0000360	Prbg.g_00776	Prag.g_00009
OG0000361	Prbg.g_00777	Prag.g_00010
OG0000362	Prbg.g_00779	Prag.g_00012
OG0000363	Prbg.g_00860	Prag.g_00014
OG0000364	Prbg.g_00859	Prag.g_00015
OG0000365	Prbg.g_00854	Prag.g_00020
OG0000366	Prbg.g_00853	Prag.g_00021
OG0000367	Prbg.g_00852	Prag.g_00022
OG0000368	Prbg.g_00850	Prag.g_00024
OG0000369	Prbg.g_00849	Prag.g_00025
OG0000370	Prbg.g_00848	Prag.g_00026
OG0000371	Prbg.g_00841	Prag.g_00032
OG0000372	Prbg.g_00838	Prag.g_00035
OG0000373	Prbg.g_00837	Prag.g_00036
OG0000374	Prbg.g_00836	Prag.g_00037
OG0000375	Prbg.g_00834	Prag.g_00040
OG0000376	Prbg.g_00832	Prag.g_00042
OG0000377	Prbg.g_00828	Prag.g_00045
OG0000378	Prbg.g_00824	Prag.g_00047
OG0000379	Prbg.g_00821	Prag.g_00050
OG0000380	Prbg.g_00804	Prag.g_00060
OG0000381	Prbg.g_00799	Prag.g_00064
OG0000382	Prbg.g_00789	Prag.g_00075
OG0000383	Prbg.g_00787	Prag.g_00077
OG0000384	Prbg.g_00786	Prag.g_00078
OG0000385	Prbg.g_00785	Prag.g_00079
OG0000386	Prbg.g_00784	Prag.g_00080
OG0000387	Prbg.g_00870	Prag.g_00092
OG0000388	Prbg.g_00874	Prag.g_00095
OG0000389	Prbg.g_00877	Prag.g_00099
OG0000390	Prbg.g_00887	Prag.g_00106
OG0000391	Prbg.g_00890	Prag.g_00109
OG0000392	Prbg.g_00894	Prag.g_00113
OG0000393	Prbg.g_00897	Prag.g_00115
OG0000394	Prbg.g_00898	Prag.g_00116
OG0000395	Prbg.g_00899	Prag.g_00117
OG0000396	Prbg.g_00901	Prag.g_00120
OG0000397	Prbg.g_00903	Prag.g_00122
OG0000398	Prbg.g_00906	Prag.g_00124
OG0000399	Prbg.g_00907	Prag.g_00125
OG0000400	Prbg.g_00908	Prag.g_00126
OG0000401	Prbg.g_00909	Prag.g_00127
OG0000402	Prbg.g_01349	Prag.g_00129
OG0000403	Prbg.g_00911	Prag.g_00130
OG0000404	Prbg.g_00912	Prag.g_00131
OG0000405	Prbg.g_00916	Prag.g_00135
OG0000406	Prbg.g_00924	Prag.g_00140
OG0000407	Prbg.g_00925	Prag.g_00141
OG0000408	Prbg.g_00927	Prag.g_00143
OG0000409	Prbg.g_00929	Prag.g_00145
OG0000410	Prbg.g_00930	Prag.g_00146
OG0000411	Prbg.g_00931	Prag.g_00147
OG0000412	Prbg.g_00932	Prag.g_00148
OG0000413	Prbg.g_00934	Prag.g_00149
OG0000414	Prbg.g_00935	Prag.g_00150
OG0000415	Prbg.g_00936	Prag.g_00151
OG0000416	Prbg.g_00937	Prag.g_00152
OG0000417	Prbg.g_00938	Prag.g_00153
OG0000418	Prbg.g_00943	Prag.g_00158
OG0000419	Prbg.g_00945	Prag.g_00160
OG0000420	Prbg.g_00946	Prag.g_00161
OG0000421	Prbg.g_00951	Prag.g_00166
OG0000422	Prbg.g_00952	Prag.g_00167
OG0000423	Prbg.g_00953	Prag.g_00168
OG0000424	Prbg.g_00954	Prag.g_00169
OG0000425	Prbg.g_00955	Prag.g_00170
OG0000426	Prbg.g_00956	Prag.g_00171
OG0000427	Prbg.g_00957	Prag.g_00172
OG0000428	Prbg.g_00959	Prag.g_00174
OG0000429	Prbg.g_00960	Prag.g_00175
OG0000430	Prbg.g_00961	Prag.g_00176
OG0000431	Prbg.g_00963	Prag.g_00178
OG0000432	Prbg.g_00967	Prag.g_00181
OG0000433	Prbg.g_00968	Prag.g_00182
OG0000434	Prbg.g_00969	Prag.g_00183
OG0000435	Prbg.g_00970	Prag.g_00184
OG0000436	Prbg.g_00975	Prag.g_00189
OG0000437	Prbg.g_00976	Prag.g_00190
OG0000438	Prbg.g_00977	Prag.g_00191
OG0000439	Prbg.g_00979	Prag.g_00193
OG0000440	Prbg.g_00980	Prag.g_00194
OG0000441	Prbg.g_00983	Prag.g_00197
OG0000442	Prbg.g_00984	Prag.g_00198
OG0000443	Prbg.g_00985	Prag.g_00199
OG0000444	Prbg.g_00991	Prag.g_00204
OG0000445	Prbg.g_00992	Prag.g_00205
OG0000446	Prbg.g_00993	Prag.g_00206
OG0000447	Prbg.g_00994	Prag.g_00207
OG0000448	Prbg.g_00995	Prag.g_00208
OG0000449	Prbg.g_00996	Prag.g_00209
OG0000450	Prbg.g_00997	Prag.g_00210
OG0000451	Prbg.g_00998	Prag.g_00211
OG0000452	Prbg.g_01001	Prag.g_00214
OG0000453	Prbg.g_01002	Prag.g_00215
OG0000454	Prbg.g_01003	Prag.g_00216
OG0000455	Prbg.g_01004	Prag.g_00217
OG0000456	Prbg.g_01005	Prag.g_00218
OG0000457	Prbg.g_01007	Prag.g_00219
OG0000458	Prbg.g_01008	Prag.g_00220
OG0000459	Prbg.g_01009	Prag.g_00221
OG0000460	Prbg.g_01017	Prag.g_00228
OG0000461	Prbg.g_01025	Prag.g_00235
OG0000462	Prbg.g_01027	Prag.g_00237
OG0000463	Prbg.g_01028	Prag.g_00238
OG0000464	Prbg.g_01029	Prag.g_00239
OG0000465	Prbg.g_01030	Prag.g_00240
OG0000466	Prbg.g_01033	Prag.g_00243
OG0000467	Prbg.g_01034	Prag.g_00244
OG0000468	Prbg.g_01037	Prag.g_00245
OG0000469	Prbg.g_01045	Prag.g_00253
OG0000470	Prbg.g_00042	Prag.g_00255
OG0000471	Prbg.g_00043	Prag.g_00256
OG0000472	Prbg.g_00045	Prag.g_00257
OG0000473	Prbg.g_00047	Prag.g_00259
OG0000474	Prbg.g_00048	Prag.g_00260
OG0000475	Prbg.g_00049	Prag.g_00261
OG0000476	Prbg.g_00051	Prag.g_00262
OG0000477	Prbg.g_00054	Prag.g_00266
OG0000478	Prbg.g_00055	Prag.g_00267
OG0000479	Prbg.g_00056	Prag.g_00268
OG0000480	Prbg.g_00061	Prag.g_00273
OG0000481	Prbg.g_00064	Prag.g_00275
OG0000482	Prbg.g_00065	Prag.g_00276
OG0000483	Prbg.g_00068	Prag.g_00279
OG0000484	Prbg.g_00069	Prag.g_00280
OG0000485	Prbg.g_00071	Prag.g_00281
OG0000486	Prbg.g_00072	Prag.g_00282
OG0000487	Prbg.g_00075	Prag.g_00286
OG0000488	Prbg.g_00078	Prag.g_00289
OG0000489	Prbg.g_00083	Prag.g_00294
OG0000490	Prbg.g_00087	Prag.g_00299
OG0000491	Prbg.g_00088	Prag.g_00300
OG0000492	Prbg.g_00090	Prag.g_00302
OG0000493	Prbg.g_00091	Prag.g_00303
OG0000494	Prbg.g_00092	Prag.g_00304
OG0000495	Prbg.g_00093	Prag.g_00305
OG0000496	Prbg.g_00094	Prag.g_00306
OG0000497	Prbg.g_00095	Prag.g_00307
OG0000498	Prbg.g_00096	Prag.g_00308
OG0000499	Prbg.g_00097	Prag.g_00309
OG0000500	Prbg.g_00098	Prag.g_00310
OG0000501	Prbg.g_00099	Prag.g_00312
OG0000502	Prbg.g_00102	Prag.g_00315
OG0000503	Prbg.g_00117	Prag.g_00329
OG0000504	Prbg.g_00119	Prag.g_00330
OG0000505	Prbg.g_00120	Prag.g_00331
OG0000506	Prbg.g_00121	Prag.g_00333
OG0000507	Prbg.g_00124	Prag.g_00336
OG0000508	Prbg.g_00128	Prag.g_00339
OG0000509	Prbg.g_00130	Prag.g_00341
OG0000510	Prbg.g_00131	Prag.g_00342
OG0000511	Prbg.g_00132	Prag.g_00343
OG0000512	Prbg.g_01942	Prag.g_00345
OG0000513	Prbg.g_00140	Prag.g_00352
OG0000514	Prbg.g_00151	Prag.g_00410
OG0000515	Prbg.g_00152	Prag.g_00411
OG0000516	Prbg.g_00153	Prag.g_00412
OG0000517	Prbg.g_00155	Prag.g_00414
OG0000518	Prbg.g_00166	Prag.g_00425
OG0000519	Prbg.g_00167	Prag.g_00426
OG0000520	Prbg.g_00168	Prag.g_00427
OG0000521	Prbg.g_00176	Prag.g_00432
OG0000522	Prbg.g_00178	Prag.g_00434
OG0000523	Prbg.g_00179	Prag.g_00435
OG0000524	Prbg.g_00184	Prag.g_00440
OG0000525	Prbg.g_00188	Prag.g_00443
OG0000526	Prbg.g_00189	Prag.g_00444
OG0000527	Prbg.g_00192	Prag.g_00452
OG0000528	Prbg.g_00197	Prag.g_00457
OG0000529	Prbg.g_00200	Prag.g_00460
OG0000530	Prbg.g_00203	Prag.g_00463
OG0000531	Prbg.g_00204	Prag.g_00464
OG0000532	Prbg.g_00206	Prag.g_00466
OG0000533	Prbg.g_00207	Prag.g_00467
OG0000534	Prbg.g_00208	Prag.g_00468
OG0000535	Prbg.g_00209	Prag.g_00469
OG0000536	Prbg.g_00210	Prag.g_00470
OG0000537	Prbg.g_00211	Prag.g_00471
OG0000538	Prbg.g_00220	Prag.g_00479
OG0000539	Prbg.g_00221	Prag.g_00480
OG0000540	Prbg.g_00222	Prag.g_00481
OG0000541	Prbg.g_00223	Prag.g_00482
OG0000542	Prbg.g_00224	Prag.g_00484
OG0000543	Prbg.g_00226	Prag.g_00486
OG0000544	Prbg.g_00227	Prag.g_00487
OG0000545	Prbg.g_00229	Prag.g_00489
OG0000546	Prbg.g_00232	Prag.g_00492
OG0000547	Prbg.g_00234	Prag.g_00494
OG0000548	Prbg.g_00235	Prag.g_00495
OG0000549	Prbg.g_00237	Prag.g_00497
OG0000550	Prbg.g_00241	Prag.g_00502
OG0000551	Prbg.g_00244	Prag.g_00506
OG0000552	Prbg.g_00245	Prag.g_00507
OG0000553	Prbg.g_00246	Prag.g_00508
OG0000554	Prbg.g_00251	Prag.g_00513
OG0000555	Prbg.g_00259	Prag.g_00521
OG0000556	Prbg.g_00261	Prag.g_00523
OG0000557	Prbg.g_00262	Prag.g_00524
OG0000558	Prbg.g_00265	Prag.g_00526
OG0000559	Prbg.g_00269	Prag.g_00530
OG0000560	Prbg.g_00272	Prag.g_00533
