Orthogroup	Prbg	Prao
OG0000107	Prbg.g_01714	Prao.g_00518
OG0000108	Prbg.g_00199	Prao.g_00586
OG0000109	Prbg.g_00213	Prao.g_00600
OG0000110	Prbg.g_00293	Prao.g_01867
OG0000111	Prbg.g_01144	Prao.g_00137
OG0000112	Prbg.g_00366	Prao.g_00704
OG0000113	Prbg.g_01182	Prao.g_00763
OG0000114	Prbg.g_01084	Prao.g_00845
OG0000115	Prbg.g_01555	Prao.g_01150
OG0000116	Prbg.g_01497	Prao.g_01099
OG0000117	Prbg.g_01459	Prao.g_01332
OG0000118	Prbg.g_00490	Prao.g_01264
OG0000119	Prbg.g_01540, Prbg.g_00688	Prao.g_01243
OG0000120	Prbg.g_00549	Prao.g_01215
OG0000121	Prbg.g_00593	Prao.g_01399
OG0000122	Prbg.g_00448, Prbg.g_00634	Prao.g_01436
OG0000123	Prbg.g_01792	Prao.g_01694
OG0000124	Prbg.g_01864	Prao.g_01759
OG0000125	Prbg.g_01900	Prao.g_01796
OG0000126	Prbg.g_00762	Prao.g_01836
OG0000128	Prbg.g_00778	Prao.g_00158
OG0000129	Prbg.g_00829	Prao.g_00190
OG0000130	Prbg.g_00800	Prao.g_00208
OG0000131	Prbg.g_00922	Prao.g_00283
OG0000132	Prbg.g_00942	Prao.g_00302
OG0000133	Prbg.g_00100	Prao.g_00458
OG0000134	Prbg.g_00139	Prao.g_00491
OG0000135	Prbg.g_00459	Prao.g_00516
OG0000136	Prbg.g_00161	Prao.g_00545
OG0000137	Prbg.g_00194	Prao.g_00581
OG0000138	Prbg.g_00214	Prao.g_00601
OG0000139	Prbg.g_00254	Prao.g_01854
OG0000140	Prbg.g_00255	Prao.g_01853
OG0000141	Prbg.g_00327	Prao.g_00045
OG0000142	Prbg.g_01422	Prao.g_00074
OG0000143	Prbg.g_01418	Prao.g_00078
OG0000144	Prbg.g_01404	Prao.g_00091
OG0000145	Prbg.g_00461	Prao.g_00701
OG0000146	Prbg.g_00365	Prao.g_00705
OG0000147	Prbg.g_00364	Prao.g_00706
OG0000148	Prbg.g_01176	Prao.g_00757
OG0000149	Prbg.g_01208	Prao.g_00788
OG0000150	Prbg.g_01218	Prao.g_00796
OG0000151	Prbg.g_01094	Prao.g_00855
OG0000152	Prbg.g_01287	Prao.g_00902
OG0000153	Prbg.g_01306	Prao.g_00921
OG0000154	Prbg.g_01326	Prao.g_00948
OG0000155	Prbg.g_01465	Prao.g_01069
OG0000156	Prbg.g_00466	Prao.g_01287
OG0000157	Prbg.g_00467	Prao.g_01286
OG0000158	Prbg.g_01829	Prao.g_01220
OG0000159	Prbg.g_00809	Prao.g_01219
OG0000160	Prbg.g_00592	Prao.g_01398
OG0000161	Prbg.g_00598	Prao.g_01404
OG0000162	Prbg.g_00604	Prao.g_01410
OG0000163	Prbg.g_00643	Prao.g_01443
OG0000164	Prbg.g_01674	Prao.g_01576
OG0000165	Prbg.g_01681	Prao.g_01583
OG0000166	Prbg.g_01748	Prao.g_01651
OG0000167	Prbg.g_01819	Prao.g_01717
OG0000168	Prbg.g_01830	Prao.g_01727
OG0000169	Prbg.g_01840	Prao.g_01737
OG0000170	Prbg.g_01843	Prao.g_01739
OG0000171	Prbg.g_01863	Prao.g_01758
OG0000172	Prbg.g_01870	Prao.g_01767
OG0000173	Prbg.g_01885	Prao.g_01782
OG0000174	Prbg.g_01915	Prao.g_01810
OG0000175	Prbg.g_01928	Prao.g_01820
OG0000176	Prbg.g_00771	Prao.g_01845
OG0000177	Prbg.g_00772	Prao.g_01846
OG0000178	Prbg.g_00773	Prao.g_01847
OG0000179	Prbg.g_00858	Prao.g_00163
OG0000180	Prbg.g_00857	Prao.g_00164
OG0000181	Prbg.g_00856	Prao.g_00165
OG0000182	Prbg.g_00855	Prao.g_00166
OG0000183	Prbg.g_00851	Prao.g_00170
OG0000184	Prbg.g_00825	Prao.g_00192
OG0000185	Prbg.g_00822	Prao.g_00195
OG0000186	Prbg.g_00806	Prao.g_00203
OG0000187	Prbg.g_00805	Prao.g_00204
OG0000188	Prbg.g_00788	Prao.g_00221
OG0000189	Prbg.g_00866	Prao.g_00235
OG0000190	Prbg.g_00868	Prao.g_00236
OG0000191	Prbg.g_00891	Prao.g_00256
OG0000192	Prbg.g_00896	Prao.g_00260
OG0000193	Prbg.g_00923	Prao.g_00284
OG0000194	Prbg.g_00926	Prao.g_00287
OG0000195	Prbg.g_00928	Prao.g_00289
OG0000196	Prbg.g_00939	Prao.g_00299
OG0000197	Prbg.g_00940	Prao.g_00300
OG0000198	Prbg.g_00941	Prao.g_00301
OG0000199	Prbg.g_00948	Prao.g_00308
OG0000200	Prbg.g_00962	Prao.g_00322
OG0000201	Prbg.g_00971	Prao.g_00330
OG0000202	Prbg.g_00972	Prao.g_00331
OG0000203	Prbg.g_00973	Prao.g_00332
OG0000204	Prbg.g_00974	Prao.g_00333
OG0000205	Prbg.g_00981	Prao.g_00340
OG0000206	Prbg.g_00986	Prao.g_00345
OG0000207	Prbg.g_00989	Prao.g_00347
OG0000208	Prbg.g_00990	Prao.g_00348
OG0000209	Prbg.g_00999	Prao.g_00357
OG0000210	Prbg.g_01000	Prao.g_00358
OG0000211	Prbg.g_01015	Prao.g_00371
OG0000212	Prbg.g_01023	Prao.g_00378
OG0000213	Prbg.g_01041	Prao.g_00395
OG0000214	Prbg.g_00046	Prao.g_00405
OG0000215	Prbg.g_00073	Prao.g_00429
OG0000216	Prbg.g_00074	Prao.g_00431
OG0000217	Prbg.g_00077	Prao.g_00434
OG0000218	Prbg.g_00079	Prao.g_00436
OG0000219	Prbg.g_00080	Prao.g_00437
OG0000220	Prbg.g_00081	Prao.g_00438
OG0000221	Prbg.g_00082	Prao.g_00439
OG0000222	Prbg.g_00089	Prao.g_00446
OG0000223	Prbg.g_00101	Prao.g_00459
OG0000224	Prbg.g_00103	Prao.g_00461
OG0000225	Prbg.g_00129	Prao.g_00480
OG0000226	Prbg.g_01941	Prao.g_00484
OG0000227	Prbg.g_01943	Prao.g_00486
OG0000228	Prbg.g_00136	Prao.g_00489
OG0000229	Prbg.g_00156	Prao.g_00540
OG0000230	Prbg.g_00158	Prao.g_00542
OG0000231	Prbg.g_00169	Prao.g_00553
OG0000232	Prbg.g_00180	Prao.g_00564
OG0000233	Prbg.g_00186	Prao.g_00569
OG0000234	Prbg.g_00195	Prao.g_00582
OG0000235	Prbg.g_00198	Prao.g_00585
OG0000236	Prbg.g_00212	Prao.g_00599
OG0000237	Prbg.g_00225	Prao.g_00612
OG0000238	Prbg.g_00231	Prao.g_00618
OG0000239	Prbg.g_00242	Prao.g_00631
OG0000240	Prbg.g_00243	Prao.g_00632
OG0000241	Prbg.g_00247	Prao.g_01861
OG0000242	Prbg.g_00249	Prao.g_01859
OG0000243	Prbg.g_00260	Prao.g_01162
OG0000244	Prbg.g_00264	Prao.g_01165
OG0000245	Prbg.g_00266	Prao.g_01167
OG0000246	Prbg.g_00270	Prao.g_01171
OG0000247	Prbg.g_00280	Prao.g_01181
OG0000248	Prbg.g_00283	Prao.g_01183
OG0000249	Prbg.g_00285	Prao.g_01185
OG0000250	Prbg.g_00290	Prao.g_01864
OG0000251	Prbg.g_00310	Prao.g_00029
OG0000252	Prbg.g_00313	Prao.g_00032
OG0000253	Prbg.g_00314	Prao.g_00033
OG0000254	Prbg.g_00331	Prao.g_00049
OG0000255	Prbg.g_00337	Prao.g_00055
OG0000256	Prbg.g_00347	Prao.g_00066
OG0000257	Prbg.g_01427	Prao.g_00069
OG0000258	Prbg.g_01413	Prao.g_00082
OG0000259	Prbg.g_01396	Prao.g_00099
OG0000260	Prbg.g_01393	Prao.g_00102
OG0000261	Prbg.g_01390	Prao.g_00104
OG0000262	Prbg.g_01386	Prao.g_00108
OG0000263	Prbg.g_01122	Prao.g_00119
OG0000264	Prbg.g_01133	Prao.g_00129
OG0000265	Prbg.g_01151	Prao.g_00648
OG0000266	Prbg.g_01367	Prao.g_00658
OG0000267	Prbg.g_01355	Prao.g_00669
OG0000268	Prbg.g_01354	Prao.g_00670
OG0000269	Prbg.g_01154	Prao.g_00736
OG0000270	Prbg.g_01157	Prao.g_00739
OG0000271	Prbg.g_01165	Prao.g_00747
OG0000272	Prbg.g_01166	Prao.g_00748
OG0000273	Prbg.g_01190	Prao.g_00771
OG0000274	Prbg.g_01191	Prao.g_00772
OG0000275	Prbg.g_01194	Prao.g_00775
OG0000276	Prbg.g_01200	Prao.g_00780
OG0000277	Prbg.g_01201	Prao.g_00781
OG0000278	Prbg.g_01204	Prao.g_00784
OG0000279	Prbg.g_01211	Prao.g_00791
OG0000280	Prbg.g_01212	Prao.g_00792
OG0000281	Prbg.g_01219	Prao.g_00797
OG0000282	Prbg.g_01086	Prao.g_00847
OG0000283	Prbg.g_01263	Prao.g_00879
OG0000284	Prbg.g_01268	Prao.g_00884
OG0000285	Prbg.g_01273	Prao.g_00889
OG0000286	Prbg.g_01286	Prao.g_00901
OG0000287	Prbg.g_01552	Prao.g_00918
OG0000288	Prbg.g_01325	Prao.g_00947
OG0000289	Prbg.g_01341	Prao.g_00958
OG0000290	Prbg.g_01237	Prao.g_00971
OG0000291	Prbg.g_01235	Prao.g_00973
OG0000292	Prbg.g_01531	Prao.g_01025
OG0000293	Prbg.g_01496	Prao.g_01098
OG0000294	Prbg.g_01495	Prao.g_01097
OG0000295	Prbg.g_01472	Prao.g_01077
OG0000296	Prbg.g_01470	Prao.g_01075
OG0000297	Prbg.g_01461	Prao.g_01067
OG0000298	Prbg.g_01460	Prao.g_01066
OG0000299	Prbg.g_01441	Prao.g_01049
OG0000300	Prbg.g_01438	Prao.g_01046
OG0000301	Prbg.g_01437	Prao.g_01045
OG0000302	Prbg.g_01435	Prao.g_01043
OG0000303	Prbg.g_01429	Prao.g_01036
OG0000304	Prbg.g_00352	Prao.g_01032
OG0000305	Prbg.g_01529	Prao.g_01247
OG0000306	Prbg.g_01223	Prao.g_01244
OG0000307	Prbg.g_00538	Prao.g_01230
OG0000308	Prbg.g_00539	Prao.g_01229
OG0000309	Prbg.g_00543	Prao.g_01225
OG0000310	Prbg.g_00577	Prao.g_01382
OG0000311	Prbg.g_00579	Prao.g_01384
OG0000312	Prbg.g_00582	Prao.g_01387
OG0000313	Prbg.g_00595	Prao.g_01401
OG0000314	Prbg.g_00618	Prao.g_01423
OG0000315	Prbg.g_00628	Prao.g_01433
OG0000316	Prbg.g_00653	Prao.g_01453
OG0000317	Prbg.g_01647	Prao.g_01550
OG0000318	Prbg.g_01651	Prao.g_01553
OG0000319	Prbg.g_01664	Prao.g_01566
OG0000320	Prbg.g_01666	Prao.g_01568
OG0000321	Prbg.g_01667	Prao.g_01569
OG0000322	Prbg.g_01668	Prao.g_01570
OG0000323	Prbg.g_01677	Prao.g_01579
OG0000324	Prbg.g_01704	Prao.g_01605
OG0000325	Prbg.g_01715	Prao.g_01616
OG0000326	Prbg.g_01722	Prao.g_01622
OG0000327	Prbg.g_01743	Prao.g_01646
OG0000328	Prbg.g_01744	Prao.g_01647
OG0000329	Prbg.g_01761	Prao.g_01664
OG0000330	Prbg.g_01762	Prao.g_01665
OG0000331	Prbg.g_01763	Prao.g_01666
OG0000332	Prbg.g_01777	Prao.g_01680
OG0000333	Prbg.g_01779	Prao.g_01682
OG0000334	Prbg.g_01788	Prao.g_01690
OG0000335	Prbg.g_01793	Prao.g_01695
OG0000336	Prbg.g_01797	Prao.g_01699
OG0000337	Prbg.g_01815	Prao.g_01715
OG0000338	Prbg.g_01816	Prao.g_01716
OG0000339	Prbg.g_01822	Prao.g_01720
OG0000340	Prbg.g_01831	Prao.g_01728
OG0000341	Prbg.g_01833	Prao.g_01730
OG0000342	Prbg.g_01834	Prao.g_01731
OG0000343	Prbg.g_01835	Prao.g_01732
OG0000344	Prbg.g_01838	Prao.g_01735
OG0000345	Prbg.g_01844	Prao.g_01740
OG0000346	Prbg.g_01848	Prao.g_01744
OG0000347	Prbg.g_01865	Prao.g_01760
OG0000348	Prbg.g_01873	Prao.g_01770
OG0000349	Prbg.g_01891	Prao.g_01787
OG0000350	Prbg.g_00419	Prao.g_01806
OG0000351	Prbg.g_01931	Prao.g_01823
OG0000352	Prbg.g_01932	Prao.g_01824
OG0000353	Prbg.g_00766	Prao.g_01840
OG0000355	Prbg.g_00768	Prao.g_01842
OG0000356	Prbg.g_00769	Prao.g_01843
OG0000357	Prbg.g_00770	Prao.g_01844
OG0000358	Prbg.g_00774	Prao.g_01848
OG0000359	Prbg.g_00775	Prao.g_01849
OG0000360	Prbg.g_00776	Prao.g_01850
OG0000361	Prbg.g_00777	Prao.g_00157
OG0000362	Prbg.g_00779	Prao.g_00159
OG0000363	Prbg.g_00860	Prao.g_00161
OG0000364	Prbg.g_00859	Prao.g_00162
OG0000365	Prbg.g_00854	Prao.g_00167
OG0000366	Prbg.g_00853	Prao.g_00168
OG0000367	Prbg.g_00852	Prao.g_00169
OG0000368	Prbg.g_00850	Prao.g_00171
OG0000369	Prbg.g_00849	Prao.g_00172
OG0000370	Prbg.g_00848	Prao.g_00173
OG0000371	Prbg.g_00841	Prao.g_00178
OG0000372	Prbg.g_00838	Prao.g_00181
OG0000373	Prbg.g_00837	Prao.g_00182
OG0000374	Prbg.g_00836	Prao.g_00183
OG0000375	Prbg.g_00834	Prao.g_00186
OG0000376	Prbg.g_00832	Prao.g_00188
OG0000377	Prbg.g_00828	Prao.g_00191
OG0000378	Prbg.g_00824	Prao.g_00193
OG0000379	Prbg.g_00821	Prao.g_00196
OG0000380	Prbg.g_00804	Prao.g_00205
OG0000381	Prbg.g_00799	Prao.g_00209
OG0000382	Prbg.g_00789	Prao.g_00220
OG0000383	Prbg.g_00787	Prao.g_00222
OG0000384	Prbg.g_00786	Prao.g_00223
OG0000385	Prbg.g_00785	Prao.g_00224
OG0000386	Prbg.g_00784	Prao.g_00225
OG0000387	Prbg.g_00870	Prao.g_00238
OG0000388	Prbg.g_00874	Prao.g_00241
OG0000389	Prbg.g_00877	Prao.g_00244
OG0000390	Prbg.g_00887	Prao.g_00251
OG0000391	Prbg.g_00890	Prao.g_00255
OG0000392	Prbg.g_00894	Prao.g_00259
OG0000393	Prbg.g_00897	Prao.g_00261
OG0000394	Prbg.g_00898	Prao.g_00262
OG0000395	Prbg.g_00899	Prao.g_00263
OG0000396	Prbg.g_00901	Prao.g_00266
OG0000397	Prbg.g_00903	Prao.g_00268
OG0000398	Prbg.g_00906	Prao.g_00270
OG0000399	Prbg.g_00907	Prao.g_00271
OG0000400	Prbg.g_00908	Prao.g_00272
OG0000401	Prbg.g_00909	Prao.g_00273
OG0000402	Prbg.g_01349	Prao.g_00274
OG0000403	Prbg.g_00911	Prao.g_00275
OG0000404	Prbg.g_00912	Prao.g_00276
OG0000405	Prbg.g_00916	Prao.g_00280
OG0000406	Prbg.g_00924	Prao.g_00285
OG0000407	Prbg.g_00925	Prao.g_00286
OG0000408	Prbg.g_00927	Prao.g_00288
OG0000409	Prbg.g_00929	Prao.g_00290
OG0000410	Prbg.g_00930	Prao.g_00291
OG0000411	Prbg.g_00931	Prao.g_00292
OG0000412	Prbg.g_00932	Prao.g_00293
OG0000413	Prbg.g_00934	Prao.g_00294
OG0000414	Prbg.g_00935	Prao.g_00295
OG0000415	Prbg.g_00936	Prao.g_00296
OG0000416	Prbg.g_00937	Prao.g_00297
OG0000417	Prbg.g_00938	Prao.g_00298
OG0000418	Prbg.g_00943	Prao.g_00303
OG0000419	Prbg.g_00945	Prao.g_00305
OG0000420	Prbg.g_00946	Prao.g_00306
OG0000421	Prbg.g_00951	Prao.g_00311
OG0000422	Prbg.g_00952	Prao.g_00312
OG0000423	Prbg.g_00953	Prao.g_00313
OG0000424	Prbg.g_00954	Prao.g_00314
OG0000425	Prbg.g_00955	Prao.g_00315
OG0000426	Prbg.g_00956	Prao.g_00316
OG0000427	Prbg.g_00957	Prao.g_00317
OG0000428	Prbg.g_00959	Prao.g_00319
OG0000429	Prbg.g_00960	Prao.g_00320
OG0000430	Prbg.g_00961	Prao.g_00321
OG0000431	Prbg.g_00963	Prao.g_00323
OG0000432	Prbg.g_00967	Prao.g_00326
OG0000433	Prbg.g_00968	Prao.g_00327
OG0000434	Prbg.g_00969	Prao.g_00328
OG0000435	Prbg.g_00970	Prao.g_00329
OG0000436	Prbg.g_00975	Prao.g_00334
OG0000437	Prbg.g_00976	Prao.g_00335
OG0000438	Prbg.g_00977	Prao.g_00336
OG0000439	Prbg.g_00979	Prao.g_00338
OG0000440	Prbg.g_00980	Prao.g_00339
OG0000441	Prbg.g_00983	Prao.g_00342
OG0000442	Prbg.g_00984	Prao.g_00343
OG0000443	Prbg.g_00985	Prao.g_00344
OG0000444	Prbg.g_00991	Prao.g_00349
OG0000445	Prbg.g_00992	Prao.g_00350
OG0000446	Prbg.g_00993	Prao.g_00351
OG0000447	Prbg.g_00994	Prao.g_00352
OG0000448	Prbg.g_00995	Prao.g_00353
OG0000449	Prbg.g_00996	Prao.g_00354
OG0000450	Prbg.g_00997	Prao.g_00355
OG0000451	Prbg.g_00998	Prao.g_00356
OG0000452	Prbg.g_01001	Prao.g_00359
OG0000453	Prbg.g_01002	Prao.g_00360
OG0000454	Prbg.g_01003	Prao.g_00361
OG0000455	Prbg.g_01004	Prao.g_00362
OG0000456	Prbg.g_01005	Prao.g_00363
OG0000457	Prbg.g_01007	Prao.g_00364
OG0000458	Prbg.g_01008	Prao.g_00365
OG0000459	Prbg.g_01009	Prao.g_00366
OG0000460	Prbg.g_01017	Prao.g_00373
OG0000461	Prbg.g_01025	Prao.g_00380
OG0000462	Prbg.g_01027	Prao.g_00382
OG0000463	Prbg.g_01028	Prao.g_00383
OG0000464	Prbg.g_01029	Prao.g_00384
OG0000465	Prbg.g_01030	Prao.g_00385
OG0000466	Prbg.g_01033	Prao.g_00388
OG0000467	Prbg.g_01034	Prao.g_00389
OG0000468	Prbg.g_01037	Prao.g_00391
OG0000469	Prbg.g_01045	Prao.g_00400
OG0000470	Prbg.g_00042	Prao.g_00402
OG0000471	Prbg.g_00043	Prao.g_00403
OG0000472	Prbg.g_00045	Prao.g_00404
OG0000473	Prbg.g_00047	Prao.g_00406
OG0000474	Prbg.g_00048	Prao.g_00407
OG0000475	Prbg.g_00049	Prao.g_00408
OG0000476	Prbg.g_00051	Prao.g_00409
OG0000477	Prbg.g_00054	Prao.g_00412
OG0000478	Prbg.g_00055	Prao.g_00413
OG0000479	Prbg.g_00056	Prao.g_00414
OG0000480	Prbg.g_00061	Prao.g_00419
OG0000481	Prbg.g_00064	Prao.g_00421
OG0000482	Prbg.g_00065	Prao.g_00422
OG0000483	Prbg.g_00068	Prao.g_00425
OG0000484	Prbg.g_00069	Prao.g_00426
OG0000485	Prbg.g_00071	Prao.g_00427
OG0000486	Prbg.g_00072	Prao.g_00428
OG0000487	Prbg.g_00075	Prao.g_00432
OG0000488	Prbg.g_00078	Prao.g_00435
OG0000489	Prbg.g_00083	Prao.g_00440
OG0000490	Prbg.g_00087	Prao.g_00444
OG0000491	Prbg.g_00088	Prao.g_00445
OG0000492	Prbg.g_00090	Prao.g_00447
OG0000493	Prbg.g_00091	Prao.g_00448
OG0000494	Prbg.g_00092	Prao.g_00449
OG0000495	Prbg.g_00093	Prao.g_00450
OG0000496	Prbg.g_00094	Prao.g_00451
OG0000497	Prbg.g_00095	Prao.g_00452
OG0000498	Prbg.g_00096	Prao.g_00453
OG0000499	Prbg.g_00097	Prao.g_00454
OG0000500	Prbg.g_00098	Prao.g_00455
OG0000501	Prbg.g_00099	Prao.g_00457
OG0000502	Prbg.g_00102	Prao.g_00460
OG0000503	Prbg.g_00117	Prao.g_00470
OG0000504	Prbg.g_00119	Prao.g_00471
OG0000505	Prbg.g_00120	Prao.g_00472
OG0000506	Prbg.g_00121	Prao.g_00474
OG0000507	Prbg.g_00124	Prao.g_00476
OG0000508	Prbg.g_00128	Prao.g_00479
OG0000509	Prbg.g_00130	Prao.g_00481
OG0000510	Prbg.g_00131	Prao.g_00482
OG0000511	Prbg.g_00132	Prao.g_00483
OG0000512	Prbg.g_01942	Prao.g_00485
OG0000513	Prbg.g_00140	Prao.g_00492
OG0000514	Prbg.g_00151	Prao.g_00535
OG0000515	Prbg.g_00152	Prao.g_00536
OG0000516	Prbg.g_00153	Prao.g_00537
OG0000517	Prbg.g_00155	Prao.g_00539
OG0000518	Prbg.g_00166	Prao.g_00550
OG0000519	Prbg.g_00167	Prao.g_00551
OG0000520	Prbg.g_00168	Prao.g_00552
OG0000521	Prbg.g_00176	Prao.g_00557
OG0000522	Prbg.g_00178	Prao.g_00559
OG0000523	Prbg.g_00179	Prao.g_00560
OG0000524	Prbg.g_00184	Prao.g_00567
OG0000525	Prbg.g_00188	Prao.g_00570
OG0000526	Prbg.g_00189	Prao.g_00571
OG0000527	Prbg.g_00192	Prao.g_00579
OG0000528	Prbg.g_00197	Prao.g_00584
OG0000529	Prbg.g_00200	Prao.g_00587
OG0000530	Prbg.g_00203	Prao.g_00590
OG0000531	Prbg.g_00204	Prao.g_00591
OG0000532	Prbg.g_00206	Prao.g_00593
OG0000533	Prbg.g_00207	Prao.g_00594
OG0000534	Prbg.g_00208	Prao.g_00595
OG0000535	Prbg.g_00209	Prao.g_00596
OG0000536	Prbg.g_00210	Prao.g_00597
OG0000537	Prbg.g_00211	Prao.g_00598
OG0000538	Prbg.g_00220	Prao.g_00606
OG0000539	Prbg.g_00221	Prao.g_00607
OG0000540	Prbg.g_00222	Prao.g_00608
OG0000541	Prbg.g_00223	Prao.g_00609
OG0000542	Prbg.g_00224	Prao.g_00611
OG0000543	Prbg.g_00226	Prao.g_00613
OG0000544	Prbg.g_00227	Prao.g_00614
OG0000545	Prbg.g_00229	Prao.g_00616
OG0000546	Prbg.g_00232	Prao.g_00619
OG0000547	Prbg.g_00234	Prao.g_00621
OG0000548	Prbg.g_00235	Prao.g_00622
OG0000549	Prbg.g_00237	Prao.g_00624
OG0000550	Prbg.g_00241	Prao.g_00629
OG0000551	Prbg.g_00244	Prao.g_00633
OG0000552	Prbg.g_00245	Prao.g_00634
OG0000553	Prbg.g_00246	Prao.g_00635
OG0000554	Prbg.g_00251	Prao.g_01857
OG0000555	Prbg.g_00259	Prao.g_01161
OG0000556	Prbg.g_00261	Prao.g_01163
OG0000557	Prbg.g_00262	Prao.g_01164
OG0000558	Prbg.g_00265	Prao.g_01166
OG0000559	Prbg.g_00269	Prao.g_01170
OG0000560	Prbg.g_00272	Prao.g_01173
OG0000561	Prbg.g_00273	Prao.g_01174
OG0000562	Prbg.g_00274	Prao.g_01175
OG0000563	Prbg.g_00275	Prao.g_01176
