Orthogroup	Prbg	Prbe
OG0000027	Prbg.g_01569	Prbe.g_01121
OG0000027	Prbg.g_00721	Prbe.g_00012
OG0000028	Prbg.g_00743	Prbe.g_00034
OG0000029	Prbg.g_01740	Prbe.g_01091
OG0000029	Prbg.g_00734	Prbe.g_00025
OG0000029	Prbg.g_01581	Prbe.g_01054
OG0000029	Prbg.g_01581	Prbe.g_01133
OG0000030	Prbg.g_01858	Prbe.g_00763
OG0000031	Prbg.g_00550	Prbe.g_00352
OG0000032	Prbg.g_00630	Prbe.g_00272
OG0000033	Prbg.g_00557	Prbe.g_00345
OG0000033	Prbg.g_00947	Prbe.g_01717
OG0000034	Prbg.g_00488	Prbe.g_00882
OG0000035	Prbg.g_00591	Prbe.g_00311
OG0000037	Prbg.g_00881	Prbe.g_01651
OG0000038	Prbg.g_01898	Prbe.g_01156
OG0000039	Prbg.g_01128	Prbe.g_00461
OG0000041	Prbg.g_01697	Prbe.g_00938
OG0000042	Prbg.g_01855	Prbe.g_00766
OG0000043	Prbg.g_01507	Prbe.g_01570
OG0000045	Prbg.g_01530	Prbe.g_01593
OG0000046	Prbg.g_00105	Prbe.g_01880
OG0000047	Prbg.g_00143	Prbe.g_01921
OG0000048	Prbg.g_00464	Prbe.g_00906
OG0000048	Prbg.g_00050	Prbe.g_01825
OG0000050	Prbg.g_01055	Prbe.g_00098
OG0000051	Prbg.g_00408	Prbe.g_00720
OG0000052	Prbg.g_00816	Prbe.g_00158
OG0000052	Prbg.g_00569	Prbe.g_00333
OG0000053	Prbg.g_01595	Prbe.g_01040
OG0000053	Prbg.g_00612	Prbe.g_00290
OG0000054	Prbg.g_00326	Prbe.g_00527
OG0000055	Prbg.g_01535	Prbe.g_01598
OG0000055	Prbg.g_01624	Prbe.g_01011
OG0000057	Prbg.g_01143	Prbe.g_01206
OG0000058	Prbg.g_00551	Prbe.g_00351
OG0000059	Prbg.g_01737	Prbe.g_01094
OG0000061	Prbg.g_01486	Prbe.g_01549
OG0000062	Prbg.g_00676	Prbe.g_00226
OG0000063	Prbg.g_00730	Prbe.g_00021
OG0000064	Prbg.g_00802	Prbe.g_00172
OG0000065	Prbg.g_00879	Prbe.g_01649
OG0000066	Prbg.g_00256	Prbe.g_00596
OG0000067	Prbg.g_01159	Prbe.g_01222
OG0000068	Prbg.g_00529	Prbe.g_00373
OG0000069	Prbg.g_00174	Prbe.g_00678
OG0000070	Prbg.g_00170	Prbe.g_01948
OG0000071	Prbg.g_00477	Prbe.g_00893
OG0000072	Prbg.g_00949	Prbe.g_01719
OG0000073	Prbg.g_00219	Prbe.g_00633
OG0000074	Prbg.g_00021	Prbe.g_00070
OG0000074	Prbg.g_01064	Prbe.g_00107
OG0000074	Prbg.g_01123	Prbe.g_00456
OG0000075	Prbg.g_01821	Prbe.g_00800
OG0000076	Prbg.g_01847	Prbe.g_00774
OG0000077	Prbg.g_00791	Prbe.g_00183
OG0000078	Prbg.g_01022	Prbe.g_01792
OG0000079	Prbg.g_01035	Prbe.g_01805
OG0000080	Prbg.g_00563	Prbe.g_00339
OG0000080	Prbg.g_00565	Prbe.g_00337
OG0000081	Prbg.g_00248	Prbe.g_00604
OG0000082	Prbg.g_00304	Prbe.g_00549
OG0000082	Prbg.g_01639	Prbe.g_00996
OG0000084	Prbg.g_00588	Prbe.g_00314
OG0000085	Prbg.g_01642	Prbe.g_00993
OG0000085	Prbg.g_00716	Prbe.g_00007
OG0000086	Prbg.g_00782	Prbe.g_00192
OG0000087	Prbg.g_00913	Prbe.g_01683
OG0000088	Prbg.g_00944	Prbe.g_01714
OG0000089	Prbg.g_00137	Prbe.g_01915
OG0000090	Prbg.g_00250	Prbe.g_00602
OG0000091	Prbg.g_01414	Prbe.g_01477
OG0000092	Prbg.g_01089	Prbe.g_00422
OG0000093	Prbg.g_01385	Prbe.g_01448
OG0000094	Prbg.g_01336	Prbe.g_01399
OG0000095	Prbg.g_01234	Prbe.g_01297
OG0000096	Prbg.g_00032	Prbe.g_00081
OG0000097	Prbg.g_01440	Prbe.g_01503
OG0000098	Prbg.g_00505	Prbe.g_00397
OG0000099	Prbg.g_00552	Prbe.g_00350
OG0000100	Prbg.g_00670	Prbe.g_00232
OG0000101	Prbg.g_01785	Prbe.g_00836
OG0000102	Prbg.g_01852	Prbe.g_00769
OG0000103	Prbg.g_01937	Prbe.g_01195
OG0000104	Prbg.g_00763	Prbe.g_01061
OG0000105	Prbg.g_00053	Prbe.g_01828
OG0000106	Prbg.g_00388	Prbe.g_00740
OG0000107	Prbg.g_01714	Prbe.g_00921
OG0000108	Prbg.g_00199	Prbe.g_00653
OG0000109	Prbg.g_00213	Prbe.g_00639
OG0000110	Prbg.g_00293	Prbe.g_00560
OG0000111	Prbg.g_01144	Prbe.g_01207
OG0000112	Prbg.g_00366	Prbe.g_00487
OG0000113	Prbg.g_01182	Prbe.g_01245
OG0000114	Prbg.g_01084	Prbe.g_00417
OG0000115	Prbg.g_01555	Prbe.g_01618
OG0000116	Prbg.g_01497	Prbe.g_01560
OG0000117	Prbg.g_01459	Prbe.g_01522
OG0000118	Prbg.g_00490	Prbe.g_00880
OG0000119	Prbg.g_01540	Prbe.g_01603
OG0000119	Prbg.g_00688	Prbe.g_00214
OG0000120	Prbg.g_00549	Prbe.g_00353
OG0000121	Prbg.g_00593	Prbe.g_00309
OG0000122	Prbg.g_00448	Prbe.g_01625
OG0000122	Prbg.g_00634	Prbe.g_00268
OG0000123	Prbg.g_01792	Prbe.g_00829
OG0000124	Prbg.g_01864	Prbe.g_00745
OG0000125	Prbg.g_01900	Prbe.g_01158
OG0000126	Prbg.g_00762	Prbe.g_01060
OG0000128	Prbg.g_00778	Prbe.g_01076
OG0000129	Prbg.g_00829	Prbe.g_00145
OG0000130	Prbg.g_00800	Prbe.g_00174
OG0000131	Prbg.g_00922	Prbe.g_01692
OG0000132	Prbg.g_00942	Prbe.g_01712
OG0000133	Prbg.g_00100	Prbe.g_01875
OG0000134	Prbg.g_00139	Prbe.g_01917
OG0000135	Prbg.g_00459	Prbe.g_00911
OG0000136	Prbg.g_00161	Prbe.g_01939
OG0000137	Prbg.g_00194	Prbe.g_00658
OG0000138	Prbg.g_00214	Prbe.g_00638
OG0000139	Prbg.g_00254	Prbe.g_00598
OG0000140	Prbg.g_00255	Prbe.g_00597
OG0000141	Prbg.g_00327	Prbe.g_00526
OG0000142	Prbg.g_01422	Prbe.g_01485
OG0000143	Prbg.g_01418	Prbe.g_01481
OG0000144	Prbg.g_01404	Prbe.g_01467
OG0000145	Prbg.g_00461	Prbe.g_00909
OG0000146	Prbg.g_00365	Prbe.g_00488
OG0000147	Prbg.g_00364	Prbe.g_00489
OG0000148	Prbg.g_01176	Prbe.g_01239
OG0000149	Prbg.g_01208	Prbe.g_01271
OG0000150	Prbg.g_01218	Prbe.g_01281
OG0000151	Prbg.g_01094	Prbe.g_00427
OG0000152	Prbg.g_01287	Prbe.g_01350
OG0000153	Prbg.g_01306	Prbe.g_01369
OG0000154	Prbg.g_01326	Prbe.g_01389
OG0000155	Prbg.g_01465	Prbe.g_01528
OG0000156	Prbg.g_00466	Prbe.g_00904
OG0000157	Prbg.g_00467	Prbe.g_00903
OG0000158	Prbg.g_01829	Prbe.g_00792
OG0000159	Prbg.g_00809	Prbe.g_00165
OG0000160	Prbg.g_00592	Prbe.g_00310
OG0000161	Prbg.g_00598	Prbe.g_00304
OG0000162	Prbg.g_00604	Prbe.g_00298
OG0000163	Prbg.g_00643	Prbe.g_00259
OG0000164	Prbg.g_01674	Prbe.g_00961
OG0000165	Prbg.g_01681	Prbe.g_00954
OG0000166	Prbg.g_01748	Prbe.g_01083
OG0000167	Prbg.g_01819	Prbe.g_00802
OG0000168	Prbg.g_01830	Prbe.g_00791
OG0000169	Prbg.g_01840	Prbe.g_00781
OG0000170	Prbg.g_01843	Prbe.g_00778
OG0000171	Prbg.g_01863	Prbe.g_00758
OG0000172	Prbg.g_01870	Prbe.g_00751
OG0000173	Prbg.g_01885	Prbe.g_01143
OG0000174	Prbg.g_01915	Prbe.g_01173
OG0000175	Prbg.g_01928	Prbe.g_01186
OG0000176	Prbg.g_00771	Prbe.g_01069
OG0000177	Prbg.g_00772	Prbe.g_01070
OG0000178	Prbg.g_00773	Prbe.g_01071
OG0000179	Prbg.g_00858	Prbe.g_00116
OG0000180	Prbg.g_00857	Prbe.g_00117
OG0000181	Prbg.g_00856	Prbe.g_00118
OG0000182	Prbg.g_00855	Prbe.g_00119
OG0000183	Prbg.g_00851	Prbe.g_00123
OG0000184	Prbg.g_00825	Prbe.g_00149
OG0000185	Prbg.g_00822	Prbe.g_00152
OG0000186	Prbg.g_00806	Prbe.g_00168
OG0000187	Prbg.g_00805	Prbe.g_00169
OG0000188	Prbg.g_00788	Prbe.g_00186
OG0000189	Prbg.g_00866	Prbe.g_01636
OG0000190	Prbg.g_00868	Prbe.g_01638
OG0000191	Prbg.g_00891	Prbe.g_01661
OG0000192	Prbg.g_00896	Prbe.g_01666
OG0000193	Prbg.g_00923	Prbe.g_01693
OG0000194	Prbg.g_00926	Prbe.g_01696
OG0000195	Prbg.g_00928	Prbe.g_01698
OG0000196	Prbg.g_00939	Prbe.g_01709
OG0000197	Prbg.g_00940	Prbe.g_01710
OG0000198	Prbg.g_00941	Prbe.g_01711
OG0000199	Prbg.g_00948	Prbe.g_01718
OG0000200	Prbg.g_00962	Prbe.g_01732
OG0000201	Prbg.g_00971	Prbe.g_01741
OG0000202	Prbg.g_00972	Prbe.g_01742
OG0000203	Prbg.g_00973	Prbe.g_01743
OG0000204	Prbg.g_00974	Prbe.g_01744
OG0000205	Prbg.g_00981	Prbe.g_01751
OG0000206	Prbg.g_00986	Prbe.g_01756
OG0000207	Prbg.g_00989	Prbe.g_01759
OG0000208	Prbg.g_00990	Prbe.g_01760
OG0000209	Prbg.g_00999	Prbe.g_01769
OG0000210	Prbg.g_01000	Prbe.g_01770
OG0000211	Prbg.g_01015	Prbe.g_01785
OG0000212	Prbg.g_01023	Prbe.g_01793
OG0000213	Prbg.g_01041	Prbe.g_01811
OG0000214	Prbg.g_00046	Prbe.g_01821
OG0000215	Prbg.g_00073	Prbe.g_01848
OG0000216	Prbg.g_00074	Prbe.g_01849
OG0000217	Prbg.g_00077	Prbe.g_01852
OG0000218	Prbg.g_00079	Prbe.g_01854
OG0000219	Prbg.g_00080	Prbe.g_01855
OG0000220	Prbg.g_00081	Prbe.g_01856
OG0000221	Prbg.g_00082	Prbe.g_01857
OG0000222	Prbg.g_00089	Prbe.g_01864
OG0000223	Prbg.g_00101	Prbe.g_01876
OG0000224	Prbg.g_00103	Prbe.g_01878
OG0000225	Prbg.g_00129	Prbe.g_01904
OG0000226	Prbg.g_01941	Prbe.g_01908
OG0000227	Prbg.g_01943	Prbe.g_01910
OG0000228	Prbg.g_00136	Prbe.g_01914
OG0000229	Prbg.g_00156	Prbe.g_01934
OG0000230	Prbg.g_00158	Prbe.g_01936
OG0000231	Prbg.g_00169	Prbe.g_01947
OG0000232	Prbg.g_00180	Prbe.g_00672
OG0000233	Prbg.g_00186	Prbe.g_00666
OG0000234	Prbg.g_00195	Prbe.g_00657
OG0000235	Prbg.g_00198	Prbe.g_00654
OG0000236	Prbg.g_00212	Prbe.g_00640
OG0000237	Prbg.g_00225	Prbe.g_00627
OG0000238	Prbg.g_00231	Prbe.g_00621
OG0000239	Prbg.g_00242	Prbe.g_00610
OG0000240	Prbg.g_00243	Prbe.g_00609
OG0000241	Prbg.g_00247	Prbe.g_00605
OG0000242	Prbg.g_00249	Prbe.g_00603
OG0000243	Prbg.g_00260	Prbe.g_00592
OG0000244	Prbg.g_00264	Prbe.g_00589
OG0000245	Prbg.g_00266	Prbe.g_00587
OG0000246	Prbg.g_00270	Prbe.g_00583
OG0000247	Prbg.g_00280	Prbe.g_00573
OG0000248	Prbg.g_00283	Prbe.g_00570
OG0000249	Prbg.g_00285	Prbe.g_00568
OG0000250	Prbg.g_00290	Prbe.g_00563
OG0000251	Prbg.g_00310	Prbe.g_00543
OG0000252	Prbg.g_00313	Prbe.g_00540
OG0000253	Prbg.g_00314	Prbe.g_00539
OG0000254	Prbg.g_00331	Prbe.g_00522
OG0000255	Prbg.g_00337	Prbe.g_00516
OG0000256	Prbg.g_00347	Prbe.g_00506
OG0000257	Prbg.g_01427	Prbe.g_01490
OG0000258	Prbg.g_01413	Prbe.g_01476
OG0000259	Prbg.g_01396	Prbe.g_01459
OG0000260	Prbg.g_01393	Prbe.g_01456
OG0000261	Prbg.g_01390	Prbe.g_01453
OG0000262	Prbg.g_01386	Prbe.g_01449
OG0000263	Prbg.g_01122	Prbe.g_00455
OG0000264	Prbg.g_01133	Prbe.g_00466
OG0000265	Prbg.g_01151	Prbe.g_01214
OG0000266	Prbg.g_01367	Prbe.g_01430
OG0000267	Prbg.g_01355	Prbe.g_01418
OG0000268	Prbg.g_01354	Prbe.g_01417
OG0000269	Prbg.g_01154	Prbe.g_01217
OG0000270	Prbg.g_01157	Prbe.g_01220
OG0000271	Prbg.g_01165	Prbe.g_01228
OG0000272	Prbg.g_01166	Prbe.g_01229
OG0000273	Prbg.g_01190	Prbe.g_01253
OG0000274	Prbg.g_01191	Prbe.g_01254
OG0000275	Prbg.g_01194	Prbe.g_01257
OG0000276	Prbg.g_01200	Prbe.g_01263
OG0000277	Prbg.g_01201	Prbe.g_01264
OG0000278	Prbg.g_01204	Prbe.g_01267
OG0000279	Prbg.g_01211	Prbe.g_01274
OG0000280	Prbg.g_01212	Prbe.g_01275
OG0000281	Prbg.g_01219	Prbe.g_01282
OG0000282	Prbg.g_01086	Prbe.g_00419
OG0000283	Prbg.g_01263	Prbe.g_01326
OG0000284	Prbg.g_01268	Prbe.g_01331
OG0000285	Prbg.g_01273	Prbe.g_01336
OG0000286	Prbg.g_01286	Prbe.g_01349
OG0000287	Prbg.g_01552	Prbe.g_01615
OG0000288	Prbg.g_01325	Prbe.g_01388
OG0000289	Prbg.g_01341	Prbe.g_01404
OG0000290	Prbg.g_01237	Prbe.g_01300
OG0000291	Prbg.g_01235	Prbe.g_01298
OG0000292	Prbg.g_01531	Prbe.g_01594
OG0000293	Prbg.g_01496	Prbe.g_01559
OG0000294	Prbg.g_01495	Prbe.g_01558
OG0000295	Prbg.g_01472	Prbe.g_01535
OG0000296	Prbg.g_01470	Prbe.g_01533
OG0000297	Prbg.g_01461	Prbe.g_01524
OG0000298	Prbg.g_01460	Prbe.g_01523
OG0000299	Prbg.g_01441	Prbe.g_01504
OG0000300	Prbg.g_01438	Prbe.g_01501
OG0000301	Prbg.g_01437	Prbe.g_01500
OG0000302	Prbg.g_01435	Prbe.g_01498
OG0000303	Prbg.g_01429	Prbe.g_01492
OG0000304	Prbg.g_00352	Prbe.g_00501
OG0000305	Prbg.g_01529	Prbe.g_01592
OG0000306	Prbg.g_01223	Prbe.g_01286
OG0000307	Prbg.g_00538	Prbe.g_00364
OG0000308	Prbg.g_00539	Prbe.g_00363
OG0000309	Prbg.g_00543	Prbe.g_00359
OG0000310	Prbg.g_00577	Prbe.g_00325
OG0000311	Prbg.g_00579	Prbe.g_00323
OG0000312	Prbg.g_00582	Prbe.g_00320
OG0000313	Prbg.g_00595	Prbe.g_00307
OG0000314	Prbg.g_00618	Prbe.g_00284
OG0000315	Prbg.g_00628	Prbe.g_00274
OG0000316	Prbg.g_00653	Prbe.g_00249
OG0000317	Prbg.g_01647	Prbe.g_00988
OG0000318	Prbg.g_01651	Prbe.g_00984
OG0000319	Prbg.g_01664	Prbe.g_00971
OG0000320	Prbg.g_01666	Prbe.g_00969
OG0000321	Prbg.g_01667	Prbe.g_00968
OG0000322	Prbg.g_01668	Prbe.g_00967
OG0000323	Prbg.g_01677	Prbe.g_00958
OG0000324	Prbg.g_01704	Prbe.g_00931
OG0000325	Prbg.g_01715	Prbe.g_00920
OG0000326	Prbg.g_01722	Prbe.g_01109
OG0000327	Prbg.g_01743	Prbe.g_01088
OG0000328	Prbg.g_01744	Prbe.g_01087
OG0000329	Prbg.g_01761	Prbe.g_00860
OG0000330	Prbg.g_01762	Prbe.g_00859
OG0000331	Prbg.g_01763	Prbe.g_00858
OG0000332	Prbg.g_01777	Prbe.g_00844
OG0000333	Prbg.g_01779	Prbe.g_00842
OG0000334	Prbg.g_01788	Prbe.g_00833
OG0000335	Prbg.g_01793	Prbe.g_00828
OG0000336	Prbg.g_01797	Prbe.g_00824
OG0000337	Prbg.g_01815	Prbe.g_00806
OG0000338	Prbg.g_01816	Prbe.g_00805
OG0000339	Prbg.g_01822	Prbe.g_00799
OG0000340	Prbg.g_01831	Prbe.g_00790
OG0000341	Prbg.g_01833	Prbe.g_00788
OG0000342	Prbg.g_01834	Prbe.g_00787
OG0000343	Prbg.g_01835	Prbe.g_00786
OG0000344	Prbg.g_01838	Prbe.g_00783
OG0000345	Prbg.g_01844	Prbe.g_00777
OG0000346	Prbg.g_01848	Prbe.g_00773
OG0000347	Prbg.g_01865	Prbe.g_00746
OG0000348	Prbg.g_01873	Prbe.g_00754
OG0000349	Prbg.g_01891	Prbe.g_01149
OG0000350	Prbg.g_00419	Prbe.g_00709
OG0000351	Prbg.g_01931	Prbe.g_01189
OG0000352	Prbg.g_01932	Prbe.g_01190
OG0000353	Prbg.g_00766	Prbe.g_01064
OG0000355	Prbg.g_00768	Prbe.g_01066
OG0000356	Prbg.g_00769	Prbe.g_01067
OG0000357	Prbg.g_00770	Prbe.g_01068
OG0000358	Prbg.g_00774	Prbe.g_01072
OG0000359	Prbg.g_00775	Prbe.g_01073
OG0000360	Prbg.g_00776	Prbe.g_01074
OG0000361	Prbg.g_00777	Prbe.g_01075
OG0000362	Prbg.g_00779	Prbe.g_01077
OG0000363	Prbg.g_00860	Prbe.g_00114
OG0000364	Prbg.g_00859	Prbe.g_00115
OG0000365	Prbg.g_00854	Prbe.g_00120
OG0000366	Prbg.g_00853	Prbe.g_00121
OG0000367	Prbg.g_00852	Prbe.g_00122
OG0000368	Prbg.g_00850	Prbe.g_00124
OG0000369	Prbg.g_00849	Prbe.g_00125
OG0000370	Prbg.g_00848	Prbe.g_00126
OG0000371	Prbg.g_00841	Prbe.g_00133
OG0000372	Prbg.g_00838	Prbe.g_00136
OG0000373	Prbg.g_00837	Prbe.g_00137
OG0000374	Prbg.g_00836	Prbe.g_00138
OG0000375	Prbg.g_00834	Prbe.g_00140
OG0000376	Prbg.g_00832	Prbe.g_00142
OG0000377	Prbg.g_00828	Prbe.g_00146
OG0000378	Prbg.g_00824	Prbe.g_00150
OG0000379	Prbg.g_00821	Prbe.g_00153
OG0000380	Prbg.g_00804	Prbe.g_00170
OG0000381	Prbg.g_00799	Prbe.g_00175
OG0000382	Prbg.g_00789	Prbe.g_00185
OG0000383	Prbg.g_00787	Prbe.g_00187
OG0000384	Prbg.g_00786	Prbe.g_00188
OG0000385	Prbg.g_00785	Prbe.g_00189
OG0000386	Prbg.g_00784	Prbe.g_00190
OG0000387	Prbg.g_00870	Prbe.g_01640
OG0000388	Prbg.g_00874	Prbe.g_01644
OG0000389	Prbg.g_00877	Prbe.g_01647
OG0000390	Prbg.g_00887	Prbe.g_01657
OG0000391	Prbg.g_00890	Prbe.g_01660
OG0000392	Prbg.g_00894	Prbe.g_01664
OG0000393	Prbg.g_00897	Prbe.g_01667
OG0000394	Prbg.g_00898	Prbe.g_01668
OG0000395	Prbg.g_00899	Prbe.g_01669
OG0000396	Prbg.g_00901	Prbe.g_01671
OG0000397	Prbg.g_00903	Prbe.g_01673
OG0000398	Prbg.g_00906	Prbe.g_01676
OG0000399	Prbg.g_00907	Prbe.g_01677
OG0000400	Prbg.g_00908	Prbe.g_01678
OG0000401	Prbg.g_00909	Prbe.g_01679
OG0000402	Prbg.g_01349	Prbe.g_01412
OG0000403	Prbg.g_00911	Prbe.g_01681
OG0000404	Prbg.g_00912	Prbe.g_01682
OG0000405	Prbg.g_00916	Prbe.g_01686
OG0000406	Prbg.g_00924	Prbe.g_01694
OG0000407	Prbg.g_00925	Prbe.g_01695
OG0000408	Prbg.g_00927	Prbe.g_01697
OG0000409	Prbg.g_00929	Prbe.g_01699
OG0000410	Prbg.g_00930	Prbe.g_01700
OG0000411	Prbg.g_00931	Prbe.g_01701
OG0000412	Prbg.g_00932	Prbe.g_01702
OG0000413	Prbg.g_00934	Prbe.g_01704
OG0000414	Prbg.g_00935	Prbe.g_01705
OG0000415	Prbg.g_00936	Prbe.g_01706
OG0000416	Prbg.g_00937	Prbe.g_01707
OG0000417	Prbg.g_00938	Prbe.g_01708
OG0000418	Prbg.g_00943	Prbe.g_01713
OG0000419	Prbg.g_00945	Prbe.g_01715
OG0000420	Prbg.g_00946	Prbe.g_01716
OG0000421	Prbg.g_00951	Prbe.g_01721
OG0000422	Prbg.g_00952	Prbe.g_01722
OG0000423	Prbg.g_00953	Prbe.g_01723
OG0000424	Prbg.g_00954	Prbe.g_01724
OG0000425	Prbg.g_00955	Prbe.g_01725
OG0000426	Prbg.g_00956	Prbe.g_01726
OG0000427	Prbg.g_00957	Prbe.g_01727
OG0000428	Prbg.g_00959	Prbe.g_01729
OG0000429	Prbg.g_00960	Prbe.g_01730
OG0000430	Prbg.g_00961	Prbe.g_01731
OG0000431	Prbg.g_00963	Prbe.g_01733
OG0000432	Prbg.g_00967	Prbe.g_01737
OG0000433	Prbg.g_00968	Prbe.g_01738
OG0000434	Prbg.g_00969	Prbe.g_01739
OG0000435	Prbg.g_00970	Prbe.g_01740
OG0000436	Prbg.g_00975	Prbe.g_01745
OG0000437	Prbg.g_00976	Prbe.g_01746
OG0000438	Prbg.g_00977	Prbe.g_01747
OG0000439	Prbg.g_00979	Prbe.g_01749
OG0000440	Prbg.g_00980	Prbe.g_01750
OG0000441	Prbg.g_00983	Prbe.g_01753
OG0000442	Prbg.g_00984	Prbe.g_01754
OG0000443	Prbg.g_00985	Prbe.g_01755
OG0000444	Prbg.g_00991	Prbe.g_01761
OG0000445	Prbg.g_00992	Prbe.g_01762
OG0000446	Prbg.g_00993	Prbe.g_01763
OG0000447	Prbg.g_00994	Prbe.g_01764
OG0000448	Prbg.g_00995	Prbe.g_01765
OG0000449	Prbg.g_00996	Prbe.g_01766
OG0000450	Prbg.g_00997	Prbe.g_01767
OG0000451	Prbg.g_00998	Prbe.g_01768
OG0000452	Prbg.g_01001	Prbe.g_01771
OG0000453	Prbg.g_01002	Prbe.g_01772
OG0000454	Prbg.g_01003	Prbe.g_01773
OG0000455	Prbg.g_01004	Prbe.g_01774
OG0000456	Prbg.g_01005	Prbe.g_01775
OG0000457	Prbg.g_01007	Prbe.g_01777
OG0000458	Prbg.g_01008	Prbe.g_01778
OG0000459	Prbg.g_01009	Prbe.g_01779
OG0000460	Prbg.g_01017	Prbe.g_01787
OG0000461	Prbg.g_01025	Prbe.g_01795
OG0000462	Prbg.g_01027	Prbe.g_01797
OG0000463	Prbg.g_01028	Prbe.g_01798
OG0000464	Prbg.g_01029	Prbe.g_01799
OG0000465	Prbg.g_01030	Prbe.g_01800
OG0000466	Prbg.g_01033	Prbe.g_01803
OG0000467	Prbg.g_01034	Prbe.g_01804
OG0000468	Prbg.g_01037	Prbe.g_01807
OG0000469	Prbg.g_01045	Prbe.g_01815
OG0000470	Prbg.g_00042	Prbe.g_01817
OG0000471	Prbg.g_00043	Prbe.g_01818
OG0000472	Prbg.g_00045	Prbe.g_01820
OG0000473	Prbg.g_00047	Prbe.g_01822
OG0000474	Prbg.g_00048	Prbe.g_01823
OG0000475	Prbg.g_00049	Prbe.g_01824
OG0000476	Prbg.g_00051	Prbe.g_01826
OG0000477	Prbg.g_00054	Prbe.g_01829
OG0000478	Prbg.g_00055	Prbe.g_01830
OG0000479	Prbg.g_00056	Prbe.g_01831
OG0000480	Prbg.g_00061	Prbe.g_01836
OG0000481	Prbg.g_00064	Prbe.g_01839
OG0000482	Prbg.g_00065	Prbe.g_01840
OG0000483	Prbg.g_00068	Prbe.g_01843
OG0000484	Prbg.g_00069	Prbe.g_01844
OG0000485	Prbg.g_00071	Prbe.g_01846
OG0000486	Prbg.g_00072	Prbe.g_01847
OG0000487	Prbg.g_00075	Prbe.g_01850
OG0000488	Prbg.g_00078	Prbe.g_01853
OG0000489	Prbg.g_00083	Prbe.g_01858
OG0000490	Prbg.g_00087	Prbe.g_01862
OG0000491	Prbg.g_00088	Prbe.g_01863
OG0000492	Prbg.g_00090	Prbe.g_01865
OG0000493	Prbg.g_00091	Prbe.g_01866
OG0000494	Prbg.g_00092	Prbe.g_01867
OG0000495	Prbg.g_00093	Prbe.g_01868
OG0000496	Prbg.g_00094	Prbe.g_01869
OG0000497	Prbg.g_00095	Prbe.g_01870
OG0000498	Prbg.g_00096	Prbe.g_01871
OG0000499	Prbg.g_00097	Prbe.g_01872
OG0000500	Prbg.g_00098	Prbe.g_01873
OG0000501	Prbg.g_00099	Prbe.g_01874
OG0000502	Prbg.g_00102	Prbe.g_01877
OG0000503	Prbg.g_00117	Prbe.g_01892
OG0000504	Prbg.g_00119	Prbe.g_01894
OG0000505	Prbg.g_00120	Prbe.g_01895
