Orthogroup	Prbg	Praf
OG0000041	Prbg.g_01697	Praf.g_00426
OG0000042	Prbg.g_01855	Praf.g_00164, Praf.g_00920
OG0000045	Prbg.g_01530	Praf.g_00322
OG0000046	Prbg.g_00105	Praf.g_02072
OG0000047	Prbg.g_00143	Praf.g_01898
OG0000048	Prbg.g_00464, Prbg.g_00050	Praf.g_02267
OG0000051	Prbg.g_00408	Praf.g_01022
OG0000052	Prbg.g_00569	Praf.g_02366
OG0000053	Prbg.g_01595, Prbg.g_00612	Praf.g_01828
OG0000054	Prbg.g_00326	Praf.g_00763
OG0000055	Prbg.g_01535	Praf.g_01257
OG0000057	Prbg.g_01143	Praf.g_01125
OG0000061	Prbg.g_01486	Praf.g_01859
OG0000062	Prbg.g_00676	Praf.g_01047, Praf.g_00501
OG0000063	Prbg.g_00730	Praf.g_00041
OG0000065	Prbg.g_00879	Praf.g_00244
OG0000066	Prbg.g_00256	Praf.g_00672
OG0000067	Prbg.g_01159	Praf.g_01530
OG0000068	Prbg.g_00529	Praf.g_00585, Praf.g_00583
OG0000070	Prbg.g_00170	Praf.g_01962
OG0000071	Prbg.g_00477	Praf.g_00796
OG0000072	Prbg.g_00949	Praf.g_02469
OG0000073	Prbg.g_00219	Praf.g_00616
OG0000075	Prbg.g_01821	Praf.g_02384
OG0000076	Prbg.g_01847	Praf.g_00178
OG0000077	Prbg.g_00791	Praf.g_00309
OG0000078	Prbg.g_01022	Praf.g_00391
OG0000079	Prbg.g_01035	Praf.g_02234, Praf.g_02218, Praf.g_02225
OG0000081	Prbg.g_00248	Praf.g_01131
OG0000082	Prbg.g_00304, Prbg.g_01639	Praf.g_00731
OG0000084	Prbg.g_00588	Praf.g_01790
OG0000085	Prbg.g_01642, Prbg.g_00716	Praf.g_00491
OG0000086	Prbg.g_00782	Praf.g_00297
OG0000087	Prbg.g_00913	Praf.g_02420
OG0000088	Prbg.g_00944	Praf.g_02454
OG0000089	Prbg.g_00137	Praf.g_02015
OG0000090	Prbg.g_00250	Praf.g_00660
OG0000091	Prbg.g_01414	Praf.g_01700
OG0000093	Prbg.g_01385	Praf.g_01503
OG0000094	Prbg.g_01336	Praf.g_02685
OG0000097	Prbg.g_01440	Praf.g_00905
OG0000098	Prbg.g_00505	Praf.g_01886
OG0000099	Prbg.g_00552	Praf.g_02342
OG0000100	Prbg.g_00670	Praf.g_00370, Praf.g_01561
OG0000101	Prbg.g_01785	Praf.g_02119
OG0000102	Prbg.g_01852	Praf.g_00173
OG0000103	Prbg.g_01937	Praf.g_02765
OG0000104	Prbg.g_00763	Praf.g_02779
OG0000105	Prbg.g_00053	Praf.g_02271
OG0000106	Prbg.g_00388	Praf.g_00496
OG0000108	Prbg.g_00199	Praf.g_00595
OG0000109	Prbg.g_00213	Praf.g_00611
OG0000110	Prbg.g_00293	Praf.g_00718
OG0000111	Prbg.g_01144	Praf.g_01126
OG0000112	Prbg.g_00366	Praf.g_01400
OG0000113	Prbg.g_01182	Praf.g_01556
OG0000114	Prbg.g_01084	Praf.g_01461
OG0000115	Prbg.g_01555	Praf.g_01825
OG0000116	Prbg.g_01497	Praf.g_00825
OG0000117	Prbg.g_01459	Praf.g_00919
OG0000118	Prbg.g_00490	Praf.g_00779
OG0000119	Prbg.g_01540	Praf.g_01108
OG0000119	Prbg.g_00688	Praf.g_01143
OG0000120	Prbg.g_00549	Praf.g_02343
OG0000121	Prbg.g_00593	Praf.g_01796
OG0000122	Prbg.g_00634	Praf.g_00976
OG0000123	Prbg.g_01792	Praf.g_02108
OG0000124	Prbg.g_01864	Praf.g_00153
OG0000125	Prbg.g_01900	Praf.g_02664
OG0000126	Prbg.g_00762	Praf.g_02777
OG0000128	Prbg.g_00778	Praf.g_00012
OG0000129	Prbg.g_00829	Praf.g_02652
OG0000130	Prbg.g_00800	Praf.g_00321
OG0000131	Prbg.g_00922	Praf.g_02432
OG0000132	Prbg.g_00942	Praf.g_02452
OG0000133	Prbg.g_00100	Praf.g_02336
OG0000134	Prbg.g_00139	Praf.g_02012
OG0000135	Prbg.g_00459	Praf.g_02705
OG0000136	Prbg.g_00161	Praf.g_01984
OG0000137	Prbg.g_00194	Praf.g_01907
OG0000138	Prbg.g_00214	Praf.g_00612
OG0000139	Prbg.g_00254	Praf.g_00666
OG0000140	Prbg.g_00255	Praf.g_00670
OG0000141	Prbg.g_00327	Praf.g_00764
OG0000142	Prbg.g_01422	Praf.g_01692
OG0000143	Prbg.g_01418	Praf.g_01696
OG0000144	Prbg.g_01404	Praf.g_01721
OG0000145	Prbg.g_00461	Praf.g_00617
OG0000146	Prbg.g_00365	Praf.g_01401
OG0000147	Prbg.g_00364	Praf.g_01402
OG0000148	Prbg.g_01176	Praf.g_01548
OG0000149	Prbg.g_01208	Praf.g_01604
OG0000150	Prbg.g_01218	Praf.g_01625
OG0000151	Prbg.g_01094	Praf.g_01478
OG0000152	Prbg.g_01287	Praf.g_01392
OG0000153	Prbg.g_01306	Praf.g_01362
OG0000154	Prbg.g_01326	Praf.g_01337
OG0000155	Prbg.g_01465	Praf.g_00886
OG0000156	Prbg.g_00466	Praf.g_00810
OG0000157	Prbg.g_00467	Praf.g_00809
OG0000158	Prbg.g_01829	Praf.g_02394
OG0000160	Prbg.g_00592	Praf.g_01795
OG0000161	Prbg.g_00598	Praf.g_01805
OG0000162	Prbg.g_00604	Praf.g_01817
OG0000163	Prbg.g_00643	Praf.g_00538
OG0000164	Prbg.g_01674	Praf.g_00453
OG0000165	Prbg.g_01681	Praf.g_00444
OG0000166	Prbg.g_01748	Praf.g_02157
OG0000167	Prbg.g_01819	Praf.g_02382, Praf.g_02378, Praf.g_02380
OG0000168	Prbg.g_01830	Praf.g_02395
OG0000169	Prbg.g_01840	Praf.g_00191
OG0000170	Prbg.g_01843	Praf.g_00183
OG0000171	Prbg.g_01863	Praf.g_00154
OG0000172	Prbg.g_01870	Praf.g_00087
OG0000173	Prbg.g_01885	Praf.g_00062
OG0000174	Prbg.g_01915	Praf.g_02717
OG0000175	Prbg.g_01928	Praf.g_02754
OG0000176	Prbg.g_00771	Praf.g_00004
OG0000177	Prbg.g_00772	Praf.g_00005
OG0000178	Prbg.g_00773	Praf.g_00006
OG0000179	Prbg.g_00858	Praf.g_00021
OG0000180	Prbg.g_00857	Praf.g_00022
OG0000181	Prbg.g_00856	Praf.g_00023
OG0000182	Prbg.g_00855	Praf.g_00024
OG0000183	Prbg.g_00851	Praf.g_00028
OG0000184	Prbg.g_00825	Praf.g_02611
OG0000185	Prbg.g_00822	Praf.g_02602
OG0000186	Prbg.g_00806	Praf.g_00328
OG0000187	Prbg.g_00805	Praf.g_00326
OG0000188	Prbg.g_00788	Praf.g_00303
OG0000189	Prbg.g_00866	Praf.g_00257
OG0000190	Prbg.g_00868	Praf.g_00255
OG0000191	Prbg.g_00891	Praf.g_00218
OG0000192	Prbg.g_00896	Praf.g_00212
OG0000193	Prbg.g_00923	Praf.g_02433
OG0000194	Prbg.g_00926	Praf.g_02436
OG0000195	Prbg.g_00928	Praf.g_02438
OG0000196	Prbg.g_00939	Praf.g_02449
OG0000197	Prbg.g_00940	Praf.g_02450
OG0000198	Prbg.g_00941	Praf.g_02451
OG0000199	Prbg.g_00948	Praf.g_02468
OG0000200	Prbg.g_00962	Praf.g_02711
OG0000201	Prbg.g_00971	Praf.g_02511
OG0000202	Prbg.g_00972	Praf.g_02512
OG0000203	Prbg.g_00973	Praf.g_02513
OG0000204	Prbg.g_00974	Praf.g_02514
OG0000205	Prbg.g_00981	Praf.g_02521
OG0000206	Prbg.g_00986	Praf.g_02532
OG0000207	Prbg.g_00989	Praf.g_02582
OG0000208	Prbg.g_00990	Praf.g_02581
OG0000209	Prbg.g_00999	Praf.g_02557
OG0000210	Prbg.g_01000	Praf.g_02556
OG0000211	Prbg.g_01015	Praf.g_00378
OG0000212	Prbg.g_01023	Praf.g_00392
OG0000213	Prbg.g_01041	Praf.g_02245
OG0000214	Prbg.g_00046	Praf.g_02263
OG0000215	Prbg.g_00073	Praf.g_02293
OG0000216	Prbg.g_00074	Praf.g_02296
OG0000217	Prbg.g_00077	Praf.g_02300
OG0000218	Prbg.g_00079	Praf.g_02302
OG0000219	Prbg.g_00080	Praf.g_02303
OG0000220	Prbg.g_00081	Praf.g_02304
OG0000221	Prbg.g_00082	Praf.g_02314
OG0000222	Prbg.g_00089	Praf.g_02323
OG0000223	Prbg.g_00101	Praf.g_02347
OG0000224	Prbg.g_00103	Praf.g_02358
OG0000225	Prbg.g_00129	Praf.g_02030
OG0000226	Prbg.g_01941	Praf.g_02026
OG0000227	Prbg.g_01943	Praf.g_02024
OG0000228	Prbg.g_00136	Praf.g_02016
OG0000229	Prbg.g_00156	Praf.g_01989
OG0000230	Prbg.g_00158	Praf.g_01987
OG0000231	Prbg.g_00169	Praf.g_01963
OG0000232	Prbg.g_00180	Praf.g_01952
OG0000233	Prbg.g_00186	Praf.g_01938
OG0000234	Prbg.g_00195	Praf.g_01905
OG0000235	Prbg.g_00198	Praf.g_00594
OG0000236	Prbg.g_00212	Praf.g_00610
OG0000237	Prbg.g_00225	Praf.g_00627
OG0000238	Prbg.g_00231	Praf.g_00631
OG0000239	Prbg.g_00242	Praf.g_00647
OG0000240	Prbg.g_00243	Praf.g_00648
OG0000241	Prbg.g_00247	Praf.g_01177
OG0000242	Prbg.g_00249	Praf.g_00658
OG0000243	Prbg.g_00260	Praf.g_00681
OG0000244	Prbg.g_00264	Praf.g_00685
OG0000245	Prbg.g_00266	Praf.g_00688
OG0000246	Prbg.g_00270	Praf.g_00692
OG0000247	Prbg.g_00280	Praf.g_00703
OG0000248	Prbg.g_00283	Praf.g_00706
OG0000249	Prbg.g_00285	Praf.g_00708
OG0000250	Prbg.g_00290	Praf.g_00714
OG0000251	Prbg.g_00310	Praf.g_00739
OG0000252	Prbg.g_00313	Praf.g_00742
OG0000253	Prbg.g_00314	Praf.g_00749
OG0000254	Prbg.g_00331	Praf.g_00768
OG0000255	Prbg.g_00337	Praf.g_01662
OG0000256	Prbg.g_00347	Praf.g_01676
OG0000257	Prbg.g_01427	Praf.g_01685
OG0000258	Prbg.g_01413	Praf.g_01708
OG0000259	Prbg.g_01396	Praf.g_01736
OG0000260	Prbg.g_01393	Praf.g_01739
OG0000261	Prbg.g_01390	Praf.g_01742
OG0000262	Prbg.g_01386	Praf.g_01748
OG0000263	Prbg.g_01122	Praf.g_02570
OG0000264	Prbg.g_01133	Praf.g_01218, Praf.g_01219
OG0000265	Prbg.g_01151	Praf.g_01302, Praf.g_01238
OG0000266	Prbg.g_01367	Praf.g_01313
OG0000267	Prbg.g_01355	Praf.g_01436
OG0000268	Prbg.g_01354	Praf.g_01435
OG0000269	Prbg.g_01154	Praf.g_01525
OG0000270	Prbg.g_01157	Praf.g_01528
OG0000271	Prbg.g_01165	Praf.g_01536
OG0000272	Prbg.g_01166	Praf.g_01537
OG0000273	Prbg.g_01190	Praf.g_01585
OG0000274	Prbg.g_01191	Praf.g_01586
OG0000275	Prbg.g_01194	Praf.g_01590
OG0000276	Prbg.g_01200	Praf.g_01596
OG0000277	Prbg.g_01201	Praf.g_01597
OG0000278	Prbg.g_01204	Praf.g_01600
OG0000279	Prbg.g_01211	Praf.g_01608
OG0000280	Prbg.g_01212	Praf.g_01614
OG0000281	Prbg.g_01219	Praf.g_01627
OG0000282	Prbg.g_01086	Praf.g_01463
OG0000283	Prbg.g_01263	Praf.g_01426
OG0000284	Prbg.g_01268	Praf.g_01420
OG0000285	Prbg.g_01273	Praf.g_01006
OG0000286	Prbg.g_01286	Praf.g_01393
OG0000287	Prbg.g_01552	Praf.g_01073
OG0000288	Prbg.g_01325	Praf.g_01338
OG0000289	Prbg.g_01341	Praf.g_01325
OG0000290	Prbg.g_01237	Praf.g_01277
OG0000291	Prbg.g_01235	Praf.g_01275
OG0000292	Prbg.g_01531	Praf.g_02776
OG0000293	Prbg.g_01496	Praf.g_00826
OG0000294	Prbg.g_01495	Praf.g_00827
OG0000295	Prbg.g_01472	Praf.g_00879
OG0000296	Prbg.g_01470	Praf.g_00881
OG0000297	Prbg.g_01461	Praf.g_00917
OG0000298	Prbg.g_01460	Praf.g_00918
OG0000299	Prbg.g_01441	Praf.g_00908
OG0000300	Prbg.g_01438	Praf.g_00902
OG0000301	Prbg.g_01437	Praf.g_00901
OG0000302	Prbg.g_01435	Praf.g_00898
OG0000303	Prbg.g_01429	Praf.g_00888
OG0000304	Prbg.g_00352	Praf.g_00938
OG0000305	Prbg.g_01529	Praf.g_01271
OG0000306	Prbg.g_01223	Praf.g_01635
OG0000307	Prbg.g_00538	Praf.g_00575
OG0000308	Prbg.g_00539	Praf.g_00573
OG0000309	Prbg.g_00543	Praf.g_00569
OG0000310	Prbg.g_00577	Praf.g_01772
OG0000311	Prbg.g_00579	Praf.g_01778, Praf.g_01776
OG0000312	Prbg.g_00582	Praf.g_01782
OG0000313	Prbg.g_00595	Praf.g_01802
OG0000314	Prbg.g_00618	Praf.g_01837
OG0000315	Prbg.g_00628	Praf.g_01848
OG0000316	Prbg.g_00653	Praf.g_00526
OG0000317	Prbg.g_01647	Praf.g_00485
OG0000318	Prbg.g_01651	Praf.g_00479
OG0000319	Prbg.g_01664	Praf.g_00464
OG0000320	Prbg.g_01666	Praf.g_00462
OG0000321	Prbg.g_01667	Praf.g_00461
OG0000322	Prbg.g_01668	Praf.g_00460
OG0000323	Prbg.g_01677	Praf.g_00449
OG0000324	Prbg.g_01704	Praf.g_00419
OG0000325	Prbg.g_01715	Praf.g_02200
OG0000326	Prbg.g_01722	Praf.g_02193
OG0000327	Prbg.g_01743	Praf.g_02162
OG0000328	Prbg.g_01744	Praf.g_02161
OG0000329	Prbg.g_01761	Praf.g_02144
OG0000330	Prbg.g_01762	Praf.g_02143
OG0000331	Prbg.g_01763	Praf.g_02142
OG0000332	Prbg.g_01777	Praf.g_02127
OG0000333	Prbg.g_01779	Praf.g_02125
OG0000334	Prbg.g_01788	Praf.g_02112
OG0000335	Prbg.g_01793	Praf.g_02107
OG0000336	Prbg.g_01797	Praf.g_02103
OG0000337	Prbg.g_01815	Praf.g_02372
OG0000338	Prbg.g_01816	Praf.g_02375
OG0000339	Prbg.g_01822	Praf.g_02386
OG0000340	Prbg.g_01831	Praf.g_02396
OG0000341	Prbg.g_01833	Praf.g_02398
OG0000342	Prbg.g_01834	Praf.g_02399
OG0000343	Prbg.g_01835	Praf.g_00196
OG0000344	Prbg.g_01838	Praf.g_00193
OG0000345	Prbg.g_01844	Praf.g_00182
OG0000346	Prbg.g_01848	Praf.g_00177
OG0000347	Prbg.g_01865	Praf.g_00152
OG0000348	Prbg.g_01873	Praf.g_00081
OG0000349	Prbg.g_01891	Praf.g_00054
OG0000350	Prbg.g_00419	Praf.g_02699
OG0000351	Prbg.g_01931	Praf.g_02757
OG0000352	Prbg.g_01932	Praf.g_02758
OG0000353	Prbg.g_00766	Praf.g_02782
OG0000355	Prbg.g_00768	Praf.g_00001
OG0000356	Prbg.g_00769	Praf.g_00002
OG0000357	Prbg.g_00770	Praf.g_00003
OG0000358	Prbg.g_00774	Praf.g_00007
OG0000359	Prbg.g_00775	Praf.g_00009
OG0000360	Prbg.g_00776	Praf.g_00010
OG0000361	Prbg.g_00777	Praf.g_00011
OG0000362	Prbg.g_00779	Praf.g_00013
OG0000363	Prbg.g_00860	Praf.g_00015
OG0000364	Prbg.g_00859	Praf.g_00016
OG0000365	Prbg.g_00854	Praf.g_00025
OG0000366	Prbg.g_00853	Praf.g_00026
OG0000367	Prbg.g_00852	Praf.g_00027
OG0000368	Prbg.g_00850	Praf.g_00029
OG0000369	Prbg.g_00849	Praf.g_00030
OG0000370	Prbg.g_00848	Praf.g_00031
OG0000371	Prbg.g_00841	Praf.g_00040
OG0000372	Prbg.g_00838	Praf.g_00045
OG0000373	Prbg.g_00837	Praf.g_00046
OG0000374	Prbg.g_00836	Praf.g_00047
OG0000375	Prbg.g_00834	Praf.g_00050
OG0000376	Prbg.g_00832	Praf.g_00052
OG0000377	Prbg.g_00828	Praf.g_02618
OG0000378	Prbg.g_00824	Praf.g_02605
OG0000379	Prbg.g_00821	Praf.g_02601
OG0000380	Prbg.g_00804	Praf.g_00325
OG0000381	Prbg.g_00799	Praf.g_00320
OG0000382	Prbg.g_00789	Praf.g_00304
OG0000383	Prbg.g_00787	Praf.g_00302
OG0000384	Prbg.g_00786	Praf.g_00301
OG0000385	Prbg.g_00785	Praf.g_00300
OG0000386	Prbg.g_00784	Praf.g_00299
OG0000387	Prbg.g_00870	Praf.g_00253
OG0000388	Prbg.g_00874	Praf.g_00249
OG0000389	Prbg.g_00877	Praf.g_00245
OG0000390	Prbg.g_00887	Praf.g_00224
OG0000391	Prbg.g_00890	Praf.g_00219
OG0000392	Prbg.g_00894	Praf.g_00214
OG0000393	Prbg.g_00897	Praf.g_00209
OG0000394	Prbg.g_00898	Praf.g_00208
OG0000395	Prbg.g_00899	Praf.g_00207
OG0000396	Prbg.g_00901	Praf.g_02403
OG0000397	Prbg.g_00903	Praf.g_02405
OG0000398	Prbg.g_00906	Praf.g_02410
OG0000399	Prbg.g_00907	Praf.g_02411
OG0000400	Prbg.g_00908	Praf.g_02412
OG0000401	Prbg.g_00909	Praf.g_02413
OG0000402	Prbg.g_01349	Praf.g_02415
OG0000403	Prbg.g_00911	Praf.g_02416
OG0000404	Prbg.g_00912	Praf.g_02418
OG0000405	Prbg.g_00916	Praf.g_02430
OG0000406	Prbg.g_00924	Praf.g_02434
OG0000407	Prbg.g_00925	Praf.g_02435
OG0000408	Prbg.g_00927	Praf.g_02437
OG0000409	Prbg.g_00929	Praf.g_02439
OG0000410	Prbg.g_00930	Praf.g_02440
OG0000411	Prbg.g_00931	Praf.g_02441
OG0000412	Prbg.g_00932	Praf.g_02442
OG0000413	Prbg.g_00934	Praf.g_02444
OG0000414	Prbg.g_00935	Praf.g_02445
OG0000415	Prbg.g_00936	Praf.g_02446
OG0000416	Prbg.g_00937	Praf.g_02447
OG0000417	Prbg.g_00938	Praf.g_02448
OG0000418	Prbg.g_00943	Praf.g_02453
OG0000419	Prbg.g_00945	Praf.g_02455
OG0000420	Prbg.g_00946	Praf.g_02456
OG0000421	Prbg.g_00951	Praf.g_02470
OG0000422	Prbg.g_00952	Praf.g_02471
OG0000423	Prbg.g_00953	Praf.g_02472
OG0000424	Prbg.g_00954	Praf.g_02473
OG0000425	Prbg.g_00955	Praf.g_02474
OG0000426	Prbg.g_00956	Praf.g_02475
OG0000427	Prbg.g_00957	Praf.g_02476
OG0000428	Prbg.g_00959	Praf.g_01486
OG0000429	Prbg.g_00960	Praf.g_02489
OG0000430	Prbg.g_00961	Praf.g_02491
OG0000431	Prbg.g_00963	Praf.g_02495
OG0000432	Prbg.g_00967	Praf.g_02502
OG0000433	Prbg.g_00968	Praf.g_02505
OG0000434	Prbg.g_00969	Praf.g_02506
OG0000435	Prbg.g_00970	Praf.g_02509
OG0000436	Prbg.g_00975	Praf.g_02515
OG0000437	Prbg.g_00976	Praf.g_02516
OG0000438	Prbg.g_00977	Praf.g_02517
OG0000439	Prbg.g_00979	Praf.g_02519
OG0000440	Prbg.g_00980	Praf.g_02520
OG0000441	Prbg.g_00983	Praf.g_02524
OG0000442	Prbg.g_00984	Praf.g_02525
OG0000443	Prbg.g_00985	Praf.g_02531
OG0000444	Prbg.g_00991	Praf.g_02575
OG0000445	Prbg.g_00992	Praf.g_02574
OG0000446	Prbg.g_00993	Praf.g_02572
OG0000447	Prbg.g_00994	Praf.g_02568
OG0000448	Prbg.g_00995	Praf.g_02567
OG0000449	Prbg.g_00996	Praf.g_02566
OG0000450	Prbg.g_00997	Praf.g_02560
OG0000451	Prbg.g_00998	Praf.g_02559
OG0000452	Prbg.g_01001	Praf.g_02555
OG0000453	Prbg.g_01002	Praf.g_02554
OG0000454	Prbg.g_01003	Praf.g_02553
OG0000455	Prbg.g_01004	Praf.g_02552
OG0000456	Prbg.g_01005	Praf.g_02551
OG0000457	Prbg.g_01007	Praf.g_02549
OG0000458	Prbg.g_01008	Praf.g_02548
OG0000459	Prbg.g_01009	Praf.g_02547
OG0000460	Prbg.g_01017	Praf.g_00379
OG0000461	Prbg.g_01025	Praf.g_02203
OG0000462	Prbg.g_01027	Praf.g_02207
OG0000463	Prbg.g_01028	Praf.g_02208
OG0000464	Prbg.g_01029	Praf.g_02209
OG0000465	Prbg.g_01030	Praf.g_02210
OG0000466	Prbg.g_01033	Praf.g_02215
OG0000467	Prbg.g_01034	Praf.g_02217
OG0000468	Prbg.g_01037	Praf.g_02242
OG0000469	Prbg.g_01045	Praf.g_02255
OG0000470	Prbg.g_00042	Praf.g_02259
OG0000471	Prbg.g_00043	Praf.g_02260
OG0000472	Prbg.g_00045	Praf.g_02262
OG0000473	Prbg.g_00047	Praf.g_02264
OG0000474	Prbg.g_00048	Praf.g_02265
OG0000475	Prbg.g_00049	Praf.g_02266
OG0000476	Prbg.g_00051	Praf.g_02268
OG0000477	Prbg.g_00054	Praf.g_02273
OG0000478	Prbg.g_00055	Praf.g_02274
OG0000479	Prbg.g_00056	Praf.g_02275
OG0000480	Prbg.g_00061	Praf.g_02282
OG0000481	Prbg.g_00064	Praf.g_02284
OG0000482	Prbg.g_00065	Praf.g_02285
OG0000483	Prbg.g_00068	Praf.g_02289
OG0000484	Prbg.g_00069	Praf.g_02290
OG0000485	Prbg.g_00071	Praf.g_02291
OG0000486	Prbg.g_00072	Praf.g_02292
OG0000487	Prbg.g_00075	Praf.g_02297
OG0000488	Prbg.g_00078	Praf.g_02301
OG0000489	Prbg.g_00083	Praf.g_02315
OG0000490	Prbg.g_00087	Praf.g_02321
OG0000491	Prbg.g_00088	Praf.g_02322
OG0000492	Prbg.g_00090	Praf.g_02324
OG0000493	Prbg.g_00091	Praf.g_02325
OG0000494	Prbg.g_00092	Praf.g_02326
OG0000495	Prbg.g_00093	Praf.g_02327
OG0000496	Prbg.g_00094	Praf.g_02328
OG0000497	Prbg.g_00095	Praf.g_02329
OG0000498	Prbg.g_00096	Praf.g_02330
OG0000499	Prbg.g_00097	Praf.g_02331
OG0000500	Prbg.g_00098	Praf.g_02332
OG0000501	Prbg.g_00099	Praf.g_02335
OG0000502	Prbg.g_00102	Praf.g_02349
OG0000503	Prbg.g_00117	Praf.g_02054
OG0000504	Prbg.g_00119	Praf.g_02052
OG0000505	Prbg.g_00120	Praf.g_02051
OG0000506	Prbg.g_00121	Praf.g_02049
OG0000507	Prbg.g_00124	Praf.g_02045
OG0000508	Prbg.g_00128	Praf.g_02031
OG0000509	Prbg.g_00130	Praf.g_02029
OG0000510	Prbg.g_00131	Praf.g_02028
OG0000511	Prbg.g_00132	Praf.g_02027
OG0000512	Prbg.g_01942	Praf.g_02025
OG0000513	Prbg.g_00140	Praf.g_02011
OG0000514	Prbg.g_00151	Praf.g_02002
OG0000515	Prbg.g_00152	Praf.g_02001
OG0000516	Prbg.g_00153	Praf.g_01999
OG0000517	Prbg.g_00155	Praf.g_01990
OG0000518	Prbg.g_00166	Praf.g_01978
OG0000519	Prbg.g_00167	Praf.g_01977
OG0000520	Prbg.g_00168	Praf.g_01972
OG0000521	Prbg.g_00176	Praf.g_01959
OG0000522	Prbg.g_00178	Praf.g_01957
OG0000523	Prbg.g_00179	Praf.g_01956
OG0000524	Prbg.g_00184	Praf.g_01942
OG0000525	Prbg.g_00188	Praf.g_01915
OG0000526	Prbg.g_00189	Praf.g_01913
OG0000527	Prbg.g_00192	Praf.g_01909
OG0000528	Prbg.g_00197	Praf.g_00589
OG0000529	Prbg.g_00200	Praf.g_00596
OG0000530	Prbg.g_00203	Praf.g_00599
OG0000531	Prbg.g_00204	Praf.g_00600
OG0000532	Prbg.g_00206	Praf.g_00603
OG0000533	Prbg.g_00207	Praf.g_00605
OG0000534	Prbg.g_00208	Praf.g_00606
OG0000535	Prbg.g_00209	Praf.g_00607
OG0000536	Prbg.g_00210	Praf.g_00608
OG0000537	Prbg.g_00211	Praf.g_00609
OG0000538	Prbg.g_00220	Praf.g_00619
OG0000539	Prbg.g_00221	Praf.g_00621
OG0000540	Prbg.g_00222	Praf.g_00622
OG0000541	Prbg.g_00223	Praf.g_00623
OG0000542	Prbg.g_00224	Praf.g_00626
OG0000543	Prbg.g_00226	Praf.g_00628
OG0000544	Prbg.g_00227	Praf.g_00629
OG0000545	Prbg.g_00229	Praf.g_00630
OG0000546	Prbg.g_00232	Praf.g_00632
OG0000547	Prbg.g_00234	Praf.g_00634
OG0000548	Prbg.g_00235	Praf.g_00635
OG0000549	Prbg.g_00237	Praf.g_00641
OG0000550	Prbg.g_00241	Praf.g_00646
OG0000551	Prbg.g_00244	Praf.g_00650
OG0000552	Prbg.g_00245	Praf.g_00651
OG0000553	Prbg.g_00246	Praf.g_00656
OG0000554	Prbg.g_00251	Praf.g_00661
OG0000555	Prbg.g_00259	Praf.g_00677
OG0000556	Prbg.g_00261	Praf.g_00683
OG0000557	Prbg.g_00262	Praf.g_00684
OG0000558	Prbg.g_00265	Praf.g_00687
OG0000559	Prbg.g_00269	Praf.g_00691
OG0000560	Prbg.g_00272	Praf.g_00694
