Orthogroup	Prbg	Syaf
OG0000042	Prbg.g_01855	Syaf.g_00403
OG0000045	Prbg.g_01530	Syaf.g_00979
OG0000046	Prbg.g_00105	Syaf.g_00062, Syaf.g_00055, Syaf.g_00045
OG0000047	Prbg.g_00143	Syaf.g_00030
OG0000048	Prbg.g_00464, Prbg.g_00050	Syaf.g_00230
OG0000051	Prbg.g_00408	Syaf.g_00972
OG0000052	Prbg.g_00569	Syaf.g_00335
OG0000053	Prbg.g_01595, Prbg.g_00612	Syaf.g_02447
OG0000054	Prbg.g_00326	Syaf.g_02376
OG0000055	Prbg.g_01535	Syaf.g_01402
OG0000057	Prbg.g_01143	Syaf.g_01452
OG0000058	Prbg.g_00551	Syaf.g_00316
OG0000059	Prbg.g_01737	Syaf.g_00143
OG0000061	Prbg.g_01486	Syaf.g_01288
OG0000062	Prbg.g_00676	Syaf.g_01055, Syaf.g_02167
OG0000063	Prbg.g_00730	Syaf.g_00457
OG0000064	Prbg.g_00802	Syaf.g_02253, Syaf.g_01667, Syaf.g_01063
OG0000065	Prbg.g_00879	Syaf.g_00903
OG0000066	Prbg.g_00256	Syaf.g_02643
OG0000067	Prbg.g_01159	Syaf.g_02049
OG0000068	Prbg.g_00529	Syaf.g_02733
OG0000070	Prbg.g_00170	Syaf.g_01237
OG0000071	Prbg.g_00477	Syaf.g_01254
OG0000072	Prbg.g_00949	Syaf.g_00805
OG0000073	Prbg.g_00219	Syaf.g_02700
OG0000075	Prbg.g_01821	Syaf.g_00353
OG0000076	Prbg.g_01847	Syaf.g_00388
OG0000077	Prbg.g_00791	Syaf.g_00951
OG0000078	Prbg.g_01022	Syaf.g_02782
OG0000079	Prbg.g_01035	Syaf.g_00197
OG0000081	Prbg.g_00248	Syaf.g_02776
OG0000082	Prbg.g_00304, Prbg.g_01639	Syaf.g_02576
OG0000084	Prbg.g_00588	Syaf.g_02409
OG0000085	Prbg.g_01642, Prbg.g_00716	Syaf.g_01048
OG0000086	Prbg.g_00782	Syaf.g_00932
OG0000087	Prbg.g_00913	Syaf.g_00848
OG0000088	Prbg.g_00944	Syaf.g_00811
OG0000089	Prbg.g_00137	Syaf.g_02807
OG0000090	Prbg.g_00250	Syaf.g_02654
OG0000091	Prbg.g_01414	Syaf.g_02302
OG0000093	Prbg.g_01385	Syaf.g_01775
OG0000097	Prbg.g_01440	Syaf.g_01574
OG0000098	Prbg.g_00505	Syaf.g_01637
OG0000099	Prbg.g_00552	Syaf.g_00312
OG0000100	Prbg.g_00670	Syaf.g_02017
OG0000101	Prbg.g_01785	Syaf.g_00093
OG0000102	Prbg.g_01852	Syaf.g_00393
OG0000103	Prbg.g_01937	Syaf.g_00520
OG0000104	Prbg.g_00763	Syaf.g_00502
OG0000105	Prbg.g_00053	Syaf.g_00235
OG0000106	Prbg.g_00388	Syaf.g_01745
OG0000107	Prbg.g_01714	Syaf.g_00177
OG0000108	Prbg.g_00199	Syaf.g_02721
OG0000109	Prbg.g_00213	Syaf.g_02706
OG0000110	Prbg.g_00293	Syaf.g_02589
OG0000112	Prbg.g_00366	Syaf.g_01852
OG0000113	Prbg.g_01182	Syaf.g_02022
OG0000114	Prbg.g_01084	Syaf.g_02103
OG0000115	Prbg.g_01555	Syaf.g_02445
OG0000116	Prbg.g_01497	Syaf.g_01276
OG0000117	Prbg.g_01459	Syaf.g_01605
OG0000118	Prbg.g_00490	Syaf.g_02544
OG0000120	Prbg.g_00549	Syaf.g_00313
OG0000121	Prbg.g_00593	Syaf.g_02419
OG0000123	Prbg.g_01792	Syaf.g_00086
OG0000124	Prbg.g_01864	Syaf.g_00414
OG0000125	Prbg.g_01900	Syaf.g_00640
OG0000126	Prbg.g_00762	Syaf.g_00504
OG0000128	Prbg.g_00778	Syaf.g_00486
OG0000129	Prbg.g_00829	Syaf.g_00651
OG0000130	Prbg.g_00800	Syaf.g_00963
OG0000131	Prbg.g_00922	Syaf.g_00833
OG0000132	Prbg.g_00942	Syaf.g_00813
OG0000133	Prbg.g_00100	Syaf.g_01857
OG0000134	Prbg.g_00139	Syaf.g_02804
OG0000135	Prbg.g_00459	Syaf.g_00605
OG0000136	Prbg.g_00161	Syaf.g_01224
OG0000137	Prbg.g_00194	Syaf.g_02498
OG0000138	Prbg.g_00214	Syaf.g_02705
OG0000139	Prbg.g_00254	Syaf.g_02648
OG0000140	Prbg.g_00255	Syaf.g_02646
OG0000141	Prbg.g_00327	Syaf.g_02375
OG0000142	Prbg.g_01422	Syaf.g_02310
OG0000143	Prbg.g_01418	Syaf.g_02306
OG0000144	Prbg.g_01404	Syaf.g_01735
OG0000145	Prbg.g_00461	Syaf.g_02699
OG0000146	Prbg.g_00365	Syaf.g_01851
OG0000147	Prbg.g_00364	Syaf.g_01850
OG0000148	Prbg.g_01176	Syaf.g_02028
OG0000149	Prbg.g_01208	Syaf.g_01371
OG0000150	Prbg.g_01218	Syaf.g_02645
OG0000151	Prbg.g_01094	Syaf.g_02091
OG0000152	Prbg.g_01287	Syaf.g_01861
OG0000153	Prbg.g_01306	Syaf.g_01904
OG0000154	Prbg.g_01326	Syaf.g_01930
OG0000155	Prbg.g_01465	Syaf.g_01324
OG0000156	Prbg.g_00466	Syaf.g_01270
OG0000157	Prbg.g_00467	Syaf.g_01269
OG0000158	Prbg.g_01829	Syaf.g_00364
OG0000160	Prbg.g_00592	Syaf.g_02418
OG0000161	Prbg.g_00598	Syaf.g_02424
OG0000162	Prbg.g_00604	Syaf.g_02431
OG0000163	Prbg.g_00643	Syaf.g_01105
OG0000164	Prbg.g_01674	Syaf.g_00999
OG0000165	Prbg.g_01681	Syaf.g_01197
OG0000166	Prbg.g_01748	Syaf.g_00133
OG0000167	Prbg.g_01819	Syaf.g_00350
OG0000168	Prbg.g_01830	Syaf.g_00365
OG0000169	Prbg.g_01840	Syaf.g_00376
OG0000170	Prbg.g_01843	Syaf.g_00383
OG0000171	Prbg.g_01863	Syaf.g_00413
OG0000172	Prbg.g_01870	Syaf.g_00419
OG0000173	Prbg.g_01885	Syaf.g_00438
OG0000174	Prbg.g_01915	Syaf.g_00603
OG0000175	Prbg.g_01928	Syaf.g_00531
OG0000176	Prbg.g_00771	Syaf.g_00494
OG0000177	Prbg.g_00772	Syaf.g_00493
OG0000178	Prbg.g_00773	Syaf.g_00492
OG0000179	Prbg.g_00858	Syaf.g_00477
OG0000180	Prbg.g_00857	Syaf.g_00476
OG0000181	Prbg.g_00856	Syaf.g_00475
OG0000182	Prbg.g_00855	Syaf.g_00474
OG0000183	Prbg.g_00851	Syaf.g_00470
OG0000184	Prbg.g_00825	Syaf.g_00664
OG0000185	Prbg.g_00822	Syaf.g_00684
OG0000186	Prbg.g_00806	Syaf.g_00968
OG0000187	Prbg.g_00805	Syaf.g_00966
OG0000188	Prbg.g_00788	Syaf.g_00944
OG0000189	Prbg.g_00866	Syaf.g_00916
OG0000190	Prbg.g_00868	Syaf.g_00914
OG0000191	Prbg.g_00891	Syaf.g_00877
OG0000192	Prbg.g_00896	Syaf.g_00871
OG0000193	Prbg.g_00923	Syaf.g_00832
OG0000194	Prbg.g_00926	Syaf.g_00829
OG0000195	Prbg.g_00928	Syaf.g_00827
OG0000196	Prbg.g_00939	Syaf.g_00816
OG0000197	Prbg.g_00940	Syaf.g_00815
OG0000198	Prbg.g_00941	Syaf.g_00814
OG0000199	Prbg.g_00948	Syaf.g_00806
OG0000200	Prbg.g_00962	Syaf.g_00789
OG0000202	Prbg.g_00972	Syaf.g_00770
OG0000203	Prbg.g_00973	Syaf.g_00769
OG0000204	Prbg.g_00974	Syaf.g_00768
OG0000205	Prbg.g_00981	Syaf.g_00761
OG0000206	Prbg.g_00986	Syaf.g_00736
OG0000207	Prbg.g_00989	Syaf.g_00735
OG0000208	Prbg.g_00990	Syaf.g_00734
OG0000209	Prbg.g_00999	Syaf.g_00714
OG0000210	Prbg.g_01000	Syaf.g_00713
OG0000211	Prbg.g_01015	Syaf.g_02791
OG0000212	Prbg.g_01023	Syaf.g_02781
OG0000213	Prbg.g_01041	Syaf.g_00210
OG0000214	Prbg.g_00046	Syaf.g_00226
OG0000215	Prbg.g_00073	Syaf.g_00258
OG0000216	Prbg.g_00074	Syaf.g_00262
OG0000217	Prbg.g_00077	Syaf.g_00266
OG0000218	Prbg.g_00079	Syaf.g_00268
OG0000219	Prbg.g_00080	Syaf.g_00269
OG0000220	Prbg.g_00081	Syaf.g_00270
OG0000221	Prbg.g_00082	Syaf.g_02597, Syaf.g_00273
OG0000222	Prbg.g_00089	Syaf.g_00287
OG0000223	Prbg.g_00101	Syaf.g_00317
OG0000224	Prbg.g_00103	Syaf.g_00324
OG0000225	Prbg.g_00129	Syaf.g_00007
OG0000226	Prbg.g_01941	Syaf.g_00003
OG0000227	Prbg.g_01943	Syaf.g_00001
OG0000228	Prbg.g_00136	Syaf.g_02808
OG0000229	Prbg.g_00156	Syaf.g_01214
OG0000230	Prbg.g_00158	Syaf.g_01216
OG0000231	Prbg.g_00169	Syaf.g_01236
OG0000232	Prbg.g_00180	Syaf.g_02536
OG0000233	Prbg.g_00186	Syaf.g_02528
OG0000234	Prbg.g_00195	Syaf.g_02497
OG0000235	Prbg.g_00198	Syaf.g_02722
OG0000236	Prbg.g_00212	Syaf.g_02707
OG0000237	Prbg.g_00225	Syaf.g_02690
OG0000238	Prbg.g_00231	Syaf.g_02685
OG0000239	Prbg.g_00242	Syaf.g_02669
OG0000240	Prbg.g_00243	Syaf.g_02668
OG0000241	Prbg.g_00247	Syaf.g_02322
OG0000242	Prbg.g_00249	Syaf.g_02656
OG0000243	Prbg.g_00260	Syaf.g_02634
OG0000244	Prbg.g_00264	Syaf.g_02627
OG0000245	Prbg.g_00266	Syaf.g_02625
OG0000246	Prbg.g_00270	Syaf.g_02621
OG0000247	Prbg.g_00280	Syaf.g_02610
OG0000248	Prbg.g_00283	Syaf.g_02607
OG0000249	Prbg.g_00285	Syaf.g_02605
OG0000250	Prbg.g_00290	Syaf.g_02593
OG0000251	Prbg.g_00310	Syaf.g_02568
OG0000252	Prbg.g_00313	Syaf.g_02565
OG0000253	Prbg.g_00314	Syaf.g_02564
OG0000254	Prbg.g_00331	Syaf.g_02371
OG0000255	Prbg.g_00337	Syaf.g_02352
OG0000256	Prbg.g_00347	Syaf.g_02329
OG0000257	Prbg.g_01427	Syaf.g_02323
OG0000258	Prbg.g_01413	Syaf.g_02301
OG0000259	Prbg.g_01396	Syaf.g_02137
OG0000260	Prbg.g_01393	Syaf.g_02134
OG0000261	Prbg.g_01390	Syaf.g_02131
OG0000262	Prbg.g_01386	Syaf.g_02126
OG0000263	Prbg.g_01122	Syaf.g_01585
OG0000264	Prbg.g_01133	Syaf.g_01473
OG0000265	Prbg.g_01151	Syaf.g_01196
OG0000266	Prbg.g_01367	Syaf.g_01967
OG0000267	Prbg.g_01355	Syaf.g_01787
OG0000268	Prbg.g_01354	Syaf.g_01788
OG0000269	Prbg.g_01154	Syaf.g_02054
OG0000270	Prbg.g_01157	Syaf.g_02051
OG0000271	Prbg.g_01165	Syaf.g_02043
OG0000272	Prbg.g_01166	Syaf.g_02042
OG0000273	Prbg.g_01190	Syaf.g_01392
OG0000274	Prbg.g_01191	Syaf.g_01391
OG0000275	Prbg.g_01194	Syaf.g_01386
OG0000276	Prbg.g_01200	Syaf.g_01379
OG0000277	Prbg.g_01201	Syaf.g_01378
OG0000278	Prbg.g_01204	Syaf.g_01375
OG0000279	Prbg.g_01211	Syaf.g_01367
OG0000280	Prbg.g_01212	Syaf.g_01337
OG0000281	Prbg.g_01219	Syaf.g_01636
OG0000282	Prbg.g_01086	Syaf.g_02101
OG0000283	Prbg.g_01263	Syaf.g_01804
OG0000284	Prbg.g_01268	Syaf.g_01810
OG0000285	Prbg.g_01273	Syaf.g_01842
OG0000286	Prbg.g_01286	Syaf.g_01860
OG0000287	Prbg.g_01552	Syaf.g_01896
OG0000288	Prbg.g_01325	Syaf.g_01929
OG0000289	Prbg.g_01341	Syaf.g_01943
OG0000290	Prbg.g_01237	Syaf.g_01439
OG0000291	Prbg.g_01235	Syaf.g_01441
OG0000292	Prbg.g_01531	Syaf.g_00505
OG0000293	Prbg.g_01496	Syaf.g_01277
OG0000294	Prbg.g_01495	Syaf.g_01278
OG0000295	Prbg.g_01472	Syaf.g_01316
OG0000296	Prbg.g_01470	Syaf.g_01318
OG0000297	Prbg.g_01461	Syaf.g_01607
OG0000298	Prbg.g_01460	Syaf.g_01606
OG0000299	Prbg.g_01441	Syaf.g_01578
OG0000300	Prbg.g_01438	Syaf.g_01571
OG0000301	Prbg.g_01437	Syaf.g_01570
OG0000302	Prbg.g_01435	Syaf.g_01568
OG0000303	Prbg.g_01429	Syaf.g_01559
OG0000304	Prbg.g_00352	Syaf.g_01551
OG0000305	Prbg.g_01529	Syaf.g_01444
OG0000306	Prbg.g_01223	Syaf.g_01332
OG0000307	Prbg.g_00538	Syaf.g_02742
OG0000308	Prbg.g_00539	Syaf.g_02744
OG0000309	Prbg.g_00543	Syaf.g_02749
OG0000310	Prbg.g_00577	Syaf.g_02387
OG0000311	Prbg.g_00579	Syaf.g_02391
OG0000312	Prbg.g_00582	Syaf.g_02397
OG0000313	Prbg.g_00595	Syaf.g_02421
OG0000314	Prbg.g_00618	Syaf.g_02458
OG0000315	Prbg.g_00628	Syaf.g_02468
OG0000316	Prbg.g_00653	Syaf.g_01088
OG0000317	Prbg.g_01647	Syaf.g_01040
OG0000318	Prbg.g_01651	Syaf.g_01032
OG0000319	Prbg.g_01664	Syaf.g_01015
OG0000320	Prbg.g_01666	Syaf.g_01013
OG0000321	Prbg.g_01667	Syaf.g_01012
OG0000322	Prbg.g_01668	Syaf.g_01011
OG0000323	Prbg.g_01677	Syaf.g_00997
OG0000324	Prbg.g_01704	Syaf.g_01164
OG0000325	Prbg.g_01715	Syaf.g_00176
OG0000326	Prbg.g_01722	Syaf.g_00169
OG0000327	Prbg.g_01743	Syaf.g_00138
OG0000328	Prbg.g_01744	Syaf.g_00137
OG0000329	Prbg.g_01761	Syaf.g_00119
OG0000330	Prbg.g_01762	Syaf.g_00118
OG0000331	Prbg.g_01763	Syaf.g_00117
OG0000332	Prbg.g_01777	Syaf.g_00102
OG0000333	Prbg.g_01779	Syaf.g_00099
OG0000334	Prbg.g_01788	Syaf.g_00090
OG0000335	Prbg.g_01793	Syaf.g_00085
OG0000336	Prbg.g_01797	Syaf.g_00081
OG0000337	Prbg.g_01815	Syaf.g_00344
OG0000338	Prbg.g_01816	Syaf.g_00348
OG0000339	Prbg.g_01822	Syaf.g_00355
OG0000340	Prbg.g_01831	Syaf.g_00366
OG0000341	Prbg.g_01833	Syaf.g_00368
OG0000342	Prbg.g_01834	Syaf.g_00369
OG0000343	Prbg.g_01835	Syaf.g_00370
OG0000344	Prbg.g_01838	Syaf.g_00374
OG0000345	Prbg.g_01844	Syaf.g_00384
OG0000346	Prbg.g_01848	Syaf.g_00389
OG0000347	Prbg.g_01865	Syaf.g_00415
OG0000348	Prbg.g_01873	Syaf.g_00427
OG0000349	Prbg.g_01891	Syaf.g_00445
OG0000350	Prbg.g_00419	Syaf.g_00162
OG0000351	Prbg.g_01931	Syaf.g_00528
OG0000352	Prbg.g_01932	Syaf.g_00527
OG0000353	Prbg.g_00766	Syaf.g_00499
OG0000355	Prbg.g_00768	Syaf.g_00497
OG0000356	Prbg.g_00769	Syaf.g_00496
OG0000357	Prbg.g_00770	Syaf.g_00495
OG0000358	Prbg.g_00774	Syaf.g_00491
OG0000359	Prbg.g_00775	Syaf.g_00489
OG0000360	Prbg.g_00776	Syaf.g_00488
OG0000361	Prbg.g_00777	Syaf.g_00487
OG0000362	Prbg.g_00779	Syaf.g_00485
OG0000363	Prbg.g_00860	Syaf.g_00483
OG0000364	Prbg.g_00859	Syaf.g_00482
OG0000365	Prbg.g_00854	Syaf.g_00473
OG0000366	Prbg.g_00853	Syaf.g_00472
OG0000367	Prbg.g_00852	Syaf.g_00471
OG0000368	Prbg.g_00850	Syaf.g_00469
OG0000369	Prbg.g_00849	Syaf.g_00468
OG0000370	Prbg.g_00848	Syaf.g_00467
OG0000371	Prbg.g_00841	Syaf.g_00458
OG0000372	Prbg.g_00838	Syaf.g_00453
OG0000373	Prbg.g_00837	Syaf.g_00452
OG0000374	Prbg.g_00836	Syaf.g_00451
OG0000375	Prbg.g_00834	Syaf.g_00449
OG0000376	Prbg.g_00832	Syaf.g_00447
OG0000377	Prbg.g_00828	Syaf.g_00654
OG0000378	Prbg.g_00824	Syaf.g_00668
OG0000379	Prbg.g_00821	Syaf.g_00686
OG0000380	Prbg.g_00804	Syaf.g_00965
OG0000381	Prbg.g_00799	Syaf.g_00962
OG0000382	Prbg.g_00789	Syaf.g_00945
OG0000383	Prbg.g_00787	Syaf.g_00941
OG0000384	Prbg.g_00786	Syaf.g_00940
OG0000385	Prbg.g_00785	Syaf.g_00939
OG0000386	Prbg.g_00784	Syaf.g_00938
OG0000387	Prbg.g_00870	Syaf.g_00912
OG0000388	Prbg.g_00874	Syaf.g_00908
OG0000389	Prbg.g_00877	Syaf.g_00904
OG0000390	Prbg.g_00887	Syaf.g_00883
OG0000391	Prbg.g_00890	Syaf.g_00878
OG0000392	Prbg.g_00894	Syaf.g_00872
OG0000393	Prbg.g_00897	Syaf.g_00870
OG0000394	Prbg.g_00898	Syaf.g_00869
OG0000395	Prbg.g_00899	Syaf.g_00868
OG0000396	Prbg.g_00901	Syaf.g_00865
OG0000397	Prbg.g_00903	Syaf.g_00863
OG0000398	Prbg.g_00906	Syaf.g_00858
OG0000399	Prbg.g_00907	Syaf.g_00857
OG0000400	Prbg.g_00908	Syaf.g_00856
OG0000401	Prbg.g_00909	Syaf.g_00855
OG0000402	Prbg.g_01349	Syaf.g_00852
OG0000403	Prbg.g_00911	Syaf.g_00851
OG0000404	Prbg.g_00912	Syaf.g_00850
OG0000405	Prbg.g_00916	Syaf.g_00835
OG0000406	Prbg.g_00924	Syaf.g_00831
OG0000407	Prbg.g_00925	Syaf.g_00830
OG0000408	Prbg.g_00927	Syaf.g_00828
OG0000409	Prbg.g_00929	Syaf.g_00826
OG0000410	Prbg.g_00930	Syaf.g_00825
OG0000411	Prbg.g_00931	Syaf.g_00824
OG0000412	Prbg.g_00932	Syaf.g_00823
OG0000413	Prbg.g_00934	Syaf.g_00821
OG0000414	Prbg.g_00935	Syaf.g_00820
OG0000415	Prbg.g_00936	Syaf.g_00819
OG0000416	Prbg.g_00937	Syaf.g_00818
OG0000417	Prbg.g_00938	Syaf.g_00817
OG0000418	Prbg.g_00943	Syaf.g_00812
OG0000419	Prbg.g_00945	Syaf.g_00810
OG0000420	Prbg.g_00946	Syaf.g_00808
OG0000421	Prbg.g_00951	Syaf.g_00803
OG0000422	Prbg.g_00952	Syaf.g_00802
OG0000423	Prbg.g_00953	Syaf.g_00801
OG0000424	Prbg.g_00954	Syaf.g_00800
OG0000425	Prbg.g_00955	Syaf.g_00799
OG0000426	Prbg.g_00956	Syaf.g_00798
OG0000427	Prbg.g_00957	Syaf.g_00797
OG0000428	Prbg.g_00959	Syaf.g_00794
OG0000429	Prbg.g_00960	Syaf.g_00792
OG0000430	Prbg.g_00961	Syaf.g_00790
OG0000431	Prbg.g_00963	Syaf.g_00786
OG0000432	Prbg.g_00967	Syaf.g_00779
OG0000433	Prbg.g_00968	Syaf.g_00777
OG0000434	Prbg.g_00969	Syaf.g_00776
OG0000435	Prbg.g_00970	Syaf.g_00772
OG0000436	Prbg.g_00975	Syaf.g_00767
OG0000437	Prbg.g_00976	Syaf.g_00766
OG0000438	Prbg.g_00977	Syaf.g_00765
OG0000439	Prbg.g_00979	Syaf.g_00763
OG0000440	Prbg.g_00980	Syaf.g_00762
OG0000441	Prbg.g_00983	Syaf.g_00756
OG0000442	Prbg.g_00984	Syaf.g_00743
OG0000443	Prbg.g_00985	Syaf.g_00739
OG0000444	Prbg.g_00991	Syaf.g_00733
OG0000445	Prbg.g_00992	Syaf.g_00729
OG0000446	Prbg.g_00993	Syaf.g_00728
OG0000447	Prbg.g_00994	Syaf.g_00725
OG0000448	Prbg.g_00995	Syaf.g_00724
OG0000449	Prbg.g_00996	Syaf.g_00723
OG0000450	Prbg.g_00997	Syaf.g_00717
OG0000451	Prbg.g_00998	Syaf.g_00716
OG0000452	Prbg.g_01001	Syaf.g_00712
OG0000453	Prbg.g_01002	Syaf.g_00711
OG0000454	Prbg.g_01003	Syaf.g_00710
OG0000455	Prbg.g_01004	Syaf.g_00709
OG0000456	Prbg.g_01005	Syaf.g_00708
OG0000457	Prbg.g_01007	Syaf.g_00706
OG0000458	Prbg.g_01008	Syaf.g_00705
OG0000459	Prbg.g_01009	Syaf.g_00704
OG0000460	Prbg.g_01017	Syaf.g_02789
OG0000461	Prbg.g_01025	Syaf.g_00183
OG0000462	Prbg.g_01027	Syaf.g_00186
OG0000463	Prbg.g_01028	Syaf.g_00187
OG0000464	Prbg.g_01029	Syaf.g_00188
OG0000465	Prbg.g_01030	Syaf.g_00190
OG0000466	Prbg.g_01033	Syaf.g_00194
OG0000467	Prbg.g_01034	Syaf.g_00196
OG0000468	Prbg.g_01037	Syaf.g_00206
OG0000469	Prbg.g_01045	Syaf.g_00220
OG0000470	Prbg.g_00042	Syaf.g_00222
OG0000471	Prbg.g_00043	Syaf.g_00223
OG0000472	Prbg.g_00045	Syaf.g_00225
OG0000473	Prbg.g_00047	Syaf.g_00227
OG0000474	Prbg.g_00048	Syaf.g_00228
OG0000475	Prbg.g_00049	Syaf.g_00229
OG0000476	Prbg.g_00051	Syaf.g_00231
OG0000477	Prbg.g_00054	Syaf.g_00237
OG0000478	Prbg.g_00055	Syaf.g_00238
OG0000479	Prbg.g_00056	Syaf.g_00239
OG0000480	Prbg.g_00061	Syaf.g_00247
OG0000481	Prbg.g_00064	Syaf.g_00249
OG0000482	Prbg.g_00065	Syaf.g_00250
OG0000483	Prbg.g_00068	Syaf.g_00254
OG0000484	Prbg.g_00069	Syaf.g_00255
OG0000485	Prbg.g_00071	Syaf.g_00256
OG0000486	Prbg.g_00072	Syaf.g_00257
OG0000487	Prbg.g_00075	Syaf.g_00263
OG0000488	Prbg.g_00078	Syaf.g_00267
OG0000489	Prbg.g_00083	Syaf.g_00274
OG0000490	Prbg.g_00087	Syaf.g_00284
OG0000491	Prbg.g_00088	Syaf.g_00285
OG0000492	Prbg.g_00090	Syaf.g_00288
OG0000493	Prbg.g_00091	Syaf.g_00289
OG0000494	Prbg.g_00092	Syaf.g_00290
OG0000495	Prbg.g_00093	Syaf.g_00291
OG0000496	Prbg.g_00094	Syaf.g_00292
OG0000497	Prbg.g_00095	Syaf.g_00293
OG0000498	Prbg.g_00096	Syaf.g_00294
OG0000499	Prbg.g_00097	Syaf.g_00295
OG0000500	Prbg.g_00098	Syaf.g_00296
OG0000501	Prbg.g_00099	Syaf.g_00299
OG0000502	Prbg.g_00102	Syaf.g_00319
OG0000503	Prbg.g_00117	Syaf.g_00023
OG0000504	Prbg.g_00119	Syaf.g_00021
OG0000505	Prbg.g_00120	Syaf.g_00020
OG0000506	Prbg.g_00121	Syaf.g_00018
OG0000507	Prbg.g_00124	Syaf.g_00012
OG0000508	Prbg.g_00128	Syaf.g_00008
OG0000509	Prbg.g_00130	Syaf.g_00006
OG0000510	Prbg.g_00131	Syaf.g_00005
OG0000511	Prbg.g_00132	Syaf.g_00004
OG0000512	Prbg.g_01942	Syaf.g_00002
OG0000513	Prbg.g_00140	Syaf.g_02803
OG0000514	Prbg.g_00151	Syaf.g_02796
OG0000515	Prbg.g_00152	Syaf.g_02795
OG0000516	Prbg.g_00153	Syaf.g_01219
OG0000517	Prbg.g_00155	Syaf.g_01213
OG0000518	Prbg.g_00166	Syaf.g_01230
OG0000519	Prbg.g_00167	Syaf.g_01231
OG0000520	Prbg.g_00168	Syaf.g_01235
OG0000521	Prbg.g_00176	Syaf.g_02542
OG0000522	Prbg.g_00178	Syaf.g_02538
OG0000523	Prbg.g_00179	Syaf.g_02537
OG0000524	Prbg.g_00184	Syaf.g_02531
OG0000525	Prbg.g_00188	Syaf.g_02507
OG0000526	Prbg.g_00189	Syaf.g_02504
OG0000527	Prbg.g_00192	Syaf.g_02500
OG0000528	Prbg.g_00197	Syaf.g_02728
OG0000529	Prbg.g_00200	Syaf.g_02720
OG0000530	Prbg.g_00203	Syaf.g_02717
OG0000531	Prbg.g_00204	Syaf.g_02716
OG0000532	Prbg.g_00206	Syaf.g_02713
OG0000533	Prbg.g_00207	Syaf.g_02712
OG0000534	Prbg.g_00208	Syaf.g_02711
OG0000535	Prbg.g_00209	Syaf.g_02710
OG0000536	Prbg.g_00210	Syaf.g_02709
OG0000537	Prbg.g_00211	Syaf.g_02708
OG0000538	Prbg.g_00220	Syaf.g_02697
OG0000539	Prbg.g_00221	Syaf.g_02696
OG0000540	Prbg.g_00222	Syaf.g_02695
OG0000541	Prbg.g_00223	Syaf.g_02694
OG0000542	Prbg.g_00224	Syaf.g_02691
OG0000543	Prbg.g_00226	Syaf.g_02689
OG0000544	Prbg.g_00227	Syaf.g_02688
OG0000545	Prbg.g_00229	Syaf.g_02686
OG0000546	Prbg.g_00232	Syaf.g_02684
OG0000547	Prbg.g_00234	Syaf.g_02682
