Orthogroup	Prbg	Syam
OG0000029	Prbg.g_01740, Prbg.g_00734, Prbg.g_01581	Syam.g_01390, Syam.g_01055
OG0000030	Prbg.g_01858	Syam.g_00104, Syam.g_00103
OG0000031	Prbg.g_00550	Syam.g_00086
OG0000032	Prbg.g_00630	Syam.g_01660
OG0000033	Prbg.g_00947	Syam.g_02217
OG0000034	Prbg.g_00488	Syam.g_02185, Syam.g_01843, Syam.g_02187
OG0000035	Prbg.g_00591	Syam.g_01612
OG0000037	Prbg.g_00881	Syam.g_02125
OG0000038	Prbg.g_01898	Syam.g_02317
OG0000039	Prbg.g_01128	Syam.g_00749
OG0000041	Prbg.g_01697	Syam.g_01899
OG0000042	Prbg.g_01855	Syam.g_00107
OG0000045	Prbg.g_01530	Syam.g_02028
OG0000046	Prbg.g_00105	Syam.g_00403, Syam.g_00410, Syam.g_00420
OG0000047	Prbg.g_00143	Syam.g_00434
OG0000048	Prbg.g_00464, Prbg.g_00050	Syam.g_00243
OG0000052	Prbg.g_00816, Prbg.g_00569	Syam.g_00161
OG0000053	Prbg.g_01595, Prbg.g_00612	Syam.g_01636
OG0000054	Prbg.g_00326	Syam.g_01515
OG0000055	Prbg.g_01535	Syam.g_00754
OG0000057	Prbg.g_01143	Syam.g_00784
OG0000058	Prbg.g_00551	Syam.g_00169
OG0000059	Prbg.g_01737	Syam.g_00320
OG0000061	Prbg.g_01486	Syam.g_01795
OG0000062	Prbg.g_00676	Syam.g_01972
OG0000063	Prbg.g_00730	Syam.g_00039
OG0000064	Prbg.g_00802	Syam.g_02363, Syam.g_01415, Syam.g_01414, Syam.g_00978, Syam.g_01964
OG0000065	Prbg.g_00879	Syam.g_02121
OG0000066	Prbg.g_00256	Syam.g_00552, Syam.g_00662
OG0000067	Prbg.g_01159	Syam.g_01290
OG0000068	Prbg.g_00529	Syam.g_00575
OG0000070	Prbg.g_00170	Syam.g_01847
OG0000071	Prbg.g_00477	Syam.g_01830
OG0000072	Prbg.g_00949	Syam.g_02219
OG0000073	Prbg.g_00219	Syam.g_00604
OG0000075	Prbg.g_01821	Syam.g_00148
OG0000076	Prbg.g_01847	Syam.g_00115
OG0000077	Prbg.g_00791	Syam.g_02074
OG0000078	Prbg.g_01022	Syam.g_00514
OG0000079	Prbg.g_01035	Syam.g_00270
OG0000081	Prbg.g_00248	Syam.g_00520
OG0000082	Prbg.g_00304, Prbg.g_01639	Syam.g_01730
OG0000085	Prbg.g_01642, Prbg.g_00716	Syam.g_01979
OG0000086	Prbg.g_00782	Syam.g_02092
OG0000087	Prbg.g_00913	Syam.g_02175
OG0000088	Prbg.g_00944	Syam.g_02213
OG0000089	Prbg.g_00137	Syam.g_00489
OG0000090	Prbg.g_00250	Syam.g_00651
OG0000091	Prbg.g_01414	Syam.g_01460
OG0000097	Prbg.g_01440	Syam.g_00874
OG0000098	Prbg.g_00505	Syam.g_00944
OG0000099	Prbg.g_00552	Syam.g_00173
OG0000100	Prbg.g_00670	Syam.g_01259
OG0000101	Prbg.g_01785	Syam.g_00371
OG0000102	Prbg.g_01852	Syam.g_00110
OG0000103	Prbg.g_01937	Syam.g_02428
OG0000104	Prbg.g_00763	Syam.g_02442
OG0000105	Prbg.g_00053	Syam.g_00238
OG0000106	Prbg.g_00388	Syam.g_01039
OG0000107	Prbg.g_01714	Syam.g_00288
OG0000108	Prbg.g_00199	Syam.g_00583
OG0000109	Prbg.g_00213	Syam.g_00598
OG0000110	Prbg.g_00293	Syam.g_01743
OG0000112	Prbg.g_00366	Syam.g_01115
OG0000113	Prbg.g_01182	Syam.g_01264
OG0000114	Prbg.g_01084	Syam.g_01349
OG0000115	Prbg.g_01555	Syam.g_01634
OG0000116	Prbg.g_01497	Syam.g_01807
OG0000117	Prbg.g_01459	Syam.g_00904
OG0000118	Prbg.g_00490	Syam.g_01698
OG0000120	Prbg.g_00549	Syam.g_00172
OG0000121	Prbg.g_00593	Syam.g_01615
OG0000122	Prbg.g_00448, Prbg.g_00634	Syam.g_01436
OG0000123	Prbg.g_01792	Syam.g_00379
OG0000124	Prbg.g_01864	Syam.g_00096
OG0000125	Prbg.g_01900	Syam.g_02319
OG0000126	Prbg.g_00762	Syam.g_02440
OG0000128	Prbg.g_00778	Syam.g_00012
OG0000129	Prbg.g_00829	Syam.g_02307
OG0000130	Prbg.g_00800	Syam.g_02062
OG0000131	Prbg.g_00922	Syam.g_02191
OG0000132	Prbg.g_00942	Syam.g_02211
OG0000133	Prbg.g_00100	Syam.g_01120
OG0000134	Prbg.g_00139	Syam.g_00492
OG0000135	Prbg.g_00459	Syam.g_02347
OG0000136	Prbg.g_00161	Syam.g_01857
OG0000137	Prbg.g_00194	Syam.g_01668
OG0000138	Prbg.g_00214	Syam.g_00599
OG0000139	Prbg.g_00254	Syam.g_00657
OG0000140	Prbg.g_00255	Syam.g_00659
OG0000141	Prbg.g_00327	Syam.g_01514
OG0000142	Prbg.g_01422	Syam.g_01468
OG0000143	Prbg.g_01418	Syam.g_01464
OG0000144	Prbg.g_01404	Syam.g_01032
OG0000145	Prbg.g_00461	Syam.g_00605
OG0000146	Prbg.g_00365	Syam.g_01114
OG0000147	Prbg.g_00364	Syam.g_01113
OG0000148	Prbg.g_01176	Syam.g_01270
OG0000149	Prbg.g_01208	Syam.g_00725
OG0000150	Prbg.g_01218	Syam.g_00660
OG0000151	Prbg.g_01094	Syam.g_01338
OG0000152	Prbg.g_01287	Syam.g_01124
OG0000153	Prbg.g_01306	Syam.g_01160
OG0000154	Prbg.g_01326	Syam.g_01187
OG0000155	Prbg.g_01465	Syam.g_01763
OG0000156	Prbg.g_00466	Syam.g_01814
OG0000157	Prbg.g_00467	Syam.g_01815
OG0000158	Prbg.g_01829	Syam.g_00139
OG0000160	Prbg.g_00592	Syam.g_01614
OG0000161	Prbg.g_00598	Syam.g_01620
OG0000162	Prbg.g_00604	Syam.g_01627
OG0000163	Prbg.g_00643	Syam.g_01927
OG0000164	Prbg.g_01674	Syam.g_02023
OG0000165	Prbg.g_01681	Syam.g_01879, Syam.g_01878
OG0000166	Prbg.g_01748	Syam.g_00330
OG0000167	Prbg.g_01819	Syam.g_00151
OG0000168	Prbg.g_01830	Syam.g_00138
OG0000169	Prbg.g_01840	Syam.g_00127
OG0000170	Prbg.g_01843	Syam.g_00120
OG0000171	Prbg.g_01863	Syam.g_00097
OG0000172	Prbg.g_01870	Syam.g_00075
OG0000173	Prbg.g_01885	Syam.g_00057
OG0000174	Prbg.g_01915	Syam.g_02349
OG0000175	Prbg.g_01928	Syam.g_02417
OG0000176	Prbg.g_00771	Syam.g_00004
OG0000177	Prbg.g_00772	Syam.g_00005
OG0000178	Prbg.g_00773	Syam.g_00006
OG0000179	Prbg.g_00858	Syam.g_00021
OG0000180	Prbg.g_00857	Syam.g_00022
OG0000181	Prbg.g_00856	Syam.g_00023
OG0000182	Prbg.g_00855	Syam.g_00024
OG0000183	Prbg.g_00851	Syam.g_00028
OG0000184	Prbg.g_00825	Syam.g_02298
OG0000185	Prbg.g_00822	Syam.g_02295
OG0000186	Prbg.g_00806	Syam.g_02058
OG0000187	Prbg.g_00805	Syam.g_02059
OG0000188	Prbg.g_00788	Syam.g_02081
OG0000189	Prbg.g_00866	Syam.g_02108
OG0000190	Prbg.g_00868	Syam.g_02110
OG0000191	Prbg.g_00891	Syam.g_02142
OG0000192	Prbg.g_00896	Syam.g_02148
OG0000193	Prbg.g_00923	Syam.g_02192
OG0000194	Prbg.g_00926	Syam.g_02195
OG0000195	Prbg.g_00928	Syam.g_02197
OG0000196	Prbg.g_00939	Syam.g_02208
OG0000197	Prbg.g_00940	Syam.g_02209
OG0000198	Prbg.g_00941	Syam.g_02210
OG0000199	Prbg.g_00948	Syam.g_02218
OG0000200	Prbg.g_00962	Syam.g_02234
OG0000202	Prbg.g_00972	Syam.g_02249
OG0000203	Prbg.g_00973	Syam.g_02250
OG0000204	Prbg.g_00974	Syam.g_02251
OG0000205	Prbg.g_00981	Syam.g_02258
OG0000206	Prbg.g_00986	Syam.g_02264
OG0000207	Prbg.g_00989	Syam.g_02266
OG0000208	Prbg.g_00990	Syam.g_02267
OG0000209	Prbg.g_00999	Syam.g_02278
OG0000210	Prbg.g_01000	Syam.g_02279
OG0000211	Prbg.g_01015	Syam.g_00504
OG0000212	Prbg.g_01023	Syam.g_00515
OG0000213	Prbg.g_01041	Syam.g_00263
OG0000214	Prbg.g_00046	Syam.g_00247
OG0000215	Prbg.g_00073	Syam.g_00216
OG0000216	Prbg.g_00074	Syam.g_00212
OG0000217	Prbg.g_00077	Syam.g_00208
OG0000218	Prbg.g_00079	Syam.g_00206
OG0000219	Prbg.g_00080	Syam.g_00205
OG0000220	Prbg.g_00081	Syam.g_00204
OG0000221	Prbg.g_00082	Syam.g_00198
OG0000222	Prbg.g_00089	Syam.g_00186
OG0000223	Prbg.g_00101	Syam.g_00168
OG0000224	Prbg.g_00103	Syam.g_00164
OG0000225	Prbg.g_00129	Syam.g_00473
OG0000226	Prbg.g_01941	Syam.g_00477
OG0000227	Prbg.g_01943	Syam.g_00479
OG0000228	Prbg.g_00136	Syam.g_00488
OG0000229	Prbg.g_00156	Syam.g_01867
OG0000230	Prbg.g_00158	Syam.g_01865
OG0000231	Prbg.g_00169	Syam.g_01848
OG0000232	Prbg.g_00180	Syam.g_01692
OG0000233	Prbg.g_00186	Syam.g_01678
OG0000234	Prbg.g_00195	Syam.g_01667
OG0000235	Prbg.g_00198	Syam.g_00582
OG0000236	Prbg.g_00212	Syam.g_00597
OG0000237	Prbg.g_00225	Syam.g_00614
OG0000238	Prbg.g_00231	Syam.g_00619
OG0000239	Prbg.g_00242	Syam.g_00637
OG0000240	Prbg.g_00243	Syam.g_00638
OG0000241	Prbg.g_00247	Syam.g_01477
OG0000242	Prbg.g_00249	Syam.g_00649
OG0000243	Prbg.g_00260	Syam.g_00668
OG0000244	Prbg.g_00264	Syam.g_00674
OG0000245	Prbg.g_00266	Syam.g_00676
OG0000246	Prbg.g_00270	Syam.g_00680
OG0000247	Prbg.g_00280	Syam.g_00692
OG0000248	Prbg.g_00283	Syam.g_00695
OG0000249	Prbg.g_00285	Syam.g_00697
OG0000250	Prbg.g_00290	Syam.g_01747
OG0000251	Prbg.g_00310	Syam.g_01722
OG0000252	Prbg.g_00313	Syam.g_01719
OG0000253	Prbg.g_00314	Syam.g_01718
OG0000254	Prbg.g_00331	Syam.g_01510
OG0000255	Prbg.g_00337	Syam.g_01500
OG0000256	Prbg.g_00347	Syam.g_01484
OG0000257	Prbg.g_01427	Syam.g_01478
OG0000258	Prbg.g_01413	Syam.g_01459
OG0000259	Prbg.g_01396	Syam.g_01378
OG0000260	Prbg.g_01393	Syam.g_01375
OG0000261	Prbg.g_01390	Syam.g_01372
OG0000262	Prbg.g_01386	Syam.g_01367
OG0000263	Prbg.g_01122	Syam.g_00885
OG0000264	Prbg.g_01133	Syam.g_00805
OG0000265	Prbg.g_01151	Syam.g_01880
OG0000266	Prbg.g_01367	Syam.g_01234
OG0000267	Prbg.g_01355	Syam.g_01071
OG0000268	Prbg.g_01354	Syam.g_01072
OG0000269	Prbg.g_01154	Syam.g_01295
OG0000270	Prbg.g_01157	Syam.g_01292
OG0000271	Prbg.g_01165	Syam.g_01284
OG0000272	Prbg.g_01166	Syam.g_01283
OG0000273	Prbg.g_01190	Syam.g_00745
OG0000274	Prbg.g_01191	Syam.g_00744
OG0000275	Prbg.g_01194	Syam.g_00741
OG0000276	Prbg.g_01200	Syam.g_00733
OG0000277	Prbg.g_01201	Syam.g_00732
OG0000278	Prbg.g_01204	Syam.g_00729
OG0000279	Prbg.g_01211	Syam.g_00721
OG0000280	Prbg.g_01212	Syam.g_00701
OG0000281	Prbg.g_01219	Syam.g_00943
OG0000282	Prbg.g_01086	Syam.g_01347
OG0000283	Prbg.g_01263	Syam.g_01087
OG0000284	Prbg.g_01268	Syam.g_01093
OG0000285	Prbg.g_01273	Syam.g_01105
OG0000286	Prbg.g_01286	Syam.g_01123
OG0000287	Prbg.g_01552	Syam.g_01153
OG0000288	Prbg.g_01325	Syam.g_01186
OG0000289	Prbg.g_01341	Syam.g_01201
OG0000290	Prbg.g_01237	Syam.g_00771
OG0000291	Prbg.g_01235	Syam.g_00773
OG0000292	Prbg.g_01531	Syam.g_02439
OG0000293	Prbg.g_01496	Syam.g_01806
OG0000294	Prbg.g_01495	Syam.g_01805
OG0000295	Prbg.g_01472	Syam.g_01771
OG0000296	Prbg.g_01470	Syam.g_01769
OG0000297	Prbg.g_01461	Syam.g_00906
OG0000298	Prbg.g_01460	Syam.g_00905
OG0000299	Prbg.g_01441	Syam.g_00878
OG0000300	Prbg.g_01438	Syam.g_00871
OG0000301	Prbg.g_01437	Syam.g_00870
OG0000302	Prbg.g_01435	Syam.g_00868
OG0000303	Prbg.g_01429	Syam.g_00859
OG0000304	Prbg.g_00352	Syam.g_00853
OG0000305	Prbg.g_01529	Syam.g_00776
OG0000306	Prbg.g_01223	Syam.g_01757
OG0000307	Prbg.g_00538	Syam.g_00566
OG0000308	Prbg.g_00539	Syam.g_00564
OG0000309	Prbg.g_00543	Syam.g_00559
OG0000310	Prbg.g_00577	Syam.g_01591
OG0000311	Prbg.g_00579	Syam.g_01595
OG0000312	Prbg.g_00582	Syam.g_01601
OG0000313	Prbg.g_00595	Syam.g_01617
OG0000314	Prbg.g_00618	Syam.g_01647
OG0000315	Prbg.g_00628	Syam.g_01658
OG0000316	Prbg.g_00653	Syam.g_01945
OG0000317	Prbg.g_01647	Syam.g_01987
OG0000318	Prbg.g_01651	Syam.g_01991
OG0000319	Prbg.g_01664	Syam.g_02006
OG0000320	Prbg.g_01666	Syam.g_02008
OG0000321	Prbg.g_01667	Syam.g_02009
OG0000322	Prbg.g_01668	Syam.g_02010
OG0000323	Prbg.g_01677	Syam.g_02025
OG0000324	Prbg.g_01704	Syam.g_01906
OG0000325	Prbg.g_01715	Syam.g_00289
OG0000326	Prbg.g_01722	Syam.g_00296
OG0000327	Prbg.g_01743	Syam.g_00325
OG0000328	Prbg.g_01744	Syam.g_00326
OG0000329	Prbg.g_01761	Syam.g_00344
OG0000330	Prbg.g_01762	Syam.g_00345
OG0000331	Prbg.g_01763	Syam.g_00346
OG0000332	Prbg.g_01777	Syam.g_00361
OG0000333	Prbg.g_01779	Syam.g_00364
OG0000334	Prbg.g_01788	Syam.g_00375
OG0000335	Prbg.g_01793	Syam.g_00380
OG0000336	Prbg.g_01797	Syam.g_00384
OG0000337	Prbg.g_01815	Syam.g_00155
OG0000338	Prbg.g_01816	Syam.g_00153
OG0000339	Prbg.g_01822	Syam.g_00147
OG0000340	Prbg.g_01831	Syam.g_00137
OG0000341	Prbg.g_01833	Syam.g_00135
OG0000342	Prbg.g_01834	Syam.g_00134
OG0000343	Prbg.g_01835	Syam.g_00133
OG0000344	Prbg.g_01838	Syam.g_00129
OG0000345	Prbg.g_01844	Syam.g_00119
OG0000346	Prbg.g_01848	Syam.g_00114
OG0000347	Prbg.g_01865	Syam.g_00083
OG0000348	Prbg.g_01873	Syam.g_00068
OG0000349	Prbg.g_01891	Syam.g_00050
OG0000350	Prbg.g_00419	Syam.g_00303
OG0000351	Prbg.g_01931	Syam.g_02420
OG0000352	Prbg.g_01932	Syam.g_02421
OG0000353	Prbg.g_00766	Syam.g_02445
OG0000355	Prbg.g_00768	Syam.g_00001
OG0000356	Prbg.g_00769	Syam.g_00002
OG0000357	Prbg.g_00770	Syam.g_00003
OG0000358	Prbg.g_00774	Syam.g_00007
OG0000359	Prbg.g_00775	Syam.g_00009
OG0000360	Prbg.g_00776	Syam.g_00010
OG0000361	Prbg.g_00777	Syam.g_00011
OG0000362	Prbg.g_00779	Syam.g_00013
OG0000363	Prbg.g_00860	Syam.g_00015
OG0000364	Prbg.g_00859	Syam.g_00016
OG0000365	Prbg.g_00854	Syam.g_00025
OG0000366	Prbg.g_00853	Syam.g_00026
OG0000367	Prbg.g_00852	Syam.g_00027
OG0000368	Prbg.g_00850	Syam.g_00029
OG0000369	Prbg.g_00849	Syam.g_00030
OG0000370	Prbg.g_00848	Syam.g_00031
OG0000371	Prbg.g_00841	Syam.g_00038
OG0000372	Prbg.g_00838	Syam.g_00043
OG0000373	Prbg.g_00837	Syam.g_00044
OG0000374	Prbg.g_00836	Syam.g_00045
OG0000375	Prbg.g_00834	Syam.g_00046
OG0000376	Prbg.g_00832	Syam.g_00048
OG0000377	Prbg.g_00828	Syam.g_02306
OG0000378	Prbg.g_00824	Syam.g_02297
OG0000379	Prbg.g_00821	Syam.g_02294
OG0000380	Prbg.g_00804	Syam.g_02060
OG0000381	Prbg.g_00799	Syam.g_02063
OG0000382	Prbg.g_00789	Syam.g_02080
OG0000383	Prbg.g_00787	Syam.g_02083
OG0000384	Prbg.g_00786	Syam.g_02084
OG0000385	Prbg.g_00785	Syam.g_02085
OG0000386	Prbg.g_00784	Syam.g_02086
OG0000387	Prbg.g_00870	Syam.g_02112
OG0000388	Prbg.g_00874	Syam.g_02116
OG0000389	Prbg.g_00877	Syam.g_02120
OG0000390	Prbg.g_00887	Syam.g_02136
OG0000391	Prbg.g_00890	Syam.g_02141
OG0000392	Prbg.g_00894	Syam.g_02147
OG0000393	Prbg.g_00897	Syam.g_02149
OG0000394	Prbg.g_00898	Syam.g_02150
OG0000395	Prbg.g_00899	Syam.g_02151
OG0000396	Prbg.g_00901	Syam.g_02153
OG0000397	Prbg.g_00903	Syam.g_02160
OG0000398	Prbg.g_00906	Syam.g_02165
OG0000399	Prbg.g_00907	Syam.g_02166
OG0000400	Prbg.g_00908	Syam.g_02167
OG0000401	Prbg.g_00909	Syam.g_02168
OG0000402	Prbg.g_01349	Syam.g_02171
OG0000403	Prbg.g_00911	Syam.g_02172
OG0000404	Prbg.g_00912	Syam.g_02173
OG0000405	Prbg.g_00916	Syam.g_02189
OG0000406	Prbg.g_00924	Syam.g_02193
OG0000407	Prbg.g_00925	Syam.g_02194
OG0000408	Prbg.g_00927	Syam.g_02196
OG0000409	Prbg.g_00929	Syam.g_02198
OG0000410	Prbg.g_00930	Syam.g_02199
OG0000411	Prbg.g_00931	Syam.g_02200
OG0000412	Prbg.g_00932	Syam.g_02201
OG0000413	Prbg.g_00934	Syam.g_02203
OG0000414	Prbg.g_00935	Syam.g_02204
OG0000415	Prbg.g_00936	Syam.g_02205
OG0000416	Prbg.g_00937	Syam.g_02206
OG0000417	Prbg.g_00938	Syam.g_02207
OG0000418	Prbg.g_00943	Syam.g_02212
OG0000419	Prbg.g_00945	Syam.g_02214
OG0000420	Prbg.g_00946	Syam.g_02216
OG0000421	Prbg.g_00951	Syam.g_02221
OG0000422	Prbg.g_00952	Syam.g_02222
OG0000423	Prbg.g_00953	Syam.g_02223
OG0000424	Prbg.g_00954	Syam.g_02224
OG0000425	Prbg.g_00955	Syam.g_02225
OG0000426	Prbg.g_00956	Syam.g_02226
OG0000427	Prbg.g_00957	Syam.g_02227
OG0000428	Prbg.g_00959	Syam.g_02230
OG0000429	Prbg.g_00960	Syam.g_02232
OG0000430	Prbg.g_00961	Syam.g_02233
OG0000431	Prbg.g_00963	Syam.g_02237
OG0000432	Prbg.g_00967	Syam.g_02243
OG0000433	Prbg.g_00968	Syam.g_02244
OG0000434	Prbg.g_00969	Syam.g_02245
OG0000435	Prbg.g_00970	Syam.g_02246
OG0000436	Prbg.g_00975	Syam.g_02252
OG0000437	Prbg.g_00976	Syam.g_02253
OG0000438	Prbg.g_00977	Syam.g_02254
OG0000439	Prbg.g_00979	Syam.g_02256
OG0000440	Prbg.g_00980	Syam.g_02257
OG0000441	Prbg.g_00983	Syam.g_02261
OG0000442	Prbg.g_00984	Syam.g_02262
OG0000443	Prbg.g_00985	Syam.g_02263
OG0000444	Prbg.g_00991	Syam.g_02268
OG0000445	Prbg.g_00992	Syam.g_02269
OG0000446	Prbg.g_00993	Syam.g_02270
OG0000447	Prbg.g_00994	Syam.g_02272
OG0000448	Prbg.g_00995	Syam.g_02273
OG0000449	Prbg.g_00996	Syam.g_02274
OG0000450	Prbg.g_00997	Syam.g_02275
OG0000451	Prbg.g_00998	Syam.g_02276
OG0000452	Prbg.g_01001	Syam.g_02280
OG0000453	Prbg.g_01002	Syam.g_02281
OG0000454	Prbg.g_01003	Syam.g_02282
OG0000455	Prbg.g_01004	Syam.g_02283
OG0000456	Prbg.g_01005	Syam.g_02284
OG0000457	Prbg.g_01007	Syam.g_02286
OG0000458	Prbg.g_01008	Syam.g_02287
OG0000459	Prbg.g_01009	Syam.g_02288
OG0000460	Prbg.g_01017	Syam.g_00506
OG0000461	Prbg.g_01025	Syam.g_00284
OG0000462	Prbg.g_01027	Syam.g_00281
OG0000463	Prbg.g_01028	Syam.g_00280
OG0000464	Prbg.g_01029	Syam.g_00279
OG0000465	Prbg.g_01030	Syam.g_00277
OG0000466	Prbg.g_01033	Syam.g_00273
OG0000467	Prbg.g_01034	Syam.g_00271
OG0000468	Prbg.g_01037	Syam.g_00266
OG0000469	Prbg.g_01045	Syam.g_00253
OG0000470	Prbg.g_00042	Syam.g_00251
OG0000471	Prbg.g_00043	Syam.g_00250
OG0000472	Prbg.g_00045	Syam.g_00248
OG0000473	Prbg.g_00047	Syam.g_00246
OG0000474	Prbg.g_00048	Syam.g_00245
OG0000475	Prbg.g_00049	Syam.g_00244
OG0000476	Prbg.g_00051	Syam.g_00242
OG0000477	Prbg.g_00054	Syam.g_00236
OG0000478	Prbg.g_00055	Syam.g_00235
OG0000479	Prbg.g_00056	Syam.g_00234
OG0000480	Prbg.g_00061	Syam.g_00227
OG0000481	Prbg.g_00064	Syam.g_00225
OG0000482	Prbg.g_00065	Syam.g_00224
OG0000483	Prbg.g_00068	Syam.g_00220
OG0000484	Prbg.g_00069	Syam.g_00219
OG0000485	Prbg.g_00071	Syam.g_00218
OG0000486	Prbg.g_00072	Syam.g_00217
OG0000487	Prbg.g_00075	Syam.g_00211
OG0000488	Prbg.g_00078	Syam.g_00207
OG0000489	Prbg.g_00083	Syam.g_00197
OG0000490	Prbg.g_00087	Syam.g_00189
OG0000491	Prbg.g_00088	Syam.g_00187
OG0000492	Prbg.g_00090	Syam.g_00185
OG0000493	Prbg.g_00091	Syam.g_00184
OG0000494	Prbg.g_00092	Syam.g_00183
OG0000495	Prbg.g_00093	Syam.g_00182
OG0000496	Prbg.g_00094	Syam.g_00181
OG0000497	Prbg.g_00095	Syam.g_00180
OG0000498	Prbg.g_00096	Syam.g_00179
OG0000499	Prbg.g_00097	Syam.g_00178
OG0000500	Prbg.g_00098	Syam.g_00177
OG0000501	Prbg.g_00099	Syam.g_00174
OG0000502	Prbg.g_00102	Syam.g_00165
OG0000503	Prbg.g_00117	Syam.g_00457
OG0000504	Prbg.g_00119	Syam.g_00459
OG0000505	Prbg.g_00120	Syam.g_00460
OG0000506	Prbg.g_00121	Syam.g_00462
OG0000507	Prbg.g_00124	Syam.g_00468
OG0000508	Prbg.g_00128	Syam.g_00472
OG0000509	Prbg.g_00130	Syam.g_00474
OG0000510	Prbg.g_00131	Syam.g_00475
OG0000511	Prbg.g_00132	Syam.g_00476
OG0000512	Prbg.g_01942	Syam.g_00478
OG0000513	Prbg.g_00140	Syam.g_00493
OG0000514	Prbg.g_00151	Syam.g_00499
OG0000515	Prbg.g_00152	Syam.g_00500
OG0000516	Prbg.g_00153	Syam.g_01862
OG0000517	Prbg.g_00155	Syam.g_01868
OG0000518	Prbg.g_00166	Syam.g_01851
OG0000519	Prbg.g_00167	Syam.g_01850
OG0000520	Prbg.g_00168	Syam.g_01849
OG0000521	Prbg.g_00176	Syam.g_01696
OG0000522	Prbg.g_00178	Syam.g_01694
OG0000523	Prbg.g_00179	Syam.g_01693
OG0000524	Prbg.g_00184	Syam.g_01681
OG0000525	Prbg.g_00188	Syam.g_01677
OG0000526	Prbg.g_00189	Syam.g_01674
OG0000527	Prbg.g_00192	Syam.g_01670
OG0000528	Prbg.g_00197	Syam.g_00580
OG0000529	Prbg.g_00200	Syam.g_00584
OG0000530	Prbg.g_00203	Syam.g_00587
OG0000531	Prbg.g_00204	Syam.g_00588
OG0000532	Prbg.g_00206	Syam.g_00591
OG0000533	Prbg.g_00207	Syam.g_00592
OG0000534	Prbg.g_00208	Syam.g_00593
OG0000535	Prbg.g_00209	Syam.g_00594
OG0000536	Prbg.g_00210	Syam.g_00595
OG0000537	Prbg.g_00211	Syam.g_00596
OG0000538	Prbg.g_00220	Syam.g_00607
OG0000539	Prbg.g_00221	Syam.g_00608
OG0000540	Prbg.g_00222	Syam.g_00609
OG0000541	Prbg.g_00223	Syam.g_00610
OG0000542	Prbg.g_00224	Syam.g_00613
OG0000543	Prbg.g_00226	Syam.g_00615
OG0000544	Prbg.g_00227	Syam.g_00616
OG0000545	Prbg.g_00229	Syam.g_00618
OG0000546	Prbg.g_00232	Syam.g_00620
OG0000547	Prbg.g_00234	Syam.g_00622
OG0000548	Prbg.g_00235	Syam.g_00623
OG0000549	Prbg.g_00237	Syam.g_00630
OG0000550	Prbg.g_00241	Syam.g_00635
OG0000551	Prbg.g_00244	Syam.g_00640
OG0000552	Prbg.g_00245	Syam.g_00641
OG0000553	Prbg.g_00246	Syam.g_00643
OG0000554	Prbg.g_00251	Syam.g_00652
OG0000555	Prbg.g_00259	Syam.g_00667
OG0000556	Prbg.g_00261	Syam.g_00670
OG0000557	Prbg.g_00262	Syam.g_00672
OG0000558	Prbg.g_00265	Syam.g_00675
OG0000559	Prbg.g_00269	Syam.g_00679
OG0000560	Prbg.g_00272	Syam.g_00682
OG0000561	Prbg.g_00273	Syam.g_00683
OG0000562	Prbg.g_00274	Syam.g_00684
OG0000563	Prbg.g_00275	Syam.g_00685
OG0000564	Prbg.g_00276	Syam.g_00686
OG0000565	Prbg.g_00278	Syam.g_00690
OG0000566	Prbg.g_00282	Syam.g_00694
