Orthogroup	Prbg	Syas
OG0000085	Prbg.g_01642, Prbg.g_00716	Syas.g_02695
OG0000086	Prbg.g_00782	Syas.g_02470
OG0000087	Prbg.g_00913	Syas.g_02374
OG0000089	Prbg.g_00137	Syas.g_01512
OG0000090	Prbg.g_00250	Syas.g_00062
OG0000091	Prbg.g_01414	Syas.g_00907, Syas.g_00146
OG0000092	Prbg.g_01089	Syas.g_00900, Syas.g_00877
OG0000094	Prbg.g_01336	Syas.g_01716
OG0000095	Prbg.g_01234	Syas.g_01021
OG0000097	Prbg.g_01440	Syas.g_00114, Syas.g_01443
OG0000098	Prbg.g_00505	Syas.g_00091
OG0000099	Prbg.g_00552	Syas.g_01826
OG0000100	Prbg.g_00670	Syas.g_00567
OG0000101	Prbg.g_01785	Syas.g_01589
OG0000102	Prbg.g_01852	Syas.g_02152, Syas.g_01395
OG0000103	Prbg.g_01937	Syas.g_02009
OG0000104	Prbg.g_00763	Syas.g_02027, Syas.g_02026
OG0000105	Prbg.g_00053	Syas.g_01739
OG0000106	Prbg.g_00388	Syas.g_01451
OG0000107	Prbg.g_01714	Syas.g_01669
OG0000108	Prbg.g_00199	Syas.g_01253
OG0000109	Prbg.g_00213	Syas.g_01236
OG0000110	Prbg.g_00293	Syas.g_00818
OG0000111	Prbg.g_01144	Syas.g_01037
OG0000112	Prbg.g_00366	Syas.g_00452
OG0000113	Prbg.g_01182	Syas.g_00571
OG0000114	Prbg.g_01084	Syas.g_00674
OG0000115	Prbg.g_01555	Syas.g_02548, Syas.g_01285
OG0000116	Prbg.g_01497	Syas.g_01198, Syas.g_00317
OG0000117	Prbg.g_01459	Syas.g_01122
OG0000118	Prbg.g_00490	Syas.g_02835
OG0000120	Prbg.g_00549	Syas.g_01828
OG0000121	Prbg.g_00593	Syas.g_02821
OG0000122	Prbg.g_00448, Prbg.g_00634	Syas.g_00393
OG0000123	Prbg.g_01792	Syas.g_01582
OG0000124	Prbg.g_01864	Syas.g_02137
OG0000125	Prbg.g_01900	Syas.g_01889
OG0000126	Prbg.g_00762	Syas.g_01992
OG0000128	Prbg.g_00778	Syas.g_02046
OG0000129	Prbg.g_00829	Syas.g_01880
OG0000130	Prbg.g_00800	Syas.g_02522
OG0000131	Prbg.g_00922	Syas.g_02367
OG0000132	Prbg.g_00942	Syas.g_02334
OG0000133	Prbg.g_00100	Syas.g_00457
OG0000134	Prbg.g_00139	Syas.g_01509
OG0000135	Prbg.g_00459	Syas.g_01938
OG0000136	Prbg.g_00161	Syas.g_02740
OG0000137	Prbg.g_00194	Syas.g_01333
OG0000138	Prbg.g_00214	Syas.g_01235
OG0000140	Prbg.g_00255	Syas.g_00090
OG0000141	Prbg.g_00327	Syas.g_00875
OG0000142	Prbg.g_01422	Syas.g_00746
OG0000143	Prbg.g_01418	Syas.g_00742
OG0000144	Prbg.g_01404	Syas.g_00718
OG0000145	Prbg.g_00461	Syas.g_00948
OG0000146	Prbg.g_00365	Syas.g_00451
OG0000147	Prbg.g_00364	Syas.g_00450
OG0000148	Prbg.g_01176	Syas.g_00577
OG0000149	Prbg.g_01208	Syas.g_00282
OG0000150	Prbg.g_01218	Syas.g_00874
OG0000151	Prbg.g_01094	Syas.g_00148, Syas.g_00659
OG0000152	Prbg.g_01287	Syas.g_00461
OG0000153	Prbg.g_01306	Syas.g_00543
OG0000154	Prbg.g_01326	Syas.g_00219
OG0000155	Prbg.g_01465	Syas.g_01131
OG0000156	Prbg.g_00466	Syas.g_01206
OG0000157	Prbg.g_00467	Syas.g_01207
OG0000158	Prbg.g_01829	Syas.g_02185
OG0000159	Prbg.g_00809	Syas.g_01155
OG0000160	Prbg.g_00592	Syas.g_02820
OG0000161	Prbg.g_00598	Syas.g_02826
OG0000162	Prbg.g_00604	Syas.g_02751
OG0000163	Prbg.g_00643	Syas.g_01488
OG0000164	Prbg.g_01674	Syas.g_02648
OG0000165	Prbg.g_01681	Syas.g_02609
OG0000166	Prbg.g_01748	Syas.g_01629
OG0000167	Prbg.g_01819	Syas.g_01449
OG0000168	Prbg.g_01830	Syas.g_02184
OG0000169	Prbg.g_01840	Syas.g_02170
OG0000170	Prbg.g_01843	Syas.g_02161
OG0000171	Prbg.g_01863	Syas.g_02139
OG0000172	Prbg.g_01870	Syas.g_02110
OG0000173	Prbg.g_01885	Syas.g_02092
OG0000174	Prbg.g_01915	Syas.g_01940
OG0000175	Prbg.g_01928	Syas.g_01994
OG0000176	Prbg.g_00771	Syas.g_02038
OG0000177	Prbg.g_00772	Syas.g_02039
OG0000178	Prbg.g_00773	Syas.g_02040
OG0000179	Prbg.g_00858	Syas.g_02054
OG0000180	Prbg.g_00857	Syas.g_02055
OG0000181	Prbg.g_00856	Syas.g_02056
OG0000182	Prbg.g_00855	Syas.g_02057
OG0000183	Prbg.g_00851	Syas.g_02061
OG0000184	Prbg.g_00825	Syas.g_01872
OG0000185	Prbg.g_00822	Syas.g_01861
OG0000186	Prbg.g_00806	Syas.g_02525
OG0000187	Prbg.g_00805	Syas.g_02524
OG0000188	Prbg.g_00788	Syas.g_02502
OG0000189	Prbg.g_00866	Syas.g_02432
OG0000190	Prbg.g_00868	Syas.g_00133
OG0000191	Prbg.g_00891	Syas.g_02400
OG0000192	Prbg.g_00896	Syas.g_02395
OG0000193	Prbg.g_00923	Syas.g_02366
OG0000194	Prbg.g_00926	Syas.g_02363
OG0000195	Prbg.g_00928	Syas.g_02360
OG0000196	Prbg.g_00939	Syas.g_02337
OG0000197	Prbg.g_00940	Syas.g_02336
OG0000198	Prbg.g_00941	Syas.g_02335
OG0000199	Prbg.g_00948	Syas.g_02327
OG0000200	Prbg.g_00962	Syas.g_02298
OG0000201	Prbg.g_00971	Syas.g_02279
OG0000202	Prbg.g_00972	Syas.g_02278
OG0000203	Prbg.g_00973	Syas.g_02277
OG0000204	Prbg.g_00974	Syas.g_02276
OG0000205	Prbg.g_00981	Syas.g_02267
OG0000206	Prbg.g_00986	Syas.g_02240
OG0000207	Prbg.g_00989	Syas.g_02237
OG0000208	Prbg.g_00990	Syas.g_02236
OG0000209	Prbg.g_00999	Syas.g_01837
OG0000210	Prbg.g_01000	Syas.g_01838
OG0000211	Prbg.g_01015	Syas.g_02552
OG0000212	Prbg.g_01023	Syas.g_02562
OG0000213	Prbg.g_01041	Syas.g_01707
OG0000214	Prbg.g_00046	Syas.g_01730
OG0000215	Prbg.g_00073	Syas.g_01766
OG0000216	Prbg.g_00074	Syas.g_01770
OG0000217	Prbg.g_00077	Syas.g_01778
OG0000218	Prbg.g_00079	Syas.g_01780
OG0000219	Prbg.g_00080	Syas.g_01783
OG0000220	Prbg.g_00081	Syas.g_01784
OG0000221	Prbg.g_00082	Syas.g_01785
OG0000222	Prbg.g_00089	Syas.g_01804
OG0000223	Prbg.g_00101	Syas.g_02221
OG0000224	Prbg.g_00103	Syas.g_02215
OG0000225	Prbg.g_00129	Syas.g_01522
OG0000226	Prbg.g_01941	Syas.g_01518
OG0000227	Prbg.g_01943	Syas.g_01516
OG0000228	Prbg.g_00136	Syas.g_01513
OG0000229	Prbg.g_00156	Syas.g_01497
OG0000230	Prbg.g_00158	Syas.g_01495
OG0000231	Prbg.g_00169	Syas.g_02749
OG0000232	Prbg.g_00180	Syas.g_01276
OG0000233	Prbg.g_00186	Syas.g_01352
OG0000234	Prbg.g_00195	Syas.g_01331
OG0000235	Prbg.g_00198	Syas.g_01254
OG0000236	Prbg.g_00212	Syas.g_01237
OG0000237	Prbg.g_00225	Syas.g_01220
OG0000238	Prbg.g_00231	Syas.g_01215
OG0000239	Prbg.g_00242	Syas.g_00012
OG0000240	Prbg.g_00243	Syas.g_00013
OG0000241	Prbg.g_00247	Syas.g_00754
OG0000242	Prbg.g_00249	Syas.g_00059
OG0000243	Prbg.g_00260	Syas.g_00777
OG0000244	Prbg.g_00264	Syas.g_00784
OG0000245	Prbg.g_00266	Syas.g_00786
OG0000246	Prbg.g_00270	Syas.g_00790
OG0000247	Prbg.g_00280	Syas.g_00802
OG0000248	Prbg.g_00283	Syas.g_00805
OG0000249	Prbg.g_00285	Syas.g_00807
OG0000250	Prbg.g_00290	Syas.g_00814
OG0000251	Prbg.g_00310	Syas.g_00845
OG0000252	Prbg.g_00313	Syas.g_00950
OG0000253	Prbg.g_00314	Syas.g_00846
OG0000254	Prbg.g_00331	Syas.g_00869
OG0000255	Prbg.g_00337	Syas.g_00132, Syas.g_01062
OG0000256	Prbg.g_00347	Syas.g_00104
OG0000257	Prbg.g_01427	Syas.g_00757
OG0000258	Prbg.g_01413	Syas.g_00733
OG0000259	Prbg.g_01396	Syas.g_00708
OG0000260	Prbg.g_01393	Syas.g_00705
OG0000261	Prbg.g_01390	Syas.g_00701
OG0000262	Prbg.g_01386	Syas.g_00695
OG0000263	Prbg.g_01122	Syas.g_01103
OG0000264	Prbg.g_01133	Syas.g_02588
OG0000266	Prbg.g_01367	Syas.g_00186
OG0000267	Prbg.g_01355	Syas.g_00377
OG0000268	Prbg.g_01354	Syas.g_00390
OG0000269	Prbg.g_01154	Syas.g_00601
OG0000270	Prbg.g_01157	Syas.g_00598
OG0000271	Prbg.g_01165	Syas.g_00590
OG0000272	Prbg.g_01166	Syas.g_00589
OG0000273	Prbg.g_01190	Syas.g_00563
OG0000274	Prbg.g_01191	Syas.g_00562
OG0000275	Prbg.g_01194	Syas.g_00230
OG0000276	Prbg.g_01200	Syas.g_00237
OG0000277	Prbg.g_01201	Syas.g_00238
OG0000278	Prbg.g_01204	Syas.g_00241
OG0000279	Prbg.g_01211	Syas.g_00288
OG0000280	Prbg.g_01212	Syas.g_00889, Syas.g_00481
OG0000281	Prbg.g_01219	Syas.g_00970
OG0000282	Prbg.g_01086	Syas.g_00672
OG0000283	Prbg.g_01263	Syas.g_00409
OG0000284	Prbg.g_01268	Syas.g_00416
OG0000285	Prbg.g_01273	Syas.g_00436
OG0000286	Prbg.g_01286	Syas.g_00460
OG0000287	Prbg.g_01552	Syas.g_00534
OG0000288	Prbg.g_01325	Syas.g_00220
OG0000289	Prbg.g_01341	Syas.g_00205
OG0000290	Prbg.g_01237	Syas.g_01016
OG0000292	Prbg.g_01531	Syas.g_02020
OG0000293	Prbg.g_01496	Syas.g_01197
OG0000294	Prbg.g_01495	Syas.g_01196
OG0000295	Prbg.g_01472	Syas.g_01139
OG0000296	Prbg.g_01470	Syas.g_01137
OG0000299	Prbg.g_01441	Syas.g_01087
OG0000300	Prbg.g_01438	Syas.g_01082
OG0000301	Prbg.g_01437	Syas.g_01081
OG0000302	Prbg.g_01435	Syas.g_01080
OG0000303	Prbg.g_01429	Syas.g_01071
OG0000304	Prbg.g_00352	Syas.g_01066
OG0000305	Prbg.g_01529	Syas.g_01023
OG0000306	Prbg.g_01223	Syas.g_01929
OG0000307	Prbg.g_00538	Syas.g_01270
OG0000308	Prbg.g_00539	Syas.g_01272
OG0000309	Prbg.g_00543	Syas.g_01364
OG0000310	Prbg.g_00577	Syas.g_02796
OG0000311	Prbg.g_00579	Syas.g_02799
OG0000312	Prbg.g_00582	Syas.g_02804
OG0000313	Prbg.g_00595	Syas.g_02823
OG0000315	Prbg.g_00628	Syas.g_01306
OG0000316	Prbg.g_00653	Syas.g_02728
OG0000317	Prbg.g_01647	Syas.g_02687
OG0000318	Prbg.g_01651	Syas.g_02680
OG0000319	Prbg.g_01664	Syas.g_02663
OG0000320	Prbg.g_01666	Syas.g_02661
OG0000321	Prbg.g_01667	Syas.g_02660
OG0000322	Prbg.g_01668	Syas.g_02659
OG0000323	Prbg.g_01677	Syas.g_02646
OG0000324	Prbg.g_01704	Syas.g_02578
OG0000325	Prbg.g_01715	Syas.g_01668
OG0000326	Prbg.g_01722	Syas.g_01661
OG0000327	Prbg.g_01743	Syas.g_01634
OG0000328	Prbg.g_01744	Syas.g_01633
OG0000329	Prbg.g_01761	Syas.g_01615
OG0000330	Prbg.g_01762	Syas.g_01614
OG0000331	Prbg.g_01763	Syas.g_01613
OG0000332	Prbg.g_01777	Syas.g_01598
OG0000333	Prbg.g_01779	Syas.g_01595
OG0000334	Prbg.g_01788	Syas.g_01586
OG0000335	Prbg.g_01793	Syas.g_01581
OG0000336	Prbg.g_01797	Syas.g_01577
OG0000337	Prbg.g_01815	Syas.g_02211
OG0000338	Prbg.g_01816	Syas.g_02199
OG0000339	Prbg.g_01822	Syas.g_02192
OG0000340	Prbg.g_01831	Syas.g_02183
OG0000341	Prbg.g_01833	Syas.g_02181
OG0000342	Prbg.g_01834	Syas.g_02180
OG0000343	Prbg.g_01835	Syas.g_02176
OG0000344	Prbg.g_01838	Syas.g_02172
OG0000345	Prbg.g_01844	Syas.g_02160
OG0000346	Prbg.g_01848	Syas.g_02155
OG0000347	Prbg.g_01865	Syas.g_02136
OG0000348	Prbg.g_01873	Syas.g_02107
OG0000349	Prbg.g_01891	Syas.g_02085
OG0000350	Prbg.g_00419	Syas.g_01654
OG0000351	Prbg.g_01931	Syas.g_01998
OG0000352	Prbg.g_01932	Syas.g_01999
OG0000353	Prbg.g_00766	Syas.g_02033
OG0000355	Prbg.g_00768	Syas.g_02035
OG0000356	Prbg.g_00769	Syas.g_02036
OG0000357	Prbg.g_00770	Syas.g_02037
OG0000358	Prbg.g_00774	Syas.g_02041
OG0000359	Prbg.g_00775	Syas.g_02043
OG0000360	Prbg.g_00776	Syas.g_02044
OG0000361	Prbg.g_00777	Syas.g_02045
OG0000362	Prbg.g_00779	Syas.g_02047
OG0000363	Prbg.g_00860	Syas.g_02049
OG0000364	Prbg.g_00859	Syas.g_02685
OG0000365	Prbg.g_00854	Syas.g_02058
OG0000366	Prbg.g_00853	Syas.g_02059
OG0000368	Prbg.g_00850	Syas.g_02062
OG0000369	Prbg.g_00849	Syas.g_02063
OG0000370	Prbg.g_00848	Syas.g_02064
OG0000371	Prbg.g_00841	Syas.g_02073
OG0000372	Prbg.g_00838	Syas.g_02078
OG0000373	Prbg.g_00837	Syas.g_02079
OG0000374	Prbg.g_00836	Syas.g_02080
OG0000375	Prbg.g_00834	Syas.g_02081
OG0000376	Prbg.g_00832	Syas.g_02083
OG0000377	Prbg.g_00828	Syas.g_01879
OG0000378	Prbg.g_00824	Syas.g_01867
OG0000379	Prbg.g_00821	Syas.g_01859
OG0000380	Prbg.g_00804	Syas.g_02523
OG0000381	Prbg.g_00799	Syas.g_02521
OG0000382	Prbg.g_00789	Syas.g_02503
OG0000383	Prbg.g_00787	Syas.g_02480
OG0000384	Prbg.g_00786	Syas.g_02479
OG0000385	Prbg.g_00785	Syas.g_02478
OG0000386	Prbg.g_00784	Syas.g_02477
OG0000387	Prbg.g_00870	Syas.g_00134
OG0000388	Prbg.g_00874	Syas.g_02426
OG0000389	Prbg.g_00877	Syas.g_02422
OG0000390	Prbg.g_00887	Syas.g_02406
OG0000391	Prbg.g_00890	Syas.g_02401
OG0000392	Prbg.g_00894	Syas.g_02396
OG0000393	Prbg.g_00897	Syas.g_02394
OG0000394	Prbg.g_00898	Syas.g_02393
OG0000395	Prbg.g_00899	Syas.g_02392
OG0000396	Prbg.g_00901	Syas.g_02389
OG0000397	Prbg.g_00903	Syas.g_02387
OG0000398	Prbg.g_00906	Syas.g_02382
OG0000399	Prbg.g_00907	Syas.g_02381
OG0000400	Prbg.g_00908	Syas.g_02380
OG0000401	Prbg.g_00909	Syas.g_02379
OG0000402	Prbg.g_01349	Syas.g_02377
OG0000403	Prbg.g_00911	Syas.g_02376
OG0000404	Prbg.g_00912	Syas.g_02375
OG0000405	Prbg.g_00916	Syas.g_02369
OG0000406	Prbg.g_00924	Syas.g_02365
OG0000407	Prbg.g_00925	Syas.g_02364
OG0000408	Prbg.g_00927	Syas.g_02361
OG0000409	Prbg.g_00929	Syas.g_02359
OG0000410	Prbg.g_00930	Syas.g_02358
OG0000411	Prbg.g_00931	Syas.g_02357
OG0000412	Prbg.g_00932	Syas.g_02356
OG0000413	Prbg.g_00934	Syas.g_02354
OG0000414	Prbg.g_00935	Syas.g_02353
OG0000415	Prbg.g_00936	Syas.g_02352
OG0000416	Prbg.g_00937	Syas.g_02351
OG0000417	Prbg.g_00938	Syas.g_02338
OG0000418	Prbg.g_00943	Syas.g_02333
OG0000419	Prbg.g_00945	Syas.g_02331
OG0000420	Prbg.g_00946	Syas.g_02329
OG0000421	Prbg.g_00951	Syas.g_02324
OG0000422	Prbg.g_00952	Syas.g_02323
OG0000423	Prbg.g_00953	Syas.g_02322
OG0000424	Prbg.g_00954	Syas.g_02321
OG0000425	Prbg.g_00955	Syas.g_02320
OG0000426	Prbg.g_00956	Syas.g_02319
OG0000427	Prbg.g_00957	Syas.g_02318
OG0000428	Prbg.g_00959	Syas.g_02315
OG0000429	Prbg.g_00960	Syas.g_02312
OG0000430	Prbg.g_00961	Syas.g_02311
OG0000431	Prbg.g_00963	Syas.g_02296
OG0000432	Prbg.g_00967	Syas.g_02288
OG0000433	Prbg.g_00968	Syas.g_02286
OG0000434	Prbg.g_00969	Syas.g_02285
OG0000435	Prbg.g_00970	Syas.g_02282
OG0000436	Prbg.g_00975	Syas.g_02273
OG0000437	Prbg.g_00976	Syas.g_02272
OG0000438	Prbg.g_00977	Syas.g_02271
OG0000439	Prbg.g_00979	Syas.g_02269
OG0000440	Prbg.g_00980	Syas.g_02268
OG0000441	Prbg.g_00983	Syas.g_02265
OG0000442	Prbg.g_00984	Syas.g_02259
OG0000443	Prbg.g_00985	Syas.g_02241
OG0000444	Prbg.g_00991	Syas.g_02234
OG0000445	Prbg.g_00992	Syas.g_02233
OG0000446	Prbg.g_00993	Syas.g_02231
OG0000447	Prbg.g_00994	Syas.g_02229
OG0000448	Prbg.g_00995	Syas.g_02228
OG0000449	Prbg.g_00996	Syas.g_02226
OG0000450	Prbg.g_00997	Syas.g_01834
OG0000451	Prbg.g_00998	Syas.g_01835
OG0000452	Prbg.g_01001	Syas.g_01844
OG0000453	Prbg.g_01002	Syas.g_01845
OG0000454	Prbg.g_01003	Syas.g_01846
OG0000455	Prbg.g_01004	Syas.g_01847
OG0000456	Prbg.g_01005	Syas.g_01848
OG0000457	Prbg.g_01007	Syas.g_01850
OG0000458	Prbg.g_01008	Syas.g_01851
OG0000459	Prbg.g_01009	Syas.g_01852
OG0000460	Prbg.g_01017	Syas.g_02554
OG0000461	Prbg.g_01025	Syas.g_01686
OG0000462	Prbg.g_01027	Syas.g_01688
OG0000463	Prbg.g_01028	Syas.g_01689
OG0000464	Prbg.g_01029	Syas.g_01690
OG0000465	Prbg.g_01030	Syas.g_01692
OG0000466	Prbg.g_01033	Syas.g_01697
OG0000467	Prbg.g_01034	Syas.g_01698
OG0000468	Prbg.g_01037	Syas.g_01703
OG0000469	Prbg.g_01045	Syas.g_01725
OG0000470	Prbg.g_00042	Syas.g_01727
OG0000471	Prbg.g_00043	Syas.g_01728
OG0000472	Prbg.g_00045	Syas.g_01729
OG0000473	Prbg.g_00047	Syas.g_01731
OG0000474	Prbg.g_00048	Syas.g_01732
OG0000475	Prbg.g_00049	Syas.g_01733
OG0000476	Prbg.g_00051	Syas.g_01735
OG0000477	Prbg.g_00054	Syas.g_01740
OG0000478	Prbg.g_00055	Syas.g_01741
OG0000479	Prbg.g_00056	Syas.g_01749
OG0000480	Prbg.g_00061	Syas.g_01756
OG0000481	Prbg.g_00064	Syas.g_00161, Syas.g_00162
OG0000482	Prbg.g_00065	Syas.g_01758
OG0000483	Prbg.g_00068	Syas.g_01762
OG0000484	Prbg.g_00069	Syas.g_01763
OG0000485	Prbg.g_00071	Syas.g_01764
OG0000486	Prbg.g_00072	Syas.g_01765
OG0000487	Prbg.g_00075	Syas.g_01771
OG0000488	Prbg.g_00078	Syas.g_01779
OG0000489	Prbg.g_00083	Syas.g_01823
OG0000490	Prbg.g_00087	Syas.g_01808
OG0000491	Prbg.g_00088	Syas.g_01806
OG0000492	Prbg.g_00090	Syas.g_01803
OG0000493	Prbg.g_00091	Syas.g_01802
OG0000494	Prbg.g_00092	Syas.g_01801
OG0000495	Prbg.g_00093	Syas.g_01799
OG0000496	Prbg.g_00094	Syas.g_01798
OG0000497	Prbg.g_00095	Syas.g_01797
OG0000498	Prbg.g_00096	Syas.g_01796
OG0000499	Prbg.g_00097	Syas.g_01795
OG0000500	Prbg.g_00098	Syas.g_01794
OG0000501	Prbg.g_00099	Syas.g_01791
OG0000502	Prbg.g_00102	Syas.g_02216
OG0000503	Prbg.g_00117	Syas.g_01541
OG0000504	Prbg.g_00119	Syas.g_01539
OG0000505	Prbg.g_00120	Syas.g_01538
OG0000506	Prbg.g_00121	Syas.g_01536
OG0000507	Prbg.g_00124	Syas.g_01530
OG0000508	Prbg.g_00128	Syas.g_01523
OG0000509	Prbg.g_00130	Syas.g_01521
OG0000510	Prbg.g_00131	Syas.g_01520
OG0000511	Prbg.g_00132	Syas.g_01519
OG0000512	Prbg.g_01942	Syas.g_01517
OG0000513	Prbg.g_00140	Syas.g_01508
OG0000514	Prbg.g_00151	Syas.g_01504
OG0000515	Prbg.g_00152	Syas.g_01503
OG0000516	Prbg.g_00153	Syas.g_01501
OG0000517	Prbg.g_00155	Syas.g_01498
OG0000518	Prbg.g_00166	Syas.g_00360, Syas.g_02746
OG0000519	Prbg.g_00167	Syas.g_02747
OG0000520	Prbg.g_00168	Syas.g_02748
OG0000521	Prbg.g_00176	Syas.g_01281
OG0000522	Prbg.g_00178	Syas.g_01279
OG0000523	Prbg.g_00179	Syas.g_01278
OG0000524	Prbg.g_00184	Syas.g_01354
OG0000525	Prbg.g_00188	Syas.g_01342
OG0000526	Prbg.g_00189	Syas.g_01340
OG0000527	Prbg.g_00192	Syas.g_01335
OG0000528	Prbg.g_00197	Syas.g_01256
OG0000529	Prbg.g_00200	Syas.g_01252
OG0000530	Prbg.g_00203	Syas.g_01249
OG0000531	Prbg.g_00204	Syas.g_01248
OG0000532	Prbg.g_00206	Syas.g_01245
OG0000533	Prbg.g_00207	Syas.g_01243
OG0000534	Prbg.g_00208	Syas.g_01242
OG0000535	Prbg.g_00209	Syas.g_01241
OG0000536	Prbg.g_00210	Syas.g_01240
OG0000537	Prbg.g_00211	Syas.g_01238
OG0000538	Prbg.g_00220	Syas.g_01228
OG0000539	Prbg.g_00221	Syas.g_01227
OG0000540	Prbg.g_00222	Syas.g_01226
OG0000541	Prbg.g_00223	Syas.g_01225
OG0000542	Prbg.g_00224	Syas.g_01221
OG0000543	Prbg.g_00226	Syas.g_01219
OG0000544	Prbg.g_00227	Syas.g_01218
OG0000545	Prbg.g_00229	Syas.g_01216
OG0000546	Prbg.g_00232	Syas.g_01214
OG0000547	Prbg.g_00234	Syas.g_01212
OG0000548	Prbg.g_00235	Syas.g_01211
OG0000549	Prbg.g_00237	Syas.g_00005
OG0000550	Prbg.g_00241	Syas.g_00010
OG0000551	Prbg.g_00244	Syas.g_00015
OG0000552	Prbg.g_00245	Syas.g_00016
OG0000553	Prbg.g_00246	Syas.g_00019
OG0000554	Prbg.g_00251	Syas.g_00063
OG0000555	Prbg.g_00259	Syas.g_00775
OG0000556	Prbg.g_00261	Syas.g_00781
OG0000557	Prbg.g_00262	Syas.g_00783
OG0000558	Prbg.g_00265	Syas.g_00785
OG0000559	Prbg.g_00269	Syas.g_00789
OG0000560	Prbg.g_00272	Syas.g_00792
OG0000561	Prbg.g_00273	Syas.g_00793
OG0000562	Prbg.g_00274	Syas.g_00794
OG0000563	Prbg.g_00275	Syas.g_00795
OG0000564	Prbg.g_00276	Syas.g_00796
OG0000565	Prbg.g_00278	Syas.g_00800
OG0000566	Prbg.g_00282	Syas.g_00804
OG0000567	Prbg.g_00286	Syas.g_00808
OG0000568	Prbg.g_00287	Syas.g_00810
OG0000569	Prbg.g_00288	Syas.g_00811
OG0000570	Prbg.g_00289	Syas.g_00812
OG0000571	Prbg.g_00291	Syas.g_00815
OG0000572	Prbg.g_00305	Syas.g_00839
OG0000573	Prbg.g_00311	Syas.g_00952
OG0000574	Prbg.g_00312	Syas.g_00951
OG0000575	Prbg.g_00316	Syas.g_00848
OG0000576	Prbg.g_00318	Syas.g_00850
OG0000577	Prbg.g_00319	Syas.g_00851
OG0000578	Prbg.g_00320	Syas.g_00852
OG0000579	Prbg.g_00321	Syas.g_00853
OG0000580	Prbg.g_00322	Syas.g_00854
OG0000581	Prbg.g_00325	Syas.g_00861
OG0000582	Prbg.g_00328	Syas.g_00873
OG0000583	Prbg.g_00329	Syas.g_00872
OG0000584	Prbg.g_00330	Syas.g_00871
OG0000585	Prbg.g_00332	Syas.g_00868
