Orthogroup	Prbg	Syag
OG0000043	Prbg.g_01507	Syag.g_00564
OG0000045	Prbg.g_01530	Syag.g_00223
OG0000046	Prbg.g_00105	Syag.g_02805, Syag.g_02812, Syag.g_02819
OG0000047	Prbg.g_00143	Syag.g_00768
OG0000048	Prbg.g_00464, Prbg.g_00050	Syag.g_02611
OG0000052	Prbg.g_00569	Syag.g_02451
OG0000053	Prbg.g_01595, Prbg.g_00612	Syag.g_01391
OG0000054	Prbg.g_00326	Syag.g_00350
OG0000055	Prbg.g_01535	Syag.g_00946
OG0000055	Prbg.g_01624	Syag.g_01799
OG0000057	Prbg.g_01143	Syag.g_00985
OG0000058	Prbg.g_00551	Syag.g_02477
OG0000059	Prbg.g_01737	Syag.g_02721
OG0000061	Prbg.g_01486	Syag.g_01141
OG0000062	Prbg.g_00676	Syag.g_01669
OG0000063	Prbg.g_00730	Syag.g_02313
OG0000064	Prbg.g_00802	Syag.g_00487, Syag.g_01589, Syag.g_00076
OG0000065	Prbg.g_00879	Syag.g_00182, Syag.g_01885
OG0000066	Prbg.g_00256	Syag.g_01443
OG0000067	Prbg.g_01159	Syag.g_00667
OG0000068	Prbg.g_00529	Syag.g_01537
OG0000070	Prbg.g_00170	Syag.g_00049
OG0000071	Prbg.g_00477	Syag.g_01192
OG0000072	Prbg.g_00949	Syag.g_01980, Syag.g_02859
OG0000073	Prbg.g_00219	Syag.g_01505
OG0000075	Prbg.g_01821	Syag.g_02434
OG0000076	Prbg.g_01847	Syag.g_02393
OG0000077	Prbg.g_00791	Syag.g_01831
OG0000078	Prbg.g_01022	Syag.g_01778
OG0000079	Prbg.g_01035	Syag.g_02659, Syag.g_02652
OG0000082	Prbg.g_00304, Prbg.g_01639	Syag.g_00318
OG0000084	Prbg.g_00588	Syag.g_01425
OG0000085	Prbg.g_01642, Prbg.g_00716	Syag.g_01676
OG0000086	Prbg.g_00782	Syag.g_01853
OG0000087	Prbg.g_00913	Syag.g_01939
OG0000088	Prbg.g_00944	Syag.g_01974
OG0000089	Prbg.g_00137	Syag.g_00005
OG0000090	Prbg.g_00250	Syag.g_01454
OG0000091	Prbg.g_01414	Syag.g_00418
OG0000092	Prbg.g_01089	Syag.g_00242
OG0000097	Prbg.g_01440	Syag.g_01065
OG0000098	Prbg.g_00505	Syag.g_00578
OG0000099	Prbg.g_00552	Syag.g_02536
OG0000100	Prbg.g_00670	Syag.g_00704
OG0000101	Prbg.g_01785	Syag.g_02773
OG0000102	Prbg.g_01852	Syag.g_02387
OG0000103	Prbg.g_01937	Syag.g_02253
OG0000104	Prbg.g_00763	Syag.g_02268
OG0000105	Prbg.g_00053	Syag.g_02606
OG0000106	Prbg.g_00388	Syag.g_00462
OG0000108	Prbg.g_00199	Syag.g_01528
OG0000109	Prbg.g_00213	Syag.g_01512
OG0000110	Prbg.g_00293	Syag.g_00303
OG0000111	Prbg.g_01144	Syag.g_00984
OG0000112	Prbg.g_00366	Syag.g_00801
OG0000113	Prbg.g_01182	Syag.g_00699
OG0000114	Prbg.g_01084	Syag.g_00609
OG0000115	Prbg.g_01555	Syag.g_01397
OG0000116	Prbg.g_01497	Syag.g_01156
OG0000117	Prbg.g_01459	Syag.g_01097
OG0000118	Prbg.g_00490	Syag.g_01232
OG0000120	Prbg.g_00549	Syag.g_02535
OG0000121	Prbg.g_00593	Syag.g_01414
OG0000122	Prbg.g_00448, Prbg.g_00634	Syag.g_00446
OG0000123	Prbg.g_01792	Syag.g_02781
OG0000124	Prbg.g_01864	Syag.g_02367
OG0000125	Prbg.g_01900	Syag.g_02136, Syag.g_02134
OG0000126	Prbg.g_00762	Syag.g_02266
OG0000128	Prbg.g_00778	Syag.g_02284
OG0000129	Prbg.g_00829	Syag.g_02121
OG0000130	Prbg.g_00800	Syag.g_01819
OG0000131	Prbg.g_00922	Syag.g_01951
OG0000132	Prbg.g_00942	Syag.g_01972
OG0000133	Prbg.g_00100	Syag.g_00806
OG0000134	Prbg.g_00139	Syag.g_00008
OG0000135	Prbg.g_00459	Syag.g_02171
OG0000136	Prbg.g_00161	Syag.g_00038
OG0000137	Prbg.g_00194	Syag.g_01356
OG0000138	Prbg.g_00214	Syag.g_01511
OG0000139	Prbg.g_00254	Syag.g_01448
OG0000140	Prbg.g_00255	Syag.g_01446
OG0000141	Prbg.g_00327	Syag.g_00351
OG0000142	Prbg.g_01422	Syag.g_00410
OG0000143	Prbg.g_01418	Syag.g_00414
OG0000144	Prbg.g_01404	Syag.g_00493
OG0000145	Prbg.g_00461	Syag.g_01504
OG0000146	Prbg.g_00365	Syag.g_00800
OG0000147	Prbg.g_00364	Syag.g_00799
OG0000148	Prbg.g_01176	Syag.g_00693
OG0000149	Prbg.g_01208	Syag.g_00731
OG0000150	Prbg.g_01218	Syag.g_00352
OG0000151	Prbg.g_01094	Syag.g_00623
OG0000152	Prbg.g_01287	Syag.g_00810
OG0000153	Prbg.g_01306	Syag.g_00845
OG0000154	Prbg.g_01326	Syag.g_00870
OG0000155	Prbg.g_01465	Syag.g_01107
OG0000156	Prbg.g_00466	Syag.g_01166
OG0000157	Prbg.g_00467	Syag.g_01167
OG0000158	Prbg.g_01829	Syag.g_02422
OG0000160	Prbg.g_00592	Syag.g_01415
OG0000161	Prbg.g_00598	Syag.g_01409
OG0000162	Prbg.g_00604	Syag.g_01402
OG0000163	Prbg.g_00643	Syag.g_01618
OG0000164	Prbg.g_01674	Syag.g_01725
OG0000165	Prbg.g_01681	Syag.g_01733
OG0000166	Prbg.g_01748	Syag.g_02733
OG0000167	Prbg.g_01819	Syag.g_02437
OG0000168	Prbg.g_01830	Syag.g_02417
OG0000169	Prbg.g_01840	Syag.g_02405
OG0000170	Prbg.g_01843	Syag.g_02398
OG0000171	Prbg.g_01863	Syag.g_02368
OG0000172	Prbg.g_01870	Syag.g_02360
OG0000173	Prbg.g_01885	Syag.g_02337
OG0000174	Prbg.g_01915	Syag.g_02175
OG0000175	Prbg.g_01928	Syag.g_02240
OG0000176	Prbg.g_00771	Syag.g_02276
OG0000177	Prbg.g_00772	Syag.g_02277
OG0000178	Prbg.g_00773	Syag.g_02278
OG0000179	Prbg.g_00858	Syag.g_02293
OG0000180	Prbg.g_00857	Syag.g_02294
OG0000181	Prbg.g_00856	Syag.g_02295
OG0000182	Prbg.g_00855	Syag.g_02296
OG0000183	Prbg.g_00851	Syag.g_02300
OG0000184	Prbg.g_00825	Syag.g_02110
OG0000185	Prbg.g_00822	Syag.g_02092
OG0000186	Prbg.g_00806	Syag.g_01815
OG0000187	Prbg.g_00805	Syag.g_01816
OG0000188	Prbg.g_00788	Syag.g_01839
OG0000189	Prbg.g_00866	Syag.g_01872
OG0000190	Prbg.g_00868	Syag.g_01874
OG0000191	Prbg.g_00891	Syag.g_01909
OG0000192	Prbg.g_00896	Syag.g_01915
OG0000193	Prbg.g_00923	Syag.g_01952
OG0000194	Prbg.g_00926	Syag.g_01955
OG0000195	Prbg.g_00928	Syag.g_01957
OG0000196	Prbg.g_00939	Syag.g_01968
OG0000197	Prbg.g_00940	Syag.g_01969
OG0000198	Prbg.g_00941	Syag.g_00108, Syag.g_01971
OG0000199	Prbg.g_00948	Syag.g_01979
OG0000200	Prbg.g_00962	Syag.g_01996
OG0000201	Prbg.g_00971	Syag.g_02019
OG0000202	Prbg.g_00972	Syag.g_02024
OG0000203	Prbg.g_00973	Syag.g_02025
OG0000204	Prbg.g_00974	Syag.g_02020, Syag.g_02026
OG0000205	Prbg.g_00981	Syag.g_02035
OG0000206	Prbg.g_00986	Syag.g_02047
OG0000207	Prbg.g_00989	Syag.g_02051
OG0000208	Prbg.g_00990	Syag.g_02052
OG0000209	Prbg.g_00999	Syag.g_02069
OG0000210	Prbg.g_01000	Syag.g_02070
OG0000211	Prbg.g_01015	Syag.g_01788
OG0000212	Prbg.g_01023	Syag.g_01777
OG0000213	Prbg.g_01041	Syag.g_02632
OG0000214	Prbg.g_00046	Syag.g_02615
OG0000215	Prbg.g_00073	Syag.g_02584
OG0000216	Prbg.g_00074	Syag.g_02580
OG0000217	Prbg.g_00077	Syag.g_02576
OG0000218	Prbg.g_00079	Syag.g_02574
OG0000219	Prbg.g_00080	Syag.g_02573
OG0000220	Prbg.g_00081	Syag.g_02572
OG0000221	Prbg.g_00082	Syag.g_02566
OG0000222	Prbg.g_00089	Syag.g_02550
OG0000223	Prbg.g_00101	Syag.g_02475
OG0000224	Prbg.g_00103	Syag.g_02471
OG0000225	Prbg.g_00129	Syag.g_02861
OG0000226	Prbg.g_01941	Syag.g_02865
OG0000227	Prbg.g_01943	Syag.g_02867
OG0000228	Prbg.g_00136	Syag.g_00004
OG0000229	Prbg.g_00156	Syag.g_00033
OG0000230	Prbg.g_00158	Syag.g_00035
OG0000231	Prbg.g_00169	Syag.g_00048
OG0000232	Prbg.g_00180	Syag.g_00059
OG0000233	Prbg.g_00186	Syag.g_01330
OG0000234	Prbg.g_00195	Syag.g_01358
OG0000235	Prbg.g_00198	Syag.g_01529
OG0000236	Prbg.g_00212	Syag.g_01513
OG0000237	Prbg.g_00225	Syag.g_01495
OG0000238	Prbg.g_00231	Syag.g_01490
OG0000239	Prbg.g_00242	Syag.g_01472
OG0000240	Prbg.g_00243	Syag.g_01471
OG0000241	Prbg.g_00247	Syag.g_00396
OG0000242	Prbg.g_00249	Syag.g_01456
OG0000243	Prbg.g_00260	Syag.g_00255
OG0000244	Prbg.g_00264	Syag.g_00268
OG0000245	Prbg.g_00266	Syag.g_00270
OG0000246	Prbg.g_00270	Syag.g_00274
OG0000247	Prbg.g_00280	Syag.g_00286
OG0000248	Prbg.g_00283	Syag.g_00289
OG0000249	Prbg.g_00285	Syag.g_00291
OG0000250	Prbg.g_00290	Syag.g_00299
OG0000251	Prbg.g_00310	Syag.g_00328
OG0000252	Prbg.g_00313	Syag.g_00331
OG0000253	Prbg.g_00314	Syag.g_00333
OG0000254	Prbg.g_00331	Syag.g_00356
OG0000255	Prbg.g_00337	Syag.g_00369
OG0000256	Prbg.g_00347	Syag.g_00385
OG0000257	Prbg.g_01427	Syag.g_00395
OG0000258	Prbg.g_01413	Syag.g_00423
OG0000259	Prbg.g_01396	Syag.g_00560
OG0000260	Prbg.g_01393	Syag.g_00570
OG0000261	Prbg.g_01390	Syag.g_00581
OG0000262	Prbg.g_01386	Syag.g_00586
OG0000263	Prbg.g_01122	Syag.g_01079
OG0000264	Prbg.g_01133	Syag.g_01011
OG0000265	Prbg.g_01151	Syag.g_01021
OG0000266	Prbg.g_01367	Syag.g_00907
OG0000267	Prbg.g_01355	Syag.g_00762
OG0000268	Prbg.g_01354	Syag.g_00763
OG0000269	Prbg.g_01154	Syag.g_00662
OG0000270	Prbg.g_01157	Syag.g_00665
OG0000271	Prbg.g_01165	Syag.g_00673
OG0000274	Prbg.g_01191	Syag.g_00714
OG0000275	Prbg.g_01194	Syag.g_00717
OG0000276	Prbg.g_01200	Syag.g_00723
OG0000277	Prbg.g_01201	Syag.g_00724
OG0000278	Prbg.g_01204	Syag.g_00727
OG0000279	Prbg.g_01211	Syag.g_00735
OG0000280	Prbg.g_01212	Syag.g_00741
OG0000281	Prbg.g_01219	Syag.g_00572
OG0000282	Prbg.g_01086	Syag.g_00611
OG0000283	Prbg.g_01263	Syag.g_00775
OG0000284	Prbg.g_01268	Syag.g_00780
OG0000285	Prbg.g_01273	Syag.g_00791
OG0000286	Prbg.g_01286	Syag.g_00809
OG0000287	Prbg.g_01552	Syag.g_00838
OG0000288	Prbg.g_01325	Syag.g_00869
OG0000289	Prbg.g_01341	Syag.g_00884
OG0000290	Prbg.g_01237	Syag.g_00970
OG0000291	Prbg.g_01235	Syag.g_00972
OG0000292	Prbg.g_01531	Syag.g_02265
OG0000293	Prbg.g_01496	Syag.g_01155
OG0000294	Prbg.g_01495	Syag.g_01154
OG0000295	Prbg.g_01472	Syag.g_01115
OG0000296	Prbg.g_01470	Syag.g_01113
OG0000297	Prbg.g_01461	Syag.g_01099
OG0000298	Prbg.g_01460	Syag.g_01098
OG0000299	Prbg.g_01441	Syag.g_01067
OG0000301	Prbg.g_01437	Syag.g_01061
OG0000302	Prbg.g_01435	Syag.g_01060
OG0000303	Prbg.g_01429	Syag.g_01048
OG0000304	Prbg.g_00352	Syag.g_01041
OG0000305	Prbg.g_01529	Syag.g_00977
OG0000306	Prbg.g_01223	Syag.g_00460
OG0000307	Prbg.g_00538	Syag.g_01546
OG0000308	Prbg.g_00539	Syag.g_01548
OG0000309	Prbg.g_00543	Syag.g_01553
OG0000310	Prbg.g_00577	Syag.g_01291
OG0000311	Prbg.g_00579	Syag.g_01300
OG0000312	Prbg.g_00582	Syag.g_01434
OG0000313	Prbg.g_00595	Syag.g_00966, Syag.g_01412
OG0000314	Prbg.g_00618	Syag.g_01380
OG0000315	Prbg.g_00628	Syag.g_01369
OG0000316	Prbg.g_00653	Syag.g_01641
OG0000317	Prbg.g_01647	Syag.g_01684
OG0000318	Prbg.g_01651	Syag.g_01688
OG0000319	Prbg.g_01664	Syag.g_01710
OG0000320	Prbg.g_01666	Syag.g_01712
OG0000321	Prbg.g_01667	Syag.g_01713
OG0000322	Prbg.g_01668	Syag.g_01714
OG0000323	Prbg.g_01677	Syag.g_01728
OG0000324	Prbg.g_01704	Syag.g_01757
OG0000325	Prbg.g_01715	Syag.g_02690
OG0000326	Prbg.g_01722	Syag.g_02698
OG0000327	Prbg.g_01743	Syag.g_02728
OG0000328	Prbg.g_01744	Syag.g_02729
OG0000329	Prbg.g_01761	Syag.g_02747
OG0000330	Prbg.g_01762	Syag.g_02748
OG0000331	Prbg.g_01763	Syag.g_02749
OG0000332	Prbg.g_01777	Syag.g_02764
OG0000333	Prbg.g_01779	Syag.g_02767
OG0000334	Prbg.g_01788	Syag.g_02777
OG0000335	Prbg.g_01793	Syag.g_02782
OG0000336	Prbg.g_01797	Syag.g_02786
OG0000337	Prbg.g_01815	Syag.g_02445
OG0000338	Prbg.g_01816	Syag.g_02440
OG0000340	Prbg.g_01831	Syag.g_02416
OG0000341	Prbg.g_01833	Syag.g_02414
OG0000342	Prbg.g_01834	Syag.g_02413
OG0000343	Prbg.g_01835	Syag.g_02411
OG0000344	Prbg.g_01838	Syag.g_02407
OG0000345	Prbg.g_01844	Syag.g_02397
OG0000346	Prbg.g_01848	Syag.g_02392
OG0000347	Prbg.g_01865	Syag.g_02366
OG0000348	Prbg.g_01873	Syag.g_02357
OG0000349	Prbg.g_01891	Syag.g_02330
OG0000350	Prbg.g_00419	Syag.g_02705
OG0000351	Prbg.g_01931	Syag.g_02244
OG0000352	Prbg.g_01932	Syag.g_02245
OG0000353	Prbg.g_00766	Syag.g_02271
OG0000355	Prbg.g_00768	Syag.g_02273
OG0000356	Prbg.g_00769	Syag.g_02274
OG0000357	Prbg.g_00770	Syag.g_02275
OG0000358	Prbg.g_00774	Syag.g_02279
OG0000359	Prbg.g_00775	Syag.g_02281
OG0000360	Prbg.g_00776	Syag.g_02282
OG0000361	Prbg.g_00777	Syag.g_02283
OG0000362	Prbg.g_00779	Syag.g_02285
OG0000363	Prbg.g_00860	Syag.g_02287
OG0000364	Prbg.g_00859	Syag.g_02288
OG0000365	Prbg.g_00854	Syag.g_02297
OG0000366	Prbg.g_00853	Syag.g_02298
OG0000367	Prbg.g_00852	Syag.g_02299
OG0000368	Prbg.g_00850	Syag.g_02301
OG0000369	Prbg.g_00849	Syag.g_02302
OG0000370	Prbg.g_00848	Syag.g_02303
OG0000371	Prbg.g_00841	Syag.g_02312
OG0000372	Prbg.g_00838	Syag.g_02317
OG0000373	Prbg.g_00837	Syag.g_02318
OG0000374	Prbg.g_00836	Syag.g_02319
OG0000375	Prbg.g_00834	Syag.g_02326
OG0000376	Prbg.g_00832	Syag.g_02328
OG0000377	Prbg.g_00828	Syag.g_02119
OG0000378	Prbg.g_00824	Syag.g_02099
OG0000379	Prbg.g_00821	Syag.g_02091
OG0000380	Prbg.g_00804	Syag.g_01817
OG0000381	Prbg.g_00799	Syag.g_01820
OG0000382	Prbg.g_00789	Syag.g_01838
OG0000383	Prbg.g_00787	Syag.g_01843
OG0000384	Prbg.g_00786	Syag.g_01844
OG0000385	Prbg.g_00785	Syag.g_01845
OG0000386	Prbg.g_00784	Syag.g_01846
OG0000387	Prbg.g_00870	Syag.g_01876
OG0000388	Prbg.g_00874	Syag.g_01880
OG0000389	Prbg.g_00877	Syag.g_01884
OG0000390	Prbg.g_00887	Syag.g_01903
OG0000391	Prbg.g_00890	Syag.g_01908
OG0000392	Prbg.g_00894	Syag.g_01914
OG0000393	Prbg.g_00897	Syag.g_01917
OG0000394	Prbg.g_00898	Syag.g_01918
OG0000395	Prbg.g_00899	Syag.g_01919
OG0000396	Prbg.g_00901	Syag.g_01922
OG0000397	Prbg.g_00903	Syag.g_01924
OG0000398	Prbg.g_00906	Syag.g_01929
OG0000399	Prbg.g_00907	Syag.g_01930
OG0000400	Prbg.g_00908	Syag.g_01931
OG0000401	Prbg.g_00909	Syag.g_01932
OG0000402	Prbg.g_01349	Syag.g_01934
OG0000403	Prbg.g_00911	Syag.g_01935
OG0000404	Prbg.g_00912	Syag.g_01937
OG0000405	Prbg.g_00916	Syag.g_01949
OG0000406	Prbg.g_00924	Syag.g_01953
OG0000407	Prbg.g_00925	Syag.g_01954
OG0000408	Prbg.g_00927	Syag.g_01956
OG0000409	Prbg.g_00929	Syag.g_01958
OG0000410	Prbg.g_00930	Syag.g_01959
OG0000411	Prbg.g_00931	Syag.g_01960
OG0000412	Prbg.g_00932	Syag.g_01961
OG0000413	Prbg.g_00934	Syag.g_01963
OG0000414	Prbg.g_00935	Syag.g_01964
OG0000415	Prbg.g_00936	Syag.g_01965
OG0000416	Prbg.g_00937	Syag.g_01966
OG0000417	Prbg.g_00938	Syag.g_01967
OG0000418	Prbg.g_00943	Syag.g_01973
OG0000419	Prbg.g_00945	Syag.g_01975
OG0000420	Prbg.g_00946	Syag.g_01977
OG0000421	Prbg.g_00951	Syag.g_01982
OG0000422	Prbg.g_00952	Syag.g_01983
OG0000423	Prbg.g_00953	Syag.g_01984
OG0000424	Prbg.g_00954	Syag.g_01985
OG0000425	Prbg.g_00955	Syag.g_01986
OG0000426	Prbg.g_00956	Syag.g_01987
OG0000427	Prbg.g_00957	Syag.g_01988
OG0000428	Prbg.g_00959	Syag.g_01991
OG0000429	Prbg.g_00960	Syag.g_01993
OG0000430	Prbg.g_00961	Syag.g_01995
OG0000431	Prbg.g_00963	Syag.g_01998
OG0000432	Prbg.g_00967	Syag.g_02007
OG0000433	Prbg.g_00968	Syag.g_02009
OG0000434	Prbg.g_00969	Syag.g_02010
OG0000435	Prbg.g_00970	Syag.g_02017
OG0000436	Prbg.g_00975	Syag.g_02028
OG0000437	Prbg.g_00976	Syag.g_02029
OG0000438	Prbg.g_00977	Syag.g_02031
OG0000439	Prbg.g_00979	Syag.g_02033
OG0000440	Prbg.g_00980	Syag.g_02034
OG0000441	Prbg.g_00983	Syag.g_02041
OG0000442	Prbg.g_00984	Syag.g_02044
OG0000443	Prbg.g_00985	Syag.g_02046
OG0000444	Prbg.g_00991	Syag.g_02053
OG0000445	Prbg.g_00992	Syag.g_02054
OG0000446	Prbg.g_00993	Syag.g_02056
OG0000447	Prbg.g_00994	Syag.g_02059
OG0000448	Prbg.g_00995	Syag.g_02060
OG0000449	Prbg.g_00996	Syag.g_02061
OG0000450	Prbg.g_00997	Syag.g_02066
OG0000451	Prbg.g_00998	Syag.g_02067
OG0000452	Prbg.g_01001	Syag.g_02071
OG0000453	Prbg.g_01002	Syag.g_02072
OG0000454	Prbg.g_01003	Syag.g_02073
OG0000455	Prbg.g_01004	Syag.g_02074
OG0000456	Prbg.g_01005	Syag.g_02075
OG0000457	Prbg.g_01007	Syag.g_02077
OG0000458	Prbg.g_01008	Syag.g_02080
OG0000459	Prbg.g_01009	Syag.g_02081
OG0000460	Prbg.g_01017	Syag.g_01786
OG0000461	Prbg.g_01025	Syag.g_02675
OG0000462	Prbg.g_01027	Syag.g_02672
OG0000463	Prbg.g_01028	Syag.g_02671
OG0000464	Prbg.g_01029	Syag.g_02670
OG0000465	Prbg.g_01030	Syag.g_02668
OG0000466	Prbg.g_01033	Syag.g_02662
OG0000467	Prbg.g_01034	Syag.g_02660
OG0000468	Prbg.g_01037	Syag.g_02636
OG0000469	Prbg.g_01045	Syag.g_02621
OG0000470	Prbg.g_00042	Syag.g_02619
OG0000471	Prbg.g_00043	Syag.g_02618
OG0000472	Prbg.g_00045	Syag.g_02616
OG0000473	Prbg.g_00047	Syag.g_02614
OG0000474	Prbg.g_00048	Syag.g_02613
OG0000475	Prbg.g_00049	Syag.g_02612
OG0000476	Prbg.g_00051	Syag.g_02610
OG0000477	Prbg.g_00054	Syag.g_02604
OG0000478	Prbg.g_00055	Syag.g_02603
OG0000479	Prbg.g_00056	Syag.g_02602
OG0000480	Prbg.g_00061	Syag.g_02595
OG0000481	Prbg.g_00064	Syag.g_02593
OG0000482	Prbg.g_00065	Syag.g_02592
OG0000483	Prbg.g_00068	Syag.g_02588
OG0000484	Prbg.g_00069	Syag.g_02587
OG0000485	Prbg.g_00071	Syag.g_02586
OG0000486	Prbg.g_00072	Syag.g_02585
OG0000487	Prbg.g_00075	Syag.g_02579
OG0000488	Prbg.g_00078	Syag.g_02575
OG0000489	Prbg.g_00083	Syag.g_02565
OG0000490	Prbg.g_00087	Syag.g_02553
OG0000491	Prbg.g_00088	Syag.g_02551
OG0000492	Prbg.g_00090	Syag.g_02549
OG0000493	Prbg.g_00091	Syag.g_02548
OG0000494	Prbg.g_00092	Syag.g_02547
OG0000495	Prbg.g_00093	Syag.g_02546
OG0000496	Prbg.g_00094	Syag.g_02545
OG0000497	Prbg.g_00095	Syag.g_02544
OG0000498	Prbg.g_00096	Syag.g_02543
OG0000499	Prbg.g_00097	Syag.g_02542
OG0000500	Prbg.g_00098	Syag.g_02541
OG0000501	Prbg.g_00099	Syag.g_02538
OG0000502	Prbg.g_00102	Syag.g_02467
OG0000503	Prbg.g_00117	Syag.g_02843
OG0000504	Prbg.g_00119	Syag.g_02845
OG0000505	Prbg.g_00120	Syag.g_02846
OG0000506	Prbg.g_00121	Syag.g_02849
OG0000507	Prbg.g_00124	Syag.g_02855
OG0000508	Prbg.g_00128	Syag.g_02860
OG0000509	Prbg.g_00130	Syag.g_02862
OG0000510	Prbg.g_00131	Syag.g_02863
OG0000511	Prbg.g_00132	Syag.g_02864
OG0000512	Prbg.g_01942	Syag.g_02866
OG0000513	Prbg.g_00140	Syag.g_00009
OG0000514	Prbg.g_00151	Syag.g_00018
OG0000515	Prbg.g_00152	Syag.g_00019
OG0000516	Prbg.g_00153	Syag.g_00025
OG0000517	Prbg.g_00155	Syag.g_00032
OG0000518	Prbg.g_00166	Syag.g_00044
OG0000519	Prbg.g_00167	Syag.g_00045
OG0000520	Prbg.g_00168	Syag.g_00046
OG0000521	Prbg.g_00176	Syag.g_00054
OG0000522	Prbg.g_00178	Syag.g_00056
OG0000523	Prbg.g_00179	Syag.g_00057
OG0000524	Prbg.g_00184	Syag.g_01327
OG0000525	Prbg.g_00188	Syag.g_01345
OG0000526	Prbg.g_00189	Syag.g_01348
OG0000527	Prbg.g_00192	Syag.g_01354
OG0000528	Prbg.g_00197	Syag.g_01532
OG0000529	Prbg.g_00200	Syag.g_01527
OG0000530	Prbg.g_00203	Syag.g_01524
OG0000531	Prbg.g_00204	Syag.g_01523
OG0000532	Prbg.g_00206	Syag.g_01520
OG0000533	Prbg.g_00207	Syag.g_01518
OG0000534	Prbg.g_00208	Syag.g_01517
OG0000535	Prbg.g_00209	Syag.g_01516
OG0000536	Prbg.g_00210	Syag.g_01515
OG0000537	Prbg.g_00211	Syag.g_01514
OG0000538	Prbg.g_00220	Syag.g_01502
OG0000539	Prbg.g_00221	Syag.g_01501
OG0000540	Prbg.g_00222	Syag.g_01500
OG0000541	Prbg.g_00223	Syag.g_01499
OG0000542	Prbg.g_00224	Syag.g_01496
OG0000543	Prbg.g_00226	Syag.g_01494
OG0000544	Prbg.g_00227	Syag.g_01493
OG0000545	Prbg.g_00229	Syag.g_01491
OG0000546	Prbg.g_00232	Syag.g_01489
OG0000547	Prbg.g_00234	Syag.g_01487
OG0000548	Prbg.g_00235	Syag.g_01486
OG0000549	Prbg.g_00237	Syag.g_01480
OG0000550	Prbg.g_00241	Syag.g_01474
OG0000551	Prbg.g_00244	Syag.g_01470
OG0000552	Prbg.g_00245	Syag.g_01469
OG0000553	Prbg.g_00246	Syag.g_01464
OG0000554	Prbg.g_00251	Syag.g_01453
OG0000555	Prbg.g_00259	Syag.g_00075
OG0000556	Prbg.g_00261	Syag.g_00257
OG0000557	Prbg.g_00262	Syag.g_00267
OG0000558	Prbg.g_00265	Syag.g_00269
OG0000559	Prbg.g_00269	Syag.g_00273
OG0000560	Prbg.g_00272	Syag.g_00276
OG0000561	Prbg.g_00273	Syag.g_00277
OG0000562	Prbg.g_00274	Syag.g_00278
OG0000563	Prbg.g_00275	Syag.g_00279
OG0000564	Prbg.g_00276	Syag.g_00280
OG0000565	Prbg.g_00278	Syag.g_00284
