Orthogroup	Prbg	Praj
OG0000088	Prbg.g_00944	Praj.g_00206
OG0000089	Prbg.g_00137	Praj.g_00403
OG0000090	Prbg.g_00250	Praj.g_00524
OG0000091	Prbg.g_01414	Praj.g_00630
OG0000092	Prbg.g_01089	Praj.g_00892
OG0000093	Prbg.g_01385	Praj.g_00754
OG0000094	Prbg.g_01336	Praj.g_00846
OG0000095	Prbg.g_01234	Praj.g_01024
OG0000096	Prbg.g_00032	Praj.g_01249
OG0000097	Prbg.g_01440	Praj.g_01416
OG0000098	Prbg.g_00505	Praj.g_01546
OG0000099	Prbg.g_00552	Praj.g_00372
OG0000100	Prbg.g_00670	Praj.g_01709
OG0000101	Prbg.g_01785	Praj.g_01952
OG0000102	Prbg.g_01852	Praj.g_02017
OG0000103	Prbg.g_01937	Praj.g_02135
OG0000104	Prbg.g_00763	Praj.g_02145
OG0000105	Prbg.g_00053	Praj.g_00310
OG0000106	Prbg.g_00388	Praj.g_01156, Praj.g_01282
OG0000107	Prbg.g_01714	Praj.g_01869
OG0000108	Prbg.g_00199	Praj.g_00473
OG0000109	Prbg.g_00213	Praj.g_00486
OG0000110	Prbg.g_00293	Praj.g_00565
OG0000111	Prbg.g_01144	Praj.g_00692
OG0000112	Prbg.g_00366	Praj.g_00938
OG0000113	Prbg.g_01182	Praj.g_01176
OG0000114	Prbg.g_01084	Praj.g_00887
OG0000115	Prbg.g_01555	Praj.g_01725
OG0000116	Prbg.g_01497	Praj.g_01471
OG0000117	Prbg.g_01459	Praj.g_01355
OG0000118	Prbg.g_00490	Praj.g_01540
OG0000119	Prbg.g_01540, Prbg.g_00688	Praj.g_01568
OG0000120	Prbg.g_00549	Praj.g_00664
OG0000121	Prbg.g_00593	Praj.g_01634
OG0000122	Prbg.g_00634	Praj.g_01673
OG0000123	Prbg.g_01792	Praj.g_01959
OG0000124	Prbg.g_01864	Praj.g_02031
OG0000125	Prbg.g_01900	Praj.g_02091
OG0000126	Prbg.g_00762	Praj.g_02144
OG0000128	Prbg.g_00778	Praj.g_00011
OG0000129	Prbg.g_00829	Praj.g_00048
OG0000130	Prbg.g_00800	Praj.g_00107
OG0000131	Prbg.g_00922	Praj.g_00185
OG0000132	Prbg.g_00942	Praj.g_00204
OG0000133	Prbg.g_00100	Praj.g_00357
OG0000134	Prbg.g_00139	Praj.g_00405
OG0000135	Prbg.g_00459	Praj.g_01279
OG0000136	Prbg.g_00161	Praj.g_00435
OG0000137	Prbg.g_00194	Praj.g_00467
OG0000138	Prbg.g_00214	Praj.g_00487
OG0000139	Prbg.g_00254	Praj.g_00528
OG0000140	Prbg.g_00255	Praj.g_00529
OG0000141	Prbg.g_00327	Praj.g_00595
OG0000142	Prbg.g_01422	Praj.g_00623
OG0000143	Prbg.g_01418	Praj.g_00627
OG0000144	Prbg.g_01404	Praj.g_00640
OG0000145	Prbg.g_00461	Praj.g_01054
OG0000146	Prbg.g_00365	Praj.g_00937
OG0000147	Prbg.g_00364	Praj.g_00936
OG0000148	Prbg.g_01176	Praj.g_00787
OG0000149	Prbg.g_01208	Praj.g_00819
OG0000150	Prbg.g_01218	Praj.g_00828
OG0000151	Prbg.g_01094	Praj.g_00898
OG0000152	Prbg.g_01287	Praj.g_01601, Praj.g_00946
OG0000153	Prbg.g_01306	Praj.g_00965
OG0000154	Prbg.g_01326	Praj.g_00995
OG0000155	Prbg.g_01465	Praj.g_01440
OG0000156	Prbg.g_00466	Praj.g_01517
OG0000157	Prbg.g_00467	Praj.g_01518
OG0000158	Prbg.g_01829	Praj.g_01995
OG0000159	Prbg.g_00809	Praj.g_02043, Praj.g_02035
OG0000160	Prbg.g_00592	Praj.g_01633
OG0000161	Prbg.g_00598	Praj.g_01639
OG0000162	Prbg.g_00604	Praj.g_01645
OG0000163	Prbg.g_00643	Praj.g_01681
OG0000164	Prbg.g_01674	Praj.g_01790
OG0000165	Prbg.g_01681	Praj.g_01798
OG0000166	Prbg.g_01748	Praj.g_01915
OG0000167	Prbg.g_01819	Praj.g_01985
OG0000168	Prbg.g_01830	Praj.g_01996
OG0000169	Prbg.g_01840	Praj.g_02006
OG0000170	Prbg.g_01843	Praj.g_02008
OG0000171	Prbg.g_01863	Praj.g_02030
OG0000172	Prbg.g_01870	Praj.g_02061
OG0000173	Prbg.g_01885	Praj.g_02076
OG0000174	Prbg.g_01915	Praj.g_02107
OG0000175	Prbg.g_01928	Praj.g_02125
OG0000176	Prbg.g_00771	Praj.g_00004
OG0000177	Prbg.g_00772	Praj.g_00005
OG0000178	Prbg.g_00773	Praj.g_00006
OG0000179	Prbg.g_00858	Praj.g_00016
OG0000180	Prbg.g_00857	Praj.g_00017
OG0000181	Prbg.g_00856	Praj.g_00018
OG0000182	Prbg.g_00855	Praj.g_00019
OG0000183	Prbg.g_00851	Praj.g_00023
OG0000184	Prbg.g_00825	Praj.g_00050
OG0000185	Prbg.g_00822	Praj.g_00053
OG0000186	Prbg.g_00806	Praj.g_00102
OG0000187	Prbg.g_00805	Praj.g_00103
OG0000188	Prbg.g_00788	Praj.g_00120
OG0000189	Prbg.g_00866	Praj.g_00134
OG0000190	Prbg.g_00868	Praj.g_00135
OG0000191	Prbg.g_00891	Praj.g_00158
OG0000192	Prbg.g_00896	Praj.g_00162
OG0000193	Prbg.g_00923	Praj.g_00186
OG0000194	Prbg.g_00926	Praj.g_00189
OG0000195	Prbg.g_00928	Praj.g_00191
OG0000196	Prbg.g_00939	Praj.g_00201
OG0000197	Prbg.g_00940	Praj.g_00202
OG0000198	Prbg.g_00941	Praj.g_00203
OG0000199	Prbg.g_00948	Praj.g_00210
OG0000200	Prbg.g_00962	Praj.g_00223
OG0000201	Prbg.g_00971	Praj.g_00232
OG0000202	Prbg.g_00972	Praj.g_00233
OG0000203	Prbg.g_00973	Praj.g_00234
OG0000204	Prbg.g_00974	Praj.g_00235
OG0000205	Prbg.g_00981	Praj.g_00242
OG0000206	Prbg.g_00986	Praj.g_00246
OG0000207	Prbg.g_00989	Praj.g_00248
OG0000208	Prbg.g_00990	Praj.g_00249
OG0000209	Prbg.g_00999	Praj.g_00258
OG0000210	Prbg.g_01000	Praj.g_00259
OG0000211	Prbg.g_01015	Praj.g_00273
OG0000212	Prbg.g_01023	Praj.g_00281
OG0000213	Prbg.g_01041	Praj.g_00296
OG0000214	Prbg.g_00046	Praj.g_00304
OG0000215	Prbg.g_00073	Praj.g_00328
OG0000216	Prbg.g_00074	Praj.g_00329
OG0000217	Prbg.g_00077	Praj.g_00332
OG0000218	Prbg.g_00079	Praj.g_00334
OG0000219	Prbg.g_00080	Praj.g_00335
OG0000220	Prbg.g_00081	Praj.g_00336
OG0000221	Prbg.g_00082	Praj.g_00337
OG0000222	Prbg.g_00089	Praj.g_00345
OG0000223	Prbg.g_00101	Praj.g_00358
OG0000224	Prbg.g_00103	Praj.g_00360
OG0000225	Prbg.g_00129	Praj.g_00391
OG0000226	Prbg.g_01941	Praj.g_00395
OG0000227	Prbg.g_01943	Praj.g_00397
OG0000228	Prbg.g_00136	Praj.g_00402
OG0000229	Prbg.g_00156	Praj.g_00430
OG0000230	Prbg.g_00158	Praj.g_00432
OG0000231	Prbg.g_00169	Praj.g_00443
OG0000232	Prbg.g_00180	Praj.g_00451
OG0000233	Prbg.g_00186	Praj.g_00459
OG0000234	Prbg.g_00195	Praj.g_00468
OG0000235	Prbg.g_00198	Praj.g_00472
OG0000236	Prbg.g_00212	Praj.g_00485
OG0000237	Prbg.g_00225	Praj.g_00498
OG0000238	Prbg.g_00231	Praj.g_00504
OG0000239	Prbg.g_00242	Praj.g_00516
OG0000240	Prbg.g_00243	Praj.g_00517
OG0000241	Prbg.g_00247	Praj.g_00521
OG0000242	Prbg.g_00249	Praj.g_00523
OG0000243	Prbg.g_00260	Praj.g_00534
OG0000244	Prbg.g_00264	Praj.g_00537
OG0000245	Prbg.g_00266	Praj.g_00539
OG0000246	Prbg.g_00270	Praj.g_00543
OG0000247	Prbg.g_00280	Praj.g_00553
OG0000248	Prbg.g_00283	Praj.g_00555
OG0000249	Prbg.g_00285	Praj.g_00557
OG0000250	Prbg.g_00290	Praj.g_00562
OG0000251	Prbg.g_00310	Praj.g_00578
OG0000252	Prbg.g_00313	Praj.g_00580
OG0000253	Prbg.g_00314	Praj.g_00582
OG0000254	Prbg.g_00331	Praj.g_00599
OG0000255	Prbg.g_00337	Praj.g_00605
OG0000256	Prbg.g_00347	Praj.g_00615
OG0000257	Prbg.g_01427	Praj.g_00618
OG0000258	Prbg.g_01413	Praj.g_00631
OG0000259	Prbg.g_01396	Praj.g_00648
OG0000260	Prbg.g_01393	Praj.g_00651
OG0000261	Prbg.g_01390	Praj.g_00654
OG0000262	Prbg.g_01386	Praj.g_00659
OG0000263	Prbg.g_01122	Praj.g_00673
OG0000264	Prbg.g_01133	Praj.g_00684
OG0000265	Prbg.g_01151	Praj.g_00698
OG0000266	Prbg.g_01367	Praj.g_00708
OG0000267	Prbg.g_01355	Praj.g_00721
OG0000268	Prbg.g_01354	Praj.g_00722
OG0000269	Prbg.g_01154	Praj.g_00764
OG0000270	Prbg.g_01157	Praj.g_00767
OG0000271	Prbg.g_01165	Praj.g_00775
OG0000272	Prbg.g_01166	Praj.g_00776
OG0000273	Prbg.g_01190	Praj.g_00801
OG0000274	Prbg.g_01191	Praj.g_00802
OG0000275	Prbg.g_01194	Praj.g_00804
OG0000276	Prbg.g_01200	Praj.g_00810
OG0000277	Prbg.g_01201	Praj.g_00811
OG0000278	Prbg.g_01204	Praj.g_00815
OG0000279	Prbg.g_01211	Praj.g_00822
OG0000280	Prbg.g_01212	Praj.g_01326
OG0000281	Prbg.g_01219	Praj.g_00829
OG0000282	Prbg.g_01086	Praj.g_00889
OG0000283	Prbg.g_01263	Praj.g_00920
OG0000284	Prbg.g_01268	Praj.g_00925
OG0000285	Prbg.g_01273	Praj.g_00930
OG0000286	Prbg.g_01286	Praj.g_00945
OG0000287	Prbg.g_01552	Praj.g_00085
OG0000288	Prbg.g_01325	Praj.g_00994
OG0000289	Prbg.g_01341	Praj.g_01005
OG0000290	Prbg.g_01237	Praj.g_01021
OG0000291	Prbg.g_01235	Praj.g_01023
OG0000292	Prbg.g_01531	Praj.g_01196
OG0000293	Prbg.g_01496	Praj.g_01470
OG0000294	Prbg.g_01495	Praj.g_01469
OG0000295	Prbg.g_01472	Praj.g_01447
OG0000296	Prbg.g_01470	Praj.g_01445
OG0000297	Prbg.g_01461	Praj.g_01437
OG0000298	Prbg.g_01460	Praj.g_01436
OG0000299	Prbg.g_01441	Praj.g_01417
OG0000300	Prbg.g_01438	Praj.g_01414
OG0000301	Prbg.g_01437	Praj.g_01413
OG0000302	Prbg.g_01435	Praj.g_01410
OG0000303	Prbg.g_01429	Praj.g_01405
OG0000304	Prbg.g_00352	Praj.g_01402
OG0000305	Prbg.g_01529	Praj.g_01734
OG0000306	Prbg.g_01223	Praj.g_00833
OG0000307	Prbg.g_00538	Praj.g_01584
OG0000308	Prbg.g_00539	Praj.g_01585
OG0000309	Prbg.g_00543	Praj.g_01589
OG0000310	Prbg.g_00577	Praj.g_01616
OG0000311	Prbg.g_00579	Praj.g_01618
OG0000312	Prbg.g_00582	Praj.g_01621
OG0000313	Prbg.g_00595	Praj.g_01636
OG0000314	Prbg.g_00618	Praj.g_01657
OG0000315	Prbg.g_00628	Praj.g_01667
OG0000316	Prbg.g_00653	Praj.g_01692
OG0000317	Prbg.g_01647	Praj.g_01766
OG0000318	Prbg.g_01651	Praj.g_01769
OG0000319	Prbg.g_01664	Praj.g_01780
OG0000320	Prbg.g_01666	Praj.g_01782
OG0000321	Prbg.g_01667	Praj.g_01783
OG0000322	Prbg.g_01668	Praj.g_01784
OG0000323	Prbg.g_01677	Praj.g_01793
OG0000324	Prbg.g_01704	Praj.g_01820
OG0000325	Prbg.g_01715	Praj.g_01870
OG0000326	Prbg.g_01722	Praj.g_01876
OG0000327	Prbg.g_01743	Praj.g_01910
OG0000328	Prbg.g_01744	Praj.g_01911
OG0000329	Prbg.g_01761	Praj.g_01928
OG0000330	Prbg.g_01762	Praj.g_01929
OG0000331	Prbg.g_01763	Praj.g_01930
OG0000332	Prbg.g_01777	Praj.g_01944
OG0000333	Prbg.g_01779	Praj.g_01946
OG0000334	Prbg.g_01788	Praj.g_01955
OG0000335	Prbg.g_01793	Praj.g_01960
OG0000336	Prbg.g_01797	Praj.g_01964
OG0000337	Prbg.g_01815	Praj.g_01982
OG0000338	Prbg.g_01816	Praj.g_01983
OG0000339	Prbg.g_01822	Praj.g_01988
OG0000340	Prbg.g_01831	Praj.g_01997
OG0000341	Prbg.g_01833	Praj.g_01999
OG0000342	Prbg.g_01834	Praj.g_02000
OG0000343	Prbg.g_01835	Praj.g_02001
OG0000344	Prbg.g_01838	Praj.g_02004
OG0000345	Prbg.g_01844	Praj.g_02009
OG0000346	Prbg.g_01848	Praj.g_02013
OG0000347	Prbg.g_01865	Praj.g_02034
OG0000348	Prbg.g_01873	Praj.g_02064
OG0000349	Prbg.g_01891	Praj.g_02082
OG0000350	Prbg.g_00419	Praj.g_02103
OG0000351	Prbg.g_01931	Praj.g_02128
OG0000352	Prbg.g_01932	Praj.g_02129
OG0000353	Prbg.g_00766	Praj.g_02148
OG0000355	Prbg.g_00768	Praj.g_00001
OG0000356	Prbg.g_00769	Praj.g_00002
OG0000357	Prbg.g_00770	Praj.g_00003
OG0000358	Prbg.g_00774	Praj.g_00007
OG0000359	Prbg.g_00775	Praj.g_00008
OG0000360	Prbg.g_00776	Praj.g_00009
OG0000361	Prbg.g_00777	Praj.g_00010
OG0000362	Prbg.g_00779	Praj.g_00012
OG0000363	Prbg.g_00860	Praj.g_00014
OG0000364	Prbg.g_00859	Praj.g_00015
OG0000365	Prbg.g_00854	Praj.g_00020
OG0000366	Prbg.g_00853	Praj.g_00021
OG0000367	Prbg.g_00852	Praj.g_00022
OG0000368	Prbg.g_00850	Praj.g_00024
OG0000369	Prbg.g_00849	Praj.g_00025
OG0000370	Prbg.g_00848	Praj.g_00026
OG0000371	Prbg.g_00841	Praj.g_00032
OG0000372	Prbg.g_00838	Praj.g_00034
OG0000373	Prbg.g_00837	Praj.g_00035
OG0000374	Prbg.g_00836	Praj.g_00036
OG0000375	Prbg.g_00834	Praj.g_00044
OG0000376	Prbg.g_00832	Praj.g_00046
OG0000377	Prbg.g_00828	Praj.g_00049
OG0000378	Prbg.g_00824	Praj.g_00051
OG0000379	Prbg.g_00821	Praj.g_00054
OG0000380	Prbg.g_00804	Praj.g_00104
OG0000381	Prbg.g_00799	Praj.g_00108
OG0000382	Prbg.g_00789	Praj.g_00119
OG0000383	Prbg.g_00787	Praj.g_00121
OG0000384	Prbg.g_00786	Praj.g_00122
OG0000385	Prbg.g_00785	Praj.g_00123
OG0000386	Prbg.g_00784	Praj.g_00124
OG0000387	Prbg.g_00870	Praj.g_00137
OG0000388	Prbg.g_00874	Praj.g_00141
OG0000389	Prbg.g_00877	Praj.g_00144
OG0000390	Prbg.g_00887	Praj.g_00153
OG0000391	Prbg.g_00890	Praj.g_00157
OG0000392	Prbg.g_00894	Praj.g_00160
OG0000393	Prbg.g_00897	Praj.g_00163
OG0000394	Prbg.g_00898	Praj.g_00164
OG0000395	Prbg.g_00899	Praj.g_00165
OG0000396	Prbg.g_00901	Praj.g_00168
OG0000397	Prbg.g_00903	Praj.g_00170
OG0000398	Prbg.g_00906	Praj.g_00173
OG0000399	Prbg.g_00907	Praj.g_00174
OG0000400	Prbg.g_00908	Praj.g_00175
OG0000401	Prbg.g_00909	Praj.g_00176
OG0000402	Prbg.g_01349	Praj.g_01057
OG0000403	Prbg.g_00911	Praj.g_00177
OG0000404	Prbg.g_00912	Praj.g_00178
OG0000405	Prbg.g_00916	Praj.g_00183
OG0000406	Prbg.g_00924	Praj.g_00187
OG0000407	Prbg.g_00925	Praj.g_00188
OG0000408	Prbg.g_00927	Praj.g_00190
OG0000409	Prbg.g_00929	Praj.g_00192
OG0000410	Prbg.g_00930	Praj.g_00193
OG0000411	Prbg.g_00931	Praj.g_00194
OG0000412	Prbg.g_00932	Praj.g_00195
OG0000413	Prbg.g_00934	Praj.g_00196
OG0000414	Prbg.g_00935	Praj.g_00197
OG0000415	Prbg.g_00936	Praj.g_00198
OG0000416	Prbg.g_00937	Praj.g_00199
OG0000417	Prbg.g_00938	Praj.g_00200
OG0000418	Prbg.g_00943	Praj.g_00205
OG0000419	Prbg.g_00945	Praj.g_00207
OG0000420	Prbg.g_00946	Praj.g_00208
OG0000421	Prbg.g_00951	Praj.g_00212
OG0000422	Prbg.g_00952	Praj.g_00213
OG0000423	Prbg.g_00953	Praj.g_00214
OG0000424	Prbg.g_00954	Praj.g_00215
OG0000425	Prbg.g_00955	Praj.g_00216
OG0000426	Prbg.g_00956	Praj.g_00217
OG0000427	Prbg.g_00957	Praj.g_00218
OG0000428	Prbg.g_00959	Praj.g_00220
OG0000429	Prbg.g_00960	Praj.g_00221
OG0000430	Prbg.g_00961	Praj.g_00222
OG0000431	Prbg.g_00963	Praj.g_00224
OG0000432	Prbg.g_00967	Praj.g_00228
OG0000433	Prbg.g_00968	Praj.g_00229
OG0000434	Prbg.g_00969	Praj.g_00230
OG0000435	Prbg.g_00970	Praj.g_00231
OG0000436	Prbg.g_00975	Praj.g_00236
OG0000437	Prbg.g_00976	Praj.g_00237
OG0000438	Prbg.g_00977	Praj.g_00238
OG0000439	Prbg.g_00979	Praj.g_00240
OG0000440	Prbg.g_00980	Praj.g_00241
OG0000441	Prbg.g_00983	Praj.g_00243
OG0000442	Prbg.g_00984	Praj.g_00244
OG0000443	Prbg.g_00985	Praj.g_00245
OG0000444	Prbg.g_00991	Praj.g_00250
OG0000445	Prbg.g_00992	Praj.g_00251
OG0000446	Prbg.g_00993	Praj.g_00252
OG0000447	Prbg.g_00994	Praj.g_00253
OG0000448	Prbg.g_00995	Praj.g_00254
OG0000449	Prbg.g_00996	Praj.g_00255
OG0000450	Prbg.g_00997	Praj.g_00256
OG0000451	Prbg.g_00998	Praj.g_00257
OG0000452	Prbg.g_01001	Praj.g_00260
OG0000453	Prbg.g_01002	Praj.g_00261
OG0000454	Prbg.g_01003	Praj.g_00262
OG0000455	Prbg.g_01004	Praj.g_00263
OG0000456	Prbg.g_01005	Praj.g_00264
OG0000457	Prbg.g_01007	Praj.g_00265
OG0000458	Prbg.g_01008	Praj.g_00266
OG0000459	Prbg.g_01009	Praj.g_00267
OG0000460	Prbg.g_01017	Praj.g_00275
OG0000461	Prbg.g_01025	Praj.g_00283
OG0000462	Prbg.g_01027	Praj.g_00285
OG0000463	Prbg.g_01028	Praj.g_00286
OG0000464	Prbg.g_01029	Praj.g_00287
OG0000465	Prbg.g_01030	Praj.g_00288
OG0000466	Prbg.g_01033	Praj.g_00289
OG0000467	Prbg.g_01034	Praj.g_00290
OG0000468	Prbg.g_01037	Praj.g_00292
OG0000469	Prbg.g_01045	Praj.g_00299
OG0000470	Prbg.g_00042	Praj.g_00301
OG0000471	Prbg.g_00043	Praj.g_00302
OG0000472	Prbg.g_00045	Praj.g_00303
OG0000473	Prbg.g_00047	Praj.g_00305
OG0000474	Prbg.g_00048	Praj.g_00306
OG0000475	Prbg.g_00049	Praj.g_00307
OG0000476	Prbg.g_00051	Praj.g_00309
OG0000477	Prbg.g_00054	Praj.g_00311
OG0000478	Prbg.g_00055	Praj.g_00312
OG0000479	Prbg.g_00056	Praj.g_00313
OG0000480	Prbg.g_00061	Praj.g_00318
OG0000481	Prbg.g_00064	Praj.g_00320
OG0000482	Prbg.g_00065	Praj.g_00321
OG0000483	Prbg.g_00068	Praj.g_00324
OG0000484	Prbg.g_00069	Praj.g_00325
OG0000485	Prbg.g_00071	Praj.g_00326
OG0000486	Prbg.g_00072	Praj.g_00327
OG0000487	Prbg.g_00075	Praj.g_00330
OG0000488	Prbg.g_00078	Praj.g_00333
OG0000489	Prbg.g_00083	Praj.g_00338
OG0000490	Prbg.g_00087	Praj.g_00343
OG0000491	Prbg.g_00088	Praj.g_00344
OG0000492	Prbg.g_00090	Praj.g_00346
OG0000493	Prbg.g_00091	Praj.g_00347
OG0000494	Prbg.g_00092	Praj.g_00348
OG0000495	Prbg.g_00093	Praj.g_00349
OG0000496	Prbg.g_00094	Praj.g_00350
OG0000497	Prbg.g_00095	Praj.g_00351
OG0000498	Prbg.g_00096	Praj.g_00352
OG0000499	Prbg.g_00097	Praj.g_00353
OG0000500	Prbg.g_00098	Praj.g_00354
OG0000501	Prbg.g_00099	Praj.g_00356
OG0000502	Prbg.g_00102	Praj.g_00359
OG0000503	Prbg.g_00117	Praj.g_00380
OG0000504	Prbg.g_00119	Praj.g_00382
OG0000505	Prbg.g_00120	Praj.g_00383
OG0000506	Prbg.g_00121	Praj.g_00384
OG0000507	Prbg.g_00124	Praj.g_00387
OG0000508	Prbg.g_00128	Praj.g_00390
OG0000509	Prbg.g_00130	Praj.g_00392
OG0000510	Prbg.g_00131	Praj.g_00393
OG0000511	Prbg.g_00132	Praj.g_00394
OG0000512	Prbg.g_01942	Praj.g_00396
OG0000513	Prbg.g_00140	Praj.g_00406
OG0000514	Prbg.g_00151	Praj.g_00425
OG0000515	Prbg.g_00152	Praj.g_00426
OG0000516	Prbg.g_00153	Praj.g_00427
OG0000517	Prbg.g_00155	Praj.g_00429
OG0000518	Prbg.g_00166	Praj.g_00440
OG0000519	Prbg.g_00167	Praj.g_00441
OG0000520	Prbg.g_00168	Praj.g_00442
OG0000521	Prbg.g_00176	Praj.g_00447
OG0000522	Prbg.g_00178	Praj.g_00449
OG0000523	Prbg.g_00179	Praj.g_00450
OG0000524	Prbg.g_00184	Praj.g_00457
OG0000525	Prbg.g_00188	Praj.g_00461
OG0000526	Prbg.g_00189	Praj.g_00462
OG0000527	Prbg.g_00192	Praj.g_00465
OG0000528	Prbg.g_00197	Praj.g_00471
OG0000529	Prbg.g_00200	Praj.g_00474
OG0000530	Prbg.g_00203	Praj.g_00477
OG0000531	Prbg.g_00204	Praj.g_00478
OG0000532	Prbg.g_00206	Praj.g_00479
OG0000533	Prbg.g_00207	Praj.g_00480
OG0000534	Prbg.g_00208	Praj.g_00481
OG0000535	Prbg.g_00209	Praj.g_00482
OG0000536	Prbg.g_00210	Praj.g_00483
OG0000537	Prbg.g_00211	Praj.g_00484
