Orthogroup	Prbg	Syac
OG0000088	Prbg.g_00944	Syac.g_00308
OG0000089	Prbg.g_00137	Syac.g_01988, Syac.g_01543
OG0000090	Prbg.g_00250	Syac.g_01836
OG0000091	Prbg.g_01414	Syac.g_00987
OG0000093	Prbg.g_01385	Syac.g_01357
OG0000094	Prbg.g_01336	Syac.g_01251
OG0000095	Prbg.g_01234	Syac.g_00884
OG0000097	Prbg.g_01440	Syac.g_01507
OG0000098	Prbg.g_00505	Syac.g_02157
OG0000099	Prbg.g_00552	Syac.g_00234
OG0000100	Prbg.g_00670	Syac.g_01309
OG0000101	Prbg.g_01785	Syac.g_02094
OG0000102	Prbg.g_01852	Syac.g_00151
OG0000103	Prbg.g_01937	Syac.g_02476
OG0000104	Prbg.g_00763	Syac.g_02490
OG0000105	Prbg.g_00053	Syac.g_02245
OG0000106	Prbg.g_00388	Syac.g_01098
OG0000107	Prbg.g_01714	Syac.g_02191
OG0000108	Prbg.g_00199	Syac.g_01904
OG0000109	Prbg.g_00213	Syac.g_01889
OG0000110	Prbg.g_00293	Syac.g_01778
OG0000111	Prbg.g_01144	Syac.g_00893
OG0000112	Prbg.g_00366	Syac.g_01173
OG0000113	Prbg.g_01182	Syac.g_01314
OG0000114	Prbg.g_01084	Syac.g_01394
OG0000115	Prbg.g_01555	Syac.g_01655
OG0000116	Prbg.g_01497	Syac.g_00753
OG0000117	Prbg.g_01459	Syac.g_01477
OG0000118	Prbg.g_00490	Syac.g_01728
OG0000120	Prbg.g_00549	Syac.g_00233
OG0000121	Prbg.g_00593	Syac.g_01635
OG0000122	Prbg.g_00448, Prbg.g_00634	Syac.g_01013
OG0000123	Prbg.g_01792	Syac.g_02086
OG0000124	Prbg.g_01864	Syac.g_00135
OG0000125	Prbg.g_01900	Syac.g_02360
OG0000126	Prbg.g_00762	Syac.g_02488
OG0000128	Prbg.g_00778	Syac.g_00012
OG0000129	Prbg.g_00829	Syac.g_02349
OG0000130	Prbg.g_00800	Syac.g_00450
OG0000131	Prbg.g_00922	Syac.g_00330
OG0000132	Prbg.g_00942	Syac.g_00310
OG0000133	Prbg.g_00100	Syac.g_01178
OG0000134	Prbg.g_00139	Syac.g_01985
OG0000135	Prbg.g_00459	Syac.g_02398
OG0000136	Prbg.g_00161	Syac.g_00701
OG0000137	Prbg.g_00194	Syac.g_01700
OG0000138	Prbg.g_00214	Syac.g_01888
OG0000139	Prbg.g_00254	Syac.g_01830
OG0000140	Prbg.g_00255	Syac.g_01829
OG0000141	Prbg.g_00327	Syac.g_00934
OG0000142	Prbg.g_01422	Syac.g_00979
OG0000143	Prbg.g_01418	Syac.g_00983
OG0000144	Prbg.g_01404	Syac.g_01090
OG0000145	Prbg.g_00461	Syac.g_01882
OG0000146	Prbg.g_00365	Syac.g_01172
OG0000147	Prbg.g_00364	Syac.g_01171
OG0000148	Prbg.g_01176	Syac.g_01320
OG0000149	Prbg.g_01208	Syac.g_00832
OG0000150	Prbg.g_01218	Syac.g_00935
OG0000151	Prbg.g_01094	Syac.g_01383
OG0000152	Prbg.g_01287	Syac.g_01182
OG0000153	Prbg.g_01306	Syac.g_01217
OG0000154	Prbg.g_01326	Syac.g_01241
OG0000155	Prbg.g_01465	Syac.g_00804
OG0000156	Prbg.g_00466	Syac.g_00743
OG0000157	Prbg.g_00467	Syac.g_00742
OG0000158	Prbg.g_01829	Syac.g_00182
OG0000159	Prbg.g_00809	Syac.g_00181
OG0000160	Prbg.g_00592	Syac.g_01633
OG0000161	Prbg.g_00598	Syac.g_01641
OG0000162	Prbg.g_00604	Syac.g_01648
OG0000163	Prbg.g_00643	Syac.g_00619
OG0000164	Prbg.g_01674	Syac.g_00508
OG0000165	Prbg.g_01681	Syac.g_00674
OG0000166	Prbg.g_01748	Syac.g_02132
OG0000167	Prbg.g_01819	Syac.g_00194
OG0000168	Prbg.g_01830	Syac.g_00179
OG0000169	Prbg.g_01840	Syac.g_00168
OG0000170	Prbg.g_01843	Syac.g_00161
OG0000171	Prbg.g_01863	Syac.g_00136
OG0000172	Prbg.g_01870	Syac.g_00084
OG0000173	Prbg.g_01885	Syac.g_00057
OG0000174	Prbg.g_01915	Syac.g_02401
OG0000175	Prbg.g_01928	Syac.g_02465
OG0000176	Prbg.g_00771	Syac.g_00004
OG0000177	Prbg.g_00772	Syac.g_00005
OG0000178	Prbg.g_00773	Syac.g_00006
OG0000179	Prbg.g_00858	Syac.g_00019
OG0000180	Prbg.g_00857	Syac.g_00020
OG0000181	Prbg.g_00856	Syac.g_00021
OG0000182	Prbg.g_00855	Syac.g_00022
OG0000183	Prbg.g_00851	Syac.g_00026
OG0000184	Prbg.g_00825	Syac.g_02339
OG0000185	Prbg.g_00822	Syac.g_02336
OG0000186	Prbg.g_00806	Syac.g_00454
OG0000187	Prbg.g_00805	Syac.g_00453
OG0000188	Prbg.g_00788	Syac.g_00433
OG0000189	Prbg.g_00866	Syac.g_00408
OG0000190	Prbg.g_00868	Syac.g_00406
OG0000191	Prbg.g_00891	Syac.g_00373
OG0000192	Prbg.g_00896	Syac.g_00368
OG0000193	Prbg.g_00923	Syac.g_00329
OG0000194	Prbg.g_00926	Syac.g_00326
OG0000195	Prbg.g_00928	Syac.g_00324
OG0000196	Prbg.g_00939	Syac.g_00313
OG0000197	Prbg.g_00940	Syac.g_00312
OG0000198	Prbg.g_00941	Syac.g_00311
OG0000199	Prbg.g_00948	Syac.g_00303
OG0000200	Prbg.g_00962	Syac.g_02261
OG0000201	Prbg.g_00971	Syac.g_02278
OG0000202	Prbg.g_00972	Syac.g_02279
OG0000203	Prbg.g_00973	Syac.g_02280
OG0000204	Prbg.g_00974	Syac.g_02281
OG0000205	Prbg.g_00981	Syac.g_02288
OG0000206	Prbg.g_00986	Syac.g_02297
OG0000207	Prbg.g_00989	Syac.g_02300
OG0000208	Prbg.g_00990	Syac.g_02301
OG0000209	Prbg.g_00999	Syac.g_02316
OG0000210	Prbg.g_01000	Syac.g_02317
OG0000211	Prbg.g_01015	Syac.g_01972
OG0000212	Prbg.g_01023	Syac.g_01963
OG0000213	Prbg.g_01041	Syac.g_02219
OG0000214	Prbg.g_00046	Syac.g_02236
OG0000215	Prbg.g_00073	Syac.g_00281
OG0000216	Prbg.g_00074	Syac.g_00277
OG0000217	Prbg.g_00077	Syac.g_00273
OG0000218	Prbg.g_00079	Syac.g_00271
OG0000219	Prbg.g_00080	Syac.g_00270
OG0000220	Prbg.g_00081	Syac.g_00269
OG0000221	Prbg.g_00082	Syac.g_00261
OG0000222	Prbg.g_00089	Syac.g_00247
OG0000223	Prbg.g_00101	Syac.g_00225
OG0000224	Prbg.g_00103	Syac.g_00217
OG0000225	Prbg.g_00129	Syac.g_02004
OG0000226	Prbg.g_01941	Syac.g_02000
OG0000227	Prbg.g_01943	Syac.g_01998
OG0000228	Prbg.g_00136	Syac.g_01989
OG0000229	Prbg.g_00156	Syac.g_00692
OG0000230	Prbg.g_00158	Syac.g_00694
OG0000231	Prbg.g_00169	Syac.g_00710
OG0000232	Prbg.g_00180	Syac.g_01717
OG0000233	Prbg.g_00186	Syac.g_01713
OG0000234	Prbg.g_00195	Syac.g_01699
OG0000235	Prbg.g_00198	Syac.g_01905
OG0000236	Prbg.g_00212	Syac.g_01890
OG0000237	Prbg.g_00225	Syac.g_01873
OG0000238	Prbg.g_00231	Syac.g_01868
OG0000239	Prbg.g_00242	Syac.g_01852
OG0000240	Prbg.g_00243	Syac.g_01851
OG0000241	Prbg.g_00247	Syac.g_00970
OG0000242	Prbg.g_00249	Syac.g_01839
OG0000243	Prbg.g_00260	Syac.g_01821
OG0000244	Prbg.g_00264	Syac.g_01814
OG0000245	Prbg.g_00266	Syac.g_01811
OG0000246	Prbg.g_00270	Syac.g_01807
OG0000247	Prbg.g_00280	Syac.g_01795
OG0000248	Prbg.g_00283	Syac.g_01792
OG0000249	Prbg.g_00285	Syac.g_01790
OG0000250	Prbg.g_00290	Syac.g_01782
OG0000251	Prbg.g_00310	Syac.g_01757
OG0000252	Prbg.g_00313	Syac.g_01753
OG0000253	Prbg.g_00314	Syac.g_01752
OG0000254	Prbg.g_00331	Syac.g_00939
OG0000255	Prbg.g_00337	Syac.g_00947
OG0000256	Prbg.g_00347	Syac.g_00963
OG0000257	Prbg.g_01427	Syac.g_00969
OG0000258	Prbg.g_01413	Syac.g_00988
OG0000259	Prbg.g_01396	Syac.g_01425
OG0000260	Prbg.g_01393	Syac.g_01422
OG0000261	Prbg.g_01390	Syac.g_01418
OG0000262	Prbg.g_01386	Syac.g_01413
OG0000263	Prbg.g_01122	Syac.g_01497
OG0000264	Prbg.g_01133	Syac.g_00915
OG0000265	Prbg.g_01151	Syac.g_00673
OG0000266	Prbg.g_01367	Syac.g_01271
OG0000267	Prbg.g_01355	Syac.g_01131
OG0000268	Prbg.g_01354	Syac.g_01132
OG0000269	Prbg.g_01154	Syac.g_01346
OG0000270	Prbg.g_01157	Syac.g_01343
OG0000271	Prbg.g_01165	Syac.g_01335
OG0000272	Prbg.g_01166	Syac.g_01334
OG0000273	Prbg.g_01190	Syac.g_00854
OG0000274	Prbg.g_01191	Syac.g_00853
OG0000275	Prbg.g_01194	Syac.g_00848
OG0000276	Prbg.g_01200	Syac.g_00840
OG0000277	Prbg.g_01201	Syac.g_00839
OG0000278	Prbg.g_01204	Syac.g_00836
OG0000279	Prbg.g_01211	Syac.g_00828
OG0000280	Prbg.g_01212	Syac.g_00814
OG0000281	Prbg.g_01219	Syac.g_02158
OG0000282	Prbg.g_01086	Syac.g_01392
OG0000283	Prbg.g_01263	Syac.g_01142
OG0000284	Prbg.g_01268	Syac.g_01148
OG0000285	Prbg.g_01273	Syac.g_01160
OG0000286	Prbg.g_01286	Syac.g_01181
OG0000287	Prbg.g_01552	Syac.g_01209
OG0000288	Prbg.g_01325	Syac.g_01240
OG0000289	Prbg.g_01341	Syac.g_01254
OG0000290	Prbg.g_01237	Syac.g_00881
OG0000291	Prbg.g_01235	Syac.g_00883
OG0000292	Prbg.g_01531	Syac.g_02487
OG0000293	Prbg.g_01496	Syac.g_00754
OG0000294	Prbg.g_01495	Syac.g_00755
OG0000295	Prbg.g_01472	Syac.g_00796
OG0000296	Prbg.g_01470	Syac.g_00798
OG0000297	Prbg.g_01461	Syac.g_01475
OG0000298	Prbg.g_01460	Syac.g_01476
OG0000299	Prbg.g_01441	Syac.g_01503
OG0000300	Prbg.g_01438	Syac.g_01510
OG0000301	Prbg.g_01437	Syac.g_01511
OG0000302	Prbg.g_01435	Syac.g_01512
OG0000303	Prbg.g_01429	Syac.g_01520
OG0000304	Prbg.g_00352	Syac.g_01526
OG0000305	Prbg.g_01529	Syac.g_00886
OG0000306	Prbg.g_01223	Syac.g_00810
OG0000307	Prbg.g_00538	Syac.g_01924
OG0000308	Prbg.g_00539	Syac.g_01926
OG0000309	Prbg.g_00543	Syac.g_01931
OG0000310	Prbg.g_00577	Syac.g_01607
OG0000311	Prbg.g_00579	Syac.g_01611
OG0000312	Prbg.g_00582	Syac.g_01619
OG0000313	Prbg.g_00595	Syac.g_01638
OG0000314	Prbg.g_00618	Syac.g_01665
OG0000315	Prbg.g_00628	Syac.g_01675
OG0000316	Prbg.g_00653	Syac.g_00601
OG0000317	Prbg.g_01647	Syac.g_00552
OG0000318	Prbg.g_01651	Syac.g_00543
OG0000319	Prbg.g_01664	Syac.g_00525
OG0000320	Prbg.g_01666	Syac.g_00523
OG0000321	Prbg.g_01667	Syac.g_00522
OG0000322	Prbg.g_01668	Syac.g_00521
OG0000323	Prbg.g_01677	Syac.g_00506
OG0000324	Prbg.g_01704	Syac.g_00648
OG0000325	Prbg.g_01715	Syac.g_02190
OG0000326	Prbg.g_01722	Syac.g_02183
OG0000327	Prbg.g_01743	Syac.g_02137
OG0000328	Prbg.g_01744	Syac.g_02136
OG0000329	Prbg.g_01761	Syac.g_02119
OG0000330	Prbg.g_01762	Syac.g_02118
OG0000331	Prbg.g_01763	Syac.g_02117
OG0000332	Prbg.g_01777	Syac.g_02103
OG0000333	Prbg.g_01779	Syac.g_02100
OG0000334	Prbg.g_01788	Syac.g_02090
OG0000335	Prbg.g_01793	Syac.g_02085
OG0000336	Prbg.g_01797	Syac.g_02081
OG0000337	Prbg.g_01815	Syac.g_00199
OG0000338	Prbg.g_01816	Syac.g_00196
OG0000339	Prbg.g_01822	Syac.g_00190
OG0000340	Prbg.g_01831	Syac.g_00178
OG0000341	Prbg.g_01833	Syac.g_00176
OG0000342	Prbg.g_01834	Syac.g_00175
OG0000343	Prbg.g_01835	Syac.g_00174
OG0000344	Prbg.g_01838	Syac.g_00170
OG0000345	Prbg.g_01844	Syac.g_00160
OG0000346	Prbg.g_01848	Syac.g_00155
OG0000347	Prbg.g_01865	Syac.g_00129
OG0000348	Prbg.g_01873	Syac.g_00070, Syac.g_00074
OG0000349	Prbg.g_01891	Syac.g_00050
OG0000350	Prbg.g_00419	Syac.g_02176
OG0000351	Prbg.g_01931	Syac.g_02468
OG0000352	Prbg.g_01932	Syac.g_02469
OG0000353	Prbg.g_00766	Syac.g_02493
OG0000355	Prbg.g_00768	Syac.g_00001
OG0000356	Prbg.g_00769	Syac.g_00002
OG0000357	Prbg.g_00770	Syac.g_00003
OG0000358	Prbg.g_00774	Syac.g_00007
OG0000359	Prbg.g_00775	Syac.g_00009
OG0000360	Prbg.g_00776	Syac.g_00010
OG0000361	Prbg.g_00777	Syac.g_00011
OG0000362	Prbg.g_00779	Syac.g_00013
OG0000363	Prbg.g_00860	Syac.g_00015
OG0000364	Prbg.g_00859	Syac.g_00016
OG0000365	Prbg.g_00854	Syac.g_00023
OG0000366	Prbg.g_00853	Syac.g_00024
OG0000367	Prbg.g_00852	Syac.g_00025
OG0000368	Prbg.g_00850	Syac.g_00027
OG0000369	Prbg.g_00849	Syac.g_00028
OG0000370	Prbg.g_00848	Syac.g_00029
OG0000371	Prbg.g_00841	Syac.g_00036
OG0000372	Prbg.g_00838	Syac.g_00041
OG0000373	Prbg.g_00837	Syac.g_00042
OG0000374	Prbg.g_00836	Syac.g_00043
OG0000375	Prbg.g_00834	Syac.g_00046
OG0000376	Prbg.g_00832	Syac.g_00048
OG0000377	Prbg.g_00828	Syac.g_02346
OG0000378	Prbg.g_00824	Syac.g_02338
OG0000379	Prbg.g_00821	Syac.g_02335
OG0000380	Prbg.g_00804	Syac.g_00452
OG0000381	Prbg.g_00799	Syac.g_00449
OG0000382	Prbg.g_00789	Syac.g_00434
OG0000383	Prbg.g_00787	Syac.g_00432
OG0000384	Prbg.g_00786	Syac.g_00431
OG0000385	Prbg.g_00785	Syac.g_00430
OG0000386	Prbg.g_00784	Syac.g_00429
OG0000387	Prbg.g_00870	Syac.g_00404
OG0000388	Prbg.g_00874	Syac.g_00401
OG0000389	Prbg.g_00877	Syac.g_00397
OG0000390	Prbg.g_00887	Syac.g_00379
OG0000391	Prbg.g_00890	Syac.g_00374
OG0000392	Prbg.g_00894	Syac.g_00369
OG0000393	Prbg.g_00897	Syac.g_00366
OG0000394	Prbg.g_00898	Syac.g_00365
OG0000395	Prbg.g_00899	Syac.g_00364
OG0000396	Prbg.g_00901	Syac.g_00361
OG0000397	Prbg.g_00903	Syac.g_00359
OG0000398	Prbg.g_00906	Syac.g_00354
OG0000399	Prbg.g_00907	Syac.g_00353
OG0000400	Prbg.g_00908	Syac.g_00352
OG0000401	Prbg.g_00909	Syac.g_00351
OG0000402	Prbg.g_01349	Syac.g_00348
OG0000403	Prbg.g_00911	Syac.g_00347
OG0000404	Prbg.g_00912	Syac.g_00345
OG0000405	Prbg.g_00916	Syac.g_00332
OG0000406	Prbg.g_00924	Syac.g_00328
OG0000407	Prbg.g_00925	Syac.g_00327
OG0000408	Prbg.g_00927	Syac.g_00325
OG0000409	Prbg.g_00929	Syac.g_00323
OG0000410	Prbg.g_00930	Syac.g_00322
OG0000411	Prbg.g_00931	Syac.g_00321
OG0000412	Prbg.g_00932	Syac.g_00320
OG0000413	Prbg.g_00934	Syac.g_00318
OG0000414	Prbg.g_00935	Syac.g_00317
OG0000415	Prbg.g_00936	Syac.g_00316
OG0000416	Prbg.g_00937	Syac.g_00315
OG0000417	Prbg.g_00938	Syac.g_00314
OG0000418	Prbg.g_00943	Syac.g_00309
OG0000419	Prbg.g_00945	Syac.g_00307
OG0000420	Prbg.g_00946	Syac.g_00305
OG0000421	Prbg.g_00951	Syac.g_00300
OG0000422	Prbg.g_00952	Syac.g_00299
OG0000423	Prbg.g_00953	Syac.g_00298
OG0000424	Prbg.g_00954	Syac.g_00297
OG0000425	Prbg.g_00955	Syac.g_00296
OG0000426	Prbg.g_00956	Syac.g_00295
OG0000427	Prbg.g_00957	Syac.g_00294
OG0000428	Prbg.g_00959	Syac.g_02257
OG0000429	Prbg.g_00960	Syac.g_02259
OG0000430	Prbg.g_00961	Syac.g_02260
OG0000431	Prbg.g_00963	Syac.g_02264
OG0000432	Prbg.g_00967	Syac.g_02270
OG0000433	Prbg.g_00968	Syac.g_02272
OG0000434	Prbg.g_00969	Syac.g_02273
OG0000435	Prbg.g_00970	Syac.g_02277
OG0000436	Prbg.g_00975	Syac.g_02282
OG0000437	Prbg.g_00976	Syac.g_02283
OG0000438	Prbg.g_00977	Syac.g_02284
OG0000439	Prbg.g_00979	Syac.g_02286
OG0000440	Prbg.g_00980	Syac.g_02287
OG0000441	Prbg.g_00983	Syac.g_02294
OG0000442	Prbg.g_00984	Syac.g_02295
OG0000443	Prbg.g_00985	Syac.g_02296
OG0000444	Prbg.g_00991	Syac.g_02303
OG0000445	Prbg.g_00992	Syac.g_02304
OG0000446	Prbg.g_00993	Syac.g_02305
OG0000447	Prbg.g_00994	Syac.g_02308
OG0000448	Prbg.g_00995	Syac.g_02309
OG0000449	Prbg.g_00996	Syac.g_02310
OG0000450	Prbg.g_00997	Syac.g_02313
OG0000451	Prbg.g_00998	Syac.g_02314
OG0000452	Prbg.g_01001	Syac.g_02318
OG0000453	Prbg.g_01002	Syac.g_02319
OG0000454	Prbg.g_01003	Syac.g_02320
OG0000455	Prbg.g_01004	Syac.g_02321
OG0000456	Prbg.g_01005	Syac.g_02322
OG0000457	Prbg.g_01007	Syac.g_02324
OG0000458	Prbg.g_01008	Syac.g_02325
OG0000459	Prbg.g_01009	Syac.g_02326
OG0000460	Prbg.g_01017	Syac.g_01970
OG0000461	Prbg.g_01025	Syac.g_02198
OG0000462	Prbg.g_01027	Syac.g_02201
OG0000463	Prbg.g_01028	Syac.g_02202
OG0000464	Prbg.g_01029	Syac.g_02203
OG0000465	Prbg.g_01030	Syac.g_02204
OG0000466	Prbg.g_01033	Syac.g_02208
OG0000467	Prbg.g_01034	Syac.g_02210
OG0000468	Prbg.g_01037	Syac.g_02216
OG0000469	Prbg.g_01045	Syac.g_02230
OG0000470	Prbg.g_00042	Syac.g_02232
OG0000471	Prbg.g_00043	Syac.g_02233
OG0000472	Prbg.g_00045	Syac.g_02235
OG0000473	Prbg.g_00047	Syac.g_02237
OG0000474	Prbg.g_00048	Syac.g_02238
OG0000475	Prbg.g_00049	Syac.g_02239
OG0000476	Prbg.g_00051	Syac.g_02241
OG0000477	Prbg.g_00054	Syac.g_02247
OG0000478	Prbg.g_00055	Syac.g_02248
OG0000479	Prbg.g_00056	Syac.g_02249
OG0000480	Prbg.g_00061	Syac.g_00293
OG0000481	Prbg.g_00064	Syac.g_00291
OG0000482	Prbg.g_00065	Syac.g_00290
OG0000483	Prbg.g_00068	Syac.g_00286
OG0000484	Prbg.g_00069	Syac.g_00285
OG0000485	Prbg.g_00071	Syac.g_00284
OG0000486	Prbg.g_00072	Syac.g_00283
OG0000487	Prbg.g_00075	Syac.g_00276
OG0000488	Prbg.g_00078	Syac.g_00272
OG0000489	Prbg.g_00083	Syac.g_00260
OG0000490	Prbg.g_00087	Syac.g_00249
OG0000491	Prbg.g_00088	Syac.g_00248
OG0000492	Prbg.g_00090	Syac.g_00246
OG0000493	Prbg.g_00091	Syac.g_00245
OG0000494	Prbg.g_00092	Syac.g_00244
OG0000495	Prbg.g_00093	Syac.g_00243
OG0000496	Prbg.g_00094	Syac.g_00242
OG0000497	Prbg.g_00095	Syac.g_00241
OG0000498	Prbg.g_00096	Syac.g_00240
OG0000499	Prbg.g_00097	Syac.g_00239
OG0000500	Prbg.g_00098	Syac.g_00238
OG0000501	Prbg.g_00099	Syac.g_00235
OG0000502	Prbg.g_00102	Syac.g_00223
OG0000503	Prbg.g_00117	Syac.g_02020
OG0000504	Prbg.g_00119	Syac.g_02018
OG0000505	Prbg.g_00120	Syac.g_02017
OG0000506	Prbg.g_00121	Syac.g_02015
OG0000507	Prbg.g_00124	Syac.g_02009
OG0000508	Prbg.g_00128	Syac.g_02005
OG0000509	Prbg.g_00130	Syac.g_02003
OG0000510	Prbg.g_00131	Syac.g_02002
OG0000511	Prbg.g_00132	Syac.g_02001
OG0000512	Prbg.g_01942	Syac.g_01999
OG0000513	Prbg.g_00140	Syac.g_01984
OG0000514	Prbg.g_00151	Syac.g_01977
OG0000515	Prbg.g_00152	Syac.g_01976
OG0000516	Prbg.g_00153	Syac.g_00697
OG0000517	Prbg.g_00155	Syac.g_00691
OG0000518	Prbg.g_00166	Syac.g_00707
OG0000519	Prbg.g_00167	Syac.g_00708
OG0000520	Prbg.g_00168	Syac.g_00709
OG0000521	Prbg.g_00176	Syac.g_01721
OG0000522	Prbg.g_00178	Syac.g_01719
OG0000523	Prbg.g_00179	Syac.g_01718
OG0000524	Prbg.g_00184	Syac.g_01716
OG0000525	Prbg.g_00188	Syac.g_01709
OG0000526	Prbg.g_00189	Syac.g_01706
OG0000527	Prbg.g_00192	Syac.g_01702
OG0000528	Prbg.g_00197	Syac.g_01911
OG0000529	Prbg.g_00200	Syac.g_01903
OG0000530	Prbg.g_00203	Syac.g_01900
OG0000531	Prbg.g_00204	Syac.g_01899
OG0000532	Prbg.g_00206	Syac.g_01896
OG0000533	Prbg.g_00207	Syac.g_01895
OG0000534	Prbg.g_00208	Syac.g_01894
OG0000535	Prbg.g_00209	Syac.g_01893
OG0000536	Prbg.g_00210	Syac.g_01892
OG0000537	Prbg.g_00211	Syac.g_01891
OG0000538	Prbg.g_00220	Syac.g_01880
OG0000539	Prbg.g_00221	Syac.g_01879
OG0000540	Prbg.g_00222	Syac.g_01878
OG0000541	Prbg.g_00223	Syac.g_01877
OG0000542	Prbg.g_00224	Syac.g_01874
OG0000543	Prbg.g_00226	Syac.g_01872
OG0000544	Prbg.g_00227	Syac.g_01871
OG0000545	Prbg.g_00229	Syac.g_01869
OG0000546	Prbg.g_00232	Syac.g_01867
OG0000547	Prbg.g_00234	Syac.g_01865
OG0000548	Prbg.g_00235	Syac.g_01864
OG0000549	Prbg.g_00237	Syac.g_01858
OG0000550	Prbg.g_00241	Syac.g_01854
OG0000551	Prbg.g_00244	Syac.g_01849
OG0000552	Prbg.g_00245	Syac.g_01848
OG0000553	Prbg.g_00246	Syac.g_01846
OG0000554	Prbg.g_00251	Syac.g_01835
OG0000555	Prbg.g_00259	Syac.g_01822
OG0000556	Prbg.g_00261	Syac.g_01817
OG0000557	Prbg.g_00262	Syac.g_01815
OG0000558	Prbg.g_00265	Syac.g_01813
OG0000559	Prbg.g_00269	Syac.g_01808
OG0000560	Prbg.g_00272	Syac.g_01805
