Orthogroup	Prbg	Prae
OG0000156	Prbg.g_00466	Prae.g_01317
OG0000157	Prbg.g_00467	Prae.g_01318
OG0000158	Prbg.g_01829	Prae.g_01426
OG0000160	Prbg.g_00592	Prae.g_01460
OG0000161	Prbg.g_00598	Prae.g_01466
OG0000162	Prbg.g_00604	Prae.g_01472
OG0000163	Prbg.g_00643	Prae.g_01506
OG0000164	Prbg.g_01674	Prae.g_01647
OG0000165	Prbg.g_01681	Prae.g_01654
OG0000166	Prbg.g_01748	Prae.g_01722
OG0000167	Prbg.g_01819	Prae.g_01789
OG0000168	Prbg.g_01830	Prae.g_01799
OG0000169	Prbg.g_01840	Prae.g_01809
OG0000170	Prbg.g_01843	Prae.g_01811
OG0000171	Prbg.g_01863	Prae.g_01830
OG0000172	Prbg.g_01870	Prae.g_01838
OG0000173	Prbg.g_01885	Prae.g_01853
OG0000174	Prbg.g_01915	Prae.g_01881
OG0000175	Prbg.g_01928	Prae.g_01891
OG0000176	Prbg.g_00771	Prae.g_00004
OG0000177	Prbg.g_00772	Prae.g_00005
OG0000178	Prbg.g_00773	Prae.g_00006
OG0000179	Prbg.g_00858	Prae.g_00016
OG0000180	Prbg.g_00857	Prae.g_00017
OG0000181	Prbg.g_00856	Prae.g_00018
OG0000182	Prbg.g_00855	Prae.g_00019
OG0000183	Prbg.g_00851	Prae.g_00023
OG0000184	Prbg.g_00825	Prae.g_00048
OG0000185	Prbg.g_00822	Prae.g_00051
OG0000186	Prbg.g_00806	Prae.g_00064
OG0000187	Prbg.g_00805	Prae.g_00065
OG0000188	Prbg.g_00788	Prae.g_00082
OG0000189	Prbg.g_00866	Prae.g_00096
OG0000190	Prbg.g_00868	Prae.g_00097
OG0000191	Prbg.g_00891	Prae.g_00117
OG0000192	Prbg.g_00896	Prae.g_00121
OG0000193	Prbg.g_00923	Prae.g_00149
OG0000194	Prbg.g_00926	Prae.g_00152
OG0000195	Prbg.g_00928	Prae.g_00154
OG0000196	Prbg.g_00939	Prae.g_00164
OG0000197	Prbg.g_00940	Prae.g_00165
OG0000198	Prbg.g_00941	Prae.g_00166
OG0000199	Prbg.g_00948	Prae.g_00173
OG0000200	Prbg.g_00962	Prae.g_00187
OG0000201	Prbg.g_00971	Prae.g_00195
OG0000202	Prbg.g_00972	Prae.g_00196
OG0000203	Prbg.g_00973	Prae.g_00197
OG0000204	Prbg.g_00974	Prae.g_00198
OG0000205	Prbg.g_00981	Prae.g_00205
OG0000206	Prbg.g_00986	Prae.g_00210
OG0000207	Prbg.g_00989	Prae.g_00212
OG0000208	Prbg.g_00990	Prae.g_00213
OG0000209	Prbg.g_00999	Prae.g_00222
OG0000210	Prbg.g_01000	Prae.g_00223
OG0000211	Prbg.g_01015	Prae.g_00236
OG0000212	Prbg.g_01023	Prae.g_00243
OG0000213	Prbg.g_01041	Prae.g_00260
OG0000214	Prbg.g_00046	Prae.g_00270
OG0000215	Prbg.g_00073	Prae.g_00293
OG0000216	Prbg.g_00074	Prae.g_00295
OG0000217	Prbg.g_00077	Prae.g_00298
OG0000218	Prbg.g_00079	Prae.g_00300
OG0000219	Prbg.g_00080	Prae.g_00301
OG0000220	Prbg.g_00081	Prae.g_00302
OG0000221	Prbg.g_00082	Prae.g_00303
OG0000222	Prbg.g_00089	Prae.g_00311
OG0000223	Prbg.g_00101	Prae.g_00324
OG0000224	Prbg.g_00103	Prae.g_00326
OG0000225	Prbg.g_00129	Prae.g_00345
OG0000226	Prbg.g_01941	Prae.g_00349
OG0000227	Prbg.g_01943	Prae.g_00351
OG0000228	Prbg.g_00136	Prae.g_00354
OG0000229	Prbg.g_00156	Prae.g_00410
OG0000230	Prbg.g_00158	Prae.g_00412
OG0000231	Prbg.g_00169	Prae.g_00423
OG0000232	Prbg.g_00180	Prae.g_00432
OG0000233	Prbg.g_00186	Prae.g_00437
OG0000234	Prbg.g_00195	Prae.g_00450
OG0000235	Prbg.g_00198	Prae.g_00453
OG0000236	Prbg.g_00212	Prae.g_00467
OG0000237	Prbg.g_00225	Prae.g_00480
OG0000238	Prbg.g_00231	Prae.g_00486
OG0000239	Prbg.g_00242	Prae.g_00499
OG0000240	Prbg.g_00243	Prae.g_00500
OG0000241	Prbg.g_00247	Prae.g_00504
OG0000242	Prbg.g_00249	Prae.g_00506
OG0000243	Prbg.g_00260	Prae.g_00518
OG0000244	Prbg.g_00264	Prae.g_00521
OG0000245	Prbg.g_00266	Prae.g_00523
OG0000246	Prbg.g_00270	Prae.g_00527
OG0000247	Prbg.g_00280	Prae.g_00537
OG0000248	Prbg.g_00283	Prae.g_00539
OG0000249	Prbg.g_00285	Prae.g_00541
OG0000250	Prbg.g_00290	Prae.g_00546
OG0000251	Prbg.g_00310	Prae.g_00565
OG0000252	Prbg.g_00313	Prae.g_00568
OG0000253	Prbg.g_00314	Prae.g_00569
OG0000254	Prbg.g_00331	Prae.g_00585
OG0000255	Prbg.g_00337	Prae.g_00591
OG0000256	Prbg.g_00347	Prae.g_00601
OG0000257	Prbg.g_01427	Prae.g_00604
OG0000258	Prbg.g_01413	Prae.g_00617
OG0000259	Prbg.g_01396	Prae.g_00634
OG0000260	Prbg.g_01393	Prae.g_00637
OG0000261	Prbg.g_01390	Prae.g_00639
OG0000262	Prbg.g_01386	Prae.g_00643
OG0000263	Prbg.g_01122	Prae.g_00655
OG0000264	Prbg.g_01133	Prae.g_00665
OG0000265	Prbg.g_01151	Prae.g_00711
OG0000266	Prbg.g_01367	Prae.g_00721
OG0000267	Prbg.g_01355	Prae.g_00732
OG0000268	Prbg.g_01354	Prae.g_00733
OG0000269	Prbg.g_01154	Prae.g_00801
OG0000270	Prbg.g_01157	Prae.g_00804
OG0000271	Prbg.g_01165	Prae.g_00812
OG0000272	Prbg.g_01166	Prae.g_00813
OG0000273	Prbg.g_01190	Prae.g_00836
OG0000274	Prbg.g_01191	Prae.g_00837
OG0000275	Prbg.g_01194	Prae.g_00839
OG0000276	Prbg.g_01200	Prae.g_00844
OG0000277	Prbg.g_01201	Prae.g_00845
OG0000278	Prbg.g_01204	Prae.g_00848
OG0000279	Prbg.g_01211	Prae.g_00855
OG0000280	Prbg.g_01212	Prae.g_00856
OG0000281	Prbg.g_01219	Prae.g_00861
OG0000282	Prbg.g_01086	Prae.g_00910
OG0000283	Prbg.g_01263	Prae.g_00941
OG0000284	Prbg.g_01268	Prae.g_00946
OG0000285	Prbg.g_01273	Prae.g_00951
OG0000286	Prbg.g_01286	Prae.g_00963
OG0000287	Prbg.g_01552	Prae.g_00980
OG0000288	Prbg.g_01325	Prae.g_01013
OG0000289	Prbg.g_01341	Prae.g_01024
OG0000290	Prbg.g_01237	Prae.g_01037
OG0000291	Prbg.g_01235	Prae.g_01039
OG0000292	Prbg.g_01531	Prae.g_01090
OG0000293	Prbg.g_01496	Prae.g_01154
OG0000294	Prbg.g_01495	Prae.g_01155
OG0000295	Prbg.g_01472	Prae.g_01175
OG0000296	Prbg.g_01470	Prae.g_01177
OG0000297	Prbg.g_01461	Prae.g_01185
OG0000298	Prbg.g_01460	Prae.g_01186
OG0000299	Prbg.g_01441	Prae.g_01203
OG0000300	Prbg.g_01438	Prae.g_01206
OG0000301	Prbg.g_01437	Prae.g_01207
OG0000302	Prbg.g_01435	Prae.g_01209
OG0000303	Prbg.g_01429	Prae.g_01216
OG0000304	Prbg.g_00352	Prae.g_01220
OG0000305	Prbg.g_01529	Prae.g_01360
OG0000306	Prbg.g_01223	Prae.g_01363
OG0000307	Prbg.g_00538	Prae.g_01377
OG0000308	Prbg.g_00539	Prae.g_01378
OG0000309	Prbg.g_00543	Prae.g_01382
OG0000310	Prbg.g_00577	Prae.g_01444
OG0000311	Prbg.g_00579	Prae.g_01446
OG0000312	Prbg.g_00582	Prae.g_01449
OG0000313	Prbg.g_00595	Prae.g_01463
OG0000314	Prbg.g_00618	Prae.g_01486
OG0000315	Prbg.g_00628	Prae.g_01496
OG0000316	Prbg.g_00653	Prae.g_01516
OG0000317	Prbg.g_01647	Prae.g_01621
OG0000318	Prbg.g_01651	Prae.g_01624
OG0000319	Prbg.g_01664	Prae.g_01637
OG0000320	Prbg.g_01666	Prae.g_01639
OG0000321	Prbg.g_01667	Prae.g_01640
OG0000322	Prbg.g_01668	Prae.g_01641
OG0000323	Prbg.g_01677	Prae.g_01650
OG0000324	Prbg.g_01704	Prae.g_01676
OG0000325	Prbg.g_01715	Prae.g_01687
OG0000326	Prbg.g_01722	Prae.g_01693
OG0000327	Prbg.g_01743	Prae.g_01717
OG0000328	Prbg.g_01744	Prae.g_01718
OG0000329	Prbg.g_01761	Prae.g_01735
OG0000330	Prbg.g_01762	Prae.g_01736
OG0000331	Prbg.g_01763	Prae.g_01737
OG0000332	Prbg.g_01777	Prae.g_01751
OG0000333	Prbg.g_01779	Prae.g_01753
OG0000334	Prbg.g_01788	Prae.g_01761
OG0000335	Prbg.g_01793	Prae.g_01767
OG0000336	Prbg.g_01797	Prae.g_01771
OG0000337	Prbg.g_01815	Prae.g_01787
OG0000338	Prbg.g_01816	Prae.g_01788
OG0000339	Prbg.g_01822	Prae.g_01792
OG0000340	Prbg.g_01831	Prae.g_01800
OG0000341	Prbg.g_01833	Prae.g_01802
OG0000342	Prbg.g_01834	Prae.g_01803
OG0000343	Prbg.g_01835	Prae.g_01804
OG0000344	Prbg.g_01838	Prae.g_01807
OG0000345	Prbg.g_01844	Prae.g_01812
OG0000346	Prbg.g_01848	Prae.g_01816
OG0000347	Prbg.g_01865	Prae.g_01832
OG0000348	Prbg.g_01873	Prae.g_01841
OG0000349	Prbg.g_01891	Prae.g_01858
OG0000350	Prbg.g_00419	Prae.g_01877
OG0000351	Prbg.g_01931	Prae.g_01894
OG0000352	Prbg.g_01932	Prae.g_01895
OG0000353	Prbg.g_00766	Prae.g_01910
OG0000355	Prbg.g_00768	Prae.g_00001
OG0000356	Prbg.g_00769	Prae.g_00002
OG0000357	Prbg.g_00770	Prae.g_00003
OG0000358	Prbg.g_00774	Prae.g_00007
OG0000359	Prbg.g_00775	Prae.g_00008
OG0000360	Prbg.g_00776	Prae.g_00009
OG0000361	Prbg.g_00777	Prae.g_00010
OG0000362	Prbg.g_00779	Prae.g_00012
OG0000363	Prbg.g_00860	Prae.g_00014
OG0000364	Prbg.g_00859	Prae.g_00015
OG0000365	Prbg.g_00854	Prae.g_00020
OG0000366	Prbg.g_00853	Prae.g_00021
OG0000367	Prbg.g_00852	Prae.g_00022
OG0000368	Prbg.g_00850	Prae.g_00024
OG0000369	Prbg.g_00849	Prae.g_00025
OG0000370	Prbg.g_00848	Prae.g_00026
OG0000371	Prbg.g_00841	Prae.g_00032
OG0000372	Prbg.g_00838	Prae.g_00035
OG0000373	Prbg.g_00837	Prae.g_00036
OG0000374	Prbg.g_00836	Prae.g_00037
OG0000375	Prbg.g_00834	Prae.g_00042
OG0000376	Prbg.g_00832	Prae.g_00044
OG0000377	Prbg.g_00828	Prae.g_00047
OG0000378	Prbg.g_00824	Prae.g_00049
OG0000379	Prbg.g_00821	Prae.g_00052
OG0000380	Prbg.g_00804	Prae.g_00066
OG0000381	Prbg.g_00799	Prae.g_00070
OG0000382	Prbg.g_00789	Prae.g_00081
OG0000383	Prbg.g_00787	Prae.g_00083
OG0000384	Prbg.g_00786	Prae.g_00084
OG0000385	Prbg.g_00785	Prae.g_00085
OG0000386	Prbg.g_00784	Prae.g_00086
OG0000387	Prbg.g_00870	Prae.g_00099
OG0000388	Prbg.g_00874	Prae.g_00102
OG0000389	Prbg.g_00877	Prae.g_00105
OG0000390	Prbg.g_00887	Prae.g_00112
OG0000391	Prbg.g_00890	Prae.g_00116
OG0000392	Prbg.g_00894	Prae.g_00120
OG0000393	Prbg.g_00897	Prae.g_00122
OG0000394	Prbg.g_00898	Prae.g_00123
OG0000395	Prbg.g_00899	Prae.g_00124
OG0000396	Prbg.g_00901	Prae.g_00127
OG0000397	Prbg.g_00903	Prae.g_00129
OG0000398	Prbg.g_00906	Prae.g_00131
OG0000399	Prbg.g_00907	Prae.g_00132
OG0000400	Prbg.g_00908	Prae.g_00133
OG0000401	Prbg.g_00909	Prae.g_00134
OG0000402	Prbg.g_01349	Prae.g_00136
OG0000403	Prbg.g_00911	Prae.g_00137
OG0000404	Prbg.g_00912	Prae.g_00138
OG0000405	Prbg.g_00916	Prae.g_00142
OG0000406	Prbg.g_00924	Prae.g_00150
OG0000407	Prbg.g_00925	Prae.g_00151
OG0000408	Prbg.g_00927	Prae.g_00153
OG0000409	Prbg.g_00929	Prae.g_00155
OG0000410	Prbg.g_00930	Prae.g_00156
OG0000411	Prbg.g_00931	Prae.g_00157
OG0000412	Prbg.g_00932	Prae.g_00158
OG0000413	Prbg.g_00934	Prae.g_00159
OG0000414	Prbg.g_00935	Prae.g_00160
OG0000415	Prbg.g_00936	Prae.g_00161
OG0000416	Prbg.g_00937	Prae.g_00162
OG0000417	Prbg.g_00938	Prae.g_00163
OG0000418	Prbg.g_00943	Prae.g_00168
OG0000419	Prbg.g_00945	Prae.g_00170
OG0000420	Prbg.g_00946	Prae.g_00171
OG0000421	Prbg.g_00951	Prae.g_00176
OG0000422	Prbg.g_00952	Prae.g_00177
OG0000423	Prbg.g_00953	Prae.g_00178
OG0000424	Prbg.g_00954	Prae.g_00179
OG0000425	Prbg.g_00955	Prae.g_00180
OG0000426	Prbg.g_00956	Prae.g_00181
OG0000427	Prbg.g_00957	Prae.g_00182
OG0000428	Prbg.g_00959	Prae.g_00184
OG0000429	Prbg.g_00960	Prae.g_00185
OG0000430	Prbg.g_00961	Prae.g_00186
OG0000431	Prbg.g_00963	Prae.g_00188
OG0000432	Prbg.g_00967	Prae.g_00191
OG0000433	Prbg.g_00968	Prae.g_00192
OG0000434	Prbg.g_00969	Prae.g_00193
OG0000435	Prbg.g_00970	Prae.g_00194
OG0000436	Prbg.g_00975	Prae.g_00199
OG0000437	Prbg.g_00976	Prae.g_00200
OG0000438	Prbg.g_00977	Prae.g_00201
OG0000439	Prbg.g_00979	Prae.g_00203
OG0000440	Prbg.g_00980	Prae.g_00204
OG0000441	Prbg.g_00983	Prae.g_00207
OG0000442	Prbg.g_00984	Prae.g_00208
OG0000443	Prbg.g_00985	Prae.g_00209
OG0000444	Prbg.g_00991	Prae.g_00214
OG0000445	Prbg.g_00992	Prae.g_00215
OG0000446	Prbg.g_00993	Prae.g_00216
OG0000447	Prbg.g_00994	Prae.g_00217
OG0000448	Prbg.g_00995	Prae.g_00218
OG0000449	Prbg.g_00996	Prae.g_00219
OG0000450	Prbg.g_00997	Prae.g_00220
OG0000451	Prbg.g_00998	Prae.g_00221
OG0000452	Prbg.g_01001	Prae.g_00224
OG0000453	Prbg.g_01002	Prae.g_00225
OG0000454	Prbg.g_01003	Prae.g_00226
OG0000455	Prbg.g_01004	Prae.g_00227
OG0000456	Prbg.g_01005	Prae.g_00228
OG0000457	Prbg.g_01007	Prae.g_00229
OG0000458	Prbg.g_01008	Prae.g_00230
OG0000459	Prbg.g_01009	Prae.g_00231
OG0000460	Prbg.g_01017	Prae.g_00238
OG0000461	Prbg.g_01025	Prae.g_00245
OG0000462	Prbg.g_01027	Prae.g_00247
OG0000463	Prbg.g_01028	Prae.g_00248
OG0000464	Prbg.g_01029	Prae.g_00249
OG0000465	Prbg.g_01030	Prae.g_00250
OG0000466	Prbg.g_01033	Prae.g_00253
OG0000467	Prbg.g_01034	Prae.g_00254
OG0000468	Prbg.g_01037	Prae.g_00256
OG0000469	Prbg.g_01045	Prae.g_00265
OG0000470	Prbg.g_00042	Prae.g_00267
OG0000471	Prbg.g_00043	Prae.g_00268
OG0000472	Prbg.g_00045	Prae.g_00269
OG0000473	Prbg.g_00047	Prae.g_00271
OG0000474	Prbg.g_00048	Prae.g_00272
OG0000475	Prbg.g_00049	Prae.g_00273
OG0000476	Prbg.g_00051	Prae.g_00274
OG0000477	Prbg.g_00054	Prae.g_00276
OG0000478	Prbg.g_00055	Prae.g_00277
OG0000479	Prbg.g_00056	Prae.g_00278
OG0000480	Prbg.g_00061	Prae.g_00283
OG0000481	Prbg.g_00064	Prae.g_00285
OG0000482	Prbg.g_00065	Prae.g_00286
OG0000483	Prbg.g_00068	Prae.g_00289
OG0000484	Prbg.g_00069	Prae.g_00290
OG0000485	Prbg.g_00071	Prae.g_00291
OG0000486	Prbg.g_00072	Prae.g_00292
OG0000487	Prbg.g_00075	Prae.g_00296
OG0000488	Prbg.g_00078	Prae.g_00299
OG0000489	Prbg.g_00083	Prae.g_00304
OG0000490	Prbg.g_00087	Prae.g_00309
OG0000491	Prbg.g_00088	Prae.g_00310
OG0000492	Prbg.g_00090	Prae.g_00312
OG0000493	Prbg.g_00091	Prae.g_00313
OG0000494	Prbg.g_00092	Prae.g_00314
OG0000495	Prbg.g_00093	Prae.g_00315
OG0000496	Prbg.g_00094	Prae.g_00316
OG0000497	Prbg.g_00095	Prae.g_00317
OG0000498	Prbg.g_00096	Prae.g_00318
OG0000499	Prbg.g_00097	Prae.g_00319
OG0000500	Prbg.g_00098	Prae.g_00320
OG0000501	Prbg.g_00099	Prae.g_00322
OG0000502	Prbg.g_00102	Prae.g_00325
OG0000503	Prbg.g_00117	Prae.g_00335
OG0000504	Prbg.g_00119	Prae.g_00336
OG0000505	Prbg.g_00120	Prae.g_00337
OG0000506	Prbg.g_00121	Prae.g_00338
OG0000507	Prbg.g_00124	Prae.g_00341
OG0000508	Prbg.g_00128	Prae.g_00344
OG0000509	Prbg.g_00130	Prae.g_00346
OG0000510	Prbg.g_00131	Prae.g_00347
OG0000511	Prbg.g_00132	Prae.g_00348
OG0000512	Prbg.g_01942	Prae.g_00350
OG0000513	Prbg.g_00140	Prae.g_00357
OG0000514	Prbg.g_00151	Prae.g_00405
OG0000515	Prbg.g_00152	Prae.g_00406
OG0000516	Prbg.g_00153	Prae.g_00407
OG0000517	Prbg.g_00155	Prae.g_00409
OG0000518	Prbg.g_00166	Prae.g_00420
OG0000519	Prbg.g_00167	Prae.g_00421
OG0000520	Prbg.g_00168	Prae.g_00422
OG0000521	Prbg.g_00176	Prae.g_00427
OG0000522	Prbg.g_00178	Prae.g_00429
OG0000523	Prbg.g_00179	Prae.g_00430
OG0000524	Prbg.g_00184	Prae.g_00435
OG0000525	Prbg.g_00188	Prae.g_00438
OG0000526	Prbg.g_00189	Prae.g_00439
OG0000527	Prbg.g_00192	Prae.g_00447
OG0000528	Prbg.g_00197	Prae.g_00452
OG0000529	Prbg.g_00200	Prae.g_00455
OG0000530	Prbg.g_00203	Prae.g_00458
OG0000531	Prbg.g_00204	Prae.g_00459
OG0000532	Prbg.g_00206	Prae.g_00461
OG0000533	Prbg.g_00207	Prae.g_00462
OG0000534	Prbg.g_00208	Prae.g_00463
OG0000535	Prbg.g_00209	Prae.g_00464
OG0000536	Prbg.g_00210	Prae.g_00465
OG0000537	Prbg.g_00211	Prae.g_00466
OG0000538	Prbg.g_00220	Prae.g_00474
OG0000539	Prbg.g_00221	Prae.g_00475
OG0000540	Prbg.g_00222	Prae.g_00476
OG0000541	Prbg.g_00223	Prae.g_00477
OG0000542	Prbg.g_00224	Prae.g_00479
OG0000543	Prbg.g_00226	Prae.g_00481
OG0000544	Prbg.g_00227	Prae.g_00482
OG0000545	Prbg.g_00229	Prae.g_00484
OG0000546	Prbg.g_00232	Prae.g_00487
OG0000547	Prbg.g_00234	Prae.g_00489
OG0000548	Prbg.g_00235	Prae.g_00490
OG0000549	Prbg.g_00237	Prae.g_00492
OG0000550	Prbg.g_00241	Prae.g_00497
OG0000551	Prbg.g_00244	Prae.g_00501
OG0000552	Prbg.g_00245	Prae.g_00502
OG0000553	Prbg.g_00246	Prae.g_00503
OG0000554	Prbg.g_00251	Prae.g_00509
OG0000555	Prbg.g_00259	Prae.g_00517
OG0000556	Prbg.g_00261	Prae.g_00519
OG0000557	Prbg.g_00262	Prae.g_00520
OG0000558	Prbg.g_00265	Prae.g_00522
OG0000559	Prbg.g_00269	Prae.g_00526
OG0000560	Prbg.g_00272	Prae.g_00529
OG0000561	Prbg.g_00273	Prae.g_00530
OG0000562	Prbg.g_00274	Prae.g_00531
