Orthogroup	Prbg	Syap
OG0000221	Prbg.g_00082	Syap.g_01646
OG0000222	Prbg.g_00089	Syap.g_01669
OG0000223	Prbg.g_00101	Syap.g_02072, Syap.g_02073
OG0000224	Prbg.g_00103	Syap.g_02064
OG0000225	Prbg.g_00129	Syap.g_00553, Syap.g_00552
OG0000226	Prbg.g_01941	Syap.g_02029, Syap.g_02144
OG0000227	Prbg.g_01943	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Prbg.g_00136	Syap.g_00116, Syap.g_02041
OG0000229	Prbg.g_00156	Syap.g_02059
OG0000230	Prbg.g_00158	Syap.g_02061
OG0000231	Prbg.g_00169	Syap.g_02533
OG0000232	Prbg.g_00180	Syap.g_02510, Syap.g_02511
OG0000233	Prbg.g_00186	Syap.g_02133
OG0000234	Prbg.g_00195	Syap.g_02755
OG0000235	Prbg.g_00198	Syap.g_00732, Syap.g_02258
OG0000236	Prbg.g_00212	Syap.g_02238
OG0000237	Prbg.g_00225	Syap.g_00262, Syap.g_00263
OG0000238	Prbg.g_00231	Syap.g_00257, Syap.g_00258
OG0000239	Prbg.g_00242	Syap.g_02744
OG0000240	Prbg.g_00243	Syap.g_02742
OG0000241	Prbg.g_00247	Syap.g_00888
OG0000242	Prbg.g_00249	Syap.g_01455
OG0000243	Prbg.g_00260	Syap.g_01938
OG0000244	Prbg.g_00264	Syap.g_01146, Syap.g_01145
OG0000245	Prbg.g_00266	Syap.g_01148
OG0000246	Prbg.g_00270	Syap.g_00308
OG0000247	Prbg.g_00280	Syap.g_00288, Syap.g_00293
OG0000248	Prbg.g_00283	Syap.g_00290
OG0000249	Prbg.g_00285	Syap.g_01296, Syap.g_01295
OG0000250	Prbg.g_00290	Syap.g_01306
OG0000251	Prbg.g_00310	Syap.g_00442
OG0000252	Prbg.g_00313	Syap.g_01857
OG0000253	Prbg.g_00314	Syap.g_00443
OG0000254	Prbg.g_00331	Syap.g_01527, Syap.g_01528
OG0000256	Prbg.g_00347	Syap.g_01287
OG0000257	Prbg.g_01427	Syap.g_00886
OG0000258	Prbg.g_01413	Syap.g_00907
OG0000260	Prbg.g_01393	Syap.g_01970
OG0000261	Prbg.g_01390	Syap.g_01962, Syap.g_01961
OG0000262	Prbg.g_01386	Syap.g_01954
OG0000263	Prbg.g_01122	Syap.g_00432, Syap.g_00433
OG0000266	Prbg.g_01367	Syap.g_00519
OG0000267	Prbg.g_01355	Syap.g_02333, Syap.g_02332
OG0000268	Prbg.g_01354	Syap.g_00646
OG0000269	Prbg.g_01154	Syap.g_00188
OG0000270	Prbg.g_01157	Syap.g_00192
OG0000271	Prbg.g_01165	Syap.g_00200, Syap.g_00201
OG0000272	Prbg.g_01166	Syap.g_00202
OG0000273	Prbg.g_01190	Syap.g_02703
OG0000274	Prbg.g_01191	Syap.g_02702
OG0000275	Prbg.g_01194	Syap.g_01847
OG0000276	Prbg.g_01200	Syap.g_01839, Syap.g_01838
OG0000277	Prbg.g_01201	Syap.g_01837
OG0000278	Prbg.g_01204	Syap.g_01834
OG0000279	Prbg.g_01211	Syap.g_00829, Syap.g_00830
OG0000280	Prbg.g_01212	Syap.g_00365
OG0000281	Prbg.g_01219	Syap.g_01977
OG0000282	Prbg.g_01086	Syap.g_01252
OG0000283	Prbg.g_01263	Syap.g_01728
OG0000284	Prbg.g_01268	Syap.g_01736
OG0000285	Prbg.g_01273	Syap.g_01746, Syap.g_01744
OG0000286	Prbg.g_01286	Syap.g_02014, Syap.g_02013
OG0000288	Prbg.g_01325	Syap.g_02764, Syap.g_02763
OG0000289	Prbg.g_01341	Syap.g_02784
OG0000290	Prbg.g_01237	Syap.g_01552
OG0000291	Prbg.g_01235	Syap.g_01554
OG0000292	Prbg.g_01531	Syap.g_02314
OG0000293	Prbg.g_01496	Syap.g_00240
OG0000294	Prbg.g_01495	Syap.g_00239
OG0000295	Prbg.g_01472	Syap.g_00206
OG0000296	Prbg.g_01470	Syap.g_00204
OG0000297	Prbg.g_01461	Syap.g_01887
OG0000298	Prbg.g_01460	Syap.g_01888
OG0000299	Prbg.g_01441	Syap.g_02620
OG0000302	Prbg.g_01435	Syap.g_02444, Syap.g_02445
OG0000303	Prbg.g_01429	Syap.g_02435
OG0000304	Prbg.g_00352	Syap.g_02430
OG0000305	Prbg.g_01529	Syap.g_01557
OG0000306	Prbg.g_01223	Syap.g_01966
OG0000307	Prbg.g_00538	Syap.g_02517
OG0000308	Prbg.g_00539	Syap.g_02514, Syap.g_02515
OG0000309	Prbg.g_00543	Syap.g_02198, Syap.g_02446
OG0000310	Prbg.g_00577	Syap.g_02660, Syap.g_02661
OG0000311	Prbg.g_00579	Syap.g_02657
OG0000312	Prbg.g_00582	Syap.g_02114
OG0000313	Prbg.g_00595	Syap.g_02473
OG0000314	Prbg.g_00618	Syap.g_00007
OG0000315	Prbg.g_00628	Syap.g_00017
OG0000316	Prbg.g_00653	Syap.g_00030
OG0000317	Prbg.g_01647	Syap.g_00618
OG0000318	Prbg.g_01651	Syap.g_00622, Syap.g_02786
OG0000319	Prbg.g_01664	Syap.g_01764, Syap.g_01771
OG0000320	Prbg.g_01666	Syap.g_01761, Syap.g_01769
OG0000321	Prbg.g_01667	Syap.g_01760, Syap.g_01768
OG0000322	Prbg.g_01668	Syap.g_01759, Syap.g_01767
OG0000323	Prbg.g_01677	Syap.g_01389
OG0000324	Prbg.g_01704	Syap.g_01503
OG0000325	Prbg.g_01715	Syap.g_02680
OG0000326	Prbg.g_01722	Syap.g_00544
OG0000327	Prbg.g_01743	Syap.g_01233, Syap.g_01913
OG0000328	Prbg.g_01744	Syap.g_01234, Syap.g_01912
OG0000329	Prbg.g_01761	Syap.g_00498
OG0000330	Prbg.g_01762	Syap.g_00497
OG0000331	Prbg.g_01763	Syap.g_00496
OG0000332	Prbg.g_01777	Syap.g_00481
OG0000333	Prbg.g_01779	Syap.g_00478
OG0000334	Prbg.g_01788	Syap.g_00468
OG0000335	Prbg.g_01793	Syap.g_00101, Syap.g_00463
OG0000336	Prbg.g_01797	Syap.g_00417, Syap.g_00607
OG0000337	Prbg.g_01815	Syap.g_01054
OG0000338	Prbg.g_01816	Syap.g_01059
OG0000339	Prbg.g_01822	Syap.g_01068
OG0000340	Prbg.g_01831	Syap.g_01077
OG0000341	Prbg.g_01833	Syap.g_01079
OG0000342	Prbg.g_01834	Syap.g_01080, Syap.g_02477
OG0000343	Prbg.g_01835	Syap.g_01086, Syap.g_02078
OG0000344	Prbg.g_01838	Syap.g_01091
OG0000345	Prbg.g_01844	Syap.g_01107, Syap.g_01470
OG0000346	Prbg.g_01848	Syap.g_02423, Syap.g_01113
OG0000347	Prbg.g_01865	Syap.g_01131, Syap.g_02459
OG0000348	Prbg.g_01873	Syap.g_00632
OG0000349	Prbg.g_01891	Syap.g_00110, Syap.g_01813
OG0000351	Prbg.g_01931	Syap.g_02594
OG0000352	Prbg.g_01932	Syap.g_02596, Syap.g_02597
OG0000353	Prbg.g_00766	Syap.g_00054
OG0000355	Prbg.g_00768	Syap.g_00056
OG0000356	Prbg.g_00769	Syap.g_00057
OG0000357	Prbg.g_00770	Syap.g_00058
OG0000358	Prbg.g_00774	Syap.g_00063
OG0000359	Prbg.g_00775	Syap.g_00065
OG0000360	Prbg.g_00776	Syap.g_00067
OG0000361	Prbg.g_00777	Syap.g_00068
OG0000362	Prbg.g_00779	Syap.g_00070
OG0000363	Prbg.g_00860	Syap.g_00072
OG0000364	Prbg.g_00859	Syap.g_00620
OG0000365	Prbg.g_00854	Syap.g_00081
OG0000366	Prbg.g_00853	Syap.g_00082
OG0000367	Prbg.g_00852	Syap.g_00083
OG0000368	Prbg.g_00850	Syap.g_00085
OG0000369	Prbg.g_00849	Syap.g_00086
OG0000370	Prbg.g_00848	Syap.g_00087
OG0000372	Prbg.g_00838	Syap.g_01805
OG0000373	Prbg.g_00837	Syap.g_01806
OG0000374	Prbg.g_00836	Syap.g_01807
OG0000375	Prbg.g_00834	Syap.g_01808
OG0000376	Prbg.g_00832	Syap.g_01811
OG0000377	Prbg.g_00828	Syap.g_00128
OG0000378	Prbg.g_00824	Syap.g_01326
OG0000380	Prbg.g_00804	Syap.g_01687
OG0000381	Prbg.g_00799	Syap.g_01690
OG0000382	Prbg.g_00789	Syap.g_02548
OG0000383	Prbg.g_00787	Syap.g_02359
OG0000384	Prbg.g_00786	Syap.g_02360
OG0000385	Prbg.g_00785	Syap.g_02361
OG0000386	Prbg.g_00784	Syap.g_02362
OG0000387	Prbg.g_00870	Syap.g_01864
OG0000391	Prbg.g_00890	Syap.g_02234
OG0000392	Prbg.g_00894	Syap.g_02225
OG0000393	Prbg.g_00897	Syap.g_02222
OG0000394	Prbg.g_00898	Syap.g_02221
OG0000395	Prbg.g_00899	Syap.g_02220
OG0000396	Prbg.g_00901	Syap.g_02217
OG0000397	Prbg.g_00903	Syap.g_02215
OG0000398	Prbg.g_00906	Syap.g_02211
OG0000399	Prbg.g_00907	Syap.g_02210
OG0000400	Prbg.g_00908	Syap.g_02209
OG0000401	Prbg.g_00909	Syap.g_02208
OG0000402	Prbg.g_01349	Syap.g_02206
OG0000403	Prbg.g_00911	Syap.g_02205
OG0000404	Prbg.g_00912	Syap.g_02204, Syap.g_02618
OG0000405	Prbg.g_00916	Syap.g_02191
OG0000406	Prbg.g_00924	Syap.g_02186
OG0000407	Prbg.g_00925	Syap.g_02185
OG0000408	Prbg.g_00927	Syap.g_02181, Syap.g_02182
OG0000409	Prbg.g_00929	Syap.g_02179
OG0000410	Prbg.g_00930	Syap.g_02178
OG0000411	Prbg.g_00931	Syap.g_02177
OG0000412	Prbg.g_00932	Syap.g_02176
OG0000413	Prbg.g_00934	Syap.g_02174
OG0000414	Prbg.g_00935	Syap.g_02173
OG0000415	Prbg.g_00936	Syap.g_02172
OG0000416	Prbg.g_00937	Syap.g_02171
OG0000417	Prbg.g_00938	Syap.g_02169
OG0000418	Prbg.g_00943	Syap.g_01204
OG0000419	Prbg.g_00945	Syap.g_01201
OG0000420	Prbg.g_00946	Syap.g_01199
OG0000421	Prbg.g_00951	Syap.g_01195
OG0000422	Prbg.g_00952	Syap.g_01194
OG0000423	Prbg.g_00953	Syap.g_01193
OG0000424	Prbg.g_00954	Syap.g_01192
OG0000425	Prbg.g_00955	Syap.g_01191
OG0000426	Prbg.g_00956	Syap.g_01190
OG0000427	Prbg.g_00957	Syap.g_01189
OG0000428	Prbg.g_00959	Syap.g_01186
OG0000429	Prbg.g_00960	Syap.g_01184
OG0000430	Prbg.g_00961	Syap.g_01182
OG0000431	Prbg.g_00963	Syap.g_01179
OG0000432	Prbg.g_00967	Syap.g_02277
OG0000433	Prbg.g_00968	Syap.g_02272
OG0000434	Prbg.g_00969	Syap.g_02271
OG0000435	Prbg.g_00970	Syap.g_02268
OG0000436	Prbg.g_00975	Syap.g_01607
OG0000437	Prbg.g_00976	Syap.g_01608
OG0000438	Prbg.g_00977	Syap.g_01612
OG0000439	Prbg.g_00979	Syap.g_01614
OG0000440	Prbg.g_00980	Syap.g_01615
OG0000441	Prbg.g_00983	Syap.g_01619
OG0000442	Prbg.g_00984	Syap.g_01620
OG0000443	Prbg.g_00985	Syap.g_01622
OG0000444	Prbg.g_00991	Syap.g_01424
OG0000445	Prbg.g_00992	Syap.g_01421
OG0000446	Prbg.g_00993	Syap.g_01419
OG0000447	Prbg.g_00994	Syap.g_01410
OG0000448	Prbg.g_00995	Syap.g_01407
OG0000449	Prbg.g_00996	Syap.g_01406
OG0000450	Prbg.g_00997	Syap.g_01909
OG0000451	Prbg.g_00998	Syap.g_01908
OG0000452	Prbg.g_01001	Syap.g_01904
OG0000453	Prbg.g_01002	Syap.g_01903
OG0000454	Prbg.g_01003	Syap.g_01902
OG0000455	Prbg.g_01004	Syap.g_01901
OG0000456	Prbg.g_01005	Syap.g_01900
OG0000457	Prbg.g_01007	Syap.g_01896
OG0000458	Prbg.g_01008	Syap.g_01895
OG0000459	Prbg.g_01009	Syap.g_01894
OG0000460	Prbg.g_01017	Syap.g_01159
OG0000461	Prbg.g_01025	Syap.g_01575
OG0000462	Prbg.g_01027	Syap.g_01578
OG0000463	Prbg.g_01028	Syap.g_01579
OG0000464	Prbg.g_01029	Syap.g_01580
OG0000465	Prbg.g_01030	Syap.g_01582
OG0000466	Prbg.g_01033	Syap.g_01587
OG0000467	Prbg.g_01034	Syap.g_01588
OG0000468	Prbg.g_01037	Syap.g_01593
OG0000469	Prbg.g_01045	Syap.g_02352
OG0000470	Prbg.g_00042	Syap.g_02349
OG0000471	Prbg.g_00043	Syap.g_02348
OG0000472	Prbg.g_00045	Syap.g_02347
OG0000473	Prbg.g_00047	Syap.g_02343
OG0000474	Prbg.g_00048	Syap.g_02342
OG0000475	Prbg.g_00049	Syap.g_02341
OG0000476	Prbg.g_00051	Syap.g_02339
OG0000477	Prbg.g_00054	Syap.g_01367
OG0000478	Prbg.g_00055	Syap.g_01366
OG0000479	Prbg.g_00056	Syap.g_01364
OG0000480	Prbg.g_00061	Syap.g_01357
OG0000482	Prbg.g_00065	Syap.g_01355
OG0000483	Prbg.g_00068	Syap.g_01344
OG0000484	Prbg.g_00069	Syap.g_01350
OG0000485	Prbg.g_00071	Syap.g_01349
OG0000487	Prbg.g_00075	Syap.g_01635
OG0000488	Prbg.g_00078	Syap.g_01639
OG0000489	Prbg.g_00083	Syap.g_02482
OG0000490	Prbg.g_00087	Syap.g_01673
OG0000491	Prbg.g_00088	Syap.g_01670
OG0000492	Prbg.g_00090	Syap.g_01668
OG0000493	Prbg.g_00091	Syap.g_01667
OG0000494	Prbg.g_00092	Syap.g_01666
OG0000495	Prbg.g_00093	Syap.g_01665
OG0000496	Prbg.g_00094	Syap.g_01663
OG0000497	Prbg.g_00095	Syap.g_01662
OG0000498	Prbg.g_00096	Syap.g_01661
OG0000499	Prbg.g_00097	Syap.g_01660
OG0000500	Prbg.g_00098	Syap.g_01659
OG0000501	Prbg.g_00099	Syap.g_01656
OG0000502	Prbg.g_00102	Syap.g_02066
OG0000503	Prbg.g_00117	Syap.g_00569
OG0000504	Prbg.g_00119	Syap.g_00567
OG0000505	Prbg.g_00120	Syap.g_00566
OG0000506	Prbg.g_00121	Syap.g_00564
OG0000507	Prbg.g_00124	Syap.g_00558
OG0000508	Prbg.g_00128	Syap.g_00554
OG0000509	Prbg.g_00130	Syap.g_00551
OG0000510	Prbg.g_00131	Syap.g_00550
OG0000511	Prbg.g_00132	Syap.g_00548
OG0000512	Prbg.g_01942	Syap.g_02145
OG0000513	Prbg.g_00140	Syap.g_02048
OG0000514	Prbg.g_00151	Syap.g_02051
OG0000515	Prbg.g_00152	Syap.g_02052
OG0000516	Prbg.g_00153	Syap.g_02054
OG0000517	Prbg.g_00155	Syap.g_02057
OG0000519	Prbg.g_00167	Syap.g_00457
OG0000520	Prbg.g_00168	Syap.g_00456
OG0000521	Prbg.g_00176	Syap.g_01997
OG0000522	Prbg.g_00178	Syap.g_01995
OG0000523	Prbg.g_00179	Syap.g_02507
OG0000524	Prbg.g_00184	Syap.g_02135
OG0000525	Prbg.g_00188	Syap.g_02159
OG0000526	Prbg.g_00189	Syap.g_02157
OG0000527	Prbg.g_00192	Syap.g_02758
OG0000528	Prbg.g_00197	Syap.g_02261
OG0000529	Prbg.g_00200	Syap.g_02254
OG0000530	Prbg.g_00203	Syap.g_02252
OG0000531	Prbg.g_00204	Syap.g_02251
OG0000532	Prbg.g_00206	Syap.g_02247
OG0000533	Prbg.g_00207	Syap.g_02244
OG0000534	Prbg.g_00208	Syap.g_02243
OG0000535	Prbg.g_00209	Syap.g_02242
OG0000536	Prbg.g_00210	Syap.g_02241
OG0000537	Prbg.g_00211	Syap.g_02240
OG0000538	Prbg.g_00220	Syap.g_00271
OG0000539	Prbg.g_00221	Syap.g_00270
OG0000540	Prbg.g_00222	Syap.g_00269
OG0000541	Prbg.g_00223	Syap.g_00268
OG0000542	Prbg.g_00224	Syap.g_00264
OG0000543	Prbg.g_00226	Syap.g_00261
OG0000544	Prbg.g_00227	Syap.g_00260
OG0000545	Prbg.g_00229	Syap.g_00259
OG0000546	Prbg.g_00232	Syap.g_00256
OG0000547	Prbg.g_00234	Syap.g_00254
OG0000548	Prbg.g_00235	Syap.g_00253
OG0000549	Prbg.g_00237	Syap.g_00758
OG0000550	Prbg.g_00241	Syap.g_02747
OG0000551	Prbg.g_00244	Syap.g_02739
OG0000552	Prbg.g_00245	Syap.g_02738
OG0000553	Prbg.g_00246	Syap.g_02735
OG0000554	Prbg.g_00251	Syap.g_01450
OG0000555	Prbg.g_00259	Syap.g_01941
OG0000556	Prbg.g_00261	Syap.g_01933
OG0000557	Prbg.g_00262	Syap.g_01931
OG0000558	Prbg.g_00265	Syap.g_01147
OG0000560	Prbg.g_00272	Syap.g_00305
OG0000561	Prbg.g_00273	Syap.g_00304
OG0000562	Prbg.g_00274	Syap.g_00302
OG0000563	Prbg.g_00275	Syap.g_00301
OG0000564	Prbg.g_00276	Syap.g_00300
