Orthogroup	Prbg	Syaj
OG0000141	Prbg.g_00327	Syaj.g_01340
OG0000142	Prbg.g_01422	Syaj.g_01283
OG0000143	Prbg.g_01418	Syaj.g_01279
OG0000144	Prbg.g_01404	Syaj.g_01151
OG0000145	Prbg.g_00461	Syaj.g_00094
OG0000146	Prbg.g_00365	Syaj.g_00908
OG0000147	Prbg.g_00364	Syaj.g_00909
OG0000148	Prbg.g_01176	Syaj.g_01003
OG0000149	Prbg.g_01208	Syaj.g_00369
OG0000150	Prbg.g_01218	Syaj.g_01339, Syaj.g_00154
OG0000151	Prbg.g_01094	Syaj.g_01074
OG0000152	Prbg.g_01287	Syaj.g_00898
OG0000153	Prbg.g_01306	Syaj.g_00842
OG0000154	Prbg.g_01326	Syaj.g_00814
OG0000155	Prbg.g_01465	Syaj.g_00338
OG0000156	Prbg.g_00466	Syaj.g_00282
OG0000157	Prbg.g_00467	Syaj.g_00281
OG0000158	Prbg.g_01829	Syaj.g_02445
OG0000160	Prbg.g_00592	Syaj.g_01382
OG0000161	Prbg.g_00598	Syaj.g_01389
OG0000162	Prbg.g_00604	Syaj.g_01395
OG0000163	Prbg.g_00643	Syaj.g_01639
OG0000164	Prbg.g_01674	Syaj.g_01758
OG0000165	Prbg.g_01681	Syaj.g_01582
OG0000166	Prbg.g_01748	Syaj.g_02698
OG0000167	Prbg.g_01819	Syaj.g_02460
OG0000168	Prbg.g_01830	Syaj.g_02444
OG0000169	Prbg.g_01840	Syaj.g_02431, Syaj.g_02429
OG0000170	Prbg.g_01843	Syaj.g_02422
OG0000171	Prbg.g_01863	Syaj.g_02389
OG0000172	Prbg.g_01870	Syaj.g_02365
OG0000173	Prbg.g_01885	Syaj.g_02321
OG0000174	Prbg.g_01915	Syaj.g_02169
OG0000175	Prbg.g_01928	Syaj.g_02229
OG0000176	Prbg.g_00771	Syaj.g_02266
OG0000177	Prbg.g_00772	Syaj.g_02267
OG0000178	Prbg.g_00773	Syaj.g_02268
OG0000179	Prbg.g_00858	Syaj.g_02283
OG0000180	Prbg.g_00857	Syaj.g_02284
OG0000181	Prbg.g_00856	Syaj.g_02285
OG0000182	Prbg.g_00855	Syaj.g_02286
OG0000183	Prbg.g_00851	Syaj.g_02290
OG0000184	Prbg.g_00825	Syaj.g_02098
OG0000185	Prbg.g_00822	Syaj.g_02087
OG0000186	Prbg.g_00806	Syaj.g_01812
OG0000187	Prbg.g_00805	Syaj.g_01814
OG0000188	Prbg.g_00788	Syaj.g_01837
OG0000189	Prbg.g_00866	Syaj.g_01874
OG0000190	Prbg.g_00868	Syaj.g_01876
OG0000191	Prbg.g_00891	Syaj.g_01910
OG0000192	Prbg.g_00896	Syaj.g_01919
OG0000193	Prbg.g_00923	Syaj.g_01965
OG0000194	Prbg.g_00926	Syaj.g_01968
OG0000195	Prbg.g_00928	Syaj.g_01971
OG0000196	Prbg.g_00939	Syaj.g_01981
OG0000197	Prbg.g_00940	Syaj.g_01982
OG0000198	Prbg.g_00941	Syaj.g_01983
OG0000199	Prbg.g_00948	Syaj.g_01991
OG0000200	Prbg.g_00962	Syaj.g_02008
OG0000201	Prbg.g_00971	Syaj.g_02024
OG0000202	Prbg.g_00972	Syaj.g_02025
OG0000203	Prbg.g_00973	Syaj.g_02026
OG0000204	Prbg.g_00974	Syaj.g_02027
OG0000205	Prbg.g_00981	Syaj.g_02035
OG0000206	Prbg.g_00986	Syaj.g_02043
OG0000207	Prbg.g_00989	Syaj.g_02045
OG0000208	Prbg.g_00990	Syaj.g_02046
OG0000209	Prbg.g_00999	Syaj.g_02070
OG0000210	Prbg.g_01000	Syaj.g_02071
OG0000211	Prbg.g_01015	Syaj.g_02856
OG0000212	Prbg.g_01023	Syaj.g_02881
OG0000213	Prbg.g_01041	Syaj.g_02601
OG0000214	Prbg.g_00046	Syaj.g_02582
OG0000215	Prbg.g_00073	Syaj.g_02551
OG0000216	Prbg.g_00074	Syaj.g_02547
OG0000217	Prbg.g_00077	Syaj.g_02543
OG0000218	Prbg.g_00079	Syaj.g_02541
OG0000219	Prbg.g_00080	Syaj.g_02540
OG0000220	Prbg.g_00081	Syaj.g_02539
OG0000221	Prbg.g_00082	Syaj.g_02530
OG0000222	Prbg.g_00089	Syaj.g_02516
OG0000223	Prbg.g_00101	Syaj.g_02494
OG0000224	Prbg.g_00103	Syaj.g_02487
OG0000225	Prbg.g_00129	Syaj.g_02821
OG0000226	Prbg.g_01941	Syaj.g_02825
OG0000227	Prbg.g_01943	Syaj.g_02827
OG0000228	Prbg.g_00136	Syaj.g_02828
OG0000229	Prbg.g_00156	Syaj.g_01555
OG0000230	Prbg.g_00158	Syaj.g_01553
OG0000231	Prbg.g_00169	Syaj.g_01541
OG0000232	Prbg.g_00180	Syaj.g_01497
OG0000233	Prbg.g_00186	Syaj.g_01481
OG0000234	Prbg.g_00195	Syaj.g_01442
OG0000235	Prbg.g_00198	Syaj.g_00071
OG0000236	Prbg.g_00212	Syaj.g_00086
OG0000237	Prbg.g_00225	Syaj.g_00103
OG0000238	Prbg.g_00231	Syaj.g_00108
OG0000239	Prbg.g_00242	Syaj.g_00125
OG0000240	Prbg.g_00243	Syaj.g_00126
OG0000241	Prbg.g_00247	Syaj.g_01291
OG0000242	Prbg.g_00249	Syaj.g_00142
OG0000243	Prbg.g_00260	Syaj.g_00164
OG0000244	Prbg.g_00264	Syaj.g_00180
OG0000245	Prbg.g_00266	Syaj.g_00182
OG0000246	Prbg.g_00270	Syaj.g_00186
OG0000247	Prbg.g_00280	Syaj.g_00197
OG0000248	Prbg.g_00283	Syaj.g_00200
OG0000249	Prbg.g_00285	Syaj.g_00202
OG0000250	Prbg.g_00290	Syaj.g_00211
OG0000251	Prbg.g_00310	Syaj.g_00237
OG0000252	Prbg.g_00313	Syaj.g_00243
OG0000253	Prbg.g_00314	Syaj.g_00245
OG0000254	Prbg.g_00331	Syaj.g_01335
OG0000255	Prbg.g_00337	Syaj.g_01315
OG0000256	Prbg.g_00347	Syaj.g_01297
OG0000257	Prbg.g_01427	Syaj.g_01292
OG0000258	Prbg.g_01413	Syaj.g_01274
OG0000259	Prbg.g_01396	Syaj.g_00707
OG0000260	Prbg.g_01393	Syaj.g_00712
OG0000261	Prbg.g_01390	Syaj.g_00715
OG0000262	Prbg.g_01386	Syaj.g_00720
OG0000263	Prbg.g_01122	Syaj.g_00605
OG0000264	Prbg.g_01133	Syaj.g_00485
OG0000265	Prbg.g_01151	Syaj.g_00510
OG0000266	Prbg.g_01367	Syaj.g_00946
OG0000267	Prbg.g_01355	Syaj.g_00770
OG0000268	Prbg.g_01354	Syaj.g_00771
OG0000269	Prbg.g_01154	Syaj.g_01031
OG0000270	Prbg.g_01157	Syaj.g_01025
OG0000271	Prbg.g_01165	Syaj.g_01017
OG0000272	Prbg.g_01166	Syaj.g_01016
OG0000273	Prbg.g_01190	Syaj.g_00389
OG0000274	Prbg.g_01191	Syaj.g_00388
OG0000275	Prbg.g_01194	Syaj.g_00384
OG0000276	Prbg.g_01200	Syaj.g_00377
OG0000277	Prbg.g_01201	Syaj.g_00376
OG0000278	Prbg.g_01204	Syaj.g_00373
OG0000279	Prbg.g_01211	Syaj.g_00357
OG0000280	Prbg.g_01212	Syaj.g_00348
OG0000281	Prbg.g_01219	Syaj.g_02670
OG0000282	Prbg.g_01086	Syaj.g_00743
OG0000283	Prbg.g_01263	Syaj.g_00790
OG0000284	Prbg.g_01268	Syaj.g_00930
OG0000285	Prbg.g_01273	Syaj.g_00917
OG0000286	Prbg.g_01286	Syaj.g_00899
OG0000287	Prbg.g_01552	Syaj.g_00849
OG0000288	Prbg.g_01325	Syaj.g_00815
OG0000289	Prbg.g_01341	Syaj.g_00800
OG0000290	Prbg.g_01237	Syaj.g_00424
OG0000291	Prbg.g_01235	Syaj.g_00426
OG0000292	Prbg.g_01531	Syaj.g_02255
OG0000293	Prbg.g_01496	Syaj.g_00290
OG0000294	Prbg.g_01495	Syaj.g_00291
OG0000295	Prbg.g_01472	Syaj.g_00330
OG0000296	Prbg.g_01470	Syaj.g_00332
OG0000297	Prbg.g_01461	Syaj.g_00639
OG0000298	Prbg.g_01460	Syaj.g_00638
OG0000299	Prbg.g_01441	Syaj.g_00592
OG0000300	Prbg.g_01438	Syaj.g_00586
OG0000301	Prbg.g_01437	Syaj.g_00585
OG0000302	Prbg.g_01435	Syaj.g_00582
OG0000303	Prbg.g_01429	Syaj.g_00572
OG0000304	Prbg.g_00352	Syaj.g_00566
OG0000305	Prbg.g_01529	Syaj.g_00429
OG0000306	Prbg.g_01223	Syaj.g_01126
OG0000307	Prbg.g_00538	Syaj.g_00051
OG0000308	Prbg.g_00539	Syaj.g_00049
OG0000309	Prbg.g_00543	Syaj.g_00044
OG0000310	Prbg.g_00577	Syaj.g_01358
OG0000311	Prbg.g_00579	Syaj.g_01362
OG0000312	Prbg.g_00582	Syaj.g_01368
OG0000313	Prbg.g_00595	Syaj.g_01386
OG0000314	Prbg.g_00618	Syaj.g_01420
OG0000315	Prbg.g_00628	Syaj.g_01430
OG0000316	Prbg.g_00653	Syaj.g_01664
OG0000317	Prbg.g_01647	Syaj.g_01715
OG0000318	Prbg.g_01651	Syaj.g_01722
OG0000319	Prbg.g_01664	Syaj.g_01741
OG0000320	Prbg.g_01666	Syaj.g_01743
OG0000321	Prbg.g_01667	Syaj.g_01744
OG0000322	Prbg.g_01668	Syaj.g_01745
OG0000323	Prbg.g_01677	Syaj.g_01760
OG0000324	Prbg.g_01704	Syaj.g_01609
OG0000325	Prbg.g_01715	Syaj.g_02638
OG0000326	Prbg.g_01722	Syaj.g_02645
OG0000327	Prbg.g_01743	Syaj.g_02693
OG0000328	Prbg.g_01744	Syaj.g_02694
OG0000329	Prbg.g_01761	Syaj.g_02712
OG0000330	Prbg.g_01762	Syaj.g_02713
OG0000331	Prbg.g_01763	Syaj.g_02714
OG0000332	Prbg.g_01777	Syaj.g_02729
OG0000333	Prbg.g_01779	Syaj.g_02732
OG0000334	Prbg.g_01788	Syaj.g_02741
OG0000335	Prbg.g_01793	Syaj.g_02746
OG0000336	Prbg.g_01797	Syaj.g_02750
OG0000337	Prbg.g_01815	Syaj.g_02466
OG0000338	Prbg.g_01816	Syaj.g_02462
OG0000339	Prbg.g_01822	Syaj.g_02455
OG0000340	Prbg.g_01831	Syaj.g_02443
OG0000341	Prbg.g_01833	Syaj.g_02441
OG0000342	Prbg.g_01834	Syaj.g_02440
OG0000343	Prbg.g_01835	Syaj.g_02437
OG0000344	Prbg.g_01838	Syaj.g_02433
OG0000345	Prbg.g_01844	Syaj.g_02421
OG0000346	Prbg.g_01848	Syaj.g_02416
OG0000347	Prbg.g_01865	Syaj.g_02383
OG0000348	Prbg.g_01873	Syaj.g_02333
OG0000349	Prbg.g_01891	Syaj.g_02314
OG0000350	Prbg.g_00419	Syaj.g_02652
OG0000351	Prbg.g_01931	Syaj.g_02234
OG0000352	Prbg.g_01932	Syaj.g_02235
OG0000353	Prbg.g_00766	Syaj.g_02261
OG0000355	Prbg.g_00768	Syaj.g_02263
OG0000356	Prbg.g_00769	Syaj.g_02264
OG0000357	Prbg.g_00770	Syaj.g_02265
OG0000358	Prbg.g_00774	Syaj.g_02269
OG0000359	Prbg.g_00775	Syaj.g_02271
OG0000360	Prbg.g_00776	Syaj.g_02272
OG0000361	Prbg.g_00777	Syaj.g_02273
OG0000362	Prbg.g_00779	Syaj.g_02275
OG0000363	Prbg.g_00860	Syaj.g_02277
OG0000364	Prbg.g_00859	Syaj.g_02278
OG0000365	Prbg.g_00854	Syaj.g_02287
OG0000366	Prbg.g_00853	Syaj.g_02288
OG0000367	Prbg.g_00852	Syaj.g_02289
OG0000368	Prbg.g_00850	Syaj.g_02291
OG0000369	Prbg.g_00849	Syaj.g_02292
OG0000370	Prbg.g_00848	Syaj.g_02293
OG0000371	Prbg.g_00841	Syaj.g_02301
OG0000372	Prbg.g_00838	Syaj.g_02307
OG0000373	Prbg.g_00837	Syaj.g_02308
OG0000374	Prbg.g_00836	Syaj.g_02309
OG0000375	Prbg.g_00834	Syaj.g_02310
OG0000376	Prbg.g_00832	Syaj.g_02312
OG0000377	Prbg.g_00828	Syaj.g_02105
OG0000378	Prbg.g_00824	Syaj.g_02091
OG0000379	Prbg.g_00821	Syaj.g_02086
OG0000380	Prbg.g_00804	Syaj.g_01815
OG0000381	Prbg.g_00799	Syaj.g_01819
OG0000382	Prbg.g_00789	Syaj.g_01836
OG0000383	Prbg.g_00787	Syaj.g_01839
OG0000384	Prbg.g_00786	Syaj.g_01840
OG0000385	Prbg.g_00785	Syaj.g_01841
OG0000386	Prbg.g_00784	Syaj.g_01842
OG0000387	Prbg.g_00870	Syaj.g_01878
OG0000388	Prbg.g_00874	Syaj.g_01882
OG0000389	Prbg.g_00877	Syaj.g_01886
OG0000390	Prbg.g_00887	Syaj.g_01904
OG0000391	Prbg.g_00890	Syaj.g_01909
OG0000392	Prbg.g_00894	Syaj.g_01918
OG0000393	Prbg.g_00897	Syaj.g_01922
OG0000394	Prbg.g_00898	Syaj.g_01923
OG0000395	Prbg.g_00899	Syaj.g_01924
OG0000396	Prbg.g_00901	Syaj.g_01928
OG0000397	Prbg.g_00903	Syaj.g_01930
OG0000398	Prbg.g_00906	Syaj.g_01935
OG0000399	Prbg.g_00907	Syaj.g_01936
OG0000400	Prbg.g_00908	Syaj.g_01937
OG0000401	Prbg.g_00909	Syaj.g_01938
OG0000402	Prbg.g_01349	Syaj.g_01940
OG0000403	Prbg.g_00911	Syaj.g_01941
OG0000404	Prbg.g_00912	Syaj.g_01943
OG0000405	Prbg.g_00916	Syaj.g_01961
OG0000406	Prbg.g_00924	Syaj.g_01966
OG0000407	Prbg.g_00925	Syaj.g_01967
OG0000408	Prbg.g_00927	Syaj.g_01970
OG0000409	Prbg.g_00929	Syaj.g_01972
OG0000410	Prbg.g_00930	Syaj.g_01973
OG0000411	Prbg.g_00931	Syaj.g_01974
OG0000412	Prbg.g_00932	Syaj.g_01975
OG0000413	Prbg.g_00934	Syaj.g_01977
OG0000415	Prbg.g_00936	Syaj.g_01978
OG0000416	Prbg.g_00937	Syaj.g_01979
OG0000417	Prbg.g_00938	Syaj.g_01980
OG0000418	Prbg.g_00943	Syaj.g_01985
OG0000419	Prbg.g_00945	Syaj.g_01987
OG0000420	Prbg.g_00946	Syaj.g_01989
OG0000421	Prbg.g_00951	Syaj.g_01994
OG0000422	Prbg.g_00952	Syaj.g_01995
OG0000423	Prbg.g_00953	Syaj.g_01996
OG0000424	Prbg.g_00954	Syaj.g_01997
OG0000425	Prbg.g_00955	Syaj.g_01998
OG0000426	Prbg.g_00956	Syaj.g_01999
OG0000427	Prbg.g_00957	Syaj.g_02000
OG0000428	Prbg.g_00959	Syaj.g_02003
OG0000429	Prbg.g_00960	Syaj.g_02005
OG0000430	Prbg.g_00961	Syaj.g_02007
OG0000431	Prbg.g_00963	Syaj.g_02010
OG0000432	Prbg.g_00967	Syaj.g_02017
OG0000433	Prbg.g_00968	Syaj.g_02020
OG0000434	Prbg.g_00969	Syaj.g_02021
OG0000435	Prbg.g_00970	Syaj.g_02023
OG0000436	Prbg.g_00975	Syaj.g_02029
OG0000437	Prbg.g_00976	Syaj.g_02030
OG0000438	Prbg.g_00977	Syaj.g_02031
OG0000439	Prbg.g_00979	Syaj.g_02033
OG0000440	Prbg.g_00980	Syaj.g_02034
OG0000441	Prbg.g_00983	Syaj.g_02038
OG0000442	Prbg.g_00984	Syaj.g_02039
OG0000443	Prbg.g_00985	Syaj.g_02040
OG0000444	Prbg.g_00991	Syaj.g_02052
OG0000445	Prbg.g_00992	Syaj.g_02053
OG0000446	Prbg.g_00993	Syaj.g_02055
OG0000447	Prbg.g_00994	Syaj.g_02058
OG0000448	Prbg.g_00995	Syaj.g_02059
OG0000449	Prbg.g_00996	Syaj.g_02060
OG0000450	Prbg.g_00997	Syaj.g_02067
OG0000451	Prbg.g_00998	Syaj.g_02068
OG0000452	Prbg.g_01001	Syaj.g_02072
OG0000453	Prbg.g_01002	Syaj.g_02073
OG0000454	Prbg.g_01003	Syaj.g_02074
OG0000455	Prbg.g_01004	Syaj.g_02075
OG0000456	Prbg.g_01005	Syaj.g_02076
OG0000457	Prbg.g_01007	Syaj.g_02078
OG0000458	Prbg.g_01008	Syaj.g_02079
OG0000459	Prbg.g_01009	Syaj.g_02080
OG0000460	Prbg.g_01017	Syaj.g_02858
OG0000461	Prbg.g_01025	Syaj.g_02623
OG0000462	Prbg.g_01027	Syaj.g_02620
OG0000463	Prbg.g_01028	Syaj.g_02619
OG0000464	Prbg.g_01029	Syaj.g_02618
OG0000465	Prbg.g_01030	Syaj.g_02617
OG0000466	Prbg.g_01033	Syaj.g_02612
OG0000467	Prbg.g_01034	Syaj.g_02610
OG0000468	Prbg.g_01037	Syaj.g_02605
OG0000469	Prbg.g_01045	Syaj.g_02590
OG0000470	Prbg.g_00042	Syaj.g_02586
OG0000471	Prbg.g_00043	Syaj.g_02585
OG0000472	Prbg.g_00045	Syaj.g_02583
OG0000473	Prbg.g_00047	Syaj.g_02581
OG0000474	Prbg.g_00048	Syaj.g_02580
OG0000475	Prbg.g_00049	Syaj.g_02579
OG0000476	Prbg.g_00051	Syaj.g_02577
OG0000477	Prbg.g_00054	Syaj.g_02571
OG0000478	Prbg.g_00055	Syaj.g_02570
OG0000479	Prbg.g_00056	Syaj.g_02569
OG0000480	Prbg.g_00061	Syaj.g_02562
OG0000481	Prbg.g_00064	Syaj.g_02560
OG0000482	Prbg.g_00065	Syaj.g_02559
OG0000483	Prbg.g_00068	Syaj.g_02555
OG0000484	Prbg.g_00069	Syaj.g_02554
OG0000485	Prbg.g_00071	Syaj.g_02553
OG0000486	Prbg.g_00072	Syaj.g_02552
OG0000487	Prbg.g_00075	Syaj.g_02546
OG0000488	Prbg.g_00078	Syaj.g_02542
OG0000489	Prbg.g_00083	Syaj.g_02529
OG0000490	Prbg.g_00087	Syaj.g_02519
OG0000491	Prbg.g_00088	Syaj.g_02517
OG0000492	Prbg.g_00090	Syaj.g_02515
OG0000493	Prbg.g_00091	Syaj.g_02514
OG0000494	Prbg.g_00092	Syaj.g_02513
OG0000495	Prbg.g_00093	Syaj.g_02512
OG0000496	Prbg.g_00094	Syaj.g_02511
OG0000497	Prbg.g_00095	Syaj.g_02510
OG0000498	Prbg.g_00096	Syaj.g_02509
OG0000499	Prbg.g_00097	Syaj.g_02508
OG0000500	Prbg.g_00098	Syaj.g_02507
OG0000501	Prbg.g_00099	Syaj.g_02504
OG0000502	Prbg.g_00102	Syaj.g_02492
OG0000503	Prbg.g_00117	Syaj.g_02805
OG0000504	Prbg.g_00119	Syaj.g_02807
OG0000505	Prbg.g_00120	Syaj.g_02808
OG0000506	Prbg.g_00121	Syaj.g_02810
OG0000507	Prbg.g_00124	Syaj.g_02816
OG0000508	Prbg.g_00128	Syaj.g_02820
OG0000509	Prbg.g_00130	Syaj.g_02822
OG0000510	Prbg.g_00131	Syaj.g_02823
OG0000511	Prbg.g_00132	Syaj.g_02824
OG0000512	Prbg.g_01942	Syaj.g_02826
OG0000513	Prbg.g_00140	Syaj.g_02833
OG0000514	Prbg.g_00151	Syaj.g_02839
OG0000515	Prbg.g_00152	Syaj.g_02840
OG0000516	Prbg.g_00153	Syaj.g_01561
OG0000517	Prbg.g_00155	Syaj.g_01556
OG0000518	Prbg.g_00166	Syaj.g_01544
OG0000519	Prbg.g_00167	Syaj.g_01543
OG0000520	Prbg.g_00168	Syaj.g_01542
OG0000521	Prbg.g_00176	Syaj.g_00271
OG0000522	Prbg.g_00178	Syaj.g_00273
OG0000523	Prbg.g_00179	Syaj.g_00274
OG0000524	Prbg.g_00184	Syaj.g_01485
OG0000525	Prbg.g_00188	Syaj.g_01454
OG0000526	Prbg.g_00189	Syaj.g_01451
OG0000527	Prbg.g_00192	Syaj.g_01446
OG0000528	Prbg.g_00197	Syaj.g_00065
OG0000529	Prbg.g_00200	Syaj.g_00073
OG0000530	Prbg.g_00203	Syaj.g_00076
OG0000531	Prbg.g_00204	Syaj.g_00077
OG0000532	Prbg.g_00206	Syaj.g_00080
OG0000533	Prbg.g_00207	Syaj.g_00081
OG0000534	Prbg.g_00208	Syaj.g_00082
OG0000535	Prbg.g_00209	Syaj.g_00083
OG0000536	Prbg.g_00210	Syaj.g_00084
