Orthogroup	Syas	Syaf
OG0000061	Syas.g_01184	Syaf.g_01288
OG0000062	Syas.g_00070	Syaf.g_02167
OG0000062	Syas.g_02702	Syaf.g_01055
OG0000063	Syas.g_02074	Syaf.g_00457
OG0000064	Syas.g_00946	Syaf.g_01667
OG0000066	Syas.g_00094	Syaf.g_02643
OG0000067	Syas.g_00596, Syas.g_00352, Syas.g_02346	Syaf.g_02049
OG0000068	Syas.g_00969, Syas.g_01261	Syaf.g_02733
OG0000070	Syas.g_00173	Syaf.g_01237
OG0000072	Syas.g_02326	Syaf.g_00805
OG0000073	Syas.g_01230	Syaf.g_02700
OG0000075	Syas.g_01921, Syas.g_02194	Syaf.g_00353
OG0000076	Syas.g_02156	Syaf.g_00388
OG0000078	Syas.g_02561	Syaf.g_02782
OG0000079	Syas.g_01699	Syaf.g_00197
OG0000081	Syas.g_00391	Syaf.g_02776
OG0000082	Syas.g_00837	Syaf.g_02576
OG0000085	Syas.g_02695	Syaf.g_01048
OG0000086	Syas.g_02470	Syaf.g_00932
OG0000087	Syas.g_02374	Syaf.g_00848
OG0000089	Syas.g_01512	Syaf.g_02807
OG0000090	Syas.g_00062	Syaf.g_02654
OG0000091	Syas.g_00907, Syas.g_00146	Syaf.g_02302
OG0000094	Syas.g_00208	Syaf.g_01940
OG0000095	Syas.g_01021	Syaf.g_01442
OG0000097	Syas.g_00114, Syas.g_01443	Syaf.g_01574
OG0000098	Syas.g_00091	Syaf.g_01637
OG0000099	Syas.g_01826	Syaf.g_00312
OG0000100	Syas.g_00567	Syaf.g_02017
OG0000102	Syas.g_02152, Syas.g_01395	Syaf.g_00393
OG0000104	Syas.g_02027, Syas.g_02026	Syaf.g_00502
OG0000105	Syas.g_01739	Syaf.g_00235
OG0000106	Syas.g_01451	Syaf.g_01745
OG0000107	Syas.g_01669	Syaf.g_00758
OG0000108	Syas.g_01253	Syaf.g_02721
OG0000110	Syas.g_00359, Syas.g_00818	Syaf.g_02589
OG0000111	Syas.g_01037	Syaf.g_01451
OG0000112	Syas.g_00452	Syaf.g_01852
OG0000113	Syas.g_00571	Syaf.g_02022
OG0000114	Syas.g_00252, Syas.g_00674	Syaf.g_02103
OG0000115	Syas.g_02548, Syas.g_01285	Syaf.g_02445
OG0000116	Syas.g_01198, Syas.g_00317	Syaf.g_01276
OG0000117	Syas.g_01122	Syaf.g_01605
OG0000118	Syas.g_02835	Syaf.g_02544
OG0000120	Syas.g_01828	Syaf.g_00313
OG0000121	Syas.g_02821	Syaf.g_02419
OG0000123	Syas.g_01582	Syaf.g_00086
OG0000124	Syas.g_02137	Syaf.g_00414
OG0000125	Syas.g_01889	Syaf.g_00640
OG0000126	Syas.g_01992	Syaf.g_00504
OG0000128	Syas.g_02046	Syaf.g_00486
OG0000129	Syas.g_01880	Syaf.g_00651
OG0000130	Syas.g_02522	Syaf.g_00963
OG0000131	Syas.g_02367	Syaf.g_00833
OG0000132	Syas.g_02334	Syaf.g_00813
OG0000133	Syas.g_00457	Syaf.g_01857
OG0000134	Syas.g_01509	Syaf.g_02804
OG0000135	Syas.g_01938	Syaf.g_00605
OG0000136	Syas.g_02740	Syaf.g_01224
OG0000137	Syas.g_01333	Syaf.g_02498
OG0000138	Syas.g_01235	Syaf.g_02705
OG0000139	Syas.g_00069	Syaf.g_02648
OG0000140	Syas.g_00090	Syaf.g_02646
OG0000141	Syas.g_00875	Syaf.g_02375
OG0000142	Syas.g_00746	Syaf.g_02310
OG0000143	Syas.g_00742	Syaf.g_02306
OG0000144	Syas.g_00718	Syaf.g_01735
OG0000145	Syas.g_00948	Syaf.g_02699
OG0000146	Syas.g_00451	Syaf.g_01851
OG0000147	Syas.g_00450	Syaf.g_01850
OG0000148	Syas.g_00577	Syaf.g_02028
OG0000149	Syas.g_00282	Syaf.g_01371
OG0000150	Syas.g_00874	Syaf.g_02645
OG0000151	Syas.g_00148, Syas.g_00659	Syaf.g_02091
OG0000152	Syas.g_00461	Syaf.g_01861
OG0000153	Syas.g_00543	Syaf.g_01904
OG0000154	Syas.g_00219	Syaf.g_01930
OG0000155	Syas.g_01131	Syaf.g_01324
OG0000156	Syas.g_01206	Syaf.g_01270
OG0000157	Syas.g_01207	Syaf.g_01269
OG0000158	Syas.g_02185	Syaf.g_00364
OG0000159	Syas.g_01155	Syaf.g_00311
OG0000160	Syas.g_02820	Syaf.g_02418
OG0000161	Syas.g_02826	Syaf.g_02424
OG0000162	Syas.g_02751	Syaf.g_02431
OG0000163	Syas.g_01488	Syaf.g_01105
OG0000165	Syas.g_02609	Syaf.g_01197
OG0000166	Syas.g_01629	Syaf.g_00133
OG0000167	Syas.g_01449	Syaf.g_00350
OG0000168	Syas.g_02184	Syaf.g_00365
OG0000169	Syas.g_02170	Syaf.g_00376
OG0000170	Syas.g_02161	Syaf.g_00383
OG0000171	Syas.g_02139	Syaf.g_00413
OG0000172	Syas.g_02110	Syaf.g_00419
OG0000173	Syas.g_02092	Syaf.g_00438
OG0000174	Syas.g_01940	Syaf.g_00603
OG0000175	Syas.g_01994	Syaf.g_00531
OG0000176	Syas.g_02038	Syaf.g_00494
OG0000177	Syas.g_02039	Syaf.g_00493
OG0000178	Syas.g_02040	Syaf.g_00492
OG0000179	Syas.g_02054	Syaf.g_00477
OG0000180	Syas.g_02055	Syaf.g_00476
OG0000181	Syas.g_02056	Syaf.g_00475
OG0000182	Syas.g_02057	Syaf.g_00474
OG0000183	Syas.g_02061	Syaf.g_00470
OG0000184	Syas.g_01872	Syaf.g_00664
OG0000185	Syas.g_01861	Syaf.g_00684
OG0000186	Syas.g_02525	Syaf.g_00968
OG0000187	Syas.g_02524	Syaf.g_00966
OG0000188	Syas.g_02502	Syaf.g_00944
OG0000189	Syas.g_02432	Syaf.g_00916
OG0000190	Syas.g_00133	Syaf.g_00914
OG0000191	Syas.g_02400	Syaf.g_00877
OG0000192	Syas.g_02395	Syaf.g_00871
OG0000193	Syas.g_02366	Syaf.g_00832
OG0000194	Syas.g_02363	Syaf.g_00829
OG0000196	Syas.g_02337	Syaf.g_00816
OG0000197	Syas.g_02336	Syaf.g_00815
OG0000198	Syas.g_02335	Syaf.g_00814
OG0000199	Syas.g_02327	Syaf.g_00806
OG0000200	Syas.g_02298	Syaf.g_00789
OG0000201	Syas.g_02279	Syaf.g_00771
OG0000202	Syas.g_02278	Syaf.g_00770
OG0000203	Syas.g_02277	Syaf.g_00769
OG0000204	Syas.g_02276	Syaf.g_00768
OG0000205	Syas.g_02267	Syaf.g_00761
OG0000206	Syas.g_02240	Syaf.g_00736
OG0000207	Syas.g_02237	Syaf.g_00735
OG0000208	Syas.g_02236	Syaf.g_00734
OG0000209	Syas.g_01837	Syaf.g_00714
OG0000210	Syas.g_01838	Syaf.g_00713
OG0000211	Syas.g_02552	Syaf.g_02791
OG0000212	Syas.g_02562	Syaf.g_02781
OG0000213	Syas.g_01707	Syaf.g_00210
OG0000214	Syas.g_01730	Syaf.g_00226
OG0000215	Syas.g_01766	Syaf.g_00258
OG0000216	Syas.g_01770	Syaf.g_00262
OG0000217	Syas.g_01778	Syaf.g_00266
OG0000218	Syas.g_01780	Syaf.g_00268
OG0000219	Syas.g_01783	Syaf.g_00269
OG0000220	Syas.g_01784	Syaf.g_00270
OG0000221	Syas.g_01785	Syaf.g_02597, Syaf.g_00273
OG0000222	Syas.g_01804	Syaf.g_00287
OG0000223	Syas.g_02221	Syaf.g_00317
OG0000224	Syas.g_02215	Syaf.g_00324
OG0000225	Syas.g_01522	Syaf.g_00007
OG0000226	Syas.g_01518	Syaf.g_00003
OG0000227	Syas.g_01516	Syaf.g_00001
OG0000228	Syas.g_01513	Syaf.g_02808
OG0000229	Syas.g_01497	Syaf.g_01214
OG0000230	Syas.g_01495	Syaf.g_01216
OG0000231	Syas.g_02749	Syaf.g_01236
OG0000232	Syas.g_01276	Syaf.g_02536
OG0000233	Syas.g_01352	Syaf.g_02528
OG0000234	Syas.g_01331	Syaf.g_02497
OG0000235	Syas.g_01254	Syaf.g_02722
OG0000236	Syas.g_01237	Syaf.g_02707
OG0000237	Syas.g_01220	Syaf.g_02690
OG0000238	Syas.g_01215	Syaf.g_02685
OG0000239	Syas.g_00012	Syaf.g_02669
OG0000240	Syas.g_00013	Syaf.g_02668
OG0000241	Syas.g_00754	Syaf.g_02322
OG0000242	Syas.g_00059	Syaf.g_02656
OG0000243	Syas.g_00777	Syaf.g_02634
OG0000244	Syas.g_00784	Syaf.g_02627
OG0000245	Syas.g_00786	Syaf.g_02625
OG0000246	Syas.g_00790	Syaf.g_02621
OG0000247	Syas.g_00802	Syaf.g_02610
OG0000248	Syas.g_00805	Syaf.g_02607
OG0000249	Syas.g_00807	Syaf.g_02605
OG0000250	Syas.g_00814	Syaf.g_02593
OG0000251	Syas.g_00845	Syaf.g_02568
OG0000252	Syas.g_00950	Syaf.g_02565
OG0000253	Syas.g_00846	Syaf.g_02564
OG0000254	Syas.g_00869	Syaf.g_02371
OG0000255	Syas.g_00132, Syas.g_01062	Syaf.g_02352
OG0000256	Syas.g_00104	Syaf.g_02329
OG0000257	Syas.g_00757	Syaf.g_02323
OG0000258	Syas.g_00733	Syaf.g_02301
OG0000259	Syas.g_00708	Syaf.g_02137
OG0000260	Syas.g_00705	Syaf.g_02134
OG0000261	Syas.g_00701	Syaf.g_02131
OG0000262	Syas.g_00695	Syaf.g_02126
OG0000263	Syas.g_01103	Syaf.g_01585
OG0000264	Syas.g_02588	Syaf.g_01473
OG0000266	Syas.g_00186	Syaf.g_01967
OG0000267	Syas.g_00377	Syaf.g_01787
OG0000268	Syas.g_00390	Syaf.g_01788
OG0000269	Syas.g_00601	Syaf.g_02054
OG0000270	Syas.g_00598	Syaf.g_02051
OG0000271	Syas.g_00590	Syaf.g_02043
OG0000272	Syas.g_00589	Syaf.g_02042
OG0000274	Syas.g_00562	Syaf.g_01391
OG0000275	Syas.g_00230	Syaf.g_01386
OG0000276	Syas.g_00237	Syaf.g_01379
OG0000277	Syas.g_00238	Syaf.g_01378
OG0000278	Syas.g_00241	Syaf.g_01375
OG0000279	Syas.g_00288	Syaf.g_01367
OG0000280	Syas.g_00889, Syas.g_00481	Syaf.g_01337
OG0000281	Syas.g_00970	Syaf.g_01636
OG0000282	Syas.g_00672	Syaf.g_02101
OG0000283	Syas.g_00409	Syaf.g_01804
OG0000284	Syas.g_00416	Syaf.g_01810
OG0000285	Syas.g_00436	Syaf.g_01842
OG0000286	Syas.g_00460	Syaf.g_01860
OG0000287	Syas.g_00534	Syaf.g_01896
OG0000288	Syas.g_00220	Syaf.g_01929
OG0000289	Syas.g_00205	Syaf.g_01943
OG0000290	Syas.g_01016	Syaf.g_01439
OG0000291	Syas.g_01018	Syaf.g_01441
OG0000292	Syas.g_02020	Syaf.g_00505
OG0000293	Syas.g_01197	Syaf.g_01277
OG0000295	Syas.g_01139	Syaf.g_01316
OG0000296	Syas.g_01137	Syaf.g_01318
OG0000298	Syas.g_01123	Syaf.g_01606
OG0000299	Syas.g_01087	Syaf.g_01578
OG0000300	Syas.g_01082	Syaf.g_01571
OG0000301	Syas.g_01081	Syaf.g_01570
OG0000302	Syas.g_01080	Syaf.g_01568
OG0000303	Syas.g_01071	Syaf.g_01559
OG0000304	Syas.g_01066	Syaf.g_01551
OG0000305	Syas.g_01023	Syaf.g_01444
OG0000306	Syas.g_01929	Syaf.g_01332
OG0000307	Syas.g_01270	Syaf.g_02742
OG0000308	Syas.g_01272	Syaf.g_02744
OG0000309	Syas.g_01364	Syaf.g_02749
OG0000310	Syas.g_02796	Syaf.g_02387
OG0000311	Syas.g_02799	Syaf.g_02391
OG0000312	Syas.g_02804	Syaf.g_02397
OG0000313	Syas.g_02823	Syaf.g_02421
OG0000314	Syas.g_01296	Syaf.g_02458
OG0000315	Syas.g_01306	Syaf.g_02468
OG0000316	Syas.g_02728	Syaf.g_01088
OG0000317	Syas.g_02687	Syaf.g_01040
OG0000318	Syas.g_02680	Syaf.g_01032
OG0000319	Syas.g_02663	Syaf.g_01015
OG0000320	Syas.g_02661	Syaf.g_01013
OG0000321	Syas.g_02660	Syaf.g_01012
OG0000322	Syas.g_02659	Syaf.g_01011
OG0000323	Syas.g_02646, Syas.g_00159	Syaf.g_00997
OG0000324	Syas.g_02578	Syaf.g_01164
OG0000325	Syas.g_01668	Syaf.g_00176
OG0000326	Syas.g_01661	Syaf.g_00169
OG0000327	Syas.g_01634	Syaf.g_00138
OG0000328	Syas.g_01633	Syaf.g_00137
OG0000329	Syas.g_01615	Syaf.g_00119
OG0000330	Syas.g_01614	Syaf.g_00118
OG0000331	Syas.g_01613	Syaf.g_00117
OG0000333	Syas.g_01595	Syaf.g_00099
OG0000334	Syas.g_01586	Syaf.g_00090
OG0000335	Syas.g_01581	Syaf.g_00085
OG0000336	Syas.g_01577	Syaf.g_00081
OG0000337	Syas.g_02211	Syaf.g_00344
OG0000338	Syas.g_02199	Syaf.g_00348
OG0000339	Syas.g_02192	Syaf.g_00355
OG0000340	Syas.g_02183	Syaf.g_00366
OG0000341	Syas.g_02181	Syaf.g_00368
OG0000342	Syas.g_02180	Syaf.g_00369
OG0000343	Syas.g_02176	Syaf.g_00370
OG0000344	Syas.g_02172	Syaf.g_00374
OG0000345	Syas.g_02160	Syaf.g_00384
OG0000346	Syas.g_02155	Syaf.g_00389
OG0000347	Syas.g_02136	Syaf.g_00415
OG0000348	Syas.g_02107	Syaf.g_00427
OG0000349	Syas.g_02085	Syaf.g_00445
OG0000350	Syas.g_01654	Syaf.g_00162
OG0000351	Syas.g_01998	Syaf.g_00528
OG0000352	Syas.g_01999	Syaf.g_00527
OG0000353	Syas.g_02033	Syaf.g_00499
OG0000354	Syas.g_01209	Syaf.g_02680
OG0000354	Syas.g_02052	Syaf.g_00479
OG0000355	Syas.g_02035	Syaf.g_00497
OG0000356	Syas.g_02036	Syaf.g_00496
OG0000357	Syas.g_02037	Syaf.g_00495
OG0000358	Syas.g_02041	Syaf.g_00491
OG0000359	Syas.g_02043	Syaf.g_00489
OG0000360	Syas.g_02044	Syaf.g_00488
OG0000361	Syas.g_02045	Syaf.g_00487
OG0000362	Syas.g_02047	Syaf.g_00485
OG0000363	Syas.g_02049	Syaf.g_00483
OG0000364	Syas.g_02685	Syaf.g_00482
OG0000365	Syas.g_02058	Syaf.g_00473
OG0000366	Syas.g_02059	Syaf.g_00472
OG0000368	Syas.g_02062	Syaf.g_00469
OG0000369	Syas.g_02063	Syaf.g_00468
OG0000370	Syas.g_02064	Syaf.g_00467
OG0000371	Syas.g_02073	Syaf.g_00458
OG0000372	Syas.g_02078	Syaf.g_00453
OG0000373	Syas.g_02079	Syaf.g_00452
OG0000374	Syas.g_02080	Syaf.g_00451
OG0000375	Syas.g_02081	Syaf.g_00449
OG0000376	Syas.g_02083	Syaf.g_00447
OG0000377	Syas.g_01879	Syaf.g_00654
OG0000378	Syas.g_01867	Syaf.g_00668
OG0000379	Syas.g_01859	Syaf.g_00686
OG0000380	Syas.g_02523	Syaf.g_00965
OG0000381	Syas.g_02521	Syaf.g_00962
OG0000382	Syas.g_02503	Syaf.g_00945
OG0000383	Syas.g_02480	Syaf.g_00941
OG0000384	Syas.g_02479	Syaf.g_00940
OG0000385	Syas.g_02478	Syaf.g_00939
OG0000386	Syas.g_02477	Syaf.g_00938
OG0000387	Syas.g_00134	Syaf.g_00912
OG0000388	Syas.g_02426	Syaf.g_00908
OG0000389	Syas.g_02422	Syaf.g_00904
OG0000390	Syas.g_02406	Syaf.g_00883
OG0000391	Syas.g_02401	Syaf.g_00878
OG0000392	Syas.g_02396	Syaf.g_00872
OG0000393	Syas.g_02394	Syaf.g_00870
OG0000394	Syas.g_02393	Syaf.g_00869
OG0000395	Syas.g_02392	Syaf.g_00868
OG0000396	Syas.g_02389	Syaf.g_00865
OG0000397	Syas.g_02387	Syaf.g_00863
OG0000398	Syas.g_02382	Syaf.g_00858
OG0000399	Syas.g_02381	Syaf.g_00857
OG0000400	Syas.g_02380	Syaf.g_00856
OG0000401	Syas.g_02379	Syaf.g_00855
OG0000402	Syas.g_02377	Syaf.g_00852
OG0000403	Syas.g_02376	Syaf.g_00851
OG0000404	Syas.g_02375	Syaf.g_00850
OG0000405	Syas.g_02369	Syaf.g_00835
OG0000406	Syas.g_02365	Syaf.g_00831
OG0000407	Syas.g_02364	Syaf.g_00830
OG0000408	Syas.g_02361	Syaf.g_00828
OG0000409	Syas.g_02359	Syaf.g_00826
OG0000410	Syas.g_02358	Syaf.g_00825
OG0000411	Syas.g_02357	Syaf.g_00824
OG0000412	Syas.g_02356	Syaf.g_00823
OG0000413	Syas.g_02354	Syaf.g_00821
OG0000414	Syas.g_02353	Syaf.g_00820
OG0000415	Syas.g_02352	Syaf.g_00819
OG0000416	Syas.g_02351	Syaf.g_00818
OG0000417	Syas.g_02338	Syaf.g_00817
OG0000418	Syas.g_02333	Syaf.g_00812
OG0000419	Syas.g_02331	Syaf.g_00810
OG0000420	Syas.g_02329	Syaf.g_00808
OG0000421	Syas.g_02324	Syaf.g_00803
OG0000422	Syas.g_02323	Syaf.g_00802
OG0000423	Syas.g_02322	Syaf.g_00801
OG0000424	Syas.g_02321	Syaf.g_00800
OG0000425	Syas.g_02320	Syaf.g_00799
OG0000426	Syas.g_02319	Syaf.g_00798
OG0000427	Syas.g_02318	Syaf.g_00797
OG0000428	Syas.g_02315	Syaf.g_00794
OG0000429	Syas.g_02312	Syaf.g_00792
OG0000430	Syas.g_02311	Syaf.g_00790
OG0000431	Syas.g_02296	Syaf.g_00786
OG0000432	Syas.g_02288	Syaf.g_00779
OG0000433	Syas.g_02286	Syaf.g_00777
OG0000434	Syas.g_02285	Syaf.g_00776
OG0000435	Syas.g_02282	Syaf.g_00772
OG0000436	Syas.g_02273	Syaf.g_00767
OG0000437	Syas.g_02272	Syaf.g_00766
OG0000438	Syas.g_02271	Syaf.g_00765
OG0000439	Syas.g_02269	Syaf.g_00763
OG0000440	Syas.g_02268	Syaf.g_00762
OG0000441	Syas.g_02265	Syaf.g_00756
OG0000442	Syas.g_02259	Syaf.g_00743
OG0000443	Syas.g_02241	Syaf.g_00739
OG0000444	Syas.g_02234	Syaf.g_00733
OG0000445	Syas.g_02233	Syaf.g_00729
OG0000446	Syas.g_02231	Syaf.g_00728
OG0000447	Syas.g_02229	Syaf.g_00725
OG0000448	Syas.g_02228	Syaf.g_00724
OG0000449	Syas.g_02226	Syaf.g_00723
OG0000450	Syas.g_01834	Syaf.g_00717
OG0000451	Syas.g_01835	Syaf.g_00716
OG0000452	Syas.g_01844	Syaf.g_00712
OG0000453	Syas.g_01845	Syaf.g_00711
OG0000454	Syas.g_01846	Syaf.g_00710
OG0000455	Syas.g_01847	Syaf.g_00709
OG0000456	Syas.g_01848	Syaf.g_00708
OG0000457	Syas.g_01850	Syaf.g_00706
OG0000458	Syas.g_01851	Syaf.g_00705
OG0000459	Syas.g_01852	Syaf.g_00704
OG0000460	Syas.g_02554	Syaf.g_02789
OG0000461	Syas.g_01686	Syaf.g_00183
OG0000462	Syas.g_01688	Syaf.g_00186
OG0000463	Syas.g_01689	Syaf.g_00187
OG0000464	Syas.g_01690	Syaf.g_00188
OG0000465	Syas.g_01692	Syaf.g_00190
OG0000466	Syas.g_01697	Syaf.g_00194
OG0000467	Syas.g_01698	Syaf.g_00196
OG0000468	Syas.g_01703	Syaf.g_00206
OG0000469	Syas.g_01725	Syaf.g_00220
OG0000470	Syas.g_01727	Syaf.g_00222
OG0000471	Syas.g_01728	Syaf.g_00223
OG0000472	Syas.g_01729	Syaf.g_00225
OG0000473	Syas.g_01731	Syaf.g_00227
OG0000474	Syas.g_01732	Syaf.g_00228
OG0000475	Syas.g_01733	Syaf.g_00229
OG0000476	Syas.g_01735	Syaf.g_00231
OG0000477	Syas.g_01740	Syaf.g_00237
OG0000478	Syas.g_01741	Syaf.g_00238
OG0000479	Syas.g_01749	Syaf.g_00239
OG0000480	Syas.g_01756	Syaf.g_00247
OG0000481	Syas.g_00161, Syas.g_00162	Syaf.g_00249
OG0000482	Syas.g_01758	Syaf.g_00250
OG0000483	Syas.g_01762	Syaf.g_00254
OG0000484	Syas.g_01763	Syaf.g_00255
OG0000485	Syas.g_01764	Syaf.g_00256
OG0000486	Syas.g_01765	Syaf.g_00257
OG0000487	Syas.g_01771	Syaf.g_00263
OG0000488	Syas.g_01779	Syaf.g_00267
OG0000489	Syas.g_01823	Syaf.g_00274
OG0000490	Syas.g_01808	Syaf.g_00284
OG0000491	Syas.g_01806	Syaf.g_00285
OG0000492	Syas.g_01803	Syaf.g_00288
OG0000493	Syas.g_01802	Syaf.g_00289
OG0000494	Syas.g_01801	Syaf.g_00290
OG0000495	Syas.g_01799	Syaf.g_00291
OG0000496	Syas.g_01798	Syaf.g_00292
OG0000497	Syas.g_01797	Syaf.g_00293
OG0000498	Syas.g_01796	Syaf.g_00294
OG0000499	Syas.g_01795	Syaf.g_00295
OG0000500	Syas.g_01794	Syaf.g_00296
OG0000501	Syas.g_01791	Syaf.g_00299
OG0000502	Syas.g_02216	Syaf.g_00319
OG0000503	Syas.g_01541	Syaf.g_00023
OG0000504	Syas.g_01539	Syaf.g_00021
OG0000505	Syas.g_01538	Syaf.g_00020
OG0000506	Syas.g_01536	Syaf.g_00018
OG0000507	Syas.g_01530	Syaf.g_00012
OG0000508	Syas.g_01523	Syaf.g_00008
OG0000509	Syas.g_01521	Syaf.g_00006
OG0000510	Syas.g_01520	Syaf.g_00005
OG0000511	Syas.g_01519	Syaf.g_00004
OG0000512	Syas.g_01517	Syaf.g_00002
OG0000513	Syas.g_01508	Syaf.g_02803
OG0000514	Syas.g_01504	Syaf.g_02796
OG0000515	Syas.g_01503	Syaf.g_02795
OG0000516	Syas.g_01501	Syaf.g_01219
OG0000517	Syas.g_01498	Syaf.g_01213
OG0000518	Syas.g_00360, Syas.g_02746	Syaf.g_01230
OG0000519	Syas.g_02747	Syaf.g_01231
OG0000520	Syas.g_02748	Syaf.g_01235
OG0000521	Syas.g_01281	Syaf.g_02542
OG0000522	Syas.g_01279	Syaf.g_02538
OG0000523	Syas.g_01278	Syaf.g_02537
OG0000524	Syas.g_01354	Syaf.g_02531
OG0000525	Syas.g_01342	Syaf.g_02507
OG0000526	Syas.g_01340	Syaf.g_02504
OG0000527	Syas.g_01335	Syaf.g_02500
OG0000528	Syas.g_01256	Syaf.g_02728
OG0000529	Syas.g_01252	Syaf.g_02720
OG0000530	Syas.g_01249	Syaf.g_02717
OG0000531	Syas.g_01248	Syaf.g_02716
OG0000532	Syas.g_01245	Syaf.g_02713
OG0000533	Syas.g_01243	Syaf.g_02712
OG0000534	Syas.g_01242	Syaf.g_02711
OG0000535	Syas.g_01241	Syaf.g_02710
OG0000536	Syas.g_01240	Syaf.g_02709
OG0000537	Syas.g_01238	Syaf.g_02708
OG0000538	Syas.g_01228	Syaf.g_02697
OG0000539	Syas.g_01227	Syaf.g_02696
OG0000540	Syas.g_01226	Syaf.g_02695
OG0000541	Syas.g_01225	Syaf.g_02694
OG0000542	Syas.g_01221	Syaf.g_02691
OG0000543	Syas.g_01219	Syaf.g_02689
OG0000544	Syas.g_01218	Syaf.g_02688
OG0000545	Syas.g_01216	Syaf.g_02686
OG0000546	Syas.g_01214	Syaf.g_02684
OG0000547	Syas.g_01212	Syaf.g_02682
OG0000548	Syas.g_01211	Syaf.g_02681
OG0000549	Syas.g_00005	Syaf.g_02676
OG0000550	Syas.g_00010	Syaf.g_02671
OG0000551	Syas.g_00015	Syaf.g_02666
OG0000552	Syas.g_00016	Syaf.g_02665
OG0000553	Syas.g_00019	Syaf.g_02663
OG0000554	Syas.g_00063	Syaf.g_02653
OG0000555	Syas.g_00775	Syaf.g_02635
OG0000556	Syas.g_00781	Syaf.g_02630
OG0000557	Syas.g_00783	Syaf.g_02628
OG0000558	Syas.g_00785	Syaf.g_02626
OG0000559	Syas.g_00789	Syaf.g_02622
OG0000560	Syas.g_00792	Syaf.g_02619
OG0000561	Syas.g_00793	Syaf.g_02618
OG0000562	Syas.g_00794	Syaf.g_02617
OG0000563	Syas.g_00795	Syaf.g_02616
OG0000564	Syas.g_00796	Syaf.g_02615
OG0000565	Syas.g_00800	Syaf.g_02612
OG0000566	Syas.g_00804	Syaf.g_02608
OG0000567	Syas.g_00808	Syaf.g_02604
OG0000568	Syas.g_00810	Syaf.g_02599
OG0000569	Syas.g_00811	Syaf.g_02596
OG0000570	Syas.g_00812	Syaf.g_02595
OG0000571	Syas.g_00815	Syaf.g_02591
OG0000572	Syas.g_00839	Syaf.g_02575
OG0000573	Syas.g_00952	Syaf.g_02567
OG0000574	Syas.g_00951	Syaf.g_02566
OG0000575	Syas.g_00848	Syaf.g_02562
OG0000576	Syas.g_00850	Syaf.g_02560
OG0000577	Syas.g_00851	Syaf.g_02559
OG0000578	Syas.g_00852	Syaf.g_02558
OG0000579	Syas.g_00853	Syaf.g_02557
OG0000580	Syas.g_00854	Syaf.g_02556
OG0000581	Syas.g_00861	Syaf.g_02550
OG0000582	Syas.g_00873	Syaf.g_02374
OG0000583	Syas.g_00872	Syaf.g_02373
OG0000584	Syas.g_00871	Syaf.g_02372
OG0000585	Syas.g_00868	Syaf.g_02370
OG0000586	Syas.g_00867	Syaf.g_02369
OG0000587	Syas.g_00865	Syaf.g_02367
