Orthogroup	Syas	Syat
OG0000221	Syas.g_01785	Syat.g_02095
OG0000222	Syas.g_01804	Syat.g_02109
OG0000223	Syas.g_02221	Syat.g_02570
OG0000224	Syas.g_02215	Syat.g_02139
OG0000225	Syas.g_01522	Syat.g_01595
OG0000226	Syas.g_01518	Syat.g_01588
OG0000228	Syas.g_01513	Syat.g_02952
OG0000229	Syas.g_01497	Syat.g_02970
OG0000230	Syas.g_01495	Syat.g_02972
OG0000231	Syas.g_02749	Syat.g_01283
OG0000232	Syas.g_01276	Syat.g_01313
OG0000233	Syas.g_01352	Syat.g_01407
OG0000234	Syas.g_01331	Syat.g_01369
OG0000235	Syas.g_01254	Syat.g_03169
OG0000236	Syas.g_01237	Syat.g_03186
OG0000237	Syas.g_01220	Syat.g_03214
OG0000238	Syas.g_01215	Syat.g_03219
OG0000239	Syas.g_00012	Syat.g_01105
OG0000240	Syas.g_00013	Syat.g_01104
OG0000241	Syas.g_00754	Syat.g_00111
OG0000242	Syas.g_00059	Syat.g_01077
OG0000243	Syas.g_00777	Syat.g_00092
OG0000244	Syas.g_00784	Syat.g_00082
OG0000245	Syas.g_00786	Syat.g_00080
OG0000246	Syas.g_00790	Syat.g_00076
OG0000247	Syas.g_00802	Syat.g_00065
OG0000248	Syas.g_00805	Syat.g_00062
OG0000249	Syas.g_00807	Syat.g_00060
OG0000250	Syas.g_00814	Syat.g_00053
OG0000251	Syas.g_00845	Syat.g_00027
OG0000252	Syas.g_00950	Syat.g_00022
OG0000253	Syas.g_00846	Syat.g_00021
OG0000254	Syas.g_00869	Syat.g_03407
OG0000255	Syas.g_00132, Syas.g_01062	Syat.g_02405
OG0000256	Syas.g_00104	Syat.g_03306
OG0000257	Syas.g_00757	Syat.g_00109
OG0000258	Syas.g_00733	Syat.g_00382
OG0000259	Syas.g_00708	Syat.g_00342
OG0000260	Syas.g_00705	Syat.g_00392
OG0000261	Syas.g_00701	Syat.g_00400
OG0000262	Syas.g_00695	Syat.g_00407
OG0000263	Syas.g_01103	Syat.g_00200
OG0000266	Syas.g_00186	Syat.g_00671
OG0000267	Syas.g_00377	Syat.g_00636
OG0000268	Syas.g_00390	Syat.g_00634
OG0000269	Syas.g_00601	Syat.g_00474, Syat.g_00126
OG0000270	Syas.g_00598	Syat.g_00477
OG0000271	Syas.g_00590	Syat.g_00485
OG0000272	Syas.g_00589	Syat.g_00486
OG0000273	Syas.g_00563	Syat.g_00520
OG0000274	Syas.g_00562	Syat.g_00521
OG0000275	Syas.g_00230	Syat.g_00718
OG0000276	Syas.g_00237	Syat.g_00725
OG0000277	Syas.g_00238	Syat.g_00738
OG0000278	Syas.g_00241	Syat.g_00741
OG0000279	Syas.g_00288	Syat.g_00755
OG0000280	Syas.g_00889, Syas.g_00481	Syat.g_01669
OG0000281	Syas.g_00970	Syat.g_00960
OG0000282	Syas.g_00672	Syat.g_00431
OG0000283	Syas.g_00409	Syat.g_00620
OG0000284	Syas.g_00416	Syat.g_00614
OG0000285	Syas.g_00436	Syat.g_00607
OG0000286	Syas.g_00460	Syat.g_00579
OG0000287	Syas.g_00534	Syat.g_00550
OG0000288	Syas.g_00220	Syat.g_00709
OG0000289	Syas.g_00205	Syat.g_00695
OG0000290	Syas.g_01016	Syat.g_00805
OG0000291	Syas.g_01018	Syat.g_00807
OG0000292	Syas.g_02020	Syat.g_02388
OG0000293	Syas.g_01197	Syat.g_03241
OG0000294	Syas.g_01196	Syat.g_03248
OG0000295	Syas.g_01139	Syat.g_00297
OG0000296	Syas.g_01137	Syat.g_00295
OG0000297	Syas.g_01124	Syat.g_00226
OG0000298	Syas.g_01123	Syat.g_00225
OG0000299	Syas.g_01087	Syat.g_00910
OG0000300	Syas.g_01082	Syat.g_00904
OG0000301	Syas.g_01081	Syat.g_00903
OG0000302	Syas.g_01080	Syat.g_00901
OG0000303	Syas.g_01071	Syat.g_00892
OG0000304	Syas.g_01066	Syat.g_00885
OG0000305	Syas.g_01023	Syat.g_00809
OG0000306	Syas.g_01929	Syat.g_01704
OG0000307	Syas.g_01270	Syat.g_01304
OG0000308	Syas.g_01272	Syat.g_01306
OG0000309	Syas.g_01364	Syat.g_01417
OG0000310	Syas.g_02796	Syat.g_01246
OG0000311	Syas.g_02799	Syat.g_01242
OG0000312	Syas.g_02804	Syat.g_01237
OG0000313	Syas.g_02823	Syat.g_01183
OG0000314	Syas.g_01296	Syat.g_01341
OG0000315	Syas.g_01306	Syat.g_01351
OG0000316	Syas.g_02728	Syat.g_03082
OG0000317	Syas.g_02687	Syat.g_03120
OG0000318	Syas.g_02680	Syat.g_03125
OG0000319	Syas.g_02663	Syat.g_03055
OG0000320	Syas.g_02661	Syat.g_03053
OG0000321	Syas.g_02660	Syat.g_03052
OG0000322	Syas.g_02659	Syat.g_03051
OG0000323	Syas.g_02646	Syat.g_03038
OG0000324	Syas.g_02578	Syat.g_02998
OG0000325	Syas.g_01668	Syat.g_01861
OG0000326	Syas.g_01661	Syat.g_01854
OG0000327	Syas.g_01634	Syat.g_01827
OG0000328	Syas.g_01633	Syat.g_01826
OG0000329	Syas.g_01615	Syat.g_01808
OG0000330	Syas.g_01614	Syat.g_01807
OG0000331	Syas.g_01613	Syat.g_01806
OG0000332	Syas.g_01598	Syat.g_01790
OG0000333	Syas.g_01595	Syat.g_01787
OG0000334	Syas.g_01586	Syat.g_01657
OG0000335	Syas.g_01581	Syat.g_01652
OG0000336	Syas.g_01577	Syat.g_01648
OG0000337	Syas.g_02211	Syat.g_02144
OG0000338	Syas.g_02199	Syat.g_02146
OG0000339	Syas.g_02192	Syat.g_02155, Syat.g_01055
OG0000340	Syas.g_02183	Syat.g_02165
OG0000341	Syas.g_02181	Syat.g_02167
OG0000342	Syas.g_02180	Syat.g_02168
OG0000343	Syas.g_02176	Syat.g_02185
OG0000344	Syas.g_02172	Syat.g_02189
OG0000345	Syas.g_02160	Syat.g_02202
OG0000346	Syas.g_02155	Syat.g_02207
OG0000347	Syas.g_02136	Syat.g_02234
OG0000348	Syas.g_02107	Syat.g_02264
OG0000349	Syas.g_02085	Syat.g_02291
OG0000350	Syas.g_01654	Syat.g_01847
OG0000351	Syas.g_01998	Syat.g_02411
OG0000352	Syas.g_01999	Syat.g_02410
OG0000353	Syas.g_02033	Syat.g_00955, Syat.g_02377
OG0000354	Syas.g_01209	Syat.g_03225
OG0000354	Syas.g_02052	Syat.g_02325
OG0000355	Syas.g_02035	Syat.g_02375
OG0000356	Syas.g_02036	Syat.g_02374
OG0000357	Syas.g_02037	Syat.g_02373
OG0000358	Syas.g_02041	Syat.g_02336
OG0000359	Syas.g_02043	Syat.g_02334
OG0000360	Syas.g_02044	Syat.g_02333
OG0000361	Syas.g_02045	Syat.g_02332
OG0000362	Syas.g_02047	Syat.g_02330
OG0000363	Syas.g_02049	Syat.g_02328
OG0000364	Syas.g_02685	Syat.g_03122
OG0000365	Syas.g_02058	Syat.g_02318
OG0000366	Syas.g_02059	Syat.g_02317
OG0000368	Syas.g_02062	Syat.g_02314
OG0000369	Syas.g_02063	Syat.g_02313
OG0000370	Syas.g_02064	Syat.g_02312
OG0000371	Syas.g_02073	Syat.g_02304
OG0000372	Syas.g_02078	Syat.g_02298
OG0000373	Syas.g_02079	Syat.g_02297
OG0000374	Syas.g_02080	Syat.g_02296
OG0000375	Syas.g_02081	Syat.g_02295
OG0000376	Syas.g_02083	Syat.g_02293
OG0000377	Syas.g_01879	Syat.g_02695
OG0000378	Syas.g_01867	Syat.g_02715
OG0000379	Syas.g_01859	Syat.g_02720
OG0000380	Syas.g_02523	Syat.g_01468
OG0000381	Syas.g_02521	Syat.g_01470
OG0000382	Syas.g_02503	Syat.g_01488
OG0000383	Syas.g_02480	Syat.g_01521
OG0000384	Syas.g_02479	Syat.g_01522
OG0000385	Syas.g_02478	Syat.g_01523
OG0000386	Syas.g_02477	Syat.g_01524
OG0000387	Syas.g_00134	Syat.g_01561
OG0000388	Syas.g_02426	Syat.g_01565
OG0000389	Syas.g_02422	Syat.g_01569
OG0000390	Syas.g_02406	Syat.g_02945
OG0000391	Syas.g_02401	Syat.g_02940
OG0000392	Syas.g_02396	Syat.g_02934
OG0000393	Syas.g_02394	Syat.g_02931
OG0000394	Syas.g_02393	Syat.g_02930
OG0000395	Syas.g_02392	Syat.g_02929
OG0000396	Syas.g_02389	Syat.g_02927
OG0000397	Syas.g_02387	Syat.g_02925
OG0000398	Syas.g_02382	Syat.g_02920
OG0000399	Syas.g_02381	Syat.g_02919
OG0000400	Syas.g_02380	Syat.g_02918
OG0000401	Syas.g_02379	Syat.g_02917
OG0000402	Syas.g_02377	Syat.g_02915
OG0000403	Syas.g_02376	Syat.g_02914
OG0000404	Syas.g_02375	Syat.g_02913
OG0000405	Syas.g_02369	Syat.g_02900
OG0000406	Syas.g_02365	Syat.g_02896
OG0000407	Syas.g_02364	Syat.g_02895
OG0000408	Syas.g_02361	Syat.g_02893
OG0000409	Syas.g_02359	Syat.g_02891
OG0000410	Syas.g_02358	Syat.g_02890
OG0000411	Syas.g_02357	Syat.g_02889
OG0000412	Syas.g_02356	Syat.g_02888
OG0000413	Syas.g_02354	Syat.g_02886
OG0000414	Syas.g_02353	Syat.g_02885
OG0000415	Syas.g_02352	Syat.g_02884
OG0000416	Syas.g_02351	Syat.g_02883
OG0000417	Syas.g_02338	Syat.g_02868
OG0000418	Syas.g_02333	Syat.g_02863
OG0000419	Syas.g_02331	Syat.g_02861
OG0000420	Syas.g_02329	Syat.g_02859
OG0000421	Syas.g_02324	Syat.g_02855
OG0000422	Syas.g_02323	Syat.g_02854
OG0000423	Syas.g_02322	Syat.g_02853
OG0000424	Syas.g_02321	Syat.g_02852
OG0000425	Syas.g_02320	Syat.g_02851
OG0000426	Syas.g_02319	Syat.g_02850
OG0000427	Syas.g_02318	Syat.g_02849
OG0000428	Syas.g_02315	Syat.g_02846
OG0000429	Syas.g_02312	Syat.g_02843
OG0000430	Syas.g_02311	Syat.g_02841
OG0000431	Syas.g_02296	Syat.g_02838
OG0000432	Syas.g_02288	Syat.g_02832
OG0000433	Syas.g_02286	Syat.g_02829
OG0000434	Syas.g_02285	Syat.g_02828
OG0000435	Syas.g_02282	Syat.g_02824
OG0000436	Syas.g_02273	Syat.g_02817
OG0000437	Syas.g_02272	Syat.g_02558
OG0000438	Syas.g_02271	Syat.g_02813
OG0000439	Syas.g_02269	Syat.g_02811
OG0000440	Syas.g_02268	Syat.g_02810
OG0000441	Syas.g_02265	Syat.g_02807
OG0000442	Syas.g_02259	Syat.g_02797
OG0000443	Syas.g_02241	Syat.g_02787
OG0000444	Syas.g_02234	Syat.g_02756
OG0000445	Syas.g_02233	Syat.g_02755
OG0000446	Syas.g_02231	Syat.g_02753
OG0000447	Syas.g_02229	Syat.g_02749
OG0000448	Syas.g_02228	Syat.g_02748
OG0000449	Syas.g_02226	Syat.g_02747
OG0000450	Syas.g_01834	Syat.g_02738
OG0000451	Syas.g_01835	Syat.g_02737
OG0000452	Syas.g_01844	Syat.g_02732
OG0000453	Syas.g_01845	Syat.g_02731
OG0000454	Syas.g_01846	Syat.g_02730
OG0000455	Syas.g_01847	Syat.g_02729
OG0000456	Syas.g_01848	Syat.g_02728
OG0000457	Syas.g_01850	Syat.g_02726
OG0000458	Syas.g_01851	Syat.g_02725
OG0000459	Syas.g_01852	Syat.g_02724
OG0000460	Syas.g_02554	Syat.g_01450
OG0000461	Syas.g_01686	Syat.g_01866
OG0000462	Syas.g_01688	Syat.g_01868
OG0000463	Syas.g_01689	Syat.g_01869
OG0000464	Syas.g_01690	Syat.g_01870
OG0000465	Syas.g_01692	Syat.g_01872
OG0000466	Syas.g_01697	Syat.g_01877
OG0000467	Syas.g_01698	Syat.g_01878
OG0000468	Syas.g_01703	Syat.g_01884
OG0000469	Syas.g_01725	Syat.g_02000
OG0000470	Syas.g_01727	Syat.g_02038
OG0000471	Syas.g_01728	Syat.g_02039
OG0000472	Syas.g_01729	Syat.g_02041
OG0000473	Syas.g_01731	Syat.g_02043
OG0000474	Syas.g_01732	Syat.g_02044
OG0000475	Syas.g_01733	Syat.g_02045
OG0000476	Syas.g_01735	Syat.g_02047
OG0000477	Syas.g_01740	Syat.g_02053
OG0000478	Syas.g_01741	Syat.g_02054
OG0000479	Syas.g_01749	Syat.g_02056
OG0000480	Syas.g_01756	Syat.g_02063
OG0000481	Syas.g_00161, Syas.g_00162	Syat.g_02066
OG0000482	Syas.g_01758	Syat.g_02067
OG0000483	Syas.g_01762	Syat.g_02071
OG0000484	Syas.g_01763	Syat.g_02072
OG0000485	Syas.g_01764	Syat.g_02073
OG0000486	Syas.g_01765	Syat.g_02074
OG0000487	Syas.g_01771	Syat.g_02080
OG0000488	Syas.g_01779	Syat.g_02086
OG0000489	Syas.g_01823	Syat.g_02097
OG0000490	Syas.g_01808	Syat.g_02106
OG0000491	Syas.g_01806	Syat.g_02107
OG0000492	Syas.g_01803	Syat.g_02110
OG0000493	Syas.g_01802	Syat.g_02111
OG0000494	Syas.g_01801	Syat.g_02112
OG0000495	Syas.g_01799	Syat.g_02120
OG0000496	Syas.g_01798	Syat.g_02121
OG0000497	Syas.g_01797	Syat.g_02122
OG0000498	Syas.g_01796	Syat.g_02123
OG0000499	Syas.g_01795	Syat.g_02124
OG0000500	Syas.g_01794	Syat.g_02125
OG0000501	Syas.g_01791	Syat.g_02128
OG0000502	Syas.g_02216	Syat.g_02135
OG0000503	Syas.g_01541	Syat.g_01614
OG0000504	Syas.g_01539	Syat.g_01612
OG0000505	Syas.g_01538	Syat.g_01611
OG0000506	Syas.g_01536	Syat.g_01609
OG0000507	Syas.g_01530	Syat.g_01603
OG0000508	Syas.g_01523	Syat.g_01596
OG0000509	Syas.g_01521	Syat.g_01591
OG0000510	Syas.g_01520	Syat.g_01590
OG0000511	Syas.g_01519	Syat.g_01589
OG0000512	Syas.g_01517	Syat.g_01587
OG0000513	Syas.g_01508	Syat.g_02957
OG0000514	Syas.g_01504	Syat.g_02962
OG0000515	Syas.g_01503	Syat.g_02963
OG0000516	Syas.g_01501	Syat.g_02965
OG0000517	Syas.g_01498	Syat.g_02969
OG0000518	Syas.g_02746	Syat.g_01286
OG0000519	Syas.g_02747	Syat.g_01285
OG0000520	Syas.g_02748	Syat.g_01284
OG0000521	Syas.g_01281	Syat.g_01319
OG0000522	Syas.g_01279	Syat.g_01317
OG0000523	Syas.g_01278	Syat.g_01316
OG0000524	Syas.g_01354	Syat.g_01409
OG0000525	Syas.g_01342	Syat.g_01382
OG0000526	Syas.g_01340	Syat.g_01380
OG0000527	Syas.g_01335	Syat.g_01373
OG0000528	Syas.g_01256	Syat.g_03167
OG0000529	Syas.g_01252	Syat.g_03171
OG0000530	Syas.g_01249	Syat.g_03174
OG0000531	Syas.g_01248	Syat.g_03175
OG0000532	Syas.g_01245	Syat.g_03178
OG0000533	Syas.g_01243	Syat.g_03180
OG0000534	Syas.g_01242	Syat.g_03181
OG0000535	Syas.g_01241	Syat.g_03182
OG0000536	Syas.g_01240	Syat.g_03183
OG0000537	Syas.g_01238	Syat.g_03185
OG0000538	Syas.g_01228	Syat.g_03204
OG0000539	Syas.g_01227	Syat.g_03206
OG0000540	Syas.g_01226	Syat.g_03207
OG0000541	Syas.g_01225	Syat.g_03208
OG0000542	Syas.g_01221	Syat.g_03213
OG0000543	Syas.g_01219	Syat.g_03215
OG0000544	Syas.g_01218	Syat.g_03216
OG0000545	Syas.g_01216	Syat.g_03218
OG0000546	Syas.g_01214	Syat.g_03220
OG0000547	Syas.g_01212	Syat.g_03222
OG0000548	Syas.g_01211	Syat.g_03223
OG0000549	Syas.g_00005	Syat.g_01795
OG0000550	Syas.g_00010	Syat.g_01107
OG0000551	Syas.g_00015	Syat.g_01103
OG0000552	Syas.g_00016	Syat.g_01102
OG0000553	Syas.g_00019	Syat.g_01098
OG0000554	Syas.g_00063	Syat.g_03271
OG0000555	Syas.g_00775	Syat.g_00093
OG0000556	Syas.g_00781	Syat.g_00088
OG0000557	Syas.g_00783	Syat.g_00083
OG0000558	Syas.g_00785	Syat.g_00081
OG0000559	Syas.g_00789	Syat.g_00077
OG0000560	Syas.g_00792	Syat.g_00074
OG0000561	Syas.g_00793	Syat.g_00073
OG0000562	Syas.g_00794	Syat.g_00072
OG0000563	Syas.g_00795	Syat.g_00071
OG0000564	Syas.g_00796	Syat.g_00070
OG0000565	Syas.g_00800	Syat.g_00067
OG0000566	Syas.g_00804	Syat.g_00063
OG0000567	Syas.g_00808	Syat.g_00059
OG0000568	Syas.g_00810	Syat.g_00057
OG0000569	Syas.g_00811	Syat.g_00056
OG0000570	Syas.g_00812	Syat.g_00055
OG0000571	Syas.g_00815	Syat.g_00052
OG0000572	Syas.g_00839	Syat.g_00033
OG0000573	Syas.g_00952	Syat.g_00024
OG0000574	Syas.g_00951	Syat.g_00023
OG0000575	Syas.g_00848	Syat.g_00018
OG0000576	Syas.g_00850	Syat.g_00014
