Orthogroup	Syas	Prae
OG0000117	Syas.g_01122	Prae.g_01263
OG0000118	Syas.g_02835	Prae.g_01341
OG0000120	Syas.g_01828	Prae.g_01389
OG0000121	Syas.g_02821	Prae.g_01461
OG0000122	Syas.g_00393	Prae.g_01499
OG0000123	Syas.g_01582	Prae.g_01766
OG0000124	Syas.g_02137	Prae.g_01831
OG0000125	Syas.g_01889	Prae.g_01867
OG0000126	Syas.g_01992	Prae.g_01906
OG0000128	Syas.g_02046	Prae.g_00011
OG0000129	Syas.g_01880	Prae.g_00046
OG0000130	Syas.g_02522	Prae.g_00069
OG0000131	Syas.g_02367	Prae.g_00148
OG0000132	Syas.g_02334	Prae.g_00167
OG0000133	Syas.g_00457	Prae.g_00323
OG0000134	Syas.g_01509	Prae.g_00356
OG0000135	Syas.g_01938	Prae.g_00382
OG0000136	Syas.g_02740	Prae.g_00415
OG0000137	Syas.g_01333	Prae.g_00449
OG0000138	Syas.g_01235	Prae.g_00469
OG0000139	Syas.g_00069	Prae.g_00512
OG0000140	Syas.g_00090	Prae.g_00513
OG0000141	Syas.g_00875	Prae.g_00581
OG0000142	Syas.g_00746	Prae.g_00609
OG0000143	Syas.g_00742	Prae.g_00613
OG0000144	Syas.g_00718	Prae.g_00626
OG0000145	Syas.g_00948	Prae.g_00766
OG0000146	Syas.g_00451	Prae.g_00771
OG0000147	Syas.g_00450	Prae.g_00772
OG0000148	Syas.g_00577	Prae.g_00822
OG0000149	Syas.g_00282	Prae.g_00852
OG0000150	Syas.g_00874	Prae.g_00860
OG0000151	Syas.g_00148, Syas.g_00659	Prae.g_00918
OG0000152	Syas.g_00461	Prae.g_00964
OG0000153	Syas.g_00543	Prae.g_00983
OG0000154	Syas.g_00219	Prae.g_01014
OG0000155	Syas.g_01131	Prae.g_01183
OG0000156	Syas.g_01206	Prae.g_01317
OG0000157	Syas.g_01207	Prae.g_01318
OG0000158	Syas.g_02185	Prae.g_01426
OG0000160	Syas.g_02820	Prae.g_01460
OG0000161	Syas.g_02826	Prae.g_01466
OG0000162	Syas.g_02751	Prae.g_01472
OG0000163	Syas.g_01488	Prae.g_01506
OG0000164	Syas.g_02648	Prae.g_01647
OG0000165	Syas.g_02609	Prae.g_01654
OG0000166	Syas.g_01629	Prae.g_01722
OG0000167	Syas.g_01449	Prae.g_01789
OG0000168	Syas.g_02184	Prae.g_01799
OG0000169	Syas.g_02170	Prae.g_01809
OG0000170	Syas.g_02161	Prae.g_01811
OG0000171	Syas.g_02139	Prae.g_01830
OG0000172	Syas.g_02110	Prae.g_01838
OG0000173	Syas.g_02092	Prae.g_01853
OG0000174	Syas.g_01940	Prae.g_01881
OG0000175	Syas.g_01994	Prae.g_01891
OG0000176	Syas.g_02038	Prae.g_00004
OG0000177	Syas.g_02039	Prae.g_00005
OG0000178	Syas.g_02040	Prae.g_00006
OG0000179	Syas.g_02054	Prae.g_00016
OG0000180	Syas.g_02055	Prae.g_00017
OG0000181	Syas.g_02056	Prae.g_00018
OG0000182	Syas.g_02057	Prae.g_00019
OG0000183	Syas.g_02061	Prae.g_00023
OG0000184	Syas.g_01872	Prae.g_00048
OG0000185	Syas.g_01861	Prae.g_00051
OG0000186	Syas.g_02525	Prae.g_00064
OG0000187	Syas.g_02524	Prae.g_00065
OG0000188	Syas.g_02502	Prae.g_00082
OG0000189	Syas.g_02432	Prae.g_00096
OG0000190	Syas.g_00133	Prae.g_00097
OG0000191	Syas.g_02400	Prae.g_00117
OG0000192	Syas.g_02395	Prae.g_00121
OG0000193	Syas.g_02366	Prae.g_00149
OG0000194	Syas.g_02363	Prae.g_00152
OG0000195	Syas.g_02360	Prae.g_00154
OG0000196	Syas.g_02337	Prae.g_00164
OG0000197	Syas.g_02336	Prae.g_00165
OG0000198	Syas.g_02335	Prae.g_00166
OG0000199	Syas.g_02327	Prae.g_00173
OG0000200	Syas.g_02298	Prae.g_00187
OG0000201	Syas.g_02279	Prae.g_00195
OG0000202	Syas.g_02278	Prae.g_00196
OG0000203	Syas.g_02277	Prae.g_00197
OG0000204	Syas.g_02276	Prae.g_00198
OG0000205	Syas.g_02267	Prae.g_00205
OG0000206	Syas.g_02240	Prae.g_00210
OG0000207	Syas.g_02237	Prae.g_00212
OG0000208	Syas.g_02236	Prae.g_00213
OG0000209	Syas.g_01837	Prae.g_00222
OG0000210	Syas.g_01838	Prae.g_00223
OG0000211	Syas.g_02552	Prae.g_00236
OG0000212	Syas.g_02562	Prae.g_00243
OG0000213	Syas.g_01707	Prae.g_00260
OG0000214	Syas.g_01730	Prae.g_00270
OG0000215	Syas.g_01766	Prae.g_00293
OG0000216	Syas.g_01770	Prae.g_00295
OG0000217	Syas.g_01778	Prae.g_00298
OG0000218	Syas.g_01780	Prae.g_00300
OG0000219	Syas.g_01783	Prae.g_00301
OG0000220	Syas.g_01784	Prae.g_00302
OG0000221	Syas.g_01785	Prae.g_00303
OG0000222	Syas.g_01804	Prae.g_00311
OG0000223	Syas.g_02221	Prae.g_00324
OG0000224	Syas.g_02215	Prae.g_00326
OG0000225	Syas.g_01522	Prae.g_00345
OG0000226	Syas.g_01518	Prae.g_00349
OG0000227	Syas.g_01516	Prae.g_00351
OG0000228	Syas.g_01513	Prae.g_00354
OG0000229	Syas.g_01497	Prae.g_00410
OG0000230	Syas.g_01495	Prae.g_00412
OG0000231	Syas.g_02749	Prae.g_00423
OG0000232	Syas.g_01276	Prae.g_00432
OG0000233	Syas.g_01352	Prae.g_00437
OG0000234	Syas.g_01331	Prae.g_00450
OG0000235	Syas.g_01254	Prae.g_00453
OG0000236	Syas.g_01237	Prae.g_00467
OG0000237	Syas.g_01220	Prae.g_00480
OG0000238	Syas.g_01215	Prae.g_00486
OG0000239	Syas.g_00012	Prae.g_00499
OG0000240	Syas.g_00013	Prae.g_00500
OG0000241	Syas.g_00754	Prae.g_00504
OG0000242	Syas.g_00059	Prae.g_00506
OG0000243	Syas.g_00777	Prae.g_00518
OG0000244	Syas.g_00784	Prae.g_00521
OG0000245	Syas.g_00786	Prae.g_00523
OG0000246	Syas.g_00790	Prae.g_00527
OG0000247	Syas.g_00802	Prae.g_00537
OG0000248	Syas.g_00805	Prae.g_00539
OG0000249	Syas.g_00807	Prae.g_00541
OG0000250	Syas.g_00814	Prae.g_00546
OG0000251	Syas.g_00845	Prae.g_00565
OG0000252	Syas.g_00950	Prae.g_00568
OG0000253	Syas.g_00846	Prae.g_00569
OG0000254	Syas.g_00869	Prae.g_00585
OG0000255	Syas.g_00132, Syas.g_01062	Prae.g_00591
OG0000256	Syas.g_00104	Prae.g_00601
OG0000257	Syas.g_00757	Prae.g_00604
OG0000258	Syas.g_00733	Prae.g_00617
OG0000259	Syas.g_01006, Syas.g_00708	Prae.g_00634
OG0000260	Syas.g_00705	Prae.g_00637
OG0000261	Syas.g_00701	Prae.g_00639
OG0000262	Syas.g_00695	Prae.g_00643
OG0000263	Syas.g_01103	Prae.g_00655
OG0000264	Syas.g_02588	Prae.g_00665
OG0000266	Syas.g_00186	Prae.g_00721
OG0000267	Syas.g_00377	Prae.g_00732
OG0000268	Syas.g_00390	Prae.g_00733
OG0000269	Syas.g_00601	Prae.g_00801
OG0000270	Syas.g_00598	Prae.g_00804
OG0000271	Syas.g_00590	Prae.g_00812
OG0000272	Syas.g_00589	Prae.g_00813
OG0000273	Syas.g_00563	Prae.g_00836
OG0000274	Syas.g_00562	Prae.g_00837
OG0000275	Syas.g_00230	Prae.g_00839
OG0000276	Syas.g_00237	Prae.g_00844
OG0000277	Syas.g_00238	Prae.g_00845
OG0000278	Syas.g_00241	Prae.g_00848
OG0000279	Syas.g_00288	Prae.g_00855
OG0000280	Syas.g_00889, Syas.g_00481	Prae.g_00856
OG0000281	Syas.g_00970	Prae.g_00861
OG0000282	Syas.g_00672	Prae.g_00910
OG0000283	Syas.g_00409	Prae.g_00941
OG0000284	Syas.g_00416	Prae.g_00946
OG0000285	Syas.g_00436	Prae.g_00951
OG0000286	Syas.g_00460	Prae.g_00963
OG0000287	Syas.g_00534	Prae.g_00980
OG0000288	Syas.g_00220	Prae.g_01013
OG0000289	Syas.g_00205	Prae.g_01024
OG0000290	Syas.g_01016	Prae.g_01037
OG0000291	Syas.g_01018	Prae.g_01039
OG0000292	Syas.g_02020	Prae.g_01090
OG0000293	Syas.g_01197	Prae.g_01154
OG0000294	Syas.g_01196	Prae.g_01155
OG0000295	Syas.g_01139	Prae.g_01175
OG0000296	Syas.g_01137	Prae.g_01177
OG0000297	Syas.g_01124	Prae.g_01185
OG0000298	Syas.g_01123	Prae.g_01186
OG0000299	Syas.g_01087	Prae.g_01203
OG0000300	Syas.g_01082	Prae.g_01206
OG0000301	Syas.g_01081	Prae.g_01207
OG0000302	Syas.g_01080	Prae.g_01209
OG0000303	Syas.g_01071	Prae.g_01216
OG0000304	Syas.g_01066	Prae.g_01220
OG0000305	Syas.g_01023	Prae.g_01360
OG0000306	Syas.g_01929	Prae.g_01363
OG0000307	Syas.g_01270	Prae.g_01377
OG0000308	Syas.g_01272	Prae.g_01378
OG0000309	Syas.g_01364	Prae.g_01382
OG0000310	Syas.g_02796	Prae.g_01444
OG0000311	Syas.g_02799	Prae.g_01446
OG0000312	Syas.g_02804	Prae.g_01449
OG0000313	Syas.g_02823	Prae.g_01463
OG0000314	Syas.g_01296	Prae.g_01486
OG0000315	Syas.g_01306	Prae.g_01496
OG0000316	Syas.g_02728	Prae.g_01516
OG0000317	Syas.g_02687	Prae.g_01621
OG0000318	Syas.g_02680	Prae.g_01624
OG0000319	Syas.g_02663	Prae.g_01637
OG0000320	Syas.g_02661	Prae.g_01639
OG0000321	Syas.g_02660	Prae.g_01640
OG0000322	Syas.g_02659	Prae.g_01641
OG0000323	Syas.g_02646, Syas.g_00159	Prae.g_01650
OG0000324	Syas.g_02578	Prae.g_01676
OG0000325	Syas.g_01668	Prae.g_01687
OG0000326	Syas.g_01661	Prae.g_01693
OG0000327	Syas.g_01634	Prae.g_01717
OG0000328	Syas.g_01633	Prae.g_01718
OG0000329	Syas.g_01615	Prae.g_01735
OG0000330	Syas.g_01614	Prae.g_01736
OG0000331	Syas.g_01613	Prae.g_01737
OG0000332	Syas.g_01598	Prae.g_01751
OG0000333	Syas.g_01595	Prae.g_01753
OG0000334	Syas.g_01586	Prae.g_01761
OG0000335	Syas.g_01581	Prae.g_01767
OG0000336	Syas.g_01577	Prae.g_01771
OG0000337	Syas.g_02211	Prae.g_01787
OG0000338	Syas.g_02199	Prae.g_01788
OG0000339	Syas.g_02192	Prae.g_01792
OG0000340	Syas.g_02183	Prae.g_01800
OG0000341	Syas.g_02181	Prae.g_01802
OG0000342	Syas.g_02180	Prae.g_01803
OG0000343	Syas.g_02176	Prae.g_01804
OG0000344	Syas.g_02172	Prae.g_01807
OG0000345	Syas.g_02160	Prae.g_01812
OG0000346	Syas.g_02155	Prae.g_01816
OG0000347	Syas.g_02136	Prae.g_01832
OG0000348	Syas.g_02107	Prae.g_01841
OG0000349	Syas.g_02085	Prae.g_01858
OG0000350	Syas.g_01654	Prae.g_01877
OG0000351	Syas.g_01998	Prae.g_01894
OG0000352	Syas.g_01999	Prae.g_01895
OG0000353	Syas.g_02033	Prae.g_01910
OG0000354	Syas.g_02052	Prae.g_00689
OG0000355	Syas.g_02035	Prae.g_00001
OG0000356	Syas.g_02036	Prae.g_00002
OG0000357	Syas.g_02037	Prae.g_00003
OG0000358	Syas.g_02041	Prae.g_00007
OG0000359	Syas.g_02043	Prae.g_00008
OG0000360	Syas.g_02044	Prae.g_00009
OG0000361	Syas.g_02045	Prae.g_00010
OG0000362	Syas.g_02047	Prae.g_00012
OG0000363	Syas.g_02049	Prae.g_00014
OG0000364	Syas.g_02685	Prae.g_00015
OG0000365	Syas.g_02058	Prae.g_00020
OG0000366	Syas.g_02059	Prae.g_00021
OG0000368	Syas.g_02062	Prae.g_00024
OG0000369	Syas.g_02063	Prae.g_00025
OG0000370	Syas.g_02064	Prae.g_00026
OG0000371	Syas.g_02073	Prae.g_00032
OG0000372	Syas.g_02078	Prae.g_00035
OG0000373	Syas.g_02079	Prae.g_00036
OG0000374	Syas.g_02080	Prae.g_00037
OG0000375	Syas.g_02081	Prae.g_00042
OG0000376	Syas.g_02083	Prae.g_00044
OG0000377	Syas.g_01879	Prae.g_00047
OG0000378	Syas.g_01867	Prae.g_00049
OG0000379	Syas.g_01859	Prae.g_00052
OG0000380	Syas.g_02523	Prae.g_00066
OG0000381	Syas.g_02521	Prae.g_00070
OG0000382	Syas.g_02503	Prae.g_00081
OG0000383	Syas.g_02480	Prae.g_00083
OG0000384	Syas.g_02479	Prae.g_00084
OG0000385	Syas.g_02478	Prae.g_00085
OG0000386	Syas.g_02477	Prae.g_00086
OG0000387	Syas.g_00134	Prae.g_00099
OG0000388	Syas.g_02426	Prae.g_00102
OG0000389	Syas.g_02422	Prae.g_00105
OG0000390	Syas.g_02406	Prae.g_00112
OG0000391	Syas.g_02401	Prae.g_00116
OG0000392	Syas.g_02396	Prae.g_00120
OG0000393	Syas.g_02394	Prae.g_00122
OG0000394	Syas.g_02393	Prae.g_00123
OG0000395	Syas.g_02392	Prae.g_00124
OG0000396	Syas.g_02389	Prae.g_00127
OG0000397	Syas.g_02387	Prae.g_00129
OG0000398	Syas.g_02382	Prae.g_00131
OG0000399	Syas.g_02381	Prae.g_00132
OG0000400	Syas.g_02380	Prae.g_00133
OG0000401	Syas.g_02379	Prae.g_00134
OG0000402	Syas.g_02377	Prae.g_00136
OG0000403	Syas.g_02376	Prae.g_00137
OG0000404	Syas.g_02375	Prae.g_00138
OG0000405	Syas.g_02369	Prae.g_00142
OG0000406	Syas.g_02365	Prae.g_00150
OG0000407	Syas.g_02364	Prae.g_00151
OG0000408	Syas.g_02361	Prae.g_00153
OG0000409	Syas.g_02359	Prae.g_00155
OG0000410	Syas.g_02358	Prae.g_00156
OG0000411	Syas.g_02357	Prae.g_00157
OG0000412	Syas.g_02356	Prae.g_00158
OG0000413	Syas.g_02354	Prae.g_00159
OG0000414	Syas.g_02353	Prae.g_00160
OG0000415	Syas.g_02352	Prae.g_00161
OG0000416	Syas.g_02351	Prae.g_00162
OG0000417	Syas.g_02338	Prae.g_00163
OG0000418	Syas.g_02333	Prae.g_00168
OG0000419	Syas.g_02331	Prae.g_00170
OG0000420	Syas.g_02329	Prae.g_00171
OG0000421	Syas.g_02324	Prae.g_00176
OG0000422	Syas.g_02323	Prae.g_00177
OG0000423	Syas.g_02322	Prae.g_00178
OG0000424	Syas.g_02321	Prae.g_00179
OG0000425	Syas.g_02320	Prae.g_00180
OG0000426	Syas.g_02319	Prae.g_00181
OG0000427	Syas.g_02318	Prae.g_00182
OG0000428	Syas.g_02315	Prae.g_00184
OG0000429	Syas.g_02312	Prae.g_00185
OG0000430	Syas.g_02311	Prae.g_00186
OG0000431	Syas.g_02296	Prae.g_00188
OG0000432	Syas.g_02288	Prae.g_00191
OG0000433	Syas.g_02286	Prae.g_00192
OG0000434	Syas.g_02285	Prae.g_00193
OG0000435	Syas.g_02282	Prae.g_00194
OG0000436	Syas.g_02273	Prae.g_00199
OG0000437	Syas.g_02272	Prae.g_00200
OG0000438	Syas.g_02271	Prae.g_00201
OG0000439	Syas.g_02269	Prae.g_00203
OG0000440	Syas.g_02268	Prae.g_00204
OG0000441	Syas.g_02265	Prae.g_00207
OG0000442	Syas.g_02259	Prae.g_00208
OG0000443	Syas.g_02241	Prae.g_00209
OG0000444	Syas.g_02234	Prae.g_00214
OG0000445	Syas.g_02233	Prae.g_00215
OG0000446	Syas.g_02231	Prae.g_00216
OG0000447	Syas.g_02229	Prae.g_00217
OG0000448	Syas.g_02228	Prae.g_00218
OG0000449	Syas.g_02226	Prae.g_00219
OG0000450	Syas.g_01834	Prae.g_00220
OG0000451	Syas.g_01835	Prae.g_00221
OG0000452	Syas.g_01844	Prae.g_00224
OG0000453	Syas.g_01845	Prae.g_00225
OG0000454	Syas.g_01846	Prae.g_00226
OG0000455	Syas.g_01847	Prae.g_00227
OG0000456	Syas.g_01848	Prae.g_00228
OG0000457	Syas.g_01850	Prae.g_00229
OG0000458	Syas.g_01851	Prae.g_00230
OG0000459	Syas.g_01852	Prae.g_00231
OG0000460	Syas.g_02554	Prae.g_00238
OG0000461	Syas.g_01686	Prae.g_00245
OG0000462	Syas.g_01688	Prae.g_00247
OG0000463	Syas.g_01689	Prae.g_00248
OG0000464	Syas.g_01690	Prae.g_00249
OG0000465	Syas.g_01692	Prae.g_00250
OG0000466	Syas.g_01697	Prae.g_00253
OG0000467	Syas.g_01698	Prae.g_00254
OG0000468	Syas.g_01703	Prae.g_00256
OG0000469	Syas.g_01725	Prae.g_00265
OG0000470	Syas.g_01727	Prae.g_00267
OG0000471	Syas.g_01728	Prae.g_00268
OG0000472	Syas.g_01729	Prae.g_00269
OG0000473	Syas.g_01731	Prae.g_00271
OG0000474	Syas.g_01732	Prae.g_00272
OG0000475	Syas.g_01733	Prae.g_00273
OG0000476	Syas.g_01735	Prae.g_00274
OG0000477	Syas.g_01740	Prae.g_00276
OG0000478	Syas.g_01741	Prae.g_00277
OG0000479	Syas.g_01749	Prae.g_00278
OG0000480	Syas.g_01756	Prae.g_00283
OG0000481	Syas.g_00161, Syas.g_00162	Prae.g_00285
OG0000482	Syas.g_01758	Prae.g_00286
OG0000483	Syas.g_01762	Prae.g_00289
OG0000484	Syas.g_01763	Prae.g_00290
OG0000485	Syas.g_01764	Prae.g_00291
OG0000486	Syas.g_01765	Prae.g_00292
OG0000487	Syas.g_01771	Prae.g_00296
OG0000488	Syas.g_01779	Prae.g_00299
OG0000489	Syas.g_01823	Prae.g_00304
OG0000490	Syas.g_01808	Prae.g_00309
OG0000491	Syas.g_01806	Prae.g_00310
OG0000492	Syas.g_01803	Prae.g_00312
OG0000493	Syas.g_01802	Prae.g_00313
OG0000494	Syas.g_01801	Prae.g_00314
OG0000495	Syas.g_01799	Prae.g_00315
OG0000496	Syas.g_01798	Prae.g_00316
OG0000497	Syas.g_01797	Prae.g_00317
OG0000498	Syas.g_01796	Prae.g_00318
OG0000499	Syas.g_01795	Prae.g_00319
OG0000500	Syas.g_01794	Prae.g_00320
OG0000501	Syas.g_01791	Prae.g_00322
OG0000502	Syas.g_02216	Prae.g_00325
OG0000503	Syas.g_01541	Prae.g_00335
OG0000504	Syas.g_01539	Prae.g_00336
OG0000505	Syas.g_01538	Prae.g_00337
OG0000506	Syas.g_01536	Prae.g_00338
OG0000507	Syas.g_01530	Prae.g_00341
OG0000508	Syas.g_01523	Prae.g_00344
OG0000509	Syas.g_01521	Prae.g_00346
OG0000510	Syas.g_01520	Prae.g_00347
OG0000511	Syas.g_01519	Prae.g_00348
OG0000512	Syas.g_01517	Prae.g_00350
OG0000513	Syas.g_01508	Prae.g_00357
OG0000514	Syas.g_01504	Prae.g_00405
OG0000515	Syas.g_01503	Prae.g_00406
OG0000516	Syas.g_01501	Prae.g_00407
OG0000517	Syas.g_01498	Prae.g_00409
OG0000518	Syas.g_00360, Syas.g_02746	Prae.g_00420
OG0000519	Syas.g_02747	Prae.g_00421
OG0000520	Syas.g_02748	Prae.g_00422
OG0000521	Syas.g_01281	Prae.g_00427
OG0000522	Syas.g_01279	Prae.g_00429
OG0000523	Syas.g_01278	Prae.g_00430
OG0000524	Syas.g_01354	Prae.g_00435
OG0000525	Syas.g_01342	Prae.g_00438
OG0000526	Syas.g_01340	Prae.g_00439
OG0000527	Syas.g_01335	Prae.g_00447
OG0000528	Syas.g_01256	Prae.g_00452
OG0000529	Syas.g_01252	Prae.g_00455
OG0000530	Syas.g_01249	Prae.g_00458
OG0000531	Syas.g_01248	Prae.g_00459
OG0000532	Syas.g_01245	Prae.g_00461
OG0000533	Syas.g_01243	Prae.g_00462
OG0000534	Syas.g_01242	Prae.g_00463
OG0000535	Syas.g_01241	Prae.g_00464
OG0000536	Syas.g_01240	Prae.g_00465
OG0000537	Syas.g_01238	Prae.g_00466
OG0000538	Syas.g_01228	Prae.g_00474
OG0000539	Syas.g_01227	Prae.g_00475
OG0000540	Syas.g_01226	Prae.g_00476
OG0000541	Syas.g_01225	Prae.g_00477
OG0000542	Syas.g_01221	Prae.g_00479
OG0000543	Syas.g_01219	Prae.g_00481
OG0000544	Syas.g_01218	Prae.g_00482
OG0000545	Syas.g_01216	Prae.g_00484
OG0000546	Syas.g_01214	Prae.g_00487
OG0000547	Syas.g_01212	Prae.g_00489
OG0000548	Syas.g_01211	Prae.g_00490
OG0000549	Syas.g_00005	Prae.g_00492
OG0000550	Syas.g_00010	Prae.g_00497
OG0000551	Syas.g_00015	Prae.g_00501
OG0000552	Syas.g_00016	Prae.g_00502
OG0000553	Syas.g_00019	Prae.g_00503
OG0000554	Syas.g_00063	Prae.g_00509
OG0000555	Syas.g_00775	Prae.g_00517
OG0000556	Syas.g_00781	Prae.g_00519
OG0000557	Syas.g_00783	Prae.g_00520
OG0000558	Syas.g_00785	Prae.g_00522
OG0000559	Syas.g_00789	Prae.g_00526
OG0000560	Syas.g_00792	Prae.g_00529
OG0000561	Syas.g_00793	Prae.g_00530
OG0000562	Syas.g_00794	Prae.g_00531
OG0000563	Syas.g_00795	Prae.g_00532
OG0000564	Syas.g_00796	Prae.g_00533
OG0000565	Syas.g_00800	Prae.g_00536
OG0000566	Syas.g_00804	Prae.g_00538
OG0000567	Syas.g_00808	Prae.g_00542
OG0000568	Syas.g_00810	Prae.g_00543
OG0000569	Syas.g_00811	Prae.g_00544
OG0000570	Syas.g_00812	Prae.g_00545
OG0000571	Syas.g_00815	Prae.g_00547
OG0000572	Syas.g_00839	Prae.g_00560
OG0000573	Syas.g_00952	Prae.g_00566
OG0000574	Syas.g_00951	Prae.g_00567
OG0000575	Syas.g_00848	Prae.g_00571
OG0000576	Syas.g_00850	Prae.g_00573
OG0000577	Syas.g_00851	Prae.g_00574
OG0000578	Syas.g_00852	Prae.g_00575
OG0000579	Syas.g_00853	Prae.g_00576
OG0000580	Syas.g_00854	Prae.g_00577
OG0000581	Syas.g_00861	Prae.g_00579
OG0000582	Syas.g_00873	Prae.g_00582
OG0000583	Syas.g_00872	Prae.g_00583
OG0000584	Syas.g_00871	Prae.g_00584
OG0000585	Syas.g_00868	Prae.g_00586
OG0000586	Syas.g_00867	Prae.g_00587
OG0000587	Syas.g_00865	Prae.g_00588
OG0000588	Syas.g_00960	Prae.g_00592
OG0000589	Syas.g_00121	Prae.g_00595
OG0000590	Syas.g_00120	Prae.g_00596
OG0000591	Syas.g_00106	Prae.g_00599
