Orthogroup	Syas	Syaj
OG0000046	Syas.g_01553, Syas.g_01556, Syas.g_01558	Syaj.g_02768
OG0000048	Syas.g_01734	Syaj.g_02578
OG0000051	Syas.g_01445	Syaj.g_02898, Syaj.g_00017
OG0000053	Syas.g_01287	Syaj.g_01409
OG0000057	Syas.g_01055, Syas.g_01038	Syaj.g_00438
OG0000059	Syas.g_01639	Syaj.g_02686
OG0000060	Syas.g_00975	Syaj.g_00635
OG0000061	Syas.g_01184	Syaj.g_00302
OG0000062	Syas.g_02702	Syaj.g_01700
OG0000063	Syas.g_02074	Syaj.g_02302
OG0000064	Syas.g_02423	Syaj.g_01253
OG0000066	Syas.g_00094	Syaj.g_00157
OG0000067	Syas.g_00596, Syas.g_00352, Syas.g_02346	Syaj.g_01023
OG0000068	Syas.g_00969, Syas.g_01261	Syaj.g_00059
OG0000070	Syas.g_00173	Syaj.g_01529
OG0000072	Syas.g_02326	Syaj.g_01992
OG0000073	Syas.g_01230	Syaj.g_00093
OG0000075	Syas.g_01921, Syas.g_02194	Syaj.g_02457
OG0000076	Syas.g_02156	Syaj.g_02417
OG0000077	Syas.g_02510	Syaj.g_01831
OG0000078	Syas.g_02561	Syaj.g_02880
OG0000079	Syas.g_01699	Syaj.g_02609
OG0000081	Syas.g_00391	Syaj.g_02888
OG0000082	Syas.g_00837	Syaj.g_00229
OG0000085	Syas.g_02695	Syaj.g_01707
OG0000086	Syas.g_02470	Syaj.g_01848
OG0000087	Syas.g_02374	Syaj.g_01945
OG0000089	Syas.g_01512	Syaj.g_02829, Syaj.g_01915
OG0000090	Syas.g_00062	Syaj.g_00144
OG0000091	Syas.g_00907, Syas.g_00146	Syaj.g_01275
OG0000092	Syas.g_00900, Syas.g_00877	Syaj.g_00339
OG0000094	Syas.g_00208	Syaj.g_00804
OG0000095	Syas.g_01021	Syaj.g_00427
OG0000098	Syas.g_00091	Syaj.g_02671
OG0000099	Syas.g_01826	Syaj.g_02503
OG0000100	Syas.g_00567	Syaj.g_00987
OG0000102	Syas.g_02152, Syas.g_01395	Syaj.g_02411
OG0000104	Syas.g_02027, Syas.g_02026	Syaj.g_02258
OG0000105	Syas.g_01739	Syaj.g_02573
OG0000106	Syas.g_01451	Syaj.g_01130
OG0000107	Syas.g_01669	Syaj.g_02637
OG0000108	Syas.g_01253	Syaj.g_00072
OG0000110	Syas.g_00359, Syas.g_00818	Syaj.g_00215
OG0000111	Syas.g_01037	Syaj.g_00437
OG0000112	Syas.g_00452	Syaj.g_00907
OG0000113	Syas.g_00571	Syaj.g_00992
OG0000114	Syas.g_00252, Syas.g_00674	Syaj.g_00741
OG0000115	Syas.g_02548, Syas.g_01285	Syaj.g_01402
OG0000116	Syas.g_01198, Syas.g_00317	Syaj.g_00289
OG0000117	Syas.g_01122	Syaj.g_00637
OG0000118	Syas.g_02835	Syaj.g_00267
OG0000120	Syas.g_01828	Syaj.g_02502
OG0000121	Syas.g_02821	Syaj.g_01383
OG0000122	Syas.g_00393	Syaj.g_01250
OG0000123	Syas.g_01582	Syaj.g_02745
OG0000124	Syas.g_02137	Syaj.g_02388
OG0000125	Syas.g_01889	Syaj.g_02117
OG0000126	Syas.g_01992	Syaj.g_02256
OG0000127	Syas.g_02540	Syaj.g_00036
OG0000128	Syas.g_02046	Syaj.g_02274
OG0000129	Syas.g_01880	Syaj.g_02106
OG0000130	Syas.g_02522	Syaj.g_01818
OG0000131	Syas.g_02367	Syaj.g_01964
OG0000132	Syas.g_02334	Syaj.g_01984
OG0000133	Syas.g_00457	Syaj.g_00902
OG0000134	Syas.g_01509	Syaj.g_02832
OG0000135	Syas.g_01938	Syaj.g_02167
OG0000136	Syas.g_02740	Syaj.g_01550
OG0000137	Syas.g_01333	Syaj.g_01444
OG0000138	Syas.g_01235	Syaj.g_00088, Syaj.g_02631
OG0000139	Syas.g_00069	Syaj.g_00150
OG0000140	Syas.g_00090	Syaj.g_00153
OG0000141	Syas.g_00875	Syaj.g_01340
OG0000142	Syas.g_00746	Syaj.g_01283
OG0000143	Syas.g_00742	Syaj.g_01279
OG0000144	Syas.g_00718	Syaj.g_01151
OG0000145	Syas.g_00948	Syaj.g_00094
OG0000146	Syas.g_00451	Syaj.g_00908
OG0000147	Syas.g_00450	Syaj.g_00909
OG0000148	Syas.g_00577	Syaj.g_01003
OG0000149	Syas.g_00282	Syaj.g_00369
OG0000150	Syas.g_00874	Syaj.g_01339, Syaj.g_00154
OG0000151	Syas.g_00148, Syas.g_00659	Syaj.g_01074
OG0000152	Syas.g_00461	Syaj.g_00898
OG0000153	Syas.g_00543	Syaj.g_00842
OG0000154	Syas.g_00219	Syaj.g_00814
OG0000155	Syas.g_01131	Syaj.g_00338
OG0000156	Syas.g_01206	Syaj.g_00282
OG0000157	Syas.g_01207	Syaj.g_00281
OG0000158	Syas.g_02185	Syaj.g_02445
OG0000160	Syas.g_02820	Syaj.g_01382
OG0000161	Syas.g_02826	Syaj.g_01389
OG0000162	Syas.g_02751	Syaj.g_01395
OG0000163	Syas.g_01488	Syaj.g_01639
OG0000164	Syas.g_02648	Syaj.g_01758
OG0000165	Syas.g_02609	Syaj.g_01582
OG0000166	Syas.g_01629	Syaj.g_02698
OG0000167	Syas.g_01449	Syaj.g_02460
OG0000168	Syas.g_02184	Syaj.g_02444
OG0000169	Syas.g_02170	Syaj.g_02431, Syaj.g_02429
OG0000170	Syas.g_02161	Syaj.g_02422
OG0000171	Syas.g_02139	Syaj.g_02389
OG0000172	Syas.g_02110	Syaj.g_02365
OG0000173	Syas.g_02092	Syaj.g_02321
OG0000174	Syas.g_01940	Syaj.g_02169
OG0000175	Syas.g_01994	Syaj.g_02229
OG0000176	Syas.g_02038	Syaj.g_02266
OG0000177	Syas.g_02039	Syaj.g_02267
OG0000178	Syas.g_02040	Syaj.g_02268
OG0000179	Syas.g_02054	Syaj.g_02283
OG0000180	Syas.g_02055	Syaj.g_02284
OG0000181	Syas.g_02056	Syaj.g_02285
OG0000182	Syas.g_02057	Syaj.g_02286
OG0000183	Syas.g_02061	Syaj.g_02290
OG0000184	Syas.g_01872	Syaj.g_02098
OG0000185	Syas.g_01861	Syaj.g_02087
OG0000186	Syas.g_02525	Syaj.g_01812
OG0000187	Syas.g_02524	Syaj.g_01814
OG0000188	Syas.g_02502	Syaj.g_01837
OG0000189	Syas.g_02432	Syaj.g_01874
OG0000190	Syas.g_00133	Syaj.g_01876
OG0000191	Syas.g_02400	Syaj.g_01910
OG0000192	Syas.g_02395	Syaj.g_01919
OG0000193	Syas.g_02366	Syaj.g_01965
OG0000194	Syas.g_02363	Syaj.g_01968
OG0000196	Syas.g_02337	Syaj.g_01981
OG0000197	Syas.g_02336	Syaj.g_01982
OG0000198	Syas.g_02335	Syaj.g_01983
OG0000199	Syas.g_02327	Syaj.g_01991
OG0000200	Syas.g_02298	Syaj.g_02008
OG0000201	Syas.g_02279	Syaj.g_02024
OG0000202	Syas.g_02278	Syaj.g_02025
OG0000203	Syas.g_02277	Syaj.g_02026
OG0000204	Syas.g_02276	Syaj.g_02027
OG0000205	Syas.g_02267	Syaj.g_02035
OG0000206	Syas.g_02240	Syaj.g_02043
OG0000207	Syas.g_02237	Syaj.g_02045
OG0000208	Syas.g_02236	Syaj.g_02046
OG0000209	Syas.g_01837	Syaj.g_02070
OG0000210	Syas.g_01838	Syaj.g_02071
OG0000211	Syas.g_02552	Syaj.g_02856
OG0000212	Syas.g_02562	Syaj.g_02881
OG0000213	Syas.g_01707	Syaj.g_02601
OG0000214	Syas.g_01730	Syaj.g_02582
OG0000215	Syas.g_01766	Syaj.g_02551
OG0000216	Syas.g_01770	Syaj.g_02547
OG0000217	Syas.g_01778	Syaj.g_02543
OG0000218	Syas.g_01780	Syaj.g_02541
OG0000219	Syas.g_01783	Syaj.g_02540
OG0000220	Syas.g_01784	Syaj.g_02539
OG0000221	Syas.g_01785	Syaj.g_02530
OG0000222	Syas.g_01804	Syaj.g_02516
OG0000223	Syas.g_02221	Syaj.g_02494
OG0000224	Syas.g_02215	Syaj.g_02487
OG0000225	Syas.g_01522	Syaj.g_02821
OG0000226	Syas.g_01518	Syaj.g_02825
OG0000227	Syas.g_01516	Syaj.g_02827
OG0000228	Syas.g_01513	Syaj.g_02828
OG0000229	Syas.g_01497	Syaj.g_01555
OG0000230	Syas.g_01495	Syaj.g_01553
OG0000231	Syas.g_02749	Syaj.g_01541
OG0000232	Syas.g_01276	Syaj.g_01497
OG0000233	Syas.g_01352	Syaj.g_01481
OG0000234	Syas.g_01331	Syaj.g_01442
OG0000235	Syas.g_01254	Syaj.g_00071
OG0000236	Syas.g_01237	Syaj.g_00086
OG0000237	Syas.g_01220	Syaj.g_00103
OG0000238	Syas.g_01215	Syaj.g_00108
OG0000239	Syas.g_00012	Syaj.g_00125
OG0000240	Syas.g_00013	Syaj.g_00126
OG0000241	Syas.g_00754	Syaj.g_01291
OG0000242	Syas.g_00059	Syaj.g_00142
OG0000243	Syas.g_00777	Syaj.g_00164
OG0000244	Syas.g_00784	Syaj.g_00180
OG0000245	Syas.g_00786	Syaj.g_00182
OG0000246	Syas.g_00790	Syaj.g_00186
OG0000247	Syas.g_00802	Syaj.g_00197
OG0000248	Syas.g_00805	Syaj.g_00200
OG0000249	Syas.g_00807	Syaj.g_00202
OG0000250	Syas.g_00814	Syaj.g_00211
OG0000251	Syas.g_00845	Syaj.g_00237
OG0000252	Syas.g_00950	Syaj.g_00243
OG0000253	Syas.g_00846	Syaj.g_00245
OG0000254	Syas.g_00869	Syaj.g_01335
OG0000255	Syas.g_00132, Syas.g_01062	Syaj.g_01315
OG0000256	Syas.g_00104	Syaj.g_01297
OG0000257	Syas.g_00757	Syaj.g_01292
OG0000258	Syas.g_00733	Syaj.g_01274
OG0000259	Syas.g_00708	Syaj.g_00707
OG0000260	Syas.g_00705	Syaj.g_00712
OG0000261	Syas.g_00701	Syaj.g_00715
OG0000262	Syas.g_00695	Syaj.g_00720
OG0000263	Syas.g_01103	Syaj.g_00605
OG0000264	Syas.g_02588	Syaj.g_00485
OG0000266	Syas.g_00186	Syaj.g_00946
OG0000267	Syas.g_00377	Syaj.g_00770
OG0000268	Syas.g_00390	Syaj.g_00771
OG0000269	Syas.g_00601	Syaj.g_01031
OG0000270	Syas.g_00598	Syaj.g_01025
OG0000271	Syas.g_00590	Syaj.g_01017
OG0000272	Syas.g_00589	Syaj.g_01016
OG0000273	Syas.g_00563	Syaj.g_00389
OG0000274	Syas.g_00562	Syaj.g_00388
OG0000275	Syas.g_00230	Syaj.g_00384
OG0000276	Syas.g_00237	Syaj.g_00377
OG0000278	Syas.g_00241	Syaj.g_00373
OG0000279	Syas.g_00288	Syaj.g_00357
OG0000280	Syas.g_00889, Syas.g_00481	Syaj.g_00348
OG0000281	Syas.g_00970	Syaj.g_02670
OG0000282	Syas.g_00672	Syaj.g_00743
OG0000283	Syas.g_00409	Syaj.g_00790
OG0000284	Syas.g_00416	Syaj.g_00930
OG0000285	Syas.g_00436	Syaj.g_00917
OG0000286	Syas.g_00460	Syaj.g_00899
OG0000287	Syas.g_00534	Syaj.g_00849
OG0000288	Syas.g_00220	Syaj.g_00815
OG0000289	Syas.g_00205	Syaj.g_00800
OG0000290	Syas.g_01016	Syaj.g_00424
OG0000291	Syas.g_01018	Syaj.g_00426
OG0000292	Syas.g_02020	Syaj.g_02255
OG0000293	Syas.g_01197	Syaj.g_00290
OG0000295	Syas.g_01139	Syaj.g_00330
OG0000296	Syas.g_01137	Syaj.g_00332
OG0000298	Syas.g_01123	Syaj.g_00638
OG0000299	Syas.g_01087	Syaj.g_00592
OG0000300	Syas.g_01082	Syaj.g_00586
OG0000301	Syas.g_01081	Syaj.g_00585
OG0000302	Syas.g_01080	Syaj.g_00582
OG0000303	Syas.g_01071	Syaj.g_00572
OG0000304	Syas.g_01066	Syaj.g_00566
OG0000305	Syas.g_01023	Syaj.g_00429
OG0000306	Syas.g_01929	Syaj.g_01126
OG0000307	Syas.g_01270	Syaj.g_00051
OG0000308	Syas.g_01272	Syaj.g_00049
OG0000309	Syas.g_01364	Syaj.g_00044
OG0000310	Syas.g_02796	Syaj.g_01358
OG0000311	Syas.g_02799	Syaj.g_01362
OG0000312	Syas.g_02804	Syaj.g_01368
OG0000313	Syas.g_02823	Syaj.g_01386
OG0000314	Syas.g_01296	Syaj.g_01420
OG0000315	Syas.g_01306	Syaj.g_01430
OG0000316	Syas.g_02728	Syaj.g_01664
OG0000317	Syas.g_02687	Syaj.g_01715
OG0000318	Syas.g_02680	Syaj.g_01722
OG0000319	Syas.g_02663	Syaj.g_01741
OG0000320	Syas.g_02661	Syaj.g_01743
OG0000321	Syas.g_02660	Syaj.g_01744
OG0000322	Syas.g_02659	Syaj.g_01745
OG0000323	Syas.g_02646, Syas.g_00159	Syaj.g_01760
OG0000324	Syas.g_02578	Syaj.g_01609
OG0000325	Syas.g_01668	Syaj.g_02638
OG0000326	Syas.g_01661	Syaj.g_02645
OG0000327	Syas.g_01634	Syaj.g_02693
OG0000328	Syas.g_01633	Syaj.g_02694
OG0000329	Syas.g_01615	Syaj.g_02712
OG0000330	Syas.g_01614	Syaj.g_02713
OG0000331	Syas.g_01613	Syaj.g_02714
OG0000332	Syas.g_01598	Syaj.g_02729
OG0000333	Syas.g_01595	Syaj.g_02732
OG0000334	Syas.g_01586	Syaj.g_02741
OG0000335	Syas.g_01581	Syaj.g_02746
OG0000336	Syas.g_01577	Syaj.g_02750
OG0000337	Syas.g_02211	Syaj.g_02466
OG0000338	Syas.g_02199	Syaj.g_02462
OG0000339	Syas.g_02192	Syaj.g_02455
OG0000340	Syas.g_02183	Syaj.g_02443
OG0000341	Syas.g_02181	Syaj.g_02441
OG0000342	Syas.g_02180	Syaj.g_02440
OG0000343	Syas.g_02176	Syaj.g_02437
OG0000344	Syas.g_02172	Syaj.g_02433
OG0000345	Syas.g_02160	Syaj.g_02421
OG0000346	Syas.g_02155	Syaj.g_02416
OG0000347	Syas.g_02136	Syaj.g_02383
OG0000348	Syas.g_02107	Syaj.g_02333
OG0000349	Syas.g_02085	Syaj.g_02314
OG0000350	Syas.g_01654	Syaj.g_02652
OG0000351	Syas.g_01998	Syaj.g_02234
OG0000352	Syas.g_01999	Syaj.g_02235
OG0000353	Syas.g_02033	Syaj.g_02261
OG0000354	Syas.g_01209	Syaj.g_00114
OG0000354	Syas.g_02052	Syaj.g_02281
OG0000355	Syas.g_02035	Syaj.g_02263
OG0000356	Syas.g_02036	Syaj.g_02264
OG0000357	Syas.g_02037	Syaj.g_02265
OG0000358	Syas.g_02041	Syaj.g_02269
OG0000359	Syas.g_02043	Syaj.g_02271
OG0000360	Syas.g_02044	Syaj.g_02272
OG0000361	Syas.g_02045	Syaj.g_02273
OG0000362	Syas.g_02047	Syaj.g_02275
OG0000363	Syas.g_02049	Syaj.g_02277
OG0000364	Syas.g_02685	Syaj.g_02278
OG0000365	Syas.g_02058	Syaj.g_02287
OG0000366	Syas.g_02059	Syaj.g_02288
OG0000368	Syas.g_02062	Syaj.g_02291
OG0000369	Syas.g_02063	Syaj.g_02292
OG0000370	Syas.g_02064	Syaj.g_02293
OG0000371	Syas.g_02073	Syaj.g_02301
OG0000372	Syas.g_02078	Syaj.g_02307
OG0000373	Syas.g_02079	Syaj.g_02308
OG0000374	Syas.g_02080	Syaj.g_02309
OG0000375	Syas.g_02081	Syaj.g_02310
OG0000376	Syas.g_02083	Syaj.g_02312
OG0000377	Syas.g_01879	Syaj.g_02105
OG0000378	Syas.g_01867	Syaj.g_02091
OG0000379	Syas.g_01859	Syaj.g_02086
OG0000380	Syas.g_02523	Syaj.g_01815
OG0000381	Syas.g_02521	Syaj.g_01819
OG0000382	Syas.g_02503	Syaj.g_01836
OG0000383	Syas.g_02480	Syaj.g_01839
OG0000384	Syas.g_02479	Syaj.g_01840
OG0000385	Syas.g_02478	Syaj.g_01841
OG0000386	Syas.g_02477	Syaj.g_01842
OG0000387	Syas.g_00134	Syaj.g_01878
OG0000388	Syas.g_02426	Syaj.g_01882
OG0000389	Syas.g_02422	Syaj.g_01886
OG0000390	Syas.g_02406	Syaj.g_01904
OG0000391	Syas.g_02401	Syaj.g_01909
OG0000392	Syas.g_02396	Syaj.g_01918
OG0000393	Syas.g_02394	Syaj.g_01922
OG0000394	Syas.g_02393	Syaj.g_01923
OG0000395	Syas.g_02392	Syaj.g_01924
OG0000396	Syas.g_02389	Syaj.g_01928
OG0000397	Syas.g_02387	Syaj.g_01930
OG0000398	Syas.g_02382	Syaj.g_01935
OG0000399	Syas.g_02381	Syaj.g_01936
OG0000400	Syas.g_02380	Syaj.g_01937
OG0000401	Syas.g_02379	Syaj.g_01938
OG0000402	Syas.g_02377	Syaj.g_01940
OG0000403	Syas.g_02376	Syaj.g_01941
OG0000404	Syas.g_02375	Syaj.g_01943
OG0000405	Syas.g_02369	Syaj.g_01961
OG0000406	Syas.g_02365	Syaj.g_01966
OG0000407	Syas.g_02364	Syaj.g_01967
OG0000408	Syas.g_02361	Syaj.g_01970
OG0000409	Syas.g_02359	Syaj.g_01972
OG0000410	Syas.g_02358	Syaj.g_01973
OG0000411	Syas.g_02357	Syaj.g_01974
OG0000412	Syas.g_02356	Syaj.g_01975
OG0000413	Syas.g_02354	Syaj.g_01977
OG0000415	Syas.g_02352	Syaj.g_01978
OG0000416	Syas.g_02351	Syaj.g_01979
OG0000417	Syas.g_02338	Syaj.g_01980
OG0000418	Syas.g_02333	Syaj.g_01985
OG0000419	Syas.g_02331	Syaj.g_01987
OG0000420	Syas.g_02329	Syaj.g_01989
OG0000421	Syas.g_02324	Syaj.g_01994
OG0000422	Syas.g_02323	Syaj.g_01995
OG0000423	Syas.g_02322	Syaj.g_01996
OG0000424	Syas.g_02321	Syaj.g_01997
OG0000425	Syas.g_02320	Syaj.g_01998
OG0000426	Syas.g_02319	Syaj.g_01999
OG0000427	Syas.g_02318	Syaj.g_02000
OG0000428	Syas.g_02315	Syaj.g_02003
OG0000429	Syas.g_02312	Syaj.g_02005
OG0000430	Syas.g_02311	Syaj.g_02007
OG0000431	Syas.g_02296	Syaj.g_02010
OG0000432	Syas.g_02288	Syaj.g_02017
OG0000433	Syas.g_02286	Syaj.g_02020
OG0000434	Syas.g_02285	Syaj.g_02021
OG0000435	Syas.g_02282	Syaj.g_02023
OG0000436	Syas.g_02273	Syaj.g_02029
OG0000437	Syas.g_02272	Syaj.g_02030
OG0000438	Syas.g_02271	Syaj.g_02031
OG0000439	Syas.g_02269	Syaj.g_02033
OG0000440	Syas.g_02268	Syaj.g_02034
OG0000441	Syas.g_02265	Syaj.g_02038
OG0000442	Syas.g_02259	Syaj.g_02039
OG0000443	Syas.g_02241	Syaj.g_02040
OG0000444	Syas.g_02234	Syaj.g_02052
OG0000445	Syas.g_02233	Syaj.g_02053
OG0000446	Syas.g_02231	Syaj.g_02055
OG0000447	Syas.g_02229	Syaj.g_02058
OG0000448	Syas.g_02228	Syaj.g_02059
OG0000449	Syas.g_02226	Syaj.g_02060
OG0000450	Syas.g_01834	Syaj.g_02067
OG0000451	Syas.g_01835	Syaj.g_02068
OG0000452	Syas.g_01844	Syaj.g_02072
OG0000453	Syas.g_01845	Syaj.g_02073
OG0000454	Syas.g_01846	Syaj.g_02074
OG0000455	Syas.g_01847	Syaj.g_02075
OG0000456	Syas.g_01848	Syaj.g_02076
OG0000457	Syas.g_01850	Syaj.g_02078
OG0000458	Syas.g_01851	Syaj.g_02079
OG0000459	Syas.g_01852	Syaj.g_02080
OG0000460	Syas.g_02554	Syaj.g_02858
OG0000461	Syas.g_01686	Syaj.g_02623
OG0000462	Syas.g_01688	Syaj.g_02620
OG0000463	Syas.g_01689	Syaj.g_02619
OG0000464	Syas.g_01690	Syaj.g_02618
OG0000465	Syas.g_01692	Syaj.g_02617
OG0000466	Syas.g_01697	Syaj.g_02612
OG0000467	Syas.g_01698	Syaj.g_02610
OG0000468	Syas.g_01703	Syaj.g_02605
OG0000469	Syas.g_01725	Syaj.g_02590
OG0000470	Syas.g_01727	Syaj.g_02586
OG0000471	Syas.g_01728	Syaj.g_02585
OG0000472	Syas.g_01729	Syaj.g_02583
OG0000473	Syas.g_01731	Syaj.g_02581
OG0000474	Syas.g_01732	Syaj.g_02580
OG0000475	Syas.g_01733	Syaj.g_02579
OG0000476	Syas.g_01735	Syaj.g_02577
OG0000477	Syas.g_01740	Syaj.g_02571
OG0000478	Syas.g_01741	Syaj.g_02570
OG0000479	Syas.g_01749	Syaj.g_02569
OG0000480	Syas.g_01756	Syaj.g_02562
OG0000481	Syas.g_00161, Syas.g_00162	Syaj.g_02560
OG0000482	Syas.g_01758	Syaj.g_02559
OG0000483	Syas.g_01762	Syaj.g_02555
OG0000484	Syas.g_01763	Syaj.g_02554
OG0000485	Syas.g_01764	Syaj.g_02553
OG0000486	Syas.g_01765	Syaj.g_02552
OG0000487	Syas.g_01771	Syaj.g_02546
OG0000488	Syas.g_01779	Syaj.g_02542
OG0000489	Syas.g_01823	Syaj.g_02529
OG0000490	Syas.g_01808	Syaj.g_02519
OG0000491	Syas.g_01806	Syaj.g_02517
OG0000492	Syas.g_01803	Syaj.g_02515
OG0000493	Syas.g_01802	Syaj.g_02514
OG0000494	Syas.g_01801	Syaj.g_02513
OG0000495	Syas.g_01799	Syaj.g_02512
OG0000496	Syas.g_01798	Syaj.g_02511
OG0000497	Syas.g_01797	Syaj.g_02510
OG0000498	Syas.g_01796	Syaj.g_02509
OG0000499	Syas.g_01795	Syaj.g_02508
OG0000500	Syas.g_01794	Syaj.g_02507
OG0000501	Syas.g_01791	Syaj.g_02504
OG0000502	Syas.g_02216	Syaj.g_02492
OG0000503	Syas.g_01541	Syaj.g_02805
OG0000504	Syas.g_01539	Syaj.g_02807
OG0000505	Syas.g_01538	Syaj.g_02808
OG0000506	Syas.g_01536	Syaj.g_02810
OG0000507	Syas.g_01530	Syaj.g_02816
OG0000508	Syas.g_01523	Syaj.g_02820
OG0000509	Syas.g_01521	Syaj.g_02822
OG0000510	Syas.g_01520	Syaj.g_02823
OG0000511	Syas.g_01519	Syaj.g_02824
OG0000512	Syas.g_01517	Syaj.g_02826
OG0000513	Syas.g_01508	Syaj.g_02833
OG0000514	Syas.g_01504	Syaj.g_02839
OG0000515	Syas.g_01503	Syaj.g_02840
OG0000516	Syas.g_01501	Syaj.g_01561
OG0000517	Syas.g_01498	Syaj.g_01556
OG0000518	Syas.g_00360, Syas.g_02746	Syaj.g_01544
OG0000519	Syas.g_02747	Syaj.g_01543
OG0000520	Syas.g_02748	Syaj.g_01542
OG0000521	Syas.g_01281	Syaj.g_00271
OG0000522	Syas.g_01279	Syaj.g_00273
OG0000523	Syas.g_01278	Syaj.g_00274
OG0000524	Syas.g_01354	Syaj.g_01485
OG0000525	Syas.g_01342	Syaj.g_01454
OG0000526	Syas.g_01340	Syaj.g_01451
OG0000527	Syas.g_01335	Syaj.g_01446
OG0000528	Syas.g_01256	Syaj.g_00065
OG0000529	Syas.g_01252	Syaj.g_00073
OG0000530	Syas.g_01249	Syaj.g_00076
OG0000531	Syas.g_01248	Syaj.g_00077
OG0000532	Syas.g_01245	Syaj.g_00080
OG0000533	Syas.g_01243	Syaj.g_00081
OG0000534	Syas.g_01242	Syaj.g_00082
OG0000535	Syas.g_01241	Syaj.g_00083
OG0000536	Syas.g_01240	Syaj.g_00084
OG0000537	Syas.g_01238	Syaj.g_00085
OG0000538	Syas.g_01228	Syaj.g_00096
OG0000539	Syas.g_01227	Syaj.g_00097
OG0000540	Syas.g_01226	Syaj.g_00098
OG0000541	Syas.g_01225	Syaj.g_00099
OG0000542	Syas.g_01221	Syaj.g_00102
OG0000543	Syas.g_01219	Syaj.g_00104
OG0000544	Syas.g_01218	Syaj.g_00105
OG0000545	Syas.g_01216	Syaj.g_00107
OG0000546	Syas.g_01214	Syaj.g_00109
OG0000547	Syas.g_01212	Syaj.g_00111
OG0000548	Syas.g_01211	Syaj.g_00112
OG0000549	Syas.g_00005	Syaj.g_00118
OG0000550	Syas.g_00010	Syaj.g_00123
OG0000551	Syas.g_00015	Syaj.g_00128
OG0000552	Syas.g_00016	Syaj.g_00129
OG0000553	Syas.g_00019	Syaj.g_00133
OG0000554	Syas.g_00063	Syaj.g_00145
OG0000555	Syas.g_00775	Syaj.g_00163
OG0000556	Syas.g_00781	Syaj.g_00167
OG0000557	Syas.g_00783	Syaj.g_00178
OG0000558	Syas.g_00785	Syaj.g_00181
OG0000559	Syas.g_00789	Syaj.g_00185
OG0000560	Syas.g_00792	Syaj.g_00188
OG0000561	Syas.g_00793	Syaj.g_00189
OG0000562	Syas.g_00794	Syaj.g_00190
OG0000563	Syas.g_00795	Syaj.g_00191
OG0000564	Syas.g_00796	Syaj.g_00192
OG0000565	Syas.g_00800	Syaj.g_00195
OG0000566	Syas.g_00804	Syaj.g_00199
OG0000567	Syas.g_00808	Syaj.g_00203
OG0000568	Syas.g_00810	Syaj.g_00207
OG0000569	Syas.g_00811	Syaj.g_00208
OG0000570	Syas.g_00812	Syaj.g_00209
OG0000571	Syas.g_00815	Syaj.g_00213
OG0000572	Syas.g_00839	Syaj.g_00230
OG0000573	Syas.g_00952	Syaj.g_00238
OG0000574	Syas.g_00951	Syaj.g_00242
OG0000575	Syas.g_00848	Syaj.g_00247
OG0000576	Syas.g_00850	Syaj.g_00249
OG0000577	Syas.g_00851	Syaj.g_00250
OG0000578	Syas.g_00852	Syaj.g_00251
OG0000579	Syas.g_00853	Syaj.g_00252
OG0000580	Syas.g_00854	Syaj.g_00253
OG0000581	Syas.g_00861	Syaj.g_00261
