Orthogroup	Syas	Prao
OG0000314	Syas.g_01296	Prao.g_01423
OG0000315	Syas.g_01306	Prao.g_01433
OG0000316	Syas.g_02728	Prao.g_01453
OG0000317	Syas.g_02687	Prao.g_01550
OG0000318	Syas.g_02680	Prao.g_01553
OG0000319	Syas.g_02663	Prao.g_01566
OG0000320	Syas.g_02661	Prao.g_01568
OG0000321	Syas.g_02660	Prao.g_01569
OG0000322	Syas.g_02659	Prao.g_01570
OG0000323	Syas.g_02646, Syas.g_00159	Prao.g_01579
OG0000324	Syas.g_02578	Prao.g_01605
OG0000325	Syas.g_01668	Prao.g_01616
OG0000326	Syas.g_01661	Prao.g_01622
OG0000327	Syas.g_01634	Prao.g_01646
OG0000328	Syas.g_01633	Prao.g_01647
OG0000329	Syas.g_01615	Prao.g_01664
OG0000330	Syas.g_01614	Prao.g_01665
OG0000331	Syas.g_01613	Prao.g_01666
OG0000332	Syas.g_01598	Prao.g_01680
OG0000333	Syas.g_01595	Prao.g_01682
OG0000334	Syas.g_01586	Prao.g_01690
OG0000335	Syas.g_01581	Prao.g_01695
OG0000336	Syas.g_01577	Prao.g_01699
OG0000337	Syas.g_02211	Prao.g_01715
OG0000338	Syas.g_02199	Prao.g_01716
OG0000339	Syas.g_02192	Prao.g_01720
OG0000340	Syas.g_02183	Prao.g_01728
OG0000341	Syas.g_02181	Prao.g_01730
OG0000342	Syas.g_02180	Prao.g_01731
OG0000343	Syas.g_02176	Prao.g_01732
OG0000344	Syas.g_02172	Prao.g_01735
OG0000345	Syas.g_02160	Prao.g_01740
OG0000346	Syas.g_02155	Prao.g_01744
OG0000347	Syas.g_02136	Prao.g_01760
OG0000348	Syas.g_02107	Prao.g_01770
OG0000349	Syas.g_02085	Prao.g_01787
OG0000350	Syas.g_01654	Prao.g_01806
OG0000351	Syas.g_01998	Prao.g_01823
OG0000352	Syas.g_01999	Prao.g_01824
OG0000353	Syas.g_02033	Prao.g_01840
OG0000354	Syas.g_01209, Syas.g_02052	Prao.g_00637
OG0000355	Syas.g_02035	Prao.g_01842
OG0000356	Syas.g_02036	Prao.g_01843
OG0000357	Syas.g_02037	Prao.g_01844
OG0000358	Syas.g_02041	Prao.g_01848
OG0000359	Syas.g_02043	Prao.g_01849
OG0000360	Syas.g_02044	Prao.g_01850
OG0000361	Syas.g_02045	Prao.g_00157
OG0000362	Syas.g_02047	Prao.g_00159
OG0000363	Syas.g_02049	Prao.g_00161
OG0000364	Syas.g_02685	Prao.g_00162
OG0000365	Syas.g_02058	Prao.g_00167
OG0000366	Syas.g_02059	Prao.g_00168
OG0000368	Syas.g_02062	Prao.g_00171
OG0000369	Syas.g_02063	Prao.g_00172
OG0000370	Syas.g_02064	Prao.g_00173
OG0000371	Syas.g_02073	Prao.g_00178
OG0000372	Syas.g_02078	Prao.g_00181
OG0000373	Syas.g_02079	Prao.g_00182
OG0000374	Syas.g_02080	Prao.g_00183
OG0000375	Syas.g_02081	Prao.g_00186
OG0000376	Syas.g_02083	Prao.g_00188
OG0000377	Syas.g_01879	Prao.g_00191
OG0000378	Syas.g_01867	Prao.g_00193
OG0000379	Syas.g_01859	Prao.g_00196
OG0000380	Syas.g_02523	Prao.g_00205
OG0000381	Syas.g_02521	Prao.g_00209
OG0000382	Syas.g_02503	Prao.g_00220
OG0000383	Syas.g_02480	Prao.g_00222
OG0000384	Syas.g_02479	Prao.g_00223
OG0000385	Syas.g_02478	Prao.g_00224
OG0000386	Syas.g_02477	Prao.g_00225
OG0000387	Syas.g_00134	Prao.g_00238
OG0000388	Syas.g_02426	Prao.g_00241
OG0000389	Syas.g_02422	Prao.g_00244
OG0000390	Syas.g_02406	Prao.g_00251
OG0000391	Syas.g_02401	Prao.g_00255
OG0000392	Syas.g_02396	Prao.g_00259
OG0000393	Syas.g_02394	Prao.g_00261
OG0000394	Syas.g_02393	Prao.g_00262
OG0000395	Syas.g_02392	Prao.g_00263
OG0000396	Syas.g_02389	Prao.g_00266
OG0000397	Syas.g_02387	Prao.g_00268
OG0000398	Syas.g_02382	Prao.g_00270
OG0000399	Syas.g_02381	Prao.g_00271
OG0000400	Syas.g_02380	Prao.g_00272
OG0000401	Syas.g_02379	Prao.g_00273
OG0000402	Syas.g_02377	Prao.g_00274
OG0000403	Syas.g_02376	Prao.g_00275
OG0000404	Syas.g_02375	Prao.g_00276
OG0000405	Syas.g_02369	Prao.g_00280
OG0000406	Syas.g_02365	Prao.g_00285
OG0000407	Syas.g_02364	Prao.g_00286
OG0000408	Syas.g_02361	Prao.g_00288
OG0000409	Syas.g_02359	Prao.g_00290
OG0000410	Syas.g_02358	Prao.g_00291
OG0000411	Syas.g_02357	Prao.g_00292
OG0000412	Syas.g_02356	Prao.g_00293
OG0000413	Syas.g_02354	Prao.g_00294
OG0000414	Syas.g_02353	Prao.g_00295
OG0000415	Syas.g_02352	Prao.g_00296
OG0000416	Syas.g_02351	Prao.g_00297
OG0000417	Syas.g_02338	Prao.g_00298
OG0000418	Syas.g_02333	Prao.g_00303
OG0000419	Syas.g_02331	Prao.g_00305
OG0000420	Syas.g_02329	Prao.g_00306
OG0000421	Syas.g_02324	Prao.g_00311
OG0000422	Syas.g_02323	Prao.g_00312
OG0000423	Syas.g_02322	Prao.g_00313
OG0000424	Syas.g_02321	Prao.g_00314
OG0000425	Syas.g_02320	Prao.g_00315
OG0000426	Syas.g_02319	Prao.g_00316
OG0000427	Syas.g_02318	Prao.g_00317
OG0000428	Syas.g_02315	Prao.g_00319
OG0000429	Syas.g_02312	Prao.g_00320
OG0000430	Syas.g_02311	Prao.g_00321
OG0000431	Syas.g_02296	Prao.g_00323
OG0000432	Syas.g_02288	Prao.g_00326
OG0000433	Syas.g_02286	Prao.g_00327
OG0000434	Syas.g_02285	Prao.g_00328
OG0000435	Syas.g_02282	Prao.g_00329
OG0000436	Syas.g_02273	Prao.g_00334
OG0000437	Syas.g_02272	Prao.g_00335
OG0000438	Syas.g_02271	Prao.g_00336
OG0000439	Syas.g_02269	Prao.g_00338
OG0000440	Syas.g_02268	Prao.g_00339
OG0000441	Syas.g_02265	Prao.g_00342
OG0000442	Syas.g_02259	Prao.g_00343
OG0000443	Syas.g_02241	Prao.g_00344
OG0000444	Syas.g_02234	Prao.g_00349
OG0000445	Syas.g_02233	Prao.g_00350
OG0000446	Syas.g_02231	Prao.g_00351
OG0000447	Syas.g_02229	Prao.g_00352
OG0000448	Syas.g_02228	Prao.g_00353
OG0000449	Syas.g_02226	Prao.g_00354
OG0000450	Syas.g_01834	Prao.g_00355
OG0000451	Syas.g_01835	Prao.g_00356
OG0000452	Syas.g_01844	Prao.g_00359
OG0000453	Syas.g_01845	Prao.g_00360
OG0000454	Syas.g_01846	Prao.g_00361
OG0000455	Syas.g_01847	Prao.g_00362
OG0000456	Syas.g_01848	Prao.g_00363
OG0000457	Syas.g_01850	Prao.g_00364
OG0000458	Syas.g_01851	Prao.g_00365
OG0000459	Syas.g_01852	Prao.g_00366
OG0000460	Syas.g_02554	Prao.g_00373
OG0000461	Syas.g_01686	Prao.g_00380
OG0000462	Syas.g_01688	Prao.g_00382
OG0000463	Syas.g_01689	Prao.g_00383
OG0000464	Syas.g_01690	Prao.g_00384
OG0000465	Syas.g_01692	Prao.g_00385
OG0000466	Syas.g_01697	Prao.g_00388
OG0000467	Syas.g_01698	Prao.g_00389
OG0000468	Syas.g_01703	Prao.g_00391
OG0000469	Syas.g_01725	Prao.g_00400
OG0000470	Syas.g_01727	Prao.g_00402
OG0000471	Syas.g_01728	Prao.g_00403
OG0000472	Syas.g_01729	Prao.g_00404
OG0000473	Syas.g_01731	Prao.g_00406
OG0000474	Syas.g_01732	Prao.g_00407
OG0000475	Syas.g_01733	Prao.g_00408
OG0000476	Syas.g_01735	Prao.g_00409
OG0000477	Syas.g_01740	Prao.g_00412
OG0000478	Syas.g_01741	Prao.g_00413
OG0000479	Syas.g_01749	Prao.g_00414
OG0000480	Syas.g_01756	Prao.g_00419
OG0000481	Syas.g_00161, Syas.g_00162	Prao.g_00421
OG0000482	Syas.g_01758	Prao.g_00422
OG0000483	Syas.g_01762	Prao.g_00425
OG0000484	Syas.g_01763	Prao.g_00426
OG0000485	Syas.g_01764	Prao.g_00427
OG0000486	Syas.g_01765	Prao.g_00428
OG0000487	Syas.g_01771	Prao.g_00432
OG0000488	Syas.g_01779	Prao.g_00435
OG0000489	Syas.g_01823	Prao.g_00440
OG0000490	Syas.g_01808	Prao.g_00444
OG0000491	Syas.g_01806	Prao.g_00445
OG0000492	Syas.g_01803	Prao.g_00447
OG0000493	Syas.g_01802	Prao.g_00448
OG0000494	Syas.g_01801	Prao.g_00449
OG0000495	Syas.g_01799	Prao.g_00450
OG0000496	Syas.g_01798	Prao.g_00451
OG0000497	Syas.g_01797	Prao.g_00452
OG0000498	Syas.g_01796	Prao.g_00453
OG0000499	Syas.g_01795	Prao.g_00454
OG0000500	Syas.g_01794	Prao.g_00455
OG0000501	Syas.g_01791	Prao.g_00457
OG0000502	Syas.g_02216	Prao.g_00460
OG0000503	Syas.g_01541	Prao.g_00470
OG0000504	Syas.g_01539	Prao.g_00471
OG0000505	Syas.g_01538	Prao.g_00472
OG0000506	Syas.g_01536	Prao.g_00474
OG0000507	Syas.g_01530	Prao.g_00476
OG0000508	Syas.g_01523	Prao.g_00479
OG0000509	Syas.g_01521	Prao.g_00481
OG0000510	Syas.g_01520	Prao.g_00482
OG0000511	Syas.g_01519	Prao.g_00483
OG0000512	Syas.g_01517	Prao.g_00485
OG0000513	Syas.g_01508	Prao.g_00492
OG0000514	Syas.g_01504	Prao.g_00535
OG0000515	Syas.g_01503	Prao.g_00536
OG0000516	Syas.g_01501	Prao.g_00537
OG0000517	Syas.g_01498	Prao.g_00539
OG0000518	Syas.g_00360, Syas.g_02746	Prao.g_00550
OG0000519	Syas.g_02747	Prao.g_00551
OG0000520	Syas.g_02748	Prao.g_00552
OG0000521	Syas.g_01281	Prao.g_00557
OG0000522	Syas.g_01279	Prao.g_00559
OG0000523	Syas.g_01278	Prao.g_00560
OG0000524	Syas.g_01354	Prao.g_00567
OG0000525	Syas.g_01342	Prao.g_00570
OG0000526	Syas.g_01340	Prao.g_00571
OG0000527	Syas.g_01335	Prao.g_00579
OG0000528	Syas.g_01256	Prao.g_00584
OG0000529	Syas.g_01252	Prao.g_00587
OG0000530	Syas.g_01249	Prao.g_00590
OG0000531	Syas.g_01248	Prao.g_00591
OG0000532	Syas.g_01245	Prao.g_00593
OG0000533	Syas.g_01243	Prao.g_00594
OG0000534	Syas.g_01242	Prao.g_00595
OG0000535	Syas.g_01241	Prao.g_00596
OG0000536	Syas.g_01240	Prao.g_00597
OG0000537	Syas.g_01238	Prao.g_00598
OG0000538	Syas.g_01228	Prao.g_00606
OG0000539	Syas.g_01227	Prao.g_00607
OG0000540	Syas.g_01226	Prao.g_00608
OG0000541	Syas.g_01225	Prao.g_00609
OG0000542	Syas.g_01221	Prao.g_00611
OG0000543	Syas.g_01219	Prao.g_00613
OG0000544	Syas.g_01218	Prao.g_00614
OG0000545	Syas.g_01216	Prao.g_00616
OG0000546	Syas.g_01214	Prao.g_00619
OG0000547	Syas.g_01212	Prao.g_00621
OG0000548	Syas.g_01211	Prao.g_00622
OG0000549	Syas.g_00005	Prao.g_00624
OG0000550	Syas.g_00010	Prao.g_00629
OG0000551	Syas.g_00015	Prao.g_00633
OG0000552	Syas.g_00016	Prao.g_00634
OG0000553	Syas.g_00019	Prao.g_00635
OG0000554	Syas.g_00063	Prao.g_01857
OG0000555	Syas.g_00775	Prao.g_01161
OG0000556	Syas.g_00781	Prao.g_01163
OG0000557	Syas.g_00783	Prao.g_01164
OG0000558	Syas.g_00785	Prao.g_01166
OG0000559	Syas.g_00789	Prao.g_01170
OG0000560	Syas.g_00792	Prao.g_01173
OG0000561	Syas.g_00793	Prao.g_01174
OG0000562	Syas.g_00794	Prao.g_01175
OG0000563	Syas.g_00795	Prao.g_01176
OG0000564	Syas.g_00796	Prao.g_01177
OG0000565	Syas.g_00800	Prao.g_01180
OG0000566	Syas.g_00804	Prao.g_01182
OG0000567	Syas.g_00808	Prao.g_01186
OG0000568	Syas.g_00810	Prao.g_01187
OG0000569	Syas.g_00811	Prao.g_01862
OG0000570	Syas.g_00812	Prao.g_01863
OG0000571	Syas.g_00815	Prao.g_01865
OG0000572	Syas.g_00839	Prao.g_00025
OG0000573	Syas.g_00952	Prao.g_00030
OG0000574	Syas.g_00951	Prao.g_00031
OG0000575	Syas.g_00848	Prao.g_00035
OG0000576	Syas.g_00850	Prao.g_00037
OG0000577	Syas.g_00851	Prao.g_00038
OG0000578	Syas.g_00852	Prao.g_00039
OG0000579	Syas.g_00853	Prao.g_00040
OG0000580	Syas.g_00854	Prao.g_00041
OG0000581	Syas.g_00861	Prao.g_00043
OG0000582	Syas.g_00873	Prao.g_00046
OG0000583	Syas.g_00872	Prao.g_00047
OG0000584	Syas.g_00871	Prao.g_00048
OG0000585	Syas.g_00868	Prao.g_00050
OG0000586	Syas.g_00867	Prao.g_00051
OG0000587	Syas.g_00865	Prao.g_00052
OG0000588	Syas.g_00960	Prao.g_00056
OG0000589	Syas.g_00121	Prao.g_00060
OG0000590	Syas.g_00120	Prao.g_00061
OG0000591	Syas.g_00106	Prao.g_00064
OG0000592	Syas.g_00105	Prao.g_00065
OG0000593	Syas.g_00750	Prao.g_00071
OG0000594	Syas.g_00749	Prao.g_00072
OG0000595	Syas.g_00748	Prao.g_00073
OG0000596	Syas.g_00743	Prao.g_00077
OG0000597	Syas.g_00740	Prao.g_00079
