Orthogroup	Syas	Prad
OG0000143	Syas.g_00742	Prad.g_01428
OG0000144	Syas.g_00718	Prad.g_01226
OG0000145	Syas.g_00948	Prad.g_01107
OG0000146	Syas.g_00451	Prad.g_01110
OG0000147	Syas.g_00450	Prad.g_01111
OG0000148	Syas.g_00577	Prad.g_01162
OG0000149	Syas.g_00282	Prad.g_00301
OG0000150	Syas.g_00874	Prad.g_00293
OG0000151	Syas.g_00148, Syas.g_00659	Prad.g_00235
OG0000152	Syas.g_00461	Prad.g_00186
OG0000153	Syas.g_00543	Prad.g_00167
OG0000154	Syas.g_00219	Prad.g_00139
OG0000155	Syas.g_01131	Prad.g_01476
OG0000156	Syas.g_01206	Prad.g_00359
OG0000157	Syas.g_01207	Prad.g_00360
OG0000158	Syas.g_02185	Prad.g_00567
OG0000160	Syas.g_02820	Prad.g_00514
OG0000161	Syas.g_02826	Prad.g_00508
OG0000162	Syas.g_02751	Prad.g_00502
OG0000163	Syas.g_01488	Prad.g_00467
OG0000164	Syas.g_02648	Prad.g_00917
OG0000165	Syas.g_02609	Prad.g_00910
OG0000166	Syas.g_01629	Prad.g_00843
OG0000167	Syas.g_01449	Prad.g_00777
OG0000168	Syas.g_02184	Prad.g_00767
OG0000169	Syas.g_02170	Prad.g_01637
OG0000170	Syas.g_02161	Prad.g_01635
OG0000171	Syas.g_02139	Prad.g_01617
OG0000172	Syas.g_02110	Prad.g_01609
OG0000173	Syas.g_02092	Prad.g_01594
OG0000174	Syas.g_01940	Prad.g_01566
OG0000175	Syas.g_01994	Prad.g_01556
OG0000176	Syas.g_02038	Prad.g_01532
OG0000177	Syas.g_02039	Prad.g_01531
OG0000178	Syas.g_02040	Prad.g_01530
OG0000179	Syas.g_02054	Prad.g_01970
OG0000180	Syas.g_02055	Prad.g_01969
OG0000181	Syas.g_02056	Prad.g_01968
OG0000182	Syas.g_02057	Prad.g_01967
OG0000183	Syas.g_02061	Prad.g_01963
OG0000184	Syas.g_01872	Prad.g_01940
OG0000185	Syas.g_01861	Prad.g_01937
OG0000186	Syas.g_02525	Prad.g_01929
OG0000187	Syas.g_02524	Prad.g_01928
OG0000188	Syas.g_02502	Prad.g_01911
OG0000189	Syas.g_02432	Prad.g_01897
OG0000190	Syas.g_00133	Prad.g_01896
OG0000191	Syas.g_02400	Prad.g_01876
OG0000192	Syas.g_02395	Prad.g_01872
OG0000193	Syas.g_02366	Prad.g_01845
OG0000194	Syas.g_02363	Prad.g_01842
OG0000195	Syas.g_02360	Prad.g_01840
OG0000196	Syas.g_02337	Prad.g_01830
OG0000197	Syas.g_02336	Prad.g_01829
OG0000198	Syas.g_02335	Prad.g_01828
OG0000199	Syas.g_02327	Prad.g_01821
OG0000200	Syas.g_02298	Prad.g_01807
OG0000201	Syas.g_02279	Prad.g_01799
OG0000202	Syas.g_02278	Prad.g_01798
OG0000203	Syas.g_02277	Prad.g_01797
OG0000204	Syas.g_02276	Prad.g_01796
OG0000205	Syas.g_02267	Prad.g_01789
OG0000206	Syas.g_02240	Prad.g_01784
OG0000207	Syas.g_02237	Prad.g_01782
OG0000208	Syas.g_02236	Prad.g_01781
OG0000209	Syas.g_01837	Prad.g_01772
OG0000210	Syas.g_01838	Prad.g_01771
OG0000211	Syas.g_02552	Prad.g_01758
OG0000212	Syas.g_02562	Prad.g_01751
OG0000213	Syas.g_01707	Prad.g_01734
OG0000214	Syas.g_01730	Prad.g_01724
OG0000215	Syas.g_01766	Prad.g_01699
OG0000216	Syas.g_01770	Prad.g_01697
OG0000217	Syas.g_01778	Prad.g_01694
OG0000218	Syas.g_01780	Prad.g_01692
OG0000219	Syas.g_01783	Prad.g_01691
OG0000220	Syas.g_01784	Prad.g_01690
OG0000221	Syas.g_01785	Prad.g_01689
OG0000222	Syas.g_01804	Prad.g_01681
OG0000223	Syas.g_02221	Prad.g_01668
OG0000224	Syas.g_02215	Prad.g_01666
OG0000225	Syas.g_01522	Prad.g_01645
OG0000226	Syas.g_01518	Prad.g_00761
OG0000227	Syas.g_01516	Prad.g_00759
OG0000228	Syas.g_01513	Prad.g_00756
OG0000229	Syas.g_01497	Prad.g_00666
OG0000230	Syas.g_01495	Prad.g_00069
OG0000231	Syas.g_02749	Prad.g_00058
OG0000232	Syas.g_01276	Prad.g_00049
OG0000233	Syas.g_01352	Prad.g_00043
OG0000234	Syas.g_01331	Prad.g_00031
OG0000235	Syas.g_01254	Prad.g_00028
OG0000236	Syas.g_01237	Prad.g_00014
OG0000237	Syas.g_01220	Prad.g_00123
OG0000238	Syas.g_01215	Prad.g_00117
OG0000239	Syas.g_00012	Prad.g_00104
OG0000240	Syas.g_00013	Prad.g_00103
OG0000241	Syas.g_00754	Prad.g_00099
OG0000242	Syas.g_00059	Prad.g_00097
OG0000243	Syas.g_00777	Prad.g_01333
OG0000244	Syas.g_00784	Prad.g_01336
OG0000245	Syas.g_00786	Prad.g_01338
OG0000246	Syas.g_00790	Prad.g_01342
OG0000247	Syas.g_00802	Prad.g_01352
OG0000248	Syas.g_00805	Prad.g_01354
OG0000249	Syas.g_00807	Prad.g_01356
OG0000250	Syas.g_00814	Prad.g_01361
OG0000251	Syas.g_00845	Prad.g_01380
OG0000252	Syas.g_00950	Prad.g_01383
OG0000253	Syas.g_00846	Prad.g_01384
OG0000254	Syas.g_00869	Prad.g_01400
OG0000255	Syas.g_00132, Syas.g_01062	Prad.g_01406
OG0000256	Syas.g_00104	Prad.g_01416
OG0000257	Syas.g_00757	Prad.g_01419
OG0000258	Syas.g_00733	Prad.g_01432
OG0000259	Syas.g_01006, Syas.g_00708	Prad.g_01234
OG0000260	Syas.g_00705	Prad.g_01237
OG0000261	Syas.g_00701	Prad.g_01239
OG0000262	Syas.g_00695	Prad.g_01243
OG0000263	Syas.g_01103	Prad.g_01255
OG0000264	Syas.g_02588	Prad.g_01265
OG0000266	Syas.g_00186	Prad.g_01059
OG0000267	Syas.g_00377	Prad.g_01070
OG0000268	Syas.g_00390	Prad.g_01071
OG0000269	Syas.g_00601	Prad.g_01141
OG0000270	Syas.g_00598	Prad.g_01144
OG0000271	Syas.g_00590	Prad.g_01152
OG0000272	Syas.g_00589	Prad.g_01153
OG0000273	Syas.g_00563	Prad.g_01176
OG0000274	Syas.g_00562	Prad.g_01177
OG0000275	Syas.g_00230	Prad.g_01180
OG0000276	Syas.g_00237	Prad.g_01185
OG0000277	Syas.g_00238	Prad.g_00308
OG0000278	Syas.g_00241	Prad.g_00305
OG0000279	Syas.g_00288	Prad.g_00298
OG0000280	Syas.g_00889, Syas.g_00481	Prad.g_00297
OG0000281	Syas.g_00970	Prad.g_00292
OG0000282	Syas.g_00672	Prad.g_00243
OG0000283	Syas.g_00409	Prad.g_00209
OG0000284	Syas.g_00416	Prad.g_00204
OG0000285	Syas.g_00436	Prad.g_00199
OG0000286	Syas.g_00460	Prad.g_00187
OG0000287	Syas.g_00534	Prad.g_00170
OG0000288	Syas.g_00220	Prad.g_00140
OG0000289	Syas.g_00205	Prad.g_01035
OG0000290	Syas.g_01016	Prad.g_01021
OG0000291	Syas.g_01018	Prad.g_01019
OG0000292	Syas.g_02020	Prad.g_00972
OG0000293	Syas.g_01197	Prad.g_01505
OG0000294	Syas.g_01196	Prad.g_01504
OG0000295	Syas.g_01139	Prad.g_01484
OG0000296	Syas.g_01137	Prad.g_01482
OG0000297	Syas.g_01124	Prad.g_01474
OG0000298	Syas.g_01123	Prad.g_01473
OG0000299	Syas.g_01087	Prad.g_01455
OG0000300	Syas.g_01082	Prad.g_01452
OG0000301	Syas.g_01081	Prad.g_01451
OG0000302	Syas.g_01080	Prad.g_01449
OG0000303	Syas.g_01071	Prad.g_01442
OG0000304	Syas.g_01066	Prad.g_01438
OG0000305	Syas.g_01023	Prad.g_00602
OG0000306	Syas.g_01929	Prad.g_00599
OG0000307	Syas.g_01270	Prad.g_00585
OG0000308	Syas.g_01272	Prad.g_00584
OG0000309	Syas.g_01364	Prad.g_00580
OG0000310	Syas.g_02796	Prad.g_00530
OG0000311	Syas.g_02799	Prad.g_00528
OG0000312	Syas.g_02804	Prad.g_00525
OG0000313	Syas.g_02823	Prad.g_00511
OG0000314	Syas.g_01296	Prad.g_00487
OG0000315	Syas.g_01306	Prad.g_00477
OG0000316	Syas.g_02728	Prad.g_00457
OG0000317	Syas.g_02687	Prad.g_00943
OG0000318	Syas.g_02680	Prad.g_00940
OG0000319	Syas.g_02663	Prad.g_00927
OG0000320	Syas.g_02661	Prad.g_00925
OG0000321	Syas.g_02660	Prad.g_00924
OG0000322	Syas.g_02659	Prad.g_00923
OG0000323	Syas.g_02646, Syas.g_00159	Prad.g_00914
OG0000324	Syas.g_02578	Prad.g_00887
OG0000325	Syas.g_01668	Prad.g_00878
OG0000326	Syas.g_01661	Prad.g_00872
OG0000327	Syas.g_01634	Prad.g_00848
OG0000328	Syas.g_01633	Prad.g_00847
OG0000329	Syas.g_01615	Prad.g_00830
OG0000330	Syas.g_01614	Prad.g_00829
OG0000331	Syas.g_01613	Prad.g_00828
OG0000332	Syas.g_01598	Prad.g_00814
OG0000333	Syas.g_01595	Prad.g_00812
OG0000334	Syas.g_01586	Prad.g_00804
OG0000335	Syas.g_01581	Prad.g_00799
OG0000336	Syas.g_01577	Prad.g_00795
OG0000337	Syas.g_02211	Prad.g_00779
OG0000338	Syas.g_02199	Prad.g_00778
OG0000339	Syas.g_02192	Prad.g_00774
OG0000340	Syas.g_02183	Prad.g_00766, Prad.g_01294
OG0000341	Syas.g_02181	Prad.g_00764
OG0000342	Syas.g_02180	Prad.g_00763
OG0000343	Syas.g_02176	Prad.g_00762
OG0000344	Syas.g_02172	Prad.g_01639
OG0000345	Syas.g_02160	Prad.g_01634
OG0000346	Syas.g_02155	Prad.g_01630
OG0000347	Syas.g_02136	Prad.g_01615
OG0000348	Syas.g_02107	Prad.g_01606
OG0000349	Syas.g_02085	Prad.g_01589
OG0000350	Syas.g_01654	Prad.g_01570
OG0000351	Syas.g_01998	Prad.g_01553
OG0000352	Syas.g_01999	Prad.g_01552
OG0000353	Syas.g_02033	Prad.g_01537
OG0000354	Syas.g_01209, Syas.g_02052	Prad.g_01041
OG0000355	Syas.g_02035	Prad.g_01535
OG0000356	Syas.g_02036	Prad.g_01534
OG0000357	Syas.g_02037	Prad.g_01533
OG0000358	Syas.g_02041	Prad.g_01529
OG0000359	Syas.g_02043	Prad.g_01528
OG0000360	Syas.g_02044	Prad.g_01527
OG0000361	Syas.g_02045	Prad.g_01976
OG0000362	Syas.g_02047	Prad.g_01974
OG0000363	Syas.g_02049	Prad.g_01972
OG0000364	Syas.g_02685	Prad.g_01971
OG0000365	Syas.g_02058	Prad.g_01966
OG0000366	Syas.g_02059	Prad.g_01965
OG0000368	Syas.g_02062	Prad.g_01962
OG0000369	Syas.g_02063	Prad.g_01961
OG0000370	Syas.g_02064	Prad.g_01960
OG0000371	Syas.g_02073	Prad.g_01954
OG0000372	Syas.g_02078	Prad.g_01951
OG0000373	Syas.g_02079	Prad.g_01950
OG0000374	Syas.g_02080	Prad.g_01949
OG0000375	Syas.g_02081	Prad.g_01947
OG0000376	Syas.g_02083	Prad.g_01945
OG0000377	Syas.g_01879	Prad.g_01941
OG0000378	Syas.g_01867	Prad.g_01939
OG0000379	Syas.g_01859	Prad.g_01936
OG0000380	Syas.g_02523	Prad.g_01927
OG0000381	Syas.g_02521	Prad.g_01923
OG0000382	Syas.g_02503	Prad.g_01912
OG0000383	Syas.g_02480	Prad.g_01910
OG0000384	Syas.g_02479	Prad.g_01909
OG0000385	Syas.g_02478	Prad.g_01908
OG0000386	Syas.g_02477	Prad.g_01907
OG0000387	Syas.g_00134	Prad.g_01894
OG0000388	Syas.g_02426	Prad.g_01891
OG0000389	Syas.g_02422	Prad.g_01887
OG0000390	Syas.g_02406	Prad.g_01880, Prad.g_00011
OG0000391	Syas.g_02401	Prad.g_01877
OG0000392	Syas.g_02396	Prad.g_01873
OG0000393	Syas.g_02394	Prad.g_01871
OG0000394	Syas.g_02393	Prad.g_01870
OG0000395	Syas.g_02392	Prad.g_01869
OG0000396	Syas.g_02389	Prad.g_01866
OG0000397	Syas.g_02387	Prad.g_01864
OG0000398	Syas.g_02382	Prad.g_01862
OG0000399	Syas.g_02381	Prad.g_01861
OG0000400	Syas.g_02380	Prad.g_01860
OG0000401	Syas.g_02379	Prad.g_01859
OG0000402	Syas.g_02377	Prad.g_01857
OG0000403	Syas.g_02376	Prad.g_01856
OG0000404	Syas.g_02375	Prad.g_01855
OG0000405	Syas.g_02369	Prad.g_01851
OG0000406	Syas.g_02365	Prad.g_01844
OG0000407	Syas.g_02364	Prad.g_01843
OG0000408	Syas.g_02361	Prad.g_01841
OG0000409	Syas.g_02359	Prad.g_01839
OG0000410	Syas.g_02358	Prad.g_01838
OG0000411	Syas.g_02357	Prad.g_01837
OG0000412	Syas.g_02356	Prad.g_01836
OG0000413	Syas.g_02354	Prad.g_01835
OG0000414	Syas.g_02353	Prad.g_01834
OG0000415	Syas.g_02352	Prad.g_01833
OG0000416	Syas.g_02351	Prad.g_01832
OG0000417	Syas.g_02338	Prad.g_01831
OG0000418	Syas.g_02333	Prad.g_01826
OG0000419	Syas.g_02331	Prad.g_01824
OG0000420	Syas.g_02329	Prad.g_01823
OG0000421	Syas.g_02324	Prad.g_01818
OG0000422	Syas.g_02323	Prad.g_01817
OG0000423	Syas.g_02322	Prad.g_01816
OG0000424	Syas.g_02321	Prad.g_01815
OG0000425	Syas.g_02320	Prad.g_01814
OG0000426	Syas.g_02319	Prad.g_01813
OG0000427	Syas.g_02318	Prad.g_01812
OG0000428	Syas.g_02315	Prad.g_01810
OG0000429	Syas.g_02312	Prad.g_01809
OG0000430	Syas.g_02311	Prad.g_01808
OG0000431	Syas.g_02296	Prad.g_01806
OG0000432	Syas.g_02288	Prad.g_01803
OG0000433	Syas.g_02286	Prad.g_01802
OG0000434	Syas.g_02285	Prad.g_01801
OG0000435	Syas.g_02282	Prad.g_01800
OG0000436	Syas.g_02273	Prad.g_01795
OG0000437	Syas.g_02272	Prad.g_01794
OG0000438	Syas.g_02271	Prad.g_01793
OG0000439	Syas.g_02269	Prad.g_01791
OG0000440	Syas.g_02268	Prad.g_01790
OG0000441	Syas.g_02265	Prad.g_01787
OG0000442	Syas.g_02259	Prad.g_01786
OG0000443	Syas.g_02241	Prad.g_01785
OG0000444	Syas.g_02234	Prad.g_01780
OG0000445	Syas.g_02233	Prad.g_01779
OG0000446	Syas.g_02231	Prad.g_01778
OG0000447	Syas.g_02229	Prad.g_01777
OG0000448	Syas.g_02228	Prad.g_01776
OG0000449	Syas.g_02226	Prad.g_01775
OG0000450	Syas.g_01834	Prad.g_01774
OG0000451	Syas.g_01835	Prad.g_01773
OG0000452	Syas.g_01844	Prad.g_01770
OG0000453	Syas.g_01845	Prad.g_01769
OG0000454	Syas.g_01846	Prad.g_01768
OG0000455	Syas.g_01847	Prad.g_01767
OG0000456	Syas.g_01848	Prad.g_01766
OG0000457	Syas.g_01850	Prad.g_01765
OG0000458	Syas.g_01851	Prad.g_01764
OG0000459	Syas.g_01852	Prad.g_01763
OG0000460	Syas.g_02554	Prad.g_01756
OG0000461	Syas.g_01686	Prad.g_01749
OG0000462	Syas.g_01688	Prad.g_01747
OG0000463	Syas.g_01689	Prad.g_01746
OG0000464	Syas.g_01690	Prad.g_01745
OG0000465	Syas.g_01692	Prad.g_01744
OG0000466	Syas.g_01697	Prad.g_01741
OG0000467	Syas.g_01698	Prad.g_01740
OG0000468	Syas.g_01703	Prad.g_01738
OG0000469	Syas.g_01725	Prad.g_01729
OG0000470	Syas.g_01727	Prad.g_01727
OG0000471	Syas.g_01728	Prad.g_01726
OG0000472	Syas.g_01729	Prad.g_01725
OG0000473	Syas.g_01731	Prad.g_01723
OG0000474	Syas.g_01732	Prad.g_01722
OG0000475	Syas.g_01733	Prad.g_01721
OG0000476	Syas.g_01735	Prad.g_01720
OG0000477	Syas.g_01740	Prad.g_01716
OG0000478	Syas.g_01741	Prad.g_01715
OG0000479	Syas.g_01749	Prad.g_01714
OG0000480	Syas.g_01756	Prad.g_01709
OG0000481	Syas.g_00161, Syas.g_00162	Prad.g_01707
OG0000482	Syas.g_01758	Prad.g_01706
OG0000483	Syas.g_01762	Prad.g_01703
OG0000484	Syas.g_01763	Prad.g_01702
OG0000485	Syas.g_01764	Prad.g_01701
OG0000486	Syas.g_01765	Prad.g_01700
OG0000487	Syas.g_01771	Prad.g_01696
OG0000488	Syas.g_01779	Prad.g_01693
OG0000489	Syas.g_01823	Prad.g_01688
OG0000490	Syas.g_01808	Prad.g_01683
OG0000491	Syas.g_01806	Prad.g_01682
OG0000492	Syas.g_01803	Prad.g_01680
OG0000493	Syas.g_01802	Prad.g_01679
OG0000494	Syas.g_01801	Prad.g_01678
OG0000495	Syas.g_01799	Prad.g_01677
OG0000496	Syas.g_01798	Prad.g_01676
OG0000497	Syas.g_01797	Prad.g_01675
OG0000498	Syas.g_01796	Prad.g_01674
OG0000499	Syas.g_01795	Prad.g_01673
OG0000500	Syas.g_01794	Prad.g_01672
OG0000501	Syas.g_01791	Prad.g_01670
OG0000502	Syas.g_02216	Prad.g_01667
OG0000503	Syas.g_01541	Prad.g_01657
OG0000504	Syas.g_01539	Prad.g_01656
OG0000505	Syas.g_01538	Prad.g_01655
OG0000506	Syas.g_01536	Prad.g_01653
OG0000507	Syas.g_01530	Prad.g_01650
OG0000508	Syas.g_01523	Prad.g_01646
OG0000509	Syas.g_01521	Prad.g_01644
OG0000510	Syas.g_01520	Prad.g_01643
OG0000511	Syas.g_01519	Prad.g_01642
OG0000512	Syas.g_01517	Prad.g_00760
OG0000513	Syas.g_01508	Prad.g_00753
OG0000514	Syas.g_01504	Prad.g_00671
OG0000515	Syas.g_01503	Prad.g_00670
OG0000516	Syas.g_01501	Prad.g_00669
OG0000517	Syas.g_01498	Prad.g_00667
OG0000518	Syas.g_00360, Syas.g_02746	Prad.g_00061
OG0000519	Syas.g_02747	Prad.g_00060
OG0000520	Syas.g_02748	Prad.g_00059
OG0000521	Syas.g_01281	Prad.g_00054
OG0000522	Syas.g_01279	Prad.g_00052
OG0000523	Syas.g_01278	Prad.g_00051
OG0000524	Syas.g_01354	Prad.g_00045
OG0000525	Syas.g_01342	Prad.g_00042
OG0000526	Syas.g_01340	Prad.g_00041
OG0000527	Syas.g_01335	Prad.g_00034
OG0000528	Syas.g_01256	Prad.g_00029
OG0000529	Syas.g_01252	Prad.g_00026
OG0000530	Syas.g_01249	Prad.g_00023
OG0000531	Syas.g_01248	Prad.g_00022
OG0000532	Syas.g_01245	Prad.g_00020
OG0000533	Syas.g_01243	Prad.g_00019
OG0000534	Syas.g_01242	Prad.g_00018
OG0000535	Syas.g_01241	Prad.g_00017
OG0000536	Syas.g_01240	Prad.g_00016
OG0000537	Syas.g_01238	Prad.g_00015
OG0000538	Syas.g_01228	Prad.g_00129
OG0000539	Syas.g_01227	Prad.g_00128
OG0000540	Syas.g_01226	Prad.g_00127
OG0000541	Syas.g_01225	Prad.g_00126
OG0000542	Syas.g_01221	Prad.g_00124
OG0000543	Syas.g_01219	Prad.g_00122
OG0000544	Syas.g_01218	Prad.g_00121
OG0000545	Syas.g_01216	Prad.g_00119
OG0000546	Syas.g_01214	Prad.g_00116
OG0000547	Syas.g_01212	Prad.g_00114
OG0000548	Syas.g_01211	Prad.g_00113
OG0000549	Syas.g_00005	Prad.g_00111
OG0000550	Syas.g_00010	Prad.g_00106
OG0000551	Syas.g_00015	Prad.g_00102
OG0000552	Syas.g_00016	Prad.g_00101
OG0000553	Syas.g_00019	Prad.g_00100
OG0000554	Syas.g_00063	Prad.g_00095
OG0000555	Syas.g_00775	Prad.g_01332
OG0000556	Syas.g_00781	Prad.g_01334
OG0000557	Syas.g_00783	Prad.g_01335
OG0000558	Syas.g_00785	Prad.g_01337
OG0000559	Syas.g_00789	Prad.g_01341
OG0000560	Syas.g_00792	Prad.g_01344
OG0000561	Syas.g_00793	Prad.g_01345
OG0000562	Syas.g_00794	Prad.g_01346
OG0000563	Syas.g_00795	Prad.g_01347
OG0000564	Syas.g_00796	Prad.g_01348
OG0000565	Syas.g_00800	Prad.g_01351
OG0000566	Syas.g_00804	Prad.g_01353
OG0000567	Syas.g_00808	Prad.g_01357
OG0000568	Syas.g_00810	Prad.g_01358
OG0000569	Syas.g_00811	Prad.g_01359
OG0000570	Syas.g_00812	Prad.g_01360
OG0000571	Syas.g_00815	Prad.g_01362
OG0000572	Syas.g_00839	Prad.g_01375
OG0000573	Syas.g_00952	Prad.g_01381
OG0000574	Syas.g_00951	Prad.g_01382
OG0000575	Syas.g_00848	Prad.g_01386
OG0000576	Syas.g_00850	Prad.g_01388
OG0000577	Syas.g_00851	Prad.g_01389
OG0000578	Syas.g_00852	Prad.g_01390
OG0000579	Syas.g_00853	Prad.g_01391
OG0000580	Syas.g_00854	Prad.g_01392
OG0000581	Syas.g_00861	Prad.g_01394
OG0000582	Syas.g_00873	Prad.g_01397
OG0000583	Syas.g_00872	Prad.g_01398
OG0000584	Syas.g_00871	Prad.g_01399
OG0000585	Syas.g_00868	Prad.g_01401
OG0000586	Syas.g_00867	Prad.g_01402
OG0000587	Syas.g_00865	Prad.g_01403
OG0000588	Syas.g_00960	Prad.g_01407
OG0000589	Syas.g_00121	Prad.g_01410
OG0000590	Syas.g_00120	Prad.g_01411
OG0000591	Syas.g_00106	Prad.g_01414
OG0000592	Syas.g_00105	Prad.g_01415
