Orthogroup	Syas	Syap
OG0000216	Syas.g_01770	Syap.g_01634
OG0000217	Syas.g_01778	Syap.g_01638
OG0000218	Syas.g_01780	Syap.g_01641, Syap.g_01640
OG0000219	Syas.g_01783	Syap.g_01642, Syap.g_01643
OG0000220	Syas.g_01784	Syap.g_01645
OG0000221	Syas.g_01785	Syap.g_01646
OG0000222	Syas.g_01804	Syap.g_01669
OG0000223	Syas.g_02221	Syap.g_02072, Syap.g_02073
OG0000224	Syas.g_02215	Syap.g_02064
OG0000225	Syas.g_01522	Syap.g_00553, Syap.g_00552
OG0000226	Syas.g_01518	Syap.g_02029, Syap.g_02144
OG0000227	Syas.g_01516	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Syas.g_01513	Syap.g_00116, Syap.g_02041
OG0000229	Syas.g_01497	Syap.g_02059
OG0000230	Syas.g_01495	Syap.g_02061
OG0000231	Syas.g_02749	Syap.g_02533
OG0000232	Syas.g_01276	Syap.g_02510, Syap.g_02511
OG0000233	Syas.g_01352	Syap.g_02133
OG0000234	Syas.g_01331	Syap.g_02755
OG0000235	Syas.g_01254	Syap.g_00732, Syap.g_02258
OG0000236	Syas.g_01237	Syap.g_02238
OG0000237	Syas.g_01220	Syap.g_00262, Syap.g_00263
OG0000238	Syas.g_01215	Syap.g_00257, Syap.g_00258
OG0000239	Syas.g_00012	Syap.g_02744
OG0000240	Syas.g_00013	Syap.g_02742
OG0000241	Syas.g_00754	Syap.g_00888
OG0000242	Syas.g_00059	Syap.g_01455
OG0000243	Syas.g_00777	Syap.g_01938
OG0000244	Syas.g_00784	Syap.g_01146, Syap.g_01145
OG0000245	Syas.g_00786	Syap.g_01148
OG0000246	Syas.g_00790	Syap.g_00308
OG0000247	Syas.g_00802	Syap.g_00288, Syap.g_00293
OG0000248	Syas.g_00805	Syap.g_00290
OG0000249	Syas.g_00807	Syap.g_01296, Syap.g_01295
OG0000250	Syas.g_00814	Syap.g_01306
OG0000251	Syas.g_00845	Syap.g_00442
OG0000252	Syas.g_00950	Syap.g_01857
OG0000253	Syas.g_00846	Syap.g_00443
OG0000254	Syas.g_00869	Syap.g_01527, Syap.g_01528
OG0000256	Syas.g_00104	Syap.g_01287
OG0000257	Syas.g_00757	Syap.g_00886
OG0000258	Syas.g_00733	Syap.g_00907
OG0000260	Syas.g_00705	Syap.g_01970
OG0000261	Syas.g_00701	Syap.g_01962, Syap.g_01961
OG0000262	Syas.g_00695	Syap.g_01954
OG0000263	Syas.g_01103	Syap.g_00432, Syap.g_00433
OG0000266	Syas.g_00186	Syap.g_00519
OG0000267	Syas.g_00377	Syap.g_02332
OG0000268	Syas.g_00390	Syap.g_00646
OG0000269	Syas.g_00601	Syap.g_00188
OG0000270	Syas.g_00598	Syap.g_00192
OG0000271	Syas.g_00590	Syap.g_00200
OG0000272	Syas.g_00589	Syap.g_00202
OG0000273	Syas.g_00563	Syap.g_02703
OG0000274	Syas.g_00562	Syap.g_02702
OG0000275	Syas.g_00230	Syap.g_01847
OG0000276	Syas.g_00237	Syap.g_01838
OG0000277	Syas.g_00238	Syap.g_01837
OG0000278	Syas.g_00241	Syap.g_01834
OG0000279	Syas.g_00288	Syap.g_00829, Syap.g_00830
OG0000280	Syas.g_00889	Syap.g_00365
OG0000281	Syas.g_00970	Syap.g_01977
OG0000282	Syas.g_00672	Syap.g_01252
OG0000283	Syas.g_00409	Syap.g_01728
OG0000284	Syas.g_00416	Syap.g_01736
OG0000285	Syas.g_00436	Syap.g_01746, Syap.g_01744
OG0000286	Syas.g_00460	Syap.g_02014, Syap.g_02013
OG0000288	Syas.g_00220	Syap.g_02764, Syap.g_02763
OG0000289	Syas.g_00205	Syap.g_02784
OG0000290	Syas.g_01016	Syap.g_01552
OG0000291	Syas.g_01018	Syap.g_01554
OG0000292	Syas.g_02020	Syap.g_02314
OG0000293	Syas.g_01197	Syap.g_00240
OG0000294	Syas.g_01196	Syap.g_00239
OG0000295	Syas.g_01139	Syap.g_00206
OG0000296	Syas.g_01137	Syap.g_00204
OG0000297	Syas.g_01124	Syap.g_01887
OG0000298	Syas.g_01123	Syap.g_01888
OG0000299	Syas.g_01087	Syap.g_02620
OG0000302	Syas.g_01080	Syap.g_02444, Syap.g_02445
OG0000303	Syas.g_01071	Syap.g_02435
OG0000304	Syas.g_01066	Syap.g_02430
OG0000305	Syas.g_01023	Syap.g_01557
OG0000306	Syas.g_01929	Syap.g_01966
OG0000307	Syas.g_01270	Syap.g_02517
OG0000308	Syas.g_01272	Syap.g_02515
OG0000309	Syas.g_01364	Syap.g_02198, Syap.g_02446
OG0000310	Syas.g_02796	Syap.g_02660, Syap.g_02661
OG0000311	Syas.g_02799	Syap.g_02657
OG0000312	Syas.g_02804	Syap.g_02114
OG0000313	Syas.g_02823	Syap.g_02473
OG0000314	Syas.g_01296	Syap.g_00007
OG0000315	Syas.g_01306	Syap.g_00017
OG0000316	Syas.g_02728	Syap.g_00030
OG0000317	Syas.g_02687	Syap.g_00618
OG0000318	Syas.g_02680	Syap.g_00622, Syap.g_02786
OG0000319	Syas.g_02663	Syap.g_01764, Syap.g_01771
OG0000320	Syas.g_02661	Syap.g_01761, Syap.g_01769
OG0000321	Syas.g_02660	Syap.g_01760, Syap.g_01768
OG0000322	Syas.g_02659	Syap.g_01759, Syap.g_01767
OG0000323	Syas.g_02646	Syap.g_01389
OG0000324	Syas.g_02578	Syap.g_01503
OG0000325	Syas.g_01668	Syap.g_02680
OG0000326	Syas.g_01661	Syap.g_00544
OG0000327	Syas.g_01634	Syap.g_01233, Syap.g_01913
OG0000328	Syas.g_01633	Syap.g_01234, Syap.g_01912
OG0000329	Syas.g_01615	Syap.g_00498
OG0000330	Syas.g_01614	Syap.g_00497
OG0000331	Syas.g_01613	Syap.g_00496
OG0000332	Syas.g_01598	Syap.g_00481
OG0000333	Syas.g_01595	Syap.g_00478
OG0000334	Syas.g_01586	Syap.g_00468
OG0000335	Syas.g_01581	Syap.g_00101, Syap.g_00463
OG0000336	Syas.g_01577	Syap.g_00417, Syap.g_00607
OG0000337	Syas.g_02211	Syap.g_01054
OG0000338	Syas.g_02199	Syap.g_01059
OG0000339	Syas.g_02192	Syap.g_01068
OG0000340	Syas.g_02183	Syap.g_01077
OG0000341	Syas.g_02181	Syap.g_01079
OG0000342	Syas.g_02180	Syap.g_01080, Syap.g_02477
OG0000343	Syas.g_02176	Syap.g_01086, Syap.g_02078
OG0000344	Syas.g_02172	Syap.g_01091
OG0000345	Syas.g_02160	Syap.g_01107, Syap.g_01470
OG0000346	Syas.g_02155	Syap.g_01113
OG0000347	Syas.g_02136	Syap.g_01131, Syap.g_02459
OG0000348	Syas.g_02107	Syap.g_00632
OG0000349	Syas.g_02085	Syap.g_00110, Syap.g_01813
OG0000351	Syas.g_01998	Syap.g_02594
OG0000352	Syas.g_01999	Syap.g_02596, Syap.g_02597
OG0000353	Syas.g_02033	Syap.g_00054
OG0000354	Syas.g_02052	Syap.g_00075, Syap.g_02635
OG0000355	Syas.g_02035	Syap.g_00056
OG0000356	Syas.g_02036	Syap.g_00057
OG0000357	Syas.g_02037	Syap.g_00058
OG0000358	Syas.g_02041	Syap.g_00063
OG0000359	Syas.g_02043	Syap.g_00065
OG0000360	Syas.g_02044	Syap.g_00067
OG0000361	Syas.g_02045	Syap.g_00068
OG0000362	Syas.g_02047	Syap.g_00070
OG0000363	Syas.g_02049	Syap.g_00072
OG0000364	Syas.g_02685	Syap.g_00620
OG0000365	Syas.g_02058	Syap.g_00081
OG0000366	Syas.g_02059	Syap.g_00082
OG0000368	Syas.g_02062	Syap.g_00085
OG0000369	Syas.g_02063	Syap.g_00086
OG0000370	Syas.g_02064	Syap.g_00087
OG0000372	Syas.g_02078	Syap.g_01805
OG0000373	Syas.g_02079	Syap.g_01806
OG0000374	Syas.g_02080	Syap.g_01807
OG0000375	Syas.g_02081	Syap.g_01808
OG0000376	Syas.g_02083	Syap.g_01811
OG0000377	Syas.g_01879	Syap.g_00128
OG0000378	Syas.g_01867	Syap.g_01326
OG0000380	Syas.g_02523	Syap.g_01687
OG0000381	Syas.g_02521	Syap.g_01690
OG0000382	Syas.g_02503	Syap.g_02548
OG0000383	Syas.g_02480	Syap.g_02359
OG0000384	Syas.g_02479	Syap.g_02360
OG0000385	Syas.g_02478	Syap.g_02361
OG0000386	Syas.g_02477	Syap.g_02362
OG0000387	Syas.g_00134	Syap.g_01864
OG0000391	Syas.g_02401	Syap.g_02234
OG0000392	Syas.g_02396	Syap.g_02225
OG0000393	Syas.g_02394	Syap.g_02222
OG0000394	Syas.g_02393	Syap.g_02221
OG0000395	Syas.g_02392	Syap.g_02220
OG0000396	Syas.g_02389	Syap.g_02217
OG0000397	Syas.g_02387	Syap.g_02215
OG0000398	Syas.g_02382	Syap.g_02211
OG0000399	Syas.g_02381	Syap.g_02210
OG0000400	Syas.g_02380	Syap.g_02209
OG0000401	Syas.g_02379	Syap.g_02208
OG0000402	Syas.g_02377	Syap.g_02206
OG0000403	Syas.g_02376	Syap.g_02205
OG0000404	Syas.g_02375	Syap.g_02204, Syap.g_02618
OG0000405	Syas.g_02369	Syap.g_02191
OG0000406	Syas.g_02365	Syap.g_02186
OG0000407	Syas.g_02364	Syap.g_02185
OG0000408	Syas.g_02361	Syap.g_02181, Syap.g_02182
OG0000409	Syas.g_02359	Syap.g_02179
OG0000410	Syas.g_02358	Syap.g_02178
OG0000411	Syas.g_02357	Syap.g_02177
OG0000412	Syas.g_02356	Syap.g_02176
OG0000413	Syas.g_02354	Syap.g_02174
OG0000414	Syas.g_02353	Syap.g_02173
OG0000415	Syas.g_02352	Syap.g_02172
OG0000416	Syas.g_02351	Syap.g_02171
OG0000417	Syas.g_02338	Syap.g_02169
OG0000418	Syas.g_02333	Syap.g_01204
OG0000419	Syas.g_02331	Syap.g_01201
OG0000420	Syas.g_02329	Syap.g_01199
OG0000421	Syas.g_02324	Syap.g_01195
OG0000422	Syas.g_02323	Syap.g_01194
OG0000423	Syas.g_02322	Syap.g_01193
OG0000424	Syas.g_02321	Syap.g_01192
OG0000425	Syas.g_02320	Syap.g_01191
OG0000426	Syas.g_02319	Syap.g_01190
OG0000427	Syas.g_02318	Syap.g_01189
OG0000428	Syas.g_02315	Syap.g_01186
OG0000429	Syas.g_02312	Syap.g_01184
OG0000430	Syas.g_02311	Syap.g_01182
OG0000431	Syas.g_02296	Syap.g_01179
OG0000432	Syas.g_02288	Syap.g_02277
OG0000433	Syas.g_02286	Syap.g_02272
OG0000434	Syas.g_02285	Syap.g_02271
OG0000435	Syas.g_02282	Syap.g_02268
OG0000436	Syas.g_02273	Syap.g_01607
OG0000437	Syas.g_02272	Syap.g_01608
OG0000438	Syas.g_02271	Syap.g_01612
OG0000439	Syas.g_02269	Syap.g_01614
OG0000440	Syas.g_02268	Syap.g_01615
OG0000441	Syas.g_02265	Syap.g_01619
OG0000442	Syas.g_02259	Syap.g_01620
OG0000443	Syas.g_02241	Syap.g_01622
OG0000444	Syas.g_02234	Syap.g_01424
OG0000445	Syas.g_02233	Syap.g_01421
OG0000446	Syas.g_02231	Syap.g_01419
OG0000447	Syas.g_02229	Syap.g_01410
OG0000448	Syas.g_02228	Syap.g_01407
OG0000449	Syas.g_02226	Syap.g_01406
OG0000450	Syas.g_01834	Syap.g_01909
OG0000451	Syas.g_01835	Syap.g_01908
OG0000452	Syas.g_01844	Syap.g_01904
OG0000453	Syas.g_01845	Syap.g_01903
OG0000454	Syas.g_01846	Syap.g_01902
OG0000455	Syas.g_01847	Syap.g_01901
OG0000456	Syas.g_01848	Syap.g_01900
OG0000457	Syas.g_01850	Syap.g_01896
OG0000458	Syas.g_01851	Syap.g_01895
OG0000459	Syas.g_01852	Syap.g_01894
OG0000460	Syas.g_02554	Syap.g_01159
OG0000461	Syas.g_01686	Syap.g_01575
OG0000462	Syas.g_01688	Syap.g_01578
OG0000463	Syas.g_01689	Syap.g_01579
OG0000464	Syas.g_01690	Syap.g_01580
OG0000465	Syas.g_01692	Syap.g_01582
OG0000466	Syas.g_01697	Syap.g_01587
OG0000467	Syas.g_01698	Syap.g_01588
OG0000468	Syas.g_01703	Syap.g_01593
OG0000469	Syas.g_01725	Syap.g_02352
OG0000470	Syas.g_01727	Syap.g_02349
OG0000471	Syas.g_01728	Syap.g_02348
OG0000472	Syas.g_01729	Syap.g_02347
OG0000473	Syas.g_01731	Syap.g_02343
OG0000474	Syas.g_01732	Syap.g_02342
OG0000475	Syas.g_01733	Syap.g_02341
OG0000476	Syas.g_01735	Syap.g_02339
OG0000477	Syas.g_01740	Syap.g_01367
OG0000478	Syas.g_01741	Syap.g_01366
OG0000479	Syas.g_01749	Syap.g_01364
OG0000480	Syas.g_01756	Syap.g_01357
OG0000482	Syas.g_01758	Syap.g_01355
OG0000483	Syas.g_01762	Syap.g_01344
OG0000484	Syas.g_01763	Syap.g_01350
OG0000485	Syas.g_01764	Syap.g_01349
OG0000487	Syas.g_01771	Syap.g_01635
OG0000488	Syas.g_01779	Syap.g_01639
OG0000489	Syas.g_01823	Syap.g_02482
OG0000490	Syas.g_01808	Syap.g_01673
OG0000491	Syas.g_01806	Syap.g_01670
OG0000492	Syas.g_01803	Syap.g_01668
OG0000493	Syas.g_01802	Syap.g_01667
OG0000494	Syas.g_01801	Syap.g_01666
OG0000495	Syas.g_01799	Syap.g_01665
OG0000496	Syas.g_01798	Syap.g_01663
OG0000497	Syas.g_01797	Syap.g_01662
OG0000498	Syas.g_01796	Syap.g_01661
OG0000499	Syas.g_01795	Syap.g_01660
OG0000500	Syas.g_01794	Syap.g_01659
OG0000501	Syas.g_01791	Syap.g_01656
OG0000502	Syas.g_02216	Syap.g_02066
OG0000503	Syas.g_01541	Syap.g_00569
OG0000504	Syas.g_01539	Syap.g_00567
OG0000505	Syas.g_01538	Syap.g_00566
OG0000506	Syas.g_01536	Syap.g_00564
OG0000507	Syas.g_01530	Syap.g_00558
OG0000508	Syas.g_01523	Syap.g_00554
OG0000509	Syas.g_01521	Syap.g_00551
OG0000510	Syas.g_01520	Syap.g_00550
OG0000511	Syas.g_01519	Syap.g_00548
OG0000512	Syas.g_01517	Syap.g_02145
OG0000513	Syas.g_01508	Syap.g_02048
OG0000514	Syas.g_01504	Syap.g_02051
OG0000515	Syas.g_01503	Syap.g_02052
OG0000516	Syas.g_01501	Syap.g_02054
OG0000517	Syas.g_01498	Syap.g_02057
OG0000519	Syas.g_02747	Syap.g_00457
OG0000520	Syas.g_02748	Syap.g_00456
OG0000521	Syas.g_01281	Syap.g_01997
OG0000522	Syas.g_01279	Syap.g_01995
OG0000523	Syas.g_01278	Syap.g_02507
OG0000524	Syas.g_01354	Syap.g_02135
OG0000525	Syas.g_01342	Syap.g_02159
OG0000526	Syas.g_01340	Syap.g_02157
OG0000527	Syas.g_01335	Syap.g_02758
OG0000528	Syas.g_01256	Syap.g_02261
OG0000529	Syas.g_01252	Syap.g_02254
OG0000530	Syas.g_01249	Syap.g_02252
OG0000531	Syas.g_01248	Syap.g_02251
OG0000532	Syas.g_01245	Syap.g_02247
OG0000533	Syas.g_01243	Syap.g_02244
OG0000534	Syas.g_01242	Syap.g_02243
OG0000535	Syas.g_01241	Syap.g_02242
OG0000536	Syas.g_01240	Syap.g_02241
OG0000537	Syas.g_01238	Syap.g_02240
OG0000538	Syas.g_01228	Syap.g_00271
OG0000539	Syas.g_01227	Syap.g_00270
OG0000540	Syas.g_01226	Syap.g_00269
OG0000541	Syas.g_01225	Syap.g_00268
OG0000542	Syas.g_01221	Syap.g_00264
OG0000543	Syas.g_01219	Syap.g_00261
OG0000544	Syas.g_01218	Syap.g_00260
OG0000545	Syas.g_01216	Syap.g_00259
OG0000546	Syas.g_01214	Syap.g_00256
OG0000547	Syas.g_01212	Syap.g_00254
OG0000548	Syas.g_01211	Syap.g_00253
OG0000549	Syas.g_00005	Syap.g_00758
OG0000550	Syas.g_00010	Syap.g_02747
OG0000551	Syas.g_00015	Syap.g_02739
OG0000552	Syas.g_00016	Syap.g_02738
OG0000553	Syas.g_00019	Syap.g_02735
OG0000554	Syas.g_00063	Syap.g_01450
OG0000555	Syas.g_00775	Syap.g_01941
OG0000556	Syas.g_00781	Syap.g_01933
OG0000557	Syas.g_00783	Syap.g_01931
OG0000558	Syas.g_00785	Syap.g_01147
OG0000560	Syas.g_00792	Syap.g_00305
OG0000561	Syas.g_00793	Syap.g_00304
OG0000562	Syas.g_00794	Syap.g_00302
OG0000563	Syas.g_00795	Syap.g_00301
OG0000564	Syas.g_00796	Syap.g_00300
OG0000565	Syas.g_00800	Syap.g_00296
OG0000566	Syas.g_00804	Syap.g_00291
OG0000567	Syas.g_00808	Syap.g_01297
OG0000568	Syas.g_00810	Syap.g_01302
OG0000569	Syas.g_00811	Syap.g_01303
OG0000570	Syas.g_00812	Syap.g_01304
OG0000571	Syas.g_00815	Syap.g_01307
OG0000573	Syas.g_00952	Syap.g_00765
OG0000574	Syas.g_00951	Syap.g_00759
OG0000575	Syas.g_00848	Syap.g_00445
OG0000576	Syas.g_00850	Syap.g_00450
OG0000577	Syas.g_00851	Syap.g_00451
OG0000578	Syas.g_00852	Syap.g_00452
OG0000579	Syas.g_00853	Syap.g_00453
OG0000580	Syas.g_00854	Syap.g_00454
OG0000581	Syas.g_00861	Syap.g_01521
OG0000582	Syas.g_00873	Syap.g_01533
