Orthogroup	Syae	Prau
OG0000135	Syae.g_01608	Prau.g_00386
OG0000136	Syae.g_00989	Prau.g_00482
OG0000137	Syae.g_02530	Prau.g_00516
OG0000138	Syae.g_02325	Prau.g_00536
OG0000139	Syae.g_02380	Prau.g_00577
OG0000140	Syae.g_02383	Prau.g_00578
OG0000141	Syae.g_00016	Prau.g_00645
OG0000142	Syae.g_00074	Prau.g_00675
OG0000143	Syae.g_00078	Prau.g_00679
OG0000144	Syae.g_00261	Prau.g_00692
OG0000145	Syae.g_02331	Prau.g_00816
OG0000146	Syae.g_00350	Prau.g_00819
OG0000147	Syae.g_00349	Prau.g_00820
OG0000148	Syae.g_00500	Prau.g_00870
OG0000149	Syae.g_00847	Prau.g_00900
OG0000150	Syae.g_00017	Prau.g_00909
OG0000151	Syae.g_00563	Prau.g_00966
OG0000152	Syae.g_00360	Prau.g_01015
OG0000153	Syae.g_00394	Prau.g_01034
OG0000154	Syae.g_00420	Prau.g_01063
OG0000155	Syae.g_00885	Prau.g_01226
OG0000156	Syae.g_00945	Prau.g_01359
OG0000157	Syae.g_00946	Prau.g_01360
OG0000158	Syae.g_01858	Prau.g_01436
OG0000160	Syae.g_02650	Prau.g_01532
OG0000161	Syae.g_02644	Prau.g_01538
OG0000162	Syae.g_02638	Prau.g_01544
OG0000163	Syae.g_01092	Prau.g_01578
OG0000164	Syae.g_01198	Prau.g_01756
OG0000165	Syae.g_01021	Prau.g_01763
OG0000166	Syae.g_02085	Prau.g_01833
OG0000167	Syae.g_01874	Prau.g_01899
OG0000168	Syae.g_01856	Prau.g_01909
OG0000169	Syae.g_01841	Prau.g_01919
OG0000170	Syae.g_01834	Prau.g_01921
OG0000171	Syae.g_01810	Prau.g_01940
OG0000172	Syae.g_01788	Prau.g_01949
OG0000173	Syae.g_01770	Prau.g_01964
OG0000174	Syae.g_01610	Prau.g_01991
OG0000175	Syae.g_01679	Prau.g_02001
OG0000176	Syae.g_01716	Prau.g_00004
OG0000177	Syae.g_01717	Prau.g_00005
OG0000178	Syae.g_01718	Prau.g_00006
OG0000179	Syae.g_01733	Prau.g_00016
OG0000180	Syae.g_01734	Prau.g_00017
OG0000181	Syae.g_01735	Prau.g_00018
OG0000182	Syae.g_01736	Prau.g_00019
OG0000183	Syae.g_01740	Prau.g_00023
OG0000184	Syae.g_01554	Prau.g_00054
OG0000185	Syae.g_01551	Prau.g_00057
OG0000186	Syae.g_01279	Prau.g_00066
OG0000187	Syae.g_01280	Prau.g_00067
OG0000188	Syae.g_01323	Prau.g_00083
OG0000189	Syae.g_01350	Prau.g_00097
OG0000190	Syae.g_01352	Prau.g_00098
OG0000191	Syae.g_01384	Prau.g_00118
OG0000192	Syae.g_01390	Prau.g_00122
OG0000193	Syae.g_01429	Prau.g_00147
OG0000194	Syae.g_01432	Prau.g_00150
OG0000195	Syae.g_01434	Prau.g_00152
OG0000196	Syae.g_01444	Prau.g_00162
OG0000197	Syae.g_01445	Prau.g_00163
OG0000198	Syae.g_01446	Prau.g_00164
OG0000199	Syae.g_01454	Prau.g_00171
OG0000200	Syae.g_01471	Prau.g_00185
OG0000201	Syae.g_01487	Prau.g_00193
OG0000202	Syae.g_01488	Prau.g_00194
OG0000203	Syae.g_01489	Prau.g_00195
OG0000204	Syae.g_01490	Prau.g_00196
OG0000205	Syae.g_01497	Prau.g_00203
OG0000206	Syae.g_01504	Prau.g_00208
OG0000207	Syae.g_01506	Prau.g_00210
OG0000208	Syae.g_01507	Prau.g_00211
OG0000209	Syae.g_01528	Prau.g_00220
OG0000210	Syae.g_01529	Prau.g_00221
OG0000212	Syae.g_02244	Prau.g_00241
OG0000213	Syae.g_02003	Prau.g_00259
OG0000214	Syae.g_01986	Prau.g_00269
OG0000215	Syae.g_01955	Prau.g_00294
OG0000216	Syae.g_01951	Prau.g_00296
OG0000217	Syae.g_01947	Prau.g_00299
OG0000218	Syae.g_01945	Prau.g_00301
OG0000219	Syae.g_01944	Prau.g_00302
OG0000220	Syae.g_01943	Prau.g_00303
OG0000221	Syae.g_01937	Prau.g_00304
OG0000222	Syae.g_01926	Prau.g_00312
OG0000223	Syae.g_01904	Prau.g_00325
OG0000224	Syae.g_01897	Prau.g_00327
OG0000225	Syae.g_02208	Prau.g_00348
OG0000226	Syae.g_02212	Prau.g_00352
OG0000227	Syae.g_02214	Prau.g_00354
OG0000228	Syae.g_02218	Prau.g_00357
OG0000229	Syae.g_00994	Prau.g_00477
OG0000230	Syae.g_00992	Prau.g_00479
OG0000231	Syae.g_00980	Prau.g_00490
OG0000232	Syae.g_02496	Prau.g_00499
OG0000233	Syae.g_02504	Prau.g_00505
OG0000234	Syae.g_02532	Prau.g_00517
OG0000235	Syae.g_02308	Prau.g_00520
OG0000236	Syae.g_02323	Prau.g_00534
OG0000237	Syae.g_02340	Prau.g_00547
OG0000238	Syae.g_02345	Prau.g_00553
OG0000239	Syae.g_02360	Prau.g_00565
OG0000240	Syae.g_02361	Prau.g_00566
OG0000241	Syae.g_00065	Prau.g_00570
OG0000242	Syae.g_02372	Prau.g_00572
OG0000243	Syae.g_02391	Prau.g_00583
OG0000244	Syae.g_02399	Prau.g_00586
OG0000245	Syae.g_02401	Prau.g_00588
OG0000246	Syae.g_02405	Prau.g_00592
OG0000247	Syae.g_02416	Prau.g_00602
OG0000248	Syae.g_02419	Prau.g_00604
OG0000249	Syae.g_02421	Prau.g_00606
OG0000250	Syae.g_02431	Prau.g_00611
OG0000251	Syae.g_02455	Prau.g_00629
OG0000252	Syae.g_02458	Prau.g_00632
OG0000253	Syae.g_02459	Prau.g_00633
OG0000254	Syae.g_00021	Prau.g_00649
OG0000255	Syae.g_00041	Prau.g_00655
OG0000256	Syae.g_00058	Prau.g_00667
OG0000257	Syae.g_00064	Prau.g_00670
OG0000258	Syae.g_00083	Prau.g_00683
OG0000259	Syae.g_00608	Prau.g_00700
OG0000260	Syae.g_00603	Prau.g_00703
OG0000261	Syae.g_00600	Prau.g_00705
OG0000262	Syae.g_00595	Prau.g_00709
OG0000263	Syae.g_00671	Prau.g_00721
OG0000264	Syae.g_00761	Prau.g_00731
OG0000265	Syae.g_00932, Syae.g_00226	Prau.g_00755
OG0000266	Syae.g_00457	Prau.g_00765
OG0000267	Syae.g_00304	Prau.g_00776
OG0000268	Syae.g_00308	Prau.g_00777
OG0000269	Syae.g_00526	Prau.g_00849
OG0000270	Syae.g_00523	Prau.g_00852
OG0000271	Syae.g_00515	Prau.g_00860
OG0000272	Syae.g_00514	Prau.g_00861
OG0000273	Syae.g_00825	Prau.g_00884
OG0000274	Syae.g_00826	Prau.g_00885
OG0000275	Syae.g_00832	Prau.g_00887
OG0000276	Syae.g_00839	Prau.g_00892
OG0000277	Syae.g_00840	Prau.g_00893
OG0000278	Syae.g_00843	Prau.g_00896
OG0000279	Syae.g_00851	Prau.g_00904
OG0000280	Syae.g_00877	Prau.g_00905
OG0000281	Syae.g_02057	Prau.g_00910
OG0000282	Syae.g_00573	Prau.g_00958
OG0000283	Syae.g_00321	Prau.g_00992
OG0000284	Syae.g_00327	Prau.g_00997
OG0000285	Syae.g_00340	Prau.g_01002
OG0000286	Syae.g_00359	Prau.g_01014
OG0000288	Syae.g_00419	Prau.g_01062
OG0000289	Syae.g_00433	Prau.g_01073
OG0000290	Syae.g_00796	Prau.g_01086
OG0000291	Syae.g_00794	Prau.g_01088
OG0000292	Syae.g_01705	Prau.g_01136
OG0000293	Syae.g_00938	Prau.g_01198
OG0000294	Syae.g_00937	Prau.g_01199
OG0000295	Syae.g_00893	Prau.g_01218
OG0000296	Syae.g_00891	Prau.g_01220
OG0000297	Syae.g_00645	Prau.g_01228
OG0000298	Syae.g_00646	Prau.g_01229
OG0000299	Syae.g_00680	Prau.g_01246
OG0000300	Syae.g_00686	Prau.g_01249
OG0000301	Syae.g_00687	Prau.g_01250
OG0000302	Syae.g_00691	Prau.g_01252
OG0000303	Syae.g_00700	Prau.g_01259
OG0000304	Syae.g_00706	Prau.g_01263
OG0000305	Syae.g_00791	Prau.g_01401
OG0000306	Syae.g_00277	Prau.g_01404
OG0000307	Syae.g_02290	Prau.g_01418
OG0000308	Syae.g_02288	Prau.g_01419
OG0000309	Syae.g_02283	Prau.g_01423
OG0000310	Syae.g_02687	Prau.g_01513
OG0000311	Syae.g_02682	Prau.g_01515
OG0000312	Syae.g_02664	Prau.g_01518
OG0000313	Syae.g_02647	Prau.g_01535
OG0000314	Syae.g_02618	Prau.g_01558
OG0000315	Syae.g_02609	Prau.g_01568
OG0000316	Syae.g_01118	Prau.g_01588
OG0000317	Syae.g_01160	Prau.g_01730
OG0000318	Syae.g_01164	Prau.g_01733
OG0000319	Syae.g_01181	Prau.g_01746
OG0000320	Syae.g_01183	Prau.g_01748
OG0000321	Syae.g_01184	Prau.g_01749
OG0000322	Syae.g_01185	Prau.g_01750
OG0000323	Syae.g_01200	Prau.g_01759
OG0000324	Syae.g_01049	Prau.g_01785
OG0000325	Syae.g_02033	Prau.g_01795
OG0000326	Syae.g_02040	Prau.g_01801
OG0000327	Syae.g_02080	Prau.g_01828
OG0000328	Syae.g_02081	Prau.g_01829
OG0000329	Syae.g_02099	Prau.g_01846
OG0000330	Syae.g_02100	Prau.g_01847
OG0000331	Syae.g_02101	Prau.g_01848
OG0000332	Syae.g_02116	Prau.g_01862
OG0000333	Syae.g_02119	Prau.g_01864
OG0000334	Syae.g_02128	Prau.g_01872
OG0000335	Syae.g_02132	Prau.g_01877
OG0000336	Syae.g_02136	Prau.g_01881
OG0000337	Syae.g_01879	Prau.g_01897
OG0000338	Syae.g_01876	Prau.g_01898
OG0000339	Syae.g_01869	Prau.g_01902
OG0000340	Syae.g_01855	Prau.g_01910
OG0000341	Syae.g_01853	Prau.g_01912
OG0000342	Syae.g_01852	Prau.g_01913
OG0000343	Syae.g_01848	Prau.g_01914
OG0000344	Syae.g_01843	Prau.g_01917
OG0000345	Syae.g_01833	Prau.g_01922
OG0000346	Syae.g_01828	Prau.g_01926
OG0000347	Syae.g_01805	Prau.g_01942
OG0000348	Syae.g_01781	Prau.g_01952
OG0000349	Syae.g_01763	Prau.g_01969
OG0000350	Syae.g_02047	Prau.g_01987, Prau.g_01297
OG0000351	Syae.g_01684	Prau.g_02004
OG0000352	Syae.g_01685	Prau.g_02005
OG0000353	Syae.g_01711	Prau.g_02021
OG0000355	Syae.g_01713	Prau.g_00001
OG0000356	Syae.g_01714	Prau.g_00002
OG0000357	Syae.g_01715	Prau.g_00003
OG0000358	Syae.g_01719	Prau.g_00007
OG0000359	Syae.g_01721	Prau.g_00008
OG0000360	Syae.g_01722	Prau.g_00009
OG0000361	Syae.g_01723	Prau.g_00010
OG0000362	Syae.g_01725	Prau.g_00012
OG0000363	Syae.g_01727	Prau.g_00014
OG0000364	Syae.g_01728	Prau.g_00015
OG0000365	Syae.g_01737	Prau.g_00020
OG0000366	Syae.g_01738	Prau.g_00021
OG0000367	Syae.g_01739	Prau.g_00022
OG0000368	Syae.g_01741	Prau.g_00024
OG0000369	Syae.g_01742	Prau.g_00025
OG0000370	Syae.g_01743	Prau.g_00026
OG0000371	Syae.g_01751	Prau.g_00031
OG0000372	Syae.g_01756	Prau.g_00034
OG0000373	Syae.g_01757	Prau.g_00035
OG0000374	Syae.g_01758	Prau.g_00036
OG0000375	Syae.g_01759	Prau.g_00047
OG0000376	Syae.g_01761	Prau.g_00049
OG0000377	Syae.g_01561	Prau.g_00053
OG0000378	Syae.g_01553	Prau.g_00055
OG0000379	Syae.g_01550	Prau.g_00058
OG0000380	Syae.g_01281	Prau.g_00068
OG0000381	Syae.g_01285	Prau.g_00072
OG0000382	Syae.g_01322	Prau.g_00082
OG0000383	Syae.g_01324	Prau.g_00084
OG0000384	Syae.g_01325	Prau.g_00085
OG0000385	Syae.g_01326	Prau.g_00086
OG0000386	Syae.g_01327	Prau.g_00087
OG0000387	Syae.g_01354	Prau.g_00100
OG0000388	Syae.g_01358	Prau.g_00103
OG0000389	Syae.g_01362	Prau.g_00107
OG0000390	Syae.g_01378	Prau.g_00114
OG0000391	Syae.g_01383	Prau.g_00117
OG0000392	Syae.g_01389	Prau.g_00121
OG0000393	Syae.g_01392	Prau.g_00123
OG0000394	Syae.g_01393	Prau.g_00124
OG0000395	Syae.g_01394	Prau.g_00125
OG0000396	Syae.g_01397	Prau.g_00128
OG0000397	Syae.g_01400	Prau.g_00130
OG0000398	Syae.g_01405	Prau.g_00132
OG0000399	Syae.g_01406	Prau.g_00133
OG0000400	Syae.g_01407	Prau.g_00134
OG0000401	Syae.g_01408	Prau.g_00135
OG0000402	Syae.g_01410	Prau.g_00137
OG0000403	Syae.g_01411	Prau.g_00138
OG0000404	Syae.g_01412	Prau.g_00139
OG0000405	Syae.g_01426	Prau.g_00143
OG0000406	Syae.g_01430	Prau.g_00148
OG0000407	Syae.g_01431	Prau.g_00149
OG0000408	Syae.g_01433	Prau.g_00151
OG0000409	Syae.g_01435	Prau.g_00153
OG0000410	Syae.g_01436	Prau.g_00154
OG0000411	Syae.g_01437	Prau.g_00155
OG0000412	Syae.g_01438	Prau.g_00156
OG0000413	Syae.g_01440	Prau.g_00157
OG0000415	Syae.g_01441	Prau.g_00159
OG0000416	Syae.g_01442	Prau.g_00160
OG0000417	Syae.g_01443	Prau.g_00161
OG0000418	Syae.g_01448	Prau.g_00166
OG0000419	Syae.g_01450	Prau.g_00168
OG0000420	Syae.g_01452	Prau.g_00169
OG0000421	Syae.g_01457	Prau.g_00174
OG0000422	Syae.g_01458	Prau.g_00175
OG0000423	Syae.g_01459	Prau.g_00176
OG0000424	Syae.g_01460	Prau.g_00177
OG0000425	Syae.g_01461	Prau.g_00178
OG0000426	Syae.g_01462	Prau.g_00179
OG0000427	Syae.g_01463	Prau.g_00180
OG0000428	Syae.g_01466	Prau.g_00182
OG0000429	Syae.g_01468	Prau.g_00183
OG0000430	Syae.g_01470	Prau.g_00184
OG0000431	Syae.g_01473	Prau.g_00186
OG0000432	Syae.g_01481	Prau.g_00189
OG0000433	Syae.g_01484	Prau.g_00190
OG0000434	Syae.g_01485	Prau.g_00191
OG0000435	Syae.g_01486	Prau.g_00192
OG0000436	Syae.g_01491	Prau.g_00197
OG0000437	Syae.g_01492	Prau.g_00198
OG0000438	Syae.g_01493	Prau.g_00199
OG0000439	Syae.g_01495	Prau.g_00201
OG0000440	Syae.g_01496	Prau.g_00202
OG0000441	Syae.g_01501	Prau.g_00205
OG0000442	Syae.g_01502	Prau.g_00206
OG0000443	Syae.g_01503	Prau.g_00207
OG0000444	Syae.g_01509	Prau.g_00212
OG0000445	Syae.g_01510	Prau.g_00213
OG0000446	Syae.g_01512	Prau.g_00214
OG0000447	Syae.g_01517	Prau.g_00215
OG0000448	Syae.g_01518	Prau.g_00216
OG0000449	Syae.g_01519	Prau.g_00217
OG0000450	Syae.g_01525	Prau.g_00218
OG0000451	Syae.g_01526	Prau.g_00219
OG0000452	Syae.g_01530	Prau.g_00222
OG0000453	Syae.g_01531	Prau.g_00223
OG0000454	Syae.g_01532	Prau.g_00224
OG0000455	Syae.g_01533	Prau.g_00225
OG0000456	Syae.g_01534	Prau.g_00226
OG0000457	Syae.g_01536	Prau.g_00227
OG0000458	Syae.g_01538	Prau.g_00228
OG0000459	Syae.g_01539	Prau.g_00229
OG0000460	Syae.g_02236	Prau.g_00236
OG0000461	Syae.g_02024	Prau.g_00244
OG0000462	Syae.g_02021	Prau.g_00246
OG0000463	Syae.g_02020	Prau.g_00247
OG0000464	Syae.g_02019	Prau.g_00248
OG0000465	Syae.g_02018	Prau.g_00249
OG0000466	Syae.g_02014	Prau.g_00252
OG0000467	Syae.g_02012	Prau.g_00253
OG0000468	Syae.g_02007	Prau.g_00255
OG0000469	Syae.g_01992	Prau.g_00264
OG0000470	Syae.g_01990	Prau.g_00266
OG0000471	Syae.g_01989	Prau.g_00267
OG0000472	Syae.g_01987	Prau.g_00268
OG0000473	Syae.g_01985	Prau.g_00270
OG0000474	Syae.g_01984	Prau.g_00271
OG0000475	Syae.g_01983	Prau.g_00272
OG0000476	Syae.g_01981	Prau.g_00273
OG0000477	Syae.g_01975	Prau.g_00277
OG0000478	Syae.g_01974	Prau.g_00278
OG0000479	Syae.g_01973	Prau.g_00279
OG0000480	Syae.g_01966	Prau.g_00284
OG0000481	Syae.g_01964	Prau.g_00286
OG0000482	Syae.g_01963	Prau.g_00287
OG0000483	Syae.g_01959	Prau.g_00290
OG0000484	Syae.g_01958	Prau.g_00291
OG0000485	Syae.g_01957	Prau.g_00292
OG0000486	Syae.g_01956	Prau.g_00293
OG0000487	Syae.g_01950	Prau.g_00297
OG0000488	Syae.g_01946	Prau.g_00300
OG0000489	Syae.g_01936	Prau.g_00305
OG0000490	Syae.g_01928	Prau.g_00310
OG0000491	Syae.g_01927	Prau.g_00311
OG0000492	Syae.g_01925	Prau.g_00313
OG0000493	Syae.g_01924	Prau.g_00314
OG0000494	Syae.g_01923	Prau.g_00315
OG0000495	Syae.g_01922	Prau.g_00316
OG0000496	Syae.g_01921	Prau.g_00317
OG0000497	Syae.g_01920	Prau.g_00318
OG0000498	Syae.g_01919	Prau.g_00319
OG0000499	Syae.g_01918	Prau.g_00320
OG0000500	Syae.g_01917	Prau.g_00321
OG0000501	Syae.g_01914	Prau.g_00323
OG0000502	Syae.g_01902	Prau.g_00326
OG0000503	Syae.g_02192	Prau.g_00336
OG0000504	Syae.g_02194	Prau.g_00337
OG0000505	Syae.g_02195	Prau.g_00338
OG0000506	Syae.g_02197	Prau.g_00340
OG0000507	Syae.g_02203	Prau.g_00343
OG0000508	Syae.g_02207	Prau.g_00347
OG0000509	Syae.g_02209	Prau.g_00349
OG0000510	Syae.g_02210	Prau.g_00350
OG0000511	Syae.g_02211	Prau.g_00351
OG0000512	Syae.g_02213	Prau.g_00353
OG0000513	Syae.g_02223	Prau.g_00360
OG0000514	Syae.g_02229	Prau.g_00472
OG0000515	Syae.g_02230	Prau.g_00473
OG0000516	Syae.g_01000	Prau.g_00474
OG0000517	Syae.g_00995	Prau.g_00476
OG0000518	Syae.g_00983	Prau.g_00487
OG0000519	Syae.g_00982	Prau.g_00488
OG0000520	Syae.g_00981	Prau.g_00489
OG0000521	Syae.g_02491	Prau.g_00494
OG0000522	Syae.g_02493	Prau.g_00496
OG0000523	Syae.g_02494	Prau.g_00497
OG0000524	Syae.g_02501	Prau.g_00503
OG0000525	Syae.g_02520	Prau.g_00506
OG0000526	Syae.g_02523	Prau.g_00507
OG0000527	Syae.g_02528	Prau.g_00514
OG0000528	Syae.g_02304	Prau.g_00519
OG0000529	Syae.g_02310	Prau.g_00522
OG0000530	Syae.g_02313	Prau.g_00525
OG0000531	Syae.g_02314	Prau.g_00526
OG0000532	Syae.g_02317	Prau.g_00528
OG0000533	Syae.g_02318	Prau.g_00529
OG0000534	Syae.g_02319	Prau.g_00530
OG0000535	Syae.g_02320	Prau.g_00531
OG0000536	Syae.g_02321	Prau.g_00532
OG0000537	Syae.g_02322	Prau.g_00533
OG0000538	Syae.g_02333	Prau.g_00541
OG0000539	Syae.g_02334	Prau.g_00542
OG0000540	Syae.g_02335	Prau.g_00543
OG0000541	Syae.g_02336	Prau.g_00544
OG0000542	Syae.g_02339	Prau.g_00546
OG0000543	Syae.g_02341	Prau.g_00548
OG0000544	Syae.g_02342	Prau.g_00549
OG0000545	Syae.g_02344	Prau.g_00551
OG0000546	Syae.g_02346	Prau.g_00554
OG0000547	Syae.g_02348	Prau.g_00556
OG0000548	Syae.g_02349	Prau.g_00557
OG0000549	Syae.g_02354	Prau.g_00559
OG0000550	Syae.g_02358	Prau.g_00564
OG0000551	Syae.g_02363	Prau.g_00567
OG0000552	Syae.g_02364	Prau.g_00568
OG0000553	Syae.g_02366	Prau.g_00569
OG0000554	Syae.g_02375	Prau.g_00574
OG0000555	Syae.g_02390	Prau.g_00582
OG0000556	Syae.g_02394	Prau.g_00584
OG0000557	Syae.g_02398	Prau.g_00585
OG0000558	Syae.g_02400	Prau.g_00587
OG0000559	Syae.g_02404	Prau.g_00591
OG0000560	Syae.g_02407	Prau.g_00594
OG0000561	Syae.g_02408	Prau.g_00595
OG0000562	Syae.g_02409	Prau.g_00596
OG0000563	Syae.g_02410	Prau.g_00597
OG0000564	Syae.g_02411	Prau.g_00598
OG0000565	Syae.g_02414	Prau.g_00601
OG0000566	Syae.g_02418	Prau.g_00603
OG0000567	Syae.g_02422	Prau.g_00607
OG0000568	Syae.g_02427	Prau.g_00608
OG0000569	Syae.g_02428	Prau.g_00609
OG0000570	Syae.g_02429	Prau.g_00610
OG0000571	Syae.g_02433	Prau.g_00612
OG0000572	Syae.g_02448	Prau.g_00625
OG0000573	Syae.g_02456	Prau.g_00630
OG0000574	Syae.g_02457	Prau.g_00631
OG0000575	Syae.g_02461	Prau.g_00635
OG0000576	Syae.g_02463	Prau.g_00637
OG0000577	Syae.g_02464	Prau.g_00638
OG0000578	Syae.g_02465	Prau.g_00639
OG0000579	Syae.g_02466	Prau.g_00640
OG0000580	Syae.g_02467	Prau.g_00641
OG0000581	Syae.g_02473	Prau.g_00643
OG0000582	Syae.g_00018	Prau.g_00646
OG0000583	Syae.g_00019	Prau.g_00647
OG0000584	Syae.g_00020	Prau.g_00648
OG0000585	Syae.g_00022	Prau.g_00650
OG0000586	Syae.g_00023	Prau.g_00651
OG0000587	Syae.g_00025	Prau.g_00652
OG0000588	Syae.g_00043	Prau.g_00656
