Orthogroup	Syae	Syac
OG0000356	Syae.g_01714	Syac.g_00002
OG0000357	Syae.g_01715	Syac.g_00003
OG0000358	Syae.g_01719	Syac.g_00007
OG0000359	Syae.g_01721	Syac.g_00009
OG0000360	Syae.g_01722	Syac.g_00010
OG0000361	Syae.g_01723	Syac.g_00011
OG0000362	Syae.g_01725	Syac.g_00013
OG0000363	Syae.g_01727	Syac.g_00015
OG0000364	Syae.g_01728	Syac.g_00016
OG0000365	Syae.g_01737	Syac.g_00023
OG0000366	Syae.g_01738	Syac.g_00024
OG0000367	Syae.g_01739	Syac.g_00025
OG0000368	Syae.g_01741	Syac.g_00027
OG0000369	Syae.g_01742	Syac.g_00028
OG0000370	Syae.g_01743	Syac.g_00029
OG0000371	Syae.g_01751	Syac.g_00036
OG0000372	Syae.g_01756	Syac.g_00041
OG0000373	Syae.g_01757	Syac.g_00042
OG0000374	Syae.g_01758	Syac.g_00043
OG0000375	Syae.g_01759	Syac.g_00046
OG0000376	Syae.g_01761	Syac.g_00048
OG0000377	Syae.g_01561	Syac.g_02346
OG0000378	Syae.g_01553	Syac.g_02338
OG0000379	Syae.g_01550	Syac.g_02335
OG0000380	Syae.g_01281	Syac.g_00452
OG0000381	Syae.g_01285	Syac.g_00449
OG0000382	Syae.g_01322	Syac.g_00434
OG0000383	Syae.g_01324	Syac.g_00432
OG0000384	Syae.g_01325	Syac.g_00431
OG0000385	Syae.g_01326	Syac.g_00430
OG0000386	Syae.g_01327	Syac.g_00429
OG0000387	Syae.g_01354	Syac.g_00404
OG0000388	Syae.g_01358	Syac.g_00401
OG0000389	Syae.g_01362	Syac.g_00397
OG0000390	Syae.g_01378	Syac.g_00379
OG0000391	Syae.g_01383	Syac.g_00374
OG0000392	Syae.g_01389	Syac.g_00369
OG0000393	Syae.g_01392	Syac.g_00366
OG0000394	Syae.g_01393	Syac.g_00365
OG0000395	Syae.g_01394	Syac.g_00364
OG0000396	Syae.g_01397	Syac.g_00361
OG0000397	Syae.g_01400	Syac.g_00359
OG0000398	Syae.g_01405	Syac.g_00354
OG0000399	Syae.g_01406	Syac.g_00353
OG0000400	Syae.g_01407	Syac.g_00352
OG0000401	Syae.g_01408	Syac.g_00351
OG0000402	Syae.g_01410	Syac.g_00348
OG0000403	Syae.g_01411	Syac.g_00347
OG0000404	Syae.g_01412	Syac.g_00345
OG0000405	Syae.g_01426	Syac.g_00332
OG0000406	Syae.g_01430	Syac.g_00328
OG0000407	Syae.g_01431	Syac.g_00327
OG0000408	Syae.g_01433	Syac.g_00325
OG0000409	Syae.g_01435	Syac.g_00323
OG0000410	Syae.g_01436	Syac.g_00322
OG0000411	Syae.g_01437	Syac.g_00321
OG0000412	Syae.g_01438	Syac.g_00320
OG0000413	Syae.g_01440	Syac.g_00318
OG0000415	Syae.g_01441	Syac.g_00316
OG0000416	Syae.g_01442	Syac.g_00315
OG0000417	Syae.g_01443	Syac.g_00314
OG0000418	Syae.g_01448	Syac.g_00309
OG0000419	Syae.g_01450	Syac.g_00307
OG0000420	Syae.g_01452	Syac.g_00305
OG0000421	Syae.g_01457	Syac.g_00300
OG0000422	Syae.g_01458	Syac.g_00299
OG0000423	Syae.g_01459	Syac.g_00298
OG0000424	Syae.g_01460	Syac.g_00297
OG0000425	Syae.g_01461	Syac.g_00296
OG0000426	Syae.g_01462	Syac.g_00295
OG0000427	Syae.g_01463	Syac.g_00294
OG0000428	Syae.g_01466	Syac.g_02257
OG0000429	Syae.g_01468	Syac.g_02259
OG0000430	Syae.g_01470	Syac.g_02260
OG0000431	Syae.g_01473	Syac.g_02264
OG0000432	Syae.g_01481	Syac.g_02270
OG0000433	Syae.g_01484	Syac.g_02272
OG0000434	Syae.g_01485	Syac.g_02273
OG0000435	Syae.g_01486	Syac.g_02277
OG0000436	Syae.g_01491	Syac.g_02282
OG0000437	Syae.g_01492	Syac.g_02283
OG0000438	Syae.g_01493	Syac.g_02284
OG0000439	Syae.g_01495	Syac.g_02286
OG0000440	Syae.g_01496	Syac.g_02287
OG0000441	Syae.g_01501	Syac.g_02294
OG0000442	Syae.g_01502	Syac.g_02295
OG0000443	Syae.g_01503	Syac.g_02296
OG0000444	Syae.g_01509	Syac.g_02303
OG0000445	Syae.g_01510	Syac.g_02304
OG0000446	Syae.g_01512	Syac.g_02305
OG0000447	Syae.g_01517	Syac.g_02308
OG0000448	Syae.g_01518	Syac.g_02309
OG0000449	Syae.g_01519	Syac.g_02310
OG0000450	Syae.g_01525	Syac.g_02313
OG0000451	Syae.g_01526	Syac.g_02314
OG0000452	Syae.g_01530	Syac.g_02318
OG0000453	Syae.g_01531	Syac.g_02319
OG0000454	Syae.g_01532	Syac.g_02320
OG0000455	Syae.g_01533	Syac.g_02321
OG0000456	Syae.g_01534	Syac.g_02322
OG0000457	Syae.g_01536	Syac.g_02324
OG0000458	Syae.g_01538	Syac.g_02325
OG0000459	Syae.g_01539	Syac.g_02326
OG0000460	Syae.g_02236	Syac.g_01970
OG0000461	Syae.g_02024	Syac.g_02198
OG0000462	Syae.g_02021	Syac.g_02201
OG0000463	Syae.g_02020	Syac.g_02202
OG0000464	Syae.g_02019	Syac.g_02203
OG0000465	Syae.g_02018	Syac.g_02204
OG0000466	Syae.g_02014	Syac.g_02208
OG0000467	Syae.g_02012	Syac.g_02210
OG0000468	Syae.g_02007	Syac.g_02216
OG0000469	Syae.g_01992	Syac.g_02230
OG0000470	Syae.g_01990	Syac.g_02232
OG0000471	Syae.g_01989	Syac.g_02233
OG0000472	Syae.g_01987	Syac.g_02235
OG0000473	Syae.g_01985	Syac.g_02237
OG0000474	Syae.g_01984	Syac.g_02238
OG0000475	Syae.g_01983	Syac.g_02239
OG0000476	Syae.g_01981	Syac.g_02241
OG0000477	Syae.g_01975	Syac.g_02247
OG0000478	Syae.g_01974	Syac.g_02248
OG0000479	Syae.g_01973	Syac.g_02249
OG0000480	Syae.g_01966	Syac.g_00293
OG0000481	Syae.g_01964	Syac.g_00291
OG0000482	Syae.g_01963	Syac.g_00290
OG0000483	Syae.g_01959	Syac.g_00286
OG0000484	Syae.g_01958	Syac.g_00285
OG0000485	Syae.g_01957	Syac.g_00284
OG0000486	Syae.g_01956	Syac.g_00283
OG0000487	Syae.g_01950	Syac.g_00276
OG0000488	Syae.g_01946	Syac.g_00272
OG0000489	Syae.g_01936	Syac.g_00260
OG0000490	Syae.g_01928	Syac.g_00249
OG0000491	Syae.g_01927	Syac.g_00248
OG0000492	Syae.g_01925	Syac.g_00246
OG0000493	Syae.g_01924	Syac.g_00245
OG0000494	Syae.g_01923	Syac.g_00244
OG0000495	Syae.g_01922	Syac.g_00243
OG0000496	Syae.g_01921	Syac.g_00242
OG0000497	Syae.g_01920	Syac.g_00241
OG0000498	Syae.g_01919	Syac.g_00240
OG0000499	Syae.g_01918	Syac.g_00239
OG0000500	Syae.g_01917	Syac.g_00238
OG0000501	Syae.g_01914	Syac.g_00235
OG0000502	Syae.g_01902	Syac.g_00223
OG0000503	Syae.g_02192	Syac.g_02020
OG0000504	Syae.g_02194	Syac.g_02018
OG0000505	Syae.g_02195	Syac.g_02017
OG0000506	Syae.g_02197	Syac.g_02015
OG0000507	Syae.g_02203	Syac.g_02009
OG0000508	Syae.g_02207	Syac.g_02005
OG0000509	Syae.g_02209	Syac.g_02003
OG0000510	Syae.g_02210	Syac.g_02002
OG0000511	Syae.g_02211	Syac.g_02001
OG0000512	Syae.g_02213	Syac.g_01999
OG0000513	Syae.g_02223	Syac.g_01984
OG0000514	Syae.g_02229	Syac.g_01977
OG0000515	Syae.g_02230	Syac.g_01976
OG0000516	Syae.g_01000	Syac.g_00697
OG0000517	Syae.g_00995	Syac.g_00691
OG0000518	Syae.g_00983	Syac.g_00707
OG0000519	Syae.g_00982	Syac.g_00708
OG0000520	Syae.g_00981	Syac.g_00709
OG0000521	Syae.g_02491	Syac.g_01721
OG0000522	Syae.g_02493	Syac.g_01719
OG0000523	Syae.g_02494	Syac.g_01718
OG0000524	Syae.g_02501	Syac.g_01716
OG0000525	Syae.g_02520	Syac.g_01709
OG0000526	Syae.g_02523	Syac.g_01706
OG0000527	Syae.g_02528	Syac.g_01702
OG0000528	Syae.g_02304	Syac.g_01911
OG0000529	Syae.g_02310	Syac.g_01903
OG0000530	Syae.g_02313	Syac.g_01900
OG0000531	Syae.g_02314	Syac.g_01899
OG0000532	Syae.g_02317	Syac.g_01896
OG0000533	Syae.g_02318	Syac.g_01895
OG0000534	Syae.g_02319	Syac.g_01894
OG0000535	Syae.g_02320	Syac.g_01893
OG0000536	Syae.g_02321	Syac.g_01892
OG0000537	Syae.g_02322	Syac.g_01891
OG0000538	Syae.g_02333	Syac.g_01880
OG0000539	Syae.g_02334	Syac.g_01879
OG0000540	Syae.g_02335	Syac.g_01878
OG0000541	Syae.g_02336	Syac.g_01877
OG0000542	Syae.g_02339	Syac.g_01874
OG0000543	Syae.g_02341	Syac.g_01872
OG0000544	Syae.g_02342	Syac.g_01871
OG0000545	Syae.g_02344	Syac.g_01869
OG0000546	Syae.g_02346	Syac.g_01867
OG0000547	Syae.g_02348	Syac.g_01865
OG0000548	Syae.g_02349	Syac.g_01864
OG0000549	Syae.g_02354	Syac.g_01858
OG0000550	Syae.g_02358	Syac.g_01854
OG0000551	Syae.g_02363	Syac.g_01849
OG0000552	Syae.g_02364	Syac.g_01848
OG0000553	Syae.g_02366	Syac.g_01846
OG0000554	Syae.g_02375	Syac.g_01835
OG0000555	Syae.g_02390	Syac.g_01822
OG0000556	Syae.g_02394	Syac.g_01817
OG0000557	Syae.g_02398	Syac.g_01815
OG0000558	Syae.g_02400	Syac.g_01813
OG0000559	Syae.g_02404	Syac.g_01808
OG0000560	Syae.g_02407	Syac.g_01805
OG0000561	Syae.g_02408	Syac.g_01804
OG0000562	Syae.g_02409	Syac.g_01803
OG0000563	Syae.g_02410	Syac.g_01802
OG0000564	Syae.g_02411	Syac.g_01801
OG0000565	Syae.g_02414	Syac.g_01797
OG0000566	Syae.g_02418	Syac.g_01793
OG0000567	Syae.g_02422	Syac.g_01789
OG0000568	Syae.g_02427	Syac.g_01786
OG0000569	Syae.g_02428	Syac.g_01785
OG0000570	Syae.g_02429	Syac.g_01784
