Orthogroup	Syae	Prbf
OG0000128	Syae.g_01724	Prbf.g_00382
OG0000129	Syae.g_01562	Prbf.g_01367
OG0000130	Syae.g_01284	Prbf.g_01396
OG0000131	Syae.g_01428	Prbf.g_01478
OG0000132	Syae.g_01447	Prbf.g_01498
OG0000133	Syae.g_00356	Prbf.g_01661
OG0000134	Syae.g_02222	Prbf.g_01703
OG0000135	Syae.g_01608	Prbf.g_00044
OG0000136	Syae.g_00989	Prbf.g_01725
OG0000137	Syae.g_02530	Prbf.g_01758
OG0000138	Syae.g_02325	Prbf.g_01778
OG0000139	Syae.g_02380	Prbf.g_01818
OG0000140	Syae.g_02383	Prbf.g_01819
OG0000141	Syae.g_00016	Prbf.g_01890
OG0000142	Syae.g_00074	Prbf.g_00982
OG0000143	Syae.g_00078	Prbf.g_00986
OG0000144	Syae.g_00261	Prbf.g_01000
OG0000145	Syae.g_02331	Prbf.g_00042
OG0000146	Syae.g_00350	Prbf.g_01928
OG0000147	Syae.g_00349	Prbf.g_01927
OG0000148	Syae.g_00500	Prbf.g_01228
OG0000149	Syae.g_00847	Prbf.g_01196
OG0000150	Syae.g_00017	Prbf.g_01186
OG0000151	Syae.g_00563	Prbf.g_01310
OG0000152	Syae.g_00360	Prbf.g_01117
OG0000153	Syae.g_00394	Prbf.g_01098
OG0000154	Syae.g_00420	Prbf.g_01078
OG0000155	Syae.g_00885	Prbf.g_00939
OG0000156	Syae.g_00945	Prbf.g_00037
OG0000157	Syae.g_00946	Prbf.g_00036
OG0000158	Syae.g_01858	Prbf.g_00514
OG0000160	Syae.g_02650	Prbf.g_00158
OG0000161	Syae.g_02644	Prbf.g_00164
OG0000162	Syae.g_02638	Prbf.g_00170
OG0000163	Syae.g_01092	Prbf.g_00209
OG0000164	Syae.g_01198	Prbf.g_00669
OG0000165	Syae.g_01021	Prbf.g_00662
OG0000166	Syae.g_02085	Prbf.g_00595
OG0000167	Syae.g_01874	Prbf.g_00524
OG0000168	Syae.g_01856	Prbf.g_00513
OG0000169	Syae.g_01841	Prbf.g_00503
OG0000170	Syae.g_01834	Prbf.g_00500
OG0000171	Syae.g_01810	Prbf.g_00479
OG0000172	Syae.g_01788	Prbf.g_00472
OG0000173	Syae.g_01770	Prbf.g_00457
OG0000174	Syae.g_01610	Prbf.g_00428
OG0000175	Syae.g_01679	Prbf.g_00415
OG0000176	Syae.g_01716	Prbf.g_00389
OG0000177	Syae.g_01717	Prbf.g_00388
OG0000178	Syae.g_01718	Prbf.g_00387
OG0000179	Syae.g_01733	Prbf.g_01338
OG0000180	Syae.g_01734	Prbf.g_01339
OG0000181	Syae.g_01735	Prbf.g_01340
OG0000182	Syae.g_01736	Prbf.g_01341
OG0000183	Syae.g_01740	Prbf.g_01345
OG0000184	Syae.g_01554	Prbf.g_01371
OG0000185	Syae.g_01551	Prbf.g_01374
OG0000186	Syae.g_01279	Prbf.g_01390
OG0000187	Syae.g_01280	Prbf.g_01391
OG0000188	Syae.g_01323	Prbf.g_01408
OG0000189	Syae.g_01350	Prbf.g_01422
OG0000190	Syae.g_01352	Prbf.g_01424
OG0000191	Syae.g_01384	Prbf.g_01447
OG0000192	Syae.g_01390	Prbf.g_01452
OG0000193	Syae.g_01429	Prbf.g_01479
OG0000194	Syae.g_01432	Prbf.g_01482
OG0000195	Syae.g_01434	Prbf.g_01484
OG0000196	Syae.g_01444	Prbf.g_01495
OG0000197	Syae.g_01445	Prbf.g_01496
OG0000198	Syae.g_01446	Prbf.g_01497
OG0000199	Syae.g_01454	Prbf.g_01504
OG0000200	Syae.g_01471	Prbf.g_01518
OG0000201	Syae.g_01487	Prbf.g_01527
OG0000202	Syae.g_01488	Prbf.g_01528
OG0000203	Syae.g_01489	Prbf.g_01529
OG0000204	Syae.g_01490	Prbf.g_01530
OG0000205	Syae.g_01497	Prbf.g_01537
OG0000206	Syae.g_01504	Prbf.g_01542
OG0000207	Syae.g_01506	Prbf.g_01545
OG0000208	Syae.g_01507	Prbf.g_01546
OG0000209	Syae.g_01528	Prbf.g_01555
OG0000210	Syae.g_01529	Prbf.g_01556
OG0000211	Syae.g_02234	Prbf.g_01571
OG0000212	Syae.g_02244	Prbf.g_01579
OG0000213	Syae.g_02003	Prbf.g_01597
OG0000214	Syae.g_01986	Prbf.g_01607
OG0000215	Syae.g_01955	Prbf.g_01634
OG0000216	Syae.g_01951	Prbf.g_01635
OG0000217	Syae.g_01947	Prbf.g_01638
OG0000218	Syae.g_01945	Prbf.g_01640
OG0000219	Syae.g_01944	Prbf.g_01641
OG0000220	Syae.g_01943	Prbf.g_01642
OG0000221	Syae.g_01937	Prbf.g_01643
OG0000222	Syae.g_01926	Prbf.g_01650
OG0000223	Syae.g_01904	Prbf.g_01662
OG0000224	Syae.g_01897	Prbf.g_01664
OG0000225	Syae.g_02208	Prbf.g_01690
OG0000226	Syae.g_02212	Prbf.g_01694
OG0000227	Syae.g_02214	Prbf.g_01696
OG0000228	Syae.g_02218	Prbf.g_01700
OG0000229	Syae.g_00994	Prbf.g_01720
OG0000230	Syae.g_00992	Prbf.g_01722
OG0000231	Syae.g_00980	Prbf.g_01733
OG0000232	Syae.g_02496	Prbf.g_01744
OG0000233	Syae.g_02504	Prbf.g_01750
OG0000234	Syae.g_02532	Prbf.g_01759
OG0000235	Syae.g_02308	Prbf.g_01762
OG0000236	Syae.g_02323	Prbf.g_01776
OG0000237	Syae.g_02340	Prbf.g_01789
OG0000238	Syae.g_02345	Prbf.g_01795
OG0000239	Syae.g_02360	Prbf.g_01806
OG0000240	Syae.g_02361	Prbf.g_01807
OG0000241	Syae.g_00065	Prbf.g_01811
OG0000242	Syae.g_02372	Prbf.g_01813
OG0000243	Syae.g_02391	Prbf.g_01824
OG0000244	Syae.g_02399	Prbf.g_01827
OG0000245	Syae.g_02401	Prbf.g_01829
OG0000246	Syae.g_02405	Prbf.g_01833
OG0000247	Syae.g_02416	Prbf.g_01843
OG0000248	Syae.g_02419	Prbf.g_01846
OG0000249	Syae.g_02421	Prbf.g_01848
OG0000250	Syae.g_02431	Prbf.g_01853
OG0000251	Syae.g_02455	Prbf.g_01873
OG0000252	Syae.g_02458	Prbf.g_01876
OG0000253	Syae.g_02459	Prbf.g_01877
OG0000254	Syae.g_00021	Prbf.g_01894
OG0000255	Syae.g_00041	Prbf.g_01900
OG0000256	Syae.g_00058	Prbf.g_01910
OG0000257	Syae.g_00064	Prbf.g_00977
OG0000258	Syae.g_00083	Prbf.g_00991
OG0000259	Syae.g_00608	Prbf.g_01008
OG0000260	Syae.g_00603	Prbf.g_01011
OG0000261	Syae.g_00600	Prbf.g_01014
OG0000262	Syae.g_00595	Prbf.g_01018
OG0000263	Syae.g_00671	Prbf.g_01282
OG0000264	Syae.g_00761	Prbf.g_01271
OG0000265	Syae.g_00932, Syae.g_00226	Prbf.g_01253
OG0000266	Syae.g_00457	Prbf.g_01037
OG0000267	Syae.g_00304	Prbf.g_01049
OG0000268	Syae.g_00308	Prbf.g_01050
OG0000269	Syae.g_00526	Prbf.g_01250
OG0000270	Syae.g_00523	Prbf.g_01247
OG0000271	Syae.g_00515	Prbf.g_01239
OG0000272	Syae.g_00514	Prbf.g_01238
OG0000273	Syae.g_00825	Prbf.g_01214
OG0000274	Syae.g_00826	Prbf.g_01213
OG0000275	Syae.g_00832	Prbf.g_01210
OG0000276	Syae.g_00839	Prbf.g_01204
OG0000277	Syae.g_00840	Prbf.g_01203
OG0000278	Syae.g_00843	Prbf.g_01200
OG0000279	Syae.g_00851	Prbf.g_01193
OG0000280	Syae.g_00877	Prbf.g_01192
OG0000281	Syae.g_02057	Prbf.g_01185
OG0000282	Syae.g_00573	Prbf.g_01318
OG0000283	Syae.g_00321	Prbf.g_01141
OG0000284	Syae.g_00327	Prbf.g_01136
OG0000285	Syae.g_00340	Prbf.g_01131
OG0000286	Syae.g_00359	Prbf.g_01118
OG0000287	Syae.g_00387	Prbf.g_00065
OG0000288	Syae.g_00419	Prbf.g_01079
OG0000289	Syae.g_00433	Prbf.g_01063
OG0000290	Syae.g_00796	Prbf.g_01167
OG0000291	Syae.g_00794	Prbf.g_01169
OG0000292	Syae.g_01705	Prbf.g_00873
OG0000293	Syae.g_00938	Prbf.g_00908
OG0000294	Syae.g_00937	Prbf.g_00909
OG0000295	Syae.g_00893	Prbf.g_00932
OG0000296	Syae.g_00891	Prbf.g_00934
OG0000297	Syae.g_00645	Prbf.g_00943
OG0000298	Syae.g_00646	Prbf.g_00944
OG0000299	Syae.g_00680	Prbf.g_00963
OG0000300	Syae.g_00686	Prbf.g_00966
OG0000301	Syae.g_00687	Prbf.g_00967
OG0000302	Syae.g_00691	Prbf.g_00969
OG0000303	Syae.g_00700	Prbf.g_00975
OG0000304	Syae.g_00706	Prbf.g_01915
OG0000305	Syae.g_00791	Prbf.g_00875
OG0000306	Syae.g_00277	Prbf.g_01181
OG0000307	Syae.g_02290	Prbf.g_00104
OG0000308	Syae.g_02288	Prbf.g_00105
OG0000309	Syae.g_02283	Prbf.g_00109
OG0000310	Syae.g_02687	Prbf.g_00143
OG0000311	Syae.g_02682	Prbf.g_00145
OG0000312	Syae.g_02664	Prbf.g_00148
OG0000313	Syae.g_02647	Prbf.g_00161
OG0000314	Syae.g_02618	Prbf.g_00184
OG0000315	Syae.g_02609	Prbf.g_00194
OG0000316	Syae.g_01118	Prbf.g_00219
OG0000317	Syae.g_01160	Prbf.g_00696
OG0000318	Syae.g_01164	Prbf.g_00692
OG0000319	Syae.g_01181	Prbf.g_00679
OG0000320	Syae.g_01183	Prbf.g_00677
OG0000321	Syae.g_01184	Prbf.g_00676
OG0000322	Syae.g_01185	Prbf.g_00675
OG0000323	Syae.g_01200	Prbf.g_00666
OG0000324	Syae.g_01049	Prbf.g_00639
OG0000325	Syae.g_02033	Prbf.g_00628
OG0000326	Syae.g_02040	Prbf.g_00621
OG0000327	Syae.g_02080	Prbf.g_00600
OG0000328	Syae.g_02081	Prbf.g_00599
OG0000329	Syae.g_02099	Prbf.g_00582
OG0000330	Syae.g_02100	Prbf.g_00581
OG0000331	Syae.g_02101	Prbf.g_00580
OG0000332	Syae.g_02116	Prbf.g_00566
OG0000333	Syae.g_02119	Prbf.g_00564
OG0000334	Syae.g_02128	Prbf.g_00555
OG0000335	Syae.g_02132	Prbf.g_00550
OG0000336	Syae.g_02136	Prbf.g_00546
OG0000337	Syae.g_01879	Prbf.g_00528
OG0000338	Syae.g_01876	Prbf.g_00527
OG0000339	Syae.g_01869	Prbf.g_00521
OG0000340	Syae.g_01855	Prbf.g_00512
OG0000341	Syae.g_01853	Prbf.g_00510
OG0000342	Syae.g_01852	Prbf.g_00509
OG0000343	Syae.g_01848	Prbf.g_00508
OG0000344	Syae.g_01843	Prbf.g_00505
OG0000345	Syae.g_01833	Prbf.g_00499
OG0000346	Syae.g_01828	Prbf.g_00495
OG0000347	Syae.g_01805	Prbf.g_00477
OG0000348	Syae.g_01781	Prbf.g_00469
OG0000349	Syae.g_01763	Prbf.g_00452
OG0000350	Syae.g_02047	Prbf.g_00351
OG0000351	Syae.g_01684	Prbf.g_00412
OG0000352	Syae.g_01685	Prbf.g_00411
OG0000353	Syae.g_01711	Prbf.g_00394
OG0000355	Syae.g_01713	Prbf.g_00392
OG0000356	Syae.g_01714	Prbf.g_00391
OG0000357	Syae.g_01715	Prbf.g_00390
OG0000358	Syae.g_01719	Prbf.g_00386
OG0000359	Syae.g_01721	Prbf.g_00385
OG0000360	Syae.g_01722	Prbf.g_00384
OG0000361	Syae.g_01723	Prbf.g_00383
OG0000362	Syae.g_01725	Prbf.g_00381
OG0000363	Syae.g_01727	Prbf.g_01336
OG0000364	Syae.g_01728	Prbf.g_01337
OG0000365	Syae.g_01737	Prbf.g_01342
OG0000366	Syae.g_01738	Prbf.g_01343
OG0000367	Syae.g_01739	Prbf.g_01344
OG0000368	Syae.g_01741	Prbf.g_01346
OG0000369	Syae.g_01742	Prbf.g_01347
OG0000370	Syae.g_01743	Prbf.g_01348
OG0000371	Syae.g_01751	Prbf.g_01355
OG0000372	Syae.g_01756	Prbf.g_01358
OG0000373	Syae.g_01757	Prbf.g_01359
OG0000374	Syae.g_01758	Prbf.g_01360
OG0000375	Syae.g_01759	Prbf.g_01362
OG0000376	Syae.g_01761	Prbf.g_01364
OG0000377	Syae.g_01561	Prbf.g_01368
OG0000378	Syae.g_01553	Prbf.g_01372
OG0000379	Syae.g_01550	Prbf.g_01375
OG0000380	Syae.g_01281	Prbf.g_01392
OG0000381	Syae.g_01285	Prbf.g_01397
OG0000382	Syae.g_01322	Prbf.g_01407
OG0000383	Syae.g_01324	Prbf.g_01409
OG0000384	Syae.g_01325	Prbf.g_01410
OG0000385	Syae.g_01326	Prbf.g_01411
OG0000386	Syae.g_01327	Prbf.g_01412
OG0000387	Syae.g_01354	Prbf.g_01426
OG0000388	Syae.g_01358	Prbf.g_01430
OG0000389	Syae.g_01362	Prbf.g_01433
OG0000390	Syae.g_01378	Prbf.g_01443
OG0000391	Syae.g_01383	Prbf.g_01446
OG0000392	Syae.g_01389	Prbf.g_01450
OG0000393	Syae.g_01392	Prbf.g_01453
OG0000394	Syae.g_01393	Prbf.g_01454
OG0000395	Syae.g_01394	Prbf.g_01455
OG0000396	Syae.g_01397	Prbf.g_01457
OG0000397	Syae.g_01400	Prbf.g_01459
OG0000398	Syae.g_01405	Prbf.g_01462
OG0000399	Syae.g_01406	Prbf.g_01463
OG0000400	Syae.g_01407	Prbf.g_01464
OG0000401	Syae.g_01408	Prbf.g_01465
OG0000402	Syae.g_01410	Prbf.g_01055
OG0000403	Syae.g_01411	Prbf.g_01467
OG0000404	Syae.g_01412	Prbf.g_01468
OG0000405	Syae.g_01426	Prbf.g_01472
OG0000406	Syae.g_01430	Prbf.g_01480
OG0000407	Syae.g_01431	Prbf.g_01481
OG0000408	Syae.g_01433	Prbf.g_01483
OG0000409	Syae.g_01435	Prbf.g_01485
OG0000410	Syae.g_01436	Prbf.g_01486
OG0000411	Syae.g_01437	Prbf.g_01487
OG0000412	Syae.g_01438	Prbf.g_01488
OG0000413	Syae.g_01440	Prbf.g_01490
OG0000415	Syae.g_01441	Prbf.g_01492
OG0000416	Syae.g_01442	Prbf.g_01493
OG0000417	Syae.g_01443	Prbf.g_01494
OG0000418	Syae.g_01448	Prbf.g_01499
OG0000419	Syae.g_01450	Prbf.g_01501
OG0000420	Syae.g_01452	Prbf.g_01502
OG0000421	Syae.g_01457	Prbf.g_01507
OG0000422	Syae.g_01458	Prbf.g_01508
OG0000423	Syae.g_01459	Prbf.g_01509
OG0000424	Syae.g_01460	Prbf.g_01510
OG0000425	Syae.g_01461	Prbf.g_01511
OG0000426	Syae.g_01462	Prbf.g_01512
OG0000427	Syae.g_01463	Prbf.g_01513
OG0000428	Syae.g_01466	Prbf.g_01515
OG0000429	Syae.g_01468	Prbf.g_01516
OG0000430	Syae.g_01470	Prbf.g_01517
OG0000431	Syae.g_01473	Prbf.g_01519
OG0000432	Syae.g_01481	Prbf.g_01523
OG0000433	Syae.g_01484	Prbf.g_01524
OG0000434	Syae.g_01485	Prbf.g_01525
OG0000435	Syae.g_01486	Prbf.g_01526
OG0000436	Syae.g_01491	Prbf.g_01531
OG0000437	Syae.g_01492	Prbf.g_01532
OG0000438	Syae.g_01493	Prbf.g_01533
OG0000439	Syae.g_01495	Prbf.g_01535
OG0000440	Syae.g_01496	Prbf.g_01536
OG0000441	Syae.g_01501	Prbf.g_01539
OG0000442	Syae.g_01502	Prbf.g_01540
OG0000443	Syae.g_01503	Prbf.g_01541
OG0000444	Syae.g_01509	Prbf.g_01547
OG0000445	Syae.g_01510	Prbf.g_01548
OG0000446	Syae.g_01512	Prbf.g_01549
OG0000447	Syae.g_01517	Prbf.g_01550
OG0000448	Syae.g_01518	Prbf.g_01551
OG0000449	Syae.g_01519	Prbf.g_01552
OG0000450	Syae.g_01525	Prbf.g_01553
OG0000451	Syae.g_01526	Prbf.g_01554
OG0000452	Syae.g_01530	Prbf.g_01557
OG0000453	Syae.g_01531	Prbf.g_01558
OG0000454	Syae.g_01532	Prbf.g_01559
OG0000455	Syae.g_01533	Prbf.g_01560
OG0000456	Syae.g_01534	Prbf.g_01561
OG0000457	Syae.g_01536	Prbf.g_01563
OG0000458	Syae.g_01538	Prbf.g_01564
OG0000459	Syae.g_01539	Prbf.g_01565
OG0000460	Syae.g_02236	Prbf.g_01573
OG0000461	Syae.g_02024	Prbf.g_01581
OG0000462	Syae.g_02021	Prbf.g_01583
OG0000463	Syae.g_02020	Prbf.g_01584
OG0000464	Syae.g_02019	Prbf.g_01585
OG0000465	Syae.g_02018	Prbf.g_01586
OG0000466	Syae.g_02014	Prbf.g_01589
OG0000467	Syae.g_02012	Prbf.g_01590
OG0000468	Syae.g_02007	Prbf.g_01593
OG0000469	Syae.g_01992	Prbf.g_01601
OG0000470	Syae.g_01990	Prbf.g_01603
OG0000471	Syae.g_01989	Prbf.g_01604
OG0000472	Syae.g_01987	Prbf.g_01606
OG0000473	Syae.g_01985	Prbf.g_01608
OG0000474	Syae.g_01984	Prbf.g_01609
OG0000475	Syae.g_01983	Prbf.g_01610
OG0000476	Syae.g_01981	Prbf.g_01612
OG0000477	Syae.g_01975	Prbf.g_01615
OG0000478	Syae.g_01974	Prbf.g_01616
OG0000479	Syae.g_01973	Prbf.g_01617
OG0000480	Syae.g_01966	Prbf.g_01622
OG0000481	Syae.g_01964	Prbf.g_01625
OG0000482	Syae.g_01963	Prbf.g_01626
OG0000483	Syae.g_01959	Prbf.g_01629
OG0000484	Syae.g_01958	Prbf.g_01630
OG0000485	Syae.g_01957	Prbf.g_01632
OG0000486	Syae.g_01956	Prbf.g_01633
OG0000487	Syae.g_01950	Prbf.g_01636
OG0000488	Syae.g_01946	Prbf.g_01639
OG0000489	Syae.g_01936	Prbf.g_01644
OG0000490	Syae.g_01928	Prbf.g_01648
OG0000491	Syae.g_01927	Prbf.g_01649
OG0000492	Syae.g_01925	Prbf.g_01651
OG0000493	Syae.g_01924	Prbf.g_01652
OG0000494	Syae.g_01923	Prbf.g_01653
OG0000495	Syae.g_01922	Prbf.g_01654
OG0000496	Syae.g_01921	Prbf.g_01655
OG0000497	Syae.g_01920	Prbf.g_01656
OG0000498	Syae.g_01919	Prbf.g_01657
OG0000499	Syae.g_01918	Prbf.g_01658
OG0000500	Syae.g_01917	Prbf.g_01659
OG0000501	Syae.g_01914	Prbf.g_01660
OG0000502	Syae.g_01902	Prbf.g_01663
OG0000503	Syae.g_02192	Prbf.g_01678
OG0000504	Syae.g_02194	Prbf.g_01680
OG0000505	Syae.g_02195	Prbf.g_01681
OG0000506	Syae.g_02197	Prbf.g_01682
OG0000507	Syae.g_02203	Prbf.g_01685
OG0000508	Syae.g_02207	Prbf.g_01689
OG0000509	Syae.g_02209	Prbf.g_01691
OG0000510	Syae.g_02210	Prbf.g_01692
OG0000511	Syae.g_02211	Prbf.g_01693
OG0000512	Syae.g_02213	Prbf.g_01695
OG0000513	Syae.g_02223	Prbf.g_01704
OG0000514	Syae.g_02229	Prbf.g_01715
OG0000515	Syae.g_02230	Prbf.g_01716
OG0000516	Syae.g_01000	Prbf.g_01717
OG0000517	Syae.g_00995	Prbf.g_01719
OG0000518	Syae.g_00983	Prbf.g_01730
OG0000519	Syae.g_00982	Prbf.g_01731
OG0000520	Syae.g_00981	Prbf.g_01732
OG0000521	Syae.g_02491	Prbf.g_01740
OG0000522	Syae.g_02493	Prbf.g_01742
OG0000523	Syae.g_02494	Prbf.g_01743
OG0000524	Syae.g_02501	Prbf.g_01748
OG0000525	Syae.g_02520	Prbf.g_01752
OG0000526	Syae.g_02523	Prbf.g_01753
OG0000527	Syae.g_02528	Prbf.g_01756
OG0000528	Syae.g_02304	Prbf.g_01761
OG0000529	Syae.g_02310	Prbf.g_01764
OG0000530	Syae.g_02313	Prbf.g_01767
OG0000531	Syae.g_02314	Prbf.g_01768
OG0000532	Syae.g_02317	Prbf.g_01770
OG0000533	Syae.g_02318	Prbf.g_01771
OG0000534	Syae.g_02319	Prbf.g_01772
OG0000535	Syae.g_02320	Prbf.g_01773
OG0000536	Syae.g_02321	Prbf.g_01774
OG0000537	Syae.g_02322	Prbf.g_01775
OG0000538	Syae.g_02333	Prbf.g_01784
OG0000539	Syae.g_02334	Prbf.g_01785
OG0000540	Syae.g_02335	Prbf.g_01786
OG0000541	Syae.g_02336	Prbf.g_01787
OG0000542	Syae.g_02339	Prbf.g_01788
OG0000543	Syae.g_02341	Prbf.g_01790
OG0000544	Syae.g_02342	Prbf.g_01791
OG0000545	Syae.g_02344	Prbf.g_01793
OG0000546	Syae.g_02346	Prbf.g_01796
OG0000547	Syae.g_02348	Prbf.g_01798
OG0000548	Syae.g_02349	Prbf.g_01799
OG0000549	Syae.g_02354	Prbf.g_01801
OG0000550	Syae.g_02358	Prbf.g_01805
OG0000551	Syae.g_02363	Prbf.g_01808
OG0000552	Syae.g_02364	Prbf.g_01809
OG0000553	Syae.g_02366	Prbf.g_01810
OG0000554	Syae.g_02375	Prbf.g_01815
OG0000555	Syae.g_02390	Prbf.g_01823
OG0000556	Syae.g_02394	Prbf.g_01825
OG0000557	Syae.g_02398	Prbf.g_01826
OG0000558	Syae.g_02400	Prbf.g_01828
OG0000559	Syae.g_02404	Prbf.g_01832
OG0000560	Syae.g_02407	Prbf.g_01835
OG0000561	Syae.g_02408	Prbf.g_01836
OG0000562	Syae.g_02409	Prbf.g_01837
OG0000563	Syae.g_02410	Prbf.g_01838
OG0000564	Syae.g_02411	Prbf.g_01839
OG0000565	Syae.g_02414	Prbf.g_01841
