Orthogroup	Syae	Praq
OG0000148	Syae.g_00500	Praq.g_01414
OG0000149	Syae.g_00847	Praq.g_01444
OG0000150	Syae.g_00017	Praq.g_01452
OG0000151	Syae.g_00563	Praq.g_01500
OG0000152	Syae.g_00360	Praq.g_01548
OG0000153	Syae.g_00394	Praq.g_01567
OG0000154	Syae.g_00420	Praq.g_01593
OG0000155	Syae.g_00885	Praq.g_01353
OG0000156	Syae.g_00945	Praq.g_00122
OG0000157	Syae.g_00946	Praq.g_00123
OG0000158	Syae.g_01858	Praq.g_00258
OG0000160	Syae.g_02650	Praq.g_00295
OG0000161	Syae.g_02644	Praq.g_00301
OG0000162	Syae.g_02638	Praq.g_00307
OG0000163	Syae.g_01092	Praq.g_00341
OG0000164	Syae.g_01198	Praq.g_00473
OG0000165	Syae.g_01021	Praq.g_00466
OG0000166	Syae.g_02085	Praq.g_00915
OG0000167	Syae.g_01874	Praq.g_00737
OG0000168	Syae.g_01856	Praq.g_00747
OG0000169	Syae.g_01841	Praq.g_00757
OG0000170	Syae.g_01834	Praq.g_00759
OG0000171	Syae.g_01810	Praq.g_00681
OG0000172	Syae.g_01788	Praq.g_00689
OG0000173	Syae.g_01770	Praq.g_00704
OG0000174	Syae.g_01610	Praq.g_00396
OG0000175	Syae.g_01679	Praq.g_00406
OG0000176	Syae.g_01716	Praq.g_00430
OG0000177	Syae.g_01717	Praq.g_00431
OG0000178	Syae.g_01718	Praq.g_00432
OG0000179	Syae.g_01733	Praq.g_01219
OG0000180	Syae.g_01734	Praq.g_01220
OG0000181	Syae.g_01735	Praq.g_01221
OG0000182	Syae.g_01736	Praq.g_01222
OG0000183	Syae.g_01740	Praq.g_01226
OG0000184	Syae.g_01554	Praq.g_01262
OG0000185	Syae.g_01551	Praq.g_01265
OG0000186	Syae.g_01279	Praq.g_01939
OG0000187	Syae.g_01280	Praq.g_01938
OG0000188	Syae.g_01323	Praq.g_01921
OG0000189	Syae.g_01350	Praq.g_01907
OG0000190	Syae.g_01352	Praq.g_01906
OG0000191	Syae.g_01384	Praq.g_01886
OG0000192	Syae.g_01390	Praq.g_01882
OG0000193	Syae.g_01429	Praq.g_01856
OG0000194	Syae.g_01432	Praq.g_01853
OG0000195	Syae.g_01434	Praq.g_01851
OG0000196	Syae.g_01444	Praq.g_01841
OG0000197	Syae.g_01445	Praq.g_01840
OG0000198	Syae.g_01446	Praq.g_01839
OG0000199	Syae.g_01454	Praq.g_01832
OG0000200	Syae.g_01471	Praq.g_01818
OG0000201	Syae.g_01487	Praq.g_01810
OG0000202	Syae.g_01488	Praq.g_01809
OG0000203	Syae.g_01489	Praq.g_01808
OG0000204	Syae.g_01490	Praq.g_01807
OG0000205	Syae.g_01497	Praq.g_01800
OG0000206	Syae.g_01504	Praq.g_01795
OG0000207	Syae.g_01506	Praq.g_01793
OG0000208	Syae.g_01507	Praq.g_01792
OG0000209	Syae.g_01528	Praq.g_01783
OG0000210	Syae.g_01529	Praq.g_01782
OG0000212	Syae.g_02244	Praq.g_01762
OG0000213	Syae.g_02003	Praq.g_01746
OG0000214	Syae.g_01986	Praq.g_01736
OG0000215	Syae.g_01955	Praq.g_01710
OG0000216	Syae.g_01951	Praq.g_01708
OG0000217	Syae.g_01947	Praq.g_01705
OG0000218	Syae.g_01945	Praq.g_01703
OG0000219	Syae.g_01944	Praq.g_01702
OG0000220	Syae.g_01943	Praq.g_01701
OG0000221	Syae.g_01937	Praq.g_01700
OG0000222	Syae.g_01926	Praq.g_01692
OG0000223	Syae.g_01904	Praq.g_01679
OG0000224	Syae.g_01897	Praq.g_01677
OG0000225	Syae.g_02208	Praq.g_01199
OG0000226	Syae.g_02212	Praq.g_01195
OG0000227	Syae.g_02214	Praq.g_01193
OG0000228	Syae.g_02218	Praq.g_01189
OG0000229	Syae.g_00994	Praq.g_01121
OG0000230	Syae.g_00992	Praq.g_01119
OG0000231	Syae.g_00980	Praq.g_01108
OG0000232	Syae.g_02496	Praq.g_00507
OG0000233	Syae.g_02504	Praq.g_00513
OG0000234	Syae.g_02532	Praq.g_00527
OG0000235	Syae.g_02308	Praq.g_00530
OG0000236	Syae.g_02323	Praq.g_00544
OG0000237	Syae.g_02340	Praq.g_01096
OG0000238	Syae.g_02345	Praq.g_01090
OG0000239	Syae.g_02360	Praq.g_01077
OG0000240	Syae.g_02361	Praq.g_01076
OG0000241	Syae.g_00065	Praq.g_01072
OG0000242	Syae.g_02372	Praq.g_01070
OG0000243	Syae.g_02391	Praq.g_01059
OG0000244	Syae.g_02399	Praq.g_01056
OG0000245	Syae.g_02401	Praq.g_01054
OG0000246	Syae.g_02405	Praq.g_01050
OG0000247	Syae.g_02416	Praq.g_01040
OG0000248	Syae.g_02419	Praq.g_01038
OG0000249	Syae.g_02421	Praq.g_01036
OG0000250	Syae.g_02431	Praq.g_01031
OG0000251	Syae.g_02455	Praq.g_01012
OG0000252	Syae.g_02458	Praq.g_01008
OG0000253	Syae.g_02459	Praq.g_01007
OG0000254	Syae.g_00021	Praq.g_00991
OG0000255	Syae.g_00041	Praq.g_00985
OG0000256	Syae.g_00058	Praq.g_00975
OG0000257	Syae.g_00064	Praq.g_00972
OG0000258	Syae.g_00083	Praq.g_00959
OG0000259	Syae.g_00608	Praq.g_00789
OG0000260	Syae.g_00603	Praq.g_00792
OG0000261	Syae.g_00600	Praq.g_00794
OG0000262	Syae.g_00595	Praq.g_00798
OG0000263	Syae.g_00671	Praq.g_00810
OG0000264	Syae.g_00761	Praq.g_00820
OG0000265	Syae.g_00932, Syae.g_00226	Praq.g_00583
OG0000266	Syae.g_00457	Praq.g_00593
OG0000267	Syae.g_00304	Praq.g_00604
OG0000268	Syae.g_00308	Praq.g_00605
OG0000269	Syae.g_00526	Praq.g_00665
OG0000270	Syae.g_00523	Praq.g_00668
OG0000271	Syae.g_00515	Praq.g_00676
OG0000272	Syae.g_00514	Praq.g_00677
OG0000273	Syae.g_00825	Praq.g_01428
OG0000274	Syae.g_00826	Praq.g_01429
OG0000275	Syae.g_00832	Praq.g_01431
OG0000276	Syae.g_00839	Praq.g_01436
OG0000277	Syae.g_00840	Praq.g_01437
OG0000278	Syae.g_00843	Praq.g_01440
OG0000279	Syae.g_00851	Praq.g_01447
OG0000280	Syae.g_00877	Praq.g_01448
OG0000281	Syae.g_02057	Praq.g_01454
OG0000282	Syae.g_00573	Praq.g_01492
OG0000283	Syae.g_00321	Praq.g_01525
OG0000284	Syae.g_00327	Praq.g_01530
OG0000285	Syae.g_00340	Praq.g_01535
OG0000286	Syae.g_00359	Praq.g_01547
OG0000288	Syae.g_00419	Praq.g_01592
OG0000289	Syae.g_00433	Praq.g_01603
OG0000290	Syae.g_00796	Praq.g_01616
OG0000291	Syae.g_00794	Praq.g_01618
OG0000292	Syae.g_01705	Praq.g_01667
OG0000293	Syae.g_00938	Praq.g_01324
OG0000294	Syae.g_00937	Praq.g_01325
OG0000295	Syae.g_00893	Praq.g_01345
OG0000296	Syae.g_00891	Praq.g_01347
OG0000297	Syae.g_00645	Praq.g_01355
OG0000298	Syae.g_00646	Praq.g_01356
OG0000299	Syae.g_00680	Praq.g_01373
OG0000300	Syae.g_00686	Praq.g_01376
OG0000301	Syae.g_00687	Praq.g_01377
OG0000302	Syae.g_00691	Praq.g_01379
OG0000303	Syae.g_00700	Praq.g_01386
OG0000304	Syae.g_00706	Praq.g_01390
OG0000305	Syae.g_00791	Praq.g_00167
OG0000306	Syae.g_00277	Praq.g_00170
OG0000307	Syae.g_02290	Praq.g_00186
OG0000308	Syae.g_02288	Praq.g_00187
OG0000309	Syae.g_02283	Praq.g_00191
OG0000310	Syae.g_02687	Praq.g_00279
OG0000311	Syae.g_02682	Praq.g_00281
OG0000312	Syae.g_02664	Praq.g_00284
OG0000313	Syae.g_02647	Praq.g_00298
OG0000314	Syae.g_02618	Praq.g_00321
OG0000315	Syae.g_02609	Praq.g_00331
OG0000316	Syae.g_01118	Praq.g_00351
OG0000317	Syae.g_01160	Praq.g_01954, Praq.g_00499
OG0000318	Syae.g_01164	Praq.g_00496
OG0000319	Syae.g_01181	Praq.g_00483
OG0000320	Syae.g_01183	Praq.g_00481
OG0000321	Syae.g_01184	Praq.g_00480
OG0000322	Syae.g_01185	Praq.g_00479
OG0000323	Syae.g_01200	Praq.g_00470
OG0000324	Syae.g_01049	Praq.g_00444
OG0000325	Syae.g_02033	Praq.g_00950
OG0000326	Syae.g_02040	Praq.g_00944
OG0000327	Syae.g_02080	Praq.g_00920
OG0000328	Syae.g_02081	Praq.g_00919
OG0000329	Syae.g_02099	Praq.g_00902
OG0000330	Syae.g_02100	Praq.g_00901
OG0000331	Syae.g_02101	Praq.g_00900
OG0000332	Syae.g_02116	Praq.g_00886
OG0000333	Syae.g_02119	Praq.g_00884
OG0000334	Syae.g_02128	Praq.g_00876
OG0000335	Syae.g_02132	Praq.g_00872
OG0000336	Syae.g_02136	Praq.g_00868
OG0000337	Syae.g_01879	Praq.g_00735
OG0000338	Syae.g_01876	Praq.g_00736
OG0000339	Syae.g_01869	Praq.g_00740
OG0000340	Syae.g_01855	Praq.g_00748
OG0000341	Syae.g_01853	Praq.g_00750
OG0000342	Syae.g_01852	Praq.g_00751
OG0000343	Syae.g_01848	Praq.g_00752
OG0000344	Syae.g_01843	Praq.g_00755
OG0000345	Syae.g_01833	Praq.g_00760
OG0000346	Syae.g_01828	Praq.g_00764
OG0000347	Syae.g_01805	Praq.g_00683
OG0000348	Syae.g_01781	Praq.g_00692
OG0000349	Syae.g_01763	Praq.g_00709
OG0000350	Syae.g_02047	Praq.g_00392
OG0000351	Syae.g_01684	Praq.g_00409
OG0000352	Syae.g_01685	Praq.g_00410
OG0000353	Syae.g_01711	Praq.g_00425
OG0000355	Syae.g_01713	Praq.g_00427
OG0000356	Syae.g_01714	Praq.g_00428
OG0000357	Syae.g_01715	Praq.g_00429
OG0000358	Syae.g_01719	Praq.g_00433
OG0000359	Syae.g_01721	Praq.g_00434
OG0000360	Syae.g_01722	Praq.g_00435
OG0000361	Syae.g_01723	Praq.g_00436
OG0000362	Syae.g_01725	Praq.g_00438
OG0000363	Syae.g_01727	Praq.g_01217
OG0000364	Syae.g_01728	Praq.g_01218
OG0000365	Syae.g_01737	Praq.g_01223
OG0000366	Syae.g_01738	Praq.g_01224
OG0000367	Syae.g_01739	Praq.g_01225
OG0000368	Syae.g_01741	Praq.g_01227
OG0000369	Syae.g_01742	Praq.g_01228
OG0000370	Syae.g_01743	Praq.g_01229
OG0000371	Syae.g_01751	Praq.g_01235
OG0000372	Syae.g_01756	Praq.g_01239
OG0000373	Syae.g_01757	Praq.g_01240
OG0000374	Syae.g_01758	Praq.g_01241
OG0000375	Syae.g_01759	Praq.g_01255
OG0000376	Syae.g_01761	Praq.g_01257
OG0000377	Syae.g_01561	Praq.g_01261
OG0000378	Syae.g_01553	Praq.g_01263
OG0000379	Syae.g_01550	Praq.g_01266
OG0000380	Syae.g_01281	Praq.g_01937
OG0000381	Syae.g_01285	Praq.g_01933
OG0000382	Syae.g_01322	Praq.g_01922
OG0000383	Syae.g_01324	Praq.g_01920
OG0000384	Syae.g_01325	Praq.g_01919
OG0000385	Syae.g_01326	Praq.g_01918
OG0000386	Syae.g_01327	Praq.g_01917
OG0000387	Syae.g_01354	Praq.g_01904
OG0000388	Syae.g_01358	Praq.g_01901
OG0000389	Syae.g_01362	Praq.g_01897
OG0000390	Syae.g_01378	Praq.g_01890
OG0000391	Syae.g_01383	Praq.g_01887
OG0000392	Syae.g_01389	Praq.g_01883
OG0000393	Syae.g_01392	Praq.g_01881
OG0000394	Syae.g_01393	Praq.g_01880
OG0000395	Syae.g_01394	Praq.g_01879
OG0000396	Syae.g_01397	Praq.g_01876
OG0000397	Syae.g_01400	Praq.g_01874
OG0000398	Syae.g_01405	Praq.g_01872
OG0000399	Syae.g_01406	Praq.g_01871
OG0000400	Syae.g_01407	Praq.g_01870
OG0000401	Syae.g_01408	Praq.g_01869
OG0000402	Syae.g_01410	Praq.g_01867
OG0000403	Syae.g_01411	Praq.g_01866
OG0000404	Syae.g_01412	Praq.g_01865
OG0000405	Syae.g_01426	Praq.g_01861
OG0000406	Syae.g_01430	Praq.g_01855
OG0000407	Syae.g_01431	Praq.g_01854
OG0000408	Syae.g_01433	Praq.g_01852
OG0000409	Syae.g_01435	Praq.g_01850
OG0000410	Syae.g_01436	Praq.g_01849
OG0000411	Syae.g_01437	Praq.g_01848
OG0000412	Syae.g_01438	Praq.g_01847
OG0000413	Syae.g_01440	Praq.g_01846
OG0000415	Syae.g_01441	Praq.g_01844
OG0000416	Syae.g_01442	Praq.g_01843
OG0000417	Syae.g_01443	Praq.g_01842
OG0000418	Syae.g_01448	Praq.g_01837
OG0000419	Syae.g_01450	Praq.g_01835
OG0000420	Syae.g_01452	Praq.g_01834
OG0000421	Syae.g_01457	Praq.g_01829
OG0000422	Syae.g_01458	Praq.g_01828
OG0000423	Syae.g_01459	Praq.g_01827
OG0000424	Syae.g_01460	Praq.g_01826
OG0000425	Syae.g_01461	Praq.g_01825
OG0000426	Syae.g_01462	Praq.g_01824
OG0000427	Syae.g_01463	Praq.g_01823
OG0000428	Syae.g_01466	Praq.g_01821
OG0000429	Syae.g_01468	Praq.g_01820
OG0000430	Syae.g_01470	Praq.g_01819
OG0000431	Syae.g_01473	Praq.g_01817
OG0000432	Syae.g_01481	Praq.g_01814
OG0000433	Syae.g_01484	Praq.g_01813
OG0000434	Syae.g_01485	Praq.g_01812
OG0000435	Syae.g_01486	Praq.g_01811
OG0000436	Syae.g_01491	Praq.g_01806
OG0000437	Syae.g_01492	Praq.g_01805
OG0000438	Syae.g_01493	Praq.g_01804
OG0000439	Syae.g_01495	Praq.g_01802
OG0000440	Syae.g_01496	Praq.g_01801
OG0000441	Syae.g_01501	Praq.g_01798
OG0000442	Syae.g_01502	Praq.g_01797
OG0000443	Syae.g_01503	Praq.g_01796
OG0000444	Syae.g_01509	Praq.g_01791
OG0000445	Syae.g_01510	Praq.g_01790
OG0000446	Syae.g_01512	Praq.g_01789
OG0000447	Syae.g_01517	Praq.g_01788
OG0000448	Syae.g_01518	Praq.g_01787
OG0000449	Syae.g_01519	Praq.g_01786
OG0000450	Syae.g_01525	Praq.g_01785
OG0000451	Syae.g_01526	Praq.g_01784
OG0000452	Syae.g_01530	Praq.g_01781
OG0000453	Syae.g_01531	Praq.g_01780
OG0000454	Syae.g_01532	Praq.g_01779
OG0000455	Syae.g_01533	Praq.g_01778
OG0000456	Syae.g_01534	Praq.g_01777
OG0000457	Syae.g_01536	Praq.g_01776
OG0000458	Syae.g_01538	Praq.g_01775
OG0000459	Syae.g_01539	Praq.g_01774
OG0000460	Syae.g_02236	Praq.g_01767
OG0000461	Syae.g_02024	Praq.g_01760
OG0000462	Syae.g_02021	Praq.g_01758
OG0000463	Syae.g_02020	Praq.g_01757
OG0000464	Syae.g_02019	Praq.g_01756
OG0000465	Syae.g_02018	Praq.g_01755
OG0000466	Syae.g_02014	Praq.g_01752
OG0000467	Syae.g_02012	Praq.g_01751
OG0000468	Syae.g_02007	Praq.g_01750
OG0000469	Syae.g_01992	Praq.g_01741
OG0000470	Syae.g_01990	Praq.g_01739
OG0000471	Syae.g_01989	Praq.g_01738
OG0000472	Syae.g_01987	Praq.g_01737
OG0000473	Syae.g_01985	Praq.g_01735
OG0000474	Syae.g_01984	Praq.g_01734
OG0000475	Syae.g_01983	Praq.g_01733
OG0000476	Syae.g_01981	Praq.g_01732
OG0000477	Syae.g_01975	Praq.g_01728
OG0000478	Syae.g_01974	Praq.g_01727
OG0000479	Syae.g_01973	Praq.g_01726
OG0000480	Syae.g_01966	Praq.g_01721
OG0000481	Syae.g_01964	Praq.g_01718
OG0000482	Syae.g_01963	Praq.g_01717
OG0000483	Syae.g_01959	Praq.g_01714
OG0000484	Syae.g_01958	Praq.g_01713
OG0000485	Syae.g_01957	Praq.g_01712
OG0000486	Syae.g_01956	Praq.g_01711
OG0000487	Syae.g_01950	Praq.g_01707
OG0000488	Syae.g_01946	Praq.g_01704
OG0000489	Syae.g_01936	Praq.g_01699
OG0000490	Syae.g_01928	Praq.g_01694
OG0000491	Syae.g_01927	Praq.g_01693
OG0000492	Syae.g_01925	Praq.g_01691
OG0000493	Syae.g_01924	Praq.g_01690
OG0000494	Syae.g_01923	Praq.g_01689
OG0000495	Syae.g_01922	Praq.g_01688
OG0000496	Syae.g_01921	Praq.g_01687
OG0000497	Syae.g_01920	Praq.g_01686
OG0000498	Syae.g_01919	Praq.g_01685
OG0000499	Syae.g_01918	Praq.g_01684
OG0000500	Syae.g_01917	Praq.g_01683
OG0000501	Syae.g_01914	Praq.g_01681
OG0000502	Syae.g_01902	Praq.g_01678
OG0000503	Syae.g_02192	Praq.g_01211
OG0000504	Syae.g_02194	Praq.g_01210
OG0000505	Syae.g_02195	Praq.g_01209
OG0000506	Syae.g_02197	Praq.g_01207
OG0000507	Syae.g_02203	Praq.g_01204
OG0000508	Syae.g_02207	Praq.g_01200
OG0000509	Syae.g_02209	Praq.g_01198
OG0000510	Syae.g_02210	Praq.g_01197
OG0000511	Syae.g_02211	Praq.g_01196
OG0000512	Syae.g_02213	Praq.g_01194
OG0000513	Syae.g_02223	Praq.g_01186
OG0000514	Syae.g_02229	Praq.g_01126
OG0000515	Syae.g_02230	Praq.g_01125
OG0000516	Syae.g_01000	Praq.g_01124
OG0000517	Syae.g_00995	Praq.g_01122
OG0000518	Syae.g_00983	Praq.g_01111
OG0000519	Syae.g_00982	Praq.g_01110
OG0000520	Syae.g_00981	Praq.g_01109
OG0000521	Syae.g_02491	Praq.g_00502
OG0000522	Syae.g_02493	Praq.g_00504
OG0000523	Syae.g_02494	Praq.g_00505
OG0000524	Syae.g_02501	Praq.g_00511
OG0000525	Syae.g_02520	Praq.g_00514
OG0000526	Syae.g_02523	Praq.g_00515
OG0000527	Syae.g_02528	Praq.g_00524
OG0000528	Syae.g_02304	Praq.g_00529
OG0000529	Syae.g_02310	Praq.g_00532
OG0000530	Syae.g_02313	Praq.g_00535
OG0000531	Syae.g_02314	Praq.g_00536
OG0000532	Syae.g_02317	Praq.g_00538
OG0000533	Syae.g_02318	Praq.g_00539
OG0000534	Syae.g_02319	Praq.g_00540
OG0000535	Syae.g_02320	Praq.g_00541
OG0000536	Syae.g_02321	Praq.g_00542
OG0000537	Syae.g_02322	Praq.g_00543
OG0000538	Syae.g_02333	Praq.g_01102
OG0000539	Syae.g_02334	Praq.g_01101
OG0000540	Syae.g_02335	Praq.g_01100
OG0000541	Syae.g_02336	Praq.g_01099
OG0000542	Syae.g_02339	Praq.g_01097
OG0000543	Syae.g_02341	Praq.g_01095
OG0000544	Syae.g_02342	Praq.g_01094
OG0000545	Syae.g_02344	Praq.g_01092
OG0000546	Syae.g_02346	Praq.g_01089
OG0000547	Syae.g_02348	Praq.g_01087
OG0000548	Syae.g_02349	Praq.g_01086
OG0000549	Syae.g_02354	Praq.g_01084
OG0000550	Syae.g_02358	Praq.g_01079
OG0000551	Syae.g_02363	Praq.g_01075
OG0000552	Syae.g_02364	Praq.g_01074
OG0000553	Syae.g_02366	Praq.g_01073
OG0000554	Syae.g_02375	Praq.g_01068
OG0000555	Syae.g_02390	Praq.g_01060
OG0000556	Syae.g_02394	Praq.g_01058
OG0000557	Syae.g_02398	Praq.g_01057
OG0000558	Syae.g_02400	Praq.g_01055
OG0000559	Syae.g_02404	Praq.g_01051
OG0000560	Syae.g_02407	Praq.g_01048
OG0000561	Syae.g_02408	Praq.g_01047
OG0000562	Syae.g_02409	Praq.g_01046
OG0000563	Syae.g_02410	Praq.g_01045
OG0000564	Syae.g_02411	Praq.g_01044
OG0000565	Syae.g_02414	Praq.g_01041
OG0000566	Syae.g_02418	Praq.g_01039
OG0000567	Syae.g_02422	Praq.g_01035
OG0000568	Syae.g_02427	Praq.g_01034
OG0000569	Syae.g_02428	Praq.g_01033
OG0000570	Syae.g_02429	Praq.g_01032
OG0000571	Syae.g_02433	Praq.g_01030
OG0000572	Syae.g_02448	Praq.g_01017
OG0000573	Syae.g_02456	Praq.g_01010
OG0000574	Syae.g_02457	Praq.g_01009
OG0000575	Syae.g_02461	Praq.g_01005
OG0000576	Syae.g_02463	Praq.g_01003
OG0000577	Syae.g_02464	Praq.g_01002
OG0000578	Syae.g_02465	Praq.g_01001
OG0000579	Syae.g_02466	Praq.g_01000
OG0000580	Syae.g_02467	Praq.g_00999
OG0000581	Syae.g_02473	Praq.g_00997
OG0000582	Syae.g_00018	Praq.g_00994
OG0000583	Syae.g_00019	Praq.g_00993
OG0000584	Syae.g_00020	Praq.g_00992
OG0000585	Syae.g_00022	Praq.g_00990
OG0000586	Syae.g_00023	Praq.g_00989
OG0000587	Syae.g_00025	Praq.g_00988
OG0000588	Syae.g_00043	Praq.g_00984
OG0000589	Syae.g_00047	Praq.g_00981
OG0000590	Syae.g_00048	Praq.g_00980
OG0000591	Syae.g_00056	Praq.g_00977
OG0000592	Syae.g_00057	Praq.g_00976
OG0000593	Syae.g_00070	Praq.g_00970
OG0000594	Syae.g_00071	Praq.g_00969
OG0000595	Syae.g_00072	Praq.g_00968
