Orthogroup	Syae	Syam
OG0000214	Syae.g_01986	Syam.g_00247
OG0000215	Syae.g_01955	Syam.g_00216
OG0000216	Syae.g_01951	Syam.g_00212
OG0000217	Syae.g_01947	Syam.g_00208
OG0000218	Syae.g_01945	Syam.g_00206
OG0000219	Syae.g_01944	Syam.g_00205
OG0000220	Syae.g_01943	Syam.g_00204
OG0000221	Syae.g_01937	Syam.g_00198
OG0000222	Syae.g_01926	Syam.g_00186
OG0000223	Syae.g_01904	Syam.g_00168
OG0000224	Syae.g_01897	Syam.g_00164
OG0000225	Syae.g_02208	Syam.g_00473
OG0000226	Syae.g_02212	Syam.g_00477
OG0000227	Syae.g_02214	Syam.g_00479
OG0000228	Syae.g_02218	Syam.g_00488
OG0000229	Syae.g_00994	Syam.g_01867
OG0000230	Syae.g_00992	Syam.g_01865
OG0000231	Syae.g_00980	Syam.g_01848
OG0000232	Syae.g_02496	Syam.g_01692
OG0000233	Syae.g_02504	Syam.g_01678
OG0000234	Syae.g_02532	Syam.g_01667
OG0000235	Syae.g_02308	Syam.g_00582
OG0000236	Syae.g_02323	Syam.g_00597
OG0000237	Syae.g_02340	Syam.g_00614
OG0000238	Syae.g_02345	Syam.g_00619
OG0000239	Syae.g_02360	Syam.g_00637
OG0000240	Syae.g_02361	Syam.g_00638
OG0000241	Syae.g_00065	Syam.g_01477
OG0000242	Syae.g_02372	Syam.g_00649
OG0000243	Syae.g_02391	Syam.g_00668
OG0000244	Syae.g_02399	Syam.g_00674
OG0000245	Syae.g_02401	Syam.g_00676
OG0000246	Syae.g_02405	Syam.g_00680
OG0000247	Syae.g_02416	Syam.g_00692
OG0000248	Syae.g_02419	Syam.g_00695
OG0000249	Syae.g_02421	Syam.g_00697
OG0000250	Syae.g_02431	Syam.g_01747
OG0000251	Syae.g_02455	Syam.g_01722
OG0000252	Syae.g_02458	Syam.g_01719
OG0000253	Syae.g_02459	Syam.g_01718
OG0000254	Syae.g_00021	Syam.g_01510
OG0000255	Syae.g_00041	Syam.g_01500
OG0000256	Syae.g_00058	Syam.g_01484
OG0000257	Syae.g_00064	Syam.g_01478
OG0000258	Syae.g_00083	Syam.g_01459
OG0000259	Syae.g_00608	Syam.g_01378
OG0000260	Syae.g_00603	Syam.g_01375
OG0000261	Syae.g_00600	Syam.g_01372
OG0000262	Syae.g_00595	Syam.g_01367
OG0000263	Syae.g_00671	Syam.g_00885
OG0000264	Syae.g_00761	Syam.g_00805
OG0000265	Syae.g_00932, Syae.g_00226	Syam.g_01880
OG0000266	Syae.g_00457	Syam.g_01234
OG0000267	Syae.g_00304	Syam.g_01071
OG0000268	Syae.g_00308	Syam.g_01072
OG0000269	Syae.g_00526	Syam.g_01295
OG0000270	Syae.g_00523	Syam.g_01292
OG0000271	Syae.g_00515	Syam.g_01284
OG0000272	Syae.g_00514	Syam.g_01283
OG0000273	Syae.g_00825	Syam.g_00745
OG0000274	Syae.g_00826	Syam.g_00744
OG0000275	Syae.g_00832	Syam.g_00741
OG0000276	Syae.g_00839	Syam.g_00733
OG0000277	Syae.g_00840	Syam.g_00732
OG0000278	Syae.g_00843	Syam.g_00729
OG0000279	Syae.g_00851	Syam.g_00721
OG0000280	Syae.g_00877	Syam.g_00701
OG0000281	Syae.g_02057	Syam.g_00943
OG0000282	Syae.g_00573	Syam.g_01347
OG0000283	Syae.g_00321	Syam.g_01087
OG0000284	Syae.g_00327	Syam.g_01093
OG0000285	Syae.g_00340	Syam.g_01105
OG0000286	Syae.g_00359	Syam.g_01123
OG0000287	Syae.g_00387	Syam.g_01153
OG0000288	Syae.g_00419	Syam.g_01186
OG0000289	Syae.g_00433	Syam.g_01201
OG0000290	Syae.g_00796	Syam.g_00771
OG0000291	Syae.g_00794	Syam.g_00773
OG0000292	Syae.g_01705	Syam.g_02439
OG0000293	Syae.g_00938	Syam.g_01806
OG0000294	Syae.g_00937	Syam.g_01805
OG0000295	Syae.g_00893	Syam.g_01771
OG0000296	Syae.g_00891	Syam.g_01769
OG0000297	Syae.g_00645	Syam.g_00906
OG0000298	Syae.g_00646	Syam.g_00905
OG0000299	Syae.g_00680	Syam.g_00878
OG0000300	Syae.g_00686	Syam.g_00871
OG0000301	Syae.g_00687	Syam.g_00870
OG0000302	Syae.g_00691	Syam.g_00868
OG0000303	Syae.g_00700	Syam.g_00859
OG0000304	Syae.g_00706	Syam.g_00853
OG0000305	Syae.g_00791	Syam.g_00776
OG0000306	Syae.g_00277	Syam.g_01757
OG0000307	Syae.g_02290	Syam.g_00566
OG0000308	Syae.g_02288	Syam.g_00564
OG0000309	Syae.g_02283	Syam.g_00559
OG0000310	Syae.g_02687	Syam.g_01591
OG0000311	Syae.g_02682	Syam.g_01595
OG0000312	Syae.g_02664	Syam.g_01601
OG0000313	Syae.g_02647	Syam.g_01617
OG0000314	Syae.g_02618	Syam.g_01647
OG0000315	Syae.g_02609	Syam.g_01658
OG0000316	Syae.g_01118	Syam.g_01945
OG0000317	Syae.g_01160	Syam.g_01987
OG0000318	Syae.g_01164	Syam.g_01991
OG0000319	Syae.g_01181	Syam.g_02006
OG0000320	Syae.g_01183	Syam.g_02008
OG0000321	Syae.g_01184	Syam.g_02009
OG0000322	Syae.g_01185	Syam.g_02010
OG0000323	Syae.g_01200	Syam.g_02025
OG0000324	Syae.g_01049	Syam.g_01906
OG0000325	Syae.g_02033	Syam.g_00289
OG0000326	Syae.g_02040	Syam.g_00296
OG0000327	Syae.g_02080	Syam.g_00325
OG0000328	Syae.g_02081	Syam.g_00326
OG0000329	Syae.g_02099	Syam.g_00344
OG0000330	Syae.g_02100	Syam.g_00345
OG0000331	Syae.g_02101	Syam.g_00346
OG0000332	Syae.g_02116	Syam.g_00361
OG0000333	Syae.g_02119	Syam.g_00364
OG0000334	Syae.g_02128	Syam.g_00375
OG0000335	Syae.g_02132	Syam.g_00380
OG0000336	Syae.g_02136	Syam.g_00384
OG0000337	Syae.g_01879	Syam.g_00155
OG0000338	Syae.g_01876	Syam.g_00153
OG0000339	Syae.g_01869	Syam.g_00147
OG0000340	Syae.g_01855	Syam.g_00137
OG0000341	Syae.g_01853	Syam.g_00135
OG0000342	Syae.g_01852	Syam.g_00134
OG0000343	Syae.g_01848	Syam.g_00133
OG0000344	Syae.g_01843	Syam.g_00129
OG0000345	Syae.g_01833	Syam.g_00119
OG0000346	Syae.g_01828	Syam.g_00114
OG0000347	Syae.g_01805	Syam.g_00083
OG0000348	Syae.g_01781	Syam.g_00068
OG0000349	Syae.g_01763	Syam.g_00050
OG0000350	Syae.g_02047	Syam.g_00303
OG0000351	Syae.g_01684	Syam.g_02420
OG0000352	Syae.g_01685	Syam.g_02421
OG0000353	Syae.g_01711	Syam.g_02445
OG0000354	Syae.g_02351	Syam.g_00626, Syam.g_00625
OG0000355	Syae.g_01713	Syam.g_00001
OG0000356	Syae.g_01714	Syam.g_00002
OG0000357	Syae.g_01715	Syam.g_00003
OG0000358	Syae.g_01719	Syam.g_00007
OG0000359	Syae.g_01721	Syam.g_00009
OG0000360	Syae.g_01722	Syam.g_00010
OG0000361	Syae.g_01723	Syam.g_00011
OG0000362	Syae.g_01725	Syam.g_00013
OG0000363	Syae.g_01727	Syam.g_00015
OG0000364	Syae.g_01728	Syam.g_00016
OG0000365	Syae.g_01737	Syam.g_00025
OG0000366	Syae.g_01738	Syam.g_00026
OG0000367	Syae.g_01739	Syam.g_00027
OG0000368	Syae.g_01741	Syam.g_00029
OG0000369	Syae.g_01742	Syam.g_00030
OG0000370	Syae.g_01743	Syam.g_00031
OG0000371	Syae.g_01751	Syam.g_00038
OG0000372	Syae.g_01756	Syam.g_00043
OG0000373	Syae.g_01757	Syam.g_00044
OG0000374	Syae.g_01758	Syam.g_00045
OG0000375	Syae.g_01759	Syam.g_00046
OG0000376	Syae.g_01761	Syam.g_00048
OG0000377	Syae.g_01561	Syam.g_02306
OG0000378	Syae.g_01553	Syam.g_02297
OG0000379	Syae.g_01550	Syam.g_02294
OG0000380	Syae.g_01281	Syam.g_02060
OG0000381	Syae.g_01285	Syam.g_02063
OG0000382	Syae.g_01322	Syam.g_02080
OG0000383	Syae.g_01324	Syam.g_02083
OG0000384	Syae.g_01325	Syam.g_02084
OG0000385	Syae.g_01326	Syam.g_02085
OG0000386	Syae.g_01327	Syam.g_02086
OG0000387	Syae.g_01354	Syam.g_02112
OG0000388	Syae.g_01358	Syam.g_02116
OG0000389	Syae.g_01362	Syam.g_02120
OG0000390	Syae.g_01378	Syam.g_02136
OG0000391	Syae.g_01383	Syam.g_02141
OG0000392	Syae.g_01389	Syam.g_02147
OG0000393	Syae.g_01392	Syam.g_02149
OG0000394	Syae.g_01393	Syam.g_02150
OG0000395	Syae.g_01394	Syam.g_02151
OG0000396	Syae.g_01397	Syam.g_02153
OG0000397	Syae.g_01400	Syam.g_02160
OG0000398	Syae.g_01405	Syam.g_02165
OG0000399	Syae.g_01406	Syam.g_02166
OG0000400	Syae.g_01407	Syam.g_02167
OG0000401	Syae.g_01408	Syam.g_02168
OG0000402	Syae.g_01410	Syam.g_02171
OG0000403	Syae.g_01411	Syam.g_02172
OG0000404	Syae.g_01412	Syam.g_02173
OG0000405	Syae.g_01426	Syam.g_02189
OG0000406	Syae.g_01430	Syam.g_02193
OG0000407	Syae.g_01431	Syam.g_02194
OG0000408	Syae.g_01433	Syam.g_02196
OG0000409	Syae.g_01435	Syam.g_02198
OG0000410	Syae.g_01436	Syam.g_02199
OG0000411	Syae.g_01437	Syam.g_02200
OG0000412	Syae.g_01438	Syam.g_02201
OG0000413	Syae.g_01440	Syam.g_02203
OG0000415	Syae.g_01441	Syam.g_02205
OG0000416	Syae.g_01442	Syam.g_02206
OG0000417	Syae.g_01443	Syam.g_02207
OG0000418	Syae.g_01448	Syam.g_02212
OG0000419	Syae.g_01450	Syam.g_02214
OG0000420	Syae.g_01452	Syam.g_02216
OG0000421	Syae.g_01457	Syam.g_02221
OG0000422	Syae.g_01458	Syam.g_02222
OG0000423	Syae.g_01459	Syam.g_02223
OG0000424	Syae.g_01460	Syam.g_02224
OG0000425	Syae.g_01461	Syam.g_02225
OG0000426	Syae.g_01462	Syam.g_02226
OG0000427	Syae.g_01463	Syam.g_02227
OG0000428	Syae.g_01466	Syam.g_02230
OG0000429	Syae.g_01468	Syam.g_02232
OG0000430	Syae.g_01470	Syam.g_02233
OG0000431	Syae.g_01473	Syam.g_02237
OG0000432	Syae.g_01481	Syam.g_02243
OG0000433	Syae.g_01484	Syam.g_02244
OG0000434	Syae.g_01485	Syam.g_02245
OG0000435	Syae.g_01486	Syam.g_02246
OG0000436	Syae.g_01491	Syam.g_02252
OG0000437	Syae.g_01492	Syam.g_02253
OG0000438	Syae.g_01493	Syam.g_02254
OG0000439	Syae.g_01495	Syam.g_02256
OG0000440	Syae.g_01496	Syam.g_02257
OG0000441	Syae.g_01501	Syam.g_02261
OG0000442	Syae.g_01502	Syam.g_02262
OG0000443	Syae.g_01503	Syam.g_02263
OG0000444	Syae.g_01509	Syam.g_02268
OG0000445	Syae.g_01510	Syam.g_02269
OG0000446	Syae.g_01512	Syam.g_02270
OG0000447	Syae.g_01517	Syam.g_02272
OG0000448	Syae.g_01518	Syam.g_02273
OG0000449	Syae.g_01519	Syam.g_02274
OG0000450	Syae.g_01525	Syam.g_02275
OG0000451	Syae.g_01526	Syam.g_02276
OG0000452	Syae.g_01530	Syam.g_02280
OG0000453	Syae.g_01531	Syam.g_02281
OG0000454	Syae.g_01532	Syam.g_02282
OG0000455	Syae.g_01533	Syam.g_02283
OG0000456	Syae.g_01534	Syam.g_02284
OG0000457	Syae.g_01536	Syam.g_02286
OG0000458	Syae.g_01538	Syam.g_02287
OG0000459	Syae.g_01539	Syam.g_02288
OG0000460	Syae.g_02236	Syam.g_00506
OG0000461	Syae.g_02024	Syam.g_00284
OG0000462	Syae.g_02021	Syam.g_00281
OG0000463	Syae.g_02020	Syam.g_00280
OG0000464	Syae.g_02019	Syam.g_00279
OG0000465	Syae.g_02018	Syam.g_00277
OG0000466	Syae.g_02014	Syam.g_00273
OG0000467	Syae.g_02012	Syam.g_00271
OG0000468	Syae.g_02007	Syam.g_00266
OG0000469	Syae.g_01992	Syam.g_00253
OG0000470	Syae.g_01990	Syam.g_00251
OG0000471	Syae.g_01989	Syam.g_00250
OG0000472	Syae.g_01987	Syam.g_00248
OG0000473	Syae.g_01985	Syam.g_00246
OG0000474	Syae.g_01984	Syam.g_00245
OG0000475	Syae.g_01983	Syam.g_00244
OG0000476	Syae.g_01981	Syam.g_00242
OG0000477	Syae.g_01975	Syam.g_00236
OG0000478	Syae.g_01974	Syam.g_00235
OG0000479	Syae.g_01973	Syam.g_00234
OG0000480	Syae.g_01966	Syam.g_00227
OG0000481	Syae.g_01964	Syam.g_00225
OG0000482	Syae.g_01963	Syam.g_00224
OG0000483	Syae.g_01959	Syam.g_00220
OG0000484	Syae.g_01958	Syam.g_00219
OG0000485	Syae.g_01957	Syam.g_00218
OG0000486	Syae.g_01956	Syam.g_00217
OG0000487	Syae.g_01950	Syam.g_00211
OG0000488	Syae.g_01946	Syam.g_00207
OG0000489	Syae.g_01936	Syam.g_00197
OG0000490	Syae.g_01928	Syam.g_00189
OG0000491	Syae.g_01927	Syam.g_00187
OG0000492	Syae.g_01925	Syam.g_00185
OG0000493	Syae.g_01924	Syam.g_00184
OG0000494	Syae.g_01923	Syam.g_00183
OG0000495	Syae.g_01922	Syam.g_00182
OG0000496	Syae.g_01921	Syam.g_00181
OG0000497	Syae.g_01920	Syam.g_00180
OG0000498	Syae.g_01919	Syam.g_00179
OG0000499	Syae.g_01918	Syam.g_00178
OG0000500	Syae.g_01917	Syam.g_00177
OG0000501	Syae.g_01914	Syam.g_00174
OG0000502	Syae.g_01902	Syam.g_00165
OG0000503	Syae.g_02192	Syam.g_00457
OG0000504	Syae.g_02194	Syam.g_00459
OG0000505	Syae.g_02195	Syam.g_00460
OG0000506	Syae.g_02197	Syam.g_00462
OG0000507	Syae.g_02203	Syam.g_00468
OG0000508	Syae.g_02207	Syam.g_00472
OG0000509	Syae.g_02209	Syam.g_00474
OG0000510	Syae.g_02210	Syam.g_00475
OG0000511	Syae.g_02211	Syam.g_00476
OG0000512	Syae.g_02213	Syam.g_00478
OG0000513	Syae.g_02223	Syam.g_00493
OG0000514	Syae.g_02229	Syam.g_00499
OG0000515	Syae.g_02230	Syam.g_00500
OG0000516	Syae.g_01000	Syam.g_01862
OG0000517	Syae.g_00995	Syam.g_01868
OG0000518	Syae.g_00983	Syam.g_01851
OG0000519	Syae.g_00982	Syam.g_01850
OG0000520	Syae.g_00981	Syam.g_01849
OG0000521	Syae.g_02491	Syam.g_01696
OG0000522	Syae.g_02493	Syam.g_01694
OG0000523	Syae.g_02494	Syam.g_01693
OG0000524	Syae.g_02501	Syam.g_01681
OG0000525	Syae.g_02520	Syam.g_01677
OG0000526	Syae.g_02523	Syam.g_01674
OG0000527	Syae.g_02528	Syam.g_01670
OG0000528	Syae.g_02304	Syam.g_00580
OG0000529	Syae.g_02310	Syam.g_00584
OG0000530	Syae.g_02313	Syam.g_00587
OG0000531	Syae.g_02314	Syam.g_00588
OG0000532	Syae.g_02317	Syam.g_00591
OG0000533	Syae.g_02318	Syam.g_00592
OG0000534	Syae.g_02319	Syam.g_00593
OG0000535	Syae.g_02320	Syam.g_00594
OG0000536	Syae.g_02321	Syam.g_00595
OG0000537	Syae.g_02322	Syam.g_00596
OG0000538	Syae.g_02333	Syam.g_00607
OG0000539	Syae.g_02334	Syam.g_00608
OG0000540	Syae.g_02335	Syam.g_00609
OG0000541	Syae.g_02336	Syam.g_00610
OG0000542	Syae.g_02339	Syam.g_00613
OG0000543	Syae.g_02341	Syam.g_00615
OG0000544	Syae.g_02342	Syam.g_00616
OG0000545	Syae.g_02344	Syam.g_00618
OG0000546	Syae.g_02346	Syam.g_00620
OG0000547	Syae.g_02348	Syam.g_00622
OG0000548	Syae.g_02349	Syam.g_00623
OG0000549	Syae.g_02354	Syam.g_00630
OG0000550	Syae.g_02358	Syam.g_00635
OG0000551	Syae.g_02363	Syam.g_00640
OG0000552	Syae.g_02364	Syam.g_00641
OG0000553	Syae.g_02366	Syam.g_00643
OG0000554	Syae.g_02375	Syam.g_00652
OG0000555	Syae.g_02390	Syam.g_00667
OG0000556	Syae.g_02394	Syam.g_00670
OG0000557	Syae.g_02398	Syam.g_00672
OG0000558	Syae.g_02400	Syam.g_00675
OG0000559	Syae.g_02404	Syam.g_00679
OG0000560	Syae.g_02407	Syam.g_00682
OG0000561	Syae.g_02408	Syam.g_00683
OG0000562	Syae.g_02409	Syam.g_00684
OG0000563	Syae.g_02410	Syam.g_00685
OG0000564	Syae.g_02411	Syam.g_00686
OG0000565	Syae.g_02414	Syam.g_00690
OG0000566	Syae.g_02418	Syam.g_00694
OG0000567	Syae.g_02422	Syam.g_00698
OG0000568	Syae.g_02427	Syam.g_01751
OG0000569	Syae.g_02428	Syam.g_01750
OG0000570	Syae.g_02429	Syam.g_01749
OG0000571	Syae.g_02433	Syam.g_01745
OG0000572	Syae.g_02448	Syam.g_01729
OG0000573	Syae.g_02456	Syam.g_01721
