Orthogroup	Syae	Prae
OG0000095	Syae.g_01624	Prae.g_01040
OG0000097	Syae.g_00683	Prae.g_01204
OG0000098	Syae.g_02058	Prae.g_01350
OG0000099	Syae.g_01913, Syae.g_01226	Prae.g_01390
OG0000100	Syae.g_00489	Prae.g_01533
OG0000101	Syae.g_02125	Prae.g_01758
OG0000102	Syae.g_01824	Prae.g_01820
OG0000103	Syae.g_01694	Prae.g_01899
OG0000104	Syae.g_01708	Prae.g_01907
OG0000105	Syae.g_01977	Prae.g_01440
OG0000106	Syae.g_00272	Prae.g_00370
OG0000107	Syae.g_02032	Prae.g_00385
OG0000108	Syae.g_02309	Prae.g_00454
OG0000109	Syae.g_02324	Prae.g_00468
OG0000110	Syae.g_02435	Prae.g_00549
OG0000111	Syae.g_00783	Prae.g_00673
OG0000112	Syae.g_00351	Prae.g_00770
OG0000113	Syae.g_00494	Prae.g_00828
OG0000114	Syae.g_00575	Prae.g_00908
OG0000115	Syae.g_02631	Prae.g_01102
OG0000116	Syae.g_00939	Prae.g_01153
OG0000117	Syae.g_00647	Prae.g_01263
OG0000118	Syae.g_02479	Prae.g_01341
OG0000119	Syae.g_00904	Prae.g_01364
OG0000120	Syae.g_01912	Prae.g_01389
OG0000121	Syae.g_02649	Prae.g_01461
OG0000122	Syae.g_00112	Prae.g_01499
OG0000123	Syae.g_02131	Prae.g_01766
OG0000124	Syae.g_01809	Prae.g_01831
OG0000125	Syae.g_01573	Prae.g_01867
OG0000126	Syae.g_01706	Prae.g_01906
OG0000128	Syae.g_01724	Prae.g_00011
OG0000129	Syae.g_01562	Prae.g_00046
OG0000130	Syae.g_01284	Prae.g_00069
OG0000131	Syae.g_01428	Prae.g_00148
OG0000132	Syae.g_01447	Prae.g_00167
OG0000133	Syae.g_00356	Prae.g_00323
OG0000134	Syae.g_02222	Prae.g_00356
OG0000135	Syae.g_01608	Prae.g_00382
OG0000136	Syae.g_00989	Prae.g_00415
OG0000137	Syae.g_02530	Prae.g_00449
OG0000138	Syae.g_02325	Prae.g_00469
OG0000139	Syae.g_02380	Prae.g_00512
OG0000140	Syae.g_02383	Prae.g_00513
OG0000141	Syae.g_00016	Prae.g_00581
OG0000142	Syae.g_00074	Prae.g_00609
OG0000143	Syae.g_00078	Prae.g_00613
OG0000144	Syae.g_00261	Prae.g_00626
OG0000145	Syae.g_02331	Prae.g_00766
OG0000146	Syae.g_00350	Prae.g_00771
OG0000147	Syae.g_00349	Prae.g_00772
OG0000148	Syae.g_00500	Prae.g_00822
OG0000149	Syae.g_00847	Prae.g_00852
OG0000150	Syae.g_00017	Prae.g_00860
OG0000151	Syae.g_00563	Prae.g_00918
OG0000152	Syae.g_00360	Prae.g_00964
OG0000153	Syae.g_00394	Prae.g_00983
OG0000154	Syae.g_00420	Prae.g_01014
OG0000155	Syae.g_00885	Prae.g_01183
OG0000156	Syae.g_00945	Prae.g_01317
OG0000157	Syae.g_00946	Prae.g_01318
OG0000158	Syae.g_01858	Prae.g_01426
OG0000160	Syae.g_02650	Prae.g_01460
OG0000161	Syae.g_02644	Prae.g_01466
OG0000162	Syae.g_02638	Prae.g_01472
OG0000163	Syae.g_01092	Prae.g_01506
OG0000164	Syae.g_01198	Prae.g_01647
OG0000165	Syae.g_01021	Prae.g_01654
OG0000166	Syae.g_02085	Prae.g_01722
OG0000167	Syae.g_01874	Prae.g_01789
OG0000168	Syae.g_01856	Prae.g_01799
OG0000169	Syae.g_01841	Prae.g_01809
OG0000170	Syae.g_01834	Prae.g_01811
OG0000171	Syae.g_01810	Prae.g_01830
OG0000172	Syae.g_01788	Prae.g_01838
OG0000173	Syae.g_01770	Prae.g_01853
OG0000174	Syae.g_01610	Prae.g_01881
OG0000175	Syae.g_01679	Prae.g_01891
OG0000176	Syae.g_01716	Prae.g_00004
OG0000177	Syae.g_01717	Prae.g_00005
OG0000178	Syae.g_01718	Prae.g_00006
OG0000179	Syae.g_01733	Prae.g_00016
OG0000180	Syae.g_01734	Prae.g_00017
OG0000181	Syae.g_01735	Prae.g_00018
OG0000182	Syae.g_01736	Prae.g_00019
OG0000183	Syae.g_01740	Prae.g_00023
OG0000184	Syae.g_01554	Prae.g_00048
OG0000185	Syae.g_01551	Prae.g_00051
OG0000186	Syae.g_01279	Prae.g_00064
OG0000187	Syae.g_01280	Prae.g_00065
OG0000188	Syae.g_01323	Prae.g_00082
OG0000189	Syae.g_01350	Prae.g_00096
OG0000190	Syae.g_01352	Prae.g_00097
OG0000191	Syae.g_01384	Prae.g_00117
OG0000192	Syae.g_01390	Prae.g_00121
OG0000193	Syae.g_01429	Prae.g_00149
OG0000194	Syae.g_01432	Prae.g_00152
OG0000195	Syae.g_01434	Prae.g_00154
OG0000196	Syae.g_01444	Prae.g_00164
OG0000197	Syae.g_01445	Prae.g_00165
OG0000198	Syae.g_01446	Prae.g_00166
OG0000199	Syae.g_01454	Prae.g_00173
OG0000200	Syae.g_01471	Prae.g_00187
OG0000201	Syae.g_01487	Prae.g_00195
OG0000202	Syae.g_01488	Prae.g_00196
OG0000203	Syae.g_01489	Prae.g_00197
OG0000204	Syae.g_01490	Prae.g_00198
OG0000205	Syae.g_01497	Prae.g_00205
OG0000206	Syae.g_01504	Prae.g_00210
OG0000207	Syae.g_01506	Prae.g_00212
OG0000208	Syae.g_01507	Prae.g_00213
OG0000209	Syae.g_01528	Prae.g_00222
OG0000210	Syae.g_01529	Prae.g_00223
OG0000212	Syae.g_02244	Prae.g_00243
OG0000213	Syae.g_02003	Prae.g_00260
OG0000214	Syae.g_01986	Prae.g_00270
OG0000215	Syae.g_01955	Prae.g_00293
OG0000216	Syae.g_01951	Prae.g_00295
OG0000217	Syae.g_01947	Prae.g_00298
OG0000218	Syae.g_01945	Prae.g_00300
OG0000219	Syae.g_01944	Prae.g_00301
OG0000220	Syae.g_01943	Prae.g_00302
OG0000221	Syae.g_01937	Prae.g_00303
OG0000222	Syae.g_01926	Prae.g_00311
OG0000223	Syae.g_01904	Prae.g_00324
OG0000224	Syae.g_01897	Prae.g_00326
OG0000225	Syae.g_02208	Prae.g_00345
OG0000226	Syae.g_02212	Prae.g_00349
OG0000227	Syae.g_02214	Prae.g_00351
OG0000228	Syae.g_02218	Prae.g_00354
OG0000229	Syae.g_00994	Prae.g_00410
OG0000230	Syae.g_00992	Prae.g_00412
OG0000231	Syae.g_00980	Prae.g_00423
OG0000232	Syae.g_02496	Prae.g_00432
OG0000233	Syae.g_02504	Prae.g_00437
OG0000234	Syae.g_02532	Prae.g_00450
OG0000235	Syae.g_02308	Prae.g_00453
OG0000236	Syae.g_02323	Prae.g_00467
OG0000237	Syae.g_02340	Prae.g_00480
OG0000238	Syae.g_02345	Prae.g_00486
OG0000239	Syae.g_02360	Prae.g_00499
OG0000240	Syae.g_02361	Prae.g_00500
OG0000241	Syae.g_00065	Prae.g_00504
OG0000242	Syae.g_02372	Prae.g_00506
OG0000243	Syae.g_02391	Prae.g_00518
OG0000244	Syae.g_02399	Prae.g_00521
OG0000245	Syae.g_02401	Prae.g_00523
OG0000246	Syae.g_02405	Prae.g_00527
OG0000247	Syae.g_02416	Prae.g_00537
OG0000248	Syae.g_02419	Prae.g_00539
OG0000249	Syae.g_02421	Prae.g_00541
OG0000250	Syae.g_02431	Prae.g_00546
OG0000251	Syae.g_02455	Prae.g_00565
OG0000252	Syae.g_02458	Prae.g_00568
OG0000253	Syae.g_02459	Prae.g_00569
OG0000254	Syae.g_00021	Prae.g_00585
OG0000255	Syae.g_00041	Prae.g_00591
OG0000256	Syae.g_00058	Prae.g_00601
OG0000257	Syae.g_00064	Prae.g_00604
OG0000258	Syae.g_00083	Prae.g_00617
OG0000259	Syae.g_00608	Prae.g_00634
OG0000260	Syae.g_00603	Prae.g_00637
OG0000261	Syae.g_00600	Prae.g_00639
OG0000262	Syae.g_00595	Prae.g_00643
OG0000263	Syae.g_00671	Prae.g_00655
OG0000264	Syae.g_00761	Prae.g_00665
OG0000265	Syae.g_00932, Syae.g_00226	Prae.g_00711
OG0000266	Syae.g_00457	Prae.g_00721
OG0000267	Syae.g_00304	Prae.g_00732
OG0000268	Syae.g_00308	Prae.g_00733
OG0000269	Syae.g_00526	Prae.g_00801
OG0000270	Syae.g_00523	Prae.g_00804
OG0000271	Syae.g_00515	Prae.g_00812
OG0000272	Syae.g_00514	Prae.g_00813
OG0000273	Syae.g_00825	Prae.g_00836
OG0000274	Syae.g_00826	Prae.g_00837
OG0000275	Syae.g_00832	Prae.g_00839
OG0000276	Syae.g_00839	Prae.g_00844
OG0000277	Syae.g_00840	Prae.g_00845
OG0000278	Syae.g_00843	Prae.g_00848
OG0000279	Syae.g_00851	Prae.g_00855
OG0000280	Syae.g_00877	Prae.g_00856
OG0000281	Syae.g_02057	Prae.g_00861
OG0000282	Syae.g_00573	Prae.g_00910
OG0000283	Syae.g_00321	Prae.g_00941
OG0000284	Syae.g_00327	Prae.g_00946
OG0000285	Syae.g_00340	Prae.g_00951
OG0000286	Syae.g_00359	Prae.g_00963
OG0000288	Syae.g_00419	Prae.g_01013
OG0000289	Syae.g_00433	Prae.g_01024
OG0000290	Syae.g_00796	Prae.g_01037
OG0000291	Syae.g_00794	Prae.g_01039
OG0000292	Syae.g_01705	Prae.g_01090
OG0000293	Syae.g_00938	Prae.g_01154
OG0000294	Syae.g_00937	Prae.g_01155
OG0000295	Syae.g_00893	Prae.g_01175
OG0000296	Syae.g_00891	Prae.g_01177
OG0000297	Syae.g_00645	Prae.g_01185
OG0000298	Syae.g_00646	Prae.g_01186
OG0000299	Syae.g_00680	Prae.g_01203
OG0000300	Syae.g_00686	Prae.g_01206
OG0000301	Syae.g_00687	Prae.g_01207
OG0000302	Syae.g_00691	Prae.g_01209
OG0000303	Syae.g_00700	Prae.g_01216
OG0000304	Syae.g_00706	Prae.g_01220
OG0000305	Syae.g_00791	Prae.g_01360
OG0000306	Syae.g_00277	Prae.g_01363
OG0000307	Syae.g_02290	Prae.g_01377
OG0000308	Syae.g_02288	Prae.g_01378
OG0000309	Syae.g_02283	Prae.g_01382
OG0000310	Syae.g_02687	Prae.g_01444
OG0000311	Syae.g_02682	Prae.g_01446
OG0000312	Syae.g_02664	Prae.g_01449
OG0000313	Syae.g_02647	Prae.g_01463
OG0000314	Syae.g_02618	Prae.g_01486
OG0000315	Syae.g_02609	Prae.g_01496
OG0000316	Syae.g_01118	Prae.g_01516
OG0000317	Syae.g_01160	Prae.g_01621
OG0000318	Syae.g_01164	Prae.g_01624
OG0000319	Syae.g_01181	Prae.g_01637
OG0000320	Syae.g_01183	Prae.g_01639
OG0000321	Syae.g_01184	Prae.g_01640
OG0000322	Syae.g_01185	Prae.g_01641
OG0000323	Syae.g_01200	Prae.g_01650
OG0000324	Syae.g_01049	Prae.g_01676
OG0000325	Syae.g_02033	Prae.g_01687
OG0000326	Syae.g_02040	Prae.g_01693
OG0000327	Syae.g_02080	Prae.g_01717
OG0000328	Syae.g_02081	Prae.g_01718
OG0000329	Syae.g_02099	Prae.g_01735
OG0000330	Syae.g_02100	Prae.g_01736
OG0000331	Syae.g_02101	Prae.g_01737
OG0000332	Syae.g_02116	Prae.g_01751
OG0000333	Syae.g_02119	Prae.g_01753
OG0000334	Syae.g_02128	Prae.g_01761
OG0000335	Syae.g_02132	Prae.g_01767
OG0000336	Syae.g_02136	Prae.g_01771
OG0000337	Syae.g_01879	Prae.g_01787
OG0000338	Syae.g_01876	Prae.g_01788
OG0000339	Syae.g_01869	Prae.g_01792
OG0000340	Syae.g_01855	Prae.g_01800
OG0000341	Syae.g_01853	Prae.g_01802
OG0000342	Syae.g_01852	Prae.g_01803
OG0000343	Syae.g_01848	Prae.g_01804
OG0000344	Syae.g_01843	Prae.g_01807
OG0000345	Syae.g_01833	Prae.g_01812
OG0000346	Syae.g_01828	Prae.g_01816
OG0000347	Syae.g_01805	Prae.g_01832
OG0000348	Syae.g_01781	Prae.g_01841
OG0000349	Syae.g_01763	Prae.g_01858
OG0000350	Syae.g_02047	Prae.g_01877
OG0000351	Syae.g_01684	Prae.g_01894
OG0000352	Syae.g_01685	Prae.g_01895
OG0000353	Syae.g_01711	Prae.g_01910
OG0000354	Syae.g_01731	Prae.g_00689
OG0000355	Syae.g_01713	Prae.g_00001
OG0000356	Syae.g_01714	Prae.g_00002
OG0000357	Syae.g_01715	Prae.g_00003
OG0000358	Syae.g_01719	Prae.g_00007
OG0000359	Syae.g_01721	Prae.g_00008
OG0000360	Syae.g_01722	Prae.g_00009
OG0000361	Syae.g_01723	Prae.g_00010
OG0000362	Syae.g_01725	Prae.g_00012
OG0000363	Syae.g_01727	Prae.g_00014
OG0000364	Syae.g_01728	Prae.g_00015
OG0000365	Syae.g_01737	Prae.g_00020
OG0000366	Syae.g_01738	Prae.g_00021
OG0000367	Syae.g_01739	Prae.g_00022
OG0000368	Syae.g_01741	Prae.g_00024
OG0000369	Syae.g_01742	Prae.g_00025
OG0000370	Syae.g_01743	Prae.g_00026
OG0000371	Syae.g_01751	Prae.g_00032
OG0000372	Syae.g_01756	Prae.g_00035
OG0000373	Syae.g_01757	Prae.g_00036
OG0000374	Syae.g_01758	Prae.g_00037
OG0000375	Syae.g_01759	Prae.g_00042
OG0000376	Syae.g_01761	Prae.g_00044
OG0000377	Syae.g_01561	Prae.g_00047
OG0000378	Syae.g_01553	Prae.g_00049
OG0000379	Syae.g_01550	Prae.g_00052
OG0000380	Syae.g_01281	Prae.g_00066
OG0000381	Syae.g_01285	Prae.g_00070
OG0000382	Syae.g_01322	Prae.g_00081
OG0000383	Syae.g_01324	Prae.g_00083
OG0000384	Syae.g_01325	Prae.g_00084
OG0000385	Syae.g_01326	Prae.g_00085
OG0000386	Syae.g_01327	Prae.g_00086
OG0000387	Syae.g_01354	Prae.g_00099
OG0000388	Syae.g_01358	Prae.g_00102
OG0000389	Syae.g_01362	Prae.g_00105
OG0000390	Syae.g_01378	Prae.g_00112
OG0000391	Syae.g_01383	Prae.g_00116
OG0000392	Syae.g_01389	Prae.g_00120
OG0000393	Syae.g_01392	Prae.g_00122
OG0000394	Syae.g_01393	Prae.g_00123
OG0000395	Syae.g_01394	Prae.g_00124
OG0000396	Syae.g_01397	Prae.g_00127
OG0000397	Syae.g_01400	Prae.g_00129
OG0000398	Syae.g_01405	Prae.g_00131
OG0000399	Syae.g_01406	Prae.g_00132
OG0000400	Syae.g_01407	Prae.g_00133
OG0000401	Syae.g_01408	Prae.g_00134
OG0000402	Syae.g_01410	Prae.g_00136
OG0000403	Syae.g_01411	Prae.g_00137
OG0000404	Syae.g_01412	Prae.g_00138
OG0000405	Syae.g_01426	Prae.g_00142
OG0000406	Syae.g_01430	Prae.g_00150
OG0000407	Syae.g_01431	Prae.g_00151
OG0000408	Syae.g_01433	Prae.g_00153
OG0000409	Syae.g_01435	Prae.g_00155
OG0000410	Syae.g_01436	Prae.g_00156
OG0000411	Syae.g_01437	Prae.g_00157
OG0000412	Syae.g_01438	Prae.g_00158
OG0000413	Syae.g_01440	Prae.g_00159
OG0000415	Syae.g_01441	Prae.g_00161
OG0000416	Syae.g_01442	Prae.g_00162
OG0000417	Syae.g_01443	Prae.g_00163
OG0000418	Syae.g_01448	Prae.g_00168
OG0000419	Syae.g_01450	Prae.g_00170
OG0000420	Syae.g_01452	Prae.g_00171
OG0000421	Syae.g_01457	Prae.g_00176
OG0000422	Syae.g_01458	Prae.g_00177
OG0000423	Syae.g_01459	Prae.g_00178
OG0000424	Syae.g_01460	Prae.g_00179
OG0000425	Syae.g_01461	Prae.g_00180
OG0000426	Syae.g_01462	Prae.g_00181
OG0000427	Syae.g_01463	Prae.g_00182
OG0000428	Syae.g_01466	Prae.g_00184
OG0000429	Syae.g_01468	Prae.g_00185
OG0000430	Syae.g_01470	Prae.g_00186
OG0000431	Syae.g_01473	Prae.g_00188
OG0000432	Syae.g_01481	Prae.g_00191
OG0000433	Syae.g_01484	Prae.g_00192
OG0000434	Syae.g_01485	Prae.g_00193
OG0000435	Syae.g_01486	Prae.g_00194
OG0000436	Syae.g_01491	Prae.g_00199
OG0000437	Syae.g_01492	Prae.g_00200
OG0000438	Syae.g_01493	Prae.g_00201
OG0000439	Syae.g_01495	Prae.g_00203
OG0000440	Syae.g_01496	Prae.g_00204
OG0000441	Syae.g_01501	Prae.g_00207
OG0000442	Syae.g_01502	Prae.g_00208
OG0000443	Syae.g_01503	Prae.g_00209
OG0000444	Syae.g_01509	Prae.g_00214
OG0000445	Syae.g_01510	Prae.g_00215
OG0000446	Syae.g_01512	Prae.g_00216
OG0000447	Syae.g_01517	Prae.g_00217
OG0000448	Syae.g_01518	Prae.g_00218
OG0000449	Syae.g_01519	Prae.g_00219
OG0000450	Syae.g_01525	Prae.g_00220
OG0000451	Syae.g_01526	Prae.g_00221
OG0000452	Syae.g_01530	Prae.g_00224
OG0000453	Syae.g_01531	Prae.g_00225
OG0000454	Syae.g_01532	Prae.g_00226
OG0000455	Syae.g_01533	Prae.g_00227
OG0000456	Syae.g_01534	Prae.g_00228
OG0000457	Syae.g_01536	Prae.g_00229
OG0000458	Syae.g_01538	Prae.g_00230
OG0000459	Syae.g_01539	Prae.g_00231
OG0000460	Syae.g_02236	Prae.g_00238
OG0000461	Syae.g_02024	Prae.g_00245
OG0000462	Syae.g_02021	Prae.g_00247
OG0000463	Syae.g_02020	Prae.g_00248
OG0000464	Syae.g_02019	Prae.g_00249
OG0000465	Syae.g_02018	Prae.g_00250
OG0000466	Syae.g_02014	Prae.g_00253
OG0000467	Syae.g_02012	Prae.g_00254
OG0000468	Syae.g_02007	Prae.g_00256
OG0000469	Syae.g_01992	Prae.g_00265
OG0000470	Syae.g_01990	Prae.g_00267
OG0000471	Syae.g_01989	Prae.g_00268
OG0000472	Syae.g_01987	Prae.g_00269
OG0000473	Syae.g_01985	Prae.g_00271
OG0000474	Syae.g_01984	Prae.g_00272
OG0000475	Syae.g_01983	Prae.g_00273
OG0000476	Syae.g_01981	Prae.g_00274
OG0000477	Syae.g_01975	Prae.g_00276
OG0000478	Syae.g_01974	Prae.g_00277
OG0000479	Syae.g_01973	Prae.g_00278
OG0000480	Syae.g_01966	Prae.g_00283
OG0000481	Syae.g_01964	Prae.g_00285
OG0000482	Syae.g_01963	Prae.g_00286
OG0000483	Syae.g_01959	Prae.g_00289
OG0000484	Syae.g_01958	Prae.g_00290
OG0000485	Syae.g_01957	Prae.g_00291
OG0000486	Syae.g_01956	Prae.g_00292
OG0000487	Syae.g_01950	Prae.g_00296
OG0000488	Syae.g_01946	Prae.g_00299
OG0000489	Syae.g_01936	Prae.g_00304
OG0000490	Syae.g_01928	Prae.g_00309
OG0000491	Syae.g_01927	Prae.g_00310
OG0000492	Syae.g_01925	Prae.g_00312
OG0000493	Syae.g_01924	Prae.g_00313
OG0000494	Syae.g_01923	Prae.g_00314
OG0000495	Syae.g_01922	Prae.g_00315
OG0000496	Syae.g_01921	Prae.g_00316
OG0000497	Syae.g_01920	Prae.g_00317
OG0000498	Syae.g_01919	Prae.g_00318
OG0000499	Syae.g_01918	Prae.g_00319
OG0000500	Syae.g_01917	Prae.g_00320
OG0000501	Syae.g_01914	Prae.g_00322
OG0000502	Syae.g_01902	Prae.g_00325
OG0000503	Syae.g_02192	Prae.g_00335
OG0000504	Syae.g_02194	Prae.g_00336
OG0000505	Syae.g_02195	Prae.g_00337
OG0000506	Syae.g_02197	Prae.g_00338
OG0000507	Syae.g_02203	Prae.g_00341
OG0000508	Syae.g_02207	Prae.g_00344
OG0000509	Syae.g_02209	Prae.g_00346
OG0000510	Syae.g_02210	Prae.g_00347
OG0000511	Syae.g_02211	Prae.g_00348
OG0000512	Syae.g_02213	Prae.g_00350
OG0000513	Syae.g_02223	Prae.g_00357
OG0000514	Syae.g_02229	Prae.g_00405
OG0000515	Syae.g_02230	Prae.g_00406
OG0000516	Syae.g_01000	Prae.g_00407
OG0000517	Syae.g_00995	Prae.g_00409
OG0000518	Syae.g_00983	Prae.g_00420
OG0000519	Syae.g_00982	Prae.g_00421
OG0000520	Syae.g_00981	Prae.g_00422
OG0000521	Syae.g_02491	Prae.g_00427
OG0000522	Syae.g_02493	Prae.g_00429
OG0000523	Syae.g_02494	Prae.g_00430
OG0000524	Syae.g_02501	Prae.g_00435
OG0000525	Syae.g_02520	Prae.g_00438
OG0000526	Syae.g_02523	Prae.g_00439
OG0000527	Syae.g_02528	Prae.g_00447
OG0000528	Syae.g_02304	Prae.g_00452
OG0000529	Syae.g_02310	Prae.g_00455
OG0000530	Syae.g_02313	Prae.g_00458
OG0000531	Syae.g_02314	Prae.g_00459
OG0000532	Syae.g_02317	Prae.g_00461
OG0000533	Syae.g_02318	Prae.g_00462
OG0000534	Syae.g_02319	Prae.g_00463
OG0000535	Syae.g_02320	Prae.g_00464
OG0000536	Syae.g_02321	Prae.g_00465
OG0000537	Syae.g_02322	Prae.g_00466
OG0000538	Syae.g_02333	Prae.g_00474
OG0000539	Syae.g_02334	Prae.g_00475
OG0000540	Syae.g_02335	Prae.g_00476
OG0000541	Syae.g_02336	Prae.g_00477
OG0000542	Syae.g_02339	Prae.g_00479
OG0000543	Syae.g_02341	Prae.g_00481
OG0000544	Syae.g_02342	Prae.g_00482
OG0000545	Syae.g_02344	Prae.g_00484
OG0000546	Syae.g_02346	Prae.g_00487
OG0000547	Syae.g_02348	Prae.g_00489
OG0000548	Syae.g_02349	Prae.g_00490
OG0000549	Syae.g_02354	Prae.g_00492
OG0000550	Syae.g_02358	Prae.g_00497
OG0000551	Syae.g_02363	Prae.g_00501
OG0000552	Syae.g_02364	Prae.g_00502
OG0000553	Syae.g_02366	Prae.g_00503
OG0000554	Syae.g_02375	Prae.g_00509
OG0000555	Syae.g_02390	Prae.g_00517
OG0000556	Syae.g_02394	Prae.g_00519
OG0000557	Syae.g_02398	Prae.g_00520
OG0000558	Syae.g_02400	Prae.g_00522
OG0000559	Syae.g_02404	Prae.g_00526
OG0000560	Syae.g_02407	Prae.g_00529
OG0000561	Syae.g_02408	Prae.g_00530
OG0000562	Syae.g_02409	Prae.g_00531
OG0000563	Syae.g_02410	Prae.g_00532
OG0000564	Syae.g_02411	Prae.g_00533
OG0000565	Syae.g_02414	Prae.g_00536
OG0000566	Syae.g_02418	Prae.g_00538
OG0000567	Syae.g_02422	Prae.g_00542
OG0000568	Syae.g_02427	Prae.g_00543
OG0000569	Syae.g_02428	Prae.g_00544
OG0000570	Syae.g_02429	Prae.g_00545
OG0000571	Syae.g_02433	Prae.g_00547
OG0000572	Syae.g_02448	Prae.g_00560
OG0000573	Syae.g_02456	Prae.g_00566
OG0000574	Syae.g_02457	Prae.g_00567
OG0000575	Syae.g_02461	Prae.g_00571
OG0000576	Syae.g_02463	Prae.g_00573
OG0000577	Syae.g_02464	Prae.g_00574
OG0000578	Syae.g_02465	Prae.g_00575
OG0000579	Syae.g_02466	Prae.g_00576
OG0000580	Syae.g_02467	Prae.g_00577
OG0000581	Syae.g_02473	Prae.g_00579
OG0000582	Syae.g_00018	Prae.g_00582
OG0000583	Syae.g_00019	Prae.g_00583
OG0000584	Syae.g_00020	Prae.g_00584
OG0000585	Syae.g_00022	Prae.g_00586
OG0000586	Syae.g_00023	Prae.g_00587
OG0000587	Syae.g_00025	Prae.g_00588
OG0000588	Syae.g_00043	Prae.g_00592
OG0000589	Syae.g_00047	Prae.g_00595
OG0000590	Syae.g_00048	Prae.g_00596
OG0000591	Syae.g_00056	Prae.g_00599
OG0000592	Syae.g_00057	Prae.g_00600
OG0000593	Syae.g_00070	Prae.g_00606
