Orthogroup	Syae	Praa
OG0000057	Syae.g_00782	Praa.g_00698
OG0000058	Syae.g_01905	Praa.g_01425
OG0000059	Syae.g_02074	Praa.g_01723
OG0000061	Syae.g_00921	Praa.g_01415, Praa.g_01159
OG0000063	Syae.g_01752	Praa.g_00033
OG0000065	Syae.g_00722, Syae.g_01363	Praa.g_00107
OG0000066	Syae.g_02386	Praa.g_00539
OG0000067	Syae.g_00521	Praa.g_00803
OG0000068	Syae.g_02299	Praa.g_01366
OG0000069	Syae.g_00458	Praa.g_01590
OG0000070	Syae.g_00979	Praa.g_00449
OG0000071	Syae.g_00961	Praa.g_01318
OG0000072	Syae.g_01455	Praa.g_00171
OG0000073	Syae.g_02330	Praa.g_00499
OG0000075	Syae.g_01871	Praa.g_01808
OG0000076	Syae.g_01829	Praa.g_01832
OG0000077	Syae.g_01297	Praa.g_00078
OG0000078	Syae.g_02243	Praa.g_00239
OG0000079	Syae.g_02011	Praa.g_00252
OG0000081	Syae.g_02261	Praa.g_00531
OG0000082	Syae.g_02447	Praa.g_00585
OG0000084	Syae.g_02656	Praa.g_01472
OG0000085	Syae.g_01152	Praa.g_01628
OG0000086	Syae.g_01333	Praa.g_00088
OG0000087	Syae.g_01414	Praa.g_00139
OG0000088	Syae.g_01449	Praa.g_00166
OG0000089	Syae.g_02219	Praa.g_00355
OG0000090	Syae.g_02374	Praa.g_00533
OG0000091	Syae.g_00082	Praa.g_00642
OG0000092	Syae.g_00884	Praa.g_00912
OG0000094	Syae.g_00430	Praa.g_01020
OG0000095	Syae.g_01624	Praa.g_01039
OG0000097	Syae.g_00683	Praa.g_01200
OG0000098	Syae.g_02058	Praa.g_01348
OG0000099	Syae.g_01913, Syae.g_01226	Praa.g_01394
OG0000100	Syae.g_00489	Praa.g_01551
OG0000101	Syae.g_02125	Praa.g_01775
OG0000102	Syae.g_01824	Praa.g_01837
OG0000103	Syae.g_01694	Praa.g_01916
OG0000104	Syae.g_01708	Praa.g_01924
OG0000105	Syae.g_01977	Praa.g_00274
OG0000106	Syae.g_00272	Praa.g_00369
OG0000107	Syae.g_02032	Praa.g_00383
OG0000108	Syae.g_02309	Praa.g_00480
OG0000109	Syae.g_02324	Praa.g_00494
OG0000110	Syae.g_02435	Praa.g_00575
OG0000111	Syae.g_00783	Praa.g_00699
OG0000112	Syae.g_00351	Praa.g_00766
OG0000113	Syae.g_00494	Praa.g_00826
OG0000114	Syae.g_00575	Praa.g_00907
OG0000115	Syae.g_02631	Praa.g_01101
OG0000116	Syae.g_00939	Praa.g_01150
OG0000117	Syae.g_00647	Praa.g_01255
OG0000118	Syae.g_02479	Praa.g_01330
OG0000119	Syae.g_00904	Praa.g_01362
OG0000120	Syae.g_01912	Praa.g_01387
OG0000121	Syae.g_02649	Praa.g_01478
OG0000122	Syae.g_00112	Praa.g_01516
OG0000123	Syae.g_02131	Praa.g_01782
OG0000124	Syae.g_01809	Praa.g_01848
OG0000125	Syae.g_01573	Praa.g_01885
OG0000126	Syae.g_01706	Praa.g_01923
OG0000128	Syae.g_01724	Praa.g_00011
OG0000129	Syae.g_01562	Praa.g_00044
OG0000130	Syae.g_01284	Praa.g_00069
OG0000131	Syae.g_01428	Praa.g_00145
OG0000132	Syae.g_01447	Praa.g_00164
OG0000133	Syae.g_00356	Praa.g_00322
OG0000134	Syae.g_02222	Praa.g_00356
OG0000135	Syae.g_01608	Praa.g_00381
OG0000136	Syae.g_00989	Praa.g_00440
OG0000137	Syae.g_02530	Praa.g_01414, Praa.g_00475
OG0000138	Syae.g_02325	Praa.g_00495
OG0000139	Syae.g_02380	Praa.g_00537
OG0000140	Syae.g_02383	Praa.g_00538
OG0000141	Syae.g_00016	Praa.g_00607
OG0000142	Syae.g_00074	Praa.g_00635
OG0000143	Syae.g_00078	Praa.g_00639
OG0000144	Syae.g_00261	Praa.g_00652
OG0000145	Syae.g_02331	Praa.g_00764
OG0000146	Syae.g_00350	Praa.g_00767
OG0000147	Syae.g_00349	Praa.g_00768
OG0000148	Syae.g_00500	Praa.g_00820
OG0000149	Syae.g_00847	Praa.g_00851
OG0000150	Syae.g_00017	Praa.g_00859
OG0000151	Syae.g_00563	Praa.g_00917
OG0000152	Syae.g_00360	Praa.g_00964
OG0000153	Syae.g_00394	Praa.g_00983
OG0000154	Syae.g_00420	Praa.g_01013
OG0000155	Syae.g_00885	Praa.g_01179
OG0000156	Syae.g_00945	Praa.g_01307
OG0000157	Syae.g_00946	Praa.g_01308
OG0000158	Syae.g_01858	Praa.g_01395
OG0000160	Syae.g_02650	Praa.g_01477
OG0000161	Syae.g_02644	Praa.g_01483
OG0000162	Syae.g_02638	Praa.g_01489
OG0000163	Syae.g_01092	Praa.g_01523
OG0000164	Syae.g_01198	Praa.g_01659
OG0000165	Syae.g_01021	Praa.g_01667
OG0000166	Syae.g_02085	Praa.g_01739
OG0000167	Syae.g_01874	Praa.g_01806
OG0000168	Syae.g_01856	Praa.g_01816
OG0000169	Syae.g_01841	Praa.g_01826
OG0000170	Syae.g_01834	Praa.g_01828
OG0000171	Syae.g_01810	Praa.g_01847
OG0000172	Syae.g_01788	Praa.g_01856
OG0000173	Syae.g_01770	Praa.g_01871
OG0000174	Syae.g_01610	Praa.g_01898
OG0000175	Syae.g_01679	Praa.g_01908
OG0000176	Syae.g_01716	Praa.g_00004
OG0000177	Syae.g_01717	Praa.g_00005
OG0000178	Syae.g_01718	Praa.g_00006
OG0000179	Syae.g_01733	Praa.g_00016
OG0000180	Syae.g_01734	Praa.g_00017
OG0000181	Syae.g_01735	Praa.g_00018
OG0000182	Syae.g_01736	Praa.g_00019
OG0000183	Syae.g_01740	Praa.g_00023
OG0000184	Syae.g_01554	Praa.g_00046
OG0000185	Syae.g_01551	Praa.g_00049
OG0000186	Syae.g_01279	Praa.g_00064
OG0000187	Syae.g_01280	Praa.g_00065
OG0000188	Syae.g_01323	Praa.g_00082
OG0000189	Syae.g_01350	Praa.g_00096
OG0000190	Syae.g_01352	Praa.g_00097
OG0000191	Syae.g_01384	Praa.g_00117
OG0000192	Syae.g_01390	Praa.g_00121
OG0000193	Syae.g_01429	Praa.g_00146
OG0000194	Syae.g_01432	Praa.g_00149
OG0000195	Syae.g_01434	Praa.g_00151
OG0000196	Syae.g_01444	Praa.g_00161
OG0000197	Syae.g_01445	Praa.g_00162
OG0000198	Syae.g_01446	Praa.g_00163
OG0000199	Syae.g_01454	Praa.g_00170
OG0000200	Syae.g_01471	Praa.g_00184
OG0000201	Syae.g_01487	Praa.g_00192
OG0000202	Syae.g_01488	Praa.g_00193
OG0000203	Syae.g_01489	Praa.g_00194
OG0000204	Syae.g_01490	Praa.g_00195
OG0000205	Syae.g_01497	Praa.g_00202
OG0000206	Syae.g_01504	Praa.g_00207
OG0000207	Syae.g_01506	Praa.g_00209
OG0000208	Syae.g_01507	Praa.g_00210
OG0000209	Syae.g_01528	Praa.g_00219
OG0000210	Syae.g_01529	Praa.g_00220
OG0000212	Syae.g_02244	Praa.g_00240
OG0000213	Syae.g_02003	Praa.g_00257
OG0000214	Syae.g_01986	Praa.g_00267
OG0000215	Syae.g_01955	Praa.g_00292
OG0000216	Syae.g_01951	Praa.g_00294
OG0000217	Syae.g_01947	Praa.g_00297
OG0000218	Syae.g_01945	Praa.g_00299
OG0000219	Syae.g_01944	Praa.g_00300
OG0000220	Syae.g_01943	Praa.g_00301
OG0000221	Syae.g_01937	Praa.g_00302
OG0000222	Syae.g_01926	Praa.g_00310
OG0000223	Syae.g_01904	Praa.g_00323
OG0000224	Syae.g_01897	Praa.g_00325
OG0000225	Syae.g_02208	Praa.g_00345
OG0000226	Syae.g_02212	Praa.g_00349
OG0000227	Syae.g_02214	Praa.g_00351
OG0000228	Syae.g_02218	Praa.g_00354
OG0000229	Syae.g_00994	Praa.g_00436
OG0000230	Syae.g_00992	Praa.g_00437
OG0000231	Syae.g_00980	Praa.g_00448
OG0000232	Syae.g_02496	Praa.g_00457
OG0000233	Syae.g_02504	Praa.g_00463
OG0000234	Syae.g_02532	Praa.g_00476
OG0000235	Syae.g_02308	Praa.g_00479
OG0000236	Syae.g_02323	Praa.g_00493
OG0000237	Syae.g_02340	Praa.g_00506
OG0000238	Syae.g_02345	Praa.g_00512
OG0000239	Syae.g_02360	Praa.g_00525
OG0000240	Syae.g_02361	Praa.g_00526
OG0000241	Syae.g_00065	Praa.g_00530
OG0000242	Syae.g_02372	Praa.g_00532
OG0000243	Syae.g_02391	Praa.g_00544
OG0000244	Syae.g_02399	Praa.g_00547
OG0000245	Syae.g_02401	Praa.g_00549
OG0000246	Syae.g_02405	Praa.g_00553
OG0000247	Syae.g_02416	Praa.g_00563
OG0000248	Syae.g_02419	Praa.g_00565
OG0000249	Syae.g_02421	Praa.g_00567
OG0000250	Syae.g_02431	Praa.g_00572
OG0000251	Syae.g_02455	Praa.g_00591
OG0000252	Syae.g_02458	Praa.g_00594
OG0000253	Syae.g_02459	Praa.g_00595
OG0000254	Syae.g_00021	Praa.g_00611
OG0000255	Syae.g_00041	Praa.g_00617
OG0000256	Syae.g_00058	Praa.g_00627
OG0000257	Syae.g_00064	Praa.g_00630
OG0000258	Syae.g_00083	Praa.g_00643
OG0000259	Syae.g_00608	Praa.g_00660
OG0000260	Syae.g_00603	Praa.g_00663
OG0000261	Syae.g_00600	Praa.g_00665
OG0000262	Syae.g_00595	Praa.g_00669
OG0000263	Syae.g_00671	Praa.g_00681
OG0000264	Syae.g_00761	Praa.g_00691
OG0000265	Syae.g_00932, Syae.g_00226	Praa.g_00711
OG0000266	Syae.g_00457	Praa.g_00721
OG0000267	Syae.g_00304	Praa.g_00732
OG0000268	Syae.g_00308	Praa.g_00733
OG0000269	Syae.g_00526	Praa.g_00798
OG0000270	Syae.g_00523	Praa.g_00801
OG0000271	Syae.g_00515	Praa.g_00809
OG0000272	Syae.g_00514	Praa.g_00810, Praa.g_00811
OG0000273	Syae.g_00825	Praa.g_00834
OG0000274	Syae.g_00826	Praa.g_00835
OG0000275	Syae.g_00832	Praa.g_00838
OG0000276	Syae.g_00839	Praa.g_00843
OG0000277	Syae.g_00840	Praa.g_00844
OG0000278	Syae.g_00843	Praa.g_00847
OG0000279	Syae.g_00851	Praa.g_00854
OG0000280	Syae.g_00877	Praa.g_00855
OG0000281	Syae.g_02057	Praa.g_00860
OG0000282	Syae.g_00573	Praa.g_00909
OG0000283	Syae.g_00321	Praa.g_00941
OG0000284	Syae.g_00327	Praa.g_00946
OG0000285	Syae.g_00340	Praa.g_00951
OG0000286	Syae.g_00359	Praa.g_00963
OG0000288	Syae.g_00419	Praa.g_01012
OG0000289	Syae.g_00433	Praa.g_01023
OG0000290	Syae.g_00796	Praa.g_01036
OG0000291	Syae.g_00794	Praa.g_01038
OG0000292	Syae.g_01705	Praa.g_01089
OG0000293	Syae.g_00938	Praa.g_01151
OG0000294	Syae.g_00937	Praa.g_01152
OG0000295	Syae.g_00893	Praa.g_01171
OG0000296	Syae.g_00891	Praa.g_01173
OG0000297	Syae.g_00645	Praa.g_01181
OG0000298	Syae.g_00646	Praa.g_01182
OG0000299	Syae.g_00680	Praa.g_01199
OG0000300	Syae.g_00686	Praa.g_01202
OG0000301	Syae.g_00687	Praa.g_01203
OG0000302	Syae.g_00691	Praa.g_01205
OG0000303	Syae.g_00700	Praa.g_01212
OG0000304	Syae.g_00706	Praa.g_01216
OG0000305	Syae.g_00791	Praa.g_01358
OG0000306	Syae.g_00277	Praa.g_01361
OG0000307	Syae.g_02290	Praa.g_01375
OG0000308	Syae.g_02288	Praa.g_01376
OG0000309	Syae.g_02283	Praa.g_01380
OG0000310	Syae.g_02687	Praa.g_01461
OG0000311	Syae.g_02682	Praa.g_01463
OG0000312	Syae.g_02664	Praa.g_01466
OG0000313	Syae.g_02647	Praa.g_01480
OG0000314	Syae.g_02618	Praa.g_01503
OG0000315	Syae.g_02609	Praa.g_01513
OG0000316	Syae.g_01118	Praa.g_01533
OG0000317	Syae.g_01160	Praa.g_01633
OG0000318	Syae.g_01164	Praa.g_01636
OG0000319	Syae.g_01181	Praa.g_01649
OG0000320	Syae.g_01183	Praa.g_01651
OG0000321	Syae.g_01184	Praa.g_01652
OG0000322	Syae.g_01185	Praa.g_01653
OG0000323	Syae.g_01200	Praa.g_01662
OG0000324	Syae.g_01049	Praa.g_01690
OG0000325	Syae.g_02033	Praa.g_01700
OG0000326	Syae.g_02040	Praa.g_01706
OG0000327	Syae.g_02080	Praa.g_01734
OG0000328	Syae.g_02081	Praa.g_01735
OG0000329	Syae.g_02099	Praa.g_01752
OG0000330	Syae.g_02100	Praa.g_01753
OG0000331	Syae.g_02101	Praa.g_01754
OG0000332	Syae.g_02116	Praa.g_01768
OG0000333	Syae.g_02119	Praa.g_01770
OG0000334	Syae.g_02128	Praa.g_01778
OG0000335	Syae.g_02132	Praa.g_01783
OG0000336	Syae.g_02136	Praa.g_01787
OG0000337	Syae.g_01879	Praa.g_01804
OG0000338	Syae.g_01876	Praa.g_01805
OG0000339	Syae.g_01869	Praa.g_01809
OG0000340	Syae.g_01855	Praa.g_01817
OG0000341	Syae.g_01853	Praa.g_01819
OG0000342	Syae.g_01852	Praa.g_01820
OG0000343	Syae.g_01848	Praa.g_01821
OG0000344	Syae.g_01843	Praa.g_01824
OG0000345	Syae.g_01833	Praa.g_01829
OG0000346	Syae.g_01828	Praa.g_01833
OG0000347	Syae.g_01805	Praa.g_01849
OG0000348	Syae.g_01781	Praa.g_01859
OG0000349	Syae.g_01763	Praa.g_01876
OG0000350	Syae.g_02047	Praa.g_01894
OG0000351	Syae.g_01684	Praa.g_01911
OG0000352	Syae.g_01685	Praa.g_01912
OG0000353	Syae.g_01711	Praa.g_01927
OG0000355	Syae.g_01713	Praa.g_00001
OG0000356	Syae.g_01714	Praa.g_00002
OG0000357	Syae.g_01715	Praa.g_00003
OG0000358	Syae.g_01719	Praa.g_00007
OG0000359	Syae.g_01721	Praa.g_00008
OG0000360	Syae.g_01722	Praa.g_00009
OG0000361	Syae.g_01723	Praa.g_00010
OG0000362	Syae.g_01725	Praa.g_00012
OG0000363	Syae.g_01727	Praa.g_00014
OG0000364	Syae.g_01728	Praa.g_00015
OG0000365	Syae.g_01737	Praa.g_00020
OG0000366	Syae.g_01738	Praa.g_00021
OG0000367	Syae.g_01739	Praa.g_00022
OG0000368	Syae.g_01741	Praa.g_00024
OG0000369	Syae.g_01742	Praa.g_00025
OG0000370	Syae.g_01743	Praa.g_00026
OG0000371	Syae.g_01751	Praa.g_00032
OG0000372	Syae.g_01756	Praa.g_00035
OG0000373	Syae.g_01757	Praa.g_00036
OG0000374	Syae.g_01758	Praa.g_00037
OG0000375	Syae.g_01759	Praa.g_00040
OG0000376	Syae.g_01761	Praa.g_00042
OG0000377	Syae.g_01561	Praa.g_00045
OG0000378	Syae.g_01553	Praa.g_00047
OG0000379	Syae.g_01550	Praa.g_00050
OG0000380	Syae.g_01281	Praa.g_00066
OG0000381	Syae.g_01285	Praa.g_00070
OG0000382	Syae.g_01322	Praa.g_00081
OG0000383	Syae.g_01324	Praa.g_00083
OG0000384	Syae.g_01325	Praa.g_00084
OG0000385	Syae.g_01326	Praa.g_00085
OG0000386	Syae.g_01327	Praa.g_00086
OG0000387	Syae.g_01354	Praa.g_00099
OG0000388	Syae.g_01358	Praa.g_00102
OG0000389	Syae.g_01362	Praa.g_00106
OG0000390	Syae.g_01378	Praa.g_00113
OG0000391	Syae.g_01383	Praa.g_00116
OG0000392	Syae.g_01389	Praa.g_00120
OG0000393	Syae.g_01392	Praa.g_00122
OG0000394	Syae.g_01393	Praa.g_00123
OG0000395	Syae.g_01394	Praa.g_00124
OG0000396	Syae.g_01397	Praa.g_00127
OG0000397	Syae.g_01400	Praa.g_00129
OG0000398	Syae.g_01405	Praa.g_00131
OG0000399	Syae.g_01406	Praa.g_00132
OG0000400	Syae.g_01407	Praa.g_00133
OG0000401	Syae.g_01408	Praa.g_00134
OG0000402	Syae.g_01410	Praa.g_00136
OG0000403	Syae.g_01411	Praa.g_00137
OG0000404	Syae.g_01412	Praa.g_00138
OG0000405	Syae.g_01426	Praa.g_00142
OG0000406	Syae.g_01430	Praa.g_00147
OG0000407	Syae.g_01431	Praa.g_00148
OG0000408	Syae.g_01433	Praa.g_00150
OG0000409	Syae.g_01435	Praa.g_00152
OG0000410	Syae.g_01436	Praa.g_00153
OG0000411	Syae.g_01437	Praa.g_00154
OG0000412	Syae.g_01438	Praa.g_00155
OG0000413	Syae.g_01440	Praa.g_00156
OG0000415	Syae.g_01441	Praa.g_00158
OG0000416	Syae.g_01442	Praa.g_00159
OG0000417	Syae.g_01443	Praa.g_00160
OG0000418	Syae.g_01448	Praa.g_00165
OG0000419	Syae.g_01450	Praa.g_00167
OG0000420	Syae.g_01452	Praa.g_00168
OG0000421	Syae.g_01457	Praa.g_00173
OG0000422	Syae.g_01458	Praa.g_00174
OG0000423	Syae.g_01459	Praa.g_00175
OG0000424	Syae.g_01460	Praa.g_00176
OG0000425	Syae.g_01461	Praa.g_00177
OG0000426	Syae.g_01462	Praa.g_00178
OG0000427	Syae.g_01463	Praa.g_00179
OG0000428	Syae.g_01466	Praa.g_00181
OG0000429	Syae.g_01468	Praa.g_00182
OG0000430	Syae.g_01470	Praa.g_00183
OG0000431	Syae.g_01473	Praa.g_00185
OG0000432	Syae.g_01481	Praa.g_00188
OG0000433	Syae.g_01484	Praa.g_00189
OG0000434	Syae.g_01485	Praa.g_00190
OG0000435	Syae.g_01486	Praa.g_00191
OG0000436	Syae.g_01491	Praa.g_00196
OG0000437	Syae.g_01492	Praa.g_00197
OG0000438	Syae.g_01493	Praa.g_00198
OG0000439	Syae.g_01495	Praa.g_00200
OG0000440	Syae.g_01496	Praa.g_00201
OG0000441	Syae.g_01501	Praa.g_00204
OG0000442	Syae.g_01502	Praa.g_00205
OG0000443	Syae.g_01503	Praa.g_00206
OG0000444	Syae.g_01509	Praa.g_00211
OG0000445	Syae.g_01510	Praa.g_00212
OG0000446	Syae.g_01512	Praa.g_00213
OG0000447	Syae.g_01517	Praa.g_00214
OG0000448	Syae.g_01518	Praa.g_00215
OG0000449	Syae.g_01519	Praa.g_00216
OG0000450	Syae.g_01525	Praa.g_00217
OG0000451	Syae.g_01526	Praa.g_00218
OG0000452	Syae.g_01530	Praa.g_00221
OG0000453	Syae.g_01531	Praa.g_00222
OG0000454	Syae.g_01532	Praa.g_00223
OG0000455	Syae.g_01533	Praa.g_00224
OG0000456	Syae.g_01534	Praa.g_00225
OG0000457	Syae.g_01536	Praa.g_00226
OG0000458	Syae.g_01538	Praa.g_00227
OG0000459	Syae.g_01539	Praa.g_00228
OG0000460	Syae.g_02236	Praa.g_00235
OG0000461	Syae.g_02024	Praa.g_00242
OG0000462	Syae.g_02021	Praa.g_00244
OG0000463	Syae.g_02020	Praa.g_00245
OG0000464	Syae.g_02019	Praa.g_00246
OG0000465	Syae.g_02018	Praa.g_00247
OG0000466	Syae.g_02014	Praa.g_00250
OG0000467	Syae.g_02012	Praa.g_00251
OG0000468	Syae.g_02007	Praa.g_00253
OG0000469	Syae.g_01992	Praa.g_00262
OG0000470	Syae.g_01990	Praa.g_00264
OG0000471	Syae.g_01989	Praa.g_00265
OG0000472	Syae.g_01987	Praa.g_00266
OG0000473	Syae.g_01985	Praa.g_00268
OG0000474	Syae.g_01984	Praa.g_00269
OG0000475	Syae.g_01983	Praa.g_00270
OG0000476	Syae.g_01981	Praa.g_00271
OG0000477	Syae.g_01975	Praa.g_00275
OG0000478	Syae.g_01974	Praa.g_00276
OG0000479	Syae.g_01973	Praa.g_00277
OG0000480	Syae.g_01966	Praa.g_00282
OG0000481	Syae.g_01964	Praa.g_00284
OG0000482	Syae.g_01963	Praa.g_00285
OG0000483	Syae.g_01959	Praa.g_00288
OG0000484	Syae.g_01958	Praa.g_00289
OG0000485	Syae.g_01957	Praa.g_00290
OG0000486	Syae.g_01956	Praa.g_00291
OG0000487	Syae.g_01950	Praa.g_00295
OG0000488	Syae.g_01946	Praa.g_00298
OG0000489	Syae.g_01936	Praa.g_00303
OG0000490	Syae.g_01928	Praa.g_00308
OG0000491	Syae.g_01927	Praa.g_00309
OG0000492	Syae.g_01925	Praa.g_00311
OG0000493	Syae.g_01924	Praa.g_00312
OG0000494	Syae.g_01923	Praa.g_00313
OG0000495	Syae.g_01922	Praa.g_00314
OG0000496	Syae.g_01921	Praa.g_00315
OG0000497	Syae.g_01920	Praa.g_00316
OG0000498	Syae.g_01919	Praa.g_00317
OG0000499	Syae.g_01918	Praa.g_00318
OG0000500	Syae.g_01917	Praa.g_00319
OG0000501	Syae.g_01914	Praa.g_00321
OG0000502	Syae.g_01902	Praa.g_00324
OG0000503	Syae.g_02192	Praa.g_00334
OG0000504	Syae.g_02194	Praa.g_00335
OG0000505	Syae.g_02195	Praa.g_00336
OG0000506	Syae.g_02197	Praa.g_00338
OG0000507	Syae.g_02203	Praa.g_00340
OG0000508	Syae.g_02207	Praa.g_00344
OG0000509	Syae.g_02209	Praa.g_00346
OG0000510	Syae.g_02210	Praa.g_00347
OG0000511	Syae.g_02211	Praa.g_00348
OG0000512	Syae.g_02213	Praa.g_00350
OG0000513	Syae.g_02223	Praa.g_00357
OG0000514	Syae.g_02229	Praa.g_00431
OG0000515	Syae.g_02230	Praa.g_00432
OG0000516	Syae.g_01000	Praa.g_00433
OG0000517	Syae.g_00995	Praa.g_00435
OG0000518	Syae.g_00983	Praa.g_00445
OG0000519	Syae.g_00982	Praa.g_00446
OG0000520	Syae.g_00981	Praa.g_00447
OG0000521	Syae.g_02491	Praa.g_00452
OG0000522	Syae.g_02493	Praa.g_00454
OG0000523	Syae.g_02494	Praa.g_00455
OG0000524	Syae.g_02501	Praa.g_00461
OG0000525	Syae.g_02520	Praa.g_00464
OG0000526	Syae.g_02523	Praa.g_00465
OG0000527	Syae.g_02528	Praa.g_00473
OG0000528	Syae.g_02304	Praa.g_00478
OG0000529	Syae.g_02310	Praa.g_00481
OG0000530	Syae.g_02313	Praa.g_00484
OG0000531	Syae.g_02314	Praa.g_00485
OG0000532	Syae.g_02317	Praa.g_00487
OG0000533	Syae.g_02318	Praa.g_00488
OG0000534	Syae.g_02319	Praa.g_00489
OG0000535	Syae.g_02320	Praa.g_00490
OG0000536	Syae.g_02321	Praa.g_00491
OG0000537	Syae.g_02322	Praa.g_00492
OG0000538	Syae.g_02333	Praa.g_00500
OG0000539	Syae.g_02334	Praa.g_00501
OG0000540	Syae.g_02335	Praa.g_00502
OG0000541	Syae.g_02336	Praa.g_00503
OG0000542	Syae.g_02339	Praa.g_00505
OG0000543	Syae.g_02341	Praa.g_00507
OG0000544	Syae.g_02342	Praa.g_00508
OG0000545	Syae.g_02344	Praa.g_00510
OG0000546	Syae.g_02346	Praa.g_00513
OG0000547	Syae.g_02348	Praa.g_00515
OG0000548	Syae.g_02349	Praa.g_00516
OG0000549	Syae.g_02354	Praa.g_00518
OG0000550	Syae.g_02358	Praa.g_00523
OG0000551	Syae.g_02363	Praa.g_00527
OG0000552	Syae.g_02364	Praa.g_00528
OG0000553	Syae.g_02366	Praa.g_00529
OG0000554	Syae.g_02375	Praa.g_00534
OG0000555	Syae.g_02390	Praa.g_00543
OG0000556	Syae.g_02394	Praa.g_00545
OG0000557	Syae.g_02398	Praa.g_00546
OG0000558	Syae.g_02400	Praa.g_00548
OG0000559	Syae.g_02404	Praa.g_00552
OG0000560	Syae.g_02407	Praa.g_00555
OG0000561	Syae.g_02408	Praa.g_00556
OG0000562	Syae.g_02409	Praa.g_00557
OG0000563	Syae.g_02410	Praa.g_00558
OG0000564	Syae.g_02411	Praa.g_00559
OG0000565	Syae.g_02414	Praa.g_00562
OG0000566	Syae.g_02418	Praa.g_00564
OG0000567	Syae.g_02422	Praa.g_00568
OG0000568	Syae.g_02427	Praa.g_00569
OG0000569	Syae.g_02428	Praa.g_00570
OG0000570	Syae.g_02429	Praa.g_00571
OG0000571	Syae.g_02433	Praa.g_00573
OG0000572	Syae.g_02448	Praa.g_00586
OG0000573	Syae.g_02456	Praa.g_00592
OG0000574	Syae.g_02457	Praa.g_00593
OG0000575	Syae.g_02461	Praa.g_00597
OG0000576	Syae.g_02463	Praa.g_00599
OG0000577	Syae.g_02464	Praa.g_00600
OG0000578	Syae.g_02465	Praa.g_00601
OG0000579	Syae.g_02466	Praa.g_00602
OG0000580	Syae.g_02467	Praa.g_00603
OG0000581	Syae.g_02473	Praa.g_00605
OG0000582	Syae.g_00018	Praa.g_00608
OG0000583	Syae.g_00019	Praa.g_00609
OG0000584	Syae.g_00020	Praa.g_00610
OG0000585	Syae.g_00022	Praa.g_00612
OG0000586	Syae.g_00023	Praa.g_00613
OG0000587	Syae.g_00025	Praa.g_00614
OG0000588	Syae.g_00043	Praa.g_00618
OG0000589	Syae.g_00047	Praa.g_00621
OG0000590	Syae.g_00048	Praa.g_00622
OG0000591	Syae.g_00056	Praa.g_00625
