Orthogroup	Syae	Prbg
OG0000122	Syae.g_00112	Prbg.g_00448, Prbg.g_00634
OG0000123	Syae.g_02131	Prbg.g_01792
OG0000124	Syae.g_01809	Prbg.g_01864
OG0000125	Syae.g_01573	Prbg.g_01900
OG0000126	Syae.g_01706	Prbg.g_00762
OG0000128	Syae.g_01724	Prbg.g_00778
OG0000129	Syae.g_01562	Prbg.g_00829
OG0000130	Syae.g_01284	Prbg.g_00800
OG0000131	Syae.g_01428	Prbg.g_00922
OG0000132	Syae.g_01447	Prbg.g_00942
OG0000133	Syae.g_00356	Prbg.g_00100
OG0000134	Syae.g_02222	Prbg.g_00139
OG0000135	Syae.g_01608	Prbg.g_00459
OG0000136	Syae.g_00989	Prbg.g_00161
OG0000137	Syae.g_02530	Prbg.g_00194
OG0000138	Syae.g_02325	Prbg.g_00214
OG0000139	Syae.g_02380	Prbg.g_00254
OG0000140	Syae.g_02383	Prbg.g_00255
OG0000141	Syae.g_00016	Prbg.g_00327
OG0000142	Syae.g_00074	Prbg.g_01422
OG0000143	Syae.g_00078	Prbg.g_01418
OG0000144	Syae.g_00261	Prbg.g_01404
OG0000145	Syae.g_02331	Prbg.g_00461
OG0000146	Syae.g_00350	Prbg.g_00365
OG0000147	Syae.g_00349	Prbg.g_00364
OG0000148	Syae.g_00500	Prbg.g_01176
OG0000149	Syae.g_00847	Prbg.g_01208
OG0000150	Syae.g_00017	Prbg.g_01218
OG0000151	Syae.g_00563	Prbg.g_01094
OG0000152	Syae.g_00360	Prbg.g_01287
OG0000153	Syae.g_00394	Prbg.g_01306
OG0000154	Syae.g_00420	Prbg.g_01326
OG0000155	Syae.g_00885	Prbg.g_01465
OG0000156	Syae.g_00945	Prbg.g_00466
OG0000157	Syae.g_00946	Prbg.g_00467
OG0000158	Syae.g_01858	Prbg.g_01829
OG0000160	Syae.g_02650	Prbg.g_00592
OG0000161	Syae.g_02644	Prbg.g_00598
OG0000162	Syae.g_02638	Prbg.g_00604
OG0000163	Syae.g_01092	Prbg.g_00643
OG0000164	Syae.g_01198	Prbg.g_01674
OG0000165	Syae.g_01021	Prbg.g_01681
OG0000166	Syae.g_02085	Prbg.g_01748
OG0000167	Syae.g_01874	Prbg.g_01819
OG0000168	Syae.g_01856	Prbg.g_01830
OG0000169	Syae.g_01841	Prbg.g_01840
OG0000170	Syae.g_01834	Prbg.g_01843
OG0000171	Syae.g_01810	Prbg.g_01863
OG0000172	Syae.g_01788	Prbg.g_01870
OG0000173	Syae.g_01770	Prbg.g_01885
OG0000174	Syae.g_01610	Prbg.g_01915
OG0000175	Syae.g_01679	Prbg.g_01928
OG0000176	Syae.g_01716	Prbg.g_00771
OG0000177	Syae.g_01717	Prbg.g_00772
OG0000178	Syae.g_01718	Prbg.g_00773
OG0000179	Syae.g_01733	Prbg.g_00858
OG0000180	Syae.g_01734	Prbg.g_00857
OG0000181	Syae.g_01735	Prbg.g_00856
OG0000182	Syae.g_01736	Prbg.g_00855
OG0000183	Syae.g_01740	Prbg.g_00851
OG0000184	Syae.g_01554	Prbg.g_00825
OG0000185	Syae.g_01551	Prbg.g_00822
OG0000186	Syae.g_01279	Prbg.g_00806
OG0000187	Syae.g_01280	Prbg.g_00805
OG0000188	Syae.g_01323	Prbg.g_00788
OG0000189	Syae.g_01350	Prbg.g_00866
OG0000190	Syae.g_01352	Prbg.g_00868
OG0000191	Syae.g_01384	Prbg.g_00891
OG0000192	Syae.g_01390	Prbg.g_00896
OG0000193	Syae.g_01429	Prbg.g_00923
OG0000194	Syae.g_01432	Prbg.g_00926
OG0000195	Syae.g_01434	Prbg.g_00928
OG0000196	Syae.g_01444	Prbg.g_00939
OG0000197	Syae.g_01445	Prbg.g_00940
OG0000198	Syae.g_01446	Prbg.g_00941
OG0000199	Syae.g_01454	Prbg.g_00948
OG0000200	Syae.g_01471	Prbg.g_00962
OG0000201	Syae.g_01487	Prbg.g_00971
OG0000202	Syae.g_01488	Prbg.g_00972
OG0000203	Syae.g_01489	Prbg.g_00973
OG0000204	Syae.g_01490	Prbg.g_00974
OG0000205	Syae.g_01497	Prbg.g_00981
OG0000206	Syae.g_01504	Prbg.g_00986
OG0000207	Syae.g_01506	Prbg.g_00989
OG0000208	Syae.g_01507	Prbg.g_00990
OG0000209	Syae.g_01528	Prbg.g_00999
OG0000210	Syae.g_01529	Prbg.g_01000
OG0000211	Syae.g_02234	Prbg.g_01015
OG0000212	Syae.g_02244	Prbg.g_01023
OG0000213	Syae.g_02003	Prbg.g_01041
OG0000214	Syae.g_01986	Prbg.g_00046
OG0000215	Syae.g_01955	Prbg.g_00073
OG0000216	Syae.g_01951	Prbg.g_00074
OG0000217	Syae.g_01947	Prbg.g_00077
OG0000218	Syae.g_01945	Prbg.g_00079
OG0000219	Syae.g_01944	Prbg.g_00080
OG0000220	Syae.g_01943	Prbg.g_00081
OG0000221	Syae.g_01937	Prbg.g_00082
OG0000222	Syae.g_01926	Prbg.g_00089
OG0000223	Syae.g_01904	Prbg.g_00101
OG0000224	Syae.g_01897	Prbg.g_00103
OG0000225	Syae.g_02208	Prbg.g_00129
OG0000226	Syae.g_02212	Prbg.g_01941
OG0000227	Syae.g_02214	Prbg.g_01943
OG0000228	Syae.g_02218	Prbg.g_00136
OG0000229	Syae.g_00994	Prbg.g_00156
OG0000230	Syae.g_00992	Prbg.g_00158
OG0000231	Syae.g_00980	Prbg.g_00169
OG0000232	Syae.g_02496	Prbg.g_00180
OG0000233	Syae.g_02504	Prbg.g_00186
OG0000234	Syae.g_02532	Prbg.g_00195
OG0000235	Syae.g_02308	Prbg.g_00198
OG0000236	Syae.g_02323	Prbg.g_00212
OG0000237	Syae.g_02340	Prbg.g_00225
OG0000238	Syae.g_02345	Prbg.g_00231
OG0000239	Syae.g_02360	Prbg.g_00242
OG0000240	Syae.g_02361	Prbg.g_00243
OG0000241	Syae.g_00065	Prbg.g_00247
OG0000242	Syae.g_02372	Prbg.g_00249
OG0000243	Syae.g_02391	Prbg.g_00260
OG0000244	Syae.g_02399	Prbg.g_00264
OG0000245	Syae.g_02401	Prbg.g_00266
OG0000246	Syae.g_02405	Prbg.g_00270
OG0000247	Syae.g_02416	Prbg.g_00280
OG0000248	Syae.g_02419	Prbg.g_00283
OG0000249	Syae.g_02421	Prbg.g_00285
OG0000250	Syae.g_02431	Prbg.g_00290
OG0000251	Syae.g_02455	Prbg.g_00310
OG0000252	Syae.g_02458	Prbg.g_00313
OG0000253	Syae.g_02459	Prbg.g_00314
OG0000254	Syae.g_00021	Prbg.g_00331
OG0000255	Syae.g_00041	Prbg.g_00337
OG0000256	Syae.g_00058	Prbg.g_00347
OG0000257	Syae.g_00064	Prbg.g_01427
OG0000258	Syae.g_00083	Prbg.g_01413
OG0000259	Syae.g_00608	Prbg.g_01396
OG0000260	Syae.g_00603	Prbg.g_01393
OG0000261	Syae.g_00600	Prbg.g_01390
OG0000262	Syae.g_00595	Prbg.g_01386
OG0000263	Syae.g_00671	Prbg.g_01122
OG0000264	Syae.g_00761	Prbg.g_01133
OG0000265	Syae.g_00932, Syae.g_00226	Prbg.g_01151
OG0000266	Syae.g_00457	Prbg.g_01367
OG0000267	Syae.g_00304	Prbg.g_01355
OG0000268	Syae.g_00308	Prbg.g_01354
OG0000269	Syae.g_00526	Prbg.g_01154
OG0000270	Syae.g_00523	Prbg.g_01157
OG0000271	Syae.g_00515	Prbg.g_01165
OG0000272	Syae.g_00514	Prbg.g_01166
OG0000273	Syae.g_00825	Prbg.g_01190
OG0000274	Syae.g_00826	Prbg.g_01191
OG0000275	Syae.g_00832	Prbg.g_01194
OG0000276	Syae.g_00839	Prbg.g_01200
OG0000277	Syae.g_00840	Prbg.g_01201
OG0000278	Syae.g_00843	Prbg.g_01204
OG0000279	Syae.g_00851	Prbg.g_01211
OG0000280	Syae.g_00877	Prbg.g_01212
OG0000281	Syae.g_02057	Prbg.g_01219
OG0000282	Syae.g_00573	Prbg.g_01086
OG0000283	Syae.g_00321	Prbg.g_01263
OG0000284	Syae.g_00327	Prbg.g_01268
OG0000285	Syae.g_00340	Prbg.g_01273
OG0000286	Syae.g_00359	Prbg.g_01286
OG0000287	Syae.g_00387	Prbg.g_01552
OG0000288	Syae.g_00419	Prbg.g_01325
OG0000289	Syae.g_00433	Prbg.g_01341
OG0000290	Syae.g_00796	Prbg.g_01237
OG0000291	Syae.g_00794	Prbg.g_01235
OG0000292	Syae.g_01705	Prbg.g_01531
OG0000293	Syae.g_00938	Prbg.g_01496
OG0000294	Syae.g_00937	Prbg.g_01495
OG0000295	Syae.g_00893	Prbg.g_01472
OG0000296	Syae.g_00891	Prbg.g_01470
OG0000297	Syae.g_00645	Prbg.g_01461
OG0000298	Syae.g_00646	Prbg.g_01460
OG0000299	Syae.g_00680	Prbg.g_01441
OG0000300	Syae.g_00686	Prbg.g_01438
OG0000301	Syae.g_00687	Prbg.g_01437
OG0000302	Syae.g_00691	Prbg.g_01435
OG0000303	Syae.g_00700	Prbg.g_01429
OG0000304	Syae.g_00706	Prbg.g_00352
OG0000305	Syae.g_00791	Prbg.g_01529
OG0000306	Syae.g_00277	Prbg.g_01223
OG0000307	Syae.g_02290	Prbg.g_00538
OG0000308	Syae.g_02288	Prbg.g_00539
OG0000309	Syae.g_02283	Prbg.g_00543
OG0000310	Syae.g_02687	Prbg.g_00577
OG0000311	Syae.g_02682	Prbg.g_00579
OG0000312	Syae.g_02664	Prbg.g_00582
OG0000313	Syae.g_02647	Prbg.g_00595
OG0000314	Syae.g_02618	Prbg.g_00618
OG0000315	Syae.g_02609	Prbg.g_00628
OG0000316	Syae.g_01118	Prbg.g_00653
OG0000317	Syae.g_01160	Prbg.g_01647
OG0000318	Syae.g_01164	Prbg.g_01651
OG0000319	Syae.g_01181	Prbg.g_01664
OG0000320	Syae.g_01183	Prbg.g_01666
OG0000321	Syae.g_01184	Prbg.g_01667
OG0000322	Syae.g_01185	Prbg.g_01668
OG0000323	Syae.g_01200	Prbg.g_01677
OG0000324	Syae.g_01049	Prbg.g_01704
OG0000325	Syae.g_02033	Prbg.g_01715
OG0000326	Syae.g_02040	Prbg.g_01722
OG0000327	Syae.g_02080	Prbg.g_01743
OG0000328	Syae.g_02081	Prbg.g_01744
OG0000329	Syae.g_02099	Prbg.g_01761
OG0000330	Syae.g_02100	Prbg.g_01762
OG0000331	Syae.g_02101	Prbg.g_01763
OG0000332	Syae.g_02116	Prbg.g_01777
OG0000333	Syae.g_02119	Prbg.g_01779
OG0000334	Syae.g_02128	Prbg.g_01788
OG0000335	Syae.g_02132	Prbg.g_01793
OG0000336	Syae.g_02136	Prbg.g_01797
OG0000337	Syae.g_01879	Prbg.g_01815
OG0000338	Syae.g_01876	Prbg.g_01816
OG0000339	Syae.g_01869	Prbg.g_01822
OG0000340	Syae.g_01855	Prbg.g_01831
OG0000341	Syae.g_01853	Prbg.g_01833
OG0000342	Syae.g_01852	Prbg.g_01834
OG0000343	Syae.g_01848	Prbg.g_01835
OG0000344	Syae.g_01843	Prbg.g_01838
OG0000345	Syae.g_01833	Prbg.g_01844
OG0000346	Syae.g_01828	Prbg.g_01848
OG0000347	Syae.g_01805	Prbg.g_01865
OG0000348	Syae.g_01781	Prbg.g_01873
OG0000349	Syae.g_01763	Prbg.g_01891
OG0000350	Syae.g_02047	Prbg.g_00419
OG0000351	Syae.g_01684	Prbg.g_01931
OG0000352	Syae.g_01685	Prbg.g_01932
OG0000353	Syae.g_01711	Prbg.g_00766
OG0000355	Syae.g_01713	Prbg.g_00768
OG0000356	Syae.g_01714	Prbg.g_00769
OG0000357	Syae.g_01715	Prbg.g_00770
OG0000358	Syae.g_01719	Prbg.g_00774
OG0000359	Syae.g_01721	Prbg.g_00775
OG0000360	Syae.g_01722	Prbg.g_00776
OG0000361	Syae.g_01723	Prbg.g_00777
OG0000362	Syae.g_01725	Prbg.g_00779
OG0000363	Syae.g_01727	Prbg.g_00860
OG0000364	Syae.g_01728	Prbg.g_00859
OG0000365	Syae.g_01737	Prbg.g_00854
OG0000366	Syae.g_01738	Prbg.g_00853
OG0000367	Syae.g_01739	Prbg.g_00852
OG0000368	Syae.g_01741	Prbg.g_00850
OG0000369	Syae.g_01742	Prbg.g_00849
OG0000370	Syae.g_01743	Prbg.g_00848
OG0000371	Syae.g_01751	Prbg.g_00841
OG0000372	Syae.g_01756	Prbg.g_00838
OG0000373	Syae.g_01757	Prbg.g_00837
OG0000374	Syae.g_01758	Prbg.g_00836
OG0000375	Syae.g_01759	Prbg.g_00834
OG0000376	Syae.g_01761	Prbg.g_00832
OG0000377	Syae.g_01561	Prbg.g_00828
OG0000378	Syae.g_01553	Prbg.g_00824
OG0000379	Syae.g_01550	Prbg.g_00821
OG0000380	Syae.g_01281	Prbg.g_00804
OG0000381	Syae.g_01285	Prbg.g_00799
OG0000382	Syae.g_01322	Prbg.g_00789
OG0000383	Syae.g_01324	Prbg.g_00787
OG0000384	Syae.g_01325	Prbg.g_00786
OG0000385	Syae.g_01326	Prbg.g_00785
OG0000386	Syae.g_01327	Prbg.g_00784
OG0000387	Syae.g_01354	Prbg.g_00870
OG0000388	Syae.g_01358	Prbg.g_00874
OG0000389	Syae.g_01362	Prbg.g_00877
OG0000390	Syae.g_01378	Prbg.g_00887
OG0000391	Syae.g_01383	Prbg.g_00890
OG0000392	Syae.g_01389	Prbg.g_00894
OG0000393	Syae.g_01392	Prbg.g_00897
OG0000394	Syae.g_01393	Prbg.g_00898
OG0000395	Syae.g_01394	Prbg.g_00899
OG0000396	Syae.g_01397	Prbg.g_00901
OG0000397	Syae.g_01400	Prbg.g_00903
OG0000398	Syae.g_01405	Prbg.g_00906
OG0000399	Syae.g_01406	Prbg.g_00907
OG0000400	Syae.g_01407	Prbg.g_00908
OG0000401	Syae.g_01408	Prbg.g_00909
OG0000402	Syae.g_01410	Prbg.g_01349
OG0000403	Syae.g_01411	Prbg.g_00911
OG0000404	Syae.g_01412	Prbg.g_00912
OG0000405	Syae.g_01426	Prbg.g_00916
OG0000406	Syae.g_01430	Prbg.g_00924
OG0000407	Syae.g_01431	Prbg.g_00925
OG0000408	Syae.g_01433	Prbg.g_00927
OG0000409	Syae.g_01435	Prbg.g_00929
OG0000410	Syae.g_01436	Prbg.g_00930
OG0000411	Syae.g_01437	Prbg.g_00931
OG0000412	Syae.g_01438	Prbg.g_00932
OG0000413	Syae.g_01440	Prbg.g_00934
OG0000415	Syae.g_01441	Prbg.g_00936
OG0000416	Syae.g_01442	Prbg.g_00937
OG0000417	Syae.g_01443	Prbg.g_00938
OG0000418	Syae.g_01448	Prbg.g_00943
OG0000419	Syae.g_01450	Prbg.g_00945
OG0000420	Syae.g_01452	Prbg.g_00946
OG0000421	Syae.g_01457	Prbg.g_00951
OG0000422	Syae.g_01458	Prbg.g_00952
OG0000423	Syae.g_01459	Prbg.g_00953
OG0000424	Syae.g_01460	Prbg.g_00954
OG0000425	Syae.g_01461	Prbg.g_00955
OG0000426	Syae.g_01462	Prbg.g_00956
OG0000427	Syae.g_01463	Prbg.g_00957
OG0000428	Syae.g_01466	Prbg.g_00959
OG0000429	Syae.g_01468	Prbg.g_00960
OG0000430	Syae.g_01470	Prbg.g_00961
OG0000431	Syae.g_01473	Prbg.g_00963
OG0000432	Syae.g_01481	Prbg.g_00967
OG0000433	Syae.g_01484	Prbg.g_00968
OG0000434	Syae.g_01485	Prbg.g_00969
OG0000435	Syae.g_01486	Prbg.g_00970
OG0000436	Syae.g_01491	Prbg.g_00975
OG0000437	Syae.g_01492	Prbg.g_00976
OG0000438	Syae.g_01493	Prbg.g_00977
OG0000439	Syae.g_01495	Prbg.g_00979
OG0000440	Syae.g_01496	Prbg.g_00980
OG0000441	Syae.g_01501	Prbg.g_00983
OG0000442	Syae.g_01502	Prbg.g_00984
OG0000443	Syae.g_01503	Prbg.g_00985
OG0000444	Syae.g_01509	Prbg.g_00991
OG0000445	Syae.g_01510	Prbg.g_00992
OG0000446	Syae.g_01512	Prbg.g_00993
OG0000447	Syae.g_01517	Prbg.g_00994
OG0000448	Syae.g_01518	Prbg.g_00995
OG0000449	Syae.g_01519	Prbg.g_00996
OG0000450	Syae.g_01525	Prbg.g_00997
OG0000451	Syae.g_01526	Prbg.g_00998
OG0000452	Syae.g_01530	Prbg.g_01001
OG0000453	Syae.g_01531	Prbg.g_01002
OG0000454	Syae.g_01532	Prbg.g_01003
OG0000455	Syae.g_01533	Prbg.g_01004
OG0000456	Syae.g_01534	Prbg.g_01005
OG0000457	Syae.g_01536	Prbg.g_01007
OG0000458	Syae.g_01538	Prbg.g_01008
OG0000459	Syae.g_01539	Prbg.g_01009
OG0000460	Syae.g_02236	Prbg.g_01017
OG0000461	Syae.g_02024	Prbg.g_01025
OG0000462	Syae.g_02021	Prbg.g_01027
OG0000463	Syae.g_02020	Prbg.g_01028
OG0000464	Syae.g_02019	Prbg.g_01029
OG0000465	Syae.g_02018	Prbg.g_01030
OG0000466	Syae.g_02014	Prbg.g_01033
OG0000467	Syae.g_02012	Prbg.g_01034
OG0000468	Syae.g_02007	Prbg.g_01037
OG0000469	Syae.g_01992	Prbg.g_01045
OG0000470	Syae.g_01990	Prbg.g_00042
OG0000471	Syae.g_01989	Prbg.g_00043
OG0000472	Syae.g_01987	Prbg.g_00045
OG0000473	Syae.g_01985	Prbg.g_00047
OG0000474	Syae.g_01984	Prbg.g_00048
OG0000475	Syae.g_01983	Prbg.g_00049
OG0000476	Syae.g_01981	Prbg.g_00051
OG0000477	Syae.g_01975	Prbg.g_00054
OG0000478	Syae.g_01974	Prbg.g_00055
OG0000479	Syae.g_01973	Prbg.g_00056
OG0000480	Syae.g_01966	Prbg.g_00061
OG0000481	Syae.g_01964	Prbg.g_00064
OG0000482	Syae.g_01963	Prbg.g_00065
OG0000483	Syae.g_01959	Prbg.g_00068
OG0000484	Syae.g_01958	Prbg.g_00069
OG0000485	Syae.g_01957	Prbg.g_00071
OG0000486	Syae.g_01956	Prbg.g_00072
OG0000487	Syae.g_01950	Prbg.g_00075
OG0000488	Syae.g_01946	Prbg.g_00078
OG0000489	Syae.g_01936	Prbg.g_00083
OG0000490	Syae.g_01928	Prbg.g_00087
OG0000491	Syae.g_01927	Prbg.g_00088
OG0000492	Syae.g_01925	Prbg.g_00090
OG0000493	Syae.g_01924	Prbg.g_00091
OG0000494	Syae.g_01923	Prbg.g_00092
OG0000495	Syae.g_01922	Prbg.g_00093
OG0000496	Syae.g_01921	Prbg.g_00094
OG0000497	Syae.g_01920	Prbg.g_00095
OG0000498	Syae.g_01919	Prbg.g_00096
OG0000499	Syae.g_01918	Prbg.g_00097
OG0000500	Syae.g_01917	Prbg.g_00098
OG0000501	Syae.g_01914	Prbg.g_00099
OG0000502	Syae.g_01902	Prbg.g_00102
OG0000503	Syae.g_02192	Prbg.g_00117
OG0000504	Syae.g_02194	Prbg.g_00119
OG0000505	Syae.g_02195	Prbg.g_00120
OG0000506	Syae.g_02197	Prbg.g_00121
OG0000507	Syae.g_02203	Prbg.g_00124
OG0000508	Syae.g_02207	Prbg.g_00128
OG0000509	Syae.g_02209	Prbg.g_00130
OG0000510	Syae.g_02210	Prbg.g_00131
OG0000511	Syae.g_02211	Prbg.g_00132
OG0000512	Syae.g_02213	Prbg.g_01942
OG0000513	Syae.g_02223	Prbg.g_00140
OG0000514	Syae.g_02229	Prbg.g_00151
OG0000515	Syae.g_02230	Prbg.g_00152
OG0000516	Syae.g_01000	Prbg.g_00153
OG0000517	Syae.g_00995	Prbg.g_00155
OG0000518	Syae.g_00983	Prbg.g_00166
OG0000519	Syae.g_00982	Prbg.g_00167
OG0000520	Syae.g_00981	Prbg.g_00168
OG0000521	Syae.g_02491	Prbg.g_00176
OG0000522	Syae.g_02493	Prbg.g_00178
OG0000523	Syae.g_02494	Prbg.g_00179
OG0000524	Syae.g_02501	Prbg.g_00184
OG0000525	Syae.g_02520	Prbg.g_00188
OG0000526	Syae.g_02523	Prbg.g_00189
OG0000527	Syae.g_02528	Prbg.g_00192
OG0000528	Syae.g_02304	Prbg.g_00197
OG0000529	Syae.g_02310	Prbg.g_00200
OG0000530	Syae.g_02313	Prbg.g_00203
OG0000531	Syae.g_02314	Prbg.g_00204
OG0000532	Syae.g_02317	Prbg.g_00206
OG0000533	Syae.g_02318	Prbg.g_00207
OG0000534	Syae.g_02319	Prbg.g_00208
OG0000535	Syae.g_02320	Prbg.g_00209
OG0000536	Syae.g_02321	Prbg.g_00210
OG0000537	Syae.g_02322	Prbg.g_00211
OG0000538	Syae.g_02333	Prbg.g_00220
OG0000539	Syae.g_02334	Prbg.g_00221
OG0000540	Syae.g_02335	Prbg.g_00222
OG0000541	Syae.g_02336	Prbg.g_00223
OG0000542	Syae.g_02339	Prbg.g_00224
OG0000543	Syae.g_02341	Prbg.g_00226
OG0000544	Syae.g_02342	Prbg.g_00227
OG0000545	Syae.g_02344	Prbg.g_00229
OG0000546	Syae.g_02346	Prbg.g_00232
OG0000547	Syae.g_02348	Prbg.g_00234
OG0000548	Syae.g_02349	Prbg.g_00235
OG0000549	Syae.g_02354	Prbg.g_00237
OG0000550	Syae.g_02358	Prbg.g_00241
OG0000551	Syae.g_02363	Prbg.g_00244
OG0000552	Syae.g_02364	Prbg.g_00245
OG0000553	Syae.g_02366	Prbg.g_00246
OG0000554	Syae.g_02375	Prbg.g_00251
OG0000555	Syae.g_02390	Prbg.g_00259
OG0000556	Syae.g_02394	Prbg.g_00261
OG0000557	Syae.g_02398	Prbg.g_00262
OG0000558	Syae.g_02400	Prbg.g_00265
OG0000559	Syae.g_02404	Prbg.g_00269
OG0000560	Syae.g_02407	Prbg.g_00272
OG0000561	Syae.g_02408	Prbg.g_00273
OG0000562	Syae.g_02409	Prbg.g_00274
OG0000563	Syae.g_02410	Prbg.g_00275
OG0000564	Syae.g_02411	Prbg.g_00276
OG0000565	Syae.g_02414	Prbg.g_00278
