Orthogroup	Syae	Prar
OG0000129	Syae.g_01562	Prar.g_00576
OG0000130	Syae.g_01284	Prar.g_00549
OG0000131	Syae.g_01428	Prar.g_00182
OG0000132	Syae.g_01447	Prar.g_00163
OG0000133	Syae.g_00356	Prar.g_00265
OG0000134	Syae.g_02222	Prar.g_00417
OG0000135	Syae.g_01608	Prar.g_00444
OG0000136	Syae.g_00989	Prar.g_00489
OG0000137	Syae.g_02530	Prar.g_00525
OG0000138	Syae.g_02325	Prar.g_00545
OG0000139	Syae.g_02380	Prar.g_01367
OG0000140	Syae.g_02383	Prar.g_01368
OG0000141	Syae.g_00016	Prar.g_01437
OG0000142	Syae.g_00074	Prar.g_01465
OG0000143	Syae.g_00078	Prar.g_01469
OG0000144	Syae.g_00261	Prar.g_01482
OG0000145	Syae.g_02331	Prar.g_01651
OG0000146	Syae.g_00350	Prar.g_01653
OG0000147	Syae.g_00349	Prar.g_01654
OG0000148	Syae.g_00500	Prar.g_01700
OG0000149	Syae.g_00847	Prar.g_01730
OG0000150	Syae.g_00017	Prar.g_01738
OG0000151	Syae.g_00563	Prar.g_01786
OG0000152	Syae.g_00360	Prar.g_01833
OG0000153	Syae.g_00394	Prar.g_01852
OG0000154	Syae.g_00420	Prar.g_01878
OG0000155	Syae.g_00885	Prar.g_01243
OG0000156	Syae.g_00945	Prar.g_00966
OG0000157	Syae.g_00946	Prar.g_00965
OG0000158	Syae.g_01858	Prar.g_00375
OG0000160	Syae.g_02650	Prar.g_00338
OG0000161	Syae.g_02644	Prar.g_00840
OG0000162	Syae.g_02638	Prar.g_00834
OG0000163	Syae.g_01092	Prar.g_00800
OG0000164	Syae.g_01198	Prar.g_01964
OG0000165	Syae.g_01021	Prar.g_01971
OG0000166	Syae.g_02085	Prar.g_01063
OG0000167	Syae.g_01874	Prar.g_00627
OG0000168	Syae.g_01856	Prar.g_00637
OG0000169	Syae.g_01841	Prar.g_00647
OG0000170	Syae.g_01834	Prar.g_00649
OG0000171	Syae.g_01810	Prar.g_00667
OG0000172	Syae.g_01788	Prar.g_00675
OG0000173	Syae.g_01770	Prar.g_00690
OG0000174	Syae.g_01610	Prar.g_00068
OG0000175	Syae.g_01679	Prar.g_00058
OG0000176	Syae.g_01716	Prar.g_00034
OG0000177	Syae.g_01717	Prar.g_00033
OG0000178	Syae.g_01718	Prar.g_00032
OG0000179	Syae.g_01733	Prar.g_00022
OG0000180	Syae.g_01734	Prar.g_00021
OG0000181	Syae.g_01735	Prar.g_00020
OG0000182	Syae.g_01736	Prar.g_00019
OG0000183	Syae.g_01740	Prar.g_00015
OG0000184	Syae.g_01554	Prar.g_00573
OG0000185	Syae.g_01551	Prar.g_00570
OG0000186	Syae.g_01279	Prar.g_00554
OG0000187	Syae.g_01280	Prar.g_00553
OG0000188	Syae.g_01323	Prar.g_00246
OG0000189	Syae.g_01350	Prar.g_00232
OG0000190	Syae.g_01352	Prar.g_00231
OG0000191	Syae.g_01384	Prar.g_00211
OG0000192	Syae.g_01390	Prar.g_00207
OG0000193	Syae.g_01429	Prar.g_00181
OG0000194	Syae.g_01432	Prar.g_00178
OG0000195	Syae.g_01434	Prar.g_00176
OG0000196	Syae.g_01444	Prar.g_00166
OG0000197	Syae.g_01445	Prar.g_00165
OG0000198	Syae.g_01446	Prar.g_00164
OG0000199	Syae.g_01454	Prar.g_00157
OG0000200	Syae.g_01471	Prar.g_00143
OG0000201	Syae.g_01487	Prar.g_00135
OG0000202	Syae.g_01488	Prar.g_00134
OG0000203	Syae.g_01489	Prar.g_00133
OG0000204	Syae.g_01490	Prar.g_00132
OG0000205	Syae.g_01497	Prar.g_00125
OG0000206	Syae.g_01504	Prar.g_00120
OG0000207	Syae.g_01506	Prar.g_00118
OG0000208	Syae.g_01507	Prar.g_00117
OG0000209	Syae.g_01528	Prar.g_00108
OG0000210	Syae.g_01529	Prar.g_00107
OG0000212	Syae.g_02244	Prar.g_00087
OG0000213	Syae.g_02003	Prar.g_00330
OG0000214	Syae.g_01986	Prar.g_00320
OG0000215	Syae.g_01955	Prar.g_00295
OG0000216	Syae.g_01951	Prar.g_00293
OG0000217	Syae.g_01947	Prar.g_01154, Prar.g_00290
OG0000218	Syae.g_01945	Prar.g_00288
OG0000219	Syae.g_01944	Prar.g_00287
OG0000220	Syae.g_01943	Prar.g_00286
OG0000221	Syae.g_01937	Prar.g_00285
OG0000222	Syae.g_01926	Prar.g_00277
OG0000223	Syae.g_01904	Prar.g_00264
OG0000224	Syae.g_01897	Prar.g_00262
OG0000225	Syae.g_02208	Prar.g_00406
OG0000226	Syae.g_02212	Prar.g_00410
OG0000227	Syae.g_02214	Prar.g_00412
OG0000228	Syae.g_02218	Prar.g_00415
OG0000229	Syae.g_00994	Prar.g_00484
OG0000230	Syae.g_00992	Prar.g_00486
OG0000231	Syae.g_00980	Prar.g_00497
OG0000232	Syae.g_02496	Prar.g_00506
OG0000233	Syae.g_02504	Prar.g_00512
OG0000234	Syae.g_02532	Prar.g_00526
OG0000235	Syae.g_02308	Prar.g_00529
OG0000236	Syae.g_02323	Prar.g_00543
OG0000237	Syae.g_02340	Prar.g_01337
OG0000238	Syae.g_02345	Prar.g_01343
OG0000239	Syae.g_02360	Prar.g_01355
OG0000240	Syae.g_02361	Prar.g_01356
OG0000241	Syae.g_00065	Prar.g_01360
OG0000242	Syae.g_02372	Prar.g_01362
OG0000243	Syae.g_02391	Prar.g_01373
OG0000244	Syae.g_02399	Prar.g_01376
OG0000245	Syae.g_02401	Prar.g_01378
OG0000246	Syae.g_02405	Prar.g_01382
OG0000247	Syae.g_02416	Prar.g_01392
OG0000248	Syae.g_02419	Prar.g_01394
OG0000249	Syae.g_02421	Prar.g_01396
OG0000250	Syae.g_02431	Prar.g_01401
OG0000251	Syae.g_02455	Prar.g_01420
OG0000252	Syae.g_02458	Prar.g_01424
OG0000253	Syae.g_02459	Prar.g_01425
OG0000254	Syae.g_00021	Prar.g_01441
OG0000255	Syae.g_00041	Prar.g_01447
OG0000256	Syae.g_00058	Prar.g_01457
OG0000257	Syae.g_00064	Prar.g_01460
OG0000258	Syae.g_00083	Prar.g_01473
OG0000259	Syae.g_00608	Prar.g_01490
OG0000260	Syae.g_00603	Prar.g_01493
OG0000261	Syae.g_00600	Prar.g_01495
OG0000262	Syae.g_00595	Prar.g_01499
OG0000263	Syae.g_00671	Prar.g_01511
OG0000264	Syae.g_00761	Prar.g_01521
OG0000265	Syae.g_00932, Syae.g_00226	Prar.g_01599
OG0000266	Syae.g_00457	Prar.g_01609
OG0000267	Syae.g_00304	Prar.g_01620
OG0000268	Syae.g_00308	Prar.g_01621
OG0000269	Syae.g_00526	Prar.g_01679
OG0000270	Syae.g_00523	Prar.g_01682
OG0000271	Syae.g_00515	Prar.g_01690
OG0000272	Syae.g_00514	Prar.g_01691
OG0000273	Syae.g_00825	Prar.g_01714
OG0000274	Syae.g_00826	Prar.g_01715
OG0000275	Syae.g_00832	Prar.g_01717
OG0000276	Syae.g_00839	Prar.g_01722
OG0000277	Syae.g_00840	Prar.g_01723
OG0000278	Syae.g_00843	Prar.g_01726
OG0000279	Syae.g_00851	Prar.g_01733
OG0000280	Syae.g_00877	Prar.g_01734
OG0000281	Syae.g_02057	Prar.g_01740
OG0000282	Syae.g_00573	Prar.g_01778
OG0000283	Syae.g_00321	Prar.g_01810
OG0000284	Syae.g_00327	Prar.g_01815
OG0000285	Syae.g_00340	Prar.g_01820
OG0000286	Syae.g_00359	Prar.g_01832
OG0000288	Syae.g_00419	Prar.g_01877
OG0000289	Syae.g_00433	Prar.g_01888
OG0000290	Syae.g_00796	Prar.g_01901
OG0000291	Syae.g_00794	Prar.g_01903
OG0000292	Syae.g_01705	Prar.g_01953
OG0000293	Syae.g_00938	Prar.g_01272
OG0000294	Syae.g_00937	Prar.g_01271
OG0000295	Syae.g_00893	Prar.g_01251
OG0000296	Syae.g_00891	Prar.g_01249
OG0000297	Syae.g_00645	Prar.g_01241
OG0000298	Syae.g_00646	Prar.g_01240
OG0000299	Syae.g_00680	Prar.g_01223
OG0000300	Syae.g_00686	Prar.g_01220
OG0000301	Syae.g_00687	Prar.g_01219
OG0000302	Syae.g_00691	Prar.g_01217
OG0000303	Syae.g_00700	Prar.g_01210
OG0000304	Syae.g_00706	Prar.g_01206
OG0000305	Syae.g_00791	Prar.g_00919
OG0000306	Syae.g_00277	Prar.g_00916
OG0000307	Syae.g_02290	Prar.g_00902
OG0000308	Syae.g_02288	Prar.g_00901
OG0000309	Syae.g_02283	Prar.g_00897
OG0000310	Syae.g_02687	Prar.g_00354
OG0000311	Syae.g_02682	Prar.g_00352
OG0000312	Syae.g_02664	Prar.g_00349
OG0000313	Syae.g_02647	Prar.g_00335
OG0000314	Syae.g_02618	Prar.g_00820
OG0000315	Syae.g_02609	Prar.g_00810
OG0000316	Syae.g_01118	Prar.g_00790
OG0000317	Syae.g_01160	Prar.g_01145
OG0000318	Syae.g_01164	Prar.g_01142
OG0000319	Syae.g_01181	Prar.g_01129
OG0000320	Syae.g_01183	Prar.g_01127
OG0000321	Syae.g_01184	Prar.g_01126
OG0000322	Syae.g_01185	Prar.g_01125
OG0000323	Syae.g_01200	Prar.g_01967
OG0000324	Syae.g_01049	Prar.g_00609
OG0000325	Syae.g_02033	Prar.g_01113
OG0000326	Syae.g_02040	Prar.g_01107
OG0000327	Syae.g_02080	Prar.g_01068
OG0000328	Syae.g_02081	Prar.g_01067
OG0000329	Syae.g_02099	Prar.g_01050
OG0000330	Syae.g_02100	Prar.g_01049
OG0000331	Syae.g_02101	Prar.g_01048
OG0000332	Syae.g_02116	Prar.g_01034
OG0000333	Syae.g_02119	Prar.g_01032
OG0000334	Syae.g_02128	Prar.g_01024
OG0000335	Syae.g_02132	Prar.g_01020
OG0000336	Syae.g_02136	Prar.g_01016
OG0000337	Syae.g_01879	Prar.g_00625
OG0000338	Syae.g_01876	Prar.g_00626
OG0000339	Syae.g_01869	Prar.g_00630
OG0000340	Syae.g_01855	Prar.g_00638
OG0000341	Syae.g_01853	Prar.g_00640
OG0000342	Syae.g_01852	Prar.g_00641
OG0000343	Syae.g_01848	Prar.g_00642
OG0000344	Syae.g_01843	Prar.g_00645
OG0000345	Syae.g_01833	Prar.g_00650
OG0000346	Syae.g_01828	Prar.g_00654
OG0000347	Syae.g_01805	Prar.g_00669
OG0000348	Syae.g_01781	Prar.g_00678
OG0000349	Syae.g_01763	Prar.g_00695
OG0000350	Syae.g_02047	Prar.g_00072
OG0000351	Syae.g_01684	Prar.g_00055
OG0000352	Syae.g_01685	Prar.g_00054
OG0000353	Syae.g_01711	Prar.g_00039
OG0000355	Syae.g_01713	Prar.g_00037
OG0000356	Syae.g_01714	Prar.g_00036
OG0000357	Syae.g_01715	Prar.g_00035
OG0000358	Syae.g_01719	Prar.g_00031
OG0000359	Syae.g_01721	Prar.g_00030
OG0000360	Syae.g_01722	Prar.g_00029
OG0000361	Syae.g_01723	Prar.g_00028
OG0000362	Syae.g_01725	Prar.g_00026
OG0000363	Syae.g_01727	Prar.g_00024
OG0000364	Syae.g_01728	Prar.g_00023
OG0000365	Syae.g_01737	Prar.g_00018
OG0000366	Syae.g_01738	Prar.g_00017
OG0000367	Syae.g_01739	Prar.g_00016
OG0000368	Syae.g_01741	Prar.g_00014
OG0000369	Syae.g_01742	Prar.g_00013
OG0000370	Syae.g_01743	Prar.g_00012
OG0000371	Syae.g_01751	Prar.g_00006
OG0000372	Syae.g_01756	Prar.g_00002
OG0000373	Syae.g_01757	Prar.g_00001
OG0000374	Syae.g_01758	Prar.g_00594
OG0000375	Syae.g_01759	Prar.g_00580
OG0000376	Syae.g_01761	Prar.g_00578
OG0000377	Syae.g_01561	Prar.g_00574
OG0000378	Syae.g_01553	Prar.g_00572
OG0000379	Syae.g_01550	Prar.g_00569
OG0000380	Syae.g_01281	Prar.g_00552
OG0000381	Syae.g_01285	Prar.g_00548
OG0000382	Syae.g_01322	Prar.g_00247
OG0000383	Syae.g_01324	Prar.g_00245
OG0000384	Syae.g_01325	Prar.g_00244
OG0000385	Syae.g_01326	Prar.g_00243
OG0000386	Syae.g_01327	Prar.g_00242
OG0000387	Syae.g_01354	Prar.g_00229
OG0000388	Syae.g_01358	Prar.g_00226
OG0000389	Syae.g_01362	Prar.g_00222
OG0000390	Syae.g_01378	Prar.g_00215
OG0000391	Syae.g_01383	Prar.g_00212
OG0000392	Syae.g_01389	Prar.g_00208
OG0000393	Syae.g_01392	Prar.g_00206
OG0000394	Syae.g_01393	Prar.g_00205
OG0000395	Syae.g_01394	Prar.g_00204
OG0000396	Syae.g_01397	Prar.g_00201
OG0000397	Syae.g_01400	Prar.g_00199
OG0000398	Syae.g_01405	Prar.g_00197
OG0000399	Syae.g_01406	Prar.g_00196
OG0000400	Syae.g_01407	Prar.g_00195
OG0000401	Syae.g_01408	Prar.g_00194
OG0000402	Syae.g_01410	Prar.g_00192
OG0000403	Syae.g_01411	Prar.g_00191
OG0000404	Syae.g_01412	Prar.g_00190
OG0000405	Syae.g_01426	Prar.g_00186
OG0000406	Syae.g_01430	Prar.g_00180
OG0000407	Syae.g_01431	Prar.g_00179
OG0000408	Syae.g_01433	Prar.g_00177
OG0000409	Syae.g_01435	Prar.g_00175
OG0000410	Syae.g_01436	Prar.g_00174
OG0000411	Syae.g_01437	Prar.g_00173
OG0000412	Syae.g_01438	Prar.g_00172
OG0000413	Syae.g_01440	Prar.g_00171
OG0000415	Syae.g_01441	Prar.g_00169
OG0000416	Syae.g_01442	Prar.g_00168
OG0000417	Syae.g_01443	Prar.g_00167
OG0000418	Syae.g_01448	Prar.g_00162
OG0000419	Syae.g_01450	Prar.g_00160
OG0000420	Syae.g_01452	Prar.g_00159
OG0000421	Syae.g_01457	Prar.g_00154
OG0000422	Syae.g_01458	Prar.g_00153
OG0000423	Syae.g_01459	Prar.g_00152
OG0000424	Syae.g_01460	Prar.g_00151
OG0000425	Syae.g_01461	Prar.g_00150
OG0000426	Syae.g_01462	Prar.g_00149
OG0000427	Syae.g_01463	Prar.g_00148
OG0000428	Syae.g_01466	Prar.g_00146
OG0000429	Syae.g_01468	Prar.g_00145
OG0000430	Syae.g_01470	Prar.g_00144
OG0000431	Syae.g_01473	Prar.g_00142
OG0000432	Syae.g_01481	Prar.g_00139
OG0000433	Syae.g_01484	Prar.g_00138
OG0000434	Syae.g_01485	Prar.g_00137
OG0000435	Syae.g_01486	Prar.g_00136
OG0000436	Syae.g_01491	Prar.g_00131
OG0000437	Syae.g_01492	Prar.g_00130
OG0000438	Syae.g_01493	Prar.g_00129
OG0000439	Syae.g_01495	Prar.g_00127
OG0000440	Syae.g_01496	Prar.g_00126
OG0000441	Syae.g_01501	Prar.g_00123
OG0000442	Syae.g_01502	Prar.g_00122
OG0000443	Syae.g_01503	Prar.g_00121
OG0000444	Syae.g_01509	Prar.g_00116
OG0000445	Syae.g_01510	Prar.g_00115
OG0000446	Syae.g_01512	Prar.g_00114
OG0000447	Syae.g_01517	Prar.g_00113
OG0000448	Syae.g_01518	Prar.g_00112
OG0000449	Syae.g_01519	Prar.g_00111
OG0000450	Syae.g_01525	Prar.g_00110
OG0000451	Syae.g_01526	Prar.g_00109
OG0000452	Syae.g_01530	Prar.g_00106
OG0000453	Syae.g_01531	Prar.g_00105
OG0000454	Syae.g_01532	Prar.g_00104
OG0000455	Syae.g_01533	Prar.g_00103
OG0000456	Syae.g_01534	Prar.g_00102
OG0000457	Syae.g_01536	Prar.g_00101
OG0000458	Syae.g_01538	Prar.g_00100
OG0000459	Syae.g_01539	Prar.g_00099
OG0000460	Syae.g_02236	Prar.g_00092
OG0000461	Syae.g_02024	Prar.g_00085
OG0000462	Syae.g_02021	Prar.g_00083
OG0000463	Syae.g_02020	Prar.g_00082
OG0000464	Syae.g_02019	Prar.g_00081
OG0000465	Syae.g_02018	Prar.g_00080
OG0000466	Syae.g_02014	Prar.g_00077
OG0000467	Syae.g_02012	Prar.g_00076
OG0000468	Syae.g_02007	Prar.g_00334
OG0000469	Syae.g_01992	Prar.g_00325
OG0000470	Syae.g_01990	Prar.g_00323
OG0000471	Syae.g_01989	Prar.g_00322
OG0000472	Syae.g_01987	Prar.g_00321
OG0000473	Syae.g_01985	Prar.g_00319
OG0000474	Syae.g_01984	Prar.g_00318
OG0000475	Syae.g_01983	Prar.g_00317
OG0000476	Syae.g_01981	Prar.g_00316
OG0000477	Syae.g_01975	Prar.g_00312
OG0000478	Syae.g_01974	Prar.g_00311
OG0000479	Syae.g_01973	Prar.g_00310
OG0000480	Syae.g_01966	Prar.g_00305
OG0000481	Syae.g_01964	Prar.g_00303
OG0000482	Syae.g_01963	Prar.g_00302
OG0000483	Syae.g_01959	Prar.g_00299
OG0000484	Syae.g_01958	Prar.g_00298
OG0000485	Syae.g_01957	Prar.g_00297
OG0000486	Syae.g_01956	Prar.g_00296
OG0000487	Syae.g_01950	Prar.g_00292
OG0000488	Syae.g_01946	Prar.g_00289
OG0000489	Syae.g_01936	Prar.g_00284
OG0000490	Syae.g_01928	Prar.g_00279
OG0000491	Syae.g_01927	Prar.g_00278
OG0000492	Syae.g_01925	Prar.g_00276
OG0000493	Syae.g_01924	Prar.g_00275
OG0000494	Syae.g_01923	Prar.g_00274
OG0000495	Syae.g_01922	Prar.g_00273
OG0000496	Syae.g_01921	Prar.g_00272
OG0000497	Syae.g_01920	Prar.g_00271
OG0000498	Syae.g_01919	Prar.g_00270
OG0000499	Syae.g_01918	Prar.g_00269
OG0000500	Syae.g_01917	Prar.g_00268
OG0000501	Syae.g_01914	Prar.g_00266
OG0000502	Syae.g_01902	Prar.g_00263
OG0000503	Syae.g_02192	Prar.g_00394
OG0000504	Syae.g_02194	Prar.g_00395
OG0000505	Syae.g_02195	Prar.g_00396
OG0000506	Syae.g_02197	Prar.g_00398
OG0000507	Syae.g_02203	Prar.g_00401
OG0000508	Syae.g_02207	Prar.g_00405
OG0000509	Syae.g_02209	Prar.g_00407
OG0000510	Syae.g_02210	Prar.g_00408
OG0000511	Syae.g_02211	Prar.g_00409
OG0000512	Syae.g_02213	Prar.g_00411
OG0000513	Syae.g_02223	Prar.g_00418
OG0000514	Syae.g_02229	Prar.g_00479
OG0000515	Syae.g_02230	Prar.g_00480
OG0000516	Syae.g_01000	Prar.g_00481
OG0000517	Syae.g_00995	Prar.g_00483
OG0000518	Syae.g_00983	Prar.g_00494
OG0000519	Syae.g_00982	Prar.g_00495
OG0000520	Syae.g_00981	Prar.g_00496
OG0000521	Syae.g_02491	Prar.g_00501
OG0000522	Syae.g_02493	Prar.g_00503
OG0000523	Syae.g_02494	Prar.g_00504
OG0000524	Syae.g_02501	Prar.g_00510
OG0000525	Syae.g_02520	Prar.g_00513
OG0000526	Syae.g_02523	Prar.g_00514
OG0000527	Syae.g_02528	Prar.g_00523
OG0000528	Syae.g_02304	Prar.g_00528
OG0000529	Syae.g_02310	Prar.g_00531
OG0000530	Syae.g_02313	Prar.g_00534
OG0000531	Syae.g_02314	Prar.g_00535
OG0000532	Syae.g_02317	Prar.g_00537
OG0000533	Syae.g_02318	Prar.g_00538
OG0000534	Syae.g_02319	Prar.g_00539
OG0000535	Syae.g_02320	Prar.g_00540
OG0000536	Syae.g_02321	Prar.g_00541
OG0000537	Syae.g_02322	Prar.g_00542
OG0000538	Syae.g_02333	Prar.g_01331
OG0000539	Syae.g_02334	Prar.g_01332
OG0000540	Syae.g_02335	Prar.g_01333
OG0000541	Syae.g_02336	Prar.g_01334
OG0000542	Syae.g_02339	Prar.g_01336
OG0000543	Syae.g_02341	Prar.g_01338
OG0000544	Syae.g_02342	Prar.g_01339
OG0000545	Syae.g_02344	Prar.g_01341
OG0000546	Syae.g_02346	Prar.g_01344
OG0000547	Syae.g_02348	Prar.g_01345
OG0000548	Syae.g_02349	Prar.g_01346
OG0000549	Syae.g_02354	Prar.g_01348
OG0000550	Syae.g_02358	Prar.g_01353
OG0000551	Syae.g_02363	Prar.g_01357
OG0000552	Syae.g_02364	Prar.g_01358
OG0000553	Syae.g_02366	Prar.g_01359
OG0000554	Syae.g_02375	Prar.g_01364
OG0000555	Syae.g_02390	Prar.g_01372
OG0000556	Syae.g_02394	Prar.g_01374
OG0000557	Syae.g_02398	Prar.g_01375
OG0000558	Syae.g_02400	Prar.g_01377
OG0000559	Syae.g_02404	Prar.g_01381
OG0000560	Syae.g_02407	Prar.g_01384
OG0000561	Syae.g_02408	Prar.g_01385
OG0000562	Syae.g_02409	Prar.g_01386
OG0000563	Syae.g_02410	Prar.g_01387
OG0000564	Syae.g_02411	Prar.g_01388
OG0000565	Syae.g_02414	Prar.g_01391
OG0000566	Syae.g_02418	Prar.g_01393
OG0000567	Syae.g_02422	Prar.g_01397
OG0000568	Syae.g_02427	Prar.g_01398
OG0000569	Syae.g_02428	Prar.g_01399
OG0000570	Syae.g_02429	Prar.g_01400
OG0000571	Syae.g_02433	Prar.g_01402
OG0000572	Syae.g_02448	Prar.g_01415
OG0000573	Syae.g_02456	Prar.g_01422
OG0000574	Syae.g_02457	Prar.g_01423
OG0000575	Syae.g_02461	Prar.g_01427
OG0000576	Syae.g_02463	Prar.g_01429
OG0000577	Syae.g_02464	Prar.g_01430
OG0000578	Syae.g_02465	Prar.g_01431
OG0000579	Syae.g_02466	Prar.g_01432
OG0000580	Syae.g_02467	Prar.g_01433
OG0000581	Syae.g_02473	Prar.g_01435
OG0000582	Syae.g_00018	Prar.g_01438
OG0000583	Syae.g_00019	Prar.g_01439
OG0000584	Syae.g_00020	Prar.g_01440
OG0000585	Syae.g_00022	Prar.g_01442
OG0000586	Syae.g_00023	Prar.g_01443
OG0000587	Syae.g_00025	Prar.g_01444
OG0000588	Syae.g_00043	Prar.g_01448
OG0000589	Syae.g_00047	Prar.g_01451
OG0000590	Syae.g_00048	Prar.g_01452
OG0000591	Syae.g_00056	Prar.g_01455
OG0000592	Syae.g_00057	Prar.g_01456
OG0000593	Syae.g_00070	Prar.g_01462
